,MTW
2014-05-15,3714935257
2014-05-16,3748682852
2014-05-19,3772981121
2014-05-20,3716285161
2014-05-21,3673088239
2014-05-22,3652839682
2014-05-23,3728434295
2014-05-27,3714935257
2014-05-28,3697386508
2014-05-29,3721684776
2014-05-30,3651489779
2014-06-02,3709535642
2014-06-03,3694686700
2014-06-04,3700086315
2014-06-05,3879623521
2014-06-06,3964667460
2014-06-09,4049711400
2014-06-10,4011914093
2014-06-11,3918770731
2014-06-12,3774331024
2014-06-13,3716285161
2014-06-16,3790529870
2014-06-17,3843176118
2014-06-18,3894472463
2014-06-19,3917420827
2014-06-20,3978166498
2014-06-23,3980866306
2014-06-24,3982216210
2014-06-25,3955218134
2014-06-26,4010564189
2014-06-27,4445233213
2014-06-30,4443408326
2014-07-01,4458282791
2014-07-02,4479918377
2014-07-03,4490736169
2014-07-07,4406898276
2014-07-08,4352809313
2014-07-09,4341991520
2014-07-10,4310890367
2014-07-11,4310890367
2014-07-14,4316299263
2014-07-15,4277084765
2014-07-16,4319003711
2014-07-17,4263562524
2014-07-18,4289254781
2014-07-21,4302777022
2014-07-22,4294663678
2014-07-23,4267619196
2014-07-24,4247335835
2014-07-25,4233813594
2014-07-28,4181076855
2014-07-29,4083716721
2014-07-30,4143214581
2014-07-31,3591507156
2014-08-01,3656413912
2014-08-04,3653709464
2014-08-05,3659118360
2014-08-06,3667231704
2014-08-07,3651005016
2014-08-08,3671288377
2014-08-11,3686162842
2014-08-12,3703741755
2014-08-13,3718616220
2014-08-14,3736195133
2014-08-15,3737547357
2014-08-18,3802454112
2014-08-19,3826794146
2014-08-20,3837611939
2014-08-21,3830850818
2014-08-22,3818680801
2014-08-25,3848429731
2014-08-26,3840316387
2014-08-27,3844373059
2014-08-28,3855190852
2014-08-29,3978243243
2014-09-02,3990413260
2014-09-03,3921449832
2014-09-04,3836259714
2014-09-05,3836259714
2014-09-08,3849781955
2014-09-09,3770000735
2014-09-10,3742956253
2014-09-11,3809215233
2014-09-12,3801101888
2014-09-15,3653709464
2014-09-16,3680753945
2014-09-17,3664527256
2014-09-18,3659118360
2014-09-19,3500908143
2014-09-22,3408956905
2014-09-23,3387321320
2014-09-24,3399491337
2014-09-25,3312948996
2014-09-26,3318357892
2014-09-29,3265621153
2014-09-30,3173346393
2014-10-01,3052908086
2014-10-02,3051554847
2014-10-03,3112450620
2014-10-06,3119216817
2014-10-07,3028549777
2014-10-08,3082679353
2014-10-09,2913524428
2014-10-10,2538677114
2014-10-13,2357343034
2014-10-14,2346517119
2014-10-15,2345163880
2014-10-16,2481841059
2014-10-17,2475074862
2014-10-20,2477781341
2014-10-21,2599572887
2014-10-22,2523791481
2014-10-23,2615811760
2014-10-24,2583334014
2014-10-27,2558975705
2014-10-28,2734896827
2014-10-29,2690239927
2014-10-30,2686180209
2014-10-31,2820150909
2014-11-03,2839096261
2014-11-04,2755195418
2014-11-05,2778200488
2014-11-06,2837743021
2014-11-07,2858041612
2014-11-10,2905404991
2014-11-11,2882399922
2014-11-12,2879693443
2014-11-13,2797145839
2014-11-14,2803912036
2014-11-17,2747075982
2014-11-18,2837743021
2014-11-19,2780906967
2014-11-20,2816091191
2014-11-21,2883753161
2014-11-24,2899992034
2014-11-25,2897285555
2014-11-26,2890519358
2014-11-28,2725424151
2014-12-01,2625284436
2014-12-02,2638816830
2014-12-03,2655055702
2014-12-04,2627990914
2014-12-05,2598219648
2014-12-08,2526497959
2014-12-09,2527851199
2014-12-10,2443950356
2014-12-11,2473721623
2014-12-12,2400646695
2014-12-15,2293740783
2014-12-16,2246377404
2014-12-17,2305919937
2014-12-18,2534617396
2014-12-19,2571154860
2014-12-22,2613105281
2014-12-23,2748429221
2014-12-24,2714598236
2014-12-26,2830976824
2014-12-29,3084032592
2014-12-30,3023136819
2014-12-31,2966056470
2015-01-02,2936530116
2015-01-05,2741924601
2015-01-06,2645292897
2015-01-07,2661398181
2015-01-08,2715082461
2015-01-09,2650661325
2015-01-12,2579529654
2015-01-13,2533898016
2015-01-14,2512424304
2015-01-15,2374187283
2015-01-16,2472161094
2015-01-20,2521819053
2015-01-21,2537924337
2015-01-22,2594292831
2015-01-23,2583555975
2015-01-26,2688240321
2015-01-27,2550003300
2015-01-28,2559398049
2015-01-29,2582213868
2015-01-30,2509740090
2015-02-02,2610398115
2015-02-03,2723135103
2015-02-04,2666766609
2015-02-05,2755345671
2015-02-06,2756687778
2015-02-09,2818424700
2015-02-10,2831845770
2015-02-11,2823793128
2015-02-12,2888214264
2015-02-13,2933845902
2015-02-17,2925793260
2015-02-18,2916398511
2015-02-19,2854661589
2015-02-20,2933845902
2015-02-23,2921766939
2015-02-24,2911030083
2015-02-25,2937872223
2015-02-26,2967398577
2015-02-27,2970082791
2015-03-02,2987530182
2015-03-03,3025109178
2015-03-04,3064030281
2015-03-05,2992898610
2015-03-06,2858687910
2015-03-09,2778161490
2015-03-10,2690924535
2015-03-11,2739240387
2015-03-12,2877477408
2015-03-13,2873451087
2015-03-16,2884187943
2015-03-17,2896266906
2015-03-18,2951293293
2015-03-19,2880161622
2015-03-20,2908345869
2015-03-23,2881503729
2015-03-24,2796950988
2015-03-25,2776819383
2015-03-26,2790240453
2015-03-27,2841240519
2015-03-30,2920424832
2015-03-31,2934981341
2015-04-01,2941787884
2015-04-02,2945871810
2015-04-06,2962207513
2015-04-07,2954039662
2015-04-08,2958123587
2015-04-09,2951317044
2015-04-10,2962207513
2015-04-13,2952678353
2015-04-14,2955400970
2015-04-15,3056137807
2015-04-16,2962207513
2015-04-17,2745759446
2015-04-20,2733507668
2015-04-21,2668164856
2015-04-22,2721255891
2015-04-23,2717171965
2015-04-24,2639577375
2015-04-27,2677694016
2015-04-28,2700836262
2015-04-29,2674971399
2015-04-30,2685861867
2015-05-01,2695391028
2015-05-04,2718533274
2015-05-05,2689945793
2015-05-06,2685861867
2015-05-07,2628686906
2015-05-08,2638216066
2015-05-11,2643661301
2015-05-12,2617796437
2015-05-13,2619157746
2015-05-14,2681777942
2015-05-15,2670887473
2015-05-18,2715810657
2015-05-19,2687223176
2015-05-20,2702197571
2015-05-21,2755288606
2015-05-22,2781153469
2015-05-26,2691307102
2015-05-27,2698113645
2015-05-28,2598738117
2015-05-29,2567428019
2015-06-01,2627325598
2015-06-02,2659997004
2015-06-03,2713088039
2015-06-04,2790682630
2015-06-05,2756649915
2015-06-08,2728062434
2015-06-09,2741675520
2015-06-10,2779792161
2015-06-11,2738952903
2015-06-12,2729423743
2015-06-15,2676332707
2015-06-16,2672248781
2015-06-17,2659997004
2015-06-18,2661358313
2015-06-19,2673610090
2015-06-22,2677694016
2015-06-23,2743036829
2015-06-24,2752565989
2015-06-25,2722617200
2015-06-26,2733507668
2015-06-29,2674971399
2015-06-30,2637093838
2015-07-01,2612875629
2015-07-02,2606148349
2015-07-06,2560402844
2015-07-07,2585966508
2015-07-08,2467566377
2015-07-09,2456802729
2015-07-10,2402984487
2015-07-13,2514657338
2015-07-14,2522730075
2015-07-15,2462184553
2015-07-16,2450075448
2015-07-17,2493130042
2015-07-20,2487748217
2015-07-21,2442002712
2015-07-22,2428548152
2015-07-23,2365311718
2015-07-24,2300729828
2015-07-27,2214620641
2015-07-28,2265747971
2015-07-29,2337057141
2015-07-30,2283238899
2015-07-31,2377420822
2015-08-03,2294002548
2015-08-04,2288620724
2015-08-05,2263057059
2015-08-06,2259020691
2015-08-07,2240184306
2015-08-10,2339748053
2015-08-11,2369348086
2015-08-12,2366657174
2015-08-13,2334366229
2015-08-14,2316875300
2015-08-17,2350511701
2015-08-18,2316875300
2015-08-19,2320911669
2015-08-20,2279202531
2015-08-21,2193093345
2015-08-24,2053165917
2015-08-25,2011456779
2015-08-26,2106984158
2015-08-27,2218657009
2015-08-28,2291311636
2015-08-31,2298038916
2015-09-01,2236147938
2015-09-02,2256329779
2015-09-03,2237493394
2015-09-04,2218657009
2015-09-08,2300729828
2015-09-09,2299384372
2015-09-10,2269784339
2015-09-11,2237493394
2015-09-14,2199820625
2015-09-15,2291311636
2015-09-16,2322257125
2015-09-17,2233457026
2015-09-18,2163493312
2015-09-21,2136584191
2015-09-22,2101602334
2015-09-23,2088147774
2015-09-24,2072002301
2015-09-25,2039711356
2015-09-28,1960329450
2015-09-29,1976474922
2015-09-30,2042883660
2015-10-01,2063312496
2015-10-02,2124599006
2015-10-05,2243086258
2015-10-06,2283943931
2015-10-07,2312544303
2015-10-08,2357487743
2015-10-09,2364297355
2015-10-12,2341144674
2015-10-13,2294839311
2015-10-14,2228105111
2015-10-15,2052417117
2015-10-16,2067398263
2015-10-19,1993854452
2015-10-20,2011559443
2015-10-21,1977511382
2015-10-22,2057864806
2015-10-23,2060588651
2015-10-26,2094636712
2015-10-27,2002025986
2015-10-28,2029264435
2015-10-29,2027902513
2015-10-30,2083741333
2015-11-02,2140942075
2015-11-03,2198142818
2015-11-04,2147751687
2015-11-05,2127322851
2015-11-06,2200866663
2015-11-09,2149113610
2015-11-10,2172266291
2015-11-11,2177713981
2015-11-12,2063312496
2015-11-13,2119151316
2015-11-16,2113703626
2015-11-17,2112341704
2015-11-18,2117789394
2015-11-19,2164094757
2015-11-20,2224019344
2015-11-23,2189971283
2015-11-24,2234914724
2015-11-25,2294839311
2015-11-27,2264877017
2015-11-30,2301648923
2015-12-01,2320715837
2015-12-02,2343868519
2015-12-03,2249895870
2015-12-04,2224019344
2015-12-07,2170904369
2015-12-08,2083741333
2015-12-09,2061950574
2015-12-10,2064674419
2015-12-11,1999302141
2015-12-14,1985682917
2015-12-15,1948911011
2015-12-16,2014283288
2015-12-17,1961168313
2015-12-18,1927120252
2015-12-21,1954358701
2015-12-22,2015645211
2015-12-23,2093274790
2015-12-24,2098722480
2015-12-28,2019730978
2015-12-29,2061950574
2015-12-30,2076931721
2015-12-31,2096808649
2016-01-04,2139154621
2016-01-05,2102272645
2016-01-06,2033972689
2016-01-07,1939718750
2016-01-08,1915130766
2016-01-11,1863222799
2016-01-12,1879614789
2016-01-13,1812680832
2016-01-14,1818144828
2016-01-15,1752576870
2016-01-19,1741648878
2016-01-20,1722524890
2016-01-21,1707498900
2016-01-22,1779896853
2016-01-25,1778530854
2016-01-26,2061292672
2016-01-27,1952012742
2016-01-28,1913764767
2016-01-29,2150082614
2016-02-01,2151448614
2016-02-02,2069488666
2016-02-03,1969770731
2016-02-04,2122762632
2016-02-05,2065390669
2016-02-08,1938352751
2016-02-09,1935620753
2016-02-10,1867320797
2016-02-11,1915130766
2016-02-12,2044900682
2016-02-16,2079050660
2016-02-17,2120030634
2016-02-18,2129592628
2016-02-19,2092710651
2016-02-22,2180134595
2016-02-23,2124128631
2016-02-24,2128226628
2016-02-25,2098174648
2016-02-26,2121396633
2016-02-29,2165108605
2016-03-01,2207454577
2016-03-02,2248434551
2016-03-03,2314002509
2016-03-04,551863644
2016-03-07,580549626
2016-03-08,570987632
2016-03-09,560059639
2016-03-10,562791637
2016-03-11,575085629
2016-03-14,573719630
2016-03-15,576451628
2016-03-16,598307614
2016-03-17,607869608
2016-03-18,620163600
2016-03-21,613333604
2016-03-22,614699604
2016-03-23,599673613
2016-03-24,596941615
2016-03-28,594209617
2016-03-29,606503609
2016-03-30,594209617
2016-03-31,593808492
2016-04-01,597922639
2016-04-04,591065728
2016-04-05,582837435
2016-04-06,580094670
2016-04-07,599294021
2016-04-08,597922639
2016-04-11,611636461
2016-04-12,622607518
2016-04-13,652777927
2016-04-14,648663780
2016-04-15,656892073
2016-04-18,663748984
2016-04-19,678834189
2016-04-20,717232890
2016-04-21,730946712
2016-04-22,733689477
2016-04-25,732318094
2016-04-26,778945089
2016-04-27,792658911
2016-04-28,784430618
2016-04-29,781687854
2016-05-02,791287529
2016-05-03,772088178
2016-05-04,770716796
2016-05-05,809115498
2016-05-06,815972409
2016-05-09,813229644
2016-05-10,824200702
2016-05-11,829686231
2016-05-12,814601026
2016-05-13,807744115
2016-05-16,822829320
2016-05-17,803629969
2016-05-18,794030293
2016-05-19,766602649
2016-05-20,748774681
2016-05-23,765231267
2016-05-24,781687854
2016-05-25,789916147
2016-05-26,787173382
2016-05-27,778945089
2016-05-31,781687854
2016-06-01,792658911
2016-06-02,788544765
2016-06-03,783059236
2016-06-06,788544765
2016-06-07,787173382
2016-06-08,774830943
2016-06-09,776202325
2016-06-10,763859885
2016-06-13,767974032
2016-06-14,761117121
2016-06-15,767974032
2016-06-16,765231267
2016-06-17,781687854
2016-06-20,792658911
2016-06-21,798144440
2016-06-22,784430618
2016-06-23,794030293
2016-06-24,759745738
2016-06-27,706261833
2016-06-28,699404922
2016-06-29,722718419
2016-06-30,749509898
2016-07-01,763262373
2016-07-05,701376235
2016-07-06,706877225
2016-07-07,709627720
2016-07-08,731631680
2016-07-11,744008908
2016-07-12,775639601
2016-07-13,768763363
2016-07-14,766012868
2016-07-15,775639601
2016-07-18,785266333
2016-07-19,785266333
2016-07-20,770138611
2016-07-21,783891086
2016-07-22,767388116
2016-07-25,760511878
2016-07-26,772889106
2016-07-27,782515838
2016-07-28,775639601
2016-07-29,766012868
2016-08-01,764637621
2016-08-02,763262373
2016-08-03,778390096
2016-08-04,782515838
2016-08-05,794893066
2016-08-08,796268314
2016-08-09,662869304
2016-08-10,665619799
2016-08-11,653242572
2016-08-12,654617819
2016-08-15,661494057
2016-08-16,665619799
2016-08-17,673871284
2016-08-18,676621779
2016-08-19,691749502
2016-08-22,672496037
2016-08-23,680747522
2016-08-24,671120789
2016-08-25,669745542
2016-08-26,676621779
2016-08-29,679372274
2016-08-30,673871284
2016-08-31,673871284
2016-09-01,666995047
2016-09-02,669745542
2016-09-06,677997027
2016-09-07,676621779
2016-09-08,669745542
2016-09-09,632613859
2016-09-12,625737621
2016-09-13,594106928
2016-09-14,589981186
2016-09-15,602358413
2016-09-16,600983166
2016-09-19,598232671
2016-09-20,592731681
2016-09-21,614735641
2016-09-22,614735641
2016-09-23,605108908
2016-09-26,598232671
2016-09-27,609234651
2016-09-28,628488116
2016-09-29,632613859
2016-09-30,665272696
2016-10-03,668050452
2016-10-04,651383913
2016-10-05,663883817
2016-10-06,661106061
2016-10-07,648606156
2016-10-10,644439521
2016-10-11,630550739
2016-10-12,626384104
2016-10-13,619439712
2016-10-14,618050834
2016-10-17,631939617
2016-10-18,645828400
2016-10-19,661106061
2016-10-20,602773173
2016-10-21,594439903
2016-10-24,574995607
2016-10-25,569440094
2016-10-26,563884581
2016-10-27,561106825
2016-10-28,562495703
2016-10-31,561106825
2016-11-01,549995798
2016-11-02,541662529
2016-11-03,509718328
2016-11-04,541662529
2016-11-07,562495703
2016-11-08,566662338
2016-11-09,647217278
2016-11-10,720827827
2016-11-11,706939044
2016-11-14,722216705
2016-11-15,694439140
2016-11-16,681939235
2016-11-17,734716610
2016-11-18,745827636
2016-11-21,759716419
2016-11-22,770827445
2016-11-23,809716037
2016-11-25,819438185
2016-11-28,793049497
2016-11-29,783327349
2016-11-30,827771454
2016-12-01,836104724
2016-12-02,830549211
2016-12-05,816660428
2016-12-06,834715846
2016-12-07,848604629
2016-12-08,858326777
2016-12-09,861104533
2016-12-12,840271359
2016-12-13,837493602
2016-12-14,822215941
2016-12-15,819438185
2016-12-16,802771645
2016-12-19,822215941
2016-12-20,845826872
2016-12-21,845826872
2016-12-22,858326777
2016-12-23,862493411
2016-12-27,866660046
2016-12-28,856937898
2016-12-29,865271168
2016-12-30,830549211
2017-01-03,827650478
2017-01-04,834640769
2017-01-05,824854361
2017-01-06,819262128
2017-01-09,794097080
2017-01-10,810873779
2017-01-11,827650478
2017-01-12,813669895
2017-01-13,833242711
2017-01-17,816466012
2017-01-18,840233002
2017-01-19,844427176
2017-01-20,845825235
2017-01-23,859805817
2017-01-24,897553390
2017-01-25,938097079
2017-01-26,975844651
2017-01-27,1048543680
2017-01-30,994019408
2017-01-31,954873777
2017-02-01,959067952
2017-02-02,879378632
2017-02-03,936699020
2017-02-06,910135914
2017-02-07,911533972
2017-02-08,880776691
2017-02-09,875184458
2017-02-10,875184458
2017-02-13,886368924
2017-02-14,886368924
2017-02-15,946485428
2017-02-16,928310671
2017-02-17,914330088
2017-02-21,926912613
2017-02-22,897553390
2017-02-23,862601934
2017-02-24,847223293
2017-02-27,875184458
2017-02-28,850019409
2017-03-01,877980574
2017-03-02,883572807
2017-03-03,887766982
2017-03-06,880776691
2017-03-07,872388341
2017-03-08,863999992
2017-03-09,803883488
2017-03-10,810873779
2017-03-13,813669895
2017-03-14,792699022
2017-03-15,824854361
2017-03-16,823456303
2017-03-17,863999992
2017-03-20,851417468
2017-03-21,813669895
2017-03-22,812271837
2017-03-23,808077662
2017-03-24,789902905
2017-03-27,771728148
2017-03-28,778718439
2017-03-29,788504847
2017-03-30,812271837
2017-03-31,800494912
2017-04-03,783642388
2017-04-04,785046765
2017-04-05,792068650
2017-04-06,817347437
2017-04-07,831391207
2017-04-10,867905010
2017-04-11,869309387
2017-04-12,821560568
2017-04-13,776620503
2017-04-17,778024880
2017-04-18,763981109
2017-04-19,773811749
2017-04-20,785046765
2017-04-21,786451142
2017-04-24,813134306
2017-04-25,863691879
2017-04-26,872118141
2017-04-27,842626224
2017-04-28,838413092
2017-05-01,831391207
2017-05-02,801899289
2017-05-03,776620503
2017-05-04,773811749
2017-05-05,796281781
2017-05-08,797686158
2017-05-09,883353158
2017-05-10,901610059
2017-05-11,873522518
2017-05-12,846839355
2017-05-15,865096256
2017-05-16,845434978
2017-05-17,787855519
2017-05-18,758363601
2017-05-19,790664273
2017-05-22,807516798
2017-05-23,829986830
2017-05-24,817347437
2017-05-25,813134306
2017-05-26,829986830
2017-05-30,811729929
2017-05-31,794877404
2017-06-01,822964945
2017-06-02,828582453
2017-06-05,817347437
2017-06-06,841221846
2017-06-07,789259896
2017-06-08,825773699
2017-06-09,845434978
2017-06-12,886161912
2017-06-13,873522518
2017-06-14,841221846
2017-06-15,825773699
2017-06-16,835604338
2017-06-19,862287502
2017-06-20,825773699
2017-06-21,789259896
2017-06-22,807516798
2017-06-23,822964945
2017-06-26,822964945
2017-06-27,801899289
2017-06-28,827178076
2017-06-29,818751814
2017-06-30,844593882
2017-07-03,848809825
2017-07-05,841783253
2017-07-06,812271653
2017-07-07,816487596
2017-07-10,785570682
2017-07-11,819298225
2017-07-12,817892910
2017-07-13,822108853
2017-07-14,823514168
2017-07-17,809461025
2017-07-18,810866339
2017-07-19,829135425
2017-07-20,812271653
2017-07-21,813676968
2017-07-24,815082282
2017-07-25,831946053
2017-07-26,805245082
2017-07-27,813676968
2017-07-28,815082282
2017-07-31,802434453
2017-08-01,823514168
2017-08-02,948587139
2017-08-03,979504053
2017-08-04,1014636910
2017-08-07,1041337881
2017-08-08,1096145138
2017-08-09,1096145138
2017-08-10,1096145138
2017-08-11,1114414224
2017-08-14,1125656738
2017-08-15,1118630166
2017-08-16,1117224852
2017-08-17,1114414224
2017-08-18,1087713252
2017-08-21,1068038852
2017-08-22,1100361081
2017-08-23,1083497309
2017-08-24,1075065424
2017-08-25,1072254795
2017-08-28,1093334509
2017-08-29,1113008909
2017-08-30,1160789595
2017-08-31,1156573652
2017-09-01,1152357709
2017-09-05,1120035481
2017-09-06,1124251424
2017-09-07,1129872681
2017-09-08,1122846109
2017-09-11,1131277995
2017-09-12,1148141766
2017-09-13,1149547081
2017-09-14,1138304566
2017-09-15,1094739824
2017-09-18,1121440795
2017-09-19,1115819538
2017-09-20,1155168338
2017-09-21,1173437423
2017-09-22,1204354337
2017-09-25,1208570280
2017-09-26,1201543709
2017-09-27,1254945652
2017-09-28,1261972223
2017-09-29,1264782852
2017-10-02,1282020601
2017-10-03,1291871473
2017-10-04,1273576997
2017-10-05,1339718564
2017-10-06,1397416528
2017-10-09,1283427868
2017-10-10,1315795019
2017-10-11,1297500542
2017-10-12,1304536879
2017-10-13,1286242403
2017-10-16,1297500542
2017-10-17,1270762462
2017-10-18,1279206066
2017-10-19,1256689788
2017-10-20,1262318857
2017-10-23,1252467986
2017-10-24,1283427868
2017-10-25,1263726125
2017-10-26,1270762462
2017-10-27,1310165949
2017-10-30,1286242403
2017-10-31,1339718564
2017-11-01,1408674667
2017-11-02,1400231063
2017-11-03,1412896469
2017-11-06,1429783678
2017-11-07,1403045597
2017-11-08,1418525539
2017-11-09,1387565656
2017-11-10,1398823795
2017-11-13,1390380191
2017-11-14,1362234843
2017-11-15,1315795019
2017-11-16,1367863912
2017-11-17,1377714784
2017-11-20,1419229172
2017-11-21,1424154608
2017-11-22,1373844799
2017-11-24,1385806572
2017-11-27,1375252066
2017-11-28,1386862022
2017-11-29,1375955700
2017-11-30,1413600103
2017-12-01,1397064711
2017-12-04,1438227282
2017-12-05,1424858242
2017-12-06,1381936586
2017-12-07,1435412748
2017-12-08,1424154608
2017-12-11,1396712894
2017-12-12,1382640220
2017-12-13,1392842909
2017-12-14,1368215729
2017-12-15,1382640220
2017-12-18,1416062821
2017-12-19,1394601993
2017-12-20,1414303737
2017-12-21,1403397414
2017-12-22,1391083824
2017-12-26,1407267400
2017-12-27,1412896469
2017-12-28,1387213839
2017-12-29,1384047487
2018-01-02,1408327478
2018-01-03,1388521768
2018-01-04,1394534216
2018-01-05,1379679933
2018-01-08,1398070950
2018-01-09,1402668704
2018-01-10,1379326260
2018-01-11,1422120741
2018-01-12,1392058502
2018-01-16,1373313812
2018-01-17,1392058502
2018-01-18,1353154428
2018-01-19,1411156866
2018-01-22,1437328697
2018-01-23,1443694818
2018-01-24,1461024815
2018-01-25,1487196647
2018-01-26,1541662350
2018-01-29,1499575216
2018-01-30,1452536653
2018-01-31,1417522987
2018-02-01,1416461967
2018-02-02,1323092189
2018-02-05,1250235469
2018-02-06,1275346280
2018-02-07,1296920357
2018-02-08,1216282822
2018-02-09,1215221802
2018-02-12,1209563028
2018-02-13,1200721193
2018-02-14,1233966492
2018-02-15,1247406081
2018-02-16,1187988950
2018-02-20,1166414873
2018-02-21,1148023856
2018-02-22,1121498351
2018-02-23,1146255489
2018-02-26,1105229375
2018-02-27,1095326519
2018-02-28,1051117344
2018-03-01,988517153
2018-03-02,952442466
2018-03-05,962345321
2018-03-06,1004432456
2018-03-07,995944294
2018-03-08,1004432456
2018-03-09,1059959179
2018-03-12,1053946732
2018-03-13,1060312853
2018-03-14,1020701432
2018-03-15,1058898159
2018-03-16,1051117344
2018-03-19,1016457351
2018-03-20,1035202041
2018-03-21,1011505924
2018-03-22,997005314
2018-03-23,992761233
2018-03-26,1042629183
2018-03-27,996297967
2018-03-28,969065116
2018-03-29,1006554496
2018-04-02,976729486
2018-04-03,999113610
2018-04-04,1000179521
2018-04-05,1022563645
2018-04-06,988809807
2018-04-09,987388593
2018-04-10,1003377253
2018-04-11,985256771
2018-04-12,1007285592
2018-04-13,999113610
2018-04-16,1026827288
2018-04-17,1033578056
2018-04-18,1032156841
2018-04-19,1030025020
2018-04-20,1029314413
2018-04-23,1021142431
2018-04-24,920236220
2018-04-25,933382452
2018-04-26,899273310
2018-04-27,894299060
2018-04-30,875823275
2018-05-01,877244489
2018-05-02,871559632
2018-05-03,874046757
2018-05-04,872625543
2018-05-07,898562703
2018-05-08,866940686
2018-05-09,879731614
2018-05-10,885061167
2018-05-11,876889186
2018-05-14,884350560
2018-05-15,906024078
2018-05-16,924144559
2018-05-17,952568844
2018-05-18,962517344
2018-05-21,985256771
2018-05-22,954345362
2018-05-23,953279451
2018-05-24,942620344
2018-05-25,931961237
2018-05-29,914196059
2018-05-30,924144559
2018-05-31,870138418
2018-06-01,874402061
2018-06-04,874402061
2018-06-05,844201258
2018-06-06,975308272
2018-06-07,985256771
2018-06-08,984546164
2018-06-11,957898397
2018-06-12,961806736
2018-06-13,924855166
2018-06-14,901049828
2018-06-15,904247560
2018-06-18,917749095
2018-06-19,907800595
2018-06-20,914196059
2018-06-21,929829416
2018-06-22,965715076
2018-06-25,922723345
2018-06-26,940843826
2018-06-27,932671845
2018-06-28,905313470
2018-06-29,918815006
2018-07-02,919709503
2018-07-03,913307813
2018-07-05,942471069
2018-07-06,940337172
2018-07-09,972345623
2018-07-10,952784903
2018-07-11,932512884
2018-07-12,927178142
2018-07-13,974123870
2018-07-16,959542243
2018-07-17,924332946
2018-07-18,940692821
2018-07-19,952784903
2018-07-20,939981522
2018-07-23,926111193
2018-07-24,929667688
2018-07-25,917575606
2018-07-26,923265998
2018-07-27,937491976
2018-07-30,904416576
2018-07-31,942115419
2018-08-01,878098516
2018-08-02,889123650
2018-08-03,879521114
2018-08-06,900860082
2018-08-07,866362084
2018-08-08,836843179
2018-08-09,835776231
2018-08-10,815504211
2018-08-13,814437263
2018-08-14,814081613
2018-08-15,776027121
2018-08-16,795232192
2018-08-17,808746872
2018-08-20,816571160
2018-08-21,829730190
2018-08-22,818705056
2018-08-23,799144336
2018-08-24,816571160
2018-08-27,828307592
2018-08-28,829018891
2018-08-29,841466622
2018-08-30,829018891
2018-08-31,824751097
2018-09-04,820483304
2018-09-05,829374540
2018-09-06,810169469
2018-09-07,805190377
2018-09-10,798077388
2018-09-11,782428812
2018-09-12,787407904
2018-09-13,794876543
2018-09-14,817282459
2018-09-17,832219736
2018-09-18,842889220
2018-09-19,871341177
2018-09-20,937847626
2018-09-21,919353854
2018-09-24,893747092
2018-09-25,878454166
2018-09-26,856759549
2018-09-27,856759549
2018-09-28,853203054
2018-10-01,862298780
2018-10-02,861588192
2018-10-03,889656426
2018-10-04,879352897
2018-10-05,851639957
2018-10-08,858745839
2018-10-09,835296429
2018-10-10,789463490
2018-10-11,771698785
2018-10-12,746472904
2018-10-15,747894080
2018-10-16,768856432
2018-10-17,778804667
2018-10-18,730484669
2018-10-19,690336436
2018-10-22,675058790
2018-10-23,615724675
2018-10-24,595472911
2018-10-25,626738792
2018-10-26,610395263
2018-10-29,611461146
2018-10-30,627094086
2018-10-31,649477614
2018-11-01,704548200
2018-11-02,665821143
2018-11-05,678611731
2018-11-06,714851729
2018-11-07,715562317
2018-11-08,696731730
2018-11-09,679322319
2018-11-12,663689378
2018-11-13,661557614
2018-11-14,659425849
2018-11-15,677545848
2018-11-16,675414084
2018-11-19,679677613
2018-11-20,634910556
2018-11-21,666531731
2018-11-23,673637613
2018-11-26,695665847
2018-11-27,671505849
2018-11-28,696731730
2018-11-29,688559965
2018-11-30,701705847
2018-12-03,676835260
2018-12-04,613237616
2018-12-06,599736440
2018-12-07,573444677
2018-12-10,571668206
2018-12-11,559232913
2018-12-12,573799971
2018-12-13,550705855
2018-12-14,542534090
2018-12-17,532941150
2018-12-18,531875267
2018-12-19,513755268
2018-12-20,505228210
2018-12-21,495279975
2018-12-24,481068211
2018-12-26,521571738
2018-12-27,528322326
2018-12-28,513755268
2018-12-31,525812000
2019-01-02,540408000
2019-01-03,524032000
2019-01-04,562124000
2019-01-07,551800000
2019-01-08,556072000
2019-01-09,570668000
2019-01-10,571736000
2019-01-11,566396000
2019-01-14,557140000
2019-01-15,536136000
2019-01-16,538628000
2019-01-17,549308000
2019-01-18,574228000
2019-01-22,556072000
2019-01-23,520116000
2019-01-24,530084000
2019-01-25,548240000
2019-01-28,520828000
2019-01-29,527236000
2019-01-30,543968000
2019-01-31,541832000
2019-02-01,547172000
2019-02-04,582060000
2019-02-05,599860000
2019-02-06,599860000
2019-02-07,587044000
2019-02-08,558920000
2019-02-11,567820000
2019-02-12,593808000
2019-02-13,616592000
2019-02-14,602708000
2019-02-15,621932000
2019-02-19,636528000
2019-02-20,661804000
2019-02-21,661804000
2019-02-22,683164000
2019-02-25,681028000
2019-02-26,661092000
2019-02-27,655040000
2019-02-28,640444000
2019-03-01,657888000
2019-03-04,662516000
2019-03-05,668924000
2019-03-06,656820000
2019-03-07,640800000
2019-03-08,631544000
2019-03-11,634036000
2019-03-12,619796000
2019-03-13,610540000
