,KIM
2009-04-09,3785651120
2009-04-13,3745143180
2009-04-14,3340063780
2009-04-15,3759873340
2009-04-16,4013968600
2009-04-17,4080254320
2009-04-20,3645714600
2009-04-21,4058159080
2009-04-22,3793016200
2009-04-23,3966095580
2009-04-24,4297524180
2009-04-27,3962413040
2009-04-28,3977143200
2009-04-29,4172317820
2009-04-30,4426413080
2009-05-01,4106032100
2009-05-04,4588444840
2009-05-05,4238603540
2009-05-06,4452190860
2009-05-07,4076571780
2009-05-08,4452190860
2009-05-11,4198095600
2009-05-12,4106032100
2009-05-13,3745143180
2009-05-14,3929270180
2009-05-15,3704635240
2009-05-18,4190730520
2009-05-19,4069206700
2009-05-20,4131809880
2009-05-21,4157587659
2009-05-22,4050794000
2009-05-26,4385905140
2009-05-27,4223873380
2009-05-28,4260698780
2009-05-29,4304889260
2009-06-01,4558984520
2009-06-02,4477968640
2009-06-03,4477968640
2009-06-04,4647365480
2009-06-05,4566349600
2009-06-08,4522159120
2009-06-09,4374857520
2009-06-10,4212825760
2009-06-11,4076571780
2009-06-12,4179682900
2009-06-15,3826159060
2009-06-16,3778286040
2009-06-17,3667809840
2009-06-18,3682540000
2009-06-19,3745143180
2009-06-22,3413714580
2009-06-23,3476317760
2009-06-24,3594159040
2009-06-25,3667809840
2009-06-26,3671492380
2009-06-29,3638349520
2009-06-30,3784417950
2009-07-01,3840901799
2009-07-02,3517061060
2009-07-06,3660153480
2009-07-07,3486936340
2009-07-08,3325015970
2009-07-09,3193220320
2009-07-10,3242172990
2009-07-13,3343843920
2009-07-14,3328781560
2009-07-15,3520826650
2009-07-16,3460577210
2009-07-17,3095314980
2009-07-20,3257235350
2009-07-21,3234641810
2009-07-22,3253469760
2009-07-23,3445514850
2009-07-24,3449280440
2009-07-27,3558482549
2009-07-28,3460577210
2009-07-29,3415390130
2009-07-30,3603669630
2009-07-31,3705340560
2009-08-03,3799480310
2009-08-04,4085665150
2009-08-05,4277710240
2009-08-06,4266413470
2009-08-07,4530004770
2009-08-10,4443396200
2009-08-11,4262647880
2009-08-12,4345490860
2009-08-13,4322897320
2009-08-14,4202398440
2009-08-17,3935041549
2009-08-18,4074368380
2009-08-19,4002822170
2009-08-20,4296538190
2009-08-21,4537535950
2009-08-24,4484817690
2009-08-25,4627910110
2009-08-26,4688159550
2009-08-27,4680628370
2009-08-28,4778533710
2009-08-31,4725815450
2009-09-01,4454692970
2009-09-02,4240054340
2009-09-03,4326662910
2009-09-04,4401974710
2009-09-08,4620378930
2009-09-09,4767236940
2009-09-10,4883970230
2009-09-11,4910329360
2009-09-14,5027062650
2009-09-15,5328309850
2009-09-16,5591901150
2009-09-17,5746290340
2009-09-18,5625791460
2009-09-21,5445043140
2009-09-22,5606963510
2009-09-23,5196514200
2009-09-24,4876439050
2009-09-25,4902798180
2009-09-28,5181451840
2009-09-29,5015765880
2009-09-30,5288554560
2009-10-01,4874879280
2009-10-02,4757265720
2009-10-05,4907324400
2009-10-06,4964103360
2009-10-07,4947880800
2009-10-08,5101995120
2009-10-09,5150662800
2009-10-12,5179052280
2009-10-13,5118217680
2009-10-14,5479169640
2009-10-15,5540004240
2009-10-16,5337222240
2009-10-19,5430501960
2009-10-20,5316944040
2009-10-21,5511614760
2009-10-22,5681951640
2009-10-23,5540004240
2009-10-26,5487280920
2009-10-27,5191219200
2009-10-28,4947880800
2009-10-29,5264220720
2009-10-30,5126328960
2009-11-02,5183107920
2009-11-03,5260165080
2009-11-04,5061438720
2009-11-05,4878934920
2009-11-06,4846489800
2009-11-09,5195274840
2009-11-10,5069550000
2009-11-11,5191219200
2009-11-12,5061438720
2009-11-13,5049271800
2009-11-16,5187163560
2009-11-17,5097939480
2009-11-18,5146607160
2009-11-19,5049271800
2009-11-20,5028993600
2009-11-23,5012771040
2009-11-24,4891101840
2009-11-25,4984381560
2009-11-27,4805933400
2009-11-30,4996548480
2009-12-01,4968159000
2009-12-02,5191219200
2009-12-03,5174996640
2009-12-04,5511614760
2009-12-07,5304777120
2009-12-08,5073605640
2009-12-09,5033049240
2009-12-10,4972214640
2009-12-11,5069550000
2009-12-14,5077661280
2009-12-15,5069550000
2009-12-16,5069550000
2009-12-17,5049271800
2009-12-18,5203386120
2009-12-21,5341277880
2009-12-22,5450780160
2009-12-23,5540004240
2009-12-24,5665729080
2009-12-28,5669784720
2009-12-29,5617061400
2009-12-30,5649506520
2009-12-31,5487280920
2010-01-04,5540004240
2010-01-05,5511614760
2010-01-06,5535948600
2010-01-07,5722508040
2010-01-08,5649506520
2010-01-11,5730619320
2010-01-12,5572449360
2010-01-13,5754953160
2010-01-14,5665729080
2010-01-15,5523781680
2010-01-19,5600838840
2010-01-20,5519726040
2010-01-21,5381834280
2010-01-22,5288554560
2010-01-25,5292610200
2010-01-26,5207441760
2010-01-27,5203386120
2010-01-28,5106050760
2010-01-29,5118217680
2010-02-01,5243942520
2010-02-02,5276387640
2010-02-03,5134440240
2010-02-04,5134440240
2010-02-05,5260165080
2010-02-08,5110106400
2010-02-09,5191219200
2010-02-10,5174996640
2010-02-11,5162829720
2010-02-12,5199330480
2010-02-16,5365611720
2010-02-17,5442668880
2010-02-18,5572449360
2010-02-19,5560282440
2010-02-22,5531892960
2010-02-23,5450780160
2010-02-24,5596783200
2010-02-25,5657617800
2010-02-26,5633283960
2010-03-01,5677896000
2010-03-02,5686007280
2010-03-03,5677896000
2010-03-04,5694118560
2010-03-05,5925290040
2010-03-08,5982069000
2010-03-09,5953679520
2010-03-10,5982069000
2010-03-11,6055070520
2010-03-12,6132127680
2010-03-15,6119960760
2010-03-16,6314631480
2010-03-17,6448467600
2010-03-18,6343020960
2010-03-19,6314631480
2010-03-22,6403855560
2010-03-23,6363299160
2010-03-24,6440356320
2010-03-25,6513357839
2010-03-26,6529580400
2010-03-29,6553914240
2010-03-30,6505246560
2010-03-31,6345226200
2010-04-01,6385796700
2010-04-05,6515622299
2010-04-06,6706303650
2010-04-07,6487222950
2010-04-08,6527793450
2010-04-09,6653561999
2010-04-12,6556192800
2010-04-13,6694132500
2010-04-14,6608934450
2010-04-15,6349283250
2010-04-16,6138316650
2010-04-19,6146430750
2010-04-20,6134259600
2010-04-21,6211343550
2010-04-22,6369568500
2010-04-23,6389853750
2010-04-26,6454766550
2010-04-27,6231628800
2010-04-28,6284370450
2010-04-29,6608934450
2010-04-30,6324940950
2010-05-03,6535907550
2010-05-04,6369568500
2010-05-05,6207286500
2010-05-06,6105860250
2010-05-07,6089632050
2010-05-10,6633276750
2010-05-11,6653561999
2010-05-12,6734703000
2010-05-13,6572421000
2010-05-14,6381739650
2010-05-17,6328998000
2010-05-18,6097746150
2010-05-19,5959806450
2010-05-20,5598729000
2010-05-21,5793467400
2010-05-24,5602786050
2010-05-25,5623071300
2010-05-26,5598729000
2010-05-27,5907064800
2010-05-28,5801581500
2010-06-01,5708269350
2010-06-02,5874608400
2010-06-03,5846209050
2010-06-04,5399933550
2010-06-07,5448618150
2010-06-08,5554101450
2010-06-09,5566272600
2010-06-10,5878665450
2010-06-11,5898950700
2010-06-14,6016605150
2010-06-15,6203229450
2010-06-16,6085575000
2010-06-17,6069346800
2010-06-18,6154544850
2010-06-21,6170773050
2010-06-22,5943578250
2010-06-23,5959806450
2010-06-24,5793467400
2010-06-25,5959806450
2010-06-28,5890836600
2010-06-29,5501359800
2010-06-30,5454677760
2010-07-01,5414092360
2010-07-02,5288277620
2010-07-06,5138111640
2010-07-07,5414092360
2010-07-08,5458736300
2010-07-09,5519614400
2010-07-12,5552082720
2010-07-13,5726599940
2010-07-14,5686014540
2010-07-15,5710365780
2010-07-16,5426267980
2010-07-19,5548024180
2010-07-20,5661663300
2010-07-21,5539907100
2010-07-22,5844297600
2010-07-23,5978229420
2010-07-26,6152746640
2010-07-27,6116219780
2010-07-28,6144629560
2010-07-29,6140571020
2010-07-30,6116219780
2010-08-02,6282619920
2010-08-03,6132453940
2010-08-04,6168980800
2010-08-05,6217683280
2010-08-06,6112161240
2010-08-09,6189273500
2010-08-10,6087810000
2010-08-11,5945761100
2010-08-12,5905175700
2010-08-13,5917351320
2010-08-16,5957936720
2010-08-17,6132453940
2010-08-18,6140571020
2010-08-19,5880824460
2010-08-20,5836180520
2010-08-23,5836180520
2010-08-24,5775302420
2010-08-25,5929526940
2010-08-26,5953878180
2010-08-27,6067517300
2010-08-30,6010697740
2010-08-31,6051283140
2010-09-01,6209566200
2010-09-02,6327263860
2010-09-03,6432785900
2010-09-07,6306971160
2010-09-08,6298854080
2010-09-09,6262327220
2010-09-10,6311029700
2010-09-13,6436844440
2010-09-14,6444961520
2010-09-15,6493664000
2010-09-16,6457137140
2010-09-17,6550483560
2010-09-20,6818347200
2010-09-21,6814288660
2010-09-22,6765586180
2010-09-23,6534249400
2010-09-24,6757469099
2010-09-27,6574834800
2010-09-28,6570776260
2010-09-29,6392200500
2010-09-30,6393288940
2010-10-01,6413597990
2010-10-04,6608564870
2010-10-05,6766975460
2010-10-06,6827902609
2010-10-07,6823840800
2010-10-08,6831964420
2010-10-11,6815717180
2010-10-12,6864458899
2010-10-13,6888829760
2010-10-14,6799469939
2010-10-15,6917262430
2010-10-18,6949756910
2010-10-19,6823840800
2010-10-20,7026931300
2010-10-21,7059425780
2010-10-22,7039116729
2010-10-25,7014745870
2010-10-26,6933509670
2010-10-27,6921324240
2010-10-28,6998498630
2010-10-29,6990375010
2010-11-01,6986313200
2010-11-02,6929447859
2010-11-03,6876644330
2010-11-04,7152847410
2010-11-05,7343752479
2010-11-08,7368123340
2010-11-09,7104105689
2010-11-10,7144723790
2010-11-11,7006622250
2010-11-12,6880706140
2010-11-15,6706048310
2010-11-16,6368918080
2010-11-17,6442030660
2010-11-18,6592317630
2010-11-19,6649182970
2010-11-22,6657306590
2010-11-23,6624812109
2010-11-24,6827902609
2010-11-26,6750728220
2010-11-29,6815717180
2010-11-30,6766975460
2010-12-01,6840088040
2010-12-02,7006622250
2010-12-03,7018807680
2010-12-06,7120352930
2010-12-07,7173156460
2010-12-08,7059425780
2010-12-09,6913200620
2010-12-10,6966004149
2010-12-13,6945695100
2010-12-14,6807593560
2010-12-15,6718233740
2010-12-16,6750728220
2010-12-17,6868520710
2010-12-20,6961942340
2010-12-21,7079734830
2010-12-22,7071611210
2010-12-23,7047240350
2010-12-27,7217836370
2010-12-28,7278763520
2010-12-29,7355937910
2010-12-30,7343752479
2010-12-31,7332177600
2011-01-03,7466302800
2011-01-04,7311855599
2011-01-05,7417530000
2011-01-06,7352499600
2011-01-07,7344370800
2011-01-10,7246825199
2011-01-11,7157408400
2011-01-12,7287469200
2011-01-13,7275275999
2011-01-14,7348435199
2011-01-18,7332177600
2011-01-19,7226503200
2011-01-20,7210245599
2011-01-21,7198052400
2011-01-24,7254954000
2011-01-25,7263082800
2011-01-26,7307791200
2011-01-27,7336242000
2011-01-28,7246825199
2011-01-31,7352499600
2011-02-01,7429723200
2011-02-02,7490689200
2011-02-03,7523204400
2011-02-04,7470367200
2011-02-07,7608556800
2011-02-08,7592299200
2011-02-09,7657329600
2011-02-10,7584170400
2011-02-11,7543526399
2011-02-14,7539462000
2011-02-15,7470367200
2011-02-16,7612621200
2011-02-17,7661394000
2011-02-18,7637007600
2011-02-22,7563848400
2011-02-23,7531333200
2011-02-24,7462238400
2011-02-25,7673587200
2011-02-28,7876807200
2011-03-01,7519140000
2011-03-02,7385014800
2011-03-03,7462238400
2011-03-04,7393143600
2011-03-07,7376885999
2011-03-08,7454109600
2011-03-09,7494753600
2011-03-10,7271211600
2011-03-11,7336242000
2011-03-14,7198052400
2011-03-15,7153344000
2011-03-16,6982639200
2011-03-17,7096442400
2011-03-18,7185859200
2011-03-21,7238696399
2011-03-22,7250889600
2011-03-23,7133022000
2011-03-24,7185859200
2011-03-25,7214310000
2011-03-28,7202116800
2011-03-29,7279340400
2011-03-30,7385014800
2011-03-31,7456292060
2011-04-01,7281471690
2011-04-04,7293668460
2011-04-05,7285537280
2011-04-06,7313996409
2011-04-07,7187963120
2011-04-08,7131044860
2011-04-11,7147307219
2011-04-12,7098520140
2011-04-13,7098520140
2011-04-14,7204225480
2011-04-15,7338389950
2011-04-18,7338389950
2011-04-19,7435964110
2011-04-20,7549800630
2011-04-21,7590456530
2011-04-25,7618915659
2011-04-26,7679899510
2011-04-27,7720555409
2011-04-28,7907572550
2011-04-29,7944162860
2011-05-02,7992949940
2011-05-03,7883179010
2011-05-04,7887244599
2011-05-05,7862851060
2011-05-06,7753080130
2011-05-09,7834391930
2011-05-10,7984818760
2011-05-11,7822195159
2011-05-12,7781539260
2011-05-13,7716489820
2011-05-16,7781539260
2011-05-17,7757145719
2011-05-18,7854719880
2011-05-19,7891310190
2011-05-20,7716489820
2011-05-23,7655505969
2011-05-24,7659571560
2011-05-25,7688030690
2011-05-26,7761211310
2011-05-27,7789670440
2011-05-31,7931966090
2011-06-01,7586390940
2011-06-02,7492882370
2011-06-03,7594522120
2011-06-06,7358717900
2011-06-07,7456292060
2011-06-08,7362783490
2011-06-09,7183897530
2011-06-10,7005011570
2011-06-13,6988749210
2011-06-14,7070061010
2011-06-15,6976552440
2011-06-16,7082257780
2011-06-17,7208291070
2011-06-20,7326193180
2011-06-21,7383111440
2011-06-22,7427832930
2011-06-23,7334324360
2011-06-24,7350586719
2011-06-27,7423767340
2011-06-28,7496947960
2011-06-29,7586390940
2011-06-30,7578352960
2011-07-01,7614943720
2011-07-05,7712519080
2011-07-06,7757241119
2011-07-07,7875144680
2011-07-08,7927998000
2011-07-11,7785700599
2011-07-12,7862947760
2011-07-13,7806028800
2011-07-14,7757241119
2011-07-15,7867013400
2011-07-18,7801963160
2011-07-19,8017442080
2011-07-20,8058098480
2011-07-21,8167870760
2011-07-22,8253249200
2011-07-25,8147542560
2011-07-26,8127214359
2011-07-27,7826357000
2011-07-28,7761306760
2011-07-29,7736912920
2011-08-01,7610878080
2011-08-02,7334414560
2011-08-03,7257167400
2011-08-04,6744896760
2011-08-05,6541614760
2011-08-08,5952096960
2011-08-09,6622927560
2011-08-10,6452170680
2011-08-11,6948178760
2011-08-12,6854669040
2011-08-15,7204314080
2011-08-16,7033557200
2011-08-17,7021360280
2011-08-18,6643255760
2011-08-19,6586336800
2011-08-22,6610730640
2011-08-23,6692043440
2011-08-24,6789618800
2011-08-25,6748962400
2011-08-26,6761159320
2011-08-29,7013229000
2011-08-30,7033557200
2011-08-31,7196182800
2011-09-01,7033557200
2011-09-02,6761159320
2011-09-06,6631058839
2011-09-07,6964441320
2011-09-08,6862800320
2011-09-09,6582271160
2011-09-12,6610730640
2011-09-13,6635124480
2011-09-14,6675780880
2011-09-15,6809947000
2011-09-16,6883128520
2011-09-19,6744896760
2011-09-20,6748962400
2011-09-21,6265151240
2011-09-22,6029344120
2011-09-23,6187904080
2011-09-26,6350529680
2011-09-27,6431842480
2011-09-28,6248888680
2011-09-29,6366792240
2011-09-30,6106268160
2011-10-03,5732497920
2011-10-04,6012825600
2011-10-05,5943759360
2011-10-06,6114393600
2011-10-07,5923445760
2011-10-10,6126581760
2011-10-11,5955947520
2011-10-12,6130644480
2011-10-13,6118456320
2011-10-14,6293153280
2011-10-17,6049390080
2011-10-18,6301278720
2011-10-19,6142832640
2011-10-20,6325655040
2011-10-21,6630359040
2011-10-24,6813181440
2011-10-25,6788805120
2011-10-26,6841620480
2011-10-27,7178826240
2011-10-28,7272268799
2011-10-31,7097571840
2011-11-01,6752240640
2011-11-02,7048819200
2011-11-03,7085383680
2011-11-04,7036631040
2011-11-07,6996003840
2011-11-08,7024442880
2011-11-09,6634421759
2011-11-10,6532853759
2011-11-11,6622233600
2011-11-14,6504414720
2011-11-15,6549104640
2011-11-16,6467850240
2011-11-17,6345968640
2011-11-18,6402846720
2011-11-21,6215961600
2011-11-22,6199710720
2011-11-23,5931571200
2011-11-25,5980323840
2011-11-28,6130644480
2011-11-29,6049390080
2011-11-30,6406909440
2011-12-01,6333780480
2011-12-02,6333780480
2011-12-05,6402846720
2011-12-06,6423160320
2011-12-07,6549104640
2011-12-08,6350031360
2011-12-09,6516602880
2011-12-12,6350031360
2011-12-13,6272839680
2011-12-14,6297216000
2011-12-15,6394721280
2011-12-16,6553167360
2011-12-19,6504414720
2011-12-20,6731927040
2011-12-21,6703488000
2011-12-22,6861934080
2011-12-23,6865996799
2011-12-27,6764428799
2011-12-28,6699425279
2011-12-29,6711613440
2011-12-30,6597857279
2012-01-03,6752240640
2012-01-04,6646609920
2012-01-05,6760366080
2012-01-06,6683174400
2012-01-09,6610045440
2012-01-10,6756303360
2012-01-11,6943188480
2012-01-12,6967564799
2012-01-13,6996003840
2012-01-17,7056944640
2012-01-18,7117885440
2012-01-19,7182888960
2012-01-20,7361648640
2012-01-23,7422589440
2012-01-24,7516032000
2012-01-25,7637913600
2012-01-26,7601349120
2012-01-27,7459153920
2012-01-30,7430714880
2012-01-31,7414464000
2012-02-01,7422589440
2012-02-02,7524157440
2012-02-03,7674478080
2012-02-06,7621662720
2012-02-07,7556659200
2012-02-08,7662289920
2012-02-09,7576972799
2012-02-10,7467279360
2012-02-13,7650101759
2012-02-14,7532282880
2012-02-15,7491655680
2012-02-16,7629788160
2012-02-17,7625725440
2012-02-21,7548533759
2012-02-22,7516032000
2012-02-23,7609474560
2012-02-24,7597286400
2012-02-27,7564784640
2012-02-28,7487592960
2012-02-29,7479467520
2012-03-01,7597286400
2012-03-02,7625725440
2012-03-05,7666352640
2012-03-06,7410401279
2012-03-07,7459153920
2012-03-08,7386024960
2012-03-09,7381962240
2012-03-12,7442903040
2012-03-13,7715105279
2012-03-14,7824798720
2012-03-15,7906053120
2012-03-16,7966993920
2012-03-19,8027934720
2012-03-20,7906053120
2012-03-21,7926366720
2012-03-22,7788234240
2012-03-23,7800422400
2012-03-26,7897927680
2012-03-27,7930429440
2012-03-28,7914178560
2012-03-29,7832924160
2012-03-30,7824798720
2012-04-02,7798918800
2012-04-03,7729973599
2012-04-04,7588027600
2012-04-05,7458248400
2012-04-09,7381192000
2012-04-10,7214912400
2012-04-11,7300080000
2012-04-12,7433914799
2012-04-13,7344691600
2012-04-16,7478526400
2012-04-17,7579916400
2012-04-18,7523138000
2012-04-19,7531249200
2012-04-20,7624528000
2012-04-23,7506915600
2012-04-24,7661028400
2012-04-25,7815141200
2012-04-26,7847586000
2012-04-27,7847586000
2012-04-30,7871919600
2012-05-01,8013865600
2012-05-02,7997643200
2012-05-03,7948976000
2012-05-04,7904364399
2012-05-07,8034143599
2012-05-08,7997643200
2012-05-09,7924642400
2012-05-10,7916531200
2012-05-11,7953031600
2012-05-14,7802974399
2012-05-15,7790807600
2012-05-16,7632639200
2012-05-17,7352802800
2012-05-18,7214912400
2012-05-21,7336580400
2012-05-22,7360913999
2012-05-23,7344691600
2012-05-24,7373080800
2012-05-25,7336580400
2012-05-29,7466359600
2012-05-30,7227079200
2012-05-31,7279802000
2012-06-01,7077022000
2012-06-04,7044577200
2012-06-05,7194634399
2012-06-06,7417692400
2012-06-07,7389303200
2012-06-08,7482582000
2012-06-11,7239246000
2012-06-12,7373080800
2012-06-13,7340636000
2012-06-14,7490693200
2012-06-15,7555582800
2012-06-18,7555582800
2012-06-19,7600194399
2012-06-20,7608305600
2012-06-21,7510971200
2012-06-22,7478526400
2012-06-25,7389303200
2012-06-26,7405525600
2012-06-27,7401470000
2012-06-28,7482582000
2012-06-29,7717806800
2012-07-02,7702273800
2012-07-03,7738796700
2012-07-05,7710390000
2012-07-06,7811842500
2012-07-09,7824016800
2012-07-10,7726622400
2012-07-11,7807784399
2012-07-12,7755029100
2012-07-13,7824016800
2012-07-16,7884888300
2012-07-17,7937643599
2012-07-18,7872713999
2012-07-19,7807784399
2012-07-20,7730680500
2012-07-23,7669808999
2012-07-24,7629228000
2012-07-25,7621111800
2012-07-26,7681983300
2012-07-27,7824016800
2012-07-30,7868655900
2012-07-31,7909236899
2012-08-01,8039096099
2012-08-02,8006631300
2012-08-03,8091851400
2012-08-06,8039096099
2012-08-07,7966050300
2012-08-08,7880830200
2012-08-09,7921411200
2012-08-10,7937643599
2012-08-13,7982282700
2012-08-14,7982282700
2012-08-15,8051270400
2012-08-16,8144606700
2012-08-17,8242001099
2012-08-20,8209536300
2012-08-21,8270407800
2012-08-22,8246059200
2012-08-23,8185187700
2012-08-24,8246059200
2012-08-27,8246059200
2012-08-28,8258233500
2012-08-29,8262291600
2012-08-30,8258233500
2012-08-31,8246059200
2012-09-04,8315046899
2012-09-05,8266349700
2012-09-06,8343453599
2012-09-07,8310988800
2012-09-10,8282582100
2012-09-11,8343453599
2012-09-12,8335337400
2012-09-13,8453022299
2012-09-14,8534184300
2012-09-17,8522010000
2012-09-18,8448964200
2012-09-19,8481428999
2012-09-20,8404325100
2012-09-21,8371860300
2012-09-24,8355627900
2012-09-25,8217652500
2012-09-26,8209536300
2012-09-27,8254175400
2012-09-28,8225768700
2012-10-01,8053757900
2012-10-02,8078138600
2012-10-03,8179724850
2012-10-04,8171597950
2012-10-05,8228486250
2012-10-08,8204105550
2012-10-09,8208169000
2012-10-10,8228486250
2012-10-11,8256930400
2012-10-12,8236613150
2012-10-15,8305691800
2012-10-16,8358516650
2012-10-17,8374770450
2012-10-18,8472293250
2012-10-19,8362580099
2012-10-22,8317882150
2012-10-23,8126900000
2012-10-24,8102519300
2012-10-25,8037504100
2012-10-26,7976552350
2012-10-31,7931854400
2012-11-01,7927790950
2012-11-02,7960298550
2012-11-05,7895283350
2012-11-06,7911537150
2012-11-07,7866839200
2012-11-08,7696174300
2012-11-09,7696174300
2012-11-12,7667730150
2012-11-13,7598651500
2012-11-14,7444240400
2012-11-15,7423923150
2012-11-16,7541763199
2012-11-19,7643349449
2012-11-20,7683983950
2012-11-21,7724618450
2012-11-23,7789633650
2012-11-26,7789633650
2012-11-27,7675857050
2012-11-28,7655539800
2012-11-29,7720555000
2012-11-30,7826204700
2012-12-03,7834331600
2012-12-04,7915600600
2012-12-05,7939981300
2012-12-06,8009059950
2012-12-07,7964362000
2012-12-10,7891219900
2012-12-11,7887156450
2012-12-12,7854648849
2012-12-13,7805887450
2012-12-14,7838395050
2012-12-17,7838395050
2012-12-18,7915600600
2012-12-19,7866839200
2012-12-20,7988742700
2012-12-21,7903410250
2012-12-24,7923727500
2012-12-26,7907473700
2012-12-27,7895283350
2012-12-28,7740872250
2012-12-31,7856709840
2013-01-02,7942108860
2013-01-03,7982775060
2013-01-04,8051907600
2013-01-07,8072240700
2013-01-08,8039707740
2013-01-09,8035641120
2013-01-10,8055974219
2013-01-11,8051907600
2013-01-14,8039707740
2013-01-15,8068174080
2013-01-16,8027507879
2013-01-17,8064107459
2013-01-18,8080373940
2013-01-22,8177972820
2013-01-23,8190172680
2013-01-24,8279638320
2013-01-25,8417903400
2013-01-28,8450436360
2013-01-29,8466702840
2013-01-30,8450436360
2013-01-31,8446369740
2013-02-01,8560235100
2013-02-04,8556168480
2013-02-05,8548035240
2013-02-06,8641567500
2013-02-07,8625301020
2013-02-08,8763566100
2013-02-11,8714766660
2013-02-12,8747299620
2013-02-13,8759499480
2013-02-14,8759499480
2013-02-15,8828632020
2013-02-19,8914031040
2013-02-20,8751366240
2013-02-21,8682233700
2013-02-22,8828632020
2013-02-25,8613101160
2013-02-26,8710700040
2013-02-27,8848965120
2013-02-28,8853031740
2013-03-01,8865231600
2013-03-04,8926230900
2013-03-05,9031963020
2013-03-06,9044162880
2013-03-07,8987230200
2013-03-08,8975030340
2013-03-11,8930297520
2013-03-12,8926230900
2013-03-13,8905897800
2013-03-14,8970963720
2013-03-15,8975030340
2013-03-18,8918097660
2013-03-19,8930297520
2013-03-20,9031963020
2013-03-21,8987230200
2013-03-22,9072629220
2013-03-25,9019763160
2013-03-26,9015696540
2013-03-27,9031963020
2013-03-28,9109228800
2013-04-01,9110754000
2013-04-02,9188205600
2013-04-03,9143365200
2013-04-04,9273810000
2013-04-05,9212664000
2013-04-08,9375720000
2013-04-09,9453171600
2013-04-10,9469477200
2013-04-11,9522470400
2013-04-12,9473553600
2013-04-15,9273810000
2013-04-16,9387949200
2013-04-17,9175976400
2013-04-18,9192282000
2013-04-19,9330879600
2013-04-22,9294192000
2013-04-23,9363490800
2013-04-24,9371643600
2013-04-25,9432789600
2013-04-26,9416484000
2013-04-29,9571387200
2013-04-30,9693679200
2013-05-01,9648838800
2013-05-02,9848582400
2013-05-03,10011638400
2013-05-06,10064631600
2013-05-07,10138006800
2013-05-08,10191000000
2013-05-09,10113548400
2013-05-10,10178770800
2013-05-13,10133930400
2013-05-14,10097242800
2013-05-15,10056478800
2013-05-16,9844506000
2013-05-17,9873040800
2013-05-20,9832276800
2013-05-21,9860811600
2013-05-22,9648838800
2013-05-23,9530623200
2013-05-24,9436866000
2013-05-28,9302344800
2013-05-29,9192282000
2013-05-30,9045531600
2013-05-31,9029226000
2013-06-03,9021073200
2013-06-04,8898781200
2013-06-05,8703114000
2013-06-06,8964003600
2013-06-07,9021073200
2013-06-10,9045531600
2013-06-11,8902857600
2013-06-12,8841711600
2013-06-13,9000691200
2013-06-14,8972156400
2013-06-17,8992538400
2013-06-18,9078142800
2013-06-19,8796871200
2013-06-20,8393307600
2013-06-21,8495217600
2013-06-24,8462606400
2013-06-25,8523752400
2013-06-26,8580822000
2013-06-27,8817253200
2013-06-28,8735725200
2013-07-01,8593743600
2013-07-02,8801854200
2013-07-03,8748806400
2013-07-05,8724322800
2013-07-08,8846740800
2013-07-09,8989561800
2013-07-10,8960997600
2013-07-11,9169108200
2013-07-12,9116060400
2013-07-15,9181350000
2013-07-16,9185430600
2013-07-17,9205833600
2013-07-18,9369057600
2013-07-19,9373138200
2013-07-22,9434347200
2013-07-23,9446589000
2013-07-24,9201753000
2013-07-25,9258881400
2013-07-26,9267042600
2013-07-29,9230317200
2013-07-30,9140544000
2013-07-31,9201753000
2013-08-01,9320090400
2013-08-02,9181350000
2013-08-05,9054851400
2013-08-06,8969158800
2013-08-07,8960997600
2013-08-08,9009964800
2013-08-09,9030367800
2013-08-12,8928352800
2013-08-13,8846740800
2013-08-14,8867143800
2013-08-15,8687597400
2013-08-16,8365230000
2013-08-19,8202006000
2013-08-20,8393794200
2013-08-21,8312182200
2013-08-22,8369310600
2013-08-23,8393794200
2013-08-26,8357068800
2013-08-27,8263215000
2013-08-28,8226489600
2013-08-29,8246892600
2013-08-30,8173441800
2013-09-03,8116313400
2013-09-04,8279537400
2013-09-05,8091829799
2013-09-06,8202006000
2013-09-09,8316262800
2013-09-10,8295859799
2013-09-11,8352988200
2013-09-12,8255053800
2013-09-13,8263215000
2013-09-16,8450922600
2013-09-17,8422358400
2013-09-18,8544776400
2013-09-19,8614146600
2013-09-20,8418277800
2013-09-23,8361149399
2013-09-24,8267295600
2013-09-25,8238731400
2013-09-26,8332585200
2013-09-27,8312182200
2013-09-30,8236245020
2013-10-01,8232163630
2013-10-02,8236245020
2013-10-03,8036256910
2013-10-04,7991361619
2013-10-07,7999524400
2013-10-08,7856675750
2013-10-09,7991361619
2013-10-10,8240326410
2013-10-11,8321954210
2013-10-14,8375012280
2013-10-15,8281140310
2013-10-16,8481128420
2013-10-17,8542349270
2013-10-18,8513779540
2013-10-21,8464802859
2013-10-22,8583163170
2013-10-23,8583163170
2013-10-24,8660709580
2013-10-25,8819883790
2013-10-28,8815802400
2013-10-29,8762744330
2013-10-30,8836209350
2013-10-31,8766825720
2013-11-01,8799476840
2013-11-04,8840290740
2013-11-05,8717849040
2013-11-06,8726011820
2013-11-07,8619895680
2013-11-08,8570919000
2013-11-11,8587244560
2013-11-12,8509698150
2013-11-13,8538267880
2013-11-14,8619895680
2013-11-15,8644384020
2013-11-18,8640302630
2013-11-19,8615814290
2013-11-20,8521942320
2013-11-21,8554593440
2013-11-22,8534186490
