,KIM
2004-08-23,5510051658
2004-08-24,5590100835
2004-08-25,5541181894
2004-08-26,5550076247
2004-08-27,5494486541
2004-08-30,5558970600
2004-08-31,5594548011
2004-09-01,5563417776
2004-09-02,5563417776
2004-09-03,5636796188
2004-09-07,5723516129
2004-09-08,5754646365
2004-09-09,5614560306
2004-09-10,5612336717
2004-09-13,5603442364
2004-09-14,5481145011
2004-09-15,5523393188
2004-09-16,5667926423
2004-09-17,5636796188
2004-09-20,5574535717
2004-09-21,5570088541
2004-09-22,5572312129
2004-09-23,5558970600
2004-09-24,5561194188
2004-09-27,5534511129
2004-09-28,5558970600
2004-09-29,5603442364
2004-09-30,5814300395
2004-10-01,5778031855
2004-10-04,5814300395
2004-10-05,5841501801
2004-10-06,5859636071
2004-10-07,5762164368
2004-10-08,5805233260
2004-10-11,5780298639
2004-10-12,5891371044
2004-10-13,5855102503
2004-10-14,5961641341
2004-10-15,5993376314
2004-10-18,6063646611
2004-10-19,5966174908
2004-10-20,5966174908
2004-10-21,6070446962
2004-10-22,6002443449
2004-10-25,5970708476
2004-10-26,6031911638
2004-10-27,6124849773
2004-10-28,6192853286
2004-10-29,6183786151
2004-11-01,6229121827
2004-11-02,6192853286
2004-11-03,6226855043
2004-11-04,6283524638
2004-11-05,6034178422
2004-11-08,6050045908
2004-11-09,6036445206
2004-11-10,6038711989
2004-11-11,6176985800
2004-11-12,6378729556
2004-11-15,6471667691
2004-11-16,6371929205
2004-11-17,6233655395
2004-11-18,6192853286
2004-11-19,6097648368
2004-11-22,6167918665
2004-11-23,6244989313
2004-11-24,6356061719
2004-11-26,6371929205
2004-11-29,6380996340
2004-11-30,6446733070
2004-12-01,6571406178
2004-12-02,6426332016
2004-12-03,6546471556
2004-12-06,6619008637
2004-12-07,6455800205
2004-12-08,6564605826
2004-12-09,6659810745
2004-12-10,6680211799
2004-12-13,6630342556
2004-12-14,6551005124
2004-12-15,6607674718
2004-12-16,6523803718
2004-12-17,6562339043
2004-12-20,6551005124
2004-12-21,6594074016
2004-12-22,6619008637
2004-12-23,6578206529
2004-12-27,6589540448
2004-12-28,6582740097
2004-12-29,6634876124
2004-12-30,6619008637
2004-12-31,6538369000
2005-01-03,6482003750
2005-01-04,6405347010
2005-01-05,6132539200
2005-01-06,6247524310
2005-01-07,6252033530
2005-01-10,6200177500
2005-01-11,6139303030
2005-01-12,6085192390
2005-01-13,6109993100
2005-01-14,6155085300
2005-01-18,6267815800
2005-01-19,6279088850
2005-01-20,6229487430
2005-01-21,6197922890
2005-01-24,6116756930
2005-01-25,5958934230
2005-01-26,5952170400
2005-01-27,5929624300
2005-01-28,5940897350
2005-01-31,5972461890
2005-02-01,6019808700
2005-02-02,6157339910
2005-02-03,6157339910
2005-02-04,6245269700
2005-02-07,6186649840
2005-02-08,6252033530
2005-02-09,6265561190
2005-02-10,6279088850
2005-02-11,6312908000
2005-02-14,6326435660
2005-02-15,6319671830
2005-02-16,6380546300
2005-02-17,6369273250
2005-02-18,6380546300
2005-02-22,6152830690
2005-02-23,6076173950
2005-02-24,6026572530
2005-02-25,6087447000
2005-02-28,5988244160
2005-03-01,6087447000
2005-03-02,6067155510
2005-03-03,6098720050
2005-03-04,6224978210
2005-03-07,6281343460
2005-03-08,6256542750
2005-03-09,6035590970
2005-03-10,6103229270
2005-03-11,6053627850
2005-03-14,6155085300
2005-03-15,6166358350
2005-03-16,6139303030
2005-03-17,6211450550
2005-03-18,6091956220
2005-03-21,6089701610
2005-03-22,6022063310
2005-03-23,5954425010
2005-03-24,5979225720
2005-03-28,5907078200
2005-03-29,5965698060
2005-03-30,6094210830
2005-03-31,6102423250
2005-04-01,5995998800
2005-04-04,6000527500
2005-04-05,5989205750
2005-04-06,6005056200
2005-04-07,6023171000
2005-04-08,6009584900
2005-04-11,5991470100
2005-04-12,6072986700
2005-04-13,6052607550
2005-04-14,5986941400
2005-04-15,6005056200
2005-04-18,6016377950
2005-04-19,6011849250
2005-04-20,6014113600
2005-04-21,6068458000
2005-04-22,6072986700
2005-04-25,6109216300
2005-04-26,6145445900
2005-04-27,6233755550
2005-04-28,6231491200
2005-04-29,6272249500
2005-05-02,6303950400
2005-05-03,6317536500
2005-05-04,6337915650
2005-05-05,6453397500
2005-05-06,6412639200
2005-05-09,6507741900
2005-05-10,6482834050
2005-05-11,6512270600
2005-05-12,6442075750
2005-05-13,6387731350
2005-05-16,6446604450
2005-05-17,6462454900
2005-05-18,6566615000
2005-05-19,6614166350
2005-05-20,6618695050
2005-05-23,6650395950
2005-05-24,6539442800
2005-05-25,6464719250
2005-05-26,6442075750
2005-05-27,6469247950
2005-05-31,6539442800
2005-06-01,6632281150
2005-06-02,6582465450
2005-06-03,6519063650
2005-06-06,6546235850
2005-06-07,6605108950
2005-06-08,6643602900
2005-06-09,6634545500
2005-06-10,6630016800
2005-06-13,6596051550
2005-06-14,6663982050
2005-06-15,6670775100
2005-06-16,6700211650
2005-06-17,6765877800
2005-06-20,6747763000
2005-06-21,6657189000
2005-06-22,6652660300
2005-06-23,6679832500
2005-06-24,6577936750
2005-06-27,6555293250
2005-06-28,6618695050
2005-06-29,6634545500
2005-06-30,6687920820
2005-07-01,6740134730
2005-07-05,6787808300
2005-07-06,6801429320
2005-07-07,6837752040
2005-07-08,6910397480
2005-07-11,6996663940
2005-07-12,7037527000
2005-07-13,6928558840
2005-07-14,6799159150
2005-07-15,6833211700
2005-07-18,6887695780
2005-07-19,6924018500
2005-07-20,6996663940
2005-07-21,6937639520
2005-07-22,6971692070
2005-07-25,7035256830
2005-07-26,7166926690
2005-07-27,7284975530
2005-07-28,7425726070
2005-07-29,7452968110
2005-08-01,7446157599
2005-08-02,7548315250
2005-08-03,7532424060
2005-08-04,7448427770
2005-08-05,7219140600
2005-08-08,6937639520
2005-08-09,6937639520
2005-08-10,6942179860
2005-08-11,6994393770
2005-08-12,7014825300
2005-08-15,7067039210
2005-08-16,7146495160
2005-08-17,7103361930
2005-08-18,7082930400
2005-08-19,7055688360
2005-08-22,7094281250
2005-08-23,7103361930
2005-08-24,7139684650
2005-08-25,7094281250
2005-08-26,7003474450
2005-08-29,6983042920
2005-08-30,7014825300
2005-08-31,7178277540
2005-09-01,7230491450
2005-09-02,7275894849
2005-09-06,7357620969
2005-09-07,7232761620
2005-09-08,7266814170
2005-09-09,7241842300
2005-09-12,7203249410
2005-09-13,7157846010
2005-09-14,7153305670
2005-09-15,7182817880
2005-09-16,7287245700
2005-09-19,7171467030
2005-09-20,7141954820
2005-09-21,6953530710
2005-09-22,6980772750
2005-09-23,6978502580
2005-09-26,6985313090
2005-09-27,6980772750
2005-09-28,6935369350
2005-09-29,7019365640
2005-09-30,7152260280
2005-10-03,7181852700
2005-10-04,7008850860
2005-10-05,6815361960
2005-10-06,6829020000
2005-10-07,6731137380
2005-10-10,6635531100
2005-10-11,6583175280
2005-10-12,6467081940
2005-10-13,6442042200
2005-10-14,6587727960
2005-10-17,6603662340
2005-10-18,6537648480
2005-10-19,6567240900
2005-10-20,6457976580
2005-10-21,6530819460
2005-10-24,6635531100
2005-10-25,6596833320
2005-10-26,6569517240
2005-10-27,6489845340
2005-10-28,6674228880
2005-10-31,6742519080
2005-11-01,6646912800
2005-11-02,6715203000
2005-11-03,6651465480
2005-11-04,6662847180
2005-11-07,6731137380
2005-11-08,6660570840
2005-11-09,6753900780
2005-11-10,6986087460
2005-11-11,7027061580
2005-11-14,6965600400
2005-11-15,6920073600
2005-11-16,6874546800
2005-11-17,7045272300
2005-11-18,7017956220
2005-11-21,7056654000
2005-11-22,7124944200
2005-11-23,7147707600
2005-11-25,7175023680
2005-11-28,7063483020
2005-11-29,7177300020
2005-11-30,7159089300
2005-12-01,7195510740
2005-12-02,7250142900
2005-12-05,7186405380
2005-12-06,7200063420
2005-12-07,7147707600
2005-12-08,7209168780
2005-12-09,7215997800
2005-12-12,7270629960
2005-12-13,7332091140
2005-12-14,7427697420
2005-12-15,7450460819
2005-12-16,7439079120
2005-12-19,7398105000
2005-12-20,7370788920
2005-12-21,7436802780
2005-12-22,7459566180
2005-12-23,7493711280
2005-12-27,7480053240
2005-12-28,7443631800
2005-12-29,7375341600
2005-12-30,7302498720
2006-01-03,7484500019
2006-01-04,7571396140
2006-01-05,7678872920
2006-01-06,7754335339
2006-01-09,7772629260
2006-01-10,7797783400
2006-01-11,7806930360
2006-01-12,7777202740
2006-01-13,7656005519
2006-01-17,7685733140
2006-01-18,7676586180
2006-01-19,7829797760
2006-01-20,7774916000
2006-01-23,7832084500
2006-01-24,7866385600
2006-01-25,7825224280
2006-01-26,7832084500
2006-01-27,7969288900
2006-01-30,7953281720
2006-01-31,8024170660
2006-02-01,7999016519
2006-02-02,7969288900
2006-02-03,7854951900
2006-02-06,7886966260
2006-02-07,7793209920
2006-02-08,7770342519
2006-02-09,7781776220
2006-02-10,7768055780
2006-02-13,7957855199
2006-02-14,8049324800
2006-02-15,8083625900
2006-02-16,8133934180
2006-02-17,8140794400
2006-02-21,8172808760
2006-02-22,8330593820
2006-02-23,8310013160
2006-02-24,8239124220
2006-02-27,8207109860
2006-02-28,8216256820
2006-03-01,8284859019
2006-03-02,8282572280
2006-03-03,8289432500
2006-03-06,8479231920
2006-03-07,8444930820
2006-03-08,8545547379
2006-03-09,8600429140
2006-03-10,8730773320
2006-03-13,8648450680
2006-03-14,8698758960
2006-03-15,8927432960
2006-03-16,8918286000
2006-03-17,9050916920
2006-03-20,8872551200
2006-03-21,8819956180
2006-03-22,8851970540
2006-03-23,8893131860
2006-03-24,8840536840
2006-03-27,8717052880
2006-03-28,8861117500
2006-03-29,9467103600
2006-03-30,9240716340
2006-03-31,9776114560
2006-04-03,9501883000
2006-04-04,9345522900
2006-04-05,9364767220
2006-04-06,9256517920
2006-04-07,9059263640
2006-04-10,8989502980
2006-04-11,8900498000
2006-04-12,8938986640
2006-04-13,8852387200
2006-04-17,8751354520
2006-04-18,8982286360
2006-04-19,9030397160
2006-04-20,9011152840
2006-04-21,8926958940
2006-04-24,8941392180
2006-04-25,8888470300
2006-04-26,8792248700
2006-04-27,8934175560
2006-04-28,8931770020
2006-05-01,8756165600
2006-05-02,8655132920
2006-05-03,8640699680
2006-05-04,8777815460
2006-05-05,8900498000
2006-05-08,8938986640
2006-05-09,8963042040
2006-05-10,9023180540
2006-05-11,8758571140
2006-05-12,8686404940
2006-05-15,8828331800
2006-05-16,8780221000
2006-05-17,8532450380
2006-05-18,8395334600
2006-05-19,8383306900
2006-05-22,8457878639
2006-05-23,8388117979
2006-05-24,8424201080
2006-05-25,8662349540
2006-05-26,8748948980
2006-05-30,8597399960
2006-05-31,8623860900
2006-06-01,8849981660
2006-06-02,9001530680
2006-06-05,8951014340
2006-06-06,8910120160
2006-06-07,8898092460
2006-06-08,8857198280
2006-06-09,8953419880
2006-06-12,8780221000
2006-06-13,8609427660
2006-06-14,8505989440
2006-06-15,8691216020
2006-06-16,8669566160
2006-06-19,8582966720
2006-06-20,8525233759
2006-06-21,8631077520
2006-06-22,8515611600
2006-06-23,8481934039
2006-06-26,8575750100
2006-06-27,8508394979
2006-06-28,8489150660
2006-06-29,8729704660
2006-06-30,8794162980
2006-07-03,8900203860
2006-07-05,8895383820
2006-07-06,8919484020
2006-07-07,8885743740
2006-07-10,9015884820
2006-07-11,9080955360
2006-07-12,9066495240
2006-07-13,8883333720
2006-07-14,8806213080
2006-07-17,8820673200
2006-07-18,8921894040
2006-07-19,9203866380
2006-07-20,9138795840
2006-07-21,9049625100
2006-07-24,9244836720
2006-07-25,9280987020
2006-07-26,9295447140
2006-07-27,9338827500
2006-07-28,9495478800
2006-07-31,9456918480
2006-08-01,9406308060
2006-08-02,9372567780
2006-08-03,9471378600
2006-08-04,9640080000
2006-08-07,9572599440
2006-08-08,9481018680
2006-08-09,9461738520
2006-08-10,9444868380
2006-08-11,9338827500
2006-08-14,9500298840
2006-08-15,9644900040
2006-08-16,9661770180
2006-08-17,9659360160
2006-08-18,9709970580
2006-08-21,9750940920
2006-08-22,9866621880
2006-08-23,9726840720
2006-08-24,9767811060
2006-08-25,9765401040
2006-08-28,9919642320
2006-08-29,9938922480
2006-08-30,10028093220
2006-08-31,10013633100
2006-09-01,9943742520
2006-09-05,10037733300
2006-09-06,9994352940
2006-09-07,9907592220
2006-09-08,9982302840
2006-09-11,9991942920
2006-09-12,10165464360
2006-09-13,10295605440
2006-09-14,10076293620
2006-09-15,10146184200
2006-09-18,10001583000
2006-09-19,10064243520
2006-09-20,9972662760
2006-09-21,9741300840
2006-09-22,9893132100
2006-09-25,10093163760
2006-09-26,10146184200
2006-09-27,10261865160
2006-09-28,10295605440
2006-09-29,10331755740
2006-10-02,10508458400
2006-10-03,10600159570
2006-10-04,10805867600
2006-10-05,10914917640
2006-10-06,10803389190
2006-10-09,10966964250
2006-10-10,10999183580
2006-10-11,10964485840
2006-10-12,11088406340
2006-10-13,11212326840
2006-10-16,11152845000
2006-10-17,11053708600
2006-10-18,11071057470
2006-10-19,11026446090
2006-10-20,11014054040
2006-10-23,11048751780
2006-10-24,10949615380
2006-10-25,10964485840
2006-10-26,11073535880
2006-10-27,10964485840
2006-10-30,10830651700
2006-10-31,11011575630
2006-11-01,11100798390
2006-11-02,10800910780
2006-11-03,10642292540
2006-11-06,10743907350
2006-11-07,10610073210
2006-11-08,10612551620
2006-11-09,10619986850
2006-11-10,10615030030
2006-11-13,10647249360
2006-11-14,10830651700
2006-11-15,10902525590
2006-11-16,11016532450
2006-11-17,10942180150
2006-11-20,11212326840
2006-11-21,11405642820
2006-11-22,11489908760
2006-11-24,11489908760
2006-11-27,11125582490
2006-11-28,11140452950
2006-11-29,11358553030
2006-11-30,11494865580
2006-12-01,11447775790
2006-12-04,11618786080
2006-12-05,11519649680
2006-12-06,11460167840
2006-12-07,11405642820
2006-12-08,11425470100
2006-12-11,11400686000
2006-12-12,11385815540
2006-12-13,11316420060
2006-12-14,11440340560
2006-12-15,11403164410
2006-12-18,11343682570
2006-12-19,11204891610
2006-12-20,11279243910
2006-12-21,11128060900
2006-12-22,10991748350
2006-12-26,11142931360
2006-12-27,11247024580
2006-12-28,11167715460
2006-12-29,11140452950
2007-01-03,11339075150
2007-01-04,11248583750
2007-01-05,11080169200
2007-01-08,11039950800
2007-01-09,11213392650
2007-01-10,11547708100
2007-01-11,11758854700
2007-01-12,11799073100
2007-01-16,11970001300
2007-01-17,12010219700
2007-01-18,11975028600
2007-01-19,12130874900
2007-01-22,11944864800
2007-01-23,11962460350
2007-01-24,12206284400
2007-01-25,12231420900
2007-01-26,12296775800
2007-01-29,12316885000
2007-01-30,12437540200
2007-01-31,12467704000
2007-02-01,12570763650
2007-02-02,12686391550
2007-02-05,12676336950
2007-02-06,12766828350
2007-02-07,13143875850
2007-02-08,13118739350
2007-02-09,13040816200
2007-02-12,12749232800
2007-02-13,13070980000
2007-02-14,13103657450
2007-02-15,13304749450
2007-02-16,13169012350
2007-02-20,13357536100
2007-02-21,13425404650
2007-02-22,13334913250
2007-02-23,13093602850
2007-02-26,13030761600
2007-02-27,12533058900
2007-02-28,12636118550
2007-03-01,12510436050
2007-03-02,12299289450
2007-03-05,11841805150
2007-03-06,12228907250
2007-03-07,12002678750
2007-03-08,12289234850
2007-03-09,12455135750
2007-03-12,12520490650
2007-03-13,12078088250
2007-03-14,12098197450
2007-03-15,12254043750
2007-03-16,12188688850
2007-03-19,12364644350
2007-03-20,12429999250
2007-03-21,12701473450
2007-03-22,12683877900
2007-03-23,12673823300
2007-03-26,12482785900
2007-03-27,12342021500
2007-03-28,12208798050
2007-03-29,12140929500
2007-03-30,12251530100
2007-04-02,12336501560
2007-04-03,12444893380
2007-04-04,12308773420
2007-04-05,12276003800
2007-04-09,12293648980
2007-04-10,12366750440
2007-04-11,12127280140
2007-04-12,12061740900
2007-04-13,12212985300
2007-04-16,12212985300
2007-04-17,12331460080
2007-04-18,12220547520
2007-04-19,12205423080
2007-04-20,12308773420
2007-04-23,12490266700
2007-04-24,12402040800
2007-04-25,12452455600
2007-04-26,12396999320
2007-04-27,12379354140
2007-04-30,12117197180
2007-05-01,12049137200
2007-05-02,12122238660
2007-05-03,12323897860
2007-05-04,12170132720
2007-05-07,12210464560
2007-05-08,12074344600
2007-05-09,12225589000
2007-05-10,11945786860
2007-05-11,12084427560
2007-05-14,11955869820
2007-05-15,11703795820
2007-05-16,11570196600
2007-05-17,11280311500
2007-05-18,11033278980
2007-05-21,11113942660
2007-05-22,11209730780
2007-05-23,11053444900
2007-05-24,10796329420
2007-05-25,10897159020
2007-05-29,11295435940
2007-05-30,11764293580
2007-05-31,11668505460
2007-06-01,11683629900
2007-06-04,11701275080
2007-06-05,11451721820
2007-06-06,11285352980
2007-06-07,10884555320
2007-06-08,11161836720
2007-06-11,10801370900
2007-06-12,10476195440
2007-06-13,10786246460
2007-06-14,10657688720
2007-06-15,10728269440
2007-06-18,10423259900
2007-06-19,10440905080
2007-06-20,10072877040
2007-06-21,9969526700
2007-06-22,9873738580
2007-06-25,9576291260
2007-06-26,9510752020
2007-06-27,9780471200
2007-06-28,9609060880
2007-06-29,9596457180
2007-07-02,9931590720
2007-07-03,9926544180
2007-07-05,9956823420
2007-07-06,9949253610
2007-07-09,9924020910
2007-07-10,9646461210
2007-07-11,9626275050
2007-07-12,9946730340
2007-07-13,10120835970
2007-07-16,10168778100
2007-07-17,10022428440
2007-07-18,9992149200
2007-07-19,10080463650
2007-07-20,9828136650
2007-07-23,9691880070
2007-07-24,9512727900
2007-07-25,9527867520
2007-07-26,9462262500
2007-07-27,9235168200
2007-07-30,9429459990
2007-07-31,9419366910
2007-08-01,9661600830
2007-08-02,9717112770
2007-08-03,9512727900
2007-08-06,9770101440
2007-08-07,9754961820
2007-08-08,10360546620
2007-08-09,10501849740
2007-08-10,10012335360
2007-08-13,9949253610
2007-08-14,9535437330
2007-08-15,9568239840
2007-08-16,10060277490
2007-08-17,10100649810
2007-08-20,10244476200
2007-08-21,10229336580
2007-08-22,10474093770
2007-08-23,10499326470
2007-08-24,10557361680
2007-08-27,10289895060
2007-08-28,9941683800
2007-08-29,10325220840
2007-08-30,10466523960
2007-08-31,10804642140
2007-09-04,11024166630
2007-09-05,10567454760
2007-09-06,10658292480
2007-09-07,10249522740
2007-09-10,10252046010
2007-09-11,10602780540
2007-09-12,10617920160
2007-09-13,10940898720
2007-09-14,10976224500
2007-09-17,11097341460
2007-09-18,11475831960
2007-09-19,11738252040
2007-09-20,11480878500
2007-09-21,11546483520
2007-09-24,11720589150
2007-09-25,11359761540
2007-09-26,11485925040
2007-09-27,11475831960
2007-09-28,11407703670
2007-10-01,11540154060
2007-10-02,11833333620
2007-10-03,11699380890
2007-10-04,11780258010
2007-10-05,12038053830
2007-10-08,11638723050
2007-10-09,11792895060
2007-10-10,11648832690
2007-10-11,11560373340
2007-10-12,11550263700
2007-10-15,11221700400
2007-10-16,10938630480
2007-10-17,10807205160
2007-10-18,10862808180
2007-10-19,10375018050
2007-10-22,10539299700
2007-10-23,10658087970
2007-10-24,10526662650
2007-10-25,10766766600
2007-10-26,10637868690
2007-10-29,10400292150
2007-10-30,10471059630
2007-10-31,10493806320
2007-11-01,10109640000
2007-11-02,9811405620
2007-11-05,9606685410
2007-11-06,9604158000
2007-11-07,9381745920
2007-11-08,9578883900
2007-11-09,9578883900
2007-11-12,9606685410
2007-11-13,10046454750
2007-11-14,9882173100
2007-11-15,9667343250
2007-11-16,9563719440
2007-11-19,9419657070
2007-11-20,9187135350
2007-11-21,9257902830
2007-11-23,9558664620
2007-11-26,8921757300
2007-11-27,9171970890
2007-11-28,9457568220
2007-11-29,9477787500
2007-11-30,9980742090
2007-12-03,9811405620
2007-12-04,9538445340
2007-12-05,9915029430
2007-12-06,10258757190
2007-12-07,10243592730
2007-12-10,10562046390
2007-12-11,9801295980
2007-12-12,9856899000
2007-12-13,9781076700
2007-12-14,9429766710
2007-12-17,9040545570
2007-12-18,9080984130
2007-12-19,9209882040
2007-12-20,9293286570
2007-12-21,9485369730
2007-12-24,9940303530
2007-12-26,9626904690
2007-12-27,9326142900
2007-12-28,9106258230
2007-12-31,9206724800
2008-01-02,9214312760
2008-01-03,8938616880
2008-01-04,8541513640
2008-01-07,8665450320
2008-01-08,8323992119
2008-01-09,8313874839
2008-01-10,8366990560
2008-01-11,8240524560
2008-01-14,8055884200
2008-01-15,7706838040
2008-01-16,7924359560
2008-01-17,7820657440
2008-01-18,7765012400
2008-01-22,8189938160
2008-01-23,8984144640
2008-01-24,8890559800
2008-01-25,8812150880
2008-01-28,9095434720
2008-01-29,9001849880
2008-01-30,8882971840
2008-01-31,9067612200
2008-02-01,9452068840
2008-02-04,9262369840
2008-02-05,8918382320
2008-02-06,8832385440
2008-02-07,9194078200
2008-02-08,8637627800
2008-02-11,8470692680
2008-02-12,8852620000
2008-02-13,8781799040
2008-02-14,8584512079
2008-02-15,8612334600
2008-02-19,8402401040
2008-02-20,8554160240
2008-02-21,8402401040
2008-02-22,8574394800
2008-02-25,8895618440
2008-02-26,8946204840
2008-02-27,8933558240
2008-02-28,8769152440
2008-02-29,8541513640
2008-03-03,8571865480
2008-03-04,8662921000
2008-03-05,8718566040
2008-03-06,8435282200
2008-03-07,8612334600
2008-03-10,8402401040
2008-03-11,8989203280
2008-03-12,8839973400
2008-03-13,8804562920
2008-03-14,8511161800
2008-03-17,8556689560
2008-03-18,9146021120
2008-03-19,9105552000
2008-03-20,9687295600
2008-03-24,9975638080
2008-03-25,9955403520
2008-03-26,9778351120
2008-03-27,9672119680
2008-03-28,9803644320
2008-03-31,9938995800
2008-04-01,10487074200
2008-04-02,10319605800
2008-04-03,10639318200
2008-04-04,10352592000
2008-04-07,10350054600
2008-04-08,10063328400
2008-04-09,9796901400
2008-04-10,9857799000
2008-04-11,9639582600
2008-04-14,9593909400
2008-04-15,9748690800
2008-04-16,10238409000
2008-04-17,10225722000
2008-04-18,10294231800
2008-04-21,9878098200
2008-04-22,9862873800
2008-04-23,10081090200
2008-04-24,10497223800
2008-04-25,10679916600
2008-04-28,10603794600
2008-04-29,10309456200
2008-04-30,10126763400
2008-05-01,10398265200
2008-05-02,10464237600
2008-05-05,10502298600
2008-05-06,10555584000
2008-05-07,10147062600
2008-05-08,10096314600
2008-05-09,10020192600
2008-05-12,10350054600
2008-05-13,10372891200
2008-05-14,10517523000
2008-05-15,10509910800
2008-05-16,10370353800
2008-05-19,10433788800
2008-05-20,10375428600
2008-05-21,10045566600
2008-05-22,9974519400
2008-05-23,9837499800
2008-05-27,9916159200
2008-05-28,9997356000
2008-05-29,10162287000
2008-05-30,9984669000
2008-06-02,9680181000
2008-06-03,9796901400
2008-06-04,9911084400
2008-06-05,10195273200
2008-06-06,9614208600
2008-06-09,9436590600
2008-06-10,9558385800
2008-06-11,9266584800
2008-06-12,9439128000
2008-06-13,9588834600
2008-06-16,9667494000
2008-06-17,9312258000
2008-06-18,9111803400
2008-06-19,9449277600
2008-06-20,9228523800
2008-06-23,8949409800
2008-06-24,9043293600
2008-06-25,9284346600
2008-06-26,8860600800
2008-06-27,8822539800
2008-06-30,8842781280
2008-07-01,8683959600
2008-07-02,8660904840
2008-07-03,8724945840
2008-07-07,8350946400
2008-07-08,8891452440
2008-07-09,8210056199
2008-07-10,8420110679
2008-07-11,8356069679
2008-07-14,7938522360
2008-07-15,7736152800
2008-07-16,8289467040
2008-07-17,8745438960
2008-07-18,8771055360
2008-07-21,8809479960
2008-07-22,9132246600
2008-07-23,9470383080
2008-07-24,8660904840
2008-07-25,8886329160
2008-07-28,8666028120
2008-07-29,9244958760
2008-07-30,9145054800
2008-07-31,9040027560
2008-08-01,8952931800
2008-08-04,8888890800
2008-08-05,9411465360
2008-08-06,9577971960
2008-08-07,9037465920
2008-08-08,9367917480
2008-08-11,9583095240
2008-08-12,9339739440
2008-08-13,9083575440
2008-08-14,9339739440
2008-08-15,9493437840
2008-08-18,9232150560
2008-08-19,8901699000
2008-08-20,8973424920
2008-08-21,8881205880
2008-08-22,9334616160
2008-08-25,8935000320
2008-08-26,9040027560
2008-08-27,9160424640
2008-08-28,9690684120
2008-08-29,9513930960
2008-09-02,9524177520
2008-09-03,9670191000
2008-09-04,9539547360
2008-09-05,9685560840
2008-09-08,10228628520
2008-09-09,9631766400
2008-09-10,9544670640
2008-09-11,9808519560
2008-09-12,9957094680
2008-09-15,9283383360
2008-09-16,9618958200
2008-09-17,9162986280
2008-09-18,10423313160
2008-09-19,11002243800
2008-09-22,9800834640
2008-09-23,9534424080
2008-09-24,9401218800
2008-09-25,9552355560
2008-09-26,9831574320
2008-09-29,9362794200
2008-09-30,9914178840
2008-10-01,9699470040
2008-10-02,9208323660
2008-10-03,8416584960
2008-10-06,8134779660
2008-10-07,7426240620
2008-10-08,7410137460
2008-10-09,6825055980
2008-10-10,7992535080
2008-10-13,8212611600
2008-10-14,7343040960
2008-10-15,6639869640
2008-10-16,6755275620
2008-10-17,6610347180
2008-10-20,6245342220
2008-10-21,6057472020
2008-10-22,5308675080
2008-10-23,5112753300
2008-10-24,4965141000
2008-10-27,4728961320
2008-10-28,6054788160
2008-10-29,5574377220
2008-10-30,5649525300
2008-10-31,6060155880
2008-11-03,5762247420
2008-11-04,6253393800
2008-11-05,5526067740
2008-11-06,5367720000
2008-11-07,5638789860
2008-11-10,5099334000
2008-11-11,5187901380
2008-11-12,4632342360
2008-11-13,5142275760
2008-11-14,4629658500
2008-11-17,4559878140
2008-11-18,4546458840
2008-11-19,3427289220
2008-11-20,3022026360
2008-11-21,3027394080
2008-11-24,4047260880
2008-11-25,3840603660
2008-11-26,4031157720
2008-11-28,3797661900
2008-12-01,3185741820
2008-12-02,3738616980
2008-12-03,3953325780
2008-12-04,3921119460
2008-12-05,4369324080
2008-12-08,5032237500
2008-12-09,4372007940
2008-12-10,4884625200
2008-12-11,4001635260
2008-12-12,4291492140
2008-12-15,4063364040
2008-12-16,4747748340
2008-12-17,5061759960
2008-12-18,4707490440
2008-12-19,5059076100
2008-12-22,4965141000
2008-12-23,5005398900
2008-12-24,5099334000
2008-12-26,4965141000
2008-12-29,4769219220
2008-12-30,4769219220
2008-12-31,4955397240
2009-01-02,4933710600
2009-01-05,5096360400
2009-01-06,5543647350
2009-01-07,5443346640
2009-01-08,5380997550
2009-01-09,4852385700
2009-01-12,4434917880
2009-01-13,4527086100
2009-01-14,4285822230
2009-01-15,4353592980
2009-01-16,4627386810
2009-01-20,3995763420
2009-01-21,4529796930
2009-01-22,4093353300
2009-01-23,4231605630
2009-01-26,4218051480
2009-01-27,4250581440
2009-01-28,4673470920
2009-01-29,4182810690
2009-01-30,3898173540
2009-02-02,3824981130
2009-02-03,3754499550
2009-02-04,3646066350
2009-02-05,3280104300
2009-02-06,3627090540
2009-02-09,3646066350
2009-02-10,3160827780
2009-02-11,3193357740
2009-02-12,3171671100
2009-02-13,2819263200
2009-02-17,2572577670
2009-02-18,2653902570
2009-02-19,2493963600
2009-02-20,2713540830
2009-02-23,2382819570
2009-02-24,2610529290
2009-02-25,2553601860
2009-02-26,2453301150
2009-02-27,2399084550
2009-03-02,2179507320
2009-03-03,2184928980
2009-03-04,2236434750
2009-03-05,1954508430
2009-03-06,1900291830
2009-03-09,2014146690
2009-03-10,2442457830
2009-03-11,2331313800
2009-03-12,2559023520
2009-03-13,2488541940
2009-03-16,2144266530
2009-03-17,2271675540
2009-03-18,2469566130
2009-03-19,2274386370
2009-03-20,1978905900
2009-03-23,2296073010
2009-03-24,2152399020
2009-03-25,2076495780
2009-03-26,2190350640
2009-03-27,2073784950
2009-03-30,1889448510
2009-03-31,2806095480
2009-04-01,2658793880
2009-04-02,2758222460
2009-04-03,3461587600
2009-04-06,3435809820
2009-04-07,3152254240
2009-04-08,3292190760
