,MMC
2009-04-09,10659240000
2009-04-13,10763640000
2009-04-14,10507860000
2009-04-15,10727100000
2009-04-16,10711440000
2009-04-17,10784520000
2009-04-20,10753200000
2009-04-21,11097720000
2009-04-22,10826280000
2009-04-23,10560060000
2009-04-24,10638360000
2009-04-27,10601820000
2009-04-28,10502640000
2009-04-29,10967220000
2009-04-30,11008980000
2009-05-01,10471320000
2009-05-04,10779300000
2009-05-05,10747980000
2009-05-06,11635380000
2009-05-07,10784520000
2009-05-08,10701000000
2009-05-11,10507860000
2009-05-12,10450440000
2009-05-13,10179000000
2009-05-14,9970200000
2009-05-15,9985860000
2009-05-18,10309500000
2009-05-19,9907560000
2009-05-20,9970200000
2009-05-21,9897120000
2009-05-22,9829260000
2009-05-26,9964980000
2009-05-27,9756180000
2009-05-28,9808380000
2009-05-29,9876240000
2009-06-01,9959760000
2009-06-02,10194660000
2009-06-03,10189440000
2009-06-04,10272960000
2009-06-05,10330380000
2009-06-08,10455660000
2009-06-09,10617480000
2009-06-10,10669680000
2009-06-11,10742760000
2009-06-12,10774080000
2009-06-15,10539180000
2009-06-16,10591380000
2009-06-17,10674900000
2009-06-18,10674900000
2009-06-19,10794960000
2009-06-22,10643580000
2009-06-23,10648800000
2009-06-24,10596600000
2009-06-25,10716660000
2009-06-26,10607040000
2009-06-29,10664460000
2009-06-30,10548120000
2009-07-01,10516680000
2009-07-02,10254680000
2009-07-06,10249440000
2009-07-07,10034600000
2009-07-08,9798800000
2009-07-09,9866920000
2009-07-10,9772600000
2009-07-13,10076520000
2009-07-14,10008400000
2009-07-15,10181320000
2009-07-16,10328040000
2009-07-17,10228480000
2009-07-20,10045080000
2009-07-21,10060800000
2009-07-22,10097480000
2009-07-23,10270400000
2009-07-24,10280880000
2009-07-27,10307080000
2009-07-28,10270400000
2009-07-29,10810120000
2009-07-30,10621480000
2009-07-31,10700080000
2009-08-03,10951600000
2009-08-04,11266000000
2009-08-05,11873840000
2009-08-06,11868600000
2009-08-07,12167280000
2009-08-10,12146320000
2009-08-11,12020560000
2009-08-12,12203960000
2009-08-13,12319240000
2009-08-14,12308760000
2009-08-17,12156800000
2009-08-18,12130600000
2009-08-19,12235400000
2009-08-20,12308760000
2009-08-21,12476440000
2009-08-24,12308760000
2009-08-25,12314000000
2009-08-26,12261600000
2009-08-27,12298280000
2009-08-28,12319240000
2009-08-31,12334960000
2009-09-01,12052000000
2009-09-02,12052000000
2009-09-03,12130600000
2009-09-04,12114880000
2009-09-08,12114880000
2009-09-09,12141080000
2009-09-10,12272080000
2009-09-11,12219680000
2009-09-14,12476440000
2009-09-15,12371640000
2009-09-16,12628400000
2009-09-17,12481680000
2009-09-18,12513120000
2009-09-21,12513120000
2009-09-22,12450240000
2009-09-23,12507880000
2009-09-24,12507880000
2009-09-25,12429280000
2009-09-28,12963760000
2009-09-29,12995200000
2009-09-30,12983250000
2009-10-01,12925500000
2009-10-02,12600000000
2009-10-05,12631500000
2009-10-06,12731250000
2009-10-07,12736500000
2009-10-08,13004250000
2009-10-09,13104000000
2009-10-12,13135500000
2009-10-13,13114500000
2009-10-14,13277250000
2009-10-15,13329750000
2009-10-16,13125000000
2009-10-19,13203750000
2009-10-20,13041000000
2009-10-21,12883500000
2009-10-22,13266750000
2009-10-23,13067250000
2009-10-26,13109250000
2009-10-27,13035750000
2009-10-28,12652500000
2009-10-29,12972750000
2009-10-30,12316500000
2009-11-02,12327000000
2009-11-03,12269250000
2009-11-04,12027750000
2009-11-05,12321750000
2009-11-06,12243000000
2009-11-09,12552750000
2009-11-10,12642000000
2009-11-11,12799500000
2009-11-12,12594750000
2009-11-13,12568500000
2009-11-16,12610500000
2009-11-17,12495000000
2009-11-18,12285000000
2009-11-19,11865000000
2009-11-20,11849250000
2009-11-23,11912250000
2009-11-24,11980500000
2009-11-25,11980500000
2009-11-27,11686500000
2009-11-30,11838750000
2009-12-01,11775750000
2009-12-02,11639250000
2009-12-03,11481750000
2009-12-04,11660250000
2009-12-07,11445000000
2009-12-08,11308500000
2009-12-09,11345250000
2009-12-10,11355750000
2009-12-11,11502750000
2009-12-14,11497500000
2009-12-15,11492250000
2009-12-16,11539500000
2009-12-17,11476500000
2009-12-18,11387250000
2009-12-21,11424000000
2009-12-22,11471250000
2009-12-23,11555250000
2009-12-24,11623500000
2009-12-28,11613000000
2009-12-29,11670750000
2009-12-30,11665500000
2009-12-31,11768640000
2010-01-04,11656710000
2010-01-05,11374220000
2010-01-06,11720670000
2010-01-07,11869910000
2010-01-08,11811280000
2010-01-11,11768640000
2010-01-12,11651380000
2010-01-13,11651380000
2010-01-14,11720670000
2010-01-15,11656710000
2010-01-19,11736660000
2010-01-20,11630060000
2010-01-21,11667370000
2010-01-22,11672700000
2010-01-25,11731330000
2010-01-26,11699350000
2010-01-27,11624730000
2010-01-28,11571430000
2010-01-29,11491480000
2010-02-01,11555440000
2010-02-02,11912550000
2010-02-03,11859250000
2010-02-04,11736660000
2010-02-05,11832600000
2010-02-08,11672700000
2010-02-09,11827270000
2010-02-10,11779300000
2010-02-11,11800620000
2010-02-12,11752650000
2010-02-16,11933870000
2010-02-17,12141740000
2010-02-18,12189710000
2010-02-19,12147070000
2010-02-22,12125750000
2010-02-23,12141740000
2010-02-24,12301640000
2010-02-25,12360270000
2010-02-26,12376260000
2010-03-01,12440220000
2010-03-02,12461540000
2010-03-03,12466870000
2010-03-04,12461540000
2010-03-05,12680070000
2010-03-08,12642760000
2010-03-09,12792000000
2010-03-10,12797330000
2010-03-11,12829310000
2010-03-12,12802660000
2010-03-15,12914590000
2010-03-16,13053170000
2010-03-17,13111800000
2010-03-18,13111800000
2010-03-19,13106470000
2010-03-22,13063830000
2010-03-23,13122460000
2010-03-24,13042510000
2010-03-25,13042510000
2010-03-26,13101140000
2010-03-29,13202410000
2010-03-30,13085150000
2010-03-31,13211220000
2010-04-01,13216630000
2010-04-05,13232860000
2010-04-06,13270730000
2010-04-07,13081380000
2010-04-08,13097610000
2010-04-09,13167940000
2010-04-12,13270730000
2010-04-13,13346470000
2010-04-14,13552050000
2010-04-15,13714350000
2010-04-16,13341060000
2010-04-19,13389750000
2010-04-20,13481720000
2010-04-21,13405980000
2010-04-22,13411390000
2010-04-23,13373520000
2010-04-26,13378930000
2010-04-27,13032690000
2010-04-28,13021870000
2010-04-29,13411390000
2010-04-30,13103020000
2010-05-03,13292370000
2010-05-04,12967770000
2010-05-05,12708090000
2010-05-06,12188730000
2010-05-07,12058890000
2010-05-10,12448410000
2010-05-11,12534970000
2010-05-12,12702680000
2010-05-13,12513330000
2010-05-14,12329390000
2010-05-17,12399720000
2010-05-18,12161680000
2010-05-19,12037250000
2010-05-20,11582810000
2010-05-21,11750520000
2010-05-24,11544940000
2010-05-25,11534120000
2010-05-26,11463790000
2010-05-27,11810030000
2010-05-28,11799210000
2010-06-01,11512480000
2010-06-02,11755930000
2010-06-03,11826260000
2010-06-04,11355590000
2010-06-07,11128370000
2010-06-08,11301490000
2010-06-09,11388050000
2010-06-10,11745110000
2010-06-11,11945280000
2010-06-14,12361850000
2010-06-15,12497100000
2010-06-16,12524150000
2010-06-17,12551200000
2010-06-18,12518740000
2010-06-21,12491690000
2010-06-22,12415950000
2010-06-23,12459230000
2010-06-24,12394310000
2010-06-25,12578250000
2010-06-28,12572840000
2010-06-29,12372670000
2010-06-30,12244650000
2010-07-01,12179490000
2010-07-02,12152340000
2010-07-06,12141480000
2010-07-07,12418410000
2010-07-08,12369540000
2010-07-09,12548730000
2010-07-12,12293520000
2010-07-13,12630180000
2010-07-14,12521580000
2010-07-15,12505290000
2010-07-16,12201210000
2010-07-19,12250080000
2010-07-20,12385830000
2010-07-21,12174060000
2010-07-22,12537870000
2010-07-23,12608460000
2010-07-26,12793080000
2010-07-27,12776790000
2010-07-28,12630180000
2010-07-29,12597600000
2010-07-30,12771360000
2010-08-02,12966840000
2010-08-03,12993990000
2010-08-04,13010280000
2010-08-05,13113450000
2010-08-06,13026570000
2010-08-09,13080870000
2010-08-10,13086300000
2010-08-11,12814800000
2010-08-12,12825660000
2010-08-13,12755070000
2010-08-16,12657330000
2010-08-17,12923400000
2010-08-18,12983130000
2010-08-19,12603030000
2010-08-20,12565020000
2010-08-23,12733350000
2010-08-24,12635610000
2010-08-25,12695340000
2010-08-26,12679050000
2010-08-27,13010280000
2010-08-30,12852810000
2010-08-31,12879960000
2010-09-01,13211190000
2010-09-02,13194900000
2010-09-03,13346940000
2010-09-07,13059150000
2010-09-08,13118880000
2010-09-09,13162320000
2010-09-10,13097160000
2010-09-13,13113450000
2010-09-14,13053720000
2010-09-15,13151460000
2010-09-16,13053720000
2010-09-17,13178610000
2010-09-20,13292640000
2010-09-21,13211190000
2010-09-22,12972270000
2010-09-23,12749640000
2010-09-24,13216620000
2010-09-27,13118880000
2010-09-28,13211190000
2010-09-29,13156890000
2010-09-30,13097160000
2010-10-01,12988560000
2010-10-04,12841950000
2010-10-05,13037430000
2010-10-06,12907110000
2010-10-07,12776790000
2010-10-08,12879960000
2010-10-11,12961410000
2010-10-12,13004850000
2010-10-13,13080870000
2010-10-14,13032000000
2010-10-15,12988560000
2010-10-18,13222050000
2010-10-19,13243770000
2010-10-20,13444680000
2010-10-21,13656450000
2010-10-22,13678170000
2010-10-25,13640160000
2010-10-26,13531560000
2010-10-27,13737900000
2010-10-28,13710750000
2010-10-29,13564140000
2010-11-01,13656450000
2010-11-02,13705320000
2010-11-03,13781340000
2010-11-04,14128860000
2010-11-05,14101710000
2010-11-08,14107140000
2010-11-09,13656450000
2010-11-10,13710750000
2010-11-11,13705320000
2010-11-12,13803060000
2010-11-15,13824780000
2010-11-16,13558710000
2010-11-17,13515270000
2010-11-18,13656450000
2010-11-19,13689030000
2010-11-22,13640160000
2010-11-23,13450110000
2010-11-24,13651020000
2010-11-26,13613010000
2010-11-29,13613010000
2010-11-30,13618440000
2010-12-01,13993110000
2010-12-02,14329770000
2010-12-03,14166870000
2010-12-06,14248320000
2010-12-07,14394930000
2010-12-08,14443800000
2010-12-09,14568690000
2010-12-10,14612130000
2010-12-13,14519820000
2010-12-14,14633850000
2010-12-15,14601270000
2010-12-16,14590410000
2010-12-17,14709870000
2010-12-20,14758740000
2010-12-21,14731590000
2010-12-22,14829330000
2010-12-23,14823900000
2010-12-27,14861910000
2010-12-28,14894490000
2010-12-29,14921640000
2010-12-30,14867340000
2010-12-31,14872960000
2011-01-03,14938240000
2011-01-04,15085120000
2011-01-05,15068800000
2011-01-06,14840320000
2011-01-07,14726080000
2011-01-10,14590080000
2011-01-11,14726080000
2011-01-12,14954560000
2011-01-13,14905600000
2011-01-14,15074240000
2011-01-18,15134080000
2011-01-19,14862080000
2011-01-20,14862080000
2011-01-21,15014400000
2011-01-24,15047040000
2011-01-25,15232000000
2011-01-26,15155840000
2011-01-27,15460480000
2011-01-28,15112320000
2011-01-31,15166720000
2011-02-01,15422400000
2011-02-02,15335360000
2011-02-03,15378880000
2011-02-04,15444160000
2011-02-07,15465920000
2011-02-08,15547520000
2011-02-09,15667200000
2011-02-10,15498560000
2011-02-11,15667200000
2011-02-14,15705280000
2011-02-15,16445120000
2011-02-16,16466880000
2011-02-17,16728000000
2011-02-18,16744320000
2011-02-22,16428800000
2011-02-23,16184000000
2011-02-24,16309120000
2011-02-25,16428800000
2011-02-28,16559360000
2011-03-01,16456000000
2011-03-02,16341760000
2011-03-03,16499520000
2011-03-04,16450560000
2011-03-07,16287360000
2011-03-08,16374400000
2011-03-09,16184000000
2011-03-10,15884800000
2011-03-11,16466880000
2011-03-14,16445120000
2011-03-15,16276480000
2011-03-16,15879360000
2011-03-17,15868480000
2011-03-18,15879360000
2011-03-21,16015360000
2011-03-22,15803200000
2011-03-23,15922880000
2011-03-24,16042560000
2011-03-25,16211200000
2011-03-28,16222080000
2011-03-29,16276480000
2011-03-30,16232960000
2011-03-31,16306070000
2011-04-01,16410000000
2011-04-04,16502990000
2011-04-05,16333420000
2011-04-06,16278720000
2011-04-07,16541280000
2011-04-08,16448290000
2011-04-11,16327950000
2011-04-12,16021630000
2011-04-13,16092740000
2011-04-14,16048980000
2011-04-15,16147440000
2011-04-18,15890350000
2011-04-19,15770010000
2011-04-20,16081800000
2011-04-21,16289660000
2011-04-25,16196670000
2011-04-26,16224020000
2011-04-27,16388120000
2011-04-28,16623330000
2011-04-29,16563160000
2011-05-02,16738200000
2011-05-03,16831190000
2011-05-04,16612390000
2011-05-05,16262310000
2011-05-06,16267780000
2011-05-09,16251370000
2011-05-10,16382650000
2011-05-11,16388120000
2011-05-12,16475640000
2011-05-13,16267780000
2011-05-16,16464700000
2011-05-17,16410000000
2011-05-18,16579570000
2011-05-19,16683500000
2011-05-20,16645210000
2011-05-23,16382650000
2011-05-24,16360770000
2011-05-25,16601450000
2011-05-26,16803840000
2011-05-27,16825720000
2011-05-31,16776490000
2011-06-01,16557690000
2011-06-02,16535810000
2011-06-03,16557690000
2011-06-06,16448290000
2011-06-07,16612390000
2011-06-08,16360770000
2011-06-09,16377180000
2011-06-10,16196670000
2011-06-13,16355300000
2011-06-14,16459230000
2011-06-15,16207610000
2011-06-16,16207610000
2011-06-17,16295130000
2011-06-20,16327950000
2011-06-21,16683500000
2011-06-22,16502990000
2011-06-23,16448290000
2011-06-24,16366240000
2011-06-27,16377180000
2011-06-28,16645210000
2011-06-29,16929650000
2011-06-30,16842600000
2011-07-01,17031600000
2011-07-05,16999200000
2011-07-06,16912800000
2011-07-07,16988400000
2011-07-08,16875000000
2011-07-11,16464600000
2011-07-12,16491600000
2011-07-13,16599600000
2011-07-14,16302600000
2011-07-15,16129800000
2011-07-18,15913800000
2011-07-19,15957000000
2011-07-20,15962400000
2011-07-21,16248600000
2011-07-22,16086600000
2011-07-25,15951600000
2011-07-26,15978600000
2011-07-27,15962400000
2011-07-28,15822000000
2011-07-29,15924600000
2011-08-01,15654600000
2011-08-02,15384600000
2011-08-03,15903000000
2011-08-04,15454800000
2011-08-05,15265800000
2011-08-08,13996800000
2011-08-09,15303600000
2011-08-10,14488200000
2011-08-11,15336000000
2011-08-12,15130800000
2011-08-15,15363000000
2011-08-16,15292800000
2011-08-17,15352200000
2011-08-18,14866200000
2011-08-19,14742000000
2011-08-22,14904000000
2011-08-23,15109200000
2011-08-24,15535800000
2011-08-25,15492600000
2011-08-26,15692400000
2011-08-29,16059600000
2011-08-30,15940800000
2011-08-31,16048800000
2011-09-01,15800400000
2011-09-02,15654600000
2011-09-06,15541200000
2011-09-07,16108200000
2011-09-08,15881400000
2011-09-09,15427800000
2011-09-12,15325200000
2011-09-13,15228000000
2011-09-14,15244200000
2011-09-15,15487200000
2011-09-16,15427800000
2011-09-19,15222600000
2011-09-20,15141600000
2011-09-21,14569200000
2011-09-22,14310000000
2011-09-23,14407200000
2011-09-26,14720400000
2011-09-27,14779800000
2011-09-28,14423400000
2011-09-29,14628600000
2011-09-30,14310450000
2011-10-03,13857690000
2011-10-04,14364350000
2011-10-05,14693140000
2011-10-06,14644630000
2011-10-07,14369740000
2011-10-10,14876400000
2011-10-11,14660800000
2011-10-12,14887180000
2011-10-13,15086610000
2011-10-14,15199800000
2011-10-17,14730870000
2011-10-18,15275260000
2011-10-19,15269870000
2011-10-20,15631000000
2011-10-21,16364040000
2011-10-24,16315530000
2011-10-25,16186170000
2011-10-26,16558080000
2011-10-27,17134810000
2011-10-28,16682050000
2011-10-31,16504180000
2011-11-01,16051420000
2011-11-02,16687440000
2011-11-03,16585030000
2011-11-04,16482620000
2011-11-07,16617370000
2011-11-08,16897650000
2011-11-09,16277800000
2011-11-10,16417940000
2011-11-11,16719780000
2011-11-14,16353260000
2011-11-15,16611980000
2011-11-16,16062200000
2011-11-17,15776530000
2011-11-18,15760360000
2011-11-21,15577100000
2011-11-22,15383060000
2011-11-23,15205190000
2011-11-25,15345330000
2011-11-28,15566320000
2011-11-29,15469300000
2011-11-30,16272410000
2011-12-01,16369430000
2011-12-02,16369430000
2011-12-05,16498790000
2011-12-06,16536520000
2011-12-07,16752120000
2011-12-08,16488010000
2011-12-09,16741340000
2011-12-12,16482620000
2011-12-13,16461060000
2011-12-14,16595810000
2011-12-15,16444890000
2011-12-16,16396380000
2011-12-19,16326310000
2011-12-20,16741340000
2011-12-21,16773680000
2011-12-22,16849140000
2011-12-23,17107860000
2011-12-27,17134810000
2011-12-28,17080910000
2011-12-29,17248000000
2011-12-30,17043180000
2012-01-03,17246440000
2012-01-04,17051320000
2012-01-05,16883300000
2012-01-06,16650240000
2012-01-09,16688180000
2012-01-10,16818260000
2012-01-11,16904980000
2012-01-12,17002540000
2012-01-13,17002540000
2012-01-17,16980860000
2012-01-18,17067580000
2012-01-19,17067580000
2012-01-20,17143460000
2012-01-23,17018800000
2012-01-24,16883300000
2012-01-25,17078420000
2012-01-26,17219340000
2012-01-27,17219340000
2012-01-30,17127200000
2012-01-31,17121780000
2012-02-01,17398200000
2012-02-02,17300640000
2012-02-03,17631260000
2012-02-06,17474080000
2012-02-07,17680040000
2012-02-08,17577060000
2012-02-09,17587900000
2012-02-10,17365680000
2012-02-13,17479500000
2012-02-14,17284380000
2012-02-15,16926660000
2012-02-16,17073000000
2012-02-17,17463240000
2012-02-21,17495760000
2012-02-22,17213920000
2012-02-23,17344000000
2012-02-24,17219340000
2012-02-27,17100100000
2012-02-28,17018800000
2012-02-29,16910400000
2012-03-01,17354840000
2012-03-02,17181400000
2012-03-05,17284380000
2012-03-06,17056740000
2012-03-07,17241020000
2012-03-08,17479500000
2012-03-09,17479500000
2012-03-12,17403620000
2012-03-13,17734240000
2012-03-14,17864320000
2012-03-15,18054020000
2012-03-16,17864320000
2012-03-19,17739660000
2012-03-20,17690880000
2012-03-21,17810120000
2012-03-22,17539120000
2012-03-23,17615000000
2012-03-26,17907680000
2012-03-27,17842640000
2012-03-28,17961880000
2012-03-29,17761340000
2012-03-30,17772180000
2012-04-02,17903250000
2012-04-03,17799700000
2012-04-04,17723400000
2012-04-05,17608950000
2012-04-09,17358250000
2012-04-10,17118450000
2012-04-11,17358250000
2012-04-12,17450900000
2012-04-13,17396400000
2012-04-16,17549000000
2012-04-17,17908700000
2012-04-18,17761550000
2012-04-19,17925050000
2012-04-20,17647100000
2012-04-23,17407300000
2012-04-24,17728850000
2012-04-25,17968650000
2012-04-26,18126700000
2012-04-27,18094000000
2012-04-30,18230250000
2012-05-01,18720750000
2012-05-02,18595400000
2012-05-03,18720750000
2012-05-04,18579050000
2012-05-07,18606300000
2012-05-08,18524550000
2012-05-09,18181200000
2012-05-10,18153950000
2012-05-11,18012250000
2012-05-14,17717950000
2012-05-15,17761550000
2012-05-16,17625300000
2012-05-17,17418200000
2012-05-18,17238350000
2012-05-21,17390950000
2012-05-22,17516300000
2012-05-23,17592600000
2012-05-24,17696150000
2012-05-25,17603500000
2012-05-29,17690700000
2012-05-30,17374600000
2012-05-31,17429100000
2012-06-01,17189300000
2012-06-04,17194750000
2012-06-05,17347350000
2012-06-06,17701600000
2012-06-07,17527200000
2012-06-08,17429100000
2012-06-11,17178400000
2012-06-12,17505400000
2012-06-13,17260150000
2012-06-14,17363700000
2012-06-15,17320100000
2012-06-18,17004000000
2012-06-19,17058500000
2012-06-20,17107550000
2012-06-21,16786000000
2012-06-22,17014900000
2012-06-25,16835050000
2012-06-26,16878650000
2012-06-27,16971300000
2012-06-28,17178400000
2012-06-29,17565350000
2012-07-02,17663680000
2012-07-03,17625600000
2012-07-05,17777920000
2012-07-06,17767040000
2012-07-09,17636480000
2012-07-10,17440640000
2012-07-11,17435200000
2012-07-12,17342720000
2012-07-13,17598400000
2012-07-16,17533120000
2012-07-17,17669120000
2012-07-18,17734400000
2012-07-19,17843200000
2012-07-20,17609280000
2012-07-23,17467840000
2012-07-24,17217600000
2012-07-25,17310080000
2012-07-26,17560320000
2012-07-27,18147840000
2012-07-30,18343680000
2012-07-31,18066240000
2012-08-01,17973760000
2012-08-02,17919360000
2012-08-03,18175040000
2012-08-06,18164160000
2012-08-07,18555840000
2012-08-08,18479680000
2012-08-09,18408960000
2012-08-10,18506880000
2012-08-13,18419840000
2012-08-14,18441600000
2012-08-15,18490560000
2012-08-16,18583040000
2012-08-17,18626560000
2012-08-20,18572160000
2012-08-21,18403520000
2012-08-22,18398080000
2012-08-23,18354560000
2012-08-24,18523200000
2012-08-27,18637440000
2012-08-28,18512320000
2012-08-29,18512320000
2012-08-30,18398080000
2012-08-31,18588480000
2012-09-04,18555840000
2012-09-05,18414400000
2012-09-06,18686400000
2012-09-07,18670080000
2012-09-10,18528640000
2012-09-11,18479680000
2012-09-12,18517760000
2012-09-13,18865920000
2012-09-14,18985600000
2012-09-17,18931200000
2012-09-18,18991040000
2012-09-19,18768000000
2012-09-20,18697280000
2012-09-21,18768000000
2012-09-24,18680960000
2012-09-25,18447040000
2012-09-26,18425280000
2012-09-27,18392640000
2012-09-28,18457920000
2012-10-01,18677150000
2012-10-02,18769800000
2012-10-03,18649900000
2012-10-04,18829750000
2012-10-05,18949650000
2012-10-08,18927850000
2012-10-09,18731650000
2012-10-10,18693500000
2012-10-11,18737100000
2012-10-12,18715300000
2012-10-15,18824300000
2012-10-16,18993250000
2012-10-17,19031400000
2012-10-18,19064100000
2012-10-19,18720750000
2012-10-22,18589950000
2012-10-23,18290200000
2012-10-24,18088550000
2012-10-25,18197550000
2012-10-26,18388300000
2012-10-31,18546350000
2012-11-01,18867900000
2012-11-02,18682600000
2012-11-05,18666250000
2012-11-06,19031400000
2012-11-07,18802500000
2012-11-08,18606300000
2012-11-09,18617200000
2012-11-12,18622650000
2012-11-13,18584500000
2012-11-14,18562700000
2012-11-15,18682600000
2012-11-16,18824300000
2012-11-19,19118600000
2012-11-20,19298450000
2012-11-21,19325700000
2012-11-23,19500100000
2012-11-26,19363850000
2012-11-27,19211250000
2012-11-28,19140400000
2012-11-29,19184000000
2012-11-30,19194900000
2012-12-03,19134950000
2012-12-04,19025950000
2012-12-05,19184000000
2012-12-06,19134950000
2012-12-07,19134950000
2012-12-10,19009600000
2012-12-11,18960550000
2012-12-12,18933300000
2012-12-13,18769800000
2012-12-14,18644450000
2012-12-17,18797050000
2012-12-18,18857000000
2012-12-19,18944200000
2012-12-20,19216700000
2012-12-21,19091350000
2012-12-24,18976900000
2012-12-26,18857000000
2012-12-27,18824300000
2012-12-28,18655350000
2012-12-31,18889560000
2013-01-02,19464960000
2013-01-03,19448520000
2013-01-04,19393720000
2013-01-07,19349880000
2013-01-08,19114240000
2013-01-09,19103280000
2013-01-10,19251240000
2013-01-11,19322480000
2013-01-14,19284120000
2013-01-15,19218360000
2013-01-16,19064920000
2013-01-17,19130680000
2013-01-18,19147120000
2013-01-22,19355360000
2013-01-23,19251240000
2013-01-24,19114240000
2013-01-25,19180000000
2013-01-28,19180000000
2013-01-29,19180000000
2013-01-30,19174520000
2013-01-31,19443040000
2013-02-01,19662240000
2013-02-04,19634840000
2013-02-05,19804720000
2013-02-06,20166400000
2013-02-07,20034880000
2013-02-08,20029400000
2013-02-11,19919800000
2013-02-12,19738960000
2013-02-13,19892400000
2013-02-14,19766360000
2013-02-15,19793760000
2013-02-19,19881440000
2013-02-20,19777320000
2013-02-21,19881440000
2013-02-22,20051320000
2013-02-25,19574560000
2013-02-26,19695120000
2013-02-27,20128040000
2013-02-28,20352720000
2013-03-01,20407520000
2013-03-04,20391080000
2013-03-05,20423960000
2013-03-06,20369160000
2013-03-07,20254080000
2013-03-08,20265040000
2013-03-11,20265040000
2013-03-12,20166400000
2013-03-13,20237640000
2013-03-14,20303400000
2013-03-15,20325320000
2013-03-18,20166400000
2013-03-19,20374640000
2013-03-20,20560960000
2013-03-21,20347240000
2013-03-22,20495200000
2013-03-25,20451360000
2013-03-26,20741800000
2013-03-27,20785640000
2013-03-28,20807560000
2013-04-01,20800250000
2013-04-02,20717600000
2013-04-03,20552300000
2013-04-04,20728620000
2013-04-05,20601890000
2013-04-08,20552300000
2013-04-09,20574340000
2013-04-10,20690050000
2013-04-11,21191460000
2013-04-12,21125340000
2013-04-15,20723110000
2013-04-16,20998610000
2013-04-17,20794740000
2013-04-18,20387000000
2013-04-19,20535770000
2013-04-22,20557810000
2013-04-23,20612910000
2013-04-24,20574340000
2013-04-25,20706580000
2013-04-26,20568830000
2013-04-29,20690050000
2013-04-30,20943510000
2013-05-01,20844330000
2013-05-02,21252070000
2013-05-03,21362270000
2013-05-06,21340230000
2013-05-07,21522060000
2013-05-08,21803070000
2013-05-09,21709400000
2013-05-10,21747970000
2013-05-13,21984900000
2013-05-14,22332030000
2013-05-15,22447740000
2013-05-16,22475290000
2013-05-17,22640590000
2013-05-20,22640590000
2013-05-21,22811400000
2013-05-22,22480800000
2013-05-23,22298970000
2013-05-24,22276930000
2013-05-28,22315500000
2013-05-29,22139180000
2013-05-30,22326520000
2013-05-31,22051020000
2013-06-03,22249380000
2013-06-04,22001430000
2013-06-05,21714910000
2013-06-06,22017960000
2013-06-07,22287950000
2013-06-10,22238360000
2013-06-11,22161220000
2013-06-12,21940820000
2013-06-13,22210810000
2013-06-14,22012450000
2013-06-17,22210810000
2013-06-18,22293460000
2013-06-19,21753480000
2013-06-20,21433900000
2013-06-21,21676340000
2013-06-24,21433900000
2013-06-25,21648790000
2013-06-26,21984900000
2013-06-27,22199790000
2013-06-28,21995920000
2013-07-01,22196070000
2013-07-02,22124700000
2013-07-03,22113720000
2013-07-05,22481550000
2013-07-08,22393710000
2013-07-09,22421160000
2013-07-10,22432140000
2013-07-11,22959180000
2013-07-12,22865850000
2013-07-15,22821930000
2013-07-16,22854870000
2013-07-17,22756050000
2013-07-18,22964670000
2013-07-19,22948200000
2013-07-22,22997610000
2013-07-23,22909770000
2013-07-24,22799970000
2013-07-25,22970160000
2013-07-26,23052510000
2013-07-29,22893300000
2013-07-30,22920750000
2013-07-31,22986630000
2013-08-01,23337990000
2013-08-02,23327010000
2013-08-05,23173290000
2013-08-06,23063490000
2013-08-07,22876830000
2013-08-08,23025060000
2013-08-09,23003100000
2013-08-12,22948200000
2013-08-13,23041530000
2013-08-14,23118390000
2013-08-15,22821930000
2013-08-16,22904280000
2013-08-19,22865850000
2013-08-20,23189760000
2013-08-21,23030550000
2013-08-22,23453280000
2013-08-23,23337990000
2013-08-26,23107410000
2013-08-27,22574880000
2013-08-28,22591350000
2013-08-29,22794480000
2013-08-30,22635270000
2013-09-03,22805460000
2013-09-04,22805460000
2013-09-05,22706640000
2013-09-06,22679190000
2013-09-09,23019570000
2013-09-10,23156820000
2013-09-11,23228190000
2013-09-12,23305050000
2013-09-13,23283090000
2013-09-16,23447790000
2013-09-17,23464260000
2013-09-18,24046200000
2013-09-19,24227370000
2013-09-20,24282270000
2013-09-23,24370110000
2013-09-24,24287760000
2013-09-25,24177960000
2013-09-26,24139530000
2013-09-27,24024240000
2013-09-30,23865400000
2013-10-01,23892800000
2013-10-02,23953080000
2013-10-03,23690040000
2013-10-04,23859920000
2013-10-07,23547560000
2013-10-08,23361240000
2013-10-09,23218760000
2013-10-10,23635240000
2013-10-11,23706480000
2013-10-14,23936640000
2013-10-15,24029800000
2013-10-16,24616160000
2013-10-17,24824400000
2013-10-18,24950440000
2013-10-21,24950440000
2013-10-22,25229920000
2013-10-23,25103880000
2013-10-24,25224440000
2013-10-25,25514880000
2013-10-28,25388840000
2013-10-29,25405280000
2013-10-30,25323080000
2013-10-31,25098400000
2013-11-01,25169640000
2013-11-04,25103880000
2013-11-05,25016200000
2013-11-06,25295680000
2013-11-07,25021680000
2013-11-08,25284720000
2013-11-11,25646400000
2013-11-12,25345000000
2013-11-13,25427200000
2013-11-14,25734080000
2013-11-15,25903960000
2013-11-18,25898480000
2013-11-19,25838200000
2013-11-20,25810800000
2013-11-21,26188920000
2013-11-22,26271120000
