,MMC
2004-08-23,22970890000
2004-08-24,22960470000
2004-08-25,23095930000
2004-08-26,23179290000
2004-08-27,23257440000
2004-08-30,23111560000
2004-08-31,23283490000
2004-09-01,23439790000
2004-09-02,23867010000
2004-09-03,23726340000
2004-09-07,23669030000
2004-09-08,23773230000
2004-09-09,23929530000
2004-09-10,23971210000
2004-09-13,23903480000
2004-09-14,23752390000
2004-09-15,23689870000
2004-09-16,23835750000
2004-09-17,24283810000
2004-09-20,24132720000
2004-09-21,24226500000
2004-09-22,23835750000
2004-09-23,23715920000
2004-09-24,23794070000
2004-09-27,23741970000
2004-09-28,23924320000
2004-09-29,23908690000
2004-09-30,24298560000
2004-10-01,24617160000
2004-10-04,24882660000
2004-10-05,24760530000
2004-10-06,24696810000
2004-10-07,24643710000
2004-10-08,24415380000
2004-10-11,24431310000
2004-10-12,24686190000
2004-10-13,24495030000
2004-10-14,18505350000
2004-10-15,15505200000
2004-10-18,13577670000
2004-10-19,12797100000
2004-10-20,13232520000
2004-10-21,13195350000
2004-10-22,14225490000
2004-10-25,14029020000
2004-10-26,15329970000
2004-10-27,15234390000
2004-10-28,14984820000
2004-10-29,14687460000
2004-11-01,14804280000
2004-11-02,14666220000
2004-11-03,14788350000
2004-11-04,14761800000
2004-11-05,14655600000
2004-11-08,14528160000
2004-11-09,14230800000
2004-11-10,14570640000
2004-11-11,14623740000
2004-11-12,14698080000
2004-11-15,14868000000
2004-11-16,14618430000
2004-11-17,14618430000
2004-11-18,14575950000
2004-11-19,14480370000
2004-11-22,14814900000
2004-11-23,14899860000
2004-11-24,15239700000
2004-11-26,15186600000
2004-11-29,15351210000
2004-11-30,15181290000
2004-12-01,15303420000
2004-12-02,15213150000
2004-12-03,15462720000
2004-12-06,15521130000
2004-12-07,15807870000
2004-12-08,15722910000
2004-12-09,16232670000
2004-12-10,16599060000
2004-12-13,16699950000
2004-12-14,16726500000
2004-12-15,17045100000
2004-12-16,16965450000
2004-12-17,17007930000
2004-12-20,16944210000
2004-12-21,17034480000
2004-12-22,17294670000
2004-12-23,17183160000
2004-12-27,17130059999
2004-12-28,17183160000
2004-12-29,17347770000
2004-12-30,17262810000
2004-12-31,17469900000
2005-01-03,17469900000
2005-01-04,17523000000
2005-01-05,17363700000
2005-01-06,16822080000
2005-01-07,16599060000
2005-01-10,16545960000
2005-01-11,16322940000
2005-01-12,16407900000
2005-01-13,16126470000
2005-01-14,16731810000
2005-01-18,16848630000
2005-01-19,16859250000
2005-01-20,16731810000
2005-01-21,16466310000
2005-01-24,16492860000
2005-01-25,16275150000
2005-01-26,16381350000
2005-01-27,16604370000
2005-01-28,16508790000
2005-01-31,17257500000
2005-02-01,17533620000
2005-02-02,17315910000
2005-02-03,16986690000
2005-02-04,17161920000
2005-02-07,17098200000
2005-02-08,16965450000
2005-02-09,17257500000
2005-02-10,17241570000
2005-02-11,17517690000
2005-02-14,17151299999
2005-02-15,17353080000
2005-02-16,16864560000
2005-02-17,16407900000
2005-02-18,16768980000
2005-02-22,16455690000
2005-02-23,16832700000
2005-02-24,16790220000
2005-02-25,16795530000
2005-02-28,17337150000
2005-03-01,17523000000
2005-03-02,16992000000
2005-03-03,16843320000
2005-03-04,16885800000
2005-03-07,16726500000
2005-03-08,16503480000
2005-03-09,16317630000
2005-03-10,16248600000
2005-03-11,16052130000
2005-03-14,16227360000
2005-03-15,16168950000
2005-03-16,16110540000
2005-03-17,16089300000
2005-03-18,15930000000
2005-03-21,16243290000
2005-03-22,15823800000
2005-03-23,16052130000
2005-03-24,16025580000
2005-03-28,15930000000
2005-03-29,15930000000
2005-03-30,16301700000
2005-03-31,16274700000
2005-04-01,15991150000
2005-04-04,16119550000
2005-04-05,16076750000
2005-04-06,16044650000
2005-04-07,16044650000
2005-04-08,15991150000
2005-04-11,16050000000
2005-04-12,16044650000
2005-04-13,15654100000
2005-04-14,15498950000
2005-04-15,15054900000
2005-04-18,14905100000
2005-04-19,14840900000
2005-04-20,14814150000
2005-04-21,15161900000
2005-04-22,14926500000
2005-04-25,15087000000
2005-04-26,15087000000
2005-04-27,14974650000
2005-04-28,14766000000
2005-04-29,14996050000
2005-05-02,15033500000
2005-05-03,15113750000
2005-05-04,16044650000
2005-05-05,15819950000
2005-05-06,15964400000
2005-05-09,16012550000
2005-05-10,15595250000
2005-05-11,15600600000
2005-05-12,15375900000
2005-05-13,15338450000
2005-05-16,15429400000
2005-05-17,15482900000
2005-05-18,15648750000
2005-05-19,15921600000
2005-05-20,16017900000
2005-05-23,15916250000
2005-05-24,15654100000
2005-05-25,15798550000
2005-05-26,15761100000
2005-05-27,15520350000
2005-05-31,15536400000
2005-06-01,15493600000
2005-06-02,15354500000
2005-06-03,15509650000
2005-06-06,15515000000
2005-06-07,15408000000
2005-06-08,15365200000
2005-06-09,15301000000
2005-06-10,15290300000
2005-06-13,15108400000
2005-06-14,15081650000
2005-06-15,14899750000
2005-06-16,14958600000
2005-06-17,14921150000
2005-06-20,15038850000
2005-06-21,14819500000
2005-06-22,14931850000
2005-06-23,14792750000
2005-06-24,14664350000
2005-06-27,14958600000
2005-06-28,14915800000
2005-06-29,14787400000
2005-06-30,14930300000
2005-07-01,14930300000
2005-07-05,14924910000
2005-07-06,14962640000
2005-07-07,15102780000
2005-07-08,15846600000
2005-07-11,15819650000
2005-07-12,15733410000
2005-07-13,15679510000
2005-07-14,16056810000
2005-07-15,16175390000
2005-07-18,16072980000
2005-07-19,16164610000
2005-07-20,16072980000
2005-07-21,16024470000
2005-07-22,15895110000
2005-07-25,15663340000
2005-07-26,15631000000
2005-07-27,15728020000
2005-07-28,15728020000
2005-07-29,15614830000
2005-08-01,15609440000
2005-08-02,15393840000
2005-08-03,15156680000
2005-08-04,14865620000
2005-08-05,14806330000
2005-08-08,14515270000
2005-08-09,14741650000
2005-08-10,14757820000
2005-08-11,14660800000
2005-08-12,14520660000
2005-08-15,14676970000
2005-08-16,14687750000
2005-08-17,14951860000
2005-08-18,14876400000
2005-08-19,14935690000
2005-08-22,14973420000
2005-08-23,14827890000
2005-08-24,14892570000
2005-08-25,14817110000
2005-08-26,14536830000
2005-08-29,14892570000
2005-08-30,14822500000
2005-08-31,15118950000
2005-09-01,15135120000
2005-09-02,15172850000
2005-09-06,15539370000
2005-09-07,15318380000
2005-09-08,15129730000
2005-09-09,15631000000
2005-09-12,15733410000
2005-09-13,15657950000
2005-09-14,15566320000
2005-09-15,15577100000
2005-09-16,15625610000
2005-09-19,15641780000
2005-09-20,15868160000
2005-09-21,15771140000
2005-09-22,16186170000
2005-09-23,15846600000
2005-09-26,15975960000
2005-09-27,15981350000
2005-09-28,15997520000
2005-09-29,16434110000
2005-09-30,16623330000
2005-10-03,16295130000
2005-10-04,16382650000
2005-10-05,16410000000
2005-10-06,16426410000
2005-10-07,16229490000
2005-10-10,16202140000
2005-10-11,16163850000
2005-10-12,15950520000
2005-10-13,16005220000
2005-10-14,15791890000
2005-10-17,15709840000
2005-10-18,15622320000
2005-10-19,15917700000
2005-10-20,15764540000
2005-10-21,15507450000
2005-10-24,15780950000
2005-10-25,15687960000
2005-10-26,15578560000
2005-10-27,15698900000
2005-10-28,15863000000
2005-10-31,15945050000
2005-11-01,15589500000
2005-11-02,15698900000
2005-11-03,15775480000
2005-11-04,15808300000
2005-11-07,15693430000
2005-11-08,15611380000
2005-11-09,15458220000
2005-11-10,15852060000
2005-11-11,15988810000
2005-11-14,16256840000
2005-11-15,15830180000
2005-11-16,15759070000
2005-11-17,16005220000
2005-11-18,16234960000
2005-11-21,16415470000
2005-11-22,16743670000
2005-11-23,17493060000
2005-11-25,17542290000
2005-11-28,17427420000
2005-11-29,17077340000
2005-11-30,16896830000
2005-12-01,17394600000
2005-12-02,17733740000
2005-12-05,17525880000
2005-12-06,17914250000
2005-12-07,17651690000
2005-12-08,17635280000
2005-12-09,17854080000
2005-12-12,17613400000
2005-12-13,17854080000
2005-12-14,17564170000
2005-12-15,17629810000
2005-12-16,17613400000
2005-12-19,17618870000
2005-12-20,17777500000
2005-12-21,17865020000
2005-12-22,18100230000
2005-12-23,18083820000
2005-12-27,17651690000
2005-12-28,17700920000
2005-12-29,17471180000
2005-12-30,17372720000
2006-01-03,17438360000
2006-01-04,17449300000
2006-01-05,17504000000
2006-01-06,17717330000
2006-01-09,17804850000
2006-01-10,17596990000
2006-01-11,17903310000
2006-01-12,17509470000
2006-01-13,17553230000
2006-01-17,17427420000
2006-01-18,17203150000
2006-01-19,17022640000
2006-01-20,16765550000
2006-01-23,16913240000
2006-01-24,16935120000
2006-01-25,16874950000
2006-01-26,16874950000
2006-01-27,16891360000
2006-01-30,16738200000
2006-01-31,16623330000
2006-02-01,16475640000
2006-02-02,16410000000
2006-02-03,16563160000
2006-02-06,16519400000
2006-02-07,16327950000
2006-02-08,16978880000
2006-02-09,17039050000
2006-02-10,17241440000
2006-02-13,17077340000
2006-02-14,16251370000
2006-02-15,16120090000
2006-02-16,16568630000
2006-02-17,16300600000
2006-02-21,16131030000
2006-02-22,16327950000
2006-02-23,16311540000
2006-02-24,16410000000
2006-02-27,16853070000
2006-02-28,16907770000
2006-03-01,16902300000
2006-03-02,17115630000
2006-03-03,17093750000
2006-03-06,16907770000
2006-03-07,16853070000
2006-03-08,16929650000
2006-03-09,16765550000
2006-03-10,16650680000
2006-03-13,16546750000
2006-03-14,16552220000
2006-03-15,16426410000
2006-03-16,16431880000
2006-03-17,16437350000
2006-03-20,16710850000
2006-03-21,16798370000
2006-03-22,16738200000
2006-03-23,16486580000
2006-03-24,16426410000
2006-03-27,16492050000
2006-03-28,16131030000
2006-03-29,16081800000
2006-03-30,16032570000
2006-03-31,16118640000
2006-04-03,16162560000
2006-04-04,16195500000
2006-04-05,16195500000
2006-04-06,16113150000
2006-04-07,16074720000
2006-04-10,16085700000
2006-04-11,16003350000
2006-04-12,15811200000
2006-04-13,15926490000
2006-04-17,16310790000
2006-04-18,16524900000
2006-04-19,16634700000
2006-04-20,16640190000
2006-04-21,16997040000
2006-04-24,16843320000
2006-04-25,16623720000
2006-04-26,16848810000
2006-04-27,16903710000
2006-04-28,16837830000
2006-05-01,16826850000
2006-05-02,16579800000
2006-05-03,16519410000
2006-05-04,16607250000
2006-05-05,16475490000
2006-05-08,16228440000
2006-05-09,16360200000
2006-05-10,16354710000
2006-05-11,16052760000
2006-05-12,15866100000
2006-05-15,15899040000
2006-05-16,15844140000
2006-05-17,15591600000
2006-05-18,15591600000
2006-05-19,15668460000
2006-05-22,15481800000
2006-05-23,15377490000
2006-05-24,15372000000
2006-05-25,15619050000
2006-05-26,15520230000
2006-05-30,15311610000
2006-05-31,15388470000
2006-06-01,15498270000
2006-06-02,15542190000
2006-06-05,15492780000
2006-06-06,15481800000
2006-06-07,15454350000
2006-06-08,15328080000
2006-06-09,15284160000
2006-06-12,15201810000
2006-06-13,15146910000
2006-06-14,15190830000
2006-06-15,15361020000
2006-06-16,15119460000
2006-06-19,15015150000
2006-06-20,15048090000
2006-06-21,14872410000
2006-06-22,14729670000
2006-06-23,14603400000
2006-06-26,14493600000
2006-06-27,14230080000
2006-06-28,14801040000
2006-06-29,14872410000
2006-06-30,14789500000
2006-07-03,14811500000
2006-07-05,14536500000
2006-07-06,14668500000
2006-07-07,14663000000
2006-07-10,14553000000
2006-07-11,14421000000
2006-07-12,14305500000
2006-07-13,14294500000
2006-07-14,14272500000
2006-07-17,14129500000
2006-07-18,14036000000
2006-07-19,14393500000
2006-07-20,14063500000
2006-07-21,14228500000
2006-07-24,14448500000
2006-07-25,14135000000
2006-07-26,14877500000
2006-07-27,14811500000
2006-07-28,15158000000
2006-07-31,14866500000
2006-08-01,14745500000
2006-08-02,14789500000
2006-08-03,14311000000
2006-08-04,13750000000
2006-08-07,13788500000
2006-08-08,13931500000
2006-08-09,13623500000
2006-08-10,13722500000
2006-08-11,13744500000
2006-08-14,13849000000
2006-08-15,13975500000
2006-08-16,14047000000
2006-08-17,14140500000
2006-08-18,14080000000
2006-08-21,14041500000
2006-08-22,14030500000
2006-08-23,14107500000
2006-08-24,14217500000
2006-08-25,14107500000
2006-08-28,14294500000
2006-08-29,14190000000
2006-08-30,14498000000
2006-08-31,14388000000
2006-09-01,14465000000
2006-09-05,14437500000
2006-09-06,14426500000
2006-09-07,14322000000
2006-09-08,14432000000
2006-09-11,14465000000
2006-09-12,14916000000
2006-09-13,15048000000
2006-09-14,14960000000
2006-09-15,15229500000
2006-09-18,15295500000
2006-09-19,15950000000
2006-09-20,15466000000
2006-09-21,15350500000
2006-09-22,15592500000
2006-09-25,15636500000
2006-09-26,15719000000
2006-09-27,15592500000
2006-09-28,15565000000
2006-09-29,15482500000
2006-10-02,15168870000
2006-10-03,15229260000
2006-10-04,15262200000
2006-10-05,15234750000
2006-10-06,15361020000
2006-10-09,15234750000
2006-10-10,15262200000
2006-10-11,15174360000
2006-10-12,15086520000
2006-10-13,15009660000
2006-10-16,15591600000
2006-10-17,15531210000
2006-10-18,15641010000
2006-10-19,15580620000
2006-10-20,15525720000
2006-10-23,15953940000
2006-10-24,15959430000
2006-10-25,16063740000
2006-10-26,16074720000
2006-10-27,16140600000
2006-10-30,16118640000
2006-10-31,16162560000
2006-11-01,16689600000
2006-11-02,16684110000
2006-11-03,16728030000
2006-11-06,16986060000
2006-11-07,17183700000
2006-11-08,17414280000
2006-11-09,17342910000
2006-11-10,17529570000
2006-11-13,17403300000
2006-11-14,17491140000
2006-11-15,17633880000
2006-11-16,17683290000
2006-11-17,17617410000
2006-11-20,17633880000
2006-11-21,17568000000
2006-11-22,17535060000
2006-11-24,17491140000
2006-11-27,17249580000
2006-11-28,17090370000
2006-11-29,17337420000
2006-11-30,17249580000
2006-12-01,17112330000
2006-12-04,17381340000
2006-12-05,17458200000
2006-12-06,17496630000
2006-12-07,17458200000
2006-12-08,17266050000
2006-12-11,17117820000
2006-12-12,17046450000
2006-12-13,16788420000
2006-12-14,17002530000
2006-12-15,16837830000
2006-12-18,16799400000
2006-12-19,16689600000
2006-12-20,16568820000
2006-12-21,16502940000
2006-12-22,16739010000
2006-12-26,16777440000
2006-12-27,17002530000
2006-12-28,16865280000
2006-12-29,16832340000
2007-01-03,17286780000
2007-01-04,17491390000
2007-01-05,17331020000
2007-01-08,17165120000
2007-01-09,17214890000
2007-01-10,17242540000
2007-01-11,17259130000
2007-01-12,17342080000
2007-01-16,17331020000
2007-01-17,17082170000
2007-01-18,16910740000
2007-01-19,16943920000
2007-01-22,16811200000
2007-01-23,16766960000
2007-01-24,16634240000
2007-01-25,16368800000
2007-01-26,16457280000
2007-01-29,16462810000
2007-01-30,16363270000
2007-01-31,16313500000
2007-02-01,16556820000
2007-02-02,16208430000
2007-02-05,16225020000
2007-02-06,16175250000
2007-02-07,16169720000
2007-02-08,16213960000
2007-02-09,16307970000
2007-02-12,16495990000
2007-02-13,16225020000
2007-02-14,16247140000
2007-02-15,16645300000
2007-02-16,16672950000
2007-02-20,16667420000
2007-02-21,16451750000
2007-02-22,16578940000
2007-02-23,16490460000
2007-02-26,16590000000
2007-02-27,16191840000
2007-02-28,16269260000
2007-03-01,16236080000
2007-03-02,16225020000
2007-03-05,16020410000
2007-03-06,16153130000
2007-03-07,15948520000
2007-03-08,16136540000
2007-03-09,16064650000
2007-03-12,16025940000
2007-03-13,15754970000
2007-03-14,15893220000
2007-03-15,15954050000
2007-03-16,15954050000
2007-03-19,15998290000
2007-03-20,16097830000
2007-03-21,16274790000
2007-03-22,16368800000
2007-03-23,16540230000
2007-03-26,16479400000
2007-03-27,16092300000
2007-03-28,16175250000
2007-03-29,16313500000
2007-03-30,16197370000
2007-04-02,16067360000
2007-04-03,16237240000
2007-04-04,16105720000
2007-04-05,16078320000
2007-04-09,16018040000
2007-04-10,16176960000
2007-04-11,16248200000
2007-04-12,16182440000
2007-04-13,16412600000
2007-04-16,16648240000
2007-04-17,17262000000
2007-04-18,17344200000
2007-04-19,17322280000
2007-04-20,17585320000
2007-04-23,17453800000
2007-04-24,17552440000
2007-04-25,17563400000
2007-04-26,17607240000
2007-04-27,17760680000
2007-04-30,17404480000
2007-05-01,17486680000
2007-05-02,17612720000
2007-05-03,17612720000
2007-05-04,17601760000
2007-05-07,17497640000
2007-05-08,17059240000
2007-05-09,17234600000
2007-05-10,17086640000
2007-05-11,16911280000
2007-05-14,16916760000
2007-05-15,16977040000
2007-05-16,16922240000
2007-05-17,16938680000
2007-05-18,17141440000
2007-05-21,17245560000
2007-05-22,17240080000
2007-05-23,18100440000
2007-05-24,18056600000
2007-05-25,18155240000
2007-05-29,18084000000
2007-05-30,18188120000
2007-05-31,17990840000
2007-06-01,17782600000
2007-06-04,17875760000
2007-06-05,17629160000
2007-06-06,17629160000
2007-06-07,17212680000
2007-06-08,17234600000
2007-06-11,17256520000
2007-06-12,16905800000
2007-06-13,16949640000
2007-06-14,16982520000
2007-06-15,17355160000
2007-06-18,17431880000
2007-06-19,17705880000
2007-06-20,17481200000
2007-06-21,17629160000
2007-06-22,17240080000
2007-06-25,17108560000
2007-06-26,16977040000
2007-06-27,16807160000
2007-06-28,16872920000
2007-06-29,16922240000
2007-07-02,16602060000
2007-07-03,16740900000
2007-07-05,16719540000
2007-07-06,16788960000
2007-07-09,16821000000
2007-07-10,16516620000
2007-07-11,16500600000
2007-07-12,16660800000
2007-07-13,16687500000
2007-07-16,16692840000
2007-07-17,16575360000
2007-07-18,16468560000
2007-07-19,16431180000
2007-07-20,16126800000
2007-07-23,16110780000
2007-07-24,15753000000
2007-07-25,15923880000
2007-07-26,15320460000
2007-07-27,14674320000
2007-07-30,14898600000
2007-07-31,14711700000
2007-08-01,15032100000
2007-08-02,14968020000
2007-08-03,14348580000
2007-08-06,14765100000
2007-08-07,13942740000
2007-08-08,14257800000
2007-08-09,14118960000
2007-08-10,14257800000
2007-08-13,13937400000
2007-08-14,13926720000
2007-08-15,13803900000
2007-08-16,14012160000
2007-08-17,14124300000
2007-08-20,14156340000
2007-08-21,14124300000
2007-08-22,14401980000
2007-08-23,14102940000
2007-08-24,14156340000
2007-08-27,14300520000
2007-08-28,13894680000
2007-08-29,14060220000
2007-08-30,14129640000
2007-08-31,14231100000
2007-09-04,14327220000
2007-09-05,14220420000
2007-09-06,14252460000
2007-09-07,14022840000
2007-09-10,13964100000
2007-09-11,14108280000
2007-09-12,13958760000
2007-09-13,14118960000
2007-09-14,13980120000
2007-09-17,13136400000
2007-09-18,13285920000
2007-09-19,13430100000
2007-09-20,13200480000
2007-09-21,13259220000
2007-09-24,13243200000
2007-09-25,13227180000
2007-09-26,13355340000
2007-09-27,13526220000
2007-09-28,13617000000
2007-10-01,13369440000
2007-10-02,13364250000
2007-10-03,13711980000
2007-10-04,13665270000
2007-10-05,13893630000
2007-10-08,13717170000
2007-10-09,13805400000
2007-10-10,13966290000
2007-10-11,13499190000
2007-10-12,13483620000
2007-10-15,13364250000
2007-10-16,13270830000
2007-10-17,13167030000
2007-10-18,12886770000
2007-10-19,12611700000
2007-10-22,13218930000
2007-10-23,13203360000
2007-10-24,13374630000
2007-10-25,13379820000
2007-10-26,13514760000
2007-10-29,13509570000
2007-10-30,13374630000
2007-10-31,13436910000
2007-11-01,13167030000
2007-11-02,13182600000
2007-11-05,13172220000
2007-11-06,13234500000
2007-11-07,12559800000
2007-11-08,12725880000
2007-11-09,12720690000
2007-11-12,12964620000
2007-11-13,13405770000
2007-11-14,13078800000
2007-11-15,12964620000
2007-11-16,13167030000
2007-11-19,13016520000
2007-11-20,12954240000
2007-11-21,12808920000
2007-11-23,12933480000
2007-11-26,12642840000
2007-11-27,12684360000
2007-11-28,12959430000
2007-11-29,12985380000
2007-11-30,13037280000
2007-12-03,13141080000
2007-12-04,13099560000
2007-12-05,13218930000
2007-12-06,13369440000
2007-12-07,13333110000
2007-12-10,13442100000
2007-12-11,13104750000
2007-12-12,13260450000
2007-12-13,13177410000
2007-12-14,12850440000
2007-12-17,12673980000
2007-12-18,12736260000
2007-12-19,12850440000
2007-12-20,12917910000
2007-12-21,13602990000
2007-12-24,13670460000
2007-12-26,13763880000
2007-12-27,13592610000
2007-12-28,13706790000
2007-12-31,13737930000
2008-01-02,14002620000
2008-01-03,14044140000
2008-01-04,14013000000
2008-01-07,13955910000
2008-01-08,13665270000
2008-01-09,13753500000
2008-01-10,13805400000
2008-01-11,13696410000
2008-01-14,13722360000
2008-01-15,13426530000
2008-01-16,13727550000
2008-01-17,14158320000
2008-01-18,14101230000
2008-01-22,13914390000
2008-01-23,14495670000
2008-01-24,14179080000
2008-01-25,14075280000
2008-01-28,14371110000
2008-01-29,14199840000
2008-01-30,14101230000
2008-01-31,14298450000
2008-02-01,14506050000
2008-02-04,14267310000
2008-02-05,14080470000
2008-02-06,13935150000
2008-02-07,13852110000
2008-02-08,13613370000
2008-02-11,13130700000
2008-02-12,13488810000
2008-02-13,13431720000
2008-02-14,13301970000
2008-02-15,13426530000
2008-02-19,13265640000
2008-02-20,13359060000
2008-02-21,13348680000
2008-02-22,13509570000
2008-02-25,13660080000
2008-02-26,13691220000
2008-02-27,13758690000
2008-02-28,13665270000
2008-02-29,13218930000
2008-03-03,13094370000
2008-03-04,13224120000
2008-03-05,13203360000
2008-03-06,12923100000
2008-03-07,13026900000
2008-03-10,12798540000
2008-03-11,13068420000
2008-03-12,13234500000
2008-03-13,13239690000
2008-03-14,12824490000
2008-03-17,12492330000
2008-03-18,13115130000
2008-03-19,12897150000
2008-03-20,13182600000
2008-03-24,13410960000
2008-03-25,13452480000
2008-03-26,13032090000
2008-03-27,12606510000
2008-03-28,12487140000
2008-03-31,12467200000
2008-04-01,13204480000
2008-04-02,13184000000
2008-04-03,13409280000
2008-04-04,12933120000
2008-04-07,13056000000
2008-04-08,12897280000
2008-04-09,12805120000
2008-04-10,13219840000
2008-04-11,13127680000
2008-04-14,13399040000
2008-04-15,13649920000
2008-04-16,14033920000
2008-04-17,14341120000
2008-04-18,14259200000
2008-04-21,14090240000
2008-04-22,14417920000
2008-04-23,14167040000
2008-04-24,14458880000
2008-04-25,14407680000
2008-04-28,14325760000
2008-04-29,14412800000
2008-04-30,14126080000
2008-05-01,14627840000
2008-05-02,14586880000
2008-05-05,14336000000
2008-05-06,14120960000
2008-05-07,14213120000
2008-05-08,14028800000
2008-05-09,13926400000
2008-05-12,14474240000
2008-05-13,14346240000
2008-05-14,14412800000
2008-05-15,14976000000
2008-05-16,14709760000
2008-05-19,14530560000
2008-05-20,14259200000
2008-05-21,13952000000
2008-05-22,13957120000
2008-05-23,13731840000
2008-05-27,13798400000
2008-05-28,13844480000
2008-05-29,14095360000
2008-05-30,13941760000
2008-06-02,13629440000
2008-06-03,13603840000
2008-06-04,13614080000
2008-06-05,13905920000
2008-06-06,13434880000
2008-06-09,13332480000
2008-06-10,13306880000
2008-06-11,12994560000
2008-06-12,13388800000
2008-06-13,13629440000
2008-06-16,13696000000
2008-06-17,13424640000
2008-06-18,13296640000
2008-06-19,13660160000
2008-06-20,13475840000
2008-06-23,13373440000
2008-06-24,13363200000
2008-06-25,13767680000
2008-06-26,13419520000
2008-06-27,13706240000
2008-06-30,13620150000
2008-07-01,13640670000
2008-07-02,13722750000
2008-07-03,13625280000
2008-07-07,13768920000
2008-07-08,14918040000
2008-07-09,14943690000
2008-07-10,14887260000
2008-07-11,14615370000
2008-07-14,14338350000
2008-07-15,14169060000
2008-07-16,14666670000
2008-07-17,14825700000
2008-07-18,14707710000
2008-07-21,14251140000
2008-07-22,14851350000
2008-07-23,14466600000
2008-07-24,13943340000
2008-07-25,13953600000
2008-07-28,13435470000
2008-07-29,14056200000
2008-07-30,14246010000
2008-07-31,14492250000
2008-08-01,14353740000
2008-08-04,14594850000
2008-08-05,15051420000
2008-08-06,15425910000
2008-08-07,15097590000
2008-08-08,15867090000
2008-08-11,15964560000
2008-08-12,15667020000
2008-08-13,15713190000
2008-08-14,16190280000
2008-08-15,16364700000
2008-08-18,16133850000
2008-08-19,16082550000
2008-08-20,16605809999
2008-08-21,16410870000
2008-08-22,16600680000
2008-08-25,16318530000
2008-08-26,16256970000
2008-08-27,16385220000
2008-08-28,16595550000
2008-08-29,16380090000
2008-09-02,16503210000
2008-09-03,16575030000
2008-09-04,16421129999
2008-09-05,16636590000
2008-09-08,16970040000
2008-09-09,16487820000
2008-09-10,16575030000
2008-09-11,16923870000
2008-09-12,16908480000
2008-09-15,16508340000
2008-09-16,16975170000
2008-09-17,16508340000
2008-09-18,17082899999
2008-09-19,17226540000
2008-09-22,16610940000
2008-09-23,16518600000
2008-09-24,16405740000
2008-09-25,16831530000
2008-09-26,17221410000
2008-09-29,15882480000
2008-09-30,16324640000
2008-10-01,16365760000
2008-10-02,15342900000
2008-10-03,15610180000
2008-10-06,15486820000
2008-10-07,14849460000
2008-10-08,14880300000
2008-10-09,13944820000
2008-10-10,13878000000
2008-10-13,13857440000
2008-10-14,14381720000
2008-10-15,13708380000
2008-10-16,13353720000
2008-10-17,13173820000
2008-10-20,14320040000
2008-10-21,13883140000
2008-10-22,13554180000
2008-10-23,13549040000
2008-10-24,13086440000
2008-10-27,13040180000
2008-10-28,14551340000
2008-10-29,13718660000
2008-10-30,14227520000
2008-10-31,15049920000
2008-11-03,14921420000
2008-11-04,15265800000
2008-11-05,13394840000
2008-11-06,12814020000
2008-11-07,13122420000
2008-11-10,12731780000
2008-11-11,12397680000
2008-11-12,11786020000
2008-11-13,12870560000
2008-11-14,12258900000
2008-11-17,11945360000
2008-11-18,12109840000
2008-11-19,11462200000
2008-11-20,10943060000
2008-11-21,12300020000
2008-11-24,12248620000
2008-11-25,12675240000
2008-11-26,13107000000
2008-11-28,13107000000
2008-12-01,11714060000
2008-12-02,12736920000
2008-12-03,12752340000
2008-12-04,12336000000
2008-12-05,12659820000
2008-12-08,12500480000
2008-12-09,12351420000
2008-12-10,12284600000
2008-12-11,11734620000
2008-12-12,11642100000
2008-12-15,11457060000
2008-12-16,11971060000
2008-12-17,11765460000
2008-12-18,11621540000
2008-12-19,11878540000
2008-12-22,11832280000
2008-12-23,11698640000
2008-12-24,11719200000
2008-12-26,11986480000
2008-12-29,11837420000
2008-12-30,12156100000
2008-12-31,12499050000
2009-01-02,12844100000
2009-01-05,12627800000
2009-01-06,12849250000
2009-01-07,12457850000
2009-01-08,12349700000
2009-01-09,12056150000
2009-01-12,11664750000
2009-01-13,11757450000
2009-01-14,11057050000
2009-01-15,10974650000
2009-01-16,11252750000
2009-01-20,11144600000
2009-01-21,11293950000
2009-01-22,10660500000
2009-01-23,10202150000
2009-01-26,10109450000
2009-01-27,10243350000
2009-01-28,10320600000
2009-01-29,10052800000
2009-01-30,9954950000
2009-02-02,10155800000
2009-02-03,10449350000
2009-02-04,9888000000
2009-02-05,9965250000
2009-02-06,10243350000
2009-02-09,10191850000
2009-02-10,9635650000
2009-02-11,11026150000
2009-02-12,11051900000
2009-02-13,10567800000
2009-02-17,10171250000
2009-02-18,10130050000
2009-02-19,9960100000
2009-02-20,9759250000
2009-02-23,9542950000
2009-02-24,10006450000
2009-02-25,9609900000
2009-02-26,9378150000
2009-02-27,9233950000
2009-03-02,9136100000
2009-03-03,9177300000
2009-03-04,9357550000
2009-03-05,9187600000
2009-03-06,9439950000
2009-03-09,9290600000
2009-03-10,9311200000
2009-03-11,9285450000
2009-03-12,9419350000
2009-03-13,9980700000
2009-03-16,9697450000
2009-03-17,10269100000
2009-03-18,10583250000
2009-03-19,10310300000
2009-03-20,10171250000
2009-03-23,10742900000
2009-03-24,10557500000
2009-03-25,10650200000
2009-03-26,10691400000
2009-03-27,10418450000
2009-03-30,10227900000
2009-03-31,10570500000
2009-04-01,10591380000
2009-04-02,10742760000
2009-04-03,10935900000
2009-04-06,10706220000
2009-04-07,10309500000
2009-04-08,10403460000
