,ETR
2009-04-06,13380244286
2009-04-07,13305724385
2009-04-08,13282191785
2009-04-09,12911553331
2009-04-13,12637006328
2009-04-14,12546798027
2009-04-15,12835072380
2009-04-16,13109619383
2009-04-17,13372400086
2009-04-20,13064515233
2009-04-21,12968423782
2009-04-22,12752708280
2009-04-23,12715448329
2009-04-24,12550720128
2009-04-27,12686032579
2009-04-28,12605629528
2009-04-29,12752708280
2009-04-30,12701720979
2009-05-01,13119424633
2009-05-04,13939143542
2009-05-05,14076417043
2009-05-06,14333314596
2009-05-07,14625511049
2009-05-08,14649043649
2009-05-11,14403912396
2009-05-12,14572562698
2009-05-13,14474510197
2009-05-14,14427444997
2009-05-15,14398029246
2009-05-18,14421561847
2009-05-19,14658848899
2009-05-20,14527458548
2009-05-21,14139170644
2009-05-22,14233301045
2009-05-26,14460782847
2009-05-27,14219573695
2009-05-28,14449016547
2009-05-29,14633355249
2009-06-01,15060864153
2009-06-02,14821616051
2009-06-03,14539224848
2009-06-04,14598056348
2009-06-05,14545107998
2009-06-08,14413717647
2009-06-09,14405873446
2009-06-10,14611783699
2009-06-11,14905941202
2009-06-12,15343255356
2009-06-15,14951045352
2009-06-16,14998110552
2009-06-17,14947123252
2009-06-18,15327566956
2009-06-19,15074591503
2009-06-22,15047136803
2009-06-23,14858876001
2009-06-24,14813771851
2009-06-25,15200098705
2009-06-26,14988305302
2009-06-29,15341294306
2009-06-30,14994298558
2009-07-01,15121958994
2009-07-02,14444971830
2009-07-06,14597777504
2009-07-07,14135491984
2009-07-08,14172242716
2009-07-09,14203190700
2009-07-10,14063924769
2009-07-13,14265086670
2009-07-14,14472051317
2009-07-15,14619054244
2009-07-16,14630659738
2009-07-17,14479788313
2009-07-20,14752517428
2009-07-21,15007838301
2009-07-22,14942073834
2009-07-23,15356003128
2009-07-24,15659680227
2009-07-27,15524282795
2009-07-28,15385016864
2009-07-29,15344397634
2009-07-30,15617126748
2009-07-31,15537822538
2009-08-03,15663548725
2009-08-04,15135498738
2009-08-05,14965284822
2009-08-06,15261224925
2009-08-07,15255422178
2009-08-10,15083274013
2009-08-11,15239948186
2009-08-12,15431438841
2009-08-13,15435307339
2009-08-14,15292172910
2009-08-17,15116156247
2009-08-18,15290238661
2009-08-19,15385016864
2009-08-20,15437241588
2009-08-21,15818288649
2009-08-24,15806683154
2009-08-25,15820222898
2009-08-26,15667417224
2009-08-27,15522348546
2009-08-28,15464321074
2009-08-31,15280567416
2009-09-01,15247685182
2009-09-02,15181920714
2009-09-03,15373411369
2009-09-04,15392753860
2009-09-08,15383082615
2009-09-09,15272830419
2009-09-10,15102616504
2009-09-11,15027180791
2009-09-14,15181920714
2009-09-15,15179986465
2009-09-16,15479795067
2009-09-17,15392753860
2009-09-18,15646140484
2009-09-21,15588113013
2009-09-22,15557165028
2009-09-23,15514611549
2009-09-24,15439175837
2009-09-25,15350200381
2009-09-28,15435307339
2009-09-29,15562967775
2009-09-30,15089985111
2009-10-01,14704515920
2009-10-02,14621375506
2009-10-05,14874575857
2009-10-06,14969053600
2009-10-07,14916146064
2009-10-08,14901029625
2009-10-09,15065420898
2009-10-12,15120217989
2009-10-13,14891581851
2009-10-14,14893471406
2009-10-15,15144782202
2009-10-16,15237370391
2009-10-19,15299725701
2009-10-20,15116438880
2009-10-21,15258155494
2009-10-22,15284609262
2009-10-23,14982280484
2009-10-26,14815999657
2009-10-27,14810330992
2009-10-28,14670503933
2009-10-29,14842453425
2009-10-30,14496664885
2009-11-02,14587363519
2009-11-03,14409745362
2009-11-04,14515560434
2009-11-05,14678062152
2009-11-06,14551461976
2009-11-09,14659166603
2009-11-10,14649718829
2009-11-11,14655387494
2009-11-12,14509891769
2009-11-13,14859459419
2009-11-16,15054083569
2009-11-17,15006844698
2009-11-18,14874575857
2009-11-19,14702626365
2009-11-20,14698847255
2009-11-23,14916146064
2009-11-24,14976611820
2009-11-25,15127776209
2009-11-27,14833005651
2009-11-30,14861348973
2009-12-01,15314842140
2009-12-02,15403651218
2009-12-03,15316731695
2009-12-04,15203358403
2009-12-07,15333737688
2009-12-08,15290277927
2009-12-09,15282719707
2009-12-10,15447110980
2009-12-11,15694642667
2009-12-14,15826911507
2009-12-15,15683305338
2009-12-16,15560484272
2009-12-17,15632287356
2009-12-18,15690863557
2009-12-21,15874150378
2009-12-22,15660630679
2009-12-23,15647403795
2009-12-24,15768335306
2009-12-28,15749439758
2009-12-29,15732433764
2009-12-30,15698421776
2009-12-31,15484347658
2010-01-04,15543000490
2010-01-05,15295144974
2010-01-06,15372718075
2010-01-07,15189191471
2010-01-08,15043505404
2010-01-11,15334877538
2010-01-12,15461643336
2010-01-13,15681118449
2010-01-14,15665982235
2010-01-15,15486239685
2010-01-19,15544892517
2010-01-20,15336769565
2010-01-21,15088914049
2010-01-22,14859978801
2010-01-25,14895927311
2010-01-26,15005664868
2010-01-27,14894035284
2010-01-28,14587526936
2010-01-29,14438056816
2010-02-01,14612123285
2010-02-02,14905387445
2010-02-03,15087022022
2010-02-04,14589418963
2010-02-05,14585634909
2010-02-08,14434272762
2010-02-09,14428596681
2010-02-10,14506169782
2010-02-11,14672668144
2010-02-12,14595095043
2010-02-16,14945120009
2010-02-17,14807002049
2010-02-18,14765377459
2010-02-19,14899711365
2010-02-22,14704832600
2010-02-23,14644287741
2010-02-24,14517521943
2010-02-25,14477789379
2010-02-26,14373727903
2010-03-01,14714292734
2010-03-02,14842950559
2010-03-03,14725644895
2010-03-04,14803217996
2010-03-05,15032153243
2010-03-08,15051073512
2010-03-09,14979176492
2010-03-10,15045397431
2010-03-11,15098374183
2010-03-12,14805110023
2010-03-15,14911063526
2010-03-16,15185407417
2010-03-17,15245952276
2010-03-18,15206219713
2010-03-19,15266764571
2010-03-22,15119186478
2010-03-23,15149458907
2010-03-24,14984852572
2010-03-25,15020801082
2010-03-26,15189191471
2010-03-29,15440831041
2010-03-30,15524080222
2010-03-31,15356947123
2010-04-01,15540060076
2010-04-05,15406028946
2010-04-06,15870418496
2010-04-07,15498529303
2010-04-08,15473988392
2010-04-09,15528733502
2010-04-12,15519294690
2010-04-13,15415467758
2010-04-14,15362610411
2010-04-15,15302202014
2010-04-16,15137966685
2010-04-19,15205926132
2010-04-20,15423018808
2010-04-21,15479651680
2010-04-22,15494753779
2010-04-23,15532509027
2010-04-26,15428682095
2010-04-27,15170058646
2010-04-28,15092660388
2010-04-29,15205926132
2010-04-30,15345620549
2010-05-03,15398477896
2010-05-04,15034139753
2010-05-05,14949190445
2010-05-06,14460259983
2010-05-07,14307351229
2010-05-10,14471586558
2010-05-11,14654699511
2010-05-12,14907659672
2010-05-13,14851026800
2010-05-14,14615056500
2010-05-17,14624495312
2010-05-18,14526331668
2010-05-19,14498015232
2010-05-20,14109136177
2010-05-21,14082707503
2010-05-24,13931686512
2010-05-25,13746685796
2010-05-26,13812757480
2010-05-27,14313014516
2010-05-28,14171432336
2010-06-01,13824084055
2010-06-02,14020411344
2010-06-03,14073268692
2010-06-04,13590001517
2010-06-07,13657960963
2010-06-08,13741022509
2010-06-09,13640971102
2010-06-10,13859951540
2010-06-11,14043064493
2010-06-14,14177095623
2010-06-15,14496127469
2010-06-16,14626383075
2010-06-17,14718883432
2010-06-18,14743424343
2010-06-21,14607505451
2010-06-22,14109136177
2010-06-23,13876941402
2010-06-24,13797655381
2010-06-25,13861839303
2010-06-28,13956227423
2010-06-29,13674950825
2010-06-30,13318629308
2010-07-01,13238665462
2010-07-02,13147543871
2010-07-06,13422768269
2010-07-07,13815148998
2010-07-08,13880235849
2010-07-09,14153600623
2010-07-12,14135004380
2010-07-13,14237283717
2010-07-14,14166617993
2010-07-15,14326545684
2010-07-16,14125706258
2010-07-19,14438123142
2010-07-20,14505069618
2010-07-21,14235424093
2010-07-22,14555279474
2010-07-23,14558998722
2010-07-26,14657558811
2010-07-27,14836082745
2010-07-28,14756118899
2010-07-29,14542262104
2010-07-30,14413948026
2010-08-02,14795171010
2010-08-03,14724505286
2010-08-04,14679874303
2010-08-05,14780294015
2010-08-06,14830503872
2010-08-09,14811907629
2010-08-10,14793311386
2010-08-11,14612927827
2010-08-12,14490192623
2010-08-13,14525525485
2010-08-16,14534823606
2010-08-17,14733803408
2010-08-18,14761697772
2010-08-19,14479034877
2010-08-20,14404649905
2010-08-23,14577594966
2010-08-24,14536683231
2010-08-25,14562717971
2010-08-26,14412088402
2010-08-27,14810048004
2010-08-30,14570156468
2010-08-31,14661278060
2010-09-01,14938362082
2010-09-02,14863977109
2010-09-03,14871415607
2010-09-07,14834223120
2010-09-08,14806328756
2010-09-09,14936502457
2010-09-10,14893731098
2010-09-13,14795171010
2010-09-14,14531104358
2010-09-15,14573875717
2010-09-16,14449280888
2010-09-17,14259599209
2010-09-20,14272616579
2010-09-21,14203810479
2010-09-22,14328405308
2010-09-23,14207529728
2010-09-24,14328405308
2010-09-27,14365597794
2010-09-28,14423246148
2010-09-29,14363738170
2010-09-30,13785812824
2010-10-01,13901099904
2010-10-04,13809230512
2010-10-05,13985763853
2010-10-06,13811031873
2010-10-07,13769600579
2010-10-08,13711957039
2010-10-11,13895695822
2010-10-12,13836250922
2010-10-13,13924517592
2010-10-14,13870476774
2010-10-15,13865072692
2010-10-18,13953339362
2010-10-19,13785812824
2010-10-20,13890291740
2010-10-21,13560642747
2010-10-22,13436348864
2010-10-25,13281431851
2010-10-26,13348082194
2010-10-27,13196767902
2010-10-28,13324664506
2010-10-29,13425540700
2010-11-01,13299445457
2010-11-02,13430944782
2010-11-03,13448958388
2010-11-04,13582259074
2010-11-05,13582259074
2010-11-08,13548033223
2010-11-09,13301246818
2010-11-10,13207576065
2010-11-11,13223788311
2010-11-12,13016631840
2010-11-15,13068871298
2010-11-16,12967995103
2010-11-17,13086884904
2010-11-18,13184158377
2010-11-19,13283233211
2010-11-22,13225589672
2010-11-23,13032844085
2010-11-24,13058063134
2010-11-26,13027440003
2010-11-29,12960789660
2010-11-30,12832893056
2010-12-01,12942776054
2010-12-02,13032844085
2010-12-03,13040049528
2010-12-06,12849105302
2010-12-07,12683380125
2010-12-08,12506846784
2010-12-09,12577099848
2010-12-10,12676174682
2010-12-13,12730215501
2010-12-14,12737420944
2010-12-15,12661763797
2010-12-16,12685181486
2010-12-17,12701393731
2010-12-20,12751831828
2010-12-21,12701393731
2010-12-22,12892337957
2010-12-23,12888735236
2010-12-27,12868920269
2010-12-28,12879728433
2010-12-29,12804071286
2010-12-30,12753633189
2010-12-31,12666836443
2011-01-03,12870707593
2011-01-04,13074578743
2011-01-05,12970854825
2011-01-06,12885014341
2011-01-07,12938664643
2011-01-10,12988738259
2011-01-11,12910051148
2011-01-12,13001256663
2011-01-13,13013775067
2011-01-14,13074578743
2011-01-18,12995891633
2011-01-19,12976219855
2011-01-20,13096038864
2011-01-21,13062060339
2011-01-24,13192609409
2011-01-25,13144324137
2011-01-26,13078155430
2011-01-27,13017351754
2011-01-28,12888591027
2011-01-31,12906474462
2011-02-01,13208704500
2011-02-02,13113922298
2011-02-03,13092462177
2011-02-04,13099615551
2011-02-07,13217646217
2011-02-08,13001256663
2011-02-09,12986949916
2011-02-10,12963701451
2011-02-11,12895744401
2011-02-14,12761618645
2011-02-15,12845670785
2011-02-16,12761618645
2011-02-17,12842094099
2011-02-18,12824210664
2011-02-22,12779502079
2011-02-23,12713333372
2011-02-24,12663259757
2011-02-25,12684719878
2011-02-28,12733005150
2011-03-01,12675778160
2011-03-02,12724063433
2011-03-03,12979796542
2011-03-04,12920781209
2011-03-07,13044176905
2011-03-08,13108557268
2011-03-09,13265931489
2011-03-10,13167572601
2011-03-11,13178302661
2011-03-14,12534499030
2011-03-15,12248364083
2011-03-16,11919308894
2011-03-17,11708284370
2011-03-18,11738686208
2011-03-21,11747627925
2011-03-22,11964017479
2011-03-23,11971170853
2011-03-24,11981900914
2011-03-25,11912155520
2011-03-28,11910367177
2011-03-29,12040916246
2011-03-30,12160735256
2011-03-31,11950535496
2011-04-01,12026993319
2011-04-04,11973650652
2011-04-05,11866965318
2011-04-06,11952313585
2011-04-07,11850962518
2011-04-08,11788729407
2011-04-11,11635813761
2011-04-12,11621589050
2011-04-13,11651816561
2011-04-14,11692712606
2011-04-15,11827847362
2011-04-18,11730052473
2011-04-19,11936310785
2011-04-20,12037661853
2011-04-21,12101673053
2011-04-25,12206580298
2011-04-26,12297262832
2011-04-27,12382611099
2011-04-28,12443066122
2011-04-29,12396835810
2011-05-02,12304375188
2011-05-03,12361274032
2011-05-04,12322156077
2011-05-05,12215470743
2011-05-06,12327490343
2011-05-09,12272369587
2011-05-10,12286594298
2011-05-11,12258144876
2011-05-12,12407504344
2011-05-13,12267035321
2011-05-16,12249254432
2011-05-17,12267035321
2011-05-18,12240363987
2011-05-19,12302597099
2011-05-20,12275925765
2011-05-23,12002100075
2011-05-24,11954091674
2011-05-25,11859852963
2011-05-26,11952313585
2011-05-27,12050108475
2011-05-31,12117675853
2011-06-01,11980763008
2011-06-02,11957647852
2011-06-03,11843850162
2011-06-06,11813622651
2011-06-07,11936310785
2011-06-08,11973650652
2011-06-09,12069667453
2011-06-10,12050108475
2011-06-13,12240363987
2011-06-14,12334602699
2011-06-15,12147903364
2011-06-16,12199467942
2011-06-17,12331046521
2011-06-20,12339936966
2011-06-21,12338158877
2011-06-22,12231473543
2011-06-23,12130122475
2011-06-24,12121232031
2011-06-27,12311487543
2011-06-28,12297262832
2011-06-29,12142569098
2011-06-30,12082178023
2011-07-01,12099873070
2011-07-05,11914075077
2011-07-06,11935309134
2011-07-07,12034401396
2011-07-08,12022014863
2011-07-11,11906997059
2011-07-12,11915844582
2011-07-13,11915844582
2011-07-14,11940617648
2011-07-15,11915844582
2011-07-18,11894610526
2011-07-19,11818521824
2011-07-20,11931770124
2011-07-21,12207812856
2011-07-22,12087486537
2011-07-25,12170653257
2011-07-26,12122876631
2011-07-27,12057404957
2011-07-28,11903458049
2011-07-29,11820291329
2011-08-01,11751280646
2011-08-02,11546018102
2011-08-03,11514167017
2011-08-04,11068251835
2011-08-05,11119567471
2011-08-08,10540939438
2011-08-09,10831138207
2011-08-10,10654187738
2011-08-11,11004549667
2011-08-12,10891301366
2011-08-15,11250510819
2011-08-16,11176191622
2011-08-17,11250510819
2011-08-18,11055865303
2011-08-19,10949695021
2011-08-22,10905457404
2011-08-23,11034631246
2011-08-24,11314212987
2011-08-25,11123106481
2011-08-26,11047017779
2011-08-29,11436308811
2011-08-30,11429230792
2011-08-31,11538940083
2011-09-01,11491163456
2011-09-02,11257588837
2011-09-06,11149649051
2011-09-07,11319521501
2011-09-08,11287670417
2011-09-09,11024014218
2011-09-12,11130184500
2011-09-13,11243432800
2011-09-14,11248741314
2011-09-15,11427461288
2011-09-16,11607950766
2011-09-19,11549557111
2011-09-20,11760128169
2011-09-21,11533631569
2011-09-22,11365528623
2011-09-23,11549557111
2011-09-26,11772514702
2011-09-27,11822060833
2011-09-28,11678730954
2011-09-29,11859220432
2011-09-30,11677763667
2011-10-03,11373003806
2011-10-04,11341294688
2011-10-05,11348341158
2011-10-06,11395904836
2011-10-07,11517456457
2011-10-10,11751751609
2011-10-11,11577351458
2011-10-12,11623153518
2011-10-13,11667193960
2011-10-14,11748228374
2011-10-17,11644292930
2011-10-18,11767606169
2011-10-19,11801076905
2011-10-20,11894442642
2011-10-21,12063557941
2011-10-24,12126976177
2011-10-25,12026563969
2011-10-26,12139307501
2011-10-27,12274952063
2011-10-28,12156923678
2011-10-31,12185109561
2011-11-01,11963145732
2011-11-02,12118168089
2011-11-03,12253812651
2011-11-04,12236196474
2011-11-07,12229150003
2011-11-08,12135784266
2011-11-09,11980761909
2011-11-10,12158685296
2011-11-11,12322515741
2011-11-14,12155162061
2011-11-15,12322515741
2011-11-16,12220341915
2011-11-17,12044180146
2011-11-18,12114644854
2011-11-21,12031848822
2011-11-22,11866256759
2011-11-23,11679525284
2011-11-25,11721804109
2011-11-28,11834547641
2011-11-29,11970192203
2011-11-30,12394742066
2011-12-01,12424689567
2011-12-02,12267905593
2011-12-05,12752350457
2011-12-06,12673077661
2011-12-07,12706548397
2011-12-08,12438782509
2011-12-09,12555049276
2011-12-12,12475776480
2011-12-13,12509247216
2011-12-14,12437020891
2011-12-15,12609659425
2011-12-16,12620229131
2011-12-19,12505723981
2011-12-20,12680124132
2011-12-21,12817530312
2011-12-22,12838669724
2011-12-23,12884471784
2011-12-27,12963744580
2011-12-28,12884471784
2011-12-29,12974314286
2011-12-30,12868617225
2012-01-03,12826276124
2012-01-04,12716619599
2012-01-05,12716619599
2012-01-06,12645873454
2012-01-09,12661791337
2012-01-10,12734306136
2012-01-11,12663559990
2012-01-12,12633492879
2012-01-13,12576895962
2012-01-17,12539754236
2012-01-18,12599888460
2012-01-19,12497306549
2012-01-20,12368194834
2012-01-23,12504381164
2012-01-24,12285068113
2012-01-25,12537985583
2012-01-26,12610500381
2012-01-27,12490231935
2012-01-30,12456627516
2012-01-31,12270918884
2012-02-01,12272687538
2012-02-02,12267381577
2012-02-03,12210784661
2012-02-06,12161262359
2012-02-07,12094053521
2012-02-08,12037456605
2012-02-09,12065755063
2012-02-10,11991471611
2012-02-13,11918956812
2012-02-14,11980859689
2012-02-15,11915419505
2012-02-16,12078135639
2012-02-17,11987934304
2012-02-21,11934874695
2012-02-22,11936643348
2012-02-23,11876509125
2012-02-24,11874740471
2012-02-27,11864128550
2012-02-28,11834061438
2012-02-29,11784539136
2012-03-01,11899501622
2012-03-02,11872971818
2012-03-05,11871203164
2012-03-06,11807531633
2012-03-07,11819912209
2012-03-08,11904807583
2012-03-09,12003852186
2012-03-12,12088747561
2012-03-13,12115277365
2012-03-14,11991471611
2012-03-15,12018001415
2012-03-16,12003852186
2012-03-19,11908344890
2012-03-20,11892427008
2012-03-21,11830524131
2012-03-22,11802225672
2012-03-23,11819912209
2012-03-26,11943717963
2012-03-27,11963173153
2012-03-28,11800457019
2012-03-29,11837598745
2012-03-30,11885352393
2012-04-02,11956968367
2012-04-03,11859526781
2012-04-04,11887873424
2012-04-05,11760313531
2012-04-09,11705391910
2012-04-10,11508737074
2012-04-11,11588462007
2012-04-12,11721336897
2012-04-13,11604406994
2012-04-16,11710706905
2012-04-17,11772715187
2012-04-18,11740825214
2012-04-19,11581375347
2012-04-20,11630981972
2012-04-23,11620351981
2012-04-24,11682360262
2012-04-25,11650470289
2012-04-26,11726651892
2012-04-27,11568973690
2012-04-30,11615036985
2012-05-01,11746140209
2012-05-02,11687675258
2012-05-03,11544170378
2012-05-04,11535312052
2012-05-07,11508737074
2012-05-08,11367003859
2012-05-09,11395350502
2012-05-10,11448500457
2012-05-11,11466217109
2012-05-14,11384720510
2012-05-15,11278420599
2012-05-16,11262475612
2012-05-17,11179207348
2012-05-18,11175664018
2012-05-21,11258932282
2012-05-22,11368775524
2012-05-23,11278420599
2012-05-24,11400665497
2012-05-25,11429012140
2012-05-29,11489248757
2012-05-30,11416610484
2012-05-31,11432555471
2012-06-01,11400665497
2012-06-04,11434327136
2012-06-05,11503422078
2012-06-06,11551257038
2012-06-07,11703620245
2012-06-08,11742596879
2012-06-11,11703620245
2012-06-12,11735510218
2012-06-13,11721336897
2012-06-14,11710706905
2012-06-15,11790431839
2012-06-18,11825865143
2012-06-19,11864841777
2012-06-20,11808148491
2012-06-21,11790431839
2012-06-22,11817006817
2012-06-25,11774486852
2012-06-26,11818778482
2012-06-27,11930393389
2012-06-28,11972913354
2012-06-29,12027834974
2012-07-02,12174173878
2012-07-03,12165297986
2012-07-05,12060562457
2012-07-06,12049911386
2012-07-09,12067663171
2012-07-10,12072988706
2012-07-11,12278909407
2012-07-12,12330389583
2012-07-13,12355242081
2012-07-16,12410272613
2012-07-17,12506132250
2012-07-18,12696076345
2012-07-19,12687200453
2012-07-20,12658797598
2012-07-23,12603767066
2012-07-24,12601991887
2012-07-25,12570038675
2012-07-26,12690750810
2012-07-27,12886020441
2012-07-30,12969453828
2012-07-31,12900221868
2012-08-01,12882470084
2012-08-02,12751106878
2012-08-03,12907322582
2012-08-06,12818563659
2012-08-07,12662347955
2012-08-08,12800811875
2012-08-09,12653472062
2012-08-10,12736905450
2012-08-13,12658797598
2012-08-14,12623294029
2012-08-15,12403171900
2012-08-16,12360567616
2012-08-17,12333939940
2012-08-20,12332164761
2012-08-21,12255832087
2012-08-22,12186600127
2012-08-23,12133344774
2012-08-24,12200801555
2012-08-27,12163522807
2012-08-28,12172398700
2012-08-29,12133344774
2012-08-30,12074763884
2012-08-31,12085414955
2012-09-04,12181274592
2012-09-05,12126244060
2012-09-06,12293110835
2012-09-07,12108492275
2012-09-10,12099616383
2012-09-11,12028609244
2012-09-12,12033934780
2012-09-13,12209677447
2012-09-14,12135119952
2012-09-17,12129794417
2012-09-18,12104941918
2012-09-19,12172398700
2012-09-20,12215002983
2012-09-21,12151096558
2012-09-24,12298436370
2012-09-25,12277134229
2012-09-26,12316188155
2012-09-27,12275359050
2012-09-28,12301986727
2012-10-01,12309616617
2012-10-02,12339843900
2012-10-03,12407410769
2012-10-04,12572771789
2012-10-05,12531876053
2012-10-08,12556769110
2012-10-09,12569215638
2012-10-10,12498092619
2012-10-11,12558547185
2012-10-12,12437638052
2012-10-15,12448306505
2012-10-16,12526541827
2012-10-17,12656341337
2012-10-18,12759469716
2012-10-19,12665231715
2012-10-22,12647450960
2012-10-23,12501648770
2012-10-24,12435859977
2012-10-25,12521207600
2012-10-26,12819924282
2012-10-31,12905271906
2012-11-01,12864376170
2012-11-02,12665231715
2012-11-05,12073132577
2012-11-06,11895325028
2012-11-07,11603720647
2012-11-08,11557490685
2012-11-09,11539709930
2012-11-12,11415244645
2012-11-13,11431247325
2012-11-14,11264108229
2012-11-15,11201875587
2012-11-16,11176982530
2012-11-19,11121862189
2012-11-20,11112971812
2012-11-21,11073854151
2012-11-23,11031180339
2012-11-26,11112971812
2012-11-27,11064963774
2012-11-28,11280110908
2012-11-29,11294335512
2012-11-30,11297891663
2012-12-03,11271220531
2012-12-04,11194763285
2012-12-05,11333453173
2012-12-06,11331675097
2012-12-07,11369014683
2012-12-10,11361902381
2012-12-11,11393907739
2012-12-12,11337009324
2012-12-13,11303225889
2012-12-14,11272998606
2012-12-17,11441915778
2012-12-18,11625057553
2012-12-19,11425913098
2012-12-20,11452584231
2012-12-21,11472143061
2012-12-24,11445471929
2012-12-26,11272998606
2012-12-27,11281888984
2012-12-28,11127196416
2012-12-31,11349282513
2013-01-02,11527310474
2013-01-03,11472121806
2013-01-04,11470341527
2013-01-07,11276291049
2013-01-08,11187277069
2013-01-09,11167693993
2013-01-10,11281631888
2013-01-11,11228223500
2013-01-14,11253147414
2013-01-15,11278071329
2013-01-16,11228223500
2013-01-17,11263829092
2013-01-18,11370645869
2013-01-22,11459659849
2013-01-23,11377766987
2013-01-24,11365305030
2013-01-25,11498826000
2013-01-28,11473902086
2013-01-29,11580718863
2013-01-30,11498826000
2013-01-31,11500606280
2013-02-01,11543332991
2013-02-04,11411592300
2013-02-05,11568256905
2013-02-06,11550454109
2013-02-07,11564696346
2013-02-08,11477462645
2013-02-11,11504166839
2013-02-12,11381327546
2013-02-13,11333259997
2013-02-14,11002127989
2013-02-15,10939818203
2013-02-19,10998567430
2013-02-20,10957620999
2013-02-21,10952280160
2013-02-22,11046634980
2013-02-25,10962961838
2013-02-26,10955840719
2013-02-27,11041294141
2013-02-28,11084020851
2013-03-01,11059096937
2013-03-04,11206860144
2013-03-05,11319017760
2013-03-06,11331479717
2013-03-07,11308336082
2013-03-08,11292313566
2013-03-11,11308336082
2013-03-12,11299434684
2013-03-13,11336820556
2013-03-14,11329699438
2013-03-15,11612763896
2013-03-18,11475682366
2013-03-19,11397350063
2013-03-20,11388448665
2013-03-21,11201519306
2013-03-22,11105384207
2013-03-25,10978984354
2013-03-26,11160572875
2013-03-27,11205079865
2013-03-28,11258488253
2013-04-01,11295877719
2013-04-02,11409923495
2013-04-03,11582774125
2013-04-04,11853632843
2013-04-05,11989062202
2013-04-08,12092416186
2013-04-09,12054994916
2013-04-10,12163694796
2013-04-11,12304470051
2013-04-12,12420297792
2013-04-15,12233191441
2013-04-16,12390004383
2013-04-17,12331199530
2013-04-18,12525433742
2013-04-19,12422079757
2013-04-22,12418515827
2013-04-23,12384658487
2013-04-24,12495140333
2013-04-25,12227845545
2013-04-26,12315161842
2013-04-29,12627005761
2013-04-30,12692938475
2013-05-01,12721449919
2013-05-02,12753525294
2013-05-03,12669772927
2013-05-06,12318725773
2013-05-07,12254575024
2013-05-08,12126273526
2013-05-09,11939167175
2013-05-10,12026483472
2013-05-13,11990844167
2013-05-14,12131619422
2013-05-15,12404260105
2013-05-16,12414951896
2013-05-17,12676900788
2013-05-20,12580674664
2013-05-21,12527215707
2013-05-22,12308033981
2013-05-23,12281304503
2013-05-24,12284868433
2013-05-28,12384658487
2013-05-29,12222499649
2013-05-30,12313379877
2013-05-31,12274176642
2013-06-03,12422079757
2013-06-04,12160130866
2013-06-05,12008663819
2013-06-06,12119145665
2013-06-07,12151221039
2013-06-10,12397132244
2013-06-11,12234973406
2013-06-12,12065686707
2013-06-13,12274176642
2013-06-14,12201116066
2013-06-17,12227845545
2013-06-18,12325853634
2013-06-19,12161912831
2013-06-20,11826903364
2013-06-21,12140529248
2013-06-24,12136965317
2013-06-25,12324071669
2013-06-26,12523651777
2013-06-27,12482666576
2013-06-28,12416733862
2013-07-01,12362193214
2013-07-02,12363976051
2013-07-03,12353279028
2013-07-05,12133990051
2013-07-08,12292662562
2013-07-09,12326536469
2013-07-10,12426375353
2013-07-11,12713412144
2013-07-12,12638532981
2013-07-15,12765114423
2013-07-16,12661709865
2013-07-17,12593962051
2013-07-18,12795422656
2013-07-19,12820382377
2013-07-22,12898827214
2013-07-23,12895261539
2013-07-24,12554739632
2013-07-25,12495906004
2013-07-26,12503037353
2013-07-29,12574350842
2013-07-30,12408546981
2013-07-31,12034151167
2013-08-01,12103681818
2013-08-02,12157166934
2013-08-05,12039499679
2013-08-06,11920049586
2013-08-07,12260571493
2013-08-08,12330102144
2013-08-09,11927180934
2013-08-12,11791685306
2013-08-13,11715023306
2013-08-14,11807730841
2013-08-15,11723937492
2013-08-16,11515345539
2013-08-19,11328147632
2013-08-20,11408375306
2013-08-21,11222960236
2013-08-22,11292490888
2013-08-23,11399461120
2013-08-26,11244354283
2013-08-27,11153429585
2013-08-28,11108858655
2013-08-29,11235440097
2013-08-30,11272879678
2013-09-03,11149863911
2013-09-04,11080333260
2013-09-05,11060722050
2013-09-06,11217611725
2013-09-09,11237222934
2013-09-10,11280011027
2013-09-11,11208697539
2013-09-12,11105292981
2013-09-13,11247919957
2013-09-16,11369152888
2013-09-17,11374501399
2013-09-18,11707891958
2013-09-19,11592007539
2013-09-20,11344193167
2013-09-23,11488602981
2013-09-24,11406592469
2013-09-25,11344193167
2013-09-26,11342410330
2013-09-27,11288925213
2013-09-30,11268825367
2013-10-01,11356208250
2013-10-02,11418624596
2013-10-03,11325891740
2013-10-04,11320541767
2013-10-07,11315191795
2013-10-08,11333025036
2013-10-09,11450724431
2013-10-10,11611223605
2013-10-11,11645106764
2013-10-14,11566640501
2013-10-15,11354424926
2013-10-16,11595173688
2013-10-17,11875155581
2013-10-18,11832355801
2013-10-21,11794905994
2013-10-22,12042788052
2013-10-23,12149787502
2013-10-24,12144437529
2013-10-25,12174754040
2013-10-28,12146220853
2013-10-29,11780639400
2013-10-30,11673639951
2013-10-31,11541673963
2013-11-01,11616573578
2013-11-04,11586257067
2013-11-05,11415057948
2013-11-06,11573773798
2013-11-07,11484607590
2013-11-08,11488174238
2013-11-11,11274175339
2013-11-12,11236725532
2013-11-13,11197492400
2013-11-14,11311625146
2013-11-15,11354424926
2013-11-18,11333025036
2013-11-19,11284875284
