,ETR
2004-08-18,13522195450
2004-08-19,13463206007
2004-08-20,13544883697
2004-08-23,13481356605
2004-08-24,13531270749
2004-08-25,13558496646
2004-08-26,13601604316
2004-08-27,13565303120
2004-08-30,13551690172
2004-08-31,13681013182
2004-09-01,13753615573
2004-09-02,13787647944
2004-09-03,13744540274
2004-09-07,13851175037
2004-09-08,13830755615
2004-09-09,13953272151
2004-09-10,14003186295
2004-09-13,13930583903
2004-09-14,13857981511
2004-09-15,13817142666
2004-09-16,13787647944
2004-09-17,13764959697
2004-09-20,13703701429
2004-09-21,13703701429
2004-09-22,13669669058
2004-09-23,13563034295
2004-09-24,13585722543
2004-09-27,13601604316
2004-09-28,13796723243
2004-09-29,13735464975
2004-09-30,13751346749
2004-10-01,13715045553
2004-10-04,13658324934
2004-10-05,13798992068
2004-10-06,14062175738
2004-10-07,14157466377
2004-10-08,14275445264
2004-10-11,14268638789
2004-10-12,14193767573
2004-10-13,14055369264
2004-10-14,14021336893
2004-10-15,14196036398
2004-10-18,14159735202
2004-10-19,14223262295
2004-10-20,14320821758
2004-10-21,14166541676
2004-10-22,14241412892
2004-10-25,14622575449
2004-10-26,14888027943
2004-10-27,14733747861
2004-10-28,14690640191
2004-10-29,14829038500
2004-11-01,14790468480
2004-11-02,14454682418
2004-11-03,14695177840
2004-11-04,15012813304
2004-11-05,14860802047
2004-11-08,15121716892
2004-11-09,15144405139
2004-11-10,15201125758
2004-11-11,15391707036
2004-11-12,15437083530
2004-11-15,15180706335
2004-11-16,15169362211
2004-11-17,14935673263
2004-11-18,14974243284
2004-11-19,14863070871
2004-11-22,15108103943
2004-11-23,15273728149
2004-11-24,15167093386
2004-11-26,15182975160
2004-11-29,14944748562
2004-11-30,14706521964
2004-12-01,14683833717
2004-12-02,14531822459
2004-12-03,14736016686
2004-12-06,14792737304
2004-12-07,14810887902
2004-12-08,14779124356
2004-12-09,14853995572
2004-12-10,14770049057
2004-12-13,15078609222
2004-12-14,15167093386
2004-12-15,15201125758
2004-12-16,15049114500
2004-12-17,15133061015
2004-12-20,15092222170
2004-12-21,15341792891
2004-12-22,15384900561
2004-12-23,15280534623
2004-12-27,15214738706
2004-12-28,15337255242
2004-12-29,15396244685
2004-12-30,15464309427
2004-12-31,14472913074
2005-01-03,14228807128
2005-01-04,14119601836
2005-01-05,13892626132
2005-01-06,13905473813
2005-01-07,13899049972
2005-01-10,13988983742
2005-01-11,13956864539
2005-01-12,14042515748
2005-01-13,14106754155
2005-01-14,14239513529
2005-01-18,14344436260
2005-01-19,14280197853
2005-01-20,14250219930
2005-01-21,14282339134
2005-01-24,14562846844
2005-01-25,14564988124
2005-01-26,14776974867
2005-01-27,14875473757
2005-01-28,14890462719
2005-01-31,14886180158
2005-02-01,14860484796
2005-02-02,15130286105
2005-02-03,15140992506
2005-02-04,15327283886
2005-02-07,15181676830
2005-02-08,15233067556
2005-02-09,15059623857
2005-02-10,15063906418
2005-02-11,15033928494
2005-02-14,15170970429
2005-02-15,15119579704
2005-02-16,15158122748
2005-02-17,15128144824
2005-02-18,14742714383
2005-02-22,14299469375
2005-02-23,14528586360
2005-02-24,14708453899
2005-02-25,15046776176
2005-02-28,14800528949
2005-03-01,14922581922
2005-03-02,14918299362
2005-03-03,14961124967
2005-03-04,15245915237
2005-03-07,15370109490
2005-03-08,15239491396
2005-03-09,14988961610
2005-03-10,15072471538
2005-03-11,14988961610
2005-03-14,15395804853
2005-03-15,15312294924
2005-03-16,15170970429
2005-03-17,15053200016
2005-03-18,15036069775
2005-03-21,15068188978
2005-03-22,14832648153
2005-03-23,14742714383
2005-03-24,14856202235
2005-03-28,14982537769
2005-03-29,14809094070
2005-03-30,14984679049
2005-03-31,14918761438
2005-04-01,15041219429
2005-04-04,14946208918
2005-04-05,15243908517
2005-04-06,15241797172
2005-04-07,15303026168
2005-04-08,15296692134
2005-04-11,15398036678
2005-04-12,15461377018
2005-04-13,15307248857
2005-04-14,15108782458
2005-04-15,14800526136
2005-04-18,15062332875
2005-04-19,15148898007
2005-04-20,15096114390
2005-04-21,15208015658
2005-04-22,15275578687
2005-04-25,15155232041
2005-04-26,14880757234
2005-04-27,15125673215
2005-04-28,15172122798
2005-04-29,15476156431
2005-05-02,15431818193
2005-05-03,15222795070
2005-05-04,15412816091
2005-05-05,15381145920
2005-05-06,15328362304
2005-05-09,15381145920
2005-05-10,15254465240
2005-05-11,15326250959
2005-05-12,15153120696
2005-05-13,14870200510
2005-05-16,14897647991
2005-05-17,15096114390
2005-05-18,15083446322
2005-05-19,15072889599
2005-05-20,14992658501
2005-05-23,15127784560
2005-05-24,15058110186
2005-05-25,15005326569
2005-05-26,15123561871
2005-05-27,15216461036
2005-05-31,15165788764
2005-06-01,15379034576
2005-06-02,15307248857
2005-06-03,15349475750
2005-06-06,15558498873
2005-06-07,15609171145
2005-06-08,15518383324
2005-06-09,15518383324
2005-06-10,15539496771
2005-06-13,15588057698
2005-06-14,15657732072
2005-06-15,15505715256
2005-06-16,15410704746
2005-06-17,15545830805
2005-06-20,15657732072
2005-06-21,15790746786
2005-06-22,15908982088
2005-06-23,16018772011
2005-06-24,15816082922
2005-06-27,15837196369
2005-06-28,15940652258
2005-06-29,15942763603
2005-06-30,15707355869
2005-07-01,15753095356
2005-07-05,15906946360
2005-07-06,15688644260
2005-07-07,15809230182
2005-07-08,15921499833
2005-07-11,16027532282
2005-07-12,15996346268
2005-07-13,16031690417
2005-07-14,15765569762
2005-07-15,15759332559
2005-07-18,15763490694
2005-07-19,15821704588
2005-07-20,15759332559
2005-07-21,15701118666
2005-07-22,15994267200
2005-07-25,16010899741
2005-07-26,16102378716
2005-07-27,16133564731
2005-07-28,16216727436
2005-07-29,16204253030
2005-08-01,15780123235
2005-08-02,16133564731
2005-08-03,16306127343
2005-08-04,16216727436
2005-08-05,15879918481
2005-08-08,15568058338
2005-08-09,15717751207
2005-08-10,15603402488
2005-08-11,15696960531
2005-08-12,15707355869
2005-08-15,15759332559
2005-08-16,15593007150
2005-08-17,15518160715
2005-08-18,15622114096
2005-08-19,15661616381
2005-08-22,15780123235
2005-08-23,15931895172
2005-08-24,15898630090
2005-08-25,15994267200
2005-08-26,16069113634
2005-08-29,16087825243
2005-08-30,15929816104
2005-08-31,15574295541
2005-09-01,15312333021
2005-09-02,15707355869
2005-09-06,15730225612
2005-09-07,15534793256
2005-09-08,15389258523
2005-09-09,15551425797
2005-09-12,15393416658
2005-09-13,15202142437
2005-09-14,15320649291
2005-09-15,15389258523
2005-09-16,15545188594
2005-09-19,15642904772
2005-09-20,15466184025
2005-09-21,15021263554
2005-09-22,14767617304
2005-09-23,14969286864
2005-09-26,15206300572
2005-09-27,15218774978
2005-09-28,15274909804
2005-09-29,15432918943
2005-09-30,15418922245
2005-10-03,15765391569
2005-10-04,15439668911
2005-10-05,14958346258
2005-10-06,14838015594
2005-10-07,14871210260
2005-10-10,14659594266
2005-10-11,14626399600
2005-10-12,14501919603
2005-10-13,14294452942
2005-10-14,14464575604
2005-10-17,14520591603
2005-10-18,14219764944
2005-10-19,14369140940
2005-10-20,13933460952
2005-10-21,14186570279
2005-10-24,14584906268
2005-10-25,14506068937
2005-10-26,14240511611
2005-10-27,14153375613
2005-10-28,14613951600
2005-10-31,14672042265
2005-11-01,14240511611
2005-11-02,14338020941
2005-11-03,14638847600
2005-11-04,14487396937
2005-11-07,14493620937
2005-11-08,14356692941
2005-11-09,14367066274
2005-11-10,14391962273
2005-11-11,14306900942
2005-11-14,14155450280
2005-11-15,14066239615
2005-11-16,14093210281
2005-11-17,14217690278
2005-11-18,14252959610
2005-11-21,14246735610
2005-11-22,14369140940
2005-11-23,14584906268
2005-11-25,14730132931
2005-11-28,14761252930
2005-11-29,14725983597
2005-11-30,14522666270
2005-12-01,14649220933
2005-12-02,14562084935
2005-12-05,14501919603
2005-12-06,14485322271
2005-12-07,14369140940
2005-12-08,14508143603
2005-12-09,14616026267
2005-12-12,14522666270
2005-12-13,14632623600
2005-12-14,14663743599
2005-12-15,14781999596
2005-12-16,14605652934
2005-12-19,14481172937
2005-12-20,14574532935
2005-12-21,14352543607
2005-12-22,14352543607
2005-12-23,14352543607
2005-12-27,14371215607
2005-12-28,14340095608
2005-12-29,14286154276
2005-12-30,14242586277
2006-01-03,14636820746
2006-01-04,14586964985
2006-01-05,14499717401
2006-01-06,14661748627
2006-01-09,14591119631
2006-01-10,14630588776
2006-01-11,14555805133
2006-01-12,14680444538
2006-01-13,14721991006
2006-01-17,14769769445
2006-01-18,14798851972
2006-01-19,14869480968
2006-01-20,14640975393
2006-01-23,14628511453
2006-01-24,14734454947
2006-01-25,14481021491
2006-01-26,14310680971
2006-01-27,14495562754
2006-01-30,14381309967
2006-01-31,14439475022
2006-02-01,14458170933
2006-02-02,14331454205
2006-02-03,14335608852
2006-02-06,14505949372
2006-02-07,14520490635
2006-02-08,14458170933
2006-02-09,14470634874
2006-02-10,14541263870
2006-02-13,14460248257
2006-02-14,14358459409
2006-02-15,14562037104
2006-02-16,14589042308
2006-02-17,14701217772
2006-02-21,14857017028
2006-02-22,15112527807
2006-02-23,15008661637
2006-02-24,14994120373
2006-02-27,15079290633
2006-02-28,15062672045
2006-03-01,14956728552
2006-03-02,14850785058
2006-03-03,14736532270
2006-03-06,14499717401
2006-03-07,14520490635
2006-03-08,14593196955
2006-03-09,14601506248
2006-03-10,14734454947
2006-03-13,14840398441
2006-03-14,14859094351
2006-03-15,14807161266
2006-03-16,14948419258
2006-03-17,14881944909
2006-03-20,14738609593
2006-03-21,14555805133
2006-03-22,14651362010
2006-03-23,14572423721
2006-03-24,14537109223
2006-03-27,14420779112
2006-03-28,14483098814
2006-03-29,14557882457
2006-03-30,14373000673
2006-03-31,14338312515
2006-04-03,14413186210
2006-04-04,14540055526
2006-04-05,14779235384
2006-04-06,14600370447
2006-04-07,14469341481
2006-04-10,14375749363
2006-04-11,14174006352
2006-04-12,14153208104
2006-04-13,14074174759
2006-04-17,14092893183
2006-04-18,14415266035
2006-04-19,14446463408
2006-04-20,14552534475
2006-04-21,14577492373
2006-04-24,14691882740
2006-04-25,14429824809
2006-04-26,14321673917
2006-04-27,14562933599
2006-04-28,14546295000
2006-05-01,14352871289
2006-05-02,14463102006
2006-05-03,14232241448
2006-05-04,14267598470
2006-05-05,14654445893
2006-05-08,14627408170
2006-05-09,14302955493
2006-05-10,14529656402
2006-05-11,14406946735
2006-05-12,14167766878
2006-05-15,14302955493
2006-05-16,14236401098
2006-05-17,14138649330
2006-05-18,14117851081
2006-05-19,14259279171
2006-05-22,14315434442
2006-05-23,14188565126
2006-05-24,14180245827
2006-05-25,14298795843
2006-05-26,14467261656
2006-05-30,14433984459
2006-05-31,14581652023
2006-06-01,14887386276
2006-06-02,15039213490
2006-06-05,14970579270
2006-06-06,14947701196
2006-06-07,14816672231
2006-06-08,14949781021
2006-06-09,15074570512
2006-06-12,15080809987
2006-06-13,14951860846
2006-06-14,14806273107
2006-06-15,14860348553
2006-06-16,14783395033
2006-06-19,14644046768
2006-06-20,14656525717
2006-06-21,14608689746
2006-06-22,14556694125
2006-06-23,14502618679
2006-06-26,14533816051
2006-06-27,14575412548
2006-06-28,14671084491
2006-06-29,14683563440
2006-06-30,14743087557
2006-07-03,14888955561
2006-07-05,14891039389
2006-07-06,14868117275
2006-07-07,15016069107
2006-07-10,15118176710
2006-07-11,15264044714
2006-07-12,15282799172
2006-07-13,15286966829
2006-07-14,15334894888
2006-07-17,15453673120
2006-07-18,15709984041
2006-07-19,15843349073
2006-07-20,15855852045
2006-07-21,15964211134
2006-07-24,16128833596
2006-07-25,16201767598
2006-07-26,16243444170
2006-07-27,16097576166
2006-07-28,16172593997
2006-07-31,16066318737
2006-08-01,16233025027
2006-08-02,16249695656
2006-08-03,16193432283
2006-08-04,16233025027
2006-08-07,16057983422
2006-08-08,16420569604
2006-08-09,16418485775
2006-08-10,16366390060
2006-08-11,16208019084
2006-08-14,16264282457
2006-08-15,16374725374
2006-08-16,16110079138
2006-08-17,16047564279
2006-08-18,16141336567
2006-08-21,16137168910
2006-08-22,16253863314
2006-08-23,16101743824
2006-08-24,16126749767
2006-08-25,16062151080
2006-08-28,16114246795
2006-08-29,16035061307
2006-08-30,16020474507
2006-08-31,16180929311
2006-09-01,16158007197
2006-09-05,16049648108
2006-09-06,16030893650
2006-09-07,16093408509
2006-09-08,16276785428
2006-09-11,16462246177
2006-09-12,16216354398
2006-09-13,16339300287
2006-09-14,16201767598
2006-09-15,16333048801
2006-09-18,16195516112
2006-09-19,16249695656
2006-09-20,16203851426
2006-09-21,16189264626
2006-09-22,16047564279
2006-09-25,16262198628
2006-09-26,16260114799
2006-09-27,16626868638
2006-09-28,16570605265
2006-09-29,16301791372
2006-10-02,16313795360
2006-10-03,16525689549
2006-10-04,16550376251
2006-10-05,16531861225
2006-10-06,16587406303
2006-10-09,16597692429
2006-10-10,16844559446
2006-10-11,16735526513
2006-10-12,16743755414
2006-10-13,16704668136
2006-10-16,16947420703
2006-10-17,17295091751
2006-10-18,17560473795
2006-10-19,17552244894
2006-10-20,17548130444
2006-10-23,17581046046
2006-10-24,17529615417
2006-10-25,17794997461
2006-10-26,17782654110
2006-10-27,17784711335
2006-10-30,17817626937
2006-10-31,17657163376
2006-11-01,17733280706
2006-11-02,17546073219
2006-11-03,17334179029
2006-11-06,17681850078
2006-11-07,17667449502
2006-11-08,17720937355
2006-11-09,17760024633
2006-11-10,17842313639
2006-11-13,18029521126
2006-11-14,18107695682
2006-11-15,18227014740
2006-11-16,18348391023
2006-11-17,18381306625
2006-11-20,18385421076
2006-11-21,18315475421
2006-11-22,18381306625
2006-11-24,18373077725
2006-11-27,18368963275
2006-11-28,18496511233
2006-11-29,18817438355
2006-11-30,18786579978
2006-12-01,18685775946
2006-12-04,18926471288
2006-12-05,18916185162
2006-12-06,18951157989
2006-12-07,18829781706
2006-12-08,18768064952
2006-12-11,18901784586
2006-12-12,18984073591
2006-12-13,18996416942
2006-12-14,19012874743
2006-12-15,19049904796
2006-12-18,18998474167
2006-12-19,19179509980
2006-12-20,19189796105
2006-12-21,19132193802
2006-12-22,19091049299
2006-12-26,19130136576
2006-12-27,19136308252
2006-12-28,18996416942
2006-12-29,18992302492
2007-01-03,18647132956
2007-01-04,18867737884
2007-01-05,18402462035
2007-01-08,18264082580
2007-01-09,18252049584
2007-01-10,18442572022
2007-01-11,18426528027
2007-01-12,18141747120
2007-01-16,18191884603
2007-01-17,18199906601
2007-01-18,18139741620
2007-01-19,18256060583
2007-01-22,18474660012
2007-01-23,18468643514
2007-01-24,18540841490
2007-01-25,18414495031
2007-01-26,18426528027
2007-01-29,18482682009
2007-01-30,18568918481
2007-01-31,18621061464
2007-02-01,18976034849
2007-02-02,19078315316
2007-02-05,19593728649
2007-02-06,19637849635
2007-02-07,19637849635
2007-02-08,19702025614
2007-02-09,19677959622
2007-02-12,19637849635
2007-02-13,19958729531
2007-02-14,20044966003
2007-02-15,19902575549
2007-02-16,19986806522
2007-02-20,20020900011
2007-02-21,19978784524
2007-02-22,20042960503
2007-02-23,20245515938
2007-02-26,20626560814
2007-02-27,19768207092
2007-02-28,19804306081
2007-03-01,19766201593
2007-03-02,19302931243
2007-03-05,19168562787
2007-03-06,19351063228
2007-03-07,19365101723
2007-03-08,19629827637
2007-03-09,19619800141
2007-03-12,19874498558
2007-03-13,19764196094
2007-03-14,19852438065
2007-03-15,20081064991
2007-03-16,20010872514
2007-03-19,20185350957
2007-03-20,20474142864
2007-03-21,20891286728
2007-03-22,20885270230
2007-03-23,20869226236
2007-03-26,20905325224
2007-03-27,20993567195
2007-03-28,20881259232
2007-03-29,21089831164
2007-03-30,21041699180
2007-04-02,21202834629
2007-04-03,21403753352
2007-04-04,21366327315
2007-04-05,21529820002
2007-04-09,21736648099
2007-04-10,21726799142
2007-04-11,21488454382
2007-04-12,21401783561
2007-04-13,21616490823
2007-04-16,21890291828
2007-04-17,22039995974
2007-04-18,22231065740
2007-04-19,22195609495
2007-04-20,22435924046
2007-04-23,22642752143
2007-04-24,22709725050
2007-04-25,22940190644
2007-04-26,22672299014
2007-04-27,22479259456
2007-04-30,22286219899
2007-05-01,22691996928
2007-05-02,22859429197
2007-05-03,22936251061
2007-05-04,23099743747
2007-05-07,23381423918
2007-05-08,23255357268
2007-05-09,23342028090
2007-05-10,23202172900
2007-05-11,23316420801
2007-05-14,23347937464
2007-05-15,23456275991
2007-05-16,23542946812
2007-05-17,23379454126
2007-05-18,23296722887
2007-05-21,23168686446
2007-05-22,22851550031
2007-05-23,22536383407
2007-05-24,21852865791
2007-05-25,21846956417
2007-05-29,22038026183
2007-05-30,22199549078
2007-05-31,22238944906
2007-06-01,22114848047
2007-06-04,22006509520
2007-06-05,21667705400
2007-06-06,21427390849
2007-06-07,20546894093
2007-06-08,21037372152
2007-06-11,21470726260
2007-06-12,21283596077
2007-06-13,21618460615
2007-06-14,21738617890
2007-06-15,22128636587
2007-06-18,21803621006
2007-06-19,21500273131
2007-06-20,20974338827
2007-06-21,21326931487
2007-06-22,20718265945
2007-06-25,21102375268
2007-06-26,20869939883
2007-06-27,21110254433
2007-06-28,21007825281
2007-06-29,21145710679
2007-07-02,21409747123
2007-07-03,21214882764
2007-07-05,21158372100
2007-07-06,20899202502
2007-07-09,20776437956
2007-07-10,20250304187
2007-07-11,20560138518
2007-07-12,21146680238
2007-07-13,21483795579
2007-07-16,21027812979
2007-07-17,21000531969
2007-07-18,21322058161
2007-07-19,21380517469
2007-07-20,20803718966
2007-07-23,20967405028
2007-07-24,20041799323
2007-07-25,20166512512
2007-07-26,19390952364
2007-07-27,19065528884
2007-07-30,19174652925
2007-07-31,19478641325
2007-08-01,19718324487
2007-08-02,20004775094
2007-08-03,19205831223
2007-08-06,20189896235
2007-08-07,20345787723
2007-08-08,20012569669
2007-08-09,19211677153
2007-08-10,19094758538
2007-08-13,19486435900
2007-08-14,19199985292
2007-08-15,18703081176
2007-08-16,18806359287
2007-08-17,19455257602
2007-08-20,19426027948
2007-08-21,19486435900
2007-08-22,19942418500
2007-08-23,20076874907
2007-08-24,20482192774
2007-08-27,19782629725
2007-08-28,19338338987
2007-08-29,20055439828
2007-08-30,19952161718
2007-08-31,20191844879
2007-09-04,20511422428
2007-09-05,20232766394
2007-09-06,20712132718
2007-09-07,20351633653
2007-09-10,20312660782
2007-09-11,20441271259
2007-09-12,20484141418
2007-09-13,20550395300
2007-09-14,20597162746
2007-09-17,20482192774
2007-09-18,20848537769
2007-09-19,21277239359
2007-09-20,21201242259
2007-09-21,21355185102
2007-09-24,21357133746
2007-09-25,21390260687
2007-09-26,21622149274
2007-09-27,21542254887
2007-09-28,21101861436
2007-10-01,21401637320
2007-10-02,21289140042
2007-10-03,21450127526
2007-10-04,21859384864
2007-10-05,22225970822
2007-10-08,22063043730
2007-10-09,22497515975
2007-10-10,22307434368
2007-10-11,22276400636
2007-10-12,22386958306
2007-10-15,22134809234
2007-10-16,22078560595
2007-10-17,22045587255
2007-10-18,22255064945
2007-10-19,21760464844
2007-10-22,22022311956
2007-10-23,22006795091
2007-10-24,22276400636
2007-10-25,22844705850
2007-10-26,23176378859
2007-10-29,23217110632
2007-10-30,23195774942
2007-10-31,23250083972
2007-11-01,22879618799
2007-11-02,23021210200
2007-11-05,24080236299
2007-11-06,23961920196
2007-11-07,23349003993
2007-11-08,23703952301
2007-11-09,23170560035
2007-11-12,22495576367
2007-11-13,22819490943
2007-11-14,22829188984
2007-11-15,22953323912
2007-11-16,22829188984
2007-11-19,22908712922
2007-11-20,23108492571
2007-11-21,22365622615
2007-11-23,22330709667
2007-11-26,22196876698
2007-11-27,22559583439
2007-11-28,23025089417
2007-11-29,22968840778
2007-11-30,23186076900
2007-12-03,23215171024
2007-12-04,23288876137
2007-12-05,23733046424
2007-12-06,23773778197
2007-12-07,23752442507
2007-12-10,23597273847
2007-12-11,23034787458
2007-12-12,22850524675
2007-12-13,23283057312
2007-12-14,22668201500
2007-12-17,22363683007
2007-12-18,22749665046
2007-12-19,22615832078
2007-12-20,23046425107
2007-12-21,23286936529
2007-12-24,23284996921
2007-12-26,23143405519
2007-12-27,23063881581
2007-12-28,23418829889
2007-12-31,23024285589
2008-01-02,22546539369
2008-01-03,22729546993
2008-01-04,22866321113
2008-01-07,23765948068
2008-01-08,24058760268
2008-01-09,24286075002
2008-01-10,23947029297
2008-01-11,23962440465
2008-01-14,23713935375
2008-01-15,23101341431
2008-01-16,22802750043
2008-01-17,21614163681
2008-01-18,21431156056
2008-01-22,20658671240
2008-01-23,21512064690
2008-01-24,20843605261
2008-01-25,20483369199
2008-01-28,20600879358
2008-01-29,20485295595
2008-01-30,20186704207
2008-01-31,20839752468
2008-02-01,21107521519
2008-02-04,21529402254
2008-02-05,20415945337
2008-02-06,20144323494
2008-02-07,20296508782
2008-02-08,20092310801
2008-02-11,20602805754
2008-02-12,20762696626
2008-02-13,20970747400
2008-02-14,20529602704
2008-02-15,20514191536
2008-02-19,20421724526
2008-02-20,20469884427
2008-02-21,19992138206
2008-02-22,20130838722
2008-02-25,20113501158
2008-02-26,20498780368
2008-02-27,19951683889
2008-02-28,20105795573
2008-02-29,19791793017
2008-03-03,20313846347
2008-03-04,20895617954
2008-03-05,20990011360
2008-03-06,20575836210
2008-03-07,20319625535
2008-03-10,20184777811
2008-03-11,20887912370
2008-03-12,20785813379
2008-03-13,20984232172
2008-03-14,20670229616
2008-03-17,20585468190
2008-03-18,20666376824
2008-03-19,20194409792
2008-03-20,20333110307
2008-03-24,20157808267
2008-03-25,20236790505
2008-03-26,20519970724
2008-03-27,20878280389
2008-03-28,20816635716
2008-03-31,20869941306
2008-04-01,21122492851
2008-04-02,21204763430
2008-04-03,21309993240
2008-04-04,21304253432
2008-04-07,21114839774
2008-04-08,21426702666
2008-04-09,21332952472
2008-04-10,20793410535
2008-04-11,20890987268
2008-04-14,20908206691
2008-04-15,20921599576
2008-04-16,21558718247
2008-04-17,21866754601
2008-04-18,21784484022
2008-04-21,21828489215
2008-04-22,22123132684
2008-04-23,22178617493
2008-04-24,21757698252
2008-04-25,21660121518
2008-04-28,21531932477
2008-04-29,21432442474
2008-04-30,21975810950
2008-05-01,21811269792
2008-05-02,22165224608
2008-05-05,21949025180
2008-05-06,22038948836
2008-05-07,21547238631
2008-05-08,21773004406
2008-05-09,21872494408
2008-05-12,22136525569
2008-05-13,22090607106
2008-05-14,22258974803
2008-05-15,22605276543
2008-05-16,22787037124
2008-05-19,23152471557
2008-05-20,23320839253
2008-05-21,22966884437
2008-05-22,23343798485
2008-05-23,23031935592
2008-05-27,23307446368
2008-05-28,23162037903
2008-05-29,23114206171
2008-05-30,23106553094
2008-06-02,22959231360
2008-06-03,22413949615
2008-06-04,22825302510
2008-06-05,22928619051
2008-06-06,22530659041
2008-06-09,23008976361
2008-06-10,23248135021
2008-06-11,22672240968
2008-06-12,22741118662
2008-06-13,23190736942
2008-06-16,23154384826
2008-06-17,22964971167
2008-06-18,23227089059
2008-06-19,23370584255
2008-06-20,23146731749
2008-06-23,23502599835
2008-06-24,23274920791
2008-06-25,23380150601
2008-06-26,22553618272
2008-06-27,22523005964
2008-06-30,22936863004
2008-07-01,23077743470
2008-07-02,23033956298
2008-07-03,22940670584
2008-07-07,22773137056
2008-07-08,22577046677
2008-07-09,23140568543
2008-07-10,23222431517
2008-07-11,22790271167
2008-07-14,22603699738
2008-07-15,22518029184
2008-07-16,22009717230
2008-07-17,21067341135
2008-07-18,21055918395
2008-07-21,21516635597
2008-07-22,21400504401
2008-07-23,20621854254
2008-07-24,20265845508
2008-07-25,20372457753
2008-07-28,20345804691
2008-07-29,20863635596
2008-07-30,20975959211
2008-07-31,20355323642
2008-08-01,19822262417
2008-08-04,19576673495
2008-08-05,19780379035
2008-08-06,19738495653
2008-08-07,19654728889
2008-08-08,19428177868
2008-08-11,19551924224
2008-08-12,18959845506
2008-08-13,19201626847
2008-08-14,18824676409
2008-08-15,19142609354
2008-08-18,19034093319
2008-08-19,19007440258
2008-08-20,19209242008
2008-08-21,19628075827
2008-08-22,19513848422
2008-08-25,19584288655
2008-08-26,20201116644
2008-08-27,20246807607
2008-08-28,20220154545
2008-08-29,19683285740
2008-09-02,19060746381
2008-09-03,18959845506
2008-09-04,18820868829
2008-09-05,18438207021
2008-09-08,18592414018
2008-09-09,18028892152
2008-09-10,18257346963
2008-09-11,18647623931
2008-09-12,19152128305
2008-09-15,18417265330
2008-09-16,17600539382
2008-09-17,16618183695
2008-09-18,16629606436
2008-09-19,17370180781
2008-09-22,17090323637
2008-09-23,17097938798
2008-09-24,17242626845
2008-09-25,17813763872
2008-09-26,17235011684
2008-09-29,16147947543
2008-09-30,16855700777
2008-10-01,16662544785
2008-10-02,16408790836
2008-10-03,16408790836
2008-10-06,15702445887
2008-10-07,15016931486
2008-10-08,14405270847
2008-10-09,13901550320
2008-10-10,12924408246
2008-10-13,14759390164
2008-10-14,15018825172
2008-10-15,13918593496
2008-10-16,14628725817
2008-10-17,15310452846
2008-10-20,16586797338
2008-10-21,15528226758
2008-10-22,14318161282
2008-10-23,15054805210
2008-10-24,15011250428
2008-10-27,13967829337
2008-10-28,15340751825
2008-10-29,15096466306
2008-10-30,15401349783
2008-10-31,14780220712
2008-11-03,14992313566
2008-11-04,15583143657
2008-11-05,14946865097
2008-11-06,14424207709
2008-11-07,15168426381
2008-11-10,14808626005
2008-11-11,14753709106
2008-11-12,14365503437
2008-11-13,15683509025
2008-11-14,15147595833
2008-11-17,14840818671
2008-11-18,14984738821
2008-11-19,14819988122
2008-11-20,14579489976
2008-11-21,16240252765
2008-11-24,16086864184
2008-11-25,15905070309
2008-11-26,15888027134
2008-11-28,16115269476
2008-12-01,15365369745
2008-12-02,15710020632
2008-12-03,15880452389
2008-12-04,15463841427
2008-12-05,15738425925
2008-12-08,15494140406
2008-12-09,15121084227
2008-12-10,15318027590
2008-12-11,15274472808
2008-12-12,15441117193
2008-12-15,15268791749
2008-12-16,15639954243
2008-12-17,15333177080
2008-12-18,15429755076
2008-12-19,15501715151
2008-12-22,15524439385
2008-12-23,15287728611
2008-12-24,15429755076
2008-12-26,15475203544
2008-12-29,15473309858
2008-12-30,15583143657
2008-12-31,16010306051
2009-01-02,16310752068
2009-01-05,16455197269
2009-01-06,16177862484
2009-01-07,15971787330
2009-01-08,15973713266
2009-01-09,15430599312
2009-01-12,15565414832
2009-01-13,14947189373
2009-01-14,14673706460
2009-01-15,14669854588
2009-01-16,14850892573
2009-01-20,15082004894
2009-01-21,14995337773
2009-01-22,14900966909
2009-01-23,15033856494
2009-01-26,15345858127
2009-01-27,15345858127
2009-01-28,15374747167
2009-01-29,14931781885
2009-01-30,14706447372
2009-02-02,14132518441
2009-02-03,14215333689
2009-02-04,14107481273
2009-02-05,14030443832
2009-02-06,14307778618
2009-02-09,13972665752
2009-02-10,13591330422
2009-02-11,13635626950
2009-02-12,13360218101
2009-02-13,13477700197
2009-02-17,13358292165
2009-02-18,13225402580
2009-02-19,13385255269
2009-02-20,13027031171
2009-02-23,12715029538
2009-02-24,13144513268
2009-02-25,13186883860
2009-02-26,13171476372
2009-02-27,12978882771
2009-03-02,12595621505
2009-03-03,12141100607
2009-03-04,12420361328
2009-03-05,12220063983
2009-03-06,12233545535
2009-03-09,11788654317
2009-03-10,12121841246
2009-03-11,11827173037
2009-03-12,11769394957
2009-03-13,11657690668
2009-03-16,12025544446
2009-03-17,12352953568
2009-03-18,12867178482
2009-03-19,13005845875
2009-03-20,12913400947
2009-03-23,13333254997
2009-03-24,12978882771
2009-03-25,12907623139
2009-03-26,13256217556
2009-03-27,13096364868
2009-03-30,12890289714
2009-03-31,13352789586
2009-04-01,13472413637
2009-04-02,13656752339
2009-04-03,13574388238
