,HPE
2020-06-04,13540160000
2020-06-05,14354120000
2020-06-08,14974280000
2020-06-09,14237840000
2020-06-10,13824400000
2020-06-11,12597000000
2020-06-12,13113800000
2020-06-15,13191320000
2020-06-16,13449720000
2020-06-17,12971679999
2020-06-18,13100880000
2020-06-19,12687440000
2020-06-22,12545320000
2020-06-23,12493640000
2020-06-24,11976840000
2020-06-25,12235240000
2020-06-26,12274000000
2020-06-29,12377360000
2020-06-30,12571160000
2020-07-01,12170640000
2020-07-02,12157720000
2020-07-06,12390280000
2020-07-07,11718440000
2020-07-08,11899320000
2020-07-09,11602160000
2020-07-10,11963920000
2020-07-13,12196480000
2020-07-14,12286920000
2020-07-15,12454880000
2020-07-16,12558240000
2020-07-17,12493640000
2020-07-20,12338600000
2020-07-21,12480720000
2020-07-22,12597000000
2020-07-23,12687440000
2020-07-24,12429039999
2020-07-27,12597000000
2020-07-28,12248160000
2020-07-29,12545320000
2020-07-30,12429039999
2020-07-31,12702689999
2020-08-03,12728430000
2020-08-04,12818520000
2020-08-05,12818520000
2020-08-06,13011570000
2020-08-07,12985830000
2020-08-10,13140270000
2020-08-11,13075920000
2020-08-12,13050180000
2020-08-13,12368070000
2020-08-14,12445290000
2020-08-17,12175020000
2020-08-18,12162150000
2020-08-19,12123540000
2020-08-20,11917620000
2020-08-21,12007710000
2020-08-24,12380939999
2020-08-25,12007710000
2020-08-26,12445290000
2020-08-27,12316590000
2020-08-28,12651210000
2020-08-31,12445290000
2020-09-01,12187890000
2020-09-02,12651210000
2020-09-03,12252240000
2020-09-04,12342330000
2020-09-08,12136410000
2020-09-09,12175020000
2020-09-10,11866140000
2020-09-11,11891880000
2020-09-14,12059189999
2020-09-15,11943360000
2020-09-16,12187890000
2020-09-17,12393810000
2020-09-18,12226500000
2020-09-21,11879010000
2020-09-22,11981970000
2020-09-23,11673090000
2020-09-24,11750310000
2020-09-25,11724570000
2020-09-28,12200760000
2020-09-29,12072060000
2020-09-30,12059189999
2020-10-01,11879010000
2020-10-02,12123540000
2020-10-05,12573990000
2020-10-06,12303720000
2020-10-07,12573990000
2020-10-08,12857130000
2020-10-09,12625470000
2020-10-12,12779910000
2020-10-13,12586860000
2020-10-14,12561120000
2020-10-15,12715560000
2020-10-16,12200760000
2020-10-19,12033450000
2020-10-20,12020580000
2020-10-21,11994840000
2020-10-22,12175020000
2020-10-23,12200760000
2020-10-26,11660220000
2020-10-27,11325600000
2020-10-28,10772189999
2020-10-29,10978110000
2020-10-30,11119680000
2020-11-02,11583000000
2020-11-03,12116000000
2020-11-04,11466000000
2020-11-05,12064000000
2020-11-06,11947000000
2020-11-09,12649000000
2020-11-10,12883000000
2020-11-11,12935000000
2020-11-12,12571000000
2020-11-13,13182000000
2020-11-16,13819000000
2020-11-17,13624000000
2020-11-18,13650000000
2020-11-19,13637000000
2020-11-20,13611000000
2020-11-23,14391000000
2020-11-24,14989000000
2020-11-25,14612000000
2020-11-27,14586000000
2020-11-30,14351999999
2020-12-01,14560000000
2020-12-02,14976000000
2020-12-03,15093000000
2020-12-04,16042000000
2020-12-07,15704000000
2020-12-08,15730000000
2020-12-09,15769000000
2020-12-10,15755999999
2020-12-11,15587000000
2020-12-14,15430999999
2020-12-15,15821000000
2020-12-16,15808000000
2020-12-17,15834000000
2020-12-18,15755999999
2020-12-21,15171000000
2020-12-22,15093000000
2020-12-23,15275000000
2020-12-24,15288000000
2020-12-28,15326999999
2020-12-29,15171000000
2020-12-30,15184000000
2020-12-31,15405000000
2021-01-04,15041000000
2021-01-05,15314000000
2021-01-06,15651999999
2021-01-07,15561000000
2021-01-08,15444000000
2021-01-11,15561000000
2021-01-12,15782000000
2021-01-13,15821000000
2021-01-14,16224000000
2021-01-15,16301999999
2021-01-19,16003000000
2021-01-20,16042000000
2021-01-21,15938000000
2021-01-22,15782000000
2021-01-25,15990000000
2021-01-26,15886000000
2021-01-27,16991000000
2021-01-28,16328000000
2021-01-29,16042000000
2021-02-01,16205420000
2021-02-02,16166150000
2021-02-03,16650480000
2021-02-04,16964640000
2021-02-05,17200260000
2021-02-08,17671500000
2021-02-09,17802400000
2021-02-10,18273640000
2021-02-11,18574710000
2021-02-12,18823420000
2021-02-16,18718700000
2021-02-17,18326000000
2021-02-18,18247460000
2021-02-19,18496170000
2021-02-22,18941230000
2021-02-23,18941230000
2021-02-24,19425560000
2021-02-25,18967410000
2021-02-26,19059040000
2021-03-01,19111400000
2021-03-02,18980500000
2021-03-03,19059040000
2021-03-04,18378360000
2021-03-05,18849600000
2021-03-08,19386290000
2021-03-09,19451740000
2021-03-10,19831350000
2021-03-11,20289500000
2021-03-12,20695290000
2021-03-15,21009450000
2021-03-16,20603660000
2021-03-17,20983270000
2021-03-18,20394220000
2021-03-19,20001520000
2021-03-22,20080060000
2021-03-23,19320840000
2021-03-24,19320840000
2021-03-25,20080060000
2021-03-26,20957090000
2021-03-29,20498940000
2021-03-30,20656020000
2021-03-31,20603660000
2021-04-01,20551300000
2021-04-05,20826190000
2021-04-06,20839280000
2021-04-07,20813100000
2021-04-08,20603660000
2021-04-09,20669110000
2021-04-12,20708380000
2021-04-13,20512030000
2021-04-14,20656020000
2021-04-15,20734560000
2021-04-16,20878550000
2021-04-19,20891640000
2021-04-20,20616750000
2021-04-21,20930910000
2021-04-22,20944000000
2021-04-23,21493780000
2021-04-26,21245070000
2021-04-27,21205800000
2021-04-28,21140350000
2021-04-29,21428330000
2021-04-30,21050280000
2021-05-03,21050280000
2021-05-04,20853180000
2021-05-05,20971440000
2021-05-06,21510180000
2021-05-07,21654720000
2021-05-10,21562740000
2021-05-11,21247380000
2021-05-12,20603520000
2021-05-13,21115980000
2021-05-14,21365640000
2021-05-17,21733560000
2021-05-18,21457619999
2021-05-19,21181680000
2021-05-20,21168540000
2021-05-21,21326220000
2021-05-24,21497040000
2021-05-25,21089700000
2021-05-26,21339359999
2021-05-27,21470760000
2021-05-28,20971440000
2021-06-01,21142260000
2021-06-02,21115980000
2021-06-03,20892600000
2021-06-04,21313080000
2021-06-07,20892600000
2021-06-08,21024000000
2021-06-09,20564100000
2021-06-10,20537820000
2021-06-11,20879460000
2021-06-14,20656080000
2021-06-15,20537820000
2021-06-16,20445840000
2021-06-17,19381500000
2021-06-18,18987300000
2021-06-21,19355220000
2021-06-22,19197540000
2021-06-23,19000440000
2021-06-24,19210680000
2021-06-25,19368360000
2021-06-28,19092420000
2021-06-29,19092420000
2021-06-30,19158120000
2021-07-01,19315800000
2021-07-02,19328940000
2021-07-06,18855900000
2021-07-07,18974160000
2021-07-08,18790200000
2021-07-09,19158120000
2021-07-12,19013580000
2021-07-13,18080640000
2021-07-14,18409140000
2021-07-15,18487980000
2021-07-16,18212040000
2021-07-19,17962380000
2021-07-20,18356580000
2021-07-21,18698220000
2021-07-22,18422280000
2021-07-23,18527400000
2021-07-26,18961020000
2021-07-27,18842760000
2021-07-28,19000440000
2021-07-29,19118700000
2021-07-30,19053000000
2021-08-02,19010880000
2021-08-03,19483200000
2021-08-04,19233920000
2021-08-05,19273280000
2021-08-06,19509440000
2021-08-09,19312640000
2021-08-10,19443840000
2021-08-11,19929280000
2021-08-12,19955520000
2021-08-13,19653760000
2021-08-16,19680000000
2021-08-17,19575040000
2021-08-18,19299520000
2021-08-19,18866560000
2021-08-20,19128960000
2021-08-23,19286400000
2021-08-24,19470080000
2021-08-25,19824320000
2021-08-26,19837440000
2021-08-27,20231040000
2021-08-30,20086720000
2021-08-31,20283520000
2021-09-01,20126080000
2021-09-02,20191680000
2021-09-03,20309760000
2021-09-07,19706240000
2021-09-08,19076480000
2021-09-09,19233920000
2021-09-10,18774720000
2021-09-13,18761600000
2021-09-14,18040000000
2021-09-15,18026880000
2021-09-16,17921920000
2021-09-17,17777600000
2021-09-20,17423360000
2021-09-21,17069120000
2021-09-22,17265920000
2021-09-23,17633280000
2021-09-24,17593920000
2021-09-27,18368000000
2021-09-28,18604160000
2021-09-29,18486080000
2021-09-30,18696000000
2021-10-01,19181440000
2021-10-04,19483200000
2021-10-05,19719360000
2021-10-06,19299520000
2021-10-07,19378240000
2021-10-08,19456960000
2021-10-11,19496320000
2021-10-12,19286400000
2021-10-13,19312640000
2021-10-14,19745600000
2021-10-15,19876800000
2021-10-18,19824320000
2021-10-19,20165440000
2021-10-20,20322880000
2021-10-21,20322880000
2021-10-22,20152320000
2021-10-25,20217920000
2021-10-26,19522560000
2021-10-27,19128960000
2021-10-28,19365120000
2021-10-29,19220800000
2021-11-01,19507840000
2021-11-02,19872960000
2021-11-03,19925120000
2021-11-04,19912080000
2021-11-05,20159840000
2021-11-08,20133760000
2021-11-09,20251120000
2021-11-10,20498880000
2021-11-11,20785760000
2021-11-12,19090560000
2021-11-15,19168800000
2021-11-16,19012320000
2021-11-17,18973200000
2021-11-18,19051440000
2021-11-19,18764560000
2021-11-22,19260080000
2021-11-23,19312240000
2021-11-24,19377440000
2021-11-26,18816720000
2021-11-29,19051440000
2021-11-30,18712400000
2021-12-01,18529840000
2021-12-02,19546960000
2021-12-03,19781680000
2021-12-06,19716480000
2021-12-07,20172880000
2021-12-08,20316320000
2021-12-09,20055520000
2021-12-10,19833840000
2021-12-13,19286160000
2021-12-14,18999280000
2021-12-15,19286160000
2021-12-16,19494800000
2021-12-17,19664320000
2021-12-20,19364400000
2021-12-21,20107680000
2021-12-22,20277200000
2021-12-23,20551040000
2021-12-27,20759680000
2021-12-28,20824880000
2021-12-29,20955280000
2021-12-30,20720560000
2021-12-31,20564080000
2022-01-03,21046560000
2022-01-04,21946319999
2022-01-05,22024560000
2022-01-06,22128880000
2022-01-07,22337520000
2022-01-10,22168000000
2022-01-11,22220160000
2022-01-12,22363600000
2022-01-13,22806959999
2022-01-14,22898240000
2022-01-18,22585280000
2022-01-19,21828959999
2022-01-20,21737680000
2022-01-21,21046560000
2022-01-24,20994400000
2022-01-25,20720560000
2022-01-26,20655360000
2022-01-27,20616240000
2022-01-28,21033520000
2022-01-31,21343309999
2022-02-01,21970670000
2022-02-02,22258210000
2022-02-03,22022950000
2022-02-04,22009880000
2022-02-07,22127510000
2022-02-08,22349700000
2022-02-09,22611100000
2022-02-10,22676450000
2022-02-11,22480400000
2022-02-14,22049090000
2022-02-15,22715660000
2022-02-16,23055480000
2022-02-17,22532679999
2022-02-18,22650309999
2022-02-22,22140580000
2022-02-23,21722340000
2022-02-24,21238750000
2022-02-25,20938140000
2022-02-28,20807440000
2022-03-01,20140870000
2022-03-02,22205929999
2022-03-03,21892250000
2022-03-04,21460940000
2022-03-07,20611390000
2022-03-08,21029630000
2022-03-09,21395590000
2022-03-10,21382520000
2022-03-11,21630850000
2022-03-14,21330240000
2022-03-15,21604710000
2022-03-16,21905320000
2022-03-17,21853040000
2022-03-18,22271280000
2022-03-21,22284350000
2022-03-22,22388910000
2022-03-23,22179790000
2022-03-24,22284350000
2022-03-25,22924780000
2022-03-28,22715660000
2022-03-29,22950920000
2022-03-30,22584960000
2022-03-31,21839970000
2022-04-01,21291030000
2022-04-04,21330240000
2022-04-05,20650600000
2022-04-06,20349990000
2022-04-07,20912000000
2022-04-08,21042700000
2022-04-11,20663670000
2022-04-12,20140870000
2022-04-13,20232360000
2022-04-14,20101660000
2022-04-18,20532970000
2022-04-19,21055770000
2022-04-20,21591640000
2022-04-21,21330240000
2022-04-22,20585250000
2022-04-25,20376130000
2022-04-26,19957890000
2022-04-27,20101660000
2022-04-28,20519900000
2022-04-29,20140870000
2022-05-02,20070900000
2022-05-03,20214450000
2022-05-04,20997450000
2022-05-05,20814750000
2022-05-06,20475450000
2022-05-09,20671200000
2022-05-10,21167100000
2022-05-11,20331900000
2022-05-12,20384100000
2022-05-13,20814750000
2022-05-16,20840850000
2022-05-17,21858750000
2022-05-18,20566800000
2022-05-19,19627200000
2022-05-20,18478800000
2022-05-23,18935550000
2022-05-24,19000800000
2022-05-25,19457550000
2022-05-26,19692450000
2022-05-27,20605950000
2022-05-31,20358000000
2022-06-01,20592900000
2022-06-02,19522800000
2022-06-03,19679400000
2022-06-06,19862100000
2022-06-07,20018700000
2022-06-08,19535850000
2022-06-09,19157400000
2022-06-10,18570150000
2022-06-13,17878500000
2022-06-14,17839350000
2022-06-15,18361350000
2022-06-16,17421750000
2022-06-17,17513100000
2022-06-21,18139500000
2022-06-22,17917650000
2022-06-23,17774100000
2022-06-24,18348300000
2022-06-27,18439650000
2022-06-28,17943750000
2022-06-29,17434800000
2022-06-30,17304300000
2022-07-01,16912800000
2022-07-05,16743150000
2022-07-06,16664850000
2022-07-07,17017199999
2022-07-08,17212950000
2022-07-11,17043300000
2022-07-12,17121599999
2022-07-13,16965000000
2022-07-14,16978050000
2022-07-15,17317350000
2022-07-18,17173800000
2022-07-19,17982900000
2022-07-20,18152550000
2022-07-21,18348300000
2022-07-22,17969850000
2022-07-25,18113400000
2022-07-26,17982900000
2022-07-27,18256950000
2022-07-28,18374400000
2022-07-29,18583200000
2022-08-01,18688320000
2022-08-02,18364320000
2022-08-03,18493920000
2022-08-04,18519840000
2022-08-05,18610560000
2022-08-08,18662400000
2022-08-09,18260640000
2022-08-10,18804960000
2022-08-11,19012320000
2022-08-12,19180800000
2022-08-15,19258560000
2022-08-16,19375200000
2022-08-17,19349280000
2022-08-18,19660320000
2022-08-19,19258560000
2022-08-22,18675360000
2022-08-23,18675360000
2022-08-24,18610560000
2022-08-25,19219680000
2022-08-26,17832960000
2022-08-29,17781120000
2022-08-30,17690400000
2022-08-31,17625600000
2022-09-01,17327520000
2022-09-02,17159040000
2022-09-06,17042400000
2022-09-07,17223840000
2022-09-08,17314560000
2022-09-09,17405280000
2022-09-12,17832960000
2022-09-13,17081280000
2022-09-14,16886880000
2022-09-15,16938720000
2022-09-16,16925760000
2022-09-19,16822080000
2022-09-20,16536960000
2022-09-21,16329600000
2022-09-22,16070400000
2022-09-23,15759360000
2022-09-26,15564960000
2022-09-27,15603839999
2022-09-28,15914880000
2022-09-29,15707519999
2022-09-30,15526080000
2022-10-03,16031519999
2022-10-04,16653600000
2022-10-05,16783200000
2022-10-06,16731360000
2022-10-07,16148160000
2022-10-10,15940800000
2022-10-11,15824160000
2022-10-12,16005600000
2022-10-13,16627680000
2022-10-14,16316640000
2022-10-17,16562880000
2022-10-18,16679519999
2022-10-19,16614720000
2022-10-20,16601760000
2022-10-21,17457120000
2022-10-24,17703360000
2022-10-25,17949600000
2022-10-26,18118080000
2022-10-27,18234720000
2022-10-28,18649440000
2022-10-31,18522460000
2022-11-01,18639280000
2022-11-02,18172000000
2022-11-03,17912400000
2022-11-04,18496500000
2022-11-07,18730140000
2022-11-08,18717160000
2022-11-09,18366700000
2022-11-10,19301260000
2022-11-11,19846420000
2022-11-14,19885360000
2022-11-15,20131980000
2022-11-16,19768540000
2022-11-17,20170920000
2022-11-18,20469460000
2022-11-21,20183900000
2022-11-22,20287740000
2022-11-23,20508400000
2022-11-25,20547340000
2022-11-28,20183900000
2022-11-29,20067080000
2022-11-30,21780440000
2022-12-01,21832360000
2022-12-02,21663620000
2022-12-05,21040580000
2022-12-06,21118460000
2022-12-07,20845880000
2022-12-08,21144420000
2022-12-09,20962700000
2022-12-12,21235280000
2022-12-13,21092500000
2022-12-14,21027600000
2022-12-15,20456480000
2022-12-16,20300720000
2022-12-19,20093040000
2022-12-20,20326680000
2022-12-21,20482440000
2022-12-22,20391580000
2022-12-23,20443500000
2022-12-27,20612240000
2022-12-28,20209860000
2022-12-29,20664160000
2022-12-30,20716080000
2023-01-03,20845880000
2023-01-04,21313160000
2023-01-05,21352100000
2023-01-06,22208780000
2023-01-09,22014080000
2023-01-10,22143880000
2023-01-11,21949180000
2023-01-12,21183360000
2023-01-13,21352100000
2023-01-17,21092500000
2023-01-18,20871839999
2023-01-19,20521380000
2023-01-20,20703100000
2023-01-23,20988660000
2023-01-24,20988660000
2023-01-25,20936740000
2023-01-26,21053560000
2023-01-27,20949720000
2023-01-30,20780980000
2023-01-31,21033520000
2023-02-01,21007440000
2023-02-02,21398640000
2023-02-03,21294319999
2023-02-06,21007440000
2023-02-07,21163920000
2023-02-08,20877040000
2023-02-09,21176959999
2023-02-10,21437760000
2023-02-13,21724640000
2023-02-14,21568160000
2023-02-15,21607280000
2023-02-16,21463840000
2023-02-17,21333440000
2023-02-21,20837920000
2023-02-22,20538000000
2023-02-23,20524960000
2023-02-24,20342400000
2023-02-27,20394560000
2023-02-28,20355440000
2023-03-01,20264160000
2023-03-02,20212000000
2023-03-03,19925120000
2023-03-06,19755600000
2023-03-07,19573040000
2023-03-08,19690400000
2023-03-09,19181840000
2023-03-10,18686320000
2023-03-13,18269040000
2023-03-14,18438560000
2023-03-15,18138640000
2023-03-16,18660240000
2023-03-17,18386400000
2023-03-20,18829760000
2023-03-21,19234000000
2023-03-22,18816720000
2023-03-23,18608080000
2023-03-24,18555920000
2023-03-27,19573040000
2023-03-28,19494800000
2023-03-29,20238080000
2023-03-30,20498880000
2023-03-31,20772720000
2023-04-03,21294319999
2023-04-04,21007440000
2023-04-05,20746640000
2023-04-06,20681440000
2023-04-10,20942240000
2023-04-11,20929200000
2023-04-12,20837920000
2023-04-13,20903120000
2023-04-14,20746640000
2023-04-17,20668400000
2023-04-18,20577120000
2023-04-19,19507840000
2023-04-20,18960160000
2023-04-21,18855840000
2023-04-24,18699360000
2023-04-25,18438560000
2023-04-26,18373360000
2023-04-27,18595040000
2023-04-28,18673280000
2023-05-01,18757560000
2023-05-02,18510750000
2023-05-03,18121050000
2023-05-04,17926200000
2023-05-05,18328890000
2023-05-08,18432810000
2023-05-09,18393840000
2023-05-10,18302910000
2023-05-11,17900220000
2023-05-12,17965170000
2023-05-15,18562710000
2023-05-16,18237960000
2023-05-17,18588690000
2023-05-18,18718590000
2023-05-19,18614670000
2023-05-22,18770550000
2023-05-23,18679620000
2023-05-24,18393840000
2023-05-25,19056330000
2023-05-26,19926660000
2023-05-30,20160480000
2023-05-31,18731580000
2023-06-01,19056330000
2023-06-02,19796760000
2023-06-05,19510980000
2023-06-06,19926660000
2023-06-07,20472240000
2023-06-08,20524200000
2023-06-09,20511210000
2023-06-12,21147720000
2023-06-13,21615360000
2023-06-14,21836190000
2023-06-15,22667550000
2023-06-16,22823430000
2023-06-20,22095990000
2023-06-21,21849180000
2023-06-22,21797220000
2023-06-23,21459480000
2023-06-26,21290610000
2023-06-27,21342570000
2023-06-28,21251640000
2023-06-29,21628350000
2023-06-30,21823200000
2023-07-03,21706290000
2023-07-05,21654330000
2023-07-06,21641340000
2023-07-07,21914130000
2023-07-10,22070009999
2023-07-11,22511669999
2023-07-12,22186919999
2023-07-13,22498680000
2023-07-14,21914130000
2023-07-17,22147950000
2023-07-18,22680540000
2023-07-19,22433730000
2023-07-20,22342800000
2023-07-21,22420740000
2023-07-24,22537650000
2023-07-25,22849410000
2023-07-26,22667550000
2023-07-27,22550640000
2023-07-28,22420740000
2023-07-31,22507100000
2023-08-01,22545950000
2023-08-02,22325799999
2023-08-03,22429400000
2023-08-04,22494150000
2023-08-07,22727250000
2023-08-08,23400650000
2023-08-09,22895600000
2023-08-10,22817900000
2023-08-11,22792000000
2023-08-14,22792000000
2023-08-15,22403500000
2023-08-16,22066800000
2023-08-17,21976150000
2023-08-18,22015000000
2023-08-21,22066800000
2023-08-22,21743050000
2023-08-23,22040900000
2023-08-24,21626500000
2023-08-25,21522900000
2023-08-28,21743050000
2023-08-29,21807800000
2023-08-30,22481200000
2023-08-31,22002049999
2023-09-01,23284100000
2023-09-05,23063950000
2023-09-06,22986250000
2023-09-07,22390550000
2023-09-08,22455300000
2023-09-11,22312850000
2023-09-12,22118599999
2023-09-13,21717150000
2023-09-14,22286950000
2023-09-15,22105650000
2023-09-18,22015000000
2023-09-19,22105650000
2023-09-20,22144500000
2023-09-21,21989100000
2023-09-22,22040900000
2023-09-25,21976150000
2023-09-26,21730100000
2023-09-27,22105650000
2023-09-28,22830850000
2023-09-29,22494150000
2023-10-02,22584800000
2023-10-03,21924350000
2023-10-04,22027950000
2023-10-05,21743050000
2023-10-06,21794849999
2023-10-09,21820750000
2023-10-10,21924350000
2023-10-11,22222200000
2023-10-12,21950250000
2023-10-13,21341600000
2023-10-16,22157450000
2023-10-17,21989100000
2023-10-18,21600600000
2023-10-19,21108500000
2023-10-20,19722850000
2023-10-23,19684000000
2023-10-24,19800550000
2023-10-25,19606300000
2023-10-26,19593350000
2023-10-27,19696950000
2023-10-30,19813500000
2023-10-31,20009380000
2023-11-01,20204530000
2023-11-02,20282590000
2023-11-03,20724930000
2023-11-06,20698910000
2023-11-07,20490750000
2023-11-08,20477740000
2023-11-09,20321620000
2023-11-10,20763960000
2023-11-13,20816000000
2023-11-14,21362420000
2023-11-15,21401450000
2023-11-16,20477740000
2023-11-17,20724930000
2023-11-20,20594830000
2023-11-21,20321620000
2023-11-22,20529780000
2023-11-24,20594830000
2023-11-27,20295600000
2023-11-28,20191520000
2023-11-29,21492520000
2023-11-30,21999910000
2023-12-01,21973890000
2023-12-04,21518540000
2023-12-05,20920079999
2023-12-06,20659880000
2023-12-07,20972120000
2023-12-08,21102220000
2023-12-11,21674660000
2023-12-12,21297370000
2023-12-13,21570579999
2023-12-14,22195060000
2023-12-15,21752720000
2023-12-18,21843790000
2023-12-19,21895829999
2023-12-20,21778739999
2023-12-21,22117000000
2023-12-22,22234090000
2023-12-26,22416230000
2023-12-27,22234090000
2023-12-28,22338170000
2023-12-29,22090980000
2024-01-02,22025930000
2024-01-03,22169040000
2024-01-04,22117000000
2024-01-05,22338170000
2024-01-08,23053720000
2024-01-09,20998140000
2024-01-10,21375430000
2024-01-11,21297370000
2024-01-12,20672890000
2024-01-16,19918310000
2024-01-17,19567040000
2024-01-18,19462960000
2024-01-19,19996370000
2024-01-22,20165500000
2024-01-23,20165500000
2024-01-24,20503760000
2024-01-25,20711920000
2024-01-26,20607840000
2024-01-29,20555800000
2024-01-30,20672890000
2024-01-31,19892290000
2024-02-01,19983360000
2024-02-02,20048410000
2024-02-05,19879280000
2024-02-06,19879280000
2024-02-07,19853260000
2024-02-08,20165500000
2024-02-09,20139480000
2024-02-12,20308610000
2024-02-13,19814230000
2024-02-14,19814230000
2024-02-15,19853260000
2024-02-16,19423930000
2024-02-20,19528010000
2024-02-21,19397910000
2024-02-22,19606070000
2024-02-23,19658110000
2024-02-26,19423930000
2024-02-27,19371890000
2024-02-28,19332860000
2024-02-29,19814230000
2024-03-01,20243560000
2024-03-04,22312150000
2024-03-05,23548100000
2024-03-06,24419770000
2024-03-07,23652180000
2024-03-08,23404989999
2024-03-11,23470040000
2024-03-12,23483050000
2024-03-13,23287900000
2024-03-14,22806530000
2024-03-15,21765730000
2024-03-18,22195060000
2024-03-19,21830780000
2024-03-20,22025930000
2024-03-21,22390210000
2024-03-22,22598370000
2024-03-25,22663420000
2024-03-26,23014690000
2024-03-27,22988670000
2024-03-28,23066730000
2024-04-01,23339940000
2024-04-02,23027700000
2024-04-03,23665190000
2024-04-04,23339940000
2024-04-05,23418000000
2024-04-08,23600140000
2024-04-09,23444020000
2024-04-10,23418000000
2024-04-11,23339940000
2024-04-12,22663420000
2024-04-15,22455260000
2024-04-16,22299140000
2024-04-17,22156030000
2024-04-18,22169040000
2024-04-19,21843790000
2024-04-22,21895829999
2024-04-23,21895829999
2024-04-24,22025930000
2024-04-25,22077970000
2024-04-26,22338170000
2024-04-29,22351180000
2024-04-30,22117000000
2024-05-01,21388440000
2024-05-02,21505530000
2024-05-03,21934860000
2024-05-06,22325160000
2024-05-07,21934860000
2024-05-08,22351180000
2024-05-09,22195060000
2024-05-10,22195060000
2024-05-13,22611380000
2024-05-14,22962650000
2024-05-15,23378970000
2024-05-16,23274890000
2024-05-17,23235860000
2024-05-20,23157800000
2024-05-21,23131780000
2024-05-22,23613150000
2024-05-23,23730239999
2024-05-24,23951410000
2024-05-28,23951410000
2024-05-29,23652180000
2024-05-30,24094520000
2024-05-31,22962650000
2024-06-03,23532450000
2024-06-04,23073600000
2024-06-05,25538280000
2024-06-06,25682490000
2024-06-07,26259330000
2024-06-10,26993490000
2024-06-11,26954160000
2024-06-12,27413010000
2024-06-13,28527360000
2024-06-14,28317600000
2024-06-17,28396260000
2024-06-18,28632240000
2024-06-20,28160280000
2024-06-21,27426120000
2024-06-24,26836170000
2024-06-25,27688320000
2024-06-26,27426120000
2024-06-27,27583440000
2024-06-28,27753870000
2024-07-01,27740760000
2024-07-02,27688320000
2024-07-03,27098370000
2024-07-05,26941050000
2024-07-08,27386790000
2024-07-09,27858750000
2024-07-10,27989850000
2024-07-11,27793200000
2024-07-12,27753870000
2024-07-15,28107840000
2024-07-16,28094730000
2024-07-17,27281910000
2024-07-18,27098370000
2024-07-19,26849280000
2024-07-22,26993490000
2024-07-23,26927940000
2024-07-24,26285550000
2024-07-25,25498950000
2024-07-26,25905360000
2024-07-29,25446510000
2024-07-30,24922110000
2024-07-31,26102010000
2024-08-01,25013879999
2024-08-02,23637330000
2024-08-05,22745850000
2024-08-06,22614750000
2024-08-07,21919920000
2024-08-08,22693410000
2024-08-09,22732740000
