,X
2004-08-24,4041418800
2004-08-25,4068664320
2004-08-26,4005091440
2004-08-27,4123155360
2004-08-30,4074340470
2004-08-31,4190133929
2004-09-01,4153806570
2004-09-02,4342254750
2004-09-03,4326361530
2004-09-07,4371770730
2004-09-08,4313874000
2004-09-09,4536379080
2004-09-10,4391069640
2004-09-13,4426261770
2004-09-14,4350201360
2004-09-15,4322955840
2004-09-16,4291169399
2004-09-17,4313874000
2004-09-20,4290034170
2004-09-21,4095909840
2004-09-22,4043689259
2004-09-23,3974440230
2004-09-24,4009632360
2004-09-27,4039148340
2004-09-28,4285493250
2004-09-29,4179916860
2004-09-30,4295037780
2004-10-01,4379522840
2004-10-04,4652386750
2004-10-05,4622702810
2004-10-06,4760847300
2004-10-07,4636403090
2004-10-08,4451449310
2004-10-11,4422907060
2004-10-12,4276770740
2004-10-13,4073549920
2004-10-14,4065558090
2004-10-15,4078116680
2004-10-18,3965089369
2004-10-19,3753876720
2004-10-20,3805252770
2004-10-21,3894304590
2004-10-22,3837220090
2004-10-25,4092958650
2004-10-26,4275629050
2004-10-27,4244803420
2004-10-28,4124925970
2004-10-29,4192285680
2004-11-01,4268778910
2004-11-02,4403498330
2004-11-03,4524517470
2004-11-04,4671795480
2004-11-05,4613569290
2004-11-08,4905841930
2004-11-09,5024577690
2004-11-10,4978910090
2004-11-11,4977768400
2004-11-12,5204964710
2004-11-15,5232365270
2004-11-16,5176422460
2004-11-17,5295158220
2004-11-18,5263190900
2004-11-19,5360234550
2004-11-22,5594281000
2004-11-23,5490387210
2004-11-24,5474403550
2004-11-26,5851161250
2004-11-29,5902537300
2004-11-30,5977888840
2004-12-01,5961905180
2004-12-02,5702741550
2004-12-03,5826044070
2004-12-06,5736992250
2004-12-07,5454994820
2004-12-08,5379643280
2004-12-09,5425310880
2004-12-10,5460703270
2004-12-13,5733567180
2004-12-14,5629673390
2004-12-15,5879703500
2004-12-16,5871711670
2004-12-17,5982455600
2004-12-20,5934504620
2004-12-21,6096624600
2004-12-22,6068082350
2004-12-23,6033831650
2004-12-27,6005289400
2004-12-28,6100049670
2004-12-29,6044106860
2004-12-30,5713016760
2004-12-31,5851161250
2005-01-03,5627390010
2005-01-04,5565738750
2005-01-05,5576013960
2005-01-06,5537196500
2005-01-07,5572588890
2005-01-10,5593139310
2005-01-11,5290591460
2005-01-12,5419602430
2005-01-13,5477828620
2005-01-14,5759826050
2005-01-18,5741559010
2005-01-19,5721008590
2005-01-20,5730142110
2005-01-21,5744984080
2005-01-24,5750692530
2005-01-25,5840886040
2005-01-26,5713016760
2005-01-27,5821477310
2005-01-28,5819193930
2005-01-31,5913954200
2005-02-01,5916237580
2005-02-02,6057807140
2005-02-03,6066940660
2005-02-04,5993872500
2005-02-07,6108041500
2005-02-08,6106899810
2005-02-09,5869428290
2005-02-10,5968755320
2005-02-11,6029264890
2005-02-14,6071507420
2005-02-15,6015564610
2005-02-16,6456256950
2005-02-17,6297562040
2005-02-18,6553300600
2005-02-22,6426573010
2005-02-23,6597826510
2005-02-24,6817030990
2005-02-25,7206347280
2005-02-28,7119578840
2005-03-01,6830731270
2005-03-02,6919783090
2005-03-03,6810180850
2005-03-04,7015685050
2005-03-07,6735971000
2005-03-08,6488224270
2005-03-09,6359213300
2005-03-10,6254177820
2005-03-11,6456256950
2005-03-14,6342087950
2005-03-15,6479090750
2005-03-16,6307837250
2005-03-17,6415156110
2005-03-18,6370630200
2005-03-21,6440273290
2005-03-22,6369488510
2005-03-23,6219927120
2005-03-24,6219927120
2005-03-28,5945921520
2005-03-29,5699316480
2005-03-30,5776951400
2005-03-31,5808188700
2005-04-01,5845881960
2005-04-04,5711100000
2005-04-05,5762499900
2005-04-06,5745366600
2005-04-07,5751077700
2005-04-08,5507784840
2005-04-11,5510069280
2005-04-12,5566038060
2005-04-13,5311323000
2005-04-14,5120572260
2005-04-15,4901266020
2005-04-18,5167403280
2005-04-19,5334167400
2005-04-20,5217660960
2005-04-21,5352442920
2005-04-22,5187963240
2005-04-25,5302185240
2005-04-26,5084021220
2005-04-27,4890986040
2005-04-28,4776764040
2005-04-29,4884132720
2005-05-02,4884132720
2005-05-03,4981221420
2005-05-04,5120572260
2005-05-05,4991501400
2005-05-06,5055465720
2005-05-09,5100012300
2005-05-10,4764199620
2005-05-11,4808746200
2005-05-12,4452373560
2005-05-13,4315307160
2005-05-16,4391835900
2005-05-17,4486640160
2005-05-18,4685386440
2005-05-19,4615711020
2005-05-20,4586013300
2005-05-23,4646550960
2005-05-24,4567737780
2005-05-25,4413538080
2005-05-26,4522048980
2005-05-27,4609999920
2005-05-31,4542608940
2005-06-01,4581444420
2005-06-02,4555173360
2005-06-03,4483213500
2005-06-06,4416964740
2005-06-07,4413538080
2005-06-08,4364422620
2005-06-09,4300458300
2005-06-10,4333582680
2005-06-13,4339293780
2005-06-14,4364422620
2005-06-15,4649977620
2005-06-16,4731075240
2005-06-17,4704804180
2005-06-20,4501489020
2005-06-21,4398689220
2005-06-22,4295889420
2005-06-23,4016045519
2005-06-24,3937232340
2005-06-27,3894970200
2005-06-28,3997770000
2005-06-29,3994343340
2005-06-30,3917492599
2005-07-01,3966503999
2005-07-05,3997278600
2005-07-06,4110118800
2005-07-07,4136334200
2005-07-08,4173947599
2005-07-11,4306164400
2005-07-12,4350616600
2005-07-13,4359735000
2005-07-14,4279948999
2005-07-15,4254873400
2005-07-18,4216120200
2005-07-19,4359735000
2005-07-20,4563759200
2005-07-21,4692556600
2005-07-22,4850988800
2005-07-25,4744987400
2005-07-26,4979786200
2005-07-27,4912538000
2005-07-28,5013980200
2005-07-29,4861247000
2005-08-01,4870365400
2005-08-02,5016259800
2005-08-03,4938753400
2005-08-04,4861247000
2005-08-05,4721051600
2005-08-08,4918237000
2005-08-09,4872645000
2005-08-10,5064131400
2005-08-11,5104024400
2005-08-12,5015120000
2005-08-15,5024238400
2005-08-16,4855548000
2005-08-17,4836171400
2005-08-18,4674319800
2005-08-19,4690277000
2005-08-22,4756385400
2005-08-23,4594533800
2005-08-24,4523866200
2005-08-25,4595673600
2005-08-26,4570598000
2005-08-29,4723331200
2005-08-30,4645824800
2005-08-31,4778041600
2005-09-01,4976366800
2005-09-02,5037916000
2005-09-06,4988904600
2005-09-07,5096045800
2005-09-08,5008281200
2005-09-09,5174692000
2005-09-12,5106304000
2005-09-13,5058432400
2005-09-14,5026518000
2005-09-15,5047034400
2005-09-16,5129100000
2005-09-19,5157595000
2005-09-20,4879483800
2005-09-21,4894301200
2005-09-22,4854408200
2005-09-23,4872645000
2005-09-26,4885182800
2005-09-27,4827053000
2005-09-28,4806536600
2005-09-29,4782600800
2005-09-30,4608061150
2005-10-03,4517749680
2005-10-04,4377386070
2005-10-05,4148887170
2005-10-06,4083601770
2005-10-07,4123861100
2005-10-10,4053135250
2005-10-11,4004171199
2005-10-12,3891009840
2005-10-13,3846398150
2005-10-14,3885569390
2005-10-17,3920388270
2005-10-18,3834429160
2005-10-19,3840957699
2005-10-20,3769143760
2005-10-21,3787641290
2005-10-24,3955207150
2005-10-25,3843133880
2005-10-26,3936709620
2005-10-27,3825724439
2005-10-28,3939973890
2005-10-31,3974792770
2005-11-01,4090130310
2005-11-02,4229405829
2005-11-03,4185882230
2005-11-04,4153239530
2005-11-07,4151063350
2005-11-08,4108627840
2005-11-09,4089042220
2005-11-10,4060751880
2005-11-11,4278369880
2005-11-14,4147799079
2005-11-15,4108627840
2005-11-16,4171737060
2005-11-17,4254431900
2005-11-18,4202203579
2005-11-21,4424173940
2005-11-22,4327333930
2005-11-23,4436142930
2005-11-25,4450288100
2005-11-28,4623294410
2005-11-29,4922519160
2005-11-30,5179308400
2005-12-01,5321848190
2005-12-02,5234800990
2005-12-05,5505735400
2005-12-06,5486149780
2005-12-07,5428481010
2005-12-08,5257650880
2005-12-09,5211951100
2005-12-12,5208686830
2005-12-13,5226096270
2005-12-14,5146665700
2005-12-15,5047649510
2005-12-16,5099877830
2005-12-19,4984540290
2005-12-20,4889876460
2005-12-21,5058530410
2005-12-22,5069411310
2005-12-23,5168427500
2005-12-27,5169515590
2005-12-28,5232624810
2005-12-29,5302262570
2005-12-30,5230448630
2006-01-03,5379516960
2006-01-04,5423040560
2006-01-05,5568844620
2006-01-06,5567756530
2006-01-09,5619984850
2006-01-10,5585165970
2006-01-11,5453507080
2006-01-12,5390397860
2006-01-13,5453507080
2006-01-17,5745115200
2006-01-18,5554699450
2006-01-19,5594958780
2006-01-20,5441538090
2006-01-23,5614544400
2006-01-24,6065013660
2006-01-25,5979054550
2006-01-26,6122682430
2006-01-27,6390352570
2006-01-30,6380559760
2006-01-31,6501337750
2006-02-01,6454549880
2006-02-02,6240196150
2006-02-03,6302217280
2006-02-06,6699370130
2006-02-07,6389264480
2006-02-08,6212993900
2006-02-09,5981230730
2006-02-10,6122682430
2006-02-13,5906152520
2006-02-14,6091127820
2006-02-15,5971437920
2006-02-16,6021490060
2006-02-17,5995375900
2006-02-21,6020401970
2006-02-22,6070454110
2006-02-23,6293512560
2006-02-24,6283719750
2006-02-27,6083511190
2006-02-28,5930090500
2006-03-01,6171646480
2006-03-02,6267398400
2006-03-03,6308745820
2006-03-06,6181439290
2006-03-07,5995375900
2006-03-08,6049780400
2006-03-09,5989935450
2006-03-10,6220610530
2006-03-13,6032370960
2006-03-14,6276103120
2006-03-15,6329419530
2006-03-16,6284807840
2006-03-17,6412114370
2006-03-20,6356621780
2006-03-21,6241284240
2006-03-22,6513306740
2006-03-23,6607970570
2006-03-24,6696105860
2006-03-27,6712427210
2006-03-28,6674344060
2006-03-29,6878904980
2006-03-30,6747246090
2006-03-31,6743307720
2006-04-03,6911112510
2006-04-04,6937783470
2006-04-05,6947785080
2006-04-06,7201159200
2006-04-07,7067804400
2006-04-10,7034465700
2006-04-11,6905556060
2006-04-12,6935560890
2006-04-13,7007794740
2006-04-17,7193380170
2006-04-18,7535657490
2006-04-19,7667901000
2006-04-20,7354517220
2006-04-21,7462312350
2006-04-24,7610113920
2006-04-25,7378965600
2006-04-26,7662344550
2006-04-27,7354517220
2006-04-28,7612336500
2006-05-01,7973505750
2006-05-02,8175760529
2006-05-03,8275776630
2006-05-04,8328007260
2006-05-05,8345787899
2006-05-08,8311337910
2006-05-09,8305781459
2006-05-10,8512481399
2006-05-11,8192429880
2006-05-12,7815702570
2006-05-15,7696794540
2006-05-16,7495651050
2006-05-17,7140038250
2006-05-18,7077806010
2006-05-19,7112256000
2006-05-22,6758865780
2006-05-23,6727749660
2006-05-24,6719970630
2006-05-25,7223385000
2006-05-26,7497873630
2006-05-30,7162264050
2006-05-31,7376743019
2006-06-01,7601223600
2006-06-02,7724576790
2006-06-05,7225607580
2006-06-06,7102254390
2006-06-07,6735528690
2006-06-08,6777757710
2006-06-09,6741085140
2006-06-12,6428812650
2006-06-13,6333241710
2006-06-14,6611064210
2006-06-15,7112256000
2006-06-16,6994459260
2006-06-19,6801094800
2006-06-20,6762199650
2006-06-21,7073360850
2006-06-22,7040022150
2006-06-23,7114478580
2006-06-26,7340070450
2006-06-27,7330068839
2006-06-28,7516765560
2006-06-29,7762360649
2006-06-30,8503452400
2006-07-03,8513154000
2006-07-05,8348226800
2006-07-06,8334887100
2006-07-07,8276677500
2006-07-10,8333674400
2006-07-11,8431903100
2006-07-12,8394309400
2006-07-13,7943185000
2006-07-14,8034137500
2006-07-17,7706708500
2006-07-18,7794022899
2006-07-19,7994118400
2006-07-20,7616968700
2006-07-21,7118549000
2006-07-24,7259222200
2006-07-25,7568460700
2006-07-26,7576949600
2006-07-27,7475082800
2006-07-28,7544206700
2006-07-31,7648498900
2006-08-01,7494486000
2006-08-02,7483571700
2006-08-03,7330771500
2006-08-04,7173120500
2006-08-07,7242244400
2006-08-08,6994853600
2006-08-09,6977875800
2006-08-10,7181609400
2006-08-11,6844478800
2006-08-14,6926942400
2006-08-15,7208288800
2006-08-16,7492060600
2006-08-17,7342898500
2006-08-18,7308942900
2006-08-21,7305304800
2006-08-22,7391406500
2006-08-23,7253158700
2006-08-24,7145228400
2006-08-25,7237393600
2006-08-28,7094295000
2006-08-29,7100358500
2006-08-30,6969386900
2006-08-31,7054275900
2006-09-01,7222841200
2006-09-05,7572098800
2006-09-06,7358663600
2006-09-07,7334409600
2006-09-08,7281050800
2006-09-11,6917240800
2006-09-12,7083380700
2006-09-13,7233755500
2006-09-14,7045787000
2006-09-15,7082168000
2006-09-18,7255584100
2006-09-19,7088231500
2006-09-20,7124612500
2006-09-21,6930580500
2006-09-22,6762015200
2006-09-25,6668637300
2006-09-26,6981513900
2006-09-27,7055488600
2006-09-28,6924517000
2006-09-29,6994853600
2006-10-02,6776563640
2006-10-03,6510514640
2006-10-04,6615751800
2006-10-05,7169133720
2006-10-06,7158491760
2006-10-09,7495487160
2006-10-10,7609001399
2006-10-11,7573528200
2006-10-12,7646839480
2006-10-13,7737887360
2006-10-16,8033497360
2006-10-17,7912888480
2006-10-18,7867955760
2006-10-19,7987382200
2006-10-20,7825387920
2006-10-23,7872685520
2006-10-24,8299546360
2006-10-25,8174207719
2006-10-26,8092619360
2006-10-27,8128092559
2006-10-30,8160018440
2006-10-31,7993294399
2006-11-01,7863226000
2006-11-02,7792279600
2006-11-03,7780455200
2006-11-06,8006301239
2006-11-07,7931807520
2006-11-08,7904611399
2006-11-09,8008666120
2006-11-10,7866773320
2006-11-13,7911706040
2006-11-14,7929442640
2006-11-15,7929442640
2006-11-16,7635015079
2006-11-17,8344479079
2006-11-20,8602251000
2006-11-21,8777252120
2006-11-22,8916780040
2006-11-24,8900225880
2006-11-27,8528939719
2006-11-28,8444986480
2006-11-29,8748873560
2006-11-30,8843468760
2006-12-01,8631812000
2006-12-04,9044483560
2006-12-05,8871847320
2006-12-06,8932151760
2006-12-07,9139078760
2006-12-08,9311715000
2006-12-11,9130801680
2006-12-12,8662555440
2006-12-13,8830461920
2006-12-14,8707488160
2006-12-15,8873029760
2006-12-18,8593973920
2006-12-19,8685021800
2006-12-20,8688569120
2006-12-21,8541946559
2006-12-22,8462723079
2006-12-26,8547858760
2006-12-27,8737049160
2006-12-28,8737049160
2006-12-29,8648366160
2007-01-03,8431979640
2007-01-04,8352756160
2007-01-05,8243971680
2007-01-08,8355121040
2007-01-09,8300728800
2007-01-10,8376404960
2007-01-11,8508838239
2007-01-12,8666102760
2007-01-16,8546676320
2007-01-17,8511203120
2007-01-18,8279444880
2007-01-19,8540764120
2007-01-22,8520662640
2007-01-23,8881306840
2007-01-24,9134349000
2007-01-25,9199383200
2007-01-26,9220667120
2007-01-29,9090598720
2007-01-30,9491445880
2007-01-31,9872191560
2007-02-01,9966786760
2007-02-02,10139423000
2007-02-05,10198545000
2007-02-06,10299052400
2007-02-07,10280133360
2007-02-08,10361721720
2007-02-09,9911212080
2007-02-12,10122868840
2007-02-13,10347532440
2007-02-14,10393647600
2007-02-15,10652601960
2007-02-16,10718818600
2007-02-20,10748379600
2007-02-21,11097199400
2007-02-22,11026253000
2007-02-23,11007333960
2007-02-26,11103111600
2007-02-27,10229288440
2007-02-28,10485877920
2007-03-01,10373546120
2007-03-02,10170166440
2007-03-05,10046010240
2007-03-06,10366451480
2007-03-07,10369998800
2007-03-08,10702264440
2007-03-09,10788582560
2007-03-12,10743649840
2007-03-13,10303782160
2007-03-14,10558006760
2007-03-15,10630135600
2007-03-16,10552094560
2007-03-19,10685710280
2007-03-20,10995509560
2007-03-21,11327775200
2007-03-22,11209531200
2007-03-23,11388079640
2007-03-26,11565445640
2007-03-27,11621020320
2007-03-28,11541796840
2007-03-29,11968657680
2007-03-30,11726257480
2007-04-02,11922587850
2007-04-03,11922587850
2007-04-04,12053813160
2007-04-05,12143661120
2007-04-09,12205136040
2007-04-10,12014800230
2007-04-11,12148389960
2007-04-12,12376556490
2007-04-13,12480590970
2007-04-16,12779690100
2007-04-17,12570438930
2007-04-18,12493595280
2007-04-19,12524332740
2007-04-20,12635460480
2007-04-23,12649647000
2007-04-24,12181491840
2007-04-25,12393107430
2007-04-26,12286708530
2007-04-27,12181491840
2007-04-30,12004160340
2007-05-01,12019529070
2007-05-02,12246513390
2007-05-03,12358823340
2007-05-04,12339907980
2007-05-07,12505417380
2007-05-08,13078789230
2007-05-09,13419265710
2007-05-10,13065784920
2007-05-11,13131988680
2007-05-14,13036229670
2007-05-15,13155632880
2007-05-16,13012585470
2007-05-17,12871902480
2007-05-18,12959386020
2007-05-21,12928648560
2007-05-22,12612998490
2007-05-23,12689842140
2007-05-24,12581078820
2007-05-25,12871902480
2007-05-29,13016132100
2007-05-30,13323506700
2007-05-31,13377888360
2007-06-01,13808212800
2007-06-04,13707724950
2007-06-05,13893331920
2007-06-06,14028103860
2007-06-07,13689991800
2007-06-08,14783536050
2007-06-11,13737280200
2007-06-12,13312866810
2007-06-13,13584775110
2007-06-14,13719547050
2007-06-15,13727822520
2007-06-18,13484287260
2007-06-19,13530393450
2007-06-20,13302226920
2007-06-21,13510295880
2007-06-22,13407443610
2007-06-25,13232476530
2007-06-26,12776143470
2007-06-27,12738312750
2007-06-28,12850622700
2007-06-29,12856533750
2007-07-02,13209099960
2007-07-03,13181940180
2007-07-05,13291760160
2007-07-06,13375601220
2007-07-09,13351984020
2007-07-10,12958757640
2007-07-11,13120535460
2007-07-12,13510219260
2007-07-13,13709784600
2007-07-16,13517304420
2007-07-17,13406303580
2007-07-18,13488963780
2007-07-19,13055588160
2007-07-20,12437998380
2007-07-23,12515935140
2007-07-24,12565531260
2007-07-25,12285667440
2007-07-26,11771993340
2007-07-27,11540544780
2007-07-30,11857015260
2007-07-31,11606672940
2007-08-01,11290202460
2007-08-02,11293745040
2007-08-03,10808411580
2007-08-06,10858007700
2007-08-07,10888710060
2007-08-08,10922955000
2007-08-09,9995979900
2007-08-10,10233332760
2007-08-13,10358503920
2007-08-14,10161300300
2007-08-15,9559061700
2007-08-16,9496476120
2007-08-17,9711392640
2007-08-20,9958192380
2007-08-21,10495483680
2007-08-22,10950114780
2007-08-23,10722208800
2007-08-24,11028051540
2007-08-27,10983178860
2007-08-28,10341971880
2007-08-29,10646633760
2007-08-30,10630101720
2007-08-31,11156765280
2007-09-04,11247691500
2007-09-05,11070562500
2007-09-06,11307915360
2007-09-07,11088275400
2007-09-10,10751730300
2007-09-11,10850922540
2007-09-12,10540356360
2007-09-13,10661984940
2007-09-14,10821401040
2007-09-17,10768262340
2007-09-18,11542906500
2007-09-19,11847568380
2007-09-20,12224262720
2007-09-21,12407296020
2007-09-24,12288029160
2007-09-25,12328178400
2007-09-26,12404934300
2007-09-27,12521839440
2007-09-28,12510030840
2007-10-01,12615591600
2007-10-02,12962496850
2007-10-03,12624999200
2007-10-04,12141683750
2007-10-05,12381577550
2007-10-08,12403920600
2007-10-09,12642638450
2007-10-10,12715547350
2007-10-11,12548562450
2007-10-12,12473301650
2007-10-15,12782576500
2007-10-16,12278093950
2007-10-17,12581489050
2007-10-18,12846077800
2007-10-19,12346299050
2007-10-22,12389809200
2007-10-23,12488589000
2007-10-24,12403920600
2007-10-25,12346299050
2007-10-26,13085971600
2007-10-29,13229437500
2007-10-30,12302788900
2007-10-31,12688500500
2007-11-01,11771259500
2007-11-02,11900614000
2007-11-05,11861807650
2007-11-06,12255750900
2007-11-07,11625441700
2007-11-08,11557236600
2007-11-09,11060985700
2007-11-12,10344832150
2007-11-13,10683505750
2007-11-14,10824619750
2007-11-15,10638819650
2007-11-16,10534160100
2007-11-19,10162559900
2007-11-20,10230765000
2007-11-21,10717608300
2007-11-23,11042170500
2007-11-26,10543567700
2007-11-27,10676450050
2007-11-28,11307935200
2007-11-29,11485503650
2007-11-30,11489031500
2007-12-03,11196219950
2007-12-04,11053930000
2007-12-05,11369084600
2007-12-06,11830057000
2007-12-07,12187545800
2007-12-10,12730834700
2007-12-11,12465070000
2007-12-12,13314105900
2007-12-13,12980136100
2007-12-14,12786104350
2007-12-17,12263982550
2007-12-18,12302788900
2007-12-19,12378049700
2007-12-20,12789632200
2007-12-21,13549295900
2007-12-24,13591630100
2007-12-26,14114927850
2007-12-27,13778606150
2007-12-28,14084353150
2007-12-31,14218411450
2008-01-02,13363495800
2008-01-03,13218853950
2008-01-04,12470949750
2008-01-07,11918253250
2008-01-08,11600746750
2008-01-09,11905317800
2008-01-10,12893115800
2008-01-11,12533275100
2008-01-14,13208270400
2008-01-15,12567377650
2008-01-16,12559146000
2008-01-17,11677183500
2008-01-18,12314548400
2008-01-22,11989986200
2008-01-23,12251047100
2008-01-24,12753177750
2008-01-25,12816679050
2008-01-28,12943681650
2008-01-29,12062895100
2008-01-30,12001745700
2008-01-31,11989986200
2008-02-01,12607359950
2008-02-04,12058191300
2008-02-05,11544301150
2008-02-06,11267952900
2008-02-07,11394955500
2008-02-08,11640729050
2008-02-11,11791250650
2008-02-12,11698350600
2008-02-13,12315724350
2008-02-14,12216944550
2008-02-15,12241639500
2008-02-19,12567377650
2008-02-20,13204742550
2008-02-21,12642638450
2008-02-22,12759057500
2008-02-25,13294114750
2008-02-26,13442284450
2008-02-27,13195334950
2008-02-28,13523425000
2008-02-29,12753177750
2008-03-03,12668509350
2008-03-04,12839022100
2008-03-05,13486970550
2008-03-06,13185927350
2008-03-07,12849605650
2008-03-10,12182842000
2008-03-11,13162408350
2008-03-12,13295290700
2008-03-13,13797421350
2008-03-14,13835051750
2008-03-17,13308226150
2008-03-18,14143150650
2008-03-19,12918986700
2008-03-20,13469331300
2008-03-24,13935007500
2008-03-25,14647633200
2008-03-26,14867535850
2008-03-27,14290144400
2008-03-28,14780515550
2008-03-31,14908113090
2008-04-01,15587303550
2008-04-02,15834068250
2008-04-03,16205390370
2008-04-04,16533234899
2008-04-07,16888106040
2008-04-08,17103143850
2008-04-09,16642516410
2008-04-10,17126645250
2008-04-11,16732996800
2008-04-14,16908082229
2008-04-15,17230051410
2008-04-16,18257062590
2008-04-17,18187733460
2008-04-18,18160706850
2008-04-21,18441548580
2008-04-22,18059650830
2008-04-23,17951544390
2008-04-24,17495617230
2008-04-25,17917467360
2008-04-28,17978571000
2008-04-29,17784684450
2008-04-30,18090202650
2008-05-01,17821111620
2008-05-02,18455649420
2008-05-05,19606042950
2008-05-06,19818730620
2008-05-07,19708274040
2008-05-08,20365138170
2008-05-09,20107797840
2008-05-12,20185352460
2008-05-13,20376888870
2008-05-14,20208853860
2008-05-15,20752911270
2008-05-16,21300493890
2008-05-19,21177111540
2008-05-20,21623638140
2008-05-21,20692982700
2008-05-22,20228830050
2008-05-23,20238230610
2008-05-27,19864558350
2008-05-28,20642454690
2008-05-29,20045519130
2008-05-30,20294633970
2008-06-02,20195928090
2008-06-03,20748210990
2008-06-04,20354562540
2008-06-05,21521407050
2008-06-06,21182986890
2008-06-09,21655365030
2008-06-10,20729409870
2008-06-11,20265257220
2008-06-12,19574316060
2008-06-13,20517897270
2008-06-16,20308734810
2008-06-17,19958563950
2008-06-18,20540223600
2008-06-19,21406250190
2008-06-20,21479104530
2008-06-23,22446187140
2008-06-24,22268751570
2008-06-25,22556643720
2008-06-26,21777572310
2008-06-27,21965583510
2008-06-30,21650487820
2008-07-01,20545584150
2008-07-02,17973724600
2008-07-03,18254930200
2008-07-07,18483409750
2008-07-08,17639792950
2008-07-09,18532620730
2008-07-10,19378580910
2008-07-11,19164161640
2008-07-14,18864209000
2008-07-15,18167053450
2008-07-16,18045197690
2008-07-17,17011767110
2008-07-18,16695410810
2008-07-21,17617530840
2008-07-22,17107845689
2008-07-23,16472789710
2008-07-24,15937327380
2008-07-25,16529030830
2008-07-28,17028170770
2008-07-29,19421933440
2008-07-30,19549647650
2008-07-31,18789220840
2008-08-01,17742901670
2008-08-04,16388428030
2008-08-05,16775085729
2008-08-06,16912173460
2008-08-07,16814923189
2008-08-08,16134171299
2008-08-11,15051529740
2008-08-12,15215566340
2008-08-13,16159948479
2008-08-14,15813128240
2008-08-15,15335078720
2008-08-18,15400693360
2008-08-19,15949044280
2008-08-20,16686037290
2008-08-21,16309924799
2008-08-22,15672525439
2008-08-25,15014035659
2008-08-26,15214394650
2008-08-27,15488570110
2008-08-28,15542467850
2008-08-29,15591678830
2008-09-02,13988806910
2008-09-03,13913818750
2008-09-04,13201431230
2008-09-05,13311570090
2008-09-08,12608556090
2008-09-09,10977563610
2008-09-10,11722758450
2008-09-11,12226585150
2008-09-12,12739785370
2008-09-15,11319697090
2008-09-16,11842270830
2008-09-17,10568643800
2008-09-18,11020916140
2008-09-19,12068407000
2008-09-22,11626679870
2008-09-23,10975220230
2008-09-24,10556926900
2008-09-25,10488968880
2008-09-26,10224166940
2008-09-29,8474833770
2008-09-30,9014168670
2008-10-01,8240629650
2008-10-02,7364881270
2008-10-03,7375334500
2008-10-06,6924684140
2008-10-07,5956018160
2008-10-08,6198765390
2008-10-09,5388059330
2008-10-10,5178994730
2008-10-13,5932788760
2008-10-14,5479815460
2008-10-15,4508826540
2008-10-16,4878174000
2008-10-17,4789902280
2008-10-20,5326501420
2008-10-21,4918825450
2008-10-22,4177807590
2008-10-23,4124379970
2008-10-24,4027977960
2008-10-27,3579650540
2008-10-28,4088374400
2008-10-29,4108119389
2008-10-30,4388033660
2008-10-31,4283501360
2008-11-03,4446107160
2008-11-04,4781771990
2008-11-05,4384549250
2008-11-06,3741094870
2008-11-07,3911830960
2008-11-10,3951320940
2008-11-11,3760839860
2008-11-12,3180104860
2008-11-13,3627270810
2008-11-14,3455373250
2008-11-17,3326450080
2008-11-18,3379877700
2008-11-19,2928065870
2008-11-20,2435602590
2008-11-21,2893221770
2008-11-24,3234693950
2008-11-25,3202172790
2008-11-26,3472795300
2008-11-28,3530868800
2008-12-01,2978009080
2008-12-02,3192881030
2008-12-03,3209141610
2008-12-04,3103447840
2008-12-05,3340387720
2008-12-08,4156901130
2008-12-09,4062822059
2008-12-10,4371773080
2008-12-11,4322991340
2008-12-12,4533217410
2008-12-15,4317183990
2008-12-16,4674916750
2008-12-17,4892111640
2008-12-18,4336928980
2008-12-19,4312538110
2008-12-22,3960612700
2008-12-23,4002425620
2008-12-24,3953643880
2008-12-26,4088374400
2008-12-29,4047722950
2008-12-30,4361319850
2008-12-31,4319031600
2009-01-02,4587229530
2009-01-05,4583746440
2009-01-06,4660374420
2009-01-07,4320192630
2009-01-08,4451389020
2009-01-09,4260980100
2009-01-12,3711812910
2009-01-13,3808178399
2009-01-14,3522565020
2009-01-15,3748965870
2009-01-16,3782635740
2009-01-20,3494700300
2009-01-21,3692075400
2009-01-22,3483090000
2009-01-23,3574811370
2009-01-26,3420394380
2009-01-27,3656083470
2009-01-28,4040384399
2009-01-29,3818627670
2009-01-30,3486573090
2009-02-02,3271782540
2009-02-03,3369309060
2009-02-04,3530692230
2009-02-05,3649117290
2009-02-06,4000909380
2009-02-09,4069410149
2009-02-10,3617769480
2009-02-11,3570167250
2009-02-12,3661888620
2009-02-13,3553912830
2009-02-17,3173094990
2009-02-18,2955982380
2009-02-19,2875871310
2009-02-20,2879354400
2009-02-23,2499697590
2009-02-24,2571681450
2009-02-25,2428874760
2009-02-26,2329026180
2009-02-27,2283746010
2009-03-02,1959818640
2009-03-03,1998132630
2009-03-04,2197829790
2009-03-05,2048056920
2009-03-06,2053862070
2009-03-09,2022514260
2009-03-10,2331348240
2009-03-11,2244270990
2009-03-12,2217567300
2009-03-13,2110752540
2009-03-16,2136295199
2009-03-17,2067794429
2009-03-18,2225694510
2009-03-19,2431196820
2009-03-20,2289551160
2009-03-23,2563554240
2009-03-24,2707521960
2009-03-25,2724937410
2009-03-26,2872388220
2009-03-27,2827108050
2009-03-30,2502019650
2009-03-31,2844816420
2009-04-01,3045421080
2009-04-02,3390084120
2009-04-03,3482981580
2009-04-06,3387391440
2009-04-07,3149089260
2009-04-08,3211020900
2009-04-09,3515293740
