,TGT
2009-04-13,30253484000
2009-04-14,29388454000
2009-04-15,28989788000
2009-04-16,29975170000
2009-04-17,30494188000
2009-04-20,28583600000
2009-04-21,29140228000
2009-04-22,29508805999
2009-04-23,29102618000
2009-04-24,30148176000
2009-04-27,29629158000
2009-04-28,29802163999
2009-04-29,30276050000
2009-04-30,31035772000
2009-05-01,30125609999
2009-05-04,30493599999
2009-05-05,31027520000
2009-05-06,31185440000
2009-05-07,32087840000
2009-05-08,32930080000
2009-05-11,32132959999
2009-05-12,31982560000
2009-05-13,30433440000
2009-05-14,30440959999
2009-05-15,30358239999
2009-05-18,31411040000
2009-05-19,31538880000
2009-05-20,32290880000
2009-05-21,31283200000
2009-05-22,30636480000
2009-05-26,30832000000
2009-05-27,29779200000
2009-05-28,29433280000
2009-05-29,29553599999
2009-06-01,31335840000
2009-06-02,31042560000
2009-06-03,30809440000
2009-06-04,30794400000
2009-06-05,30448480000
2009-06-08,30816959999
2009-06-09,30937280000
2009-06-10,30358239999
2009-06-11,29741599999
2009-06-12,30365760000
2009-06-15,30162720000
2009-06-16,29042239999
2009-06-17,29365599999
2009-06-18,29328000000
2009-06-19,29764160000
2009-06-22,29681440000
2009-06-23,28816640000
2009-06-24,29087360000
2009-06-25,30313120000
2009-06-26,29756640000
2009-06-29,29816800000
2009-06-30,29681440000
2009-07-01,29094880000
2009-07-02,28162400000
2009-07-06,28275200000
2009-07-07,27636000000
2009-07-08,28019520000
2009-07-09,28869280000
2009-07-10,28425599999
2009-07-13,28831680000
2009-07-14,29004640000
2009-07-15,29907040000
2009-07-16,29756640000
2009-07-17,29749120000
2009-07-20,30034880000
2009-07-21,30125120000
2009-07-22,30959840000
2009-07-23,31764480000
2009-07-24,32117920000
2009-07-27,32230720000
2009-07-28,32493920000
2009-07-29,32772160000
2009-07-30,32787200000
2009-07-31,32802239999
2009-08-03,32357472000
2009-08-04,31703406000
2009-08-05,31432758000
2009-08-06,31357578000
2009-08-07,32274774000
2009-08-10,31560563999
2009-08-11,31725960000
2009-08-12,31959018000
2009-08-13,31756032000
2009-08-14,31598154000
2009-08-17,31109484000
2009-08-18,33319776000
2009-08-19,33868589999
2009-08-20,34033986000
2009-08-21,34327187999
2009-08-24,33958806000
2009-08-25,34936146000
2009-08-26,35650356000
2009-08-27,35552622000
2009-08-28,35627802000
2009-08-31,35334600000
2009-09-01,35018844000
2009-09-02,34785786000
2009-09-03,35387226000
2009-09-04,35424816000
2009-09-08,35567658000
2009-09-09,35823270000
2009-09-10,36214206000
2009-09-11,36048810000
2009-09-14,35650356000
2009-09-15,35718018000
2009-09-16,36439746000
2009-09-17,36590106000
2009-09-18,36680322000
2009-09-21,36717912000
2009-09-22,36206688000
2009-09-23,35755608000
2009-09-24,35823270000
2009-09-25,34800822000
2009-09-28,35868378000
2009-09-29,35545104000
2009-09-30,35094024000
2009-10-01,35011326000
2009-10-02,34597836000
2009-10-05,35281974000
2009-10-06,36154062000
2009-10-07,36469818000
2009-10-08,37093812000
2009-10-09,37507302000
2009-10-12,37289280000
2009-10-13,37665180000
2009-10-14,38604930000
2009-10-15,37905756000
2009-10-16,37650144000
2009-10-19,37883202000
2009-10-20,37567446000
2009-10-21,36763020000
2009-10-22,37206582000
2009-10-23,36860754000
2009-10-26,36747984000
2009-10-27,36424710000
2009-10-28,36266832000
2009-10-29,37236654000
2009-10-30,36409674000
2009-11-02,36506666000
2009-11-03,36440075000
2009-11-04,36454873000
2009-11-05,36773030000
2009-11-06,36773030000
2009-11-09,37327955000
2009-11-10,37357551000
2009-11-11,37076389000
2009-11-12,36203307000
2009-11-13,36247701000
2009-11-16,37209571000
2009-11-17,36084923000
2009-11-18,35419013000
2009-11-19,35441210000
2009-11-20,35115654000
2009-11-23,34967674000
2009-11-24,35115654000
2009-11-25,35389417000
2009-11-27,35293230000
2009-11-30,34449744000
2009-12-01,34612522000
2009-12-02,35308028000
2009-12-03,34294365000
2009-12-04,33769036000
2009-12-07,34286966000
2009-12-08,33939213000
2009-12-09,33517469999
2009-12-10,34028001000
2009-12-11,34723507000
2009-12-14,35396816000
2009-12-15,35263634000
2009-12-16,35130452000
2009-12-17,35145250000
2009-12-18,35692776000
2009-12-21,36499267000
2009-12-22,36099721000
2009-12-23,36144115000
2009-12-24,35996135000
2009-12-28,35848155000
2009-12-29,35944342000
2009-12-30,36033130000
2009-12-31,35788963000
2010-01-04,35922145000
2010-01-05,36055327000
2010-01-06,36743434000
2010-01-07,37194773000
2010-01-08,37046793000
2010-01-11,37128182000
2010-01-12,36506666000
2010-01-13,36506666000
2010-01-14,37068990000
2010-01-15,37120783000
2010-01-19,37882880000
2010-01-20,37527728000
2010-01-21,37157778000
2010-01-22,37276162000
2010-01-25,37564723000
2010-01-26,38489598000
2010-01-27,38445204000
2010-01-28,38408209000
2010-01-29,37934673000
2010-02-01,37801491000
2010-02-02,37601718000
2010-02-03,37438940000
2010-02-04,36306893000
2010-02-05,36477070000
2010-02-08,36092322000
2010-02-09,36358686000
2010-02-10,36218105000
2010-02-11,36373484000
2010-02-12,35988736000
2010-02-16,37061591000
2010-02-17,37438940000
2010-02-18,37542526000
2010-02-19,37535127000
2010-02-22,37468536000
2010-02-23,37039394000
2010-02-24,37727501000
2010-02-25,37697905000
2010-02-26,38119648000
2010-03-01,38652376000
2010-03-02,38230633000
2010-03-03,38238032000
2010-03-04,39170306000
2010-03-05,39577251000
2010-03-08,39569852000
2010-03-09,39111114000
2010-03-10,38948336000
2010-03-11,39074119000
2010-03-12,39273892000
2010-03-15,39562453000
2010-03-16,39540256000
2010-03-17,39347882000
2010-03-18,39244296000
2010-03-19,39436670000
2010-03-22,39865812000
2010-03-23,39873211000
2010-03-24,39488463000
2010-03-25,39547655000
2010-03-26,40228363000
2010-03-29,39925004000
2010-03-30,39762226000
2010-03-31,38918740000
2010-04-01,39310887000
2010-04-05,39777024000
2010-04-06,40021191000
2010-04-07,39961999000
2010-04-08,41168036000
2010-04-09,41190233000
2010-04-12,41419602000
2010-04-13,41774754000
2010-04-14,41981926000
2010-04-15,41878340000
2010-04-16,41427001000
2010-04-19,41486193000
2010-04-20,41537986000
2010-04-21,42122507000
2010-04-22,42618240000
2010-04-23,42869806000
2010-04-26,42951195000
2010-04-27,41930133000
2010-04-28,41885739000
2010-04-29,42433265000
2010-04-30,42078113000
2010-05-03,41665389000
2010-05-04,40634538000
2010-05-05,40985466000
2010-05-06,40225122000
2010-05-07,39698730000
2010-05-10,41431437000
2010-05-11,41146308000
2010-05-12,41767743000
2010-05-13,40261677000
2010-05-14,40334787000
2010-05-17,40978155000
2010-05-18,39640242000
2010-05-19,39501333000
2010-05-20,38587458000
2010-05-21,39735285000
2010-05-24,39691419000
2010-05-25,39903438000
2010-05-26,39179649000
2010-05-27,40437141000
2010-05-28,39866883000
2010-06-01,39413601000
2010-06-02,39749907000
2010-06-03,39830328000
2010-06-04,38602080000
2010-06-07,38017200000
2010-06-08,38324262000
2010-06-09,38287707000
2010-06-10,39194271000
2010-06-11,39267381000
2010-06-14,39515955000
2010-06-15,39918060000
2010-06-16,39610998000
2010-06-17,39567132000
2010-06-18,39238137000
2010-06-21,38667879000
2010-06-22,38221908000
2010-06-23,38507037000
2010-06-24,37088703000
2010-06-25,36920550000
2010-06-28,36496512000
2010-06-29,35823900000
2010-06-30,35948187000
2010-07-01,36269871000
2010-07-02,36211383000
2010-07-06,36503823000
2010-07-07,36869373000
2010-07-08,36569622000
2010-07-09,36445335000
2010-07-12,35940876000
2010-07-13,36474579000
2010-07-14,36299115000
2010-07-15,37132569000
2010-07-16,36759708000
2010-07-19,36723153000
2010-07-20,37308033000
2010-07-21,36679287000
2010-07-22,37622406000
2010-07-23,37936779000
2010-07-26,38638635000
2010-07-27,38112243000
2010-07-28,37870980000
2010-07-29,37658961000
2010-07-30,37520052000
2010-08-02,37021950000
2010-08-03,36471092000
2010-08-04,36843100000
2010-08-05,37816044000
2010-08-06,37429728000
2010-08-09,38166590000
2010-08-10,37873276000
2010-08-11,37207954000
2010-08-12,37064874000
2010-08-13,36349474000
2010-08-16,36285088000
2010-08-17,36435322000
2010-08-18,37165030000
2010-08-19,37093490000
2010-08-20,37308110000
2010-08-23,37207954000
2010-08-24,36864562000
2010-08-25,36893178000
2010-08-26,36957564000
2010-08-27,37014796000
2010-08-30,36342320000
2010-08-31,36599864000
2010-09-01,37372496000
2010-09-02,37594270000
2010-09-03,37794582000
2010-09-07,37436882000
2010-09-08,37551346000
2010-09-09,37715888000
2010-09-10,37959124000
2010-09-13,38052126000
2010-09-14,38452750000
2010-09-15,38459904000
2010-09-16,38602984000
2010-09-17,38445596000
2010-09-20,39060840000
2010-09-21,38681678000
2010-09-22,38703140000
2010-09-23,38467058000
2010-09-24,39382770000
2010-09-27,38910606000
2010-09-28,39010762000
2010-09-29,38302516000
2010-09-30,38230976000
2010-10-01,38252438000
2010-10-04,38216668000
2010-10-05,38803296000
2010-10-06,38681678000
2010-10-07,38860528000
2010-10-08,38774680000
2010-10-11,39239690000
2010-10-12,39160996000
2010-10-13,38932068000
2010-10-14,38681678000
2010-10-15,38867682000
2010-10-18,38660216000
2010-10-19,38273900000
2010-10-20,38760372000
2010-10-21,38781834000
2010-10-22,38538598000
2010-10-25,38459904000
2010-10-26,38016356000
2010-10-27,37723042000
2010-10-28,37458344000
2010-10-29,37157876000
2010-11-01,37040248000
2010-11-02,37365770000
2010-11-03,37379622000
2010-11-04,37926776000
2010-11-05,38196890000
2010-11-08,38023740000
2010-11-09,37718996000
2010-11-10,37802108000
2010-11-11,37608180000
2010-11-12,37531994000
2010-11-15,37511216000
2010-11-16,37254954000
2010-11-17,38522412000
2010-11-18,38314632000
2010-11-19,39000306000
2010-11-22,38626302000
2010-11-23,38259224000
2010-11-24,39651350000
2010-11-26,39395088000
2010-11-29,39014158000
2010-11-30,39436644000
2010-12-01,40184652000
2010-12-02,41313590000
2010-12-03,40946512000
2010-12-06,41022698000
2010-12-07,40925734000
2010-12-08,40953438000
2010-12-09,41147366000
2010-12-10,40828770000
2010-12-13,40717954000
2010-12-14,40918808000
2010-12-15,40711028000
2010-12-16,40904956000
2010-12-17,40530952000
2010-12-20,40586360000
2010-12-21,41348220000
2010-12-22,41576778000
2010-12-23,41736076000
2010-12-27,41590630000
2010-12-28,41493666000
2010-12-29,41479814000
2010-12-30,41521370000
2010-12-31,41646038000
2011-01-03,42089302000
2011-01-04,41549074000
2011-01-05,40821844000
2011-01-06,38044518000
2011-01-07,38127630000
2011-01-10,38245372000
2011-01-11,38224594000
2011-01-12,38404670000
2011-01-13,38383892000
2011-01-14,38141482000
2011-01-18,37836738000
2011-01-19,37767478000
2011-01-20,38473930000
2011-01-21,38598598000
2011-01-24,38647080000
2011-01-25,38750970000
2011-01-26,38501634000
2011-01-27,37975258000
2011-01-28,37642810000
2011-01-31,37975258000
2011-02-01,37843664000
2011-02-02,37026396000
2011-02-03,37441956000
2011-02-04,37587402000
2011-02-07,37954480000
2011-02-08,38363114000
2011-02-09,38099926000
2011-02-10,37788256000
2011-02-11,37670514000
2011-02-14,37144138000
2011-02-15,37303436000
2011-02-16,37220324000
2011-02-17,36811690000
2011-02-18,35945940000
2011-02-22,35371082000
2011-02-23,34810076000
2011-02-24,36015200000
2011-02-25,36264536000
2011-02-28,36396130000
2011-03-01,36340722000
2011-03-02,36222980000
2011-03-03,36070608000
2011-03-04,35772790000
2011-03-07,35530380000
2011-03-08,35675826000
2011-03-09,35765864000
2011-03-10,35433416000
2011-03-11,35689678000
2011-03-14,35371082000
2011-03-15,35218710000
2011-03-16,35087116000
2011-03-17,34893188000
2011-03-18,34623074000
2011-03-21,35121746000
2011-03-22,34976300000
2011-03-23,34796224000
2011-03-24,35052486000
2011-03-25,34595370000
2011-03-28,34318329999
2011-03-29,34048215999
2011-03-30,34810076000
2011-03-31,34636926000
2011-04-01,34879336000
2011-04-04,34671556000
2011-04-05,35142524000
2011-04-06,35294896000
2011-04-07,34366812000
2011-04-08,34304478000
2011-04-11,34117476000
2011-04-12,34934744000
2011-04-13,34692334000
2011-04-14,34643852000
2011-04-15,34796224000
2011-04-18,34817002000
2011-04-19,34505332000
2011-04-20,34664630000
2011-04-21,34560740000
2011-04-25,34283700000
2011-04-26,34526110000
2011-04-27,35038634000
2011-04-28,34782372000
2011-04-29,34006660000
2011-05-02,33223039999
2011-05-03,33474936000
2011-05-04,33495360000
2011-05-05,34271472000
2011-05-06,34387208000
2011-05-09,34040000000
2011-05-10,34359976000
2011-05-11,34591448000
2011-05-12,35238208000
2011-05-13,35074816000
2011-05-16,34271472000
2011-05-17,34571024000
2011-05-18,34012768000
2011-05-19,34237432000
2011-05-20,33828952000
2011-05-23,33706408000
2011-05-24,33522592000
2011-05-25,33604288000
2011-05-26,33638327999
2011-05-27,33611096000
2011-05-31,33720024000
2011-06-01,33059648000
2011-06-02,32644360000
2011-06-03,32269920000
2011-06-06,32242688000
2011-06-07,32038448000
2011-06-08,31902288000
2011-06-09,32106527999
2011-06-10,31793360000
2011-06-13,31609544000
2011-06-14,32195032000
2011-06-15,31800168000
2011-06-16,31623160000
2011-06-17,31677624000
2011-06-20,32160992000
2011-06-21,32460544000
2011-06-22,31875056000
2011-06-23,32426504000
2011-06-24,31541464000
2011-06-27,31629968000
2011-06-28,31786552000
2011-06-29,31650392000
2011-06-30,31936327999
2011-07-01,32630744000
2011-07-05,32372039999
2011-07-06,32977952000
2011-07-07,35176936000
2011-07-08,34816112000
2011-07-11,34509752000
2011-07-12,34679952000
2011-07-13,34605064000
2011-07-14,34577832000
2011-07-15,34782072000
2011-07-18,34441672000
2011-07-19,34925040000
2011-07-20,34693568000
2011-07-21,35217784000
2011-07-22,35272248000
2011-07-25,34816112000
2011-07-26,34455288000
2011-07-27,34278280000
2011-07-28,34332744000
2011-07-29,35054392000
2011-08-01,34400520000
2011-08-02,32953140000
2011-08-03,33491700000
2011-08-04,32185692000
2011-08-05,32751180000
2011-08-08,31263408000
2011-08-09,32953140000
2011-08-10,31438440000
2011-08-11,31822164000
2011-08-12,32636735999
2011-08-15,32596344000
2011-08-16,33235884000
2011-08-17,34030259999
2011-08-18,34090848000
2011-08-19,33606144000
2011-08-22,33693659999
2011-08-23,34084116000
2011-08-24,34333200000
2011-08-25,33861959999
2011-08-26,34218756000
2011-08-29,34562088000
2011-08-30,34306272000
2011-08-31,34784244000
2011-09-01,34373592000
2011-09-02,33464772000
2011-09-06,33215688000
2011-09-07,34050456000
2011-09-08,34057188000
2011-09-09,33673464000
2011-09-12,33734052000
2011-09-13,34299540000
2011-09-14,34521696000
2011-09-15,34804440000
2011-09-16,35450712000
2011-09-19,35518032000
2011-09-20,35194896000
2011-09-21,34622676000
2011-09-22,33074316000
2011-09-23,33081048000
2011-09-26,34077384000
2011-09-27,33949476000
2011-09-28,33653268000
2011-09-29,33814835999
2011-09-30,33013728000
2011-10-03,32178959999
2011-10-04,33303204000
2011-10-05,33498432000
2011-10-06,34945812000
2011-10-07,34710192000
2011-10-10,35430516000
2011-10-11,35726724000
2011-10-12,35511300000
2011-10-13,35497836000
2011-10-14,35645940000
2011-10-17,35612280000
2011-10-18,36110448000
2011-10-19,35861364000
2011-10-20,36157572000
2011-10-21,36783648000
2011-10-24,36837504000
2011-10-25,36622080000
2011-10-26,37126980000
2011-10-27,37402992000
2011-10-28,37187568000
2011-10-31,36479925000
2011-11-01,35054043000
2011-11-02,35260596000
2011-11-03,34807512000
2011-11-04,34760871000
2011-11-07,35200629000
2011-11-08,35347215000
2011-11-09,34441047000
2011-11-10,34494351000
2011-11-11,35360541000
2011-11-14,35080695000
2011-11-15,35433834000
2011-11-16,35273922000
2011-11-17,35074032000
2011-11-18,35313900000
2011-11-21,35007402000
2011-11-22,35107347000
2011-11-23,34334439000
2011-11-25,34121223000
2011-11-28,34401069000
2011-11-29,34807512000
2011-11-30,35114010000
2011-12-01,34747545000
2011-12-02,35233944000
2011-12-05,35527116000
2011-12-06,35753658000
2011-12-07,36106797000
2011-12-08,35627061000
2011-12-09,35647050000
2011-12-12,35627061000
2011-12-13,35187303000
2011-12-14,34967424000
2011-12-15,34694241000
2011-12-16,34780860000
2011-12-19,34274472000
2011-12-20,34501014000
2011-12-21,34461036000
2011-12-22,34161201000
2011-12-23,34447710000
2011-12-27,34720893000
2011-12-28,34454373000
2011-12-29,34434384000
2011-12-30,34127886000
2012-01-03,34061256000
2012-01-04,33315000000
2012-01-05,32322213000
2012-01-06,32615385000
2012-01-09,32362191000
2012-01-10,32508777000
2012-01-11,32668689000
2012-01-12,33188403000
2012-01-13,33195066000
2012-01-17,33235044000
2012-01-18,33228381000
2012-01-19,33914670000
2012-01-20,33428271000
2012-01-23,33414945000
2012-01-24,33814725000
2012-01-25,34074582000
2012-01-26,33648150000
2012-01-27,33348315000
2012-01-30,33534879000
2012-01-31,33854703000
2012-02-01,34261146000
2012-02-02,34647600000
2012-02-03,34740882000
2012-02-06,34680915000
2012-02-07,34920783000
2012-02-08,35027391000
2012-02-09,35114010000
2012-02-10,34934109000
2012-02-13,34887468000
2012-02-14,34827501000
2012-02-15,34521003000
2012-02-16,34600959000
2012-02-17,35074032000
2012-02-21,35007402000
2012-02-22,35293911000
2012-02-23,36313350000
2012-02-24,36793086000
2012-02-27,36853053000
2012-02-28,37319463000
2012-02-29,37772547000
2012-03-01,37819188000
2012-03-02,37705917000
2012-03-05,37779210000
2012-03-06,37639287000
2012-03-07,37739232000
2012-03-08,38132349000
2012-03-09,38438847000
2012-03-12,38632074000
2012-03-13,38965224000
2012-03-14,39045180000
2012-03-15,39145125000
2012-03-16,38918583000
2012-03-19,38891931000
2012-03-20,38652063000
2012-03-21,38358891000
2012-03-22,38598759000
2012-03-23,38771997000
2012-03-26,39218418000
2012-03-27,38771997000
2012-03-28,38752008000
2012-03-29,38632074000
2012-03-30,38825301000
2012-04-02,38838627000
2012-04-03,38565444000
2012-04-04,38525466000
2012-04-05,38458836000
2012-04-09,38325576000
2012-04-10,37579320000
2012-04-11,38112360000
2012-04-12,38598759000
2012-04-13,38265609000
2012-04-16,38238957000
2012-04-17,38378880000
2012-04-18,38232294000
2012-04-19,37839177000
2012-04-20,38165664000
2012-04-23,37739232000
2012-04-24,37799199000
2012-04-25,37865829000
2012-04-26,38305587000
2012-04-27,38818638000
2012-04-30,38049198000
2012-05-01,38095167000
2012-05-02,38075466000
2012-05-03,37136385000
2012-05-04,36545355000
2012-05-07,36617592000
2012-05-08,36479685000
2012-05-09,36302376000
2012-05-10,36322077000
2012-05-11,36400881000
2012-05-14,36065964000
2012-05-15,36171036000
2012-05-16,36328644000
2012-05-17,35993727000
2012-05-18,36420582000
2012-05-21,36663561000
2012-05-22,37215189000
2012-05-23,37287426000
2012-05-24,37596075000
2012-05-25,37839054000
2012-05-29,38173971000
2012-05-30,37950693000
2012-05-31,38029497000
2012-06-01,37563240000
2012-06-04,37806219000
2012-06-05,37642044000
2012-06-06,37760250000
2012-06-07,37642044000
2012-06-08,38876640000
2012-06-11,38548290000
2012-06-12,38193672000
2012-06-13,38121435000
2012-06-14,38449785000
2012-06-15,38416950000
2012-06-18,38397249000
2012-06-19,38548290000
2012-06-20,38416950000
2012-06-21,37694580000
2012-06-22,37799652000
2012-06-25,37582941000
2012-06-26,37845621000
2012-06-27,37799652000
2012-06-28,37733982000
2012-06-29,38213373000
2012-07-02,38265909000
2012-07-03,37944126000
2012-07-05,37530405000
2012-07-06,38134569000
2012-07-09,38114868000
2012-07-10,38896341000
2012-07-11,39264093000
2012-07-12,39323196000
2012-07-13,40682565000
2012-07-16,40387050000
2012-07-17,40229442000
2012-07-18,40314813000
2012-07-19,40222875000
2012-07-20,40301679000
2012-07-23,39690948000
2012-07-24,39763185000
2012-07-25,39638412000
2012-07-26,40098102000
2012-07-27,40400184000
2012-07-30,40623792000
2012-07-31,39713620000
2012-08-01,39693976000
2012-08-02,40577956000
2012-08-03,40833328000
2012-08-06,40852972000
2012-08-07,41016672000
2012-08-08,41213112000
2012-08-09,41049412000
2012-08-10,41147632000
2012-08-13,40931548000
2012-08-14,41501224000
2012-08-15,42234600000
2012-08-16,41848268000
2012-08-17,41998872000
2012-08-20,41671472000
2012-08-21,41992324000
2012-08-22,41697664000
2012-08-23,41245852000
2012-08-24,41704212000
2012-08-27,41488128000
2012-08-28,41782788000
2012-08-29,42077448000
2012-08-30,42011968000
2012-08-31,41966132000
2012-09-04,41802432000
2012-09-05,41730404000
2012-09-06,42470328000
2012-09-07,41907200000
2012-09-10,42431040000
2012-09-11,42221504000
2012-09-12,42156024000
2012-09-13,42601288000
2012-09-14,42345916000
2012-09-17,42175668000
2012-09-18,42090544000
2012-09-19,42568548000
2012-09-20,42823920000
2012-09-21,42850112000
2012-09-24,42660220000
2012-09-25,42156024000
2012-09-26,41795884000
2012-09-27,41638732000
2012-09-28,41560156000
2012-10-01,41245852000
2012-10-02,41239304000
2012-10-03,41311332000
2012-10-04,41678020000
2012-10-05,42025064000
2012-10-08,41900652000
2012-10-09,41180372000
2012-10-10,41029768000
2012-10-11,40106500000
2012-10-12,40283296000
2012-10-15,40473188000
2012-10-16,41186920000
2012-10-17,41278592000
2012-10-18,41213112000
2012-10-19,40748204000
2012-10-22,40735108000
2012-10-23,41016672000
2012-10-24,41141084000
2012-10-25,41330976000
2012-10-26,41854816000
2012-10-31,41361000000
2012-11-01,40835472000
2012-11-02,40686248000
2012-11-05,41133920000
2012-11-06,41127432000
2012-11-07,40738152000
2012-11-08,40108816000
2012-11-09,40238576000
2012-11-12,40212624000
2012-11-13,40283992000
2012-11-14,39823344000
2012-11-15,40511072000
2012-11-16,40550000000
2012-11-19,40880888000
2012-11-20,40874400000
2012-11-21,41341536000
2012-11-23,41834624000
2012-11-26,40725176000
2012-11-27,40595416000
2012-11-28,40751128000
2012-11-29,40738152000
2012-11-30,40958744000
2012-12-03,40420240000
2012-12-04,40219112000
2012-12-05,40251552000
2012-12-06,40355360000
2012-12-07,40407264000
2012-12-10,40199648000
2012-12-11,39855784000
2012-12-12,39278352000
2012-12-13,39739000000
2012-12-14,39252400000
2012-12-17,39635192000
2012-12-18,40407264000
2012-12-19,39914176000
2012-12-20,39161568000
2012-12-21,38668480000
2012-12-24,38629552000
2012-12-26,38415448000
2012-12-27,38233784000
2012-12-28,38000216000
2012-12-31,38389496000
2013-01-02,38162416000
2013-01-03,39031808000
2013-01-04,39304304000
2013-01-07,39771440000
2013-01-08,39343232000
2013-01-09,39044784000
2013-01-10,39129128000
2013-01-11,38973416000
2013-01-14,39181032000
2013-01-15,39635192000
2013-01-16,39784416000
2013-01-17,39875248000
2013-01-18,39920664000
2013-01-22,39894712000
2013-01-23,39602752000
2013-01-24,40134768000
2013-01-25,39927152000
2013-01-28,39661144000
2013-01-29,39797392000
2013-01-30,39563824000
2013-01-31,39194008000
2013-02-01,39674120000
2013-02-04,39071785000
2013-02-05,40067040000
2013-02-06,40253249000
2013-02-07,40002830000
2013-02-08,40124829000
2013-02-11,40240407000
2013-02-12,40278933000
2013-02-13,40253249000
2013-02-14,40510089000
2013-02-15,39623991000
2013-02-19,39726727000
2013-02-20,40227565000
2013-02-21,40709140000
2013-02-22,40837560000
2013-02-25,40381669000
2013-02-26,41126505000
2013-02-27,40529352000
2013-02-28,40426616000
2013-03-01,41177873000
2013-03-04,42661124000
2013-03-05,42815228000
2013-03-06,42455652000
2013-03-07,42282285000
2013-03-08,42603335000
2013-03-11,43239014000
2013-03-12,43091331000
2013-03-13,43296803000
2013-03-14,43239014000
2013-03-15,42892280000
2013-03-18,42866596000
2013-03-19,42673965999
2013-03-20,43996692000
2013-03-21,43694905000
2013-03-22,43932482000
2013-03-25,43926061000
2013-03-26,44054481000
2013-03-27,44337005000
2013-03-28,43951745000
2013-04-01,44086586000
2013-04-02,44195743000
2013-04-03,43649958000
2013-04-04,44170059000
2013-04-05,44208585000
2013-04-08,44471846000
2013-04-09,44253532000
2013-04-10,44215006000
2013-04-11,44381952000
2013-04-12,44619529000
2013-04-15,43971008000
2013-04-16,43906798000
2013-04-17,44150796000
2013-04-18,43849009000
2013-04-19,44330584000
2013-04-22,44369110000
2013-04-23,44747949000
2013-04-24,44760790999
2013-04-25,45377207000
2013-04-26,45280892000
2013-04-29,45357944000
2013-04-30,45306576000
2013-05-01,45293734000
2013-05-02,44426899000
2013-05-03,45268050000
2013-05-06,44455044000
2013-05-07,44785140000
2013-05-08,44309040000
2013-05-09,44105904000
2013-05-10,44270952000
2013-05-13,44080512000
2013-05-14,44080512000
2013-05-15,44683572000
2013-05-16,44436000000
2013-05-17,45108888000
2013-05-20,44848620000
2013-05-21,45235848000
2013-05-22,43420320000
2013-05-23,43591716000
2013-05-24,44258256000
2013-05-28,44124948000
2013-05-29,44067816000
2013-05-30,44321735999
2013-05-31,44118600000
2013-06-03,45102540000
2013-06-04,45394548000
2013-06-05,44543916000
2013-06-06,44601048000
2013-06-07,44664528000
2013-06-10,44359824000
2013-06-11,44436000000
2013-06-12,44074164000
2013-06-13,44175732000
2013-06-14,43820244000
2013-06-17,44347128000
2013-06-18,44537568000
2013-06-19,43725024000
2013-06-20,43585368000
2013-06-21,43693284000
2013-06-24,43350492000
2013-06-25,43883724000
2013-06-26,43877376000
2013-06-27,43667892000
2013-06-28,43712328000
2013-07-01,44010684000
2013-07-02,44156688000
2013-07-03,44042424000
2013-07-05,44594700000
2013-07-08,45185064000
2013-07-09,45559596000
2013-07-10,45724644000
2013-07-11,46067435999
2013-07-12,46061088000
2013-07-15,45927780000
2013-07-16,45750035999
2013-07-17,46092828000
2013-07-18,45972216000
2013-07-19,46054740000
2013-07-22,46359444000
2013-07-23,46499100000
2013-07-24,46543535999
2013-07-25,45591335999
2013-07-26,45362807999
2013-07-29,45394548000
2013-07-30,45337416000
2013-07-31,45229500000
2013-08-01,45438984000
2013-08-02,45388200000
2013-08-05,45447287000
2013-08-06,45321027000
2013-08-07,45251584000
2013-08-08,44961186000
2013-08-09,44645536000
2013-08-12,44670788000
2013-08-13,44942247000
2013-08-14,44216252000
2013-08-15,43610204000
2013-08-16,43294554000
2013-08-19,43079912000
2013-08-20,42896835000
2013-08-21,41350150000
2013-08-22,40554712000
2013-08-23,40624155000
2013-08-26,40485269000
2013-08-27,39936038000
2013-08-28,39942351000
2013-08-29,39866595000
2013-08-30,39967603000
2013-09-03,40144367000
2013-09-04,40119115000
2013-09-05,40062298000
2013-09-06,39954977000
2013-09-09,40359009000
2013-09-10,40864049000
2013-09-11,41028187000
2013-09-12,40460017000
2013-09-13,40251688000
2013-09-16,40270627000
2013-09-17,40643094000
2013-09-18,41337524000
2013-09-19,41280707000
2013-09-20,40750415000
2013-09-23,40655720000
2013-09-24,40346383000
2013-09-25,39923412000
2013-09-26,40005481000
2013-09-27,40365322000
2013-09-30,40390574000
2013-10-01,40346383000
2013-10-02,40182245000
2013-10-03,40055985000
2013-10-04,40030733000
2013-10-07,39569884000
2013-10-08,39222669000
2013-10-09,39576197000
2013-10-10,40055985000
2013-10-11,39904473000
2013-10-14,40182245000
2013-10-15,39727709000
2013-10-16,40340070000
2013-10-17,40946118000
2013-10-18,40826171000
2013-10-21,40845110000
2013-10-22,41110256000
2013-10-23,40573651000
2013-10-24,40485269000
2013-10-25,40447390999
2013-10-28,40958744000
2013-10-29,40605215999
2013-10-30,41482722999
2013-10-31,40901927000
2013-11-01,40794606000
2013-11-04,41238606000
2013-11-05,40865549000
2013-11-06,41542110000
2013-11-07,40985685999
2013-11-08,41169053000
2013-11-11,41535787000
2013-11-12,41377712000
2013-11-13,42281901000
2013-11-14,42155441000
2013-11-15,42294547000
2013-11-18,42016335000
2013-11-19,42130149000
2013-11-20,42041627000
2013-11-21,40587337000
2013-11-22,40277510000
2013-11-25,40315448000
