,ZBRA
2009-04-13,1138003200
2009-04-14,1129705260
2009-04-15,1127927130
2009-04-16,1175936640
2009-04-17,1178307480
2009-04-20,1129112550
2009-04-21,1174751220
2009-04-22,1191939810
2009-04-23,1174751220
2009-04-24,1197866910
2009-04-27,1200830460
2009-04-28,1225131570
2009-04-29,1256545200
2009-04-30,1259508750
2009-05-01,1262472300
2009-05-04,1261286880
2009-05-05,1211499240
2009-05-06,1184234580
2009-05-07,1159340760
2009-05-08,1204979430
2009-05-11,1167045990
2009-05-12,1138003200
2009-05-13,1125556290
2009-05-14,1157562630
2009-05-15,1155191790
2009-05-18,1181271030
2009-05-19,1221575310
2009-05-20,1258323330
2009-05-21,1250025390
2009-05-22,1261286880
2009-05-26,1309296390
2009-05-27,1285587990
2009-05-28,1283809860
2009-05-29,1293885930
2009-06-01,1331819370
2009-06-02,1340710020
2009-06-03,1318187040
2009-06-04,1341895440
2009-06-05,1355527770
2009-06-08,1324114140
2009-06-09,1315816200
2009-06-10,1322928720
2009-06-11,1365011130
2009-06-12,1369160100
2009-06-15,1366789260
2009-06-16,1361454870
2009-06-17,1363825710
2009-06-18,1363825710
2009-06-19,1365603840
2009-06-22,1363825710
2009-06-23,1335375630
2009-06-24,1361454870
2009-06-25,1359676740
2009-06-26,1358491320
2009-06-29,1399981020
2009-06-30,1402351860
2009-07-01,1440285300
2009-07-02,1402944570
2009-07-06,1394262100
2009-07-07,1368911880
2009-07-08,1279301800
2009-07-09,1266921460
2009-07-10,1262205140
2009-07-13,1267511000
2009-07-14,1287555360
2009-07-15,1323517300
2009-07-16,1373038660
2009-07-17,1379523600
2009-07-20,1426097260
2009-07-21,1437888060
2009-07-22,1462648740
2009-07-23,1471491840
2009-07-24,1473850000
2009-07-27,1481514020
2009-07-28,1496252520
2009-07-29,1483282640
2009-07-30,1462059200
2009-07-31,1440835760
2009-08-03,1442014840
2009-08-04,1418433240
2009-08-05,1436708980
2009-08-06,1419022780
2009-08-07,1443193920
2009-08-10,1436708980
2009-08-11,1424328640
2009-08-12,1465596440
2009-08-13,1469133680
2009-08-14,1453805640
2009-08-17,1409590140
2009-08-18,1414896000
2009-08-19,1448499780
2009-08-20,1444373000
2009-08-21,1471491840
2009-08-24,1483872180
2009-08-25,1484461720
2009-08-26,1488588500
2009-08-27,1495073440
2009-08-28,1492125740
2009-08-31,1473260460
2009-09-01,1470902300
2009-09-02,1472670920
2009-09-03,1489767580
2009-09-04,1510401480
2009-09-08,1528087680
2009-09-09,1543415720
2009-09-10,1564639160
2009-09-11,1559333300
2009-09-14,1573482260
2009-09-15,1579967200
2009-09-16,1604138340
2009-09-17,1628309480
2009-09-18,1592347540
2009-09-21,1601190640
2009-09-22,1573482260
2009-09-23,1574071800
2009-09-24,1574071800
2009-09-25,1558154220
2009-09-28,1558743760
2009-09-29,1535162160
2009-09-30,1528677220
2009-10-01,1497431600
2009-10-02,1480334940
2009-10-05,1483469120
2009-10-06,1501454080
2009-10-07,1481148480
2009-10-08,1507255680
2009-10-09,1514797760
2009-10-12,1507835840
2009-10-13,1500873920
2009-10-14,1517698560
2009-10-15,1514217600
2009-10-16,1508996160
2009-10-19,1495072320
2009-10-20,1492751680
2009-10-21,1479408000
2009-10-22,1486950080
2009-10-23,1475346880
2009-10-26,1477667520
2009-10-27,1473026240
2009-10-28,1463743680
2009-10-29,1465484160
2009-10-30,1450400000
2009-11-02,1460262720
2009-11-03,1453300800
2009-11-04,1473026240
2009-11-05,1511896960
2009-11-06,1514217600
2009-11-09,1528141440
2009-11-10,1547866880
2009-11-11,1572813760
2009-11-12,1558309760
2009-11-13,1571653440
2009-11-16,1615745600
2009-11-17,1618646400
2009-11-18,1597760640
2009-11-19,1580355840
2009-11-20,1584416960
2009-11-23,1596600320
2009-11-24,1591378880
2009-11-25,1594859840
2009-11-27,1567592320
2009-11-30,1543805760
2009-12-01,1595440000
2009-12-02,1585577280
2009-12-03,1576874880
2009-12-04,1613424960
2009-12-07,1612844800
2009-12-08,1604722560
2009-12-09,1585577280
2009-12-10,1570493120
2009-12-11,1550767680
2009-12-14,1580936000
2009-12-15,1610524160
2009-12-16,1591378880
2009-12-17,1582676480
2009-12-18,1579775680
2009-12-21,1605882880
2009-12-22,1626768640
2009-12-23,1643013120
2009-12-24,1655776640
2009-12-28,1629669440
2009-12-29,1646494080
2009-12-30,1647074240
2009-12-31,1644753600
2010-01-04,1663318720
2010-01-05,1660417920
2010-01-06,1647654400
2010-01-07,1606463040
2010-01-08,1601241600
2010-01-11,1606463040
2010-01-12,1604722560
2010-01-13,1627348800
2010-01-14,1631990080
2010-01-15,1619226560
2010-01-19,1651715520
2010-01-20,1638371840
2010-01-21,1643013120
2010-01-22,1592539200
2010-01-25,1597180480
2010-01-26,1587897920
2010-01-27,1564691520
2010-01-28,1550187520
2010-01-29,1514217600
2010-02-01,1551347840
2010-02-02,1572813760
2010-02-03,1561790720
2010-02-04,1532782720
2010-02-05,1564691520
2010-02-08,1586157440
2010-02-09,1629089280
2010-02-10,1663898880
2010-02-11,1698708480
2010-02-12,1701609280
2010-02-16,1713212480
2010-02-17,1720754560
2010-02-18,1724815680
2010-02-19,1728876800
2010-02-22,1712052160
2010-02-23,1685944960
2010-02-24,1687685440
2010-02-25,1682464000
2010-02-26,1657517120
2010-03-01,1710891840
2010-03-02,1718433920
2010-03-03,1712052160
2010-03-04,1676082240
2010-03-05,1681303680
2010-03-08,1685944960
2010-03-09,1687685440
2010-03-10,1688265600
2010-03-11,1700448960
2010-03-12,1728296640
2010-03-15,1745121280
2010-03-16,1741640320
2010-03-17,1749182400
2010-03-18,1749182400
2010-03-19,1721914880
2010-03-22,1748022080
2010-03-23,1737579200
2010-03-24,1706250560
2010-03-25,1684204480
2010-03-26,1701029120
2010-03-29,1707410880
2010-03-30,1716113280
2010-03-31,1717273600
2010-04-01,1736418880
2010-04-05,1751114940
2010-04-06,1760313180
2010-04-07,1737892470
2010-04-08,1685002590
2010-04-09,1691038935
2010-04-12,1702249290
2010-04-13,1699374840
2010-04-14,1737892470
2010-04-15,1746515820
2010-04-16,1770661200
2010-04-19,1751689830
2010-04-20,1759738290
2010-04-21,1753414500
2010-04-22,1756863840
2010-04-23,1745366040
2010-04-26,1764337410
2010-04-27,1725244890
2010-04-28,1717196430
2010-04-29,1743066480
2010-04-30,1670055450
2010-05-03,1647634740
2010-05-04,1667755890
2010-05-05,1663156770
2010-05-06,1599343980
2010-05-07,1551628110
2010-05-10,1628663370
2010-05-11,1642460730
2010-05-12,1684427700
2010-05-13,1676954130
2010-05-14,1633262490
2010-05-17,1638436500
2010-05-18,1636136940
2010-05-19,1617165570
2010-05-20,1540705200
2010-05-21,1540705200
2010-05-24,1525183170
2010-05-25,1524033390
2010-05-26,1545304320
2010-05-27,1602793320
2010-05-28,1580947500
2010-06-01,1550478330
2010-06-02,1561401240
2010-06-03,1614291120
2010-06-04,1549903440
2010-06-07,1504487130
2010-06-08,1499888010
2010-06-09,1517134710
2010-06-10,1532081850
2010-06-11,1555652340
2010-06-14,1548753660
2010-06-15,1580947500
2010-06-16,1582672170
2010-06-17,1573473930
2010-06-18,1580372610
2010-06-21,1535531190
2010-06-22,1513110480
2010-06-23,1520009160
2010-06-24,1506211800
2010-06-25,1517709600
2010-06-28,1529207400
2010-06-29,1494714000
2010-06-30,1458495930
2010-07-01,1424002530
2010-07-02,1417678740
2010-07-06,1382729430
2010-07-07,1430390190
2010-07-08,1438333650
2010-07-09,1480887900
2010-07-12,1492803090
2010-07-13,1527981270
2010-07-14,1525711710
2010-07-15,1503583500
2010-07-16,1444007550
2010-07-19,1452518400
2010-07-20,1476348780
2010-07-21,1445142330
2010-07-22,1484859630
2010-07-23,1518903030
2010-07-26,1556918160
2010-07-27,1547272530
2010-07-28,1556350770
2010-07-29,1558052940
2010-07-30,1556918160
2010-08-02,1565429010
2010-08-03,1554648600
2010-08-04,1593798510
2010-08-05,1722028650
2010-08-06,1715787360
2010-08-09,1727135160
2010-08-10,1700467830
2010-08-11,1648835340
2010-08-12,1631813640
2010-08-13,1613089770
2010-08-16,1606281090
2010-08-17,1617628890
2010-08-18,1605713700
2010-08-19,1579046370
2010-08-20,1593231120
2010-08-23,1611954990
2010-08-24,1579046370
2010-08-25,1586422440
2010-08-26,1594933290
2010-08-27,1632381030
2010-08-30,1611954990
2010-08-31,1623870180
2010-09-01,1655076630
2010-09-02,1677772230
2010-09-03,1699333050
2010-09-07,1670396160
2010-09-08,1689120030
2010-09-09,1732241670
2010-09-10,1762880730
2010-09-13,1800895860
2010-09-14,1800895860
2010-09-15,1798626300
2010-09-16,1803732810
2010-09-17,1800328470
2010-09-20,1847989230
2010-09-21,1864443540
2010-09-22,1838910989
2010-09-23,1837208820
2010-09-24,1858769640
2010-09-27,1838343600
2010-09-28,1844017500
2010-09-29,1866713100
2010-09-30,1908699960
2010-10-01,1919480370
2010-10-04,1854879030
2010-10-05,1925730870
2010-10-06,1891965540
2010-10-07,1891965540
2010-10-08,1920195569
2010-10-11,1935140880
2010-10-12,1947318540
2010-10-13,1942890300
2010-10-14,1930159109
2010-10-15,1943997359
2010-10-18,1947318540
2010-10-19,1928498520
2010-10-20,1939569120
2010-10-21,1945104420
2010-10-22,1970013270
2010-10-25,1999350359
2010-10-26,1994922120
2010-10-27,1971120330
2010-10-28,1979976810
2010-10-29,1980530340
2010-11-01,1973334450
2010-11-02,2008760370
2010-11-03,2022045090
2010-11-04,2136625800
2010-11-05,2114484600
2010-11-08,2113377540
2010-11-09,2092343399
2010-11-10,2075737500
2010-11-11,2077951620
2010-11-12,2045846880
2010-11-15,2045293350
2010-11-16,2017616850
2010-11-17,2049721590
2010-11-18,2063559840
2010-11-19,2052489240
2010-11-22,2047507470
2010-11-23,2049721590
2010-11-24,2069095140
2010-11-26,2065773960
2010-11-29,2043632760
2010-11-30,2017063319
2010-12-01,2073523380
2010-12-02,2096771640
2010-12-03,2112270479
2010-12-06,2128876380
2010-12-07,2115038130
2010-12-08,2130536970
2010-12-09,2141607569
2010-12-10,2151017580
2010-12-13,2150464050
2010-12-14,2153231700
2010-12-15,2138286390
2010-12-16,2152124640
2010-12-17,2149910520
2010-12-20,2120019899
2010-12-21,2123894609
2010-12-22,2133304620
2010-12-23,2130536970
2010-12-27,2126662260
2010-12-28,2117252250
2010-12-29,2127769319
2010-12-30,2120019899
2010-12-31,2102860470
2011-01-03,2114484600
2011-01-04,2094557520
2011-01-05,2092343399
2011-01-06,2074630439
2011-01-07,2081272800
2011-01-10,2087361630
2011-01-11,2131644030
2011-01-12,2133858149
2011-01-13,2147142870
2011-01-14,2140500510
2011-01-18,2157106410
2011-01-19,2133858149
2011-01-20,2113377540
2011-01-21,2094003990
2011-01-24,2132751090
2011-01-25,2137732859
2011-01-26,2165962890
2011-01-27,2184229380
2011-01-28,2118359310
2011-01-31,2153231700
2011-02-01,2214120000
2011-02-02,2203049400
2011-02-03,2218548240
2011-02-04,2233493550
2011-02-07,2239028850
2011-02-08,2225744130
2011-02-09,2252867100
2011-02-10,2266705350
2011-02-11,2279436540
2011-02-14,2275008300
2011-02-15,2130121822
2011-02-16,2138286390
2011-02-17,2169284070
2011-02-18,2180354670
2011-02-22,2124448140
2011-02-23,2072416319
2011-02-24,2059131600
2011-02-25,2066881020
2011-02-28,2065773960
2011-03-01,2028687450
2011-03-02,2033115689
2011-03-03,2069648670
2011-03-04,2078505149
2011-03-07,2030901569
2011-03-08,2054149830
2011-03-09,2040311580
2011-03-10,2003778600
2011-03-11,2005992720
2011-03-14,1989940350
2011-03-15,1965585030
2011-03-16,1948425600
2011-03-17,1956728550
2011-03-18,1991047410
2011-03-21,2053596300
2011-03-22,2053734682
2011-03-23,2064666899
2011-03-24,2111163420
2011-03-25,2206924110
2011-03-28,2162088180
2011-03-29,2160981120
2011-03-30,2157659940
2011-03-31,2172051720
2011-04-01,2176479960
2011-04-04,2146385100
2011-04-05,2146385100
2011-04-06,2132748600
2011-04-07,2112021120
2011-04-08,2095657320
2011-04-11,2094020940
2011-04-12,2061566070
2011-04-13,2068384320
2011-04-14,2059656960
2011-04-15,2070566160
2011-04-18,2014383780
2011-04-19,2017656540
2011-04-20,2075475299
2011-04-21,2075475299
2011-04-25,2065657019
2011-04-26,2098384620
2011-04-27,2113657500
2011-04-28,2111475660
2011-04-29,2143112340
2011-05-02,2187294600
2011-05-03,2177476320
2011-05-04,2298568440
2011-05-05,2267477220
2011-05-06,2274568200
2011-05-09,2279477340
2011-05-10,2340568860
2011-05-11,2305659420
2011-05-12,2332386960
2011-05-13,2292568380
2011-05-16,2260931700
2011-05-17,2258204400
2011-05-18,2300750280
2011-05-19,2310568560
2011-05-20,2301841200
2011-05-23,2270749980
2011-05-24,2242931520
2011-05-25,2301295740
2011-05-26,2343296160
2011-05-27,2358569040
2011-05-31,2424569700
2011-06-01,2336750640
2011-06-02,2323114140
2011-06-03,2269659060
2011-06-06,2241295140
2011-06-07,2249477040
2011-06-08,2247840660
2011-06-09,2238567840
2011-06-10,2194931040
2011-06-13,2181567270
2011-06-14,2247840660
2011-06-15,2222204040
2011-06-16,2209113000
2011-06-17,2181294540
2011-06-20,2187294600
2011-06-21,2220022200
2011-06-22,2223294960
2011-06-23,2236931460
2011-06-24,2181294540
2011-06-27,2213476680
2011-06-28,2257658940
2011-06-29,2275659120
2011-06-30,2300204820
2011-07-01,2338387020
2011-07-05,2276508520
2011-07-06,2293577000
2011-07-07,2296243950
2011-07-08,2310645480
2011-07-11,2251439190
2011-07-12,2240771390
2011-07-13,2238104440
2011-07-14,2214635280
2011-07-15,2230103590
2011-07-18,2243438340
2011-07-19,2279175470
2011-07-20,2245038510
2011-07-21,2271708010
2011-07-22,2277575300
2011-07-25,2259973430
2011-07-26,2219435790
2011-07-27,2155962380
2011-07-28,2144761190
2011-07-29,2133560000
2011-08-01,2102623380
2011-08-02,2063685909
2011-08-03,2057285230
2011-08-04,1884733565
2011-08-05,1848196350
2011-08-08,1665776970
2011-08-09,1720716140
2011-08-10,1683912230
2011-08-11,1804191675
2011-08-12,1828460920
2011-08-15,1862064489
2011-08-16,1852996860
2011-08-17,1846596179
2011-08-18,1744185300
2011-08-19,1703647660
2011-08-22,1705781220
2011-08-23,1788990060
2011-08-24,1823660409
2011-08-25,1774055140
2011-08-26,1802324810
2011-08-29,1871665510
2011-08-30,1890334159
2011-08-31,1916470270
2011-09-01,1874865850
2011-09-02,1800724640
2011-09-06,1771921580
2011-09-07,1819926679
2011-09-08,1801791420
2011-09-09,1746318860
2011-09-12,1759120219
2011-09-13,1746318860
2011-09-14,1718049190
2011-09-15,1708981560
2011-09-16,1706848000
2011-09-19,1634306960
2011-09-20,1627372890
2011-09-21,1647108320
2011-09-22,1526028790
2011-09-23,1545230830
2011-09-26,1585768470
2011-09-27,1663110020
2011-09-28,1628973060
2011-09-29,1648175100
2011-09-30,1650308660
2011-10-03,1563761080
2011-10-04,1639317680
2011-10-05,1697678640
2011-10-06,1752392040
2011-10-07,1721127240
2011-10-10,1763334720
2011-10-11,1774798480
2011-10-12,1778446040
2011-10-13,1788867640
2011-10-14,1812316240
2011-10-17,1761250399
2011-10-18,1794599520
2011-10-19,1769587680
2011-10-20,1774277399
2011-10-21,1818048120
2011-10-24,1847228600
2011-10-25,1807626520
2011-10-26,1848270760
2011-10-27,1942065160
2011-10-28,1910279279
2011-10-31,1862339920
2011-11-01,1770108760
2011-11-02,1844623200
2011-11-03,1886309600
2011-11-04,1892041480
2011-11-07,1903505240
2011-11-08,1921221959
2011-11-09,1875888000
2011-11-10,1881098800
2011-11-11,1959781880
2011-11-14,1939980839
2011-11-15,1979061839
2011-11-16,1964992680
2011-11-17,1924869520
2011-11-18,1905589560
2011-11-21,1846186440
2011-11-22,1839412399
2011-11-23,1803457880
2011-11-25,1797726000
2011-11-28,1844623200
2011-11-29,1846707520
2011-11-30,1972808880
2011-12-01,1973851040
2011-12-02,1954050000
2011-12-05,1977498600
2011-12-06,1971245640
2011-12-07,1993131000
2011-12-08,1944670560
2011-12-09,1987399120
2011-12-12,1936854360
2011-12-13,1896210120
2011-12-14,1892041480
2011-12-15,1913405760
2011-12-16,1929038160
2011-12-19,1839412399
2011-12-20,1887872839
2011-12-21,1865987480
2011-12-22,1895689040
2011-12-23,1902984160
2011-12-27,1906631720
2011-12-28,1860255600
2011-12-29,1874845839
2011-12-30,1864424240
2012-01-03,1857368560
2012-01-04,1843329100
2012-01-05,1840729200
2012-01-06,1825649780
2012-01-09,1817330100
2012-01-10,1833969460
2012-01-11,1850608820
2012-01-12,1819410020
2012-01-13,1818370060
2012-01-17,1848528899
2012-01-18,1900006920
2012-01-19,1937445480
2012-01-20,1954084840
2012-01-23,1956684740
2012-01-24,1938485440
2012-01-25,1952004920
2012-01-26,1961364560
2012-01-27,1970724200
2012-01-30,1966044380
2012-01-31,1967604320
2012-02-01,2072900270
2012-02-02,2027662009
2012-02-03,2042221450
2012-02-06,2049241179
2012-02-07,2054960960
2012-02-08,2045341330
2012-02-09,2071600320
2012-02-10,2040921500
2012-02-13,2062760660
2012-02-14,2019082340
2012-02-15,2001923000
2012-02-16,2028441980
2012-02-17,1993603320
2012-02-21,1983203720
2012-02-22,1971764160
2012-02-23,2002442980
2012-02-24,2009202720
2012-02-27,2008682740
2012-02-28,2002962960
2012-02-29,1998803120
2012-03-01,1992563360
2012-03-02,1983723700
2012-03-05,1986323600
2012-03-06,1955124800
2012-03-07,1975404020
2012-03-08,2009202720
2012-03-09,2045601320
2012-03-12,2078880039
2012-03-13,2129318100
2012-03-14,2126198220
2012-03-15,2146477440
2012-03-16,2134257910
2012-03-19,2130878039
2012-03-20,2112158759
2012-03-21,2104879039
2012-03-22,2104359060
2012-03-23,2108518899
2012-03-26,2155837080
2012-03-27,2162076840
2012-03-28,2165196720
2012-03-29,2158956960
2012-03-30,2141277640
2012-04-02,2145907950
2012-04-03,2132965200
2012-04-04,2102420310
2012-04-05,2089995269
2012-04-09,2061003510
2012-04-10,1999396019
2012-04-11,1993183500
2012-04-12,2001984570
2012-04-13,1970921970
2012-04-16,1972475100
2012-04-17,2025281519
2012-04-18,1967298000
2012-04-19,1939341660
2012-04-20,1964709450
2012-04-23,1931058299
2012-04-24,1924845780
2012-04-25,1960567769
2012-04-26,1923810359
2012-04-27,1949178150
2012-04-30,2008197090
2012-05-01,2027352359
2012-05-02,2019069000
2012-05-03,1993183500
2012-05-04,1959532350
2012-05-07,1946071890
2012-05-08,1957979220
2012-05-09,1950213570
2012-05-10,1948660440
2012-05-11,1943483340
2012-05-14,1909832190
2012-05-15,1919150970
2012-05-16,1920704100
2012-05-17,1897407150
2012-05-18,1862202870
2012-05-21,1813020420
2012-05-22,1793865150
2012-05-23,1801630799
2012-05-24,1766944230
2012-05-25,1770568200
2012-05-29,1805254769
2012-05-30,1749859799
2012-05-31,1732775370
2012-06-01,1688770019
2012-06-04,1718797200
2012-06-05,1732775370
2012-06-06,1733810790
2012-06-07,1713102390
2012-06-08,1702748190
2012-06-11,1674274140
2012-06-12,1690323150
2012-06-13,1677898109
2012-06-14,1667026200
2012-06-15,1671685590
2012-06-18,1688252310
2012-06-19,1698088799
2012-06-20,1719314910
2012-06-21,1672721010
2012-06-22,1704819030
2012-06-25,1677380400
2012-06-26,1685663760
2012-06-27,1702748190
2012-06-28,1705336740
2012-06-29,1778851560
2012-07-02,1738289860
2012-07-03,1760463240
2012-07-05,1770260780
2012-07-06,1747056080
2012-07-09,1743446460
2012-07-10,1751697020
2012-07-11,1749634380
2012-07-12,1736227220
2012-07-13,1739836840
2012-07-16,1750150040
2012-07-17,1790887179
2012-07-18,1818732820
2012-07-19,1830593000
2012-07-20,1813576220
2012-07-23,1800684720
2012-07-24,1764072860
2012-07-25,1803263020
2012-07-26,1818217160
2012-07-27,1850703740
2012-07-30,1833686960
2012-07-31,1781089640
2012-08-01,1797590760
2012-08-02,1785214919
2012-08-03,1844515820
2012-08-06,1838843559
2012-08-07,1843484500
2012-08-08,1832655640
2012-08-09,1817701500
2012-08-10,1796559440
2012-08-13,1805841320
2012-08-14,1844515820
2012-08-15,1868751840
2012-08-16,1908457660
2012-08-17,1905879360
2012-08-20,1908973320
2012-08-21,1908973320
2012-08-22,1901754080
2012-08-23,1914645580
2012-08-24,1907426340
2012-08-27,1915676900
2012-08-28,1916192559
2012-08-29,1925474440
2012-08-30,1915161240
2012-08-31,1922896140
2012-09-04,1921864820
2012-09-05,1943006880
2012-09-06,1982197040
2012-09-07,1980650059
2012-09-10,1971883840
2012-09-11,1968274220
2012-09-12,1984259679
2012-09-13,1979618740
2012-09-14,1980650059
2012-09-17,1969821200
2012-09-18,1973430820
2012-09-19,1980134400
2012-09-20,1972915160
2012-09-21,1985291000
2012-09-24,1979103080
2012-09-25,1951257440
2012-09-26,1927537080
2012-09-27,1954351400
2012-09-28,1933209340
2012-10-01,1921493600
2012-10-02,1916906480
2012-10-03,1909261280
2012-10-04,1920983920
2012-10-05,1925571040
2012-10-08,1937293680
2012-10-09,1900596720
2012-10-10,1879190159
2012-10-11,1881738560
2012-10-12,1859822320
2012-10-15,1851667440
2012-10-16,1872564320
2012-10-17,1867977200
2012-10-18,1859822320
2012-10-19,1845041600
2012-10-22,1862880399
2012-10-23,1857273920
2012-10-24,1789486480
2012-10-25,1811402720
2012-10-26,1804776879
2012-10-31,1831280240
2012-11-01,1884796639
2012-11-02,1839944800
2012-11-05,1860332000
2012-11-06,1951564720
2012-11-07,1925571040
2012-11-08,1928119440
2012-11-09,1943409840
2012-11-12,1931177520
2012-11-13,1918945200
2012-11-14,1887345040
2012-11-15,1900596720
2012-11-16,1899067680
2012-11-19,1925061360
2012-11-20,1938313040
2012-11-21,1954113120
2012-11-23,1990810080
2012-11-26,1982145520
2012-11-27,1971951920
2012-11-28,1947996960
2012-11-29,1986732639
2012-11-30,1985203600
2012-12-03,2033113520
2012-12-04,2036171600
2012-12-05,2022919920
2012-12-06,2027507040
2012-12-07,2012216639
2012-12-10,2031074800
2012-12-11,2047384560
2012-12-12,2024958639
2012-12-13,1992339120
2012-12-14,1978577760
2012-12-17,1991829440
2012-12-18,2035661920
2012-12-19,2015784399
2012-12-20,2040249040
2012-12-21,2025468320
2012-12-24,2025978000
2012-12-26,1998964960
2012-12-27,2006610159
2012-12-28,1993358480
2012-12-31,2004023800
2013-01-02,2088140800
2013-01-03,2090180000
2013-01-04,2073438168
2013-01-07,2085082000
2013-01-08,2086611400
2013-01-09,2109042599
2013-01-10,2097827000
2013-01-11,2105473999
2013-01-14,2089160399
2013-01-15,2097317200
2013-01-16,2095787800
2013-01-17,2106493600
2013-01-18,2117199400
2013-01-22,2126885600
2013-01-23,2130963999
2013-01-24,2192140000
2013-01-25,2185002800
2013-01-28,2147277599
2013-01-29,2145748200
2013-01-30,2175826400
2013-01-31,2206414400
2013-02-01,2225277000
2013-02-04,2212022200
2013-02-05,2213551600
2013-02-06,2239551400
2013-02-07,2227826000
2013-02-08,2246688600
2013-02-11,2212022200
2013-02-12,2255865000
2013-02-13,2289002000
2013-02-14,2274727600
2013-02-15,2291551000
2013-02-19,2312962600
2013-02-20,2300217600
2013-02-21,2279315800
2013-02-22,2304805800
2013-02-25,2259433600
2013-02-26,2266061000
2013-02-27,2286962800
2013-02-28,2279825600
2013-03-01,2245669000
2013-03-04,2257394400
2013-03-05,2287472600
2013-03-06,2283394200
2013-03-07,2274727600
2013-03-08,2296139200
2013-03-11,2318060600
2013-03-12,2320609600
2013-03-13,2330805600
2013-03-14,2352217200
2013-03-15,2358844600
2013-03-18,2353236800
2013-03-19,2355276000
2013-03-20,2368530800
2013-03-21,2335393800
2013-03-22,2351197600
2013-03-25,2325197800
2013-03-26,2346609400
2013-03-27,2370060200
2013-03-28,2402687400
2013-04-01,2349035000
2013-04-02,2329184000
2013-04-03,2290500000
2013-04-04,2304752000
2013-04-05,2288464000
2013-04-08,2309333000
2013-04-09,2305770000
2013-04-10,2350562000
2013-04-11,2369904000
2013-04-12,2340382000
2013-04-15,2291518000
2013-04-16,2309333000
2013-04-17,2283374000
2013-04-18,2245708000
2013-04-19,2266068000
2013-04-22,2290500000
2013-04-23,2344454000
2013-04-24,2326639000
2013-04-25,2346490000
2013-04-26,2328675000
2013-04-29,2351580000
2013-04-30,2374485000
2013-05-01,2338855000
2013-05-02,2319513000
2013-05-03,2344963000
2013-05-06,2344963000
2013-05-07,2375503000
2013-05-08,2361760000
2013-05-09,2378557000
2013-05-10,2370922000
2013-05-13,2369904000
2013-05-14,2371940000
2013-05-15,2366341000
2013-05-16,2350053000
2013-05-17,2352089000
2013-05-20,2351071000
2013-05-21,2372958000
2013-05-22,2310351000
2013-05-23,2357179000
2013-05-24,2336819000
2013-05-28,2382629000
2013-05-29,2339364000
2013-05-30,2356670000
2013-05-31,2324094000
2013-06-03,2324094000
2013-06-04,2312896000
2013-06-05,2302716000
2013-06-06,2304243000
2013-06-07,2314932000
2013-06-10,2338855000
2013-06-11,2327148000
2013-06-12,2297117000
2013-06-13,2327657000
2013-06-14,2311878000
2013-06-17,2315441000
2013-06-18,2323076000
2013-06-19,2289482000
2013-06-20,2241636000
2013-06-21,2238073000
2013-06-24,2182083000
2013-06-25,2195826000
2013-06-26,2172921000
2013-06-27,2199389000
2013-06-28,2211096000
2013-07-01,2225454100
2013-07-02,2231019000
2013-07-03,2232536700
2013-07-05,2245690100
2013-07-08,2241137000
2013-07-09,2253784500
2013-07-10,2263902500
2013-07-11,2306904000
2013-07-12,2329669500
2013-07-15,2334222600
2013-07-16,2333210800
2013-07-17,2322586900
2013-07-18,2347881900
2013-07-19,2339787500
2013-07-22,2342822900
2013-07-23,2345858300
2013-07-24,2343328800
2013-07-25,2348893700
2013-07-26,2334222600
2013-07-29,2330681300
2013-07-30,2338269800
2013-07-31,2335740300
2013-08-01,2420731500
2013-08-02,2406566300
2013-08-05,2434390800
2013-08-06,2429837700
2013-08-07,2403025000
2013-08-08,2403025000
2013-08-09,2403025000
2013-08-12,2435908500
2013-08-13,2441979300
2013-08-14,2433884900
2013-08-15,2401001400
2013-08-16,2390883400
2013-08-19,2381271300
2013-08-20,2404036800
2013-08-21,2389365700
2013-08-22,2396448300
2013-08-23,2394424700
2013-08-26,2391389300
2013-08-27,2359011700
2013-08-28,2350917300
2013-08-29,2367612000
2013-08-30,2306904000
2013-09-03,2317022000
2013-09-04,2320057400
2013-09-05,2323598700
2013-09-06,2316010200
2013-09-09,2345858300
2013-09-10,2396954200
2013-09-11,2313480700
2013-09-12,2269467400
2013-09-13,2260867100
2013-09-16,2246196000
2013-09-17,2256819900
2013-09-18,2244678300
2013-09-19,2254290400
2013-09-20,2249737300
2013-09-23,2251760900
2013-09-24,2287679800
2013-09-25,2306398100
2013-09-26,2313480700
2013-09-27,2302856800
2013-09-30,2291166840
2013-10-01,2341958730
2013-10-02,2343467400
2013-10-03,2321843130
2013-10-04,2339444280
2013-10-07,2320334460
2013-10-08,2308767990
2013-10-09,2320837350
2013-10-10,2348999190
2013-10-11,2372132130
2013-10-14,2372635020
2013-10-15,2360565660
2013-10-16,2375149470
2013-10-17,2406831540
2013-10-18,2408843100
2013-10-21,2426444250
2013-10-22,2418900900
2013-10-23,2380178370
2013-10-24,2358554100
2013-10-25,2376155250
2013-10-28,2423426910
2013-10-29,2443542510
2013-10-30,2440525170
2013-10-31,2429461590
2013-11-01,2427952920
2013-11-04,2439016500
2013-11-05,2656264980
2013-11-06,2592397950
2013-11-07,2550658080
2013-11-08,2545629180
2013-11-11,2534565600
2013-11-12,2571276570
2013-11-13,2568762120
2013-11-14,2578317030
2013-11-15,2591895060
2013-11-18,2587369050
2013-11-19,2589883500
2013-11-20,2615530890
2013-11-21,2602455750
2013-11-22,2609496210
2013-11-25,2628606030
