,GE
2013-11-27,161944500000
2013-11-29,160910275000
2013-12-02,160910275000
2013-12-03,160304875000
2013-12-04,160796762500
2013-12-05,159649025000
2013-12-06,162600349999
2013-12-09,164113850000
2013-12-10,163811150000
2013-12-11,160431000000
2013-12-12,160191362500
2013-12-13,161994950000
2013-12-16,162839987500
2013-12-17,163142687500
2013-12-18,165438162499
2013-12-19,164895825000
2013-12-20,165135462500
2013-12-23,165375100000
2013-12-24,166648962500
2013-12-26,167973275000
2013-12-27,167973275000
2013-12-30,168339037500
2013-12-31,168429537499
2014-01-02,165240250000
2014-01-03,165127243750
2014-01-06,163796281250
2014-01-07,163984625000
2014-01-08,163494931250
2014-01-09,163557712500
2014-01-10,162000737500
2014-01-13,160619550000
2014-01-14,162063518750
2014-01-15,164285975000
2014-01-16,163444706249
2014-01-17,159715500000
2014-01-21,157970181250
2014-01-22,156174637500
2014-01-23,155145025000
2014-01-24,149921625000
2014-01-27,150637331250
2014-01-28,152985350000
2014-01-29,151968293750
2014-01-30,153223918750
2014-01-31,151001462500
2014-02-03,146317981250
2014-02-04,147636387500
2014-02-05,147335037500
2014-02-06,149921625000
2014-02-07,151365593750
2014-02-10,150524325000
2014-02-11,152809562500
2014-02-12,152558437500
2014-02-13,152859787500
2014-02-14,154667887500
2014-02-18,154127968750
2014-02-19,152621218750
2014-02-20,150938681250
2014-02-21,149858843750
2014-02-24,151968293750
2014-02-25,151842731250
2014-02-26,152018518750
2014-02-27,153223918750
2014-02-28,153048131250
2014-03-03,150938681250
2014-03-04,154127968750
2014-03-05,155810506250
2014-03-06,157555825000
2014-03-07,157015906250
2014-03-10,156463431250
2014-03-11,155622162500
2014-03-12,154780893750
2014-03-13,152257087500
2014-03-14,150875900000
2014-03-17,152809562500
2014-03-18,154127968750
2014-03-19,151905512500
2014-03-20,151842731250
2014-03-21,152621218750
2014-03-24,152684000000
2014-03-25,154429318750
2014-03-26,153939625000
2014-03-27,155082243750
2014-03-28,155509156250
2014-03-31,155571937500
2014-04-01,155446375000
2014-04-02,156463431250
2014-04-03,157606050000
2014-04-04,156350425000
2014-04-07,155333368750
2014-04-08,154730668750
2014-04-09,155923512500
2014-04-10,153701056250
2014-04-11,152809562500
2014-04-14,154492100000
2014-04-15,155145025000
2014-04-16,156953125000
2014-04-17,159589937500
2014-04-21,159778281250
2014-04-22,159715500000
2014-04-23,158748668750
2014-04-24,158987237500
2014-04-25,159828506250
2014-04-28,160920900000
2014-04-29,160795337500
2014-04-30,161573825000
2014-05-01,160858118750
2014-05-02,160318200000
2014-05-05,159715500000
2014-05-06,157367481250
2014-05-07,159414150000
2014-05-08,158874231250
2014-05-09,158527416250
2014-05-12,161110398750
2014-05-13,161536716250
2014-05-14,160571232500
2014-05-15,159605748750
2014-05-16,160032066250
2014-05-19,159668442500
2014-05-20,157812707500
2014-05-21,158953733750
2014-05-22,159066582500
2014-05-23,159066582500
2014-05-27,159430206250
2014-05-28,159969372500
2014-05-29,160445845000
2014-05-30,160746775000
2014-06-02,160997550000
2014-06-03,160746775000
2014-06-04,159317357500
2014-06-05,160633926250
2014-06-06,163091521250
2014-06-09,164646326250
2014-06-10,164470783749
2014-06-11,162915978750
2014-06-12,161774952500
2014-06-13,162251425000
2014-06-16,160934856250
2014-06-17,161235786250
2014-06-18,161348635000
2014-06-19,161586871250
2014-06-20,161837646250
2014-06-23,160094760000
2014-06-24,159492900000
2014-06-25,158527416250
2014-06-26,157750013750
2014-06-27,158590110000
2014-06-30,157687320000
2014-07-01,158540907500
2014-07-02,159795782500
2014-07-03,161301632500
2014-07-07,160636548750
2014-07-08,158352676250
2014-07-09,158051506250
2014-07-10,157336227500
2014-07-11,159444417500
2014-07-14,160096952500
2014-07-15,159795782500
2014-07-16,162255337500
2014-07-17,159795782500
2014-07-18,158892272500
2014-07-21,156018608750
2014-07-22,156257035000
2014-07-23,155591951250
2014-07-24,155780182500
2014-07-25,154876672500
2014-07-28,153671992500
2014-07-29,152831226250
2014-07-30,153973162500
2014-07-31,151036755000
2014-08-01,152228886250
2014-08-04,151752033750
2014-08-05,150246183750
2014-08-06,152768482500
2014-08-07,153132396250
2014-08-08,154098650000
2014-08-11,154876672500
2014-08-12,153797480000
2014-08-13,155115098750
2014-08-14,155416268750
2014-08-15,153973162500
2014-08-18,156558205000
2014-08-19,156432717500
2014-08-20,158302481250
2014-08-21,158716590000
2014-08-22,157035057500
2014-08-25,157336227500
2014-08-26,156194291250
2014-08-27,156922118750
2014-08-28,156194291250
2014-08-29,156018608750
2014-09-02,155240586250
2014-09-03,155830377500
2014-09-04,155893121250
2014-09-05,156733887500
2014-09-08,156620948750
2014-09-09,155529207500
2014-09-10,155830377500
2014-09-11,156257035000
2014-09-12,155353525000
2014-09-15,155654695000
2014-09-16,157398971250
2014-09-17,157762885000
2014-09-18,157398971250
2014-09-19,157875823750
2014-09-22,156620948750
2014-09-23,156257035000
2014-09-24,155717438750
2014-09-25,153433566250
2014-09-26,153910418750
2014-09-29,152655543750
2014-09-30,153847675000
2014-10-01,151252500000
2014-10-02,151013812500
2014-10-03,152697187500
2014-10-06,151616812500
2014-10-07,149154562500
2014-10-08,151792687500
2014-10-09,148966125000
2014-10-10,145900875000
2014-10-13,143978812500
2014-10-14,144883312500
2014-10-15,145963687500
2014-10-16,145787812500
2014-10-17,149217375000
2014-10-20,150473625000
2014-10-21,152998687500
2014-10-22,151440937500
2014-10-23,152935875000
2014-10-24,154141875000
2014-10-27,153425812500
2014-10-28,155586562500
2014-10-29,154267500000
2014-10-30,154317750000
2014-10-31,155159437500
2014-11-03,154506187500
2014-11-04,154506187500
2014-11-05,155222250000
2014-11-06,158475937500
2014-11-07,158777437500
2014-11-10,159129187500
2014-11-11,158589000000
2014-11-12,159430687500
2014-11-13,158827687500
2014-11-14,159066375000
2014-11-17,159970875000
2014-11-18,162382875000
2014-11-19,161842687500
2014-11-20,161415562500
2014-11-21,162257250000
2014-11-24,162320062500
2014-11-25,161478375000
2014-11-26,161541187500
2014-11-28,159254812500
2014-12-01,156428250000
2014-12-02,156604125000
2014-12-03,158589000000
2014-12-04,156842812500
2014-12-05,156365437500
2014-12-08,154443375000
2014-12-09,153777562500
2014-12-10,151918312500
2014-12-11,152760000000
2014-12-12,149631937500
2014-12-15,147835500000
2014-12-16,147232500000
2014-12-17,148250062500
2014-12-18,151139437500
2014-12-19,154016250000
2014-12-22,154569000000
2014-12-23,155586562500
2014-12-24,155285062500
2014-12-26,154983562500
2014-12-29,154506187500
2014-12-30,153727312500
2014-12-31,151918312500
2015-01-02,150527113725
2015-01-05,147765608970
2015-01-06,144589878502
2015-01-07,144652639974
2015-01-08,146384856593
2015-01-09,144351384910
2015-01-12,144050129845
2015-01-13,143322096774
2015-01-14,142845109589
2015-01-15,141640089332
2015-01-16,141702850804
2015-01-20,143259335302
2015-01-21,144401594087
2015-01-22,145845107936
2015-01-23,147050128193
2015-01-26,147715399793
2015-01-27,146447618064
2015-01-28,143209126125
2015-01-29,144652639974
2015-01-30,143510381189
2015-02-02,145430882223
2015-02-03,146987366721
2015-02-04,145129627159
2015-02-05,147163098842
2015-02-06,147288621785
2015-02-09,148004102562
2015-02-10,148493642042
2015-02-11,148794897106
2015-02-12,149510377883
2015-02-13,151079414676
2015-02-17,151192385325
2015-02-18,151669372510
2015-02-19,150238410955
2015-02-20,151430878917
2015-02-23,151192385325
2015-02-24,152510376231
2015-02-25,155635897521
2015-02-26,155522926872
2015-02-27,156125437000
2015-03-02,156840917778
2015-03-03,155334642457
2015-03-04,154142174495
2015-03-05,155096148865
2015-03-06,152698660646
2015-03-09,154016651551
2015-03-10,151192385325
2015-03-11,151317908268
2015-03-12,152573137702
2015-03-13,150414143076
2015-03-16,152874392766
2015-03-17,152033389046
2015-03-18,154016651551
2015-03-19,152158911989
2015-03-20,152573137702
2015-03-23,152999915710
2015-03-24,151794895453
2015-03-25,149635900827
2015-03-26,148970629227
2015-03-27,149334645762
2015-03-30,150891130261
2015-03-31,149703688750
2015-04-01,149880211250
2015-04-02,150485431250
2015-04-06,151935437500
2015-04-07,150964563750
2015-04-08,150914128750
2015-04-09,155251538750
2015-04-10,172021176250
2015-04-13,166712892500
2015-04-14,167318112500
2015-04-15,165691583750
2015-04-16,164607231250
2015-04-17,164430708750
2015-04-20,163031137500
2015-04-21,160622866250
2015-04-22,162375482500
2015-04-23,162009828750
2015-04-24,161707218750
2015-04-27,162186351250
2015-04-28,163636357500
2015-04-29,163459834999
2015-04-30,163396791250
2015-05-01,164783753750
2015-05-04,164544187500
2015-05-05,162438526250
2015-05-06,161770262500
2015-05-07,163157225000
2015-05-08,165086363750
2015-05-11,162438526250
2015-05-12,163094181250
2015-05-13,164178533750
2015-05-14,165388973749
2015-05-15,164544187500
2015-05-18,164783753750
2015-05-19,165023320000
2015-05-20,166775936250
2015-05-21,167255068750
2015-05-22,167015502500
2015-05-26,166057237500
2015-05-27,166057237500
2015-05-28,166712892500
2015-05-29,164544187500
2015-06-01,164607231250
2015-06-02,164909841250
2015-06-03,166120281250
2015-06-04,164481143750
2015-06-05,164670275000
2015-06-08,164367665000
2015-06-09,164909841250
2015-06-10,166712892500
2015-06-11,165994193750
2015-06-12,165275495000
2015-06-15,164178533750
2015-06-16,164241577500
2015-06-17,164544187500
2015-06-18,165149407500
2015-06-19,164367665000
2015-06-22,165452017500
2015-06-23,166233760000
2015-06-24,164481143750
2015-06-25,163157225000
2015-06-26,163459834999
2015-06-29,160748953750
2015-06-30,160574556250
2015-07-01,161117592500
2015-07-02,161850060000
2015-07-06,159008591250
2015-07-07,159968376250
2015-07-08,156470212500
2015-07-09,157253195000
2015-07-10,158768645000
2015-07-13,159968376250
2015-07-14,161117592500
2015-07-15,161786916250
2015-07-16,163416025000
2015-07-17,164628385000
2015-07-20,164022205000
2015-07-21,162266808750
2015-07-22,160940790000
2015-07-23,158705501250
2015-07-24,155624086250
2015-07-27,156823817500
2015-07-28,157733087500
2015-07-29,158705501250
2015-07-30,157859375000
2015-07-31,157733087500
2015-08-03,156343925000
2015-08-04,156520727500
2015-08-05,157733087500
2015-08-06,157316338750
2015-08-07,155864032500
2015-08-10,158579213750
2015-08-11,155384140000
2015-08-12,156280781250
2015-08-13,155864032500
2015-08-14,157619428750
2015-08-17,158402411250
2015-08-18,157556285000
2015-08-19,155497798750
2015-08-20,152239581250
2015-08-21,148615130000
2015-08-24,144258211250
2015-08-25,140633760000
2015-08-26,145104337500
2015-08-27,151153508750
2015-08-28,152050150000
2015-08-31,150004292500
2015-09-01,144321355000
2015-09-02,148488842500
2015-09-03,148122608750
2015-09-04,145041193750
2015-09-08,150850418750
2015-09-09,148362555000
2015-09-10,149158166250
2015-09-11,150787275000
2015-09-14,149701202500
2015-09-15,152896276250
2015-09-16,156710158750
2015-09-17,153199366250
2015-09-18,149878005000
2015-09-21,151633401250
2015-09-22,151747060000
2015-09-23,151936491250
2015-09-24,150547328750
2015-09-25,150597843750
2015-09-28,146922877500
2015-09-29,148488842500
2015-09-30,147015506250
2015-10-01,146844968750
2015-10-02,148477256250
2015-10-05,156346343750
2015-10-06,159087125000
2015-10-07,161876631249
2015-10-08,163399287499
2015-10-09,163630731250
2015-10-12,163740362500
2015-10-13,162461331250
2015-10-14,160889950000
2015-10-15,163399287499
2015-10-16,168929575000
2015-10-19,168990481250
2015-10-20,167772356250
2015-10-21,168174337500
2015-10-22,172437775000
2015-10-23,172023612500
2015-10-26,172255056250
2015-10-27,171731262500
2015-10-28,171329281250
2015-10-29,171036931250
2015-10-30,168588500000
2015-11-02,171378006250
2015-11-03,172486500000
2015-11-04,172194150000
2015-11-05,172778850000
2015-11-06,174411137500
2015-11-09,173424456250
2015-11-10,175580537499
2015-11-11,178784206250
2015-11-12,175811981250
2015-11-13,176518493750
2015-11-16,176981381250
2015-11-17,176749937500
2015-11-18,177907156250
2015-11-19,176457587500
2015-11-20,178723300000
2015-11-23,178321318749
2015-11-24,178723300000
2015-11-25,176981381250
2015-11-27,176981381250
2015-11-30,174532950000
2015-12-01,175872887500
2015-12-02,174703487500
2015-12-03,175056743750
2015-12-04,177736618750
2015-12-07,177042287500
2015-12-08,175982518750
2015-12-09,177614806250
2015-12-10,178674575000
2015-12-11,176396681250
2015-12-14,176396681250
2015-12-15,176749937500
2015-12-16,180599212500
2015-12-17,178089875000
2015-12-18,176518493750
2015-12-21,177212825000
2015-12-22,177736618750
2015-12-23,180416493750
2015-12-24,179722162500
2015-12-28,180124143750
2015-12-29,182341131250
2015-12-30,181001193750
2015-12-31,173070270000
2016-01-04,170620560000
2016-01-05,170794710000
2016-01-06,168066360000
2016-01-07,160961039999
2016-01-08,158070150000
2016-01-11,158789970000
2016-01-12,159126660000
2016-01-13,156897539999
2016-01-14,161460270000
2016-01-15,158290740000
2016-01-19,158290740000
2016-01-20,155562390000
2016-01-21,158848020000
2016-01-22,156897539999
2016-01-25,155794590000
2016-01-26,157292280000
2016-01-27,155562390000
2016-01-28,156735000000
2016-01-29,161680860000
2016-02-01,159126660000
2016-02-02,156897539999
2016-02-03,159289200000
2016-02-04,162122039999
2016-02-05,158569380000
2016-02-08,156514410000
2016-02-09,157118130000
2016-02-10,157234230000
2016-02-11,152508960000
2016-02-12,157013640000
2016-02-16,160345710000
2016-02-17,163016010000
2016-02-18,161564760000
2016-02-19,161239680000
2016-02-22,163399140000
2016-02-23,162342630000
2016-02-24,160902990000
2016-02-25,162400680000
2016-02-26,163341090000
2016-02-29,161901450000
2016-03-01,166011390000
2016-03-02,167683230000
2016-03-03,167903820000
2016-03-04,169238970000
2016-03-07,168286950000
2016-03-08,167009850000
2016-03-09,166951800000
2016-03-10,166348080000
2016-03-11,168565590000
2016-03-14,168182460000
2016-03-15,168240510000
2016-03-16,167625180000
2016-03-17,172013760000
2016-03-18,171793170000
2016-03-21,172733580000
2016-03-22,172571039999
2016-03-23,172629090000
2016-03-24,172849680000
2016-03-28,174962700000
2016-03-29,174904650000
2016-03-30,176843520000
2016-03-31,172648533750
2016-04-01,173408900000
2016-04-04,169607068750
2016-04-05,168256567500
2016-04-06,167813966250
2016-04-07,166349977500
2016-04-08,167223831250
2016-04-11,166781230000
2016-04-12,167325970000
2016-04-13,168256567500
2016-04-14,168472193750
2016-04-15,168517588750
2016-04-18,168687819999
2016-04-19,169175816250
2016-04-20,169175816250
2016-04-21,168256567500
2016-04-22,167053600000
2016-04-25,166622347500
2016-04-26,167813966250
2016-04-27,167984197500
2016-04-28,167813966250
2016-04-29,166996856250
2016-05-02,167757222500
2016-05-03,166349977500
2016-05-04,163308512500
2016-05-05,162332520000
2016-05-06,163580882499
2016-05-09,162219032500
2016-05-10,165532867500
2016-05-11,164772501250
2016-05-12,163422000000
2016-05-13,160970670000
2016-05-16,162707028750
2016-05-17,161356527500
2016-05-18,160811787500
2016-05-19,159449937500
2016-05-20,160539417500
2016-05-23,160153560000
2016-05-24,162116893750
2016-05-25,163422000000
2016-05-26,163036142500
2016-05-27,163580882499
2016-05-31,164182366250
2016-06-01,163524138750
2016-06-02,163195025000
2016-06-03,162604890000
2016-06-06,163580882499
2016-06-07,163694370000
2016-06-08,164613618750
2016-06-09,164227761250
2016-06-10,163149630000
2016-06-13,162003406250
2016-06-14,165317241250
2016-06-15,166134351249
2016-06-16,166406721250
2016-06-17,166191095000
2016-06-20,167439457500
2016-06-21,168029592500
2016-06-22,167167087500
2016-06-23,169391442500
2016-06-24,161946662500
2016-06-27,159234311250
2016-06-28,162604890000
2016-06-29,165918725000
2016-06-30,167673450000
2016-07-01,167729100000
2016-07-05,167506500000
2016-07-06,169053570000
2016-07-07,169476510000
2016-07-08,171502170000
2016-07-11,171557820000
2016-07-12,171824940000
2016-07-13,172359180000
2016-07-14,173794950000
2016-07-15,175130550000
2016-07-18,175286370000
2016-07-19,175397670000
2016-07-20,174596310000
2016-07-21,173583480000
2016-07-22,170756460000
2016-07-25,168519330000
2016-07-26,167617800000
2016-07-27,166604970000
2016-07-28,166449150000
2016-07-29,165859260000
2016-08-01,165914910000
2016-08-02,165380670000
2016-08-03,165803610000
2016-08-04,166015080000
2016-08-05,166604970000
2016-08-08,166549320000
2016-08-09,166716270000
2016-08-10,166549320000
2016-08-11,166660620000
2016-08-12,166393500000
2016-08-15,166393500000
2016-08-16,166126380000
2016-08-17,166660620000
2016-08-18,167406330000
2016-08-19,166449150000
2016-08-22,166816440000
2016-08-23,166337850000
2016-08-24,166282200000
2016-08-25,166237680000
2016-08-26,166337850000
2016-08-29,167027910000
2016-08-30,167083560000
2016-08-31,166393500000
2016-09-01,166182030000
2016-09-02,166660620000
2016-09-06,165380670000
2016-09-07,165436320000
2016-09-08,165325020000
2016-09-09,160372170000
2016-09-12,162397830000
2016-09-13,158992050000
2016-09-14,158190690000
2016-09-15,158457810000
2016-09-16,158079390000
2016-09-19,156754920000
2016-09-20,158034870000
2016-09-21,158992050000
2016-09-22,160004880000
2016-09-23,159203520000
2016-09-26,157333680000
2016-09-27,159147870000
2016-09-28,159259170000
2016-09-29,157289160000
2016-09-30,155836406250
2016-10-03,155935350000
2016-10-04,155198768750
2016-10-05,155198768750
2016-10-06,153989456250
2016-10-07,152989025000
2016-10-10,151834681250
2016-10-11,152153500000
2016-10-12,152043562500
2016-10-13,151361950000
2016-10-14,151988593750
2016-10-17,151779712500
2016-10-18,152461325000
2016-10-19,152890081250
2016-10-20,152934056250
2016-10-21,152461325000
2016-10-24,152153500000
2016-10-25,150724312500
2016-10-26,151889650000
2016-10-27,150625368750
2016-10-28,153725606250
2016-10-31,153098962500
2016-11-01,151944618750
2016-11-02,149888787500
2016-11-03,148778418750
2016-11-04,149624937500
2016-11-07,154198337500
2016-11-08,154781006250
2016-11-09,155880381250
2016-11-10,159992043750
2016-11-11,161564150000
2016-11-14,160519743750
2016-11-15,161773031250
2016-11-16,161729056250
2016-11-17,161992906250
2016-11-18,161355268750
2016-11-21,162410668750
2016-11-22,164037743750
2016-11-23,164884262500
2016-11-25,165411962500
2016-11-28,164411531250
2016-11-29,163356131250
2016-11-30,161828000000
2016-12-01,165148112500
2016-12-02,164884262500
2016-12-05,163674950000
2016-12-06,163982775000
2016-12-07,166247487500
2016-12-08,165884693750
2016-12-09,167192950000
2016-12-12,167621706250
2016-12-13,166984068750
2016-12-14,165719787500
2016-12-15,164455506250
2016-12-16,167039037500
2016-12-19,167929531250
2016-12-20,169666543750
2016-12-21,169039900000
2016-12-22,167401831250
2016-12-23,167720650000
2016-12-27,167830587500
2016-12-28,166775187500
2016-12-29,166830156250
2016-12-30,166247487500
2017-01-03,165184762500
2017-01-04,165239225000
2017-01-05,164302470000
2017-01-06,164770847500
2017-01-09,163986587500
2017-01-10,163518210000
2017-01-11,164041050000
2017-01-12,163627135000
2017-01-13,163463747500
2017-01-17,162995370000
2017-01-18,162788412500
2017-01-19,162690380000
2017-01-20,159139425000
2017-01-23,155076522500
2017-01-24,156383622500
2017-01-25,158311595000
2017-01-26,158050175000
2017-01-27,156427192500
2017-01-30,156165772500
2017-01-31,154815102500
2017-02-01,154760640000
2017-02-02,154706177500
2017-02-03,154815102500
2017-02-06,154608145000
2017-02-07,154085305000
2017-02-08,153409970000
2017-02-09,154237800000
2017-02-10,154924027500
2017-02-13,156590580000
2017-02-14,157843217500
2017-02-15,158202670000
2017-02-16,158725510000
2017-02-17,158311595000
2017-02-21,159084962500
2017-02-22,158093745000
2017-02-23,156481655000
2017-02-24,157363947500
2017-02-27,156067740000
2017-02-28,155392405000
2017-03-01,157363947500
2017-03-02,157363947500
2017-03-03,157004495000
2017-03-06,156383622500
2017-03-07,155653825000
2017-03-08,155337942500
2017-03-09,154608145000
2017-03-10,157843217500
2017-03-13,155653825000
2017-03-14,153976380000
2017-03-15,155130985000
2017-03-16,155076522500
2017-03-17,155751857500
2017-03-20,155022060000
2017-03-21,153203012500
2017-03-22,153932810000
2017-03-23,154401187500
2017-03-24,154924027500
2017-03-27,153464432500
2017-03-28,154401187500
2017-03-29,154706177500
2017-03-30,155697395000
2017-03-31,154571413750
2017-04-03,154983286250
2017-04-04,155709482500
2017-04-05,155449352500
2017-04-06,155243416250
2017-04-07,155557740000
2017-04-10,155655288750
2017-04-11,155817870000
2017-04-12,154408832500
2017-04-13,153324957500
2017-04-17,153736830000
2017-04-18,154777350000
2017-04-19,155611933750
2017-04-20,157010132500
2017-04-21,153270763750
2017-04-24,153270763750
2017-04-25,152750503750
2017-04-26,151764177500
2017-04-27,150832045000
2017-04-28,150365978750
2017-05-01,150105848750
2017-05-02,150365978750
2017-05-03,151612435000
2017-05-04,151460692500
2017-05-05,151558241250
2017-05-08,150777851250
2017-05-09,150051655000
2017-05-10,148859392500
2017-05-11,149748170000
2017-05-12,146637448750
2017-05-15,146171382500
2017-05-16,145445186250
2017-05-17,142171883750
2017-05-18,142540401250
2017-05-19,145488541250
2017-05-22,146171382500
2017-05-23,146680803750
2017-05-24,144350472500
2017-05-25,142583756250
2017-05-26,142377820000
2017-05-30,141911753750
2017-05-31,142020141250
2017-06-01,143776018750
2017-06-02,144610602500
2017-06-05,145130862500
2017-06-06,144870732500
2017-06-07,143570082500
2017-06-08,143104016250
2017-06-09,144924926250
2017-06-12,150105848750
2017-06-13,147569581250
2017-06-14,148816037500
2017-06-15,150105848750
2017-06-16,150420172500
2017-06-19,149379652500
2017-06-20,145911252500
2017-06-21,144090342500
2017-06-22,142898080000
2017-06-23,143006467500
2017-06-26,143212403750
2017-06-27,141131363750
2017-06-28,140459361250
2017-06-29,140145037500
2017-06-30,140004737500
2017-07-03,142279300000
2017-07-05,141759400000
2017-07-06,136376268750
2017-07-07,135542262500
2017-07-10,134968206250
2017-07-11,136733700000
2017-07-12,137773500000
2017-07-13,138856625000
2017-07-14,138813300000
2017-07-17,139019093750
2017-07-18,139376525000
2017-07-19,139636475000
2017-07-20,138347556250
2017-07-21,134296668750
2017-07-24,131816312500
2017-07-25,131859637500
2017-07-26,132639487500
2017-07-27,133679287500
2017-07-28,132325381250
2017-07-31,132747800000
2017-08-01,131859637500
2017-08-02,132282056250
2017-08-03,133516818750
2017-08-04,133625131250
2017-08-07,132845281250
2017-08-08,132487850000
2017-08-09,133267700000
2017-08-10,131133943750
2017-08-11,130614043750
2017-08-14,131448050000
2017-08-15,130310768750
2017-08-16,130104975000
2017-08-17,128285325000
2017-08-18,127245525000
2017-08-21,126942250000
2017-08-22,127505475000
2017-08-23,126422350000
2017-08-24,125956606250
2017-08-25,126942250000
2017-08-28,126833937500
2017-08-29,126682300000
2017-08-30,125848293750
2017-08-31,127245525000
2017-09-01,130310768750
2017-09-05,128339481250
2017-09-06,129162656250
2017-09-07,124505218750
2017-09-08,123465418750
2017-09-11,122945518750
2017-09-12,123931162500
2017-09-13,124970962500
2017-09-14,125750812500
2017-09-15,124039475000
2017-09-18,126779781250
2017-09-19,125436706250
2017-09-20,126054087500
2017-09-21,128285325000
2017-09-22,128913537500
2017-09-25,130148300000
2017-09-26,129216812500
2017-09-27,126314037500
2017-09-28,125642500000
2017-09-29,125328393750
2017-10-02,127515510352
2017-10-03,128708460356
2017-10-04,127049175351
2017-10-05,127363680352
2017-10-06,126582840350
2017-10-09,121594140336
2017-10-10,121236255335
2017-10-11,119728800331
2017-10-12,119631195330
2017-10-13,119262465329
2017-10-16,121236255335
2017-10-17,120357810332
2017-10-18,119989080331
2017-10-19,122374980338
2017-10-20,123676380342
2017-10-23,115835445320
2017-10-24,113601375314
2017-10-25,111584205308
2017-10-26,110651535306
2017-10-27,107896905298
2017-10-30,105923115293
2017-10-31,104632560289
2017-11-01,103905945287
2017-11-02,103482990286
2017-11-03,104524110289
2017-11-06,104469885288
2017-11-07,104892840290
2017-11-08,104415660288
2017-11-09,103743270286
2017-11-10,106346070294
2017-11-13,98711190273
2017-11-14,92898270256
2017-11-15,94763610262
2017-11-16,94720230262
2017-11-17,94503330261
2017-11-20,93310380258
2017-11-21,92540385255
2017-11-22,94199670260
2017-11-24,94405725261
2017-11-27,94036995260
2017-11-28,95544450264
2017-11-29,95913180265
2017-11-30,94926285262
2017-12-01,92789820256
2017-12-04,93158550257
2017-12-05,92171655254
2017-12-06,91651095253
2017-12-07,91911375254
2017-12-08,91911375254
2017-12-11,91596870253
2017-12-12,92952495257
2017-12-13,92171655254
2017-12-14,91553490253
2017-12-15,92486160255
2017-12-18,92171655254
2017-12-19,91293210252
2017-12-20,90566595250
2017-12-21,90664200250
2017-12-22,90826875251
2017-12-26,90458145250
2017-12-27,90197865249
2017-12-28,90100260249
2017-12-29,90566595250
2018-01-02,93385665000
2018-01-03,94275672500
2018-01-04,96251055000
2018-01-05,96294470000
2018-01-08,94948605000
2018-01-09,96403007500
2018-01-10,98313267500
2018-01-11,98790832500
2018-01-12,97444967500
2018-01-16,94579577500
2018-01-17,90118686250
2018-01-18,87101343750
2018-01-19,84453028750
2018-01-22,83986317500
2018-01-23,87730861250
2018-01-24,85386451250
2018-01-25,84040586250
2018-01-26,83780096250
2018-01-29,84561566250
2018-01-30,82846673750
2018-01-31,83986317500
2018-02-01,83204847500
2018-02-02,81240318750
2018-02-05,77441506250
2018-02-06,79308351250
2018-02-07,79210667500
2018-02-08,75053681250
2018-02-09,77604312500
2018-02-12,76974795000
2018-02-13,76193325000
2018-02-14,77387237500
2018-02-15,77126747500
2018-02-16,78168707500
2018-02-20,76562352500
2018-02-21,75259902500
2018-02-22,75932835000
2018-02-23,75259902500
2018-02-26,76095641250
2018-02-27,75314171250
2018-02-28,73284520000
2018-03-01,72817808750
2018-03-02,73338788750
2018-03-05,74901728750
2018-03-06,76041372500
2018-03-07,75368440000
2018-03-08,75422708750
2018-03-09,77604312500
2018-03-12,78429197500
2018-03-13,74945143750
2018-03-14,74120258750
2018-03-15,74586970000
2018-03-16,74326480000
2018-03-19,73078298750
2018-03-20,70842426250
2018-03-21,72090607500
2018-03-22,69344608750
2018-03-23,67890206250
2018-03-26,66956783750
2018-03-27,69811320000
2018-03-28,71059501250
2018-03-29,70017541250
2018-04-02,68189940000
2018-04-03,68233380000
2018-04-04,69015300000
2018-04-05,69797220000
2018-04-06,67875000000
2018-04-09,66680400000
2018-04-10,67820700000
2018-04-11,67408020000
2018-04-12,68494020000
2018-04-13,70112160000
2018-04-16,69275940000
2018-04-17,71665140000
2018-04-18,70991820000
2018-04-19,72707700000
2018-04-20,75563880000
2018-04-23,75466140000
2018-04-24,76291500000
2018-04-25,73022640000
2018-04-26,74738520000
2018-04-27,74738520000
2018-04-30,73120380000
2018-05-01,73022640000
2018-05-02,73695960000
2018-05-03,72392760000
2018-05-04,73283280000
2018-05-07,73120380000
2018-05-08,74162940000
2018-05-09,75976560000
2018-05-10,76345800000
2018-05-11,75878820000
2018-05-14,76443540000
2018-05-15,76443540000
2018-05-16,78115980000
2018-05-17,78115980000
2018-05-18,77801040000
2018-05-21,79310580000
2018-05-22,79462620000
2018-05-23,73695960000
2018-05-24,75878820000
2018-05-25,76030860000
2018-05-29,73695960000
2018-05-30,73641660000
2018-05-31,73174680000
2018-06-01,73283280000
2018-06-04,71252460000
2018-06-05,71719440000
2018-06-06,70883220000
2018-06-07,71610840000
2018-06-08,72392760000
2018-06-11,72653400000
2018-06-12,72653400000
2018-06-13,72186420000
2018-06-14,70883220000
2018-06-15,69123900000
2018-06-18,68602620000
2018-06-19,67299420000
2018-06-20,66941040000
2018-06-21,66311160000
2018-06-22,67820700000
2018-06-25,66267720000
2018-06-26,71404500000
2018-06-27,72555660000
2018-06-28,71871480000
2018-06-29,70731180000
2018-07-02,69490277500
2018-07-03,69490277500
2018-07-05,69805253750
2018-07-06,71988365000
2018-07-09,72509705000
2018-07-10,73650136250
2018-07-11,72716068750
2018-07-12,72716068750
2018-07-13,72194728750
2018-07-16,72249035000
2018-07-17,71152048750
