,IP
2013-11-26,19298505032
2013-11-27,19219232305
2013-11-29,19188404022
2013-12-02,19245656548
2013-12-03,19029858568
2013-12-04,18924161598
2013-12-05,18946181800
2013-12-06,19100323214
2013-12-09,19254464628
2013-12-10,19276484830
2013-12-11,19012242406
2013-12-12,18994626245
2013-12-13,19672848466
2013-12-16,19897454527
2013-12-17,19888646446
2013-12-18,20355474728
2013-12-19,20091232304
2013-12-20,19884242406
2013-12-23,20104444426
2013-12-24,20201333314
2013-12-26,20249777759
2013-12-27,20170505032
2013-12-30,20152888870
2013-12-31,19946143918
2014-01-02,19850311822
2014-01-03,19780615753
2014-01-06,19723987696
2014-01-07,19915651888
2014-01-08,19937431909
2014-01-09,20015839988
2014-01-10,19906939879
2014-01-13,19580239553
2014-01-14,19815463788
2014-01-15,19867735840
2014-01-16,19876447849
2014-01-17,19663003635
2014-01-21,19602019575
2014-01-22,19423423396
2014-01-23,19318879292
2014-01-24,18534798509
2014-01-27,18608850583
2014-01-28,18765666739
2014-01-29,19083655057
2014-01-30,19166419140
2014-01-31,19419067392
2014-02-03,18739530713
2014-02-04,18639342613
2014-02-05,19053163026
2014-02-06,19114147087
2014-02-07,19292743266
2014-02-10,19545391518
2014-02-11,19706563679
2014-02-12,19841599814
2014-02-13,19972279944
2014-02-14,20007127979
2014-02-18,20020195992
2014-02-19,19815463788
2014-02-20,20085536057
2014-02-21,19998415970
2014-02-24,19889515862
2014-02-25,19967923940
2014-02-26,19950499923
2014-02-27,19872091844
2014-02-28,19889515862
2014-03-03,19436491409
2014-03-04,19615087588
2014-03-05,19702207675
2014-03-06,19580239553
2014-03-07,19588951561
2014-03-10,19475695448
2014-03-11,19223047196
2014-03-12,19153351126
2014-03-13,18887634861
2014-03-14,18765666739
2014-03-17,18682902657
2014-03-18,18613206587
2014-03-19,18539154513
2014-03-20,18486882461
2014-03-21,18621918596
2014-03-24,18530442504
2014-03-25,18748242722
2014-03-26,18308286283
2014-03-27,18543510517
2014-03-28,18630630604
2014-03-31,18639750000
2014-04-01,18631050000
2014-04-02,18948600000
2014-04-03,18883350000
2014-04-04,18609300000
2014-04-07,18513600000
2014-04-08,18417900000
2014-04-09,18700650000
2014-04-10,18496200000
2014-04-11,18274350000
2014-04-14,18330900000
2014-04-15,18230850000
2014-04-16,18483150000
2014-04-17,18465750000
2014-04-21,18644100000
2014-04-22,18735450000
2014-04-23,18722400000
2014-04-24,18687600000
2014-04-25,18535350000
2014-04-28,18844200000
2014-04-29,18648450000
2014-04-30,18952950000
2014-05-01,18700650000
2014-05-02,18644100000
2014-05-05,18639750000
2014-05-06,18626700000
2014-05-07,18926850000
2014-05-08,18896400000
2014-05-09,18987750000
2014-05-12,19235700000
2014-05-13,19144350000
2014-05-14,19131300000
2014-05-15,19026900000
2014-05-16,18918150000
2014-05-19,19026900000
2014-05-20,18913800000
2014-05-21,18848550000
2014-05-22,18922500000
2014-05-23,19000800000
2014-05-27,18987750000
2014-05-28,18996450000
2014-05-29,19031250000
2014-05-30,19348800000
2014-06-02,19148700000
2014-06-03,19392300000
2014-06-04,19248750000
2014-06-05,19440150000
2014-06-06,19453200000
2014-06-09,19575000000
2014-06-10,19692450000
2014-06-11,19557600000
2014-06-12,19527150000
2014-06-13,19531500000
2014-06-16,19696800000
2014-06-17,19757700000
2014-06-18,19822950000
2014-06-19,19831650000
2014-06-20,19901250000
2014-06-23,19744650000
2014-06-24,19722900000
2014-06-25,19783800000
2014-06-26,19805550000
2014-06-27,19927350000
2014-06-30,19918035732
2014-07-01,20053273827
2014-07-02,19867321446
2014-07-03,20032142875
2014-07-07,19791250017
2014-07-08,19626428589
2014-07-09,19943392875
2014-07-10,19922261922
2014-07-11,20036369065
2014-07-14,20036369065
2014-07-15,19913809541
2014-07-16,20044821446
2014-07-17,19782797636
2014-07-18,19888452398
2014-07-21,19351726207
2014-07-22,18853035731
2014-07-23,19208035731
2014-07-24,20268809542
2014-07-25,19977202398
2014-07-28,19998333351
2014-07-29,19554583350
2014-07-30,19296785731
2014-07-31,19009404779
2014-08-01,18988273826
2014-08-04,19148869064
2014-08-05,19038988112
2014-08-06,19110833350
2014-08-07,18954464302
2014-08-08,19216488112
2014-08-11,19246071445
2014-08-12,19131964302
2014-08-13,18810773826
2014-08-14,19140416683
2014-08-15,18937559540
2014-08-18,19064345255
2014-08-19,19038988112
2014-08-20,18831904778
2014-08-21,19055892874
2014-08-22,18857261921
2014-08-25,18895297636
2014-08-26,19131964302
2014-08-27,19267202398
2014-08-28,19309464303
2014-08-29,19389761922
2014-09-02,19393988112
2014-09-03,19634880970
2014-09-04,19558809541
2014-09-05,19732083351
2014-09-08,19630654779
2014-09-09,19360178588
2014-09-10,19347500017
2014-09-11,20154702399
2014-09-12,19926488113
2014-09-15,19930714303
2014-09-16,19643333351
2014-09-17,19448928588
2014-09-18,19609523827
2014-09-19,19584166684
2014-09-22,19660238112
2014-09-23,19448928588
2014-09-24,19444702398
2014-09-25,19148869064
2014-09-26,19309464303
2014-09-29,19161547636
2014-09-30,18931687500
2014-10-01,18722312500
2014-10-02,18529687500
2014-10-03,18952625000
2014-10-06,18785125000
2014-10-07,18605062500
2014-10-08,18956812500
2014-10-09,18630187500
2014-10-10,18295187500
2014-10-13,18027187500
2014-10-14,17943437500
2014-10-15,18131875000
2014-10-16,18291000000
2014-10-17,18504562500
2014-10-20,19187125000
2014-10-21,19756625000
2014-10-22,19388125000
2014-10-23,19660312500
2014-10-24,19794312500
2014-10-27,19413250000
2014-10-28,19735687500
2014-10-29,19484437500
2014-10-30,19945062500
2014-10-31,20074875000
2014-11-03,20074875000
2014-11-04,20857937500
2014-11-05,20770000000
2014-11-06,20807687500
2014-11-07,20966812500
2014-11-10,21276687500
2014-11-11,21264125000
2014-11-12,21431625000
2014-11-13,21699625000
2014-11-14,21582375000
2014-11-17,21745687500
2014-11-18,21800125000
2014-11-19,21540500000
2014-11-20,21310187500
2014-11-21,21264125000
2014-11-24,21272500000
2014-11-25,21389750000
2014-11-26,21163625000
2014-11-28,21343687500
2014-12-01,20996125000
2014-12-02,21419062500
2014-12-03,21536312500
2014-12-04,21724750000
2014-12-05,21837812500
2014-12-08,21699625000
2014-12-09,21909000000
2014-12-10,21649375000
2014-12-11,21578187500
2014-12-12,21075687500
2014-12-15,20883062500
2014-12-16,20803500000
2014-12-17,21201312500
2014-12-18,21473500000
2014-12-19,21406500000
2014-12-22,21465125000
2014-12-23,21628437500
2014-12-24,21477687500
2014-12-26,21523750000
2014-12-29,21536312500
2014-12-30,21498625000
2014-12-31,21461648650
2015-01-02,21326297298
2015-01-05,20987918920
2015-01-06,20704527028
2015-01-07,20666459460
2015-01-08,21377054055
2015-01-09,21254391893
2015-01-12,21313608109
2015-01-13,21347445947
2015-01-14,21393972974
2015-01-15,21377054055
2015-01-16,21660445947
2015-01-20,21719662163
2015-01-21,21867702704
2015-01-22,22100337839
2015-01-23,21656216217
2015-01-26,21867702704
2015-01-27,21542013514
2015-01-28,21292459460
2015-01-29,21432040541
2015-01-30,21093662163
2015-02-02,21135959460
2015-02-03,21520864866
2015-02-04,21774648650
2015-02-05,22015743244
2015-02-06,21821175677
2015-02-09,21715432433
2015-02-10,22248378379
2015-02-11,22235689190
2015-02-12,22908216217
2015-02-13,22954743244
2015-02-17,22823621623
2015-02-18,22933594596
2015-02-19,22768635136
2015-02-20,23068945947
2015-02-23,22997040542
2015-02-24,22734797298
2015-02-25,22755945947
2015-02-26,22734797298
2015-02-27,22595216217
2015-03-02,22823621623
2015-03-03,22684040541
2015-03-04,22527540541
2015-03-05,22256837839
2015-03-06,22104567568
2015-03-09,22049581082
2015-03-10,21745040541
2015-03-11,21643527028
2015-03-12,21973445947
2015-03-13,21905770271
2015-03-16,21960756758
2015-03-17,21922689190
2015-03-18,22083418920
2015-03-19,21728121623
2015-03-20,22168013514
2015-03-23,21893081082
2015-03-24,21867702704
2015-03-25,21588540541
2015-03-26,21715432433
2015-03-27,21795797298
2015-03-30,22113027028
2015-03-31,22090462943
2015-04-01,21855055536
2015-04-02,21762574054
2015-04-06,21619648129
2015-04-07,21485129610
2015-04-08,21691111092
2015-04-09,21691111092
2015-04-10,22405740721
2015-04-13,22140907387
2015-04-14,21892888869
2015-04-15,21787796277
2015-04-16,21762574054
2015-04-17,21514555536
2015-04-20,21754166647
2015-04-21,20905018500
2015-04-22,21115203685
2015-04-23,21052148129
2015-04-24,21363222203
2015-04-27,21224499981
2015-04-28,21283351833
2015-04-29,21127814796
2015-04-30,21384240721
2015-05-01,21506148129
2015-05-04,21392648129
2015-05-05,20282870352
2015-05-06,20623370352
2015-05-07,20699037018
2015-05-08,20896611092
2015-05-11,21043740722
2015-05-12,20749481463
2015-05-13,20921833314
2015-05-14,21346407388
2015-05-15,21207685166
2015-05-18,21346407388
2015-05-19,21346407388
2015-05-20,21195074055
2015-05-21,21136222203
2015-05-22,21136222203
2015-05-26,20905018500
2015-05-27,21060555537
2015-05-28,20980685166
2015-05-29,20631777759
2015-06-01,20627574055
2015-06-02,20371148130
2015-06-03,20396370352
2015-06-04,20362740722
2015-06-05,20371148130
2015-06-08,20114722204
2015-06-09,20047462945
2015-06-10,20261851834
2015-06-11,20522481463
2015-06-12,20362740722
2015-06-15,20131537019
2015-06-16,20118925908
2015-06-17,20270259241
2015-06-18,20316499982
2015-06-19,20358537019
2015-06-22,19774222204
2015-06-23,19627092575
2015-06-24,19543018501
2015-06-25,19252962946
2015-06-26,19206722205
2015-06-29,18988129612
2015-06-30,18708301903
2015-07-01,19086037753
2015-07-02,18853584922
2015-07-06,18737358507
2015-07-07,18866037753
2015-07-08,18405283035
2015-07-09,18318113224
2015-07-10,18450943413
2015-07-13,18791320771
2015-07-14,18770566054
2015-07-15,18563018884
2015-07-16,18911698130
2015-07-17,18724905677
2015-07-20,19123396243
2015-07-21,18903396243
2015-07-22,19185660394
2015-07-23,19106792470
2015-07-24,18770566054
2015-07-27,18616981149
2015-07-28,19156603791
2015-07-29,18471698130
2015-07-30,18658490583
2015-07-31,18816226432
2015-08-03,18608679262
2015-08-04,18637735866
2015-08-05,18787169828
2015-08-06,18579622658
2015-08-07,18687547186
2015-08-10,18866037753
2015-08-11,18579622658
2015-08-12,18533962281
2015-08-13,18421886809
2015-08-14,18596226432
2015-08-17,18932452847
2015-08-18,18712452847
2015-08-19,18484150960
2015-08-20,18089811337
2015-08-21,17417358506
2015-08-24,16512452845
2015-08-25,15989433976
2015-08-26,16512452845
2015-08-27,16960754732
2015-08-28,17189056619
2015-08-31,16956603789
2015-09-01,16387924543
2015-09-02,16500000015
2015-09-03,16566415109
2015-09-04,16392075486
2015-09-08,16877735864
2015-09-09,16504150958
2015-09-10,16437735864
2015-09-11,16367169826
2015-09-14,16313207561
2015-09-15,16155471712
2015-09-16,16196981146
2015-09-17,16080754731
2015-09-18,15889811335
2015-09-21,15856603788
2015-09-22,15553584919
2015-09-23,15433207561
2015-09-24,15304528315
2015-09-25,15213207561
2015-09-28,14731698126
2015-09-29,14698490579
2015-09-30,14815395335
2015-10-01,15034790684
2015-10-02,15258325567
2015-10-05,15581209288
2015-10-06,15622604637
2015-10-07,15792325567
2015-10-08,16106930218
2015-10-09,16947255798
2015-10-12,16446372078
2015-10-13,16475348822
2015-10-14,16508465101
2015-10-15,16520883706
2015-10-16,16516744171
2015-10-19,16272511613
2015-10-20,16243534869
2015-10-21,16152465101
2015-10-22,16736139519
2015-10-23,17187348821
2015-10-26,17038325566
2015-10-27,16860325566
2015-10-28,17220465100
2015-10-29,16847906961
2015-10-30,16736139519
2015-11-02,17021767426
2015-11-03,16769255798
2015-11-04,16665767426
2015-11-05,16479488357
2015-11-06,16678186031
2015-11-09,16508465101
2015-11-10,16446372078
2015-11-11,16591255799
2015-11-12,15775767427
2015-11-13,15755069753
2015-11-16,15676418590
2015-11-17,15630883706
2015-11-18,16094511613
2015-11-19,16173162776
2015-11-20,16156604636
2015-11-23,16148325566
2015-11-24,16396697659
2015-11-25,16322186031
2015-11-27,16404976729
2015-11-30,16396697659
2015-12-01,16156604636
2015-12-02,15709534869
2015-12-03,15527395334
2015-12-04,15771627892
2015-12-07,15593627892
2015-12-08,15407348823
2015-12-09,15444604637
2015-12-10,15192093009
2015-12-11,14947860451
2015-12-14,14728465103
2015-12-15,14960279056
2015-12-16,15121720916
2015-12-17,14786418591
2015-12-18,14426279056
2015-12-21,14620837196
2015-12-22,14757441847
2015-12-23,15026511614
2015-12-24,15101023242
2015-12-28,14943720916
2015-12-29,15150697660
2015-12-30,14972697660
2015-12-31,14720740740
2016-01-04,14708370369
2016-01-05,14836197530
2016-01-06,14601160493
2016-01-07,14172320987
2016-01-08,14019753086
2016-01-11,14213555555
2016-01-12,14192938271
2016-01-13,14077481481
2016-01-14,14267160493
2016-01-15,14221802468
2016-01-19,13916666666
2016-01-20,13780592592
2016-01-21,13846567900
2016-01-22,14234172839
2016-01-25,12720864197
2016-01-26,12836320987
2016-01-27,12848691357
2016-01-28,12749728394
2016-01-29,13359999999
2016-02-01,13310518518
2016-02-02,13219802468
2016-02-03,13343506172
2016-02-04,13693999999
2016-02-05,13656888888
2016-02-08,13417728394
2016-02-09,13718740740
2016-02-10,13582666666
2016-02-11,12931160493
2016-02-12,13339382715
2016-02-16,13706370369
2016-02-17,13891925925
2016-02-18,13792962962
2016-02-19,13281654320
2016-02-22,13413604937
2016-02-23,13351753086
2016-02-24,13553802468
2016-02-25,13586790123
2016-02-26,13759975308
2016-02-29,13941407406
2016-03-01,14308395061
2016-03-02,14361999999
2016-03-03,14959901234
2016-03-04,15124839505
2016-03-07,15199061727
2016-03-08,14770222221
2016-03-09,15054740740
2016-03-10,15326888888
2016-03-11,15578419752
2016-03-14,15623777777
2016-03-15,15413481481
2016-03-16,15772222221
2016-03-17,16114469135
2016-03-18,15986641974
2016-03-21,16188691357
2016-03-22,16118592592
2016-03-23,15895925925
2016-03-24,15928913579
2016-03-28,15953654320
2016-03-29,16143333332
2016-03-30,16011382715
2016-03-31,15544000000
2016-04-01,15519999999
2016-04-04,15363999999
2016-04-05,15104000000
2016-04-06,15228000000
2016-04-07,15000000000
2016-04-08,15236000000
2016-04-11,15219999999
2016-04-12,15347999999
2016-04-13,15652000000
2016-04-14,15528000000
2016-04-15,15804000000
2016-04-18,15916000000
2016-04-19,16256000000
2016-04-20,16116000000
2016-04-21,16124000000
2016-04-22,16424000000
2016-04-25,16232000000
2016-04-26,16428000000
2016-04-27,16736000000
2016-04-28,16504000000
2016-04-29,16391999999
2016-05-02,16463999999
2016-05-03,15976000000
2016-05-04,15819999999
2016-05-05,15719999999
2016-05-06,15947999999
2016-05-09,16108000000
2016-05-10,16319999999
2016-05-11,16216000000
2016-05-12,16136000000
2016-05-13,15896000000
2016-05-16,15988000000
2016-05-17,15604000000
2016-05-18,15260000000
2016-05-19,15252000000
2016-05-20,15316000000
2016-05-23,15504000000
2016-05-24,15688000000
2016-05-25,15960000000
2016-05-26,15847999999
2016-05-27,15944000000
2016-05-31,15968000000
2016-06-01,15952000000
2016-06-02,16252000000
2016-06-03,16260000000
2016-06-06,16332000000
2016-06-07,16632000000
2016-06-08,16708000000
2016-06-09,16512000000
2016-06-10,16356000000
2016-06-13,15900000000
2016-06-14,15808000000
2016-06-15,15752000000
2016-06-16,15808000000
2016-06-17,15891999999
2016-06-20,16168000000
2016-06-21,16080000000
2016-06-22,16047999999
2016-06-23,16396000000
2016-06-24,15672000000
2016-06-27,15016000000
2016-06-28,15252000000
2016-06-29,15596000000
2016-06-30,16474421061
2016-07-01,16605789482
2016-07-05,16236315797
2016-07-06,16310210534
2016-07-07,16289684218
2016-07-08,16618105271
2016-07-11,16728947377
2016-07-12,17172315798
2016-07-13,17196947377
2016-07-14,17123052640
2016-07-15,17677263166
2016-07-18,17701894745
2016-07-19,17484315798
2016-07-20,17496631587
2016-07-21,17447368430
2016-07-22,17541789482
2016-07-25,17541789482
2016-07-26,17759368430
2016-07-27,17722421061
2016-07-28,17775789482
2016-07-29,17808631588
2016-08-01,17689578956
2016-08-02,17644421061
2016-08-03,17779894745
2016-08-04,17812736851
2016-08-05,17874315798
2016-08-08,17952315798
2016-08-09,17907157903
2016-08-10,18190421061
2016-08-11,18243789483
2016-08-12,18075473693
2016-08-15,18005684219
2016-08-16,18141157904
2016-08-17,18391578956
2016-08-18,18510631588
2016-08-19,18449052641
2016-08-22,18100105272
2016-08-23,18256105272
2016-08-24,18100105272
2016-08-25,18810315799
2016-08-26,19007368430
2016-08-29,19011473693
2016-08-30,19044315799
2016-08-31,18851368430
2016-09-01,18937578957
2016-09-02,19097684220
2016-09-06,19183894746
2016-09-07,19237263167
2016-09-08,19077157904
2016-09-09,18547578956
2016-09-12,18740526325
2016-09-13,18555789483
2016-09-14,18477789483
2016-09-15,18756947378
2016-09-16,19122315799
2016-09-19,19044315799
2016-09-20,18666631588
2016-09-21,18851368430
2016-09-22,18625578956
2016-09-23,18818526325
2016-09-26,18412105272
2016-09-27,18465473693
2016-09-28,18703578956
2016-09-29,18395684219
2016-09-30,18690415107
2016-10-03,18620490578
2016-10-04,18340792465
2016-10-05,18192716993
2016-10-06,18423056616
2016-10-07,18237962276
2016-10-10,18221509446
2016-10-11,17810188691
2016-10-12,18069320767
2016-10-13,17847207559
2016-10-14,18200943408
2016-10-17,18386037748
2016-10-18,18320226427
2016-10-19,18805584918
2016-10-20,18377811333
2016-10-21,18307886805
2016-10-24,18192716993
2016-10-25,18151584918
2016-10-26,17978830201
2016-10-27,17583962276
2016-10-28,17530490578
2016-10-31,17538716993
2016-11-01,17226113219
2016-11-02,17209660389
2016-11-03,16983433973
2016-11-04,17131509445
2016-11-07,17320716993
2016-11-08,17431773596
2016-11-09,17781396238
2016-11-10,17843094351
2016-11-11,17785509446
2016-11-14,18390150956
2016-11-15,18599924541
2016-11-16,18673962277
2016-11-17,18822037748
2016-11-18,18871396239
2016-11-21,18817924541
2016-11-22,18920754730
2016-11-23,18978339635
2016-11-25,19027698126
2016-11-28,18966000013
2016-11-29,19023584918
2016-11-30,18978339635
2016-12-01,19369094352
2016-12-02,19652905673
2016-12-05,20023094353
2016-12-06,20162943410
2016-12-07,20759358504
2016-12-08,20899207561
2016-12-09,20969132089
2016-12-12,20878641523
2016-12-13,20755245297
2016-12-14,20611283033
2016-12-15,20878641523
2016-12-16,20936226429
2016-12-19,20907433976
2016-12-20,21030830203
2016-12-21,21014377372
2016-12-22,20952679259
2016-12-23,21043169825
2016-12-27,21141886807
2016-12-28,20792264165
2016-12-29,20788150957
2016-12-30,20668867938
2017-01-03,20719686296
2017-01-04,20973764727
2017-01-05,20805745119
2017-01-06,20846725512
2017-01-09,20809843159
2017-01-10,20871313747
2017-01-11,21010647080
2017-01-12,20826235316
2017-01-13,20781156884
2017-01-17,20563960805
2017-01-18,20580352962
2017-01-19,20445117668
2017-01-20,20834431394
2017-01-23,21076215708
2017-01-24,21695019630
2017-01-25,22502333357
2017-01-26,22317921592
2017-01-27,22252352964
2017-01-30,22076137278
2017-01-31,21965490219
2017-02-01,21924509827
2017-02-02,20703294139
2017-02-03,20572156884
2017-02-06,20023019628
2017-02-07,20232019629
2017-02-08,20604941198
2017-02-09,20240215707
2017-02-10,20527078452
2017-02-13,20445117668
2017-02-14,20522980413
2017-02-15,20473803943
2017-02-16,20715588257
2017-02-17,20236117668
2017-02-21,20473803943
2017-02-22,20191039236
2017-02-23,20264803942
2017-02-24,20420529433
2017-02-27,20527078452
2017-02-28,20453313747
2017-03-01,20826235316
2017-03-02,20846725512
2017-03-03,20957372571
2017-03-06,20305784335
2017-03-07,19977941197
2017-03-08,20002529432
2017-03-09,19686980412
2017-03-10,19674686295
2017-03-13,19670588256
2017-03-14,19666490216
2017-03-15,19932862766
2017-03-16,19969745119
2017-03-17,19932862766
2017-03-20,20264803942
2017-03-21,19760745118
2017-03-22,19859098060
2017-03-23,19912372569
2017-03-24,19719764726
2017-03-27,19506666687
2017-03-28,19764843158
2017-03-29,19691078452
2017-03-30,19846803942
2017-03-31,20197800000
2017-04-03,19962600000
2017-04-04,20164200000
2017-04-05,20118000000
2017-04-06,20265000000
2017-04-07,20088600000
2017-04-10,20063400000
2017-04-11,19987800000
2017-04-12,19903800000
2017-04-13,19744200000
2017-04-17,20071800000
2017-04-18,20462400000
2017-04-19,20811000000
2017-04-20,21088200000
2017-04-21,20991600000
2017-04-24,21163800000
2017-04-25,21352800000
2017-04-26,21504000000
2017-04-27,21844200000
2017-04-28,21466200000
2017-05-01,21390600000
2017-05-02,21352800000
2017-05-03,21189000000
2017-05-04,21138600000
2017-05-05,21256200000
2017-05-08,21054600000
2017-05-09,20895000000
2017-05-10,21109200000
2017-05-11,20899200000
2017-05-12,20798400000
2017-05-15,21105000000
2017-05-16,21033600000
2017-05-17,20546400000
2017-05-18,20214600000
2017-05-19,20328000000
2017-05-22,20550600000
2017-05-23,20668200000
2017-05-24,20748000000
2017-05-25,20743800000
2017-05-26,20848800000
2017-05-30,21189000000
2017-05-31,21033600000
2017-06-01,21428400000
2017-06-02,21634200000
2017-06-05,21533400000
2017-06-06,21415800000
2017-06-07,21478800000
2017-06-08,21344400000
2017-06-09,21831600000
2017-06-12,21911400000
2017-06-13,22218000000
2017-06-14,22230600000
2017-06-15,22197000000
2017-06-16,22474200000
2017-06-19,22646400000
2017-06-20,22545600000
2017-06-21,22356600000
2017-06-22,22449000000
2017-06-23,22612800000
2017-06-26,22562400000
2017-06-27,22344000000
2017-06-28,22264200000
2017-06-29,22146600000
2017-06-30,22058281232
2017-07-03,22202291648
2017-07-05,22111770815
2017-07-06,21869010398
2017-07-07,21963645815
2017-07-10,22301041648
2017-07-11,22226979148
2017-07-12,22292812481
2017-07-13,22659010398
2017-07-14,22659010398
2017-07-17,22667239564
2017-07-18,22453281231
2017-07-19,22408020815
2017-07-20,22177604148
2017-07-21,22070624982
2017-07-24,22111770815
2017-07-25,22169374982
2017-07-26,21971874982
2017-07-27,22399791648
2017-07-28,21329999982
2017-07-31,21420520815
2017-08-01,21560416649
2017-08-02,21247708316
2017-08-03,20906197899
2017-08-04,21013177066
2017-08-07,21157187482
2017-08-08,21037864566
2017-08-09,20811562483
2017-08-10,20342499983
2017-08-11,20490624983
2017-08-14,20902083316
2017-08-15,20819791649
2017-08-16,21198333316
2017-08-17,21017291649
2017-08-18,21153072899
2017-08-21,20721041649
2017-08-22,20943229149
2017-08-23,20910312483
2017-08-24,20996718732
2017-08-25,21272395816
2017-08-28,20984374983
2017-08-29,20729270816
2017-08-30,20984374983
2017-08-31,20988489566
2017-09-01,21395833316
2017-09-05,21346458316
2017-09-06,21383489566
2017-09-07,21309427066
2017-09-08,21346458316
2017-09-11,21860781232
2017-09-12,21827864565
2017-09-13,21877239565
2017-09-14,21922499982
2017-09-15,21910156232
2017-09-18,22226979148
2017-09-19,22403906231
2017-09-20,22535572898
2017-09-21,22321614565
2017-09-22,21840208315
2017-09-25,21692083315
2017-09-26,21782604149
2017-09-27,22074739565
2017-09-28,22157031232
2017-09-29,22140572898
2017-10-02,22411412454
2017-10-03,22415536748
2017-10-04,22568135618
2017-10-05,22539265562
2017-10-06,22436158217
2017-10-09,22275310759
2017-10-10,22510395505
2017-10-11,22415536748
2017-10-12,22353672341
2017-10-13,22436158217
2017-10-16,22543389856
2017-10-17,22708361607
2017-10-18,22658870082
2017-10-19,22498022624
2017-10-20,22733107370
2017-10-23,22749604545
2017-10-24,22914576297
2017-10-25,22646497200
2017-10-26,22650621494
2017-10-27,22634124319
2017-10-30,22337175166
2017-10-31,22366045223
2017-11-01,22543389856
2017-11-02,22456779686
2017-11-03,22308305110
2017-11-06,21796892680
2017-11-07,21578305109
2017-11-08,21590677990
2017-11-09,21454576295
2017-11-10,21421581945
2017-11-13,21244237312
2017-11-14,21219491549
2017-11-15,21046271210
2017-11-16,21116384204
2017-11-17,21174124317
2017-11-20,21149378555
2017-11-21,21367966125
2017-11-22,21384463301
2017-11-24,21450452001
2017-11-27,21495819233
2017-11-28,21706158216
2017-11-29,21685536747
2017-11-30,22110339008
2017-12-01,21726779685
2017-12-04,22213446352
2017-12-05,22229943528
2017-12-06,22184576296
2017-12-07,22184576296
2017-12-08,22225819234
2017-12-11,22386666692
2017-12-12,22118587595
2017-12-13,22056723188
2017-12-14,21549435052
2017-12-15,21970113019
2017-12-18,22423785336
2017-12-19,22559887031
2017-12-20,22642372907
2017-12-21,22448531098
2017-12-22,22646497200
2017-12-26,22452655392
2017-12-27,22514519799
2017-12-28,22584632794
2017-12-29,22630000025
2018-01-02,23443977247
2018-01-03,23754630655
2018-01-04,24152267018
2018-01-05,24201971564
2018-01-08,24371795427
2018-01-09,24119130655
2018-01-10,24168835200
2018-01-11,24409073836
2018-01-12,24421499973
2018-01-16,24015579519
2018-01-17,24119130655
2018-01-18,24562329518
2018-01-19,24906119290
2018-01-22,24889551109
2018-01-23,24835704518
2018-01-24,24968249972
2018-01-25,24868840881
2018-01-26,25399022699
2018-01-29,25527426108
2018-01-30,25183636336
2018-01-31,24657596563
2018-02-01,24189545428
2018-02-02,24384221564
2018-02-05,23315573838
2018-02-06,23365278383
2018-02-07,23241017019
2018-02-08,21985977248
2018-02-09,22437460202
2018-02-12,22702551111
2018-02-13,22760539747
2018-02-14,22897227247
2018-02-15,22984210202
2018-02-16,23116755656
2018-02-20,22748113611
2018-02-21,22905511338
2018-02-22,22872374974
2018-02-23,23336284065
2018-02-26,23758772701
2018-02-27,23597232928
2018-02-28,23373562474
2018-03-01,22893085202
2018-03-02,22934505656
2018-03-05,23116755656
2018-03-06,22632136338
2018-03-07,21571772703
2018-03-08,21534494294
2018-03-09,21667039748
2018-03-12,21563488612
2018-03-13,21571772703
2018-03-14,21476505658
2018-03-15,21343960203
2018-03-16,21406090885
2018-03-19,20875909068
2018-03-20,20867624977
2018-03-21,20996028386
2018-03-22,20163477250
2018-03-23,19670573842
2018-03-26,20540403386
2018-03-27,20449278386
2018-03-28,20544545432
2018-03-29,20958749977
2018-04-02,20010306116
2018-04-03,20551683667
2018-04-04,20807908157
2018-04-05,20911224483
2018-04-06,20415306116
2018-04-09,20345051014
2018-04-10,20551683667
2018-04-11,20522755095
2018-04-12,20580612238
2018-04-13,20828571422
2018-04-16,21035204075
2018-04-17,20944285708
2018-04-18,21159183667
2018-04-19,20973214279
2018-04-20,20902959177
2018-04-23,21018673463
2018-04-24,20646734687
2018-04-25,20927755095
2018-04-26,20497959177
2018-04-27,20576479585
2018-04-30,20179744891
2018-05-01,20002040810
2018-05-02,19638367341
2018-05-03,20026836728
2018-05-04,20423571422
2018-05-07,20307857136
2018-05-08,20237602034
2018-05-09,20423571422
2018-05-10,20679795912
2018-05-11,20993877544
2018-05-14,21217040810
2018-05-15,21059999993
2018-05-16,21535255095
2018-05-17,21547653054
2018-05-18,21510459177
2018-05-21,21617908156
2018-05-22,21795612238
2018-05-23,21622040809
2018-05-24,21365816320
2018-05-25,21183979585
2018-05-29,20716989789
2018-05-30,21088928565
2018-05-31,20936020401
2018-06-01,21617908156
2018-06-04,22411377544
2018-06-05,22382448972
2018-06-06,23084999993
2018-06-07,22936224483
2018-06-08,23014744891
2018-06-11,23093265299
2018-06-12,22956887748
2018-06-13,22386581626
2018-06-14,22246071421
2018-06-15,21692295911
2018-06-18,21861734687
2018-06-19,21440204075
2018-06-20,21200510197
2018-06-21,20692193871
2018-06-22,20741785708
2018-06-25,20758316320
2018-06-26,20820306116
2018-06-27,20692193871
2018-06-28,20522755095
2018-06-29,20382244891
2018-07-02,19930637690
2018-07-03,19902130443
2018-07-05,20126115951
2018-07-06,20191275371
2018-07-09,20460057980
2018-07-10,20618884067
2018-07-11,20390826096
2018-07-12,20561869574
2018-07-13,20496710154
2018-07-16,20232000009
