,PCG
2009-04-13,13903040000
2009-04-14,13752160000
2009-04-15,13928800000
2009-04-16,13980320000
2009-04-17,13763200000
2009-04-20,13858879999
2009-04-21,13969280000
2009-04-22,13730080000
2009-04-23,13792639999
2009-04-24,13597600000
2009-04-27,13663840000
2009-04-28,13888320000
2009-04-29,13800000000
2009-04-30,13660160000
2009-05-01,13910399999
2009-05-04,13932480000
2009-05-05,13906720000
2009-05-06,13711680000
2009-05-07,13708000000
2009-05-08,13601280000
2009-05-11,13527680000
2009-05-12,13726399999
2009-05-13,13369440000
2009-05-14,13351040000
2009-05-15,13093440000
2009-05-18,13097120000
2009-05-19,13115520000
2009-05-20,12861600000
2009-05-21,12813760000
2009-05-22,12898399999
2009-05-26,13439360000
2009-05-27,13167040000
2009-05-28,13568160000
2009-05-29,13509280000
2009-06-01,13884639999
2009-06-02,13645440000
2009-06-03,13704320000
2009-06-04,13807360000
2009-06-05,13833120000
2009-06-08,13792639999
2009-06-09,13623360000
2009-06-10,13604960000
2009-06-11,13895680000
2009-06-12,13998720000
2009-06-15,13766879999
2009-06-16,13689600000
2009-06-17,13685920000
2009-06-18,14127520000
2009-06-19,13877280000
2009-06-22,14024480000
2009-06-23,13788960000
2009-06-24,13866240000
2009-06-25,14123840000
2009-06-26,13969280000
2009-06-29,14101760000
2009-06-30,14222800000
2009-07-01,14374500000
2009-07-02,14097000000
2009-07-06,14233900000
2009-07-07,14063700000
2009-07-08,13971200000
2009-07-09,13834300000
2009-07-10,13738100000
2009-07-13,14089600000
2009-07-14,13997100000
2009-07-15,14030400000
2009-07-16,13960099999
2009-07-17,13949000000
2009-07-20,14000800000
2009-07-21,14245000000
2009-07-22,14226500000
2009-07-23,14559500000
2009-07-24,14633499999
2009-07-27,14740800000
2009-07-28,14578000000
2009-07-29,14751900000
2009-07-30,15081200000
2009-07-31,14936900000
2009-08-03,15044199999
2009-08-04,15003499999
2009-08-05,14851800000
2009-08-06,14962800000
2009-08-07,14870300000
2009-08-10,14933200000
2009-08-11,14792599999
2009-08-12,14870300000
2009-08-13,14722300000
2009-08-14,14825900000
2009-08-17,14792599999
2009-08-18,14748200000
2009-08-19,14800000000
2009-08-20,14833300000
2009-08-21,15044199999
2009-08-24,15010900000
2009-08-25,15025700000
2009-08-26,15099700000
2009-08-27,15044199999
2009-08-28,15133000000
2009-08-31,15018300000
2009-09-01,14944300000
2009-09-02,14781500000
2009-09-03,14851800000
2009-09-04,14807400000
2009-09-08,14874000000
2009-09-09,14796300000
2009-09-10,14744500000
2009-09-11,14788900000
2009-09-14,14922100000
2009-09-15,14955400000
2009-09-16,15162599999
2009-09-17,15181100000
2009-09-18,15192200000
2009-09-21,15184800000
2009-09-22,14970200000
2009-09-23,15192200000
2009-09-24,15488200000
2009-09-25,15299500000
2009-09-28,15155200000
2009-09-29,15144100000
2009-09-30,15021790000
2009-10-01,14910490000
2009-10-02,14840000000
2009-10-05,15062600000
2009-10-06,15014370000
2009-10-07,15155350000
2009-10-08,15173900000
2009-10-09,15318590000
2009-10-12,15526350000
2009-10-13,15418760000
2009-10-14,15504090000
2009-10-15,15678460000
2009-10-16,15748950000
2009-10-19,15986390000
2009-10-20,15760079999
2009-10-21,15786049999
2009-10-22,15745240000
2009-10-23,15466990000
2009-10-26,15485540000
2009-10-27,15441020000
2009-10-28,15415049999
2009-10-29,15359400000
2009-10-30,15170190000
2009-11-02,15300040000
2009-11-03,15088570000
2009-11-04,15170190000
2009-11-05,15326010000
2009-11-06,15344560000
2009-11-09,15522640000
2009-11-10,15730400000
2009-11-11,15585710000
2009-11-12,15433600000
2009-11-13,15556030000
2009-11-16,15804600000
2009-11-17,15667329999
2009-11-18,15530060000
2009-11-19,15407630000
2009-11-20,15619100000
2009-11-23,15786049999
2009-11-24,15804600000
2009-11-25,15930740000
2009-11-27,15633940000
2009-11-30,15708140000
2009-12-01,15912190000
2009-12-02,16068010000
2009-12-03,16149630000
2009-12-04,16116240000
2009-12-07,16186730000
2009-12-08,16164470000
2009-12-09,16316579999
2009-12-10,16435299999
2009-12-11,16672740000
2009-12-14,16810010000
2009-12-15,16746940000
2009-12-16,16698710000
2009-12-17,16687579999
2009-12-18,16735810000
2009-12-21,16724680000
2009-12-22,16624510000
2009-12-23,16602250000
2009-12-24,16884210000
2009-12-28,16917600000
2009-12-29,16869370000
2009-12-30,16843400000
2009-12-31,16565150000
2010-01-04,16509500000
2010-01-05,16324000000
2010-01-06,16513210000
2010-01-07,16231250000
2010-01-08,16246090000
2010-01-11,16490950000
2010-01-12,16509500000
2010-01-13,16609670000
2010-01-14,16505790000
2010-01-15,16698710000
2010-01-19,16913890000
2010-01-20,16706130000
2010-01-21,16535470000
2010-01-22,16179310000
2010-01-25,16461270000
2010-01-26,16349970000
2010-01-27,16090270000
2010-01-28,15856540000
2010-01-29,15671040000
2010-02-01,15663620000
2010-02-02,15645070000
2010-02-03,15659910000
2010-02-04,15344560000
2010-02-05,15552320000
2010-02-08,15333430000
2010-02-09,15355690000
2010-02-10,15229549999
2010-02-11,15318590000
2010-02-12,15218420000
2010-02-16,15500380000
2010-02-17,15533770000
2010-02-18,15771210000
2010-02-19,15808310000
2010-02-22,15574579999
2010-02-23,15589420000
2010-02-24,15585710000
2010-02-25,15396500000
2010-02-26,15552320000
2010-03-01,15596840000
2010-03-02,15819440000
2010-03-03,15697010000
2010-03-04,15734109999
2010-03-05,15819440000
2010-03-08,15800890000
2010-03-09,15893640000
2010-03-10,15941870000
2010-03-11,15919609999
2010-03-12,15875090000
2010-03-15,15941870000
2010-03-16,16034620000
2010-03-17,16034620000
2010-03-18,16016070000
2010-03-19,16064299999
2010-03-22,15953000000
2010-03-23,16071720000
2010-03-24,15904770000
2010-03-25,15945579999
2010-03-26,15941870000
2010-03-29,15882510000
2010-03-30,15774920000
2010-03-31,15822660000
2010-04-01,15942020000
2010-04-05,16024080000
2010-04-06,16098679999
2010-04-07,15930830000
2010-04-08,15841310000
2010-04-09,16012890000
2010-04-12,16087490000
2010-04-13,15908450000
2010-04-14,15889800000
2010-04-15,15964399999
2010-04-16,15863690000
2010-04-19,15945750000
2010-04-20,16076300000
2010-04-21,16091220000
2010-04-22,16135980000
2010-04-23,16397080000
2010-04-26,16285179999
2010-04-27,16117330000
2010-04-28,16214310000
2010-04-29,16236690000
2010-04-30,16337399999
2010-05-03,16564929999
2010-05-04,16438110000
2010-05-05,16591039999
2010-05-06,16139710000
2010-05-07,16102410000
2010-05-10,16497789999
2010-05-11,16564929999
2010-05-12,16520170000
2010-05-13,16318750000
2010-05-14,16273990000
2010-05-17,16382160000
2010-05-18,16247880000
2010-05-19,15990509999
2010-05-20,15498149999
2010-05-21,15576480000
2010-05-24,15427280000
2010-05-25,15386250000
2010-05-26,15371330000
2010-05-27,15427280000
2010-05-28,15479500000
2010-06-01,15188560000
2010-06-02,15509340000
2010-06-03,15535450000
2010-06-04,15080390000
2010-06-07,15113960000
2010-06-08,15255700000
2010-06-09,14920000000
2010-06-10,15360140000
2010-06-11,15449660000
2010-06-14,15472039999
2010-06-15,15807740000
2010-06-16,15927100000
2010-06-17,16128520000
2010-06-18,16106140000
2010-06-21,16042730000
2010-06-22,15770440000
2010-06-23,15535450000
2010-06-24,15486960000
2010-06-25,15669730000
2010-06-28,15639890000
2010-06-29,15472039999
2010-06-30,16029000000
2010-07-01,15927600000
2010-07-02,15884699999
2010-07-06,16142100000
2010-07-07,16481400000
2010-07-08,16594499999
2010-07-09,16625700000
2010-07-12,16766100000
2010-07-13,16691999999
2010-07-14,16734899999
2010-07-15,16972800000
2010-07-16,16598400000
2010-07-19,16906500000
2010-07-20,17070300000
2010-07-21,16848000000
2010-07-22,17132700000
2010-07-23,17249700000
2010-07-26,17386200000
2010-07-27,17659200000
2010-07-28,17475900000
2010-07-29,17347200000
2010-07-30,17316000000
2010-08-02,17702100000
2010-08-03,17585100000
2010-08-04,17667000000
2010-08-05,17639700000
2010-08-06,17799600000
2010-08-09,17838600000
2010-08-10,18021900000
2010-08-11,17651400000
2010-08-12,17780100000
2010-08-13,17826900000
2010-08-16,17854200000
2010-08-17,17936100000
2010-08-18,17678700000
2010-08-19,17589000000
2010-08-20,17885400000
2010-08-23,18018000000
2010-08-24,18224700000
2010-08-25,18353400000
2010-08-26,18271500000
2010-08-27,18575700000
2010-08-30,18240300000
2010-08-31,18236400000
2010-09-01,18634200000
2010-09-02,18603000000
2010-09-03,18595200000
2010-09-07,18700500000
2010-09-08,18603000000
2010-09-09,18813600000
2010-09-10,17241900000
2010-09-13,17261400000
2010-09-14,17495400000
2010-09-15,17737200000
2010-09-16,17686500000
2010-09-17,17651400000
2010-09-20,17694300000
2010-09-21,17550000000
2010-09-22,17616300000
2010-09-23,17635800000
2010-09-24,17869800000
2010-09-27,17904900000
2010-09-28,17764500000
2010-09-29,17624100000
2010-09-30,17895480000
2010-10-01,18013680000
2010-10-04,18017620000
2010-10-05,18399800000
2010-10-06,18257960000
2010-10-07,18317060000
2010-10-08,18431320000
2010-10-11,18356460000
2010-10-12,18344640000
2010-10-13,18305240000
2010-10-14,18395860000
2010-10-15,18478600000
2010-10-18,18600740000
2010-10-19,18482540000
2010-10-20,18715000000
2010-10-21,18655900000
2010-10-22,18778040000
2010-10-25,18781980000
2010-10-26,18746520000
2010-10-27,18695300000
2010-10-28,18805620000
2010-10-29,18841080000
2010-11-01,18722880000
2010-11-02,18947460000
2010-11-03,18864720000
2010-11-04,19112940000
2010-11-05,19140520000
2010-11-08,18860780000
2010-11-09,18738640000
2010-11-10,18707120000
2010-11-11,18734700000
2010-11-12,18703180000
2010-11-15,18848960000
2010-11-16,18624380000
2010-11-17,18588920000
2010-11-18,18703180000
2010-11-19,18715000000
2010-11-22,18718940000
2010-11-23,18510120000
2010-11-24,18553460000
2010-11-26,18498300000
2010-11-29,18411620000
2010-11-30,18490420000
2010-12-01,18793800000
2010-12-02,18845020000
2010-12-03,18963220000
2010-12-06,18766220000
2010-12-07,18620440000
2010-12-08,18439200000
2010-12-09,18454960000
2010-12-10,18529820000
2010-12-13,18608620000
2010-12-14,18781980000
2010-12-15,18588920000
2010-12-16,18864720000
2010-12-17,18951400000
2010-12-20,19077480000
2010-12-21,18935640000
2010-12-22,18935640000
2010-12-23,19045960000
2010-12-27,19006560000
2010-12-28,19045960000
2010-12-29,18872600000
2010-12-30,18789860000
2010-12-31,18944640000
2011-01-03,18766440000
2011-01-04,18849600000
2011-01-05,18556560000
2011-01-06,18695160000
2011-01-07,18619920000
2011-01-10,18421920000
2011-01-11,18477360000
2011-01-12,18501120000
2011-01-13,18588240000
2011-01-14,18742680000
2011-01-18,18754560000
2011-01-19,18746640000
2011-01-20,18612000000
2011-01-21,18588240000
2011-01-24,18794160000
2011-01-25,18612000000
2011-01-26,18501120000
2011-01-27,18604080000
2011-01-28,18311040000
2011-01-31,18326880000
2011-02-01,18453600000
2011-02-02,18291240000
2011-02-03,18358560000
2011-02-04,18315000000
2011-02-07,18441720000
2011-02-08,18429840000
2011-02-09,18501120000
2011-02-10,18497160000
2011-02-11,18425880000
2011-02-14,18299160000
2011-02-15,18299160000
2011-02-16,18216000000
2011-02-17,18041760000
2011-02-18,17970480000
2011-02-22,17903160000
2011-02-23,18010080000
2011-02-24,18021960000
2011-02-25,18152640000
2011-02-28,18239760000
2011-03-01,18382320000
2011-03-02,18279360000
2011-03-03,18318960000
2011-03-04,18010080000
2011-03-07,18085320000
2011-03-08,18322920000
2011-03-09,18524880000
2011-03-10,18212040000
2011-03-11,18117000000
2011-03-14,17586360000
2011-03-15,17028000000
2011-03-16,16818120000
2011-03-17,16913160000
2011-03-18,17063640000
2011-03-21,17325000000
2011-03-22,17328960000
2011-03-23,17265600000
2011-03-24,17293320000
2011-03-25,17384400000
2011-03-28,17376480000
2011-03-29,17249760000
2011-03-30,17420040000
2011-03-31,17627820000
2011-04-01,17755500000
2011-04-04,17751510000
2011-04-05,17747520000
2011-04-06,17982930000
2011-04-07,17887170000
2011-04-08,17851260000
2011-04-11,17579940000
2011-04-12,17452260000
2011-04-13,17500140000
2011-04-14,17579940000
2011-04-15,17899140000
2011-04-18,17815350000
2011-04-19,17851260000
2011-04-20,18006870000
2011-04-21,18026820000
2011-04-25,18102630000
2011-04-26,18350010000
2011-04-27,18433800000
2011-04-28,18457740000
2011-04-29,18385920000
2011-05-02,18377940000
2011-05-03,18393900000
2011-05-04,18174450000
2011-05-05,18318090000
2011-05-06,18258240000
2011-05-09,18222330000
2011-05-10,18441780000
2011-05-11,18365970000
2011-05-12,18561480000
2011-05-13,18361980000
2011-05-16,18190410000
2011-05-17,18274200000
2011-05-18,18102630000
2011-05-19,17990910000
2011-05-20,17867220000
2011-05-23,17224830000
2011-05-24,17145030000
2011-05-25,17045280000
2011-05-26,17113110000
2011-05-27,17196900000
2011-05-31,17308620000
2011-06-01,17204880000
2011-06-02,17065230000
2011-06-03,16897650000
2011-06-06,16849769999
2011-06-07,16781940000
2011-06-08,16726080000
2011-06-09,16742040000
2011-06-10,16578449999
2011-06-13,16642290000
2011-06-14,16738050000
2011-06-15,16542540000
2011-06-16,16714110000
2011-06-17,16829820000
2011-06-20,16897650000
2011-06-21,16837800000
2011-06-22,16730070000
2011-06-23,16554510000
2011-06-24,16682190000
2011-06-27,16618350000
2011-06-28,16514610000
2011-06-29,16566480000
2011-06-30,16938090000
2011-07-01,17191980000
2011-07-05,16982420000
2011-07-06,17171830000
2011-07-07,17139590000
2011-07-08,17099290000
2011-07-11,16994510000
2011-07-12,17143620000
2011-07-13,17099290000
2011-07-14,16921970000
2011-07-15,16998540000
2011-07-18,16780920000
2011-07-19,16889729999
2011-07-20,17087200000
2011-07-21,17445870000
2011-07-22,17232280000
2011-07-25,17312880000
2011-07-26,17127500000
2011-07-27,16974359999
2011-07-28,16942120000
2011-07-29,16696290000
2011-08-01,16728530000
2011-08-02,16212689999
2011-08-03,16313439999
2011-08-04,16381950000
2011-08-05,16909880000
2011-08-08,15974920000
2011-08-09,16087760000
2011-08-10,15801630000
2011-08-11,16120000000
2011-08-12,16063580000
2011-08-15,16430310000
2011-08-16,16361800000
2011-08-17,16623750000
2011-08-18,16643899999
2011-08-19,16599570000
2011-08-22,16523000000
2011-08-23,16756740000
2011-08-24,17058990000
2011-08-25,16708380000
2011-08-26,16559270000
2011-08-29,16986450000
2011-08-30,16897790000
2011-08-31,17067050000
2011-09-01,16962270000
2011-09-02,16660020000
2011-09-06,16369859999
2011-09-07,16680170000
2011-09-08,16788979999
2011-09-09,16385979999
2011-09-12,16349710000
2011-09-13,16353740000
2011-09-14,16474640000
2011-09-15,16736590000
2011-09-16,17147649999
2011-09-19,17010630000
2011-09-20,17312880000
2011-09-21,17091229999
2011-09-22,17127500000
2011-09-23,17349150000
2011-09-26,17393480000
2011-09-27,17457960000
2011-09-28,17111380000
2011-09-29,17236310000
2011-09-30,17216100000
2011-10-03,16853869999
2011-10-04,16853869999
2011-10-05,16845730000
2011-10-06,17496930000
2011-10-07,17488790000
2011-10-10,17598680000
2011-10-11,17199820000
2011-10-12,17020740000
2011-10-13,17203890000
2011-10-14,17297500000
2011-10-17,17212030000
2011-10-18,17505070000
2011-10-19,17232380000
2011-10-20,17346340000
2011-10-21,17501000000
2011-10-24,17325990000
2011-10-25,17183540000
2011-10-26,17220170000
2011-10-27,17566120000
2011-10-28,17476580000
2011-10-31,17460300000
2011-11-01,17004460000
2011-11-02,17236450000
2011-11-03,16630020000
2011-11-04,16630020000
2011-11-07,16414310000
2011-11-08,16495710000
2011-11-09,16284070000
2011-11-10,16316630000
2011-11-11,16418380000
2011-11-14,16288140000
2011-11-15,16243369999
2011-11-16,15832300000
2011-11-17,15763109999
2011-11-18,15873000000
2011-11-21,15563680000
2011-11-22,15270640000
2011-11-23,15002020000
2011-11-25,15144470000
2011-11-28,15486349999
2011-11-29,15470070000
2011-11-30,15807880000
2011-12-01,15677640000
2011-12-02,15478210000
2011-12-05,15710200000
2011-12-06,15714270000
2011-12-07,15612520000
2011-12-08,15425300000
2011-12-09,15563680000
2011-12-12,15506700000
2011-12-13,15685780000
2011-12-14,15714270000
2011-12-15,16100920000
2011-12-16,16271859999
2011-12-19,16052080000
2011-12-20,16430589999
2011-12-21,16711420000
2011-12-22,16666650000
2011-12-23,16723630000
2011-12-27,16975970000
2011-12-28,16625950000
2011-12-29,16870150000
2011-12-30,16776540000
2012-01-03,16899480000
2012-01-04,16911900000
2012-01-05,16994699999
2012-01-06,16998840000
2012-01-09,16994699999
2012-01-10,17027820000
2012-01-11,17243100000
2012-01-12,17350740000
2012-01-13,17089920000
2012-01-17,17280360000
2012-01-18,17156160000
2012-01-19,17056800000
2012-01-20,16709040000
2012-01-23,16824960000
2012-01-24,16626239999
2012-01-25,17011260000
2012-01-26,17081640000
2012-01-27,16903620000
2012-01-30,16725600000
2012-01-31,16833239999
2012-02-01,17040239999
2012-02-02,17002980000
2012-02-03,17143739999
2012-02-06,17036100000
2012-02-07,17085780000
2012-02-08,17276220000
2012-02-09,17085780000
2012-02-10,17077500000
2012-02-13,17110620000
2012-02-14,17197560000
2012-02-15,17160300000
2012-02-16,17512200000
2012-02-17,17528760000
2012-02-21,17512200000
2012-02-22,17350740000
2012-02-23,17247240000
2012-02-24,17284500000
2012-02-27,17222400000
2012-02-28,17251380000
2012-02-29,17255520000
2012-03-01,17367300000
2012-03-02,17421120000
2012-03-05,17367300000
2012-03-06,17325900000
2012-03-07,17388000000
2012-03-08,17499780000
2012-03-09,17735760000
2012-03-12,17909640000
2012-03-13,18013140000
2012-03-14,17839260000
2012-03-15,17905500000
2012-03-16,17922060000
2012-03-19,17864100000
2012-03-20,18087660000
2012-03-21,18058680000
2012-03-22,17938620000
2012-03-23,17963460000
2012-03-26,18050400000
2012-03-27,18100080000
2012-03-28,17744040000
2012-03-29,17797860000
2012-03-30,17971740000
2012-04-02,18396270000
2012-04-03,18269370000
2012-04-04,18307440000
2012-04-05,18138240000
2012-04-09,17998650000
2012-04-10,17782920000
2012-04-11,17846370000
2012-04-12,18040950000
2012-04-13,17875980000
2012-04-16,18193230000
2012-04-17,18222840000
2012-04-18,18146700000
2012-04-19,18100170000
2012-04-20,18273600000
2012-04-23,18227070000
2012-04-24,18392040000
2012-04-25,18417420000
2012-04-26,18463950000
2012-04-27,18561240000
2012-04-30,18688140000
2012-05-01,18692370000
2012-05-02,18658530000
2012-05-03,18768510000
2012-05-04,18793890000
2012-05-07,18743130000
2012-05-08,18793890000
2012-05-09,18658530000
2012-05-10,18726210000
2012-05-11,18688140000
2012-05-14,18645840000
2012-05-15,18510480000
2012-05-16,18540090000
2012-05-17,18421650000
2012-05-18,18375120000
2012-05-21,18459720000
2012-05-22,18666990000
2012-05-23,18633150000
2012-05-24,18552780000
2012-05-25,18502020000
2012-05-29,18548550000
2012-05-30,18358200000
2012-05-31,18485100000
2012-06-01,18447030000
2012-06-04,18527400000
2012-06-05,18349740000
2012-06-06,18793890000
2012-06-07,18870030000
2012-06-08,19073070000
2012-06-11,19064610000
2012-06-12,18996930000
2012-06-13,19035000000
2012-06-14,19136520000
2012-06-15,19153440000
2012-06-18,19115370000
2012-06-19,19085760000
2012-06-20,18891180000
2012-06-21,18628920000
2012-06-22,18544320000
2012-06-25,18565470000
2012-06-26,18802350000
2012-06-27,19115370000
2012-06-28,19001160000
2012-06-29,19149210000
2012-07-02,19482560000
2012-07-03,19362720000
2012-07-05,19277120000
2012-07-06,19264280000
2012-07-09,19298520000
2012-07-10,19230040000
2012-07-11,19439760000
2012-07-12,19409800000
2012-07-13,19418360000
2012-07-16,19178680000
2012-07-17,19255720000
2012-07-18,19367000000
2012-07-19,19388400000
2012-07-20,19465440000
2012-07-23,19217200000
2012-07-24,19020320000
2012-07-25,19217200000
2012-07-26,19546760000
2012-07-27,19735080000
2012-07-30,19902000000
2012-07-31,19756480000
2012-08-01,19662320000
2012-08-02,19576720000
2012-08-03,19902000000
2012-08-06,19906280000
2012-08-07,19593840000
2012-08-08,19315640000
2012-08-09,19426920000
2012-08-10,19362720000
2012-08-13,19341320000
2012-08-14,19379840000
2012-08-15,19221480000
2012-08-16,18960400000
2012-08-17,19075960000
2012-08-20,19212920000
2012-08-21,18973240000
2012-08-22,18951840000
2012-08-23,18742120000
2012-08-24,18861960000
2012-08-27,18823440000
2012-08-28,18840560000
2012-08-29,18780640000
2012-08-30,18643680000
2012-08-31,18579480000
2012-09-04,18592320000
2012-09-05,18395440000
2012-09-06,18485320000
2012-09-07,18605160000
2012-09-10,18596600000
2012-09-11,18540960000
2012-09-12,18442520000
2012-09-13,18545240000
2012-09-14,18511000000
2012-09-17,18202840000
2012-09-18,18215680000
2012-09-19,18207120000
2012-09-20,18254200000
2012-09-21,18228520000
2012-09-24,18322680000
2012-09-25,18254200000
2012-09-26,18404000000
2012-09-27,18151480000
2012-09-28,18262760000
2012-10-01,18163200000
2012-10-02,18176100000
2012-10-03,18279300000
2012-10-04,18429800000
2012-10-05,18348100000
2012-10-08,18696400000
2012-10-09,18511500000
2012-10-10,18545900000
2012-10-11,18520100000
2012-10-12,18275000000
2012-10-15,18330900000
2012-10-16,18330900000
2012-10-17,18674900000
2012-10-18,18580300000
2012-10-19,18395400000
2012-10-22,18262100000
2012-10-23,18137400000
2012-10-24,18025600000
2012-10-25,18077200000
2012-10-26,18060000000
2012-10-31,18283600000
2012-11-01,18098700000
2012-11-02,18060000000
2012-11-05,17849300000
2012-11-06,18021300000
2012-11-07,17690200000
2012-11-08,17595600000
2012-11-09,17582700000
2012-11-12,17427900000
2012-11-13,17565500000
2012-11-14,17367700000
2012-11-15,17273100000
2012-11-16,17389200000
2012-11-19,17423600000
2012-11-20,17294600000
2012-11-21,17238700000
2012-11-23,17273100000
2012-11-26,17522500000
2012-11-27,17432200000
2012-11-28,17372000000
2012-11-29,17427900000
2012-11-30,17608500000
2012-12-03,17440800000
2012-12-04,17350500000
2012-12-05,17496700000
2012-12-06,17483800000
2012-12-07,17531100000
2012-12-10,17578400000
2012-12-11,17574100000
2012-12-12,17522500000
2012-12-13,17445100000
2012-12-14,17419300000
2012-12-17,17621400000
2012-12-18,17836400000
2012-12-19,17849300000
2012-12-20,18025600000
2012-12-21,17840700000
2012-12-24,17587000000
2012-12-26,17311800000
2012-12-27,17208600000
2012-12-28,17075300000
2012-12-31,17438120000
2013-01-02,17728900000
2013-01-03,17689840000
2013-01-04,17867780000
2013-01-07,17563980000
2013-01-08,17650780000
2013-01-09,17694180000
2013-01-10,17737580000
2013-01-11,17772300000
2013-01-14,17746260000
2013-01-15,17794000000
2013-01-16,17655120000
2013-01-17,17715880000
2013-01-18,17798340000
2013-01-22,17902500000
2013-01-23,17954580000
2013-01-24,18015340000
2013-01-25,18180260000
2013-01-28,18123840000
2013-01-29,18280080000
2013-01-30,18397260000
2013-01-31,18505760000
2013-02-01,18488400000
2013-02-04,18275740000
2013-02-05,18379900000
2013-02-06,18458020000
2013-02-07,18557840000
2013-02-08,18562180000
2013-02-11,18527460000
2013-02-12,18540480000
2013-02-13,18492740000
2013-02-14,18414620000
2013-02-15,18540480000
2013-02-19,18757480000
2013-02-20,18714080000
2013-02-21,17971940000
2013-02-22,18219320000
2013-02-25,18015340000
2013-02-26,18102140000
2013-02-27,18280080000
2013-02-28,18505760000
2013-03-01,18596900000
2013-03-04,18865980000
2013-03-05,18809560000
2013-03-06,18683700000
2013-03-07,18605580000
2013-03-08,18566520000
2013-03-11,18644640000
2013-03-12,18679360000
2013-03-13,18792200000
2013-03-14,18905040000
2013-03-15,18905040000
2013-03-18,18818240000
2013-03-19,18918060000
2013-03-20,19043920000
2013-03-21,18952780000
2013-03-22,19009200000
2013-03-25,18918060000
2013-03-26,18978820000
2013-03-27,19130720000
2013-03-28,19326020000
2013-04-01,19770660000
2013-04-02,19876740000
2013-04-03,20119840000
2013-04-04,20393880000
2013-04-05,20548580000
2013-04-08,20632560000
2013-04-09,20610460000
2013-04-10,20818200000
2013-04-11,20778420000
2013-04-12,20875660000
2013-04-15,20672340000
2013-04-16,20765160000
2013-04-17,20778420000
2013-04-18,20650240000
2013-04-19,21114340000
2013-04-22,20911020000
2013-04-23,21021520000
2013-04-24,21105500000
2013-04-25,21162960000
2013-04-26,21193900000
2013-04-29,21370700000
2013-04-30,21410480000
2013-05-01,21065720000
2013-05-02,20875660000
2013-05-03,20884500000
2013-05-06,20553000000
2013-05-07,21034780000
2013-05-08,20729800000
2013-05-09,20358520000
2013-05-10,20597200000
2013-05-13,20561840000
2013-05-14,20729800000
2013-05-15,20875660000
2013-05-16,20720960000
2013-05-17,20875660000
2013-05-20,20853560000
2013-05-21,20933120000
2013-05-22,20672340000
2013-05-23,20548580000
2013-05-24,20393880000
2013-05-28,20358520000
2013-05-29,19810440000
2013-05-30,19907680000
2013-05-31,19850220000
2013-06-03,19863480000
2013-06-04,19735300000
2013-06-05,19456840000
2013-06-06,19898840000
2013-06-07,20022600000
2013-06-10,19890000000
2013-06-11,19704360000
2013-06-12,19593860000
2013-06-13,19832540000
2013-06-14,19965140000
2013-06-17,20031440000
2013-06-18,20212660000
2013-06-19,19735300000
2013-06-20,19266780000
2013-06-21,19593860000
2013-06-24,19540820000
2013-06-25,19770660000
2013-06-26,20035860000
2013-06-27,19726460000
2013-06-28,20212660000
2013-07-01,20141360000
2013-07-02,20065540000
2013-07-03,20056620000
2013-07-05,19918360000
2013-07-08,20154740000
2013-07-09,20235020000
2013-07-10,20132440000
2013-07-11,20293000000
2013-07-12,20310840000
2013-07-15,20600740000
2013-07-16,20681020000
2013-07-17,20132440000
2013-07-18,20301920000
2013-07-19,20070000000
2013-07-22,20123520000
2013-07-23,20301920000
2013-07-24,20132440000
2013-07-25,20342060000
2013-07-26,20658720000
2013-07-29,20623040000
2013-07-30,20649800000
2013-07-31,20466940000
2013-08-01,20654260000
2013-08-02,20596280000
2013-08-05,20319760000
2013-08-06,20105680000
2013-08-07,20208260000
2013-08-08,20243940000
2013-08-09,20078920000
2013-08-12,19940660000
2013-08-13,19686440000
2013-08-14,19592780000
2013-08-15,19334100000
2013-08-16,19017440000
2013-08-19,18914860000
2013-08-20,19075420000
2013-08-21,18749840000
2013-08-22,18477780000
2013-08-23,18513460000
2013-08-26,18495620000
2013-08-27,18500080000
2013-08-28,18620500000
2013-08-29,18428720000
2013-08-30,18446560000
2013-09-03,18290460000
2013-09-04,18241400000
2013-09-05,18219100000
2013-09-06,18232480000
2013-09-09,18281540000
2013-09-10,18468860000
2013-09-11,18303840000
2013-09-12,18178960000
2013-09-13,18433180000
2013-09-16,18286000000
2013-09-17,18317220000
2013-09-18,18785520000
2013-09-19,18727540000
2013-09-20,18491160000
2013-09-23,18789980000
2013-09-24,18816740000
2013-09-25,18674020000
2013-09-26,18303840000
2013-09-27,18187880000
2013-09-30,18536760000
2013-10-01,18514110000
2013-10-02,18577530000
2013-10-03,18260430000
2013-10-04,18237780000
2013-10-07,18151710000
2013-10-08,18414450000
2013-10-09,18536760000
2013-10-10,18731550000
2013-10-11,18731550000
2013-10-14,18559410000
2013-10-15,18174360000
2013-10-16,18459750000
2013-10-17,18736080000
2013-10-18,18672660000
2013-10-21,18745140000
2013-10-22,19012410000
2013-10-23,18804030000
2013-10-24,18799500000
2013-10-25,19080360000
2013-10-28,19048650000
2013-10-29,19066770000
2013-10-30,18971640000
2013-10-31,18958050000
2013-11-01,19170960000
2013-11-04,19148310000
2013-11-05,19030530000
2013-11-06,19365750000
2013-11-07,19048650000
2013-11-08,18921810000
2013-11-11,18763260000
2013-11-12,18341970000
2013-11-13,18559410000
2013-11-14,18577530000
2013-11-15,18645480000
2013-11-18,18582060000
2013-11-19,18541290000
2013-11-20,18369150000
2013-11-21,18355560000
2013-11-22,18405390000
2013-11-25,18378210000
