,ITW
2009-04-13,16100301360
2009-04-14,15735747390
2009-04-15,15560961240
2009-04-16,16554745350
2009-04-17,16090313580
2009-04-20,15605906250
2009-04-21,15860594640
2009-04-22,16479837000
2009-04-23,16609678139
2009-04-24,16914305429
2009-04-27,16569727020
2009-04-28,16235136389
2009-04-29,16679592600
2009-04-30,16379959199
2009-05-01,16629653699
2009-05-04,17129042699
2009-05-05,17019177120
2009-05-06,17288847180
2009-05-07,16779470400
2009-05-08,17308822740
2009-05-11,17144024370
2009-05-12,17253889950
2009-05-13,17009189340
2009-05-14,16954256550
2009-05-15,16484830889
2009-05-18,16819421520
2009-05-19,16744513170
2009-05-20,16839397080
2009-05-21,16374965310
2009-05-22,16250118060
2009-05-26,16834403190
2009-05-27,16185197489
2009-05-28,16050362460
2009-05-29,16125270810
2009-06-01,17903095650
2009-06-02,17953034550
2009-06-03,17973010110
2009-06-04,18282631290
2009-06-05,18492374670
2009-06-08,18462411330
2009-06-09,18607234140
2009-06-10,18767038620
2009-06-11,18911861430
2009-06-12,19016733120
2009-06-15,18407478540
2009-06-16,18277637400
2009-06-17,18362533530
2009-06-18,18067894020
2009-06-19,17713327830
2009-06-22,17208944940
2009-06-23,17453645550
2009-06-24,17628431700
2009-06-25,18377515200
2009-06-26,18702118050
2009-06-29,18936830880
2009-06-30,18681687420
2009-07-01,18761737500
2009-07-02,18121336860
2009-07-06,17866177230
2009-07-07,17460923700
2009-07-08,17440911180
2009-07-09,17565989430
2009-07-10,17896196010
2009-07-13,18371493360
2009-07-14,18606640470
2009-07-15,19131969120
2009-07-16,19282063020
2009-07-17,19387128750
2009-07-20,19982501220
2009-07-21,19882438620
2009-07-22,20097573210
2009-07-23,20427779790
2009-07-24,20482814220
2009-07-27,20332720320
2009-07-28,20137598250
2009-07-29,19982501220
2009-07-30,20202638940
2009-07-31,20287692150
2009-08-03,20357735970
2009-08-04,20537848650
2009-08-05,20207642070
2009-08-06,20217648330
2009-08-07,20492820480
2009-08-10,20042538780
2009-08-11,19992507480
2009-08-12,20452795440
2009-08-13,21013146000
2009-08-14,20657923770
2009-08-17,20102576340
2009-08-18,20597886210
2009-08-19,20542851780
2009-08-20,20843039580
2009-08-21,21158236770
2009-08-24,21028155390
2009-08-25,21538474650
2009-08-26,21153233640
2009-08-27,21363365100
2009-08-28,21148230510
2009-08-31,20923089660
2009-09-01,20637911250
2009-09-02,20477811090
2009-09-03,20537848650
2009-09-04,20898074010
2009-09-08,20938099050
2009-09-09,21978750090
2009-09-10,21938725050
2009-09-11,22023778260
2009-09-14,22113834600
2009-09-15,21948731310
2009-09-16,21968743830
2009-09-17,22238912850
2009-09-18,22198887810
2009-09-21,21938725050
2009-09-22,22003765740
2009-09-23,21518462130
2009-09-24,21208268070
2009-09-25,21163239900
2009-09-28,21568493430
2009-09-29,21558487170
2009-09-30,21432006130
2009-10-01,20839878590
2009-10-02,20920167070
2009-10-05,21276447200
2009-10-06,21733087930
2009-10-07,22164638510
2009-10-08,22556044850
2009-10-09,22591171060
2009-10-12,22686513630
2009-10-13,22325215470
2009-10-14,22721639840
2009-10-15,22761784080
2009-10-16,22746729990
2009-10-19,23193334660
2009-10-20,24347481560
2009-10-21,24071489910
2009-10-22,24462896250
2009-10-23,23976147340
2009-10-26,23639939330
2009-10-27,23614849180
2009-10-28,23143154360
2009-10-29,23554632820
2009-10-30,23042793760
2009-11-02,23243514960
2009-11-03,23589759030
2009-11-04,23333839500
2009-11-05,24222030810
2009-11-06,24282247170
2009-11-09,24949645160
2009-11-10,24804122290
2009-11-11,24668635480
2009-11-12,24252138990
2009-11-13,24578310940
2009-11-16,25601989060
2009-11-17,25391231800
2009-11-18,25391231800
2009-11-19,24949645160
2009-11-20,24844266530
2009-11-23,24979753340
2009-11-24,24784050170
2009-11-25,24768996080
2009-11-27,24417733980
2009-11-30,24407697920
2009-12-01,24452860190
2009-12-02,24477950340
2009-12-03,24237084900
2009-12-04,24332427470
2009-12-07,24362535650
2009-12-08,23875786740
2009-12-09,24016291580
2009-12-10,23966111280
2009-12-11,24081525970
2009-12-14,24728851840
2009-12-15,24533148670
2009-12-16,24312355350
2009-12-17,23890840830
2009-12-18,23870768710
2009-12-21,23880804770
2009-12-22,23900876890
2009-12-23,23890840830
2009-12-24,24066471880
2009-12-28,24196940660
2009-12-29,24327409440
2009-12-30,24402679890
2009-12-31,24111327760
2010-01-04,24402733680
2010-01-05,24337418560
2010-01-06,24282151920
2010-01-07,24437903360
2010-01-08,24669018400
2010-01-11,25096078800
2010-01-12,24463024560
2010-01-13,24447951840
2010-01-14,24372588240
2010-01-15,24056061120
2010-01-19,24447951840
2010-01-20,24241958000
2010-01-21,23061261600
2010-01-22,22784928400
2010-01-25,22825122320
2010-01-26,22704540560
2010-01-27,22101631760
2010-01-28,22071486320
2010-01-29,21900662160
2010-02-01,21955928800
2010-02-02,22116704480
2010-02-03,21976025760
2010-02-04,21368092720
2010-02-05,21433407840
2010-02-08,21227414000
2010-02-09,21749934960
2010-02-10,21599207760
2010-02-11,22056413600
2010-02-12,21925783360
2010-02-16,22453328560
2010-02-17,22835170800
2010-02-18,23397885680
2010-02-19,23493346240
2010-02-22,23342619040
2010-02-23,22915558640
2010-02-24,22825122320
2010-02-25,22719613280
2010-02-26,22870340480
2010-03-01,23156722160
2010-03-02,23131600960
2010-03-03,23211988800
2010-03-04,23352667520
2010-03-05,23749582480
2010-03-08,23443103840
2010-03-09,23433055360
2010-03-10,23483297760
2010-03-11,23443103840
2010-03-12,23438079600
2010-03-15,22845219280
2010-03-16,23011019200
2010-03-17,23252182720
2010-03-18,23709388560
2010-03-19,23498370480
2010-03-22,23583782560
2010-03-23,23885236960
2010-03-24,23563685600
2010-03-25,23508418960
2010-03-26,23729485520
2010-03-29,23719437040
2010-03-30,23829970320
2010-03-31,23834630400
2010-04-01,23995675200
2010-04-05,24096328200
2010-04-06,24005740500
2010-04-07,23774238600
2010-04-08,23759140650
2010-04-09,24020838450
2010-04-12,24136589400
2010-04-13,24106393500
2010-04-14,24337895400
2010-04-15,24936780750
2010-04-16,24665017650
2010-04-19,24564364650
2010-04-20,25520568150
2010-04-21,25691678250
2010-04-22,26345922750
2010-04-23,26386183950
2010-04-26,26421412500
2010-04-27,25656449700
2010-04-28,25777233300
2010-04-29,26310694200
2010-04-30,25716841500
2010-05-03,26169780000
2010-05-04,25349458050
2010-05-05,25047499050
2010-05-06,24277503600
2010-05-07,24010773150
2010-05-10,25284033600
2010-05-11,25223641800
2010-05-12,25913114850
2010-05-13,25409849850
2010-05-14,24841160400
2010-05-17,25022335800
2010-05-18,24559332000
2010-05-19,23905087500
2010-05-20,22707316800
2010-05-21,22918688100
2010-05-24,22777773900
2010-05-25,22702284150
2010-05-26,22727447400
2010-05-27,23618226450
2010-05-28,23366593950
2010-06-01,22727447400
2010-06-02,23366593950
2010-06-03,23532671400
2010-06-04,22264443600
2010-06-07,21781309200
2010-06-08,21841701000
2010-06-09,21982615200
2010-06-10,22646925000
2010-06-11,22923720750
2010-06-14,22974047250
2010-06-15,23542736700
2010-06-16,23366593950
2010-06-17,23155222650
2010-06-18,22777773900
2010-06-21,23220647100
2010-06-22,22420455750
2010-06-23,22188953850
2010-06-24,21821570400
2010-06-25,22224182400
2010-06-28,21736015350
2010-06-29,20820073050
2010-06-30,20774779200
2010-07-01,20816219070
2010-07-02,20595888630
2010-07-06,20635948710
2010-07-07,21276909990
2010-07-08,21552323040
2010-07-09,21697540830
2010-07-12,21462187860
2010-07-13,22123179180
2010-07-14,22108156650
2010-07-15,22018021470
2010-07-16,21382067700
2010-07-19,21457180350
2010-07-20,21407105250
2010-07-21,21061587060
2010-07-22,21126684690
2010-07-23,21687525810
2010-07-26,21792683520
2010-07-27,21822728580
2010-07-28,21702548340
2010-07-29,21697540830
2010-07-30,21782668500
2010-08-02,22418622270
2010-08-03,22513764960
2010-08-04,22804200540
2010-08-05,22854275640
2010-08-06,22839253110
2010-08-09,22884320700
2010-08-10,22643960220
2010-08-11,21832743600
2010-08-12,21627435690
2010-08-13,21542308020
2010-08-16,21347015130
2010-08-17,21817721070
2010-08-18,21342007620
2010-08-19,21051572040
2010-08-20,21081617100
2010-08-23,20951421840
2010-08-24,20640956220
2010-08-25,20600896140
2010-08-26,20415618270
2010-08-27,20956429350
2010-08-30,20615918670
2010-08-31,20660986260
2010-09-01,21422127780
2010-09-02,22163239260
2010-09-03,22533795000
2010-09-07,22533795000
2010-09-08,22674005280
2010-09-09,22613915160
2010-09-10,22899343230
2010-09-13,23329989090
2010-09-14,23420124270
2010-09-15,23570349570
2010-09-16,23475206880
2010-09-17,23154726240
2010-09-20,23580364590
2010-09-21,23660484750
2010-09-22,23299944030
2010-09-23,22829238090
2010-09-24,23575357080
2010-09-27,23505251940
2010-09-28,23575357080
2010-09-29,23440154310
2010-09-30,23545312020
2010-10-01,23474514600
2010-10-04,23246028000
2010-10-05,23891751000
2010-10-06,23991093000
2010-10-07,23986125900
2010-10-08,24055665300
2010-10-11,23986125900
2010-10-12,23976191700
2010-10-13,24219579600
2010-10-14,24333822900
2010-10-15,24318921600
2010-10-18,24428197800
2010-10-19,23087080800
2010-10-20,23126817600
2010-10-21,23365238400
2010-10-22,23191389900
2010-10-25,23315567400
2010-10-26,22923166500
2010-10-27,22972837500
2010-10-28,22808923200
2010-10-29,22689712800
2010-11-01,22962903300
2010-11-02,23092047900
2010-11-03,23002640100
2010-11-04,23787441900
2010-11-05,24020895600
2010-11-08,24140106000
2010-11-09,23906652300
2010-11-10,23886783900
2010-11-11,23807310300
2010-11-12,23553988200
2010-11-15,23842080000
2010-11-16,23350337100
2010-11-17,23280797700
2010-11-18,23469547500
2010-11-19,23489415900
2010-11-22,23593725000
2010-11-23,23151653100
2010-11-24,23643396000
2010-11-26,23409942300
2010-11-29,23544054000
2010-11-30,23658297300
2010-12-01,24020895600
2010-12-02,24145073100
2010-12-03,25039151100
2010-12-06,24949743300
2010-12-07,25128558900
2010-12-08,25113657600
2010-12-09,25073920800
2010-12-10,25362012600
2010-12-13,25426584900
2010-12-14,25535861100
2010-12-15,25282539000
2010-12-16,25655071500
2010-12-17,25814018700
2010-12-20,26181584100
2010-12-21,26360399700
2010-12-22,26633590200
2010-12-23,26554116600
2010-12-27,26593853400
2010-12-28,26688228300
2010-12-29,26608754700
2010-12-30,26623656000
2010-12-31,26625240000
2011-01-03,27118854000
2011-01-04,26954316000
2011-01-05,27088938000
2011-01-06,27049050000
2011-01-07,26924400000
2011-01-10,27108882000
2011-01-11,27153756000
2011-01-12,27642384000
2011-01-13,27801936000
2011-01-14,27901656000
2011-01-18,27996390000
2011-01-19,27427986000
2011-01-20,27039078000
2011-01-21,27278406000
2011-01-24,27672300000
2011-01-25,27378126000
2011-01-26,27637398000
2011-01-27,27567594000
2011-01-28,27278406000
2011-01-31,26670114000
2011-02-01,26700030000
2011-02-02,26690058000
2011-02-03,26595324000
2011-02-04,27049050000
2011-02-07,27537678000
2011-02-08,27557622000
2011-02-09,27398070000
2011-02-10,27777006000
2011-02-11,27826866000
2011-02-14,27781992000
2011-02-15,27133812000
2011-02-16,27328266000
2011-02-17,27393084000
2011-02-18,27373140000
2011-02-22,26595324000
2011-02-23,26435772000
2011-02-24,26535492000
2011-02-25,26705016000
2011-02-28,26974260000
2011-03-01,26660142000
2011-03-02,26934372000
2011-03-03,27442944000
2011-03-04,27368154000
2011-03-07,27308322000
2011-03-08,27777006000
2011-03-09,27846810000
2011-03-10,27113868000
2011-03-11,27228546000
2011-03-14,27103896000
2011-03-15,26909442000
2011-03-16,26455716000
2011-03-17,26799750000
2011-03-18,26924400000
2011-03-21,27423000000
2011-03-22,27288378000
2011-03-23,27258462000
2011-03-24,27423000000
2011-03-25,27408042000
2011-03-28,27059022000
2011-03-29,27128826000
2011-03-30,26700030000
2011-03-31,26784792000
2011-04-01,26955870000
2011-04-04,27254550000
2011-04-05,27125122000
2011-04-06,27105210000
2011-04-07,27045474000
2011-04-08,27045474000
2011-04-11,27040496000
2011-04-12,26682080000
2011-04-13,26537718000
2011-04-14,26477982000
2011-04-15,26537718000
2011-04-18,26184280000
2011-04-19,26333620000
2011-04-20,26811508000
2011-04-21,26916046000
2011-04-25,27085298000
2011-04-26,28737994000
2011-04-27,28708126000
2011-04-28,29041652000
2011-04-29,29076498000
2011-05-02,28887334000
2011-05-03,29026718000
2011-05-04,28752928000
2011-05-05,28573720000
2011-05-06,28947070000
2011-05-09,28877378000
2011-05-10,29016762000
2011-05-11,28917202000
2011-05-12,29036674000
2011-05-13,28847510000
2011-05-16,28578698000
2011-05-17,28364644000
2011-05-18,28747950000
2011-05-19,28698170000
2011-05-20,28419402000
2011-05-23,28145612000
2011-05-24,28130678000
2011-05-25,28394512000
2011-05-26,28369622000
2011-05-27,28394512000
2011-05-31,28533896000
2011-06-01,28006228000
2011-06-02,28120722000
2011-06-03,27916624000
2011-06-06,27762306000
2011-06-07,27732438000
2011-06-08,27448692000
2011-06-09,27548252000
2011-06-10,27199792000
2011-06-13,27154990000
2011-06-14,27652790000
2011-06-15,27030540000
2011-06-16,27199792000
2011-06-17,27344154000
2011-06-20,27189836000
2011-06-21,27647812000
2011-06-22,27598032000
2011-06-23,27319264000
2011-06-24,27055430000
2011-06-27,27254550000
2011-06-28,27374022000
2011-06-29,27468604000
2011-06-30,28120722000
2011-07-01,28015743000
2011-07-05,28035195000
2011-07-06,28263756000
2011-07-07,28701426000
2011-07-08,28647933000
2011-07-11,28273482000
2011-07-12,28010880000
2011-07-13,28069236000
2011-07-14,27631566000
2011-07-15,27762867000
2011-07-18,27393279000
2011-07-19,27534306000
2011-07-20,27514854000
2011-07-21,27699648000
2011-07-22,27704511000
2011-07-25,27723963000
2011-07-26,25452942000
2011-07-27,24665136000
2011-07-28,24212877000
2011-07-29,24217740000
2011-08-01,24266370000
2011-08-02,23507742000
2011-08-03,23765481000
2011-08-04,22612950000
2011-08-05,22530279000
2011-08-08,20862270000
2011-08-09,21581994000
2011-08-10,20580216000
2011-08-11,21800829000
2011-08-12,21927267000
2011-08-15,22024527000
2011-08-16,21771651000
2011-08-17,21421515000
2011-08-18,20142546000
2011-08-19,20113368000
2011-08-22,20444052000
2011-08-23,21314529000
2011-08-24,21752199000
2011-08-25,21188091000
2011-08-26,21781377000
2011-08-29,22588635000
2011-08-30,22574046000
2011-08-31,22632402000
2011-09-01,21985623000
2011-09-02,21236721000
2011-09-06,21105420000
2011-09-07,21883500000
2011-09-08,21470145000
2011-09-09,20672613000
2011-09-12,20599668000
2011-09-13,21110283000
2011-09-14,21786240000
2011-09-15,22175280000
2011-09-16,22073157000
2011-09-19,21936993000
2011-09-20,21883500000
2011-09-21,21226995000
2011-09-22,20463504000
2011-09-23,20745558000
2011-09-26,21436104000
2011-09-27,21864048000
2011-09-28,20891448000
2011-09-29,21008160000
2011-09-30,20230080000
2011-10-03,19407185050
2011-10-04,20228908950
2011-10-05,20712275950
2011-10-06,21195642950
2011-10-07,20857286050
2011-10-10,21746681330
2011-10-11,21625839580
2011-10-12,22244549340
2011-10-13,22085038230
2011-10-14,22665078630
2011-10-17,21959362810
2011-10-18,22631242940
2011-10-19,22336389070
2011-10-20,22491066510
2011-10-21,22892261120
2011-10-24,23312790410
2011-10-25,22065703550
2011-10-26,22370224760
2011-10-27,23771989060
2011-10-28,23747820710
2011-10-31,23506137210
2011-11-01,22549070550
2011-11-02,23133944620
2011-11-03,23936333840
2011-11-04,23796157410
2011-11-07,24033007240
2011-11-08,23675315660
2011-11-09,22302553380
2011-11-10,22326721730
2011-11-11,22684413310
2011-11-14,22399226780
2011-11-15,22350890080
2011-11-16,21964196480
2011-11-17,21451827460
2011-11-18,21722512980
2011-11-21,21166640930
2011-11-22,21292316350
2011-11-23,20543097500
2011-11-25,20581766860
2011-11-28,21123137900
2011-11-29,20973294130
2011-11-30,21964196480
2011-12-01,21809519040
2011-12-02,22210713650
2011-12-05,22732750010
2011-12-06,22810088730
2011-12-07,22964766170
2011-12-08,22389559440
2011-12-09,22781086710
2011-12-12,22602240920
2011-12-13,22442729810
2011-12-14,22147875940
2011-12-15,22114040250
2011-12-16,22234882000
2011-12-19,22051202540
2011-12-20,22829423410
2011-12-21,22573238900
2011-12-22,22703747990
2011-12-23,23066273240
2011-12-27,23138778290
2011-12-28,22433062470
2011-12-29,22674745970
2011-12-30,22578072570
2012-01-03,23150460000
2012-01-04,23270960000
2012-01-05,23328800000
2012-01-06,23034780000
2012-01-09,23078160000
2012-01-10,23463760000
2012-01-11,23642100000
2012-01-12,23859000000
2012-01-13,23796340000
2012-01-17,24562720000
2012-01-18,24437400000
2012-01-19,24688040000
2012-01-20,24808540000
2012-01-23,24847100000
2012-01-24,25030260000
2012-01-25,25459240000
2012-01-26,25550820000
2012-01-27,25435140000
2012-01-30,25642400000
2012-01-31,25560460000
2012-02-01,26461800000
2012-02-02,26500360000
2012-02-03,26799200000
2012-02-06,26789560000
2012-02-07,26890780000
2012-02-08,26992000000
2012-02-09,27155880000
2012-02-10,26852220000
2012-02-13,26967900000
2012-02-14,26977540000
2012-02-15,26722080000
2012-02-16,27194440000
2012-02-17,27083580000
2012-02-21,27261920000
2012-02-22,27098040000
2012-02-23,27155880000
2012-02-24,26953440000
2012-02-27,27122140000
2012-02-28,26996820000
2012-02-29,26842580000
2012-03-01,26934160000
2012-03-02,26751000000
2012-03-05,26683520000
2012-03-06,25844840000
2012-03-07,26143680000
2012-03-08,26500360000
2012-03-09,26722080000
2012-03-12,26828120000
2012-03-13,27324580000
2012-03-14,27449900000
2012-03-15,27898160000
2012-03-16,27912620000
2012-03-19,27994560000
2012-03-20,27565580000
2012-03-21,27536660000
2012-03-22,27271560000
2012-03-23,27430620000
2012-03-26,27874060000
2012-03-27,27859600000
2012-03-28,27363140000
2012-03-29,27377600000
2012-03-30,27531840000
2012-04-02,27035693000
2012-04-03,26926926000
2012-04-04,26676289000
2012-04-05,26628999000
2012-04-09,26250679000
2012-04-10,25891275000
2012-04-11,26179744000
2012-04-12,26808701000
2012-04-13,25924378000
2012-04-16,26080435000
2012-04-17,26373633000
2012-04-18,26444568000
2012-04-19,26203389000
2012-04-20,26383091000
2012-04-23,26113538000
2012-04-24,26803972000
2012-04-25,27215395000
2012-04-26,27239040000
2012-04-27,27480219000
2012-04-30,27135002000
2012-05-01,27130273000
2012-05-02,27300517000
2012-05-03,27111357000
2012-05-04,26685747000
2012-05-07,26841804000
2012-05-08,26733037000
2012-05-09,26378362000
2012-05-10,26638457000
2012-05-11,26666831000
2012-05-14,26378362000
2012-05-15,26184473000
2012-05-16,25957481000
2012-05-17,25427833000
2012-05-18,25323795000
2012-05-21,25721031000
2012-05-22,25839256000
2012-05-23,26056790000
2012-05-24,26364175000
2012-05-25,26619541000
2012-05-29,27049880000
2012-05-30,26482400000
2012-05-31,26553335000
2012-06-01,25938565000
2012-06-04,25730489000
2012-06-05,25626451000
2012-06-06,26146641000
2012-06-07,26416194000
2012-06-08,26487129000
2012-06-11,26018958000
2012-06-12,26236492000
2012-06-13,25782508000
2012-06-14,25574432000
2012-06-15,25763592000
2012-06-18,25739947000
2012-06-19,26208118000
2012-06-20,25976397000
2012-06-21,25153551000
2012-06-22,25380543000
2012-06-25,24713754000
2012-06-26,24538781000
2012-06-27,24396911000
2012-06-28,24089526000
2012-06-29,25011681000
2012-07-02,24197488000
2012-07-03,24411296000
2012-07-05,24499608000
2012-07-06,24197488000
2012-07-09,24309040000
2012-07-10,23811704000
2012-07-11,23374792000
2012-07-12,23258592000
2012-07-13,23588600000
2012-07-16,23449160000
2012-07-17,23472400000
2012-07-18,24513552000
2012-07-19,24931872000
2012-07-20,24769192000
2012-07-23,24899336000
2012-07-24,24304392000
2012-07-25,24494960000
2012-07-26,24894688000
2012-07-27,25689496000
2012-07-30,25368784000
2012-07-31,25257232000
2012-08-01,25094552000
2012-08-02,24950464000
2012-08-03,25852176000
2012-08-06,25828936000
2012-08-07,26270496000
2012-08-08,26437824000
2012-08-09,26400640000
2012-08-10,26637688000
2012-08-13,26777128000
2012-08-14,26586560000
2012-08-15,26772480000
2012-08-16,27734616000
2012-08-17,27888000000
2012-08-20,27553344000
2012-08-21,27460384000
2012-08-22,27311648000
2012-08-23,27367424000
2012-08-24,27739264000
2012-08-27,27934480000
2012-08-28,27581232000
2012-08-29,27553344000
2012-08-30,27386016000
2012-08-31,27557992000
2012-09-04,27386016000
2012-09-05,27167560000
2012-09-06,27753208000
2012-09-07,28166880000
2012-09-10,28069272000
2012-09-11,28036736000
2012-09-12,28389984000
2012-09-13,28524776000
2012-09-14,28408576000
2012-09-17,28436464000
2012-09-18,28506184000
2012-09-19,28445760000
2012-09-20,28389984000
2012-09-21,28264488000
2012-09-24,28176176000
2012-09-25,27771800000
2012-09-26,27265168000
2012-09-27,27497568000
2012-09-28,27641656000
2012-10-01,27384329000
2012-10-02,27034957000
2012-10-03,27517642000
2012-10-04,27857820000
2012-10-05,27885402000
2012-10-08,27761283000
2012-10-09,27154479000
2012-10-10,26791316000
2012-10-11,26860271000
2012-10-12,26915435000
2012-10-15,27062539000
2012-10-16,27402717000
2012-10-17,27664746000
2012-10-18,27926775000
2012-10-19,27945163000
2012-10-22,27839432000
2012-10-23,27917581000
2012-10-24,27646358000
2012-10-25,27798059000
2012-10-26,27706119000
2012-10-31,28193401000
2012-11-01,28556564000
2012-11-02,28510594000
2012-11-05,28653101000
2012-11-06,28938115000
2012-11-07,28381878000
2012-11-08,27742895000
2012-11-09,27784268000
2012-11-12,28000327000
2012-11-13,27963551000
2012-11-14,27375135000
2012-11-15,27007375000
2012-11-16,27062539000
2012-11-19,27375135000
2012-11-20,27513045000
2012-11-21,27476269000
2012-11-23,27867014000
2012-11-26,27830238000
2012-11-27,27830238000
2012-11-28,28253162000
2012-11-29,28423251000
2012-11-30,28303729000
2012-12-03,28073879000
2012-12-04,28115252000
2012-12-05,28368087000
2012-12-06,28294535000
2012-12-07,28119849000
2012-12-10,28487609000
2012-12-11,28437042000
2012-12-12,28551967000
2012-12-13,28524385000
2012-12-14,27499254000
2012-12-17,27701522000
2012-12-18,28404863000
2012-12-19,28220983000
2012-12-20,28450833000
2012-12-21,28175013000
2012-12-24,28078476000
2012-12-26,28041700000
2012-12-27,27899193000
2012-12-28,27591194000
2012-12-31,27467877000
2013-01-02,27996366000
2013-01-03,28109291000
2013-01-04,28186080000
2013-01-07,28122842000
2013-01-08,28104774000
2013-01-09,27946679000
2013-01-10,28348692000
2013-01-11,28258352000
2013-01-14,28402896000
2013-01-15,28285454000
2013-01-16,28136393000
2013-01-17,28592610000
2013-01-18,28782324000
2013-01-22,28750705000
2013-01-23,28877181000
2013-01-24,29283711000
2013-01-25,29355982999
2013-01-28,29559248000
2013-01-29,28972038000
2013-01-30,28710052000
2013-01-31,28380311000
2013-02-01,28411930000
2013-02-04,27910543000
2013-02-05,28384828000
2013-02-06,28127359000
2013-02-07,28037019000
2013-02-08,28330624000
2013-02-11,28366760000
2013-02-12,28466134000
2013-02-13,28705535000
2013-02-14,28773290000
2013-02-15,28570025000
2013-02-19,28994623000
2013-02-20,28511304000
2013-02-21,27833754000
2013-02-22,27770516000
2013-02-25,26998109000
2013-02-26,27138136000
2013-02-27,27756965000
2013-02-28,27779550000
2013-03-01,27824720000
2013-03-04,27797618000
2013-03-05,28140910000
2013-03-06,28280937000
2013-03-07,28082189000
2013-03-08,28204148000
2013-03-11,28226733000
2013-03-12,27671142000
2013-03-13,27698244000
2013-03-14,27666625000
2013-03-15,28109291000
2013-03-18,28149944000
2013-03-19,28226733000
2013-03-20,28529372000
2013-03-21,28249318000
2013-03-22,28122842000
2013-03-25,27752448000
2013-03-26,27558217000
2013-03-27,27382054000
2013-03-28,27526598000
2013-04-01,27371648000
2013-04-02,27362656000
2013-04-03,27470560000
2013-04-04,27749312000
2013-04-05,27681872000
2013-04-08,27830240000
2013-04-09,27938144000
2013-04-10,28135968000
2013-04-11,28572080000
2013-04-12,28522624000
2013-04-15,27663888000
2013-04-16,28216896000
2013-04-17,27443584000
2013-04-18,27200800000
2013-04-19,27200800000
2013-04-22,27326688000
2013-04-23,28216896000
2013-04-24,28864320000
2013-04-25,29304928000
2013-04-26,28945247999
2013-04-29,29147568000
2013-04-30,29026176000
2013-05-01,28715952000
2013-05-02,29008192000
2013-05-03,29543215999
2013-05-06,29561200000
2013-05-07,30010800000
2013-05-08,30455903999
2013-05-09,30640240000
2013-05-10,30707680000
2013-05-13,30703184000
2013-05-14,31193247999
2013-05-15,31552928000
2013-05-16,31431536000
2013-05-17,31822688000
2013-05-20,31921600000
2013-05-21,31993536000
2013-05-22,31831680000
2013-05-23,31593392000
2013-05-24,31575408000
2013-05-28,31678815999
2013-05-29,31548432000
2013-05-30,31723776000
2013-05-31,31530447999
2013-06-03,31890128000
2013-06-04,31489984000
2013-06-05,31103328000
2013-06-06,31287664000
2013-06-07,31786720000
2013-06-10,31705792000
2013-06-11,31516959999
2013-06-12,31202240000
2013-06-13,31692303999
2013-06-14,31579903999
2013-06-17,31773232000
2013-06-18,32069968000
2013-06-19,31660832000
2013-06-20,31049376000
2013-06-21,30766128000
2013-06-24,30190640000
2013-06-25,30491871999
2013-06-26,30730159999
2013-06-27,31377584000
2013-06-28,31098832000
2013-07-01,31012345000
2013-07-02,30842903000
2013-07-03,30664543000
2013-07-05,31199623000
2013-07-08,31542965999
2013-07-09,31721326000
2013-07-10,31743621000
2013-07-11,32198438999
2013-07-12,32046833000
2013-07-15,32127095000
2013-07-16,31864013999
2013-07-17,31921981000
2013-07-18,32416930000
2013-07-19,32680011000
2013-07-22,32849453000
2013-07-23,31926439999
2013-07-24,31841719000
2013-07-25,32220734000
2013-07-26,32091423000
2013-07-29,31939816999
2013-07-30,32082505000
2013-07-31,32122636000
2013-08-01,32858371000
2013-08-02,33108075000
2013-08-05,32880665999
2013-08-06,32760273000
2013-08-07,32791486000
2013-08-08,32791486000
2013-08-09,32684470000
2013-08-12,32782568000
2013-08-13,32983223000
2013-08-14,32804862999
2013-08-15,32372339999
2013-08-16,32296537000
2013-08-19,32176144000
2013-08-20,32260864999
2013-08-21,32104800000
2013-08-22,32497191999
2013-08-23,32675552000
2013-08-26,32546240999
2013-08-27,31886309000
2013-08-28,31926439999
2013-08-29,31997784000
2013-08-30,31868473000
2013-09-03,31877390999
2013-09-04,32470437999
2013-09-05,32358962999
2013-09-06,32497191999
2013-09-09,32800404000
2013-09-10,33188337000
2013-09-11,33139287999
2013-09-12,32969846000
2013-09-13,33161583000
2013-09-16,33487089999
2013-09-17,33660990999
2013-09-18,33955285000
2013-09-19,34035547000
2013-09-20,34106890999
2013-09-23,33990957000
2013-09-24,34780200000
2013-09-25,34441316000
2013-09-26,34459152000
2013-09-27,34213907000
2013-09-30,33383379000
2013-10-01,33444657000
2013-10-02,33063858000
2013-10-03,32788107000
2013-10-04,32976318000
2013-10-07,32779353000
2013-10-08,32416062000
2013-10-09,32490471000
2013-10-10,33492804000
2013-10-11,33672261000
2013-10-14,33812325000
2013-10-15,33160152000
2013-10-16,33221430000
2013-10-17,33641622000
2013-10-18,33886734000
2013-10-21,33948012000
2013-10-22,34158108000
2013-10-23,34346319000
2013-10-24,34363827000
2013-10-25,34381335000
2013-10-28,34337565000
2013-10-29,34683348000
2013-10-30,34341941999
2013-10-31,34486383000
2013-11-01,34569546000
2013-11-04,34674594000
2013-11-05,34643955000
2013-11-06,34687725000
2013-11-07,34298172000
2013-11-08,34613316000
2013-11-11,34617693000
2013-11-12,34503891000
2013-11-13,34687725000
2013-11-14,34819035000
2013-11-15,34862805000
2013-11-18,34775265000
2013-11-19,34652709000
2013-11-20,34420728000
2013-11-21,34652709000
2013-11-22,34797150000
2013-11-25,34683348000
