,EQT
2009-06-22,2413813500
2009-06-23,2409888600
2009-06-24,2399422200
2009-06-25,2454370800
2009-06-26,2441287800
2009-06-29,2522402400
2009-06-30,2487458500
2009-07-01,2499235000
2009-07-02,2429884500
2009-07-06,2335672500
2009-07-07,2284641000
2009-07-08,2275481500
2009-07-09,2310811000
2009-07-10,2295109000
2009-07-13,2330438500
2009-07-14,2352683000
2009-07-15,2424650500
2009-07-16,2486150000
2009-07-17,2504469000
2009-07-20,2550266500
2009-07-21,2580362000
2009-07-22,2546341000
2009-07-23,2647095500
2009-07-24,2665414500
2009-07-27,2675882500
2009-07-28,2671957000
2009-07-29,2652329500
2009-07-30,2720371500
2009-07-31,2734765000
2009-08-03,2847296000
2009-08-04,2851221500
2009-08-05,2771403000
2009-08-06,2766169000
2009-08-07,2818509000
2009-08-10,2864306500
2009-08-11,2809349500
2009-08-12,2864306500
2009-08-13,2870849000
2009-08-14,2862998000
2009-08-17,2767477500
2009-08-18,2831594000
2009-08-19,2862998000
2009-08-20,2894402000
2009-08-21,2955901500
2009-08-24,2970295000
2009-08-25,2942816500
2009-08-26,2941508000
2009-08-27,2900944500
2009-08-28,2904870000
2009-08-31,2826360000
2009-09-01,2783179500
2009-09-02,2766169000
2009-09-03,2775328500
2009-09-04,2813275000
2009-09-08,2924497500
2009-09-09,2944125000
2009-09-10,3016092500
2009-09-11,3034411500
2009-09-14,3031794500
2009-09-15,3038337000
2009-09-16,2999082000
2009-09-17,2987305500
2009-09-18,2991231000
2009-09-21,2945433500
2009-09-22,3050113500
2009-09-23,2999082000
2009-09-24,2967678000
2009-09-25,2942816500
2009-09-28,2999082000
2009-09-29,3056656000
2009-09-30,3034411500
2009-10-01,2923189000
2009-10-02,2912721000
2009-10-05,3010858500
2009-10-06,3052730500
2009-10-07,3022635000
2009-10-08,3090677000
2009-10-09,3107687500
2009-10-12,3171804000
2009-10-13,3136474500
2009-10-14,3180963500
2009-10-15,3231995000
2009-10-16,3224144000
2009-10-19,3250314000
2009-10-20,3250314000
2009-10-21,3258165000
2009-10-22,3203208000
2009-10-23,3173112500
2009-10-26,3078900500
2009-10-27,3115538500
2009-10-28,3013475500
2009-10-29,3156102000
2009-10-30,2982071500
2009-11-02,2968986500
2009-11-03,2983380000
2009-11-04,2971603500
2009-11-05,3030486000
2009-11-06,2988614000
2009-11-09,3090677000
2009-11-10,3099836500
2009-11-11,3103762000
2009-11-12,3013475500
2009-11-13,3023943500
2009-11-16,3081517500
2009-11-17,3031794500
2009-11-18,2972912000
2009-11-19,2895710500
2009-11-20,2887859500
2009-11-23,2920572000
2009-11-24,2931040000
2009-11-25,2970295000
2009-11-27,2899636000
2009-11-30,2931040000
2009-12-01,2966369500
2009-12-02,2978146000
2009-12-03,2948050500
2009-12-04,2953284500
2009-12-07,2946742000
2009-12-08,2902253000
2009-12-09,2899636000
2009-12-10,2953284500
2009-12-11,2984688500
2009-12-14,3091985500
2009-12-15,3078900500
2009-12-16,3098528000
2009-12-17,3077592000
2009-12-18,3086751500
2009-12-21,3123389500
2009-12-22,3137783000
2009-12-23,3157410500
2009-12-24,3205825000
2009-12-28,3220218500
2009-12-29,3199282500
2009-12-30,3174421000
2009-12-31,3205948440
2010-01-04,3270308760
2010-01-05,3293103040
2010-01-06,3305170600
2010-01-07,3260922880
2010-01-08,3232765240
2010-01-11,3230083560
2010-01-12,3188517520
2010-01-13,3211311800
2010-01-14,3240810280
2010-01-15,3187176680
2010-01-19,3234106080
2010-01-20,3189858360
2010-01-21,3159019040
2010-01-22,3077227800
2010-01-25,3130861400
2010-01-26,3117453000
2010-01-27,3129520560
2010-01-28,3239469440
2010-01-29,3213993480
2010-02-01,3271649600
2010-02-02,3372212600
2010-02-03,3352100000
2010-02-04,3156337360
2010-02-05,3130861400
2010-02-08,3093317880
2010-02-09,3140247280
2010-02-10,3095999560
2010-02-11,3125498040
2010-02-12,3138906440
2010-02-16,3230083560
2010-02-17,3228742720
2010-02-18,3244832800
2010-02-19,3294443880
2010-02-22,3246173640
2010-02-23,3188517520
2010-02-24,3215334320
2010-02-25,3211311800
2010-02-26,3195221720
2010-03-01,3279694640
2010-03-02,3340032440
2010-03-03,3372212600
2010-03-04,3358804200
2010-03-05,3455344680
2010-03-08,3437913760
2010-03-09,3458026360
2010-03-10,3262263720
2010-03-11,3199244240
2010-03-12,3204607600
2010-03-15,3175109120
2010-03-16,3189858360
2010-03-17,3184495000
2010-03-18,3121475520
2010-03-19,3045047640
2010-03-22,3016890000
2010-03-23,3046388480
2010-03-24,3030298400
2010-03-25,2979346480
2010-03-26,2941802960
2010-03-29,3008844960
2010-03-30,3000799920
2010-03-31,3293874000
2010-04-01,3380943250
2010-04-05,3476867000
2010-04-06,3485721500
2010-04-07,3487197250
2010-04-08,3490148750
2010-04-09,3600830000
2010-04-12,3608208750
2010-04-13,3590499749
2010-04-14,3605257250
2010-04-15,3589024000
2010-04-16,3516712249
2010-04-19,3509333500
2010-04-20,3534421250
2010-04-21,3507857750
2010-04-22,3563936250
2010-04-23,3664287249
2010-04-26,3665763000
2010-04-27,3518188000
2010-04-28,3572790750
2010-04-29,3518188000
2010-04-30,3494576000
2010-05-03,3575742250
2010-05-04,3527042500
2010-05-05,3400128000
2010-05-06,3267310500
2010-05-07,3196474500
2010-05-10,3383894750
2010-05-11,3385370500
2010-05-12,3447352000
2010-05-13,3426691500
2010-05-14,3397176500
2010-05-17,3310107250
2010-05-18,3255504500
2010-05-19,3178765500
2010-05-20,3029714750
2010-05-21,3081366000
2010-05-24,2986918000
2010-05-25,2960354500
2010-05-26,3003151250
2010-05-27,3124162750
2010-05-28,3149250500
2010-06-01,3040045000
2010-06-02,3177289750
2010-06-03,3276165000
2010-06-04,3060705500
2010-06-07,3057754000
2010-06-08,3104978000
2010-06-09,3079890250
2010-06-10,3248125750
2010-06-11,3271737750
2010-06-14,3277640750
2010-06-15,3327816250
2010-06-16,3336670750
2010-06-17,3293874000
2010-06-18,3292398250
2010-06-21,3248125750
2010-06-22,3113832500
2010-06-23,3076938750
2010-06-24,3041520750
2010-06-25,3059229750
2010-06-28,3035617750
2010-06-29,2913130500
2010-06-30,2934937440
2010-07-01,2875284240
2010-07-02,2870810250
2010-07-06,2914058820
2010-07-07,3027399900
2010-07-08,3031873889
2010-07-09,3009503940
2010-07-12,2996081970
2010-07-13,3015469260
2010-07-14,3006521280
2010-07-15,3037839210
2010-07-16,2923006800
2010-07-19,2954324730
2010-07-20,3043804530
2010-07-21,2990116650
2010-07-22,3069157139
2010-07-23,3018451920
2010-07-26,3063191820
2010-07-27,3036347880
2010-07-28,3070648470
2010-07-29,2993099310
2010-07-30,2978186010
2010-08-02,3128810340
2010-08-03,3134775660
2010-08-04,3128810340
2010-08-05,3194428860
2010-08-06,3163110930
2010-08-09,3172058910
2010-08-10,3145214970
2010-08-11,3022925910
2010-08-12,2943885420
2010-08-13,2934937440
2010-08-16,2899145520
2010-08-17,2902128180
2010-08-18,2872301580
2010-08-19,2781330450
2010-08-20,2723168580
2010-08-23,2747029860
2010-08-24,2678428680
2010-08-25,2667989370
2010-08-26,2642636760
2010-08-27,2709746610
2010-08-30,2667989370
2010-08-31,2647110750
2010-09-01,2758960500
2010-09-02,2764925820
2010-09-03,2799226410
2010-09-07,2760451830
2010-09-08,2747029860
2010-09-09,2800717740
2010-09-10,2794752420
2010-09-13,2812648380
2010-09-14,2811157050
2010-09-15,2808174389
2010-09-16,2793261090
2010-09-17,2751503850
2010-09-20,2772382470
2010-09-21,2694833310
2010-09-22,2693341980
2010-09-23,2654567400
2010-09-24,2742555870
2010-09-27,2744047200
2010-09-28,2791769760
2010-09-29,2921515470
2010-09-30,2918745440
2010-10-01,2946996160
2010-10-04,2930640480
2010-10-05,2979707520
2010-10-06,3025800800
2010-10-07,3009445120
2010-10-08,3018366400
2010-10-11,3019853280
2010-10-12,3007958240
2010-10-13,3082302240
2010-10-14,3068920320
2010-10-15,3073380960
2010-10-18,3103118560
2010-10-19,3065946560
2010-10-20,3076354720
2010-10-21,3025800800
2010-10-22,3028774560
2010-10-25,3033235200
2010-10-26,3007958240
2010-10-27,2976733760
2010-10-28,3016879520
2010-10-29,3030261440
2010-11-01,3009445120
2010-11-02,3071894080
2010-11-03,3055538400
2010-11-04,3143264320
2010-11-05,3106092320
2010-11-08,3120961120
2010-11-09,3280057280
2010-11-10,3324663680
2010-11-11,3372243840
2010-11-12,3303847360
2010-11-15,3284517920
2010-11-16,3216121440
2010-11-17,3260727840
2010-11-18,3286004800
2010-11-19,3320203039
2010-11-22,3321689920
2010-11-23,3238424640
2010-11-24,3293439200
2010-11-26,3254780320
2010-11-29,3265188480
2010-11-30,3275596640
2010-12-01,3351427520
2010-12-02,3440640320
2010-12-03,3464430400
2010-12-06,3489707360
2010-12-07,3491194240
2010-12-08,3476325440
2010-12-09,3473351680
2010-12-10,3485246720
2010-12-13,3497141760
2010-12-14,3509036800
2010-12-15,3503089280
2010-12-16,3531340000
2010-12-17,3565538240
2010-12-20,3578920160
2010-12-21,3641369120
2010-12-22,3608657760
2010-12-23,3647316640
2010-12-27,3620552800
2010-12-28,3627987200
2010-12-29,3629474080
2010-12-30,3635421600
2010-12-31,3643705110
2011-01-03,3649675950
2011-01-04,3660124920
2011-01-05,3689979120
2011-01-06,3686993700
2011-01-07,3707891640
2011-01-10,3734760420
2011-01-11,3748194810
2011-01-12,3760136490
2011-01-13,3778049010
2011-01-14,3818352179
2011-01-18,3825815730
2011-01-19,3769092750
2011-01-20,3697442670
2011-01-21,3728789580
2011-01-24,3724311450
2011-01-25,3669081179
2011-01-26,3728789580
2011-01-27,3798946950
2011-01-28,3782527140
2011-01-31,3916871040
2011-02-01,3978072150
2011-02-02,3946725240
2011-02-03,3975086730
2011-02-04,3931798140
2011-02-07,3933290850
2011-02-08,3907914780
2011-02-09,3803425080
2011-02-10,3955681500
2011-02-11,3924334590
2011-02-14,3931798140
2011-02-15,3881046000
2011-02-16,3876567870
2011-02-17,3860148060
2011-02-18,3870597030
2011-02-22,3831786570
2011-02-23,3930305429
2011-02-24,3882538710
2011-02-25,3960159630
2011-02-28,4006433640
2011-03-01,3906422070
2011-03-02,3895973100
2011-03-03,3925827300
2011-03-04,3864626190
2011-03-07,3824323020
2011-03-08,3809395920
2011-03-09,3807903210
2011-03-10,3612358200
2011-03-11,3627285300
2011-03-14,3630270720
2011-03-15,3643705110
2011-03-16,3609372780
2011-03-17,3745209390
2011-03-18,3809395920
2011-03-21,3879553290
2011-03-22,3872089740
2011-03-23,3860148060
2011-03-24,3937768980
2011-03-25,3998970090
2011-03-28,3887016840
2011-03-29,3949710660
2011-03-30,4016882610
2011-03-31,4060393480
2011-04-01,4082810080
2011-04-04,4088787840
2011-04-05,4084304519
2011-04-06,4088787840
2011-04-07,4085798960
2011-04-08,4020043600
2011-04-11,3948310480
2011-04-12,3794383160
2011-04-13,3812316440
2011-04-14,3810822000
2011-04-15,3824271960
2011-04-18,3740583320
2011-04-19,3774955440
2011-04-20,3873588480
2011-04-21,3837721920
2011-04-25,3827260840
2011-04-26,3846688560
2011-04-27,3898993960
2011-04-28,4055910160
2011-04-29,4281570600
2011-05-02,4286053920
2011-05-03,4296515000
2011-05-04,4193398640
2011-05-05,4096260040
2011-05-06,4151554320
2011-05-09,4220298560
2011-05-10,4220298560
2011-05-11,4076832320
2011-05-12,4124654400
2011-05-13,4100743360
2011-05-16,4027515800
2011-05-17,4075337880
2011-05-18,4103732240
2011-05-19,4118676640
2011-05-20,4154543200
2011-05-23,4058899040
2011-05-24,4145576560
2011-05-25,4278581720
2011-05-26,4315942720
2011-05-27,4339853760
2011-05-31,4408598000
2011-06-01,4239726280
2011-06-02,4320426040
2011-06-03,4321920480
2011-06-06,4176959800
2011-06-07,4190409760
2011-06-08,4212826360
2011-06-09,4324909360
2011-06-10,4275592840
2011-06-13,4105226680
2011-06-14,4194893080
2011-06-15,4109710000
2011-06-16,4093271160
2011-06-17,4093271160
2011-06-20,4075337880
2011-06-21,4139598800
2011-06-22,4120171080
2011-06-23,4052921280
2011-06-24,4002110320
2011-06-27,4045449080
2011-06-28,4165004280
2011-06-29,4256165120
2011-06-30,4272518190
2011-07-01,4345744280
2011-07-05,4350227510
2011-07-06,4339766640
2011-07-07,4430925650
2011-07-08,4435408880
2011-07-11,4378621300
2011-07-12,4393565400
2011-07-13,4481735590
2011-07-14,4453341800
2011-07-15,4678997710
2011-07-18,4806022559
2011-07-19,4889709520
2011-07-20,4924080950
2011-07-21,5021217600
2011-07-22,5112376610
2011-07-25,5091454870
2011-07-26,5088466050
2011-07-27,4980868530
2011-07-28,5200546800
2011-07-29,5164680960
2011-08-01,5203535620
2011-08-02,4988340580
2011-08-03,4912125670
2011-08-04,4541511990
2011-08-05,4390576580
2011-08-08,3918343020
2011-08-09,4263551730
2011-08-10,4141010110
2011-08-11,4380115710
2011-08-12,4453341800
2011-08-15,4704402680
2011-08-16,4586344290
2011-08-17,4593816340
2011-08-18,4399543040
2011-08-19,4248607630
2011-08-22,4220213840
2011-08-23,4399543040
2011-08-24,4441386520
2011-08-25,4309878440
2011-08-26,4436903290
2011-08-29,4635659820
2011-08-30,4728313240
2011-08-31,4867293370
2011-09-01,4873271010
2011-09-02,4728313240
2011-09-06,4762684670
2011-09-07,5052600210
2011-09-08,4988340580
2011-09-09,4803033740
2011-09-12,4728313240
2011-09-13,4819472250
2011-09-14,4859821320
2011-09-15,4940519460
2011-09-16,5022712010
2011-09-19,5094443690
2011-09-20,5033172880
2011-09-21,4927069770
2011-09-22,4659570380
2011-09-23,4468285900
2011-09-26,4659570380
2011-09-27,4732796470
2011-09-28,4554961680
2011-09-29,4514612610
2011-09-30,4341261050
2011-10-03,4199292100
2011-10-04,4344249870
2011-10-05,4529556710
2011-10-06,4607266030
2011-10-07,4540017580
2011-10-10,4767167900
2011-10-11,4743257340
2011-10-12,4783606410
2011-10-13,4928564180
2011-10-14,5128815120
2011-10-17,5158703320
2011-10-18,5348493390
2011-10-19,5302166680
2011-10-20,5376887180
2011-10-21,5500923210
2011-10-24,5560699610
2011-10-25,5372403950
2011-10-26,5463562960
2011-10-27,5236412640
2011-10-28,5364931900
2011-10-31,5166175370
2011-11-01,4994318220
2011-11-02,5083982820
2011-11-03,5194569160
2011-11-04,5163186550
2011-11-07,5148242450
2011-11-08,5279750530
2011-11-09,5034667290
2011-11-10,5116859840
2011-11-11,5275267300
2011-11-14,5163186550
2011-11-15,5110882200
2011-11-16,4921092130
2011-11-17,4817977840
2011-11-18,4801539330
2011-11-21,4647615100
2011-11-22,4661064790
2011-11-23,4540017580
2011-11-25,4504151740
2011-11-28,4637154230
2011-11-29,4779123180
2011-11-30,5045128160
2011-12-01,4992823809
2011-12-02,4953969150
2011-12-05,4956957970
2011-12-06,4867293370
2011-12-07,4732796470
2011-12-08,4616232490
2011-12-09,4608760440
2011-12-12,4532545530
2011-12-13,4454836210
2011-12-14,4354710740
2011-12-15,4359193970
2011-12-16,4421959190
2011-12-19,4336777820
2011-12-20,4460813850
2011-12-21,4540017580
2011-12-22,4513118200
2011-12-23,4553467270
2011-12-27,4551972860
2011-12-28,4447364160
2011-12-29,4489207640
2011-12-30,4457825030
2012-01-03,4436981920
2012-01-04,4541627720
2012-01-05,4567041700
2012-01-06,4541627720
2012-01-09,4447446500
2012-01-10,4369709620
2012-01-11,4143973680
2012-01-12,4001954380
2012-01-13,3972055580
2012-01-17,3957106180
2012-01-18,3966075820
2012-01-19,3877874360
2012-01-20,3768743740
2012-01-23,4079691260
2012-01-24,4045307640
2012-01-25,4148458500
2012-01-26,3934682080
2012-01-27,3970560640
2012-01-30,4040822820
2012-01-31,4112579940
2012-02-01,4067731740
2012-02-02,4075206440
2012-02-03,4063246920
2012-02-06,4135004040
2012-02-07,4126034400
2012-02-08,4061751980
2012-02-09,4097630540
2012-02-10,3988499920
2012-02-13,3984015100
2012-02-14,4031853180
2012-02-15,4096135600
2012-02-16,4175367420
2012-02-17,4285992980
2012-02-21,4290477800
2012-02-22,4283003100
2012-02-23,4411567940
2012-02-24,4398113480
2012-02-27,4435486980
2012-02-28,4356255160
2012-02-29,4315891780
2012-03-01,4387648900
2012-03-02,4324861420
2012-03-05,4287487920
2012-03-06,4193306700
2012-03-07,4200781400
2012-03-08,4296457560
2012-03-09,4223205500
2012-03-12,4111085000
2012-03-13,4136498980
2012-03-14,4060257040
2012-03-15,4079691260
2012-03-16,4084176080
2012-03-19,4154438260
2012-03-20,4151448380
2012-03-21,4115569820
2012-03-22,3972055580
2012-03-23,4022883540
2012-03-26,4070721620
2012-03-27,4019893660
2012-03-28,3940661840
2012-03-29,3868904720
2012-03-30,3924217500
2012-04-02,4025251620
2012-04-03,4032730720
2012-04-04,4005805960
2012-04-05,3999822680
2012-04-09,3959435540
2012-04-10,3865198880
2012-04-11,3751516559
2012-04-12,3794895340
2012-04-13,3760491480
2012-04-16,3691683760
2012-04-17,3776945500
2012-04-18,3744037460
2012-04-19,3826307559
2012-04-20,3800878620
2012-04-23,3784424600
2012-04-24,3776945500
2012-04-25,3860711420
2012-04-26,3871182160
2012-04-27,3895115280
2012-04-30,4056663840
2012-05-01,4194279280
2012-05-02,4044697280
2012-05-03,4023755800
2012-05-04,3989351940
2012-05-07,3993839400
2012-05-08,4031234900
2012-05-09,4062647120
2012-05-10,4059655480
2012-05-11,4071622040
2012-05-14,3971402100
2012-05-15,3784424600
2012-05-16,3806861900
2012-05-17,3747029100
2012-05-18,3744037460
2012-05-21,3811349360
2012-05-22,3781432960
2012-05-23,3836778300
2012-05-24,3793399520
2012-05-25,3820324280
2012-05-29,3874173800
2012-05-30,3690187940
2012-05-31,3776945500
2012-06-01,3642321700
2012-06-04,3583984720
2012-06-05,3628859320
2012-06-06,3750020740
2012-06-07,3724591800
2012-06-08,3758995660
2012-06-11,3709633600
2012-06-12,3766474760
2012-06-13,3714121059
2012-06-14,3868190520
2012-06-15,3957939720
2012-06-18,3968410460
2012-06-19,4052176380
2012-06-20,4132950660
2012-06-21,4107521720
2012-06-22,4165858700
2012-06-25,4164362880
2012-06-26,4212229120
2012-06-27,4384248420
2012-06-28,4403694080
2012-06-29,4367794400
2012-07-02,4381901160
2012-07-03,4446230880
2012-07-05,4447726920
2012-07-06,4393869480
2012-07-09,4444734840
2012-07-10,4335523920
2012-07-11,4344500160
2012-07-12,4316075400
2012-07-13,4485127920
2012-07-16,4497096240
2012-07-17,4552449720
2012-07-18,4546465560
2012-07-19,4513552680
2012-07-20,4604811120
2012-07-23,4583866560
2012-07-24,4510560600
2012-07-25,4453711080
2012-07-26,4541977440
2012-07-27,4642212120
2012-07-30,4687093320
2012-07-31,4594338840
2012-08-01,4555441800
2012-08-02,4345996200
2012-08-03,4414814040
2012-08-06,4489616040
2012-08-07,4589850720
2012-08-08,4544969520
2012-08-09,4630243800
2012-08-10,4538985360
2012-08-13,4522528920
2012-08-14,4485127920
2012-08-15,4494104160
2012-08-16,4567410120
2012-08-17,4597330920
2012-08-20,4600323000
2012-08-21,4610795280
2012-08-22,4582370520
2012-08-23,4434262560
2012-08-24,4398357600
2012-08-27,4399853640
2012-08-28,4356468480
2012-08-29,4348988280
2012-08-30,4360956600
2012-08-31,4395365520
2012-09-04,4343004120
2012-09-05,4337019960
2012-09-06,4437254640
2012-09-07,4492608120
2012-09-10,4473159600
2012-09-11,4628747760
2012-09-12,4693077480
2012-09-13,4705045800
2012-09-14,4826225040
2012-09-17,4730478480
2012-09-18,4693077480
2012-09-19,4652684400
2012-09-20,4664652720
2012-09-21,4743942840
2012-09-24,4715518080
2012-09-25,4649692320
2012-09-26,4639220040
2012-09-27,4793312160
2012-09-28,4805280480
2012-10-01,4896275510
2012-10-02,4864821920
2012-10-03,4755483250
2012-10-04,4882795400
2012-10-05,4878302030
2012-10-08,4896275510
2012-10-09,4932222470
2012-10-10,4867817500
2012-10-11,4960680480
2012-10-12,4918742360
2012-10-15,4884293190
2012-10-16,4935218050
2012-10-17,4980151750
2012-10-18,4993631860
2012-10-19,4906760040
2012-10-22,4822883800
2012-10-23,4737509770
2012-10-24,4728523030
2012-10-25,4951693740
2012-10-26,5090988210
2012-10-31,4944204790
2012-11-01,4983147330
2012-11-02,4936715840
2012-11-05,4995129650
2012-11-06,5053543460
2012-11-07,4876804240
2012-11-08,4794425790
2012-11-09,4782443470
2012-11-12,4818390430
2012-11-13,4902266670
2012-11-14,4909755620
2012-11-15,4882795400
2012-11-16,4909755620
2012-11-19,5010107550
2012-11-20,4993631860
2012-11-21,5049050090
2012-11-23,5116450639
2012-11-26,4996627440
2012-11-27,4930724680
2012-11-28,5041561139
2012-11-29,4936715840
2012-11-30,4897773300
2012-12-03,4842355070
2012-12-04,4712047340
2012-12-05,4791430210
2012-12-06,4803412530
2012-12-07,4797421370
2012-12-10,4707553970
2012-12-11,4736011980
2012-12-12,4746496510
2012-12-13,4644646790
2012-12-14,4620682150
2012-12-17,4671607010
2012-12-18,4749492090
2012-12-19,4649140160
2012-12-20,4825879380
2012-12-21,4900768880
2012-12-24,4828874960
2012-12-26,4810901480
2012-12-27,4780945680
2012-12-28,4740505350
2012-12-31,4826999970
2013-01-02,4772882250
2013-01-03,4834516319
2013-01-04,4945758300
2013-01-07,4950268110
2013-01-08,4802947650
2013-01-09,4681182780
2013-01-10,4723274340
2013-01-11,4781901870
2013-01-14,4789418220
2013-01-15,4825496700
2013-01-16,4801444380
2013-01-17,4834516319
2013-01-18,4870594800
2013-01-22,4945758300
2013-01-23,4879614420
2013-01-24,4972817160
2013-01-25,5070529710
2013-01-28,4926215790
2013-01-29,4944255030
2013-01-30,4965300810
2013-01-31,4863078450
2013-02-01,4873601340
2013-02-04,4899156930
2013-02-05,5064516630
2013-02-06,5085562410
2013-02-07,5057000280
2013-02-08,5060006819
2013-02-11,5022425069
2013-02-12,4966804080
2013-02-13,4968307350
2013-02-14,4951771380
2013-02-15,4858568640
2013-02-19,4969810620
2013-02-20,4852555560
2013-02-21,4843535940
2013-02-22,4956281190
2013-02-25,4817980350
2013-02-26,4885627500
2013-02-27,5041967580
2013-02-28,5163732450
2013-03-01,5231379600
2013-03-04,5130660510
2013-03-05,5165235720
2013-03-06,5184778230
2013-03-07,5378700060
2013-03-08,5341118310
2013-03-11,5332098690
2013-03-12,5353144470
2013-03-13,5348634660
2013-03-14,5551576110
2013-03-15,5459876640
2013-03-18,5441837400
2013-03-19,5491445310
2013-03-20,5500464930
2013-03-21,5459876640
2013-03-22,5474909340
2013-03-25,5492948580
2013-03-26,5580138240
2013-03-27,5575628430
2013-03-28,5545563030
2013-04-01,5546846250
2013-04-02,5513730750
2013-04-03,5354174250
2013-04-04,5381268750
2013-04-05,5527278000
2013-04-08,5676297750
2013-04-09,5688339750
2013-04-10,5730486750
2013-04-11,5698876500
2013-04-12,5647698000
2013-04-15,5375247750
2013-04-16,5477604750
2013-04-17,5415889500
2013-04-18,5486636250
2013-04-19,5462552250
2013-04-22,5477604750
2013-04-23,5555877749
2013-04-24,5620603500
2013-04-25,6061641750
2013-04-26,6052610250
2013-04-29,6207651000
2013-04-30,6156472500
2013-05-01,6215177250
2013-05-02,6097767750
2013-05-03,6157977749
2013-05-06,6200124750
2013-05-07,6209156250
2013-05-08,6179051250
2013-05-09,6243777000
2013-05-10,6213672000
2013-05-13,6138409500
2013-05-14,6272376750
2013-05-15,6340113000
2013-05-16,6273882000
2013-05-17,6477090750
2013-05-20,6674278500
2013-05-21,6638152500
2013-05-22,6547837500
2013-05-23,6544827000
2013-05-24,6603531750
2013-05-28,6624605250
2013-05-29,6605037000
2013-05-30,6671268000
2013-05-31,6546332250
2013-06-03,6537300750
2013-06-04,6487627500
2013-06-05,6352155000
2013-06-06,6422901750
2013-06-07,6672773250
2013-06-10,6705888750
2013-06-11,6588479250
2013-06-12,6472575000
2013-06-13,6558374250
2013-06-14,6531279750
2013-06-17,6695352000
2013-06-18,6856413750
2013-06-19,6752551500
2013-06-20,6492143250
2013-06-21,6528269250
2013-06-24,6580953000
2013-06-25,6602026500
2013-06-26,6639657750
2013-06-27,6638152500
2013-06-28,6504185250
2013-07-01,6539468600
2013-07-02,6537961810
2013-07-03,6536455020
2013-07-05,6557550080
2013-07-08,6669052540
2013-07-09,6676586490
2013-07-10,6711242660
2013-07-11,6768500680
2013-07-12,6741378460
2013-07-15,6602753780
2013-07-16,6653984639
2013-07-17,6708229080
2013-07-18,6913152520
2013-07-19,6851374130
2013-07-22,6770007470
2013-07-23,6748912410
2013-07-24,6685627230
2013-07-25,7015614240
2013-07-26,6993012389
2013-07-29,6934247580
2013-07-30,7032188930
2013-07-31,7096980900
2013-08-01,7155745710
2013-08-02,7127116700
2013-08-05,7071365470
2013-08-06,7002053130
2013-08-07,6884523510
2013-08-08,6964383380
2013-08-09,6943288320
2013-08-12,6854387710
2013-08-13,6910138940
2013-08-14,6905618570
2013-08-15,6895071040
2013-08-16,6860414870
2013-08-19,6794116110
2013-08-20,6863428450
2013-08-21,6819731540
2013-08-22,7023148190
2013-08-23,6997532760
2013-08-26,6999039550
2013-08-27,6929727210
2013-08-28,7096980900
2013-08-29,7026161770
2013-08-30,7032188930
2013-09-03,7124103120
2013-09-04,7041229670
2013-09-05,6983971650
2013-09-06,6952329060
2013-09-09,7063831520
2013-09-10,7035202510
2013-09-11,7160266080
2013-09-12,7155745710
2013-09-13,7229578420
2013-09-16,7298890760
2013-09-17,7383271000
2013-09-18,7568606170
2013-09-19,7592714810
2013-09-20,7485732720
2013-09-23,7490253090
2013-09-24,7413406800
2013-09-25,7366696310
2013-09-26,7499293830
2013-09-27,7413406800
2013-09-30,7282287600
2013-10-01,7295857080
2013-10-02,7140561920
2013-10-03,7087791720
2013-10-04,7188808960
2013-10-07,7059145040
2013-10-08,6995820800
2013-10-09,7122469280
2013-10-10,7291333920
2013-10-11,7301887960
2013-10-14,7368227640
2013-10-15,7300380240
2013-10-16,7449644519
2013-10-17,7351642720
2013-10-18,7356165880
2013-10-21,7329026920
2013-10-22,7285303040
2013-10-23,7224994240
2013-10-24,7139054200
2013-10-25,7206901600
2013-10-28,7181270360
2013-10-29,7176747200
2013-10-30,7089299440
2013-10-31,7027482920
2013-11-01,7018436600
2013-11-04,7068191360
2013-11-05,6935512000
2013-11-06,6813386680
2013-11-07,6652060640
2013-11-08,6845048800
2013-11-11,6837510200
2013-11-12,6938527440
2013-11-13,6964158680
2013-11-14,6995820800
2013-11-15,6986774480
2013-11-18,6899326720
2013-11-19,6900834440
2013-11-20,6976220440
2013-11-21,7196347560
2013-11-22,7194839840
2013-11-25,7185793519
2013-11-26,7125484720
2013-11-27,7039544680
2013-11-29,6986774480
2013-12-02,6946066040
2013-12-03,6845048800
2013-12-04,6855602840
2013-12-05,7060652760
2013-12-06,7032006080
2013-12-09,7196347560
2013-12-10,7232532840
2013-12-11,7095330320
2013-12-12,7154131400
2013-12-13,7190316680
2013-12-16,7154131400
2013-12-17,7047083280
2013-12-18,6947573760
2013-12-19,7163177720
2013-12-20,7283795320
2013-12-23,7350135000
2013-12-24,7414966960
2013-12-26,7411951519
2013-12-27,7405920640
2013-12-30,7369735360
2013-12-31,7399014480
2014-01-02,7312733010
2014-01-03,7217369280
2014-01-06,7235533800
2014-01-07,7240074930
2014-01-08,7286999940
2014-01-09,7087190220
2014-01-10,7088703930
2014-01-13,6950956320
2014-01-14,7125032970
2014-01-15,7176499109
2014-01-16,7339979790
2014-01-17,7221910410
2014-01-21,7464104010
2014-01-22,7601851620
2014-01-23,7571577420
2014-01-24,7474699980
2014-01-27,7365712859
2014-01-28,7506487890
2014-01-29,7438370940
2014-01-30,7417179000
2014-01-31,7648776630
2014-02-03,7592769359
2014-02-04,7881887970
2014-02-05,7756250040
2014-02-06,7763818590
