,HSY
2009-04-08,8231062220
2009-04-09,8324364280
2009-04-13,8212856940
2009-04-14,8092246960
2009-04-15,8167343740
2009-04-16,8190100340
2009-04-17,8155965440
2009-04-20,8155965440
2009-04-21,8101349600
2009-04-22,8206029960
2009-04-23,8522346700
2009-04-24,8233337880
2009-04-27,8160516760
2009-04-28,8183273360
2009-04-29,8242440520
2009-04-30,8224235240
2009-05-01,8126381860
2009-05-04,8244716179
2009-05-05,8153689780
2009-05-06,8046733760
2009-05-07,7994393580
2009-05-08,8014874520
2009-05-11,8051285080
2009-05-12,8126381860
2009-05-13,8014874520
2009-05-14,8010323200
2009-05-15,8028528480
2009-05-18,8076317340
2009-05-19,8133208840
2009-05-20,7989842260
2009-05-21,7935226419
2009-05-22,7937502080
2009-05-26,8030804140
2009-05-27,7907918500
2009-05-28,7953431700
2009-05-29,8014874520
2009-06-01,8064939039
2009-06-02,8135484500
2009-06-03,8110452240
2009-06-04,7996669240
2009-06-05,7935226419
2009-06-08,8017150179
2009-06-09,8039906780
2009-06-10,7971636980
2009-06-11,8012598860
2009-06-12,8053560740
2009-06-15,7846475679
2009-06-16,7705384760
2009-06-17,7762276260
2009-06-18,7873783600
2009-06-19,7912469820
2009-06-22,7896540200
2009-06-23,7928399440
2009-06-24,8060387720
2009-06-25,8249267500
2009-06-26,8190100340
2009-06-29,8199202980
2009-06-30,8192376000
2009-07-01,8383531440
2009-07-02,8301607679
2009-07-06,8472777279
2009-07-07,8349652959
2009-07-08,8438576080
2009-07-09,8408935040
2009-07-10,8363333440
2009-07-13,8406654959
2009-07-14,8561700399
2009-07-15,8648343440
2009-07-16,8716745840
2009-07-17,8703065360
2009-07-20,8734986480
2009-07-21,8801108800
2009-07-22,8880911600
2009-07-23,9530734400
2009-07-24,9341487760
2009-07-27,9323247120
2009-07-28,9377969040
2009-07-29,9234324000
2009-07-30,9163641520
2009-07-31,9108919600
2009-08-03,9086118800
2009-08-04,9013156240
2009-08-05,8887751840
2009-08-06,8867231120
2009-08-07,8924233120
2009-08-10,8869511200
2009-08-11,8855830720
2009-08-12,8750947040
2009-08-13,8844430320
2009-08-14,8878631520
2009-08-17,8773747840
2009-08-18,8894592080
2009-08-19,8953874160
2009-08-20,8976674960
2009-08-21,9042797280
2009-08-24,8976674960
2009-08-25,8940193680
2009-08-26,8940193680
2009-08-27,8883191680
2009-08-28,8880911600
2009-08-31,8944753840
2009-09-01,8757787280
2009-09-02,8771467760
2009-09-03,8801108800
2009-09-04,8807949040
2009-09-08,8921953040
2009-09-09,9232043920
2009-09-10,9229763840
2009-09-11,9175041920
2009-09-14,9065598080
2009-09-15,9017716400
2009-09-16,8981235120
2009-09-17,8869511200
2009-09-18,9031396880
2009-09-21,8978955040
2009-09-22,8949314000
2009-09-23,8940193680
2009-09-24,8903712400
2009-09-25,8892312000
2009-09-28,8942473760
2009-09-29,8903712400
2009-09-30,8860390880
2009-10-01,9083838720
2009-10-02,9015436320
2009-10-05,8974866100
2009-10-06,9013678800
2009-10-07,8990847800
2009-10-08,9057057700
2009-10-09,9109569000
2009-10-12,9068473200
2009-10-13,8995414000
2009-10-14,9034226700
2009-10-15,9073039400
2009-10-16,9047925300
2009-10-19,9043359100
2009-10-20,9333312800
2009-10-21,9285367700
2009-10-22,8979432300
2009-10-23,8689478600
2009-10-26,8671213800
2009-10-27,8735140600
2009-10-28,8689478600
2009-10-29,8778519500
2009-10-30,8627834900
2009-11-02,8655232100
2009-11-03,8531944699
2009-11-04,8511396800
2009-11-05,8511396800
2009-11-06,8589022199
2009-11-09,8641533500
2009-11-10,8691761700
2009-11-11,8698611000
2009-11-12,8625551800
2009-11-13,8726008200
2009-11-16,8837880100
2009-11-17,8769387100
2009-11-18,8591305300
2009-11-19,8479433400
2009-11-20,8488565800
2009-11-23,8308200900
2009-11-24,8369844599
2009-11-25,8205461399
2009-11-27,8127836000
2009-11-30,8075324699
2009-12-01,8191762800
2009-12-02,8230575499
2009-12-03,8196329000
2009-12-04,8216876900
2009-12-07,8200895200
2009-12-08,8123269800
2009-12-09,8066192300
2009-12-10,8123269800
2009-12-11,8223726200
2009-12-14,8248840300
2009-12-15,8237424800
2009-12-16,8239707900
2009-12-17,8143817700
2009-12-18,8057059900
2009-12-21,8116420499
2009-12-22,8262538899
2009-12-23,8301351600
2009-12-24,8328748799
2009-12-28,8349296700
2009-12-29,8305917800
2009-12-30,8331031900
2009-12-31,8158903140
2010-01-04,8256928520
2010-01-05,8473496220
2010-01-06,8400547100
2010-01-07,8318479340
2010-01-08,8293403080
2010-01-11,8247809880
2010-01-12,8605716500
2010-01-13,8345835260
2010-01-14,8425623360
2010-01-15,8263767500
2010-01-19,8514530100
2010-01-20,8452979280
2010-01-21,8250089539
2010-01-22,8270606480
2010-01-25,8309360700
2010-01-26,8320759000
2010-01-27,8500852140
2010-01-28,8464377580
2010-01-29,8304801380
2010-02-01,8391428460
2010-02-02,8480335200
2010-02-03,8468936900
2010-02-04,8411945400
2010-02-05,8514530100
2010-02-08,8423343700
2010-02-09,8480335200
2010-02-10,8484894520
2010-02-11,8525928400
2010-02-12,8571521600
2010-02-16,8749335080
2010-02-17,8751614740
2010-02-18,8851919780
2010-02-19,9111801020
2010-02-22,9059368840
2010-02-23,8949945160
2010-02-24,9036572240
2010-02-25,9057089180
2010-02-26,9063928160
2010-03-01,9098123060
2010-03-02,9157394220
2010-03-03,9291894160
2010-03-04,9369402600
2010-03-05,9449190700
2010-03-08,9392199200
2010-03-09,9476546620
2010-03-10,9460589000
2010-03-11,9501622880
2010-03-12,9722749900
2010-03-15,9797978680
2010-03-16,9921080320
2010-03-17,9836732900
2010-03-18,9797978680
2010-03-19,9674877040
2010-03-22,9775182080
2010-03-23,9836732900
2010-03-24,9731868540
2010-03-25,9720470240
2010-03-26,9686275340
2010-03-29,9772902420
2010-03-30,9813936300
2010-03-31,9759224460
2010-04-01,9816215960
2010-04-05,9840991600
2010-04-06,9866026500
2010-04-07,9861474700
2010-04-08,9895613200
2010-04-09,10041270800
2010-04-12,10075409300
2010-04-13,9998028700
2010-04-14,10045822600
2010-04-15,10073133400
2010-04-16,9984373300
2010-04-19,10084512900
2010-04-20,10221066900
2010-04-21,10205135600
2010-04-22,10942527200
2010-04-23,11088184800
2010-04-26,10887905600
2010-04-27,10714937200
2010-04-28,10669419200
2010-04-29,10746799800
2010-04-30,10699005900
2010-05-03,10824180400
2010-05-04,10701281800
2010-05-05,10701281800
2010-05-06,10544244700
2010-05-07,10564727800
2010-05-10,10906112800
2010-05-11,10897009200
2010-05-12,10915216400
2010-05-13,10824180400
2010-05-14,10746799800
2010-05-17,10935699500
2010-05-18,10890181500
2010-05-19,10876526100
2010-05-20,10612521700
2010-05-21,10596590400
2010-05-24,10621625300
2010-05-25,10485071300
2010-05-26,10446381000
2010-05-27,10762731100
2010-05-28,10651212000
2010-06-01,10924320000
2010-06-02,11083633000
2010-06-03,11245221900
2010-06-04,10990321100
2010-06-07,11069977600
2010-06-08,11486467300
2010-06-09,11641228500
2010-06-10,11780058400
2010-06-11,11554744300
2010-06-14,11579779200
2010-06-15,11390879500
2010-06-16,11354465100
2010-06-17,11479639600
2010-06-18,11429569800
2010-06-21,11224738800
2010-06-22,11188324400
2010-06-23,11229290600
2010-06-24,11242946000
2010-06-25,11010804200
2010-06-28,11154185900
2010-06-29,10976665700
2010-06-30,10908388700
2010-07-01,10851491200
2010-07-02,10972113900
2010-07-06,8244860000
2010-07-07,8341661999
2010-07-08,8418436000
2010-07-09,8465168000
2010-07-12,8460161000
2010-07-13,8550286999
2010-07-14,8575322000
2010-07-15,8613709000
2010-07-16,8480189000
2010-07-19,8436795000
2010-07-20,8336655000
2010-07-21,8314958000
2010-07-22,7969475000
2010-07-23,7879349000
2010-07-26,7941102000
2010-07-27,7849307000
2010-07-28,7745828999
2010-07-29,7730808000
2010-07-30,7844300000
2010-08-02,7765857000
2010-08-03,7717456000
2010-08-04,7705773000
2010-08-05,7700766000
2010-08-06,7707442000
2010-08-09,7722463000
2010-08-10,7734146000
2010-08-11,7694090000
2010-08-12,7684076000
2010-08-13,7735815000
2010-08-16,7735815000
2010-08-17,7819265000
2010-08-18,7952785000
2010-08-19,7869335000
2010-08-20,7967806000
2010-08-23,7929419000
2010-08-24,7810920000
2010-08-25,7745828999
2010-08-26,7759181000
2010-08-27,7859321000
2010-08-30,7640682000
2010-08-31,7755843000
2010-09-01,7872673000
2010-09-02,7842631000
2010-09-03,7867666000
2010-09-07,7749167000
2010-09-08,7749167000
2010-09-09,7732477000
2010-09-10,7667386000
2010-09-13,7635675000
2010-09-14,7592281000
2010-09-15,7625661000
2010-09-16,7887694000
2010-09-17,7906053000
2010-09-20,8032897000
2010-09-21,8004524000
2010-09-22,7979489000
2010-09-23,7937764000
2010-09-24,8031228000
2010-09-27,7912728999
2010-09-28,7951116000
2010-09-29,7976151000
2010-09-30,7942771000
2010-10-01,7976151000
2010-10-04,10847541980
2010-10-05,10954582600
2010-10-06,10970524820
2010-10-07,10904478480
2010-10-08,11102617500
2010-10-11,11218767960
2010-10-12,11366802860
2010-10-13,11560386960
2010-10-14,11583161560
2010-10-15,11756248520
2010-10-18,11690202180
2010-10-19,11610491080
2010-10-20,11637820600
2010-10-21,11232432720
2010-10-22,11366802860
2010-10-25,11296201600
2010-10-26,11252929860
2010-10-27,11139056860
2010-10-28,11241542560
2010-10-29,11271149540
2010-11-01,11189160980
2010-11-02,11141334320
2010-11-03,11202825740
2010-11-04,11127669560
2010-11-05,11043403540
2010-11-08,11036571160
2010-11-09,10968247360
2010-11-10,10913588320
2010-11-11,10927253080
2010-11-12,10829322300
2010-11-15,10704062000
2010-11-16,10567414400
2010-11-17,10530975040
2010-11-18,10601576300
2010-11-19,10594743920
2010-11-22,10617518520
2010-11-23,10635738200
2010-11-24,10733668980
2010-11-26,10754166120
2010-11-29,10633460740
2010-11-30,10658512800
2010-12-01,10756443580
2010-12-02,10774663260
2010-12-03,10647125500
2010-12-06,10574246780
2010-12-07,10469483620
2010-12-08,10451263940
2010-12-09,10722281680
2010-12-10,10795160400
2010-12-13,10726836600
2010-12-14,10852096900
2010-12-15,10861206740
2010-12-16,10945472760
2010-12-17,11000131800
2010-12-20,10831599760
2010-12-21,10833877220
2010-12-22,10929530540
2010-12-23,10924975620
2010-12-27,10868039120
2010-12-28,10790605480
2010-12-29,10790605480
2010-12-30,10765553420
2010-12-31,10709368100
2011-01-03,10632142540
2011-01-04,10532203580
2011-01-05,10588987080
2011-01-06,10886532620
2011-01-07,10934230760
2011-01-10,10972843540
2011-01-11,10984200240
2011-01-12,11081867860
2011-01-13,11313544540
2011-01-14,11254489700
2011-01-18,11288559800
2011-01-19,11174992800
2011-01-20,11172721460
2011-01-21,11218148260
2011-01-24,11081867860
2011-01-25,11265846400
2011-01-26,11020541680
2011-01-27,10863819220
2011-01-28,10684383360
2011-01-31,10604886460
2011-02-01,10707096760
2011-02-02,11040983740
2011-02-03,11467995660
2011-02-04,11467995660
2011-02-07,11311273200
2011-02-08,11413483500
2011-02-09,11456638960
2011-02-10,11290831140
2011-02-11,11358971340
2011-02-14,11304459180
2011-02-15,11290831140
2011-02-16,11277203100
2011-02-17,11374870720
2011-02-18,11431654220
2011-02-22,11679230280
2011-02-23,11465724320
2011-02-24,11874565520
2011-02-25,11799611300
2011-02-28,11883650880
2011-03-01,11856394800
2011-03-02,11960876440
2011-03-03,12044916020
2011-03-04,12024473960
2011-03-07,12126684260
2011-03-08,12194824460
2011-03-09,12244793940
2011-03-10,12181196420
2011-03-11,12203909820
2011-03-14,12063086740
2011-03-15,12160754360
2011-03-16,12015388600
2011-03-17,12042644680
2011-03-18,12235708580
2011-03-21,12392431040
2011-03-22,12315205480
2011-03-23,12278864040
2011-03-24,12347004240
2011-03-25,12347004240
2011-03-28,12312934140
2011-03-29,12444671860
2011-03-30,12421958460
2011-03-31,12344732900
2011-04-01,12333376200
2011-04-04,12413289800
2011-04-05,12553988880
2011-04-06,12633415780
2011-04-07,12624338420
2011-04-08,12642493140
2011-04-11,12730997400
2011-04-12,12776384200
2011-04-13,12826309680
2011-04-14,12878504500
2011-04-15,13003318200
2011-04-18,12830848360
2011-04-19,12824040340
2011-04-20,12839925720
2011-04-21,12878504500
2011-04-25,12851272420
2011-04-26,12996510180
2011-04-27,13082745100
2011-04-28,13057782360
2011-04-29,13096361140
2011-05-02,13069129060
2011-05-03,12978355460
2011-05-04,12869427140
2011-05-05,12769576180
2011-05-06,12721920040
2011-05-09,12674263900
2011-05-10,12853541760
2011-05-11,12760498820
2011-05-12,13064590380
2011-05-13,13012395560
2011-05-16,12948854040
2011-05-17,12953392720
2011-05-18,12590298320
2011-05-19,12501794060
2011-05-20,12740074760
2011-05-23,12513140760
2011-05-24,12447329900
2011-05-25,12274860060
2011-05-26,12379249700
2011-05-27,12485908680
2011-05-31,12647031820
2011-06-01,12538103500
2011-06-02,12458676600
2011-06-03,12370172340
2011-06-06,12295284120
2011-06-07,12290745440
2011-06-08,12392865740
2011-06-09,12367903000
2011-06-10,12236281280
2011-06-13,12413289800
2011-06-14,12508602080
2011-06-15,12417828480
2011-06-16,12681071920
2011-06-17,12631146440
2011-06-20,12758229480
2011-06-21,12760498820
2011-06-22,12696957300
2011-06-23,12644762480
2011-06-24,12694687960
2011-06-27,12755960140
2011-06-28,12826309680
2011-06-29,12935238000
2011-06-30,12901197900
2011-07-01,13028280940
2011-07-05,13008443580
2011-07-06,13080939260
2011-07-07,13162496900
2011-07-08,13090001220
2011-07-11,12915558490
2011-07-12,12940478880
2011-07-13,13008443580
2011-07-14,12917823980
2011-07-15,12867983200
2011-07-18,12770567130
2011-07-19,12904231040
2011-07-20,12822673400
2011-07-21,13026567500
2011-07-22,13350532570
2011-07-25,13212337680
2011-07-26,13250851010
2011-07-27,13012974560
2011-07-28,12879310650
2011-07-29,12786425560
2011-08-01,12795487520
2011-08-02,12684478510
2011-08-03,12929151430
2011-08-04,12466991470
2011-08-05,12720726350
2011-08-08,12367309910
2011-08-09,12741115760
2011-08-10,12401292260
2011-08-11,12639168710
2011-08-12,12652761650
2011-08-15,12852124770
2011-08-16,12829469870
2011-08-17,12865717710
2011-08-18,12571204010
2011-08-19,12487380880
2011-08-22,12743381250
2011-08-23,13040160440
2011-08-24,12967664760
2011-08-25,12770567130
2011-08-26,12978992210
2011-08-29,13121718080
2011-08-30,13173824350
2011-08-31,13287098850
2011-09-01,13164762390
2011-09-02,12960868290
2011-09-06,12881576140
2011-09-07,13069611810
2011-09-08,13112656120
2011-09-09,12813611440
2011-09-12,12856655750
2011-09-13,13003912600
2011-09-14,13119452590
2011-09-15,13370921980
2011-09-16,13461541580
2011-09-19,13382249430
2011-09-20,13432090210
2011-09-21,13187417290
2011-09-22,13071877300
2011-09-23,13384514920
2011-09-26,13592940000
2011-09-27,13586143530
2011-09-28,13307488260
2011-09-29,13355063550
2011-09-30,13420762760
2011-10-03,13160199600
2011-10-04,13090246550
2011-10-05,13232409200
2011-10-06,13300105700
2011-10-07,13311388450
2011-10-10,13518991050
2011-10-11,13415189750
2011-10-12,13390367700
2011-10-13,13453551100
2011-10-14,13548326200
2011-10-17,13478373150
2011-10-18,13663410250
2011-10-19,13469346950
2011-10-20,13442268350
2011-10-21,13597970300
2011-10-24,13652127500
2011-10-25,13523504150
2011-10-26,13512221400
2011-10-27,12966136300
2011-10-28,12963879750
2011-10-31,12914235650
2011-11-01,12925518400
2011-11-02,13009010750
2011-11-03,13187278200
2011-11-04,12999984550
2011-11-07,12993214900
2011-11-08,12948083900
2011-11-09,12760790250
2011-11-10,12853308800
2011-11-11,12860078450
2011-11-14,12654732400
2011-11-15,12805921250
2011-11-16,12679554450
2011-11-17,12690837200
2011-11-18,12722428900
2011-11-21,12697606850
2011-11-22,12717915800
2011-11-23,12499030450
2011-11-25,12492260800
2011-11-28,12550931100
2011-11-29,12690837200
2011-11-30,13015780400
2011-12-01,13040602450
2011-12-02,13051885200
2011-12-05,13196304400
2011-12-06,13212100250
2011-12-07,13133121000
2011-12-08,13243691950
2011-12-09,13381341500
2011-12-12,13324927750
2011-12-13,13261744350
2011-12-14,13277540200
2011-12-15,13383598050
2011-12-16,13403907000
2011-12-19,13449038000
2011-12-20,13442268350
2011-12-21,13679206100
2011-12-22,13778494300
2011-12-23,13764955000
2011-12-27,13884552150
2011-12-28,13907117650
2011-12-29,13990610000
2011-12-30,13940965900
2012-01-03,13691974860
2012-01-04,13721255280
2012-01-05,13700984220
2012-01-06,13669451460
2012-01-09,13730264640
2012-01-10,13739274000
2012-01-11,13759545060
2012-01-12,13881171420
2012-01-13,13847386320
2012-01-17,13836124620
2012-01-18,13950993960
2012-01-19,13885676100
2012-01-20,13860900360
2012-01-23,13912704180
2012-01-24,13827115260
2012-01-25,13874414400
2012-01-26,13858648020
2012-01-27,13793330160
2012-01-30,13896937800
2012-01-31,13757292720
2012-02-01,13806844200
2012-02-02,13863152700
2012-02-03,13775311440
2012-02-06,13741526340
2012-02-07,13613142960
2012-02-08,13581610200
2012-02-09,13466740860
2012-02-10,13412684700
2012-02-13,13475750220
2012-02-14,13653685080
2012-02-15,13626657000
2012-02-16,13622152320
2012-02-17,13707741240
2012-02-21,13667199120
2012-02-22,13568096160
2012-02-23,13676208480
2012-02-24,13764049740
2012-02-27,13592871900
2012-02-28,13419441720
2012-02-29,13671703800
2012-03-01,13766302080
2012-03-02,13813601220
2012-03-05,13723507620
2012-03-06,13468993200
2012-03-07,13435208100
2012-03-08,13414937040
2012-03-09,13399170660
2012-03-12,13640171040
2012-03-13,13703236560
2012-03-14,13586114880
2012-03-15,13581610200
2012-03-16,13545572760
2012-03-19,13586114880
2012-03-20,13547825100
2012-03-21,13543320420
2012-03-22,13604133600
2012-03-23,13631161680
2012-03-26,13793330160
2012-03-27,13813601220
2012-03-28,13719002940
2012-03-29,13779816120
2012-03-30,13813601220
2012-04-02,13963283880
2012-04-03,13870766970
2012-04-04,13821123750
2012-04-05,13687989660
2012-04-09,13496186310
2012-04-10,13545829530
2012-04-11,13730863350
2012-04-12,13911384150
2012-04-13,13920410190
2012-04-16,13920410190
2012-04-17,14091904950
2012-04-18,14069339850
2012-04-19,14193447900
2012-04-20,14249860650
2012-04-23,14055800790
2012-04-24,14892966000
2012-04-25,15028356599
2012-04-26,15021587069
2012-04-27,15062204250
2012-04-30,15120873510
2012-05-01,15041895660
2012-05-02,15118617000
2012-05-03,15193081830
2012-05-04,15093795390
2012-05-07,15127643040
2012-05-08,15285598739
2012-05-09,15330728940
2012-05-10,15495454170
2012-05-11,15448067459
2012-05-14,15569919000
2012-05-15,15457093500
2012-05-16,15445810950
2012-05-17,15423245849
2012-05-18,15211133910
2012-05-21,15265290150
2012-05-22,15321702900
2012-05-23,15168260220
2012-05-24,15344268000
2012-05-25,15281085720
2012-05-29,15290111760
2012-05-30,15256264110
2012-05-31,15087025860
2012-06-01,14870400900
2012-06-04,14895222510
2012-06-05,14877170430
2012-06-06,15073486800
2012-06-07,15044152170
2012-06-08,15247238069
2012-06-11,15184055790
2012-06-12,15247238069
2012-06-13,15536071349
2012-06-14,15551866920
2012-06-15,15680487989
2012-06-18,15732387720
2012-06-19,15851982750
2012-06-20,15937730129
2012-06-21,15696283560
2012-06-22,15682744500
2012-06-25,15436784910
2012-06-26,15795570000
2012-06-27,15655666379
2012-06-28,15743670270
2012-06-29,16253641530
2012-07-02,16243030440
2012-07-03,16353435280
2012-07-05,16274574680
2012-07-06,16276827839
2012-07-09,16321891040
2012-07-10,16276827839
2012-07-11,16218245680
2012-07-12,16213739359
2012-07-13,16344422640
2012-07-16,16179941960
2012-07-17,16132625599
2012-07-18,16173182480
2012-07-19,16132625599
2012-07-20,16056018160
2012-07-23,15956879119
2012-07-24,15859993240
2012-07-25,15846474280
2012-07-26,16094321880
2012-07-27,16261055720
2012-07-30,16261055720
2012-07-31,16164169839
2012-08-01,16078549760
2012-08-02,16139385079
2012-08-03,16261055720
2012-08-06,16143891400
2012-08-07,16137131920
2012-08-08,16170929320
2012-08-09,16164169839
2012-08-10,16274574680
2012-08-13,16306118920
2012-08-14,16405257960
2012-08-15,16362447920
2012-08-16,16279081000
2012-08-17,16204726720
2012-08-20,16299359440
2012-08-21,16328650520
2012-08-22,16342169480
2012-08-23,16360194760
2012-08-24,16360194760
2012-08-27,16407511119
2012-08-28,16333156839
2012-08-29,16283587320
2012-08-30,16123612960
2012-08-31,16182195119
2012-09-04,16339916320
2012-09-05,16270068359
2012-09-06,16484118560
2012-09-07,16294853119
2012-09-10,16197967240
2012-09-11,16028980240
2012-09-12,15981663880
2012-09-13,16229511480
2012-09-14,15792398440
2012-09-17,15846474280
2012-09-18,16001942320
2012-09-19,16062777640
2012-09-20,16209233040
2012-09-21,16150650880
2012-09-24,16175435640
2012-09-25,15983917040
2012-09-26,15923081720
2012-09-27,15961385440
2012-09-28,15972651240
2012-10-01,15987621019
2012-10-02,15987621019
2012-10-03,16041375980
2012-10-04,15971942490
2012-10-05,16012258709
2012-10-08,16054814720
2012-10-09,15980901649
2012-10-10,15837555089
2012-10-11,15765881810
2012-10-12,15573259870
2012-10-15,15747963490
2012-10-16,15828595930
2012-10-17,15884590680
2012-10-18,15969702700
2012-10-19,15752443070
2012-10-22,15801718450
2012-10-23,15716606430
2012-10-24,15705407480
2012-10-25,15644933149
2012-10-26,15528464070
2012-10-31,15420954149
2012-11-01,15615815880
2012-11-02,15564300709
2012-11-05,15479188690
2012-11-06,15568780290
2012-11-07,15586698610
2012-11-08,15656132100
2012-11-09,15756922649
2012-11-12,15931626269
2012-11-13,16083931990
2012-11-14,16027937240
2012-11-15,16027937240
2012-11-16,16068253459
2012-11-19,16260875399
2012-11-20,16207120440
2012-11-21,16113049260
2012-11-23,16216079600
2012-11-26,16274314140
2012-11-27,16186962330
2012-11-28,16242957080
2012-11-29,16249676450
2012-11-30,16410941330
2012-12-03,16281033510
2012-12-04,16216079600
2012-12-05,16198161279
2012-12-06,16135447160
2012-12-07,16186962330
2012-12-10,16305671200
2012-12-11,16419900490
2012-12-12,16440058600
2012-12-13,16527410410
2012-12-14,16578925580
2012-12-17,16717792560
2012-12-18,16596843899
2012-12-19,16498293140
2012-12-20,16567726630
2012-12-21,16433339230
2012-12-24,16352706790
2012-12-26,16160084850
2012-12-27,16139926740
2012-12-28,16001059760
2012-12-31,16206529100
2013-01-02,16680023650
2013-01-03,16496011550
2013-01-04,16727148700
2013-01-07,16709196299
2013-01-08,16529672300
2013-01-09,16709196299
2013-01-10,17039071650
2013-01-11,17081708600
2013-01-14,17178202750
2013-01-15,17097416950
2013-01-16,17175958700
2013-01-17,17508078100
2013-01-18,17566423400
2013-01-22,17680869950
2013-01-23,17683114000
2013-01-24,17523786450
2013-01-25,17469929250
2013-01-28,17326310050
2013-01-29,17456464950
2013-01-30,17566423400
2013-01-31,17828977250
2013-02-01,17983816700
2013-02-04,17882834450
2013-02-05,17956888100
2013-02-06,18030941750
2013-02-07,18026453650
2013-02-08,17999525050
2013-02-11,18037673900
2013-02-12,18125191850
2013-02-13,18255346750
2013-02-14,18152120450
2013-02-15,18161096650
2013-02-19,18340620650
2013-02-20,18143144250
2013-02-21,18019721500
2013-02-22,18228418150
2013-02-25,18089287050
2013-02-26,18315936100
2013-02-27,18535853000
2013-02-28,18701912700
2013-03-01,18726597250
2013-03-04,18980174900
2013-03-05,19119306000
2013-03-06,18957734400
2013-03-07,18966710600
2013-03-08,18921829600
2013-03-11,18899389100
2013-03-12,18915097450
2013-03-13,18930805800
2013-03-14,18962222500
2013-03-15,18827579500
2013-03-18,18899389100
2013-03-19,19175407250
2013-03-20,19280877600
2013-03-21,19126038150
2013-03-22,19278633550
2013-03-25,19184383450
2013-03-26,19509770700
2013-03-27,19500794500
2013-03-28,19642169650
2013-04-01,19488105720
2013-04-02,19353751320
2013-04-03,19223875400
2013-04-04,19208200720
2013-04-05,19132066560
2013-04-08,19089521000
2013-04-09,19190286800
2013-04-10,19425407000
2013-04-11,19394057640
2013-04-12,19373904480
2013-04-15,19349272840
2013-04-16,19969542320
2013-04-17,19918039800
2013-04-18,20034480280
2013-04-19,20238251120
2013-04-22,20229294160
2013-04-23,20433065000
2013-04-24,20005370160
2013-04-25,19904604360
2013-04-26,19609024680
2013-04-29,19732182880
2013-04-30,19965063840
2013-05-01,19705312000
2013-05-02,19991934720
2013-05-03,20054633440
2013-05-06,19853101840
2013-05-07,19987456240
2013-05-08,19911322080
2013-05-09,19649331000
2013-05-10,19682919600
2013-05-13,19841905640
2013-05-14,20115092920
2013-05-15,20224815680
2013-05-16,20139724560
2013-05-17,20175552400
2013-05-20,19884451200
2013-05-21,19806077800
2013-05-22,19967303080
2013-05-23,19980738520
2013-05-24,19985217000
2013-05-28,20180030880
2013-05-29,20059111920
2013-05-30,20253925800
2013-05-31,19953867640
2013-06-03,19806077800
2013-06-04,19906843600
2013-06-05,19680680360
2013-06-06,19656048720
2013-06-07,20036719520
2013-06-10,19716508200
2013-06-11,19685158840
2013-06-12,19631417080
2013-06-13,19680680360
2013-06-14,19962824600
2013-06-17,20090461280
2013-06-18,20065829640
2013-06-19,19723225920
2013-06-20,19096238720
2013-06-21,19405253840
2013-06-24,19331358920
2013-06-25,19347033600
2013-06-26,19698594280
2013-06-27,19884451200
2013-06-28,19991934720
2013-07-01,20159370000
2013-07-02,20116811330
2013-07-03,19973455810
2013-07-05,20163849860
2013-07-08,20289285940
2013-07-09,20340804330
2013-07-10,20318405030
2013-07-11,20591676490
2013-07-12,20537918170
2013-07-15,20634235160
2013-07-16,20589436560
2013-07-17,20486399780
2013-07-18,20663354250
2013-07-19,20757431310
2013-07-22,20788790330
2013-07-23,20963504870
2013-07-24,20802229910
2013-07-25,21032942700
2013-07-26,21158378780
2013-07-29,21272615210
2013-07-30,21165098570
2013-07-31,21250215910
2013-08-01,21716121350
2013-08-02,21778839390
2013-08-05,21823637990
2013-08-06,21881876170
2013-08-07,21725081070
2013-08-08,21816918200
2013-08-09,21850517150
2013-08-12,21698201910
2013-08-13,21801238690
2013-08-14,21523487370
2013-08-15,21371172130
2013-08-16,21317413810
2013-08-19,21185257940
2013-08-20,21335333250
2013-08-21,20983664240
2013-08-22,21041902420
2013-08-23,21384611710
2013-08-26,20911986480
2013-08-27,20640954950
2013-08-28,20401282440
2013-08-29,20479679990
2013-08-30,20596156350
2013-09-03,20392322720
2013-09-04,20381123070
2013-09-05,20201928670
2013-09-06,20325124820
2013-09-09,20428161600
2013-09-10,20493119570
2013-09-11,20522238660
2013-09-12,20430401530
2013-09-13,20513278940
2013-09-16,20766391030
2013-09-17,20961264940
2013-09-18,21104620460
2013-09-19,21008303470
2013-09-20,20965744800
2013-09-23,20867187880
2013-09-24,20793270190
2013-09-25,20647674740
2013-09-26,20855988230
2013-09-27,20831349000
2013-09-30,20753485000
2013-10-01,20771433960
2013-10-02,20645791240
2013-10-03,20425916480
2013-10-04,20589700740
2013-10-07,20544828340
2013-10-08,20645791240
2013-10-09,20562777300
2013-10-10,21036181120
2013-10-11,21078809900
2013-10-14,20982334240
2013-10-15,20917269260
2013-10-16,21262786740
2013-10-17,21365993260
2013-10-18,21545482860
2013-10-21,21428814620
2013-10-22,21767601240
2013-10-23,21729459700
2013-10-24,21630740420
2013-10-25,21787793820
2013-10-28,22467610680
2013-10-29,22638125800
2013-10-30,22422738280
2013-10-31,22265684880
2013-11-01,22258954020
2013-11-04,22178183700
2013-11-05,22326262620
2013-11-06,22308313660
2013-11-07,21695805400
2013-11-08,21886513100
2013-11-11,21720485220
2013-11-12,21736190560
2013-11-13,21947090840
2013-11-14,22133311300
2013-11-15,22113118720
2013-11-18,21875295000
2013-11-19,21635227660
2013-11-20,21307659140
2013-11-21,21484905120
