,HSY
2004-08-20,9024877320
2004-08-23,8996568420
2004-08-24,9055073480
2004-08-25,9162647300
2004-08-26,9164534560
2004-08-27,9134338400
2004-08-30,9039975400
2004-08-31,9111691280
2004-09-01,9224926880
2004-09-02,9330613440
2004-09-03,9391005760
2004-09-07,9321177140
2004-09-08,9107916760
2004-09-09,9151323740
2004-09-10,9049411700
2004-09-13,9106029500
2004-09-14,9117353060
2004-09-15,9090931420
2004-09-16,8922965280
2004-09-17,9092818680
2004-09-20,9013553760
2004-09-21,8913528980
2004-09-22,8766322700
2004-09-23,8738013800
2004-09-24,8711592160
2004-09-27,8790857080
2004-09-28,8734239280
2004-09-29,8790857080
2004-09-30,8815391460
2004-10-01,8928627060
2004-10-04,8972034040
2004-10-05,8894656380
2004-10-06,8949386920
2004-10-07,8851249400
2004-10-08,8766322700
2004-10-11,8749337360
2004-10-12,8732352020
2004-10-13,8715366680
2004-10-14,8721028460
2004-10-15,8794631600
2004-10-18,8796518860
2004-10-19,8834264060
2004-10-20,8938063360
2004-10-21,9272108380
2004-10-22,9147549220
2004-10-25,9213603320
2004-10-26,9319289880
2004-10-27,9364584120
2004-10-28,9521226700
2004-10-29,9566520940
2004-11-01,9536324780
2004-11-02,9568408200
2004-11-03,9730712560
2004-11-04,9836399120
2004-11-05,9851497200
2004-11-08,9753359680
2004-11-09,9647673120
2004-11-10,9660883940
2004-11-11,9717501740
2004-11-12,9800541180
2004-11-15,9804315700
2004-11-16,9821301040
2004-11-17,9794879400
2004-11-18,9785443100
2004-11-19,9755246940
2004-11-22,9864708020
2004-11-23,9919438560
2004-11-24,9849609940
2004-11-26,9802428440
2004-11-29,9891129660
2004-11-30,9776006800
2004-12-01,10066644840
2004-12-02,10113826340
2004-12-03,10308214120
2004-12-06,10295003300
2004-12-07,10262919880
2004-12-08,10313875900
2004-12-09,10368606440
2004-12-10,10459194920
2004-12-13,10555445180
2004-12-14,10663019000
2004-12-15,10678117080
2004-12-16,10608288460
2004-12-17,10351621100
2004-12-20,10395028080
2004-12-21,10364831920
2004-12-22,10370493700
2004-12-23,10310101380
2004-12-27,10330861240
2004-12-28,10506376420
2004-12-29,10491278340
2004-12-30,10434660540
2004-12-31,10314611100
2005-01-03,10095467400
2005-01-04,10203182100
2005-01-05,9956181150
2005-01-06,9937609650
2005-01-07,10030467150
2005-01-10,10062038700
2005-01-11,10149324750
2005-01-12,10160467650
2005-01-13,10071324450
2005-01-14,10184610600
2005-01-18,10364754150
2005-01-19,10396325700
2005-01-20,10437183000
2005-01-21,10381468500
2005-01-24,10270039500
2005-01-25,10440897300
2005-01-26,10559754900
2005-01-27,10806755850
2005-01-28,10764041400
2005-01-31,10862470350
2005-02-01,11001756600
2005-02-02,11081614050
2005-02-03,11116899900
2005-02-04,11189328750
2005-02-07,11237614650
2005-02-08,11298900600
2005-02-09,11198614500
2005-02-10,11328615000
2005-02-11,11373186600
2005-02-14,11458615500
2005-02-15,11573758800
2005-02-16,11497615650
2005-02-17,11427043950
2005-02-18,11441901150
2005-02-22,11488329900
2005-02-23,11399186700
2005-02-24,11540330100
2005-02-25,11629473300
2005-02-28,11700045000
2005-03-01,11852331300
2005-03-02,11798473950
2005-03-03,11889474300
2005-03-04,11963760300
2005-03-07,11932188750
2005-03-08,11835616950
2005-03-09,11809616850
2005-03-10,11811474000
2005-03-11,11603473200
2005-03-14,11583044550
2005-03-15,11549615850
2005-03-16,11495758500
2005-03-17,11592330300
2005-03-18,11473472700
2005-03-21,11376900900
2005-03-22,11386186650
2005-03-23,11220900300
2005-03-24,11163328650
2005-03-28,11172614400
2005-03-29,11076042600
2005-03-30,11302614900
2005-03-31,11228328900
2005-04-01,11080156200
2005-04-04,11035909320
2005-04-05,11094905160
2005-04-06,11074625340
2005-04-07,11194460640
2005-04-08,11133621180
2005-04-11,11163119100
2005-04-12,11279267160
2005-04-13,11347481100
2005-04-14,11485752600
2005-04-15,11295859740
2005-04-18,11246082000
2005-04-19,11410164180
2005-04-20,11043283800
2005-04-21,11212896840
2005-04-22,11649834780
2005-04-25,11753077500
2005-04-26,11677489080
2005-04-27,11727266820
2005-04-28,11718048720
2005-04-29,11780731800
2005-05-02,11745703020
2005-05-03,11813916960
2005-05-04,11883974519
2005-05-05,11919003300
2005-05-06,11919003300
2005-05-09,12066492900
2005-05-10,12057274800
2005-05-11,12149455800
2005-05-12,12236105940
2005-05-13,12213982500
2005-05-16,12287727300
2005-05-17,11961406560
2005-05-18,12001966199
2005-05-19,12013027920
2005-05-20,11977999140
2005-05-23,11957719320
2005-05-24,11891349000
2005-05-25,11861851080
2005-05-26,11926377780
2005-05-27,11902410720
2005-05-31,11837884019
2005-06-01,11946657600
2005-06-02,11954032080
2005-06-03,11902410720
2005-06-06,11954032080
2005-06-07,11926377780
2005-06-08,11887661760
2005-06-09,11797324380
2005-06-10,11801011620
2005-06-13,11797324380
2005-06-14,11858163839
2005-06-15,11900567100
2005-06-16,11928221400
2005-06-17,11979842760
2005-06-20,12018558780
2005-06-21,11907941580
2005-06-22,11723579580
2005-06-23,11506032420
2005-06-24,11353011960
2005-06-27,11459941920
2005-06-28,11598213420
2005-06-29,11435974860
2005-06-30,11448880200
2005-07-01,11472847260
2005-07-05,11382401140
2005-07-06,11261057500
2005-07-07,11126844080
2005-07-08,11294151220
2005-07-11,11248187720
2005-07-12,11231640860
2005-07-13,11172807580
2005-07-14,11204062760
2005-07-15,11167291960
2005-07-18,11158099260
2005-07-19,11275765820
2005-07-20,11233479400
2005-07-21,11501906240
2005-07-22,11579124920
2005-07-25,11536838500
2005-07-26,11728046660
2005-07-27,11735400820
2005-07-28,11858583000
2005-07-29,11742754980
2005-08-01,11531322880
2005-08-02,11632442580
2005-08-03,11562578060
2005-08-04,11483520840
2005-08-05,11349307420
2005-08-08,11354823040
2005-08-09,11439395880
2005-08-10,11356661580
2005-08-11,11352984500
2005-08-12,11314375160
2005-08-15,11307021000
2005-08-16,11141552400
2005-08-17,11097427440
2005-08-18,11139713860
2005-08-19,11170969040
2005-08-22,11182000280
2005-08-23,11031240000
2005-08-24,10786714180
2005-08-25,10703979880
2005-08-26,10705818420
2005-08-29,10724203820
2005-08-30,10681917400
2005-08-31,10863932860
2005-09-01,10740750680
2005-09-02,10762813160
2005-09-06,10876802640
2005-09-07,10829000600
2005-09-08,10733396520
2005-09-09,10897026580
2005-09-12,10893349500
2005-09-13,10702141340
2005-09-14,10589990400
2005-09-15,10639630980
2005-09-16,10656177840
2005-09-19,10599183100
2005-09-20,10494386320
2005-09-21,10200219920
2005-09-22,10203897000
2005-09-23,10203897000
2005-09-26,10306855240
2005-09-27,10354657280
2005-09-28,10343626040
2005-09-29,10382235380
2005-09-30,10352818740
2005-10-03,10646927230
2005-10-04,10545808080
2005-10-05,10356439490
2005-10-06,10429980690
2005-10-07,10350923900
2005-10-10,10268190050
2005-10-11,10218549740
2005-10-12,10270028580
2005-10-13,10247966220
2005-10-14,10281059760
2005-10-17,10766431680
2005-10-18,10681859300
2005-10-19,10937414970
2005-10-20,10773785800
2005-10-21,10810556400
2005-10-24,10782978450
2005-10-25,10555000730
2005-10-26,10426303630
2005-10-27,10281059760
2005-10-28,10474105410
2005-10-31,10448365990
2005-11-01,10409756860
2005-11-02,10472266880
2005-11-03,10369309200
2005-11-04,10238773570
2005-11-07,10233257980
2005-11-08,10115592060
2005-11-09,10132138830
2005-11-10,10137654420
2005-11-11,10121107650
2005-11-14,9972186720
2005-11-15,10003441730
2005-11-16,9944608770
2005-11-17,9769948420
2005-11-18,9928062000
2005-11-21,9992410550
2005-11-22,10064113220
2005-11-23,10148685600
2005-11-25,10053082040
2005-11-28,10178102080
2005-11-29,10130300300
2005-11-30,9968509660
2005-12-01,10106399410
2005-12-02,10163393840
2005-12-05,10187294730
2005-12-06,10229580920
2005-12-07,10133977360
2005-12-08,10157878250
2005-12-09,10235096510
2005-12-12,10317830360
2005-12-13,10806879340
2005-12-14,10628541930
2005-12-15,10624864870
2005-12-16,10637734580
2005-12-19,10608318100
2005-12-20,10426303630
2005-12-21,10429980690
2005-12-22,10393210090
2005-12-23,10312314770
2005-12-27,10304960650
2005-12-28,10297606530
2005-12-29,10200164440
2005-12-30,10157878250
2006-01-03,9812226200
2006-01-04,9803281600
2006-01-05,9806859440
2006-01-06,9731724800
2006-01-09,9740669400
2006-01-10,9688790720
2006-01-11,9658379080
2006-01-12,9694157480
2006-01-13,9740669400
2006-01-17,9851582440
2006-01-18,9856949200
2006-01-19,9867682720
2006-01-20,9735302640
2006-01-23,9577877680
2006-01-24,9678057200
2006-01-25,9356051600
2006-01-26,9245138560
2006-01-27,9245138560
2006-01-30,9241560720
2006-01-31,9159270400
2006-02-01,9304172920
2006-02-02,9214726920
2006-02-03,9218304760
2006-02-06,9134225520
2006-02-07,9139592280
2006-02-08,9096658200
2006-02-09,9080557920
2006-02-10,9241560720
2006-02-13,9225460440
2006-02-14,9322062120
2006-02-15,9356051600
2006-02-16,9481276000
2006-02-17,9597555800
2006-02-21,9465175720
2006-02-22,9490220600
2006-02-23,9357840520
2006-02-24,9382885400
2006-02-27,9297017240
2006-02-28,9150325800
2006-03-01,9196837720
2006-03-02,9161059320
2006-03-03,9164637160
2006-03-06,9196837720
2006-03-07,9257661000
2006-03-08,9415085960
2006-03-09,9329217800
2006-03-10,9377518640
2006-03-13,9347107000
2006-03-14,9517054400
2006-03-15,9429397320
2006-03-16,9393618920
2006-03-17,9635123120
2006-03-20,9724569120
2006-03-21,9611867160
2006-03-22,9661956920
2006-03-23,9599344720
2006-03-24,9552832800
2006-03-27,9483064920
2006-03-28,9397196760
2006-03-29,9459808960
2006-03-30,9418663800
2006-03-31,9343529160
2006-04-03,9140508000
2006-04-04,9149296950
2006-04-05,9140508000
2006-04-06,9128203470
2006-04-07,8880355080
2006-04-10,8834652540
2006-04-11,8815316850
2006-04-12,9038556180
2006-04-13,8908479720
2006-04-17,8795981160
2006-04-18,8887386240
2006-04-19,8910237510
2006-04-20,8746763040
2006-04-21,9001642590
2006-04-24,9219608550
2006-04-25,9191483910
2006-04-26,9407692080
2006-04-27,9414723240
2006-04-28,9376051860
2006-05-01,9325075950
2006-05-02,9351442800
2006-05-03,9305740260
2006-05-04,9330349320
2006-05-05,9446363460
2006-05-08,9437574510
2006-05-09,9504370530
2006-05-10,9571166550
2006-05-11,9499097160
2006-05-12,9478003680
2006-05-15,9588744450
2006-05-16,9613353510
2006-05-17,9664329420
2006-05-18,9703000800
2006-05-19,9824288310
2006-05-22,9877022010
2006-05-23,9843624000
2006-05-24,9905146650
2006-05-25,9968427090
2006-05-26,9987762780
2006-05-30,9924482340
2006-05-31,10003582890
2006-06-01,10019403000
2006-06-02,9901631070
2006-06-05,9827803890
2006-06-06,9861201900
2006-06-07,9766281240
2006-06-08,9738156600
2006-06-09,9748703340
2006-06-12,9664329420
2006-06-13,9507886110
2006-06-14,9495581580
2006-06-15,9588744450
2006-06-16,9627415830
2006-06-19,9513159480
2006-06-20,9650267100
2006-06-21,9671360580
2006-06-22,9643235940
2006-06-23,9599291190
2006-06-26,9639720360
2006-06-27,9710031960
2006-06-28,9739914390
2006-06-29,9810225990
2006-06-30,9680149530
2006-07-03,9567603360
2006-07-05,9574532640
2006-07-06,9680204160
2006-07-07,9610911360
2006-07-10,9711385920
2006-07-11,9759890880
2006-07-12,9832648320
2006-07-13,9777214080
2006-07-14,9624769920
2006-07-17,9623037600
2006-07-18,9721779840
2006-07-19,9735638400
2006-07-20,9720047520
2006-07-21,9713118240
2006-07-24,9661148640
2006-07-25,9759890880
2006-07-26,9726976800
2006-07-27,9577997280
2006-07-28,9699259680
2006-07-31,9522563040
2006-08-01,9529492320
2006-08-02,9271376640
2006-08-03,9212477760
2006-08-04,9200351520
2006-08-07,9056568960
2006-08-08,9082553760
2006-08-09,9101609280
2006-08-10,9151846560
2006-08-11,9099876960
2006-08-14,9158775840
2006-08-15,9106806240
2006-08-16,9070427520
2006-08-17,9186492960
2006-08-18,9323346240
2006-08-21,9335472480
2006-08-22,9295629120
2006-08-23,9273108960
2006-08-24,9286967520
2006-08-25,9338937120
2006-08-28,9286967520
2006-08-29,9276573600
2006-08-30,9257518080
2006-08-31,9347598720
2006-09-01,9401300640
2006-09-05,8994205440
2006-09-06,8987276160
2006-09-07,8926644960
2006-09-08,8893730880
2006-09-11,8772468480
2006-09-12,8852155200
2006-09-13,8801917920
2006-09-14,8862549120
2006-09-15,8997670080
2006-09-18,8767271520
2006-09-19,8912786400
2006-09-20,8987276160
2006-09-21,8952629760
2006-09-22,8943968160
2006-09-25,9004599360
2006-09-26,9131058720
2006-09-27,9165705120
2006-09-28,9226336320
2006-09-29,9259250400
2006-10-02,12250962022
2006-10-03,12096353912
2006-10-04,12174811759
2006-10-05,12257884773
2006-10-06,12262499941
2006-10-09,12368648792
2006-10-10,12184042094
2006-10-11,12267115108
2006-10-12,12294806113
2006-10-13,12287883362
2006-10-16,12184042094
2006-10-17,12126352501
2006-10-18,12160966257
2006-10-19,11625606831
2006-10-20,11780214941
2006-10-23,11780214941
2006-10-24,11895594128
2006-10-25,11909439630
2006-10-26,12107891831
2006-10-27,12094046328
2006-10-30,12047894654
2006-10-31,12209425515
2006-11-01,12114814582
2006-11-02,12234808936
2006-11-03,12257884773
2006-11-06,12250962022
2006-11-07,12329419869
2006-11-08,12274037859
2006-11-09,12174811759
2006-11-10,12211733099
2006-11-13,12174811759
2006-11-14,12156351089
2006-11-15,12184042094
2006-11-16,12216348266
2006-11-17,12170196592
2006-11-20,12027126400
2006-11-21,12047894654
2006-11-22,12246346855
2006-11-24,12255577190
2006-11-27,12184042094
2006-11-28,12211733099
2006-11-29,12230193769
2006-11-30,12223271017
2006-12-01,11743293601
2006-12-04,11946360970
2006-12-05,11851750037
2006-12-06,11782522525
2006-12-07,11385618123
2006-12-08,11457153219
2006-12-11,11533303482
2006-12-12,11560994487
2006-12-13,11491766975
2006-12-14,11680988841
2006-12-15,11773292190
2006-12-18,11683296424
2006-12-19,11657913003
2006-12-20,11595608243
2006-12-21,11537918650
2006-12-22,11514842812
2006-12-26,11618684080
2006-12-27,11616376496
2006-12-28,11563302071
2006-12-29,11491766975
2007-01-03,11486469600
2007-01-04,11627167320
2007-01-05,11548745640
2007-01-08,11657152080
2007-01-09,11629473840
2007-01-10,11594876040
2007-01-11,11645619480
2007-01-12,11666378160
2007-01-16,11673297720
2007-01-17,11710202040
2007-01-18,12028501800
2007-01-19,12079245240
2007-01-22,12063099600
2007-01-23,12079245240
2007-01-24,11712508560
2007-01-25,11574117360
2007-01-26,11624860800
2007-01-29,11827834560
2007-01-30,11772478080
2007-01-31,11772478080
2007-02-01,11913175800
2007-02-02,11966225760
2007-02-05,11867045400
2007-02-06,11800156320
2007-02-07,11809382400
2007-02-08,11719428120
2007-02-09,11700975960
2007-02-12,11668684680
2007-02-13,11724041160
2007-02-14,11832447600
2007-02-15,12016969200
2007-02-16,12081551760
2007-02-20,12356027640
2007-02-21,12365253720
2007-02-22,12272992920
2007-02-23,12245314680
2007-02-26,12353721120
2007-02-27,12074632200
2007-02-28,12201490800
2007-03-01,12222249480
2007-03-02,12236088600
2007-03-05,12342188520
2007-03-06,12577453560
2007-03-07,12475966680
2007-03-08,12559001400
2007-03-09,12600518760
2007-03-12,12572840520
2007-03-13,12319123320
2007-03-14,12328349400
2007-03-15,12397545000
2007-03-16,12335268960
2007-03-19,12356027640
2007-03-20,12351414600
2007-03-21,12395238480
2007-03-22,12505951440
2007-03-23,12526710120
2007-03-26,12605131800
2007-03-27,12552081840
2007-03-28,12731990400
2007-03-29,12602825280
2007-03-30,12607438320
2007-04-02,9351248040
2007-04-03,9381543660
2007-04-04,9371445120
2007-04-05,9462331980
2007-04-09,9314220060
2007-04-10,9324318600
2007-04-11,9302438430
2007-04-12,9246896460
2007-04-13,9320952420
2007-04-16,9172840500
2007-04-17,9177889770
2007-04-18,9176206680
2007-04-19,9083636730
2007-04-20,9172840500
2007-04-23,9203136120
2007-04-24,9199769940
2007-04-25,9275508990
2007-04-26,9223333200
2007-04-27,9177889770
2007-04-30,9250262640
2007-05-01,9256995000
2007-05-02,9297389160
2007-05-03,9302438430
2007-05-04,9349564950
2007-05-07,9403423830
2007-05-08,9310853880
2007-05-09,9255311910
2007-05-10,8908595370
2007-05-11,8842954860
2007-05-14,8810976150
2007-05-15,8765532720
2007-05-16,8842954860
2007-05-17,8715040020
2007-05-18,8713356930
2007-05-21,8753751090
2007-05-22,8800877610
2007-05-23,8755434180
2007-05-24,8736920190
2007-05-25,8800877610
2007-05-29,8767215810
2007-05-30,8879982840
2007-05-31,8871567390
2007-06-01,8927109360
2007-06-04,8795828340
2007-06-05,8703258390
2007-06-06,8561878830
2007-06-07,8501287590
2007-06-08,8619103890
2007-06-11,8634251700
2007-06-12,8518118490
2007-06-13,8615737710
2007-06-14,8573660460
2007-06-15,8595540630
2007-06-18,8612371530
2007-06-19,8577026640
2007-06-20,8501287590
2007-06-21,8506336860
2007-06-22,8435647080
2007-06-25,8440696350
2007-06-26,8400302189
2007-06-27,8615737710
2007-06-28,8575343550
2007-06-29,8519801580
2007-07-02,8505355200
2007-07-03,8463563950
2007-07-05,8430130950
2007-07-06,8495325300
2007-07-09,8480280449
2007-07-10,8371623200
2007-07-11,8453534050
2007-07-12,8493653650
2007-07-13,8542131500
2007-07-16,8450190750
2007-07-17,8384996399
2007-07-18,8348220100
2007-07-19,8099144250
2007-07-20,7997173600
2007-07-23,7905232850
2007-07-24,7931979250
2007-07-25,7940337500
2007-07-26,7731381250
2007-07-27,7672873500
2007-07-30,7723023000
2007-07-31,7706306500
2007-08-01,7753112700
2007-08-02,7803262200
2007-08-03,7547499750
2007-08-06,7796575600
2007-08-07,7860098300
2007-08-08,8105830850
2007-08-09,7950367400
2007-08-10,7873471500
2007-08-13,7786545700
2007-08-14,7756456000
2007-08-15,7801590550
2007-08-16,7378663100
2007-08-17,7736396200
2007-08-20,7634425550
2007-08-21,7606007500
2007-08-22,7779859100
2007-08-23,7789889000
2007-08-24,7809948800
2007-08-27,7788217350
2007-08-28,7604335850
2007-08-29,7733052900
2007-08-30,7712993100
2007-08-31,7773172500
2007-09-04,7769829199
2007-09-05,7656157000
2007-09-06,7666186900
2007-09-07,7554186350
2007-09-10,7547499750
2007-09-11,7612694100
2007-09-12,7634425550
2007-09-13,7609350800
2007-09-14,7579261100
2007-09-17,7570902850
2007-09-18,7681231750
2007-09-19,7749769400
2007-09-20,7674545149
2007-09-21,7764814250
2007-09-24,7718008050
2007-09-25,7714664750
2007-09-26,7689590000
2007-09-27,7739739500
2007-09-28,7758127649
2007-10-01,10776965084
2007-10-02,10406442977
2007-10-03,10115480832
2007-10-04,10133665966
2007-10-05,10322336732
2007-10-08,10131392824
2007-10-09,10467817804
2007-10-10,10322336732
2007-10-11,10229137920
2007-10-12,10288239605
2007-10-15,10290512747
2007-10-16,10110934548
2007-10-17,10067744855
2007-10-18,9785875276
2007-10-19,9483547422
2007-10-22,9583565660
2007-10-23,9613116503
2007-10-24,9554014817
2007-10-25,9547195392
2007-10-26,9479001139
2007-10-29,9479001139
2007-10-30,9660852480
2007-10-31,9799514127
2007-11-01,9554014817
2007-11-02,9485820564
2007-11-05,9426718878
2007-11-06,9433538304
2007-11-07,9260779530
2007-11-08,9328973783
2007-11-09,9328973783
2007-11-12,9385802327
2007-11-13,9563107384
2007-11-14,9140303016
2007-11-15,8999368227
2007-11-16,9074381905
2007-11-19,8837975162
2007-11-20,8860706580
2007-11-21,8706132940
2007-11-23,8840248304
2007-11-26,8733410641
2007-11-27,8887984281
2007-11-28,9140303016
2007-11-29,9074381905
2007-11-30,9072108764
2007-12-03,8962997959
2007-12-04,9047104204
2007-12-05,9178946426
2007-12-06,9217589836
2007-12-07,9160761292
2007-12-10,9153941867
2007-12-11,8901623132
2007-12-12,8774327193
2007-12-13,8787966044
2007-12-14,8740230067
2007-12-17,8694767232
2007-12-18,8842521446
2007-12-19,8831155737
2007-12-20,8885711139
2007-12-21,8962997959
2007-12-24,9017553361
2007-12-26,9013007078
2007-12-27,8924354549
2007-12-28,8972090526
2007-12-31,8966533800
2008-01-02,8823160290
2008-01-03,8850469530
2008-01-04,8773093350
2008-01-07,8798126820
2008-01-08,8616065220
2008-01-09,8611513680
2008-01-10,8629719840
2008-01-11,8525034420
2008-01-14,8504552489
2008-01-15,8261045099
2008-01-16,8443106700
2008-01-17,8479519020
2008-01-18,8361178980
2008-01-22,8163186989
2008-01-23,8281527030
2008-01-24,8119947360
2008-01-25,7746721080
2008-01-28,8147256599
2008-01-29,8347524360
2008-01-30,8231460090
2008-01-31,8231460090
2008-02-01,8192772000
2008-02-04,8101741200
2008-02-05,8008434629
2008-02-06,7969746540
2008-02-07,7949264610
2008-02-08,7833200340
2008-02-11,7903749209
2008-02-12,8208702390
2008-02-13,8163186989
2008-02-14,8108568510
2008-02-15,8190496230
2008-02-19,8431727849
2008-02-20,8443106700
2008-02-21,8333869739
2008-02-22,8383936680
2008-02-25,8627444070
2008-02-26,8554619430
2008-02-27,8484070560
2008-02-28,8427176310
2008-02-29,8438555160
2008-03-03,8429452080
2008-03-04,8406694379
2008-03-05,8468140170
2008-03-06,8106292739
2008-03-07,7976573849
2008-03-10,8031192330
2008-03-11,8279251260
2008-03-12,8397591300
2008-03-13,8377109370
2008-03-14,8297457420
2008-03-17,8167738530
2008-03-18,8283802800
2008-03-19,8399867069
2008-03-20,8643374460
2008-03-24,8738956800
2008-03-25,8793575280
2008-03-26,8675235240
2008-03-27,8679786780
2008-03-28,8600134830
2008-03-31,8613772880
2008-04-01,8972775360
2008-04-02,8924755920
2008-04-03,8906462800
2008-04-04,8924755920
2008-04-07,8949908960
2008-04-08,8901889520
2008-04-09,8803564000
2008-04-10,8769264400
2008-04-11,8206750960
2008-04-14,8273063520
2008-04-15,8238763920
2008-04-16,8229617360
2008-04-17,8161018159
2008-04-18,8124431920
2008-04-21,8177024640
2008-04-22,8096992239
2008-04-23,8055832719
2008-04-24,7946074000
2008-04-25,7943787360
2008-04-28,8311936400
2008-04-29,8542887040
2008-04-30,8547460320
2008-05-01,8762404480
2008-05-02,8728104880
2008-05-05,8739538080
2008-05-06,8760117840
2008-05-07,8691518640
2008-05-08,8584046560
2008-05-09,8458281360
2008-05-12,8506300800
2008-05-13,8515447360
2008-05-14,8520020640
2008-05-15,8536027120
2008-05-16,8568040080
2008-05-19,8609199600
2008-05-20,8510874080
2008-05-21,8316509679
2008-05-22,8421695120
2008-05-23,8348522640
2008-05-27,9130553520
2008-05-28,8881309760
2008-05-29,9199152720
2008-05-30,8961342160
2008-06-02,8899602880
2008-06-03,8769264400
2008-06-04,8826430400
2008-06-05,8824143760
2008-06-06,8565753440
2008-06-09,8531453840
2008-06-10,8602339680
2008-06-11,8462854640
2008-06-12,8494867600
2008-06-13,8764691120
2008-06-16,8202177679
2008-06-17,8037539600
2008-06-18,7882048080
2008-06-19,7866041600
2008-06-20,7717410000
2008-06-23,7646524159
2008-06-24,7616797840
2008-06-25,7667103920
2008-06-26,7520758960
2008-06-27,7427006719
2008-06-30,7456335480
2008-07-01,7429039559
2008-07-02,7433588880
2008-07-03,7476807419
2008-07-07,7597364400
2008-07-08,7679252160
2008-07-09,7645132260
2008-07-10,7656505559
2008-07-11,7622385660
2008-07-14,7724745360
2008-07-15,7606463039
2008-07-16,7738393320
2008-07-17,7922640780
2008-07-18,7961310000
2008-07-21,7829379720
2008-07-22,7949936700
2008-07-23,8382122100
2008-07-24,8241093179
2008-07-25,8263839780
2008-07-28,8193325320
2008-07-29,8361650160
2008-07-30,8407143360
2008-07-31,8363924820
2008-08-01,8291135700
2008-08-04,8388946080
2008-08-05,8552721600
2008-08-06,9150957180
2008-08-07,9207823680
2008-08-08,9230570280
2008-08-11,9403444440
2008-08-12,9291986100
2008-08-13,9276063480
2008-08-14,9369324540
2008-08-15,9467134920
2008-08-18,8577742860
2008-08-19,8595940140
2008-08-20,8618686740
2008-08-21,8484481799
2008-08-22,8516327039
2008-08-25,8325255600
2008-08-26,8241093179
2008-08-27,8302509000
2008-08-28,8313882299
2008-08-29,8209247940
2008-09-02,8361650160
2008-09-03,8377572780
2008-09-04,8284311720
2008-09-05,8580017520
2008-09-08,8855251380
2008-09-09,8773363620
2008-09-10,8784736920
2008-09-11,9219196980
2008-09-12,9346577940
2008-09-15,8984907000
2008-09-16,9141858540
2008-09-17,9062245440
2008-09-18,9719622180
2008-09-19,9257866200
2008-09-22,9667305000
2008-09-23,9473958900
2008-09-24,9212373000
2008-09-25,9360225900
2008-09-26,9339753960
2008-09-29,8873292620
2008-09-30,8993847480
2008-10-01,9098480000
2008-10-02,8861919520
2008-10-03,8861919520
2008-10-06,8461586400
2008-10-07,8532099620
2008-10-08,8463861020
2008-10-09,7927050700
2008-10-10,7847439000
2008-10-13,8154512700
2008-10-14,7888382160
2008-10-15,7499422140
2008-10-16,8015760880
2008-10-17,8006662400
2008-10-20,8109020300
2008-10-21,8163611180
2008-10-22,7922501460
2008-10-23,8070351759
2008-10-24,7640448580
2008-10-27,7519893720
2008-10-28,8179533520
2008-10-29,8058978660
2008-10-30,8359228500
2008-10-31,8470684880
2008-11-03,8591239740
2008-11-04,8695872260
2008-11-05,8336482300
2008-11-06,8024859360
2008-11-07,8304637620
2008-11-10,8259145220
2008-11-11,8115844160
2008-11-12,7933874560
2008-11-13,8356953880
2008-11-14,8179533520
2008-11-17,7804221220
2008-11-18,7892931400
2008-11-19,7683666360
2008-11-20,7463028220
2008-11-21,7890656779
2008-11-24,8222751300
2008-11-25,7942973040
2008-11-26,7920226840
2008-11-28,8188632000
2008-12-01,7786024259
2008-12-02,8013486259
2008-12-03,8043056320
2008-12-04,7831516660
2008-12-05,7877009060
2008-12-08,8052154800
2008-12-09,7949796900
2008-12-10,8097647200
2008-12-11,8015760880
2008-12-12,8111294919
2008-12-15,8047605560
2008-12-16,8343306160
2008-12-17,8220476680
2008-12-18,8070351759
2008-12-19,7974817720
2008-12-22,7977092340
2008-12-23,7940698419
2008-12-24,7972543099
2008-12-26,7936149180
2008-12-29,7824692800
2008-12-30,8038507080
2008-12-31,7902585720
2009-01-02,8145987180
2009-01-05,8073194220
2009-01-06,8182383660
2009-01-07,8057270760
2009-01-08,7993576920
2009-01-09,7829792760
2009-01-12,7932157859
2009-01-13,7932157859
2009-01-14,7759274580
2009-01-15,7836617100
2009-01-16,7968554340
2009-01-20,7706954640
2009-01-21,7706954640
2009-01-22,7973103899
2009-01-23,7948081319
2009-01-26,7984477800
2009-01-27,8525875439
2009-01-28,8496303300
2009-01-29,8607767520
2009-01-30,8480379840
2009-02-02,8300672220
2009-02-03,8416686000
2009-02-04,8293847880
2009-02-05,8296122660
2009-02-06,8525875439
2009-02-09,8348442600
2009-02-10,8143712399
2009-02-11,8180108880
2009-02-12,8312046120
2009-02-13,8387113859
2009-02-17,7936707420
2009-02-18,7913959620
2009-02-19,7968554340
2009-02-20,7879837920
2009-02-23,7670558160
2009-02-24,7763824140
2009-02-25,7766098920
2009-02-26,7597765200
2009-02-27,7663733819
2009-03-02,7625062560
2009-03-03,7527247020
2009-03-04,7602314760
2009-03-05,7163282220
2009-03-06,7277021220
2009-03-09,7029070200
2009-03-10,6994948500
2009-03-11,7038169320
2009-03-12,7324791600
2009-03-13,7554544380
2009-03-16,7572742620
2009-03-17,7970829120
2009-03-18,8007225600
2009-03-19,7948081319
2009-03-20,7945806540
2009-03-23,8239253160
2009-03-24,8054995979
2009-03-25,7954905660
2009-03-26,7984477800
2009-03-27,7950356100
2009-03-30,7902585720
2009-03-31,7904860500
2009-04-01,8036797740
2009-04-02,8102766359
2009-04-03,8221054920
2009-04-06,8180997700
2009-04-07,8023977160
