,CI
2013-11-27,24060002940
2013-11-29,23904195150
2013-12-02,23827657990
2013-12-03,23551577520
2013-12-04,23494174650
2013-12-05,23048619040
2013-12-06,23644515500
2013-12-09,23822191050
2013-12-10,23535176700
2013-12-11,23270030110
2013-12-12,23037685160
2013-12-13,22756137750
2013-12-16,22947480650
2013-12-17,22901011660
2013-12-18,23245428880
2013-12-19,23321966040
2013-12-20,23302831750
2013-12-23,23505108530
2013-12-24,23554310990
2013-12-26,23729253070
2013-12-27,23652715910
2013-12-30,23674583670
2013-12-31,23912395560
2014-01-02,23272189800
2014-01-03,23326185600
2014-01-06,23253291270
2014-01-07,23852644650
2014-01-08,23733853890
2014-01-09,24311608950
2014-01-10,24084826590
2014-01-13,23968735620
2014-01-14,24160420710
2014-01-15,24260312940
2014-01-16,23979534780
2014-01-17,24152321340
2014-01-21,24333207270
2014-01-22,24206317140
2014-01-23,24173919660
2014-01-24,23407179300
2014-01-27,23488173000
2014-01-28,23201995260
2014-01-29,23185796520
2014-01-30,23663659350
2014-01-31,23301887490
2014-02-03,22818625080
2014-02-04,22934716050
2014-02-05,22967113530
2014-02-06,23048107230
2014-02-07,20915273130
2014-02-10,20718188460
2014-02-11,20847778380
2014-02-12,20502205260
2014-02-13,20556201060
2014-02-14,20980068090
2014-02-18,20947670610
2014-02-19,20637194760
2014-02-20,20815380900
2014-02-21,20880175860
2014-02-24,21379637010
2014-02-25,21101558640
2014-02-26,21063761580
2014-02-27,21004366200
2014-02-28,21487628610
2014-03-03,21223049190
2014-03-04,21520026090
2014-03-05,21525425670
2014-03-06,21347239530
2014-03-07,21341839950
2014-03-10,21506527140
2014-03-11,21587520840
2014-03-12,21409334700
2014-03-13,20971968720
2014-03-14,20666892450
2014-03-17,20998966620
2014-03-18,20974668510
2014-03-19,21673914120
2014-03-20,22351561410
2014-03-21,22149077160
2014-03-24,21819702780
2014-03-25,21682013490
2014-03-26,21598320000
2014-03-27,20920672710
2014-03-28,21439032390
2014-03-31,22605341670
2014-04-01,22039559850
2014-04-02,21890948730
2014-04-03,22031598540
2014-04-04,21707838600
2014-04-07,21461037990
2014-04-08,21580457640
2014-04-09,21649455660
2014-04-10,20988666930
2014-04-11,20463220470
2014-04-14,20526910950
2014-04-15,20521603410
2014-04-16,20375646060
2014-04-17,20073116280
2014-04-21,20248265100
2014-04-22,20508334560
2014-04-23,20529564720
2014-04-24,21092163960
2014-04-25,20951514150
2014-04-28,20635715520
2014-04-29,20659599450
2014-04-30,21240775080
2014-05-01,21774182850
2014-05-02,21936062820
2014-05-05,22233285060
2014-05-06,22257168990
2014-05-07,22655234490
2014-05-08,22716271200
2014-05-09,22952456730
2014-05-12,23493825810
2014-05-13,23459326800
2014-05-14,23456673030
2014-05-15,23209872420
2014-05-16,23217833730
2014-05-19,23475249420
2014-05-20,23456673030
2014-05-21,23666320860
2014-05-22,23557516290
2014-05-23,23682243480
2014-05-27,23650398240
2014-05-28,23743280190
2014-05-29,23910467700
2014-05-30,23825547060
2014-06-02,24003349650
2014-06-03,23990080800
2014-06-04,23992734570
2014-06-05,23960889330
2014-06-06,23971504410
2014-06-09,23841469680
2014-06-10,23841469680
2014-06-11,24271380420
2014-06-12,24080308980
2014-06-13,24154614540
2014-06-16,24069693900
2014-06-17,23883930000
2014-06-18,24037848660
2014-06-19,24247496490
2014-06-20,24377531220
2014-06-23,24271380420
2014-06-24,23958235560
2014-06-25,24443875470
2014-06-26,24242188950
2014-06-27,24393453840
2014-06-30,24406722690
2014-07-01,24211053240
2014-07-02,24268561680
2014-07-03,24482911320
2014-07-07,24161386860
2014-07-08,24028071840
2014-07-09,24184913040
2014-07-10,24127404600
2014-07-11,24404490720
2014-07-14,24629296440
2014-07-15,24584858100
2014-07-16,24561331920
2014-07-17,24699874980
2014-07-18,25178240640
2014-07-21,24971733060
2014-07-22,25196538780
2014-07-23,25303713600
2014-07-24,25290643500
2014-07-25,25031855520
2014-07-28,25322011740
2014-07-29,24736471260
2014-07-30,24441087000
2014-07-31,23536636080
2014-08-01,23724845520
2014-08-04,23999317620
2014-08-05,23753599740
2014-08-06,23910440940
2014-08-07,23199427500
2014-08-08,23683021200
2014-08-11,23528794020
2014-08-12,23649038940
2014-08-13,23876458680
2014-08-14,24302543940
2014-08-15,24195369120
2014-08-18,24349596300
2014-08-19,24488139360
2014-08-20,24558717900
2014-08-21,24563945940
2014-08-22,24346982280
2014-08-25,24383578560
2014-08-26,24509051520
2014-08-27,24697260960
2014-08-28,24710331060
2014-08-29,24728629200
2014-09-02,24624068400
2014-09-03,24767839500
2014-09-04,24961276980
2014-09-05,25196538780
2014-09-08,25097206020
2014-09-09,25089363960
2014-09-10,24658050660
2014-09-11,24401876700
2014-09-12,24132632640
2014-09-15,23923511040
2014-09-16,24373122480
2014-09-17,24595314180
2014-09-18,24888084420
2014-09-19,24898540500
2014-09-22,24754769400
2014-09-23,24305157960
2014-09-24,24786137640
2014-09-25,23975791440
2014-09-26,24001931640
2014-09-29,23850318480
2014-09-30,23706547380
2014-10-01,23155479360
2014-10-02,22969075680
2014-10-03,23453207460
2014-10-06,23090755860
2014-10-07,23070044340
2014-10-08,23668089480
2014-10-09,23295282120
2014-10-10,23453207460
2014-10-13,23217613920
2014-10-14,22707592740
2014-10-15,22971664620
2014-10-16,22790438820
2014-10-17,23051921760
2014-10-20,23455796400
2014-10-21,24002062740
2014-10-22,23675856300
2014-10-23,23888149380
2014-10-24,24033130020
2014-10-27,23986529100
2014-10-28,23968406520
2014-10-29,24336036000
2014-10-30,25138607400
2014-10-31,25778075580
2014-11-03,25819498620
2014-11-04,26153471880
2014-11-05,25889400000
2014-11-06,26236317960
2014-11-07,25627917060
2014-11-10,26220784320
2014-11-11,26440844220
2014-11-12,26435666340
2014-11-13,26591002740
2014-11-14,26381298600
2014-11-17,26650548360
2014-11-18,26912031300
2014-11-19,26570291220
2014-11-20,26461555740
2014-11-21,26453788920
2014-11-24,26510745600
2014-11-25,26381298600
2014-11-26,26409776940
2014-11-28,26637603660
2014-12-01,26552168640
2014-12-02,26764461720
2014-12-03,26932742820
2014-12-04,26715271860
2014-12-05,27108790740
2014-12-08,27152802720
2014-12-09,27025944660
2014-12-10,26510745600
2014-12-11,26518512420
2014-12-12,26337286620
2014-12-15,26238906900
2014-12-16,25881633180
2014-12-17,26303630400
2014-12-18,27075134520
2014-12-19,27062189820
2014-12-22,27235648800
2014-12-23,27005233140
2014-12-24,26984521620
2014-12-26,26924976000
2014-12-29,26956043280
2014-12-30,27015588900
2014-12-31,26642781540
2015-01-02,26397180810
2015-01-05,25942809420
2015-01-06,26045492220
2015-01-07,26656454880
2015-01-08,28014434910
2015-01-09,27724356000
2015-01-12,27257149260
2015-01-13,27424008810
2015-01-14,27580600080
2015-01-15,27431710020
2015-01-16,27696118230
2015-01-20,27842441220
2015-01-21,28271141910
2015-01-22,28797391260
2015-01-23,28230068790
2015-01-26,28086312870
2015-01-27,27937422810
2015-01-28,27904050900
2015-01-29,28140221340
2015-01-30,27424008810
2015-02-02,27693551160
2015-02-03,27904050900
2015-02-04,28263440700
2015-02-05,28807659540
2015-02-06,28674171900
2015-02-09,28499611140
2015-02-10,29187585900
2015-02-11,29539274490
2015-02-12,29516170860
2015-02-13,29385250290
2015-02-17,29644524360
2015-02-18,29780579070
2015-02-19,29826786330
2015-02-20,30430047780
2015-02-23,31161662730
2015-02-24,30999937320
2015-02-25,31107754260
2015-02-26,31213004130
2015-02-27,31223272410
2015-03-02,31441473360
2015-03-03,31089784770
2015-03-04,31282315020
2015-03-05,31449174570
2015-03-06,30951162990
2015-03-09,31320821070
2015-03-10,30756065670
2015-03-11,30920358150
2015-03-12,31510784250
2015-03-13,31546723230
2015-03-16,32090942070
2015-03-17,32049868950
2015-03-18,32727575430
2015-03-19,32884166700
2015-03-20,32956044660
2015-03-23,32966312939
2015-03-24,33261525990
2015-03-25,32578685370
2015-03-26,32398990470
2015-03-27,33110068859
2015-03-30,33361641720
2015-03-31,33228154080
2015-04-01,33339520100
2015-04-02,33365093100
2015-04-06,33707771300
2015-04-07,33214212400
2015-04-08,33625937700
2015-04-09,33802391400
2015-04-10,34091366300
2015-04-13,33960944000
2015-04-14,33986517000
2015-04-15,33301160600
2015-04-16,33960944000
2015-04-17,33533874900
2015-04-20,33313947100
2015-04-21,33423910999
2015-04-22,33308832500
2015-04-23,33390666100
2015-04-24,33413681800
2015-04-27,33308832500
2015-04-28,33682198300
2015-04-29,32395876400
2015-04-30,31874187200
2015-05-01,32091557700
2015-05-04,32408662900
2015-05-05,32030182500
2015-05-06,32040411700
2015-05-07,32347287700
2015-05-08,32858747700
2015-05-11,32810159000
2015-05-12,33720557800
2015-05-13,33677083700
2015-05-14,33718000500
2015-05-15,33771703800
2015-05-18,34081137100
2015-05-19,34211559400
2015-05-20,34180871800
2015-05-21,33999303499
2015-05-22,34743477800
2015-05-26,34244804300
2015-05-27,34508206200
2015-05-28,34746035100
2015-05-29,36014455900
2015-06-01,36789317800
2015-06-02,36188352300
2015-06-03,35840559500
2015-06-04,35211463700
2015-06-05,35674335000
2015-06-08,35487652100
2015-06-09,35418605000
2015-06-10,35761283200
2015-06-11,35597616000
2015-06-12,35114286300
2015-06-15,39236653900
2015-06-16,39374748100
2015-06-17,39740442000
2015-06-18,39998729300
2015-06-19,39704639800
2015-06-22,41581698000
2015-06-23,42131517500
2015-06-24,42387247500
2015-06-25,43415282100
2015-06-26,42977983800
2015-06-29,42111059100
2015-06-30,41428260000
2015-07-01,41493582800
2015-07-02,41301530300
2015-07-06,40986564200
2015-07-07,39544890100
2015-07-08,38523170800
2015-07-09,40090319200
2015-07-10,40256764700
2015-07-13,39703653500
2015-07-14,39934116500
2015-07-15,39964844900
2015-07-16,39509040300
2015-07-17,39283698700
2015-07-20,39160785100
2015-07-21,38740830300
2015-07-22,38684494900
2015-07-23,39526965200
2015-07-24,37314520400
2015-07-27,37360613000
2015-07-28,37352930900
2015-07-29,37235138700
2015-07-30,36848473000
2015-07-31,36889444200
2015-08-03,36710195200
2015-08-04,36845912300
2015-08-05,37783128500
2015-08-06,37591076000
2015-08-07,37347809500
2015-08-10,37304277600
2015-08-11,37048207600
2015-08-12,36707634500
2015-08-13,36664102600
2015-08-14,36904808400
2015-08-17,37537301300
2015-08-18,38023834300
2015-08-19,38192840500
2015-08-20,37191606800
2015-08-21,36543749700
2015-08-24,34761502500
2015-08-25,34259605299
2015-08-26,35222428500
2015-08-27,35414481000
2015-08-28,35304370900
2015-08-31,36052095300
2015-09-01,35593730000
2015-09-02,35680793800
2015-09-03,36264633400
2015-09-04,35691036600
2015-09-08,36118673500
2015-09-09,35785782500
2015-09-10,35199382200
2015-09-11,35752493400
2015-09-14,35680793800
2015-09-15,36026488300
2015-09-16,36513021300
2015-09-17,36553992500
2015-09-18,36264633400
2015-09-21,36384986300
2015-09-22,36144280500
2015-09-23,36543749700
2015-09-24,36110991400
2015-09-25,35204503600
2015-09-28,34057310000
2015-09-29,33929275000
2015-09-30,34574571400
2015-10-01,34679560100
2015-10-02,35486180600
2015-10-05,35770418300
2015-10-06,35007329700
2015-10-07,34986844100
2015-10-08,34218634100
2015-10-09,34917705200
2015-10-12,35237792700
2015-10-13,35555319500
2015-10-14,35235232000
2015-10-15,35616776300
2015-10-16,36039291800
2015-10-19,36336333000
2015-10-20,36415714700
2015-10-21,34981722700
2015-10-22,33158504300
2015-10-23,33939517799
2015-10-26,34090599100
2015-10-27,35073907900
2015-10-28,34838323500
2015-10-29,34710288500
2015-10-30,34323622799
2015-11-02,34249362500
2015-11-03,33788436499
2015-11-04,33273735800
2015-11-05,33903668000
2015-11-06,34008656700
2015-11-09,34041945800
2015-11-10,34377397500
2015-11-11,33752586700
2015-11-12,33645037299
2015-11-13,33691129900
2015-11-16,34182784300
2015-11-17,34251923199
2015-11-18,34605299800
2015-11-19,32733428100
2015-11-20,33844771899
2015-11-23,34100841899
2015-11-24,34379958200
2015-11-25,34346669100
2015-11-27,34646271000
2015-11-30,34564328600
2015-12-01,35744811300
2015-12-02,35783221800
2015-12-03,35148168200
2015-12-04,35959910100
2015-12-07,35283885300
2015-12-08,35158411000
2015-12-09,35112318400
2015-12-10,35652626100
2015-12-11,35870285600
2015-12-14,36026488300
2015-12-15,36013684800
2015-12-16,36154523300
2015-12-17,36618010000
2015-12-18,36866397900
2015-12-21,36994432900
2015-12-22,37296595500
2015-12-23,37606440200
2015-12-24,37504012200
2015-12-28,37660214900
2015-12-29,37993105900
2015-12-30,37603879500
2015-12-31,37470723100
2016-01-04,37344164100
2016-01-05,36730043080
2016-01-06,36447190660
2016-01-07,36024186140
2016-01-08,35354004280
2016-01-11,34332168059
2016-01-12,35440643760
2016-01-13,34467223720
2016-01-14,35348907840
2016-01-15,34714401060
2016-01-19,35654694240
2016-01-20,35478867060
2016-01-21,35708206860
2016-01-22,35139953800
2016-01-25,34617568700
2016-01-26,34507995240
2016-01-27,33493803680
2016-01-28,33083540260
2016-01-29,34044219200
2016-02-01,33949935059
2016-02-02,33611021800
2016-02-03,33763915000
2016-02-04,34342360940
2016-02-05,33904067100
2016-02-08,31842557120
2016-02-09,32663083960
2016-02-10,32999449000
2016-02-11,32617216000
2016-02-12,33203306600
2016-02-16,34192015960
2016-02-17,34617568700
2016-02-18,34566604300
2016-02-19,34130858680
2016-02-22,34747527920
2016-02-23,35124664480
2016-02-24,34971771280
2016-02-25,35756623040
2016-02-26,35993607500
2016-02-29,35575699420
2016-03-01,35300491660
2016-03-02,35802491000
2016-03-03,35784653460
2016-03-04,35404968680
2016-03-07,35794846340
2016-03-08,35654694240
2016-03-09,35698013980
2016-03-10,36217850860
2016-03-11,36852357640
2016-03-14,37017991940
2016-03-15,36538926580
2016-03-16,36171982900
2016-03-17,35114471600
2016-03-18,35555313660
2016-03-21,35203659300
2016-03-22,35407516900
2016-03-23,35132309140
2016-03-24,35152694900
2016-03-28,35066055420
2016-03-29,35183273540
2016-03-30,35027832120
2016-03-31,34971771280
2016-04-01,35028057960
2016-04-04,36067458630
2016-04-05,34601571690
2016-04-06,34527511200
2016-04-07,33674538660
2016-04-08,33304236210
2016-04-11,33723061050
2016-04-12,34675632180
2016-04-13,34987197000
2016-04-14,34476435000
2016-04-15,34897813650
2016-04-18,35017842720
2016-04-19,35720140470
2016-04-20,36077673870
2016-04-21,35840169540
2016-04-22,36218133420
2016-04-25,35817185250
2016-04-26,35926999080
2016-04-27,35566911870
2016-04-28,35738017140
2016-04-29,35380483740
2016-05-02,35314084680
2016-05-03,35176178940
2016-05-04,34553049300
2016-05-05,34458558330
2016-05-06,33416603850
2016-05-09,33551955780
2016-05-10,33978442050
2016-05-11,33329774309
2016-05-12,32704090860
2016-05-13,32780705160
2016-05-16,33202083809
2016-05-17,33311897640
2016-05-18,33066731879
2016-05-19,32959471860
2016-05-20,33526417680
2016-05-23,32216313150
2016-05-24,31874102610
2016-05-25,33020763300
2016-05-26,32910949470
2016-05-27,32898180420
2016-05-31,32716859910
2016-06-01,32617261320
2016-06-02,33089716170
2016-06-03,33122915699
2016-06-06,33105039030
2016-06-07,32908395660
2016-06-08,33498325769
2016-06-09,33007994250
2016-06-10,32709198480
2016-06-13,32305696500
2016-06-14,32527877970
2016-06-15,32321019360
2016-06-16,32864980890
2016-06-17,33071839500
2016-06-20,32647907040
2016-06-21,32635137990
2016-06-22,32663229900
2016-06-23,33135684750
2016-06-24,32614707510
2016-06-27,31179466290
2016-06-28,31976255010
2016-06-29,32900734230
2016-06-30,32686214190
2016-07-01,32775422130
2016-07-05,32387033250
2016-07-06,32783087700
2016-07-07,32450913000
2016-07-08,33115262400
2016-07-11,32800974030
2016-07-12,32961951000
2016-07-13,33266018610
2016-07-14,33220025189
2016-07-15,33644186729
2016-07-18,34017244470
2016-07-19,33294125700
2016-07-20,34012134090
2016-07-21,35854426080
2016-07-22,37305774000
2016-07-25,35826318990
2016-07-26,35775215190
2016-07-27,35294839470
2016-07-28,34748028810
2016-07-29,32951730240
2016-08-01,32397254010
2016-08-02,31717573470
2016-08-03,31837667400
2016-08-04,32777977320
2016-08-05,32834191500
2016-08-08,32806084409
2016-08-09,32494351230
2016-08-10,32604224400
2016-08-11,32353815780
2016-08-12,34063237890
2016-08-15,33889484970
2016-08-16,33685069770
2016-08-17,33805163700
2016-08-18,33886929780
2016-08-19,33984027000
2016-08-22,34073458650
2016-08-23,33984027000
2016-08-24,33567531030
2016-08-25,33066713790
2016-08-26,32617000350
2016-08-29,32831636310
2016-08-30,32762646180
2016-08-31,32772866939
2016-09-01,32614445160
2016-09-02,32752425420
2016-09-06,32599114020
2016-09-07,32384478060
2016-09-08,32622110730
2016-09-09,32821415549
2016-09-12,32964506189
2016-09-13,32588893260
2016-09-14,32259273750
2016-09-15,32869964159
2016-09-16,33725952810
2016-09-19,33700400909
2016-09-20,33618634830
2016-09-21,33871598640
2016-09-22,33728508000
2016-09-23,33472989000
2016-09-26,33304346460
2016-09-27,33651852299
2016-09-28,33600748500
2016-09-29,33421885200
2016-09-30,33299236080
2016-10-03,32708987189
2016-10-04,32734539090
2016-10-05,32473909710
2016-10-06,32425361100
2016-10-07,32509682370
2016-10-10,32637441870
2016-10-11,31939875000
2016-10-12,31163097240
2016-10-13,30958682040
2016-10-14,30892247100
2016-10-17,30314774160
2016-10-18,31594924350
2016-10-19,31569372450
2016-10-20,31589813970
2016-10-21,31730349420
2016-10-24,31699687140
2016-10-25,31761011700
2016-10-26,31633252200
2016-10-27,31444168140
2016-10-28,31076220780
2016-10-31,30363322770
2016-11-01,29647869570
2016-11-02,30112914150
2016-11-03,29974933890
2016-11-04,31083886350
2016-11-07,32259273750
2016-11-08,32903181630
2016-11-09,34699480200
2016-11-10,34436295630
2016-11-11,34155224729
2016-11-14,34781246280
2016-11-15,35210518200
2016-11-16,35233514910
2016-11-17,35772660000
2016-11-18,35440485300
2016-11-21,35026544520
2016-11-22,35703669870
2016-11-23,35652566070
2016-11-25,35432819730
2016-11-28,34947333630
2016-11-29,35338277700
2016-11-30,34428630060
2016-12-01,34367305500
2016-12-02,34096455360
2016-12-05,34418409300
2016-12-06,35069982750
2016-12-07,34962664770
2016-12-08,35039320470
2016-12-09,34443961200
2016-12-12,33825605220
2016-12-13,34385191830
2016-12-14,34045351560
2016-12-15,34236990810
2016-12-16,34944778440
2016-12-19,35284618710
2016-12-20,35034210090
2016-12-21,35023989330
2016-12-22,34998437430
2016-12-23,35417488590
2016-12-27,35616793410
2016-12-28,35006103000
2016-12-29,34622824500
2016-12-30,34083679409
2017-01-03,33358347360
2017-01-04,34095711360
2017-01-05,34830617480
2017-01-06,34855196280
2017-01-09,34987921800
2017-01-10,34466851240
2017-01-11,35059200320
2017-01-12,35558149960
2017-01-13,35961242280
2017-01-17,35582728760
2017-01-18,34894522360
2017-01-19,35432798080
2017-01-20,35582728760
2017-01-23,35715454280
2017-01-24,36015315640
2017-01-25,36516723160
2017-01-26,36081678400
2017-01-27,36084136280
2017-01-30,35811311600
2017-01-31,35939121360
2017-02-01,36288140320
2017-02-02,36447902520
2017-02-03,36696148400
2017-02-06,36138209640
2017-02-07,36352045200
2017-02-08,36337297920
2017-02-09,36411034320
2017-02-10,35774443400
2017-02-13,35848179800
2017-02-14,36052183840
2017-02-15,36030062920
2017-02-16,35720370040
2017-02-17,35285325280
2017-02-21,36123462360
2017-02-22,36251272120
2017-02-23,36256187880
2017-02-24,36140667520
2017-02-27,36799379360
2017-02-28,36597833200
2017-03-01,37408933600
2017-03-02,37256545040
2017-03-03,37357318120
2017-03-06,37595732480
2017-03-07,37320449920
2017-03-08,37418765120
2017-03-09,37408933600
2017-03-10,37340112960
2017-03-13,37703879200
2017-03-14,37738289520
2017-03-15,37851352000
2017-03-16,37308160520
2017-03-17,37332739320
2017-03-20,37145940440
2017-03-21,36772342680
2017-03-22,36959141560
2017-03-23,36666653840
2017-03-24,35840806160
2017-03-27,35894879520
2017-03-28,36450360400
2017-03-29,36187367240
2017-03-30,36278308800
2017-03-31,36005484120
2017-04-03,37958056930
2017-04-04,38250256980
2017-04-05,38090182170
2017-04-06,38420495270
2017-04-07,38631387480
2017-04-10,38692368360
2017-04-11,38511966590
2017-04-12,38262961330
2017-04-13,38217225670
2017-04-17,38410331790
2017-04-18,38067314340
2017-04-19,38608519650
2017-04-20,39480038060
2017-04-21,39403811960
2017-04-24,39627408520
2017-04-25,39937394660
2017-04-26,39873872910
2017-04-27,39690930270
2017-04-28,39731584190
2017-05-01,40023784240
2017-05-02,40242299060
2017-05-03,39899281610
2017-05-04,39823055510
2017-05-05,40717441750
2017-05-08,41098572250
2017-05-09,41327250550
2017-05-10,41390772300
2017-05-11,41624532340
2017-05-12,41169716610
2017-05-15,41187502700
2017-05-16,40994396580
2017-05-17,40249921670
2017-05-18,40679328700
2017-05-19,40521794760
2017-05-22,40488763450
2017-05-23,40786045240
2017-05-24,41126521820
2017-05-25,41073163550
2017-05-26,40989314840
2017-05-30,41035050500
2017-05-31,40966447010
2017-06-01,41657563650
2017-06-02,41787148020
2017-06-05,41863374120
2017-06-06,42051398500
2017-06-07,42808577760
2017-06-08,42308026370
2017-06-09,42366466380
2017-06-12,42381711600
2017-06-13,42318189850
2017-06-14,42714565570
2017-06-15,42503673360
2017-06-16,42961029960
2017-06-19,43260852620
2017-06-20,43088073460
2017-06-21,43240525660
2017-06-22,43367569160
2017-06-23,43095696070
2017-06-26,42752678620
2017-06-27,42445233350
2017-06-28,42719647310
2017-06-29,42356302900
2017-06-30,42531622930
2017-07-03,41748035000
2017-07-05,42161776720
2017-07-06,41857701480
2017-07-07,42273935620
2017-07-10,42263965940
2017-07-11,42660260720
2017-07-12,42884578520
2017-07-13,43131328100
2017-07-14,43318259600
2017-07-17,43415463980
2017-07-18,42894548200
2017-07-19,43445373020
2017-07-20,43490236580
2017-07-21,43425433660
2017-07-24,43500206260
2017-07-25,43320752020
2017-07-26,43260933940
2017-07-27,42887070940
2017-07-28,43360630740
2017-07-31,43258441520
2017-08-01,43108896320
2017-08-02,43552547080
2017-08-03,43879054100
2017-08-04,43006707100
2017-08-07,43861607160
2017-08-08,43774372460
2017-08-09,44385015360
2017-08-10,43707077120
2017-08-11,43462819960
2017-08-14,43953826700
2017-08-15,44654196720
2017-08-16,44828666120
2017-08-17,44372553260
2017-08-18,44123311260
2017-08-21,44360091160
2017-08-22,44818696440
2017-08-23,44711522380
2017-08-24,44806234340
2017-08-25,44689090600
2017-08-28,44988181000
2017-08-29,44885991780
2017-08-30,44781310140
2017-08-31,45376998520
2017-09-01,45653657140
2017-09-05,46187035020
2017-09-06,45386968200
2017-09-07,46104785160
2017-09-08,46000103520
2017-09-11,46438769440
2017-09-12,46246853100
2017-09-13,46762784040
2017-09-14,46167095660
2017-09-15,46371474100
2017-09-18,46184542600
2017-09-19,45239915420
2017-09-20,45317180440
2017-09-21,45394445460
2017-09-22,45546483080
2017-09-25,45222468480
2017-09-26,45770800880
2017-09-27,45967702060
2017-09-28,46608254000
2017-09-29,46593299480
2017-10-02,46237138280
2017-10-03,46966129720
2017-10-04,46662791000
2017-10-05,46645667040
2017-10-06,46711716600
2017-10-09,46256708520
2017-10-10,46007187960
2017-10-11,45733204600
2017-10-12,45735650880
2017-10-13,45537502200
2017-10-16,45253733720
2017-10-17,45794361600
2017-10-18,46322758080
2017-10-19,46043882160
2017-10-20,46826691760
2017-10-23,47306162640
2017-10-24,47430922920
2017-10-25,47873699600
2017-10-26,48619815000
2017-10-27,49400178320
2017-10-30,48367848160
2017-10-31,48245534160
2017-11-01,48397203520
2017-11-02,48531748920
2017-11-03,49390393200
2017-11-06,50148740000
2017-11-07,50268607720
2017-11-08,49047914000
2017-11-09,48318922560
2017-11-10,48431451440
2017-11-13,48340939080
2017-11-14,48225963920
2017-11-15,48069402000
2017-11-16,49162889160
2017-11-17,48429005160
2017-11-20,48781269480
2017-11-21,49412409720
2017-11-22,49101732160
2017-11-24,49072376800
2017-11-27,48908476040
2017-11-28,49060145400
2017-11-29,50351781240
2017-11-30,51795086440
2017-12-01,50982921480
2017-12-04,49931021080
2017-12-05,49933467360
2017-12-06,49955483880
2017-12-07,50393368000
2017-12-08,51364541160
2017-12-11,51166392480
2017-12-12,51000045440
2017-12-13,50863053760
2017-12-14,49813599640
2017-12-15,49938359920
2017-12-18,50476541520
2017-12-19,50701599280
2017-12-20,50400706840
2017-12-21,50031318560
2017-12-22,49754888920
2017-12-26,49850293840
2017-12-27,49588541880
2017-12-28,50207450720
2017-12-29,49681500520
2018-01-02,49055778240
2018-01-03,49879186840
2018-01-04,50140740160
2018-01-05,50990788450
2018-01-08,50426511380
2018-01-09,50341748730
2018-01-10,50152849110
2018-01-11,51073129310
2018-01-12,51678576810
2018-01-16,52007940250
2018-01-17,53366564440
2018-01-18,53197039140
2018-01-19,53315706850
2018-01-22,53461014250
2018-01-23,53228522410
2018-01-24,53521559000
2018-01-25,53734676520
2018-01-26,54785733380
2018-01-29,54223878100
2018-01-30,50346592310
2018-01-31,50457994650
2018-02-01,49649116790
2018-02-02,49515918340
2018-02-05,47566377390
2018-02-06,47852148610
2018-02-07,47331463760
2018-02-08,45837219330
2018-02-09,46927024830
2018-02-12,46876167240
2018-02-13,47331463760
2018-02-14,47358103450
2018-02-15,46483837260
2018-02-16,46936711990
2018-02-20,46643675400
2018-02-21,46413605350
2018-02-22,46474150100
2018-02-23,47174047410
2018-02-26,47438022520
2018-02-27,47672936150
2018-02-28,47440444310
2018-03-01,46842262180
2018-03-02,46755077740
2018-03-05,46580708860
2018-03-06,47014209270
2018-03-07,47043270750
2018-03-08,41654788000
2018-03-09,41984151440
2018-03-12,40518968490
2018-03-13,39811805810
2018-03-14,40414831520
2018-03-15,40419675100
2018-03-16,40848331930
2018-03-19,40308272760
2018-03-20,39959535000
2018-03-21,40456001950
2018-03-22,40041875860
2018-03-23,39717356000
2018-03-26,40850753720
2018-03-27,40090311660
2018-03-28,40763569280
2018-03-29,40623105460
2018-04-02,39919886450
2018-04-03,40695736050
2018-04-04,40923641870
2018-04-05,40981830590
2018-04-06,40688462460
2018-04-09,40717556820
2018-04-10,41180642050
2018-04-11,40974557000
2018-04-12,41352783680
2018-04-13,41617057450
2018-04-16,42448671240
2018-04-17,42278954140
2018-04-18,42480190130
2018-04-19,41636453690
2018-04-20,41202462820
2018-04-23,41786774550
2018-04-24,41529774370
2018-04-25,41629180100
2018-04-26,41738283950
2018-04-27,42174699350
2018-04-30,41658274460
2018-05-01,41476434710
2018-05-02,41789199080
2018-05-03,41915274640
2018-05-04,41500680010
2018-05-07,41844963270
2018-05-08,41386727100
2018-05-09,41115179740
2018-05-10,41474010180
2018-05-11,42121359690
2018-05-14,43045105620
2018-05-15,42686275180
2018-05-16,42950548950
2018-05-17,43377266230
2018-05-18,43173605710
2018-05-21,43023284850
2018-05-22,42972369720
2018-05-23,42936001770
2018-05-24,42635360050
2018-05-25,42647482700
2018-05-29,41842538740
2018-05-30,42021953960
2018-05-31,41064264610
2018-06-01,41415821460
2018-06-04,41459463000
2018-06-05,41418245990
2018-06-06,42412303290
2018-06-07,42940850830
2018-06-08,43110567930
2018-06-11,43871870350
2018-06-12,43355445460
2018-06-13,42715369540
2018-06-14,42509284490
2018-06-15,42441397650
2018-06-18,42169850290
2018-06-19,42031652080
2018-06-20,42603841160
2018-06-21,42429275000
2018-06-22,42206218240
2018-06-25,42150454050
2018-06-26,41932246350
2018-06-27,41898302930
2018-06-28,41158821280
2018-06-29,41204887350
2018-07-02,41002790310
2018-07-03,41298734250
2018-07-05,41718392460
2018-07-06,41747501700
2018-07-09,42019187940
2018-07-10,42074980650
2018-07-11,41672302830
2018-07-12,41956117920
2018-07-13,41987652930
2018-07-16,41808145950
2018-07-17,41410319670
