,JKHY
2004-08-30,1627856580
2004-08-31,1635079460
2004-09-01,1651330940
2004-09-02,1668485280
2004-09-03,1665776700
2004-09-07,1692862500
2004-09-08,1738005500
2004-09-09,1748839820
2004-09-10,1756965560
2004-09-13,1769605600
2004-09-14,1756062700
2004-09-15,1751548399
2004-09-16,1757868420
2004-09-17,1724462600
2004-09-20,1739811220
2004-09-21,1730782620
2004-09-22,1688348200
2004-09-23,1684736760
2004-09-24,1686542480
2004-09-27,1675708160
2004-09-28,1691959639
2004-09-29,1702793960
2004-09-30,1701500500
2004-10-01,1741386500
2004-10-04,1755890500
2004-10-05,1744105999
2004-10-06,1768581500
2004-10-07,1751358000
2004-10-08,1745919000
2004-10-11,1739573500
2004-10-12,1764049000
2004-10-13,1746825500
2004-10-14,1711472000
2004-10-15,1745012500
2004-10-18,1771301000
2004-10-19,1740480000
2004-10-20,1686996500
2004-10-21,1710565500
2004-10-22,1722350000
2004-10-25,1727789000
2004-10-26,1697874500
2004-10-27,1699687500
2004-10-28,1686996500
2004-10-29,1689716000
2004-11-01,1735947499
2004-11-02,1765862000
2004-11-03,1785805000
2004-11-04,1806654500
2004-11-05,1830223500
2004-11-08,1813906500
2004-11-09,1834755999
2004-11-10,1828410500
2004-11-11,1843821000
2004-11-12,1827504000
2004-11-15,1841101500
2004-11-16,1820251999
2004-11-17,1853792500
2004-11-18,1856512000
2004-11-19,1826597499
2004-11-22,1806654500
2004-11-23,1802122000
2004-11-24,1806654500
2004-11-26,1788524500
2004-11-29,1784898500
2004-11-30,1747732000
2004-12-01,1767675000
2004-12-02,1756797000
2004-12-03,1783992000
2004-12-06,1786711500
2004-12-07,1744105999
2004-12-08,1735041000
2004-12-09,1745919000
2004-12-10,1737760500
2004-12-13,1742293000
2004-12-14,1748638500
2004-12-15,1754077500
2004-12-16,1734134500
2004-12-17,1725976000
2004-12-20,1696968000
2004-12-21,1749545000
2004-12-22,1785805000
2004-12-23,1776740000
2004-12-27,1767675000
2004-12-28,1775833500
2004-12-29,1808467500
2004-12-30,1816626000
2004-12-31,1816030920
2005-01-03,1904506560
2005-01-04,1840658160
2005-01-05,1850691480
2005-01-06,1919100480
2005-01-07,1948288320
2005-01-10,1933694400
2005-01-11,1923661080
2005-01-12,1918188360
2005-01-13,1907242920
2005-01-14,1941903480
2005-01-18,1984773120
2005-01-19,1982036760
2005-01-20,1930045920
2005-01-21,1902682320
2005-01-24,1882615680
2005-01-25,1854339959
2005-01-26,1889000520
2005-01-27,1873494480
2005-01-28,1865285400
2005-01-31,1896297480
2005-02-01,1901770200
2005-02-02,1909067160
2005-02-03,1868933879
2005-02-04,1876230840
2005-02-07,1878055080
2005-02-08,1858900560
2005-02-09,1815118799
2005-02-10,1805997600
2005-02-11,1813294560
2005-02-14,1826976360
2005-02-15,1821503640
2005-02-16,1827888480
2005-02-17,1793227920
2005-02-18,1795964280
2005-02-22,1803261240
2005-02-23,1799612760
2005-02-24,1813294560
2005-02-25,1822415760
2005-02-28,1810558200
2005-03-01,1815118799
2005-03-02,1806909720
2005-03-03,1796876400
2005-03-04,1787755200
2005-03-07,1787755200
2005-03-08,1763127959
2005-03-09,1742149200
2005-03-10,1769512799
2005-03-11,1782282480
2005-03-14,1804173360
2005-03-15,1788667320
2005-03-16,1752182520
2005-03-17,1728467400
2005-03-18,1720258320
2005-03-21,1722082560
2005-03-22,1715697720
2005-03-23,1722082560
2005-03-24,1709312879
2005-03-28,1664619000
2005-03-29,1645464480
2005-03-30,1683773520
2005-03-31,1644573839
2005-04-01,1641831360
2005-04-04,1661028720
2005-04-05,1643659680
2005-04-06,1639088880
2005-04-07,1641831360
2005-04-08,1629033120
2005-04-11,1611664080
2005-04-12,1623548160
2005-04-13,1650972960
2005-04-14,1640917200
2005-04-15,1586981760
2005-04-18,1618063200
2005-04-19,1614406560
2005-04-20,1590638399
2005-04-21,1600694160
2005-04-22,1584239279
2005-04-25,1624462320
2005-04-26,1600694160
2005-04-27,1603436640
2005-04-28,1568698560
2005-04-29,1571441040
2005-05-02,1567784399
2005-05-03,1604350800
2005-05-04,1620805680
2005-05-05,1624462320
2005-05-06,1622634000
2005-05-09,1625376480
2005-05-10,1627204800
2005-05-11,1613492399
2005-05-12,1618063200
2005-05-13,1614406560
2005-05-16,1624462320
2005-05-17,1627204800
2005-05-18,1644573839
2005-05-19,1631775600
2005-05-20,1624462320
2005-05-23,1625376480
2005-05-24,1622634000
2005-05-25,1610749920
2005-05-26,1618063200
2005-05-27,1615320720
2005-05-31,1617149040
2005-06-01,1611664080
2005-06-02,1643659680
2005-06-03,1645488000
2005-06-06,1696680960
2005-06-07,1690281839
2005-06-08,1689367680
2005-06-09,1713135839
2005-06-10,1702165920
2005-06-13,1715878320
2005-06-14,1702165920
2005-06-15,1681140240
2005-06-16,1712221680
2005-06-17,1673826960
2005-06-20,1732333200
2005-06-21,1739646480
2005-06-22,1743303120
2005-06-23,1710393360
2005-06-24,1693938480
2005-06-27,1691196000
2005-06-28,1703994240
2005-06-29,1689367680
2005-06-30,1676500220
2005-07-01,1681993940
2005-07-05,1698475100
2005-07-06,1691150140
2005-07-07,1691150140
2005-07-08,1721365600
2005-07-11,1753412299
2005-07-12,1755243540
2005-07-13,1763484120
2005-07-14,1763484120
2005-07-15,1788205860
2005-07-18,1768062220
2005-07-19,1795530820
2005-07-20,1805602640
2005-07-21,1780880900
2005-07-22,1788205860
2005-07-25,1757990400
2005-07-26,1763484120
2005-07-27,1753412299
2005-07-28,1757990400
2005-07-29,1763484120
2005-08-01,1761652879
2005-08-02,1757074780
2005-08-03,1737846760
2005-08-04,1713125020
2005-08-05,1695728240
2005-08-08,1705800060
2005-08-09,1751581060
2005-08-10,1698475100
2005-08-11,1750665440
2005-08-12,1751581060
2005-08-15,1754327920
2005-08-16,1725943700
2005-08-17,1726859320
2005-08-18,1711293780
2005-08-19,1717703120
2005-08-22,1732353040
2005-08-23,1722281220
2005-08-24,1710378160
2005-08-25,1748834200
2005-08-26,1735099900
2005-08-29,1739678000
2005-08-30,1731437420
2005-08-31,1790952720
2005-09-01,1772640320
2005-09-02,1768977840
2005-09-06,1808349500
2005-09-07,1807433879
2005-09-08,1780880900
2005-09-09,1801024540
2005-09-12,1804687020
2005-09-13,1779965280
2005-09-14,1765315360
2005-09-15,1739678000
2005-09-16,1788205860
2005-09-19,1762568500
2005-09-20,1736015520
2005-09-21,1704884440
2005-09-22,1736015520
2005-09-23,1732353040
2005-09-26,1733268660
2005-09-27,1761652879
2005-09-28,1740593620
2005-09-29,1767146600
2005-09-30,1772228799
2005-10-03,1769488240
2005-10-04,1755785440
2005-10-05,1732033920
2005-10-06,1689098479
2005-10-07,1677222720
2005-10-10,1677222720
2005-10-11,1664433440
2005-10-12,1635200799
2005-10-13,1647076560
2005-10-14,1655298240
2005-10-17,1650730640
2005-10-18,1643422479
2005-10-19,1673568640
2005-10-20,1579476080
2005-10-21,1665346960
2005-10-24,1633373760
2005-10-25,1630633200
2005-10-26,1621498000
2005-10-27,1592265360
2005-10-28,1623325040
2005-10-31,1642508960
2005-11-01,1631546720
2005-11-02,1644336000
2005-11-03,1660779360
2005-11-04,1687271440
2005-11-07,1696406640
2005-11-08,1691839040
2005-11-09,1702801280
2005-11-10,1725639280
2005-11-11,1732033920
2005-11-14,1746650240
2005-11-15,1732033920
2005-11-16,1732947440
2005-11-17,1762180080
2005-11-18,1744823200
2005-11-21,1735688000
2005-11-22,1734774479
2005-11-23,1735688000
2005-11-25,1730206880
2005-11-28,1750304320
2005-11-29,1755785440
2005-11-30,1748477280
2005-12-01,1750304320
2005-12-02,1752131360
2005-12-05,1747563760
2005-12-06,1770401760
2005-12-07,1781364000
2005-12-08,1750304320
2005-12-09,1753044880
2005-12-12,1741169120
2005-12-13,1737515040
2005-12-14,1742082640
2005-12-15,1736601520
2005-12-16,1746650240
2005-12-19,1753958400
2005-12-20,1756698960
2005-12-21,1741169120
2005-12-22,1740255600
2005-12-23,1760353040
2005-12-27,1744823200
2005-12-28,1764007120
2005-12-29,1751217840
2005-12-30,1743909680
2006-01-03,1779271200
2006-01-04,1800420159
2006-01-05,1816052000
2006-01-06,1853752320
2006-01-09,1871223200
2006-01-10,1889613600
2006-01-11,1911682080
2006-01-12,1909843040
2006-01-13,1922716320
2006-01-17,1911682080
2006-01-18,1919957760
2006-01-19,1931911520
2006-01-20,1914440640
2006-01-23,1914440640
2006-01-24,1895130720
2006-01-25,1857430400
2006-01-26,1862028000
2006-01-27,1863867040
2006-01-30,1867545120
2006-01-31,1882257440
2006-02-01,1877659840
2006-02-02,2018346400
2006-02-03,2017426880
2006-02-06,2012829280
2006-02-07,1999956000
2006-02-08,2015587840
2006-02-09,2005473120
2006-02-10,1987082720
2006-02-13,1961336159
2006-02-14,1956738560
2006-02-15,1973289920
2006-02-16,1964094720
2006-02-17,1953980000
2006-02-21,1935589600
2006-02-22,1936509120
2006-02-23,2003634080
2006-02-24,2027541600
2006-02-27,2039495360
2006-02-28,2023863520
2006-03-01,2048690560
2006-03-02,2031219680
2006-03-03,2065241920
2006-03-06,2013748799
2006-03-07,2034897760
2006-03-08,2042253920
2006-03-09,2042253920
2006-03-10,2054207680
2006-03-13,2046851520
2006-03-14,2060644320
2006-03-15,2079034720
2006-03-16,2077195680
2006-03-17,2102942240
2006-03-20,2105700799
2006-03-21,2065241920
2006-03-22,2083632320
2006-03-23,2083632320
2006-03-24,2098344640
2006-03-27,2056966240
2006-03-28,2089149440
2006-03-29,2082712799
2006-03-30,2058805280
2006-03-31,2082450720
2006-04-03,2122515360
2006-04-04,2129799840
2006-04-05,2149832160
2006-04-06,2139816000
2006-04-07,2109767520
2006-04-10,2131620960
2006-04-11,2100661920
2006-04-12,2103393600
2006-04-13,2088824640
2006-04-17,2080629600
2006-04-18,2119783680
2006-04-19,2097930240
2006-04-20,2149832160
2006-04-21,2155295520
2006-04-24,2096109120
2006-04-25,2089735200
2006-04-26,2102483040
2006-04-27,2060597280
2006-04-28,2044207200
2006-05-01,2028727680
2006-05-02,2056044479
2006-05-03,2072434560
2006-05-04,2085182399
2006-05-05,2109767520
2006-05-08,2123425920
2006-05-09,1813835520
2006-05-10,1829315040
2006-05-11,1770128640
2006-05-12,1752828000
2006-05-15,1751917439
2006-05-16,1771039200
2006-05-17,1743722399
2006-05-18,1695462720
2006-05-19,1744632960
2006-05-22,1746454080
2006-05-23,1720958399
2006-05-24,1725511200
2006-05-25,1739169600
2006-05-26,1744632960
2006-05-30,1714584479
2006-05-31,1708210560
2006-06-01,1768307520
2006-06-02,1756470240
2006-06-05,1721868960
2006-06-06,1731885120
2006-06-07,1743722399
2006-06-08,1751917439
2006-06-09,1769218080
2006-06-12,1720047840
2006-06-13,1700015520
2006-06-14,1708210560
2006-06-15,1762844160
2006-06-16,1736437920
2006-06-19,1711852800
2006-06-20,1712763360
2006-06-21,1740080160
2006-06-22,1713673920
2006-06-23,1710942240
2006-06-26,1736437920
2006-06-27,1734616800
2006-06-28,1735527360
2006-06-29,1808372160
2006-06-30,1790160960
2006-07-03,1811103840
2006-07-05,1764665280
2006-07-06,1744632960
2006-07-07,1706389439
2006-07-10,1700926080
2006-07-11,1697283840
2006-07-12,1662682560
2006-07-13,1634455200
2006-07-14,1629902399
2006-07-17,1621707360
2006-07-18,1648113600
2006-07-19,1705478880
2006-07-20,1659040320
2006-07-21,1640829120
2006-07-24,1686357120
2006-07-25,1679983200
2006-07-26,1668145920
2006-07-27,1670877600
2006-07-28,1706389439
2006-07-31,1719137280
2006-08-01,1649024160
2006-08-02,1659950880
2006-08-03,1659040320
2006-08-04,1659950880
2006-08-07,1630812960
2006-08-08,1609870080
2006-08-09,1605317280
2006-08-10,1616244000
2006-08-11,1611691200
2006-08-14,1632634080
2006-08-15,1673609280
2006-08-16,1700015520
2006-08-17,1709121120
2006-08-18,1722779520
2006-08-21,1684536000
2006-08-22,1681804320
2006-08-23,1751006880
2006-08-24,1700926080
2006-08-25,1709121120
2006-08-28,1739169600
2006-08-29,1761023040
2006-08-30,1772860320
2006-08-31,1744632960
2006-09-01,1737348479
2006-09-05,1741901280
2006-09-06,1752828000
2006-09-07,1777413120
2006-09-08,1800177120
2006-09-11,1816567200
2006-09-12,1849347360
2006-09-13,1855721280
2006-09-14,1864826880
2006-09-15,1903070399
2006-09-18,1875753600
2006-09-19,1893054240
2006-09-20,1930387200
2006-09-21,1918549920
2006-09-22,1903070399
2006-09-25,1957704000
2006-09-26,1975004640
2006-09-27,1994126399
2006-09-28,2005963680
2006-09-29,1984110240
2006-10-02,1958480810
2006-10-03,1962089250
2006-10-04,1990956770
2006-10-05,2020726399
2006-10-06,1997271540
2006-10-09,2007194750
2006-10-10,2000879980
2006-10-11,1977425120
2006-10-12,1999977870
2006-10-13,2014411629
2006-10-16,2039670710
2006-10-17,2052300250
2006-10-18,2005390530
2006-10-19,1998173649
2006-10-20,1987348330
2006-10-23,2025236950
2006-10-24,1992760990
2006-10-25,2003586310
2006-10-26,2045985480
2006-10-27,2008096860
2006-10-30,2047789700
2006-10-31,1965697690
2006-11-01,1909766870
2006-11-02,1939536500
2006-11-03,1965697690
2006-11-06,1974718790
2006-11-07,1984642000
2006-11-08,2013509520
2006-11-09,1983739889
2006-11-10,2004488420
2006-11-13,2017117960
2006-11-14,2041474930
2006-11-15,2045985480
2006-11-16,2046887590
2006-11-17,2045083370
2006-11-20,2041474930
2006-11-21,2036964379
2006-11-22,2041474930
2006-11-24,2036062270
2006-11-27,1985544110
2006-11-28,1975620899
2006-11-29,1990054660
2006-11-30,1973816680
2006-12-01,1949459710
2006-12-04,1986446220
2006-12-05,1984642000
2006-12-06,1963893470
2006-12-07,1942242830
2006-12-08,1939536500
2006-12-11,1940438610
2006-12-12,1933221730
2006-12-13,1956676590
2006-12-14,1970208240
2006-12-15,1954872370
2006-12-18,1925102740
2006-12-19,1936830170
2006-12-20,1938634389
2006-12-21,1949459710
2006-12-22,1926906960
2006-12-26,1951263930
2006-12-27,1981033560
2006-12-28,1959382920
2006-12-29,1930515399
2007-01-03,1921013410
2007-01-04,1945284520
2007-01-05,1921912340
2007-01-08,1937194150
2007-01-09,1930002710
2007-01-10,1942587730
2007-01-11,1947981310
2007-01-12,1943486660
2007-01-16,1929103780
2007-01-17,1924609130
2007-01-18,1901236949
2007-01-19,1901236949
2007-01-22,1885056210
2007-01-23,1903034810
2007-01-24,1929103780
2007-01-25,1883258350
2007-01-26,1896742300
2007-01-29,1914720900
2007-01-30,1919215550
2007-01-31,1918316620
2007-02-01,1924609130
2007-02-02,1937194150
2007-02-05,1944385590
2007-02-06,1983039580
2007-02-07,2026188220
2007-02-08,2042368960
2007-02-09,2056751840
2007-02-12,2096304760
2007-02-13,2104395130
2007-02-14,2148442700
2007-02-15,2143049120
2007-02-16,2152937350
2007-02-20,2173612740
2007-02-21,2173612740
2007-02-22,2185298830
2007-02-23,2201479570
2007-02-26,2181703110
2007-02-27,2108889780
2007-02-28,2108889780
2007-03-01,2106192990
2007-03-02,2064842210
2007-03-05,2045964680
2007-03-06,2072033650
2007-03-07,2062145420
2007-03-08,2060347560
2007-03-09,2080124020
2007-03-12,2100799410
2007-03-13,2038773240
2007-03-14,2067539000
2007-03-15,2079225090
2007-03-16,2068437930
2007-03-19,2097203689
2007-03-20,2096304760
2007-03-21,2113384430
2007-03-22,2113384430
2007-03-23,2124171590
2007-03-26,2144846980
2007-03-27,2140352330
2007-03-28,2141251260
2007-03-29,2138554470
2007-03-30,2161926650
2007-04-02,2140032000
2007-04-03,2156973920
2007-04-04,2155190560
2007-04-05,2157865600
2007-04-09,2155190560
2007-04-10,2164999040
2007-04-11,2150732160
2007-04-12,2177482560
2007-04-13,2175699200
2007-04-16,2221174880
2007-04-17,2208691360
2007-04-18,2181940960
2007-04-19,2137356960
2007-04-20,2160540640
2007-04-23,2150732160
2007-04-24,2154298880
2007-04-25,2140923680
2007-04-26,2157865600
2007-04-27,2153407200
2007-04-30,2117740000
2007-05-01,2113281600
2007-05-02,2148057120
2007-05-03,2155190560
2007-05-04,2155190560
2007-05-07,2141815360
2007-05-08,2148057120
2007-05-09,2181049280
2007-05-10,2141815360
2007-05-11,2185507680
2007-05-14,2169457440
2007-05-15,2166782400
2007-05-16,2199774560
2007-05-17,2211366400
2007-05-18,2286267520
2007-05-21,2311234560
2007-05-22,2320151360
2007-05-23,2312126240
2007-05-24,2294292640
2007-05-25,2312126240
2007-05-29,2328176480
2007-05-30,2337984960
2007-05-31,2358493600
2007-06-01,2360276960
2007-06-04,2364735360
2007-06-05,2338876640
2007-06-06,2324609760
2007-06-07,2287159200
2007-06-08,2296076000
2007-06-11,2268433920
2007-06-12,2250600320
2007-06-13,2283592480
2007-06-14,2295184320
2007-06-15,2329959840
2007-06-18,2309451200
2007-06-19,2307667840
2007-06-20,2264867200
2007-06-21,2282700800
2007-06-22,2247925280
2007-06-25,2230091680
2007-06-26,2248816960
2007-06-27,2279134080
2007-06-28,2304101120
2007-06-29,2296076000
2007-07-02,2359385280
2007-07-03,2348685120
2007-07-05,2357601920
2007-07-06,2361168640
2007-07-09,2362060320
2007-07-10,2335309920
2007-07-11,2354035200
2007-07-12,2388810720
2007-07-13,2404860960
2007-07-16,2373652160
2007-07-17,2376327200
2007-07-18,2364735360
2007-07-19,2395944160
2007-07-20,2345118400
2007-07-23,2346901760
2007-07-24,2271108960
2007-07-25,2265758880
2007-07-26,2205124640
2007-07-27,2141815360
2007-07-30,2165890720
2007-07-31,2141815360
2007-08-01,2165890720
2007-08-02,2181940960
2007-08-03,2107039840
2007-08-06,2145382080
2007-08-07,2163215680
2007-08-08,2229200000
2007-08-09,2265758880
2007-08-10,2285375840
2007-08-13,2303209440
2007-08-14,2285375840
2007-08-15,2204232960
2007-08-16,2243466880
2007-08-17,2331743200
2007-08-20,2314801280
2007-08-21,2297859360
2007-08-22,2375435520
2007-08-23,2356710240
2007-08-24,2376327200
2007-08-27,2313017920
2007-08-28,2264867200
2007-08-29,2298751040
2007-08-30,2302317760
2007-08-31,2339768320
2007-09-04,2358493600
2007-09-05,2316584640
2007-09-06,2357601920
2007-09-07,2306776160
2007-09-10,2291617600
2007-09-11,2325501440
2007-09-12,2400402560
2007-09-13,2420019520
2007-09-14,2369193760
2007-09-17,2367410400
2007-09-18,2438744800
2007-09-19,2394160800
2007-09-20,2357601920
2007-09-21,2348685120
2007-09-24,2297859360
2007-09-25,2312126240
2007-09-26,2299642720
2007-09-27,2343335040
2007-09-28,2305884480
2007-10-01,2357293410
2007-10-02,2352823760
2007-10-03,2368914500
2007-10-04,2383217380
2007-10-05,2432383530
2007-10-08,2423444230
2007-10-09,2486019330
2007-10-10,2524458320
2007-10-11,2535185480
2007-10-12,2537867270
2007-10-15,2515519020
2007-10-16,2485125400
2007-10-17,2472610380
2007-10-18,2440428900
2007-10-19,2365338780
2007-10-22,2443110690
2007-10-23,2473504310
2007-10-24,2456519640
2007-10-25,2503897930
2007-10-26,2532503690
2007-10-29,2550382290
2007-10-30,2505685790
2007-10-31,2612063460
2007-11-01,2531609760
2007-11-02,2549488360
2007-11-05,2549488360
2007-11-06,2565579100
2007-11-07,2469928590
2007-11-08,2443110690
2007-11-09,2415398860
2007-11-12,2392156680
2007-11-13,2404671700
2007-11-14,2376065940
2007-11-15,2344778390
2007-11-16,2368914500
2007-11-19,2319748350
2007-11-20,2307233330
2007-11-21,2303657610
2007-11-23,2338520880
2007-11-26,2270582200
2007-11-27,2354611620
2007-11-28,2424338160
2007-11-29,2410035280
2007-11-30,2392156680
2007-12-03,2359975200
2007-12-04,2333157300
2007-12-05,2383217380
2007-12-06,2435959250
2007-12-07,2388580960
2007-12-10,2416292790
2007-12-11,2332263370
2007-12-12,2349248040
2007-12-13,2330475510
2007-12-14,2294718310
2007-12-17,2256279320
2007-12-18,2241976440
2007-12-19,2234825000
2007-12-20,2234825000
2007-12-21,2225885700
2007-12-24,2271476130
2007-12-26,2262536830
2007-12-27,2210688890
2007-12-28,2227673560
2007-12-31,2132549100
2008-01-02,2092246200
2008-01-03,2137805999
2008-01-04,2071218600
2008-01-07,2078227800
2008-01-08,1994993550
2008-01-09,2039677200
2008-01-10,2100131550
2008-01-11,2092246200
2008-01-14,2078227800
2008-01-15,2071218600
2008-01-16,2088741600
2008-01-17,2079980099
2008-01-18,2060704800
2008-01-22,1994993550
2008-01-23,2050190999
2008-01-24,2086989300
2008-01-25,2059828650
2008-01-28,2104512300
2008-01-29,2148319800
2008-01-30,2157957450
2008-01-31,2153576700
2008-02-01,2178108900
2008-02-04,2200888800
2008-02-05,2169347400
2008-02-06,2161462050
2008-02-07,2221916400
2008-02-08,2188622700
2008-02-11,2175480450
2008-02-12,2211402600
2008-02-13,2278866150
2008-02-14,2200012650
2008-02-15,2188622700
2008-02-19,2148319800
2008-02-20,2172852000
2008-02-21,2141310600
2008-02-22,2123787599
2008-02-25,2127292200
2008-02-26,2118530700
2008-02-27,2141310600
2008-02-28,2093998499
2008-02-29,2061580950
2008-03-03,2030039550
2008-03-04,2030039550
2008-03-05,2042305650
2008-03-06,2002878900
2008-03-07,2036172599
2008-03-10,2030039550
2008-03-11,2107140750
2008-03-12,2065961699
2008-03-13,2094874650
2008-03-14,2068590150
2008-03-17,2014268849
2008-03-18,2129044500
2008-03-19,2079103950
2008-03-20,2129044500
2008-03-24,2184241950
2008-03-25,2207021850
2008-03-26,2183365800
2008-03-27,2147443650
2008-03-28,2152700550
2008-03-31,2115304480
2008-04-01,2212195200
2008-04-02,2203620800
2008-04-03,2201048480
2008-04-04,2228486560
2008-04-07,2183899680
2008-04-08,2207908000
2008-04-09,2177897600
2008-04-10,2201905920
2008-04-11,2130738400
2008-04-14,2111874720
2008-04-15,2122164000
2008-04-16,2193331520
2008-04-17,2169323200
2008-04-18,2278218080
2008-04-21,2225914240
2008-04-22,2195046400
2008-04-23,2254209760
2008-04-24,2301368960
2008-04-25,2246492800
2008-04-28,2247350240
2008-04-29,2296224320
2008-04-30,2253352320
2008-05-01,2341668640
2008-05-02,2267071360
2008-05-05,2240490720
2008-05-06,2262784160
2008-05-07,1914663519
2008-05-08,1965252480
2008-05-09,1971254559
2008-05-12,2006409599
2008-05-13,2004694720
2008-05-14,2032990240
2008-05-15,2008981920
2008-05-16,2020986080
2008-05-19,1997835200
2008-05-20,2008981920
2008-05-21,1998692640
2008-05-22,2019271200
2008-05-23,1984973599
2008-05-27,1999550080
2008-05-28,1999550080
2008-05-29,2016698880
2008-05-30,2040707200
2008-06-02,2009839360
2008-06-03,1987545920
2008-06-04,2017556320
2008-06-05,2052711360
2008-06-06,1982401280
2008-06-09,1980686400
2008-06-10,1966967360
2008-06-11,1946388800
2008-06-12,1966109920
2008-06-13,1993548000
2008-06-16,1996977760
2008-06-17,1995262880
2008-06-18,1980686400
2008-06-19,2002979840
2008-06-20,1934384640
2008-06-23,1940386720
2008-06-24,1909518880
2008-06-25,1924952800
2008-06-26,1882080800
2008-06-27,1873506400
2008-06-30,1855500160
2008-07-01,1891512640
2008-07-02,1863217120
2008-07-03,1844353440
2008-07-07,1828062080
2008-07-08,1832349280
2008-07-09,1768898720
2008-07-10,1797194240
2008-07-11,1794621920
2008-07-14,1756037120
2008-07-15,1763754080
2008-07-16,1804053760
2008-07-17,1847783200
2008-07-18,1859787360
2008-07-21,1819487680
2008-07-22,1822060000
2008-07-23,1828062080
2008-07-24,1810055840
2008-07-25,1820345120
2008-07-28,1780045440
2008-07-29,1828919519
2008-07-30,1883795680
2008-07-31,1851212960
2008-08-01,1827204640
2008-08-04,1834064160
2008-08-05,1872648960
2008-08-06,1936956960
2008-08-07,1934384640
2008-08-08,2025273280
2008-08-11,2065572960
2008-08-12,2070717599
2008-08-13,2033847680
2008-08-14,2009839360
2008-08-15,2014126559
2008-08-18,1967824800
2008-08-19,1906946559
2008-08-20,1745747840
2008-08-21,1723454400
2008-08-22,1714022559
2008-08-25,1708020480
2008-08-26,1702018400
2008-08-27,1710592800
2008-08-28,1719167200
2008-08-29,1717452320
2008-09-02,1718309760
2008-09-03,1715737440
2008-09-04,1701160960
2008-09-05,1744032960
2008-09-08,1761181760
2008-09-09,1748320160
2008-09-10,1757752000
2008-09-11,1729456480
2008-09-12,1736316000
2008-09-15,1712307680
2008-09-16,1757752000
2008-09-17,1659146400
2008-09-18,1789477280
2008-09-19,1804053760
2008-09-22,1769756160
2008-09-23,1745747840
2008-09-24,1714880000
2008-09-25,1762039200
2008-09-26,1777473120
2008-09-29,1700303519
2008-09-30,1714103619
2008-10-01,1712417340
2008-10-02,1647495560
2008-10-03,1580887500
2008-10-06,1548848180
2008-10-07,1474651859
2008-10-08,1444298820
2008-10-09,1362514240
2008-10-10,1431651720
2008-10-13,1535357940
2008-10-14,1515965720
2008-10-15,1359984820
2008-10-16,1418161480
2008-10-17,1458632200
2008-10-20,1557279580
2008-10-21,1500789200
2008-10-22,1383592740
2008-10-23,1312768980
2008-10-24,1311082700
2008-10-27,1252062900
2008-10-28,1416475200
2008-10-29,1413945780
2008-10-30,1496573500
2008-10-31,1602809140
2008-11-03,1559809000
2008-11-04,1609554260
2008-11-05,1475495000
2008-11-06,1396239840
2008-11-07,1502475480
2008-11-10,1520181420
2008-11-11,1548848180
2008-11-12,1496573500
2008-11-13,1586789480
2008-11-14,1493200940
2008-11-17,1472122440
2008-11-18,1471279300
2008-11-19,1362514240
2008-11-20,1304337580
2008-11-21,1411416359
2008-11-24,1499102920
2008-11-25,1497416640
2008-11-26,1544632480
2008-11-28,1552220740
2008-12-01,1392024140
2008-12-02,1462004760
2008-12-03,1488985240
2008-12-04,1432494859
2008-12-05,1526083400
2008-12-08,1560652140
2008-12-09,1559809000
2008-12-10,1556436440
2008-12-11,1495730359
2008-12-12,1535357940
2008-12-15,1505848040
2008-12-16,1575828660
2008-12-17,1572456099
2008-12-18,1553907020
2008-12-19,1591005180
2008-12-22,1564024700
2008-12-23,1571612960
2008-12-24,1564024700
2008-12-26,1563181560
2008-12-29,1535357940
2008-12-30,1593534599
2008-12-31,1608564930
2009-01-02,1620995880
2009-01-05,1603592550
2009-01-06,1626796990
2009-01-07,1615194769
2009-01-08,1625968260
2009-01-09,1611879850
2009-01-12,1572100810
2009-01-13,1581216839
2009-01-14,1522377010
2009-01-15,1547238910
2009-01-16,1572100810
2009-01-20,1504144950
2009-01-21,1537294150
2009-01-22,1508288600
2009-01-23,1484255430
2009-01-26,1489227810
2009-01-27,1508288600
2009-01-28,1551382560
2009-01-29,1523205740
2009-01-30,1475139400
2009-02-02,1500830030
2009-02-03,1515747170
2009-02-04,1371548150
2009-02-05,1417957030
2009-02-06,1480111780
2009-02-09,1483426700
2009-02-10,1410498460
2009-02-11,1419614490
2009-02-12,1430387980
2009-02-13,1427073060
2009-02-17,1385636560
2009-02-18,1374034339
2009-02-19,1362432120
2009-02-20,1348343710
2009-02-23,1298619910
2009-02-24,1346686250
2009-02-25,1313537050
2009-02-26,1309393400
2009-02-27,1320166890
2009-03-02,1281216580
2009-03-03,1256354680
2009-03-04,1265470710
2009-03-05,1220719290
2009-03-06,1226520400
2009-03-09,1189227550
2009-03-10,1255525950
2009-03-11,1249724840
2009-03-12,1295304990
2009-03-13,1283702770
2009-03-16,1262984520
2009-03-17,1313537050
2009-03-18,1354973550
2009-03-19,1350829900
2009-03-20,1312708320
2009-03-23,1372376880
2009-03-24,1335912760
2009-03-25,1354973550
2009-03-26,1387294019
2009-03-27,1349172440
2009-03-30,1330111650
2009-03-31,1363405440
2009-04-01,1453630800
2009-04-02,1477857980
2009-04-03,1477857980
2009-04-06,1472010040
2009-04-07,1422720260
2009-04-08,1436086980
2009-04-09,1505426840
2009-04-13,1481199660
2009-04-14,1462820420
2009-04-15,1463655840
2009-04-16,1500414320
