,JKHY
2009-04-17,1488718440
2009-04-20,1444441180
2009-04-21,1465326680
2009-04-22,1465326680
2009-04-23,1456137060
2009-04-24,1481199660
2009-04-27,1487883020
2009-04-28,1517958140
2009-04-29,1542185320
2009-04-30,1505426840
2009-05-01,1503756000
2009-05-04,1518793560
2009-05-05,1472010040
2009-05-06,1477857980
2009-05-07,1473680880
2009-05-08,1504591420
2009-05-11,1502085160
2009-05-12,1515451880
2009-05-13,1472845460
2009-05-14,1477857980
2009-05-15,1477022560
2009-05-18,1518793560
2009-05-19,1537172800
2009-05-20,1543856160
2009-05-21,1522970660
2009-05-22,1528818600
2009-05-26,1572260440
2009-05-27,1529654020
2009-05-28,1538008220
2009-05-29,1534666540
2009-06-01,1566412500
2009-06-02,1591475100
2009-06-03,1588133420
2009-06-04,1587298000
2009-06-05,1604841820
2009-06-08,1584791740
2009-06-09,1582285480
2009-06-10,1563070820
2009-06-11,1601500140
2009-06-12,1594816780
2009-06-15,1555552040
2009-06-16,1540514480
2009-06-17,1584791740
2009-06-18,1624056480
2009-06-19,1634916940
2009-06-22,1625727320
2009-06-23,1627398160
2009-06-24,1664156640
2009-06-25,1691725500
2009-06-26,1737673600
2009-06-29,1741850700
2009-06-30,1747284895
2009-07-01,1757389675
2009-07-02,1708549905
2009-07-06,1712760230
2009-07-07,1695076865
2009-07-08,1674025239
2009-07-09,1655499809
2009-07-10,1690866540
2009-07-13,1711918165
2009-07-14,1711918165
2009-07-15,1764968260
2009-07-16,1759915870
2009-07-17,1761600000
2009-07-20,1758231740
2009-07-21,1766652390
2009-07-22,1789388146
2009-07-23,1822228681
2009-07-24,1808755641
2009-07-27,1803703251
2009-07-28,1803703251
2009-07-29,1819702486
2009-07-30,1812965966
2009-07-31,1807913576
2009-08-03,1827281071
2009-08-04,1844122371
2009-08-05,1794440536
2009-08-06,1788546081
2009-08-07,1844122371
2009-08-10,1855911282
2009-08-11,1855911282
2009-08-12,1867700192
2009-08-13,1872752582
2009-08-14,1856753347
2009-08-17,1846648566
2009-08-18,1860121607
2009-08-19,1953590823
2009-08-20,1986431358
2009-08-21,1986431358
2009-08-24,1962853538
2009-08-25,1972958318
2009-08-26,1956117018
2009-08-27,1972958318
2009-08-28,1965379733
2009-08-31,1962853538
2009-09-01,1946854303
2009-09-02,1927486807
2009-09-03,1916539962
2009-09-04,1936749523
2009-09-08,1994852008
2009-09-09,2021798089
2009-09-10,2043691779
2009-09-11,2036113194
2009-09-14,2062217209
2009-09-15,2051270364
2009-09-16,2070637859
2009-09-17,2064743404
2009-09-18,2064743404
2009-09-21,2060533079
2009-09-22,2016745698
2009-09-23,2004114723
2009-09-24,1999904398
2009-09-25,2004956788
2009-09-28,1994009943
2009-09-29,1979694838
2009-09-30,1968428900
2009-10-01,1934042200
2009-10-02,1939074400
2009-10-05,1949977500
2009-10-06,1981848100
2009-10-07,1975138500
2009-10-08,1996944700
2009-10-09,2018750900
2009-10-12,2021267000
2009-10-13,2017912200
2009-10-14,2050621500
2009-10-15,2040557099
2009-10-16,2021267000
2009-10-19,2053976299
2009-10-20,2033008799
2009-10-21,2039718400
2009-10-22,2056492400
2009-10-23,2023783100
2009-10-26,2017073500
2009-10-27,2002815600
2009-10-28,1949977500
2009-10-29,1959203200
2009-10-30,1934880900
2009-11-02,1927332600
2009-11-03,1945784000
2009-11-04,1938235700
2009-11-05,2011202600
2009-11-06,2001976900
2009-11-09,2028815300
2009-11-10,2015396100
2009-11-11,2022105700
2009-11-12,1979332000
2009-11-13,1983525500
2009-11-16,2020428300
2009-11-17,2011202600
2009-11-18,2000299500
2009-11-19,1954171000
2009-11-20,1955009700
2009-11-23,1989396400
2009-11-24,1969267600
2009-11-25,1968428900
2009-11-27,1917268200
2009-11-30,1916429500
2009-12-01,1932364800
2009-12-02,1936558300
2009-12-03,1933203500
2009-12-04,1929848700
2009-12-07,1938235700
2009-12-08,1925655200
2009-12-09,1924816500
2009-12-10,1910558600
2009-12-11,1916429500
2009-12-14,1934042200
2009-12-15,1932364800
2009-12-16,1950816200
2009-12-17,1935719599
2009-12-18,1930687400
2009-12-21,1939913100
2009-12-22,1964235400
2009-12-23,1976815900
2009-12-24,1986880300
2009-12-28,1991912500
2009-12-29,1986041600
2009-12-30,1975138500
2009-12-31,1946212840
2010-01-04,2005928100
2010-01-05,1973967820
2010-01-06,1970603580
2010-01-07,1968921460
2010-01-08,1951259200
2010-01-11,1936120120
2010-01-12,1927709520
2010-01-13,1955464500
2010-01-14,1970603580
2010-01-15,1951259200
2010-01-19,1978173120
2010-01-20,1948736020
2010-01-21,1925186340
2010-01-22,1887338640
2010-01-25,1882292280
2010-01-26,1864630020
2010-01-27,1872199560
2010-01-28,1837716100
2010-01-29,1846967760
2010-02-01,1892385000
2010-02-02,1914252560
2010-02-03,1901636660
2010-02-04,1854537300
2010-02-05,1829305500
2010-02-08,1803232640
2010-02-09,1806596880
2010-02-10,1792298860
2010-02-11,1815848540
2010-02-12,1815007479
2010-02-16,1866312140
2010-02-17,1894067120
2010-02-18,1910047260
2010-02-19,1906683020
2010-02-22,1900795600
2010-02-23,1888179700
2010-02-24,1906683020
2010-02-25,1899113479
2010-02-26,1899113479
2010-03-01,1937802240
2010-03-02,1951259200
2010-03-03,1945371780
2010-03-04,1969762520
2010-03-05,1993312200
2010-03-08,1984060540
2010-03-09,1980696300
2010-03-10,1982378420
2010-03-11,1990789020
2010-03-12,2004245979
2010-03-15,2014338700
2010-03-16,2064802300
2010-03-17,2082464560
2010-03-18,2067325479
2010-03-19,2059755939
2010-03-22,2079100320
2010-03-23,2085828800
2010-03-24,2043775800
2010-03-25,2038729439
2010-03-26,2033683080
2010-03-29,2042934740
2010-03-30,2036206260
2010-03-31,2052943560
2010-04-01,2077688100
2010-04-05,2110965239
2010-04-06,2110965239
2010-04-07,2093046780
2010-04-08,2090487000
2010-04-09,2108405460
2010-04-12,2103285899
2010-04-13,2097313079
2010-04-14,2116084800
2010-04-15,2134003260
2010-04-16,2128883700
2010-04-19,2109258720
2010-04-20,2144242380
2010-04-21,2151068460
2010-04-22,2159601060
2010-04-23,2174106480
2010-04-26,2183492340
2010-04-27,2175813000
2010-04-28,2185198860
2010-04-29,2200557540
2010-04-30,2177519520
2010-05-03,2221035780
2010-05-04,2172399960
2010-05-05,2159601060
2010-05-06,2176666260
2010-05-07,2087073960
2010-05-10,2146802160
2010-05-11,2133150000
2010-05-12,2177519520
2010-05-13,2158747800
2010-05-14,2139122820
2010-05-17,2140829340
2010-05-18,2110965239
2010-05-19,2104992420
2010-05-20,2000894700
2010-05-21,2015400120
2010-05-24,1988095800
2010-05-25,1986389280
2010-05-26,2010280560
2010-05-27,2067448980
2010-05-28,2051237040
2010-06-01,2009427300
2010-06-02,2058916380
2010-06-03,2070862020
2010-06-04,1989802320
2010-06-07,1957378440
2010-06-08,1963351260
2010-06-09,1967617560
2010-06-10,2023079460
2010-06-11,2052943560
2010-06-14,2075128320
2010-06-15,2130590220
2010-06-16,2131443480
2010-06-17,2147655420
2010-06-18,2157041280
2010-06-21,2115231540
2010-06-22,2104139160
2010-06-23,2092193520
2010-06-24,2080247880
2010-06-25,2110111980
2010-06-28,2142535860
2010-06-29,2069155500
2010-06-30,2043194745
2010-07-01,2016670860
2010-07-02,2014104033
2010-07-06,2008970378
2010-07-07,2067151803
2010-07-08,2083408377
2010-07-09,2087686423
2010-07-12,2097953733
2010-07-13,2144156630
2010-07-14,2139878584
2010-07-15,2127900055
2010-07-16,2056028883
2010-07-19,2077419113
2010-07-20,2122766400
2010-07-21,2090253251
2010-07-22,2162980032
2010-07-23,2199771227
2010-07-26,2228861939
2010-07-27,2216027802
2010-07-28,2169824905
2010-07-29,2172391733
2010-07-30,2173247342
2010-08-02,2195493181
2010-08-03,2200626836
2010-08-04,2223728284
2010-08-05,2201482445
2010-08-06,2198060009
2010-08-09,2210038537
2010-08-10,2174958560
2010-08-11,2106509825
2010-08-12,2073141067
2010-08-13,2068863021
2010-08-16,2060306929
2010-08-17,2093675687
2010-08-18,2107365434
2010-08-19,2062018147
2010-08-20,2057740101
2010-08-23,2043194745
2010-08-24,2024371343
2010-08-25,2052606446
2010-08-26,2036349872
2010-08-27,2085119596
2010-08-30,2034638653
2010-08-31,2013248424
2010-09-01,2080841550
2010-09-02,2072285458
2010-09-03,2108221044
2010-09-07,2068007412
2010-09-08,2082552768
2010-09-09,2085119596
2010-09-10,2094531297
2010-09-13,2155279549
2010-09-14,2144156630
2010-09-15,2164691250
2010-09-16,2170680515
2010-09-17,2181803434
2010-09-20,2228861939
2010-09-21,2214316583
2010-09-22,2193781963
2010-09-23,2164691250
2010-09-24,2212605365
2010-09-27,2167258078
2010-09-28,2180947825
2010-09-29,2174102951
2010-09-30,2195308948
2010-10-01,2209083436
2010-10-04,2197891664
2010-10-05,2240076032
2010-10-06,2221997018
2010-10-07,2227162450
2010-10-08,2234910600
2010-10-11,2239215127
2010-10-12,2240076032
2010-10-13,2266764102
2010-10-14,2269346818
2010-10-15,2277955873
2010-10-18,2277094968
2010-10-19,2254711425
2010-10-20,2278816779
2010-10-21,2277094968
2010-10-22,2285704022
2010-10-25,2318418430
2010-10-26,2321001147
2010-10-27,2324444769
2010-10-28,2327027485
2010-10-29,2338219256
2010-11-01,2343384689
2010-11-02,2361463704
2010-11-03,2393317206
2010-11-04,2417422559
2010-11-05,2413978937
2010-11-08,2408813505
2010-11-09,2409674410
2010-11-10,2418283465
2010-11-11,2403648072
2010-11-12,2376960002
2010-11-15,2401926261
2010-11-16,2358020082
2010-11-17,2357159176
2010-11-18,2400204450
2010-11-19,2405369883
2010-11-22,2422587992
2010-11-23,2362324609
2010-11-24,2404508977
2010-11-26,2396760828
2010-11-29,2392456301
2010-11-30,2353715554
2010-12-01,2432057952
2010-12-02,2463050549
2010-12-03,2448415156
2010-12-06,2460467833
2010-12-07,2475103226
2010-12-08,2492321335
2010-12-09,2497486768
2010-12-10,2523313932
2010-12-13,2521592121
2010-12-14,2543114758
2010-12-15,2536227514
2010-12-16,2566359206
2010-12-17,2552584718
2010-12-20,2532783892
2010-12-21,2546558380
2010-12-22,2538810231
2010-12-23,2536227514
2010-12-27,2541392947
2010-12-28,2540532041
2010-12-29,2535366609
2010-12-30,2530201176
2010-12-31,2513254700
2011-01-03,2560674600
2011-01-04,2526187400
2011-01-05,2543431000
2011-01-06,2530498300
2011-01-07,2536533560
2011-01-10,2544293180
2011-01-11,2555501520
2011-01-12,2558950240
2011-01-13,2558950240
2011-01-14,2638270800
2011-01-18,2678793260
2011-01-19,2633959900
2011-01-20,2606370140
2011-01-21,2593437440
2011-01-24,2602921420
2011-01-25,2599472700
2011-01-26,2603783600
2011-01-27,2608094500
2011-01-28,2538257920
2011-01-31,2548604080
2011-02-01,2566709860
2011-02-02,2662411840
2011-02-03,2656376580
2011-02-04,2650341320
2011-02-07,2683104160
2011-02-08,2686552880
2011-02-09,2682241980
2011-02-10,2715004820
2011-02-11,2727937520
2011-02-14,2739145860
2011-02-15,2737421500
2011-02-16,2765011260
2011-02-17,2776219600
2011-02-18,2783979220
2011-02-22,2724488800
2011-02-23,2684828520
2011-02-24,2692588140
2011-02-25,2740008040
2011-02-28,2751216380
2011-03-01,2736559320
2011-03-02,2735697140
2011-03-03,2801222820
2011-03-04,2798636280
2011-03-07,2756389460
2011-03-08,2797774100
2011-03-09,2785703580
2011-03-10,2708969560
2011-03-11,2733110600
2011-03-14,2712418280
2011-03-15,2683966340
2011-03-16,2655514400
2011-03-17,2672758000
2011-03-18,2683104160
2011-03-21,2748629840
2011-03-22,2740870220
2011-03-23,2743456760
2011-03-24,2771908700
2011-03-25,2807258080
2011-03-28,2814155520
2011-03-29,2841745280
2011-03-30,2908995320
2011-03-31,2925893150
2011-04-01,2913806250
2011-04-04,2902582700
2011-04-05,2915532950
2011-04-06,2934526650
2011-04-07,2918122999
2011-04-08,2906036099
2011-04-11,2892222500
2011-04-12,2845601600
2011-04-13,2873228800
2011-04-14,2864595300
2011-04-15,2893949200
2011-04-18,2856825150
2011-04-19,2856825150
2011-04-20,2908626150
2011-04-21,2911216200
2011-04-25,2903446050
2011-04-26,2902582700
2011-04-27,2913806250
2011-04-28,2931073250
2011-04-29,2932799950
2011-05-02,2909489500
2011-05-03,2882725650
2011-05-04,2736819500
2011-05-05,2725595950
2011-05-06,2717825800
2011-05-09,2727322650
2011-05-10,2766173400
2011-05-11,2741999600
2011-05-12,2768763450
2011-05-13,2727322650
2011-05-16,2700558800
2011-05-17,2676385000
2011-05-18,2690198600
2011-05-19,2685881850
2011-05-20,2658254650
2011-05-23,2611633750
2011-05-24,2594366750
2011-05-25,2609907050
2011-05-26,2641851000
2011-05-27,2648757800
2011-05-31,2697105400
2011-06-01,2614223800
2011-06-02,2619403900
2011-06-03,2569329600
2011-06-06,2553789300
2011-06-07,2551199250
2011-06-08,2515801900
2011-06-09,2532205550
2011-06-10,2503715000
2011-06-13,2504578350
2011-06-14,2539112350
2011-06-15,2492491450
2011-06-16,2500261600
2011-06-17,2489038050
2011-06-20,2512348500
2011-06-21,2568466250
2011-06-22,2535658950
2011-06-23,2543429100
2011-06-24,2528752150
2011-06-27,2553789300
2011-06-28,2577099750
2011-06-29,2581416500
2011-06-30,2595409928
2011-07-01,2631733559
2011-07-05,2637787498
2011-07-06,2659408707
2011-07-07,2685354157
2011-07-08,2668922038
2011-07-11,2639517194
2011-07-12,2633463256
2011-07-13,2647300829
2011-07-14,2616166289
2011-07-15,2618760834
2011-07-18,2554762055
2011-07-19,2623085075
2011-07-20,2609247502
2011-07-21,2639517194
2011-07-22,2620490530
2011-07-25,2606652957
2011-07-26,2559951145
2011-07-27,2519303272
2011-07-28,2516708727
2011-07-29,2503736002
2011-08-01,2459628735
2011-08-02,2349792994
2011-08-03,2360171174
2011-08-04,2264173006
2011-08-05,2284064518
2011-08-08,2130986359
2011-08-09,2290118457
2011-08-10,2143094236
2011-08-11,2316063908
2011-08-12,2346333600
2011-08-15,2374873596
2011-08-16,2384386928
2011-08-17,2444926313
2011-08-18,2270226945
2011-08-19,2238227555
2011-08-22,2280605125
2011-08-23,2383522080
2011-08-24,2400819047
2011-08-25,2385251776
2011-08-26,2446656010
2011-08-29,2509789940
2011-08-30,2518438424
2011-08-31,2528816604
2011-09-01,2510654789
2011-09-02,2452709948
2011-09-06,2430223891
2011-09-07,2503736002
2011-09-08,2470006916
2011-09-09,2420710559
2011-09-12,2463088129
2011-09-13,2507195395
2011-09-14,2543519026
2011-09-15,2550437813
2011-09-16,2553032358
2011-09-19,2553897207
2011-09-20,2523627514
2011-09-21,2502006305
2011-09-22,2450980252
2011-09-23,2470006916
2011-09-26,2522762666
2011-09-27,2532275998
2011-09-28,2450115403
2011-09-29,2525357211
2011-09-30,2511510113
2011-10-03,2389314487
2011-10-04,2507176935
2011-10-05,2552241989
2011-10-06,2592107229
2011-10-07,2573041244
2011-10-10,2632839104
2011-10-11,2627639290
2011-10-12,2670104437
2011-10-13,2681370701
2011-10-14,2730768933
2011-10-17,2691770328
2011-10-18,2712569584
2011-10-19,2665771259
2011-10-20,2697836778
2011-10-21,2756768002
2011-10-24,2813965955
2011-10-25,2756768002
2011-10-26,2772367444
2011-10-27,2904096063
2011-10-28,2876363722
2011-10-31,2808766141
2011-11-01,2671837708
2011-11-02,2739435289
2011-11-03,2859031009
2011-11-04,2832165304
2011-11-07,2855564466
2011-11-08,2884163443
2011-11-09,2783633707
2011-11-10,2827832125
2011-11-11,2904096063
2011-11-14,2865097458
2011-11-15,2895429706
2011-11-16,2853831195
2011-11-17,2811366048
2011-11-18,2796633242
2011-11-21,2735968747
2011-11-22,2721235941
2011-11-23,2646705275
2011-11-25,2638905554
2011-11-28,2745501739
2011-11-29,2750701553
2011-11-30,2878096993
2011-12-01,2848631381
2011-12-02,2852964559
2011-12-05,2865964094
2011-12-06,2881563536
2011-12-07,2899762884
2011-12-08,2839965025
2011-12-09,2929228496
2011-12-12,2874630451
2011-12-13,2829565397
2011-12-14,2826098854
2011-12-15,2851231288
2011-12-16,2896296342
2011-12-19,2850364652
2011-12-20,2946561210
2011-12-21,2918828869
2011-12-22,2933561675
2011-12-23,2948294481
2011-12-27,2964760558
2011-12-28,2913629055
2011-12-29,2937028217
2011-12-30,2912762419
2012-01-03,2938124160
2012-01-04,2862587280
2012-01-05,2859982560
2012-01-06,2829594160
2012-01-09,2844354240
2012-01-10,2865192000
2012-01-11,2873006160
2012-01-12,2881688560
2012-01-13,2846958960
2012-01-17,2883425040
2012-01-18,2919891120
2012-01-19,2943333600
2012-01-20,2945070080
2012-01-23,2940728880
2012-01-24,2969380800
2012-01-25,2995428000
2012-01-26,2987613839
2012-01-27,2986745600
2012-01-30,2978063199
2012-01-31,2969380800
2012-02-01,2998900960
2012-02-02,2978063199
2012-02-03,3055336560
2012-02-06,3037971760
2012-02-07,3040576480
2012-02-08,3018870480
2012-02-09,3024948160
2012-02-10,2985009120
2012-02-13,3013661040
2012-02-14,3030157600
2012-02-15,2990218560
2012-02-16,3004110400
2012-02-17,2944201839
2012-02-21,2910340480
2012-02-22,2899053360
2012-02-23,2933782960
2012-02-24,2919022880
2012-02-27,2919022880
2012-02-28,2931178240
2012-02-29,2929441760
2012-03-01,2925968800
2012-03-02,2905999280
2012-03-05,2889502720
2012-03-06,2863455519
2012-03-07,2912945199
2012-03-08,2925100560
2012-03-09,2925100560
2012-03-12,2938124160
2012-03-13,2995428000
2012-03-14,2978063199
2012-03-15,2965039600
2012-03-16,2937255920
2012-03-19,2945938320
2012-03-20,2924232320
2012-03-21,2953752480
2012-03-22,2934651199
2012-03-23,2945938320
2012-03-26,2997164480
2012-03-27,2997164480
2012-03-28,2989350320
2012-03-29,2971117280
2012-03-30,2962434880
2012-04-02,2956004440
2012-04-03,2939658665
2012-04-04,2906106810
2012-04-05,2910408330
2012-04-09,2858790092
2012-04-10,2826958845
2012-04-11,2867393132
2012-04-12,2883738907
2012-04-13,2833841277
2012-04-16,2836422189
2012-04-17,2893202251
2012-04-18,2887180123
2012-04-19,2847606140
2012-04-20,2871694651
2012-04-23,2852767964
2012-04-24,2852767964
2012-04-25,2907827418
2012-04-26,2938798361
2012-04-27,2954283832
2012-04-30,2921592282
2012-05-01,2937077753
2012-05-02,2894062555
2012-05-03,2854488572
2012-05-04,2812333677
2012-05-07,2821797021
2012-05-08,2858790092
2012-05-09,2845025228
2012-05-10,2859650396
2012-05-11,2859650396
2012-05-14,2839003101
2012-05-15,2848466444
2012-05-16,2848466444
2012-05-17,2812333677
2012-05-18,2799429118
2012-05-21,2844164924
2012-05-22,2850187052
2012-05-23,2848466444
2012-05-24,2864812220
2012-05-25,2850187052
2012-05-29,2866532828
2012-05-30,2839003101
2012-05-31,2839863404
2012-06-01,2794267294
2012-06-04,2809752766
2012-06-05,2815774893
2012-06-06,2884599211
2012-06-07,2920731978
2012-06-08,2936217449
2012-06-11,2925893801
2012-06-12,2942239577
2012-06-13,2918151066
2012-06-14,2905246506
2012-06-15,2931915929
2012-06-18,2924173194
2012-06-19,2928474713
2012-06-20,2924173194
2012-06-21,2850187052
2012-06-22,2849326748
2012-06-25,2829539757
2012-06-26,2831260365
2012-06-27,2875135867
2012-06-28,2898364074
2012-06-29,2969769304
2012-07-02,3013426187
2012-07-03,3039270323
2012-07-05,3052192390
2012-07-06,3012564716
2012-07-09,2999642648
2012-07-10,2982413225
2012-07-11,2990166465
2012-07-12,2986720581
2012-07-13,3037547380
2012-07-16,3004811475
2012-07-17,3006534418
2012-07-18,3032378553
2012-07-19,3019456485
2012-07-20,2993612350
2012-07-23,2968629686
2012-07-24,2968629686
2012-07-25,2972937042
2012-07-26,2997919706
2012-07-27,3039270323
2012-07-30,3002227062
2012-07-31,2991889408
2012-08-01,2963460859
2012-08-02,2956569089
2012-08-03,3022040899
2012-08-06,3021179428
2012-08-07,3035824438
2012-08-08,3072867699
2012-08-09,3064252987
2012-08-10,3096988892
2012-08-13,3093543007
2012-08-14,3092681536
2012-08-15,3183997481
2012-08-16,3196058077
2012-08-17,3193473664
2012-08-20,3171075413
2012-08-21,3212426030
2012-08-22,3198642491
2012-08-23,3186581894
2012-08-24,3190027779
2012-08-27,3187443366
2012-08-28,3194335135
2012-08-29,3194335135
2012-08-30,3167629528
2012-08-31,3183997481
2012-09-04,3240854579
2012-09-05,3230516925
2012-09-06,3282205195
2012-09-07,3258084002
2012-09-10,3239993107
2012-09-11,3225348097
2012-09-12,3227071040
2012-09-13,3235685752
2012-09-14,3246884877
2012-09-17,3230516925
2012-09-18,3229655453
2012-09-19,3236547223
2012-09-20,3241716050
2012-09-21,3255499589
2012-09-24,3249469290
2012-09-25,3234824280
2012-09-26,3221040742
2012-09-27,3252053704
2012-09-28,3260668416
2012-10-01,3261731246
2012-10-02,3281541074
2012-10-03,3304796090
2012-10-04,3317715543
2012-10-05,3306518683
2012-10-08,3323744621
2012-10-09,3292737934
2012-10-10,3285847559
2012-10-11,3273789402
2012-10-12,3260869949
2012-10-15,3297905715
2012-10-16,3347860933
2012-10-17,3357335199
2012-10-18,3332357590
2012-10-19,3313409058
2012-10-22,3303073496
2012-10-23,3296183121
2012-10-24,3269482918
2012-10-25,3272928106
2012-10-26,3266037731
2012-10-31,3272928106
2012-11-01,3404706527
2012-11-02,3356473902
2012-11-05,3322022027
2012-11-06,3381451511
2012-11-07,3326328511
2012-11-08,3336664074
2012-11-09,3353890011
2012-11-12,3304796090
2012-11-13,3286708855
2012-11-14,3224695481
2012-11-15,3231585856
2012-11-16,3249673090
2012-11-19,3297905715
2012-11-20,3305657387
2012-11-21,3306518683
2012-11-23,3312547762
2012-11-26,3322022027
2012-11-27,3327189808
2012-11-28,3325467215
2012-11-29,3319438136
2012-11-30,3347860933
2012-12-03,3337525371
2012-12-04,3346999636
2012-12-05,3350444824
2012-12-06,3343554449
2012-12-07,3346999636
2012-12-10,3357335199
2012-12-11,3373699839
2012-12-12,3359057793
2012-12-13,3334080183
2012-12-14,3311686465
2012-12-17,3388341886
2012-12-18,3415042089
2012-12-19,3416764683
2012-12-20,3424516355
2012-12-21,3408151714
2012-12-24,3430545433
2012-12-26,3366809464
2012-12-27,3390925777
2012-12-28,3378867621
2012-12-31,3380100653
2013-01-02,3516992147
2013-01-03,3522157863
2013-01-04,3529906439
2013-01-07,3535933108
2013-01-08,3519575005
2013-01-09,3553152164
2013-01-10,3542820730
2013-01-11,3534211202
2013-01-14,3552291211
2013-01-15,3542820730
2013-01-16,3541098825
2013-01-17,3547986447
2013-01-18,3566066456
2013-01-22,3604809331
2013-01-23,3588451228
2013-01-24,3589312181
2013-01-25,3573815031
2013-01-28,3576397889
2013-01-29,3565205503
2013-01-30,3560039786
2013-01-31,3571232172
2013-02-01,3593616945
2013-02-04,3588451228
2013-02-05,3626333151
2013-02-06,3793357992
2013-02-07,3794218945
2013-02-08,3772695125
2013-02-11,3751171306
2013-02-12,3742561778
2013-02-13,3741700825
2013-02-14,3733091297
2013-02-15,3741700825
2013-02-19,3774417031
2013-02-20,3755476069
2013-02-21,3746005589
2013-02-22,3759780833
2013-02-25,3725342722
2013-02-26,3754615117
2013-02-27,3776999889
2013-02-28,3764085597
2013-03-01,3782165606
2013-03-04,3808855142
2013-03-05,3863095168
2013-03-06,3868260885
2013-03-07,3853624688
2013-03-08,3874287555
2013-03-11,3874287555
2013-03-12,3860512310
2013-03-13,3856207546
2013-03-14,3869121838
2013-03-15,3900977091
2013-03-18,3881175177
2013-03-19,3898394233
2013-03-20,3941441872
2013-03-21,3897533280
2013-03-22,3929388533
2013-03-25,3906142808
2013-03-26,3941441872
2013-03-27,3938859014
2013-03-28,3978462842
2013-04-01,3907397886
2013-04-02,3910807483
2013-04-03,3848582342
2013-04-04,3835796355
2013-04-05,3784652403
2013-04-08,3805109984
2013-04-09,3790619197
2013-04-10,3872449520
2013-04-11,3903135891
2013-04-12,3863073129
2013-04-15,3759080427
2013-04-16,3807667181
2013-04-17,3788062000
2013-04-18,3741180044
2013-04-19,3751408835
2013-04-22,3765047222
2013-04-23,3824715165
2013-04-24,3819600770
2013-04-25,3842615548
2013-04-26,3823862766
2013-04-29,3846877544
2013-04-30,3955132241
2013-05-01,3869892322
2013-05-02,3895464298
2013-05-03,3921036274
2013-05-06,3952575044
2013-05-07,4036962563
2013-05-08,4058272543
2013-05-09,4033552967
2013-05-10,4042076958
2013-05-13,4026733773
2013-05-14,4089811313
2013-05-15,4079582523
2013-05-16,4028438571
2013-05-17,4065091737
2013-05-20,4039519761
2013-05-21,4034405366
2013-05-22,3968770628
2013-05-23,3982409015
2013-05-24,3961951435
2013-05-28,3996899801
2013-05-29,3961099035
2013-05-30,3996047402
2013-05-31,4000309398
2013-06-03,3976442221
2013-06-04,3944051052
2013-06-05,3894611899
2013-06-06,3922741072
2013-06-07,3997752201
2013-06-10,4023324176
2013-06-11,4008833390
2013-06-12,3995195003
2013-06-13,4048896152
2013-06-14,4026733773
2013-06-17,4048896152
2013-06-18,4096630507
2013-06-19,4054862946
2013-06-20,4003718995
2013-06-21,4033552967
2013-06-24,3990080608
2013-06-25,3988375810
2013-06-26,3999456999
2013-06-27,4059124942
2013-06-28,4017357382
2013-07-01,4097343209
2013-07-02,4063113107
2013-07-03,4042575046
2013-07-05,4109323745
2013-07-08,4162380403
2013-07-09,4176928196
2013-07-10,4212014051
2013-07-11,4244532648
2013-07-12,4249667163
2013-07-15,4235119369
2013-07-16,4200033515
2013-07-17,4191475989
2013-07-18,4169226423
2013-07-19,4150399867
2013-07-22,4151255620
2013-07-23,4131573311
2013-07-24,4099054714
2013-07-25,4107612240
2013-07-26,4089641436
2013-07-29,4107612240
2013-07-30,4130717558
2013-07-31,4133284816
2013-08-01,4234263617
2013-08-02,4243676895
2013-08-05,4265070709
2013-08-06,4248811410
2013-08-07,4260791946
2013-08-08,4288176028
2013-08-09,4264214956
2013-08-12,4332675160
2013-08-13,4344655696
2013-08-14,4421673425
2013-08-15,4339521181
2013-08-16,4318983119
2013-08-19,4303579573
2013-08-20,4309569841
2013-08-21,4271916729
2013-08-22,4315560109
2013-08-23,4311281346
2013-08-26,4321550377
2013-08-27,4239398132
2013-08-28,4263359204
2013-08-29,4296733553
2013-08-30,4270205224
2013-09-03,4253945926
2013-09-04,4298445058
2013-09-05,4336098170
2013-09-06,4355780479
2013-09-09,4387443323
2013-09-10,4412260147
2013-09-11,4409692890
2013-09-12,4378885798
2013-09-13,4376318540
2013-09-16,4401991117
2013-09-17,4438788476
2013-09-18,4419106168
2013-09-19,4414827405
2013-09-20,4422529178
2013-09-23,4382308808
2013-09-24,4384876066
2013-09-25,4363482252
2013-09-26,4420817673
2013-09-27,4402846869
2013-09-30,4422937128
2013-10-01,4457183640
2013-10-02,4445197361
2013-10-03,4434923407
2013-10-04,4483724688
2013-10-07,4413519337
2013-10-08,4375848173
2013-10-09,4360437242
2013-10-10,4531669806
2013-10-11,4551361551
2013-10-14,4589888878
2013-10-15,4522252015
2013-10-16,4591601203
2013-10-17,4633553181
2013-10-18,4657525740
2013-10-21,4689203765
2013-10-22,4701190044
2013-10-23,4674648997
2013-10-24,4717457138
2013-10-25,4721737952
2013-10-28,4705470858
2013-10-29,4730299580
2013-10-30,4685779113
2013-10-31,4675505160
2013-11-01,4664375043
2013-11-04,4692628416
2013-11-05,4643827135
2013-11-06,4731155743
2013-11-07,4692628416
2013-11-08,4750847488
2013-11-11,4766258418
2013-11-12,4785094000
2013-11-13,4810778885
2013-11-14,4821909002
2013-11-15,4855299352
2013-11-18,4864717143
2013-11-19,4857867840
2013-11-20,4861292491
2013-11-21,4876703422
2013-11-22,4867285631
2013-11-25,4857867840
2013-11-26,4891258190
2013-11-27,4877559585
2013-11-29,4860436329
2013-12-02,4867285631
