,CPRI
2021-03-22,8052355287
2021-03-23,7469092172
2021-03-24,7275678497
2021-03-25,7449448596
2021-03-26,7582420498
2021-03-29,7158575592
2021-03-30,7539882092
2021-03-31,7716917253
2021-04-01,7471791646
2021-04-05,7595867570
2021-04-06,7626129991
2021-04-07,7677576106
2021-04-08,7895465534
2021-04-09,8099736873
2021-04-12,8155722351
2021-04-13,7992305280
2021-04-14,7945398528
2021-04-15,8110328720
2021-04-16,8145130504
2021-04-19,7895465534
2021-04-20,7660931774
2021-04-21,7922701713
2021-04-22,7949937891
2021-04-23,8140591141
2021-04-26,7992305280
2021-04-27,8369072416
2021-04-28,8364533053
2021-04-29,8378151143
2021-04-30,8334270633
2021-05-03,8686827833
2021-05-04,8709524648
2021-05-05,8888072930
2021-05-06,8704985285
2021-05-07,9003070128
2021-05-10,8586961845
2021-05-11,8409926684
2021-05-12,7968095343
2021-05-13,8122433689
2021-05-14,8603606176
2021-05-17,8757944521
2021-05-18,8593014329
2021-05-19,8332757512
2021-05-20,8111841841
2021-05-21,7919675471
2021-05-24,8042238274
2021-05-25,8010462732
2021-05-26,8261640823
2021-05-27,8535515730
2021-05-28,8580909361
2021-06-01,8514332035
2021-06-02,8249535855
2021-06-03,8123946810
2021-06-04,8148156746
2021-06-07,8311573817
2021-06-08,8450780952
2021-06-09,8254075218
2021-06-10,8058882605
2021-06-11,8458346557
2021-06-14,8237430887
2021-06-15,8296442607
2021-06-16,8370585537
2021-06-17,8108815599
2021-06-18,7909083623
2021-06-21,8070987574
2021-06-22,8187497893
2021-06-23,8252562097
2021-06-24,8400847958
2021-06-25,8512818914
2021-06-28,8286987103
2021-06-29,8235354784
2021-06-30,8684859674
2021-07-01,8596781013
2021-07-02,8537555707
2021-07-06,8321914848
2021-07-07,8054641670
2021-07-08,7948339838
2021-07-09,8327989238
2021-07-12,8242947772
2021-07-13,8065271853
2021-07-14,7846593799
2021-07-15,7623359952
2021-07-16,7280156894
2021-07-19,7078183413
2021-07-20,7539837084
2021-07-21,7810147456
2021-07-22,7556541657
2021-07-23,7592988000
2021-07-26,7760033736
2021-07-27,7614248366
2021-07-28,7504909339
2021-07-29,7600580988
2021-07-30,8551223085
2021-08-02,8683341076
2021-08-03,9020469744
2021-08-04,8861016996
2021-08-05,8898981936
2021-08-06,8980986206
2021-08-09,8857979800
2021-08-10,9090325233
2021-08-11,9094881026
2021-08-12,9169292308
2021-08-13,8996172182
2021-08-16,8785087116
2021-08-17,8390251740
2021-08-18,8406956313
2021-08-19,8047048682
2021-08-20,8250540760
2021-08-23,8662080710
2021-08-24,9195108468
2021-08-25,9103992612
2021-08-26,8739529188
2021-08-27,8867091386
2021-08-30,8645376136
2021-08-31,8581595037
2021-09-01,8678785284
2021-09-02,8640820344
2021-09-03,8611966989
2021-09-07,8634745953
2021-09-08,8422142289
2021-09-09,8487441986
2021-09-10,8208020028
2021-09-13,8198908442
2021-09-14,8030344108
2021-09-15,7864816970
2021-09-16,8018195328
2021-09-17,7993897766
2021-09-20,7735736174
2021-09-21,7741810564
2021-09-22,7975674595
2021-09-23,8185241064
2021-09-24,7981748985
2021-09-27,7935026705
2021-09-28,7861665137
2021-09-29,7667032406
2021-09-30,7247823448
2021-10-01,7460422277
2021-10-04,7466410976
2021-10-05,7491862949
2021-10-06,7255309323
2021-10-07,7628105860
2021-10-08,7442456179
2021-10-11,7397540933
2021-10-12,7628105860
2021-10-13,7773331821
2021-10-14,7747879848
2021-10-15,7852682088
2021-10-18,7828727290
2021-10-19,7680506980
2021-10-20,7749377023
2021-10-21,7876636885
2021-10-22,7858670787
2021-10-25,7948501278
2021-10-26,8155111407
2021-10-27,7884122760
2021-10-28,8059292217
2021-10-29,7970958901
2021-11-01,8318303466
2021-11-02,8313811942
2021-11-03,9619348411
2021-11-04,9965195801
2021-11-05,9778048945
2021-11-08,9691212804
2021-11-09,9643303208
2021-11-10,9471128101
2021-11-11,9611862537
2021-11-12,9483105499
2021-11-15,9590902089
2021-11-16,9787031994
2021-11-17,9511551822
2021-11-18,9643303208
2021-11-19,9370817386
2021-11-22,9584913389
2021-11-23,9590902089
2021-11-24,9542992493
2021-11-26,9215111201
2021-11-29,9017484121
2021-11-30,8866269461
2021-12-01,8828840090
2021-12-02,9439687429
2021-12-03,9207625327
2021-12-06,9535506619
2021-12-07,9984659074
2021-12-08,9869376611
2021-12-09,9882851184
2021-12-10,9818472666
2021-12-13,9355845637
2021-12-14,9442681778
2021-12-15,9471128101
2021-12-16,9171693131
2021-12-17,9203133802
2021-12-20,8783924844
2021-12-21,9132766585
2021-12-22,9195647928
2021-12-23,9236071649
2021-12-27,9248746700
2021-12-28,9202035858
2021-12-29,9343628097
2021-12-30,9409315219
2021-12-31,9475002340
2022-01-03,9639950001
2022-01-04,9803437947
2022-01-05,9536310320
2022-01-06,9575722593
2022-01-07,9026870201
2022-01-10,8527648078
2022-01-11,8815211698
2022-01-12,8762662001
2022-01-13,8902794527
2022-01-14,8476558094
2022-01-18,8332046427
2022-01-19,8247383026
2022-01-20,7927705702
2022-01-21,7825525735
2022-01-24,8216729036
2022-01-25,8267819019
2022-01-26,7981715113
2022-01-27,8145203059
2022-01-28,8330586713
2022-01-31,8768500856
2022-02-01,8975780217
2022-02-02,9677902560
2022-02-03,9415154074
2022-02-04,9510035472
2022-02-07,9463324630
2022-02-08,9972764749
2022-02-09,10212157814
2022-02-10,10217996670
2022-02-11,9797599092
2022-02-14,9750888250
2022-02-15,10209238387
2022-02-16,10328934919
2022-02-17,9946489901
2022-02-18,9898319345
2022-02-22,9819494799
2022-02-23,9780082527
2022-02-24,9638490287
2022-02-25,10067646147
2022-02-28,9888101348
2022-03-01,9702717695
2022-03-02,10098300137
2022-03-03,9400556936
2022-03-04,7961279119
2022-03-07,6738038946
2022-03-08,6800806640
2022-03-09,7355497888
2022-03-10,7327763326
2022-03-11,7199308510
2022-03-14,7194929369
2022-03-15,7321924470
2022-03-16,7984634540
2022-03-17,8075136796
2022-03-18,8110169928
2022-03-21,7958359692
2022-03-22,8006530247
2022-03-23,7834284018
2022-03-24,7796331459
2022-03-25,7864938008
2022-03-28,7848881156
2022-03-29,8299932723
2022-03-30,7953980550
2022-03-31,7501469269
2022-04-01,7443080717
2022-04-04,7196437946
2022-04-05,6996339789
2022-04-06,6814690399
2022-04-07,6767858916
2022-04-08,6791984225
2022-04-11,6902676823
2022-04-12,7046009544
2022-04-13,7196437946
2022-04-14,7067296582
2022-04-18,7068715718
2022-04-19,7399374374
2022-04-20,7389440423
2022-04-21,7193599674
2022-04-22,6888485464
2022-04-25,6904095958
2022-04-26,6596143477
2022-04-27,6730961383
2022-04-28,6936736083
2022-04-29,6769278052
2022-05-02,6949508306
2022-05-03,6840234845
2022-05-04,6888485464
2022-05-05,6383273098
2022-05-06,6261227414
2022-05-09,5873803324
2022-05-10,5834067520
2022-05-11,5294795893
2022-05-12,5780140357
2022-05-13,6102284198
2022-05-16,6129247779
2022-05-17,6398883592
2022-05-18,6031327405
2022-05-19,6052614442
2022-05-20,5914958264
2022-05-23,5980238514
2022-05-24,5557336027
2022-05-25,6086673703
2022-05-26,6510995325
2022-05-27,6750829286
2022-05-31,6916868181
2022-06-01,6992082382
2022-06-02,6960861393
2022-06-03,7053105224
2022-06-06,7247526837
2022-06-07,7397955238
2022-06-08,7331255852
2022-06-09,7152444734
2022-06-10,6847330524
2022-06-13,6482612608
2022-06-14,6581952118
2022-06-15,6728123112
2022-06-16,6197366300
2022-06-17,6386111370
2022-06-21,6367662603
2022-06-22,6210138523
2022-06-23,6259808278
2022-06-24,6530863227
2022-06-27,6344956430
2022-06-28,6279676180
2022-06-29,5967466291
2022-06-30,5819876161
2022-07-01,5851097150
2022-07-05,5708131360
2022-07-06,5656437129
2022-07-07,5865934800
2022-07-08,5855051804
2022-07-11,5674121997
2022-07-12,5818321693
2022-07-13,5799276450
2022-07-14,5705410611
2022-07-15,5810159446
2022-07-18,5928512027
2022-07-19,6297173514
2022-07-20,6554284292
2022-07-21,6585572906
2022-07-22,6493067440
2022-07-25,6586933280
2022-07-26,6272686773
2022-07-27,6576050284
2022-07-28,6615501144
2022-07-29,6622303017
2022-08-01,6678078371
2022-08-02,6524356054
2022-08-03,6720249980
2022-08-04,6710727359
2022-08-05,6747457470
2022-08-08,6936549524
2022-08-09,6610059646
2022-08-10,6808674322
2022-08-11,6910702409
2022-08-12,7019532368
2022-08-15,7071226599
2022-08-16,7272562023
2022-08-17,7318814756
2022-08-18,7325616628
2022-08-19,7060343603
2022-08-22,6777385709
2022-08-23,6868530800
2022-08-24,6905260911
2022-08-25,7050820981
2022-08-26,6718889606
2022-08-29,6676717996
2022-08-30,6686240618
2022-08-31,6418246843
2022-09-01,6461778827
2022-09-02,6501229687
2022-09-06,6284930143
2022-09-07,6518914556
2022-09-08,6569248412
2022-09-09,6770583836
2022-09-12,6913423158
2022-09-13,6529797552
2022-09-14,6306696135
2022-09-15,6275407522
2022-09-16,6052306106
2022-09-19,6150253069
2022-09-20,5966602513
2022-09-21,5899944163
2022-09-22,5750302969
2022-09-23,5467345075
2022-09-26,5259207778
2022-09-27,5271451148
2022-09-28,5410209346
2022-09-29,5332668000
2022-09-30,5229279539
2022-10-03,5169453695
2022-10-04,5580484534
2022-10-05,5656505912
2022-10-06,5617850974
2022-10-07,5411691306
2022-10-10,5311188467
2022-10-11,5431018774
2022-10-12,5440038260
2022-10-13,5403960318
2022-10-14,5307322973
2022-10-17,5575330543
2022-10-18,5704180336
2022-10-19,5510905646
2022-10-20,5476116202
2022-10-21,5668102394
2022-10-24,5565022559
2022-10-25,5872973564
2022-10-26,5866531075
2022-10-27,5875550560
2022-10-28,5943840951
2022-10-31,5885858544
2022-11-01,5991515374
2022-11-02,5705468834
2022-11-03,5736392784
2022-11-04,6139692636
2022-11-07,6057228768
2022-11-08,6046920785
2022-11-09,5780201713
2022-11-10,6320082346
2022-11-11,6926964871
2022-11-14,6706631725
2022-11-15,6959177319
2022-11-16,6773633618
2022-11-17,6866405468
2022-11-18,6774922115
2022-11-21,6635764339
2022-11-22,6866405468
2022-11-23,6884444439
2022-11-25,6867693966
2022-11-28,6968196805
2022-11-29,7193683943
2022-11-30,7389535628
2022-12-01,7563482849
2022-12-02,7612445770
2022-12-05,7510654433
2022-12-06,7460403014
2022-12-07,7402420607
2022-12-08,7586675811
2022-12-09,7345726698
2022-12-12,7477153487
2022-12-13,7555751861
2022-12-14,7573790832
2022-12-15,7502923446
2022-12-16,7392112624
2022-12-19,7183375959
2022-12-20,7140855528
2022-12-21,7363765669
2022-12-22,7210434416
2022-12-23,7176933470
2022-12-27,7270993818
2022-12-28,7160182997
2022-12-29,7370208159
2022-12-30,7385670134
2023-01-03,7124612863
2023-01-04,7408265444
2023-01-05,7408265444
2023-01-06,7572290632
2023-01-09,7556258095
2023-01-10,7675885488
2023-01-11,7794279608
2023-01-12,7859643029
2023-01-13,7921306634
2023-01-17,7814011962
2023-01-18,7814011962
2023-01-19,7589556441
2023-01-20,7790579792
2023-01-23,7943505531
2023-01-24,7895407920
2023-01-25,7852243397
2023-01-26,7911440457
2023-01-27,7971870789
2023-01-30,7943505531
2023-01-31,8200026126
2023-02-01,8433114551
2023-02-02,8389950028
2023-02-03,8381317123
2023-02-06,8153161786
2023-02-07,8183993589
2023-02-08,6253922768
2023-02-09,6097297212
2023-02-10,6147861368
2023-02-13,6315586372
2023-02-14,6314353100
2023-02-15,6319286189
2023-02-16,6214458061
2023-02-17,6205825156
2023-02-21,5957937466
2023-02-22,6102230301
2023-02-23,6172526810
2023-02-24,6192259163
2023-02-27,6165127177
2023-02-28,6113329750
2023-03-01,6076331587
2023-03-02,6137995191
2023-03-03,6139228464
2023-03-06,5930805480
2023-03-07,5829677169
2023-03-08,5722382497
2023-03-09,5454762454
2023-03-10,5288270721
2023-03-13,5055182296
2023-03-14,5174809689
2023-03-15,5105746452
2023-03-16,5160010424
2023-03-17,5230306933
2023-03-20,5284570905
2023-03-21,5448596093
2023-03-22,5345001238
2023-03-23,5354867414
2023-03-24,5353634142
2023-03-27,5368433407
2023-03-28,5522592419
2023-03-29,5657019076
2023-03-30,5652085988
2023-03-31,5796378823
2023-04-03,5522824185
2023-04-04,5399520647
2023-04-05,5242161846
2023-04-06,5035481630
2023-04-10,5116509669
2023-04-11,5135298779
2023-04-12,5046050504
2023-04-13,5163482445
2023-04-14,5225721374
2023-04-17,5196363389
2023-04-18,5282088706
2023-04-19,5309098052
2023-04-20,5365465384
2023-04-21,5323189885
2023-04-24,5284437345
2023-04-25,4981462937
2023-04-26,4859333718
2023-04-27,4861682357
2023-04-28,4873425551
2023-05-01,4856985079
2023-05-02,4672616932
2023-05-03,4602157767
2023-05-04,4386082996
2023-05-05,4498817659
2023-05-08,4437753050
2023-05-09,4377862760
2023-05-10,4339110219
2023-05-11,4477679910
2023-05-12,4605680726
2023-05-15,4726635625
2023-05-16,4591588893
2023-05-17,4750122013
2023-05-18,4819406858
2023-05-19,4643258947
2023-05-22,4635038711
2023-05-23,4595111851
2023-05-24,4623295517
2023-05-25,4604506406
2023-05-26,4693754681
2023-05-30,4647956224
2023-05-31,4121861129
2023-06-01,4043181728
2023-06-02,4239293070
2023-06-05,4191145974
2023-06-06,4368468205
2023-06-07,4568102504
2023-06-08,4476505590
2023-06-09,4344981817
2023-06-12,4288614485
2023-06-13,4306229276
2023-06-14,4333238622
2023-06-15,4323844067
2023-06-16,4336761581
2023-06-20,4272174013
2023-06-21,4248687625
2023-06-22,4249861944
2023-06-23,4205237807
2023-06-26,4199366210
2023-06-27,4282742888
2023-06-28,4174705502
2023-06-29,4219329640
2023-06-30,4214632362
2023-07-03,4293604303
2023-07-05,4162929390
2023-07-06,4088258011
2023-07-07,4091758232
2023-07-10,4193264638
2023-07-11,4241100990
2023-07-12,4241100990
2023-07-13,4221266405
2023-07-14,4113926297
2023-07-17,4059089503
2023-07-18,4256268614
2023-07-19,4340273916
2023-07-20,4217766184
2023-07-21,4180430494
2023-07-24,4251601653
2023-07-25,4218932924
2023-07-26,4255101874
2023-07-27,4185097456
2023-07-28,4325106292
2023-07-31,4306438447
2023-08-01,4249268172
2023-08-02,4200265080
2023-08-03,4124426960
2023-08-04,4143094805
2023-08-07,4194431378
2023-08-08,4108092596
2023-08-09,4038088178
2023-08-10,6288730217
2023-08-11,6200057954
2023-08-14,6097384807
2023-08-15,6058882377
2023-08-16,6009879285
2023-08-17,6023880168
2023-08-18,6069383040
2023-08-21,6049548455
2023-08-22,6027380389
2023-08-23,6069383040
2023-08-24,6051881936
2023-08-25,6070549780
2023-08-28,6111385691
2023-08-29,6119552873
2023-08-30,6121886354
2023-08-31,6124219834
2023-09-01,6155721822
2023-09-05,6148721381
2023-09-06,6172056187
2023-09-07,6149888121
2023-09-08,6158055303
2023-09-11,6177889888
2023-09-12,6139387458
2023-09-13,6113719172
2023-09-14,6140554198
2023-09-15,6089217625
2023-09-18,6090384366
2023-09-19,6109052210
2023-09-20,6117219392
2023-09-21,6107885470
2023-09-22,6109052210
2023-09-25,6109052210
2023-09-26,6100885028
2023-09-27,6096218067
2023-09-28,6151054861
2023-09-29,6138220718
2023-10-02,6124749832
2023-10-03,6044161018
2023-10-04,6031313526
2023-10-05,5993939004
2023-10-06,6023137849
2023-10-09,6013794219
2023-10-10,5974083789
2023-10-11,6075695771
2023-10-12,5977587650
2023-10-13,6026641711
2023-10-16,6030145572
2023-10-17,6061680325
2023-10-18,6009122403
2023-10-19,5984595373
2023-10-20,5963572204
2023-10-23,5965908112
2023-10-24,5974083789
2023-10-25,5985763327
2023-10-26,5951892666
2023-10-27,5948388805
2023-10-30,5972915835
2023-10-31,5977587650
2023-11-01,5913350190
2023-11-02,5927365636
2023-11-03,5962404251
2023-11-06,5916854052
2023-11-07,5701950549
2023-11-08,5630705366
2023-11-09,5628369458
2023-11-10,5502230446
2023-11-13,5475367508
2023-11-14,5548948598
2023-11-15,5624865597
2023-11-16,5606178336
2023-11-17,5648224673
2023-11-20,5630705366
2023-11-21,5704286456
2023-11-22,5712462133
2023-11-24,5752172563
2023-11-27,5740493025
2023-11-28,5741660979
2023-11-29,5713630087
2023-11-30,5657568304
2023-12-01,5655232396
2023-12-04,5691438964
2023-12-05,5663408073
2023-12-06,5602674474
2023-12-07,5630705366
2023-12-08,5657568304
2023-12-11,5669247842
2023-12-12,5767355963
2023-12-13,5766188009
2023-12-14,5789547085
2023-12-15,5755676424
2023-12-18,5755676424
2023-12-19,5802394577
2023-12-20,5798890716
2023-12-21,5831593423
2023-12-22,5849112730
2023-12-26,5879479529
2023-12-27,5888823160
2023-12-28,5891159068
2023-12-29,5867799991
2024-01-02,5875975668
2024-01-03,5857288407
2024-01-04,5867799991
2024-01-05,5920357913
2024-01-08,5896998837
2024-01-09,5885319298
2024-01-10,5960068343
2024-01-11,5951892666
2024-01-12,5916854052
2024-01-16,5925029728
2024-01-17,5914518144
2024-01-18,5898166791
2024-01-19,5865464084
2024-01-22,5845608869
2024-01-23,5780203455
2024-01-24,5721805764
2024-01-25,5666911934
2024-01-26,5689103057
2024-01-29,5772027778
2024-01-30,5752172563
2024-01-31,5692606918
2024-02-01,5541940875
2024-02-02,5555956321
2024-02-05,5489382954
2024-02-06,5440328893
2024-02-07,5398282556
2024-02-08,5552452460
2024-02-09,5469527739
2024-02-12,5547780645
2024-02-13,5494054769
2024-02-14,5529093383
2024-02-15,5545444737
2024-02-16,5526757476
2024-02-20,5495222723
2024-02-21,5436825032
2024-02-22,5441496847
2024-02-23,5415801863
2024-02-26,5385435064
2024-02-27,5409962094
2024-02-28,5404122325
2024-02-29,5387770971
2024-03-01,5350396449
2024-03-04,5352732357
2024-03-05,5360908033
2024-03-06,5346892587
2024-03-07,5428649355
2024-03-08,5464855923
2024-03-11,5430985263
2024-03-12,5470695692
2024-03-13,5454344339
2024-03-14,5481207277
2024-03-15,5468359785
2024-03-18,5359740079
2024-03-19,5378427341
2024-03-20,5343388726
2024-03-21,5320029650
2024-03-22,5289662850
2024-03-25,5249952420
2024-03-26,5227761298
2024-03-27,5286158989
2024-03-28,5290830804
2024-04-01,5297838527
2024-04-02,5240608790
2024-04-03,5289662850
2024-04-04,5231265159
2024-04-05,5109797962
2024-04-08,5109797962
2024-04-09,5142500669
2024-04-10,4975483273
2024-04-11,4762915677
2024-04-12,4591226466
2024-04-15,4593562374
2024-04-16,4546844221
2024-04-17,4423041116
2024-04-18,4418369301
2024-04-19,4500126068
2024-04-22,4433552700
2024-04-23,4264199396
2024-04-24,4134556522
2024-04-25,4065647247
2024-04-26,4150907876
2024-04-29,4184778537
2024-04-30,4143900153
2024-05-01,4117037215
2024-05-02,4099517908
2024-05-03,4167259229
2024-05-06,4173098998
2024-05-07,4316757318
2024-05-08,4287558473
2024-05-09,4232664643
2024-05-10,4218649197
2024-05-13,4176602860
2024-05-14,4227992828
2024-05-15,4222153059
2024-05-16,4222153059
2024-05-17,4198793982
2024-05-20,4173098998
2024-05-21,4105357677
2024-05-22,4079662693
2024-05-23,4064479293
2024-05-24,4044624078
2024-05-28,4012604199
2024-05-29,4004403256
2024-05-30,3965741668
2024-05-31,4047751097
2024-06-03,4031349212
2024-06-04,3964570105
2024-06-05,3979800428
2024-06-06,3978628864
2024-06-07,3971599485
2024-06-10,3925908517
2024-06-11,3847413778
2024-06-12,3821639386
2024-06-13,3770090602
2024-06-14,3713855565
2024-06-17,3749002464
2024-06-18,3717370255
2024-06-20,3625988320
2024-06-21,3666993035
2024-06-24,3691595863
2024-06-25,3737286831
2024-06-26,3785320925
2024-06-27,3802894374
2024-06-28,3875531297
2024-07-01,3973942611
2024-07-02,3916536011
2024-07-03,3904820378
2024-07-05,3911849758
2024-07-08,3985658244
2024-07-09,3982143554
2024-07-10,3993859187
2024-07-11,4120388020
2024-07-12,4195368069
2024-07-15,4106329261
2024-07-16,4147333975
2024-07-17,4089927375
2024-07-18,4003231693
2024-07-19,3945825093
2024-07-22,3983315118
2024-07-23,3939967277
2024-07-24,3860300974
2024-07-25,3902477252
2024-07-26,3954026036
2024-07-29,3948168219
2024-07-30,3977457301
2024-07-31,3929423207
2024-08-01,3900134125
2024-08-02,3889590056
2024-08-05,3792146705
2024-08-06,3814460359
2024-08-07,3743996190
2024-08-08,3769833052
2024-08-09,3586626212
