,CPRI
2016-08-02,8388124151
2016-08-03,8171419831
2016-08-04,8279771991
2016-08-05,8403126758
2016-08-08,8379789370
2016-08-09,8353118069
2016-08-10,8119744186
2016-08-11,8189756351
2016-08-12,8133079836
2016-08-15,8328113724
2016-08-16,8318111986
2016-08-17,8134746792
2016-08-18,8219761564
2016-08-19,8348117200
2016-08-22,8356451982
2016-08-23,8464804142
2016-08-24,8391458064
2016-08-25,8378122414
2016-08-26,8266436341
2016-08-29,8369787632
2016-08-30,8209759826
2016-08-31,8159751137
2016-09-01,8271437210
2016-09-02,8203092001
2016-09-06,8124745054
2016-09-07,8321445899
2016-09-08,8196424176
2016-09-09,7956382467
2016-09-12,8053065933
2016-09-13,7918042472
2016-09-14,7916375516
2016-09-15,7948047686
2016-09-16,7976385943
2016-09-19,8271437210
2016-09-20,8188089394
2016-09-21,8308110249
2016-09-22,8353118069
2016-09-23,8419796321
2016-09-26,7996389419
2016-09-27,8029728545
2016-09-28,8041397239
2016-09-29,7813024224
2016-09-30,7799688574
2016-10-03,7576620844
2016-10-04,7725086067
2016-10-05,7669615544
2016-10-06,7752821329
2016-10-07,7661458115
2016-10-10,7573357872
2016-10-11,7447733453
2016-10-12,7630459881
2016-10-13,7607619078
2016-10-14,7610882050
2016-10-17,7594567190
2016-10-18,7752821329
2016-10-19,8173744709
2016-10-20,8092170411
2016-10-21,7986123823
2016-10-24,7968177477
2016-10-25,7920864384
2016-10-26,7922495870
2016-10-27,7858867917
2016-10-28,8177007681
2016-10-31,8284685755
2016-11-01,8217794830
2016-11-02,8113379728
2016-11-03,7870288319
2016-11-04,8008964626
2016-11-07,8206374429
2016-11-08,8209637401
2016-11-09,8186796597
2016-11-10,8444571380
2016-11-11,8108485270
2016-11-14,7694087834
2016-11-15,7651669199
2016-11-16,7751189843
2016-11-17,7924127356
2016-11-18,7760978759
2016-11-21,7853973459
2016-11-22,7875182777
2016-11-23,7927390328
2016-11-25,7979597879
2016-11-28,7836027113
2016-11-29,7783819562
2016-11-30,7584778274
2016-12-01,7542359639
2016-12-02,7537465181
2016-12-05,7907812496
2016-12-06,7891497636
2016-12-07,7979597879
2016-12-08,8256950494
2016-12-09,8053014747
2016-12-12,7809923338
2016-12-13,7811554824
2016-12-14,7716928638
2016-12-15,7506466947
2016-12-16,7375948070
2016-12-19,7317214575
2016-12-20,7220956903
2016-12-21,7212799473
2016-12-22,6974602521
2016-12-23,6989285895
2016-12-27,7002337783
2016-12-28,7038230474
2016-12-29,6989285895
2016-12-30,7012126699
2017-01-03,6890393206
2017-01-04,6957569742
2017-01-05,6733647957
2017-01-06,6792827286
2017-01-09,6724051309
2017-01-10,6938376446
2017-01-11,6856804938
2017-01-12,6821617229
2017-01-13,6780031755
2017-01-17,6967166389
2017-01-18,6914384826
2017-01-19,6722451867
2017-01-20,6791227844
2017-01-23,6807222257
2017-01-24,6941575328
2017-01-25,6845608849
2017-01-26,6727250191
2017-01-27,6642479801
2017-01-30,6684065276
2017-01-31,6847208290
2017-02-01,6612090416
2017-02-02,6540115557
2017-02-03,6560908294
2017-02-06,6602493768
2017-02-07,5889142940
2017-02-08,6057084278
2017-02-09,6121061931
2017-02-10,6138655786
2017-02-13,6013899363
2017-02-14,6093871429
2017-02-15,6085874222
2017-02-16,6111465283
2017-02-17,6125860255
2017-02-21,6127459696
2017-02-22,6065081485
2017-02-23,5962717240
2017-02-24,5965916123
2017-02-27,6013899363
2017-02-28,5837960818
2017-03-01,5901938470
2017-03-02,5922731207
2017-03-03,5823565846
2017-03-06,5839560259
2017-03-07,5761187634
2017-03-08,5821966404
2017-03-09,5831563052
2017-03-10,5893941264
2017-03-13,5905137353
2017-03-14,5951521151
2017-03-15,6015498804
2017-03-16,6036291541
2017-03-17,6050686513
2017-03-20,5980311095
2017-03-21,5876347409
2017-03-22,5850756348
2017-03-23,5954720034
2017-03-24,6007501597
2017-03-27,6045888189
2017-03-28,6133857462
2017-03-29,6122661372
2017-03-30,6098669753
2017-03-31,6095470870
2017-04-03,5876681599
2017-04-04,5688207584
2017-04-05,5691297322
2017-04-06,5726829308
2017-04-07,5800983019
2017-04-10,5760816426
2017-04-11,5833425268
2017-04-12,5836515006
2017-04-13,5802527888
2017-04-17,5765451033
2017-04-18,5700566536
2017-04-19,5695931929
2017-04-20,5805617626
2017-04-21,5678938370
2017-04-24,5661944811
2017-04-25,5788624068
2017-04-26,5878226468
2017-04-27,5872046992
2017-04-28,5766995902
2017-05-01,5672758894
2017-05-02,5855053434
2017-05-03,5743822867
2017-05-04,5794803543
2017-05-05,5885950813
2017-05-08,5907578979
2017-05-09,5970918607
2017-05-10,5906034110
2017-05-11,5743822867
2017-05-12,5675848632
2017-05-15,5634137170
2017-05-16,5553803983
2017-05-17,5533720686
2017-05-18,5476560534
2017-05-19,5624867956
2017-05-22,5695931929
2017-05-23,5711380619
2017-05-24,5677393501
2017-05-25,5658855073
2017-05-26,5678938370
2017-05-30,5603239790
2017-05-31,5125875275
2017-06-01,5110426585
2017-06-02,5105791978
2017-06-05,5328253112
2017-06-06,5348336408
2017-06-07,5284996780
2017-06-08,5420945250
2017-06-09,5515182258
2017-06-12,5468836189
2017-06-13,5371509443
2017-06-14,5339067194
2017-06-15,5357605622
2017-06-16,5345246670
2017-06-19,5397772216
2017-06-20,5335977456
2017-06-21,5332887718
2017-06-22,5380778657
2017-06-23,5459566975
2017-06-26,5509002782
2017-06-27,5522906603
2017-06-28,5558438590
2017-06-29,5515182258
2017-06-30,5600150052
2017-07-03,5502073575
2017-07-05,5526358589
2017-07-06,5386719756
2017-07-07,5470199493
2017-07-10,5447432292
2017-07-11,5046729555
2017-07-12,5052800808
2017-07-13,5078603636
2017-07-14,5165119000
2017-07-17,5237974043
2017-07-18,5190921828
2017-07-19,5271365938
2017-07-20,5315382526
2017-07-21,5339667541
2017-07-24,5298686579
2017-07-25,5301722206
2017-07-26,5388237570
2017-07-27,5494484508
2017-07-28,5547607977
2017-07-31,5530912029
2017-08-01,5579482058
2017-08-02,5517251709
2017-08-03,5532429843
2017-08-04,5585553312
2017-08-07,5650819288
2017-08-08,6868105635
2017-08-09,6948549745
2017-08-10,6854445314
2017-08-11,6783108084
2017-08-14,6833195926
2017-08-15,6682932400
2017-08-16,6682932400
2017-08-17,6579721089
2017-08-18,6368745026
2017-08-21,6367227213
2017-08-22,6344460012
2017-08-23,6323210624
2017-08-24,6342942198
2017-08-25,6418832868
2017-08-28,6444635696
2017-08-29,6423386308
2017-08-30,6385440973
2017-08-31,6408208174
2017-09-01,6497759165
2017-09-05,6443117883
2017-09-06,6473474151
2017-09-07,6430975375
2017-09-08,6397583481
2017-09-11,6479545404
2017-09-12,6461331643
2017-09-13,6514455112
2017-09-14,6742127122
2017-09-15,6818017792
2017-09-18,6777036831
2017-09-19,7009262281
2017-09-20,6998637587
2017-09-21,6969799132
2017-09-22,7006226654
2017-09-25,6962210065
2017-09-26,7138276420
2017-09-27,7368984057
2017-09-28,7241487731
2017-09-29,7262737119
2017-10-02,7324150377
2017-10-03,7237483038
2017-10-04,7226839681
2017-10-05,7239003518
2017-10-06,7219237283
2017-10-09,7191868649
2017-10-10,7231401120
2017-10-11,7146254261
2017-10-12,7245085436
2017-10-13,7263331192
2017-10-16,7392571961
2017-10-17,7448829707
2017-10-18,7470116422
2017-10-19,7426022512
2017-10-20,7594795751
2017-10-23,7517251290
2017-10-24,7571988557
2017-10-25,7561345199
2017-10-26,7565906638
2017-10-27,7453391146
2017-10-30,7419940594
2017-10-31,7421461074
2017-11-01,7371285246
2017-11-02,7287658866
2017-11-03,7240523998
2017-11-06,8304859739
2017-11-07,8307900698
2017-11-08,8202987603
2017-11-09,8291175422
2017-11-10,8318544055
2017-11-13,8224274318
2017-11-14,8345912689
2017-11-15,8390006598
2017-11-16,8478194416
2017-11-17,8558779837
2017-11-20,8537493122
2017-11-21,8564861755
2017-11-22,8607435185
2017-11-24,8607435185
2017-11-27,8607435185
2017-11-28,8799015618
2017-11-29,8917613029
2017-11-30,8885682957
2017-12-01,8815740894
2017-12-04,8938899744
2017-12-05,9093988667
2017-12-06,9100070585
2017-12-07,9115275381
2017-12-08,9398084593
2017-12-11,9281007661
2017-12-12,9293171498
2017-12-13,9290130539
2017-12-14,9337265407
2017-12-15,9373756918
2017-12-18,9607910781
2017-12-19,9633758935
2017-12-20,9688496202
2017-12-21,9735631070
2017-12-22,9639840854
2017-12-26,9728028672
2017-12-27,9668729967
2017-12-28,9662648048
2017-12-29,9571419270
2018-01-02,9656885760
2018-01-03,9622197587
2018-01-04,9664426667
2018-01-05,9640295764
2018-01-08,9773015731
2018-01-09,9625213950
2018-01-10,9640295764
2018-01-11,9718721199
2018-01-12,9839375714
2018-01-16,9628230312
2018-01-17,9747376646
2018-01-18,9804687541
2018-01-19,9932882963
2018-01-22,9908752060
2018-01-23,10098782922
2018-01-24,10145536546
2018-01-25,10110848373
2018-01-26,10276748332
2018-01-29,10134979276
2018-01-30,10092750196
2018-01-31,9953997504
2018-02-01,9943440233
2018-02-02,9843900258
2018-02-05,9659902123
2018-02-06,9869539343
2018-02-07,9970587499
2018-02-08,9053613184
2018-02-09,9018925011
2018-02-12,9183316788
2018-02-13,9408035822
2018-02-14,9558853966
2018-02-15,9762458461
2018-02-16,9637279401
2018-02-20,9647836671
2018-02-21,9593542139
2018-02-22,9617673042
2018-02-23,9760950279
2018-02-26,9788097545
2018-02-27,9595050321
2018-02-28,9490985801
2018-03-01,9537739426
2018-03-02,9331118569
2018-03-05,9337151295
2018-03-06,9361282198
2018-03-07,9300954940
2018-03-08,9156169522
2018-03-09,9260234041
2018-03-12,9261742223
2018-03-13,9392954008
2018-03-14,9214988598
2018-03-15,9175775880
2018-03-16,9282856763
2018-03-19,9313020392
2018-03-20,9447248540
2018-03-21,9540755789
2018-03-22,9365806742
2018-03-23,9222529505
2018-03-26,9459313991
2018-03-27,9276824037
2018-03-28,9231578594
2018-03-29,9362790379
2018-04-02,9260160135
2018-04-03,9393217005
2018-04-04,9614480115
2018-04-05,9870128708
2018-04-06,9696706270
2018-04-09,9608500031
2018-04-10,9752022048
2018-04-11,9732586775
2018-04-12,9879098834
2018-04-13,9774447363
2018-04-16,9792387615
2018-04-17,9992720430
2018-04-18,9798367699
2018-04-19,9823783056
2018-04-20,9719131586
2018-04-23,10143717552
2018-04-24,10119797216
2018-04-25,10003185577
2018-04-26,10237903876
2018-04-27,10324615095
2018-04-30,10228933750
2018-05-01,9926939506
2018-05-02,9787902552
2018-05-03,9182419043
2018-05-04,9203349337
2018-05-07,9201854316
2018-05-08,9177933980
2018-05-09,9325941060
2018-05-10,9403682152
2018-05-11,9430592531
2018-05-14,9447037762
2018-05-15,9635410409
2018-05-16,9835743224
2018-05-17,9973285157
2018-05-18,9891059002
2018-05-21,10028600935
2018-05-22,9891059002
2018-05-23,10064481439
2018-05-24,10221458645
2018-05-25,10261824212
2018-05-29,10199033330
2018-05-30,9031421921
2018-05-31,8579925576
2018-06-01,8946205723
2018-06-04,9053847236
2018-06-05,9497868476
2018-06-06,9485908308
2018-06-07,9482918266
2018-06-08,9665310829
2018-06-11,9919464401
2018-06-12,10185578141
2018-06-13,9989730388
2018-06-14,9844713350
2018-06-15,10094381859
2018-06-18,10255844128
2018-06-19,10019630809
2018-06-20,10164647846
2018-06-21,10057006334
2018-06-22,9961324989
2018-06-25,9973285157
2018-06-26,10166142868
2018-06-27,9986740346
2018-06-28,10010660682
2018-06-29,9956839926
2018-07-02,9945249196
2018-07-03,9854008378
2018-07-05,9867470138
2018-07-06,10017045250
2018-07-09,10079866797
2018-07-10,10067900788
2018-07-11,9946744948
2018-07-12,9937770441
2018-07-13,9954223703
2018-07-16,10046960273
2018-07-17,10121747829
2018-07-18,10032002761
2018-07-19,10163628860
2018-07-20,10115764824
2018-07-23,10115764824
2018-07-24,10063413535
2018-07-25,10217475900
2018-07-26,10221963154
2018-07-27,9978155721
2018-07-30,9897385161
2018-07-31,9981147223
2018-08-01,9836059365
2018-08-02,9671526741
2018-08-03,9608705194
2018-08-06,9665543737
2018-08-07,9812127347
2018-08-08,10471753591
2018-08-09,10820263602
2018-08-10,10869623389
2018-08-13,10681158747
2018-08-14,10962359958
2018-08-15,10667696987
2018-08-16,10760433557
2018-08-17,10915991673
2018-08-20,11210654644
2018-08-21,11279459195
2018-08-22,11098473310
2018-08-23,11104456314
2018-08-24,11189714128
2018-08-27,11132875586
2018-08-28,11044626270
2018-08-29,11025181505
2018-08-30,10787357077
2018-08-31,10862144633
2018-09-04,10778382570
2018-09-05,10954881202
2018-09-06,10890563904
2018-09-07,10823255104
2018-09-10,10972830216
2018-09-11,11061079532
2018-09-12,10926461931
2018-09-13,10859153131
2018-09-14,10926461931
2018-09-17,10972830216
2018-09-18,10942915193
2018-09-19,10926461931
2018-09-20,10877102144
2018-09-21,10872614891
2018-09-24,9978155721
2018-09-25,10172603367
2018-09-26,10174099118
2018-09-27,10389487279
2018-09-28,10254869678
2018-10-01,10198153229
2018-10-02,9860999538
2018-10-03,10156381975
2018-10-04,9935591063
2018-10-05,9975870486
2018-10-08,10147430992
2018-10-09,10001231604
2018-10-10,9289628461
2018-10-11,9243381716
2018-10-12,9489533746
2018-10-15,9317973240
2018-10-16,9555174288
2018-10-17,9306038596
2018-10-18,8983803210
2018-10-19,8661567824
2018-10-22,8686928943
2018-10-23,8637698537
2018-10-24,8399005658
2018-10-25,8488515488
2018-10-26,8302036676
2018-10-29,8212526847
2018-10-30,8152853627
2018-10-31,8266232745
2018-11-01,8560123351
2018-11-02,8695879926
2018-11-05,8697371756
2018-11-06,8570566165
2018-11-07,7317428553
2018-11-08,7472578924
2018-11-09,7127966081
2018-11-12,7123490589
2018-11-13,7193606622
2018-11-14,7168245504
2018-11-15,7045915404
2018-11-16,6846010118
2018-11-19,6653563985
2018-11-20,6598366257
2018-11-21,6757992119
2018-11-23,6695335239
2018-11-26,6765451272
2018-11-27,6595382596
2018-11-28,6707269883
2018-11-29,6534217546
2018-11-30,6526758393
2018-12-03,6720696357
2018-12-04,6329836769
2018-12-06,6402936463
2018-12-07,6038929823
2018-12-10,5912124231
2018-12-11,5736088234
2018-12-12,5792777792
2018-12-13,5592872507
2018-12-14,5660004879
2018-12-17,5683874166
2018-12-18,5665972201
2018-12-19,5657021218
2018-12-20,5533199287
2018-12-21,5431754814
2018-12-24,5375065255
2018-12-26,5633151930
2018-12-27,5649562065
2018-12-28,5546625761
2018-12-31,5718396975
2019-01-02,5935551290
2019-01-03,5597755688
2019-01-04,5875230647
2019-01-07,6032064320
2019-01-08,6170801799
2019-01-09,6314063326
2019-01-10,6074288770
2019-01-11,6063732657
2019-01-14,6065240673
2019-01-15,6080320834
2019-01-16,6093892979
2019-01-17,6196438072
2019-01-18,6397004211
2019-01-22,6226598394
2019-01-23,6161753702
2019-01-24,6193422040
2019-01-25,6395496195
2019-01-28,6416608420
2019-01-29,6458832870
2019-01-30,6469388983
2019-01-31,6406052307
2019-02-01,6401528259
2019-02-04,6387956114
2019-02-05,6567410028
2019-02-06,7309353939
2019-02-07,7108787801
2019-02-08,6941398016
2019-02-11,6862981180
2019-02-12,6859965147
2019-02-13,6802660536
2019-02-14,6769484183
2019-02-15,6709163539
2019-02-19,6639794800
2019-02-20,6590030269
2019-02-21,6574950108
2019-02-22,6611142494
2019-02-25,6811708633
2019-02-26,6878061340
2019-02-27,6849409035
2019-02-28,6876553324
2019-03-01,7059023270
2019-03-04,6796628472
2019-03-05,6811708633
2019-03-06,6936873968
2019-03-07,6740831877
2019-03-08,6571934076
2019-03-11,6739323861
2019-03-12,6869013244
2019-03-13,7001718659
2019-03-14,6973066353
2019-03-15,6926317855
2019-03-18,7099739704
2019-03-19,7021322868
2019-03-20,6846393003
2019-03-21,6840360938
2019-03-22,6590030269
2019-03-25,6611142494
2019-03-26,6691067346
2019-03-27,6843376971
2019-03-28,7034895013
2019-03-29,6899173566
2019-04-01,7120476824
2019-04-02,7043441542
2019-04-03,7091777405
2019-04-04,7448254395
2019-04-05,7263973917
2019-04-08,7380282087
2019-04-09,7333456720
2019-04-10,7526800172
2019-04-11,7259442430
2019-04-12,7319862259
2019-04-15,7263973917
2019-04-16,7226211524
2019-04-17,7350072173
2019-04-18,7434659933
2019-04-22,7037399559
2019-04-23,6960364277
2019-04-24,6964895764
2019-04-25,6724726945
2019-04-26,6747384381
2019-04-29,6777594295
2019-04-30,6658265133
2019-05-01,6523831014
2019-05-02,6593313817
2019-05-03,6656754638
2019-05-06,6602376792
2019-05-07,6339550536
2019-05-08,6387886399
2019-05-09,6508726057
2019-05-10,6463411185
2019-05-13,6112976178
2019-05-14,6153759563
2019-05-15,6070682298
2019-05-16,6084276760
2019-05-17,6038961888
2019-05-20,6035940897
2019-05-21,6135633614
2019-05-22,6002709991
2019-05-23,5963437102
2019-05-24,5889422812
2019-05-28,5874317855
2019-05-29,5295797994
2019-05-30,5103965037
2019-05-31,4906090098
2019-06-03,5138706439
2019-06-04,5347154848
2019-06-05,5295797994
2019-06-06,5128132969
2019-06-07,5167405858
2019-06-10,5212720729
2019-06-11,5125111977
2019-06-12,5002761824
2019-06-13,5085839089
2019-06-14,5061671157
2019-06-17,5114538507
2019-06-18,5238399156
2019-06-19,5171937345
2019-06-20,5279182541
2019-06-21,5241420148
2019-06-24,5155321892
2019-06-25,5085839089
2019-06-26,5170426849
2019-06-27,5135685448
2019-06-28,5238399156
2019-07-01,5281831169
2019-07-02,5192385693
2019-07-03,5269702969
2019-07-05,5268186944
2019-07-08,5230286319
2019-07-09,5199965818
2019-07-10,5249994644
2019-07-11,5321247820
2019-07-12,5528943247
2019-07-15,5600196423
2019-07-16,5618388724
2019-07-17,5550167598
2019-07-18,5450109946
2019-07-19,5507718897
2019-07-22,5404629196
2019-07-23,5509234922
2019-07-24,5565327848
2019-07-25,5538039398
2019-07-26,5469818272
2019-07-29,5503170822
2019-07-30,5431917646
2019-07-31,5395533046
2019-08-01,5149936992
2019-08-02,5031687041
2019-08-05,4807315338
2019-08-06,4789123038
2019-08-07,4936177465
2019-08-08,4955885790
2019-08-09,4699677562
2019-08-12,4525334684
2019-08-13,4601135935
2019-08-14,4347959757
2019-08-15,4091751528
2019-08-16,4281254656
2019-08-19,4332799507
2019-08-20,4194841230
2019-08-21,4232741855
2019-08-22,4246386081
2019-08-23,4055366928
2019-08-26,4053850903
2019-08-27,3924988776
2019-08-28,3971985552
2019-08-29,4025046428
2019-08-30,3999274002
2019-09-03,3876475976
2019-09-04,4011402202
2019-09-05,4290350806
2019-09-06,4255482231
2019-09-09,4510174434
2019-09-10,4760318562
2019-09-11,4857344164
2019-09-12,4881600564
2019-09-13,4852796089
2019-09-16,4890696714
2019-09-17,4804283288
2019-09-18,4895244789
2019-09-19,4937693490
2019-09-20,4880084539
2019-09-23,4971046040
2019-09-24,4957401815
2019-09-25,4981658215
2019-09-26,4963465915
2019-09-27,4945273615
2019-09-30,5001396659
2019-10-01,4741975602
2019-10-02,4465963663
2019-10-03,4446356258
2019-10-04,4425240590
2019-10-07,4348319230
2019-10-08,4211067392
2019-10-09,4197493034
2019-10-10,4260840037
2019-10-11,4464455401
2019-10-14,4465963663
2019-10-15,4539868499
2019-10-16,4659021194
2019-10-17,4671087290
2019-10-18,4680136861
2019-10-21,4744992126
2019-10-22,4799289556
2019-10-23,4770632579
2019-10-24,4720859934
2019-10-25,4806830866
2019-10-28,4889785274
2019-10-29,4779682151
2019-10-30,4773649103
2019-10-31,4686169909
2019-11-01,4871686130
2019-11-04,5021004064
2019-11-05,5141665021
2019-11-06,5094908900
2019-11-07,5373937363
2019-11-08,5523255297
2019-11-11,5484040486
2019-11-12,5512697463
2019-11-13,5419185222
2019-11-14,5408627388
2019-11-15,5541354441
2019-11-18,5622800586
2019-11-19,5508172677
2019-11-20,5307573837
2019-11-21,5211045071
2019-11-22,5411643912
2019-11-25,5672573231
2019-11-26,5482532224
2019-11-27,5655982350
2019-11-29,5601684919
2019-12-02,5497614844
2019-12-03,5256292930
2019-12-04,5604701443
2019-12-05,5560961846
2019-12-06,5751002853
2019-12-09,5805300284
2019-12-10,5713296304
2019-12-11,5746478067
2019-12-12,5930486026
2019-12-13,5849039880
2019-12-16,5746478067
2019-12-17,5713296304
2019-12-18,5832448999
2019-12-19,5793234188
2019-12-20,5754019377
2019-12-23,5719329352
2019-12-24,5660507135
2019-12-26,5746478067
2019-12-27,5660507135
2019-12-30,5609223543
2019-12-31,5698851616
2020-01-02,5718271031
2020-01-03,5583828922
2020-01-06,5537521085
2020-01-07,5613704947
2020-01-08,5677938399
2020-01-09,5485238043
2020-01-10,5353783536
2020-01-13,5428473597
2020-01-14,5377684356
2020-01-15,5355277337
2020-01-16,5573372314
2020-01-17,5495694651
2020-01-21,5477769037
2020-01-22,5440424006
2020-01-23,5452374416
2020-01-24,5285068680
2020-01-27,4987802240
2020-01-28,4883236155
2020-01-29,4781657673
2020-01-30,4687548196
2020-01-31,4475428425
2020-02-03,4454515208
2020-02-04,4594932521
2020-02-05,4975851830
2020-02-06,4681572992
2020-02-07,4556093690
2020-02-10,4491860238
2020-02-11,4527711467
2020-02-12,4608376732
2020-02-13,4436589593
2020-02-14,4275259063
2020-02-18,4211025610
2020-02-19,4130360345
2020-02-20,4311110292
2020-02-21,4131854146
2020-02-24,3964548411
2020-02-25,3831600103
2020-02-26,3695664193
2020-02-27,3680726181
2020-02-28,3856994724
2020-03-02,3798736477
2020-03-03,3644874952
2020-03-04,3755416241
2020-03-05,3489519626
2020-03-06,3425286174
2020-03-09,3018972245
2020-03-10,3117563125
2020-03-11,2812827678
2020-03-12,2142110935
2020-03-13,2080865085
2020-03-16,1443011968
2020-03-17,1217447986
2020-03-18,1123338509
2020-03-19,1496788812
2020-03-20,1474381794
2020-03-23,1377284715
2020-03-24,1659613144
2020-03-25,1925509759
2020-03-26,2007668826
2020-03-27,1743266012
2020-03-30,1673555096
2020-03-31,1605125287
2020-04-01,1325455636
2020-04-02,1209422482
2020-04-03,1268926664
2020-04-06,1597687265
2020-04-07,1902646193
2020-04-08,2051406646
2020-04-09,1990414861
2020-04-13,1938348702
2020-04-14,2143638127
2020-04-15,1987439652
2020-04-16,1820827944
2020-04-17,1923472657
2020-04-20,1814877526
2020-04-21,1707770000
2020-04-22,1654216237
2020-04-23,1746447718
2020-04-24,1859505662
2020-04-27,2061819878
2020-04-28,2237357213
2020-04-29,2463473101
2020-04-30,2268596908
2020-05-01,2076695923
2020-05-04,2064795087
2020-05-05,2054381855
2020-05-06,1969588397
2020-05-07,2087109155
2020-05-08,2232894399
2020-05-11,2128762082
2020-05-12,1993390070
2020-05-13,1919009843
2020-05-14,1935373493
2020-05-15,1914547030
2020-05-18,2139175314
2020-05-19,2000828092
2020-05-20,2079671132
2020-05-21,2240332422
2020-05-22,2157026568
2020-05-26,2439671429
2020-05-27,2655374086
2020-05-28,2435208615
2020-05-29,2237357213
2020-06-01,2499175610
2020-06-02,2597357509
2020-06-03,2661324504
2020-06-04,2981159478
2020-06-05,3103143049
2020-06-08,3464630950
2020-06-09,3126944722
2020-06-10,2897853624
2020-06-11,2476861542
2020-06-12,2560167396
2020-06-15,2530415305
2020-06-16,2737192335
2020-06-17,2494712796
2020-06-18,2459010288
2020-06-19,2342977134
2020-06-22,2347439948
2020-06-23,2424795383
2020-06-24,2279010139
2020-06-25,2247770444
2020-06-26,2137687709
2020-06-29,2356709026
2020-06-30,2352194258
2020-07-01,2308551498
2020-07-02,2291997348
2020-07-06,2364233640
2020-07-07,2337145030
2020-07-08,2397341940
2020-07-09,2240829974
2020-07-10,2310056421
2020-07-13,2346174567
2020-07-14,2359718872
2020-07-15,2553853906
2020-07-16,2568903134
2020-07-17,2459043773
2020-07-20,2322095803
2020-07-21,2454529005
2020-07-22,2465063464
2020-07-23,2361223794
2020-07-24,2287482580
2020-07-27,2215246288
2020-07-28,2233305361
2020-07-29,2413896091
2020-07-30,2301026884
2020-07-31,2254374279
2020-08-03,2108396772
2020-08-04,2112911540
2020-08-05,2353699181
2020-08-06,2264908738
2020-08-07,2383797636
2020-08-10,2537299756
2020-08-11,2583952361
2020-08-12,2615555739
2020-08-13,2570408056
2020-08-14,2589972052
2020-08-17,2599001589
2020-08-18,2379282867
2020-08-19,2383797636
2020-08-20,2295007193
2020-08-21,2255879202
2020-08-24,2460548696
2020-08-25,2443994546
2020-08-26,2416905936
2020-08-27,2487637305
2020-08-28,2549339138
2020-08-31,2383797636
2020-09-01,2380787790
2020-09-02,2460548696
2020-09-03,2448509314
2020-09-04,2582447439
2020-09-08,2689296954
2020-09-09,2702841259
2020-09-10,3005330731
2020-09-11,3068537487
2020-09-14,3205485457
2020-09-15,3182911616
2020-09-16,3294275899
2020-09-17,3258157753
2020-09-18,3136259011
2020-09-21,3073052255
2020-09-22,3085091637
2020-09-23,3021884881
2020-09-24,2966202740
2020-09-25,2928579671
2020-09-28,2850510887
2020-09-29,2665197547
2020-09-30,2711902536
2020-10-01,2728475273
2020-10-02,2781206711
2020-10-05,2946934089
2020-10-06,2939401026
2020-10-07,3087049053
2020-10-08,3181965642
2020-10-09,3263322718
2020-10-12,3260309493
2020-10-13,3106635016
2020-10-14,3126220979
2020-10-15,3273869005
2020-10-16,3213604505
2020-10-19,3242230143
2020-10-20,3297974806
2020-10-21,3334133506
2020-10-22,3398917845
2020-10-23,3392891395
2020-10-26,3365772369
2020-10-27,3407957520
2020-10-28,3201551605
2020-10-29,3343173181
2020-10-30,3197031767
2020-11-02,3320573994
2020-11-03,3453155895
2020-11-04,3507393946
2020-11-05,3807209838
2020-11-06,3758998237
2020-11-09,4067853804
2020-11-10,4236594406
2020-11-11,4165783617
2020-11-12,4191396030
2020-11-13,4426427583
2020-11-16,4540930135
2020-11-17,4932649390
2020-11-18,4830199739
2020-11-19,5021539529
2020-11-20,5229452056
2020-11-23,5440377809
2020-11-24,5615144862
2020-11-25,5597065511
2020-11-27,5423805072
2020-11-30,5330395095
2020-12-01,5356007508
2020-12-02,5589532449
2020-12-03,5844149965
2020-12-04,5895374790
2020-12-07,5925507041
2020-12-08,5832097064
2020-12-09,5880308665
2020-12-10,5975225254
2020-12-11,5746220151
2020-12-14,5785392076
2020-12-15,6079181518
2020-12-16,6058088942
2020-12-17,6440768523
2020-12-18,6302160171
2020-12-21,6309693233
2020-12-22,6386530472
2020-12-23,6422689172
2020-12-24,6389543697
2020-12-28,6508067972
2020-12-29,6514112149
2020-12-30,6610818987
2020-12-31,6346386228
2021-01-04,6133328976
2021-01-05,6211903281
2021-01-06,6452159331
2021-01-07,6766456554
2021-01-08,6813298929
2021-01-11,6879784880
2021-01-12,7032400358
2021-01-13,6884318013
2021-01-14,6589664366
2021-01-15,6474824996
2021-01-19,6434026799
2021-01-20,6585131233
2021-01-21,6594197499
2021-01-22,6699970603
2021-01-25,6530733637
2021-01-26,6414383223
2021-01-27,6181682394
2021-01-28,6431004711
2021-01-29,6295010720
2021-02-01,6293499676
2021-02-02,6456692464
2021-02-03,6619885253
2021-02-04,6884318013
2021-02-05,6965914407
2021-02-08,7035422447
2021-02-09,6742279845
2021-02-10,6828409372
2021-02-11,6881295924
2021-02-12,6952315008
2021-02-16,7065643333
2021-02-17,6929649343
2021-02-18,6684860160
2021-02-19,6934182476
2021-02-22,7130618240
2021-02-23,7080753777
2021-02-24,7221280900
2021-02-25,7041466624
2021-02-26,7052043934
2021-03-01,7292299984
2021-03-02,7240924477
2021-03-03,7242435521
2021-03-04,7017289914
2021-03-05,7207681501
2021-03-08,7916361297
2021-03-09,8094664529
2021-03-10,8138484815
2021-03-11,8198926588
2021-03-12,8168705702
2021-03-15,8558555141
2021-03-16,8408961752
2021-03-17,8513223811
2021-03-18,8392340264
2021-03-19,8339453712
