,CCU
2009-05-04,1970289817
2009-05-05,1914406394
2009-05-06,1916003064
2009-05-07,1901633041
2009-05-08,1968693148
2009-05-11,1939953102
2009-05-12,1928776417
2009-05-13,1896843033
2009-05-14,1912809725
2009-05-15,1914406394
2009-05-18,1979869832
2009-05-19,1983063171
2009-05-20,1989449848
2009-05-21,1979869832
2009-05-22,2040543263
2009-05-26,2042139932
2009-05-27,2016593224
2009-05-28,2066089970
2009-05-29,2072476647
2009-06-01,2117183385
2009-06-02,2117183385
2009-06-03,2088443339
2009-06-04,2113990047
2009-06-05,2125166731
2009-06-08,2075669986
2009-06-09,2096426685
2009-06-10,2125166731
2009-06-11,2184243492
2009-06-12,2280043646
2009-06-15,2193823508
2009-06-16,2126763401
2009-06-17,2165083462
2009-06-18,2236933577
2009-06-19,2291220330
2009-06-22,2198613515
2009-06-23,2171470139
2009-06-24,2193823508
2009-06-25,2240126915
2009-06-26,2270463630
2009-06-29,2259286946
2009-06-30,2235336908
2009-07-01,2235336908
2009-07-02,2347103753
2009-07-06,2318363707
2009-07-07,2256093607
2009-07-08,2214580208
2009-07-09,2182646823
2009-07-10,2190630169
2009-07-13,2190630169
2009-07-14,2184243492
2009-07-15,2308783692
2009-07-16,2313573699
2009-07-17,2313573699
2009-07-20,2281640315
2009-07-21,2299203676
2009-07-22,2270463630
2009-07-23,2265673623
2009-07-24,2265673623
2009-07-27,2173066808
2009-07-28,2139536754
2009-07-29,2158696785
2009-07-30,2163486793
2009-07-31,2182646823
2009-08-03,2174663477
2009-08-04,2177856816
2009-08-05,2198613515
2009-08-06,2184243492
2009-08-07,2238530246
2009-08-10,2216176877
2009-08-11,2203403523
2009-08-12,2220966885
2009-08-13,2206596862
2009-08-14,2203403523
2009-08-17,2152310108
2009-08-18,2173066808
2009-08-19,2171470139
2009-08-20,2233740238
2009-08-21,2200210185
2009-08-24,2152310108
2009-08-25,2152310108
2009-08-26,2150713439
2009-08-27,2126763401
2009-08-28,2110796708
2009-08-31,2078863324
2009-09-01,2056509955
2009-09-02,2051719947
2009-09-03,2075669986
2009-09-04,2126763401
2009-09-08,2129956739
2009-09-09,2126763401
2009-09-10,2141133424
2009-09-11,2118780054
2009-09-14,2144326762
2009-09-15,2125166731
2009-09-16,2118780054
2009-09-17,2165083462
2009-09-18,2197016846
2009-09-21,2187436831
2009-09-22,2190630169
2009-09-23,2189033500
2009-09-24,2208193531
2009-09-25,2174663477
2009-09-28,2142730093
2009-09-29,2171470139
2009-09-30,2187436831
2009-10-01,2153887365
2009-10-02,2153887365
2009-10-05,2200190355
2009-10-06,2276829787
2009-10-07,2275233132
2009-10-08,2315149503
2009-10-09,2331116051
2009-10-12,2361452493
2009-10-13,2332712706
2009-10-14,2353469219
2009-10-15,2280023097
2009-10-16,2324729432
2009-10-19,2350275909
2009-10-20,2291199681
2009-10-21,2299182955
2009-10-22,2307166229
2009-10-23,2291199681
2009-10-26,2283216406
2009-10-27,2273636477
2009-10-28,2235316762
2009-10-29,2288006371
2009-10-30,2262459894
2009-11-02,2256073274
2009-11-03,2248090000
2009-11-04,2302376264
2009-11-05,2375822387
2009-11-06,2393385590
2009-11-09,2506748083
2009-11-10,2529101250
2009-11-11,2478008296
2009-11-12,2468428367
2009-11-13,2390192280
2009-11-16,2398175554
2009-11-17,2388595625
2009-11-18,2343889290
2009-11-19,2284813061
2009-11-20,2364645803
2009-11-23,2375822387
2009-11-24,2366242458
2009-11-25,2366242458
2009-11-27,2374225732
2009-11-30,2302376264
2009-12-01,2433301960
2009-12-02,2401368864
2009-12-03,2423722031
2009-12-04,2420528722
2009-12-07,2420528722
2009-12-08,2393385590
2009-12-09,2410948793
2009-12-10,2478008296
2009-12-11,2521117976
2009-12-14,2527504595
2009-12-15,2516328012
2009-12-16,2519521321
2009-12-17,2481201605
2009-12-18,2446075199
2009-12-21,2465235057
2009-12-22,2474814986
2009-12-23,2479604950
2009-12-24,2484394915
2009-12-28,2471621676
2009-12-29,2450865164
2009-12-30,2485991570
2009-12-31,2492378189
2010-01-04,2508367344
2010-01-05,2514754021
2010-01-06,2554670752
2010-01-07,2596184151
2010-01-08,2644084228
2010-01-11,2656857582
2010-01-12,2642487559
2010-01-13,2637697551
2010-01-14,2626520866
2010-01-15,2628117536
2010-01-19,2731901035
2010-01-20,2711144335
2010-01-21,2666437597
2010-01-22,2620134190
2010-01-25,2612150843
2010-01-26,2565847436
2010-01-27,2535510721
2010-01-28,2476433960
2010-01-29,2462063937
2010-02-01,2442903906
2010-02-02,2426937214
2010-02-03,2396600499
2010-02-04,2270463630
2010-02-05,2276850307
2010-02-08,2313573699
2010-02-09,2361473776
2010-02-10,2390213822
2010-02-11,2422147206
2010-02-12,2410970522
2010-02-16,2465257275
2010-02-17,2525930706
2010-02-18,2551477413
2010-02-19,2506770675
2010-02-22,2442903906
2010-02-23,2404583845
2010-02-24,2417357199
2010-02-25,2441307237
2010-02-26,2470047283
2010-03-01,2460467268
2010-03-02,2541897398
2010-03-03,2490803983
2010-03-04,2458870598
2010-03-05,2455677260
2010-03-08,2525930706
2010-03-09,2509964013
2010-03-10,2455677260
2010-03-11,2474837291
2010-03-12,2446097245
2010-03-15,2407777183
2010-03-16,2414163860
2010-03-17,2407777183
2010-03-18,2417357199
2010-03-19,2395003830
2010-03-22,2398197168
2010-03-23,2387020483
2010-03-24,2382230476
2010-03-25,2337523738
2010-03-26,2347103753
2010-03-29,2372650460
2010-03-30,2393407160
2010-03-31,2395003830
2010-04-01,2418953868
2010-04-05,2463660606
2010-04-06,2468450614
2010-04-07,2474837291
2010-04-08,2458870598
2010-04-09,2506770675
2010-04-12,2541897398
2010-04-13,2561057428
2010-04-14,2583410797
2010-04-15,2573830782
2010-04-16,2564250767
2010-04-19,2561057428
2010-04-20,2509964013
2010-04-21,2537107390
2010-04-22,2532317382
2010-04-23,2600974159
2010-04-26,2629714205
2010-04-27,2644084228
2010-04-28,2650470905
2010-04-29,2687194297
2010-04-30,2755851073
2010-05-03,2768624427
2010-05-04,2755851073
2010-05-05,2751061066
2010-05-06,2707950997
2010-05-07,2653664243
2010-05-10,2743077719
2010-05-11,2728707696
2010-05-12,2733497704
2010-05-13,2738287712
2010-05-14,2676017612
2010-05-17,2671227605
2010-05-18,2648874235
2010-05-19,2624924197
2010-05-20,2556267421
2010-05-21,2569040774
2010-05-24,2559460759
2010-05-25,2482820637
2010-05-26,2519544029
2010-05-27,2626520866
2010-05-28,2612150843
2010-06-01,2583410797
2010-06-02,2624924197
2010-06-03,2652067574
2010-06-04,2640890889
2010-06-07,2634504213
2010-06-08,2645680897
2010-06-09,2776607773
2010-06-10,2826104519
2010-06-11,2800557811
2010-06-14,2885181280
2010-06-15,2902744641
2010-06-16,2942661372
2010-06-17,2982578102
2010-06-18,2974594756
2010-06-21,3006528141
2010-06-22,2950644718
2010-06-23,2910727988
2010-06-24,2869214588
2010-06-25,2858037903
2010-06-28,2885181280
2010-06-29,2787784458
2010-06-30,2752657735
2010-07-01,2794171135
2010-07-02,2848457888
2010-07-06,2870811257
2010-07-07,2931484687
2010-07-08,2995351456
2010-07-09,3089554940
2010-07-12,3076781586
2010-07-13,3159808386
2010-07-14,3169388401
2010-07-15,3145438363
2010-07-16,3097538286
2010-07-19,3119891655
2010-07-20,3201321786
2010-07-21,3214095139
2010-07-22,3276365239
2010-07-23,3257205208
2010-07-26,3368972054
2010-07-27,3467965545
2010-07-28,3426452146
2010-07-29,3381745407
2010-07-30,3380148738
2010-08-02,3423258807
2010-08-03,3447208845
2010-08-04,3477545561
2010-08-05,3480738899
2010-08-06,3506285607
2010-08-09,3531832314
2010-08-10,3506285607
2010-08-11,3389728754
2010-08-12,3415275461
2010-08-13,3380148738
2010-08-16,3461578868
2010-08-17,3506285607
2010-08-18,3517462291
2010-08-19,3507882276
2010-08-20,3499898930
2010-08-23,3509478945
2010-08-24,3480738899
2010-08-25,3530235645
2010-08-26,3632422475
2010-08-27,3686709228
2010-08-30,3626035798
2010-08-31,3701079251
2010-09-01,3744189320
2010-09-02,3709062598
2010-09-03,3691499236
2010-09-07,3656372513
2010-09-08,3673935875
2010-09-09,3689902567
2010-09-10,3720239282
2010-09-13,3803266082
2010-09-14,3747382659
2010-09-15,3715449274
2010-09-16,3680322552
2010-09-17,3621245790
2010-09-20,3678725882
2010-09-21,3646792498
2010-09-22,3598892421
2010-09-23,3533428983
2010-09-24,3582925729
2010-09-27,3586119068
2010-09-28,3598892421
2010-09-29,3573345714
2010-09-30,3554185683
2010-10-01,3595699083
2010-10-04,3571749045
2010-10-05,3589312406
2010-10-06,3557379022
2010-10-07,3519058960
2010-10-08,3520655630
2010-10-11,3474352222
2010-10-12,3503092268
2010-10-13,3512672284
2010-10-14,3509478945
2010-10-15,3442418838
2010-10-18,3498302261
2010-10-19,3496705591
2010-10-20,3618052452
2010-10-21,3723432621
2010-10-22,3662759190
2010-10-25,3761752682
2010-10-26,3710659267
2010-10-27,3618052452
2010-10-28,3579732391
2010-10-29,3592505745
2010-11-01,3627632467
2010-11-02,3595699083
2010-11-03,3619649121
2010-11-04,3656372513
2010-11-05,3656372513
2010-11-08,3753769336
2010-11-09,3803266082
2010-11-10,3725029290
2010-11-11,3739399313
2010-11-12,3710659267
2010-11-15,3694692575
2010-11-16,3637212483
2010-11-17,3685112559
2010-11-18,3798476074
2010-11-19,3825619451
2010-11-22,3923016273
2010-11-23,3867132850
2010-11-24,3788896059
2010-11-26,3704272590
2010-11-29,3702675921
2010-11-30,3590909075
2010-12-01,3643599160
2010-12-02,3691499236
2010-12-03,3860746173
2010-12-06,3851166158
2010-12-07,3838392804
2010-12-08,3836796135
2010-12-09,3812846097
2010-12-10,3811249428
2010-12-13,3772929366
2010-12-14,3755366005
2010-12-15,3764946020
2010-12-16,3768139359
2010-12-17,3832006128
2010-12-20,3843182812
2010-12-21,3868729520
2010-12-22,3860746173
2010-12-23,3819232774
2010-12-27,3745785990
2010-12-28,3691499236
2010-12-29,3739399313
2010-12-30,3870326189
2010-12-31,3854359497
2011-01-03,3852762827
2011-01-04,3696289244
2011-01-05,3701079251
2011-01-06,3699482582
2011-01-07,3614859114
2011-01-10,3576539052
2011-01-11,3629229137
2011-01-12,3702675921
2011-01-13,3713852605
2011-01-14,3745785990
2011-01-18,3697885913
2011-01-19,3669145867
2011-01-20,3554185683
2011-01-21,3522252299
2011-01-24,3499898930
2011-01-25,3445612176
2011-01-26,3464772207
2011-01-27,3437628830
2011-01-28,3428048815
2011-01-31,3466368876
2011-02-01,3416872130
2011-02-02,3282751916
2011-02-03,3407292115
2011-02-04,3424855476
2011-02-07,3421662138
2011-02-08,3482335568
2011-02-09,3471158884
2011-02-10,3467965545
2011-02-11,3493512253
2011-02-14,3477545561
2011-02-15,3493512253
2011-02-16,3483932238
2011-02-17,3487125576
2011-02-18,3491915584
2011-02-22,3451998853
2011-02-23,3375358731
2011-02-24,3349812023
2011-02-25,3340232008
2011-02-28,3458385530
2011-03-01,3423258807
2011-03-02,3439225499
2011-03-03,3573345714
2011-03-04,3560572360
2011-03-07,3511075614
2011-03-08,3506285607
2011-03-09,3479142230
2011-03-10,3413678792
2011-03-11,3394518761
2011-03-14,3426452146
2011-03-15,3370568723
2011-03-16,3340232008
2011-03-17,3333845331
2011-03-18,3346618685
2011-03-21,3400905438
2011-03-22,3426452146
2011-03-23,3512672284
2011-03-24,3606875767
2011-03-25,3606875767
2011-03-28,3566959037
2011-03-29,3590909075
2011-03-30,3661162521
2011-03-31,3774526036
2011-04-01,3819232774
2011-04-04,3809652758
2011-04-05,3800072743
2011-04-06,3737802644
2011-04-07,3742592651
2011-04-08,3672339206
2011-04-11,3640405821
2011-04-12,3605279098
2011-04-13,3656372513
2011-04-14,3710659267
2011-04-15,3648389167
2011-04-18,3669145867
2011-04-19,3763349351
2011-04-20,3868729520
2011-04-21,3879906204
2011-04-25,3851166158
2011-04-26,3779316043
2011-04-27,3769736028
2011-04-28,3768139359
2011-04-29,3832006128
2011-05-02,3833602797
2011-05-03,3822426112
2011-05-04,3800072743
2011-05-05,3702675921
2011-05-06,3828812789
2011-05-09,3863939512
2011-05-10,3921419604
2011-05-11,3915032927
2011-05-12,3899066235
2011-05-13,3889486219
2011-05-16,3841586143
2011-05-17,3849569489
2011-05-18,3886292881
2011-05-19,3891082889
2011-05-20,3860746173
2011-05-23,3787299389
2011-05-24,3736205974
2011-05-25,3681919221
2011-05-26,3736205974
2011-05-27,3771332697
2011-05-31,3717045944
2011-06-01,3675532544
2011-06-02,3688305898
2011-06-03,3697885913
2011-06-06,3747382659
2011-06-07,3787299389
2011-06-08,3839989474
2011-06-09,3828812789
2011-06-10,3760156013
2011-06-13,3742592651
2011-06-14,3785702720
2011-06-15,3713852605
2011-06-16,3669145867
2011-06-17,3702675921
2011-06-20,3691499236
2011-06-21,3669145867
2011-06-22,3657969183
2011-06-23,3640405821
2011-06-24,3646792498
2011-06-27,3693095905
2011-06-28,3662759190
2011-06-29,3710659267
2011-06-30,3755366005
2011-07-01,3736236231
2011-07-05,3701109223
2011-07-06,3697915859
2011-07-07,3704302588
2011-07-08,3737832913
2011-07-11,3723462773
2011-07-12,3734639548
2011-07-13,3784136695
2011-07-14,3772959920
2011-07-15,3801700199
2011-07-18,3728252820
2011-07-19,3796910152
2011-07-20,3747413006
2011-07-21,3795313470
2011-07-22,3822457067
2011-07-25,3832037160
2011-07-26,3816070338
2011-07-27,3739429595
2011-07-28,3678755673
2011-07-29,3624468480
2011-08-01,3606904976
2011-08-02,3573374651
2011-08-03,3501523954
2011-08-04,3316308825
2011-08-05,3391352886
2011-08-08,3246054810
2011-08-09,3364209290
2011-08-10,3327485600
2011-08-11,3340259057
2011-08-12,3384966158
2011-08-15,3426479893
2011-08-16,3357822561
2011-08-17,3407319708
2011-08-18,3380176111
2011-08-19,3308325414
2011-08-22,3340259057
2011-08-23,3466396947
2011-08-24,3538247644
2011-08-25,3487153815
2011-08-26,3458413536
2011-08-29,3543037690
2011-08-30,3587744791
2011-08-31,3659595487
2011-09-01,3729849502
2011-09-02,3717076045
2011-09-06,3576568016
2011-09-07,3576568016
2011-09-08,3512700730
2011-09-09,3407319708
2011-09-12,3365805972
2011-09-13,3333872329
2011-09-14,3333872329
2011-09-15,3378579429
2011-09-16,3365805972
2011-09-19,3341855739
2011-09-20,3434463304
2011-09-21,3321098872
2011-09-22,3135883742
2011-09-23,3102353417
2011-09-26,3161430657
2011-09-27,3397739615
2011-09-28,3255634903
2011-09-29,3298745321
2011-09-30,3298745321
2011-10-03,3161430657
2011-10-04,3129497014
2011-10-05,3091176642
2011-10-06,3250844857
2011-10-07,3231684671
2011-10-10,3337065693
2011-10-11,3496733908
2011-10-12,3501523954
2011-10-13,3415303118
2011-10-14,3405723025
2011-10-17,3346645786
2011-10-18,3375386065
2011-10-19,3311518779
2011-10-20,3303535368
2011-10-21,3437656668
2011-10-24,3547827737
2011-10-25,3499927272
2011-10-26,3544634373
2011-10-27,3614888387
2011-10-28,3622871798
2011-10-31,3657998805
2011-11-01,3578164698
2011-11-02,3544634373
2011-11-03,3539844326
2011-11-04,3495137226
2011-11-07,3626065162
2011-11-08,3659595487
2011-11-09,3603711612
2011-11-10,3528667551
2011-11-11,3611695023
2011-11-14,3576568016
2011-11-15,3624468480
2011-11-16,3574971333
2011-11-17,3579761380
2011-11-18,3573374651
2011-11-21,3619678434
2011-11-22,3517490776
2011-11-23,3460010219
2011-11-25,3439253351
2011-11-28,3597324883
2011-11-29,3560601194
2011-11-30,3654805441
2011-12-01,3766573191
2011-12-02,3800103517
2011-12-05,3895904446
2011-12-06,3824053749
2011-12-07,3796910152
2011-12-08,3796910152
2011-12-09,3793716788
2011-12-12,3800103517
2011-12-13,3800103517
2011-12-14,3745816323
2011-12-15,3840020570
2011-12-16,3868760849
2011-12-19,3827247113
2011-12-20,3870357531
2011-12-21,3923048042
2011-12-22,3899097810
2011-12-23,3895904446
2011-12-27,3991705375
2011-12-28,3993302057
2011-12-29,4002882150
2011-12-30,4030025746
2012-01-03,4026799772
2012-01-04,3953352988
2012-01-05,3942176304
2012-01-06,3950159650
2012-01-09,3985286373
2012-01-10,4018816426
2012-01-11,4022009765
2012-01-12,4022009765
2012-01-13,3945369642
2012-01-17,3983689703
2012-01-18,4055539818
2012-01-19,4063523164
2012-01-20,4034783118
2012-01-23,4028396442
2012-01-24,4023606434
2012-01-25,3958142996
2012-01-26,3985286373
2012-01-27,4055539818
2012-01-30,4004446403
2012-01-31,4001253065
2012-02-01,4159323318
2012-02-02,4326973586
2012-02-03,4440337100
2012-02-06,4414790393
2012-02-07,4395630362
2012-02-08,4336553601
2012-02-09,4389243685
2012-02-10,4346133616
2012-02-13,4406807047
2012-02-14,4398823701
2012-02-15,4387647016
2012-02-16,4390840355
2012-02-17,4390840355
2012-02-21,4405210377
2012-02-22,4481850500
2012-02-23,4563280630
2012-02-24,4579247322
2012-02-27,4651097437
2012-02-28,4718157545
2012-02-29,4593617345
2012-03-01,4574457315
2012-03-02,4536137254
2012-03-05,4508993877
2012-03-06,4430757085
2012-03-07,4451513785
2012-03-08,4515380554
2012-03-09,4545717269
2012-03-12,4558490623
2012-03-13,4595214015
2012-03-14,4534540584
2012-03-15,4596810684
2012-03-16,4531347246
2012-03-19,4510590546
2012-03-20,4489833846
2012-03-21,4491430515
2012-03-22,4467480477
2012-03-23,4464287139
2012-03-26,4646307430
2012-03-27,4809167690
2012-03-28,4986397974
2012-03-29,4938497897
2012-03-30,5026314704
2012-04-02,5173208272
2012-04-03,4964044604
2012-04-04,4823537713
2012-04-05,4807571021
2012-04-09,4630340738
2012-04-10,4651097437
2012-04-11,4646307430
2012-04-12,4654290776
2012-04-13,4636727414
2012-04-16,4662274122
2012-04-17,4617567384
2012-04-18,4592020676
2012-04-19,4625550730
2012-04-20,4646307430
2012-04-23,4588827338
2012-04-24,4604794030
2012-04-25,4627147399
2012-04-26,4627147399
2012-04-27,4630340738
2012-04-30,4574457315
2012-05-01,4588827338
2012-05-02,4606390699
2012-05-03,4437143762
2012-05-04,4419580400
2012-05-07,4461093800
2012-05-08,4451513785
2012-05-09,4314200232
2012-05-10,4304620217
2012-05-11,4333360263
2012-05-14,4272686832
2012-05-15,4210416733
2012-05-16,4235963440
2012-05-17,4216803410
2012-05-18,4253526802
2012-05-21,4226383425
2012-05-22,4250333463
2012-05-23,4178483348
2012-05-24,4109826572
2012-05-25,4052346480
2012-05-29,4146549964
2012-05-30,4068313172
2012-05-31,4149743302
2012-06-01,4132179941
2012-06-04,4071506511
2012-06-05,4113019910
2012-06-06,4176886679
2012-06-07,4189660033
2012-06-08,4215206740
2012-06-11,4090666541
2012-06-12,3991673050
2012-06-13,3953352988
2012-06-14,4081086526
2012-06-15,4049153141
2012-06-18,4047556472
2012-06-19,4084279864
2012-06-20,4044363134
2012-06-21,3967723011
2012-06-22,3937386296
2012-06-25,3946966311
2012-06-26,3919822935
2012-06-27,3876712866
2012-06-28,3881502873
2012-06-29,3982093034
2012-07-02,4108698757
2012-07-03,4212332990
2012-07-05,4145369332
2012-07-06,4097538147
2012-07-09,4100726893
2012-07-10,4078405673
2012-07-11,4097538147
2012-07-12,4094349401
2012-07-13,4126236858
2012-07-16,4110293129
2012-07-17,4105510011
2012-07-18,4146963704
2012-07-19,4172473669
2012-07-20,4154935568
2012-07-23,4137397467
2012-07-24,4143774959
2012-07-25,4199578007
2012-07-26,4221899227
2012-07-27,4229871091
2012-07-30,4260164175
2012-07-31,4223493600
2012-08-01,4196389262
2012-08-02,3979554558
2012-08-03,4035357607
2012-08-06,4087971910
2012-08-07,4205955499
2012-08-08,4213927363
2012-08-09,4285674140
2012-08-10,4225087973
2012-08-13,4151746823
2012-08-14,4156529941
2012-08-15,4145369332
2012-08-16,4140586213
2012-08-17,4161313060
2012-08-20,4175662415
2012-08-21,4164501805
2012-08-22,4177256788
2012-08-23,4194794889
2012-08-24,4207549871
2012-08-27,4207549871
2012-08-28,4253786683
2012-08-29,4228276718
2012-08-30,4183634279
2012-08-31,4151746823
2012-09-04,4151746823
2012-09-05,4151746823
2012-09-06,4204361126
2012-09-07,4253786683
2012-09-10,4223493600
2012-09-11,4256975429
2012-09-12,4266541666
2012-09-13,4315967223
2012-09-14,4272919157
2012-09-17,4264947293
2012-09-18,4276107903
2012-09-19,4320750342
2012-09-20,4406846474
2012-09-21,4550340028
2012-09-24,4462649523
2012-09-25,4433950812
2012-09-26,4462649523
2012-09-27,4464243896
2012-09-28,4548745655
2012-10-01,4576053984
2012-10-02,4657484114
2012-10-03,4585633999
2012-10-04,4582440661
2012-10-05,4555297284
2012-10-08,4520170561
2012-10-09,4459497131
2012-10-10,4470673816
2012-10-11,4443530439
2012-10-12,4469077146
2012-10-15,4470673816
2012-10-16,4464287139
2012-10-17,4467480477
2012-10-18,4507397208
2012-10-19,4513783884
2012-10-22,4465883808
2012-10-23,4421177070
2012-10-24,4568070638
2012-10-25,4619164053
2012-10-26,4609584038
2012-10-31,4529750577
2012-11-01,4615970715
2012-11-02,4655887445
2012-11-05,4668660799
2012-11-06,4676644145
2012-11-07,4668660799
2012-11-08,4657484114
2012-11-09,4598407353
2012-11-12,4577650653
2012-11-13,4489833846
2012-11-14,4518573892
2012-11-15,4505800538
2012-11-16,4493027185
2012-11-19,4560087292
2012-11-20,4534540584
2012-11-21,4563280630
2012-11-23,4502607200
2012-11-26,4524960569
2012-11-27,4515380554
2012-11-28,4520170561
2012-11-29,4564877299
2012-11-30,4687820829
2012-12-03,4609584038
2012-12-04,4730930898
2012-12-05,4860261105
2012-12-06,4898581166
2012-12-07,4912951189
2012-12-10,4973624620
2012-12-11,4928917882
2012-12-12,4949674582
2012-12-13,4911354520
2012-12-14,5024718035
2012-12-17,4938497897
2012-12-18,4991187981
2012-12-19,5021524696
2012-12-20,5107744834
2012-12-21,5026314704
2012-12-24,5051861412
2012-12-26,5007154673
2012-12-27,5002364666
2012-12-28,5003961335
2012-12-31,5050264742
2013-01-02,5065322449
2013-01-03,5020680010
2013-01-04,5015896891
2013-01-07,5025463128
2013-01-08,5049378720
2013-01-09,5062133703
2013-01-10,5058944957
2013-01-11,5011113773
2013-01-14,5062133703
2013-01-15,5062133703
2013-01-16,5062133703
2013-01-17,5098804278
2013-01-18,5149824208
2013-01-22,5106776142
2013-01-23,5097209905
2013-01-24,5157796072
2013-01-25,5140257971
2013-01-28,5162579191
2013-01-29,5172145428
2013-01-30,5192872274
2013-01-31,5094021159
2013-02-01,5121125497
2013-02-04,5124314243
2013-02-05,5127502989
2013-02-06,5081266177
2013-02-07,5017491264
2013-02-08,4985603808
2013-02-11,4969660079
2013-02-12,5014302518
2013-02-13,5074888686
2013-02-14,5103587396
2013-02-15,5100398651
2013-02-19,5092426787
2013-02-20,5108370515
2013-02-21,5086049295
2013-02-22,5159390445
2013-02-25,5125908616
2013-02-26,5138663598
2013-02-27,5132286107
2013-02-28,5212004748
2013-03-01,5251864069
2013-03-04,5237514713
2013-03-05,5261430306
2013-03-06,5192872274
2013-03-07,5106776142
2013-03-08,5204032884
2013-03-11,5258241560
2013-03-12,5264619051
2013-03-13,5263024678
2013-03-14,5264619051
2013-03-15,5226354103
2013-03-18,5170551055
2013-03-19,5159390445
2013-03-20,5183306037
2013-03-21,5242297832
2013-03-22,5392168877
2013-03-25,5264619051
2013-03-26,5264619051
2013-03-27,5263024678
2013-03-28,5274185288
2013-04-01,5264619051
2013-04-02,5223165358
2013-04-03,5165767936
2013-04-04,5165767936
2013-04-05,5141852344
2013-04-08,5181711665
2013-04-09,5106776142
2013-04-10,5135474853
2013-04-11,5078077431
2013-04-12,5063728076
2013-04-15,4969660079
2013-04-16,5019085637
2013-04-17,5117936752
2013-04-18,5050973093
2013-04-19,5151418581
2013-04-22,5082860550
2013-04-23,5194466647
2013-04-24,5204032884
2013-04-25,5264619051
2013-04-26,5336365828
2013-04-29,5398546368
2013-04-30,5505369347
2013-05-01,5441594434
2013-05-02,5532473685
2013-05-03,5290129016
2013-05-06,5285345898
2013-05-07,5312450236
2013-05-08,5275779661
2013-05-09,5269402170
2013-05-10,5250269696
2013-05-13,5309261490
2013-05-14,5322016473
2013-05-15,5333177082
2013-05-16,5194466647
2013-05-17,5157796072
2013-05-20,4982415062
2013-05-21,4893130184
2013-05-22,4781524087
2013-05-23,4763985986
2013-05-24,4655568634
2013-05-28,4464243896
2013-05-29,4398874610
2013-05-30,4371770272
2013-05-31,4252192310
2013-06-03,4174068042
2013-06-04,4336694070
2013-06-05,4376553390
2013-06-06,4279296648
2013-06-07,4188417398
2013-06-10,4204361126
2013-06-11,4295240377
2013-06-12,4317561596
2013-06-13,4382930882
2013-06-14,4335099697
2013-06-17,4430762066
2013-06-18,4378147763
2013-06-19,4319155969
2013-06-20,4129425603
2013-06-21,4153341196
2013-06-24,4097538147
2013-06-25,4180445534
2013-06-26,4360609662
2013-06-27,4464243896
2013-06-28,4561500638
2013-07-01,4610312813
2013-07-02,4523112500
2013-07-03,4521497680
2013-07-05,4456904856
2013-07-08,4560253374
2013-07-09,4568327477
2013-07-10,4560253374
2013-07-11,4608697992
2013-07-12,4616772095
2013-07-15,4682979740
2013-07-16,4634535122
2013-07-17,4650683328
2013-07-18,4699127946
2013-07-19,4728194716
2013-07-22,4800861643
2013-07-23,4757261487
2013-07-24,4679750098
2013-07-25,4592549786
2013-07-26,4599009068
2013-07-29,4532801424
2013-07-30,4402000955
2013-07-31,4390697211
2013-08-01,4443986291
2013-08-02,4431067726
2013-08-05,4492430909
2013-08-06,4485971626
2013-08-07,4445601111
2013-08-08,4640994404
2013-08-09,4697513125
2013-08-12,4781483796
2013-08-13,4844461800
2013-08-14,4750802205
2013-08-15,4640994404
2013-08-16,4552179271
2013-08-19,4479512344
2013-08-20,4463364138
2013-08-21,4340637772
2013-08-22,4267970845
2013-08-23,4272815307
2013-08-26,4335793311
2013-08-27,4288963513
2013-08-28,4280889410
2013-08-29,4285733872
2013-08-30,4264741204
2013-09-03,4321259925
2013-09-04,4287348693
2013-09-05,4306726540
2013-09-06,4602238710
2013-09-09,4610312813
2013-09-10,4540875527
2013-09-11,4353556337
2013-09-12,4308341360
2013-09-13,4263126384
2013-09-16,4293807975
2013-09-17,4282504231
2013-09-18,4340637772
2013-09-19,4343867414
2013-09-20,4309956181
2013-09-23,4330948849
2013-09-24,4321259925
2013-09-25,4292193154
2013-09-26,4292193154
2013-09-27,4279274590
2013-09-30,4297037616
2013-10-01,4959433277
2013-10-02,5062143434
2013-10-03,5001617806
2013-10-04,4986944926
2013-10-07,4937423958
2013-10-08,4909912309
2013-10-09,4931921628
2013-10-10,5060309324
2013-10-11,5007120136
2013-10-14,5016290685
2013-10-15,4977774377
2013-10-16,5012622466
2013-10-17,5049304664
2013-10-18,4996115476
2013-10-21,5041968225
2013-10-22,5056641104
2013-10-23,4994281366
2013-10-24,4977774377
2013-10-25,5021793015
2013-10-28,4961267387
2013-10-29,4920916969
2013-10-30,4928253408
2013-10-31,4895239429
2013-11-01,4862225450
2013-11-04,4941092178
2013-11-05,4871396000
2013-11-06,4836547911
2013-11-07,4805368042
2013-11-08,4732003645
2013-11-11,4675146237
2013-11-12,4656805137
2013-11-13,4546758541
2013-11-14,4535753881
2013-11-15,4568767860
2013-11-18,4572436080
2013-11-19,4493569353
2013-11-20,4409200295
2013-11-21,4368849877
2013-11-22,4394527416
2013-11-25,4385356866
2013-11-26,4361513437
2013-11-27,4420204955
2013-11-29,4453218934
2013-12-02,4317494798
2013-12-03,4278978490
2013-12-04,4273476160
2013-12-05,4319328908
2013-12-06,4354176997
2013-12-09,4335835898
2013-12-10,4300987809
2013-12-11,4299153699
2013-12-12,4255135060
2013-12-13,4341338227
2013-12-16,4453218934
2013-12-17,4444048384
