,CCU
2004-09-15,1489692988
2004-09-16,1513643036
2004-09-17,1515239706
2004-09-20,1516836376
2004-09-21,1529609735
2004-09-22,1531206405
2004-09-23,1532803075
2004-09-24,1516836376
2004-09-27,1508853027
2004-09-28,1513643036
2004-09-29,1516836376
2004-09-30,1510449697
2004-10-01,1510435469
2004-10-04,1508838814
2004-10-05,1500855540
2004-10-06,1494468920
2004-10-07,1476905717
2004-10-08,1472115753
2004-10-11,1462535824
2004-10-12,1451359240
2004-10-13,1454552550
2004-10-14,1449762585
2004-10-15,1456149204
2004-10-18,1465729133
2004-10-19,1454552550
2004-10-20,1438586001
2004-10-21,1446569275
2004-10-22,1452955895
2004-10-25,1446569275
2004-10-26,1443375966
2004-10-27,1444972621
2004-10-28,1436989347
2004-10-29,1436989347
2004-11-01,1432199382
2004-11-02,1500855540
2004-11-03,1545561875
2004-11-04,1577494972
2004-11-05,1513628778
2004-11-08,1494468920
2004-11-09,1532788636
2004-11-10,1577494972
2004-11-11,1571108352
2004-11-12,1567915043
2004-11-15,1558335114
2004-11-16,1558335114
2004-11-17,1587074901
2004-11-18,1588671555
2004-11-19,1574301662
2004-11-22,1574301662
2004-11-23,1593461520
2004-11-24,1628587926
2004-11-26,1647747784
2004-11-29,1612621378
2004-11-30,1622201307
2004-12-01,1625394616
2004-12-02,1615814687
2004-12-03,1609428068
2004-12-06,1607831413
2004-12-07,1587074901
2004-12-08,1590268210
2004-12-09,1542368565
2004-12-10,1556738459
2004-12-13,1571108352
2004-12-14,1587074901
2004-12-15,1588671555
2004-12-16,1593461520
2004-12-17,1590268210
2004-12-20,1612621378
2004-12-21,1612621378
2004-12-22,1617411342
2004-12-23,1622201307
2004-12-27,1612621378
2004-12-28,1612621378
2004-12-29,1622201307
2004-12-30,1620604652
2004-12-31,1611024723
2005-01-03,1606234758
2005-01-04,1556738459
2005-01-05,1550351839
2005-01-06,1524805362
2005-01-07,1537578601
2005-01-10,1551948494
2005-01-11,1540771910
2005-01-12,1551948494
2005-01-13,1551948494
2005-01-14,1561528423
2005-01-18,1548755185
2005-01-19,1539175256
2005-01-20,1545561875
2005-01-21,1543965220
2005-01-24,1539175256
2005-01-25,1518418743
2005-01-26,1516822088
2005-01-27,1507242159
2005-01-28,1521612052
2005-01-31,1531191981
2005-02-01,1526402017
2005-02-02,1545561875
2005-02-03,1532788636
2005-02-04,1532788636
2005-02-07,1532788636
2005-02-08,1545561875
2005-02-09,1547158530
2005-02-10,1545561875
2005-02-11,1545561875
2005-02-14,1564721733
2005-02-15,1558335114
2005-02-16,1558335114
2005-02-17,1574301662
2005-02-18,1587074901
2005-02-22,1595058175
2005-02-23,1591864865
2005-02-24,1598251484
2005-02-25,1583881591
2005-02-28,1591864865
2005-03-01,1583881591
2005-03-02,1574301662
2005-03-03,1561528423
2005-03-04,1577494972
2005-03-07,1599848139
2005-03-08,1577494972
2005-03-09,1569511697
2005-03-10,1572705007
2005-03-11,1558335114
2005-03-14,1539175256
2005-03-15,1529595327
2005-03-16,1545561875
2005-03-17,1575898317
2005-03-18,1596654830
2005-03-21,1571108352
2005-03-22,1580688281
2005-03-23,1539175256
2005-03-24,1551948494
2005-03-28,1577494972
2005-03-29,1571108352
2005-03-30,1564721733
2005-03-31,1567915043
2005-04-01,1563125078
2005-04-04,1542368565
2005-04-05,1539175256
2005-04-06,1543965220
2005-04-07,1572705007
2005-04-08,1583881591
2005-04-11,1583881591
2005-04-12,1575898317
2005-04-13,1558335114
2005-04-14,1563125078
2005-04-15,1548755185
2005-04-18,1539175256
2005-04-19,1551948494
2005-04-20,1523208707
2005-04-21,1571108352
2005-04-22,1556738459
2005-04-25,1545561875
2005-04-26,1520015398
2005-04-27,1513628778
2005-04-28,1513628778
2005-04-29,1516822088
2005-05-02,1510435469
2005-05-03,1516822088
2005-05-04,1539175256
2005-05-05,1526402017
2005-05-06,1542368565
2005-05-09,1561528423
2005-05-10,1548755185
2005-05-11,1548755185
2005-05-12,1535981946
2005-05-13,1535981946
2005-05-16,1539175256
2005-05-17,1523208707
2005-05-18,1510435469
2005-05-19,1500855540
2005-05-20,1510435469
2005-05-23,1510435469
2005-05-24,1500855540
2005-05-25,1489678956
2005-05-26,1481695682
2005-05-27,1481695682
2005-05-31,1497662230
2005-06-01,1488082301
2005-06-02,1504048849
2005-06-03,1513628778
2005-06-06,1505645504
2005-06-07,1527998672
2005-06-08,1529595327
2005-06-09,1527998672
2005-06-10,1510435469
2005-06-13,1521612052
2005-06-14,1529595327
2005-06-15,1539175256
2005-06-16,1539175256
2005-06-17,1548755185
2005-06-20,1547158530
2005-06-21,1545561875
2005-06-22,1564721733
2005-06-23,1551948494
2005-06-24,1532788636
2005-06-27,1564721733
2005-06-28,1537578601
2005-06-29,1539175256
2005-06-30,1532788636
2005-07-01,1539175256
2005-07-05,1510435469
2005-07-06,1526402017
2005-07-07,1551948494
2005-07-08,1574301662
2005-07-11,1607831413
2005-07-12,1615814687
2005-07-13,1617411342
2005-07-14,1641361165
2005-07-15,1652537749
2005-07-18,1652537749
2005-07-19,1662117678
2005-07-20,1666907642
2005-07-21,1666907642
2005-07-22,1708420668
2005-07-25,1689260810
2005-07-26,1708420668
2005-07-27,1710017322
2005-07-28,1743547074
2005-07-29,1788253409
2005-08-01,1807413267
2005-08-02,1789850064
2005-08-03,1769093551
2005-08-04,1799429993
2005-08-05,1769093551
2005-08-08,1783463445
2005-08-09,1778673480
2005-08-10,1748337038
2005-08-11,1761110277
2005-08-12,1765900241
2005-08-15,1781866790
2005-08-16,1769093551
2005-08-17,1762706932
2005-08-18,1730773835
2005-08-19,1711613977
2005-08-22,1711613977
2005-08-23,1724387216
2005-08-24,1695647429
2005-08-25,1721193906
2005-08-26,1716403942
2005-08-29,1702034048
2005-08-30,1689260810
2005-08-31,1676487571
2005-09-01,1716403942
2005-09-02,1737160455
2005-09-06,1729177180
2005-09-07,1732370490
2005-09-08,1732370490
2005-09-09,1732370490
2005-09-12,1732370490
2005-09-13,1741950419
2005-09-14,1727580526
2005-09-15,1741950419
2005-09-16,1756320313
2005-09-19,1749933693
2005-09-20,1748337038
2005-09-21,1713210632
2005-09-22,1682874190
2005-09-23,1679680881
2005-09-26,1654134403
2005-09-27,1641361165
2005-09-28,1650941094
2005-09-29,1654134403
2005-09-30,1657327713
2005-10-03,1666907642
2005-10-04,1689260810
2005-10-05,1690857464
2005-10-06,1646151129
2005-10-07,1644554474
2005-10-10,1663714332
2005-10-11,1654134403
2005-10-12,1638167855
2005-10-13,1609428068
2005-10-14,1596654830
2005-10-17,1628587926
2005-10-18,1622201307
2005-10-19,1595058175
2005-10-20,1598251484
2005-10-21,1571108352
2005-10-24,1571108352
2005-10-25,1547158530
2005-10-26,1551948494
2005-10-27,1513628778
2005-10-28,1526402017
2005-10-31,1559931768
2005-11-01,1559931768
2005-11-02,1558335114
2005-11-03,1556738459
2005-11-04,1555141804
2005-11-07,1548755185
2005-11-08,1542368565
2005-11-09,1542368565
2005-11-10,1545561875
2005-11-11,1555141804
2005-11-14,1558335114
2005-11-15,1567915043
2005-11-16,1596654830
2005-11-17,1603041449
2005-11-18,1612621378
2005-11-21,1603041449
2005-11-22,1596654830
2005-11-23,1609428068
2005-11-25,1603041449
2005-11-28,1622201307
2005-11-29,1647747784
2005-11-30,1638167855
2005-12-01,1641361165
2005-12-02,1650941094
2005-12-05,1660521023
2005-12-06,1686067500
2005-12-07,1647747784
2005-12-08,1614218033
2005-12-09,1615814687
2005-12-12,1634974545
2005-12-13,1654134403
2005-12-14,1650941094
2005-12-15,1625394616
2005-12-16,1612621378
2005-12-19,1604638104
2005-12-20,1604638104
2005-12-21,1580688281
2005-12-22,1596654830
2005-12-23,1641361165
2005-12-27,1585478246
2005-12-28,1574301662
2005-12-29,1583881591
2005-12-30,1611024723
2006-01-03,1598251484
2006-01-04,1625394616
2006-01-05,1641361165
2006-01-06,1678084226
2006-01-09,1679680881
2006-01-10,1649344439
2006-01-11,1676487571
2006-01-12,1692454119
2006-01-13,1702034048
2006-01-17,1641361165
2006-01-18,1622201307
2006-01-19,1615814687
2006-01-20,1615814687
2006-01-23,1606234758
2006-01-24,1609428068
2006-01-25,1583881591
2006-01-26,1607831413
2006-01-27,1619007997
2006-01-30,1622201307
2006-01-31,1599848139
2006-02-01,1609428068
2006-02-02,1588671555
2006-02-03,1630184581
2006-02-06,1641361165
2006-02-07,1619007997
2006-02-08,1628587926
2006-02-09,1612621378
2006-02-10,1609428068
2006-02-13,1611024723
2006-02-14,1596654830
2006-02-15,1609428068
2006-02-16,1617411342
2006-02-17,1599848139
2006-02-21,1606234758
2006-02-22,1673294261
2006-02-23,1689260810
2006-02-24,1687664155
2006-02-27,1719597251
2006-02-28,1737160455
2006-03-01,1676487571
2006-03-02,1665310987
2006-03-03,1647747784
2006-03-06,1641361165
2006-03-07,1606234758
2006-03-08,1571108352
2006-03-09,1567915043
2006-03-10,1585478246
2006-03-13,1622201307
2006-03-14,1630184581
2006-03-15,1650941094
2006-03-16,1631781236
2006-03-17,1641361165
2006-03-20,1673294261
2006-03-21,1625394616
2006-03-22,1634974545
2006-03-23,1596654830
2006-03-24,1606234758
2006-03-27,1582284936
2006-03-28,1567915043
2006-03-29,1585478246
2006-03-30,1585478246
2006-03-31,1590268210
2006-04-03,1599848139
2006-04-04,1611024723
2006-04-05,1611024723
2006-04-06,1626991271
2006-04-07,1630184581
2006-04-10,1623797962
2006-04-11,1587074901
2006-04-12,1619007997
2006-04-13,1603041449
2006-04-17,1590268210
2006-04-18,1590268210
2006-04-19,1564721733
2006-04-20,1540771910
2006-04-21,1555141804
2006-04-24,1559931768
2006-04-25,1577494972
2006-04-26,1583881591
2006-04-27,1572705007
2006-04-28,1574301662
2006-05-01,1575898317
2006-05-02,1583881591
2006-05-03,1598251484
2006-05-04,1606234758
2006-05-05,1626991271
2006-05-08,1641361165
2006-05-09,1641361165
2006-05-10,1631781236
2006-05-11,1614218033
2006-05-12,1593461520
2006-05-15,1548755185
2006-05-16,1569511697
2006-05-17,1532788636
2006-05-18,1542368565
2006-05-19,1526402017
2006-05-22,1468922443
2006-05-23,1475309062
2006-05-24,1472115753
2006-05-25,1481695682
2006-05-26,1472115753
2006-05-30,1462535824
2006-05-31,1484888991
2006-06-01,1518418743
2006-06-02,1532788636
2006-06-05,1526402017
2006-06-06,1523208707
2006-06-07,1497662230
2006-06-08,1468922443
2006-06-09,1464132479
2006-06-12,1373123153
2006-06-13,1390686356
2006-06-14,1373123153
2006-06-15,1444972621
2006-06-16,1436989347
2006-06-19,1401862940
2006-06-20,1398669631
2006-06-21,1397072976
2006-06-22,1393879666
2006-06-23,1366736534
2006-06-26,1360349915
2006-06-27,1363543224
2006-06-28,1385896392
2006-06-29,1414636179
2006-06-30,1411442869
2006-07-03,1427409418
2006-07-05,1392283011
2006-07-06,1411442869
2006-07-07,1422619453
2006-07-10,1432199382
2006-07-11,1452955895
2006-07-12,1464132479
2006-07-13,1457745859
2006-07-14,1427409418
2006-07-17,1427409418
2006-07-18,1430602727
2006-07-19,1446569275
2006-07-20,1464132479
2006-07-21,1451359240
2006-07-24,1456149204
2006-07-25,1443375966
2006-07-26,1451359240
2006-07-27,1452955895
2006-07-28,1460939169
2006-07-31,1456149204
2006-08-01,1440182656
2006-08-02,1459342514
2006-08-03,1462535824
2006-08-04,1473712408
2006-08-07,1448165930
2006-08-08,1443375966
2006-08-09,1481695682
2006-08-10,1529595327
2006-08-11,1524805362
2006-08-14,1529595327
2006-08-15,1542368565
2006-08-16,1582284936
2006-08-17,1606234758
2006-08-18,1609428068
2006-08-21,1614218033
2006-08-22,1606234758
2006-08-23,1588671555
2006-08-24,1555141804
2006-08-25,1571108352
2006-08-28,1588671555
2006-08-29,1595058175
2006-08-30,1596654830
2006-08-31,1591864865
2006-09-01,1593461520
2006-09-05,1588671555
2006-09-06,1574301662
2006-09-07,1577494972
2006-09-08,1558335114
2006-09-11,1564721733
2006-09-12,1599848139
2006-09-13,1609428068
2006-09-14,1641361165
2006-09-15,1658924368
2006-09-18,1676487571
2006-09-19,1676487571
2006-09-20,1657327713
2006-09-21,1676487571
2006-09-22,1686067500
2006-09-25,1692454119
2006-09-26,1692454119
2006-09-27,1706824013
2006-09-28,1711613977
2006-09-29,1681277535
2006-10-02,1676487571
2006-10-03,1697244084
2006-10-04,1695647429
2006-10-05,1668504297
2006-10-06,1644554474
2006-10-09,1660521023
2006-10-10,1666907642
2006-10-11,1663714332
2006-10-12,1690857464
2006-10-13,1697244084
2006-10-16,1702034048
2006-10-17,1689260810
2006-10-18,1708420668
2006-10-19,1711613977
2006-10-20,1711613977
2006-10-23,1714807287
2006-10-24,1730773835
2006-10-25,1733967145
2006-10-26,1751530348
2006-10-27,1743547074
2006-10-30,1749933693
2006-10-31,1756320313
2006-11-01,1785060099
2006-11-02,1761110277
2006-11-03,1740353764
2006-11-06,1749933693
2006-11-07,1794640028
2006-11-08,1807413267
2006-11-09,1802623303
2006-11-10,1794640028
2006-11-13,1797833338
2006-11-14,1820186506
2006-11-15,1799429993
2006-11-16,1816993196
2006-11-17,1832959744
2006-11-20,1769093551
2006-11-21,1810606577
2006-11-22,1820186506
2006-11-24,1820186506
2006-11-27,1816993196
2006-11-28,1829766435
2006-11-29,1863296186
2006-11-30,1855312912
2006-12-01,1868086151
2006-12-04,1839346364
2006-12-05,1864892841
2006-12-06,1864892841
2006-12-07,1880859389
2006-12-08,1896825938
2006-12-11,1915985796
2006-12-12,1909599176
2006-12-13,1900019247
2006-12-14,1896825938
2006-12-15,1896825938
2006-12-18,1917582450
2006-12-19,1877666080
2006-12-20,1925565724
2006-12-21,1925565724
2006-12-22,1936742308
2006-12-26,1949515547
2006-12-27,1954305511
2006-12-28,1903212557
2006-12-29,1896825938
2007-01-03,1900019247
2007-01-04,1896825938
2007-01-05,1882456044
2007-01-08,1880859389
2007-01-09,1864892841
2007-01-10,1828169780
2007-01-11,1807413267
2007-01-12,1809009922
2007-01-16,1831363090
2007-01-17,1869682805
2007-01-18,1884052699
2007-01-19,1876069425
2007-01-22,1871279460
2007-01-23,1933548999
2007-01-24,1911195831
2007-01-25,1887246009
2007-01-26,1868086151
2007-01-29,1869682805
2007-01-30,1868086151
2007-01-31,1911195831
2007-02-01,1896825938
2007-02-02,1938338963
2007-02-05,1884052699
2007-02-06,1963885440
2007-02-07,1978255334
2007-02-08,1962288786
2007-02-09,1981448644
2007-02-12,1976658679
2007-02-13,1995818537
2007-02-14,2029348288
2007-02-15,2018171705
2007-02-16,2045314837
2007-02-20,1965482095
2007-02-21,1925565724
2007-02-22,1959095476
2007-02-23,1970272060
2007-02-26,1973465369
2007-02-27,1884052699
2007-02-28,1887246009
2007-03-01,1920775760
2007-03-02,1863296186
2007-03-05,1858506222
2007-03-06,1887246009
2007-03-07,1892035973
2007-03-08,1895229283
2007-03-09,1915985796
2007-03-12,1922372415
2007-03-13,1915985796
2007-03-14,1900019247
2007-03-15,1955902166
2007-03-16,1957498821
2007-03-19,2027751634
2007-03-20,1999011847
2007-03-21,2011785085
2007-03-22,2005398466
2007-03-23,1963885440
2007-03-26,2005398466
2007-03-27,1991028573
2007-03-28,1991028573
2007-03-29,2005398466
2007-03-30,2006995121
2007-04-02,1999011847
2007-04-03,2011785085
2007-04-04,2008591776
2007-04-05,1992625227
2007-04-09,2019768359
2007-04-10,2037331563
2007-04-11,2062878040
2007-04-12,2053298111
2007-04-13,2053298111
2007-04-16,2061281385
2007-04-17,2091617827
2007-04-18,2074054624
2007-04-19,2091617827
2007-04-20,2181030497
2007-04-23,2120357614
2007-04-24,2136324162
2007-04-25,2145904091
2007-04-26,2142710781
2007-04-27,2216156904
2007-04-30,2225736833
2007-05-01,2241703381
2007-05-02,2256073274
2007-05-03,2350275909
2007-05-04,2356662529
2007-05-07,2404562173
2007-05-08,2391788935
2007-05-09,2374225732
2007-05-10,2363049148
2007-05-11,2356662529
2007-05-14,2337502671
2007-05-15,2284813061
2007-05-16,2311956193
2007-05-17,2340695980
2007-05-18,2350275909
2007-05-21,2326326087
2007-05-22,2260863239
2007-05-23,2251283310
2007-05-24,2220946868
2007-05-25,2238510071
2007-05-29,2240106726
2007-05-30,2268846513
2007-05-31,2216156904
2007-06-01,2267249858
2007-06-04,2264056548
2007-06-05,2267249858
2007-06-06,2241703381
2007-06-07,2198593700
2007-06-08,2171450568
2007-06-11,2190610426
2007-06-12,2260863239
2007-06-13,2236913416
2007-06-14,2286409716
2007-06-15,2299182955
2007-06-18,2318342813
2007-06-19,2385402316
2007-06-20,2353469219
2007-06-21,2363049148
2007-06-22,2321536122
2007-06-25,2343889290
2007-06-26,2321536122
2007-06-27,2321536122
2007-06-28,2289603026
2007-06-29,2355065874
2007-07-02,2353469219
2007-07-03,2364645803
2007-07-05,2288006371
2007-07-06,2302376264
2007-07-09,2299182955
2007-07-10,2268846513
2007-07-11,2267249858
2007-07-12,2251283310
2007-07-13,2228930142
2007-07-16,2254476619
2007-07-17,2235316762
2007-07-18,2241703381
2007-07-19,2232123452
2007-07-20,2187417117
2007-07-23,2238510071
2007-07-24,2241703381
2007-07-25,2246493345
2007-07-26,2136324162
2007-07-27,2267249858
2007-07-30,2267249858
2007-07-31,2372629077
2007-08-01,2327922742
2007-08-02,2326326087
2007-08-03,2327922742
2007-08-06,2192207081
2007-08-07,2241703381
2007-08-08,2337502671
2007-08-09,2295989645
2007-08-10,2254476619
2007-08-13,2267249858
2007-08-14,2203383665
2007-08-15,2171450568
2007-08-16,2064474695
2007-08-17,2123550923
2007-08-20,2137920817
2007-08-21,2203383665
2007-08-22,2254476619
2007-08-23,2203383665
2007-08-24,2337502671
2007-08-27,2216156904
2007-08-28,2203383665
2007-08-29,2270443168
2007-08-30,2254476619
2007-08-31,2316746158
2007-09-04,2353469219
2007-09-05,2329519396
2007-09-06,2291199681
2007-09-07,2267249858
2007-09-10,2209770284
2007-09-11,2225736833
2007-09-12,2184223807
2007-09-13,2220946868
2007-09-14,2267249858
2007-09-17,2200190355
2007-09-18,2198593700
2007-09-19,2278426442
2007-09-20,2343889290
2007-09-21,2324729432
2007-09-24,2324729432
2007-09-25,2324729432
2007-09-26,2324729432
2007-09-27,2345485945
2007-09-28,2458848438
2007-10-01,2438091925
2007-10-02,2426915341
2007-10-03,2393385590
2007-10-04,2436495270
2007-10-05,2490781534
2007-10-08,2511538047
2007-10-09,2564227656
2007-10-10,2580194205
2007-10-11,2605740682
2007-10-12,2584984169
2007-10-15,2607337337
2007-10-16,2519521321
2007-10-17,2543471144
2007-10-18,2607337337
2007-10-19,2546664453
2007-10-22,2591370789
2007-10-23,2631287159
2007-10-24,2600950718
2007-10-25,2644060398
2007-10-26,2655236982
2007-10-29,2749439617
2007-10-30,2743052997
2007-10-31,2680783459
2007-11-01,2682380114
2007-11-02,2554647728
2007-11-05,2452461818
2007-11-06,2439688580
2007-11-07,2267249858
2007-11-08,2337502671
2007-11-09,2295989645
2007-11-12,2288006371
2007-11-13,2302376264
2007-11-14,2310359539
2007-11-15,2224140178
2007-11-16,2149097401
2007-11-19,2105987720
2007-11-20,2077247933
2007-11-21,2093214482
2007-11-23,2166660604
2007-11-26,2069264659
2007-11-27,2121954269
2007-11-28,2212963594
2007-11-29,2235316762
2007-11-30,2276829787
2007-12-03,2270443168
2007-12-04,2209770284
2007-12-05,2276829787
2007-12-06,2404562173
2007-12-07,2382209006
2007-12-10,2410948793
2007-12-11,2302376264
2007-12-12,2276829787
2007-12-13,2209770284
2007-12-14,2184223807
2007-12-17,2129937543
2007-12-18,2158677330
2007-12-19,2189013771
2007-12-20,2219350213
2007-12-21,2342292635
2007-12-24,2319939467
2007-12-26,2332712706
2007-12-27,2248090000
2007-12-28,2331116051
2007-12-31,2283216406
2008-01-02,2292796335
2008-01-03,2155484020
2008-01-04,2094811136
2008-01-07,2075651279
2008-01-08,2078844588
2008-01-09,2113970994
2008-01-10,2171450568
2008-01-11,2195400391
2008-01-14,2177837188
2008-01-15,2125147578
2008-01-16,2027751634
2008-01-17,1959095476
2008-01-18,1973465369
2008-01-22,1906405867
2008-01-23,1884052699
2008-01-24,1999011847
2008-01-25,2125147578
2008-01-28,2027751634
2008-01-29,2155484020
2008-01-30,2128340888
2008-01-31,2171450568
2008-02-01,2174643878
2008-02-04,2171450568
2008-02-05,2070861314
2008-02-06,2110777685
2008-02-07,2042121527
2008-02-08,2040524872
2008-02-11,2078844588
2008-02-12,2091617827
2008-02-13,2144307436
2008-02-14,2134727507
2008-02-15,2129937543
2008-02-19,2161870639
2008-02-20,2161870639
2008-02-21,2109181030
2008-02-22,2136324162
2008-02-25,2149097401
2008-02-26,2206576975
2008-02-27,2212963594
2008-02-28,2235316762
2008-02-29,2121954269
2008-03-03,2169853913
2008-03-04,2152290710
2008-03-05,2232123452
2008-03-06,2098004446
2008-03-07,2182627152
2008-03-10,2152290710
2008-03-11,2244896690
2008-03-12,2265653203
2008-03-13,2316746158
2008-03-14,2235316762
2008-03-17,2284813061
2008-03-18,2288006371
2008-03-19,2260863239
2008-03-20,2187417117
2008-03-24,2181030497
2008-03-25,2209770284
2008-03-26,2227333487
2008-03-27,2299182955
2008-03-28,2241703381
2008-03-31,2257669929
2008-04-01,2339099325
2008-04-02,2350275909
2008-04-03,2426915341
2008-04-04,2438091925
2008-04-07,2425318686
2008-04-08,2466831712
2008-04-09,2487588225
2008-04-10,2501958118
2008-04-11,2418932067
2008-04-14,2490781534
2008-04-15,2513134702
2008-04-16,2470025022
2008-04-17,2462041747
2008-04-18,2386998970
2008-04-21,2374225732
2008-04-22,2433301960
2008-04-23,2439688580
2008-04-24,2366242458
2008-04-25,2343889290
2008-04-28,2337502671
2008-04-29,2303972919
2008-04-30,2327922742
2008-05-01,2331116051
2008-05-02,2300779610
2008-05-05,2262459894
2008-05-06,2267249858
2008-05-07,2203383665
2008-05-08,2211366939
2008-05-09,2190610426
2008-05-12,2184223807
2008-05-13,2225736833
2008-05-14,2248090000
2008-05-15,2212963594
2008-05-16,2211366939
2008-05-19,2233720107
2008-05-20,2196997046
2008-05-21,2193803736
2008-05-22,2171450568
2008-05-23,2163467294
2008-05-27,2232123452
2008-05-28,2243300036
2008-05-29,2297586300
2008-05-30,2270443168
2008-06-02,2260863239
2008-06-03,2264056548
2008-06-04,2196997046
2008-06-05,2219350213
2008-06-06,2190610426
2008-06-09,2184223807
2008-06-10,2152290710
2008-06-11,2125147578
2008-06-12,2128340888
2008-06-13,2134727507
2008-06-16,2120357614
2008-06-17,2105987720
2008-06-18,2080441243
2008-06-19,2091617827
2008-06-20,2024558324
2008-06-23,1936742308
2008-06-24,1947918892
2008-06-25,1987835263
2008-06-26,1903212557
2008-06-27,1877666080
2008-06-30,1861699531
2008-07-01,1837766272
2008-07-02,1818606241
2008-07-03,1839362941
2008-07-07,1842556279
2008-07-08,1842556279
2008-07-09,1882473010
2008-07-10,1901633041
2008-07-11,1847346287
2008-07-14,1860119641
2008-07-15,1836169603
2008-07-16,1888859687
2008-07-17,1931969756
2008-07-18,2030963247
2008-07-21,2019786563
2008-07-22,2013399886
2008-07-23,2064493301
2008-07-24,2064493301
2008-07-25,2104410031
2008-07-28,2104410031
2008-07-29,2152310108
2008-07-30,2054913286
2008-07-31,2037349924
2008-08-01,2038946593
2008-08-04,2035753255
2008-08-05,2061299963
2008-08-06,2104410031
2008-08-07,2166680131
2008-08-08,2238530246
2008-08-11,2198613515
2008-08-12,2200210185
2008-08-13,2171470139
2008-08-14,2212983538
2008-08-15,2267270292
2008-08-18,2219370215
2008-08-19,2142730093
2008-08-20,2168276800
2008-08-21,2192226839
2008-08-22,2212983538
2008-08-25,2216176877
2008-08-26,2212983538
2008-08-27,2192226839
2008-08-28,2244916923
2008-08-29,2209790200
2008-09-02,2238530246
2008-09-03,2217773546
2008-09-04,2212983538
2008-09-05,2232143569
2008-09-08,2110796708
2008-09-09,2174663477
2008-09-10,2152310108
2008-09-11,2228950231
2008-09-12,2232143569
2008-09-15,2144326762
2008-09-16,2096426685
2008-09-17,2002223201
2008-09-18,1952726456
2008-09-19,2069283309
2008-09-22,2016593224
2008-09-23,2040543263
2008-09-24,2021383232
2008-09-25,2059703293
2008-09-26,2043736601
2008-09-29,1850539625
2008-09-30,2050123278
2008-10-01,2043718182
2008-10-02,2002205156
2008-10-03,1991028573
2008-10-06,1799429993
2008-10-07,1840943018
2008-10-08,1676487571
2008-10-09,1676487571
2008-10-10,1628587926
2008-10-13,1836153054
2008-10-14,1802623303
2008-10-15,1746740384
2008-10-16,1738757109
2008-10-17,1813799886
2008-10-20,1848926293
2008-10-21,1735563800
2008-10-22,1612621378
2008-10-23,1706824013
2008-10-24,1520015398
2008-10-27,1540771910
2008-10-28,1668504297
2008-10-29,1700437393
2008-10-30,1753127003
2008-10-31,1706824013
2008-11-03,1724387216
2008-11-04,1832959744
2008-11-05,1861699531
2008-11-06,1796236683
2008-11-07,1842539673
2008-11-10,1880859389
2008-11-11,1812203232
2008-11-12,1793043374
2008-11-13,1928759034
2008-11-14,1842539673
2008-11-17,1909599176
2008-11-18,1801026648
2008-11-19,1769093551
2008-11-20,1670100952
2008-11-21,1727580526
2008-11-24,1794640028
2008-11-25,1767496896
2008-11-26,1864892841
2008-11-28,1815396541
2008-12-01,1700437393
2008-12-02,1548755185
2008-12-03,1542368565
2008-12-04,1555141804
2008-12-05,1548755185
2008-12-08,1478502372
2008-12-09,1555141804
2008-12-10,1512032124
2008-12-11,1507242159
2008-12-12,1548755185
2008-12-15,1623797962
2008-12-16,1678084226
2008-12-17,1666907642
2008-12-18,1756320313
2008-12-19,1654134403
2008-12-22,1660521023
2008-12-23,1748337038
2008-12-24,1832959744
2008-12-26,1791446719
2008-12-29,1767496896
2008-12-30,1703630703
2008-12-31,1676487571
2009-01-02,1781882849
2009-01-05,1817009572
2009-01-06,1900036371
2009-01-07,1805832887
2009-01-08,1788269526
2009-01-09,1788269526
2009-01-12,1753142803
2009-01-13,1791462864
2009-01-14,1753142803
2009-01-15,1743562788
2009-01-16,1829782926
2009-01-20,1801042880
2009-01-21,1759529480
2009-01-22,1826589587
2009-01-23,1928776417
2009-01-26,1967096479
2009-01-27,1984659840
2009-01-28,1970289817
2009-01-29,1979869832
2009-01-30,1839362941
2009-02-02,1927179748
2009-02-03,1900036371
2009-02-04,1912809725
2009-02-05,1938356433
2009-02-06,1797849541
2009-02-09,1916003064
2009-02-10,1877683002
2009-02-11,1925583079
2009-02-12,1900036371
2009-02-13,1911213056
2009-02-17,1903229710
2009-02-18,1919196402
2009-02-19,1874489664
2009-02-20,1829782926
2009-02-23,1804236218
2009-02-24,1858522972
2009-02-25,1817009572
2009-02-26,1805832887
2009-02-27,1702049388
2009-03-02,1657342650
2009-03-03,1706839396
2009-03-04,1809026226
2009-03-05,1788269526
2009-03-06,1789866195
2009-03-09,1733982772
2009-03-10,1839362941
2009-03-11,1858522972
2009-03-12,1906423048
2009-03-13,1901633041
2009-03-16,1943146440
2009-03-17,1965499809
2009-03-18,1941549771
2009-03-19,1895246364
2009-03-20,1847346287
2009-03-23,1954323125
2009-03-24,1906423048
2009-03-25,1909616387
2009-03-26,1904826379
2009-03-27,1884069679
2009-03-30,1809026226
2009-03-31,1794656203
2009-04-01,1817009572
2009-04-02,1840959610
2009-04-03,1871296325
2009-04-06,1845749618
2009-04-07,1839362941
2009-04-08,1839362941
2009-04-09,1852136295
2009-04-13,1877683002
2009-04-14,1906423048
2009-04-15,1916003064
2009-04-16,1935163094
2009-04-17,1935163094
2009-04-20,1874489664
2009-04-21,1896843033
2009-04-22,1866506318
2009-04-23,1884069679
2009-04-24,1876086333
2009-04-27,1796252872
2009-04-28,1815412903
2009-04-29,1864909648
2009-04-30,1890456356
2009-05-01,1900036371
