,CMG
2015-05-01,19730080000
2015-05-04,19714520000
2015-05-05,19465560000
2015-05-06,19512240000
2015-05-07,19574480000
2015-05-08,19730080000
2015-05-11,19776760000
2015-05-12,19776760000
2015-05-13,19776760000
2015-05-14,19745640000
2015-05-15,19683400000
2015-05-18,19792320000
2015-05-19,19823440000
2015-05-20,19543360000
2015-05-21,19714520000
2015-05-22,19496680000
2015-05-26,19356640000
2015-05-27,19061000000
2015-05-28,19590040000
2015-05-29,19154360000
2015-06-01,19138800000
2015-06-02,18998760000
2015-06-03,19014320000
2015-06-04,19029880000
2015-06-05,19107680000
2015-06-08,18920960000
2015-06-09,18858720000
2015-06-10,18936520000
2015-06-11,18858720000
2015-06-12,18983200000
2015-06-15,18796480000
2015-06-16,18687560000
2015-06-17,18889840000
2015-06-18,18858720000
2015-06-19,19154360000
2015-06-22,19278840000
2015-06-23,19154360000
2015-06-24,18998760000
2015-06-25,18905400000
2015-06-26,18967640000
2015-06-29,18672000000
2015-06-30,18868135000
2015-07-01,18914915500
2015-07-02,19008476500
2015-07-06,18930509000
2015-07-07,19351533500
2015-07-08,19117631000
2015-07-09,19554249000
2015-07-10,19944086500
2015-07-13,20521046000
2015-07-14,20443078500
2015-07-15,20614607000
2015-07-16,20536639500
2015-07-17,20645794000
2015-07-20,21144786000
2015-07-21,20988851000
2015-07-22,22641762000
2015-07-23,22641762000
2015-07-24,22735323000
2015-07-27,22813290500
2015-07-28,22797697000
2015-07-29,23031599500
2015-07-30,23203128000
2015-07-31,23140754000
2015-08-03,23171941000
2015-08-04,23327876000
2015-08-05,23639746000
2015-08-06,23374656500
2015-08-07,23359063000
2015-08-10,23203128000
2015-08-11,23249908500
2015-08-12,23265502000
2015-08-13,23187534500
2015-08-14,23343469500
2015-08-17,23514998000
2015-08-18,23265502000
2015-08-19,23249908500
2015-08-20,22922445000
2015-08-21,22454640000
2015-08-24,21971241500
2015-08-25,21690558500
2015-08-26,22064802500
2015-08-27,22672949000
2015-08-28,22485827000
2015-08-31,22142770000
2015-09-01,22033615500
2015-09-02,22579388000
2015-09-03,22610575000
2015-09-04,22423453000
2015-09-08,22828884000
2015-09-09,22423453000
2015-09-10,22548201000
2015-09-11,22735323000
2015-09-14,22672949000
2015-09-15,22828884000
2015-09-16,22766510000
2015-09-17,22766510000
2015-09-18,22750916500
2015-09-21,22797697000
2015-09-22,22672949000
2015-09-23,22813290500
2015-09-24,22797697000
2015-09-25,22782103500
2015-09-28,22080396000
2015-09-29,22095989500
2015-09-30,22354953500
2015-10-01,22479061500
2015-10-02,22479061500
2015-10-05,22587656000
2015-10-06,22137764500
2015-10-07,22339440000
2015-10-08,22804845000
2015-10-09,22742791000
2015-10-12,23208196000
2015-10-13,23285763500
2015-10-14,22292899500
2015-10-15,22463548000
2015-10-16,22417007500
2015-10-19,22292899500
2015-10-20,21889548500
2015-10-21,20648468500
2015-10-22,20183063500
2015-10-23,20152036500
2015-10-26,20462306500
2015-10-27,20369225500
2015-10-28,20322685000
2015-10-29,20105496000
2015-10-30,19857280000
2015-11-02,19360848000
2015-11-03,19329821000
2015-11-04,19081605000
2015-11-05,19143659000
2015-11-06,19004037500
2015-11-09,18910956500
2015-11-10,19515983000
2015-11-11,19298794000
2015-11-12,19066091500
2015-11-13,18399011000
2015-11-16,18259389500
2015-11-17,18104254500
2015-11-18,18430038000
2015-11-19,18973010500
2015-11-20,16630472000
2015-11-23,17359606500
2015-11-24,17933606000
2015-11-25,18026687000
2015-11-27,17887065500
2015-11-30,17980146500
2015-12-01,18011173500
2015-12-02,17825011500
2015-12-03,17545768500
2015-12-04,17406147000
2015-12-07,17126903999
2015-12-08,16816634000
2015-12-09,17002796000
2015-12-10,17856038500
2015-12-11,17530255000
2015-12-14,17313066000
2015-12-15,17219985000
2015-12-16,17623336000
2015-12-17,17219985000
2015-12-18,16785607000
2015-12-21,16196094000
2015-12-22,15342851500
2015-12-23,15435932499
2015-12-24,15358365000
2015-12-28,15311824499
2015-12-29,15203230000
2015-12-30,15079122000
2015-12-31,14348640000
2016-01-04,13421957000
2016-01-05,13421957000
2016-01-06,12749364499
2016-01-07,12435488000
2016-01-08,12360755500
2016-01-11,12286023000
2016-01-12,12091718500
2016-01-13,12809150500
2016-01-14,13586368500
2016-01-15,14229068000
2016-01-19,14034763500
2016-01-20,13915191500
2016-01-21,13780673000
2016-01-22,13481743000
2016-01-25,13212706000
2016-01-26,13392064000
2016-01-27,13227652500
2016-01-28,13541529000
2016-01-29,13541529000
2016-02-01,14124442499
2016-02-02,14214121500
2016-02-03,13795619500
2016-02-04,14079603000
2016-02-05,13750779999
2016-02-08,13302385000
2016-02-09,13182813000
2016-02-10,13421957000
2016-02-11,13795619500
2016-02-12,14363586500
2016-02-16,14737249000
2016-02-17,15365001999
2016-02-18,15424788000
2016-02-19,15290269500
2016-02-22,15723718000
2016-02-23,15693825000
2016-02-24,15394895000
2016-02-25,15110911500
2016-02-26,15125857999
2016-02-29,15215537000
2016-03-01,15245429999
2016-03-02,15708771500
2016-03-03,15678878500
2016-03-04,15813397000
2016-03-07,15947915500
2016-03-08,15678878500
2016-03-09,15140804500
2016-03-10,15051125500
2016-03-11,15185644000
2016-03-14,15409841500
2016-03-15,15036179000
2016-03-16,14961446500
2016-03-17,14094549500
2016-03-18,13616261500
2016-03-21,13825512500
2016-03-22,14109496000
2016-03-23,14184228500
2016-03-24,14094549500
2016-03-28,14214121500
2016-03-29,13750779999
2016-03-30,13930138000
2016-03-31,13756497000
2016-04-01,13581255000
2016-04-04,13581255000
2016-04-05,13537444500
2016-04-06,13303788500
2016-04-07,13157753500
2016-04-08,13186960500
2016-04-11,12967908000
2016-04-12,12982511500
2016-04-13,12982511500
2016-04-14,13318391999
2016-04-15,13712686500
2016-04-18,13435219999
2016-04-19,13289185000
2016-04-20,13376806000
2016-04-21,13084736000
2016-04-22,12924097500
2016-04-25,12938701000
2016-04-26,13026322000
2016-04-27,12179319000
2016-04-28,12369164500
2016-04-29,12296147000
2016-05-02,12661234500
2016-05-03,12792666000
2016-05-04,12661234500
2016-05-05,12705044999
2016-05-06,12675838000
2016-05-09,13230771000
2016-05-10,13303788500
2016-05-11,13259978000
2016-05-12,13347599000
2016-05-13,13391409500
2016-05-16,12982511500
2016-05-17,13026322000
2016-05-18,13099339500
2016-05-19,13157753500
2016-05-20,13143150000
2016-05-23,13332995500
2016-05-24,13362202500
2016-05-25,13376806000
2016-05-26,13201563999
2016-05-27,13011718500
2016-05-31,12909494000
2016-06-01,12632027500
2016-06-02,12953304499
2016-06-03,12675838000
2016-06-06,13011718500
2016-06-07,12661234500
2016-06-08,12529803000
2016-06-09,12150112000
2016-06-10,11843438500
2016-06-13,11507558000
2016-06-14,11551368500
2016-06-15,11405333500
2016-06-16,11492954500
2016-06-17,11609782500
2016-06-20,11595179000
2016-06-21,11449144000
2016-06-22,11478351000
2016-06-23,11945663000
2016-06-24,11697403500
2016-06-27,11361523000
2016-06-28,11434540500
2016-06-29,11960266500
2016-06-30,11712389000
2016-07-01,11450822000
2016-07-05,11523479500
2016-07-06,11654263000
2016-07-07,11363633000
2016-07-08,11610668500
2016-07-11,11712389000
2016-07-12,11872235500
2016-07-13,12104739500
2016-07-14,12148334000
2016-07-15,11770515000
2016-07-18,11886767000
2016-07-19,12075676500
2016-07-20,12191928500
2016-07-21,12148334000
2016-07-22,12860377500
2016-07-25,12831314500
2016-07-26,12526152999
2016-07-27,12380838000
2016-07-28,12511621500
2016-07-29,12322712000
2016-08-01,12032082000
2016-08-02,11697857500
2016-08-03,11697857500
2016-08-04,11538011000
2016-08-05,11654263000
2016-08-08,11668794500
2016-08-09,11479885000
2016-08-10,11479885000
2016-08-11,11567074000
2016-08-12,11552542500
2016-08-15,11552542500
2016-08-16,11654263000
2016-08-17,11596137000
2016-08-18,11479885000
2016-08-19,11290975500
2016-08-22,11508948000
2016-08-23,11538011000
2016-08-24,11726920500
2016-08-25,12017550500
2016-08-26,12177397000
2016-08-29,12293649000
2016-08-30,12061145000
2016-08-31,12017550500
2016-09-01,12046613499
2016-09-02,11872235500
2016-09-06,12032082000
2016-09-07,12744125500
2016-09-08,12685999500
2016-09-09,12395369500
2016-09-12,12468027000
2016-09-13,12250054500
2016-09-14,12061145000
2016-09-15,12032082000
2016-09-16,11901298500
2016-09-19,11712389000
2016-09-20,11639731500
2016-09-21,11625200000
2016-09-22,11915829999
2016-09-23,12032082000
2016-09-26,12206460000
2016-09-27,12177397000
2016-09-28,12162865499
2016-09-29,12220991500
2016-09-30,12240420500
2016-10-03,12457192999
2016-10-04,12356032500
2016-10-05,12370484000
2016-10-06,12269323500
2016-10-07,12428290000
2016-10-10,12659514000
2016-10-11,12225969000
2016-10-12,12095905499
2016-10-13,11850229999
2016-10-14,11676812000
2016-10-17,11402233500
2016-10-18,11387782000
2016-10-19,11720166500
2016-10-20,11705715000
2016-10-21,11908036000
2016-10-24,11951390500
2016-10-25,11720166500
2016-10-26,10636304000
2016-10-27,10650755500
2016-10-28,10694110000
2016-10-31,10433983000
2016-11-01,10405080000
2016-11-02,10679658500
2016-11-03,10824173500
2016-11-04,10708561500
2016-11-07,11055397500
2016-11-08,10939785500
2016-11-09,10679658500
2016-11-10,11329976000
2016-11-11,11474491000
2016-11-14,11965842000
2016-11-15,11561200000
2016-11-16,11647909000
2016-11-17,11647909000
2016-11-18,11908036000
2016-11-21,11922487500
2016-11-22,11734617999
2016-11-23,11864681500
2016-11-25,11864681500
2016-11-28,11546748500
2016-11-29,11416685000
2016-11-30,11460039500
2016-12-01,11633457500
2016-12-02,11561200000
2016-12-05,11460039500
2016-12-06,10592949500
2016-12-07,10636304000
2016-12-08,10665207000
2016-12-09,10694110000
2016-12-12,11055397500
2016-12-13,10896431000
2016-12-14,10853076500
2016-12-15,11055397500
2016-12-16,11329976000
2016-12-19,11257718500
2016-12-20,11257718500
2016-12-21,11373330500
2016-12-22,11301073000
2016-12-23,11272170000
2016-12-27,11243267000
2016-12-28,11142106500
2016-12-29,10881979500
2016-12-30,10910882500
2017-01-03,10781250000
2017-01-04,10982500000
2017-01-05,11270000000
2017-01-06,11456875000
2017-01-09,11356250000
2017-01-10,11916874999
2017-01-11,11902500000
2017-01-12,11773125000
2017-01-13,11816250000
2017-01-17,11672499999
2017-01-18,11773125000
2017-01-19,11758750000
2017-01-20,11643750000
2017-01-23,11715625000
2017-01-24,12017500000
2017-01-25,12060625000
2017-01-26,12031874999
2017-01-27,11974375000
2017-01-30,12017500000
2017-01-31,12118125000
2017-02-01,12075000000
2017-02-02,12175625000
2017-02-03,11615000000
2017-02-06,11370625000
2017-02-07,11456875000
2017-02-08,11586250000
2017-02-09,11945625000
2017-02-10,11888125000
2017-02-13,11902500000
2017-02-14,12060625000
2017-02-15,12175625000
2017-02-16,12218750000
2017-02-17,12290625000
2017-02-21,12434375000
2017-02-22,12290625000
2017-02-23,12146874999
2017-02-24,12103750000
2017-02-27,12118125000
2017-02-28,12031874999
2017-03-01,12046250000
2017-03-02,11974375000
2017-03-03,11960000000
2017-03-06,11830625000
2017-03-07,11643750000
2017-03-08,11686875000
2017-03-09,11801875000
2017-03-10,11715625000
2017-03-13,11672499999
2017-03-14,11586250000
2017-03-15,11528750000
2017-03-16,11528750000
2017-03-17,11571875000
2017-03-20,11399375000
2017-03-21,11715625000
2017-03-22,11974375000
2017-03-23,11931250000
2017-03-24,11902500000
2017-03-27,11931250000
2017-03-28,12247500000
2017-03-29,12491875000
2017-03-30,12765000000
2017-03-31,12763129500
2017-04-03,12977997000
2017-04-04,12877725500
2017-04-05,12963672500
2017-04-06,12906374500
2017-04-07,12820427499
2017-04-10,13020970500
2017-04-11,12977997000
2017-04-12,13135566500
2017-04-13,13278811500
2017-04-17,13465030000
2017-04-18,13422056499
2017-04-19,13665572999
2017-04-20,13708546500
2017-04-21,13722871000
2017-04-24,13436381000
2017-04-25,13522328000
2017-04-26,13837467000
2017-04-27,13808818000
2017-04-28,13593950500
2017-05-01,13679897500
2017-05-02,13952063000
2017-05-03,13751520000
2017-05-04,13536652499
2017-05-05,13622599500
2017-05-08,13493679000
2017-05-09,13722871000
2017-05-10,13937738500
2017-05-11,13995036500
2017-05-12,14023685499
2017-05-15,14195579500
2017-05-16,14209904000
2017-05-17,13751520000
2017-05-18,13880440500
2017-05-19,13894764999
2017-05-22,13837467000
2017-05-23,13608275000
2017-05-24,13722871000
2017-05-25,13794493500
2017-05-26,13751520000
2017-05-30,13622599500
2017-05-31,13679897500
2017-06-01,13851791500
2017-06-02,13694222000
2017-06-05,13536652499
2017-06-06,13479354500
2017-06-07,13235838000
2017-06-08,13164215500
2017-06-09,13207189000
2017-06-12,13221513500
2017-06-13,13293136000
2017-06-14,13164215500
2017-06-15,13049619500
2017-06-16,12920699000
2017-06-19,13149891000
2017-06-20,12190149500
2017-06-21,11960957500
2017-06-22,12061229000
2017-06-23,11903659500
2017-06-26,11860686000
2017-06-27,11860686000
2017-06-28,11946633000
2017-06-29,12003931000
2017-06-30,11820640000
2017-07-03,11863262500
2017-07-05,11749602500
2017-07-06,11735395000
2017-07-07,11763810000
2017-07-10,11579112500
2017-07-11,11252340000
2017-07-12,11280755000
2017-07-13,11366000000
2017-07-14,11252340000
2017-07-17,11138680000
2017-07-18,10655625000
2017-07-19,10598795000
2017-07-20,10115740000
2017-07-21,9817382500
2017-07-24,9661100000
2017-07-25,9902627500
2017-07-26,9675307500
2017-07-27,9945250000
2017-07-28,9959457500
2017-07-31,9774760000
2017-08-01,9860005000
2017-08-02,9973665000
2017-08-03,9817382500
2017-08-04,9788967500
2017-08-07,9646892500
2017-08-08,9476402500
2017-08-09,9504817500
2017-08-10,9163837500
2017-08-11,9277497500
2017-08-14,9163837500
2017-08-15,9178045000
2017-08-16,9092800000
2017-08-17,9035970000
2017-08-18,8837065000
2017-08-21,8766027500
2017-08-22,8680782500
2017-08-23,8439255000
2017-08-24,8581330000
2017-08-25,8780235000
2017-08-28,8865480000
2017-08-29,8822857500
2017-08-30,8950725000
2017-08-31,8993347500
2017-09-01,9092800000
2017-09-05,8766027500
2017-09-06,9035970000
2017-09-07,9021762500
2017-09-08,8524500000
2017-09-11,8666575000
2017-09-12,8780235000
2017-09-13,8851272500
2017-09-14,8822857500
2017-09-15,8893895000
2017-09-18,8581330000
2017-09-19,8623952500
2017-09-20,8879687500
2017-09-21,8893895000
2017-09-22,8936517500
2017-09-25,9121215000
2017-09-26,9064385000
2017-09-27,8922310000
2017-09-28,8993347500
2017-09-29,8751820000
2017-10-02,8429122000
2017-10-03,8457032999
2017-10-04,8568677000
2017-10-05,8666365500
2017-10-06,8582632500
2017-10-09,8484944000
2017-10-10,8680321000
2017-10-11,8694276500
2017-10-12,8764054000
2017-10-13,9112941500
2017-10-16,8945475500
2017-10-17,9196674500
2017-10-18,8875698000
2017-10-19,9085030500
2017-10-20,9071075000
2017-10-23,8945475500
2017-10-24,9057119500
2017-10-25,7731347000
2017-10-26,7856946500
2017-10-27,7703435999
2017-10-30,7494103500
2017-10-31,7591792000
2017-11-01,7535970000
2017-11-02,7801124500
2017-11-03,7633658500
2017-11-06,7703435999
2017-11-07,7661569500
2017-11-08,7647614000
2017-11-09,7675525000
2017-11-10,7801124500
2017-11-13,7745302500
2017-11-14,7842991000
2017-11-15,7968590500
2017-11-16,7912768500
2017-11-17,8094190000
2017-11-20,7912768500
2017-11-21,7801124500
2017-11-22,7856946500
2017-11-24,7801124500
2017-11-27,7661569500
2017-11-28,7982546000
2017-11-29,8429122000
2017-11-30,8498899500
2017-12-01,8582632500
2017-12-04,8805920500
2017-12-05,8805920500
2017-12-06,8666365500
2017-12-07,8750098500
2017-12-08,8819876000
2017-12-11,8750098500
2017-12-12,8889653500
2017-12-13,8917564500
2017-12-14,8764054000
2017-12-15,8708232000
2017-12-18,8750098500
2017-12-19,8736143000
2017-12-20,8331433500
2017-12-21,8163967499
2017-12-22,8233745000
2017-12-26,8247700500
2017-12-27,8247700500
2017-12-28,8233745000
2017-12-29,8066279000
2018-01-02,8177923000
2018-01-03,8624499000
2018-01-04,8568677000
2018-01-05,8764054000
2018-01-08,8889653500
2018-01-09,8917564500
2018-01-10,8987342000
2018-01-11,9085030500
2018-01-12,9140852500
2018-01-16,9140852500
2018-01-17,9336229500
2018-01-18,9419962500
2018-01-19,9601384000
2018-01-22,9210630000
2018-01-23,9168763500
2018-01-24,9196674500
2018-01-25,9322274000
2018-01-26,9210630000
2018-01-29,9280407500
2018-01-30,8987342000
2018-01-31,9071075000
2018-02-01,8778009500
2018-02-02,8694276500
2018-02-05,8387255500
2018-02-06,8498899500
2018-02-07,7591792000
2018-02-08,7424326000
2018-02-09,7131260500
2018-02-12,7103349500
2018-02-13,7019616500
2018-02-14,8094190000
2018-02-15,7996501500
2018-02-16,8526810500
2018-02-20,8861742500
2018-02-21,8959431000
2018-02-22,8764054000
2018-02-23,8819876000
2018-02-26,8708232000
2018-02-27,8903609000
2018-02-28,8889653500
2018-03-01,8750098500
2018-03-02,8931520000
2018-03-05,8931520000
2018-03-06,8875698000
2018-03-07,8931520000
2018-03-08,8987342000
2018-03-09,8987342000
2018-03-12,9043164000
2018-03-13,9126897000
2018-03-14,8917564500
2018-03-15,8903609000
2018-03-16,8931520000
2018-03-19,8847787000
2018-03-20,8931520000
2018-03-21,9336229500
2018-03-22,9392051500
2018-03-23,9001297500
2018-03-26,9154808000
2018-03-27,9015253000
2018-03-28,8917564500
2018-03-29,9015253000
2018-04-02,8651709000
2018-04-03,8804713500
2018-04-04,9068994000
2018-04-05,9110722500
2018-04-06,8846442000
2018-04-09,8818623000
2018-04-10,8957718000
2018-04-11,8957718000
2018-04-12,9041175000
2018-04-13,8860351500
2018-04-16,9082903500
2018-04-17,9305455500
2018-04-18,9444550500
2018-04-19,9416731500
2018-04-20,9235908000
2018-04-23,9194179500
2018-04-24,9263727000
2018-04-25,9444550500
2018-04-26,11753527499
2018-04-27,11892622500
2018-04-30,11781346500
2018-05-01,11850894000
2018-05-02,11711799000
2018-05-03,11670070500
2018-05-04,11697889500
2018-05-07,11670070500
2018-05-08,11809165500
2018-05-09,11809165500
2018-05-10,11753527499
2018-05-11,11823075000
2018-05-14,11823075000
2018-05-15,11864803500
2018-05-16,12365545500
2018-05-17,12198631500
2018-05-18,12017808000
2018-05-21,12073446000
2018-05-22,12059536500
2018-05-23,12115174500
2018-05-24,12059536500
2018-05-25,11934351000
2018-05-29,12045627000
2018-05-30,12142993500
2018-05-31,11962170000
2018-06-01,12198631500
2018-06-04,12351636000
2018-06-05,12615916500
2018-06-06,12629826000
2018-06-07,12476821500
2018-06-08,12615916500
2018-06-11,12977563500
2018-06-12,12977563500
2018-06-13,12727192500
2018-06-14,12810649500
2018-06-15,12852378000
2018-06-18,13033201499
2018-06-19,13047111000
2018-06-20,12949744500
2018-06-21,12880197000
2018-06-22,13074930000
2018-06-25,12629826000
2018-06-26,12838468500
2018-06-27,12713283000
2018-06-28,11920441500
2018-06-29,12003898500
2018-07-02,12316286000
2018-07-03,12483098000
2018-07-05,12455296000
2018-07-06,12538702000
2018-07-09,12900128000
2018-07-10,12622108000
2018-07-11,12705514000
2018-07-12,12761118000
2018-07-13,12705514000
2018-07-16,12566503999
2018-07-17,12580405000
2018-07-18,12608207000
2018-07-19,12649910000
2018-07-20,12538702000
2018-07-23,12691613000
2018-07-24,12496999000
2018-07-25,12552603000
2018-07-26,12427494000
2018-07-27,13136444999
2018-07-30,12941831000
2018-07-31,12052167000
2018-08-01,12302385000
2018-08-02,12802821000
2018-08-03,12886227000
2018-08-06,13219851000
2018-08-07,13289356000
2018-08-08,13553475000
2018-08-09,13553475000
2018-08-10,13497871000
2018-08-13,13470069000
2018-08-14,13720286999
2018-08-15,14623852000
2018-08-16,13970505000
2018-08-17,14192921000
2018-08-20,14345832000
2018-08-21,14429238000
2018-08-22,14554347000
2018-08-23,14401436000
2018-08-24,14470941000
2018-08-27,13775891000
2018-08-28,13734188000
2018-08-29,13553475000
2018-08-30,13456168000
2018-08-31,13205950000
2018-09-04,13275455000
2018-09-05,13289356000
2018-09-06,13372761999
2018-09-07,13400564000
2018-09-10,13595178000
2018-09-11,13567376000
2018-09-12,13761990000
2018-09-13,13789792000
2018-09-14,13664683000
2018-09-17,13581277000
2018-09-18,13664683000
2018-09-19,13636881000
2018-09-20,13344960000
2018-09-21,12997435000
2018-09-24,12955732000
2018-09-25,12941831000
2018-09-26,13011336000
2018-09-27,12941831000
2018-09-28,12636009000
2018-10-01,12410061000
2018-10-02,12118549500
2018-10-03,12118549500
2018-10-04,12437824000
2018-10-05,12479468500
2018-10-08,12451705500
2018-10-09,12410061000
2018-10-10,12049142000
2018-10-11,12049142000
2018-10-12,12090786500
2018-10-15,11979734500
2018-10-16,12049142000
2018-10-17,11938090000
2018-10-18,11979734500
2018-10-19,11896445500
2018-10-22,11965852999
2018-10-23,12063023500
2018-10-24,11466119000
2018-10-25,11771512000
2018-10-26,12174075500
2018-10-29,12243483000
2018-10-30,12826506000
2018-10-31,12784861500
2018-11-01,13118017499
2018-11-02,13229069500
2018-11-05,13034728500
2018-11-06,13159662000
2018-11-07,13256832500
2018-11-08,13284595500
2018-11-09,13631633000
2018-11-12,13589988499
2018-11-13,13465054999
2018-11-14,13312358500
2018-11-15,13118017499
2018-11-16,13131899000
2018-11-19,12937558000
2018-11-20,12812624500
2018-11-21,13090254500
2018-11-23,13090254500
2018-11-26,12937558000
2018-11-27,13145780500
2018-11-28,13617751500
2018-11-29,13395647500
2018-11-30,13131899000
2018-12-03,13201306500
2018-12-04,13006965499
2018-12-06,13048610000
2018-12-07,12979202500
2018-12-10,13187425000
2018-12-11,13118017499
2018-12-12,13090254500
2018-12-13,13118017499
2018-12-14,12715454000
2018-12-17,12312890499
2018-12-18,12326772000
2018-12-19,11854800999
2018-12-20,11132963000
2018-12-21,10952503500
2018-12-24,10716518000
2018-12-26,11257896500
2018-12-27,11507763499
2018-12-28,11771512000
2018-12-31,11964672000
2019-01-02,12283175999
2019-01-03,12172391999
2019-01-04,12601680000
2019-01-07,13432559999
2019-01-08,13778759999
2019-01-09,13806456000
2019-01-10,14111112000
2019-01-11,14041872000
2019-01-14,13903391999
2019-01-15,14249591999
2019-01-16,14263440000
2019-01-17,14332680000
2019-01-18,14208048000
2019-01-22,14401920000
2019-01-23,14443464000
2019-01-24,14775816000
2019-01-25,15052775999
2019-01-28,14734272000
2019-01-29,14678880000
2019-01-30,14761968000
2019-01-31,14665032000
2019-02-01,14595791999
2019-02-04,14623488000
2019-02-05,14581944000
2019-02-06,14568096000
2019-02-07,16229856000
2019-02-08,16146768000
2019-02-11,16714536000
2019-02-12,16437575999
2019-02-13,16603752000
2019-02-14,16742232000
2019-02-15,16783775999
2019-02-19,16603752000
2019-02-20,16548359999
2019-02-21,16645296000
2019-02-22,16617600000
2019-02-25,16520664000
2019-02-26,16603752000
2019-02-27,16603752000
2019-02-28,16825320000
2019-03-01,16936104000
2019-03-04,17143824000
2019-03-05,17060736000
2019-03-06,16991496000
2019-03-07,16880712000
2019-03-08,17074584000
2019-03-11,17088432000
2019-03-12,17476176000
2019-03-13,17642352000
2019-03-14,17794680000
2019-03-15,17697744000
2019-03-18,18168576000
2019-03-19,18445536000
2019-03-20,18445536000
2019-03-21,18570168000
2019-03-22,18597864000
2019-03-25,18750192000
2019-03-26,19082544000
2019-03-27,19331808000
2019-03-28,19456440000
2019-03-29,19678008000
2019-04-01,19556460000
2019-04-02,19542600000
2019-04-03,19556460000
2019-04-04,19501020000
2019-04-05,19639620000
2019-04-08,19805940000
2019-04-09,19695060000
2019-04-10,19930680000
2019-04-11,19611900000
2019-04-12,19750500000
2019-04-15,19750500000
2019-04-16,19584180000
2019-04-17,19071360000
2019-04-18,19404000000
2019-04-22,19445580000
2019-04-23,19473300000
2019-04-24,19681200000
2019-04-25,18794160000
2019-04-26,18766440000
2019-04-29,18794160000
2019-04-30,19071360000
2019-05-01,19085220000
2019-05-02,19625760000
2019-05-03,19667340000
2019-05-06,19861380000
2019-05-07,19584180000
2019-05-08,19667340000
2019-05-09,19542600000
2019-05-10,19556460000
2019-05-13,19057500000
2019-05-14,19487160000
2019-05-15,19570320000
2019-05-16,19653480000
2019-05-17,19847520000
2019-05-20,19902960000
2019-05-21,19819800000
2019-05-22,19570320000
2019-05-23,18489240000
2019-05-24,18364500000
2019-05-28,18849600000
2019-05-29,18516960000
2019-05-30,18794160000
2019-05-31,18295200000
2019-06-03,17782380000
2019-06-04,18350640000
2019-06-05,18835740000
2019-06-06,19182240000
2019-06-07,19681200000
2019-06-10,19972260000
2019-06-11,20207880000
2019-06-12,20443500000
2019-06-13,20304900000
2019-06-14,20526660000
2019-06-17,20277180000
2019-06-18,20304900000
2019-06-19,20415780000
2019-06-20,20485080000
2019-06-21,20152440000
2019-06-24,20069280000
2019-06-25,20318760000
2019-06-26,20166300000
2019-06-27,20069280000
2019-06-28,20318760000
2019-07-01,20150762500
2019-07-02,20081325000
2019-07-03,20303525000
2019-07-05,20539612500
2019-07-08,20803475000
2019-07-09,20706262500
2019-07-10,20636825000
2019-07-11,20553500000
2019-07-12,20859025000
2019-07-15,21109000000
2019-07-16,21164550000
2019-07-17,20900687500
2019-07-18,21220100000
2019-07-19,20734037500
2019-07-22,20622937500
2019-07-23,20539612500
2019-07-24,21608950000
2019-07-25,21595062500
2019-07-26,21664500000
2019-07-29,22469975000
2019-07-30,22372762500
2019-07-31,22095012500
2019-08-01,21956137500
2019-08-02,21997800000
2019-08-05,21664500000
2019-08-06,21956137500
2019-08-07,22081125000
2019-08-08,22608850000
2019-08-09,22719950000
2019-08-12,22581075000
2019-08-13,22692175000
2019-08-14,22122787500
2019-08-15,22497750000
2019-08-16,22692175000
2019-08-19,22789387500
2019-08-20,22775499999
2019-08-21,22983812500
2019-08-22,22747725000
2019-08-23,22372762500
2019-08-26,22969925000
2019-08-27,23386550000
2019-08-28,23317112500
2019-08-29,23428212500
2019-08-30,23289337500
2019-09-03,22997700000
2019-09-04,23289337500
2019-09-05,23275450000
2019-09-06,23233787500
2019-09-09,23317112500
2019-09-10,21886700000
2019-09-11,22192225000
2019-09-12,22372762500
2019-09-13,21886700000
2019-09-16,22220000000
2019-09-17,22942150000
2019-09-18,23192125000
2019-09-19,23108800000
2019-09-20,23178237500
2019-09-23,23428212500
2019-09-24,22900487499
2019-09-25,22747725000
2019-09-26,22706062500
2019-09-27,22747725000
2019-09-30,23339844500
2019-10-01,23020500999
2019-10-02,22492890000
2019-10-03,22645619500
2019-10-04,22881656000
2019-10-07,22603966000
2019-10-08,22381814000
2019-10-09,22978847500
2019-10-10,22992732000
2019-10-11,23062154500
2019-10-14,22992732000
2019-10-15,22951078500
2019-10-16,22867771500
2019-10-17,23020500999
2019-10-18,23367613499
2019-10-21,23645303500
2019-10-22,23076039000
2019-10-23,21881972000
2019-10-24,22173546500
2019-10-25,21881972000
2019-10-28,21729242500
2019-10-29,21215516000
2019-10-30,21534859500
2019-10-31,21604282000
2019-11-01,21340476500
2019-11-04,20882288000
2019-11-05,20576829000
2019-11-06,20674020500
2019-11-07,20479637500
2019-11-08,20313023500
2019-11-11,20646251500
2019-11-12,21035017500
2019-11-13,20923941500
2019-11-14,20798981000
2019-11-15,20951710500
2019-11-18,21423783500
2019-11-19,21298823000
2019-11-20,21548744000
2019-11-21,21479321500
2019-11-22,21451552500
2019-11-25,21840318500
2019-11-26,22659504000
2019-11-27,22687273000
2019-11-29,22603966000
2019-12-02,22603966000
2019-12-03,22631735000
2019-12-04,22479005500
2019-12-05,22756695500
2019-12-06,22840002500
2019-12-09,22964963000
2019-12-10,22701157500
2019-12-11,22840002500
2019-12-12,22520659000
2019-12-13,22645619500
2019-12-16,22853887000
