,BUD
2014-02-14,165725910000
2014-02-18,164437420000
2014-02-19,165318160000
2014-02-20,165269230000
2014-02-21,165513880000
2014-02-24,168237650000
2014-02-25,166639270000
2014-02-26,169216250000
2014-02-27,169607690000
2014-02-28,170618910000
2014-03-03,166557720000
2014-03-04,169232560000
2014-03-05,168808500000
2014-03-06,170455810000
2014-03-07,168629090000
2014-03-10,168433370000
2014-03-11,168107170000
2014-03-12,166622960000
2014-03-13,164339560000
2014-03-14,162773800000
2014-03-17,163964430000
2014-03-18,166198900000
2014-03-19,163214170000
2014-03-20,163964430000
2014-03-21,166264140000
2014-03-24,165546500000
2014-03-25,167862520000
2014-03-26,168107170000
2014-03-27,170031750000
2014-03-28,172576110000
2014-03-31,171744300000
2014-04-01,173954949070
2014-04-02,174526149297
2014-04-03,174738309381
2014-04-04,174020229096
2014-04-07,172502468493
2014-04-08,173138948746
2014-04-09,175554309705
2014-04-10,172225028383
2014-04-11,172339268428
2014-04-14,176631430133
2014-04-15,176631430133
2014-04-16,177822790606
2014-04-17,178214470761
2014-04-21,177741190573
2014-04-22,179063111098
2014-04-23,176908870243
2014-04-24,178116550722
2014-04-25,178051270696
2014-04-28,179830151403
2014-04-29,181315271992
2014-04-30,172698308571
2014-05-01,174118149135
2014-05-02,173416388856
2014-05-05,175244229582
2014-05-06,173742788986
2014-05-07,176778310191
2014-05-08,178230790768
2014-05-09,177888070632
2014-05-12,179471111260
2014-05-13,179422151241
2014-05-14,178116550722
2014-05-15,176810950204
2014-05-16,180907271830
2014-05-19,179879111422
2014-05-20,179862791416
2014-05-21,180744071766
2014-05-22,180336071604
2014-05-23,179601671312
2014-05-27,181103111908
2014-05-28,179405831234
2014-05-29,179569031299
2014-05-30,179389511228
2014-06-02,178948871053
2014-06-03,179373191221
2014-06-04,179764871377
2014-06-05,180189191545
2014-06-06,181298951986
2014-06-09,181005191869
2014-06-10,186162313917
2014-06-11,184285513172
2014-06-12,182522952472
2014-06-13,181315271992
2014-06-16,182098632303
2014-06-17,182963592647
2014-06-18,184954633437
2014-06-19,187272074358
2014-06-20,189589515278
2014-06-23,188479754837
2014-06-24,187794314565
2014-06-25,188463434831
2014-06-26,186227593943
2014-06-27,187467914435
2014-06-30,187582154481
2014-07-01,187435740000
2014-07-02,186700890000
2014-07-03,188856450000
2014-07-07,187958300000
2014-07-08,186570250000
2014-07-09,187386750000
2014-07-10,185247520000
2014-07-11,184626980000
2014-07-14,185002570000
2014-07-15,183973780000
2014-07-16,184055430000
2014-07-17,181083370000
2014-07-18,183957450000
2014-07-21,182634720000
2014-07-22,184235060000
2014-07-23,184284050000
2014-07-24,184545330000
2014-07-25,181067040000
2014-07-28,179287070000
2014-07-29,179123770000
2014-07-30,179107440000
2014-07-31,176331340000
2014-08-01,174796320000
2014-08-04,177196830000
2014-08-05,176037400000
2014-08-06,176184370000
2014-08-07,174388070000
2014-08-08,175841440000
2014-08-11,177131510000
2014-08-12,176902890000
2014-08-13,176494640000
2014-08-14,178601210000
2014-08-15,179760640000
2014-08-18,180822090000
2014-08-19,181491620000
2014-08-20,180234210000
2014-08-21,181491620000
2014-08-22,179858620000
2014-08-25,182406100000
2014-08-26,182912330000
2014-08-27,182765360000
2014-08-28,181720240000
2014-08-29,182536740000
2014-09-02,181752900000
2014-09-03,183565530000
2014-09-04,185214860000
2014-09-05,184610650000
2014-09-08,181997850000
2014-09-09,182046840000
2014-09-10,182422430000
2014-09-11,183075630000
2014-09-12,181181350000
2014-09-15,186896850000
2014-09-16,186913180000
2014-09-17,184953580000
2014-09-18,187321430000
2014-09-19,187484730000
2014-09-22,187076480000
2014-09-23,186162000000
2014-09-24,186635570000
2014-09-25,183761490000
2014-09-26,182928660000
2014-09-29,180756770000
2014-09-30,181018050000
2014-10-01,176386750000
2014-10-02,175060780000
2014-10-03,175895650000
2014-10-06,177483540000
2014-10-07,172474320000
2014-10-08,174422350000
2014-10-09,171917740000
2014-10-10,173947620000
2014-10-13,173571110000
2014-10-14,173243710000
2014-10-15,172768980000
2014-10-16,170002450000
2014-10-17,174258650000
2014-10-20,175289960000
2014-10-21,177172510000
2014-10-22,175142630000
2014-10-23,176386750000
2014-10-24,178023750000
2014-10-27,176796000000
2014-10-28,180381030000
2014-10-29,179939040000
2014-10-30,180086370000
2014-10-31,181674260000
2014-11-03,179333350000
2014-11-04,179087800000
2014-11-05,179906300000
2014-11-06,177614500000
2014-11-07,177352580000
2014-11-10,179284240000
2014-11-11,180724800000
2014-11-12,178907730000
2014-11-13,181379600000
2014-11-14,181330490000
2014-11-17,181248640000
2014-11-18,182476390000
2014-11-19,183671400000
2014-11-20,184702710000
2014-11-21,187501980000
2014-11-24,188762470000
2014-11-25,188385960000
2014-11-26,188484180000
2014-11-28,191512630000
2014-12-01,190137550000
2014-12-02,188091300000
2014-12-03,187354650000
2014-12-04,186847180000
2014-12-05,189892000000
2014-12-08,188385960000
2014-12-09,186028680000
2014-12-10,185521210000
2014-12-11,184473530000
2014-12-12,180610210000
2014-12-15,178760400000
2014-12-16,178318410000
2014-12-17,180446510000
2014-12-18,187665680000
2014-12-19,187059990000
2014-12-22,187469240000
2014-12-23,188942540000
2014-12-24,189089870000
2014-12-26,188762470000
2014-12-29,187976710000
2014-12-30,184981000000
2014-12-31,183867840000
2015-01-02,183477183471
2015-01-05,177483880091
2015-01-06,177089799869
2015-01-07,179667741322
2015-01-08,185349064526
2015-01-09,183854843684
2015-01-12,186301425063
2015-01-13,187007485462
2015-01-14,186416365128
2015-01-15,187582185786
2015-01-16,192130528351
2015-01-20,191687188101
2015-01-21,193345609036
2015-01-22,195316010147
2015-01-23,196908751045
2015-01-26,198797052110
2015-01-27,198452231916
2015-01-28,197614811444
2015-01-29,202737854333
2015-01-30,200439053036
2015-02-02,202294514083
2015-02-03,206153216259
2015-02-04,203049834509
2015-02-05,203920094999
2015-02-06,199158292314
2015-02-09,197680491481
2015-02-10,200209172907
2015-02-11,199059772258
2015-02-12,201177953453
2015-02-13,199864352712
2015-02-17,200307692962
2015-02-18,200110652851
2015-02-19,201539193657
2015-02-20,202902054425
2015-02-23,205693456000
2015-02-24,206087536222
2015-02-25,204330595231
2015-02-26,209338698055
2015-02-27,207975837287
2015-03-02,208156457389
2015-03-03,207335456926
2015-03-04,207417556972
2015-03-05,209667098240
2015-03-06,204921715564
2015-03-09,203657374851
2015-03-10,196531090832
2015-03-11,199388172444
2015-03-12,201851173833
2015-03-13,198205931777
2015-03-16,200833133259
2015-03-17,198682112046
2015-03-18,201572033675
2015-03-19,199421012462
2015-03-20,201719813759
2015-03-23,202507974203
2015-03-24,200882393286
2015-03-25,200094232842
2015-03-26,198862732147
2015-03-27,201227213481
2015-03-30,202869214407
2015-03-31,200176332888
2015-04-01,202008427011
2015-04-02,205639965661
2015-04-06,207194002471
2015-04-07,207194002471
2015-04-08,205361874864
2015-04-09,205983489588
2015-04-10,204625752164
2015-04-13,204053212287
2015-04-14,204871126398
2015-04-15,203824196336
2015-04-16,203807838054
2015-04-17,202368309219
2015-04-20,200552539894
2015-04-21,201861202471
2015-04-22,199881850323
2015-04-23,200388957072
2015-04-24,202384667502
2015-04-27,204216795109
2015-04-28,203513388974
2015-04-29,195743204924
2015-04-30,196364819648
2015-05-01,198573187747
2015-05-04,193469403697
2015-05-05,191719067501
2015-05-06,196103087133
2015-05-07,195792279771
2015-05-08,200536181612
2015-05-11,198262380385
2015-05-12,197395391428
2015-05-13,197624407379
2015-05-14,200732480998
2015-05-15,201174154618
2015-05-18,199603759526
2015-05-19,202515533759
2015-05-20,201861202471
2015-05-21,202695474864
2015-05-22,200454390201
2015-05-26,196397536213
2015-05-27,199472893268
2015-05-28,200192657685
2015-05-29,197215450323
2015-06-01,195137948483
2015-06-02,199571042962
2015-06-03,201321379158
2015-06-04,199211160753
2015-06-05,203660613514
2015-06-08,197264525170
2015-06-09,196675627010
2015-06-10,200241732532
2015-06-11,201108721489
2015-06-12,199603759526
2015-06-15,196953717808
2015-06-16,198605904311
2015-06-17,198638620876
2015-06-18,200699764434
2015-06-19,199587401244
2015-06-22,204445811060
2015-06-23,206392446643
2015-06-24,206261580385
2015-06-25,205296441735
2015-06-26,206016206152
2015-06-29,199325668728
2015-06-30,197395391428
2015-07-01,200875840000
2015-07-02,199892440000
2015-07-06,194073990000
2015-07-07,195696600000
2015-07-08,194434570000
2015-07-09,197335600000
2015-07-10,207513790000
2015-07-13,207595740000
2015-07-14,208234950000
2015-07-15,208448020000
2015-07-16,210496770000
2015-07-17,210611500000
2015-07-20,210627890000
2015-07-21,209906730000
2015-07-22,208923330000
2015-07-23,206186200000
2015-07-24,203875210000
2015-07-27,202154260000
2015-07-28,202908200000
2015-07-29,205022510000
2015-07-30,196516100000
2015-07-31,195942450000
2015-08-03,196925850000
2015-08-04,196073570000
2015-08-05,199564640000
2015-08-06,199777710000
2015-08-07,197696180000
2015-08-10,199876050000
2015-08-11,198237050000
2015-08-12,195434360000
2015-08-13,194975440000
2015-08-14,192287480000
2015-08-17,191369640000
2015-08-18,191664660000
2015-08-19,187731060000
2015-08-20,183813850000
2015-08-21,178585440000
2015-08-24,176126940000
2015-08-25,174012630000
2015-08-26,177307020000
2015-08-27,180814480000
2015-08-28,180109710000
2015-08-31,178503490000
2015-09-01,173848730000
2015-09-02,177438140000
2015-09-03,176749760000
2015-09-04,173570100000
2015-09-08,176913660000
2015-09-09,177110340000
2015-09-10,177225070000
2015-09-11,176274450000
2015-09-14,174389600000
2015-09-15,177077560000
2015-09-16,189189770000
2015-09-17,188173590000
2015-09-18,187386870000
2015-09-21,181043940000
2015-09-22,176143330000
2015-09-23,176716980000
2015-09-24,175143540000
2015-09-25,179486890000
2015-09-28,173275080000
2015-09-29,170226540000
2015-09-30,174258480000
2015-10-01,174405450000
2015-10-02,179915400000
2015-10-05,181059900000
2015-10-06,179196000000
2015-10-07,181419600000
2015-10-08,180978150000
2015-10-09,182923800000
2015-10-12,182286150000
2015-10-13,186112050000
2015-10-14,188728050000
2015-10-15,188450100000
2015-10-16,188188500000
2015-10-19,189872550000
2015-10-20,189709050000
2015-10-21,186602550000
2015-10-22,191736450000
2015-10-23,194123550000
2015-10-26,192766500000
2015-10-27,191638350000
2015-10-28,194123550000
2015-10-29,192504900000
2015-10-30,195104550000
2015-11-02,195480600000
2015-11-03,194254350000
2015-11-04,194990100000
2015-11-05,197230050000
2015-11-06,194499600000
2015-11-09,193093500000
2015-11-10,193502250000
2015-11-11,198865050000
2015-11-12,198211050000
2015-11-13,196412550000
2015-11-16,200107650000
2015-11-17,204227850000
2015-11-18,206075400000
2015-11-19,203998950000
2015-11-20,205764750000
2015-11-23,206811150000
2015-11-24,209165550000
2015-11-25,211143899999
2015-11-27,211143899999
2015-11-30,210032100000
2015-12-01,210293700000
2015-12-02,208854900000
2015-12-03,207399750000
2015-12-04,209067450000
2015-12-07,210751500000
2015-12-08,210391800000
2015-12-09,207301650000
2015-12-10,206549550000
2015-12-11,200451000000
2015-12-14,200778000000
2015-12-15,200254800000
2015-12-16,204554850000
2015-12-17,204031650000
2015-12-18,202740000000
2015-12-21,202429350000
2015-12-22,203557500000
2015-12-23,205764750000
2015-12-24,205601250000
2015-12-28,205748400000
2015-12-29,208282650000
2015-12-30,206222550000
2015-12-31,204375000000
2016-01-04,200973270000
2016-01-05,201104550000
2016-01-06,197297430000
2016-01-07,196050270000
2016-01-08,192210330000
2016-01-11,195557970000
2016-01-12,195279000000
2016-01-13,190585740000
2016-01-14,192210330000
2016-01-15,191028810000
2016-01-19,195016440000
2016-01-20,190257540000
2016-01-21,191570340000
2016-01-22,198544590000
2016-01-25,199036890000
2016-01-26,201219420000
2016-01-27,200037900000
2016-01-28,200694300000
2016-01-29,206503440000
2016-02-01,207931110000
2016-02-02,205108590000
2016-02-03,205059360000
2016-02-04,200809170000
2016-02-05,194130300000
2016-02-08,189026790000
2016-02-09,190536510000
2016-02-10,190831890000
2016-02-11,188091420000
2016-02-12,189404220000
2016-02-16,191471880000
2016-02-17,192735450000
2016-02-18,190930350000
2016-02-19,191012400000
2016-02-22,192210330000
2016-02-23,190782660000
2016-02-24,189814470000
2016-02-25,186138630000
2016-02-26,184235070000
2016-02-29,182971500000
2016-03-01,187221690000
2016-03-02,186434010000
2016-03-03,187828860000
2016-03-04,190782660000
2016-03-07,190109850000
2016-03-08,188731410000
2016-03-09,190142670000
2016-03-10,191652390000
2016-03-11,193227750000
2016-03-14,192275970000
2016-03-15,191192910000
2016-03-16,192374430000
2016-03-17,194294400000
2016-03-18,199463550000
2016-03-21,198167160000
2016-03-22,200513790000
2016-03-23,200464560000
2016-03-24,199512780000
2016-03-28,200021490000
2016-03-29,204107580000
2016-03-30,206339340000
2016-03-31,204567060000
2016-04-01,206191650000
2016-04-04,206962920000
2016-04-05,203516820000
2016-04-06,202482990000
2016-04-07,198577410000
2016-04-08,199578420000
2016-04-11,197806140000
2016-04-12,198774330000
2016-04-13,200546610000
2016-04-14,206306520000
2016-04-15,207209070000
2016-04-18,209916720000
2016-04-19,216234570000
2016-04-20,215217150000
2016-04-21,210966960000
2016-04-22,210491070000
2016-04-25,211754640000
2016-04-26,210884910000
2016-04-27,210687989999
2016-04-28,205387560000
2016-04-29,203779380000
2016-05-02,206503440000
2016-05-03,205075770000
2016-05-04,201925050000
2016-05-05,205469610000
2016-05-06,205141410000
2016-05-09,208833660000
2016-05-10,210212100000
2016-05-11,208144440000
2016-05-12,207586500000
2016-05-13,204944490000
2016-05-16,205929090000
2016-05-17,202302480000
2016-05-18,200628660000
2016-05-19,200776350000
2016-05-20,200185590000
2016-05-23,199414320000
2016-05-24,204878850000
2016-05-25,206880870000
2016-05-26,208685970000
2016-05-27,207241890000
2016-05-31,207127020000
2016-06-01,211738230000
2016-06-02,210474660000
2016-06-03,210064410000
2016-06-06,213625380000
2016-06-07,214002810000
2016-06-08,216070469999
2016-06-09,213198719999
2016-06-10,205929090000
2016-06-13,203385540000
2016-06-14,200661480000
2016-06-15,203927070000
2016-06-16,206011140000
2016-06-17,203861430000
2016-06-20,207504450000
2016-06-21,210966960000
2016-06-22,210786449999
2016-06-23,212640780000
2016-06-24,200973270000
2016-06-27,199233810000
2016-06-28,202450170000
2016-06-29,207258300000
2016-06-30,216086880000
2016-07-01,215627400000
2016-07-05,210983370000
2016-07-06,210162870000
2016-07-07,208718790000
2016-07-08,209637750000
2016-07-11,209112630000
2016-07-12,210064410000
2016-07-13,209588520000
2016-07-14,207356760000
2016-07-15,205830630000
2016-07-18,206651130000
2016-07-19,204452190000
2016-07-20,207127020000
2016-07-21,204304500000
2016-07-22,206962920000
2016-07-25,206700360000
2016-07-26,207750600000
2016-07-27,200103540000
2016-07-28,206634720000
2016-07-29,212411040000
2016-08-01,205502430000
2016-08-02,204517830000
2016-08-03,202909650000
2016-08-04,203369130000
2016-08-05,203237850000
2016-08-08,201728130000
2016-08-09,202023510000
2016-08-10,202909650000
2016-08-11,204468600000
2016-08-12,207077790000
2016-08-15,206191650000
2016-08-16,206766000000
2016-08-17,207652140000
2016-08-18,208095210000
2016-08-19,207389580000
2016-08-22,205863450000
2016-08-23,207504450000
2016-08-24,206552670000
2016-08-25,206437800000
2016-08-26,206339340000
2016-08-29,207323940000
2016-08-30,205732170000
2016-08-31,203533230000
2016-09-01,204813210000
2016-09-02,208013160000
2016-09-06,209949540000
2016-09-07,209014170000
2016-09-08,207684960000
2016-09-09,202220430000
2016-09-12,204796800000
2016-09-13,201104550000
2016-09-14,201481980000
2016-09-15,204402960000
2016-09-16,203631690000
2016-09-19,205617300000
2016-09-20,206569080000
2016-09-21,208899300000
2016-09-22,213428460000
2016-09-23,213592560000
2016-09-26,216940199999
2016-09-27,216415080000
2016-09-28,218975040000
2016-09-29,215233560000
2016-09-30,215643810000
2016-10-03,211541310000
2016-10-04,211229520000
2016-10-05,212115660000
2016-10-06,208833660000
2016-10-07,208817250000
2016-10-10,209211090000
2016-10-11,210326969999
2016-10-12,209014170000
2016-10-13,208866480000
2016-10-14,211114650000
2016-10-17,210392610000
2016-10-18,209982360000
2016-10-19,211213110000
2016-10-20,209129040000
2016-10-21,208029570000
2016-10-24,205256280000
2016-10-25,203122980000
2016-10-26,199479960000
2016-10-27,199315860000
2016-10-28,191734440000
2016-10-31,189519090000
2016-11-01,188698590000
2016-11-02,188042190000
2016-11-03,184448400000
2016-11-04,183939690000
2016-11-07,185498640000
2016-11-08,189699600000
2016-11-09,184333530000
2016-11-10,178048500000
2016-11-11,176899800000
2016-11-14,167349180000
2016-11-15,169318380000
2016-11-16,167825070000
2016-11-17,169023000000
2016-11-18,167185080000
2016-11-21,169564530000
2016-11-22,168465060000
2016-11-23,168038400000
2016-11-25,170401440000
2016-11-28,172009620000
2016-11-29,171993210000
2016-11-30,169466070000
2016-12-01,163952310000
2016-12-02,166380990000
2016-12-05,169449660000
2016-12-06,170746050000
2016-12-07,171221940000
2016-12-08,168448650000
2016-12-09,169909140000
2016-12-12,170155290000
2016-12-13,172387050000
2016-12-14,168875310000
2016-12-15,166659960000
2016-12-16,169023000000
2016-12-19,168579930000
2016-12-20,168990180000
2016-12-21,170024010000
2016-12-22,168727620000
2016-12-23,169827090000
2016-12-27,170532720000
2016-12-28,170499900000
2016-12-29,172124490000
2016-12-30,173027040000
2017-01-03,205943800000
2017-01-04,207283400000
2017-01-05,210396000000
2017-01-06,208682100000
2017-01-09,208701800000
2017-01-10,207697100000
2017-01-11,207145500000
2017-01-12,208701800000
2017-01-13,208544200000
2017-01-17,209312500000
2017-01-18,207578900000
2017-01-19,206574200000
2017-01-20,207618300000
2017-01-23,209292800000
2017-01-24,209135200000
2017-01-25,209214000000
2017-01-26,206475700000
2017-01-27,207184900000
2017-01-30,205845300000
2017-01-31,205392200000
2017-02-01,205569500000
2017-02-02,205845300000
2017-02-03,207441000000
2017-02-06,206869700000
2017-02-07,207618300000
2017-02-08,208623000000
2017-02-09,209529200000
2017-02-10,208583600000
2017-02-13,210435400000
2017-02-14,213626800000
2017-02-15,212661500000
2017-02-16,214276900000
2017-02-17,214375400000
2017-02-21,215380100000
2017-02-22,215045200000
2017-02-23,214257200000
2017-02-24,215242200000
2017-02-27,215399800000
2017-02-28,215695300000
2017-03-01,216581800000
2017-03-02,208524500000
2017-03-03,214198100000
2017-03-06,211243100000
2017-03-07,212149300000
2017-03-08,208859400000
2017-03-09,210415700000
2017-03-10,211991700000
2017-03-13,212622100000
2017-03-14,211262800000
2017-03-15,214020800000
2017-03-16,218374500000
2017-03-17,220147500000
2017-03-20,220541500000
2017-03-21,219694400000
2017-03-22,218551800000
2017-03-23,218630600000
2017-03-24,218394200000
2017-03-27,219398900000
2017-03-28,219714100000
2017-03-29,219320100000
2017-03-30,217212200000
2017-03-31,216227200000
2017-04-03,218157800000
2017-04-04,218374500000
2017-04-05,217645600000
2017-04-06,217665300000
2017-04-07,216581800000
2017-04-10,218019900000
2017-04-11,216778800000
2017-04-12,217172800000
2017-04-13,214789100000
2017-04-17,217448600000
2017-04-18,218315400000
2017-04-19,216601500000
2017-04-20,214907300000
2017-04-21,213311600000
2017-04-24,221723500000
2017-04-25,224422400000
2017-04-26,221034000000
2017-04-27,221093100000
2017-04-28,223082800000
2017-05-01,219458000000
2017-05-02,221171900000
2017-05-03,222688800000
2017-05-04,235355900000
2017-05-05,237542600000
2017-05-08,234646700000
2017-05-09,234646700000
2017-05-10,234410300000
2017-05-11,234213300000
2017-05-12,236065100000
2017-05-15,235651400000
2017-05-16,237286500000
2017-05-17,235434700000
2017-05-18,230490000000
2017-05-19,232479700000
2017-05-22,233287400000
2017-05-23,233622300000
2017-05-24,233504100000
2017-05-25,233169200000
2017-05-26,233425300000
2017-05-30,229899000000
2017-05-31,230391500000
2017-06-01,231218900000
2017-06-02,232873700000
2017-06-05,233248000000
2017-06-06,232499400000
2017-06-07,230785500000
2017-06-08,225525600000
2017-06-09,223595000000
2017-06-12,222531200000
2017-06-13,224343600000
2017-06-14,224540600000
2017-06-15,223023700000
2017-06-16,224383000000
2017-06-19,224875500000
2017-06-20,224934600000
2017-06-21,224225400000
2017-06-22,223299500000
2017-06-23,223201000000
2017-06-26,224422400000
2017-06-27,223831400000
2017-06-28,223989000000
2017-06-29,218000200000
2017-06-30,217409200000
2017-07-03,217527443395
2017-07-05,216700043230
2017-07-06,217428943375
2017-07-07,218315443552
2017-07-10,220167243921
2017-07-11,218807943650
2017-07-12,221644744216
2017-07-13,222708544428
2017-07-14,225151344915
2017-07-17,224954344876
2017-07-18,225545344994
2017-07-19,226175745120
2017-07-20,227554745395
2017-07-21,226037845092
2017-07-24,224126944711
2017-07-25,224501244786
2017-07-26,227948745474
2017-07-27,241994848276
2017-07-28,238724647623
2017-07-31,237700247419
2017-08-01,236045447089
2017-08-02,233957246672
2017-08-03,235986347077
2017-08-04,236459147171
2017-08-07,235474146975
2017-08-08,234075446696
2017-08-09,231750846232
2017-08-10,228638245611
2017-08-11,228165445517
2017-08-14,229327745749
2017-08-15,230549145992
2017-08-16,231967546275
2017-08-17,230233945929
2017-08-18,229111045705
2017-08-21,230017245886
2017-08-22,230273345937
2017-08-23,228697345623
2017-08-24,228263945536
2017-08-25,229485345780
2017-08-28,228145745513
2017-08-29,230194545922
2017-08-30,231987246279
2017-08-31,233188946519
2017-09-01,233701146621
2017-09-05,234114846704
2017-09-06,235316546943
2017-09-07,238783747635
2017-09-08,239335347745
2017-09-11,239611147800
2017-09-12,239749047828
2017-09-13,239158047710
2017-09-14,239827847843
2017-09-15,238094247497
2017-09-18,236734947226
2017-09-19,236557647191
2017-09-20,232657046413
2017-09-21,230450645973
2017-09-22,229288345741
2017-09-25,230174845918
2017-09-26,231455346173
2017-09-27,233445046570
2017-09-28,234430046767
2017-09-29,235021046884
2017-10-02,233081820000
2017-10-03,235236720000
2017-10-04,236941050000
2017-10-05,240134220000
2017-10-06,238233990000
2017-10-09,239781600000
2017-10-10,243111900000
2017-10-11,243268620000
2017-10-12,244130580000
2017-10-13,245580240000
2017-10-16,246285480000
2017-10-17,246873180000
2017-10-18,246442200000
2017-10-19,246716460000
2017-10-20,245834910000
2017-10-23,245070900000
2017-10-24,242916000000
2017-10-25,238136040000
2017-10-26,235883190000
2017-10-27,234472710000
2017-10-30,236666790000
2017-10-31,240526020000
2017-11-01,239272260000
2017-11-02,236901870000
2017-11-03,238469070000
2017-11-06,236216220000
2017-11-07,232454940000
2017-11-08,231455850000
2017-11-09,231553800000
2017-11-10,231475440000
2017-11-13,230711430000
2017-11-14,224834430000
2017-11-15,222346500000
2017-11-16,225108690000
2017-11-17,225265410000
2017-11-20,226323270000
2017-11-21,226499580000
2017-11-22,226754250000
2017-11-24,230300040000
2017-11-27,230202090000
2017-11-28,230064960000
2017-11-29,227028510000
2017-11-30,224285910000
2017-12-01,226186140000
2017-12-04,226088190000
2017-12-05,221308230000
2017-12-06,221367000000
2017-12-07,217958340000
2017-12-08,218781120000
2017-12-11,218271780000
2017-12-12,217684080000
2017-12-13,217272690000
2017-12-14,216469500000
2017-12-15,216704580000
2017-12-18,218291370000
2017-12-19,218977020000
2017-12-20,218683170000
2017-12-21,218134650000
2017-12-22,218546040000
2017-12-26,218252190000
2017-12-27,219701850000
2017-12-28,217958340000
2017-12-29,218546040000
2018-01-02,221917080000
2018-01-03,223634460000
2018-01-04,224246400000
2018-01-05,226496760000
2018-01-08,224937300000
2018-01-09,225687420000
2018-01-10,224878080000
2018-01-11,225430800000
2018-01-12,226812600000
2018-01-16,228075960000
2018-01-17,228944520000
2018-01-18,227246880000
2018-01-19,227464020000
2018-01-22,227444280000
2018-01-23,226023000000
2018-01-24,225529500000
2018-01-25,224404320000
2018-01-26,226852080000
2018-01-29,224088480000
2018-01-30,222943560000
2018-01-31,224009520000
2018-02-01,225233400000
2018-02-02,220614240000
2018-02-05,211158780000
2018-02-06,215087040000
2018-02-07,211356180000
2018-02-08,204506400000
2018-02-09,203618100000
2018-02-12,205690800000
2018-02-13,204901200000
2018-02-14,205690800000
2018-02-15,206598840000
2018-02-16,209480880000
2018-02-20,207960900000
2018-02-21,207388440000
2018-02-22,207941160000
2018-02-23,211711500000
2018-02-26,215166000000
2018-02-27,209717760000
2018-02-28,209599320000
2018-03-01,216054300000
2018-03-02,218383620000
2018-03-05,220416840000
2018-03-06,222588240000
2018-03-07,222686940000
2018-03-08,227483760000
2018-03-09,227385060000
2018-03-12,228194400000
2018-03-13,226417800000
2018-03-14,224049000000
2018-03-15,222805380000
2018-03-16,223081740000
2018-03-19,221542020000
2018-03-20,222410580000
2018-03-21,217594020000
2018-03-22,214139520000
2018-03-23,210823200000
2018-03-26,212698500000
2018-03-27,212145780000
2018-03-28,216409620000
2018-03-29,217021560000
2018-04-02,212346300000
2018-04-03,214296600000
2018-04-04,215202800000
2018-04-05,216778800000
2018-04-06,212641800000
2018-04-09,214158700000
2018-04-10,213390400000
2018-04-11,209312500000
2018-04-12,207244000000
2018-04-13,206456000000
2018-04-16,205510400000
2018-04-17,210218700000
2018-04-18,210790000000
2018-04-19,206968200000
2018-04-20,204761800000
2018-04-23,203047900000
2018-04-24,201885600000
2018-04-25,203363100000
2018-04-26,200743000000
2018-04-27,196704500000
2018-04-30,197157600000
2018-05-01,192252300000
2018-05-02,186519600000
2018-05-03,190341400000
2018-05-04,191956800000
2018-05-07,192350800000
2018-05-08,193532800000
2018-05-09,192922100000
2018-05-10,187938000000
2018-05-11,187268200000
2018-05-14,188095600000
2018-05-15,184372300000
2018-05-16,185042100000
2018-05-17,186007400000
2018-05-18,185771000000
2018-05-21,185574000000
2018-05-22,187012100000
2018-05-23,186696900000
2018-05-24,188627500000
2018-05-25,186598400000
2018-05-29,181909800000
2018-05-30,185475500000
2018-05-31,184372300000
2018-06-01,184037400000
2018-06-04,189671600000
2018-06-05,187425800000
2018-06-06,186893900000
2018-06-07,185101200000
2018-06-08,186499900000
2018-06-11,190952100000
2018-06-12,192370500000
2018-06-13,192666000000
2018-06-14,191818900000
2018-06-15,194104100000
2018-06-18,190302000000
2018-06-19,189947400000
2018-06-20,190696000000
2018-06-21,191661300000
2018-06-22,195286100000
2018-06-25,192725100000
2018-06-26,193867700000
2018-06-27,192547800000
2018-06-28,195364900000
2018-06-29,198497200000
2018-07-02,198685000000
2018-07-03,200324250000
2018-07-05,202279500000
2018-07-06,205084000000
2018-07-09,205024750000
2018-07-10,205182750000
2018-07-11,203543500000
2018-07-12,204234750000
2018-07-13,205242000000
2018-07-16,204254500000
2018-07-17,202931250000
2018-07-18,202398000000
2018-07-19,204471750000
2018-07-20,206624500000
2018-07-23,207157750000
2018-07-24,207315750000
2018-07-25,210791750000
2018-07-26,200205750000
2018-07-27,200956250000
2018-07-30,200008250000
2018-07-31,200897000000
2018-08-01,199791000000
2018-08-02,198349250000
2018-08-03,198764000000
2018-08-06,197460500000
2018-08-07,198981250000
2018-08-08,196571750000
2018-08-09,196927250000
2018-08-10,190449250000
2018-08-13,190390000000
2018-08-14,192977250000
2018-08-15,194300500000
2018-08-16,194478250000
2018-08-17,197223500000
2018-08-20,196315000000
2018-08-21,197934500000
2018-08-22,194478250000
2018-08-23,193155000000
2018-08-24,193964750000
2018-08-27,194893000000
2018-08-28,193530250000
2018-08-29,193451250000
2018-08-30,188790250000
2018-08-31,184129250000
2018-09-04,181621000000
2018-09-05,179527500000
2018-09-06,178204250000
2018-09-07,177236500000
2018-09-10,177513000000
2018-09-11,173839500000
2018-09-12,174056750000
2018-09-13,176466250000
2018-09-14,176347750000
2018-09-17,177355000000
2018-09-18,178066000000
2018-09-19,177611750000
2018-09-20,181561750000
2018-09-21,181779000000
2018-09-24,178757250000
2018-09-25,178757250000
2018-09-26,177098250000
2018-09-27,173997500000
2018-09-28,172950750000
2018-10-01,169315510000
