,BUD
2018-10-02,167906830000
2018-10-03,171408965000
2018-10-04,170332890000
2018-10-05,169530725000
2018-10-08,170332890000
2018-10-09,169413335000
2018-10-10,166322065000
2018-10-11,165011210000
2018-10-12,165011210000
2018-10-15,165578595000
2018-10-16,167143795000
2018-10-17,163778615000
2018-10-18,163211230000
2018-10-19,164072090000
2018-10-22,163289490000
2018-10-23,160863430000
2018-10-24,160922125000
2018-10-25,145837510000
2018-10-26,144937520000
2018-10-29,146463590000
2018-10-30,145446210000
2018-10-31,144741870000
2018-11-01,150024420000
2018-11-02,149691815000
2018-11-05,148635305000
2018-11-06,148537480000
2018-11-07,149946160000
2018-11-08,145974465000
2018-11-09,145994030000
2018-11-12,143215800000
2018-11-13,143235365000
2018-11-14,149867900000
2018-11-15,151100495000
2018-11-16,154270025000
2018-11-19,153193950000
2018-11-20,148870085000
2018-11-21,149750510000
2018-11-23,149007040000
2018-11-26,150865715000
2018-11-27,148694000000
2018-11-28,150787455000
2018-11-29,151120060000
2018-11-30,150396155000
2018-12-03,148459220000
2018-12-04,145309255000
2018-12-06,141396255000
2018-12-07,138461505000
2018-12-10,138031075000
2018-12-11,137678905000
2018-12-12,140065835000
2018-12-13,139498450000
2018-12-14,136368050000
2018-12-17,133491995000
2018-12-18,134509375000
2018-12-19,134607200000
2018-12-20,132611570000
2018-12-21,129892035000
2018-12-24,128013795000
2018-12-26,130948545000
2018-12-27,129715950000
2018-12-28,128874655000
2018-12-31,128757265000
2019-01-02,128952915000
2019-01-03,129950730000
2019-01-04,135174585000
2019-01-07,135781100000
2019-01-08,138422375000
2019-01-09,137424559999
2019-01-10,138441940000
2019-01-11,144252745000
2019-01-14,141904945000
2019-01-15,141885380000
2019-01-16,137933250000
2019-01-17,140828870000
2019-01-18,144096225000
2019-01-22,143802750000
2019-01-23,144604915000
2019-01-24,145270125000
2019-01-25,146463590000
2019-01-28,144154920000
2019-01-29,144761435000
2019-01-30,146620110000
2019-01-31,149554860000
2019-02-01,150337460000
2019-02-04,151452665000
2019-02-05,154289590000
2019-02-06,153193950000
2019-02-07,150454850000
2019-02-08,148987475000
2019-02-11,149417905000
2019-02-12,149378775000
2019-02-13,152098310000
2019-02-14,148498350000
2019-02-15,152000485000
2019-02-19,150865715000
2019-02-20,151980920000
2019-02-21,151628750000
2019-02-22,146815760000
2019-02-25,146463590000
2019-02-26,147128800000
2019-02-27,146189680000
2019-02-28,152920040000
2019-03-01,160354740000
2019-03-04,160002570000
2019-03-05,160824300000
2019-03-06,160687345000
2019-03-07,157224340000
2019-03-08,157654770000
2019-03-11,158085200000
2019-03-12,157889550000
2019-03-13,157948245000
2019-03-14,155835225000
2019-03-15,158965625000
2019-03-18,160569955000
2019-03-19,164091655000
2019-03-20,163230795000
2019-03-21,164189480000
2019-03-22,157967810000
2019-03-25,157204775000
2019-03-26,160491695000
2019-03-27,161332990000
2019-03-28,161802550000
2019-03-29,164287305000
2019-04-01,165607200000
2019-04-02,166676400000
2019-04-03,166023000000
2019-04-04,168280200000
2019-04-05,170913600000
2019-04-08,170398800000
2019-04-09,171131400000
2019-04-10,172715400000
2019-04-11,174180600000
2019-04-12,175309200000
2019-04-15,176437800000
2019-04-16,175665600000
2019-04-17,174893400000
2019-04-18,178120800000
2019-04-22,177408000000
2019-04-23,176715000000
2019-04-24,174655800000
2019-04-25,171547200000
2019-04-26,173408400000
2019-04-29,174259800000
2019-04-30,176101200000
2019-05-01,173863800000
2019-05-02,173329200000
2019-05-03,174438000000
2019-05-06,173784600000
2019-05-07,166834800000
2019-05-08,168181200000
2019-05-09,166201200000
2019-05-10,166597200000
2019-05-13,163805400000
2019-05-14,164359800000
2019-05-15,165983400000
2019-05-16,166082400000
2019-05-17,163627200000
2019-05-20,160399800000
2019-05-21,160380000000
2019-05-22,163587600000
2019-05-23,162954000000
2019-05-24,163864800000
2019-05-28,163053000000
2019-05-29,160974000000
2019-05-30,163112400000
2019-05-31,161172000000
2019-06-03,162914400000
2019-06-04,166201200000
2019-06-05,164874600000
2019-06-06,166518000000
2019-06-07,168933600000
2019-06-10,168953400000
2019-06-11,169903800000
2019-06-12,171864000000
2019-06-13,170141400000
2019-06-14,166676400000
2019-06-17,166953600000
2019-06-18,172002600000
2019-06-19,174081600000
2019-06-20,177685200000
2019-06-21,178358400000
2019-06-24,178358400000
2019-06-25,175032000000
2019-06-26,172992600000
2019-06-27,172656000000
2019-06-28,175249800000
2019-07-01,175268260000
2019-07-02,179668300000
2019-07-03,186169260000
2019-07-05,183751220000
2019-07-08,181709760000
2019-07-09,181372820000
2019-07-10,181055700000
2019-07-11,177706120000
2019-07-12,172315080000
2019-07-15,175525920000
2019-07-16,174435820000
2019-07-17,175248440000
2019-07-18,177071880000
2019-07-19,186862960000
2019-07-22,188230540000
2019-07-23,189935060000
2019-07-24,189399920000
2019-07-25,197189180000
2019-07-26,199171180000
2019-07-29,201509940000
2019-07-30,201331560000
2019-07-31,200142360000
2019-08-01,199111720000
2019-08-02,198576580000
2019-08-05,194612580000
2019-08-06,193641400000
2019-08-07,194572940000
2019-08-08,195246820000
2019-08-09,194672040000
2019-08-12,190807140000
2019-08-13,189617940000
2019-08-14,185039520000
2019-08-15,185574660000
2019-08-16,188864780000
2019-08-19,190113440000
2019-08-20,188190900000
2019-08-21,190014340000
2019-08-22,189439560000
2019-08-23,186684580000
2019-08-26,187893600000
2019-08-27,184306180000
2019-08-28,185594480000
2019-08-29,188805320000
2019-08-30,187299000000
2019-09-03,186228720000
2019-09-04,187754860000
2019-09-05,184821500000
2019-09-06,185455740000
2019-09-09,189835960000
2019-09-10,186704400000
2019-09-11,186843140000
2019-09-12,193185540000
2019-09-13,191064800000
2019-09-16,189756680000
2019-09-17,192194540000
2019-09-18,192055800000
2019-09-19,188250360000
2019-09-20,190906240000
2019-09-23,190945880000
2019-09-24,185971060000
2019-09-25,187517020000
2019-09-26,188250360000
2019-09-27,187140440000
2019-09-30,188587300000
2019-10-01,182888447620
2019-10-02,178421063213
2019-10-03,180066941679
2019-10-04,182868853829
2019-10-07,182222258718
2019-10-08,180164910635
2019-10-09,181301350528
2019-10-10,179400752776
2019-10-11,180870287121
2019-10-14,178852126621
2019-10-15,180419629922
2019-10-16,180811505747
2019-10-17,182770884873
2019-10-18,182281040091
2019-10-21,183064791742
2019-10-22,180047347888
2019-10-23,179204814863
2019-10-24,179479127941
2019-10-25,160335993880
2019-10-28,158670521623
2019-10-29,157396925191
2019-10-30,158611740249
2019-10-31,158259052007
2019-11-01,155496327439
2019-11-04,155613890186
2019-11-05,154986888866
2019-11-06,155437546065
2019-11-07,153576135895
2019-11-08,153772073808
2019-11-11,154222731007
2019-11-12,154947701284
2019-11-13,155339577109
2019-11-14,155006482657
2019-11-15,156064547385
2019-11-18,156848299036
2019-11-19,155163232987
2019-11-20,153674104852
2019-11-21,153948417929
2019-11-22,154947701284
2019-11-25,154967295075
2019-11-26,154888919910
2019-11-27,153968011721
2019-11-29,155476733648
2019-12-02,155339577109
2019-12-03,154634200623
2019-12-04,155574702604
2019-12-05,154065980677
2019-12-06,155496327439
2019-12-09,154595013041
2019-12-10,153125478696
2019-12-11,154340293755
2019-12-12,152380914629
2019-12-13,152655227706
2019-12-16,156769923871
2019-12-17,155790234308
2019-12-18,157690832060
2019-12-19,157749613434
2019-12-20,160649494540
2019-12-23,160394775254
2019-12-24,159904930472
2019-12-26,161394058608
2019-12-27,162863592953
2019-12-30,161413652399
2019-12-31,160747463497
2020-01-02,163510188064
2020-01-03,162138622676
2020-01-06,163275062569
2020-01-07,159904930472
2020-01-08,160629900749
2020-01-09,158670521623
2020-01-10,159669804977
2020-01-13,159258335361
2020-01-14,156769923871
2020-01-15,157083424531
2020-01-16,156103734968
2020-01-17,156809111453
2020-01-21,154418668920
2020-01-22,153047103531
2020-01-23,153341010400
2020-01-24,152322133255
2020-01-27,148089874343
2020-01-28,149422252148
2020-01-29,148854032202
2020-01-30,149245908027
2020-01-31,147541248187
2020-02-03,147129778571
2020-02-04,149481033522
2020-02-05,150225597590
2020-02-06,150029659677
2020-02-07,146561558624
2020-02-10,146150089008
2020-02-11,145052836697
2020-02-12,145111618071
2020-02-13,144406241586
2020-02-14,143916396804
2020-02-18,144014365761
2020-02-19,144210303673
2020-02-20,143544114770
2020-02-21,140291545421
2020-02-24,135902536179
2020-02-25,131121651111
2020-02-26,129887242262
2020-02-27,117974217176
2020-02-28,114368959584
2020-03-02,114819616783
2020-03-03,110998827487
2020-03-04,113271707274
2020-03-05,108882698031
2020-03-06,105414596978
2020-03-09,94638011785
2020-03-10,100183054712
2020-03-11,96401452999
2020-03-12,86232275335
2020-03-13,86780901490
2020-03-16,72888903487
2020-03-17,74652344700
2020-03-18,68930957652
2020-03-19,71243025021
2020-03-20,78962978777
2020-03-23,81902047466
2020-03-24,86075525005
2020-03-25,89328094354
2020-03-26,90719253533
2020-03-27,84233708626
2020-03-30,83998583131
2020-03-31,86447807039
2020-04-01,84858294126
2020-04-02,86671758252
2020-04-03,85666468356
2020-04-06,88071279479
2020-04-07,92190996894
2020-04-08,94418403918
2020-04-09,96389560576
2020-04-13,97375138905
2020-04-14,94753500550
2020-04-15,89766474205
2020-04-16,89687627939
2020-04-17,90574648435
2020-04-20,87893875380
2020-04-21,85035698226
2020-04-22,82019828539
2020-04-23,82650598669
2020-04-24,82611175536
2020-04-27,87046278017
2020-04-28,92348689427
2020-04-29,95916482978
2020-04-30,91698207730
2020-05-01,88288106711
2020-05-04,83557330732
2020-05-05,81783289740
2020-05-06,84030408330
2020-05-07,83636176998
2020-05-08,85429929557
2020-05-11,84227523996
2020-05-12,81822712873
2020-05-13,79260209218
2020-05-14,77900111124
2020-05-15,78787131620
2020-05-18,84976563526
2020-05-19,81329923709
2020-05-20,83143387834
2020-05-21,81113096476
2020-05-22,80620307312
2020-05-26,87519355615
2020-05-27,92920324858
2020-05-28,93590518121
2020-05-29,92407824127
2020-06-01,96448695275
2020-06-02,97710235537
2020-06-03,107152075928
2020-06-04,108472750889
2020-06-05,112710737704
2020-06-08,114169393631
2020-06-09,108630443422
2020-06-10,105634285302
2020-06-11,96527541542
2020-06-12,101475144753
2020-06-15,99957354127
2020-06-16,102914089114
2020-06-17,101218894388
2020-06-18,102066491751
2020-06-19,99425141829
2020-06-22,100292450759
2020-06-23,102697261881
2020-06-24,96428983709
2020-06-25,98380428800
2020-06-26,94714077416
2020-06-29,97178023239
2020-06-30,97178023239
2020-07-01,97793090000
2020-07-02,100069670000
2020-07-06,105561420000
2020-07-07,104902410000
2020-07-08,104662770000
2020-07-09,101866970000
2020-07-10,107358720000
2020-07-13,104742650000
2020-07-14,105920880000
2020-07-15,108157520000
2020-07-16,107658270000
2020-07-17,107538450000
2020-07-20,106999260000
2020-07-21,110733650000
2020-07-22,108776590000
2020-07-23,108936350000
2020-07-24,108896410000
2020-07-27,107997760000
2020-07-28,111113080000
2020-07-29,113229900000
2020-07-30,115985760000
2020-07-31,108696710000
2020-08-03,108696710000
2020-08-04,111272840000
2020-08-05,111412630000
2020-08-06,109595360000
2020-08-07,108357220000
2020-08-10,108936350000
2020-08-11,111692210000
2020-08-12,113689210000
2020-08-13,112510980000
2020-08-14,112271340000
2020-08-17,112211430000
2020-08-18,114308280000
2020-08-19,114468040000
2020-08-20,113329750000
2020-08-21,111073140000
2020-08-24,114507980000
2020-08-25,116005730000
2020-08-26,118482010000
2020-08-27,117743120000
2020-08-28,118142520000
2020-08-31,116125550000
2020-09-01,115067140000
2020-09-02,118941320000
2020-09-03,117743120000
2020-09-04,116704680000
2020-09-08,111312780000
2020-09-09,114228400000
2020-09-10,113589360000
2020-09-11,112131550000
2020-09-14,112331250000
2020-09-15,112710680000
2020-09-16,113928850000
2020-09-17,115826000000
2020-09-18,114947320000
2020-09-21,108756620000
2020-09-22,108516980000
2020-09-23,104902410000
2020-09-24,105601360000
2020-09-25,105481540000
2020-09-28,108596860000
2020-09-29,108397160000
2020-09-30,107598360000
2020-10-01,105712568161
2020-10-02,106501467924
2020-10-05,109045669657
2020-10-06,112063211248
2020-10-07,115258255286
2020-10-08,117605232079
2020-10-09,117348839657
2020-10-12,118275796877
2020-10-13,114706025452
2020-10-14,113069058445
2020-10-15,108315937377
2020-10-16,109302062080
2020-10-19,109519009515
2020-10-20,112260436189
2020-10-21,109637344479
2020-10-22,110781249135
2020-10-23,113581843291
2020-10-26,111767373838
2020-10-27,108966779681
2020-10-28,104568663506
2020-10-29,105298395786
2020-10-30,102379466665
2020-11-02,103030308969
2020-11-03,106205630513
2020-11-04,106600080394
2020-11-05,110879861605
2020-11-06,111787096332
2020-11-09,123305032863
2020-11-10,131351810439
2020-11-11,132120987707
2020-11-12,128275101366
2020-11-13,130878470582
2020-11-16,134112959608
2020-11-17,131253197969
2020-11-18,129951513361
2020-11-19,130109293313
2020-11-20,128275101366
2020-11-23,130839025594
2020-11-24,135868261579
2020-11-25,134093237113
2020-11-27,134961026852
2020-11-30,131509590392
2020-12-01,133738232220
2020-12-02,134112959608
2020-12-03,135907706567
2020-12-04,139122473099
2020-12-07,138116625902
2020-12-08,137702453526
2020-12-09,138984415640
2020-12-10,139556367968
2020-12-11,137347448633
2020-12-14,138057458420
2020-12-15,139516922980
2020-12-16,138412463313
2020-12-17,140917220058
2020-12-18,141015832529
2020-12-21,138077180914
2020-12-22,137367171127
2020-12-23,139043583123
2020-12-24,139142195593
2020-12-28,139181640581
2020-12-29,140009985331
2020-12-30,139339420533
2020-12-31,137879955973
2021-01-04,139749310000
2021-01-05,141712250000
2021-01-06,143875490000
2021-01-07,142613600000
2021-01-08,142373240000
2021-01-11,138427330000
2021-01-12,138207000000
2021-01-13,138347210000
2021-01-14,138908050000
2021-01-15,137485920000
2021-01-19,136885020000
2021-01-20,136804900000
2021-01-21,135823430000
2021-01-22,133419830000
2021-01-25,129594100000
2021-01-26,130475420000
2021-01-27,127110380000
2021-01-28,130235059999
2021-01-29,125568070000
2021-02-01,127951640000
2021-02-02,131957639999
2021-02-03,131096350000
2021-02-04,131296650000
2021-02-05,131456889999
2021-02-08,130335209999
2021-02-09,129594100000
2021-02-10,129193500000
2021-02-11,127671220000
2021-02-12,127310680000
2021-02-16,129654190000
2021-02-17,128852990000
2021-02-18,127991700000
2021-02-19,129113379999
2021-02-22,128893049999
2021-02-23,130235059999
2021-02-24,130695750000
2021-02-25,120400330000
2021-02-26,115633190000
2021-03-01,118858020000
2021-03-02,118537540000
2021-03-03,118597630000
2021-03-04,121021260000
2021-03-05,122102880000
2021-03-08,122823960000
2021-03-09,124546540000
2021-03-10,126910080000
2021-03-11,124927110000
2021-03-12,125928610000
2021-03-15,125528010000
2021-03-16,123885550000
2021-03-17,127851490000
2021-03-18,125708280000
2021-03-19,128772870000
2021-03-22,126970170000
2021-03-23,125788400000
2021-03-24,124266120000
2021-03-25,124266120000
2021-03-26,126809930000
2021-03-29,128392299999
2021-03-30,128151940000
2021-03-31,125888550000
2021-04-01,127898950000
2021-04-05,129001700000
2021-04-06,128119500000
2021-04-07,127457850000
2021-04-08,130605700000
2021-04-09,131106950000
2021-04-12,130465349999
2021-04-13,129081899999
2021-04-14,130645800000
2021-04-15,135798650000
2021-04-16,136620700000
2021-04-19,137763550000
2021-04-20,134956550000
2021-04-21,139608150000
2021-04-22,140811150000
2021-04-23,141252250000
2021-04-26,141532950000
2021-04-27,141011650000
2021-04-28,143016650000
2021-04-29,144640700000
2021-04-30,142274800000
2021-05-03,143618150000
2021-05-04,141532950000
2021-05-05,141593100000
2021-05-06,150375000000
2021-05-07,149552950000
2021-05-10,150134400000
2021-05-11,149071750000
2021-05-12,148289800000
2021-05-13,150294800000
2021-05-14,151698300000
2021-05-17,151056700000
2021-05-18,149873750000
2021-05-19,149332400000
2021-05-20,151076750000
2021-05-21,151898800000
2021-05-24,152319850000
2021-05-25,151698300000
2021-05-26,152099300000
2021-05-27,152099300000
2021-05-28,151918850000
2021-06-01,153302300000
2021-06-02,155447650000
2021-06-03,153061700000
2021-06-04,153963950000
2021-06-07,156770950000
2021-06-08,158034100000
2021-06-09,157472700000
2021-06-10,157171950000
2021-06-11,156710800000
2021-06-14,158374950000
2021-06-15,159096750000
2021-06-16,157593000000
2021-06-17,154445150000
2021-06-18,150354950000
2021-06-21,152620600000
2021-06-22,152279750000
2021-06-23,150515350000
2021-06-24,151277250000
2021-06-25,151277250000
2021-06-28,148430150000
2021-06-29,145943950000
2021-06-30,144380050000
2021-07-01,144632600000
2021-07-02,143388880000
2021-07-06,141102040000
2021-07-07,141984680000
2021-07-08,139637660000
2021-07-09,140179280000
2021-07-12,139637660000
2021-07-13,139336760000
2021-07-14,139396940000
2021-07-15,137972680000
2021-07-16,137310700000
2021-07-19,132917560000
2021-07-20,134261580000
2021-07-21,137210400000
2021-07-22,136789140000
2021-07-23,136728960000
2021-07-26,138434060000
2021-07-27,137832260000
2021-07-28,137671780000
2021-07-29,129968740000
2021-07-30,126337880000
2021-08-02,126277700000
2021-08-03,125395060000
2021-08-04,123068100000
2021-08-05,124051040000
2021-08-06,123750140000
2021-08-09,122185460000
2021-08-10,122506420000
2021-08-11,123148340000
2021-08-12,123268700000
2021-08-13,124311820000
2021-08-16,124372000000
2021-08-17,122787260000
2021-08-18,121964800000
2021-08-19,120099220000
2021-08-20,120279760000
2021-08-23,121583660000
2021-08-24,121342940000
2021-08-25,122225580000
2021-08-26,121483360000
2021-08-27,123148340000
2021-08-30,122386060000
2021-08-31,122867500000
2021-09-01,124953740000
2021-09-02,121162400000
2021-09-03,120099220000
2021-09-07,119216580000
2021-09-08,118213580000
2021-09-09,116207580000
2021-09-10,115184520000
2021-09-13,117250700000
2021-09-14,114823440000
2021-09-15,114683020000
2021-09-16,115124340000
2021-09-17,116267760000
2021-09-20,114582720000
2021-09-21,115846500000
2021-09-22,117170460000
2021-09-23,118012980000
2021-09-24,116568660000
2021-09-27,119738140000
2021-09-28,117150400000
2021-09-29,115425240000
2021-09-30,113098280000
2021-10-01,113565000000
2021-10-04,113364000000
2021-10-05,112921800000
2021-10-06,110630400000
2021-10-07,110087700000
2021-10-08,110449500000
2021-10-11,109283700000
2021-10-12,108962100000
2021-10-13,111796200000
2021-10-14,113263500000
2021-10-15,111132900000
2021-10-18,111273600000
2021-10-19,112399200000
2021-10-20,113464500000
2021-10-21,112560000000
2021-10-22,112982100000
2021-10-25,113082600000
2021-10-26,114389100000
2021-10-27,114911700000
2021-10-28,125685300000
2021-10-29,123052200000
2021-11-01,121625100000
2021-11-02,120720600000
2021-11-03,122187900000
2021-11-04,119595000000
2021-11-05,122167800000
2021-11-08,121182900000
2021-11-09,120841200000
2021-11-10,120841200000
2021-11-11,120620100000
2021-11-12,119775900000
2021-11-15,120620100000
2021-11-16,120559800000
2021-11-17,119554800000
2021-11-18,119454300000
2021-11-19,117665400000
2021-11-22,117585000000
2021-11-23,118389000000
2021-11-24,117987000000
2021-11-26,117082500000
2021-11-29,115293600000
2021-11-30,111997200000
2021-12-01,110389200000
2021-12-02,113364000000
2021-12-03,113484600000
2021-12-06,117725700000
2021-12-07,117464400000
2021-12-08,116258400000
2021-12-09,115374000000
2021-12-10,116419200000
2021-12-13,115896600000
2021-12-14,116278500000
2021-12-15,116499600000
2021-12-16,119394000000
2021-12-17,120177900000
2021-12-20,117806100000
2021-12-21,120640200000
2021-12-22,121383900000
2021-12-23,122147700000
2021-12-27,121986900000
2021-12-28,121122600000
2021-12-29,121122600000
2021-12-30,121705500000
2021-12-31,121705500000
2022-01-03,127460200000
2022-01-04,127077920000
2022-01-05,126031680000
2022-01-06,125005560000
2022-01-07,126615160000
2022-01-10,129975199999
2022-01-11,130377600000
2022-01-12,129492320000
2022-01-13,133476080000
2022-01-14,136413600000
2022-01-18,134542440000
2022-01-19,132590800000
2022-01-20,131967080000
2022-01-21,131041559999
2022-01-24,130116040000
2022-01-25,130136160000
2022-01-26,127922960000
2022-01-27,128345480000
2022-01-28,126514560000
2022-01-31,126896840000
2022-02-01,128104040000
2022-02-02,128486320000
2022-02-03,124241000000
2022-02-04,123033800000
2022-02-07,123717880000
2022-02-08,124884840000
2022-02-09,124462320000
2022-02-10,128124160000
2022-02-11,125890840000
2022-02-14,124341600000
2022-02-15,125931080000
2022-02-16,129210640000
2022-02-17,127077920000
2022-02-18,126856600000
2022-02-22,123597160000
2022-02-23,126051800000
2022-02-24,124824480000
2022-02-25,132892600000
2022-02-28,124401960000
2022-03-01,118788480000
2022-03-02,118587280000
2022-03-03,117017920000
2022-03-04,112410440000
2022-03-07,106535400000
2022-03-08,107903560000
2022-03-09,115066280000
2022-03-10,112732360000
2022-03-11,112490920000
2022-03-14,114764480000
2022-03-15,115468680000
2022-03-16,120056040000
2022-03-17,120156640000
2022-03-18,121947320000
2022-03-21,120780360000
2022-03-22,121243120000
2022-03-23,118124520000
2022-03-24,118969560000
2022-03-25,119734120000
2022-03-28,121363840000
2022-03-29,124401960000
2022-03-30,123516680000
2022-03-31,120840720000
2022-04-01,123174640000
2022-04-04,124361720000
2022-04-05,122329600000
2022-04-06,120217000000
2022-04-07,117641640000
2022-04-08,118265360000
2022-04-11,117681880000
2022-04-12,116595400000
2022-04-13,117862960000
2022-04-14,118265360000
2022-04-18,118144640000
2022-04-19,119090280000
2022-04-20,123717880000
2022-04-21,123617280000
2022-04-22,119331720000
2022-04-25,119834720000
2022-04-26,117199000000
2022-04-27,115609520000
2022-04-28,116635640000
2022-04-29,115589400000
2022-05-02,113537160000
2022-05-03,114382200000
2022-05-04,117359960000
2022-05-05,114844960000
2022-05-06,110660000000
2022-05-09,108788840000
2022-05-10,109975920000
2022-05-11,110076520000
2022-05-12,108708360000
2022-05-13,112692120000
2022-05-16,114020040000
2022-05-17,115971680000
2022-05-18,111122760000
2022-05-19,108768720000
2022-05-20,109191240000
2022-05-23,111726360000
2022-05-24,111142880000
2022-05-25,112873200000
2022-05-26,113637760000
2022-05-27,113979800000
2022-05-31,114080400000
2022-06-01,110800840000
2022-06-02,111987920000
2022-06-03,111726360000
2022-06-06,112370200000
2022-06-07,113315840000
2022-06-08,111022160000
2022-06-09,106978040000
2022-06-10,105147120000
2022-06-13,103859440000
2022-06-14,102712600000
2022-06-15,106314080000
2022-06-16,103557640000
2022-06-17,104000280000
2022-06-21,104020400000
2022-06-22,104925800000
2022-06-23,106012280000
2022-06-24,108527280000
2022-06-27,108808960000
2022-06-28,109030280000
2022-06-29,108527280000
2022-06-30,108547400000
2022-07-01,110820960000
2022-07-05,109915560000
2022-07-06,110237480000
2022-07-07,109754600000
2022-07-08,111706240000
2022-07-11,110217360000
2022-07-12,110277720000
2022-07-13,110820960000
2022-07-14,109835080000
2022-07-15,109814960000
2022-07-18,109875320000
2022-07-19,113034160000
2022-07-20,109774720000
2022-07-21,109472920000
2022-07-22,109191240000
2022-07-25,110700240000
2022-07-26,110096640000
2022-07-27,112993920000
2022-07-28,107239600000
2022-07-29,107722480000
2022-08-01,106233600000
2022-08-02,104100880000
2022-08-03,107018280000
2022-08-04,108205360000
2022-08-05,107118880000
2022-08-08,108668120000
2022-08-09,107742600000
2022-08-10,110700240000
2022-08-11,109513160000
2022-08-12,110438680000
2022-08-15,109613760000
2022-08-16,110217360000
2022-08-17,108567520000
2022-08-18,107219480000
2022-08-19,105650120000
2022-08-22,103054640000
2022-08-23,103698480000
2022-08-24,104603880000
2022-08-25,103195480000
2022-08-26,99936040000
2022-08-29,99976280000
2022-08-30,99231840000
2022-08-31,97300320000
2022-09-01,96535760000
2022-09-02,96314440000
2022-09-06,97260080000
2022-09-07,98668480000
2022-09-08,99070880000
2022-09-09,100398800000
2022-09-12,103859440000
2022-09-13,99754960000
2022-09-14,98909920000
2022-09-15,98567880000
2022-09-16,99453160000
2022-09-19,100740840000
2022-09-20,98970280000
2022-09-21,96857680000
2022-09-22,97722840000
2022-09-23,93839680000
2022-09-26,91626480000
2022-09-27,90861920000
2022-09-28,92008760000
2022-09-29,91425280000
2022-09-30,90861920000
2022-10-03,90956594381
2022-10-04,95221734576
2022-10-05,92742001904
2022-10-06,90897080797
2022-10-07,89905187728
2022-10-10,89151348996
2022-10-11,89071997551
2022-10-12,90599512876
2022-10-13,91968325311
2022-10-14,90401134263
2022-10-17,92543623291
2022-10-18,93059407686
2022-10-19,90480485708
2022-10-20,89726646976
2022-10-21,91730270974
2022-10-24,93039569825
2022-10-25,94031462893
2022-10-26,93674381389
2022-10-27,98296603088
2022-10-28,99863794136
2022-10-31,99387685463
2022-11-01,101311958016
2022-11-02,98197413781
2022-11-03,97522926494
2022-11-04,103394933460
2022-11-07,104664556588
2022-11-08,104287637222
2022-11-09,103375095599
2022-11-10,106648342725
2022-11-11,109822400544
2022-11-14,108651966723
2022-11-15,108612291000
2022-11-16,109187588980
2022-11-17,109128075396
2022-11-18,110159644187
2022-11-21,110100130603
2022-11-22,110953158642
2022-11-23,111845862404
2022-11-25,112262457492
2022-11-28,115396839589
2022-11-29,115099271668
2022-11-30,116825165607
2022-12-01,118491545963
2022-12-02,119721493367
2022-12-05,117936085844
2022-12-06,117083057805
2022-12-07,117737707230
2022-12-08,118174140181
2022-12-09,118253491626
2022-12-12,119007330358
2022-12-13,120634034990
2022-12-14,121288684416
2022-12-15,118511383824
2022-12-16,118293167349
2022-12-19,117995599428
2022-12-20,117777382953
2022-12-21,119860358397
2022-12-22,119265222556
2022-12-23,119761169090
2022-12-27,119741331229
2022-12-28,118947816774
2022-12-29,119781006952
2022-12-30,119106519665
2023-01-03,120094000000
2023-01-04,123519500000
2023-01-05,121383600000
2023-01-06,123096350000
2023-01-09,122250050000
2023-01-10,121806750000
2023-01-11,124688200000
2023-01-12,121887350000
2023-01-13,122753800000
2023-01-17,123056050000
2023-01-18,119469350000
2023-01-19,119549950000
2023-01-20,120497000000
2023-01-23,119489500000
2023-01-24,119771600000
2023-01-25,121524650000
2023-01-26,120214900000
2023-01-27,118179750000
2023-01-30,118361100000
2023-01-31,121484350000
2023-02-01,121444050000
2023-02-02,120638050000
2023-02-03,119267850000
2023-02-06,118340950000
2023-02-07,117716300000
2023-02-08,117273000000
2023-02-09,117031200000
2023-02-10,116970750000
2023-02-13,118623050000
2023-02-14,118522300000
2023-02-15,119691000000
2023-02-16,118643200000
2023-02-17,118522300000
2023-02-21,119086500000
2023-02-22,121000750000
2023-02-23,122491850000
2023-02-24,121544800000
2023-02-27,122350800000
2023-02-28,122310500000
2023-03-01,121403750000
2023-03-02,123096350000
2023-03-03,125091200000
2023-03-06,123096350000
2023-03-07,120456700000
2023-03-08,120900000000
2023-03-09,121484350000
2023-03-10,121423900000
2023-03-13,119852200000
2023-03-14,122532150000
2023-03-15,119731300000
2023-03-16,122532150000
2023-03-17,120718650000
2023-03-20,121746300000
2023-03-21,123519500000
2023-03-22,124224750000
2023-03-23,124627750000
2023-03-24,125292700000
2023-03-27,126884550000
2023-03-28,127892050000
2023-03-29,131579500000
2023-03-30,133775850000
2023-03-31,134460950000
2023-04-03,134205119999
2023-04-04,134124480000
2023-04-05,134064000000
2023-04-06,133741440000
2023-04-10,130959359999
2023-04-11,131261760000
2023-04-12,127774080000
2023-04-13,129709440000
2023-04-14,130152960000
2023-04-17,130878720000
2023-04-18,129749760000
2023-04-19,132995520000
2023-04-20,131906880000
2023-04-21,132088319999
2023-04-24,132370560000
2023-04-25,132350400000
2023-04-26,133459200000
2023-04-27,133439040000
2023-04-28,130979520000
2023-05-01,130294079999
2023-05-02,128358720000
2023-05-03,128399040000
2023-05-04,132854400000
2023-05-05,130697280000
2023-05-08,130394880000
2023-05-09,128036160000
2023-05-10,124608960000
2023-05-11,123842880000
2023-05-12,123076800000
2023-05-15,123096960000
2023-05-16,120335040000
2023-05-17,118460160000
2023-05-18,118540800000
2023-05-19,119710080000
