,INTU
2009-04-13,8304380000
2009-04-14,8175580000
2009-04-15,8162700000
2009-04-16,8323700000
2009-04-17,8236759999
2009-04-20,7843920000
2009-04-21,7982380000
2009-04-22,7917980000
2009-04-23,7818160000
2009-04-24,7847140000
2009-04-27,7492940000
2009-04-28,7441420000
2009-04-29,7454300000
2009-04-30,7401600000
2009-05-01,7356799999
2009-05-04,7481600000
2009-05-05,7699200000
2009-05-06,7769600000
2009-05-07,7635200000
2009-05-08,7699200000
2009-05-11,7753600000
2009-05-12,7872000000
2009-05-13,7712000000
2009-05-14,7782400000
2009-05-15,7673600000
2009-05-18,7846400000
2009-05-19,8051200000
2009-05-20,8070400000
2009-05-21,8726400000
2009-05-22,8524800000
2009-05-26,8870400000
2009-05-27,8537600000
2009-05-28,8534400000
2009-05-29,8710400000
2009-06-01,8841600000
2009-06-02,8870400000
2009-06-03,8870400000
2009-06-04,8841600000
2009-06-05,8924800000
2009-06-08,8995200000
2009-06-09,9148800000
2009-06-10,9097600000
2009-06-11,9094400000
2009-06-12,9164800000
2009-06-15,8899200000
2009-06-16,8870400000
2009-06-17,9046400000
2009-06-18,8924800000
2009-06-19,8988800000
2009-06-22,8713600000
2009-06-23,8729600000
2009-06-24,8867200000
2009-06-25,9046400000
2009-06-26,9072000000
2009-06-29,9046400000
2009-06-30,9020800000
2009-07-01,9094400000
2009-07-02,8912000000
2009-07-06,8944000000
2009-07-07,8652800000
2009-07-08,8659200000
2009-07-09,8729600000
2009-07-10,8787200000
2009-07-13,8889600000
2009-07-14,8809600000
2009-07-15,9081600000
2009-07-16,8908800000
2009-07-17,8944000000
2009-07-20,9056000000
2009-07-21,9046400000
2009-07-22,9056000000
2009-07-23,9254400000
2009-07-24,9353600000
2009-07-27,9388800000
2009-07-28,9475200000
2009-07-29,9500800000
2009-07-30,9532800000
2009-07-31,9504000000
2009-08-03,9516800000
2009-08-04,9600000000
2009-08-05,9481600000
2009-08-06,9510400000
2009-08-07,9664000000
2009-08-10,9696000000
2009-08-11,9667200000
2009-08-12,9926400000
2009-08-13,9875200000
2009-08-14,9724800000
2009-08-17,9644800000
2009-08-18,9737600000
2009-08-19,9817600000
2009-08-20,9872000000
2009-08-21,9158400000
2009-08-24,9120000000
2009-08-25,9062400000
2009-08-26,9024000000
2009-08-27,9033600000
2009-08-28,9001600000
2009-08-31,8886400000
2009-09-01,8806400000
2009-09-02,8860800000
2009-09-03,8892800000
2009-09-04,9027200000
2009-09-08,9014400000
2009-09-09,9036800000
2009-09-10,8998400000
2009-09-11,8908800000
2009-09-14,8915200000
2009-09-15,8889600000
2009-09-16,8924800000
2009-09-17,8844800000
2009-09-18,8886400000
2009-09-21,8790400000
2009-09-22,8918400000
2009-09-23,8896000000
2009-09-24,8844800000
2009-09-25,8848000000
2009-09-28,9033600000
2009-09-29,9040000000
2009-09-30,9120000000
2009-10-01,8902400000
2009-10-02,8886400000
2009-10-05,9040000000
2009-10-06,9046400000
2009-10-07,8947200000
2009-10-08,8988800000
2009-10-09,9171200000
2009-10-12,9248000000
2009-10-13,9456000000
2009-10-14,9574400000
2009-10-15,9536000000
2009-10-16,9545600000
2009-10-19,9590400000
2009-10-20,9478400000
2009-10-21,9472000000
2009-10-22,9654400000
2009-10-23,9558400000
2009-10-26,9574400000
2009-10-27,9574400000
2009-10-28,9417600000
2009-10-29,9513600000
2009-10-30,9302400000
2009-11-02,9149960000
2009-11-03,9137400000
2009-11-04,9127980000
2009-11-05,9322660000
2009-11-06,9322660000
2009-11-09,9504780000
2009-11-10,9454540000
2009-11-11,9435700000
2009-11-12,9382320000
2009-11-13,9388600000
2009-11-16,9551880000
2009-11-17,9526760000
2009-11-18,9526760000
2009-11-19,9504780000
2009-11-20,9313240000
2009-11-23,9398020000
2009-11-24,9250440000
2009-11-25,9313240000
2009-11-27,9190780000
2009-11-30,9171940000
2009-12-01,9247300000
2009-12-02,9316380000
2009-12-03,9206480000
2009-12-04,9341500000
2009-12-07,9294400000
2009-12-08,9206480000
2009-12-09,9335220000
2009-12-10,9429420000
2009-12-11,9344640000
2009-12-14,9542460000
2009-12-15,9489080000
2009-12-16,9492220000
2009-12-17,9445120000
2009-12-18,9567580000
2009-12-21,9627240000
2009-12-22,9649220000
2009-12-23,9652360000
2009-12-24,9715160000
2009-12-28,9734000000
2009-12-29,9721440000
2009-12-30,9752840000
2009-12-31,9649220000
2010-01-04,9674340000
2010-01-05,9674340000
2010-01-06,9539320000
2010-01-07,9507920000
2010-01-08,9759120000
2010-01-11,9803080000
2010-01-12,9803080000
2010-01-13,9916120000
2010-01-14,9978920000
2010-01-15,9878440000
2010-01-19,9963220000
2010-01-20,9803080000
2010-01-21,9683760000
2010-01-22,9451400000
2010-01-25,9533040000
2010-01-26,9429420000
2010-01-27,9423140000
2010-01-28,9313240000
2010-01-29,9297540000
2010-02-01,9391740000
2010-02-02,9407440000
2010-02-03,9416860000
2010-02-04,9187640000
2010-02-05,9244160000
2010-02-08,9219040000
2010-02-09,9203340000
2010-02-10,9228460000
2010-02-11,9294400000
2010-02-12,9228460000
2010-02-16,9354060000
2010-02-17,9391740000
2010-02-18,9520480000
2010-02-19,10274080000
2010-02-22,10161040000
2010-02-23,10007180000
2010-02-24,10132780000
2010-02-25,10192440000
2010-02-26,10161040000
2010-03-01,10330600000
2010-03-02,10402820000
2010-03-03,10427940000
2010-03-04,10497020000
2010-03-05,10647739999
2010-03-08,10669719999
2010-03-09,10660300000
2010-03-10,10823580000
2010-03-11,10845560000
2010-03-12,10867540000
2010-03-15,10876960000
2010-03-16,10876960000
2010-03-17,10842420000
2010-03-18,10880100000
2010-03-19,10867540000
2010-03-22,10958600000
2010-03-23,10864400000
2010-03-24,10908360000
2010-03-25,10801600000
2010-03-26,10751360000
2010-03-29,10776480000
2010-03-30,10789040000
2010-03-31,10776480000
2010-04-01,10836140000
2010-04-05,10952320000
2010-04-06,10980580000
2010-04-07,10858120000
2010-04-08,10836140000
2010-04-09,10842420000
2010-04-12,10842420000
2010-04-13,11005700000
2010-04-14,11043380000
2010-04-15,11099900000
2010-04-16,11137580000
2010-04-19,11087340000
2010-04-20,11125020000
2010-04-21,11216080000
2010-04-22,11300860000
2010-04-23,11363660000
2010-04-26,11360520000
2010-04-27,11228640000
2010-04-28,11234920000
2010-04-29,11357380000
2010-04-30,11436040000
2010-05-03,11802600000
2010-05-04,11404440000
2010-05-05,11578240000
2010-05-06,11126360000
2010-05-07,10747160000
2010-05-10,11284360000
2010-05-11,11363360000
2010-05-12,11710960000
2010-05-13,11486600000
2010-05-14,11227480000
2010-05-17,11398120000
2010-05-18,11565600000
2010-05-19,11240120000
2010-05-20,10665000000
2010-05-21,11063160000
2010-05-24,10908320000
2010-05-25,11003120000
2010-05-26,10876720000
2010-05-27,11271720000
2010-05-28,11293840000
2010-06-01,11135840000
2010-06-02,11511880000
2010-06-03,11650920000
2010-06-04,11189559999
2010-06-07,10999960000
2010-06-08,11139000000
2010-06-09,11104240000
2010-06-10,11404440000
2010-06-11,11477120000
2010-06-14,11549800000
2010-06-15,11831040000
2010-06-16,11862640000
2010-06-17,11922679999
2010-06-18,11868960000
2010-06-21,11755200000
2010-06-22,11619320000
2010-06-23,11609840000
2010-06-24,11455000000
2010-06-25,11486600000
2010-06-28,11385480000
2010-06-29,11053679999
2010-06-30,10987320000
2010-07-01,10924120000
2010-07-02,10838800000
2010-07-06,10990480000
2010-07-07,11366520000
2010-07-08,11350720000
2010-07-09,11464480000
2010-07-12,11549800000
2010-07-13,11837360000
2010-07-14,11771000000
2010-07-15,11853160000
2010-07-16,11568760000
2010-07-19,11692000000
2010-07-20,11884760000
2010-07-21,11818400000
2010-07-22,12001679999
2010-07-23,12213400000
2010-07-26,12444080000
2010-07-27,12500960000
2010-07-28,12507280000
2010-07-29,12507280000
2010-07-30,12561000000
2010-08-02,12709520000
2010-08-03,12728480000
2010-08-04,12883320000
2010-08-05,12775880000
2010-08-06,12851720000
2010-08-09,12842240000
2010-08-10,12775880000
2010-08-11,12403000000
2010-08-12,12200760000
2010-08-13,12184960000
2010-08-16,12134400000
2010-08-17,12418800000
2010-08-18,12434600000
2010-08-19,12251320000
2010-08-20,14093600000
2010-08-23,13534280000
2010-08-24,13486880000
2010-08-25,13461600000
2010-08-26,13373120000
2010-08-27,13569040000
2010-08-30,13341520000
2010-08-31,13505840000
2010-09-01,13783920000
2010-09-02,13904000000
2010-09-03,13907160000
2010-09-07,14033559999
2010-09-08,14008280000
2010-09-09,13897679999
2010-09-10,13736520000
2010-09-13,13929280000
2010-09-14,13872400000
2010-09-15,13935600000
2010-09-16,14178920000
2010-09-17,14182080000
2010-09-20,14384320000
2010-09-21,14482280000
2010-09-22,14438040000
2010-09-23,14242120000
2010-09-24,14365360000
2010-09-27,14207360000
2010-09-28,14159960000
2010-09-29,14046200000
2010-09-30,13843960000
2010-10-01,14191559999
2010-10-04,13951400000
2010-10-05,14365360000
2010-10-06,14194720000
2010-10-07,14507559999
2010-10-08,14482280000
2010-10-11,14491760000
2010-10-12,14823559999
2010-10-13,15032120000
2010-10-14,14949960000
2010-10-15,14735080000
2010-10-18,14532840000
2010-10-19,14488600000
2010-10-20,14542320000
2010-10-21,14573920000
2010-10-22,14918360000
2010-10-25,14912040000
2010-10-26,15051080000
2010-10-27,15076360000
2010-10-28,15240679999
2010-10-29,15161679999
2010-11-01,14833279999
2010-11-02,14919520000
2010-11-03,14839440000
2010-11-04,14999600000
2010-11-05,14922600000
2010-11-08,14953400000
2010-11-09,14944160000
2010-11-10,15039640000
2010-11-11,15030400000
2010-11-12,14796320000
2010-11-15,14854839999
2010-11-16,14442120000
2010-11-17,14645400000
2010-11-18,14845600000
2010-11-19,13838440000
2010-11-22,14029400000
2010-11-23,13755279999
2010-11-24,14060200000
2010-11-26,14029400000
2010-11-29,13998600000
2010-11-30,13826120000
2010-12-01,14232680000
2010-12-02,14297360000
2010-12-03,14454440000
2010-12-06,14417480000
2010-12-07,14405160000
2010-12-08,14691600000
2010-12-09,14697760000
2010-12-10,14904120000
2010-12-13,14876400000
2010-12-14,14931839999
2010-12-15,14756279999
2010-12-16,15199800000
2010-12-17,15212120000
2010-12-20,15286040000
2010-12-21,15424640000
2010-12-22,15372279999
2010-12-23,15335320000
2010-12-27,15326080000
2010-12-28,15329160000
2010-12-29,15384600000
2010-12-30,15255240000
2010-12-31,15184400000
2011-01-03,15347640000
2011-01-04,15181320000
2011-01-05,15011920000
2011-01-06,14876400000
2011-01-07,14904120000
2011-01-10,14707000000
2011-01-11,14491400000
2011-01-12,14346640000
2011-01-13,14278880000
2011-01-14,14469839999
2011-01-18,14583800000
2011-01-19,14599200000
2011-01-20,14531440000
2011-01-21,14432880000
2011-01-24,14512960000
2011-01-25,14322000000
2011-01-26,14512960000
2011-01-27,14571480000
2011-01-28,14405160000
2011-01-31,14219790000
2011-02-01,14413710000
2011-02-02,14486430000
2011-02-03,14604600000
2011-02-04,14665200000
2011-02-07,14783370000
2011-02-08,14856090000
2011-02-09,14807610000
2011-02-10,15313620000
2011-02-11,15337860000
2011-02-14,15389370000
2011-02-15,15083340000
2011-02-16,15186360000
2011-02-17,15283320000
2011-02-18,16395330000
2011-02-22,16010520000
2011-02-23,15756000000
2011-02-24,15659040000
2011-02-25,15877200000
2011-02-28,15931740000
2011-03-01,15580260000
2011-03-02,15689340000
2011-03-03,16028700000
2011-03-04,16001430000
2011-03-07,15734790000
2011-03-08,15789330000
2011-03-09,15652979999
2011-03-10,15104550000
2011-03-11,14986380000
2011-03-14,14977290000
2011-03-15,14840940000
2011-03-16,14698530000
2011-03-17,14674290000
2011-03-18,15125760000
2011-03-21,15289380000
2011-03-22,15092430000
2011-03-23,15277260000
2011-03-24,15501479999
2011-03-25,15565110000
2011-03-28,15471180000
2011-03-29,15680250000
2011-03-30,15810540000
2011-03-31,16092330000
2011-04-01,16346850000
2011-04-04,16386240000
2011-04-05,16207470000
2011-04-06,16258979999
2011-04-07,16271100000
2011-04-08,16101420000
2011-04-11,16228680000
2011-04-12,15992340000
2011-04-13,16101420000
2011-04-14,16446840000
2011-04-15,16501380000
2011-04-18,16407450000
2011-04-19,16501380000
2011-04-20,16989210000
2011-04-21,16771050000
2011-04-25,16674090000
2011-04-26,16661970000
2011-04-27,16889220000
2011-04-28,16846800000
2011-04-29,16834680000
2011-05-02,16536000000
2011-05-03,16569000000
2011-05-04,16365000000
2011-05-05,16194000000
2011-05-06,16134000000
2011-05-09,16242000000
2011-05-10,16467000000
2011-05-11,16332000000
2011-05-12,16767000000
2011-05-13,16605000000
2011-05-16,16290000000
2011-05-17,16419000000
2011-05-18,16284000000
2011-05-19,16770000000
2011-05-20,16494000000
2011-05-23,15879000000
2011-05-24,15840000000
2011-05-25,15921000000
2011-05-26,16083000000
2011-05-27,16011000000
2011-05-31,16191000000
2011-06-01,15996000000
2011-06-02,15744000000
2011-06-03,15426000000
2011-06-06,15354000000
2011-06-07,15468000000
2011-06-08,15300000000
2011-06-09,15240000000
2011-06-10,15108000000
2011-06-13,15114000000
2011-06-14,15222000000
2011-06-15,14897999999
2011-06-16,14760000000
2011-06-17,14747999999
2011-06-20,14820000000
2011-06-21,15117000000
2011-06-22,15111000000
2011-06-23,15216000000
2011-06-24,15150000000
2011-06-27,15246000000
2011-06-28,15447000000
2011-06-29,15525000000
2011-06-30,15558000000
2011-07-01,15672000000
2011-07-05,15708000000
2011-07-06,15702000000
2011-07-07,15675000000
2011-07-08,15507000000
2011-07-11,15267000000
2011-07-12,15078000000
2011-07-13,14958000000
2011-07-14,14757000000
2011-07-15,14805000000
2011-07-18,14520000000
2011-07-19,14688000000
2011-07-20,14337000000
2011-07-21,14235000000
2011-07-22,14388000000
2011-07-25,14604000000
2011-07-26,14583000000
2011-07-27,14175000000
2011-07-28,14147999999
2011-07-29,14010000000
2011-08-01,13830000000
2011-08-02,13620000000
2011-08-03,13772999999
2011-08-04,13317000000
2011-08-05,13080000000
2011-08-08,12282000000
2011-08-09,12834000000
2011-08-10,11982000000
2011-08-11,12615000000
2011-08-12,12717000000
2011-08-15,12939000000
2011-08-16,12864000000
2011-08-17,12714000000
2011-08-18,12090000000
2011-08-19,13095000000
2011-08-22,13170000000
2011-08-23,13626000000
2011-08-24,13755000000
2011-08-25,13386000000
2011-08-26,13968000000
2011-08-29,14520000000
2011-08-30,14619000000
2011-08-31,14799000000
2011-09-01,14574000000
2011-09-02,14205000000
2011-09-06,14130000000
2011-09-07,14319000000
2011-09-08,14085000000
2011-09-09,13872000000
2011-09-12,14040000000
2011-09-13,13947000000
2011-09-14,14247000000
2011-09-15,14529000000
2011-09-16,14793000000
2011-09-19,14808000000
2011-09-20,14682000000
2011-09-21,14307000000
2011-09-22,14010000000
2011-09-23,14181000000
2011-09-26,14409000000
2011-09-27,14631000000
2011-09-28,14499000000
2011-09-29,14532000000
2011-09-30,14232000000
2011-10-03,13752000000
2011-10-04,14070000000
2011-10-05,14172000000
2011-10-06,14631000000
2011-10-07,14559000000
2011-10-10,15081000000
2011-10-11,15354000000
2011-10-12,15600000000
2011-10-13,15597000000
2011-10-14,15903000000
2011-10-17,15684000000
2011-10-18,15750000000
2011-10-19,15582000000
2011-10-20,15684000000
2011-10-21,16050000000
2011-10-24,16200000000
2011-10-25,15996000000
2011-10-26,15891000000
2011-10-27,16563000000
2011-10-28,16383000000
2011-10-31,15939990000
2011-11-01,15414300000
2011-11-02,15565769999
2011-11-03,16023150000
2011-11-04,15954840000
2011-11-07,15839010000
2011-11-08,16058790000
2011-11-09,15544980000
2011-11-10,15681600000
2011-11-11,16043940000
2011-11-14,15818220000
2011-11-15,16005330000
2011-11-16,15874650000
2011-11-17,15369750000
2011-11-18,15455880000
2011-11-21,15075720000
2011-11-22,14965830000
2011-11-23,14639130000
2011-11-25,14633190000
2011-11-28,15123240000
2011-11-29,15105420000
2011-11-30,15812280000
2011-12-01,15717240000
2011-12-02,15657840000
2011-12-05,16204320000
2011-12-06,16085519999
2011-12-07,15934050000
2011-12-08,15610320000
2011-12-09,15821190000
2011-12-12,15693480000
2011-12-13,15850890000
2011-12-14,15384600000
2011-12-15,15233130000
2011-12-16,15378660000
2011-12-19,15152940000
2011-12-20,15969690000
2011-12-21,15761790000
2011-12-22,15803370000
2011-12-23,15770700000
2011-12-27,15791490000
2011-12-28,15565769999
2011-12-29,15672690000
2011-12-30,15619230000
2012-01-03,15580620000
2012-01-04,15533100000
2012-01-05,15604380000
2012-01-06,15776640000
2012-01-09,15794460000
2012-01-10,16260750000
2012-01-11,16388460000
2012-01-12,16421130000
2012-01-13,16284510000
2012-01-17,16409250000
2012-01-18,16765650000
2012-01-19,16958700000
2012-01-20,16955730000
2012-01-23,17050769999
2012-01-24,17027010000
2012-01-25,17083440000
2012-01-26,17074530000
2012-01-27,17032950000
2012-01-30,16798320000
2012-01-31,16649800000
2012-02-01,17074600000
2012-02-02,17068700000
2012-02-03,17248650000
2012-02-06,17080500000
2012-02-07,16997900000
2012-02-08,16980200000
2012-02-09,16992000000
2012-02-10,16720600000
2012-02-13,16694050000
2012-02-14,16747150000
2012-02-15,16711750000
2012-02-16,17112950000
2012-02-17,16927100000
2012-02-21,16968400000
2012-02-22,17971400000
2012-02-23,17310600000
2012-02-24,17127700000
2012-02-27,17077550000
2012-02-28,17045100000
2012-02-29,17062800000
2012-03-01,17092300000
2012-03-02,16894650000
2012-03-05,16776650000
2012-03-06,16543600000
2012-03-07,16853350000
2012-03-08,16879900000
2012-03-09,17160150000
2012-03-12,17292900000
2012-03-13,17643950000
2012-03-14,17608550000
2012-03-15,17753100000
2012-03-16,17741300000
2012-03-19,17797350000
2012-03-20,17711800000
2012-03-21,17735400000
2012-03-22,17030350000
2012-03-23,17024450000
2012-03-26,17325350000
2012-03-27,17546600000
2012-03-28,17555450000
2012-03-29,17649850000
2012-03-30,17747200000
2012-04-02,17882900000
2012-04-03,17797350000
2012-04-04,17517100000
2012-04-05,17632150000
2012-04-09,17437450000
2012-04-10,17284050000
2012-04-11,17708850000
2012-04-12,17877000000
2012-04-13,17800300000
2012-04-16,17791450000
2012-04-17,18154300000
2012-04-18,18121850000
2012-04-19,17965500000
2012-04-20,16888750000
2012-04-23,16741250000
2012-04-24,16605550000
2012-04-25,16933000000
2012-04-26,16992000000
2012-04-27,17104100000
2012-04-30,17043180000
2012-05-01,17125500000
2012-05-02,17240160000
2012-05-03,17166660000
2012-05-04,16728600000
2012-05-07,16634520000
2012-05-08,16546320000
2012-05-09,16616880000
2012-05-10,16296420000
2012-05-11,16414020000
2012-05-14,16272900000
2012-05-15,16314060000
2012-05-16,16199400000
2012-05-17,15996539999
2012-05-18,16025940000
2012-05-21,16243500000
2012-05-22,16461060000
2012-05-23,16602180000
2012-05-24,16578660000
2012-05-25,16596300000
2012-05-29,16649220000
2012-05-30,16522800000
2012-05-31,16531620000
2012-06-01,16111200000
2012-06-04,16146480000
2012-06-05,16364039999
2012-06-06,16963800000
2012-06-07,16740360000
2012-06-08,16758000000
2012-06-11,16296420000
2012-06-12,16690380000
2012-06-13,16605120000
2012-06-14,16866780000
2012-06-15,17146080000
2012-06-18,17257800000
2012-06-19,17337180000
2012-06-20,17296020000
2012-06-21,16725660000
2012-06-22,16952039999
2012-06-25,16566900000
2012-06-26,16760940000
2012-06-27,16910880000
2012-06-28,16758000000
2012-06-29,17448900000
2012-07-02,17545920000
2012-07-03,17684100000
2012-07-05,17616480000
2012-07-06,17022600000
2012-07-09,16887360000
2012-07-10,16890300000
2012-07-11,16857960000
2012-07-12,16646280000
2012-07-13,16822680000
2012-07-16,16796220000
2012-07-17,17101980000
2012-07-18,17569440000
2012-07-19,17528280000
2012-07-20,17254860000
2012-07-23,16784460000
2012-07-24,16687440000
2012-07-25,16616880000
2012-07-26,16849140000
2012-07-27,17310720000
2012-07-30,17201940000
2012-07-31,17173920000
2012-08-01,17147280000
2012-08-02,17105840000
2012-08-03,17484720000
2012-08-06,17647520000
2012-08-07,17691920000
2012-08-08,17647520000
2012-08-09,17493600000
2012-08-10,17472880000
2012-08-13,17256800000
2012-08-14,17173920000
2012-08-15,17523200000
2012-08-16,17780720000
2012-08-17,17688960000
2012-08-20,17567600000
2012-08-21,17449200000
2012-08-22,17656400000
2012-08-23,17224240000
2012-08-24,17295280000
2012-08-27,17443280000
2012-08-28,17398880000
2012-08-29,17466960000
2012-08-30,17230160000
2012-08-31,17327840000
2012-09-04,17330800000
2012-09-05,17253840000
2012-09-06,17683040000
2012-09-07,17600160000
2012-09-10,17647520000
2012-09-11,17745200000
2012-09-12,17736320000
2012-09-13,17751120000
2012-09-14,17842880000
2012-09-17,17804400000
2012-09-18,17570560000
2012-09-19,17354480000
2012-09-20,17410720000
2012-09-21,17280480000
2012-09-24,17218320000
2012-09-25,17129520000
2012-09-26,17159120000
2012-09-27,17416640000
2012-09-28,17428480000
2012-10-01,17564640000
2012-10-02,17715600000
2012-10-03,18076720000
2012-10-04,18076720000
2012-10-05,18091520000
2012-10-08,17928720000
2012-10-09,17718560000
2012-10-10,17653440000
2012-10-11,17647520000
2012-10-12,17727440000
2012-10-15,17792560000
2012-10-16,17993840000
2012-10-17,18029360000
2012-10-18,17943520000
2012-10-19,17706720000
2012-10-22,17742240000
2012-10-23,17635680000
2012-10-24,17641600000
2012-10-25,17594240000
2012-10-26,17579440000
2012-10-31,17591280000
2012-11-01,18183280000
2012-11-02,18112240000
2012-11-05,18038240000
2012-11-06,18286880000
2012-11-07,17916880000
2012-11-08,17706720000
2012-11-09,17748160000
2012-11-12,17567600000
2012-11-13,17532080000
2012-11-14,17307120000
2012-11-15,17395920000
2012-11-16,17546880000
2012-11-19,17449200000
2012-11-20,17218320000
2012-11-21,17333760000
2012-11-23,17511360000
2012-11-26,17295280000
2012-11-27,17227200000
2012-11-28,17339680000
2012-11-29,17517280000
2012-11-30,17733360000
2012-12-03,17588320000
2012-12-04,17680080000
2012-12-05,17733360000
2012-12-06,17680080000
2012-12-07,17629760000
2012-12-10,17644560000
2012-12-11,17890240000
2012-12-12,17842880000
2012-12-13,17777760000
2012-12-14,17813280000
2012-12-17,18106320000
2012-12-18,18354960000
2012-12-19,18390480000
2012-12-20,18366800000
2012-12-21,18186240000
2012-12-24,18141840000
2012-12-26,18017520000
2012-12-27,17860640000
2012-12-28,17561680000
2012-12-31,17606080000
2013-01-02,18337200000
2013-01-03,18275040000
2013-01-04,18417120000
2013-01-07,18437840000
2013-01-08,18239520000
2013-01-09,18399360000
2013-01-10,18473360000
2013-01-11,18535520000
2013-01-14,18553280000
2013-01-15,18633200000
2013-01-16,18633200000
2013-01-17,18837440000
2013-01-18,18849280000
2013-01-22,18878880000
2013-01-23,18846320000
2013-01-24,18890720000
2013-01-25,18858160000
2013-01-28,18908480000
2013-01-29,18908480000
2013-01-30,18665760000
2013-01-31,18526860000
2013-02-01,18681300000
2013-02-04,18440730000
2013-02-05,18731790000
2013-02-06,18684270000
2013-02-07,18488250000
2013-02-08,18268470000
2013-02-11,18241740000
2013-02-12,18247680000
2013-02-13,18247680000
2013-02-14,18045720000
2013-02-15,18434790000
2013-02-19,18476370000
2013-02-20,18241740000
2013-02-21,18206100000
2013-02-22,18645660000
2013-02-25,18419940000
2013-02-26,18604080000
2013-02-27,18936720000
2013-02-28,19147590000
2013-03-01,19316880000
2013-03-04,19682190000
2013-03-05,20160360000
2013-03-06,20193030000
2013-03-07,20175210000
2013-03-08,20121750000
2013-03-11,19768320000
2013-03-12,19708920000
2013-03-13,19676250000
2013-03-14,19658430000
2013-03-15,19432710000
2013-03-18,19426770000
2013-03-19,19391130000
2013-03-20,19355490000
2013-03-21,19394100000
2013-03-22,19465380000
2013-03-25,19257480000
2013-03-26,19521810000
2013-03-27,19444590000
2013-03-28,19501020000
2013-04-01,19334700000
2013-04-02,19417860000
2013-04-03,19183230000
2013-04-04,19218870000
2013-04-05,19144620000
2013-04-08,18960480000
2013-04-09,18948600000
2013-04-10,19251539999
2013-04-11,19284210000
2013-04-12,19215900000
2013-04-15,18734760000
2013-04-16,19073340000
2013-04-17,18722880000
2013-04-18,18565470000
2013-04-19,18702090000
2013-04-22,18669420000
2013-04-23,19002060000
2013-04-24,19064430000
2013-04-25,16955730000
2013-04-26,17626950000
2013-04-29,18099180000
2013-04-30,17772720000
2013-05-01,17871060000
2013-05-02,17900860000
2013-05-03,17957480000
2013-05-06,18103500000
2013-05-07,18046880000
2013-05-08,18026020000
2013-05-09,17582000000
2013-05-10,17939600000
2013-05-13,17579020000
2013-05-14,17614780000
2013-05-15,18055820000
2013-05-16,17835300000
2013-05-17,18067740000
2013-05-20,17772720000
2013-05-21,17251220000
2013-05-22,17459820000
2013-05-23,17510480000
2013-05-24,17254200000
2013-05-28,17614780000
2013-05-29,17656500000
2013-05-30,17680340000
2013-05-31,17415120000
2013-06-03,17304860000
2013-06-04,17218440000
2013-06-05,17155860000
2013-06-06,17418100000
2013-06-07,17719080000
2013-06-10,17573060000
2013-06-11,17203540000
2013-06-12,17218440000
2013-06-13,17275060000
2013-06-14,17135000000
2013-06-17,17292940000
2013-06-18,17492600000
2013-06-19,17415120000
2013-06-20,17239300000
2013-06-21,17242280000
2013-06-24,17137980000
2013-06-25,17525380000
2013-06-26,17716100000
2013-06-27,18115420000
2013-06-28,18189920000
2013-07-01,18818700000
2013-07-02,18586260000
2013-07-03,18589240000
2013-07-05,18639900000
2013-07-08,18765060000
2013-07-09,18845520000
2013-07-10,18881280000
2013-07-11,19185240000
2013-07-12,19286560000
2013-07-15,19319340000
2013-07-16,19334240000
2013-07-17,19372980000
2013-07-18,19331260000
2013-07-19,19095840000
2013-07-22,19194180000
2013-07-23,19003460000
2013-07-24,18806780000
2013-07-25,18824660000
2013-07-26,19048160000
2013-07-29,18934920000
2013-07-30,18875320000
2013-07-31,18217200000
2013-08-01,18379650000
2013-08-02,18208650000
2013-08-05,18217200000
2013-08-06,18140250000
2013-08-07,18274200000
2013-08-08,18297000000
2013-08-09,18368250000
2013-08-12,18430950000
2013-08-13,18525000000
2013-08-14,18459450000
2013-08-15,18191550000
2013-08-16,18308400000
2013-08-19,18074700000
2013-08-20,17994900000
2013-08-21,17960700000
2013-08-22,18128850000
2013-08-23,18291300000
2013-08-26,18331199999
2013-08-27,18157350000
2013-08-28,18069000000
2013-08-29,18123150000
2013-08-30,18106050000
2013-09-03,18168750000
2013-09-04,18285600000
2013-09-05,18291300000
2013-09-06,18368250000
2013-09-09,18653250000
2013-09-10,18901199999
2013-09-11,18901199999
2013-09-12,18653250000
2013-09-13,18795750000
2013-09-16,18784350000
2013-09-17,18895500000
2013-09-18,18832800000
2013-09-19,18929700000
2013-09-20,19049400000
2013-09-23,18926850000
2013-09-24,18798600000
2013-09-25,18884100000
2013-09-26,18912600000
2013-09-27,18955350000
2013-09-30,18898350000
2013-10-01,18938250000
2013-10-02,18938250000
2013-10-03,18761550000
2013-10-04,18895500000
2013-10-07,18878400000
2013-10-08,18639000000
2013-10-09,18607650000
2013-10-10,18753000000
2013-10-11,19075050000
2013-10-14,19217550000
2013-10-15,19026600000
2013-10-16,19095000000
2013-10-17,19380000000
2013-10-18,19590900000
2013-10-21,19667850000
2013-10-22,19798950000
2013-10-23,19716300000
2013-10-24,19898699999
2013-10-25,20075400000
2013-10-28,20189400000
2013-10-29,20371800000
2013-10-30,20366100000
2013-10-31,20280440000
2013-11-01,20257720000
2013-11-04,20280440000
2013-11-05,20379840000
2013-11-06,20516160000
2013-11-07,20357120000
2013-11-08,20584320000
2013-11-11,20527520000
2013-11-12,20564440000
2013-11-13,20720640000
2013-11-14,20777440000
2013-11-15,20922280000
2013-11-18,20848440000
2013-11-19,20834240000
2013-11-20,20771760000
2013-11-21,20777440000
2013-11-22,20456520000
2013-11-25,20655320000
