,EW
2014-03-05,7736817000
2014-03-06,7714410000
2014-03-07,7689890340
2014-03-10,7795523340
2014-03-11,7809415680
2014-03-12,7880862000
2014-03-13,7682400000
2014-03-14,7697380680
2014-03-17,7721900340
2014-03-18,7781631000
2014-03-19,7888352340
2014-03-20,7792322340
2014-03-21,7696292339
2014-03-24,7569340680
2014-03-25,7715498340
2014-03-26,7804038000
2014-03-27,7603463340
2014-03-28,7592772000
2014-03-31,7832309760
2014-04-01,7837631999
2014-04-02,7897824000
2014-04-03,7940085120
2014-04-04,7840800000
2014-04-07,7782762240
2014-04-08,7881984000
2014-04-09,7918986240
2014-04-10,7867221120
2014-04-11,7705653120
2014-04-14,8553600000
2014-04-15,8524074240
2014-04-16,8493408000
2014-04-17,8584266240
2014-04-21,8355093120
2014-04-22,8420543999
2014-04-23,8439552000
2014-04-24,8476554239
2014-04-25,8500821120
2014-04-28,8572608000
2014-04-29,8585280000
2014-04-30,8603274240
2014-05-01,8703573120
2014-05-02,8691978240
2014-05-05,8861973120
2014-05-06,8792277120
2014-05-07,8845056000
2014-05-08,8857728000
2014-05-09,9017205120
2014-05-12,9101664000
2014-05-13,9093237120
2014-05-14,9083733120
2014-05-15,9067893120
2014-05-16,9084810240
2014-05-19,9132330240
2014-05-20,8991861120
2014-05-21,8973930240
2014-05-22,8595861120
2014-05-23,8529333120
2014-05-27,8395200000
2014-05-28,8486058240
2014-05-29,8505066240
2014-05-30,8574762240
2014-06-02,8517738240
2014-06-03,8509248000
2014-06-04,8498730240
2014-06-05,8492394240
2014-06-06,8490240000
2014-06-09,8533578240
2014-06-10,8522997120
2014-06-11,8713077120
2014-06-12,8436384000
2014-06-13,8274816000
2014-06-16,8283306240
2014-06-17,8665557120
2014-06-18,8754261120
2014-06-19,8878890240
2014-06-20,9007701120
2014-06-23,9044640000
2014-06-24,8954922240
2014-06-25,8945418240
2014-06-26,9072138240
2014-06-27,9278058240
2014-06-30,9133397280
2014-07-01,9271738560
2014-07-02,9337685280
2014-07-03,9372797280
2014-07-07,9302573280
2014-07-08,9250416000
2014-07-09,9351538560
2014-07-10,9379181280
2014-07-11,9356837280
2014-07-14,9234456000
2014-07-15,9314256000
2014-07-16,9192960000
2014-07-17,9048298560
2014-07-18,9079133280
2014-07-21,9078048000
2014-07-22,9118522560
2014-07-23,9101477280
2014-07-24,9062088000
2014-07-25,9044021280
2014-07-28,9033360000
2014-07-29,8984458560
2014-07-30,9882432000
2014-07-31,9602621280
2014-08-01,9785650560
2014-08-04,9937781280
2014-08-05,9981384000
2014-08-06,10109064000
2014-08-07,10041010560
2014-08-08,10077144000
2014-08-11,10054800000
2014-08-12,10106957280
2014-08-13,10201632000
2014-08-14,10181458560
2014-08-15,10276133279
2014-08-18,10415496000
2014-08-19,10424050559
2014-08-20,10381469280
2014-08-21,10501680000
2014-08-22,10470845280
2014-08-25,10483613280
2014-08-26,10512341280
2014-08-27,10376170560
2014-08-28,10454885280
2014-08-29,10561306559
2014-09-02,10382554560
2014-09-03,10417666560
2014-09-04,10474037280
2014-09-05,10526194560
2014-09-08,10524024000
2014-09-09,10539984000
2014-09-10,10694285280
2014-09-11,10765594560
2014-09-12,10605994560
2014-09-15,10787938560
2014-09-16,10746442560
2014-09-17,10901765280
2014-09-18,10993248000
2014-09-19,11067749280
2014-09-22,11064557280
2014-09-23,10979458560
2014-09-24,11021976000
2014-09-25,10922002560
2014-09-26,10932600000
2014-09-29,10977288000
2014-09-30,10970910000
2014-10-01,11104043040
2014-10-02,11199672000
2014-10-03,11403753480
2014-10-06,11482176960
2014-10-07,11385516959
2014-10-08,11458527480
2014-10-09,11348979480
2014-10-10,11232987480
2014-10-13,11097663479
2014-10-14,11005320959
2014-10-15,10741116959
2014-10-16,10528400520
2014-10-17,10632600000
2014-10-20,10940880960
2014-10-21,11363994000
2014-10-22,11304966959
2014-10-23,11297427480
2014-10-24,12540024000
2014-10-27,12567990960
2014-10-28,12703250520
2014-10-29,12888000000
2014-10-30,12918093480
2014-10-31,12986850960
2014-11-03,12880524960
2014-11-04,12864350520
2014-11-05,13006182960
2014-11-06,13271418000
2014-11-07,13184424000
2014-11-10,13381997040
2014-11-11,13402488960
2014-11-12,13204851480
2014-11-13,13376712960
2014-11-14,13371300000
2014-11-17,13557144960
2014-11-18,13734354960
2014-11-19,13488387480
2014-11-20,13466928960
2014-11-21,13263942960
2014-11-24,13695690960
2014-11-25,13701039480
2014-11-26,13871805480
2014-11-28,13927674960
2014-12-01,13896486000
2014-12-02,14219781480
2014-12-03,14118804000
2014-12-04,13962021480
2014-12-05,13930896960
2014-12-08,14190783480
2014-12-09,14335773480
2014-12-10,14001780960
2014-12-11,14184339480
2014-12-12,13840680960
2014-12-15,13640916959
2014-12-16,13472277480
2014-12-17,13934054520
2014-12-18,14112360000
2014-12-19,14306775480
2014-12-22,14227320959
2014-12-23,13916913479
2014-12-24,14042571480
2014-12-26,13951260000
2014-12-29,13899708000
2014-12-30,13883598000
2014-12-31,13731564000
2015-01-02,13768237560
2015-01-05,13774705560
2015-01-06,13692756000
2015-01-07,14014021560
2015-01-08,14353591560
2015-01-09,14354691120
2015-01-12,14584305120
2015-01-13,14404236000
2015-01-14,14194026000
2015-01-15,13862023560
2015-01-16,13923469560
2015-01-20,13847988000
2015-01-21,13893264000
2015-01-22,14050695120
2015-01-23,13974114000
2015-01-26,14029092000
2015-01-27,13947207120
2015-01-28,13892229120
2015-01-29,13936405560
2015-01-30,13512686880
2015-02-02,13526787120
2015-02-03,13690621560
2015-02-04,14536830000
2015-02-05,14534695559
2015-02-06,14296479120
2015-02-09,13807045559
2015-02-10,14021524440
2015-02-11,14185423560
2015-02-12,14266273560
2015-02-13,14470015560
2015-02-17,14341755120
2015-02-18,14468916000
2015-02-19,14415037560
2015-02-20,14494788000
2015-02-23,14472150000
2015-02-24,14444143560
2015-02-25,14450611560
2015-02-26,14542263120
2015-02-27,14339556000
2015-03-02,14644586880
2015-03-03,14507724000
2015-03-04,14634949560
2015-03-05,14623113120
2015-03-06,14337421560
2015-03-09,14434441560
2015-03-10,14407470000
2015-03-11,14521759560
2015-03-12,14768643120
2015-03-13,14590773120
2015-03-16,16023435120
2015-03-17,15965223120
2015-03-18,15995364000
2015-03-19,16055775120
2015-03-20,15821827560
2015-03-23,15749580000
2015-03-24,15717240000
2015-03-25,15334593120
2015-03-26,15296820000
2015-03-27,15488725560
2015-03-30,15538335120
2015-03-31,15328739040
2015-04-01,15139320000
2015-04-02,15129636000
2015-04-06,15047903040
2015-04-07,14929500000
2015-04-08,14958552000
2015-04-09,14996255040
2015-04-10,15244811040
2015-04-13,15397560000
2015-04-14,15359921520
2015-04-15,15201749520
2015-04-16,15250169520
2015-04-17,15057587040
2015-04-20,15201749520
2015-04-21,15115691040
2015-04-22,15157655040
2015-04-23,15270635040
2015-04-24,14884308000
2015-04-27,14092415039
2015-04-28,13977240000
2015-04-29,13983696000
2015-04-30,13627583040
2015-05-01,13685687040
2015-05-04,13745921520
2015-05-05,13327379040
2015-05-06,13384320960
2015-05-07,13337063040
2015-05-08,13600661520
2015-05-11,13672710480
2015-05-12,14038572000
2015-05-13,13807253520
2015-05-14,14048256000
2015-05-15,14139737520
2015-05-18,14173115039
2015-05-19,14104229519
2015-05-20,14241936000
2015-05-21,14183832000
2015-05-22,14082731040
2015-05-26,13833077520
2015-05-27,14036441520
2015-05-28,14057940000
2015-05-29,14065493520
2015-06-01,14223665520
2015-06-02,14122500000
2015-06-03,14221535040
2015-06-04,14160203040
2015-06-05,14300040000
2015-06-08,14301137520
2015-06-09,14343101520
2015-06-10,14493720000
2015-06-11,14544335040
2015-06-12,14373251040
2015-06-15,14375316960
2015-06-16,14839116000
2015-06-17,15236160000
2015-06-18,15612803040
2015-06-19,15727913520
2015-06-22,15528810480
2015-06-23,15562188000
2015-06-24,15371736000
2015-06-25,15560057520
2015-06-26,15718229519
2015-06-29,15316860000
2015-06-30,15325511040
2015-07-01,15451403040
2015-07-02,15327641520
2015-07-06,15614933519
2015-07-07,15868847999
2015-07-08,15388973520
2015-07-09,15609510480
2015-07-10,15834437520
2015-07-13,16367057520
2015-07-14,16387523040
2015-07-15,16420836000
2015-07-16,16620972000
2015-07-17,16602701520
2015-07-20,16571519039
2015-07-21,16792056000
2015-07-22,16863072000
2015-07-23,16812521520
2015-07-24,16688760000
2015-07-27,16432715039
2015-07-28,16764101520
2015-07-29,16544597520
2015-07-30,16473516960
2015-07-31,16372416000
2015-08-03,16257305520
2015-08-04,16072212000
2015-08-05,16152912000
2015-08-06,15524549520
2015-08-07,15485813520
2015-08-10,15548243040
2015-08-11,15473999040
2015-08-12,15507312000
2015-08-13,15537461520
2015-08-14,15419123040
2015-08-17,15577295040
2015-08-18,15631073520
2015-08-19,15695633519
2015-08-20,15376061520
2015-08-21,15050033519
2015-08-24,14410889520
2015-08-25,14606700000
2015-08-26,15080183040
2015-08-27,15665484000
2015-08-28,15569741520
2015-08-31,15158688000
2015-09-01,14576615039
2015-09-02,14959649520
2015-09-03,14800380000
2015-09-04,14643305520
2015-09-08,15029568000
2015-09-09,14797152000
2015-09-10,14871396000
2015-09-11,14970431040
2015-09-14,14956421520
2015-09-15,15117821520
2015-09-16,15126408000
2015-09-17,15237257520
2015-09-18,15359921520
2015-09-21,15234029519
2015-09-22,15293231040
2015-09-23,15236160000
2015-09-24,15099551040
2015-09-25,14779979040
2015-09-28,14407661520
2015-09-29,14826204000
2015-09-30,15340143000
2015-10-01,16077143160
2015-10-02,16675988160
2015-10-05,16117023000
2015-10-06,15571070580
2015-10-07,15675690420
2015-10-08,15782576160
2015-10-09,15992981159
2015-10-12,16134308580
2015-10-13,15600203579
2015-10-14,15581882160
2015-10-15,15877485000
2015-10-16,16323090420
2015-10-19,16336103160
2015-10-20,16314480000
2015-10-21,16067432160
2015-10-22,16031825160
2015-10-23,16172052000
2015-10-26,15852689580
2015-10-27,16290785160
2015-10-28,16621995000
2015-10-29,16724543160
2015-10-30,16956506580
2015-11-02,16996451160
2015-11-03,17041769160
2015-11-04,16879919160
2015-11-05,17118356580
2015-11-06,16958643000
2015-11-09,16959743580
2015-11-10,17001824580
2015-11-11,16983503160
2015-11-12,16503326580
2015-11-13,16537833000
2015-11-16,16693209000
2015-11-17,16698647159
2015-11-18,16950032580
2015-11-19,16824890160
2015-11-20,17013672000
2015-11-23,17376216000
2015-11-24,17308239000
2015-11-25,17660036160
2015-11-27,17816448000
2015-11-30,17587721580
2015-12-01,17786279160
2015-12-02,17572637160
2015-12-03,16983503160
2015-12-04,17482001160
2015-12-07,17349284160
2015-12-08,17244599580
2015-12-09,17480900580
2015-12-10,17649224580
2015-12-11,17232752160
2015-12-14,17378352420
2015-12-15,17270495580
2015-12-16,17602806000
2015-12-17,17477663580
2015-12-18,16882055580
2015-12-21,17039568000
2015-12-22,17112918420
2015-12-23,17069801580
2015-12-24,17087022420
2015-12-28,17225177580
2015-12-29,17212229580
2015-12-30,17093496420
2015-12-31,16830659310
2016-01-04,16800804000
2016-01-05,17050131000
2016-01-06,17141742690
2016-01-07,16528014690
2016-01-08,16204145309
2016-01-11,16180683000
2016-01-12,16568546310
2016-01-13,15942032309
2016-01-14,16430010000
2016-01-15,15916460310
2016-01-19,15880212000
2016-01-20,16086897690
2016-01-21,16579158690
2016-01-22,16800804000
2016-01-25,17090598690
2016-01-26,17082096000
2016-01-27,16600511310
2016-01-28,16170006690
2016-01-29,16666551000
2016-02-01,16800804000
2016-02-02,16389542310
2016-02-03,17755470690
2016-02-04,17815181310
2016-02-05,17478462000
2016-02-08,16402328310
2016-02-09,16268075310
2016-02-10,16834878690
2016-02-11,16843445309
2016-02-12,17269602690
2016-02-16,17996295000
2016-02-17,18458700690
2016-02-18,18377765310
2016-02-19,18371372310
2016-02-22,18456591000
2016-02-23,18512018310
2016-02-24,18708027690
2016-02-25,19085214690
2016-02-26,18737883000
2016-02-29,18539700000
2016-03-01,18725097000
2016-03-02,18814599000
2016-03-03,18565272000
2016-03-04,18616416000
2016-03-07,18595127310
2016-03-08,18139050690
2016-03-09,18273303690
2016-03-10,18431019000
2016-03-11,18673953000
2016-03-14,18739992690
2016-03-15,18388377690
2016-03-16,18279696690
2016-03-17,17979225690
2016-03-18,18286089690
2016-03-21,18249905310
2016-03-22,18379875000
2016-03-23,18303159000
2016-03-24,18612132690
2016-03-28,18480053310
2016-03-29,18942459000
2016-03-30,18942459000
2016-03-31,18718140780
2016-04-01,19081002780
2016-04-04,22297997220
2016-04-05,21971166780
2016-04-06,22807277220
2016-04-07,22334028780
2016-04-08,22168512780
2016-04-11,22491078000
2016-04-12,22438049220
2016-04-13,22985525219
2016-04-14,22809378000
2016-04-15,22609931220
2016-04-18,22917600000
2016-04-19,22510176000
2016-04-20,22887870780
2016-04-21,22938798779
2016-04-22,22987626000
2016-04-25,22913334780
2016-04-26,23095848000
2016-04-27,23114946000
2016-04-28,22758450000
2016-04-29,22537740780
2016-05-02,22675692000
2016-05-03,22372224780
2016-05-04,22026360000
2016-05-05,22147314000
2016-05-06,22438049220
2016-05-09,22573836000
2016-05-10,22618398000
2016-05-11,22297997220
2016-05-12,22406219220
2016-05-13,21854478000
2016-05-16,22068821220
2016-05-17,21398226780
2016-05-18,21175416780
2016-05-19,20757425219
2016-05-20,21031163220
2016-05-23,21224244000
2016-05-24,21536178000
2016-05-25,21200880780
2016-05-26,21099024780
2016-05-27,21228509220
2016-05-31,20901678780
2016-06-01,21186048000
2016-06-02,21665598779
2016-06-03,21544644780
2016-06-06,21527711220
2016-06-07,21538278780
2016-06-08,21786552780
2016-06-09,21746255999
2016-06-10,21542544000
2016-06-13,21459786000
2016-06-14,21421590000
2016-06-15,20763791220
2016-06-16,21073560780
2016-06-17,20910209220
2016-06-20,21041730780
2016-06-21,20916575219
2016-06-22,20804088000
2016-06-23,21024797220
2016-06-24,20379666780
2016-06-27,20059266000
2016-06-28,20152655220
2016-06-29,20564280780
2016-06-30,21262414680
2016-07-01,21017256000
2016-07-05,21241116000
2016-07-06,22066200000
2016-07-07,22119478680
2016-07-08,22326325320
2016-07-11,22275157320
2016-07-12,22656742680
2016-07-13,22703689320
2016-07-14,22818817319
2016-07-15,22443564000
2016-07-18,22545900000
2016-07-19,22579990680
2016-07-20,22750572000
2016-07-21,22654632000
2016-07-22,22652521320
2016-07-25,22710085320
2016-07-26,23100241320
2016-07-27,24398629320
2016-07-28,24089446680
2016-07-29,24415642680
2016-08-01,24353857320
2016-08-02,24215256000
2016-08-03,24168373320
2016-08-04,24087335999
2016-08-05,24140614680
2016-08-08,23963701320
2016-08-09,24174769320
2016-08-10,24311196000
2016-08-11,24287722680
2016-08-12,24219541320
2016-08-15,24345286680
2016-08-16,24038278680
2016-08-17,24029772000
2016-08-18,24507361320
2016-08-19,25172545319
2016-08-22,24942289320
2016-08-23,24978490680
2016-08-24,24368760000
2016-08-25,24468985320
2016-08-26,24573432000
2016-08-29,24752520000
2016-08-30,24588334680
2016-08-31,24552133320
2016-09-01,24703462680
2016-09-02,24699241320
2016-09-06,25059528000
2016-09-07,24831382680
2016-09-08,25014756000
2016-09-09,24432720000
2016-09-12,24778104000
2016-09-13,24358078680
2016-09-14,24458304000
2016-09-15,24938004000
2016-09-16,24859141320
2016-09-19,24888946680
2016-09-20,25033944000
2016-09-21,25407022680
2016-09-22,25769484000
2016-09-23,25534942680
2016-09-26,25358029320
2016-09-27,25844125320
2016-09-28,25682050680
2016-09-29,25426210680
2016-09-30,25763693370
2016-10-03,25582005630
2016-10-04,25466607630
2016-10-05,25646115630
2016-10-06,25584185370
2016-10-07,25663233000
2016-10-10,25934610630
2016-10-11,25270046370
2016-10-12,25250813370
2016-10-13,25357620630
2016-10-14,24789221370
2016-10-17,24693056370
2016-10-18,25263635370
2016-10-19,25143942000
2016-10-20,25186703370
2016-10-21,25148237370
2016-10-24,25009311000
2016-10-25,24293394630
2016-10-26,20141246370
2016-10-27,19703118630
2016-10-28,20549370630
2016-10-31,20348514000
2016-11-01,19660421370
2016-11-02,18957327000
2016-11-03,19083431370
2016-11-04,19153952370
2016-11-07,19519379370
2016-11-08,19530021630
2016-11-09,19756586370
2016-11-10,19842045000
2016-11-11,19448858370
2016-11-14,18504261630
2016-11-15,19000088370
2016-11-16,19047081000
2016-11-17,19386864000
2016-11-18,19025732370
2016-11-21,19062018630
2016-11-22,18173069370
2016-11-23,18561960630
2016-11-25,18335460000
2016-11-28,18014910000
2016-11-29,17929451370
2016-11-30,17705066370
2016-12-01,17410160370
2016-12-02,17811873630
2016-12-05,17628134370
2016-12-06,17784114000
2016-12-07,17893101000
2016-12-08,19083431370
2016-12-09,19312047630
2016-12-12,19004319630
2016-12-13,19098369000
2016-12-14,19194534000
2016-12-15,19335576000
2016-12-16,19530021630
2016-12-19,19549254630
2016-12-20,19418919000
2016-12-21,19538612370
2016-12-22,19617660000
2016-12-23,19874100000
2016-12-27,19948916370
2016-12-28,19812105630
2016-12-29,20025848370
2016-12-30,20023668630
2017-01-03,20173824000
2017-01-04,20389248000
2017-01-05,20526549120
2017-01-06,20501205119
2017-01-09,20687040000
2017-01-10,20938389120
2017-01-11,20834858880
2017-01-12,20611008000
2017-01-13,20513877120
2017-01-17,20461034880
2017-01-18,20230848000
2017-01-19,20336469120
2017-01-20,20171733120
2017-01-23,20064021120
2017-01-24,19937301120
2017-01-25,20285781120
2017-01-26,20091456000
2017-01-27,20549738880
2017-01-30,20374485120
2017-01-31,20325888000
2017-02-01,20701802880
2017-02-02,18950976000
2017-02-03,19107285120
2017-02-06,18980565120
2017-02-07,19157973120
2017-02-08,19183317120
2017-02-09,19181162880
2017-02-10,19079786880
2017-02-13,18999573120
2017-02-14,18900288000
2017-02-15,19073450880
2017-02-16,18993237120
2017-02-17,18953066880
2017-02-21,19571904000
2017-02-22,19474773120
2017-02-23,20211840000
2017-02-24,20013333120
2017-02-27,19992170880
2017-02-28,19861269120
2017-03-01,19840106880
2017-03-02,19717632000
2017-03-03,19523306880
2017-03-06,18997418880
2017-03-07,19122048000
2017-03-08,18908714880
2017-03-09,19654272000
2017-03-10,19586666880
2017-03-13,19768320000
2017-03-14,19823253120
2017-03-15,19842261120
2017-03-16,19631018880
2017-03-17,19937301120
2017-03-20,19869696000
2017-03-21,19612010880
2017-03-22,19740885120
2017-03-23,19916138880
2017-03-24,20188586880
2017-03-27,20247765120
2017-03-28,19935146880
2017-03-29,19935146880
2017-03-30,19823253120
2017-03-31,19801756050
2017-04-03,19881703950
2017-04-04,19597528950
2017-04-05,19595445000
2017-04-06,19660678950
2017-04-07,19883851050
2017-04-10,19875388950
2017-04-11,19702800000
2017-04-12,19734375000
2017-04-13,19850128950
2017-04-17,20140618950
2017-04-18,19947001050
2017-04-19,20353244999
2017-04-20,20736376050
2017-04-21,20580585000
2017-04-24,20620558950
2017-04-25,20822638950
2017-04-26,23007628950
2017-04-27,23085556050
2017-04-28,23085556050
2017-05-01,23133928950
2017-05-02,23178133950
2017-05-03,23125530000
2017-05-04,23249746050
2017-05-05,23277090000
2017-05-08,23150789999
2017-05-09,23152873950
2017-05-10,23283405000
2017-05-11,23207625000
2017-05-12,23279173950
2017-05-15,23877015000
2017-05-16,23923303950
2017-05-17,23542320000
2017-05-18,23565496050
2017-05-19,23763345000
2017-05-22,24015945000
2017-05-23,23900191050
2017-05-24,24036973950
2017-05-25,24032806050
2017-05-26,24049603950
2017-05-30,24123300000
2017-05-31,24222256049
2017-06-01,24708511050
2017-06-02,24746401050
2017-06-05,24617953950
2017-06-06,24594841050
2017-06-07,24879016050
2017-06-08,24866386050
2017-06-09,24443281050
2017-06-12,24079095000
2017-06-13,24218025000
2017-06-14,24209626050
2017-06-15,24196996050
2017-06-16,24205395000
2017-06-19,25015798950
2017-06-20,24811635000
2017-06-21,25026345000
2017-06-22,24950565000
2017-06-23,25291575000
2017-06-26,24906360000
2017-06-27,24655843950
2017-06-28,24921073949
2017-06-29,24676936050
2017-06-30,24984090870
2017-07-03,24935534130
2017-07-05,25267254000
2017-07-06,24739025130
2017-07-07,24969321000
2017-07-10,24834110129
2017-07-11,24846788130
2017-07-12,25026371999
2017-07-13,24517160129
2017-07-14,24705174870
2017-07-17,24531930000
2017-07-18,24614337000
2017-07-19,25153152000
2017-07-20,25233467130
2017-07-21,24935534130
2017-07-24,24751703130
2017-07-25,24483309870
2017-07-26,24428414130
2017-07-27,24586889130
2017-07-28,24407241870
2017-07-31,24337512870
2017-08-01,24356529870
2017-08-02,24138912000
2017-08-03,24605906130
2017-08-04,24550946999
2017-08-07,24612245130
2017-08-08,24544608000
2017-08-09,24565716870
2017-08-10,24115647870
2017-08-11,24193871130
2017-08-14,24434753130
2017-08-15,24263600130
2017-08-16,24419919870
2017-08-17,23997362129
2017-08-18,23900121870
2017-08-21,24134664870
2017-08-22,24134664870
2017-08-23,23815623000
2017-08-24,23824053870
2017-08-25,23614866870
2017-08-28,23900121870
2017-08-29,23629700130
2017-08-30,23811375870
2017-08-31,24016379130
2017-09-01,23942403000
2017-09-05,23638131000
2017-09-06,23714198999
2017-09-07,23737463130
2017-09-08,23917046999
2017-09-11,24326990130
2017-09-12,24233996999
2017-09-13,23619114000
2017-09-14,23559971130
2017-09-15,23982528870
2017-09-18,23811375870
2017-09-19,23513442870
2017-09-20,23606436000
2017-09-21,23312750130
2017-09-22,23378232000
2017-09-25,23340198000
2017-09-26,23367645870
2017-09-27,23109902130
2017-09-28,23004231000
2017-09-29,23097224130
2017-10-02,23185870920
2017-10-03,22814905080
2017-10-04,23234376000
2017-10-05,23531604000
2017-10-06,23495746920
2017-10-09,23234376000
2017-10-10,23177460000
2017-10-11,23287054920
2017-10-12,23230138920
2017-10-13,22819078920
2017-10-16,22875994920
2017-10-17,23198518920
2017-10-18,23440981080
2017-10-19,23615902920
2017-10-20,23837242920
2017-10-23,24054409080
2017-10-24,24083878920
2017-10-25,21781942920
2017-10-26,21790417080
2017-10-27,21484714920
2017-10-30,21423625080
2017-10-31,21550105080
2017-11-01,21463656000
2017-11-02,21370882920
2017-11-03,21653376000
2017-11-06,21746149080
2017-11-07,22009606920
2017-11-08,22184592000
2017-11-09,22087645079
2017-11-10,21891601080
2017-11-13,22184592000
2017-11-14,22165620000
2017-11-15,22129762920
2017-11-16,22576680000
2017-11-17,22574593080
2017-11-20,22589328000
2017-11-21,23086837080
2017-11-22,22937148000
2017-11-24,23048893080
2017-11-27,23158488000
2017-11-28,23864689080
2017-11-29,24530796000
2017-11-30,24705781080
2017-12-01,24539206920
2017-12-04,23989018920
2017-12-05,23830918920
2017-12-06,23896309080
2017-12-07,24758460000
2017-12-08,24880702920
2017-12-11,24912322920
2017-12-12,24362134920
2017-12-13,24326341080
2017-12-14,24096526920
2017-12-15,24077554920
2017-12-18,24225157080
2017-12-19,24098677079
2017-12-20,24062820000
2017-12-21,23883661080
2017-12-22,23712913080
2017-12-26,23643349080
2017-12-27,23854128000
2017-12-28,24147118920
2017-12-29,23759268000
2018-01-02,23454094980
2018-01-03,24086839020
2018-01-04,24259182000
2018-01-05,24353772000
2018-01-08,24833028000
2018-01-09,25121023020
2018-01-10,24908700000
2018-01-11,25221919020
2018-01-12,25398487020
2018-01-16,25238692980
2018-01-17,25326976980
2018-01-18,25585522980
2018-01-19,26045860980
2018-01-22,26171980980
2018-01-23,26148901020
2018-01-24,26230879020
2018-01-25,26535648000
2018-01-26,26939232000
2018-01-29,26674380000
2018-01-30,26640769020
2018-01-31,26607094980
2018-02-01,26691217020
2018-02-02,27710644980
2018-02-05,26632318980
2018-02-06,26712216000
2018-02-07,27262918980
2018-02-08,26018556000
2018-02-09,26541954000
2018-02-12,26672299020
2018-02-13,26768970000
2018-02-14,27370120980
2018-02-15,28309714980
2018-02-16,28128985019
2018-02-20,28234042980
2018-02-21,28219350000
2018-02-22,28097455020
2018-02-23,28511506979
2018-02-26,28738522980
2018-02-27,28425367020
2018-02-28,28097455020
2018-03-01,27937660980
2018-03-02,28284490980
2018-03-05,28637626980
2018-03-06,28976070000
2018-03-07,28959232980
2018-03-08,29060128980
2018-03-09,29285064000
2018-03-12,29436408000
2018-03-13,29602444980
2018-03-14,29638200000
2018-03-15,29659198980
2018-03-16,29919889020
2018-03-19,29301901020
2018-03-20,29709646980
2018-03-21,29232535019
2018-03-22,28860481020
2018-03-23,28444285019
2018-03-26,29486856000
2018-03-27,29030743020
2018-03-28,28749054000
2018-03-29,29327125020
2018-04-02,28376775000
2018-04-03,28632385950
2018-04-04,29070199050
2018-04-05,29520645000
2018-04-06,28808365950
2018-04-09,28779015000
2018-04-10,29392870950
2018-04-11,28799944050
2018-04-12,29179180949
2018-04-13,28877500950
2018-04-16,28936140000
2018-04-17,29164474050
2018-04-18,29229460950
2018-04-19,29028340950
2018-04-20,28720375950
2018-04-23,28741304999
2018-04-24,28213365000
2018-04-25,27134419050
2018-04-26,27153274050
2018-04-27,27086275950
2018-04-30,26681899050
2018-05-01,27777625950
2018-05-02,27586939050
2018-05-03,27825769050
2018-05-04,28234294050
2018-05-07,28510834050
2018-05-08,28246864050
2018-05-09,28330705950
2018-05-10,28655389050
2018-05-11,28934065950
2018-05-14,28923570000
2018-05-15,28582105950
2018-05-16,28579969050
2018-05-17,28456405950
2018-05-18,28481545950
2018-05-21,28751800950
2018-05-22,28623964050
2018-05-23,29133049050
2018-05-24,28820935949
2018-05-25,28481545950
2018-05-29,28477335000
2018-05-30,28795795950
2018-05-31,28766445000
2018-06-01,29730124050
2018-06-04,29912389050
2018-06-05,29719690950
2018-06-06,29742694050
2018-06-07,29751115950
2018-06-08,29920810949
2018-06-11,30643585950
2018-06-12,31114960950
2018-06-13,31839809999
2018-06-14,31751820000
2018-06-15,31950865950
2018-06-18,32076565950
2018-06-19,32179200000
2018-06-20,32242050000
2018-06-21,31881730950
2018-06-22,32026285950
2018-06-25,31422925950
2018-06-26,31473205950
2018-06-27,30327199050
2018-06-28,30739934999
2018-06-29,30496894050
2018-07-02,30547440000
2018-07-03,30417839100
2018-07-05,30610140000
2018-07-06,30833790899
2018-07-09,30720930900
2018-07-10,30733470900
2018-07-11,30231870900
2018-07-12,30758550900
2018-07-13,30959190900
2018-07-16,30656099100
2018-07-17,31182779100
2018-07-18,31310310900
2018-07-19,31408499100
2018-07-20,31897559100
2018-07-23,31910099100
2018-07-24,31832790000
2018-07-25,32420100900
2018-07-26,32407560900
2018-07-27,29650830000
2018-07-30,29715599100
2018-07-31,29772029100
2018-08-01,29840999100
2018-08-02,30313380900
2018-08-03,30348869100
2018-08-06,30175440900
2018-08-07,29834729100
2018-08-08,29197320900
2018-08-09,29082329100
2018-08-10,28854540000
2018-08-13,28655969100
2018-08-14,28660170000
2018-08-15,28814850900
2018-08-16,29132489099
2018-08-17,29211930000
2018-08-20,29429310900
2018-08-21,29343600000
2018-08-22,29494080000
2018-08-23,29475270000
2018-08-24,29621549100
2018-08-27,29410500900
2018-08-28,29675910000
2018-08-29,30060449100
2018-08-30,30054179100
2018-08-31,30146160000
2018-09-04,29761620900
2018-09-05,29218200000
2018-09-06,29374950000
2018-09-07,29537970000
2018-09-10,29751150000
2018-09-11,30079259100
2018-09-12,30288300900
2018-09-13,30491010000
2018-09-14,30929910000
2018-09-17,30574589100
2018-09-18,30503550000
2018-09-19,31082459100
2018-09-20,31657230000
2018-09-21,32119140900
2018-09-24,34583250900
2018-09-25,35185170900
2018-09-26,35611530900
2018-09-27,35981460900
2018-09-28,36386879100
2018-10-01,35547642000
2018-10-02,33732989190
2018-10-03,32409473190
2018-10-04,31824753810
2018-10-05,31566668190
2018-10-08,30621915000
2018-10-09,30786293190
2018-10-10,29186025000
2018-10-11,29086137000
2018-10-12,29839479810
2018-10-15,29506478190
2018-10-16,30594882810
2018-10-17,30929882190
