,HAL
2009-04-13,15239059999
2009-04-14,15849699999
2009-04-15,16038280000
2009-04-16,16675860000
2009-04-17,16864440000
2009-04-20,16873420000
2009-04-21,17924080000
2009-04-22,17843260000
2009-04-23,17771420000
2009-04-24,18516760000
2009-04-27,17968980000
2009-04-28,17636720000
2009-04-29,18391040000
2009-04-30,18157560000
2009-05-01,18732280000
2009-05-04,20016420000
2009-05-05,19899680000
2009-05-06,20770740000
2009-05-07,20240920000
2009-05-08,20950340000
2009-05-11,19998460000
2009-05-12,20618080000
2009-05-13,19666200000
2009-05-14,19567420000
2009-05-15,19010660000
2009-05-18,19854780000
2009-05-19,19702120000
2009-05-20,19971520000
2009-05-21,19163320000
2009-05-22,19127400000
2009-05-26,19908660000
2009-05-27,19809880000
2009-05-28,20447460000
2009-05-29,20591140000
2009-06-01,21480160000
2009-06-02,21237700000
2009-06-03,20267860000
2009-06-04,20501340000
2009-06-05,20492360000
2009-06-08,20474400000
2009-06-09,20600120000
2009-06-10,20977280000
2009-06-11,21848340000
2009-06-12,21543020000
2009-06-15,20788700000
2009-06-16,20213980000
2009-06-17,19603340000
2009-06-18,19324960000
2009-06-19,19199240000
2009-06-22,18049800000
2009-06-23,18471860000
2009-06-24,18471860000
2009-06-25,18534720000
2009-06-26,18768200000
2009-06-29,18804120000
2009-06-30,18671400000
2009-07-01,18671400000
2009-07-02,17480760000
2009-07-06,17453700000
2009-07-07,16939560000
2009-07-08,16885439999
2009-07-09,17083880000
2009-07-10,17074860000
2009-07-13,17570960000
2009-07-14,17877640000
2009-07-15,18743560000
2009-07-16,19420060000
2009-07-17,19284760000
2009-07-20,20141660000
2009-07-21,20195780000
2009-07-22,19961260000
2009-07-23,20755020000
2009-07-24,21178960000
2009-07-27,20736980000
2009-07-28,19844000000
2009-07-29,19483200000
2009-07-30,19862040000
2009-07-31,19925180000
2009-08-03,20836200000
2009-08-04,20511480000
2009-08-05,19934200000
2009-08-06,19780860000
2009-08-07,19943220000
2009-08-10,20547560000
2009-08-11,20475400000
2009-08-12,21007580000
2009-08-13,21602900000
2009-08-14,21197000000
2009-08-17,20439320000
2009-08-18,20836200000
2009-08-19,21314260000
2009-08-20,21954680000
2009-08-21,22595100000
2009-08-24,22802560000
2009-08-25,22117040000
2009-08-26,22297440000
2009-08-27,22008800000
2009-08-28,21765260000
2009-08-31,21386420000
2009-09-01,21206020000
2009-09-02,21052680000
2009-09-03,21629960000
2009-09-04,22135080000
2009-09-08,22604120000
2009-09-09,22495880000
2009-09-10,23136300000
2009-09-11,23542200000
2009-09-14,23596320000
2009-09-15,24299880000
2009-09-16,25283060000
2009-09-17,25138740000
2009-09-18,25391300000
2009-09-21,24759900000
2009-09-22,25544640000
2009-09-23,24669700000
2009-09-24,24146540000
2009-09-25,24119480000
2009-09-28,24615580000
2009-09-29,24633620000
2009-09-30,24489360000
2009-10-01,23839200000
2009-10-02,23243220000
2009-10-05,23911440000
2009-10-06,24254580000
2009-10-07,25302060000
2009-10-08,26006400000
2009-10-09,25482660000
2009-10-12,26159910000
2009-10-13,25708410000
2009-10-14,26358570000
2009-10-15,26954550000
2009-10-16,27451200000
2009-10-19,28038150000
2009-10-20,27812400000
2009-10-21,27993000000
2009-10-22,28363230000
2009-10-23,27279630000
2009-10-26,26819100000
2009-10-27,27126120000
2009-10-28,26132820000
2009-10-29,27387990000
2009-10-30,26376630000
2009-11-02,26421780000
2009-11-03,27369930000
2009-11-04,27297690000
2009-11-05,27586650000
2009-11-06,28020090000
2009-11-09,28561890000
2009-11-10,28417410000
2009-11-11,28372260000
2009-11-12,27360900000
2009-11-13,27731130000
2009-11-16,28643160000
2009-11-17,28670250000
2009-11-18,28616070000
2009-11-19,27487320000
2009-11-20,26981640000
2009-11-23,27487320000
2009-11-24,27505380000
2009-11-25,27279630000
2009-11-27,26268270000
2009-11-30,26512080000
2009-12-01,26503050000
2009-12-02,26141850000
2009-12-03,25338180000
2009-12-04,25112430000
2009-12-07,25013100000
2009-12-08,24200400000
2009-12-09,24796380000
2009-12-10,25437510000
2009-12-11,25383330000
2009-12-14,25861920000
2009-12-15,26295360000
2009-12-16,26728800000
2009-12-17,27162240000
2009-12-18,26746860000
2009-12-21,27342840000
2009-12-22,27234480000
2009-12-23,27505380000
2009-12-24,27333810000
2009-12-28,27369930000
2009-12-29,26764920000
2009-12-30,27062910000
2009-12-31,27231450000
2010-01-04,28281250000
2010-01-05,28643250000
2010-01-06,29322000000
2010-01-07,29394399999
2010-01-08,30878599999
2010-01-11,30570900000
2010-01-12,30127450000
2010-01-13,30815249999
2010-01-14,31050550000
2010-01-15,30797150000
2010-01-19,31313000000
2010-01-20,30109350000
2010-01-21,29439650000
2010-01-22,28190750000
2010-01-25,28118350000
2010-01-26,27946400000
2010-01-27,27521050000
2010-01-28,26833250000
2010-01-29,26435050000
2010-02-01,27738250000
2010-02-02,27837800000
2010-02-03,27475800000
2010-02-04,26118300000
2010-02-05,25602450000
2010-02-08,25430500000
2010-02-09,26317400000
2010-02-10,26453150000
2010-02-11,27294800000
2010-02-12,27168100000
2010-02-16,28100250000
2010-02-17,28127400000
2010-02-18,28543700000
2010-02-19,28769950000
2010-02-22,28073100000
2010-02-23,27331000000
2010-02-24,27159050000
2010-02-25,27150000000
2010-02-26,27285750000
2010-03-01,27828750000
2010-03-02,28245050000
2010-03-03,28688500000
2010-03-04,28462250000
2010-03-05,28851400000
2010-03-08,28426050000
2010-03-09,27973550000
2010-03-10,27729200000
2010-03-11,27819700000
2010-03-12,28507500000
2010-03-15,28082150000
2010-03-16,28697550000
2010-03-17,29430600000
2010-03-18,28579900000
2010-03-19,27602500000
2010-03-22,27729200000
2010-03-23,27792550000
2010-03-24,27340050000
2010-03-25,26760850000
2010-03-26,26570800000
2010-03-29,27032350000
2010-03-30,27150000000
2010-03-31,27297780000
2010-04-01,27850440000
2010-04-05,28856100000
2010-04-06,29173200000
2010-04-07,28656780000
2010-04-08,28683960000
2010-04-09,28602420000
2010-04-12,28539000000
2010-04-13,28466520000
2010-04-14,29381580000
2010-04-15,29463120000
2010-04-16,28665840000
2010-04-19,28602420000
2010-04-20,30178860000
2010-04-21,30160740000
2010-04-22,30559379999
2010-04-23,31673760000
2010-04-26,31229820000
2010-04-27,29725860000
2010-04-28,30215100000
2010-04-29,28629600000
2010-04-30,27768900000
2010-05-03,28439340000
2010-05-04,27460860000
2010-05-05,27161880000
2010-05-06,26047500000
2010-05-07,24924060000
2010-05-10,24996540000
2010-05-11,25676040000
2010-05-12,26355540000
2010-05-13,26283060000
2010-05-14,25449540000
2010-05-17,25232100000
2010-05-18,25041840000
2010-05-19,24570720000
2010-05-20,23755320000
2010-05-21,24217380000
2010-05-24,23238900000
2010-05-25,23211720000
2010-05-26,23447280000
2010-05-27,24452940000
2010-05-28,22495980000
2010-06-01,19161900000
2010-06-02,21454080000
2010-06-03,21408780000
2010-06-04,20937660000
2010-06-07,20656800000
2010-06-08,20856120000
2010-06-09,20439360000
2010-06-10,21943320000
2010-06-11,22097340000
2010-06-14,21762120000
2010-06-15,23066760000
2010-06-16,23782500000
2010-06-17,23909340000
2010-06-18,24443880000
2010-06-21,24507300000
2010-06-22,23546940000
2010-06-23,23356680000
2010-06-24,22840260000
2010-06-25,23864040000
2010-06-28,23546940000
2010-06-29,22178880000
2010-06-30,22340500000
2010-07-01,22731800000
2010-07-02,23423400000
2010-07-06,24078600000
2010-07-07,25470900000
2010-07-08,26126100000
2010-07-09,26062400000
2010-07-12,25634700000
2010-07-13,25598300000
2010-07-14,25634700000
2010-07-15,25571000000
2010-07-16,25034100000
2010-07-19,26544700000
2010-07-20,27545700000
2010-07-21,27190800000
2010-07-22,27573000000
2010-07-23,27836900000
2010-07-26,28082600000
2010-07-27,27709500000
2010-07-28,27281800000
2010-07-29,27400100000
2010-07-30,27190800000
2010-08-02,27964300000
2010-08-03,28392000000
2010-08-04,28264600000
2010-08-05,28437500000
2010-08-06,28137200000
2010-08-09,27937000000
2010-08-10,27409200000
2010-08-11,26189800000
2010-08-12,25871300000
2010-08-13,25571000000
2010-08-16,25307100000
2010-08-17,26117000000
2010-08-18,26198900000
2010-08-19,25989600000
2010-08-20,25316200000
2010-08-23,25607400000
2010-08-24,25543700000
2010-08-25,25470900000
2010-08-26,25589200000
2010-08-27,26617500000
2010-08-30,25925900000
2010-08-31,25671100000
2010-09-01,27054300000
2010-09-02,27418300000
2010-09-03,27691300000
2010-09-07,27154400000
2010-09-08,27491100000
2010-09-09,27500200000
2010-09-10,28100800000
2010-09-13,28765100000
2010-09-14,28555800000
2010-09-15,28401100000
2010-09-16,28210000000
2010-09-17,28173600000
2010-09-20,28938000000
2010-09-21,28965300000
2010-09-22,28683200000
2010-09-23,28938000000
2010-09-24,29784299999
2010-09-27,29493099999
2010-09-28,29820700000
2010-09-29,30394000000
2010-09-30,30126770000
2010-10-01,30363630000
2010-10-04,30090330000
2010-10-05,31028660000
2010-10-06,30946670000
2010-10-07,30627819999
2010-10-08,31639029999
2010-10-11,31484160000
2010-10-12,31739240000
2010-10-13,32458930000
2010-10-14,31957880000
2010-10-15,32632020000
2010-10-18,31055990000
2010-10-19,30226980000
2010-10-20,30782690000
2010-10-21,30718920000
2010-10-22,31137980000
2010-10-25,31229080000
2010-10-26,31693690000
2010-10-27,31356620000
2010-10-28,28860480000
2010-10-29,29024460000
2010-11-01,28623620000
2010-11-02,28605400000
2010-11-03,28869590000
2010-11-04,29926350000
2010-11-05,29079120000
2010-11-08,30454730000
2010-11-09,30263420000
2010-11-10,31775680000
2010-11-11,33078410000
2010-11-12,32632020000
2010-11-15,32650240000
2010-11-16,31912330000
2010-11-17,32340500000
2010-11-18,34217160000
2010-11-19,34627110000
2010-11-22,33989410000
2010-11-23,33215060000
2010-11-24,34044069999
2010-11-26,33306160000
2010-11-29,34499570000
2010-11-30,34472240000
2010-12-01,35702090000
2010-12-02,36995710000
2010-12-03,37487650000
2010-12-06,37187020000
2010-12-07,36786180000
2010-12-08,36649530000
2010-12-09,36859060000
2010-12-10,36640420000
2010-12-13,37487650000
2010-12-14,37423880000
2010-12-15,36248690000
2010-12-16,36685970000
2010-12-17,36339790000
2010-12-20,36576650000
2010-12-21,36704190000
2010-12-22,36813510000
2010-12-23,36731520000
2010-12-27,36312460000
2010-12-28,36102930000
2010-12-29,37068590000
2010-12-30,37360110000
2010-12-31,37318620000
2011-01-03,37245500000
2011-01-04,36148700000
2011-01-05,36029880000
2011-01-06,34933080000
2011-01-07,35143300000
2011-01-10,34887380000
2011-01-11,35993320000
2011-01-12,36459460000
2011-01-13,35856220000
2011-01-14,36550860000
2011-01-18,36596560000
2011-01-19,35865360000
2011-01-20,35700840000
2011-01-21,35819660000
2011-01-24,36148700000
2011-01-25,36742800000
2011-01-26,39667600000
2011-01-27,39457380000
2011-01-28,40106320000
2011-01-31,41130000000
2011-02-01,41596140000
2011-02-02,42601540000
2011-02-03,42756920000
2011-02-04,41970880000
2011-02-07,42208520000
2011-02-08,41102580000
2011-02-09,40170300000
2011-02-10,40938060000
2011-02-11,40800960000
2011-02-14,41714960000
2011-02-15,41623560000
2011-02-16,43405860000
2011-02-17,44265020000
2011-02-18,43972540000
2011-02-22,42592400000
2011-02-23,43268760000
2011-02-24,41632700000
2011-02-25,42985420000
2011-02-28,42903160000
2011-03-01,42345620000
2011-03-02,42354760000
2011-03-03,43360160000
2011-03-04,42811760000
2011-03-07,42446160000
2011-03-08,41788080000
2011-03-09,41376780000
2011-03-10,39987500000
2011-03-11,40636440000
2011-03-14,41184840000
2011-03-15,40225140000
2011-03-16,39247160000
2011-03-17,40545040000
2011-03-18,40389660000
2011-03-21,41797220000
2011-03-22,41769800000
2011-03-23,42400460000
2011-03-24,42016580000
2011-03-25,42080560000
2011-03-28,43780600000
2011-03-29,44786000000
2011-03-30,45243000000
2011-03-31,45653440000
2011-04-01,45195440000
2011-04-04,45342000000
2011-04-05,45552680000
2011-04-06,44343560000
2011-04-07,44178680000
2011-04-08,44087080000
2011-04-11,42987880000
2011-04-12,41531440000
2011-04-13,41687160000
2011-04-14,42264240000
2011-04-15,42887120000
2011-04-18,43180240000
2011-04-19,44893160000
2011-04-20,45506880000
2011-04-21,46239680000
2011-04-25,46377080000
2011-04-26,46679360000
2011-04-27,46258000000
2011-04-28,46038160000
2011-04-29,46239680000
2011-05-02,44810720000
2011-05-03,43867240000
2011-05-04,43372600000
2011-05-05,42914600000
2011-05-06,42749720000
2011-05-09,44022960000
2011-05-10,44325240000
2011-05-11,42529880000
2011-05-12,42722240000
2011-05-13,42136000000
2011-05-16,41613880000
2011-05-17,41522280000
2011-05-18,43015360000
2011-05-19,42960400000
2011-05-20,43216880000
2011-05-23,42282560000
2011-05-24,43510000000
2011-05-25,45680920000
2011-05-26,46404560000
2011-05-27,45937400000
2011-05-31,45937400000
2011-06-01,44911480000
2011-06-02,45937400000
2011-06-03,46056480000
2011-06-06,44004640000
2011-06-07,44059600000
2011-06-08,43684040000
2011-06-09,44865680000
2011-06-10,43968000000
2011-06-13,42923760000
2011-06-14,43867240000
2011-06-15,42841320000
2011-06-16,42493240000
2011-06-17,42154320000
2011-06-20,42529880000
2011-06-21,43171080000
2011-06-22,43152760000
2011-06-23,43116120000
2011-06-24,42016920000
2011-06-27,42346680000
2011-06-28,44600040000
2011-06-29,45635120000
2011-06-30,46920000000
2011-07-01,47186800000
2011-07-05,47978000000
2011-07-06,48447200000
2011-07-07,49956000000
2011-07-08,49716800000
2011-07-11,48290800000
2011-07-12,48042400000
2011-07-13,48410400000
2011-07-14,47683600000
2011-07-15,48833600000
2011-07-18,48870400000
2011-07-19,50949600000
2011-07-20,50848400000
2011-07-21,52375600000
2011-07-22,52624000000
2011-07-25,52688400000
2011-07-26,52026000000
2011-07-27,50609200000
2011-07-28,50480400000
2011-07-29,50351600000
2011-08-01,50075600000
2011-08-02,48447200000
2011-08-03,48815200000
2011-08-04,44187600000
2011-08-05,43322800000
2011-08-08,39035600000
2011-08-09,41170000000
2011-08-10,39836000000
2011-08-11,41611600000
2011-08-12,41841600000
2011-08-15,43819600000
2011-08-16,42246400000
2011-08-17,41814000000
2011-08-18,37582000000
2011-08-19,34996800000
2011-08-22,34306800000
2011-08-23,36984000000
2011-08-24,37361200000
2011-08-25,36689600000
2011-08-26,38143200000
2011-08-29,39385200000
2011-08-30,39955600000
2011-08-31,40820400000
2011-09-01,39578400000
2011-09-02,38216800000
2011-09-06,37600400000
2011-09-07,38897600000
2011-09-08,38281200000
2011-09-09,36487200000
2011-09-12,36395200000
2011-09-13,36330800000
2011-09-14,36211200000
2011-09-15,36974800000
2011-09-16,36689600000
2011-09-19,35199200000
2011-09-20,34941600000
2011-09-21,32282800000
2011-09-22,30102400000
2011-09-23,29136400000
2011-09-26,31040800000
2011-09-27,31703200000
2011-09-28,29872400000
2011-09-29,29670000000
2011-09-30,28108920000
2011-10-03,26414280000
2011-10-04,28099710000
2011-10-05,29821980000
2011-10-06,31728450000
2011-10-07,30687720000
2011-10-10,32087640000
2011-10-11,32677079999
2011-10-12,32299470000
2011-10-13,32253420000
2011-10-14,34473030000
2011-10-17,31756079999
2011-10-18,32502090000
2011-10-19,31203480000
2011-10-20,31746870000
2011-10-21,30853500000
2011-10-24,32529720000
2011-10-25,32345519999
2011-10-26,33036269999
2011-10-27,35872950000
2011-10-28,36038730000
2011-10-31,34408560000
2011-11-01,32465250000
2011-11-02,33690180000
2011-11-03,34859850000
2011-11-04,34224359999
2011-11-07,35016420000
2011-11-08,35762430000
2011-11-09,33552030000
2011-11-10,34344090000
2011-11-11,35541390000
2011-11-14,35486130000
2011-11-15,35836110000
2011-11-16,35919000000
2011-11-17,34113840000
2011-11-18,33119160000
2011-11-21,32106060000
2011-11-22,31037700000
2011-11-23,29656200000
2011-11-25,29287800000
2011-11-28,30181170000
2011-11-29,30973230000
2011-11-30,33892799999
2011-12-01,33533609999
2011-12-02,33690180000
2011-12-05,34095420000
2011-12-06,32759970000
2011-12-07,30761400000
2011-12-08,30512730000
2011-12-09,31387680000
2011-12-12,29987760000
2011-12-13,29343060000
2011-12-14,28551000000
2011-12-15,28790460000
2011-12-16,29250960000
2011-12-19,28366800000
2011-12-20,30586410000
2011-12-21,31065329999
2011-12-22,30890340000
2011-12-23,31129799999
2011-12-27,31442940000
2011-12-28,30623250000
2011-12-29,31120590000
2011-12-30,31783710000
2012-01-03,31520450000
2012-01-04,32415759999
2012-01-05,31898880000
2012-01-06,32286539999
2012-01-09,32655740000
2012-01-10,33532590000
2012-01-11,32655740000
2012-01-12,32055789999
2012-01-13,31326619999
2012-01-17,31252780000
2012-01-18,32295770000
2012-01-19,33458750000
2012-01-20,33412600000
2012-01-23,32711119999
2012-01-24,33560280000
2012-01-25,33606429999
2012-01-26,33375679999
2012-01-27,34243300000
2012-01-30,33846410000
2012-01-31,33947940000
2012-02-01,33818720000
2012-02-02,33726420000
2012-02-03,33994090000
2012-02-06,34520200000
2012-02-07,34151000000
2012-02-08,34169460000
2012-02-09,33938710000
2012-02-10,33283380000
2012-02-13,33357220000
2012-02-14,32951100000
2012-02-15,32517289999
2012-02-16,32895720000
2012-02-17,33495670000
2012-02-21,34178690000
2012-02-22,35295520000
2012-02-23,35267830000
2012-02-24,35544730000
2012-02-27,34843250000
2012-02-28,34778640000
2012-02-29,33772570000
2012-03-01,33689500000
2012-03-02,33274149999
2012-03-05,32369610000
2012-03-06,31501990000
2012-03-07,31575830000
2012-03-08,32101940000
2012-03-09,32194240000
2012-03-12,32028100000
2012-03-13,32618820000
2012-03-14,31548140000
2012-03-15,31298929999
2012-03-16,31880420000
2012-03-19,32305000000
2012-03-20,32083480000
2012-03-21,31501990000
2012-03-22,30440539999
2012-03-23,30846660000
2012-03-26,31058950000
2012-03-27,30302090000
2012-03-28,29979039999
2012-03-29,30246710000
2012-03-30,30634369999
2012-04-02,30907800000
2012-04-03,31046400000
2012-04-04,30492000000
2012-04-05,30279480000
2012-04-09,29919120000
2012-04-10,29558760000
2012-04-11,29688120000
2012-04-12,30658320000
2012-04-13,29946839999
2012-04-16,29623440000
2012-04-17,30177839999
2012-04-18,31573080000
2012-04-19,31397519999
2012-04-20,30759960000
2012-04-23,30445800000
2012-04-24,30843120000
2012-04-25,30990960000
2012-04-26,30907800000
2012-04-27,30713760000
2012-04-30,31619280000
2012-05-01,32367720000
2012-05-02,31868760000
2012-05-03,31471440000
2012-05-04,30057720000
2012-05-07,29956080000
2012-05-08,30205559999
2012-05-09,29956080000
2012-05-10,29854440000
2012-05-11,29410920000
2012-05-14,29179920000
2012-05-15,28255920000
2012-05-16,27904800000
2012-05-17,27720000000
2012-05-18,27655320000
2012-05-21,28801080000
2012-05-22,28440720000
2012-05-23,28939680000
2012-05-24,29022840000
2012-05-25,28985880000
2012-05-29,29577240000
2012-05-30,28052640000
2012-05-31,27775440000
2012-06-01,27692280000
2012-06-04,27276480000
2012-06-05,26906880000
2012-06-06,25964400000
2012-06-07,25992120000
2012-06-08,25835040000
2012-06-11,25410000000
2012-06-12,25992120000
2012-06-13,26075280000
2012-06-14,26500320000
2012-06-15,27211800000
2012-06-18,26759040000
2012-06-19,27156360000
2012-06-20,27322680000
2012-06-21,26195400000
2012-06-22,25687200000
2012-06-25,24929520000
2012-06-26,24670800000
2012-06-27,25142040000
2012-06-28,25585560000
2012-06-29,26232360000
2012-07-02,26540800000
2012-07-03,27784320000
2012-07-05,27431680000
2012-07-06,27190400000
2012-07-09,26912000000
2012-07-10,26318080000
2012-07-11,26475840000
2012-07-12,26364480000
2012-07-13,26726400000
2012-07-16,26912000000
2012-07-17,27283200000
2012-07-18,27997760000
2012-07-19,28034880000
2012-07-20,28554560000
2012-07-23,29241280000
2012-07-24,29278400000
2012-07-25,29046400000
2012-07-26,30215680000
2012-07-27,31199359999
2012-07-30,31134399999
2012-07-31,30744640000
2012-08-01,31004479999
2012-08-02,30494080000
2012-08-03,31329280000
2012-08-06,31384960000
2012-08-07,31913920000
2012-08-08,32127359999
2012-08-09,32526399999
2012-08-10,32656319999
2012-08-13,32517120000
2012-08-14,32340800000
2012-08-15,32090240000
2012-08-16,32758399999
2012-08-17,32591359999
2012-08-20,32480000000
2012-08-21,32628479999
2012-08-22,32173760000
2012-08-23,31691200000
2012-08-24,31802560000
2012-08-27,31969600000
2012-08-28,31626240000
2012-08-29,31097280000
2012-08-30,30447680000
2012-08-31,30401280000
2012-09-04,29835200000
2012-09-05,30076479999
2012-09-06,30586880000
2012-09-07,31774720000
2012-09-10,31802560000
2012-09-11,32804800000
2012-09-12,33157439999
2012-09-13,33816319999
2012-09-14,34744320000
2012-09-17,34540160000
2012-09-18,33936960000
2012-09-19,33788479999
2012-09-20,33528640000
2012-09-21,33259520000
2012-09-24,32934720000
2012-09-25,32266560000
2012-09-26,31477760000
2012-09-27,31756160000
2012-09-28,31264319999
2012-10-01,31279430000
2012-10-02,31651030000
2012-10-03,30666290000
2012-10-04,31558130000
2012-10-05,31047180000
2012-10-08,31242270000
2012-10-09,31465229999
2012-10-10,31121500000
2012-10-11,31558130000
2012-10-12,31400199999
2012-10-15,31437360000
2012-10-16,32106240000
2012-10-17,32812280000
2012-10-18,33118850000
2012-10-19,32496419999
2012-10-22,32106240000
2012-10-23,31093630000
2012-10-24,30387590000
2012-10-25,30582680000
2012-10-26,30099600000
2012-10-31,29997410000
2012-11-01,30359720000
2012-11-02,29830190000
2012-11-05,29997410000
2012-11-06,30434040000
2012-11-07,29458590000
2012-11-08,28315920000
2012-11-09,28390240000
2012-11-12,28473850000
2012-11-13,28232310000
2012-11-14,27823550000
2012-11-15,28204440000
2012-11-16,28297340000
2012-11-19,29458590000
2012-11-20,29458590000
2012-11-21,29449300000
2012-11-23,29802320000
2012-11-26,29755870000
2012-11-27,29765160000
2012-11-28,30108889999
2012-11-29,30582680000
2012-11-30,30982150000
2012-12-03,30731320000
2012-12-04,30712740000
2012-12-05,31121500000
2012-12-06,31195820000
2012-12-07,31381620000
2012-12-10,31270139999
2012-12-11,31576710000
2012-12-12,31632449999
2012-12-13,31130790000
2012-12-14,31019310000
2012-12-17,31158660000
2012-12-18,32329199999
2012-12-19,32152690000
2012-12-20,32635770000
2012-12-21,32245590000
2012-12-24,32069080000
2012-12-26,32245590000
2012-12-27,32143400000
2012-12-28,31595290000
2012-12-31,32296389999
2013-01-02,33246010000
2013-01-03,33804610000
2013-01-04,34121150000
2013-01-07,34121150000
2013-01-08,33692889999
2013-01-09,33962879999
2013-01-10,34353900000
2013-01-11,34093219999
2013-01-14,33432209999
2013-01-15,33683580000
2013-01-16,33758060000
2013-01-17,33795299999
2013-01-18,34912500000
2013-01-22,35312830000
2013-01-23,35182490000
2013-01-24,35201110000
2013-01-25,36979320000
2013-01-28,37500680000
2013-01-29,38059280000
2013-01-30,37426200000
2013-01-31,37873080000
2013-02-01,38245480000
2013-02-04,38040660000
2013-02-05,38087210000
2013-02-06,37528610000
2013-02-07,38012730000
2013-02-08,38413060000
2013-02-11,38049970000
2013-02-12,37901010000
2013-02-13,38022040000
2013-02-14,40330920000
2013-02-15,39753700000
2013-02-19,39856110000
2013-02-20,38748220000
2013-02-21,37956870000
2013-02-22,38273410000
2013-02-25,37100350000
2013-02-26,37696190000
2013-02-27,38422370000
2013-02-28,38645810000
2013-03-01,37826530000
2013-03-04,37202760000
2013-03-05,38171000000
2013-03-06,37984800000
2013-03-07,38552710000
2013-03-08,39176480000
2013-03-11,39102000000
2013-03-12,39064760000
2013-03-13,38953040000
2013-03-14,39604740000
2013-03-15,39008900000
2013-03-18,37919630000
2013-03-19,36886220000
2013-03-20,36718640000
2013-03-21,36746570000
2013-03-22,36457960000
2013-03-25,36914150000
2013-03-26,37361030000
2013-03-27,37854460000
2013-03-28,37621710000
2013-04-01,36935250000
2013-04-02,36898250000
2013-04-03,35843750000
2013-04-04,35649500000
2013-04-05,35705000000
2013-04-08,35529250000
2013-04-09,36176750000
2013-04-10,37360750000
2013-04-11,38082250000
2013-04-12,37795500000
2013-04-15,35760500000
2013-04-16,36713250000
2013-04-17,34863250000
2013-04-18,34881750000
2013-04-19,34419250000
2013-04-22,36343250000
2013-04-23,36713250000
2013-04-24,37851000000
2013-04-25,37693750000
2013-04-26,37527250000
2013-04-29,38452250000
2013-04-30,39562250000
2013-05-01,38924000000
2013-05-02,39220000000
2013-05-03,39358750000
2013-05-06,39830500000
2013-05-07,40163500000
2013-05-08,40422500000
2013-05-09,40293000000
2013-05-10,40135750000
2013-05-13,40293000000
2013-05-14,40885000000
2013-05-15,40820250000
2013-05-16,40561250000
2013-05-17,41856250000
2013-05-20,42133750000
2013-05-21,41467750000
2013-05-22,40718500000
2013-05-23,40256000000
2013-05-24,39793500000
2013-05-28,40117250000
2013-05-29,40302250000
2013-05-30,39432750000
2013-05-31,38711250000
2013-06-03,39210750000
2013-06-04,38840750000
2013-06-05,38628000000
2013-06-06,39173750000
2013-06-07,39923000000
2013-06-10,39608500000
2013-06-11,38887000000
2013-06-12,38489250000
2013-06-13,39849000000
2013-06-14,39710250000
2013-06-17,40348500000
2013-06-18,40764750000
2013-06-19,39821250000
2013-06-20,38665000000
2013-06-21,38655750000
2013-06-24,37878750000
2013-06-25,38063750000
2013-06-26,38359750000
2013-06-27,38702000000
2013-06-28,38591000000
2013-07-01,37780500000
2013-07-02,38083100000
2013-07-03,37958500000
2013-07-05,38901900000
2013-07-08,39088800000
2013-07-09,39435900000
2013-07-10,39275700000
2013-07-11,39320200000
2013-07-12,39729600000
2013-07-15,39257900000
2013-07-16,38830700000
2013-07-17,39284600000
2013-07-18,39818600000
2013-07-19,40788700000
2013-07-22,40121200000
2013-07-23,40566200000
2013-07-24,39889800000
2013-07-25,39462600000
2013-07-26,40922200000
2013-07-29,40521700000
2013-07-30,40254700000
2013-07-31,40219100000
2013-08-01,41304900000
2013-08-02,41207000000
2013-08-05,40984500000
2013-08-06,40806500000
2013-08-07,40521700000
2013-08-08,41064600000
2013-08-09,40966700000
2013-08-12,40957800000
2013-08-13,41456200000
2013-08-14,41669800000
2013-08-15,41545200000
2013-08-16,41785500000
2013-08-19,41518500000
2013-08-20,42141500000
2013-08-21,41812200000
2013-08-22,42559800000
2013-08-23,43351900000
2013-08-26,43111600000
2013-08-27,42835700000
2013-08-28,43521000000
2013-08-29,43200600000
2013-08-30,42720000000
2013-09-03,42987000000
2013-09-04,43681200000
2013-09-05,44295300000
2013-09-06,44090600000
2013-09-09,44731400000
2013-09-10,44784800000
2013-09-11,44669100000
2013-09-12,43788000000
2013-09-13,44224100000
2013-09-16,44339800000
2013-09-17,44206300000
2013-09-18,44277500000
2013-09-19,44090600000
2013-09-20,43912600000
2013-09-23,43067100000
2013-09-24,43387500000
2013-09-25,43503200000
2013-09-26,43351900000
2013-09-27,43067100000
2013-09-30,40879350000
2013-10-01,41261400000
2013-10-02,41677410000
2013-10-03,41091600000
2013-10-04,41651940000
2013-10-07,41617980000
2013-10-08,41312340000
2013-10-09,41227440000
2013-10-10,42450000000
2013-10-11,43018830000
2013-10-14,43596150000
2013-10-15,43434840000
2013-10-16,44122530000
2013-10-17,43910280000
2013-10-18,44547030000
2013-10-21,43010340000
2013-10-22,43961220000
2013-10-23,43078260000
2013-10-24,43383900000
2013-10-25,43884810000
2013-10-28,44173470000
2013-10-29,45209250000
2013-10-30,45217740000
2013-10-31,45022470000
2013-11-01,45192270000
2013-11-04,45879960000
2013-11-05,45107370000
2013-11-06,46185600000
2013-11-07,45761100000
2013-11-08,46966680000
2013-11-11,46949700000
2013-11-12,46236540000
2013-11-13,47153460000
2013-11-14,47764740000
2013-11-15,47739270000
2013-11-18,46126170000
2013-11-19,45642240000
2013-11-20,45489420000
2013-11-21,46015800000
2013-11-22,46270500000
2013-11-25,44742300000
