,BLK
2004-08-24,4129400497
2004-08-25,4197808278
2004-08-26,4296903661
2004-08-27,4559666256
2004-08-30,4713743593
2004-08-31,4672826790
2004-09-01,4713104268
2004-09-02,4730366044
2004-09-03,4787905299
2004-09-07,4783430024
2004-09-08,4794298549
2004-09-09,4639581887
2004-09-10,4705432368
2004-09-13,4744431196
2004-09-14,4753381746
2004-09-15,4758496347
2004-09-16,4777036773
2004-09-17,4766168247
2004-09-20,4777676098
2004-09-21,4755299721
2004-09-22,4702875067
2004-09-23,4677941390
2004-09-24,4696481817
2004-09-27,4660040289
2004-09-28,4625516736
2004-09-29,4604419010
2004-09-30,4698399792
2004-10-01,4779356513
2004-10-04,4789642995
2004-10-05,4843004118
2004-10-06,4812144673
2004-10-07,4785142659
2004-10-08,4616058618
2004-10-11,4639203201
2004-10-12,4616701523
2004-10-13,4574269786
2004-10-14,4534409670
2004-10-15,4486834692
2004-10-18,4457261058
2004-10-19,4507407656
2004-10-20,4506121845
2004-10-21,4580698837
2004-10-22,4560768779
2004-10-25,4529909334
2004-10-26,4686135273
2004-10-27,4704779521
2004-10-28,4697707565
2004-10-29,4725352485
2004-11-01,4807644337
2004-11-02,4807001432
2004-11-03,4837860877
2004-11-04,4871934847
2004-11-05,4787071374
2004-11-08,4841075403
2004-11-09,4779999418
2004-11-10,4758140645
2004-11-11,4776784893
2004-11-12,4911794964
2004-11-15,4805715622
2004-11-16,4834646352
2004-11-17,4855862220
2004-11-18,4850718979
2004-11-19,4751068689
2004-11-22,4769070031
2004-11-23,4799929476
2004-11-24,4910509153
2004-11-26,4906008818
2004-11-29,4902794292
2004-11-30,4793500425
2004-12-01,4898936862
2004-12-02,4928510496
2004-12-03,4908580438
2004-12-06,4880935519
2004-12-07,4787714279
2004-12-08,4825002775
2004-12-09,4852004789
2004-12-10,4947154744
2004-12-13,4945226029
2004-12-14,4956798321
2004-12-15,4973513853
2004-12-16,4976085474
2004-12-17,4950369270
2004-12-20,4860362556
2004-12-21,4914366584
2004-12-22,4932367927
2004-12-23,4983157430
2004-12-27,4879649709
2004-12-28,4938154073
2004-12-29,4933653737
2004-12-30,4961298656
2004-12-31,4967084802
2005-01-03,4891500789
2005-01-04,4876654587
2005-01-05,4831470494
2005-01-06,5163896320
2005-01-07,5056745471
2005-01-10,5176160573
2005-01-11,5160668884
2005-01-12,5209080412
2005-01-13,5180033496
2005-01-14,5222635640
2005-01-18,5194879697
2005-01-19,5130330993
2005-01-20,5121294175
2005-01-21,5119357714
2005-01-24,5114193817
2005-01-25,5099993103
2005-01-26,5114839304
2005-01-27,5118712227
2005-01-28,5102575051
2005-01-31,5183260931
2005-02-01,5150986579
2005-02-02,5103866025
2005-02-03,5167123755
2005-02-04,5189715801
2005-02-07,5201980055
2005-02-08,5190361288
2005-02-09,5163896320
2005-02-10,5218762718
2005-02-11,5228445024
2005-02-14,5156795962
2005-02-15,5131621968
2005-02-16,5007688456
2005-02-17,5180033496
2005-02-18,5198107133
2005-02-22,5120648688
2005-02-23,5051581575
2005-02-24,5041899269
2005-02-25,5045772191
2005-02-28,5009624917
2005-03-01,5164541807
2005-03-02,5161959858
2005-03-03,5135494890
2005-03-04,5199398107
2005-03-07,5183906418
2005-03-08,5218762718
2005-03-09,5199398107
2005-03-10,5140013299
2005-03-11,5161314371
2005-03-14,5209725899
2005-03-15,5203916516
2005-03-16,5152277553
2005-03-17,5132267455
2005-03-18,5140658786
2005-03-21,5050290600
2005-03-22,4995424202
2005-03-23,4871490690
2005-03-24,4837925364
2005-03-28,4910219913
2005-03-29,4775313121
2005-03-30,4775313121
2005-03-31,4836634390
2005-04-01,4886644736
2005-04-04,4820093842
2005-04-05,4794894960
2005-04-06,4740620445
2005-04-07,4767757703
2005-04-08,4744497196
2005-04-11,4623671788
2005-04-12,4587488778
2005-04-13,4550013517
2005-04-14,4550013517
2005-04-15,4522876260
2005-04-18,4535152638
2005-04-19,4772926704
2005-04-20,4668900550
2005-04-21,4741266570
2005-04-22,4862091979
2005-04-25,4907966867
2005-04-26,4891167612
2005-04-27,4844000474
2005-04-28,4827847344
2005-04-29,4843354349
2005-05-02,4833016346
2005-05-03,4845938850
2005-05-04,4815570966
2005-05-05,4805232963
2005-05-06,4831077970
2005-05-09,4911843618
2005-05-10,4881475734
2005-05-11,4903443991
2005-05-12,4884706360
2005-05-13,4891813737
2005-05-16,4948672753
2005-05-17,4968056509
2005-05-18,5074667163
2005-05-19,5055283408
2005-05-20,5053345032
2005-05-23,5043007029
2005-05-24,5007470145
2005-05-25,5012639146
2005-05-26,5045591530
2005-05-27,5046237655
2005-05-31,5041068654
2005-06-01,5020392648
2005-06-02,5007470145
2005-06-03,4999716642
2005-06-06,5006177894
2005-06-07,4986148014
2005-06-08,4884706360
2005-06-09,4960303006
2005-06-10,5006177894
2005-06-13,5049468281
2005-06-14,5040422529
2005-06-15,5049468281
2005-06-16,5054637283
2005-06-17,5044299280
2005-06-20,5055929533
2005-06-21,5023623274
2005-06-22,5033315152
2005-06-23,4959656881
2005-06-24,4926704497
2005-06-27,5006177894
2005-06-28,5136695181
2005-06-29,5154786686
2005-06-30,5198077073
2005-07-01,5224834381
2005-07-05,5263441531
2005-07-06,5395349296
2005-07-07,5314274280
2005-07-08,5285962369
2005-07-11,5374115363
2005-07-12,5421087396
2005-07-13,5387627866
2005-07-14,5415296324
2005-07-15,5388914771
2005-07-18,5372185005
2005-07-19,5359315955
2005-07-20,5350307620
2005-07-21,5320708805
2005-07-22,5295614157
2005-07-25,5340655833
2005-07-26,5404357631
2005-07-27,5488649910
2005-07-28,5462911809
2005-07-29,5469346335
2005-08-01,5428808826
2005-08-02,5435886804
2005-08-03,5444251687
2005-08-04,5379262983
2005-08-05,5305909397
2005-08-08,5291109989
2005-08-09,5361246313
2005-08-10,5437173709
2005-08-11,5403070726
2005-08-12,5431382636
2005-08-15,5493797530
2005-08-16,5430739184
2005-08-17,5466772524
2005-08-18,5485432647
2005-08-19,5498945150
2005-08-22,5469346335
2005-08-23,5460337999
2005-08-24,5421087396
2005-08-25,5405644536
2005-08-26,5414652871
2005-08-29,5424304659
2005-08-30,5342586190
2005-08-31,5285962369
2005-09-01,5394062391
2005-09-02,5342586190
2005-09-06,5421087396
2005-09-07,5400496916
2005-09-08,5366393933
2005-09-09,5400496916
2005-09-12,5498301697
2005-09-13,5405001084
2005-09-14,5373471911
2005-09-15,5392132033
2005-09-16,5421087396
2005-09-19,5497658245
2005-09-20,5608332077
2005-09-21,5466772524
2005-09-22,5515674915
2005-09-23,5509240390
2005-09-26,5484145742
2005-09-27,5496371340
2005-09-28,5556212423
2005-09-29,5679111853
2005-09-30,5702276143
2005-10-03,5710354018
2005-10-04,5740469215
2005-10-05,5668064592
2005-10-06,5618086179
2005-10-07,5651405121
2005-10-10,5595019220
2005-10-11,5527099838
2005-10-12,5413046538
2005-10-13,5348330901
2005-10-14,5433550502
2005-10-17,5433550502
2005-10-18,5362427376
2005-10-19,5869259740
2005-10-20,5757128686
2005-10-21,5760332431
2005-10-24,5805184852
2005-10-25,5925645642
2005-10-26,5958964584
2005-10-27,5985876036
2005-10-28,5973061059
2005-10-31,6074299382
2005-11-01,6045465682
2005-11-02,6106336826
2005-11-03,6105696077
2005-11-04,6184508189
2005-11-07,6199886162
2005-11-08,6271009288
2005-11-09,6359432634
2005-11-10,6432478006
2005-11-11,6509367871
2005-11-14,6501678885
2005-11-15,6407488800
2005-11-16,6287668759
2005-11-17,6664429100
2005-11-18,6706718526
2005-11-21,6729785486
2005-11-22,6929699137
2005-11-23,6969425567
2005-11-25,7112312568
2005-11-28,6977755303
2005-11-29,6977114554
2005-11-30,6909835921
2005-12-01,7012996491
2005-12-02,7050800675
2005-12-05,7009792747
2005-12-06,7048237680
2005-12-07,6940591868
2005-12-08,6962377330
2005-12-09,7000181514
2005-12-12,7079634375
2005-12-13,7150116751
2005-12-14,7228928864
2005-12-15,7269296043
2005-12-16,7220599128
2005-12-19,7128331290
2005-12-20,7029015213
2005-12-21,6873953984
2005-12-22,6960455083
2005-12-23,6970066316
2005-12-27,6953406845
2005-12-28,6920087904
2005-12-29,6904709930
2005-12-30,6950843850
2006-01-03,7012211544
2006-01-04,7023791342
2006-01-05,6947879328
2006-01-06,7103563290
2006-01-09,7185908527
2006-01-10,7215501346
2006-01-11,7109996512
2006-01-12,7204564869
2006-01-13,7247024132
2006-01-17,7191698426
2006-01-18,7134442754
2006-01-19,7678049979
2006-01-20,8170191432
2006-01-23,8246103446
2006-01-24,8296282575
2006-01-25,8330378649
2006-01-26,8685492482
2006-01-27,8563904593
2006-01-30,8581917614
2006-01-31,8543318284
2006-02-01,8333595260
2006-02-02,8302715796
2006-02-03,8341315126
2006-02-06,8398570798
2006-02-07,8375411201
2006-02-08,8434596839
2006-02-09,8640459930
2006-02-10,8460329726
2006-02-13,9134531349
2006-02-14,9389930247
2006-02-15,9730247670
2006-02-16,9707731394
2006-02-17,9429816221
2006-02-21,9345541018
2006-02-22,9290858634
2006-02-23,9122308228
2006-02-24,9231672996
2006-02-27,9231672996
2006-02-28,9141607893
2006-03-01,9174417323
2006-03-02,9167340780
2006-03-03,9093358731
2006-03-06,8847609666
2006-03-07,8771697651
2006-03-08,8602503923
2006-03-09,8495069122
2006-03-10,8507935566
2006-03-13,8636599998
2006-03-14,8849539632
2006-03-15,8930598225
2006-03-16,9005866917
2006-03-17,9036103059
2006-03-20,9005866917
2006-03-21,8971127521
2006-03-22,8986567253
2006-03-23,8935101480
2006-03-24,8971127521
2006-03-27,8980777353
2006-03-28,8884279029
2006-03-29,8987210575
2006-03-30,8990427186
2006-03-31,9006510240
2006-04-03,9160683753
2006-04-04,9343562580
2006-04-05,9460115635
2006-04-06,9508411099
2006-04-07,9501971704
2006-04-10,9529017164
2006-04-11,9170342846
2006-04-12,9330039850
2006-04-13,9208335279
2006-04-17,9219282251
2006-04-18,9498108067
2006-04-19,10065418793
2006-04-20,9787880856
2006-04-21,9710608112
2006-04-24,9539320197
2006-04-25,9512918676
2006-04-26,9845835413
2006-04-27,9883183906
2006-04-28,9758259637
2006-05-01,9198676186
2006-05-02,9337123185
2006-05-03,9334547426
2006-05-04,9444017146
2006-05-05,9707388414
2006-05-08,9175494362
2006-05-09,9142653446
2006-05-10,9151668600
2006-05-11,9075683735
2006-05-12,9008070085
2006-05-15,8919206430
2006-05-16,8979736745
2006-05-17,8751138212
2006-05-18,8487766944
2006-05-19,8528979074
2006-05-22,8417577536
2006-05-23,8548297260
2006-05-24,8726024571
2006-05-25,8788486705
2006-05-26,8841289746
2006-05-30,8556668474
2006-05-31,8628789702
2006-06-01,8596592725
2006-06-02,8760797305
2006-06-05,8724736691
2006-06-06,8530910893
2006-06-07,8500645735
2006-06-08,8523183619
2006-06-09,8545721502
2006-06-12,8267539625
2006-06-13,7958448651
2006-06-14,7888903182
2006-06-15,8263675988
2006-06-16,8239850225
2006-06-19,8190266882
2006-06-20,8194130519
2006-06-21,8451062391
2006-06-22,8472312396
2006-06-23,8503221493
2006-06-26,8638448794
2006-06-27,8588221511
2006-06-28,8611403334
2006-06-29,8821327621
2006-06-30,8961706439
2006-07-03,9143978045
2006-07-05,9039293378
2006-07-06,9134224815
2006-07-07,9027589502
2006-07-10,9051647469
2006-07-11,9135525246
2006-07-12,9073754790
2006-07-13,8831874691
2006-07-14,8646563325
2006-07-17,8783108542
2006-07-18,8320805450
2006-07-19,8511968754
2006-07-20,8368921383
2006-07-21,8207017769
2006-07-24,8387777628
2006-07-25,8509367892
2006-07-26,8326007172
2006-07-27,8358517938
2006-07-28,8452148944
2006-07-31,8398181073
2006-08-01,8274640162
2006-08-02,8270738870
2006-08-03,8342262555
2006-08-04,8267487793
2006-08-07,8234977027
2006-08-08,8155650758
2006-08-09,8069822336
2006-08-10,8186210878
2006-08-11,8151099251
2006-08-14,8052266522
2006-08-15,8278541454
2006-08-16,8435243346
2006-08-17,8596496745
2006-08-18,8651114832
2006-08-21,8556833611
2006-08-22,8612101913
2006-08-23,8615352990
2006-08-24,8453449375
2006-08-25,8348764708
2006-08-28,8436543777
2006-08-29,8267487793
2006-08-30,8439144638
2006-08-31,8462552389
2006-09-01,8659567631
2006-09-05,8655666339
2006-09-06,8663468923
2006-09-07,8589994592
2006-09-08,8648513971
2006-09-11,8576990286
2006-09-12,8792211557
2006-09-13,9355948239
2006-09-14,9486641518
2006-09-15,9623186736
2006-09-18,9528255299
2006-09-19,9438525585
2006-09-20,9432673647
2006-09-21,9393660728
2006-09-22,9389109220
2006-09-25,9551663050
2006-09-26,9684306976
2006-09-27,9708364942
2006-09-28,9746727646
2006-09-29,9688208268
2006-10-02,18638767352
2006-10-03,18654224519
2006-10-04,18992994098
2006-10-05,19205530146
2006-10-06,19195225368
2006-10-09,19324035094
2006-10-10,19798054886
2006-10-11,19644771312
2006-10-12,19563621184
2006-10-13,19257054037
2006-10-16,19126956213
2006-10-17,19121803824
2006-10-18,19155294353
2006-10-19,18915708263
2006-10-20,18755984202
2006-10-23,19096041879
2006-10-24,18935029722
2006-10-25,18936317819
2006-10-26,19575214060
2006-10-27,19257054037
2006-10-30,19965507530
2006-10-31,19429659069
2006-11-01,19199089660
2006-11-02,18931165430
2006-11-03,18722493674
2006-11-06,18583379170
2006-11-07,18781746148
2006-11-08,18606564920
2006-11-09,18449417054
2006-11-10,18260066757
2006-11-13,18242033396
2006-11-14,18242033396
2006-11-15,18548600544
2006-11-16,18726357965
2006-11-17,18956927375
2006-11-20,19134684797
2006-11-21,19205530146
2006-11-22,19342068456
2006-11-24,19289256468
2006-11-27,18932453527
2006-11-28,18704460312
2006-11-29,18625886379
2006-11-30,18467450416
2006-12-01,18329624009
2006-12-04,18772729467
2006-12-05,18896386804
2006-12-06,18946622597
2006-12-07,19040653697
2006-12-08,18954351180
2006-12-11,18716053187
2006-12-12,18819100968
2006-12-13,18829405746
2006-12-14,18813948579
2006-12-15,18788186634
2006-12-18,18676122172
2006-12-19,18774017564
2006-12-20,18916996360
2006-12-21,19244173064
2006-12-22,19263494523
2006-12-26,19210682535
2006-12-27,19533994947
2006-12-28,19772292941
2006-12-29,19566197379
2007-01-03,20061209203
2007-01-04,20277185347
2007-01-05,20272012266
2007-01-08,20645767388
2007-01-09,20776387690
2007-01-10,21326027576
2007-01-11,21729527916
2007-01-12,22308913020
2007-01-16,22174412906
2007-01-17,22398148672
2007-01-18,21993355061
2007-01-19,21944210789
2007-01-22,21892479976
2007-01-23,22780956686
2007-01-24,22242956233
2007-01-25,21946797330
2007-01-26,21878254003
2007-01-29,21801951054
2007-01-30,21742460619
2007-01-31,21695902888
2007-02-01,21897653058
2007-02-02,21866614570
2007-02-05,22069658010
2007-02-06,22089057065
2007-02-07,22314086101
2007-02-08,22430480430
2007-02-09,22461518917
2007-02-12,22156307122
2007-02-13,22051552226
2007-02-14,22262355288
2007-02-15,22708533548
2007-02-16,22443413133
2007-02-20,22502903568
2007-02-21,22327018804
2007-02-22,22633523870
2007-02-23,22548168029
2007-02-26,21672624022
2007-02-27,21085479297
2007-02-28,20595329846
2007-03-01,20503507653
2007-03-02,20136218882
2007-03-05,19723665650
2007-03-06,20057329392
2007-03-07,20149151585
2007-03-08,20376767161
2007-03-09,20513853815
2007-03-12,20603089467
2007-03-13,19833593627
2007-03-14,19864632115
2007-03-15,20164670829
2007-03-16,20184069884
2007-03-19,20473762435
2007-03-20,19959040848
2007-03-21,20489281679
2007-03-22,20456949921
2007-03-23,20738882851
2007-03-26,20631541414
2007-03-27,20507387464
2007-03-28,20265545914
2007-03-29,20176310262
2007-03-30,20215108371
2007-04-02,19888321211
2007-04-03,20134827983
2007-04-04,20105143921
2007-04-05,20199358551
2007-04-09,20052228855
2007-04-10,20467805716
2007-04-11,20266470343
2007-04-12,20199358551
2007-04-13,20373591086
2007-04-16,20727218602
2007-04-17,20854989127
2007-04-18,20700115763
2007-04-19,20192905495
2007-04-20,19983826453
2007-04-23,19706345008
2007-04-24,19702473174
2007-04-25,19723122956
2007-04-26,19734738458
2007-04-27,19551471644
2007-04-30,19320452208
2007-05-01,19210750242
2007-05-02,19184938015
2007-05-03,19226237578
2007-05-04,19219784522
2007-05-07,19155253953
2007-05-08,19013286702
2007-05-09,18859703949
2007-05-10,18797754604
2007-05-11,19241724915
2007-05-14,18934559409
2007-05-15,18690633860
2007-05-16,18675146523
2007-05-17,19113954389
2007-05-18,19126860503
2007-05-21,19142347839
2007-05-22,19021030371
2007-05-23,19019739759
2007-05-24,18879063120
2007-05-25,18711283642
2007-05-29,18895841068
2007-05-30,18898422290
2007-05-31,19816046974
2007-06-01,19914133439
2007-06-04,19737319681
2007-06-05,19643105051
2007-06-06,19519206359
2007-06-07,19276571422
2007-06-08,19619874046
2007-06-11,19918005273
2007-06-12,20043194576
2007-06-13,20257436063
2007-06-14,20290991959
2007-06-15,20378753532
2007-06-18,20685919038
2007-06-19,20786586725
2007-06-20,20374881698
2007-06-21,20216136499
2007-06-22,20070297414
2007-06-25,19943817500
2007-06-26,20172255713
2007-06-27,20585251351
2007-06-28,20494908555
2007-06-29,20209683442
2007-07-02,21294546226
2007-07-03,21328001916
2007-07-05,21089951819
2007-07-06,21315134343
2007-07-09,21141422110
2007-07-10,21083518032
2007-07-11,21213480518
2007-07-12,21270097838
2007-07-13,21726896672
2007-07-16,21497853876
2007-07-17,21122120751
2007-07-18,22428179390
2007-07-19,22506671584
2007-07-20,22069174109
2007-07-23,22174688206
2007-07-24,21470831974
2007-07-25,21720462886
2007-07-26,21282965411
2007-07-27,21032047741
2007-07-30,21154289683
2007-07-31,20523778616
2007-08-01,20005215432
2007-08-02,20324331237
2007-08-03,19430034928
2007-08-06,20112016286
2007-08-07,20339772324
2007-08-08,20908519042
2007-08-09,20128744131
2007-08-10,20330765024
2007-08-13,19659077723
2007-08-14,18903751200
2007-08-15,18696583278
2007-08-16,19723415587
2007-08-17,20748961140
2007-08-20,20343632596
2007-08-21,20396389645
2007-08-22,20639586771
2007-08-23,20571388635
2007-08-24,20415691004
2007-08-27,20243265528
2007-08-28,19346395704
2007-08-29,19909995393
2007-08-30,19834076713
2007-08-31,19957605412
2007-09-04,20279294732
2007-09-05,20168633606
2007-09-06,20162199820
2007-09-07,19634629335
2007-09-10,19571578228
2007-09-11,20276721218
2007-09-12,19908708636
2007-09-13,20418264519
2007-09-14,20357786926
2007-09-17,20330765024
2007-09-18,21810535896
2007-09-19,21962373255
2007-09-20,21457964401
2007-09-21,21885167818
2007-09-24,21244362692
2007-09-25,21730756944
2007-09-26,21712742342
2007-09-27,22206857138
2007-09-28,22313657992
2007-10-01,22656211507
2007-10-02,22783826717
2007-10-03,23048080436
2007-10-04,22819919908
2007-10-05,23115110647
2007-10-08,23102220222
2007-10-09,24012284248
2007-10-10,23888536165
2007-10-11,23700335956
2007-10-12,23718382552
2007-10-15,23370341068
2007-10-16,23742874360
2007-10-17,25265233588
2007-10-18,24691609662
2007-10-19,24069002120
2007-10-22,24471183389
2007-10-23,24704500087
2007-10-24,24392551795
2007-10-25,25155664972
2007-10-26,25578470922
2007-10-29,25367067947
2007-10-30,25480503690
2007-10-31,26676735158
2007-11-01,25838857513
2007-11-02,25690617622
2007-11-05,25200781461
2007-11-06,25368356990
2007-11-07,24781842639
2007-11-08,24607821897
2007-11-09,24646493173
2007-11-12,24359036689
2007-11-13,25222695184
2007-11-14,25291014438
2007-11-15,25329685714
2007-11-16,24780553596
2007-11-19,23763499040
2007-11-20,24201773500
2007-11-21,24156657012
2007-11-23,24569150621
2007-11-26,24092204885
2007-11-27,24749616576
2007-11-28,25837568471
2007-11-29,25475347520
2007-11-30,25570736667
2007-12-03,26226859315
2007-12-04,26197211337
2007-12-05,26038659106
2007-12-06,27450160676
2007-12-07,27477230569
2007-12-10,28494285125
2007-12-11,27553284078
2007-12-12,26812084624
2007-12-13,26937121749
2007-12-14,26934543664
2007-12-17,26198500379
2007-12-18,26335138887
2007-12-19,26605837819
2007-12-20,26445996545
2007-12-21,27862654285
2007-12-24,28291905448
2007-12-26,28620611293
2007-12-27,28137220344
2007-12-28,28275147895
2007-12-31,28058676375
2008-01-02,27865837686
2008-01-03,29223473826
2008-01-04,27305440690
2008-01-07,26751514791
2008-01-08,26030634591
2008-01-09,25855914973
2008-01-10,27027183521
2008-01-11,26409840872
2008-01-14,26971532087
2008-01-15,26189823576
2008-01-16,26363248974
2008-01-17,26525026398
2008-01-18,26078520708
2008-01-22,26272653617
2008-01-23,26921057531
2008-01-24,27631583976
2008-01-25,26926234408
2008-01-28,27217433771
2008-01-29,28401644513
2008-01-30,27955138824
2008-01-31,28524595355
2008-02-01,28544008646
2008-02-04,28446942192
2008-02-05,27133309511
2008-02-06,26475846061
2008-02-07,26492670913
2008-02-08,26518555301
2008-02-11,26162644968
2008-02-12,26745043694
2008-02-13,26658330995
2008-02-14,25707079743
2008-02-15,25338227217
2008-02-19,24377916430
2008-02-20,24698882838
2008-02-21,24335207190
2008-02-22,24018123439
2008-02-25,25045733635
2008-02-26,25606130631
2008-02-27,26052636320
2008-02-28,25522006370
2008-02-29,25010789711
2008-03-03,24864542920
2008-03-04,25748494764
2008-03-05,26198883111
2008-03-06,23941764495
2008-03-07,23756691122
2008-03-10,22985336366
2008-03-11,24352032042
2008-03-12,23746337367
2008-03-13,24133308965
2008-03-14,23165232861
2008-03-17,22927096493
2008-03-18,24183783521
2008-03-19,24594051068
2008-03-20,26673861627
2008-03-24,29059107963
2008-03-25,29342542010
2008-03-26,28615190712
2008-03-27,26210531086
2008-03-28,25806734636
2008-03-31,26561711270
2008-04-01,28679571293
2008-04-02,28476631389
2008-04-03,29046424196
2008-04-04,28617128246
2008-04-07,28583304929
2008-04-08,28909830030
2008-04-09,28523463675
2008-04-10,28670465015
2008-04-11,26993609015
2008-04-14,26388691993
2008-04-15,26693101849
2008-04-16,26720420682
2008-04-17,26278115764
2008-04-18,26583826516
2008-04-21,26259903208
2008-04-22,25311549426
2008-04-23,25178857951
2008-04-24,26343160605
2008-04-25,26452435937
2008-04-28,26365275850
2008-04-29,26122008145
2008-04-30,26250796930
2008-05-01,27571207203
2008-05-02,28131893732
2008-05-05,28021317502
2008-05-06,28483135873
2008-05-07,27598526036
2008-05-08,27895130511
2008-05-09,27579012584
2008-05-12,28079857859
2008-05-13,27936759209
2008-05-14,27737721996
2008-05-15,28502649326
2008-05-16,28151407184
2008-05-19,27741624686
2008-05-20,26883032785
2008-05-21,26119406351
2008-05-22,26455037731
2008-05-23,27124999593
2008-05-27,27918546654
2008-05-28,28021317502
2008-05-29,28814864563
2008-05-30,29268877553
2008-06-02,28636641698
2008-06-03,28274992382
2008-06-04,28103274002
2008-06-05,29077645720
2008-06-06,27775448003
2008-06-09,27826182979
2008-06-10,27577711687
2008-06-11,26408205446
2008-06-12,26401700961
2008-06-13,27351355640
2008-06-16,27148415736
2008-06-17,26616348937
2008-06-18,26663181222
2008-06-19,26802377182
2008-06-20,25627667354
2008-06-23,25960696939
2008-06-24,25253009069
2008-06-25,24658499223
2008-06-26,23507205537
2008-06-27,23103927523
2008-06-30,23065790046
2008-07-01,22939384303
2008-07-02,21905984783
2008-07-03,22097548124
2008-07-07,21399058663
2008-07-08,22681360211
2008-07-09,21720937202
2008-07-10,22538013494
2008-07-11,22767368242
2008-07-14,21714421442
2008-07-15,21395149207
2008-07-16,23319904682
2008-07-17,27139443135
2008-07-18,28408713164
2008-07-21,27783200213
2008-07-22,28789233542
2008-07-23,29004253618
2008-07-24,27626821976
2008-07-25,28447807723
2008-07-28,27294518221
2008-07-29,28825721797
2008-07-30,28864816357
2008-07-31,28240606558
2008-08-01,28580729225
2008-08-04,28330524045
2008-08-05,29744443943
2008-08-06,29138478272
2008-08-07,28303157853
2008-08-08,29005556770
2008-08-11,30070231938
2008-08-12,29264884014
2008-08-13,28688890839
2008-08-14,28343555565
2008-08-15,28239303406
2008-08-18,27405286139
2008-08-19,27131624223
2008-08-20,27444380698
2008-08-21,27555148617
2008-08-22,27796231733
2008-08-25,26925726210
2008-08-26,27066466624
2008-08-27,27750621414
2008-08-28,28506449562
2008-08-29,28310976765
2008-09-02,28630249000
2008-09-03,28871332116
2008-09-04,27484778410
2008-09-05,27568180136
2008-09-08,29154116096
2008-09-09,27470443738
2008-09-10,28200208847
2008-09-11,28773595718
2008-09-12,26453985194
2008-09-15,26193354798
2008-09-16,27637247191
2008-09-17,24499257224
2008-09-18,27083407600
2008-09-19,27366191580
2008-09-22,24596993622
2008-09-23,24114827389
2008-09-24,25660365638
2008-09-25,24937116289
2008-09-26,26194657949
2008-09-29,24890202818
2008-09-30,25327054401
2008-10-01,23481890591
2008-10-02,22403700306
2008-10-03,23764459785
2008-10-06,22397189496
2008-10-07,22299527332
2008-10-08,21746108406
2008-10-09,19994700273
2008-10-10,20704378662
2008-10-13,23418084645
2008-10-14,22035188409
2008-10-15,18614408363
2008-10-16,19059747828
2008-10-17,19365755940
2008-10-20,18649566741
2008-10-21,16954151583
2008-10-22,15609018051
2008-10-23,14698806687
2008-10-24,15170189397
2008-10-27,13939646136
2008-10-28,16666373741
2008-10-29,17098691585
2008-10-30,16898158609
2008-10-31,17102598072
2008-11-03,17929471056
2008-11-04,18757646202
2008-11-05,17783628892
2008-11-06,16101235355
2008-11-07,16353854818
2008-11-10,15046483989
2008-11-11,14974865070
2008-11-12,13862818568
2008-11-13,15455362914
2008-11-14,14339409926
2008-11-17,13855005595
2008-11-18,13834171000
2008-11-19,12875779635
2008-11-20,12985161258
2008-11-21,14180546140
2008-11-24,15122009396
2008-11-25,15291290479
2008-11-26,16241868871
2008-11-28,16369480764
2008-12-01,13940948299
2008-12-02,14761310472
2008-12-03,15860335352
2008-12-04,15071225071
2008-12-05,16708042931
2008-12-08,17986766192
2008-12-09,17334382940
2008-12-10,17282296452
2008-12-11,15451456427
2008-12-12,15646780754
2008-12-15,15079038044
2008-12-16,16826539689
2008-12-17,16972381854
2008-12-18,16564805091
2008-12-19,17762794297
2008-12-22,17356519697
2008-12-23,16788776986
2008-12-24,16700229958
2008-12-26,16459329955
2008-12-29,16172854275
2008-12-30,16886439150
2008-12-31,17538660057
2009-01-02,18188433747
2009-01-05,18143982428
2009-01-06,18282565952
2009-01-07,17099376436
2009-01-08,17405306101
2009-01-09,16643096722
2009-01-12,16150210040
2009-01-13,16602567579
2009-01-14,15636405090
2009-01-15,15253339313
2009-01-16,15317401508
2009-01-20,13523660055
2009-01-21,14185200270
2009-01-22,14024391087
2009-01-23,14623176500
2009-01-26,13995628469
2009-01-27,14170818961
2009-01-28,15623331173
2009-01-29,14162974611
2009-01-30,14224422022
2009-02-02,14441449049
2009-02-03,14284562041
2009-02-04,14879425279
2009-02-05,15202351036
2009-02-06,16014241300
2009-02-09,15534428535
2009-02-10,14897728763
2009-02-11,14912110072
2009-02-12,14901650938
2009-02-13,14591799098
2009-02-17,13779908834
2009-02-18,13930258883
2009-02-19,13458290468
2009-02-20,13475286561
2009-02-23,12795442861
2009-02-24,13995628469
2009-02-25,13802134493
2009-02-26,13170664288
2009-02-27,12656859338
2009-03-02,12069840451
2009-03-03,11841046898
2009-03-04,12595411926
2009-03-05,11952175195
2009-03-06,12080299585
2009-03-09,11884190825
2009-03-10,13139286886
2009-03-11,13768142308
2009-03-12,14538196037
2009-03-13,14119830684
2009-03-16,13583800074
2009-03-17,14340779886
2009-03-18,15948871714
2009-03-19,14876810495
2009-03-20,14899036155
2009-03-23,17513819615
2009-03-24,16792139380
2009-03-25,17329477381
2009-03-26,17870737557
2009-03-27,16667937165
2009-03-30,16328015315
2009-03-31,17094374779
2009-04-01,17179820362
2009-04-02,17931741492
2009-04-03,18140754534
2009-04-06,17926483302
2009-04-07,16902450854
2009-04-08,16960290941
2009-04-09,18146012723
