,ROK
2009-04-13,4014355000
2009-04-14,3942190000
2009-04-15,3909645000
2009-04-16,4133215000
2009-04-17,4288865000
2009-04-20,3981810000
2009-04-21,4107745000
2009-04-22,4220944999
2009-04-23,4305845000
2009-04-24,4430365000
2009-04-27,4266225000
2009-04-28,4232265000
2009-04-29,4677990000
2009-04-30,4469985000
2009-05-01,4518095000
2009-05-04,4724685000
2009-05-05,4963820000
2009-05-06,4970895000
2009-05-07,4782700000
2009-05-08,4907220000
2009-05-11,4644030000
2009-05-12,4598750000
2009-05-13,4406310000
2009-05-14,4424705000
2009-05-15,4414800000
2009-05-18,4645445000
2009-05-19,4656764999
2009-05-20,4523755000
2009-05-21,4311505000
2009-05-22,4314335000
2009-05-26,4431780000
2009-05-27,4257735000
2009-05-28,4201135000
2009-05-29,4342635000
2009-06-01,4628465000
2009-06-02,4642615000
2009-06-03,4508190000
2009-06-04,4638370000
2009-06-05,4751570000
2009-06-08,4661010000
2009-06-09,4683650000
2009-06-10,4673745000
2009-06-11,4717610000
2009-06-12,4731760000
2009-06-15,4506775000
2009-06-16,4393575000
2009-06-17,4293110000
2009-06-18,4294525000
2009-06-19,4335560000
2009-06-22,4220944999
2009-06-23,4215285000
2009-06-24,4328485000
2009-06-25,4441685000
2009-06-26,4518095000
2009-06-29,4602995000
2009-06-30,4548192000
2009-07-01,4604832000
2009-07-02,4466064000
2009-07-06,4426416000
2009-07-07,4293312000
2009-07-08,4279152000
2009-07-09,4347120000
2009-07-10,4409424000
2009-07-13,4604832000
2009-07-14,4628904000
2009-07-15,4863960000
2009-07-16,4970160000
2009-07-17,4958832000
2009-07-20,5161320000
2009-07-21,5123088000
2009-07-22,5198136000
2009-07-23,5543640000
2009-07-24,5630016000
2009-07-27,5608776000
2009-07-28,5610192000
2009-07-29,5778696000
2009-07-30,5765952000
2009-07-31,5863655999
2009-08-03,5917464000
2009-08-04,5964192000
2009-08-05,5838168000
2009-08-06,5883480000
2009-08-07,6001008000
2009-08-10,5857992000
2009-08-11,5764536000
2009-08-12,5877816000
2009-08-13,5826840000
2009-08-14,5664000000
2009-08-17,5458680000
2009-08-18,5525232000
2009-08-19,5570544000
2009-08-20,5536560000
2009-08-21,5699400000
2009-08-24,5654088000
2009-08-25,5792855999
2009-08-26,5805600000
2009-08-27,5811264000
2009-08-28,5927376000
2009-08-31,5925960000
2009-09-01,5833920000
2009-09-02,5795688000
2009-09-03,5740464000
2009-09-04,5819760000
2009-09-08,5876400000
2009-09-09,5974104000
2009-09-10,6110040000
2009-09-11,6159600000
2009-09-14,6190752000
2009-09-15,6238896000
2009-09-16,6302616000
2009-09-17,6247392000
2009-09-18,6257304000
2009-09-21,6193584000
2009-09-22,6287040000
2009-09-23,6238896000
2009-09-24,6051984000
2009-09-25,5981184000
2009-09-28,6067560000
2009-09-29,6063312000
2009-09-30,6074760000
2009-10-01,5863712000
2009-10-02,5810950000
2009-10-05,5887954000
2009-10-06,5967810000
2009-10-07,5883676000
2009-10-08,5962106000
2009-10-09,5893658000
2009-10-12,5933586000
2009-10-13,5907918000
2009-10-14,6070482000
2009-10-15,6116114000
2009-10-16,6036258000
2009-10-19,6094724000
2009-10-20,6049092000
2009-10-21,6174580000
2009-10-22,6255862000
2009-10-23,6168876000
2009-10-26,6108984000
2009-10-27,6081890000
2009-10-28,5879398000
2009-10-29,6120392000
2009-10-30,5839470000
2009-11-02,5743928000
2009-11-03,5999182000
2009-11-04,5996330000
2009-11-05,6302920000
2009-11-06,6177432000
2009-11-09,6174580000
2009-11-10,6204526000
2009-11-11,6244454000
2009-11-12,6137504000
2009-11-13,6221638000
2009-11-16,6452650000
2009-11-17,6444094000
2009-11-18,6491152000
2009-11-19,6359960000
2009-11-20,6288660000
2009-11-23,6315754000
2009-11-24,6361386000
2009-11-25,6295790000
2009-11-27,6204526000
2009-11-30,6201674000
2009-12-01,6282956000
2009-12-02,6295790000
2009-12-03,6274400000
2009-12-04,6511115999
2009-12-07,6553896000
2009-12-08,6462632000
2009-12-09,6582415999
2009-12-10,6720738000
2009-12-11,6782056000
2009-12-14,6861912000
2009-12-15,6648012000
2009-12-16,6630900000
2009-12-17,6518246000
2009-12-18,6474040000
2009-12-21,6716460000
2009-12-22,6767796000
2009-12-23,6756388000
2009-12-24,6866190000
2009-12-28,6759240000
2009-12-29,6709330000
2009-12-30,6727868000
2009-12-31,6671160000
2010-01-04,6777660000
2010-01-05,6723700000
2010-01-06,6851500000
2010-01-07,6926760000
2010-01-08,7023320000
2010-01-11,6958000000
2010-01-12,6847240000
2010-01-13,6879900000
2010-01-14,6901200000
2010-01-15,6771980000
2010-01-19,6982140000
2010-01-20,6867120000
2010-01-21,6770560000
2010-01-22,6534840000
2010-01-25,6621460000
2010-01-26,6554719999
2010-01-27,7219280000
2010-01-28,7091480000
2010-01-29,6850080000
2010-02-01,7064500000
2010-02-02,7054560000
2010-02-03,6990660000
2010-02-04,6803219999
2010-02-05,6888420000
2010-02-08,6774820000
2010-02-09,7029000000
2010-02-10,7058820000
2010-02-11,7202240000
2010-02-12,7303060000
2010-02-16,7501860000
2010-02-17,7538780000
2010-02-18,7636760000
2010-02-19,7712020000
2010-02-22,7673680000
2010-02-23,7561500000
2010-02-24,7636760000
2010-02-25,7599840000
2010-02-26,7680780000
2010-03-01,7828460000
2010-03-02,7902300000
2010-03-03,7846920000
2010-03-04,7810000000
2010-03-05,7949160000
2010-03-08,7971880000
2010-03-09,7959100000
2010-03-10,7974719999
2010-03-11,7929280000
2010-03-12,7861120000
2010-03-15,7808580000
2010-03-16,7856860000
2010-03-17,7842660000
2010-03-18,7828460000
2010-03-19,7862540000
2010-03-22,7932120000
2010-03-23,8062760000
2010-03-24,7926440000
2010-03-25,7940640000
2010-03-26,7871060000
2010-03-29,7888100000
2010-03-30,7974719999
2010-03-31,8014392000
2010-04-01,8054208000
2010-04-05,8150904000
2010-04-06,8253288000
2010-04-07,8192142000
2010-04-08,8386956000
2010-04-09,8409708000
2010-04-12,8476542000
2010-04-13,8408286000
2010-04-14,8586036000
2010-04-15,8645760000
2010-04-16,8533422000
2010-04-19,8428194000
2010-04-20,8630118000
2010-04-21,8591724000
2010-04-22,8826354000
2010-04-23,8917362000
2010-04-26,8934426000
2010-04-27,8712594000
2010-04-28,8698374000
2010-04-29,8802180000
2010-04-30,8634384000
2010-05-03,8904564000
2010-05-04,8522046000
2010-05-05,8468010000
2010-05-06,8155170000
2010-05-07,8039988000
2010-05-10,8537688000
2010-05-11,8543376000
2010-05-12,8870436000
2010-05-13,8695530000
2010-05-14,8432460000
2010-05-17,8433882000
2010-05-18,8243334000
2010-05-19,8062740000
2010-05-20,7417151999
2010-05-21,7600590000
2010-05-24,7511004000
2010-05-25,7371648000
2010-05-26,7458390000
2010-05-27,7717194000
2010-05-28,7597746000
2010-06-01,7425684000
2010-06-02,7693020000
2010-06-03,7785450000
2010-06-04,7317612000
2010-06-07,7051698000
2010-06-08,7171146000
2010-06-09,7149816000
2010-06-10,7493940000
2010-06-11,7519536000
2010-06-14,7360272000
2010-06-15,7693020000
2010-06-16,7684488000
2010-06-17,7653204000
2010-06-18,7654626000
2010-06-21,7671690000
2010-06-22,7424262000
2010-06-23,7395822000
2010-06-24,7247934000
2010-06-25,7414308000
2010-06-28,7334676000
2010-06-29,6983442000
2010-06-30,6956053000
2010-07-01,6954636000
2010-07-02,6995729000
2010-07-06,6965971999
2010-07-07,7184190000
2010-07-08,7320221999
2010-07-09,7371234000
2010-07-12,7281963000
2010-07-13,7463339000
2010-07-14,7443501000
2010-07-15,7342894000
2010-07-16,7154433000
2010-07-19,7221032000
2010-07-20,7331558000
2010-07-21,7290465000
2010-07-22,7542691000
2010-07-23,7732569000
2010-07-26,7904026000
2010-07-27,7929532000
2010-07-28,7726901000
2010-07-29,7738237000
2010-07-30,7673055000
2010-08-02,7885605000
2010-08-03,7838844000
2010-08-04,7923864000
2010-08-05,7986212000
2010-08-06,7952204000
2010-08-09,8038641000
2010-08-10,8008884000
2010-08-11,7440667000
2010-08-12,7277712000
2010-08-13,7293299000
2010-08-16,7212530000
2010-08-17,7345728000
2010-08-18,7439250000
2010-08-19,7235202000
2010-08-20,7165769000
2010-08-23,7065162000
2010-08-24,6992895000
2010-08-25,7067996000
2010-08-26,7194109000
2010-08-27,7417995000
2010-08-30,7235202000
2010-08-31,7246538000
2010-09-01,7571031000
2010-09-02,7731152000
2010-09-03,7860099000
2010-09-07,7763743000
2010-09-08,7987629000
2010-09-09,7962123000
2010-09-10,8153418000
2010-09-13,8445320000
2010-09-14,8438235000
2010-09-15,8409895000
2010-09-16,8416980000
2010-09-17,8494915000
2010-09-20,8667789000
2010-09-21,8605441000
2010-09-22,8537425000
2010-09-23,8465158000
2010-09-24,8744307000
2010-09-27,8670623000
2010-09-28,8816574000
2010-09-29,8847748000
2010-09-30,8787028765
2010-10-01,8806957228
2010-10-04,8664611063
2010-10-05,8903752620
2010-10-06,8834002999
2010-10-07,8815497998
2010-10-08,8916563775
2010-10-11,8856778386
2010-10-12,8835426461
2010-10-13,8954997240
2010-10-14,8829732614
2010-10-15,8814074536
2010-10-18,8876706849
2010-10-19,8690233373
2010-10-20,8848237616
2010-10-21,8979196088
2010-10-22,8926528007
2010-10-25,9087379173
2010-10-26,9013359167
2010-10-27,8915140313
2010-10-28,8861048771
2010-10-29,8878130311
2010-11-01,9007665321
2010-11-02,9192715335
2010-11-03,9239689570
2010-11-04,9447514971
2010-11-05,9461749587
2010-11-08,9441821124
2010-11-09,9253924186
2010-11-10,9393423428
2010-11-11,9372071503
2010-11-12,9209796875
2010-11-15,9206949952
2010-11-16,9070297633
2010-11-17,9083108788
2010-11-18,9380612273
2010-11-19,9426163046
2010-11-22,9530075746
2010-11-23,9374918426
2010-11-24,9579896904
2010-11-26,9550004209
2010-11-29,9468866895
2010-11-30,9411928429
2010-12-01,9624024215
2010-12-02,9743594994
2010-12-03,9735054224
2010-12-06,9787722305
2010-12-07,9903022699
2010-12-08,9819038461
2010-12-09,9903022699
2010-12-10,10063873865
2010-12-13,10143587717
2010-12-14,10230418878
2010-12-15,10129353101
2010-12-16,10256041188
2010-12-17,10257464649
2010-12-20,10236112725
2010-12-21,10305862346
2010-12-22,10312979654
2010-12-23,10219031185
2010-12-27,10297321576
2010-12-28,10273122728
2010-12-29,10233265801
2010-12-30,10234689263
2010-12-31,10348308322
2011-01-03,10838954651
2011-01-04,10626822268
2011-01-05,10655683816
2011-01-06,10541680699
2011-01-07,10456539130
2011-01-10,10447880665
2011-01-11,10414689884
2011-01-12,10498388376
2011-01-13,10525806847
2011-01-14,10534465312
2011-01-18,10745154618
2011-01-19,10706191527
2011-01-20,10909665446
2011-01-21,10739382308
2011-01-24,10784117709
2011-01-25,10778345399
2011-01-26,11733662664
2011-01-27,11934250428
2011-01-28,11593684152
2011-01-31,11690370341
2011-02-01,11870755021
2011-02-02,11968884287
2011-02-03,11927035041
2011-02-04,11912604267
2011-02-07,12139167425
2011-02-08,12284918246
2011-02-09,12357072118
2011-02-10,12525912179
2011-02-11,12686093775
2011-02-14,12813084589
2011-02-15,12753918414
2011-02-16,13129118549
2011-02-17,12960278488
2011-02-18,12898226158
2011-02-22,12547558340
2011-02-23,12374389048
2011-02-24,12566318347
2011-02-25,12817413822
2011-02-28,12660118381
2011-03-01,12319552105
2011-03-02,12422010603
2011-03-03,12883795384
2011-03-04,12683207620
2011-03-07,12515810637
2011-03-08,12784223040
2011-03-09,12709183014
2011-03-10,12361401351
2011-03-11,12583635276
2011-03-14,12561989115
2011-03-15,12422010603
2011-03-16,12198333600
2011-03-17,12550444495
2011-03-18,12699081472
2011-03-21,13062736986
2011-03-22,12941518481
2011-03-23,13157980097
2011-03-24,13287857067
2011-03-25,13427835579
2011-03-28,13305173996
2011-03-29,13550497161
2011-03-30,13569257168
2011-03-31,13554780405
2011-04-01,13891322761
2011-04-04,13875569714
2011-04-05,13713742964
2011-04-06,13427323938
2011-04-07,13371472228
2011-04-08,13229694810
2011-04-11,13233991096
2011-04-12,13138040722
2011-04-13,13110830915
2011-04-14,13172411005
2011-04-15,13325645184
2011-04-18,13054979205
2011-04-19,13106534629
2011-04-20,13553348310
2011-04-21,13632113542
2011-04-25,13537595263
2011-04-26,14011618751
2011-04-27,12817251413
2011-04-28,12639671617
2011-04-29,12477844867
2011-05-02,12457795535
2011-05-03,12096907563
2011-05-04,11840562534
2011-05-05,11998092999
2011-05-06,12078290326
2011-05-09,12152759273
2011-05-10,12370437732
2011-05-11,12005253474
2011-05-12,12026734901
2011-05-13,11820513203
2011-05-16,11711673973
2011-05-17,11521205320
2011-05-18,11975179477
2011-05-19,11963722716
2011-05-20,11863476056
2011-05-23,11658686453
2011-05-24,11594242172
2011-05-25,11789007110
2011-05-26,11905006815
2011-05-27,11919327766
2011-05-31,11902142625
2011-06-01,11599970553
2011-06-02,11893550054
2011-06-03,11654390167
2011-06-06,11534094177
2011-06-07,11581353316
2011-06-08,11349353905
2011-06-09,11408069805
2011-06-10,11193255536
2011-06-13,11038589262
2011-06-14,11496859703
2011-06-15,11210440677
2011-06-16,11219033248
2011-06-17,11330736668
2011-06-20,11426687042
2011-06-21,11715970258
2011-06-22,11644365502
2011-06-23,11705945592
2011-06-24,11545550938
2011-06-27,11620019884
2011-06-28,12026734901
2011-06-29,12294536691
2011-06-30,12354107778
2011-07-01,12671646509
2011-07-05,12564850972
2011-07-06,12553459448
2011-07-07,12720060486
2011-07-08,12482262423
2011-07-11,12186082799
2011-07-12,11918381985
2011-07-13,11902718639
2011-07-14,11504015299
2011-07-15,11548157455
2011-07-18,11565244741
2011-07-19,11800194923
2011-07-20,11794499161
2011-07-21,11938317152
2011-07-22,11825825852
2011-07-25,11807314626
2011-07-26,11485504073
2011-07-27,10974309433
2011-07-28,10463114794
2011-07-29,10218197028
2011-08-01,10131336657
2011-08-02,9638653244
2011-08-03,10084346620
2011-08-04,9294059643
2011-08-05,8895356303
2011-08-08,8039568063
2011-08-09,8670373704
2011-08-10,8338595568
2011-08-11,8835550802
2011-08-12,9245645666
2011-08-15,9188688046
2011-08-16,8972249090
2011-08-17,8827007159
2011-08-18,7935620406
2011-08-19,7640864722
2011-08-22,7647984425
2011-08-23,8160603005
2011-08-24,8391281366
2011-08-25,8220408506
2011-08-26,8520859952
2011-08-29,8619111846
2011-08-30,8875421136
2011-08-31,9131730426
2011-09-01,8883964779
2011-09-02,8443967165
2011-09-06,8142091779
2011-09-07,8436847462
2011-09-08,8224680328
2011-09-09,8053807468
2011-09-12,8140667838
2011-09-13,8284485829
2011-09-14,8355682854
2011-09-15,8559306345
2011-09-16,8471022034
2011-09-19,8340019508
2011-09-20,8036720182
2011-09-21,7696398402
2011-09-22,7338989337
2011-09-23,7445784874
2011-09-26,7814585464
2011-09-27,8256007019
2011-09-28,8055231408
2011-09-29,8180538172
2011-09-30,7974066800
2011-10-03,7767595427
2011-10-04,8228952149
2011-10-05,8469598094
2011-10-06,8671797645
2011-10-07,8425455938
2011-10-10,8770049539
2011-10-11,8809919873
2011-10-12,9134578307
2011-10-13,9036326413
2011-10-14,9399431240
2011-10-17,8844094445
2011-10-18,9298331465
2011-10-19,9064805223
2011-10-20,9069077044
2011-10-21,9474900087
2011-10-24,9739753020
2011-10-25,9198655630
2011-10-26,9311146929
2011-10-27,10017421417
2011-10-28,10122793014
2011-10-31,9632957482
2011-11-01,9352441204
2011-11-02,9843700676
2011-11-03,10184022456
2011-11-04,9964735619
2011-11-07,9940528630
2011-11-08,10584149736
2011-11-09,10015997477
2011-11-10,10275154648
2011-11-11,10626867951
2011-11-14,10478778139
2011-11-15,10589845498
2011-11-16,10286546172
2011-11-17,10037356584
2011-11-18,10145576062
2011-11-21,9806678223
2011-11-22,9852244319
2011-11-23,9564608338
2011-11-25,9527585885
2011-11-28,10115673312
2011-11-29,10100009966
2011-11-30,10683825571
2011-12-01,10557094867
2011-12-02,10625444011
2011-12-05,10841882967
2011-12-06,11002788243
2011-12-07,11032690994
2011-12-08,10833339324
2011-12-09,11031267053
2011-12-12,10747902894
2011-12-13,10745055013
2011-12-14,10266611005
2011-12-15,10258067362
2011-12-16,10231012492
2011-12-19,10265187064
2011-12-20,10652498880
2011-12-21,10316448922
2011-12-22,10551399105
2011-12-23,10561366688
2011-12-27,10585573677
2011-12-28,10258067362
2011-12-29,10457419032
2011-12-30,10447451448
2012-01-03,10798582654
2012-01-04,10895635737
2012-01-05,10817136920
2012-01-06,10330444257
2012-01-09,10438915349
2012-01-10,10684402558
2012-01-11,11129704935
2012-01-12,11362346882
2012-01-13,11365201385
2012-01-17,11428000438
2012-01-18,11692041912
2012-01-19,11667778641
2012-01-20,11559307549
2012-01-23,11567871057
2012-01-24,11667778641
2012-01-25,11335229109
2012-01-26,11068333133
2012-01-27,10975561804
2012-01-30,11136841191
2012-01-31,11114005172
2012-02-01,11405164419
2012-02-02,11435136694
2012-02-03,11636379115
2012-02-06,11599270583
2012-02-07,11609261342
2012-02-08,11709168926
2012-02-09,11682051153
2012-02-10,11455118211
2012-02-13,11546462288
2012-02-14,11388037404
2012-02-15,11388037404
2012-02-16,11596416081
2012-02-17,11746277458
2012-02-21,11918974854
2012-02-22,11732004946
2012-02-23,11652078878
2012-02-24,11799085753
2012-02-27,11603552337
2012-02-28,11540753284
2012-02-29,11415155177
2012-03-01,11604979588
2012-03-02,11459399965
2012-03-05,11349501621
2012-03-06,10914190002
2012-03-07,11236748776
2012-03-08,11510781008
2012-03-09,11519344515
2012-03-12,11770540728
2012-03-13,12067408980
2012-03-14,11943238125
2012-03-15,12031727700
2012-03-16,11947519878
2012-03-19,11906129593
2012-03-20,11620679351
2012-03-21,11620679351
2012-03-22,11477954230
2012-03-23,11459399965
2012-03-26,11627815607
2012-03-27,11526480771
2012-03-28,11335229109
2012-03-29,11393746409
2012-03-30,11375192143
2012-04-02,11308799312
2012-04-03,11173296974
2012-04-04,11025091291
2012-04-05,11188823283
2012-04-09,10905115262
2012-04-10,10755498097
2012-04-11,10885354505
2012-04-12,11317268208
2012-04-13,10938990847
2012-04-16,11013799430
2012-04-17,11265043348
2012-04-18,11092842460
2012-04-19,11030737222
2012-04-20,11056143910
2012-04-23,10744206236
2012-04-24,10924876020
2012-04-25,10659517274
2012-04-26,10938990847
2012-04-27,11036383153
2012-04-30,10916407124
2012-05-01,11027914256
2012-05-02,11043440566
2012-05-03,11070258737
2012-05-04,10855713368
2012-05-07,10845832989
2012-05-08,11008153499
2012-05-09,10946048260
2012-05-10,10893823401
2012-05-11,10941813812
2012-05-14,10821837784
2012-05-15,10693392859
2012-05-16,10579062761
2012-05-17,10176790194
2012-05-18,10068106027
2012-05-21,10419565217
2012-05-22,10679278032
2012-05-23,10711742134
2012-05-24,10721622513
2012-05-25,10632699103
2012-05-29,10899469332
2012-05-30,10566359417
2012-05-31,10234660985
2012-06-01,9711000907
2012-06-04,9445642161
2012-06-05,9487986642
2012-06-06,9751933905
2012-06-07,9761814284
2012-06-08,9862029555
2012-06-11,9705354976
2012-06-12,9894493656
2012-06-13,9737819078
2012-06-14,9705354976
2012-06-15,9766048732
2012-06-18,9730761664
2012-06-19,9814039143
2012-06-20,9739230561
2012-06-21,9425881403
2012-06-22,9256503481
2012-06-25,9156288210
2012-06-26,9039135146
2012-06-27,9075833696
2012-06-28,8900809843
2012-06-29,9324254650
2012-07-02,9011508000
2012-07-03,9099582000
2012-07-05,9148512000
2012-07-06,9113562000
2012-07-09,9087000000
2012-07-10,8847942000
2012-07-11,8849340000
2012-07-12,8600496000
2012-07-13,8785032000
2012-07-16,8726316000
2012-07-17,8668998000
2012-07-18,9182064000
2012-07-19,9212820000
2012-07-20,9073020000
2012-07-23,9208626000
2012-07-24,9107970000
2012-07-25,8803206000
2012-07-26,9059040000
2012-07-27,9492420000
2012-07-30,9576300000
2012-07-31,9416928000
2012-08-01,9254760000
2012-08-02,9300894000
2012-08-03,9633618000
2012-08-06,9671364000
2012-08-07,9875472000
2012-08-08,9826542000
2012-08-09,9935586000
2012-08-10,9927198000
2012-08-13,9998496000
2012-08-14,10065600000
2012-08-15,9987312000
2012-08-16,10185828000
2012-08-17,10306056000
2012-08-20,10181634000
2012-08-21,10107540000
2012-08-22,10011078000
2012-08-23,10073988000
2012-08-24,10106142000
2012-08-27,10096356000
2012-08-28,10076784000
2012-08-29,10093560000
2012-08-30,10002690000
2012-08-31,10073988000
2012-09-04,10002690000
2012-09-05,9881064000
2012-09-06,10011078000
2012-09-07,10234758000
2012-09-10,10127112000
2012-09-11,9902034000
2012-09-12,9822348000
2012-09-13,9780408000
2012-09-14,9899238000
2012-09-17,9878268000
2012-09-18,9902034000
2012-09-19,10066998000
2012-09-20,10108938000
2012-09-21,10040436000
2012-09-24,10113132000
2012-09-25,9773418000
2012-09-26,9614046000
2012-09-27,9657384000
2012-09-28,9723090000
2012-10-01,9699582718
2012-10-02,9666029823
2012-10-03,9677214121
2012-10-04,9846376633
2012-10-05,9893909901
2012-10-08,9833794297
2012-10-09,9803037477
2012-10-10,9671621972
2012-10-11,9688398419
2012-10-12,9748514023
2012-10-15,9801639440
2012-10-16,9886919714
2012-10-17,10106411569
2012-10-18,10152546799
2012-10-19,9775076731
2012-10-22,9825406074
2012-10-23,9703776829
2012-10-24,9608710294
2012-10-25,9632476928
2012-10-26,9696786643
2012-10-31,9934452982
2012-11-01,10467105190
2012-11-02,10556579576
2012-11-05,10907486936
2012-11-06,11033310292
2012-11-07,10873934041
2012-11-08,10671218634
2012-11-09,10781663580
2012-11-12,10829196848
2012-11-13,10935447682
2012-11-14,10616695180
2012-11-15,10665626485
2012-11-16,10683800970
2012-11-19,10889312451
2012-11-20,10894904600
2012-11-21,10820808624
2012-11-23,10959214316
2012-11-26,11006747584
2012-11-27,10973194689
2012-11-28,11044494591
2012-11-29,11044494591
2012-11-30,11078047485
2012-12-03,10953622167
2012-12-04,11037504404
2012-12-05,11238821774
2012-12-06,11199676730
2012-12-07,11238821774
2012-12-10,11244413923
2012-12-11,11364645130
2012-12-12,11477886150
2012-12-13,11465303815
2012-12-14,11498856710
2012-12-17,11546389978
2012-12-18,11802230802
2012-12-19,11686193707
2012-12-20,11596719320
2012-12-21,11605107544
2012-12-24,11598117357
2012-12-26,11553380164
2012-12-27,11567360537
2012-12-28,11466701852
2012-12-31,11729987630
2013-01-02,12023272236
2013-01-03,12037238169
2013-01-04,12190863439
2013-01-07,12140586078
2013-01-08,11858474219
2013-01-09,12031651796
2013-01-10,12066566630
2013-01-11,11993943775
2013-01-14,11971598281
2013-01-15,11945063008
2013-01-16,11940873228
2013-01-17,12160138385
2013-01-18,12253710140
2013-01-22,12352868269
2013-01-23,12486941231
2013-01-24,12450629804
2013-01-25,12520459472
2013-01-28,12581909580
2013-01-29,12553977713
2013-01-30,12306780688
2013-01-31,12456216177
2013-02-01,12695033642
2013-02-04,12565150459
2013-02-05,12665705181
2013-02-06,12707602982
2013-02-07,12641963094
2013-02-08,12706206389
2013-02-11,12699223422
2013-02-12,12756483750
2013-02-13,12771846277
2013-02-14,12688050675
2013-02-15,12675481335
2013-02-19,12688050675
2013-02-20,12506493538
2013-02-21,12389179696
2013-02-22,12577719800
2013-02-25,12312367061
2013-02-26,12398955850
2013-02-27,12622410787
2013-02-28,12616824414
2013-03-01,12468785518
2013-03-04,12302590908
2013-03-05,12500907165
2013-03-06,12521856065
2013-03-07,12679671115
2013-03-08,12653135841
2013-03-11,12577719800
2013-03-12,12365437609
2013-03-13,12417111563
2013-03-14,12481354858
2013-03-15,12365437609
2013-03-18,12213208933
2013-03-19,12109861024
2013-03-20,12129413331
2013-03-21,12033048389
2013-03-22,12002323335
2013-03-25,11896182240
2013-03-26,11850094659
2013-03-27,11876629933
2013-03-28,12059583663
2013-04-01,11739743699
2013-04-02,11693982827
2013-04-03,11730036848
2013-04-04,12057296417
2013-04-05,12201512498
2013-04-08,12076710120
2013-04-09,12143271389
2013-04-10,12313834639
2013-04-11,12340181807
2013-04-12,12151591547
2013-04-15,11555313518
2013-04-16,11753610630
2013-04-17,11623261480
2013-04-18,11491525636
2013-04-19,11534513122
2013-04-22,11650995342
2013-04-23,11792438037
2013-04-24,11967161366
2013-04-25,12043429486
2013-04-26,11768864254
2013-04-29,11766090868
2013-04-30,11756384017
2013-05-01,11415257516
2013-05-02,11509552647
2013-05-03,11799371502
2013-05-06,11954681128
2013-05-07,12190418954
2013-05-08,12306901173
2013-05-09,12195965726
2013-05-10,12191805647
2013-05-13,12295807629
2013-05-14,12478851116
2013-05-15,12431703551
2013-05-16,12399809610
2013-05-17,12611973653
2013-05-20,12606426881
2013-05-21,12575919633
2013-05-22,12284714084
2013-05-23,12182098795
2013-05-24,12121084299
2013-05-28,12277780618
2013-05-29,12194579033
2013-05-30,12286100777
2013-05-31,12205672578
2013-06-03,12229246360
2013-06-04,12132177844
2013-06-05,11877026315
2013-06-06,11842358988
2013-06-07,11976868218
2013-06-10,11981028297
2013-06-11,11829878750
2013-06-12,11684275976
2013-06-13,12014308931
2013-06-14,12021242397
2013-06-17,12046202872
2013-06-18,12218152815
2013-06-19,12047589565
2013-06-20,11591367539
2013-06-21,11627421559
2013-06-24,11344536169
2013-06-25,11546993360
2013-06-26,11576113915
2013-06-27,11677342510
2013-06-28,11528966350
2013-07-01,11805111000
2013-07-02,11780109000
2013-07-03,11777331000
2013-07-05,12048186000
2013-07-08,12150972000
2013-07-09,12245424000
2013-07-10,12153750000
2013-07-11,12495444000
2013-07-12,12627399000
2013-07-15,12688515000
2013-07-16,12641289000
2013-07-17,12809358000
2013-07-18,12957981000
2013-07-19,12892698000
2013-07-22,12876030000
2013-07-23,12923256000
2013-07-24,12781578000
2013-07-25,12694071000
2013-07-26,12613509000
2013-07-29,12577395000
2013-07-30,13283007000
2013-07-31,13452465000
2013-08-01,13776102000
2013-08-02,13903890000
2013-08-05,13903890000
2013-08-06,13805271000
2013-08-07,13709430000
2013-08-08,13823328000
2013-08-09,13712208000
2013-08-12,13734432000
2013-08-13,13770546000
2013-08-14,13723320000
2013-08-15,13431630000
2013-08-16,13478856000
2013-08-19,13453854000
2013-08-20,13516359000
2013-08-21,13503858000
2013-08-22,13862220000
2013-08-23,13723320000
2013-08-26,13755267000
2013-08-27,13481634000
2013-08-28,13478856000
2013-08-29,13580253000
2013-08-30,13505247000
2013-09-03,13612200000
2013-09-04,13762212000
2013-09-05,13858053000
2013-09-06,13895556000
2013-09-09,14202525000
2013-09-10,14448378000
2013-09-11,14409486000
2013-09-12,14515050000
2013-09-13,14590056000
2013-09-16,14858133000
2013-09-17,14772015000
2013-09-18,15066483000
2013-09-19,15158157000
2013-09-20,14917860000
2013-09-23,14852577000
2013-09-24,14890080000
2013-09-25,14910915000
2013-09-26,15022035000
2013-09-27,14887302000
2013-09-30,14841272328
2013-10-01,14982829255
2013-10-02,14844047954
2013-10-03,14744125418
2013-10-04,14867640776
2013-10-07,14805189190
2013-10-08,14677510393
2013-10-09,14487380011
2013-10-10,15038341776
2013-10-11,15070261475
2013-10-14,15095242109
2013-10-15,14759391361
2013-10-16,14762166987
2013-10-17,14999483012
2013-10-18,15324231256
2013-10-21,15283984679
2013-10-22,15302026248
2013-10-23,15325619069
2013-10-24,15508810386
2013-10-25,15349211890
2013-10-28,15222920906
2013-10-29,15392234093
2013-10-30,15274269988
2013-10-31,15322843443
2013-11-01,15186837768
2013-11-04,15234023410
2013-11-05,15098017735
2013-11-06,15131325248
2013-11-07,15482441939
2013-11-08,15504646947
2013-11-11,15639264809
2013-11-12,15675347947
2013-11-13,15786372988
2013-11-14,15626774492
2013-11-15,15540730085
2013-11-18,15467175996
2013-11-19,15421378167
2013-11-20,15399173158
2013-11-21,15465788183
2013-11-22,15830783005
2013-11-25,15722533590
