,CSX
2009-03-30,10055492550
2009-03-31,10126057410
2009-04-01,10408316850
2009-04-02,11431507320
2009-04-03,11537354610
2009-04-06,11255095170
2009-04-07,10902270870
2009-04-08,11219812740
2009-04-09,11678484330
2009-04-13,11325660030
2009-04-14,11113965450
2009-04-15,11996026200
2009-04-16,12137155920
2009-04-17,12313568070
2009-04-20,11360942460
2009-04-21,11466789750
2009-04-22,11325660030
2009-04-23,12031308630
2009-04-24,12137155920
2009-04-27,11572637040
2009-04-28,11184530310
2009-04-29,11678484330
2009-04-30,11607919470
2009-05-01,11996026200
2009-05-04,12595827510
2009-05-05,12278285640
2009-05-06,12278285640
2009-05-07,11854896480
2009-05-08,12172438350
2009-05-11,11219812740
2009-05-12,10972835730
2009-05-13,10584729000
2009-05-14,10584729000
2009-05-15,10831706010
2009-05-18,11219812740
2009-05-19,11219812740
2009-05-20,11502072180
2009-05-21,11008118160
2009-05-22,11043400590
2009-05-26,11713766760
2009-05-27,11290377600
2009-05-28,11537354610
2009-05-29,12454697790
2009-06-01,13230911250
2009-06-02,13442605830
2009-06-03,12842804520
2009-06-04,13336758540
2009-06-05,13301476110
2009-06-08,13548453120
2009-06-09,13830712560
2009-06-10,13689582840
2009-06-11,13654300410
2009-06-12,14324666579
2009-06-15,13407323400
2009-06-16,13477888260
2009-06-17,13266193680
2009-06-18,13266193680
2009-06-19,13548453120
2009-06-22,12595827510
2009-06-23,12807522090
2009-06-24,13054499100
2009-06-25,13830712560
2009-06-26,14195295359
2009-06-29,13630308480
2009-06-30,13594996800
2009-07-01,13594996800
2009-07-02,13030009920
2009-07-06,12782828160
2009-07-07,12253152960
2009-07-08,12323776320
2009-07-09,12500334720
2009-07-10,12570958080
2009-07-13,12782828160
2009-07-14,13665620160
2009-07-15,14513100480
2009-07-16,14548412160
2009-07-17,14866217280
2009-07-20,15289957440
2009-07-21,15289957440
2009-07-22,15501827519
2009-07-23,16031502720
2009-07-24,15960879359
2009-07-27,16066814400
2009-07-28,15572450880
2009-07-29,15607762560
2009-07-30,15890256000
2009-07-31,15749009280
2009-08-03,16455242880
2009-08-04,16455242880
2009-08-05,16208061120
2009-08-06,16102126079
2009-08-07,17408658240
2009-08-10,17020229760
2009-08-11,17338034880
2009-08-12,17338034880
2009-08-13,17585216640
2009-08-14,17479281600
2009-08-17,16808359680
2009-08-18,17055541440
2009-08-19,16949606400
2009-08-20,17338034880
2009-08-21,17691151680
2009-08-24,17443969920
2009-08-25,17443969920
2009-08-26,16878983040
2009-08-27,17055541440
2009-08-28,17161476480
2009-08-31,16667112960
2009-09-01,16455242880
2009-09-02,16384619519
2009-09-03,17443969920
2009-09-04,17761775040
2009-09-08,17903021760
2009-09-09,18397385280
2009-09-10,18891748800
2009-09-11,18397385280
2009-09-14,18468008640
2009-09-15,18362073600
2009-09-16,17973645120
2009-09-17,17691151680
2009-09-18,17761775040
2009-09-21,17832398400
2009-09-22,17973645120
2009-09-23,17514593280
2009-09-24,17338034880
2009-09-25,16834706280
2009-09-28,17188376580
2009-09-29,16940807370
2009-09-30,16445668950
2009-10-01,16410301919
2009-10-02,16374934890
2009-10-05,16728605190
2009-10-06,16799339250
2009-10-07,16834706280
2009-10-08,17329844700
2009-10-09,17471312820
2009-10-12,17648147970
2009-10-13,17400578760
2009-10-14,18496956690
2009-10-15,18320121540
2009-10-16,18390855600
2009-10-19,18390855600
2009-10-20,18249387480
2009-10-21,17860350150
2009-10-22,18072552330
2009-10-23,17011541429
2009-10-26,17117642520
2009-10-27,16728605190
2009-10-28,16481035980
2009-10-29,16976174400
2009-10-30,16587137070
2009-11-02,16834706280
2009-11-03,18072552330
2009-11-04,17860350150
2009-11-05,18426222630
2009-11-06,18744525900
2009-11-09,19027462140
2009-11-10,18779892930
2009-11-11,18956728080
2009-11-12,18992095110
2009-11-13,19239664320
2009-11-16,19487233530
2009-11-17,19664068680
2009-11-18,19664068680
2009-11-19,19310398380
2009-11-20,19098196200
2009-11-23,19133563230
2009-11-24,18850626990
2009-11-25,18956728080
2009-11-27,18673791840
2009-11-30,18673791840
2009-12-01,19168930260
2009-12-02,19204297290
2009-12-03,18956728080
2009-12-04,19699435710
2009-12-07,19275031350
2009-12-08,18673791840
2009-12-09,18638424810
2009-12-10,19168930260
2009-12-11,19239664320
2009-12-14,19381132440
2009-12-15,19487233530
2009-12-16,19593334620
2009-12-17,19027462140
2009-12-18,19062829170
2009-12-21,19310398380
2009-12-22,19451866500
2009-12-23,19628701650
2009-12-24,19805536800
2009-12-28,19393607610
2009-12-29,19217622060
2009-12-30,19217622060
2009-12-31,18971242290
2010-01-04,19112030730
2010-01-05,19604790270
2010-01-06,19675184490
2010-01-07,19534396050
2010-01-08,20484718020
2010-01-11,20273535360
2010-01-12,19815972930
2010-01-13,19956761370
2010-01-14,19780775820
2010-01-15,19569593160
2010-01-19,19745578710
2010-01-20,18513679860
2010-01-21,17739343440
2010-01-22,17246583900
2010-01-25,17563357890
2010-01-26,17704146330
2010-01-27,17809737660
2010-01-28,17070598349
2010-01-29,16753824360
2010-02-01,17140992570
2010-02-02,17387372340
2010-02-03,17211386790
2010-02-04,16542641700
2010-02-05,16789021469
2010-02-08,16613035920
2010-02-09,16859415690
2010-02-10,16859415690
2010-02-11,17633752110
2010-02-12,17563357890
2010-02-16,18020920320
2010-02-17,18020920320
2010-02-18,18161708760
2010-02-19,18302497200
2010-02-22,18302497200
2010-02-23,18372891420
2010-02-24,18478482750
2010-02-25,18584074080
2010-02-26,18548876970
2010-03-01,18900848070
2010-03-02,18971242290
2010-03-03,18760059630
2010-03-04,18795256740
2010-03-05,19147227840
2010-03-08,19182424950
2010-03-09,19358410500
2010-03-10,19499198940
2010-03-11,19815972930
2010-03-12,19921564260
2010-03-15,19991958480
2010-03-16,20167944030
2010-03-17,20027155590
2010-03-18,20273535360
2010-03-19,20132746920
2010-03-22,20273535360
2010-03-23,20238338250
2010-03-24,19991958480
2010-03-25,20027155590
2010-03-26,19544490000
2010-03-29,19716840000
2010-03-30,19647900000
2010-03-31,19510020000
2010-04-01,19992600000
2010-04-05,20164950000
2010-04-06,20096010000
2010-04-07,19889190000
2010-04-08,20302830000
2010-04-09,20268360000
2010-04-12,20268360000
2010-04-13,20406240000
2010-04-14,21233520000
2010-04-15,21164580000
2010-04-16,20854350000
2010-04-19,20750940000
2010-04-20,21130110000
2010-04-21,21267990000
2010-04-22,21336930000
2010-04-23,21750570000
2010-04-26,21819510000
2010-04-27,21336930000
2010-04-28,21405870000
2010-04-29,21922920000
2010-04-30,21474810000
2010-05-03,22026330000
2010-05-04,21199050000
2010-05-05,20613060000
2010-05-06,20337300000
2010-05-07,20164950000
2010-05-10,21164580000
2010-05-11,21302460000
2010-05-12,21716100000
2010-05-13,21440340000
2010-05-14,21061170000
2010-05-17,20923290000
2010-05-18,20647530000
2010-05-19,20337300000
2010-05-20,19061910000
2010-05-21,19578960000
2010-05-24,19337670000
2010-05-25,19337670000
2010-05-26,19475550000
2010-05-27,20164950000
2010-05-28,20027070000
2010-06-01,19751310000
2010-06-02,20475180000
2010-06-03,20302830000
2010-06-04,19165320000
2010-06-07,18648270000
2010-06-08,18855090000
2010-06-09,18855090000
2010-06-10,19820250000
2010-06-11,19958130000
2010-06-14,19854720000
2010-06-15,20544120000
2010-06-16,20578590000
2010-06-17,21061170000
2010-06-18,21061170000
2010-06-21,21440340000
2010-06-22,20475180000
2010-06-23,20440710000
2010-06-24,19785780000
2010-06-25,19765620000
2010-06-28,19799640000
2010-06-29,18881100000
2010-06-30,18745020000
2010-07-01,18574920000
2010-07-02,18030600000
2010-07-06,17962560000
2010-07-07,18642960000
2010-07-08,19187280000
2010-07-09,19561500000
2010-07-12,19833660000
2010-07-13,19561500000
2010-07-14,19629540000
2010-07-15,19663560000
2010-07-16,18949140000
2010-07-19,18813060000
2010-07-20,19119240000
2010-07-21,18915120000
2010-07-22,19561500000
2010-07-23,19901700000
2010-07-26,20343960000
2010-07-27,20037780000
2010-07-28,19935720000
2010-07-29,19833660000
2010-07-30,19935720000
2010-08-02,20377980000
2010-08-03,20309940000
2010-08-04,20514060000
2010-08-05,20650140000
2010-08-06,20173860000
2010-08-09,20377980000
2010-08-10,20173860000
2010-08-11,19289340000
2010-08-12,19187280000
2010-08-13,19051200000
2010-08-16,19017180000
2010-08-17,19391400000
2010-08-18,19561500000
2010-08-19,19017180000
2010-08-20,18813060000
2010-08-23,18370800000
2010-08-24,17928540000
2010-08-25,18064620000
2010-08-26,18302760000
2010-08-27,18813060000
2010-08-30,18574920000
2010-08-31,18847080000
2010-09-01,19629540000
2010-09-02,19969740000
2010-09-03,20275920000
2010-09-07,20207880000
2010-09-08,20650140000
2010-09-09,20412000000
2010-09-10,20684160000
2010-09-13,20820240000
2010-09-14,20820240000
2010-09-15,20990340000
2010-09-16,20684160000
2010-09-17,20752200000
2010-09-20,20888280000
2010-09-21,21194460000
2010-09-22,20956320000
2010-09-23,20548080000
2010-09-24,20891520000
2010-09-27,20757600000
2010-09-28,20757600000
2010-09-29,20690640000
2010-09-30,20590200000
2010-10-01,20523240000
2010-10-04,20255400000
2010-10-05,20858040000
2010-10-06,21125880000
2010-10-07,21092400000
2010-10-08,21393720000
2010-10-11,21628080000
2010-10-12,21293280000
2010-10-13,22197240000
2010-10-14,22297680000
2010-10-15,22163760000
2010-10-18,22364640000
2010-10-19,21996360000
2010-10-20,22532040000
2010-10-21,22532040000
2010-10-22,22766400000
2010-10-25,22766400000
2010-10-26,22799880000
2010-10-27,22498560000
2010-10-28,22532040000
2010-10-29,22866840000
2010-11-01,22933800000
2010-11-02,23201640000
2010-11-03,23369040000
2010-11-04,23268600000
2010-11-05,23000760000
2010-11-08,23134680000
2010-11-09,22766400000
2010-11-10,22967280000
2010-11-11,22699440000
2010-11-12,22632480000
2010-11-15,22833360000
2010-11-16,22431600000
2010-11-17,22532040000
2010-11-18,22967280000
2010-11-19,23235120000
2010-11-22,23000760000
2010-11-23,22398120000
2010-11-24,23034240000
2010-11-26,22933800000
2010-11-29,22967280000
2010-11-30,22632480000
2010-12-01,23402520000
2010-12-02,23804280000
2010-12-03,23971680000
2010-12-06,23804280000
2010-12-07,23837760000
2010-12-08,23469480000
2010-12-09,23770800000
2010-12-10,23837760000
2010-12-13,23737320000
2010-12-14,23670360000
2010-12-15,23469480000
2010-12-16,23804280000
2010-12-17,23670360000
2010-12-20,23536440000
2010-12-21,23804280000
2010-12-22,23804280000
2010-12-23,23703840000
2010-12-27,23871240000
2010-12-28,23938200000
2010-12-29,23938200000
2010-12-30,23971680000
2010-12-31,23866320000
2011-01-03,24231960000
2011-01-04,24165480000
2011-01-05,24331680000
2011-01-06,24464640000
2011-01-07,25029720000
2011-01-10,25096200000
2011-01-11,25129440000
2011-01-12,25362120000
2011-01-13,25594800000
2011-01-14,25561560000
2011-01-18,25461840000
2011-01-19,25229160000
2011-01-20,25029720000
2011-01-21,24996480000
2011-01-24,24996480000
2011-01-25,25960440000
2011-01-26,26226360000
2011-01-27,26193120000
2011-01-28,25594800000
2011-01-31,26060160000
2011-02-01,26558760000
2011-02-02,26226360000
2011-02-03,25661280000
2011-02-04,25727760000
2011-02-07,26126640000
2011-02-08,26093400000
2011-02-09,26226360000
2011-02-10,26558760000
2011-02-11,27057360000
2011-02-14,27389760000
2011-02-15,27389760000
2011-02-16,27589200000
2011-02-17,27655680000
2011-02-18,27622440000
2011-02-22,26924400000
2011-02-23,26425800000
2011-02-24,26558760000
2011-02-25,27090600000
2011-02-28,27589200000
2011-03-01,26791440000
2011-03-02,27256799999
2011-03-03,27954840000
2011-03-04,27688920000
2011-03-07,27423000000
2011-03-08,27954840000
2011-03-09,28021320000
2011-03-10,27555959999
2011-03-11,27655680000
2011-03-14,27489480000
2011-03-15,27589200000
2011-03-16,27223560000
2011-03-17,27954840000
2011-03-18,28154280000
2011-03-21,28852320000
2011-03-22,28952040000
2011-03-23,28952040000
2011-03-24,29151480000
2011-03-25,29251200000
2011-03-28,29450640000
2011-03-29,29550360000
2011-03-30,28652879999
2011-03-31,29018520000
2011-04-01,29158920000
2011-04-04,28993620000
2011-04-05,28530780000
2011-04-06,28629960000
2011-04-07,28629960000
2011-04-08,28266300000
2011-04-11,28001820000
2011-04-12,27671219999
2011-04-13,27968760000
2011-04-14,27968760000
2011-04-15,28167120000
2011-04-18,27671219999
2011-04-19,27935699999
2011-04-20,27208380000
2011-04-21,27406739999
2011-04-25,27406739999
2011-04-26,28134060000
2011-04-27,28266300000
2011-04-28,28696080000
2011-04-29,28894440000
2011-05-02,28894440000
2011-05-03,28629960000
2011-05-04,28233239999
2011-05-05,28596900000
2011-05-06,28861380000
2011-05-09,28729140000
2011-05-10,29059739999
2011-05-11,28431600000
2011-05-12,28266300000
2011-05-13,27472860000
2011-05-16,27340620000
2011-05-17,27109199999
2011-05-18,27704280000
2011-05-19,28299360000
2011-05-20,28431600000
2011-05-23,27968760000
2011-05-24,27803460000
2011-05-25,28167120000
2011-05-26,28365480000
2011-05-27,28629960000
2011-05-31,29125860000
2011-06-01,28034880000
2011-06-02,28398540000
2011-06-03,27836520000
2011-06-06,27439800000
2011-06-07,27439800000
2011-06-08,27175320000
2011-06-09,27638160000
2011-06-10,26976960000
2011-06-13,26910840000
2011-06-14,27340620000
2011-06-15,26811660000
2011-06-16,26778600000
2011-06-17,27340620000
2011-06-20,27671219999
2011-06-21,28431600000
2011-06-22,28167120000
2011-06-23,27869580000
2011-06-24,27538980000
2011-06-27,27671219999
2011-06-28,28101000000
2011-06-29,28398540000
2011-06-30,28894440000
2011-07-01,28724220000
2011-07-05,28370790000
2011-07-06,28595700000
2011-07-07,28917000000
2011-07-08,28499309999
2011-07-11,27792450000
2011-07-12,27535410000
2011-07-13,27696059999
2011-07-14,27053460000
2011-07-15,27117720000
2011-07-18,26989200000
2011-07-19,27278370000
2011-07-20,26828550000
2011-07-21,27310500000
2011-07-22,27181980000
2011-07-25,27278370000
2011-07-26,26828550000
2011-07-27,26442990000
2011-07-28,26475120000
2011-07-29,26314470000
2011-08-01,26442990000
2011-08-02,25125660000
2011-08-03,25286310000
2011-08-04,23583420000
2011-08-05,23519160000
2011-08-08,22041180000
2011-08-09,23647680000
2011-08-10,23069340000
2011-08-11,23872590000
2011-08-12,24193890000
2011-08-15,24611580000
2011-08-16,24001110000
2011-08-17,24161760000
2011-08-18,22683780000
2011-08-19,21848400000
2011-08-22,21623490000
2011-08-23,21944790000
2011-08-24,22491000000
2011-08-25,22394610000
2011-08-26,22972950000
2011-08-29,23358510000
2011-08-30,23454900000
2011-08-31,23487030000
2011-09-01,23069340000
2011-09-02,22009050000
2011-09-06,21816270000
2011-09-07,22298220000
2011-09-08,21623490000
2011-09-09,20980890000
2011-09-12,20884500000
2011-09-13,21655620000
2011-09-14,22073310000
2011-09-15,22523130000
2011-09-16,22940820000
2011-09-19,21976920000
2011-09-20,21655620000
2011-09-21,19920600000
2011-09-22,19920600000
2011-09-23,20627460000
2011-09-26,20402550000
2011-09-27,20980890000
2011-09-28,20241900000
2011-09-29,20980890000
2011-09-30,19593000000
2011-10-03,19309500000
2011-10-04,20160000000
2011-10-05,20601000000
2011-10-06,21231000000
2011-10-07,21105000000
2011-10-10,21924000000
2011-10-11,21892500000
2011-10-12,22176000000
2011-10-13,21798000000
2011-10-14,22176000000
2011-10-17,21420000000
2011-10-18,22396500000
2011-10-19,22113000000
2011-10-20,22270500000
2011-10-21,22963500000
2011-10-24,22963500000
2011-10-25,22239000000
2011-10-26,22491000000
2011-10-27,23814000000
2011-10-28,24255000000
2011-10-31,23310000000
2011-11-01,22554000000
2011-11-02,22774500000
2011-11-03,22932000000
2011-11-04,22837500000
2011-11-07,23026500000
2011-11-08,23278500000
2011-11-09,22239000000
2011-11-10,22774500000
2011-11-11,23625000000
2011-11-14,23436000000
2011-11-15,23467500000
2011-11-16,23121000000
2011-11-17,22522500000
2011-11-18,22711500000
2011-11-21,21987000000
2011-11-22,21987000000
2011-11-23,21231000000
2011-11-25,21010500000
2011-11-28,21703500000
2011-11-29,21703500000
2011-11-30,22806000000
2011-12-01,22806000000
2011-12-02,22743000000
2011-12-05,23121000000
2011-12-06,22932000000
2011-12-07,22585500000
2011-12-08,22081500000
2011-12-09,22396500000
2011-12-12,21955500000
2011-12-13,21451500000
2011-12-14,21042000000
2011-12-15,20979000000
2011-12-16,21420000000
2011-12-19,21262500000
2011-12-20,21987000000
2011-12-21,22081500000
2011-12-22,22144500000
2011-12-23,22396500000
2011-12-27,22302000000
2011-12-28,21892500000
2011-12-29,22081500000
2011-12-30,22049820000
2012-01-03,23086350000
2012-01-04,23714550000
2012-01-05,23840190000
2012-01-06,23745960000
2012-01-09,24122880000
2012-01-10,24625440000
2012-01-11,24594030000
2012-01-12,24782490000
2012-01-13,24028650000
2012-01-17,24028650000
2012-01-18,23934420000
2012-01-19,24122880000
2012-01-20,23903010000
2012-01-23,23745960000
2012-01-24,22866480000
2012-01-25,23714550000
2012-01-26,24060060000
2012-01-27,23840190000
2012-01-30,23745960000
2012-01-31,23620320000
2012-02-01,23714550000
2012-02-02,23651730000
2012-02-03,24248520000
2012-02-06,23369040000
2012-02-07,23180580000
2012-02-08,22992120000
2012-02-09,23337630000
2012-02-10,23086350000
2012-02-13,22960710000
2012-02-14,22835070000
2012-02-15,22175460000
2012-02-16,22520970000
2012-02-17,22615200000
2012-02-21,22144050000
2012-02-22,22332510000
2012-02-23,22709430000
2012-02-24,22678020000
2012-02-27,22866480000
2012-02-28,22520970000
2012-02-29,21987000000
2012-03-01,22081230000
2012-03-02,21735720000
2012-03-05,21421620000
2012-03-06,21107520000
2012-03-07,21201750000
2012-03-08,21861360000
2012-03-09,21892770000
2012-03-12,21578670000
2012-03-13,21798540000
2012-03-14,21170340000
2012-03-15,22960710000
2012-03-16,23306220000
2012-03-19,23117760000
2012-03-20,22740840000
2012-03-21,22772250000
2012-03-22,22018410000
2012-03-23,22175460000
2012-03-26,22552380000
2012-03-27,23086350000
2012-03-28,22520970000
2012-03-29,22615200000
2012-03-30,22391910000
2012-04-02,23016510000
2012-04-03,23047740000
2012-04-04,23422500000
2012-04-05,23235120000
2012-04-09,22579290000
2012-04-10,21923460000
2012-04-11,22173300000
2012-04-12,22954050000
2012-04-13,22829130000
2012-04-16,22985280000
2012-04-17,23360040000
2012-04-18,23110200000
2012-04-19,22454370000
2012-04-20,22485600000
2012-04-23,22360680000
2012-04-24,22704210000
2012-04-25,23078970000
2012-04-26,23297580000
2012-04-27,23297580000
2012-04-30,23203890000
2012-05-01,23609880000
2012-05-02,23484960000
2012-05-03,23391270000
2012-05-04,23047740000
2012-05-07,22891590000
2012-05-08,22891590000
2012-05-09,22548060000
2012-05-10,22579290000
2012-05-11,22548060000
2012-05-14,22423140000
2012-05-15,22391910000
2012-05-16,22391910000
2012-05-17,21892230000
2012-05-18,21642390000
2012-05-21,22204530000
2012-05-22,21985920000
2012-05-23,22360680000
2012-05-24,22235760000
2012-05-25,22235760000
2012-05-29,22266990000
2012-05-30,21736080000
2012-05-31,21736080000
2012-06-01,21142710000
2012-06-04,21173940000
2012-06-05,21173940000
2012-06-06,21736080000
2012-06-07,21861000000
2012-06-08,21954690000
2012-06-11,21829770000
2012-06-12,22672980000
2012-06-13,22641750000
2012-06-14,22829130000
2012-06-15,23203890000
2012-06-18,23609880000
2012-06-19,23578650000
2012-06-20,23391270000
2012-06-21,23016510000
2012-06-22,22516830000
2012-06-25,22173300000
2012-06-26,22298220000
2012-06-27,22735440000
2012-06-28,22766670000
2012-06-29,23199300000
2012-07-02,23012460000
2012-07-03,23074740000
2012-07-05,23105880000
2012-07-06,23261580000
2012-07-09,23261580000
2012-07-10,23074740000
2012-07-11,23105880000
2012-07-12,22950180000
2012-07-13,23510700000
2012-07-16,23448420000
2012-07-17,23666400000
2012-07-18,23479560000
2012-07-19,23635260000
2012-07-20,23230440000
2012-07-23,22732200000
2012-07-24,22483080000
2012-07-25,22669920000
2012-07-26,23105880000
2012-07-27,23728680000
2012-07-30,23759820000
2012-07-31,23822100000
2012-08-01,23355000000
2012-08-02,23448420000
2012-08-03,23977800000
2012-08-06,23790960000
2012-08-07,23697540000
2012-08-08,23666400000
2012-08-09,23510700000
2012-08-10,23853240000
2012-08-13,23759820000
2012-08-14,23822100000
2012-08-15,23884380000
2012-08-16,24071220000
2012-08-17,24289200000
2012-08-20,24289200000
2012-08-21,24133500000
2012-08-22,24102360000
2012-08-23,23697540000
2012-08-24,23853240000
2012-08-27,23635260000
2012-08-28,23572980000
2012-08-29,23448420000
2012-08-30,23261580000
2012-08-31,23323860000
2012-09-04,22545360000
2012-09-05,22202820000
2012-09-06,22887900000
2012-09-07,23168160000
2012-09-10,23137020000
2012-09-11,23510700000
2012-09-12,23697540000
2012-09-13,23915520000
2012-09-14,24040080000
2012-09-17,24133500000
2012-09-18,23884380000
2012-09-19,23666400000
2012-09-20,22296240000
2012-09-21,21922560000
2012-09-24,22171680000
2012-09-25,21984840000
2012-09-26,21798000000
2012-09-27,21922560000
2012-09-28,21175200000
2012-10-01,21236400000
2012-10-02,21114000000
2012-10-03,21603600000
2012-10-04,21726000000
2012-10-05,21848400000
2012-10-08,22032000000
2012-10-09,21634200000
2012-10-10,21511800000
2012-10-11,21573000000
2012-10-12,21726000000
2012-10-15,21879000000
2012-10-16,22062600000
2012-10-17,21603600000
2012-10-18,21787200000
2012-10-19,21511800000
2012-10-22,21726000000
2012-10-23,21726000000
2012-10-24,20991600000
2012-10-25,20991600000
2012-10-26,20961000000
2012-10-31,20869200000
2012-11-01,21236400000
2012-11-02,21083400000
2012-11-05,21114000000
2012-11-06,21267000000
2012-11-07,20624400000
2012-11-08,20440800000
2012-11-09,20287800000
2012-11-12,20349000000
2012-11-13,20287800000
2012-11-14,19981800000
2012-11-15,19767600000
2012-11-16,19400400000
2012-11-19,20073600000
2012-11-20,19920600000
2012-11-21,19767600000
2012-11-23,20104200000
2012-11-26,20410200000
2012-11-27,20410200000
2012-11-28,20165400000
2012-11-29,20226600000
2012-11-30,20165400000
2012-12-03,19951200000
2012-12-04,20043000000
2012-12-05,20563200000
2012-12-06,20655000000
2012-12-07,20318400000
2012-12-10,20318400000
2012-12-11,19981800000
2012-12-12,20043000000
2012-12-13,20134800000
2012-12-14,20165400000
2012-12-17,20318400000
2012-12-18,20655000000
2012-12-19,20410200000
2012-12-20,20502000000
2012-12-21,20349000000
2012-12-24,20257200000
2012-12-26,20104200000
2012-12-27,20012400000
2012-12-28,19867680000
2012-12-31,20174280000
2013-01-02,20603520000
2013-01-03,20818140000
2013-01-04,21400680000
2013-01-07,20910120000
2013-01-08,20971440000
2013-01-09,21002100000
2013-01-10,21002100000
2013-01-11,21002100000
2013-01-14,21094080000
2013-01-15,21247380000
2013-01-16,21278040000
2013-01-17,21339360000
2013-01-18,21370020000
2013-01-22,21278040000
2013-01-23,22167180000
2013-01-24,22565760000
2013-01-25,22719060000
2013-01-28,22811040000
2013-01-29,23025660000
2013-01-30,22627080000
2013-01-31,22504440000
2013-02-01,22412460000
2013-02-04,22136520000
2013-02-05,22105860000
2013-02-06,22044540000
2013-02-07,22197840000
2013-02-08,22443120000
2013-02-11,23148300000
2013-02-12,23148300000
2013-02-13,23362920000
2013-02-14,23424240000
2013-02-15,23301600000
2013-02-19,23577540000
2013-02-20,23332260000
2013-02-21,23056320000
2013-02-22,23362920000
2013-02-25,22719060000
2013-02-26,22627080000
2013-02-27,23301600000
2013-02-28,23454900000
2013-03-01,23485560000
2013-03-04,23669520000
2013-03-05,24098760000
2013-03-06,23700180000
2013-03-07,23209620000
2013-03-08,23485560000
2013-03-11,23853480000
2013-03-12,23884140000
2013-03-13,24098760000
2013-03-14,24374700000
2013-03-15,24558660000
2013-03-18,24466680000
2013-03-19,24466680000
2013-03-20,24834600000
2013-03-21,24436020000
2013-03-22,24558660000
2013-03-25,24405360000
2013-03-26,24681300000
2013-03-27,24895919999
2013-03-28,25171860000
2013-04-01,24742620000
2013-04-02,24711960000
2013-04-03,24466680000
2013-04-04,24282720000
2013-04-05,24374700000
2013-04-08,24466680000
2013-04-09,24436020000
2013-04-10,24773280000
2013-04-11,24803940000
2013-04-12,25049220000
2013-04-15,23976120000
2013-04-16,24681300000
2013-04-17,24037440000
2013-04-18,24282720000
2013-04-19,24221400000
2013-04-22,24313380000
2013-04-23,24313380000
2013-04-24,24528000000
2013-04-25,24834600000
2013-04-26,24895919999
2013-04-29,25141199999
2013-04-30,25141199999
2013-05-01,24589320000
2013-05-02,24834600000
2013-05-03,25355820000
2013-05-06,25785060000
2013-05-07,25877040000
2013-05-08,26183639999
2013-05-09,25999680000
2013-05-10,25999680000
2013-05-13,25877040000
2013-05-14,26336940000
2013-05-15,26459580000
2013-05-16,26275620000
2013-05-17,26490240000
2013-05-20,26704860000
2013-05-21,26704860000
2013-05-22,26336940000
2013-05-23,25907699999
2013-05-24,26061000000
2013-05-28,25846380000
2013-05-29,25754400000
2013-05-30,26030340000
2013-05-31,25754400000
2013-06-03,25723740000
2013-06-04,25294500000
2013-06-05,24742620000
2013-06-06,25263840000
2013-06-07,25570440000
2013-06-10,25631760000
2013-06-11,25325160000
2013-06-12,25386479999
2013-06-13,25601100000
2013-06-14,25478460000
2013-06-17,25386479999
2013-06-18,25846380000
2013-06-19,25141199999
2013-06-20,24497340000
2013-06-21,23976120000
2013-06-24,23148300000
2013-06-25,23638860000
2013-06-26,23730840000
2013-06-27,23976120000
2013-06-28,23584230000
2013-07-01,23614740000
2013-07-02,23492700000
2013-07-03,23431680000
2013-07-05,23645250000
2013-07-08,23675760000
2013-07-09,24469020000
2013-07-10,24316470000
2013-07-11,24804630000
2013-07-12,24774119999
2013-07-15,24743610000
2013-07-16,25048710000
2013-07-17,25536869999
2013-07-18,25994520000
2013-07-19,25811460000
2013-07-22,25750440000
2013-07-23,25689420000
2013-07-24,25353810000
2013-07-25,25384320000
2013-07-26,25109730000
2013-07-29,25079220000
2013-07-30,25140240000
2013-07-31,25231770000
2013-08-01,25872480000
2013-08-02,26482680000
2013-08-05,26299619999
2013-08-06,26055539999
2013-08-07,25841970000
2013-08-08,26269110000
2013-08-09,26147070000
2013-08-12,25841970000
2013-08-13,25750440000
2013-08-14,25719930000
2013-08-15,25597890000
2013-08-16,25597890000
2013-08-19,25323300000
2013-08-20,25231770000
2013-08-21,25048710000
2013-08-22,25597890000
2013-08-23,25780949999
2013-08-26,25872480000
2013-08-27,25231770000
2013-08-28,25140240000
2013-08-29,25262279999
2013-08-30,25018199999
2013-09-03,25323300000
2013-09-04,25719930000
2013-09-05,25872480000
2013-09-06,25872480000
2013-09-09,26086050000
2013-09-10,26513190000
2013-09-11,26604720000
2013-09-12,26238600000
2013-09-13,26513190000
2013-09-16,26665740000
2013-09-17,26665740000
2013-09-18,27153900000
2013-09-19,27214920000
2013-09-20,26879310000
2013-09-23,26635230000
2013-09-24,26513190000
2013-09-25,26391150000
2013-09-26,26421660000
2013-09-27,26092739999
2013-09-30,25971660000
2013-10-01,26395440000
2013-10-02,26304630000
2013-10-03,25911120000
2013-10-04,25790040000
2013-10-07,25578149999
2013-10-08,25487340000
2013-10-09,25699230000
2013-10-10,26304630000
2013-10-11,26062470000
2013-10-14,26244090000
2013-10-15,26334899999
2013-10-16,26123010000
2013-10-17,25608420000
2013-10-18,25941390000
2013-10-21,26274360000
2013-10-22,26334899999
2013-10-23,26395440000
2013-10-24,26698140000
2013-10-25,26849489999
2013-10-28,26940300000
2013-10-29,26910030000
2013-10-30,26425710000
2013-10-31,26304630000
2013-11-01,26516520000
2013-11-04,26728410000
2013-11-05,26698140000
2013-11-06,26486250000
2013-11-07,26455980000
2013-11-08,26849489999
2013-11-11,27182460000
2013-11-12,27031110000
