,CSX
2004-08-11,6650858160
2004-08-12,6457519260
2004-08-13,6534854820
2004-08-16,6766861500
2004-08-17,6766861500
2004-08-18,6805529280
2004-08-19,6689525940
2004-08-20,6805529280
2004-08-23,6650858160
2004-08-24,6689525940
2004-08-25,6689525940
2004-08-26,6766861500
2004-08-27,6844197060
2004-08-30,6766861500
2004-08-31,6766861500
2004-09-01,6766861500
2004-09-02,6882864840
2004-09-03,6921532620
2004-09-07,6960200400
2004-09-08,7153539300
2004-09-09,7037535960
2004-09-10,7153539300
2004-09-13,7076203740
2004-09-14,7076203740
2004-09-15,7192207080
2004-09-16,7192207080
2004-09-17,7230874860
2004-09-20,7192207080
2004-09-21,7308210420
2004-09-22,7192207080
2004-09-23,7230874860
2004-09-24,7313075280
2004-09-27,7235688240
2004-09-28,7196994720
2004-09-29,7196994720
2004-09-30,7119607680
2004-10-01,7274381760
2004-10-04,7351768800
2004-10-05,7351768800
2004-10-06,7622623440
2004-10-07,7506542880
2004-10-08,7583929920
2004-10-11,7545236400
2004-10-12,7467849360
2004-10-13,7351768800
2004-10-14,7390462320
2004-10-15,7467849360
2004-10-18,7545236400
2004-10-19,7351768800
2004-10-20,7429155840
2004-10-21,7583929920
2004-10-22,7390462320
2004-10-25,7506542880
2004-10-26,7700010480
2004-10-27,7700010480
2004-10-28,7738704000
2004-10-29,7854784559
2004-11-01,7777397519
2004-11-02,7777397519
2004-11-03,7777397519
2004-11-04,7970865120
2004-11-05,7932171599
2004-11-08,7970865120
2004-11-09,8009558639
2004-11-10,7932171599
2004-11-11,8086945679
2004-11-12,8164332719
2004-11-15,8048252160
2004-11-16,8048252160
2004-11-17,8048252160
2004-11-18,8086945679
2004-11-19,8086945679
2004-11-22,8125639200
2004-11-23,8125639200
2004-11-24,8203026240
2004-11-26,8164332719
2004-11-29,8203026240
2004-11-30,8203026240
2004-12-01,8357800320
2004-12-02,8203026240
2004-12-03,8241719760
2004-12-06,8203026240
2004-12-07,8125639200
2004-12-08,8280413280
2004-12-09,8164332719
2004-12-10,8203026240
2004-12-13,8241719760
2004-12-14,8319106800
2004-12-15,8396493840
2004-12-16,8396493840
2004-12-17,8435187360
2004-12-20,8396493840
2004-12-21,8551267920
2004-12-22,8589961440
2004-12-23,8551267920
2004-12-27,8512574400
2004-12-28,8589961440
2004-12-29,8551267920
2004-12-30,8667348480
2004-12-31,8644389840
2005-01-03,8566861680
2005-01-04,8373041280
2005-01-05,8373041280
2005-01-06,8450569440
2005-01-07,8373041280
2005-01-10,8450569440
2005-01-11,8373041280
2005-01-12,8334277200
2005-01-13,8179220879
2005-01-14,8295513120
2005-01-18,8334277200
2005-01-19,8256749040
2005-01-20,8101692719
2005-01-21,8024164559
2005-01-24,7946636399
2005-01-25,8373041280
2005-01-26,8256749040
2005-01-27,8373041280
2005-01-28,8411805360
2005-01-31,8605625760
2005-02-01,8605625760
2005-02-02,8528097600
2005-02-03,8489333520
2005-02-04,8489333520
2005-02-07,8489333520
2005-02-08,8373041280
2005-02-09,8373041280
2005-02-10,8411805360
2005-02-11,8566861680
2005-02-14,8489333520
2005-02-15,8605625760
2005-02-16,8528097600
2005-02-17,8528097600
2005-02-18,8683153920
2005-02-22,8450569440
2005-02-23,8760682080
2005-02-24,8954502480
2005-02-25,9032030640
2005-02-28,8876974320
2005-03-01,8993266560
2005-03-02,9032030640
2005-03-03,9109558800
2005-03-04,9264615120
2005-03-07,9303379200
2005-03-08,9342143280
2005-03-09,9148322880
2005-03-10,9148322880
2005-03-11,9148322880
2005-03-14,9225851040
2005-03-15,9187086960
2005-03-16,9032030640
2005-03-17,9148322880
2005-03-18,9187086960
2005-03-21,9109558800
2005-03-22,9264615120
2005-03-23,9148322880
2005-03-24,9187086960
2005-03-28,9109558800
2005-03-29,8876974320
2005-03-30,8954502480
2005-03-31,8954502480
2005-04-01,9037615680
2005-04-04,9193436640
2005-04-05,9154481400
2005-04-06,9154481400
2005-04-07,9232391880
2005-04-08,8998660440
2005-04-11,9154481400
2005-04-12,9115526160
2005-04-13,8803884240
2005-04-14,8453287080
2005-04-15,8258510880
2005-04-18,8375376600
2005-04-19,8570152800
2005-04-20,8453287080
2005-04-21,8687018520
2005-04-22,8570152800
2005-04-25,8725973760
2005-04-26,8492242320
2005-04-27,8531197560
2005-04-28,8609108040
2005-04-29,8687018520
2005-05-02,8920749960
2005-05-03,8803884240
2005-05-04,8959705200
2005-05-05,8959705200
2005-05-06,8959705200
2005-05-09,9037615680
2005-05-10,8842839480
2005-05-11,8998660440
2005-05-12,8725973760
2005-05-13,8648063280
2005-05-16,8803884240
2005-05-17,8959705200
2005-05-18,9115526160
2005-05-19,9115526160
2005-05-20,9115526160
2005-05-23,9076570920
2005-05-24,8998660440
2005-05-25,8959705200
2005-05-26,9037615680
2005-05-27,8998660440
2005-05-31,8998660440
2005-06-01,9076570920
2005-06-02,9076570920
2005-06-03,9115526160
2005-06-06,9115526160
2005-06-07,9193436640
2005-06-08,8881794720
2005-06-09,8998660440
2005-06-10,8959705200
2005-06-13,9115526160
2005-06-14,9193436640
2005-06-15,9271347120
2005-06-16,9427168080
2005-06-17,9544033800
2005-06-20,9466123320
2005-06-21,9349257600
2005-06-22,9349257600
2005-06-23,9232391880
2005-06-24,9115526160
2005-06-27,9037615680
2005-06-28,9349257600
2005-06-29,9310302360
2005-06-30,9232391880
2005-07-01,9283642200
2005-07-05,9400662900
2005-07-06,9400662900
2005-07-07,9283642200
2005-07-08,9517683600
2005-07-11,9517683600
2005-07-12,9517683600
2005-07-13,9517683600
2005-07-14,9556690500
2005-07-15,9712718100
2005-07-18,9673711200
2005-07-19,9712718100
2005-07-20,9946759500
2005-07-21,9868745700
2005-07-22,9868745700
2005-07-25,9868745700
2005-07-26,9829738800
2005-07-27,9868745700
2005-07-28,9790731900
2005-07-29,9868745700
2005-08-01,9907752600
2005-08-02,9946759500
2005-08-03,9907752600
2005-08-04,9790731900
2005-08-05,9712718100
2005-08-08,9751725000
2005-08-09,9868745700
2005-08-10,9868745700
2005-08-11,9712718100
2005-08-12,9673711200
2005-08-15,9790731900
2005-08-16,9673711200
2005-08-17,9634704300
2005-08-18,9634704300
2005-08-19,9712718100
2005-08-22,9790731900
2005-08-23,9634704300
2005-08-24,9751725000
2005-08-25,9946759500
2005-08-26,9946759500
2005-08-29,9868745700
2005-08-30,9712718100
2005-08-31,9517683600
2005-09-01,9439669800
2005-09-02,9556690500
2005-09-06,9673711200
2005-09-07,9712718100
2005-09-08,9673711200
2005-09-09,9790731900
2005-09-12,9790731900
2005-09-13,9634704300
2005-09-14,9556690500
2005-09-15,9634704300
2005-09-16,9751725000
2005-09-19,9517683600
2005-09-20,9478676700
2005-09-21,9478676700
2005-09-22,9478676700
2005-09-23,9634704300
2005-09-26,9556690500
2005-09-27,9595697400
2005-09-28,9829738800
2005-09-29,10024773300
2005-09-30,10679652000
2005-10-03,10803834000
2005-10-04,10638258000
2005-10-05,10307106000
2005-10-06,10307106000
2005-10-07,10389894000
2005-10-10,10224318000
2005-10-11,10141530000
2005-10-12,10017348000
2005-10-13,9975954000
2005-10-14,10058742000
2005-10-17,10058742000
2005-10-18,10017348000
2005-10-19,10141530000
2005-10-20,10058742000
2005-10-21,9934560000
2005-10-24,10141530000
2005-10-25,10307106000
2005-10-26,10265712000
2005-10-27,10141530000
2005-10-28,10265712000
2005-10-31,10514076000
2005-11-01,10555470000
2005-11-02,10679652000
2005-11-03,10803834000
2005-11-04,10679652000
2005-11-07,10803834000
2005-11-08,10679652000
2005-11-09,10638258000
2005-11-10,10803834000
2005-11-11,10803834000
2005-11-14,10886622000
2005-11-15,10803834000
2005-11-16,10679652000
2005-11-17,11010804000
2005-11-18,11176380000
2005-11-21,11093592000
2005-11-22,11217774000
2005-11-23,11259168000
2005-11-25,11259168000
2005-11-28,11217774000
2005-11-29,11341956000
2005-11-30,11176380000
2005-12-01,11259168000
2005-12-02,11217774000
2005-12-05,11134986000
2005-12-06,11176380000
2005-12-07,11093592000
2005-12-08,11134986000
2005-12-09,11259168000
2005-12-12,11259168000
2005-12-13,11259168000
2005-12-14,11341956000
2005-12-15,11341956000
2005-12-16,11341956000
2005-12-19,11217774000
2005-12-20,11259168000
2005-12-21,11548926000
2005-12-22,11631714000
2005-12-23,11755896000
2005-12-27,11631714000
2005-12-28,11631714000
2005-12-29,11755896000
2005-12-30,11151007560
2006-01-03,10953294660
2006-01-04,10953294660
2006-01-05,10913752080
2006-01-06,10795124340
2006-01-09,10992837240
2006-01-10,11230092720
2006-01-11,11269635300
2006-01-12,11111464980
2006-01-13,11151007560
2006-01-17,11151007560
2006-01-18,11151007560
2006-01-19,11506890780
2006-01-20,11348720460
2006-01-23,11506890780
2006-01-24,11151007560
2006-01-25,11506890780
2006-01-26,11823231420
2006-01-27,11783688840
2006-01-30,11862774000
2006-01-31,11744146260
2006-02-01,11625518520
2006-02-02,11427805620
2006-02-03,11388263040
2006-02-06,11546433360
2006-02-07,11427805620
2006-02-08,11388263040
2006-02-09,11506890780
2006-02-10,11585975940
2006-02-13,11348720460
2006-02-14,11744146260
2006-02-15,11981401740
2006-02-16,11941859160
2006-02-17,11941859160
2006-02-21,11981401740
2006-02-22,12100029480
2006-02-23,11981401740
2006-02-24,12179114640
2006-02-27,12337284960
2006-02-28,12179114640
2006-03-01,12416370120
2006-03-02,12376827540
2006-03-03,12376827540
2006-03-06,12218657220
2006-03-07,11981401740
2006-03-08,11902316580
2006-03-09,11981401740
2006-03-10,12139572060
2006-03-13,12218657220
2006-03-14,12416370120
2006-03-15,13088593980
2006-03-16,12969966240
2006-03-17,13049051400
2006-03-20,13088593980
2006-03-21,12890881080
2006-03-22,13009508820
2006-03-23,12811795920
2006-03-24,12969966240
2006-03-27,13088593980
2006-03-28,13049051400
2006-03-29,13128136560
2006-03-30,13167679140
2006-03-31,13261192200
2006-04-03,13660625700
2006-04-04,13860342450
2006-04-05,14020115850
2006-04-06,14020115850
2006-04-07,14060059200
2006-04-10,14020115850
2006-04-11,14259775950
2006-04-12,14379606000
2006-04-13,14419549350
2006-04-17,14379606000
2006-04-18,14938812900
2006-04-19,15258359700
2006-04-20,15138529650
2006-04-21,15098586300
2006-04-24,15138529650
2006-04-25,14978756250
2006-04-26,15258359700
2006-04-27,15018699600
2006-04-28,15178473000
2006-05-01,15577906500
2006-05-02,15937396650
2006-05-03,16256943450
2006-05-04,16376773499
2006-05-05,16456660200
2006-05-08,16256943450
2006-05-09,16177056750
2006-05-10,16416716850
2006-05-11,16217000099
2006-05-12,15697736550
2006-05-15,15777623250
2006-05-16,15697736550
2006-05-17,15098586300
2006-05-18,14739096150
2006-05-19,14898869550
2006-05-22,14779039500
2006-05-23,14739096150
2006-05-24,14579322750
2006-05-25,14858926200
2006-05-26,14938812900
2006-05-30,14699152800
2006-05-31,14858926200
2006-06-01,14858926200
2006-06-02,15218416350
2006-06-05,14739096150
2006-06-06,14419549350
2006-06-07,14020115850
2006-06-08,13980172500
2006-06-09,13740512400
2006-06-12,13500852300
2006-06-13,13540795650
2006-06-14,13740512400
2006-06-15,14379606000
2006-06-16,14259775950
2006-06-19,14139945900
2006-06-20,14139945900
2006-06-21,14659209450
2006-06-22,14379606000
2006-06-23,14539379400
2006-06-26,14659209450
2006-06-27,14419549350
2006-06-28,14978756250
2006-06-29,15338246400
2006-06-30,15486696720
2006-07-03,15526304640
2006-07-05,15565912560
2006-07-06,15051009600
2006-07-07,14813362080
2006-07-10,14932185840
2006-07-11,15130225440
2006-07-12,14615322480
2006-07-13,14219243280
2006-07-14,14179635360
2006-07-17,14060811600
2006-07-18,14377674960
2006-07-19,14496498720
2006-07-20,13941987840
2006-07-21,13625124480
2006-07-24,13981595760
2006-07-25,13823164080
2006-07-26,12991397760
2006-07-27,13189437360
2006-07-28,13308261120
2006-07-31,13347869040
2006-08-01,13149829440
2006-08-02,13387476960
2006-08-03,13862772000
2006-08-04,13625124480
2006-08-07,13585516560
2006-08-08,13506300720
2006-08-09,13031005680
2006-08-10,13189437360
2006-08-11,12951789840
2006-08-14,13031005680
2006-08-15,13506300720
2006-08-16,13823164080
2006-08-17,13704340320
2006-08-18,13585516560
2006-08-21,13268653200
2006-08-22,13387476960
2006-08-23,13189437360
2006-08-24,12832966080
2006-08-25,13070613600
2006-08-28,13229045280
2006-08-29,13149829440
2006-08-30,13110221520
2006-08-31,13308261120
2006-09-01,13387476960
2006-09-05,13229045280
2006-09-06,13189437360
2006-09-07,13308261120
2006-09-08,13347869040
2006-09-11,13189437360
2006-09-12,13545908640
2006-09-13,13981595760
2006-09-14,14140027440
2006-09-15,13902379920
2006-09-18,14219243280
2006-09-19,13783556160
2006-09-20,13783556160
2006-09-21,13427084880
2006-09-22,13466692800
2006-09-25,13466692800
2006-09-26,14140027440
2006-09-27,14338067040
2006-09-28,14377674960
2006-09-29,15227070000
2006-10-02,15268788000
2006-10-03,15393942000
2006-10-04,15644250000
2006-10-05,15811122000
2006-10-06,15644250000
2006-10-09,15644250000
2006-10-10,15852840000
2006-10-11,15685968000
2006-10-12,15894558000
2006-10-13,16103148000
2006-10-16,16645482000
2006-10-17,16311738000
2006-10-18,16270020000
2006-10-19,16478610000
2006-10-20,16687200000
2006-10-23,16770635999
2006-10-24,16937507999
2006-10-25,17563278000
2006-10-26,17354688000
2006-10-27,16895790000
2006-10-30,16770635999
2006-10-31,16520328000
2006-11-01,16395174000
2006-11-02,16645482000
2006-11-03,16562046000
2006-11-06,16728918000
2006-11-07,16979226000
2006-11-08,17062662000
2006-11-09,17020944000
2006-11-10,17062662000
2006-11-13,17104379999
2006-11-14,16812354000
2006-11-15,16854072000
2006-11-16,17271252000
2006-11-17,16854072000
2006-11-20,16895790000
2006-11-21,16937507999
2006-11-22,17020944000
2006-11-24,16770635999
2006-11-27,16728918000
2006-11-28,16228302000
2006-11-29,16395174000
2006-11-30,16603764000
2006-12-01,16728918000
2006-12-04,16937507999
2006-12-05,17521560000
2006-12-06,16937507999
2006-12-07,17062662000
2006-12-08,17062662000
2006-12-11,17020944000
2006-12-12,16979226000
2006-12-13,16228302000
2006-12-14,16937507999
2006-12-15,16436892000
2006-12-18,16228302000
2006-12-19,16061430000
2006-12-20,15727686000
2006-12-21,15894558000
2006-12-22,15727686000
2006-12-26,15852840000
2006-12-27,16186584000
2006-12-28,16186584000
2006-12-29,15085347390
2007-01-03,15203509380
2007-01-04,15321671370
2007-01-05,15006572730
2007-01-08,15164122050
2007-01-09,15006572730
2007-01-10,14849023410
2007-01-11,15006572730
2007-01-12,15203509380
2007-01-16,15597382680
2007-01-17,15479220690
2007-01-18,15557995350
2007-01-19,15636770010
2007-01-22,15361058700
2007-01-23,16030643310
2007-01-24,15912481320
2007-01-25,15754932000
2007-01-26,15439833360
2007-01-29,15400446030
2007-01-30,15439833360
2007-01-31,16109417970
2007-02-01,16306354619
2007-02-02,16582065930
2007-02-05,16582065930
2007-02-06,16188192630
2007-02-07,16227579960
2007-02-08,16109417970
2007-02-09,16227579960
2007-02-12,16621453259
2007-02-13,17212263210
2007-02-14,18433270440
2007-02-15,17842460490
2007-02-16,17803073160
2007-02-20,17684911170
2007-02-21,17881847820
2007-02-22,17684911170
2007-02-23,17684911170
2007-02-26,17251650540
2007-02-27,16306354619
2007-02-28,16463903939
2007-03-01,16109417970
2007-03-02,15833706659
2007-03-05,15518608020
2007-03-06,15873093990
2007-03-07,16188192630
2007-03-08,16503291270
2007-03-09,16582065930
2007-03-12,16503291270
2007-03-13,16227579960
2007-03-14,16070030640
2007-03-15,16542678600
2007-03-16,17566749180
2007-03-19,17487974520
2007-03-20,17527361850
2007-03-21,17527361850
2007-03-22,17448587190
2007-03-23,18236333790
2007-03-26,17527361850
2007-03-27,17094101220
2007-03-28,17015326560
2007-03-29,17448587190
2007-03-30,17567051400
2007-04-02,17764434000
2007-04-03,18080246160
2007-04-04,17882863560
2007-04-05,17961816600
2007-04-09,18356581800
2007-04-10,18396058320
2007-04-11,18317105280
2007-04-12,18909253080
2007-04-13,18632917440
2007-04-16,18988206120
2007-04-17,18988206120
2007-04-18,19540877400
2007-04-19,19698783480
2007-04-20,19738260000
2007-04-23,19738260000
2007-04-24,19580353920
2007-04-25,19619830440
2007-04-26,18988206120
2007-04-27,19185588720
2007-04-30,18948729600
2007-05-01,19027682640
2007-05-02,19264541760
2007-05-03,19896166080
2007-05-04,20172501720
2007-05-07,20133025200
2007-05-08,20409360840
2007-05-09,20330407800
2007-05-10,19777736520
2007-05-11,19896166080
2007-05-14,19698783480
2007-05-15,20054072160
2007-05-16,20369884320
2007-05-17,20646219960
2007-05-18,20409360840
2007-05-21,20014595640
2007-05-22,19659306960
2007-05-23,19422447840
2007-05-24,19343494800
2007-05-25,19619830440
2007-05-29,19619830440
2007-05-30,19659306960
2007-05-31,19935642600
2007-06-01,20251454760
2007-06-04,20330407800
2007-06-05,20133025200
2007-06-06,19777736520
2007-06-07,19264541760
2007-06-08,19738260000
2007-06-11,19738260000
2007-06-12,18988206120
2007-06-13,19619830440
2007-06-14,19698783480
2007-06-15,19777736520
2007-06-18,19619830440
2007-06-19,19777736520
2007-06-20,19343494800
2007-06-21,19896166080
2007-06-22,19659306960
2007-06-25,19580353920
2007-06-26,19225065240
2007-06-27,19777736520
2007-06-28,19698783480
2007-06-29,19502732610
2007-07-02,20047719150
2007-07-03,20125574370
2007-07-05,19930936320
2007-07-06,20086646760
2007-07-09,20203429590
2007-07-10,19814153490
2007-07-11,20475922860
2007-07-12,20709488520
2007-07-13,20865198960
2007-07-16,21098764620
2007-07-17,20981981790
2007-07-18,22071954870
2007-07-19,22188737700
2007-07-20,21955172040
2007-07-23,22149810090
2007-07-24,21565895940
2007-07-25,21215547450
2007-07-26,20320212420
2007-07-27,20086646760
2007-07-30,20436995250
2007-07-31,20514850470
2007-08-01,20748416130
2007-08-02,21254475060
2007-08-03,20203429590
2007-08-06,19930936320
2007-08-07,20047719150
2007-08-08,20592705690
2007-08-09,19892008710
2007-08-10,20320212420
2007-08-13,20709488520
2007-08-14,19541660220
2007-08-15,18295976700
2007-08-16,17984555820
2007-08-17,17984555820
2007-08-20,18646325190
2007-08-21,18529542360
2007-08-22,18957746070
2007-08-23,18334904310
2007-08-24,18646325190
2007-08-27,18568469970
2007-08-28,17712062550
2007-08-29,17945628210
2007-08-30,17283858840
2007-08-31,17750990160
2007-09-04,18179193870
2007-09-05,17945628210
2007-09-06,18062411040
2007-09-07,17322786450
2007-09-10,17011365570
2007-09-11,16894582740
2007-09-12,16816727520
2007-09-13,16894582740
2007-09-14,16466379030
2007-09-17,16894582740
2007-09-18,17867772990
2007-09-19,17556352110
2007-09-20,17439569280
2007-09-21,17439569280
2007-09-24,17517424500
2007-09-25,17595279720
2007-09-26,17945628210
2007-09-27,18451687140
2007-09-28,17625183750
2007-10-01,17959134600
2007-10-02,17736500700
2007-10-03,17291232900
2007-10-04,17328338550
2007-10-05,17959134600
2007-10-08,17959134600
2007-10-09,17996240250
2007-10-10,17699395050
2007-10-11,17439655500
2007-10-12,17550972450
2007-10-15,17476761150
2007-10-16,17662289400
2007-10-17,18701247600
2007-10-18,18960987150
2007-10-19,18404402400
2007-10-22,18404402400
2007-10-23,18738353250
2007-10-24,18664141950
2007-10-25,18218874150
2007-10-26,18441508050
2007-10-29,18441508050
2007-10-30,18293085450
2007-10-31,18441508050
2007-11-01,17884923300
2007-11-02,17996240250
2007-11-05,18181768500
2007-11-06,18515719350
2007-11-07,18107557200
2007-11-08,18367296750
2007-11-09,17959134600
2007-11-12,17625183750
2007-11-13,17959134600
2007-11-14,17922028950
2007-11-15,17959134600
2007-11-16,17810712000
2007-11-19,17068598999
2007-11-20,17031493350
2007-11-21,16623331200
2007-11-23,17031493350
2007-11-26,16586225550
2007-11-27,16957282050
2007-11-28,17439655500
2007-11-29,17031493350
2007-11-30,17328338550
2007-12-03,17031493350
2007-12-04,17031493350
2007-12-05,17476761150
2007-12-06,17996240250
2007-12-07,18033345900
2007-12-10,18181768500
2007-12-11,17773606350
2007-12-12,17810712000
2007-12-13,18478613700
2007-12-14,17922028950
2007-12-17,17773606350
2007-12-18,17996240250
2007-12-19,17810712000
2007-12-20,17476761150
2007-12-21,17996240250
2007-12-24,18664141950
2007-12-26,18627036300
2007-12-27,18218874150
2007-12-28,17904662280
2007-12-31,17795487510
2008-01-02,17577137970
2008-01-03,16994872530
2008-01-04,16485390270
2008-01-07,16412607090
2008-01-08,16303432320
2008-01-09,16776522990
2008-01-10,17577137970
2008-01-11,17176830480
2008-01-14,17577137970
2008-01-15,17322396840
2008-01-16,17686312740
2008-01-17,16740131399
2008-01-18,16667348220
2008-01-22,17540746380
2008-01-23,18414144540
2008-01-24,18923626800
2008-01-25,18377752950
2008-01-28,19105584750
2008-01-29,19287542700
2008-01-30,19360325880
2008-01-31,19578675420
2008-02-01,20197332450
2008-02-04,19833416550
2008-02-05,19141976340
2008-02-06,19214759520
2008-02-07,19178367930
2008-02-08,19433109060
2008-02-11,19760633370
2008-02-12,19760633370
2008-02-13,20197332450
2008-02-14,19724241780
2008-02-15,19724241780
2008-02-19,19724241780
2008-02-20,20452073580
2008-02-21,20306507220
2008-02-22,20270115630
2008-02-25,20925164250
2008-02-26,21325471740
2008-02-27,20743206300
2008-02-28,20379290400
2008-02-29,19615067010
2008-03-03,19760633370
2008-03-04,19978982910
2008-03-05,20015374500
2008-03-06,19323934290
2008-03-07,19032801570
2008-03-10,18996409980
2008-03-11,19797024960
2008-03-12,19942591320
2008-03-13,20088157680
2008-03-14,19797024960
2008-03-17,20743206300
2008-03-18,22089695130
2008-03-19,21434646510
2008-03-20,22089695130
2008-03-24,22671960570
2008-03-25,23217834420
2008-03-26,23035876470
2008-03-27,22417219440
2008-03-28,22958706600
2008-03-31,22775914350
2008-04-01,23689875600
2008-04-02,23397408000
2008-04-03,23836109400
2008-04-04,23287732650
2008-04-07,23324291100
2008-04-08,23507083350
2008-04-09,22885589700
2008-04-10,22958706600
2008-04-11,22885589700
2008-04-14,23214615750
2008-04-15,23470524900
2008-04-16,24311369250
2008-04-17,23945784750
2008-04-18,24859746000
2008-04-21,24603836850
2008-04-22,24640395300
2008-04-23,24128577000
2008-04-24,24676953750
2008-04-25,25152213600
2008-04-28,25225330500
2008-04-29,25152213600
2008-04-30,25554356550
2008-05-01,26212408650
2008-05-02,26066174850
2008-05-05,26212408650
2008-05-06,26431759350
2008-05-07,25517798100
2008-05-08,25993057950
2008-05-09,25700590350
2008-05-12,25993057950
2008-05-13,26395200900
2008-05-14,26577993150
2008-05-15,26651110050
2008-05-16,26614551600
2008-05-19,27199486800
2008-05-20,27491954400
2008-05-21,27967214250
2008-05-22,27455395950
2008-05-23,27089811450
2008-05-27,27382279050
2008-05-28,27638188200
2008-05-29,28040331150
2008-05-30,28040331150
2008-06-02,27820980450
2008-06-03,26577993150
2008-06-04,26285525550
2008-06-05,27272603700
2008-06-06,26577993150
2008-06-09,27162928350
2008-06-10,26907019200
2008-06-11,25846824150
2008-06-12,26212408650
2008-06-13,26577993150
2008-06-16,26468317800
2008-06-17,25737148800
2008-06-18,26066174850
2008-06-19,26943577650
2008-06-20,26322084000
2008-06-23,26029616400
2008-06-24,25298447400
2008-06-25,25700590350
2008-06-26,24932862900
2008-06-27,24978110400
2008-06-30,25267711680
2008-07-01,24507508320
2008-07-02,22950901440
2008-07-03,23059501920
2008-07-07,22878501120
2008-07-08,24435108000
2008-07-09,23493903840
2008-07-10,24109306560
2008-07-11,24398907840
2008-07-14,24290307360
2008-07-15,23276702880
2008-07-16,24724709280
2008-07-17,24543708480
2008-07-18,24471308160
2008-07-21,24905710080
2008-07-22,25159111200
2008-07-23,26172715680
2008-07-24,25593513120
2008-07-25,25484912640
2008-07-28,24869509920
2008-07-29,26064115200
2008-07-30,27620722080
2008-07-31,27186320160
2008-08-01,26607117600
2008-08-04,25955514720
2008-08-05,26643317760
2008-08-06,26136515520
2008-08-07,25412512320
2008-08-08,26389916640
2008-08-11,25919314560
2008-08-12,24181706880
2008-08-13,24181706880
2008-08-14,24616108800
2008-08-15,24507508320
2008-08-18,24145506720
2008-08-19,24073106400
2008-08-20,24290307360
2008-08-21,24905710080
2008-08-22,25629713280
2008-08-25,25448712480
2008-08-26,25484912640
2008-08-27,25593513120
2008-08-28,26064115200
2008-08-29,26027915040
2008-09-02,25050510720
2008-09-03,24181706880
2008-09-04,23312903040
2008-09-05,23204302560
2008-09-08,23493903840
2008-09-09,21683895840
2008-09-10,22045897440
2008-09-11,24398907840
2008-09-12,24797109600
2008-09-15,23530104000
2008-09-16,22950901440
2008-09-17,21321894240
2008-09-18,22769900640
2008-09-19,23892105600
2008-09-22,22625100000
2008-09-23,22878501120
2008-09-24,22299298560
2008-09-25,22733700480
2008-09-26,22017857400
2008-09-29,21175068600
2008-09-30,21280417200
2008-10-01,20718558000
2008-10-02,18436005000
2008-10-03,18611586000
2008-10-06,18611586000
2008-10-07,17944378200
2008-10-08,18155075400
2008-10-09,17522983800
2008-10-10,16890892199
2008-10-13,19454374800
2008-10-14,18787167000
2008-10-15,16715311200
2008-10-16,17242054200
2008-10-17,16890892199
2008-10-20,17768797200
2008-10-21,17593216200
2008-10-22,16996240800
2008-10-23,17066473200
2008-10-24,16539730200
2008-10-27,15872522399
2008-10-28,16820659800
2008-10-29,16926008400
2008-10-30,17593216200
2008-10-31,17839029600
2008-11-03,17558100000
2008-11-04,18295540200
2008-11-05,17382519000
2008-11-06,16645078800
2008-11-07,16680195000
2008-11-10,16926008400
2008-11-11,17101589400
2008-11-12,16223684400
2008-11-13,16504614000
2008-11-14,15135082199
2008-11-17,14678571599
2008-11-18,14046480000
2008-11-19,12782296800
2008-11-20,12396018600
2008-11-21,13133458800
2008-11-24,13625085600
2008-11-25,14292293400
2008-11-26,14643455400
2008-11-28,14538106799
2008-12-01,13168575000
2008-12-02,13273923600
2008-12-03,13484620800
2008-12-04,12957877800
2008-12-05,13309039800
2008-12-08,14327409600
2008-12-09,13309039800
2008-12-10,13906015200
2008-12-11,13344156000
2008-12-12,12431134800
2008-12-15,12255553800
2008-12-16,13238807400
2008-12-17,13765550400
2008-12-18,12957877800
2008-12-19,12325786200
2008-12-22,12360902400
2008-12-23,12185321400
2008-12-24,12220437600
2008-12-26,12321540000
2008-12-29,11934291600
2008-12-30,12321540000
2008-12-31,12708788400
2009-01-02,13553694000
2009-01-05,13835329200
2009-01-06,14363395200
2009-01-07,13588898400
2009-01-08,13764920400
2009-01-09,13518489600
2009-01-12,12603175200
2009-01-13,12391948800
2009-01-14,11758269600
2009-01-15,11793474000
2009-01-16,11652656400
2009-01-20,10913364000
2009-01-21,11371021200
2009-01-22,11335816800
2009-01-23,11265408000
2009-01-26,11089386000
2009-01-27,11617452000
2009-01-28,12145518000
2009-01-29,11617452000
2009-01-30,11335816800
2009-02-02,11265408000
2009-02-03,11793474000
2009-02-04,11863882800
2009-02-05,12110313600
2009-02-06,12814401600
2009-02-09,12814401600
2009-02-10,12004700400
2009-02-11,11828678400
2009-02-12,11476634400
2009-02-13,11441430000
2009-02-17,10737342000
2009-02-18,10878159600
2009-02-19,10279684800
2009-02-20,10420502400
2009-02-23,9751618800
2009-02-24,10455706800
2009-02-25,9927640800
2009-02-26,9786823200
2009-02-27,9646005600
2009-03-02,8941917600
2009-03-03,8941917600
2009-03-04,9188348400
2009-03-05,8765895600
2009-03-06,8449056000
2009-03-09,8167420799
2009-03-10,8695486800
2009-03-11,8801100000
2009-03-12,9117939600
2009-03-13,9082735200
2009-03-16,9646005600
2009-03-17,9822027600
2009-03-18,9822027600
2009-03-19,9822027600
2009-03-20,9469983600
2009-03-23,10631728800
2009-03-24,10526115600
2009-03-25,10103662800
2009-03-26,10948568400
2009-03-27,10761141150
