,VNO
2004-08-23,5834213913
2004-08-24,5888353768
2004-08-25,5832924869
2004-08-26,5881908547
2004-08-27,5852260531
2004-08-30,5866440017
2004-08-31,5919290828
2004-09-01,5930892226
2004-09-02,6017258185
2004-09-03,6092022747
2004-09-07,6157764000
2004-09-08,6106202233
2004-09-09,5959251197
2004-09-10,6013391053
2004-09-13,5896088033
2004-09-14,5838081045
2004-09-15,5927025093
2004-09-16,6073976129
2004-09-17,6153896867
2004-09-20,6010812964
2004-09-21,5990188257
2004-09-22,5955384065
2004-09-23,5894798989
2004-09-24,5903822298
2004-09-27,5898666121
2004-09-28,5898666121
2004-09-29,5894798989
2004-09-30,6001167416
2004-10-01,6145111684
2004-10-04,6175209122
2004-10-05,6145111684
2004-10-06,6207923729
2004-10-07,6132025842
2004-10-08,6197455055
2004-10-11,6158197527
2004-10-12,6222318156
2004-10-13,6175209122
2004-10-14,6269427189
2004-10-15,6277278695
2004-10-18,6350559413
2004-10-19,6347942245
2004-10-20,6245872672
2004-10-21,6351867998
2004-10-22,6300833211
2004-10-25,6285130200
2004-10-26,6380656851
2004-10-27,6414680042
2004-10-28,6427765885
2004-10-29,6433000222
2004-11-01,6548155637
2004-11-02,6460480491
2004-11-03,6529835457
2004-11-04,6629287861
2004-11-05,6510206693
2004-11-08,6586104580
2004-11-09,6706494332
2004-11-10,6693408489
2004-11-11,6701259995
2004-11-12,6847821432
2004-11-15,6985222779
2004-11-16,6932879409
2004-11-17,6750986197
2004-11-18,6821649747
2004-11-19,6726123096
2004-11-22,6774540714
2004-11-23,6905399140
2004-11-24,7036257566
2004-11-26,6983914195
2004-11-29,7012703049
2004-11-30,7036257566
2004-12-01,7142252891
2004-12-02,6997000038
2004-12-03,7084675183
2004-12-06,7151412980
2004-12-07,6936805162
2004-12-08,6995691453
2004-12-09,7031023228
2004-12-10,7085983767
2004-12-13,7036257566
2004-12-14,6969519768
2004-12-15,7012703049
2004-12-16,6952508173
2004-12-17,7062429251
2004-12-20,7084675183
2004-12-21,7155338733
2004-12-22,7202447767
2004-12-23,7180201834
2004-12-27,7185436171
2004-12-28,7203756351
2004-12-29,7246939631
2004-12-30,7313677429
2004-12-31,7288814328
2005-01-03,7275728485
2005-01-04,7167115992
2005-01-05,6870067365
2005-01-06,6939422330
2005-01-07,6955125341
2005-01-10,6915867814
2005-01-11,6860907275
2005-01-12,6807255320
2005-01-13,6821649747
2005-01-14,6922410735
2005-01-18,6993074285
2005-01-19,7015320217
2005-01-20,6987839948
2005-01-21,6974754105
2005-01-24,6979988442
2005-01-25,6830809837
2005-01-26,6716963006
2005-01-27,6627979276
2005-01-28,6610967681
2005-01-31,6618819187
2005-02-01,6726123096
2005-02-02,6879227454
2005-02-03,6744443276
2005-02-04,6838661342
2005-02-07,6811181073
2005-02-08,6825575500
2005-02-09,6825575500
2005-02-10,6889696128
2005-02-11,6854364353
2005-02-14,6883153207
2005-02-15,6922410735
2005-02-16,6949891004
2005-02-17,6897547634
2005-02-18,6864833027
2005-02-22,6676396894
2005-02-23,6588721749
2005-02-24,6603116175
2005-02-25,6726123096
2005-02-28,6576944490
2005-03-01,6682939815
2005-03-02,6668545388
2005-03-03,6757529118
2005-03-04,6931570825
2005-03-07,7027097476
2005-03-08,6989148532
2005-03-09,6819032578
2005-03-10,6922410735
2005-03-11,6758837702
2005-03-14,6873993117
2005-03-15,6864833027
2005-03-16,6796786646
2005-03-17,6961668263
2005-03-18,6897547634
2005-03-21,6845204264
2005-03-22,6726123096
2005-03-23,6605733344
2005-03-24,6664619636
2005-03-28,6607041928
2005-03-29,6595264670
2005-03-30,6641065119
2005-03-31,6728298237
2005-04-01,6744229488
2005-04-04,6744229488
2005-04-05,6773436781
2005-04-06,6823885742
2005-04-07,6891593557
2005-04-08,6876989911
2005-04-11,6908852412
2005-04-12,7041612835
2005-04-13,7046923252
2005-04-14,7076130545
2005-04-15,7086751379
2005-04-18,7088078983
2005-04-19,7121269089
2005-04-20,7125251902
2005-04-21,7122596693
2005-04-22,7142510757
2005-04-25,7226149823
2005-04-26,7299168056
2005-04-27,7333685766
2005-04-28,7434583688
2005-04-29,7425290458
2005-05-02,7475739419
2005-05-03,7473084210
2005-05-04,7511584733
2005-05-05,7576637340
2005-05-06,7454497751
2005-05-09,7591240987
2005-05-10,7572654527
2005-05-11,7579292549
2005-05-12,7576637340
2005-05-13,7523533171
2005-05-16,7542119630
2005-05-17,7539464422
2005-05-18,7629741509
2005-05-19,7885969126
2005-05-20,7847468603
2005-05-23,7891279543
2005-05-24,7785071204
2005-05-25,7641689947
2005-05-26,7593896195
2005-05-27,7631069114
2005-05-31,7644345156
2005-06-01,7721346201
2005-06-02,7639034739
2005-06-03,7576637340
2005-06-06,7580620153
2005-06-07,7737277452
2005-06-08,7735949848
2005-06-09,7804985268
2005-06-10,7786398808
2005-06-13,7775777975
2005-06-14,7749225890
2005-06-15,7661604011
2005-06-16,7633724322
2005-06-17,7724001410
2005-06-20,7755863911
2005-06-21,7697449325
2005-06-22,7639034739
2005-06-23,7704087346
2005-06-24,7670897240
2005-06-27,7677535262
2005-06-28,7761174328
2005-06-29,7777105579
2005-06-30,8185325556
2005-07-01,8295261075
2005-07-05,8323092852
2005-07-06,8305002197
2005-07-07,8402413415
2005-07-08,8502607812
2005-07-11,8647333051
2005-07-12,8627850808
2005-07-13,8570795665
2005-07-14,8414937715
2005-07-15,8517915289
2005-07-18,8577753609
2005-07-19,8627850808
2005-07-20,8672381650
2005-07-21,8573578843
2005-07-22,8597235853
2005-07-25,8708562960
2005-07-26,8755876981
2005-07-27,8959048951
2005-07-28,9018887272
2005-07-29,9024453627
2005-08-01,9000796617
2005-08-02,8967398484
2005-08-03,8897819042
2005-08-04,8857462966
2005-08-05,8693255483
2005-08-08,8437203136
2005-08-09,8460860147
2005-08-10,8566620899
2005-08-11,8643158285
2005-08-12,8643158285
2005-08-15,8696038661
2005-08-16,8761443336
2005-08-17,8679339595
2005-08-18,8645941462
2005-08-19,8655682584
2005-08-22,8664032117
2005-08-23,8629242396
2005-08-24,8647333051
2005-08-25,8686297539
2005-08-26,8611151741
2005-08-29,8611151741
2005-08-30,8632025574
2005-08-31,8757268570
2005-09-01,8771184458
2005-09-02,8755876981
2005-09-06,8913126520
2005-09-07,8837980722
2005-09-08,8780925580
2005-09-09,8843547078
2005-09-12,8799016235
2005-09-13,8757268570
2005-09-14,8760051747
2005-09-15,8847721844
2005-09-16,8932608763
2005-09-19,8835197545
2005-09-20,8837980722
2005-09-21,8707171371
2005-09-22,8669598473
2005-09-23,8661248940
2005-09-26,8700213427
2005-09-27,8669598473
2005-09-28,8570795665
2005-09-29,8726653615
2005-09-30,9122116632
2005-10-03,9241595200
2005-10-04,9133632639
2005-10-05,9014154072
2005-10-06,8903312509
2005-10-07,8861566986
2005-10-10,8736330415
2005-10-11,8661476373
2005-10-12,8504570785
2005-10-13,8422519239
2005-10-14,8518965793
2005-10-17,8575106325
2005-10-18,8500252283
2005-10-19,8609654344
2005-10-20,8392289722
2005-10-21,8369257709
2005-10-24,8508889287
2005-10-25,8439793249
2005-10-26,8340467693
2005-10-27,8232505132
2005-10-28,8454188257
2005-10-31,8530481800
2005-11-01,8392289722
2005-11-02,8372136710
2005-11-03,8349104698
2005-11-04,8350544198
2005-11-07,8411003232
2005-11-08,8308798675
2005-11-09,8406684730
2005-11-10,8589501333
2005-11-11,8727693411
2005-11-14,8704661398
2005-11-15,8729132911
2005-11-16,8698903394
2005-11-17,8851490480
2005-11-18,8933542026
2005-11-21,9012714571
2005-11-22,9124995634
2005-11-23,9160983154
2005-11-25,9202728678
2005-11-28,9112040127
2005-11-29,9096205618
2005-11-30,8988243057
2005-12-01,9145148645
2005-12-02,9057339096
2005-12-05,8955134539
2005-12-06,8903312509
2005-12-07,8874522493
2005-12-08,8896115005
2005-12-09,8919147018
2005-12-12,8992561560
2005-12-13,9012714571
2005-12-14,9031428081
2005-12-15,8909070513
2005-12-16,8927784023
2005-12-19,8811184458
2005-12-20,8822700464
2005-12-21,8847171978
2005-12-22,8883159498
2005-12-23,8920586519
2005-12-27,8916268017
2005-12-28,8910510013
2005-12-29,8868764490
2005-12-30,8791031446
2006-01-03,9061657598
2006-01-04,9076052607
2006-01-05,9135072140
2006-01-06,9224321190
2006-01-09,9329404749
2006-01-10,9384105780
2006-01-11,9391303284
2006-01-12,9395621786
2006-01-13,9178257164
2006-01-17,9083250111
2006-01-18,9029988581
2006-01-19,9130753637
2006-01-20,9017033073
2006-01-23,9099084620
2006-01-24,9179696665
2006-01-25,9257429709
2006-01-26,9293417229
2006-01-27,9327965248
2006-01-30,9293417229
2006-01-31,9303493735
2006-02-01,9302054234
2006-02-02,9196970675
2006-02-03,9093326616
2006-02-06,9106282124
2006-02-07,9045823090
2006-02-08,9058778597
2006-02-09,9093326616
2006-02-10,9122116632
2006-02-13,9129314137
2006-02-14,9175378162
2006-02-15,9217123686
2006-02-16,9227200192
2006-02-17,9263187712
2006-02-21,9284780224
2006-02-22,9517979355
2006-02-23,9476233832
2006-02-24,9372589773
2006-02-27,9371150273
2006-02-28,9372589773
2006-03-01,9456080820
2006-03-02,9420093300
2006-03-03,9595712399
2006-03-06,9674884944
2006-03-07,9634578921
2006-03-08,9705114461
2006-03-09,9746859984
2006-03-10,9988696120
2006-03-13,9874975556
2006-03-14,9893689067
2006-03-15,10167194221
2006-03-16,10270838279
2006-03-17,10368724334
2006-03-20,10216137248
2006-03-21,10059231660
2006-03-22,10085142674
2006-03-23,10093779679
2006-03-24,10047715653
2006-03-27,9946950597
2006-03-28,10059231660
2006-03-29,10260761773
2006-03-30,10066429164
2006-03-31,10128809241
2006-04-03,9964394567
2006-04-04,9932665420
2006-04-05,10326395296
2006-04-06,10258610299
2006-04-07,10174960728
2006-04-10,10043717436
2006-04-11,9978816907
2006-04-12,9928338718
2006-04-13,9784115320
2006-04-17,9807191064
2006-04-18,10156211687
2006-04-19,10297550617
2006-04-20,10255725831
2006-04-21,10309088489
2006-04-24,10208132110
2006-04-25,10112944667
2006-04-26,10094195626
2006-04-27,10110060199
2006-04-28,10091311158
2006-05-01,9918243080
2006-05-02,9743732768
2006-05-03,9671621069
2006-05-04,9784115320
2006-05-05,9896609570
2006-05-08,9936992122
2006-05-09,9906705208
2006-05-10,9986028077
2006-05-11,9924012016
2006-05-12,9775461916
2006-05-15,9975932439
2006-05-16,9861995955
2006-05-17,9671621069
2006-05-18,9521628735
2006-05-19,9492784056
2006-05-22,9429325761
2006-05-23,9403365549
2006-05-24,9374520870
2006-05-25,9600951604
2006-05-26,9658640964
2006-05-30,9619700646
2006-05-31,9484130652
2006-06-01,9635565220
2006-06-02,9857669253
2006-06-05,9859111487
2006-06-06,9810075531
2006-06-07,9900936272
2006-06-08,9882187230
2006-06-09,9987470311
2006-06-12,9975932439
2006-06-13,9895167336
2006-06-14,9861995955
2006-06-15,9987470311
2006-06-16,10010546055
2006-06-19,10125924773
2006-06-20,9980259141
2006-06-21,10063908712
2006-06-22,9988912545
2006-06-23,9918243080
2006-06-26,10029295096
2006-06-27,10039390734
2006-06-28,10085542222
2006-06-29,10255725831
2006-06-30,10312584954
2006-07-03,10464304363
2006-07-05,10444075109
2006-07-06,10418066067
2006-07-07,10396391866
2006-07-10,10533661807
2006-07-11,10533661807
2006-07-12,10630473239
2006-07-13,10549556221
2006-07-14,10485978564
2006-07-17,10510542659
2006-07-18,10631918186
2006-07-19,10941136791
2006-07-20,10857329879
2006-07-21,10741734139
2006-07-24,10920907536
2006-07-25,10935357004
2006-07-26,10954141311
2006-07-27,10913682802
2006-07-28,11110195560
2006-07-31,11052397690
2006-08-01,11022053809
2006-08-02,10796642116
2006-08-03,10941136791
2006-08-04,11124645028
2006-08-07,10884783867
2006-08-08,10702720577
2006-08-09,10698385737
2006-08-10,10681046376
2006-08-11,10597239464
2006-08-14,10728729618
2006-08-15,10796642116
2006-08-16,10852995039
2006-08-17,10941136791
2006-08-18,11010494235
2006-08-21,11105860720
2006-08-22,11196892365
2006-08-23,11050952744
2006-08-24,11085631466
2006-08-25,11053842637
2006-08-28,11195447419
2006-08-29,11162213643
2006-08-30,11231571087
2006-08-31,11195447419
2006-09-01,11235905928
2006-09-05,11303818425
2006-09-06,11215676673
2006-09-07,11101525880
2006-09-08,11280699277
2006-09-11,11300928531
2006-09-12,11383290496
2006-09-13,11574023467
2006-09-14,11523450331
2006-09-15,11604367349
2006-09-18,11585583041
2006-09-19,11715628249
2006-09-20,11605812295
2006-09-21,11533564958
2006-09-22,11591362828
2006-09-25,11540789692
2006-09-26,11514780650
2006-09-27,11708403515
2006-09-28,11578358307
2006-09-29,11523450331
2006-10-02,12305139608
2006-10-03,12504356853
2006-10-04,12698941139
2006-10-05,12824031037
2006-10-06,12652611547
2006-10-09,12783878724
2006-10-10,12762258248
2006-10-11,12740637772
2006-10-12,12711295697
2006-10-13,12816309439
2006-10-16,12879626548
2006-10-17,12884259507
2006-10-18,12963019813
2006-10-19,12963019813
2006-10-20,12989273249
2006-10-23,13064944915
2006-10-24,13004716446
2006-10-25,13077299473
2006-10-26,13265706480
2006-10-27,13220921208
2006-10-30,13349099746
2006-10-31,13472645324
2006-11-01,13455657807
2006-11-02,13185401854
2006-11-03,12879626548
2006-11-06,13061856276
2006-11-07,12913601582
2006-11-08,12987728929
2006-11-09,13030969881
2006-11-10,13165325698
2006-11-13,13200845052
2006-11-14,13336745188
2006-11-15,13102008589
2006-11-16,13321301990
2006-11-17,13219376888
2006-11-20,13661052331
2006-11-21,13872624134
2006-11-22,14116626651
2006-11-24,14172222162
2006-11-27,13781509270
2006-11-28,13823205903
2006-11-29,13985359474
2006-11-30,14247893828
2006-12-01,14206197196
2006-12-04,14630885122
2006-12-05,14556757774
2006-12-06,14179943760
2006-12-07,14144424407
2006-12-08,14230906311
2006-12-11,14206197196
2006-12-12,14078018658
2006-12-13,13980726515
2006-12-14,14010068590
2006-12-15,13940574202
2006-12-18,13894244610
2006-12-19,13823205903
2006-12-20,13872624134
2006-12-21,13704293284
2006-12-22,13552949950
2006-12-26,13563760188
2006-12-27,13594646583
2006-12-28,13651786413
2006-12-29,13727458079
2007-01-03,13750622875
2007-01-04,13784597909
2007-01-05,13506620358
2007-01-08,13347555426
2007-01-09,13546772671
2007-01-10,13733635358
2007-01-11,13867991175
2007-01-12,13894244610
2007-01-16,14227817672
2007-01-17,13846370699
2007-01-18,13546772671
2007-01-19,13852547978
2007-01-22,13764521753
2007-01-23,13830927501
2007-01-24,14084195937
2007-01-25,14209285835
2007-01-26,14040954985
2007-01-29,14135158488
2007-01-30,13959106039
2007-01-31,13823205903
2007-02-01,14206197196
2007-02-02,14162956243
2007-02-05,14133614168
2007-02-06,14348274611
2007-02-07,15338183558
2007-02-08,15213093660
2007-02-09,15064838966
2007-02-12,14845545564
2007-02-13,15176029986
2007-02-14,15129700394
2007-02-15,15060206006
2007-02-16,15138966313
2007-02-20,15226992537
2007-02-21,15267144850
2007-02-22,15151320871
2007-02-23,14913495632
2007-02-26,14930483149
2007-02-27,14360629169
2007-02-28,14371439407
2007-03-01,14235539271
2007-03-02,13738268318
2007-03-05,13259529201
2007-03-06,13883434372
2007-03-07,13617811379
2007-03-08,13949840121
2007-03-09,14050220903
2007-03-12,14057942502
2007-03-13,13576114746
2007-03-14,13784597909
2007-03-15,13809307025
2007-03-16,13661052331
2007-03-19,13741356957
2007-03-20,13824750222
2007-03-21,14119715291
2007-03-22,13798496787
2007-03-23,13803129746
2007-03-26,13636343215
2007-03-27,13427860052
2007-03-28,13332112229
2007-03-29,13268795120
2007-03-30,13483455562
2007-04-02,13615120242
2007-04-03,13695618963
2007-04-04,13607379980
2007-04-05,13607379980
2007-04-09,13675494283
2007-04-10,13774569632
2007-04-11,13492824108
2007-04-12,13481987741
2007-04-13,13630600765
2007-04-16,13647629341
2007-04-17,13754444952
2007-04-18,13582611143
2007-04-19,13602735823
2007-04-20,13732772219
2007-04-23,13879837190
2007-04-24,13743608585
2007-04-25,13783857946
2007-04-26,13760637161
2007-04-27,13723483905
2007-04-30,13435546172
2007-05-01,13401489020
2007-05-02,13641437131
2007-05-03,13644533236
2007-05-04,13540813730
2007-05-07,13644533236
2007-05-08,13488179951
2007-05-09,13612024137
2007-05-10,13370527974
2007-05-11,13551650096
2007-05-14,13451026695
2007-05-15,13214174688
2007-05-16,13046985037
2007-05-17,12859670705
2007-05-18,12627462855
2007-05-21,12808584978
2007-05-22,13005187624
2007-05-23,12824065501
2007-05-24,12615078437
2007-05-25,12700221315
2007-05-29,13155348700
2007-05-30,13553198149
2007-05-31,13704907277
2007-06-01,13649177393
2007-06-04,13690974806
2007-06-05,13454122800
2007-06-06,13328730561
2007-06-07,12946361635
2007-06-08,13207982479
2007-06-11,12940169426
2007-06-12,12666164164
2007-06-13,13005187624
2007-06-14,12954101897
2007-06-15,13200242217
2007-06-18,13046985037
2007-06-19,12998995415
2007-06-20,12636751169
2007-06-21,12505166721
2007-06-22,12370486169
2007-06-25,12159951052
2007-06-26,12209488726
2007-06-27,12669260268
2007-06-28,12468013465
2007-06-29,12440148523
2007-07-02,13014229959
2007-07-03,12916576732
2007-07-05,13042130880
2007-07-06,12994079293
2007-07-09,13108783082
2007-07-10,12831323916
2007-07-11,12715070075
2007-07-12,12786372431
2007-07-13,12933627296
2007-07-16,12897976118
2007-07-17,12901076220
2007-07-18,12935177347
2007-07-19,12950677859
2007-07-20,12738320843
2007-07-23,12504263111
2007-07-24,12285705890
2007-07-25,12318256965
2007-07-26,11986546006
2007-07-27,11643984689
2007-07-30,11747838120
2007-07-31,12136900974
2007-08-01,12242304456
2007-08-02,12386459219
2007-08-03,11924543958
2007-08-06,12188052664
2007-08-07,12130700769
2007-08-08,12617416849
2007-08-09,12513563418
2007-08-10,11828440783
2007-08-13,11723037301
2007-08-14,11171219070
2007-08-15,11082866151
2007-08-16,11278172603
2007-08-17,11351025010
2007-08-20,11755588376
2007-08-21,12164801896
2007-08-22,12197352971
2007-08-23,12095049591
2007-08-24,12076448977
2007-08-27,11850141500
2007-08-28,11403726751
2007-08-29,11754038325
2007-08-30,11870292166
2007-08-31,12087299335
2007-09-04,12251604763
2007-09-05,11924543958
2007-09-06,12056298311
2007-09-07,11850141500
2007-09-10,11712186942
2007-09-11,11785039349
2007-09-12,11736987762
2007-09-13,11891992883
2007-09-14,11927644060
2007-09-17,11752488274
2007-09-18,12158601691
2007-09-19,12388009270
2007-09-20,12136900974
2007-09-21,12082649181
2007-09-24,12327557273
2007-09-25,12071798823
2007-09-26,12268655327
2007-09-27,12439160960
2007-09-28,12400409680
2007-10-01,12877901083
2007-10-02,13054567688
2007-10-03,13034243211
2007-10-04,13085836113
2007-10-05,13260939296
2007-10-08,13195275603
2007-10-09,13404774054
2007-10-10,13181204811
2007-10-11,13281263773
2007-10-12,12984213730
2007-10-15,12668402631
2007-10-16,12458904180
2007-10-17,12659022104
2007-10-18,12705924742
2007-10-19,12258786256
2007-10-22,12393240486
2007-10-23,12429199176
2007-10-24,12391677065
2007-10-25,12599612095
2007-10-26,12712178427
2007-10-29,12573033933
2007-10-30,12568343669
2007-10-31,12779405542
2007-11-01,12338520741
2007-11-02,12063358596
2007-11-05,11861677251
2007-11-06,11811647770
2007-11-07,11330114016
2007-11-08,11352001914
2007-11-09,11303535854
2007-11-12,11142503462
2007-11-13,11534922203
2007-11-14,11217547684
2007-11-15,11220674526
2007-11-16,11090910560
2007-11-19,10592179172
2007-11-20,10367046507
2007-11-21,10243536226
2007-11-23,10388934405
2007-11-26,9868315119
2007-11-27,9962120396
2007-11-28,10249789911
2007-11-29,10240409384
2007-11-30,10293565707
2007-12-03,10173182268
2007-12-04,9924598285
2007-12-05,10270114388
2007-12-06,10637518389
2007-12-07,10456161520
2007-12-10,10745394457
2007-12-11,10145040685
2007-12-12,10259170439
2007-12-13,10206014115
2007-12-14,9857371170
2007-12-17,9668197195
2007-12-18,9768256157
2007-12-19,9857371170
2007-12-20,9794834319
2007-12-21,9962120396
2007-12-24,10288875443
2007-12-26,10196633588
2007-12-27,9957430132
2007-12-28,9871441961
2007-12-31,10242253395
2008-01-02,10212007387
2008-01-03,9849055293
2008-01-04,9642108923
2008-01-07,9772644325
2008-01-08,9231399974
2008-01-09,9533860053
2008-01-10,9796522753
2008-01-11,9713744205
2008-01-14,9665987350
2008-01-15,9521124892
2008-01-16,9705784729
2008-01-17,9527492472
2008-01-18,9470184247
2008-01-22,9715336100
2008-01-23,10797824802
2008-01-24,10473078191
2008-01-25,10304337305
2008-01-28,10598837908
2008-01-29,10500140409
2008-01-30,10275683193
2008-01-31,10516059360
2008-02-01,10947462946
2008-02-04,10879011455
2008-02-05,10508099885
2008-02-06,10212007387
2008-02-07,10461934925
2008-02-08,10025755654
2008-02-11,9863382349
2008-02-12,10164250532
2008-02-13,10290010249
2008-02-14,10092615251
2008-02-15,10116493678
2008-02-19,9995509646
2008-02-20,10204047911
2008-02-21,9989142066
2008-02-22,10186537064
2008-02-25,10498548514
2008-02-26,10403034805
2008-02-27,10151515371
2008-02-28,9844279607
2008-02-29,9731255051
2008-03-03,9796522753
2008-03-04,9650068399
2008-03-05,9759909164
2008-03-06,9290300095
2008-03-07,9433570658
2008-03-10,9188418805
2008-03-11,10006652912
2008-03-12,9678722512
2008-03-13,9834728236
2008-03-14,9373078643
2008-03-17,9170907959
2008-03-18,9573657432
2008-03-19,9546595214
2008-03-20,10030531340
2008-03-24,10242253395
2008-03-25,10390299644
2008-03-26,10143555895
2008-03-27,10127636944
2008-03-28,10204047911
2008-03-31,10089498749
2008-04-01,10643005419
2008-04-02,10667001373
2008-04-03,10950153629
2008-04-04,10507028347
2008-04-07,10478233203
2008-04-08,10395047229
2008-04-09,10222276361
2008-04-10,10343855861
2008-04-11,10228675282
2008-04-14,10100696861
2008-04-15,10227075552
2008-04-16,10663801913
2008-04-17,10742188695
2008-04-18,10764584919
2008-04-21,10647804610
2008-04-22,10695796518
2008-04-23,10918159024
2008-04-24,11121324767
2008-04-25,11090929892
2008-04-28,11127723688
2008-04-29,11089330162
2008-04-30,10895762800
2008-05-01,11183714247
2008-05-02,11239704806
2008-05-05,11247703458
2008-05-06,11287696714
2008-05-07,11055735826
2008-05-08,10929357136
2008-05-09,10823774939
2008-05-12,11180514787
2008-05-13,11223707504
2008-05-14,11386879990
2008-05-15,11471665694
2008-05-16,11370882688
2008-05-19,11479664345
2008-05-20,11282897523
2008-05-21,11082931241
2008-05-22,11074932589
2008-05-23,11038138794
2008-05-27,11233305885
2008-05-28,11278098333
2008-05-29,11487662997
2008-05-30,11438071359
2008-06-02,11126123958
2008-06-03,11154919102
2008-06-04,11209309931
2008-06-05,11559650858
2008-06-06,10938955517
2008-06-09,10729390853
2008-06-10,10798179255
2008-06-11,10612610544
2008-06-12,10926157675
2008-06-13,11022141491
2008-06-16,11308493207
2008-06-17,10986947425
2008-06-18,10806177906
2008-06-19,11020541761
2008-06-20,10799778985
2008-06-23,10507028347
2008-06-24,10492630775
2008-06-25,10706994630
2008-06-26,10259070157
2008-06-27,10201479868
2008-06-30,10329949010
2008-07-01,10405361810
2008-07-02,10267372432
2008-07-03,10304276568
2008-07-07,10049156671
2008-07-08,10766380531
2008-07-09,10081247224
2008-07-10,10280208653
2008-07-11,10289835819
2008-07-14,10009043480
2008-07-15,10045947616
2008-07-16,10569023630
2008-07-17,10572232685
2008-07-18,10708617536
2008-07-21,10681340566
2008-07-22,11026314010
2008-07-23,11265388630
2008-07-24,10516074218
2008-07-25,10800075612
2008-07-28,10447079529
2008-07-29,11175535082
2008-07-30,11112958503
2008-07-31,11159489805
2008-08-01,11082472478
2008-08-04,10846606914
2008-08-05,11517299471
2008-08-06,11636034517
2008-08-07,11470768169
2008-08-08,11846227639
2008-08-11,12213664471
2008-08-12,11871900082
2008-08-13,11730701649
2008-08-14,11963358158
2008-08-15,12000262294
2008-08-18,11610362075
2008-08-19,11364869344
2008-08-20,11390541787
2008-08-21,11273411268
2008-08-22,11762792202
2008-08-25,11324756153
2008-08-26,11329569736
2008-08-27,11465954586
2008-08-28,11807718976
2008-08-29,11676147709
2008-09-02,11849436695
2008-09-03,12062838872
2008-09-04,11790069172
2008-09-05,11741933342
2008-09-08,12306727075
2008-09-09,11822159725
2008-09-10,11897572524
2008-09-11,12077279621
2008-09-12,12189596557
2008-09-15,10411779920
2008-09-16,11165907916
2008-09-17,10329949010
2008-09-18,11846227639
2008-09-19,12412625900
2008-09-22,10970155543
2008-09-23,10886720105
2008-09-24,10735894506
2008-09-25,10845002386
2008-09-26,11117772086
2008-09-29,10126173999
2008-09-30,10733619101
2008-10-01,10638445743
2008-10-02,9957714264
2008-10-03,9477008148
2008-10-06,9394739652
2008-10-07,8655936293
2008-10-08,9086636068
2008-10-09,8025211155
2008-10-10,9231815767
2008-10-13,9336667772
2008-10-14,8378481757
2008-10-15,7296086443
2008-10-16,7791310529
2008-10-17,7838090654
2008-10-20,7989722784
2008-10-21,7554183686
2008-10-22,7155746067
2008-10-23,7117031481
2008-10-24,6704075892
2008-10-27,6541152007
2008-10-28,7909067396
2008-10-29,7357384538
2008-10-30,7571927872
2008-10-31,8325249200
2008-11-03,7899388749
2008-11-04,8862414088
2008-11-05,7909067396
2008-11-06,7529987070
2008-11-07,7925198474
2008-11-10,7263824288
2008-11-11,7347705892
2008-11-12,6589545240
2008-11-13,7260598072
2008-11-14,6641164689
2008-11-17,6305638272
2008-11-18,6391132984
2008-11-19,5566834914
2008-11-20,4913526267
2008-11-21,5226469174
2008-11-24,6204012483
2008-11-25,6425008247
2008-11-26,6633099150
2008-11-28,6307251380
2008-12-01,5082902583
2008-12-02,5597483961
2008-12-03,6091094939
2008-12-04,5949141455
2008-12-05,6639551581
2008-12-08,7267050503
2008-12-09,6631486042
2008-12-10,7170264037
2008-12-11,6255631932
2008-12-12,6873452207
2008-12-15,6657295766
2008-12-16,7594511381
2008-12-17,7562249225
2008-12-18,6875065315
2008-12-19,7081543110
2008-12-22,6812154112
2008-12-23,6920232333
2008-12-24,6921845441
2008-12-26,6960560027
2008-12-29,6578253486
2008-12-30,6865386669
2008-12-31,6887002650
2009-01-02,6653016150
2009-01-05,6557861640
2009-01-06,7047673380
2009-01-07,6702933270
2009-01-08,6593739570
2009-01-09,6286437300
2009-01-12,5932337730
2009-01-13,6183483240
2009-01-14,5781026460
2009-01-15,5848102590
2009-01-16,6103927830
2009-01-20,5433166530
2009-01-21,6100808010
2009-01-22,5763867450
2009-01-23,5843422860
2009-01-26,5818464300
2009-01-27,5904259350
2009-01-28,6528223350
2009-01-29,6063370170
2009-01-30,5798185470
2009-02-02,5891780070
2009-02-03,5678072400
2009-02-04,5635954830
2009-02-05,5571998520
2009-02-06,6038411610
2009-02-09,6138245850
2009-02-10,5479963830
2009-02-11,5657793570
2009-02-12,5458125090
2009-02-13,4884078210
2009-02-17,4353708810
2009-02-18,4448863320
2009-02-19,4275713310
2009-02-20,4626693060
2009-02-23,4164959700
2009-02-24,4310031330
2009-02-25,4275713310
2009-02-26,3974650680
2009-02-27,3735984450
2009-03-02,3438041640
2009-03-03,3614311470
2009-03-04,3586233089
2009-03-05,3303889380
2009-03-06,3344447040
2009-03-09,3380324970
2009-03-10,4130641680
2009-03-11,4052646180
2009-03-12,4453543050
2009-03-13,4263234029
2009-03-16,3959051580
2009-03-17,4274153400
2009-03-18,4494100710
2009-03-19,4217996640
2009-03-20,3678267779
2009-03-23,4202397540
2009-03-24,4012088520
2009-03-25,3881056080
2009-03-26,4125961950
2009-03-27,3949692120
2009-03-30,3561274529
2009-03-31,4171609600
2009-04-01,4228214499
2009-04-02,4506093100
2009-04-03,5103017500
2009-04-06,4977800600
2009-04-07,4406605700
2009-04-08,4476933000
