,LYB
2019-08-01,27462130000
2019-08-02,25659180000
2019-08-05,25716470000
2019-08-06,25544600000
2019-08-07,25591780000
2019-08-08,25992810000
2019-08-09,25416540000
2019-08-12,24577410000
2019-08-13,25480570000
2019-08-14,24503269999
2019-08-15,24466199999
2019-08-16,25022250000
2019-08-19,25234560000
2019-08-20,24499900000
2019-08-21,24644810000
2019-08-22,24311180000
2019-08-23,23263110000
2019-08-26,23438350000
2019-08-27,23505750000
2019-08-28,24270740000
2019-08-29,25386210000
2019-08-30,26077060000
2019-09-03,25214339999
2019-09-04,25551339999
2019-09-05,26151199999
2019-09-06,26302850000
2019-09-09,27452019999
2019-09-10,28671960000
2019-09-11,28884269999
2019-09-12,28233860000
2019-09-13,29072990000
2019-09-16,30218790000
2019-09-17,29993000000
2019-09-18,29780690000
2019-09-19,29854830000
2019-09-20,29753730000
2019-09-23,29730140000
2019-09-24,29079730000
2019-09-25,29268449999
2019-09-26,29487500000
2019-09-27,29891900000
2019-09-30,29704040000
2019-10-01,28678160000
2019-10-02,28024120000
2019-10-03,28303000000
2019-10-04,28279760000
2019-10-07,27941120000
2019-10-08,27101160000
2019-10-09,27307000000
2019-10-10,27861440000
2019-10-11,29239239999
2019-10-14,29006840000
2019-10-15,28950400000
2019-10-16,28701400000
2019-10-17,28688120000
2019-10-18,28588520000
2019-10-21,29212680000
2019-10-22,29206040000
2019-10-23,29285719999
2019-10-24,29335520000
2019-10-25,30155560000
2019-10-28,30324880000
2019-10-29,30424480000
2019-10-30,30437760000
2019-10-31,29780400000
2019-11-01,31075200000
2019-11-04,32111040000
2019-11-05,32326840000
2019-11-06,32223920000
2019-11-07,32366680000
2019-11-08,32333480000
2019-11-11,32267080000
2019-11-12,32064560000
2019-11-13,31626320000
2019-11-14,31832160000
2019-11-15,31872000000
2019-11-18,31513440000
2019-11-19,30895920000
2019-11-20,30620360000
2019-11-21,30988880000
2019-11-22,30988880000
2019-11-25,31457000000
2019-11-26,31095120000
2019-11-27,31390600000
2019-11-29,30723280000
2019-12-02,30759800000
2019-12-03,30464320000
2019-12-04,30371360000
2019-12-05,30470960000
2019-12-06,30842800000
2019-12-09,30550640000
2019-12-10,30072560000
2019-12-11,30271760000
2019-12-12,31198040000
2019-12-13,30749840000
2019-12-16,31091800000
2019-12-17,31496840000
2019-12-18,31596440000
2019-12-19,31649560000
2019-12-20,31188080000
2019-12-23,31377320000
2019-12-24,31403880000
2019-12-26,31397239999
2019-12-27,31154880000
2019-12-30,31237880000
2019-12-31,31556320000
2020-01-02,31349240000
2020-01-03,30577700000
2020-01-06,30497540000
2020-01-07,30367280000
2020-01-08,30240360000
2020-01-09,30250379999
2020-01-10,29869620000
2020-01-13,30460800000
2020-01-14,30704620000
2020-01-15,30457460000
2020-01-16,30564340000
2020-01-17,30728000000
2020-01-21,29856260000
2020-01-22,28937760000
2020-01-23,28804160000
2020-01-24,28373300000
2020-01-27,27424740000
2020-01-28,27698620000
2020-01-29,28005900000
2020-01-30,27872300000
2020-01-31,26005240000
2020-02-03,26325879999
2020-02-04,27294480000
2020-02-05,28082720000
2020-02-06,27848920000
2020-02-07,27421400000
2020-02-10,27364620000
2020-02-11,28045980000
2020-02-12,28593740000
2020-02-13,27885660000
2020-02-14,27588400000
2020-02-18,27160879999
2020-02-19,27371300000
2020-02-20,27838900000
2020-02-21,27691940000
2020-02-24,26603100000
2020-02-25,25186940000
2020-02-26,24846260000
2020-02-27,23680600000
2020-02-28,23867639999
2020-03-02,24889680000
2020-03-03,24128160000
2020-03-04,25126820000
2020-03-05,24685940000
2020-03-06,24044660000
2020-03-09,19909740000
2020-03-10,19953160000
2020-03-11,18036000000
2020-03-12,15387380000
2020-03-13,15644560000
2020-03-16,11656600000
2020-03-17,13934480000
2020-03-18,13550380000
2020-03-19,14438819999
2020-03-20,14028000000
2020-03-23,13523660000
2020-03-24,15126860000
2020-03-25,17401400000
2020-03-26,18012620000
2020-03-27,16499600000
2020-03-30,16559720000
2020-03-31,16576420000
2020-04-01,15040020000
2020-04-02,15337280000
2020-04-03,15397400000
2020-04-06,16659920000
2020-04-07,17251100000
2020-04-08,18526980000
2020-04-09,19682620000
2020-04-13,19385360000
2020-04-14,19585760000
2020-04-15,17601800000
2020-04-16,16516300000
2020-04-17,17431460000
2020-04-20,16168939999
2020-04-21,15574420000
2020-04-22,16068740000
2020-04-23,16489580000
2020-04-24,16716700000
2020-04-27,17504940000
2020-04-28,18593780000
2020-04-29,20016620000
2020-04-30,19355300000
2020-05-01,18423440000
2020-05-04,18152900000
2020-05-05,18319900000
2020-05-06,17404740000
2020-05-07,17945820000
2020-05-08,18854300000
2020-05-11,18724040000
2020-05-12,18657240000
2020-05-13,17565060000
2020-05-14,17798860000
2020-05-15,17902400000
2020-05-18,19829580000
2020-05-19,19395380000
2020-05-20,20170260000
2020-05-21,20126840000
2020-05-22,20180280000
2020-05-26,22618480000
2020-05-27,22481540000
2020-05-28,21509600000
2020-05-29,21295840000
2020-06-01,21823560000
2020-06-02,22842260000
2020-06-03,23547000000
2020-06-04,24699300000
2020-06-05,25006580000
2020-06-08,25514260000
2020-06-09,25384000000
2020-06-10,24572379999
2020-06-11,21342600000
2020-06-12,22247740000
2020-06-15,22471520000
2020-06-16,23066040000
2020-06-17,22321220000
2020-06-18,22357960000
2020-06-19,22224360000
2020-06-22,22281139999
2020-06-23,22040660000
2020-06-24,20253760000
2020-06-25,21376000000
2020-06-26,21165580000
2020-06-29,21693300000
2020-06-30,21950480000
2020-07-01,21913740000
2020-07-02,22364639999
2020-07-06,22795500000
2020-07-07,22541660000
2020-07-08,21993900000
2020-07-09,21078740000
2020-07-10,21723360000
2020-07-13,21823560000
2020-07-14,22364639999
2020-07-15,23005920000
2020-07-16,22999240000
2020-07-17,22879000000
2020-07-20,22311200000
2020-07-21,22735379999
2020-07-22,22835580000
2020-07-23,23009260000
2020-07-24,22879000000
2020-07-27,23303180000
2020-07-28,22571720000
2020-07-29,22705320000
2020-07-30,21806860000
2020-07-31,20881680000
2020-08-03,20751420000
2020-08-04,21646540000
2020-08-05,21987220000
2020-08-06,21856960000
2020-08-07,22274460000
2020-08-10,23443460000
2020-08-11,23730700000
2020-08-12,23343260000
2020-08-13,23042660000
2020-08-14,23049340000
2020-08-17,22889020000
2020-08-18,22858960000
2020-08-19,22588420000
2020-08-20,22027300000
2020-08-21,21933780000
2020-08-24,23243060000
2020-08-25,22962500000
2020-08-26,23149540000
2020-08-27,23019280000
2020-08-28,22762100000
2020-08-31,21870320000
2020-09-01,22865639999
2020-09-02,23877660000
2020-09-03,23526960000
2020-09-04,24068040000
2020-09-08,23406720000
2020-09-09,24278460000
2020-09-10,23693960000
2020-09-11,24819540000
2020-09-14,25547660000
2020-09-15,25567700000
2020-09-16,25697960000
2020-09-17,26686600000
2020-09-18,26386000000
2020-09-21,24549000000
2020-09-22,24552340000
2020-09-23,23376660000
2020-09-24,23453480000
2020-09-25,23253080000
2020-09-28,23784139999
2020-09-29,23473520000
2020-09-30,23528791403
2020-10-01,22744387093
2020-10-02,24112922272
2020-10-05,25167695727
2020-10-06,25364631277
2020-10-07,26506189889
2020-10-08,26456121529
2020-10-09,26649719189
2020-10-12,25851963316
2020-10-13,25598283624
2020-10-14,26035547304
2020-10-15,25698420345
2020-10-16,25705096126
2020-10-19,25718447689
2020-10-20,25978803162
2020-10-21,25564904718
2020-10-22,25728461361
2020-10-23,25668379329
2020-10-26,25177709399
2020-10-27,24490103919
2020-10-28,23141596084
2020-10-29,24102908600
2020-10-30,22847861704
2020-11-02,24002771879
2020-11-03,24319871494
2020-11-04,23218367570
2020-11-05,24770486736
2020-11-06,24256451571
2020-11-09,26499514108
2020-11-10,27160416463
2020-11-11,25755164486
2020-11-12,24813879315
2020-11-13,25581594171
2020-11-16,26592975047
2020-11-17,27046928180
2020-11-18,27437461389
2020-11-19,27447475061
2020-11-20,27253877402
2020-11-23,28428814921
2020-11-24,30324736827
2020-11-25,29817377444
2020-11-27,29326707514
2020-11-30,28405449686
2020-12-01,28625750471
2020-12-02,28679156722
2020-12-03,28582357892
2020-12-04,29794012209
2020-12-07,29076365713
2020-12-08,29336721186
2020-12-09,29553684080
2020-12-10,29443533688
2020-12-11,29540332518
2020-12-14,29073027822
2020-12-15,29710564942
2020-12-16,29733930177
2020-12-17,30074395026
2020-12-18,30351439953
2020-12-21,30171193856
2020-12-22,29977596197
2020-12-23,30251303232
2020-12-24,30244627451
2020-12-28,30241289560
2020-12-29,29870783695
2020-12-30,30398170422
2020-12-31,30614440000
2021-01-04,29822860000
2021-01-05,30841560000
2021-01-06,32321180000
2021-01-07,32554980000
2021-01-08,32314500000
2021-01-11,32391320000
2021-01-12,33136139999
2021-01-13,32444760000
2021-01-14,33022580000
2021-01-15,31699940000
2021-01-19,31335879999
2021-01-20,31522920000
2021-01-21,30935080000
2021-01-22,30554320000
2021-01-25,30053320000
2021-01-26,29355260000
2021-01-27,28744040000
2021-01-28,29141500000
2021-01-29,28643840000
2021-02-01,28974500000
2021-02-02,29672560000
2021-02-03,29802820000
2021-02-04,30360600000
2021-02-05,31148840000
2021-02-08,31903680000
2021-02-09,31633139999
2021-02-10,31886980000
2021-02-11,31669879999
2021-02-12,32110760000
2021-02-16,32728660000
2021-02-17,32668540000
2021-02-18,31703280000
2021-02-19,33473480000
2021-02-22,34375280000
2021-02-23,34402000000
2021-02-24,35848220000
2021-02-25,34872940000
2021-02-26,34432060000
2021-03-01,35517560000
2021-03-02,36038600000
2021-03-03,36008540000
2021-03-04,35460780000
2021-03-05,36035260000
2021-03-08,36325840000
2021-03-09,35794780000
2021-03-10,36372600000
2021-03-11,36573000000
2021-03-12,36315820000
2021-03-15,35948420000
2021-03-16,35190240000
2021-03-17,36312480000
2021-03-18,36105400000
2021-03-19,35661180000
2021-03-22,35404000000
2021-03-23,33486840000
2021-03-24,34111420000
2021-03-25,34953100000
2021-03-26,35260380000
2021-03-29,34812820000
2021-03-30,35080020000
2021-03-31,34752700000
2021-04-01,35253700000
2021-04-05,34806140000
2021-04-06,34999860000
2021-04-07,34602400000
2021-04-08,34402000000
2021-04-09,34762720000
2021-04-12,35193580000
2021-04-13,34926380000
2021-04-14,35717960000
2021-04-15,35771400000
2021-04-16,35921700000
2021-04-19,35804800000
2021-04-20,34949760000
2021-04-21,36112080000
2021-04-22,34068000000
2021-04-23,34872940000
2021-04-26,35049960000
2021-04-27,35039940000
2021-04-28,35524240000
2021-04-29,35901660000
2021-04-30,34649160000
2021-05-03,36028580000
2021-05-04,36509540000
2021-05-05,37421360000
2021-05-06,38119420000
2021-05-07,38096040000
2021-05-10,37888960000
2021-05-11,37585020000
2021-05-12,36760040000
2021-05-13,36920360000
2021-05-14,38099380000
2021-05-17,38570320000
2021-05-18,37842200000
2021-05-19,36863580000
2021-05-20,36673200000
2021-05-21,36907000000
2021-05-24,37274400000
2021-05-25,36703260000
2021-05-26,37053960000
2021-05-27,37929040000
2021-05-28,37615080000
2021-06-01,39034580000
2021-06-02,38700580000
2021-06-03,39365240000
2021-06-04,38810800000
2021-06-07,37628440000
2021-06-08,37995840000
2021-06-09,37424700000
2021-06-10,36870260000
2021-06-11,36763380000
2021-06-14,36245680000
2021-06-15,36339200000
2021-06-16,35738000000
2021-06-17,34208280000
2021-06-18,33516900000
2021-06-21,34335200000
2021-06-22,34391980000
2021-06-23,34515560000
2021-06-24,34224980000
2021-06-25,34041280000
2021-06-28,33964460000
2021-06-29,34151500000
2021-06-30,34358580000
2021-07-01,34552300000
2021-07-02,34605740000
2021-07-06,33430060000
2021-07-07,33533600000
2021-07-08,33069340000
2021-07-09,34311820000
2021-07-12,34151500000
2021-07-13,34078020000
2021-07-14,33874280000
2021-07-15,33734000000
2021-07-16,32110760000
2021-07-19,30824860000
2021-07-20,31730000000
2021-07-21,32424720000
2021-07-22,32064000000
2021-07-23,32261060000
2021-07-26,32915700000
2021-07-27,33079360000
2021-07-28,33052639999
2021-07-29,33577020000
2021-07-30,33176220000
2021-08-02,33032600000
2021-08-03,33466800000
2021-08-04,32398000000
2021-08-05,32287780000
2021-08-06,33216300000
2021-08-09,33279760000
2021-08-10,34622440000
2021-08-11,35383960000
2021-08-12,35070000000
2021-08-13,35093380000
2021-08-16,34542280000
2021-08-17,33994520000
2021-08-18,33483500000
2021-08-19,32488180000
2021-08-20,32802139999
2021-08-23,33413360000
2021-08-24,34238340000
2021-08-25,34395320000
2021-08-26,33797460000
2021-08-27,34361920000
2021-08-30,34047960000
2021-08-31,33516900000
2021-09-01,32665200000
2021-09-02,32494860000
2021-09-03,31973820000
2021-09-07,31609760000
2021-09-08,30874960000
2021-09-09,30591060000
2021-09-10,31018580000
2021-09-13,31536280000
2021-09-14,31339220000
2021-09-15,31659860000
2021-09-16,31352580000
2021-09-17,30778100000
2021-09-20,30033280000
2021-09-21,30026600000
2021-09-22,30470820000
2021-09-23,31175560000
2021-09-24,31095400000
2021-09-27,32090720000
2021-09-28,32184240000
2021-09-29,32017240000
2021-09-30,31158200000
2021-10-01,31815560000
2021-10-04,31430440000
2021-10-05,32114360000
2021-10-06,31795640000
2021-10-07,32522719999
2021-10-08,32519400000
2021-10-11,32340120000
2021-10-12,32157520000
2021-10-13,31964960000
2021-10-14,32645560000
2021-10-15,32901200000
2021-10-18,32675440000
2021-10-19,32738520000
2021-10-20,33020719999
2021-10-21,32057920000
2021-10-22,32333480000
2021-10-25,32406520000
2021-10-26,32416480000
2021-10-27,31357400000
2021-10-28,31984880000
2021-10-29,30816239999
2021-11-01,31300960000
2021-11-02,31330840000
2021-11-03,31065239999
2021-11-04,30238560000
2021-11-05,30866040000
2021-11-08,30965640000
2021-11-09,30812920000
2021-11-10,30819560000
2021-11-11,31437080000
2021-11-12,31669480000
2021-11-15,31613040000
2021-11-16,30876000000
2021-11-17,30540680000
2021-11-18,30298320000
2021-11-19,29680800000
2021-11-22,30806280000
2021-11-23,31022080000
2021-11-24,30397920000
2021-11-26,29694080000
2021-11-29,29604440000
2021-11-30,28927160000
2021-12-01,28070600000
2021-12-02,28412560000
2021-12-03,29006840000
2021-12-06,29521440000
2021-12-07,29916520000
2021-12-08,30046000000
2021-12-09,29863400000
2021-12-10,29850120000
2021-12-13,29099800000
2021-12-14,29601120000
2021-12-15,28897280000
2021-12-16,29584520000
2021-12-17,29136320000
2021-12-20,28850800000
2021-12-21,29322239999
2021-12-22,29222640000
2021-12-23,30062600000
2021-12-27,30434440000
2021-12-28,30783040000
2021-12-29,30766440000
2021-12-30,30603760000
2021-12-31,30251440000
2022-01-03,30556480000
2022-01-04,31802879999
2022-01-05,31576560000
2022-01-06,31717600000
2022-01-07,32016080000
2022-01-10,32078400000
2022-01-11,32580240000
2022-01-12,32763920000
2022-01-13,33249360000
2022-01-14,33721680000
2022-01-18,33121440000
2022-01-19,33088640000
2022-01-20,31576560000
2022-01-21,30881200000
2022-01-24,30631920000
2022-01-25,30572879999
2022-01-26,30513840000
2022-01-27,31438800000
2022-01-28,31514240000
2022-01-31,31727440000
2022-02-01,32645840000
2022-02-02,32911520000
2022-02-03,32803280000
2022-02-04,32872160000
2022-02-07,32629440000
2022-02-08,33226400000
2022-02-09,33649520000
2022-02-10,33485520000
2022-02-11,33380560000
2022-02-14,32849200000
2022-02-15,33403520000
2022-02-16,33833200000
2022-02-17,33111600000
2022-02-18,32747520000
2022-02-22,32655680000
2022-02-23,32294879999
2022-02-24,30982879999
2022-02-25,32144000000
2022-02-28,31891440000
2022-03-01,30641760000
2022-03-02,32081680000
2022-03-03,32740959999
2022-03-04,31858640000
2022-03-07,31087840000
2022-03-08,31488000000
2022-03-09,32265360000
2022-03-10,32714720000
2022-03-11,33925040000
2022-03-14,34069360000
2022-03-15,32357200000
2022-03-16,33075520000
2022-03-17,34180879999
2022-03-18,33597040000
2022-03-21,34420320000
2022-03-22,34302240000
2022-03-23,34174320000
2022-03-24,35141920000
2022-03-25,35322320000
2022-03-28,34581040000
2022-03-29,34397360000
2022-03-30,34446560000
2022-03-31,33416499999
2022-04-01,33585500000
2022-04-04,33319000000
2022-04-05,33133750000
2022-04-06,32399250000
2022-04-07,32565000000
2022-04-08,32997250000
2022-04-11,32951750000
2022-04-12,33647250000
2022-04-13,34424000000
2022-04-14,34963500000
2022-04-18,35408750000
2022-04-19,35948250000
2022-04-20,36123750000
2022-04-21,36123750000
2022-04-22,34667750000
2022-04-25,34193249999
2022-04-26,33884500000
2022-04-27,34228999999
2022-04-28,34482500000
2022-04-29,34459750000
2022-05-02,35103250000
2022-05-03,36049000000
2022-05-04,37700000000
2022-05-05,36214750000
2022-05-06,35821500000
2022-05-09,34645000000
2022-05-10,34323250000
2022-05-11,34905000000
2022-05-12,34372000000
2022-05-13,34684000000
2022-05-16,34908250000
2022-05-17,36205000000
2022-05-18,35850750000
2022-05-19,35434750000
2022-05-20,35057750000
2022-05-23,34680750000
2022-05-24,34593000000
2022-05-25,35428250000
2022-05-26,36237500000
2022-05-27,38051000000
2022-05-31,37131250000
2022-06-01,37150750000
2022-06-02,37456250000
2022-06-03,34905000000
2022-06-06,35694750000
2022-06-07,36497500000
2022-06-08,35743500000
2022-06-09,35171500000
2022-06-10,33335249999
2022-06-13,31716750000
2022-06-14,31681000000
2022-06-15,31245500000
2022-06-16,29646500000
2022-06-17,29162250000
2022-06-21,29640000000
2022-06-22,28447250000
2022-06-23,27462500000
2022-06-24,29003000000
2022-06-27,28671500000
2022-06-28,28736500000
2022-06-29,28554500000
2022-06-30,28511959999
2022-07-01,28577160000
2022-07-05,27745860000
2022-07-06,28045780000
2022-07-07,28929240000
2022-07-08,28518480000
2022-07-11,28215300000
2022-07-12,28013180000
2022-07-13,27573080000
2022-07-14,27253600000
2022-07-15,27625240000
2022-07-18,28172920000
2022-07-19,29128100000
2022-07-20,29014000000
2022-07-21,28368520000
2022-07-22,28296800000
2022-07-25,28534780000
2022-07-26,28420680000
2022-07-27,28818400000
2022-07-28,28870560000
2022-07-29,29053120000
2022-08-01,28345700000
2022-08-02,27863220000
2022-08-03,27921900000
2022-08-04,27873000000
2022-08-05,27908860000
2022-08-08,28036000000
2022-08-09,28446760000
2022-08-10,29014000000
2022-08-11,29799660000
2022-08-12,30099580000
2022-08-15,29516040000
2022-08-16,29796400000
2022-08-17,29278060000
2022-08-18,29718160000
2022-08-19,29098760000
2022-08-22,28704300000
2022-08-23,29408459999
2022-08-24,28769500000
2022-08-25,29574720000
2022-08-26,28319620000
2022-08-29,27983840000
2022-08-30,27260120000
2022-08-31,27058000000
2022-09-01,26686360000
2022-09-02,26334280000
2022-09-06,26265819999
2022-09-07,26569000000
2022-09-08,26895000000
2022-09-09,27426380000
2022-09-12,27811060000
2022-09-13,26425560000
2022-09-14,25754000000
2022-09-15,25652940000
2022-09-16,25150900000
2022-09-19,25437780000
2022-09-20,25219360000
2022-09-21,24678200000
2022-09-22,24485860000
2022-09-23,23824080000
2022-09-26,23537200000
2022-09-27,23889280000
2022-09-28,24613000000
2022-09-29,24388060000
2022-09-30,24520470123
2022-10-03,25478097410
2022-10-04,26406409576
2022-10-05,26347779334
2022-10-06,26096972188
2022-10-07,25608386837
2022-10-10,25572557245
2022-10-11,25315235627
2022-10-12,25155631079
2022-10-13,26057885360
2022-10-14,25341293512
2022-10-17,25510669767
2022-10-18,26129544544
2022-10-19,25732161793
2022-10-20,25745190735
2022-10-21,26761448264
2022-10-24,26478068761
2022-10-25,26676760137
2022-10-26,26780991678
2022-10-27,26875451513
2022-10-28,25403180990
2022-10-31,24901566697
2022-11-01,25559528302
2022-11-02,25471582939
2022-11-03,25344550748
2022-11-04,27250033615
2022-11-07,27237004672
2022-11-08,27546442061
2022-11-09,26090457716
2022-11-10,27347750685
2022-11-11,29008940877
2022-11-14,28386808864
2022-11-15,27777705793
2022-11-16,26934081755
2022-11-17,26640930544
2022-11-18,26807049564
2022-11-21,27119744188
2022-11-22,28494297641
2022-11-23,28692989017
2022-11-25,28269548379
2022-11-28,27279348736
2022-11-29,27634387424
2022-11-30,27689760430
2022-12-01,27569242710
2022-12-02,27653930838
2022-12-05,27188146137
2022-12-06,26807049564
2022-12-07,26601843716
2022-12-08,26572528595
2022-12-09,26533441767
2022-12-12,27022027118
2022-12-13,27399866456
2022-12-14,27256548086
2022-12-15,26279377385
2022-12-16,26246805028
2022-12-19,26155602430
2022-12-20,26302178035
2022-12-21,26807049564
2022-12-22,26539956239
2022-12-23,27077400124
2022-12-27,27279348736
2022-12-28,26741904850
2022-12-29,27002483704
2022-12-30,27044827768
2023-01-03,27380740000
2023-01-04,28003400000
2023-01-05,28339180000
2023-01-06,29372600000
2023-01-09,29776840000
2023-01-10,29887680000
2023-01-11,30246280000
2023-01-12,30536420000
2023-01-13,30555980000
2023-01-17,29858340000
2023-01-18,29607319999
2023-01-19,29434540000
2023-01-20,30089800000
2023-01-23,30298440000
2023-01-24,30233240000
2023-01-25,30308220000
2023-01-26,30924360000
2023-01-27,31149300000
2023-01-30,30793959999
2023-01-31,31520940000
2023-02-01,31677420000
2023-02-02,31413360000
2023-02-03,31996900000
2023-02-06,32205540000
2023-02-07,32717360000
2023-02-08,32244660000
2023-02-09,32156640000
2023-02-10,32427220000
2023-02-13,32929260000
2023-02-14,32642380000
2023-02-15,32635860000
2023-02-16,32192500000
2023-02-17,31726319999
2023-02-21,30950440000
2023-02-22,30934140000
2023-02-23,30855900000
2023-02-24,31520940000
2023-02-27,31234060000
2023-02-28,31292740000
2023-03-01,31778480000
2023-03-02,31846940000
2023-03-03,31700240000
2023-03-06,31119959999
2023-03-07,30344080000
2023-03-08,30585319999
2023-03-09,29718160000
2023-03-10,28991180000
2023-03-13,28290280000
2023-03-14,28489140000
2023-03-15,27436160000
2023-03-16,27723040000
2023-03-17,27605680000
2023-03-20,28407640000
2023-03-21,28844480000
2023-03-22,28287020000
2023-03-23,27951240000
2023-03-24,28221819999
2023-03-27,28534780000
2023-03-28,29359560000
2023-03-29,29848560000
2023-03-30,30285400000
2023-03-31,30514250000
2023-04-03,30940000000
2023-04-04,30364750000
2023-04-05,30637750000
2023-04-06,30663750000
2023-04-10,30865250000
2023-04-11,31024499999
2023-04-12,31593249999
2023-04-13,31219500000
2023-04-14,31476250000
2023-04-17,31612750000
2023-04-18,31573750000
2023-04-19,31323500000
2023-04-20,30888000000
2023-04-21,30494750000
2023-04-24,30920500000
2023-04-25,29575000000
2023-04-26,29445000000
2023-04-27,29678999999
2023-04-28,30748250000
2023-05-01,30394000000
2023-05-02,29880500000
2023-05-03,29081000000
2023-05-04,29324750000
2023-05-05,30030000000
2023-05-08,29818750000
2023-05-09,29662750000
2023-05-10,29425500000
2023-05-11,28850250000
2023-05-12,29009500000
2023-05-15,29282500000
2023-05-16,28668249999
2023-05-17,28977000000
2023-05-18,29263000000
2023-05-19,29539250000
2023-05-22,29471000000
2023-05-23,29487250000
2023-05-24,29103750000
2023-05-25,28850250000
2023-05-26,28375750000
2023-05-30,28184000000
2023-05-31,27800500000
2023-06-01,28164500000
2023-06-02,29224000000
2023-06-05,29159000000
2023-06-06,28925000000
2023-06-07,29978000000
2023-06-08,29399499999
2023-06-09,28931500000
2023-06-12,28941250000
2023-06-13,29490500000
2023-06-14,29357250000
2023-06-15,29825250000
2023-06-16,29978000000
2023-06-20,29071250000
2023-06-21,29068000000
2023-06-22,28687750000
2023-06-23,28707250000
2023-06-26,28993249999
2023-06-27,29344250000
2023-06-28,29519750000
2023-06-29,29464500000
2023-06-30,29752920000
2023-07-03,30005640000
2023-07-05,29185920000
2023-07-06,28907280000
2023-07-07,29322000000
2023-07-10,29526120000
2023-07-11,29743200000
2023-07-12,30164400000
2023-07-13,30038039999
2023-07-14,29484000000
2023-07-17,29448360000
2023-07-18,29415960000
2023-07-19,29565000000
2023-07-20,29532600000
2023-07-21,29733480000
2023-07-24,29422440000
2023-07-25,30371760000
2023-07-26,30776760000
2023-07-27,31402080000
2023-07-28,31871880000
2023-07-31,32030640000
2023-08-01,31674240000
2023-08-02,31207679999
2023-08-03,31243320000
2023-08-04,31010039999
2023-08-07,31865400000
2023-08-08,31888080000
2023-08-09,32186160000
2023-08-10,32626800000
2023-08-11,32127840000
2023-08-14,32163480000
2023-08-15,31220640000
2023-08-16,31133160000
2023-08-17,31408560000
2023-08-18,31554360000
2023-08-21,31722840000
2023-08-22,31703400000
2023-08-23,31350240000
2023-08-24,31518720000
2023-08-25,31269240000
2023-08-28,31538160000
2023-08-29,32007960000
2023-08-30,32050080000
2023-08-31,32001480000
2023-09-01,32714280000
2023-09-05,31985280000
2023-09-06,32293080000
2023-09-07,32024160000
2023-09-08,32199120000
2023-09-11,32503679999
2023-09-12,32458320000
2023-09-13,32024160000
2023-09-14,32623560000
2023-09-15,32412960000
2023-09-18,32571720000
2023-09-19,31722840000
2023-09-20,31437720000
2023-09-21,30938760000
2023-09-22,30734640000
2023-09-25,30867480000
2023-09-26,30336120000
2023-09-27,30770280000
2023-09-28,30630960000
2023-09-29,30682800000
2023-10-02,30322973916
2023-10-03,30433298273
2023-10-04,30339198087
2023-10-05,29427399727
2023-10-06,29394951387
2023-10-09,30160732215
2023-10-10,30488460451
2023-10-11,30352177423
2023-10-12,29985511178
2023-10-13,30073121697
2023-10-16,30309994580
2023-10-17,30744802339
2023-10-18,30342442921
2023-10-19,30095835535
2023-10-20,29868697154
2023-10-23,29255423524
2023-10-24,29774596967
2023-10-25,28956898794
2023-10-26,29158078503
2023-10-27,29346278876
2023-10-30,29398196221
2023-10-31,29281382196
2023-11-01,29167813005
2023-11-02,29839493647
2023-11-03,30079611365
2023-11-06,29920614498
2023-11-07,29563682756
2023-11-08,29609110432
2023-11-09,29803800473
2023-11-10,30443032775
2023-11-13,30423563771
2023-11-14,31270465450
2023-11-15,31552766010
2023-11-16,31225037774
2023-11-17,31549521176
2023-11-20,31263975782
2023-11-21,31043327069
2023-11-22,30812943853
2023-11-24,30543622630
2023-11-27,30202915058
2023-11-28,30472236281
2023-11-29,30501439788
2023-11-30,30858371530
2023-12-01,30988164891
2023-12-04,30530643294
2023-12-05,30118549373
2023-12-06,29992000846
2023-12-07,29910879996
2023-12-08,30040673357
2023-12-11,30079611365
2023-12-12,29732414125
2023-12-13,30209404726
2023-12-14,30696129829
2023-12-15,30832412858
2023-12-18,30988164891
2023-12-19,31455420989
2023-12-20,31101734081
2023-12-21,31293179288
2023-12-22,31169875596
2023-12-26,31371055305
2023-12-27,31302913790
2023-12-28,31049816737
2023-12-29,30851881862
2024-01-02,31388500000
2024-01-03,31378750000
2024-01-04,31229250000
2024-01-05,31482750000
2024-01-08,31414500000
2024-01-09,30930250000
2024-01-10,30657250000
2024-01-11,30780749999
2024-01-12,30689750000
2024-01-16,30540250000
2024-01-17,30127500000
2024-01-18,30325750000
2024-01-19,30351750000
2024-01-22,30472000000
2024-01-23,30738500000
2024-01-24,30361500000
2024-01-25,31001750000
2024-01-26,31014750000
2024-01-29,30962750000
2024-01-30,31086250000
2024-01-31,30589000000
2024-02-01,30748250000
2024-02-02,30179500000
2024-02-05,30273750000
2024-02-06,30702750000
2024-02-07,30702750000
2024-02-08,30868500000
2024-02-09,31005000000
2024-02-12,31362500000
2024-02-13,30787250000
2024-02-14,30758000000
2024-02-15,31677750000
2024-02-16,31752500000
2024-02-20,31287750000
2024-02-21,31648500000
2024-02-22,31944250000
2024-02-23,32262750000
2024-02-26,32116499999
2024-02-27,32175000000
2024-02-28,32106750000
2024-02-29,32591000000
2024-03-01,32321250000
2024-03-04,33039500000
2024-03-05,32981000000
2024-03-06,32470750000
2024-03-07,32181500000
2024-03-08,32155500000
2024-03-11,32714500000
2024-03-12,32672250000
2024-03-13,33055749999
2024-03-14,32500000000
2024-03-15,32470750000
2024-03-18,32451250000
2024-03-19,32444750000
