,AEP
2009-04-13,12320220869
2009-04-14,12211610260
2009-04-15,12513831086
2009-04-16,12806607511
2009-04-17,12905773720
2009-04-20,12660219299
2009-04-21,12641330497
2009-04-22,12348554072
2009-04-23,12343831871
2009-04-24,12353276272
2009-04-27,12424109278
2009-04-28,12442998080
2009-04-29,12485497884
2009-04-30,12457164681
2009-05-01,12721607904
2009-05-04,12641330497
2009-05-05,12612997295
2009-05-06,12362720673
2009-05-07,12386331675
2009-05-08,12348554072
2009-05-11,12324943070
2009-05-12,12579941892
2009-05-13,12291887667
2009-05-14,12140777254
2009-05-15,11777167822
2009-05-18,12055777646
2009-05-19,12187999258
2009-05-20,11866889630
2009-05-21,11829112027
2009-05-22,11876334031
2009-05-26,12206888059
2009-05-27,12003833442
2009-05-28,12320220869
2009-05-29,12438275879
2009-06-01,12872718317
2009-06-02,12485497884
2009-06-03,12433553679
2009-06-04,12457164681
2009-06-05,12655497098
2009-06-08,12452442481
2009-06-09,12343831871
2009-06-10,12655497098
2009-06-11,12962440125
2009-06-12,13222161148
2009-06-15,12919940321
2009-06-16,13066328534
2009-06-17,13122994939
2009-06-18,13439382366
2009-06-19,13396882563
2009-06-22,13576326178
2009-06-23,13340216158
2009-06-24,13477159970
2009-06-25,13656603585
2009-06-26,13510215373
2009-06-29,13713269990
2009-06-30,13779031851
2009-07-01,13864882517
2009-07-02,13488093484
2009-07-06,13807648739
2009-07-07,13626408445
2009-07-08,13511940891
2009-07-09,13635947408
2009-07-10,13607330519
2009-07-13,13712259111
2009-07-14,13821957184
2009-07-15,14165359847
2009-07-16,14284596882
2009-07-17,14213054661
2009-07-20,14289366364
2009-07-21,14422911844
2009-07-22,14174898809
2009-07-23,14408603400
2009-07-24,14756775544
2009-07-27,14852165173
2009-07-28,14542148880
2009-07-29,14556457324
2009-07-30,14618460582
2009-07-31,14766314507
2009-08-03,14794931395
2009-08-04,14732928137
2009-08-05,14694772285
2009-08-06,14666155397
2009-08-07,14876012580
2009-08-10,14799700877
2009-08-11,14818778803
2009-08-12,14852165173
2009-08-13,14814009321
2009-08-14,14837856728
2009-08-17,14732928137
2009-08-18,14632769027
2009-08-19,14661385915
2009-08-20,14876012580
2009-08-21,15019097023
2009-08-24,15042944430
2009-08-25,14909398950
2009-08-26,15004788578
2009-08-27,15090639244
2009-08-28,15195567835
2009-08-31,14990480134
2009-09-01,14818778803
2009-09-02,14685233322
2009-09-03,14690002804
2009-09-04,14780622951
2009-09-08,14718619692
2009-09-09,14737697618
2009-09-10,14632769027
2009-09-11,14637538508
2009-09-14,14876012580
2009-09-15,15042944430
2009-09-16,15181259391
2009-09-17,15085869763
2009-09-18,15290957464
2009-09-21,15238493168
2009-09-22,15000019097
2009-09-23,14957093764
2009-09-24,14837856728
2009-09-25,14775853470
2009-09-28,14871243098
2009-09-29,14809239840
2009-09-30,14826531289
2009-10-01,14759551154
2009-10-02,14529904977
2009-10-05,14663865247
2009-10-06,14730845382
2009-10-07,14697355315
2009-10-08,14616022294
2009-10-09,14692571019
2009-10-12,14749982564
2009-10-13,14572963636
2009-10-14,14592100817
2009-10-15,14812178403
2009-10-16,15037040285
2009-10-19,15175784850
2009-10-20,14960491559
2009-10-21,14836099880
2009-10-22,14970060150
2009-10-23,14740413973
2009-10-26,14553826454
2009-10-27,14448571957
2009-10-28,14190220008
2009-10-29,14726061087
2009-10-30,14458140547
2009-11-02,14539473568
2009-11-03,14625590884
2009-11-04,14711708201
2009-11-05,14989197331
2009-11-06,14845668471
2009-11-09,15123157601
2009-11-10,15175784850
2009-11-11,15166216259
2009-11-12,15017903103
2009-11-13,15127941896
2009-11-16,15367156664
2009-11-17,15290607938
2009-11-18,15147079078
2009-11-19,14826531289
2009-11-20,14960491559
2009-11-23,15242764985
2009-11-24,15395862436
2009-11-25,15386293845
2009-11-27,15094451829
2009-11-30,15400646731
2009-12-01,15807311836
2009-12-02,16237898417
2009-12-03,16290525666
2009-12-04,16166133987
2009-12-07,16386211573
2009-12-08,16424485936
2009-12-09,16572799092
2009-12-10,16706759362
2009-12-11,17022522855
2009-12-14,16941189834
2009-12-15,16773739497
2009-12-16,16831151041
2009-12-17,16658916408
2009-12-18,16783308087
2009-12-21,16831151041
2009-12-22,16668484999
2009-12-23,16615857750
2009-12-24,16802445269
2009-12-28,16759386611
2009-12-29,16898131176
2009-12-30,16869425404
2009-12-31,16644563522
2010-01-04,16716327952
2010-01-05,16524956138
2010-01-06,16692406476
2010-01-07,16835935336
2010-01-08,17036875741
2010-01-11,17213894669
2010-01-12,17041660036
2010-01-13,17252169032
2010-01-14,17319149167
2010-01-15,17228247555
2010-01-19,17433972255
2010-01-20,17472246618
2010-01-21,17276090508
2010-01-22,16945974129
2010-01-25,17041660036
2010-01-26,17036875741
2010-01-27,16998601378
2010-01-28,16773739497
2010-01-29,16577583387
2010-02-01,16553661911
2010-02-02,16773739497
2010-02-03,16601504864
2010-02-04,16146996806
2010-02-05,16094369557
2010-02-08,15702057338
2010-02-09,15883860562
2010-02-10,15797743245
2010-02-11,15826449017
2010-02-12,15764253178
2010-02-16,16123075329
2010-02-17,16051310899
2010-02-18,16036958013
2010-02-19,16252251303
2010-02-22,16099153852
2010-02-23,16132643920
2010-02-24,16223545531
2010-02-25,16113506738
2010-02-26,16084800966
2010-03-01,16237898417
2010-03-02,16324015734
2010-03-03,16252251303
2010-03-04,16223545531
2010-03-05,16386211573
2010-03-08,16352721506
2010-03-09,16324015734
2010-03-10,16338368620
2010-03-11,16371858687
2010-03-12,16314447143
2010-03-15,16453191708
2010-03-16,16634994931
2010-03-17,16658916408
2010-03-18,16630210636
2010-03-19,16515387548
2010-03-22,16304878552
2010-03-23,16410133050
2010-03-24,16261819894
2010-03-25,16218761236
2010-03-26,16309662848
2010-03-29,16443623117
2010-03-30,16467544594
2010-03-31,16373955455
2010-04-01,16522461195
2010-04-05,16436232055
2010-04-06,16431441548
2010-04-07,16326050377
2010-04-08,16268564285
2010-04-09,16417070024
2010-04-12,16326050377
2010-04-13,16321259870
2010-04-14,16239821238
2010-04-15,16177544637
2010-04-16,16158382607
2010-04-19,16191916161
2010-04-20,16263773777
2010-04-21,16263773777
2010-04-22,16278145300
2010-04-23,16297307331
2010-04-26,16172754130
2010-04-27,15971552805
2010-04-28,16057781944
2010-04-29,16211078192
2010-04-30,16431441548
2010-05-03,16555994749
2010-05-04,16100896514
2010-05-05,15985924328
2010-05-06,15415853907
2010-05-07,15291300706
2010-05-10,15875742650
2010-05-11,15880533158
2010-05-12,16086524990
2010-05-13,15952390774
2010-05-14,15808675542
2010-05-17,15803885034
2010-05-18,15617055232
2010-05-19,15478130507
2010-05-20,15013451257
2010-05-21,15070937350
2010-05-24,14941593641
2010-05-25,14836202470
2010-05-26,14860155009
2010-05-27,15324834260
2010-05-28,15310462737
2010-06-01,14946384148
2010-06-02,15257767151
2010-06-03,15406272891
2010-06-04,14908060086
2010-06-07,15056565826
2010-06-08,15195490551
2010-06-09,15205071566
2010-06-10,15655379294
2010-06-11,15545197616
2010-06-14,15526035585
2010-06-15,16005086359
2010-06-16,16134430068
2010-06-17,16287726316
2010-06-18,16316469362
2010-06-21,16225449715
2010-06-22,15952390774
2010-06-23,15674541325
2010-06-24,15674541325
2010-06-25,15803885034
2010-06-28,15957181281
2010-06-29,15660169802
2010-06-30,15490373889
2010-07-01,15452007638
2010-07-02,15533535922
2010-07-06,15950768903
2010-07-07,16483100637
2010-07-08,16674931893
2010-07-09,16708502362
2010-07-12,16722889706
2010-07-13,16674931893
2010-07-14,16718093925
2010-07-15,16919516743
2010-07-16,16670136111
2010-07-19,16967474557
2010-07-20,17226446752
2010-07-21,16909925181
2010-07-22,17164101594
2010-07-23,17168897376
2010-07-26,17346341287
2010-07-27,17566947231
2010-07-28,17557355668
2010-07-29,17312770817
2010-07-30,17255221441
2010-08-02,17394299101
2010-08-03,17384707538
2010-08-04,17260017222
2010-08-05,17461440040
2010-08-06,17255221441
2010-08-09,17192876283
2010-08-10,17394299101
2010-08-11,17025023934
2010-08-12,16953087213
2010-08-13,17034615497
2010-08-16,17135326906
2010-08-17,17149714250
2010-08-18,16890742055
2010-08-19,16708502362
2010-08-20,16698910799
2010-08-23,16837988460
2010-08-24,16981861901
2010-08-25,16943495650
2010-08-26,16881150492
2010-08-27,17125735343
2010-08-30,16866763148
2010-08-31,16981861901
2010-09-01,17317566599
2010-09-02,17197672064
2010-09-03,17322362380
2010-09-07,17346341287
2010-09-08,17303179255
2010-09-09,17432665352
2010-09-10,17566947231
2010-09-13,17600517701
2010-09-14,17466235822
2010-09-15,17351137069
2010-09-16,17264813004
2010-09-17,17207263627
2010-09-20,17427869571
2010-09-21,17269608785
2010-09-22,17471031603
2010-09-23,17312770817
2010-09-24,17504602073
2010-09-27,17523785199
2010-09-28,17610109264
2010-09-29,17485418947
2010-09-30,17431856902
2010-10-01,17427045459
2010-10-04,17417422574
2010-10-05,17484782771
2010-10-06,17446291230
2010-10-07,17345250933
2010-10-08,17412611131
2010-10-11,17460725558
2010-10-12,17253833522
2010-10-13,17239399194
2010-10-14,17220153423
2010-10-15,17292325063
2010-10-18,17479971329
2010-10-19,17571388740
2010-10-20,17715732021
2010-10-21,17754223563
2010-10-22,17657994709
2010-10-25,17542520084
2010-10-26,17638748938
2010-10-27,17730166349
2010-10-28,17903378286
2010-10-29,18014041468
2010-11-01,17937058385
2010-11-02,18105458880
2010-11-03,18066967338
2010-11-04,18086213109
2010-11-05,18139138979
2010-11-08,17768657891
2010-11-09,17754223563
2010-11-10,17609880282
2010-11-11,17581011625
2010-11-12,17571388740
2010-11-15,17528085756
2010-11-16,17292325063
2010-11-17,17186473324
2010-11-18,17350062376
2010-11-19,17200907652
2010-11-22,17316382277
2010-11-23,17167227553
2010-11-24,17330816605
2010-11-26,17249022079
2010-11-29,17167227553
2010-11-30,17128736012
2010-12-01,17513651428
2010-12-02,17359685261
2010-12-03,17316382277
2010-12-06,17224964866
2010-12-07,17042130043
2010-12-08,16878540991
2010-12-09,17018072829
2010-12-10,17147981782
2010-12-13,17258644964
2010-12-14,17359685261
2010-12-15,17186473324
2010-12-16,17345250933
2010-12-17,17316382277
2010-12-20,17301947949
2010-12-21,17224964866
2010-12-22,17301947949
2010-12-23,17282702178
2010-12-27,17263456407
2010-12-28,17345250933
2010-12-29,17378931032
2010-12-30,17345250933
2010-12-31,17311570834
2011-01-03,17441479787
2011-01-04,17566577297
2011-01-05,17301947949
2011-01-06,17388553917
2011-01-07,17321193720
2011-01-10,17205719095
2011-01-11,17282702178
2011-01-12,17297136506
2011-01-13,17162416110
2011-01-14,17056564371
2011-01-18,17422234016
2011-01-19,17297136506
2011-01-20,17547331526
2011-01-21,17532897198
2011-01-24,17682051922
2011-01-25,17638748938
2011-01-26,17518462870
2011-01-27,17653183266
2011-01-28,17253833522
2011-01-31,17167227553
2011-02-01,17297136506
2011-02-02,17172038996
2011-02-03,17234587751
2011-02-04,17138358897
2011-02-07,17340439490
2011-02-08,17239399194
2011-02-09,17196096209
2011-02-10,17133547454
2011-02-11,17253833522
2011-02-14,17090244470
2011-02-15,17239399194
2011-02-16,17210530537
2011-02-17,17249022079
2011-02-18,17205719095
2011-02-22,17133547454
2011-02-23,17022884272
2011-02-24,16892975319
2011-02-25,16974769845
2011-02-28,17215341980
2011-03-01,16984392730
2011-03-02,17123924569
2011-03-03,17301947949
2011-03-04,16998827059
2011-03-07,17133547454
2011-03-08,17311570834
2011-03-09,17465537001
2011-03-10,17200907652
2011-03-11,17229776308
2011-03-14,17003638501
2011-03-15,16801557908
2011-03-16,16484002690
2011-03-17,16166447472
2011-03-18,16267487768
2011-03-21,16387773836
2011-03-22,16435888263
2011-03-23,16599477315
2011-03-24,16748632038
2011-03-25,16700517611
2011-03-28,16690894726
2011-03-29,16888163877
2011-03-30,17080621585
2011-03-31,16934967279
2011-04-01,17118100106
2011-04-04,17084365112
2011-04-05,17012075838
2011-04-06,17142196531
2011-04-07,17094003682
2011-04-08,17016895123
2011-04-11,16761473021
2011-04-12,16669906607
2011-04-13,16828943010
2011-04-14,16949425133
2011-04-15,17089184397
2011-04-18,17016895123
2011-04-19,16930147994
2011-04-20,17122919391
2011-04-21,17103642252
2011-04-25,17151835101
2011-04-26,17291594364
2011-04-27,17460269337
2011-04-28,17532558611
2011-04-29,17580751461
2011-05-02,17609667170
2011-05-03,17807257853
2011-05-04,17657860020
2011-05-05,17667498590
2011-05-06,17508462187
2011-05-09,17580751461
2011-05-10,17759065003
2011-05-11,17763884288
2011-05-12,18134969229
2011-05-13,18110872804
2011-05-16,18178342793
2011-05-17,18722921991
2011-05-18,18669909857
2011-05-19,18544608449
2011-05-20,18578343443
2011-05-23,18501234884
2011-05-24,18722921991
2011-05-25,18568704873
2011-05-26,18491596314
2011-05-27,18467499890
2011-05-31,18409668470
2011-06-01,18322921341
2011-06-02,18298824917
2011-06-03,18077137809
2011-06-06,18110872804
2011-06-07,18106053519
2011-06-08,18149427084
2011-06-09,18053041385
2011-06-10,17889185697
2011-06-13,17894004982
2011-06-14,17985571396
2011-06-15,17797619283
2011-06-16,18000029250
2011-06-17,18139788514
2011-06-20,18269909207
2011-06-21,18255451352
2011-06-22,18110872804
2011-06-23,17975932826
2011-06-24,17879547127
2011-06-27,17975932826
2011-06-28,18038583530
2011-06-29,18106053519
2011-06-30,18180552297
2011-07-01,18421801664
2011-07-05,18581026246
2011-07-06,18576201259
2011-07-07,18585851233
2011-07-08,18503826448
2011-07-11,18296351993
2011-07-12,18412151689
2011-07-13,18320476929
2011-07-14,18127477436
2011-07-15,18084052550
2011-07-18,17905528018
2011-07-19,18040627664
2011-07-20,18141952398
2011-07-21,18344601866
2011-07-22,18195027259
2011-07-25,18209502221
2011-07-26,18190202271
2011-07-27,18185377284
2011-07-28,17929652955
2011-07-29,17784903335
2011-08-01,18262577081
2011-08-02,17910353006
2011-08-03,17910353006
2011-08-04,17384429386
2011-08-05,17485754120
2011-08-08,16361532069
2011-08-09,16916405614
2011-08-10,16535231614
2011-08-11,17258979715
2011-08-12,17254154727
2011-08-15,18088877537
2011-08-16,17944127917
2011-08-17,18252927107
2011-08-18,17977902828
2011-08-19,17881403082
2011-08-22,17871753107
2011-08-23,18113002474
2011-08-24,18436276626
2011-08-25,18137127411
2011-08-26,18122652449
2011-08-29,18455576575
2011-08-30,18552076322
2011-08-31,18638926094
2011-09-01,18513476423
2011-09-02,18325301917
2011-09-06,18397676727
2011-09-07,18450751588
2011-09-08,18185377284
2011-09-09,17755953411
2011-09-12,17910353006
2011-09-13,17915177993
2011-09-14,18074402575
2011-09-15,18161252347
2011-09-16,18103352499
2011-09-19,18108177487
2011-09-20,18484526499
2011-09-21,18069577588
2011-09-22,17891053056
2011-09-23,18069577588
2011-09-26,18223977183
2011-09-27,18286702018
2011-09-28,18190202271
2011-09-29,18561726296
2011-09-30,18395144400
2011-10-03,17974213952
2011-10-04,17737138182
2011-10-05,17920992861
2011-10-06,18201613159
2011-10-07,18259672531
2011-10-10,18666088136
2011-10-11,18530616268
2011-10-12,18487071739
2011-10-13,18535454549
2011-10-14,18704794384
2011-10-17,18535454549
2011-10-18,18656411574
2011-10-19,18612867045
2011-10-20,18849942814
2011-10-21,18932193592
2011-10-24,18893487344
2011-10-25,18699956103
2011-10-26,18772530318
2011-10-27,19217652171
2011-10-28,19072503741
2011-10-31,19004767807
2011-11-01,18728985789
2011-11-02,19038635774
2011-11-03,19290226386
2011-11-04,19207975609
2011-11-07,19237005295
2011-11-08,18966061559
2011-11-09,18593513921
2011-11-10,18791883442
2011-11-11,19120886551
2011-11-14,18903163906
2011-11-15,18975738121
2011-11-16,18690279541
2011-11-17,18545131111
2011-11-18,18656411574
2011-11-21,18409659243
2011-11-22,18167745192
2011-11-23,17950022547
2011-11-25,17998405357
2011-11-28,18283863936
2011-11-29,18511263144
2011-11-30,19198299047
2011-12-01,19169269361
2011-12-02,18990252964
2011-12-05,19096695146
2011-12-06,19227328733
2011-12-07,19227328733
2011-12-08,19009606088
2011-12-09,19222490452
2011-12-12,19024120931
2011-12-13,19091856865
2011-12-14,18733824070
2011-12-15,19227328733
2011-12-16,19188622485
2011-12-19,19009606088
2011-12-20,19324094353
2011-12-21,19764377925
2011-12-22,20015968538
2011-12-23,20112734158
2011-12-27,20151440406
2011-12-28,19972424009
2011-12-29,20098219315
2011-12-30,19986938852
2012-01-03,19725671677
2012-01-04,19788569330
2012-01-05,19812760735
2012-01-06,19735348239
2012-01-09,19827275578
2012-01-10,19962747447
2012-01-11,19948232604
2012-01-12,20006291976
2012-01-13,20015968538
2012-01-17,20044998224
2012-01-18,20098219315
2012-01-19,19885334951
2012-01-20,19841790422
2012-01-23,19740186520
2012-01-24,19677288867
2012-01-25,20020806819
2012-01-26,19972424009
2012-01-27,19328932634
2012-01-30,19091856865
2012-01-31,19140239675
2012-02-01,19062827179
2012-02-02,19145077956
2012-02-03,19149916237
2012-02-06,19164431080
2012-02-07,19295064667
2012-02-08,19019282650
2012-02-09,19048312336
2012-02-10,19014444369
2012-02-13,19212813890
2012-02-14,19275711543
2012-02-15,19159592799
2012-02-16,19309579510
2012-02-17,19222490452
2012-02-21,19290226386
2012-02-22,19275711543
2012-02-23,18341923308
2012-02-24,18254834250
2012-02-27,18496748301
2012-02-28,18366114713
2012-02-29,18196774878
2012-03-01,18254834250
2012-03-02,18366114713
2012-03-05,18511263144
2012-03-06,18477395177
2012-03-07,18496748301
2012-03-08,18477395177
2012-03-09,18487071739
2012-03-12,18714470946
2012-03-13,18893487344
2012-03-14,18530616268
2012-03-15,18583837359
2012-03-16,18738662351
2012-03-19,18583837359
2012-03-20,18598352202
2012-03-21,18496748301
2012-03-22,18530616268
2012-03-23,18617705326
2012-03-26,18622543607
2012-03-27,18699956103
2012-03-28,18467718615
2012-03-29,18520939706
2012-03-30,18666088136
2012-04-02,18837361127
2012-04-03,18788911124
2012-04-04,18692011118
2012-04-05,18406156101
2012-04-09,18318946096
2012-04-10,18033091079
2012-04-11,18057316080
2012-04-12,18105766083
2012-04-13,18076696081
2012-04-16,18294721095
2012-04-17,18406156101
2012-04-18,18411001102
2012-04-19,18357706098
2012-04-20,18570886111
2012-04-23,18435226103
2012-04-24,18541816109
2012-04-25,18648406116
2012-04-26,18706546119
2012-04-27,18750151122
2012-04-30,18817981126
2012-05-01,18837361127
2012-05-02,18798601125
2012-05-03,18677476117
2012-05-04,18692011118
2012-05-07,18662941117
2012-05-08,18469141105
2012-05-09,18517591108
2012-05-10,18585421112
2012-05-11,18629026115
2012-05-14,18536971109
2012-05-15,18226891090
2012-05-16,18217201090
2012-05-17,18134836085
2012-05-18,18289876094
2012-05-21,18328636097
2012-05-22,18440071103
2012-05-23,18309256095
2012-05-24,18401311101
2012-05-25,18522436108
2012-05-29,18638716115
2012-05-30,18507901107
2012-05-31,18658096116
2012-06-01,18599956113
2012-06-04,18614491114
2012-06-05,18856741128
2012-06-06,19128061144
2012-06-07,19128061144
2012-06-08,19244341151
2012-06-11,19171666147
2012-06-12,19249186152
2012-06-13,19239496151
2012-06-14,19302481155
2012-06-15,19350931158
2012-06-18,19413916162
2012-06-19,19389691160
2012-06-20,19205581149
2012-06-21,18943951133
2012-06-22,19016626138
2012-06-25,18977866135
2012-06-26,19084456142
2012-06-27,19249186152
2012-06-28,19346086157
2012-06-29,19331551157
2012-07-02,19602873128
2012-07-03,19889011058
2012-07-05,19903560444
2012-07-06,19864762081
2012-07-09,19825963717
2012-07-10,19898710649
2012-07-11,19937509012
2012-07-12,20049054307
2012-07-13,20218797147
2012-07-16,20301243669
2012-07-17,20325492647
2012-07-18,20325492647
2012-07-19,20369140806
2012-07-20,20335192237
2012-07-23,20218797147
2012-07-24,20097552261
2012-07-25,19990856762
2012-07-26,20344891828
2012-07-27,20572832214
2012-07-30,20645579145
2012-07-31,20485535896
2012-08-01,20456437123
2012-08-02,20281844488
2012-08-03,20534033850
2012-08-06,20558282827
2012-08-07,20417638760
2012-08-08,20538883646
2012-08-09,21033562779
2012-08-10,21120859097
2012-08-13,21077210938
2012-08-14,21033562779
2012-08-15,20931717075
2012-08-16,20975365234
2012-08-17,20888068917
2012-08-20,20907468098
2012-08-21,20684377508
2012-08-22,20664978327
2012-08-23,20660128531
2012-08-24,20757124440
2012-08-27,20761974235
2012-08-28,20800772599
2012-08-29,20844420758
2012-08-30,20757124440
2012-08-31,20849270553
2012-09-04,20922017485
2012-09-05,20829871371
2012-09-06,21106309711
2012-09-07,21077210938
2012-09-10,21043262370
2012-09-11,21062661552
2012-09-12,21096610120
2012-09-13,21319700710
2012-09-14,21174206847
2012-09-17,21130558688
2012-09-18,21106309711
2012-09-19,21256653369
2012-09-20,21324550505
2012-09-21,21343949687
2012-09-24,21557340686
2012-09-25,21513692527
2012-09-26,21513692527
2012-09-27,21251803574
2012-09-28,21310001119
2012-10-01,21332517261
2012-10-02,21458831415
2012-10-03,21590003805
2012-10-04,21599720279
2012-10-05,21483122598
2012-10-08,21551137912
2012-10-09,21585145569
2012-10-10,21415107285
2012-10-11,21492839072
2012-10-12,21434540232
2012-10-15,21624011462
2012-10-16,21648302646
2012-10-17,21871781533
2012-10-18,21993237450
2012-10-19,21852348586
2012-10-22,21837773876
2012-10-23,21677452066
2012-10-24,21288793131
2012-10-25,21332517261
2012-10-26,21351950208
2012-10-31,21590003805
2012-11-01,21565712622
2012-11-02,21487980835
2012-11-05,21128471321
2012-11-06,21045881297
2012-11-07,20438601712
2012-11-08,20424027002
2012-11-09,20307429322
2012-11-12,20049942778
2012-11-13,20083950435
2012-11-14,20006218648
2012-11-15,19899337441
2012-11-16,20171398695
2012-11-19,20137391038
2012-11-20,20006218648
2012-11-21,19913912151
2012-11-23,19933345098
2012-11-26,20151965748
2012-11-27,20137391038
2012-11-28,20346295215
2012-11-29,20492042316
2012-11-30,20720379440
2012-12-03,20540624683
2012-12-04,20574632339
2012-12-05,20987582457
2012-12-06,21021590114
2012-12-07,21021590114
2012-12-10,21070172481
2012-12-11,21104180137
2012-12-12,21123613084
2012-12-13,20861268303
2012-12-14,20812685937
2012-12-17,21147904268
2012-12-18,21332517261
2012-12-19,21138187794
2012-12-20,21181911924
2012-12-21,21109038374
2012-12-24,20987582457
2012-12-26,20788394753
2012-12-27,20715521203
2012-12-28,20506617026
2012-12-31,20734954150
2013-01-02,21206203108
2013-01-03,21191628398
2013-01-04,21157620741
2013-01-07,21070172481
2013-01-08,20963291274
2013-01-09,20968149510
2013-01-10,21157620741
2013-01-11,21007015404
2013-01-14,21007015404
2013-01-15,20968149510
2013-01-16,20948716564
2013-01-17,20987582457
2013-01-18,21138187794
2013-01-22,21385957865
2013-01-23,21424823758
2013-01-24,21468547888
2013-01-25,21599720279
2013-01-28,21614294989
2013-01-29,21871781533
2013-01-30,21915505663
2013-01-31,22002953923
2013-02-01,21978662740
2013-02-04,21862065060
2013-02-05,21789191509
2013-02-06,21658019119
2013-02-07,21619153226
2013-02-08,21653160882
2013-02-11,21730892669
2013-02-12,21813482693
2013-02-13,21828057403
2013-02-14,21750325616
2013-02-15,21925222136
2013-02-19,22134126314
2013-02-20,22138984550
2013-02-21,22036961580
2013-02-22,22435336988
2013-02-25,22192425154
2013-02-26,22508210538
2013-02-27,22668532348
2013-02-28,22731689425
2013-03-01,22692823532
2013-03-04,23057191283
2013-03-05,23154356016
2013-03-06,23154356016
2013-03-07,23023183626
2013-03-08,23071765993
2013-03-11,23018325389
2013-03-12,22974601259
2013-03-13,23047474809
2013-03-14,23164072490
2013-03-15,23270953697
2013-03-18,23168930726
2013-03-19,23173788963
2013-03-20,23348685484
2013-03-21,23139781306
2013-03-22,23251520750
2013-03-25,23154356016
2013-03-26,23334110774
2013-03-27,23392409614
2013-03-28,23625604974
2013-04-01,23585211761
2013-04-02,23507404876
2013-04-03,23390694550
2013-04-04,23663018645
2013-04-05,23687333296
2013-04-08,23940205669
2013-04-09,23828358274
2013-04-10,24139585810
2013-04-11,24280610788
2013-04-12,24304925439
2013-04-15,23862398785
2013-04-16,24090956508
2013-04-17,24008286693
2013-04-18,24061778926
2013-04-19,24285473718
2013-04-22,24494579719
2013-04-23,24625878836
2013-04-24,24752315023
2013-04-25,24684233999
2013-04-26,24577249534
2013-04-29,24951695164
2013-04-30,25010050327
2013-05-01,24912791721
2013-05-02,24883614140
2013-05-03,24839847768
2013-05-06,24538346091
2013-05-07,24834984837
2013-05-08,24373006463
2013-05-09,23745688459
2013-05-10,23740825529
2013-05-13,23667881575
2013-05-14,23765140180
2013-05-15,24027738414
2013-05-16,23852672925
2013-05-17,24139585810
2013-05-20,24056915996
2013-05-21,24003423763
2013-05-22,23628978133
2013-05-23,23478227295
2013-05-24,23201040270
2013-05-28,22641803290
2013-05-29,22461874870
2013-05-30,22413245568
2013-05-31,22281946451
2013-06-03,22437560219
2013-06-04,22393793847
2013-06-05,22179824915
2013-06-06,22209002497
2013-06-07,22442423149
2013-06-10,22325712823
2013-06-11,22058251659
2013-06-12,21980444775
2013-06-13,22330575753
2013-06-14,22131195613
2013-06-17,22160373194
2013-06-18,22320849893
2013-06-19,21781064634
2013-06-20,21002995792
2013-06-21,21289908678
2013-06-24,21187787142
2013-06-25,21353126771
2013-06-26,21688668959
2013-06-27,21630313796
2013-06-28,21776201704
2013-07-01,21653899259
2013-07-02,21658768586
2013-07-03,21649029931
2013-07-05,21561382037
2013-07-08,21702592533
2013-07-09,21702592533
2013-07-10,22116485368
2013-07-11,22515770221
2013-07-12,22666719372
2013-07-15,23129305482
2013-07-16,22997833640
2013-07-17,22929663056
2013-07-18,22992964313
2013-07-19,22954009693
2013-07-22,22929663056
2013-07-23,22934532383
2013-07-24,22583940805
2013-07-25,22306389140
2013-07-26,22627764753
2013-07-29,22739759284
2013-07-30,22666719372
2013-07-31,22569332823
2013-08-01,22666719372
2013-08-02,22681327355
2013-08-05,22588810133
2013-08-06,22296650485
2013-08-07,22140832006
2013-08-08,22165178643
2013-08-09,21911973615
2013-08-12,21761024463
2013-08-13,21575990019
2013-08-14,21605205984
2013-08-15,21317915663
2013-08-16,21089057272
2013-08-19,20782289641
2013-08-20,20850460226
2013-08-21,20631340490
2013-08-22,20787158969
2013-08-23,21016017360
2013-08-26,20767681659
2013-08-27,20826113589
2013-08-28,20942977448
2013-08-29,20787158969
2013-08-30,20840721571
2013-09-03,20529084613
2013-09-04,20553431250
2013-09-05,20519345958
2013-09-06,20723857712
2013-09-09,20777420314
2013-09-10,20884545518
2013-09-11,20553431250
2013-09-12,20412220754
2013-09-13,20753073677
2013-09-16,20850460226
2013-09-17,21035494670
2013-09-18,21819456393
2013-09-19,21751285808
2013-09-20,21293569026
2013-09-23,21585728674
2013-09-24,21527296744
2013-09-25,21322784991
2013-09-26,21249745079
2013-09-27,21152358529
2013-09-30,21149038308
2013-10-01,21329549131
2013-10-02,21407607865
2013-10-03,21139280966
2013-10-04,21144159637
2013-10-07,21046586219
2013-10-08,21217339700
2013-10-09,21310034447
2013-10-10,21534453308
2013-10-11,21597876030
2013-10-14,21500302612
2013-10-15,21212461029
2013-10-16,21353942485
2013-10-17,21773508182
2013-10-18,21866202928
2013-10-21,21778386852
2013-10-22,22071107106
2013-10-23,22695576980
2013-10-24,22793150398
2013-10-25,23066355967
2013-10-28,23076113309
2013-10-29,23061477297
2013-10-30,22978539891
2013-10-31,22851694448
2013-11-01,22949267866
2013-11-04,23022447929
2013-11-05,22719970334
2013-11-06,22802907739
2013-11-07,22563852866
2013-11-08,22563852866
2013-11-11,22978539891
2013-11-12,23110264005
2013-11-13,23085870651
2013-11-14,23217594765
2013-11-15,23339561537
2013-11-18,23573737740
2013-11-19,23422498942
2013-11-20,23178565398
2013-11-21,23237109449
2013-11-22,23271260145
2013-11-25,23198080081
