,FISV
2004-08-23,6750743040
2004-08-24,6821063280
2004-08-25,6938263680
2004-08-26,6914823600
2004-08-27,6867943439
2004-08-30,6813249920
2004-08-31,6797623199
2004-09-01,6758556400
2004-09-02,6828876640
2004-09-03,6735116319
2004-09-07,6821063280
2004-09-08,6758556400
2004-09-09,6852316720
2004-09-10,7008583920
2004-09-13,7032024000
2004-09-14,7086717520
2004-09-15,7008583920
2004-09-16,7039837360
2004-09-17,6922636960
2004-09-20,6891383520
2004-09-21,6883570160
2004-09-22,6711676240
2004-09-23,6680422800
2004-09-24,6703862880
2004-09-27,6594475840
2004-09-28,6680422800
2004-09-29,6742929680
2004-09-30,6813249920
2004-10-01,6980427199
2004-10-04,7042822079
2004-10-05,7066220160
2004-10-06,7113016319
2004-10-07,6988226560
2004-10-08,6863436800
2004-10-11,6886834880
2004-10-12,6785443199
2004-10-13,6699650240
2004-10-14,6652854079
2004-10-15,6707449600
2004-10-18,6824440000
2004-10-19,6668452800
2004-10-20,6762045120
2004-10-21,6902433600
2004-10-22,6652854079
2004-10-25,6691850880
2004-10-26,6769844480
2004-10-27,6925831680
2004-10-28,7003825280
2004-10-29,6933631040
2004-11-01,6847838079
2004-11-02,6816640640
2004-11-03,6949229760
2004-11-04,7058420800
2004-11-05,7284602240
2004-11-08,7237806079
2004-11-09,7175411199
2004-11-10,7253404800
2004-11-11,7354796480
2004-11-12,7385993920
2004-11-15,7339197760
2004-11-16,7253404800
2004-11-17,7245605439
2004-11-18,7269003520
2004-11-19,7191009920
2004-11-22,7370395199
2004-11-23,7401592640
2004-11-24,7526382400
2004-11-26,7565379199
2004-11-29,7651172160
2004-11-30,7510783680
2004-12-01,7619974720
2004-12-02,7604376000
2004-12-03,7573178560
2004-12-06,7674570240
2004-12-07,7549780480
2004-12-08,7627774079
2004-12-09,7619974720
2004-12-10,7588777280
2004-12-13,7604376000
2004-12-14,7635573439
2004-12-15,7510783680
2004-12-16,7370395199
2004-12-17,7752563840
2004-12-20,7768162560
2004-12-21,7830557439
2004-12-22,7877353600
2004-12-23,7892952319
2004-12-27,7807159360
2004-12-28,7885152960
2004-12-29,7924149760
2004-12-30,7846156160
2004-12-31,7838356800
2005-01-03,7743055320
2005-01-04,7642496160
2005-01-05,7681172760
2005-01-06,7735320000
2005-01-07,7758525959
2005-01-10,7642496160
2005-01-11,7580613600
2005-01-12,7619290200
2005-01-13,7495525080
2005-01-14,7541937000
2005-01-18,7572878279
2005-01-19,7480054440
2005-01-20,7495525080
2005-01-21,7480054440
2005-01-24,7627025520
2005-01-25,7619290200
2005-01-26,7650231480
2005-01-27,7650231480
2005-01-28,7441377839
2005-01-31,7394965920
2005-02-01,7449113160
2005-02-02,7464583800
2005-02-03,7441377839
2005-02-04,7572878279
2005-02-07,7526466360
2005-02-08,7464583800
2005-02-09,7371759959
2005-02-10,7302142080
2005-02-11,7456848480
2005-02-14,7418171880
2005-02-15,7433642520
2005-02-16,7379495279
2005-02-17,7286671440
2005-02-18,7317612720
2005-02-22,7201582920
2005-02-23,7147435680
2005-02-24,7263465480
2005-02-25,7348554000
2005-02-28,7340818680
2005-03-01,7379495279
2005-03-02,7456848480
2005-03-03,7410436560
2005-03-04,7464583800
2005-03-07,7572878279
2005-03-08,7433642520
2005-03-09,7394965920
2005-03-10,7348554000
2005-03-11,7356289320
2005-03-14,7518731040
2005-03-15,7425907200
2005-03-16,7209318240
2005-03-17,7209318240
2005-03-18,7178376959
2005-03-21,7402701240
2005-03-22,7348554000
2005-03-23,7441377839
2005-03-24,7317612720
2005-03-28,7441377839
2005-03-29,7480054440
2005-03-30,7642496160
2005-03-31,7696643399
2005-04-01,7543538080
2005-04-04,7558808400
2005-04-05,7505362280
2005-04-06,7528267760
2005-04-07,7619889680
2005-04-08,7551173240
2005-04-11,7635160000
2005-04-12,7772592880
2005-04-13,7742052240
2005-04-14,7803133520
2005-04-15,7803133520
2005-04-18,7650430320
2005-04-19,7688606120
2005-04-20,7596984199
2005-04-21,7680970960
2005-04-22,7978742199
2005-04-25,8070364120
2005-04-26,8085634440
2005-04-27,8116175080
2005-04-28,7940566400
2005-04-29,8077999280
2005-05-02,8184891520
2005-05-03,8161986040
2005-05-04,8253607960
2005-05-05,8154350880
2005-05-06,8146715720
2005-05-09,8177256360
2005-05-10,8291783760
2005-05-11,8200161840
2005-05-12,8238337639
2005-05-13,8207797000
2005-05-16,8207797000
2005-05-17,8169621199
2005-05-18,8192526680
2005-05-19,8245972800
2005-05-20,8230702479
2005-05-23,8268878280
2005-05-24,8268878280
2005-05-25,8146715720
2005-05-26,8131445400
2005-05-27,8154350880
2005-05-31,8207797000
2005-06-01,8253607960
2005-06-02,8276513440
2005-06-03,8223067320
2005-06-06,8383405680
2005-06-07,8284148600
2005-06-08,8284148600
2005-06-09,8436851800
2005-06-10,8360500199
2005-06-13,8329959560
2005-06-14,8291783760
2005-06-15,8245972800
2005-06-16,8238337639
2005-06-17,8184891520
2005-06-20,8177256360
2005-06-21,8223067320
2005-06-22,8215432160
2005-06-23,8047458639
2005-06-24,8047458639
2005-06-27,8123810240
2005-06-28,8276513440
2005-06-29,8253607960
2005-06-30,8184891520
2005-07-01,8088442959
2005-07-05,8185894080
2005-07-06,8095939200
2005-07-07,8133420400
2005-07-08,8320826400
2005-07-11,8343315120
2005-07-12,8283345200
2005-07-13,8268352719
2005-07-14,8365803840
2005-07-15,8388292560
2005-07-18,8358307600
2005-07-19,8448262480
2005-07-20,8433270000
2005-07-21,8335818879
2005-07-22,8170901600
2005-07-25,8013480560
2005-07-26,8193390320
2005-07-27,8388292560
2005-07-28,8335818879
2005-07-29,8313330160
2005-08-01,8238367760
2005-08-02,8298337680
2005-08-03,8478247440
2005-08-04,8478247440
2005-08-05,8485743680
2005-08-08,8545713600
2005-08-09,8620676000
2005-08-10,8515728640
2005-08-11,8673149680
2005-08-12,8733119600
2005-08-15,8770600800
2005-08-16,8658157200
2005-08-17,8650660960
2005-08-18,8628172240
2005-08-19,8575698560
2005-08-22,8463254959
2005-08-23,8470751200
2005-08-24,8463254959
2005-08-25,8380796320
2005-08-26,8358307600
2005-08-29,8388292560
2005-08-30,8245864000
2005-08-31,8418277520
2005-09-01,8305833920
2005-09-02,8358307600
2005-09-06,8470751200
2005-09-07,8493239920
2005-09-08,8425773760
2005-09-09,8455758719
2005-09-12,8530721120
2005-09-13,8478247440
2005-09-14,8410781280
2005-09-15,8395788799
2005-09-16,8388292560
2005-09-19,8313330160
2005-09-20,8268352719
2005-09-21,8268352719
2005-09-22,8290841440
2005-09-23,8298337680
2005-09-26,8268352719
2005-09-27,8298337680
2005-09-28,8283345200
2005-09-29,8493239920
2005-09-30,8598187280
2005-10-03,8361717920
2005-10-04,8398424320
2005-10-05,8332352800
2005-10-06,8214892320
2005-10-07,8302987680
2005-10-10,8229574880
2005-10-11,8258940000
2005-10-12,8244257440
2005-10-13,8207551040
2005-10-14,8244257440
2005-10-17,8163503359
2005-10-18,8126796960
2005-10-19,8383741760
2005-10-20,8325011520
2005-10-21,7789098080
2005-10-24,7818463200
2005-10-25,7899217280
2005-10-26,7891876000
2005-10-27,7818463200
2005-10-28,7891876000
2005-10-31,8016677760
2005-11-01,8001995200
2005-11-02,8053384160
2005-11-03,8200209760
2005-11-04,8170844640
2005-11-07,8156162080
2005-11-08,8090090560
2005-11-09,8141479520
2005-11-10,8229574880
2005-11-11,8192868480
2005-11-14,8222233599
2005-11-15,8229574880
2005-11-16,8288305119
2005-11-17,8479178400
2005-11-18,8442472000
2005-11-21,8537908640
2005-11-22,8486519680
2005-11-23,8471837119
2005-11-25,8464495840
2005-11-28,8332352800
2005-11-29,8405765599
2005-11-30,8354376640
2005-12-01,8457154560
2005-12-02,8479178400
2005-12-05,8126796960
2005-12-06,8046042880
2005-12-07,8009336480
2005-12-08,8016677760
2005-12-09,7921241119
2005-12-12,7891876000
2005-12-13,7891876000
2005-12-14,7891876000
2005-12-15,7928582400
2005-12-16,7862510880
2005-12-19,7869852160
2005-12-20,7994653920
2005-12-21,8031360320
2005-12-22,8075408000
2005-12-23,8046042880
2005-12-27,7987312640
2005-12-28,8031360320
2005-12-29,8068066720
2005-12-30,7943264960
2006-01-03,7834051680
2006-01-04,7948836320
2006-01-05,8013402680
2006-01-06,8042098840
2006-01-09,8099491159
2006-01-10,7898618040
2006-01-11,7884269960
2006-01-12,7869921880
2006-01-13,7862747840
2006-01-17,7948836320
2006-01-18,8006228640
2006-01-19,8006228640
2006-01-20,7812529560
2006-01-23,7848399760
2006-01-24,7848399760
2006-01-25,7719267040
2006-01-26,7848399760
2006-01-27,8092317120
2006-01-30,8034924799
2006-01-31,7891444000
2006-02-01,7891444000
2006-02-02,7812529560
2006-02-03,7618830479
2006-02-06,7712093000
2006-02-07,7719267040
2006-02-08,7568612200
2006-02-09,7317520799
2006-02-10,7346216960
2006-02-13,7317520799
2006-02-14,7288824640
2006-02-15,7389261200
2006-02-16,7425131400
2006-02-17,7446653520
2006-02-21,7389261200
2006-02-22,7489697760
2006-02-23,7604482400
2006-02-24,7439479479
2006-02-27,7504045840
2006-02-28,7446653520
2006-03-01,7697744920
2006-03-02,7582960280
2006-03-03,7525567960
2006-03-06,7410783320
2006-03-07,7568612200
2006-03-08,7518393920
2006-03-09,7496871799
2006-03-10,7496871799
2006-03-13,7496871799
2006-03-14,7582960280
2006-03-15,7611656440
2006-03-16,7654700680
2006-03-17,7604482400
2006-03-20,7669048760
2006-03-21,7511219880
2006-03-22,7547090080
2006-03-23,7590134320
2006-03-24,7633178560
2006-03-27,7539916040
2006-03-28,7582960280
2006-03-29,7633178560
2006-03-30,7597308360
2006-03-31,7633178560
2006-04-03,7403777640
2006-04-04,7459813800
2006-04-05,7431795720
2006-04-06,7347741480
2006-04-07,7340736960
2006-04-10,7347741480
2006-04-11,7249678200
2006-04-12,7193642040
2006-04-13,7200646560
2006-04-17,7186637520
2006-04-18,7340736960
2006-04-19,7382764079
2006-04-20,7403777640
2006-04-21,7291705320
2006-04-24,7326727920
2006-04-25,7347741480
2006-04-26,7922112120
2006-04-27,7985152800
2006-04-28,7894094040
2006-05-01,7761008160
2006-05-02,7725985560
2006-05-03,7711976520
2006-05-04,7754003640
2006-05-05,7824048840
2006-05-08,7796030760
2006-05-09,7803035280
2006-05-10,7817044320
2006-05-11,7803035280
2006-05-12,7732990079
2006-05-15,7732990079
2006-05-16,7754003640
2006-05-17,7585895160
2006-05-18,7494836399
2006-05-19,7697967480
2006-05-22,7725985560
2006-05-23,7620917760
2006-05-24,7704972000
2006-05-25,7648935840
2006-05-26,7655940360
2006-05-30,7494836399
2006-05-31,7557877079
2006-06-01,7824048840
2006-06-02,7866075960
2006-06-05,7690962960
2006-06-06,7796030760
2006-06-07,7873080480
2006-06-08,7789026239
2006-06-09,7697967480
2006-06-12,7627922280
2006-06-13,7515849960
2006-06-14,7529859000
2006-06-15,7648935840
2006-06-16,7697967480
2006-06-19,7655940360
2006-06-20,7683958440
2006-06-21,7866075960
2006-06-22,7817044320
2006-06-23,7810039800
2006-06-26,7887089520
2006-06-27,7873080480
2006-06-28,7950130200
2006-06-29,8076211560
2006-06-30,7943125680
2006-07-03,7845792240
2006-07-05,7831918159
2006-07-06,7762547760
2006-07-07,7672366240
2006-07-10,7665429200
2006-07-11,7679303280
2006-07-12,7596058799
2006-07-13,7471192080
2006-07-14,7478129120
2006-07-17,7464255040
2006-07-18,7457318000
2006-07-19,7540562479
2006-07-20,7381010560
2006-07-21,7360199440
2006-07-24,7436506880
2006-07-25,7408758720
2006-07-26,7686240320
2006-07-27,7492003200
2006-07-28,7568310640
2006-07-31,7575247680
2006-08-01,7436506880
2006-08-02,7471192080
2006-08-03,7575247680
2006-08-04,7540562479
2006-08-07,7498940240
2006-08-08,7443443920
2006-08-09,7540562479
2006-08-10,7651555120
2006-08-11,7575247680
2006-08-14,7672366240
2006-08-15,7700114400
2006-08-16,7707051440
2006-08-17,7734799600
2006-08-18,7707051440
2006-08-21,7644618080
2006-08-22,7679303280
2006-08-23,7602995840
2006-08-24,7568310640
2006-08-25,7554436560
2006-08-28,7589121760
2006-08-29,7526688400
2006-08-30,7561373600
2006-08-31,7658492159
2006-09-01,7679303280
2006-09-05,7602995840
2006-09-06,7519751360
2006-09-07,7519751360
2006-09-08,7977596000
2006-09-11,7991470080
2006-09-12,7970658960
2006-09-13,8123273840
2006-09-14,8081651600
2006-09-15,8116336799
2006-09-18,8116336799
2006-09-19,8033092320
2006-09-20,8185707200
2006-09-21,8123273840
2006-09-22,8053903440
2006-09-25,8213455360
2006-09-26,8317510960
2006-09-27,8303636880
2006-09-28,8268951680
2006-09-29,8164896080
2006-10-02,8171830279
2006-10-03,8151176960
2006-10-04,8309519080
2006-10-05,8254443560
2006-10-06,8302634640
2006-10-09,8247559120
2006-10-10,8199368040
2006-10-11,8164945840
2006-10-12,8247559120
2006-10-13,8213136920
2006-10-16,8323287960
2006-10-17,8337056840
2006-10-18,8350825720
2006-10-19,8412785680
2006-10-20,8364594600
2006-10-23,8578012240
2006-10-24,8536705600
2006-10-25,8281981320
2006-10-26,8302634640
2006-10-27,8337056840
2006-10-30,8460976759
2006-10-31,8502283400
2006-11-01,8433439000
2006-11-02,8447207880
2006-11-03,8419670120
2006-11-06,8736354360
2006-11-07,8818967640
2006-11-08,8901580920
2006-11-09,8860274280
2006-11-10,8977309760
2006-11-13,8949772000
2006-11-14,9073691920
2006-11-15,9053038600
2006-11-16,9114998560
2006-11-17,9039269720
2006-11-20,8984194200
2006-11-21,8991078640
2006-11-22,8997963080
2006-11-24,8956656440
2006-11-27,8798314320
2006-11-28,8832736520
2006-11-29,8867158720
2006-11-30,8798314320
2006-12-01,8763892120
2006-12-04,8887812040
2006-12-05,8880927600
2006-12-06,8908465360
2006-12-07,8839620960
2006-12-08,8908465360
2006-12-11,8936003120
2006-12-12,8894696480
2006-12-13,8970425320
2006-12-14,9087460800
2006-12-15,9101229680
2006-12-18,9032385280
2006-12-19,9066807480
2006-12-20,9032385280
2006-12-21,9032385280
2006-12-22,8970425320
2006-12-26,9025500840
2006-12-27,9142536320
2006-12-28,9114998560
2006-12-29,9025500840
2007-01-03,8765200000
2007-01-04,8955600000
2007-01-05,8921600000
2007-01-08,8942000000
2007-01-09,8969200000
2007-01-10,8942000000
2007-01-11,9044000000
2007-01-12,9003200000
2007-01-16,9105200000
2007-01-17,9030400000
2007-01-18,8887600000
2007-01-19,8908000000
2007-01-22,8833200000
2007-01-23,8887600000
2007-01-24,9057600000
2007-01-25,8792400000
2007-01-26,8812800000
2007-01-29,8819600000
2007-01-30,8819600000
2007-01-31,8942000000
2007-02-01,8840000000
2007-02-02,9146000000
2007-02-05,9098400000
2007-02-06,9023600000
2007-02-07,9146000000
2007-02-08,9132400000
2007-02-09,9016800000
2007-02-12,9064400000
2007-02-13,9132400000
2007-02-14,9234400000
2007-02-15,9322800000
2007-02-16,9302400000
2007-02-20,9356800000
2007-02-21,9316000000
2007-02-22,9329600000
2007-02-23,9295600000
2007-02-26,9214000000
2007-02-27,8989600000
2007-02-28,9003200000
2007-03-01,8948800000
2007-03-02,8812800000
2007-03-05,8731200000
2007-03-06,8867200000
2007-03-07,8778800000
2007-03-08,8806000000
2007-03-09,8833200000
2007-03-12,8806000000
2007-03-13,8602000000
2007-03-14,8717600000
2007-03-15,8731200000
2007-03-16,8649600000
2007-03-19,8724400000
2007-03-20,8853600000
2007-03-21,9071200000
2007-03-22,9118800000
2007-03-23,9091600000
2007-03-26,9146000000
2007-03-27,9105200000
2007-03-28,8996400000
2007-03-29,9010000000
2007-03-30,9023600000
2007-04-02,9032904000
2007-04-03,9079776000
2007-04-04,9119952000
2007-04-05,9213696000
2007-04-09,9086472000
2007-04-10,9093168000
2007-04-11,9039600000
2007-04-12,9106560000
2007-04-13,9086472000
2007-04-16,9126648000
2007-04-17,9113256000
2007-04-18,9026208000
2007-04-19,9006120000
2007-04-20,9207000000
2007-04-23,9213696000
2007-04-24,9213696000
2007-04-25,9180216000
2007-04-26,8932464000
2007-04-27,8992728000
2007-04-30,8898984000
2007-05-01,8838720000
2007-05-02,8852112000
2007-05-03,8845416000
2007-05-04,8785152000
2007-05-07,8765064000
2007-05-08,8738280000
2007-05-09,8691408000
2007-05-10,8778456000
2007-05-11,8858808000
2007-05-14,8805240000
2007-05-15,8811936000
2007-05-16,8858808000
2007-05-17,8885592000
2007-05-18,8959248000
2007-05-21,8959248000
2007-05-22,8912376000
2007-05-23,8865504000
2007-05-24,8765064000
2007-05-25,8999424000
2007-05-29,9427968000
2007-05-30,9876600000
2007-05-31,9916776000
2007-06-01,9856512000
2007-06-04,9735984000
2007-06-05,9648936000
2007-06-06,9602064000
2007-06-07,9448056000
2007-06-08,9588672000
2007-06-11,9461448000
2007-06-12,9454752000
2007-06-13,9729288000
2007-06-14,9662328000
2007-06-15,9796248000
2007-06-18,9836424000
2007-06-19,9849816000
2007-06-20,9715896000
2007-06-21,9735984000
2007-06-22,9535104000
2007-06-25,9394488000
2007-06-26,9521712000
2007-06-27,9575280000
2007-06-28,9581976000
2007-06-29,9508320000
2007-07-02,9354960000
2007-07-03,9387900000
2007-07-05,9308844000
2007-07-06,9407664000
2007-07-09,9499896000
2007-07-10,9328608000
2007-07-11,9322020000
2007-07-12,9394488000
2007-07-13,9401076000
2007-07-16,9354960000
2007-07-17,9394488000
2007-07-18,9381312000
2007-07-19,9308844000
2007-07-20,9150732000
2007-07-23,9216612000
2007-07-24,9012384000
2007-07-25,9005796000
2007-07-26,8373348000
2007-07-27,8162532000
2007-07-30,8208648000
2007-07-31,8142768000
2007-08-01,8103240000
2007-08-02,8155944000
2007-08-03,7872660000
2007-08-06,7945128000
2007-08-07,7833132000
2007-08-08,7872660000
2007-08-09,7701372000
2007-08-10,7747488000
2007-08-13,7964892000
2007-08-14,7899012000
2007-08-15,7833132000
2007-08-16,7852896000
2007-08-17,7958304000
2007-08-20,7912188000
2007-08-21,7912188000
2007-08-22,7846308000
2007-08-23,7899012000
2007-08-24,7971480000
2007-08-27,7859484000
2007-08-28,7648668000
2007-08-29,7681608000
2007-08-30,7681608000
2007-08-31,7661844000
2007-09-04,7879248000
2007-09-05,7747488000
2007-09-06,7787016000
2007-09-07,7648668000
2007-09-10,7675020000
2007-09-11,7734312000
2007-09-12,7760664000
2007-09-13,7800192000
2007-09-14,7885836000
2007-09-17,7806780000
2007-09-18,8004420000
2007-09-19,8155944000
2007-09-20,8136180000
2007-09-21,8123004000
2007-09-24,8175708000
2007-09-25,8314055999
2007-09-26,8300880000
2007-09-27,8379936000
2007-09-28,8379936000
2007-10-01,8505560000
2007-10-02,8689464000
2007-10-03,9031000000
2007-10-04,8991592000
2007-10-05,9004728000
2007-10-08,8952184000
2007-10-09,8978456000
2007-10-10,8991592000
2007-10-11,8860232000
2007-10-12,8945616000
2007-10-15,8794552000
2007-10-16,8735440000
2007-10-17,8742008000
2007-10-18,8676328000
2007-10-19,8472720000
2007-10-22,8604080000
2007-10-23,8617216000
2007-10-24,8564671999
2007-10-25,8715736000
2007-10-26,8886504000
2007-10-29,8932480000
2007-10-30,9031000000
2007-10-31,9096680000
2007-11-01,8932480000
2007-11-02,9109816000
2007-11-05,8952184000
2007-11-06,8925912000
2007-11-07,8696032000
2007-11-08,8439880000
2007-11-09,8525264000
2007-11-12,8518696000
2007-11-13,8669760000
2007-11-14,8682896000
2007-11-15,8663192000
2007-11-16,8643488000
2007-11-19,8466152000
2007-11-20,8485856000
2007-11-21,8387336000
2007-11-23,8420176000
2007-11-26,8104912000
2007-11-27,8367632000
2007-11-28,8544968000
2007-11-29,8558104000
2007-11-30,8426744000
2007-12-03,8479288000
2007-12-04,8341360000
2007-12-05,8479288000
2007-12-06,8742008000
2007-12-07,8820824000
2007-12-10,9031000000
2007-12-11,8899640000
2007-12-12,9004728000
2007-12-13,8768280000
2007-12-14,8873368000
2007-12-17,8847096000
2007-12-18,8827392000
2007-12-19,8893072000
2007-12-20,8912776000
2007-12-21,8978456000
2007-12-24,9037568000
2007-12-26,9149224000
2007-12-27,9017864000
2007-12-28,9201768000
2007-12-31,9109816000
2008-01-02,9065920000
2008-01-03,9006880000
2008-01-04,8764160000
2008-01-07,8764160000
2008-01-08,8665760000
2008-01-09,8790400000
2008-01-10,8803520000
2008-01-11,8534560000
2008-01-14,8377120000
2008-01-15,8206560000
2008-01-16,8226239999
2008-01-17,8121280000
2008-01-18,8101600000
2008-01-22,7891680000
2008-01-23,7990080000
2008-01-24,8088480000
2008-01-25,7911360000
2008-01-28,8167200000
2008-01-29,8193440000
2008-01-30,8160640000
2008-01-31,8423040000
2008-02-01,8541120000
2008-02-04,8468960000
2008-02-05,8219680000
2008-02-06,8134400000
2008-02-07,8403360000
2008-02-08,8331200000
2008-02-11,8409920000
2008-02-12,8449280000
2008-02-13,8567360000
2008-02-14,8416480000
2008-02-15,8495200000
2008-02-19,8311520000
2008-02-20,8501760000
2008-02-21,8370560000
2008-02-22,8521440000
2008-02-25,8705120000
2008-02-26,8849440000
2008-02-27,8888800000
2008-02-28,8672320000
2008-02-29,8632960000
2008-03-03,8600160000
2008-03-04,8737920000
2008-03-05,8698560000
2008-03-06,8364000000
2008-03-07,8193440000
2008-03-10,8101600000
2008-03-11,8350880000
2008-03-12,8121280000
2008-03-13,7996640000
2008-03-14,7904800000
2008-03-17,7786719999
2008-03-18,7753920000
2008-03-19,7885120000
2008-03-20,7990080000
2008-03-24,8088480000
2008-03-25,8127840000
2008-03-26,8022880000
2008-03-27,7898239999
2008-03-28,7832640000
2008-03-31,7885120000
2008-04-01,8313792000
2008-04-02,8385688000
2008-04-03,8379152000
2008-04-04,8418368000
2008-04-07,8333400000
2008-04-08,8241896000
2008-04-09,8215752000
2008-04-10,8268040000
2008-04-11,8026208000
2008-04-14,7973920000
2008-04-15,8019672000
2008-04-16,8333400000
2008-04-17,8313792000
2008-04-18,8843208000
2008-04-21,8719024000
2008-04-22,8405296000
2008-04-23,8614448000
2008-04-24,8660200000
2008-04-25,8300720000
2008-04-28,8294184000
2008-04-29,8392224000
2008-04-30,8261504000
2008-05-01,8549088000
2008-05-02,8732096000
2008-05-05,8620984000
2008-05-06,8732096000
2008-05-07,8470656000
2008-05-08,8424904000
2008-05-09,8359543999
2008-05-12,8503336000
2008-05-13,8640592000
2008-05-14,8431440000
2008-05-15,8568696000
2008-05-16,8588304000
2008-05-19,8575231999
2008-05-20,8477192000
2008-05-21,8333400000
2008-05-22,8307256000
2008-05-23,8228824000
2008-05-27,8320328000
2008-05-28,8333400000
2008-05-29,8444512000
2008-05-30,8555624000
2008-06-02,8353008000
2008-06-03,8320328000
2008-06-04,8470656000
2008-06-05,8601376000
2008-06-06,8170000000
2008-06-09,8065424000
2008-06-10,8104640000
2008-06-11,7856272000
2008-06-12,8196143999
2008-06-13,8222288000
2008-06-16,8228824000
2008-06-17,8000064000
2008-06-18,7862808000
2008-06-19,7993528000
2008-06-20,7869343999
2008-06-23,7843200000
2008-06-24,7777840000
2008-06-25,7882416000
2008-06-26,7634048000
2008-06-27,7503328000
2008-06-30,7411824000
2008-07-01,7364500000
2008-07-02,7761000000
2008-07-03,7839000000
2008-07-07,7683000000
2008-07-08,7839000000
2008-07-09,7676500000
2008-07-10,7787000000
2008-07-11,7637500000
2008-07-14,7572500000
2008-07-15,7546500000
2008-07-16,7800000000
2008-07-17,7943000000
2008-07-18,7819500000
2008-07-21,7579000000
2008-07-22,7904000000
2008-07-23,7819500000
2008-07-24,7546500000
2008-07-25,7683000000
2008-07-28,7520500000
2008-07-29,7825999999
2008-07-30,8066500000
2008-07-31,7774000000
2008-08-01,7891000000
2008-08-04,7865000000
2008-08-05,8086000000
2008-08-06,8183500000
2008-08-07,8118500000
2008-08-08,8352500000
2008-08-11,8255000000
2008-08-12,8320000000
2008-08-13,8242000000
2008-08-14,8372000000
2008-08-15,8424000000
2008-08-18,8281000000
2008-08-19,8125000000
2008-08-20,8105500000
2008-08-21,8268000000
2008-08-22,8424000000
2008-08-25,8255000000
2008-08-26,8294000000
2008-08-27,8430500000
2008-08-28,8560500000
2008-08-29,8430500000
2008-09-02,8391500000
2008-09-03,8411000000
2008-09-04,8112000000
2008-09-05,8177000000
2008-09-08,8398000000
2008-09-09,8352500000
2008-09-10,8437000000
2008-09-11,8619000000
2008-09-12,8833500000
2008-09-15,8593000000
2008-09-16,8645000000
2008-09-17,8216000000
2008-09-18,8196500000
2008-09-19,8372000000
2008-09-22,8144500000
2008-09-23,8164000000
2008-09-24,8073000000
2008-09-25,8209500000
2008-09-26,8099000000
2008-09-29,7455500000
2008-09-30,7689500000
2008-10-01,7278924000
2008-10-02,7108176000
2008-10-03,6931104000
2008-10-06,6494748000
2008-10-07,6216492000
2008-10-08,6140604000
2008-10-09,5830728000
2008-10-10,5691600000
2008-10-13,6108984000
2008-10-14,6602256000
2008-10-15,5843376000
2008-10-16,5849700000
2008-10-17,5805432000
2008-10-20,5950884000
2008-10-21,5672628000
2008-10-22,5248920000
2008-10-23,4945368000
2008-10-24,4730352000
2008-10-27,4578576000
2008-10-28,5299512000
2008-10-29,4818888000
2008-10-30,5078172000
2008-10-31,5274216000
2008-11-03,5362752000
2008-11-04,5634684000
2008-11-05,5407020000
2008-11-06,5179356000
2008-11-07,5255244000
2008-11-10,5204652000
2008-11-11,5059200000
2008-11-12,5198328000
2008-11-13,5400695999
2008-11-14,5179356000
2008-11-17,5002284000
2008-11-18,5059200000
2008-11-19,4812564000
2008-11-20,4641816000
2008-11-21,4755648000
2008-11-24,5223624000
2008-11-25,5147736000
2008-11-26,5305836000
2008-11-28,5400695999
2008-12-01,5059200000
2008-12-02,5173032000
2008-12-03,5223624000
2008-12-04,5014932000
2008-12-05,5248920000
2008-12-08,5388048000
2008-12-09,5293187999
2008-12-10,5400695999
2008-12-11,5248920000
2008-12-12,5299512000
2008-12-15,5147736000
2008-12-16,5533500000
2008-12-17,5685276000
2008-12-18,5710572000
2008-12-19,5761164000
2008-12-22,5647332000
2008-12-23,5539824000
2008-12-24,5571444000
2008-12-26,5533500000
2008-12-29,5463936000
2008-12-30,5634684000
2008-12-31,5748516000
2009-01-02,5940100000
2009-01-05,5933879999
2009-01-06,6008520000
2009-01-07,5797040000
2009-01-08,5797040000
2009-01-09,5610440000
2009-01-12,5523360000
2009-01-13,5548240000
2009-01-14,5324320000
2009-01-15,5380300000
2009-01-16,5212360000
2009-01-20,4926240000
2009-01-21,5069300000
2009-01-22,4957340000
2009-01-23,4901360000
2009-01-26,4969780000
2009-01-27,4951120000
2009-01-28,5187480000
2009-01-29,5063080000
2009-01-30,4938680000
2009-02-02,4951120000
2009-02-03,5125280000
2009-02-04,5293220000
2009-02-05,5467379999
2009-02-06,5641540000
2009-02-09,5660200000
2009-02-10,5405180000
2009-02-11,5479820000
2009-02-12,5504700000
2009-02-13,5486040000
2009-02-17,5249680000
2009-02-18,5224800000
2009-02-19,5162600000
2009-02-20,5199920000
2009-02-23,5106620000
2009-02-24,5324320000
2009-02-25,5243460000
2009-02-26,5094180000
2009-02-27,5069300000
2009-03-02,4982220000
2009-03-03,4870260000
2009-03-04,4963560000
2009-03-05,4733420000
2009-03-06,4776960000
2009-03-09,4609020000
2009-03-10,4870260000
2009-03-11,4957340000
2009-03-12,5112840000
2009-03-13,5106620000
2009-03-16,5119060000
2009-03-17,5305660000
2009-03-18,5467379999
2009-03-19,5380300000
2009-03-20,5305660000
2009-03-23,5747280000
2009-03-24,5535800000
2009-03-25,5622879999
2009-03-26,5747280000
2009-03-27,5560680000
2009-03-30,5498480000
2009-03-31,5672639999
2009-04-01,5711999997
2009-04-02,5730666664
2009-04-03,5755555553
2009-04-06,5718222220
2009-04-07,5562666664
2009-04-08,5643555553
