,FISV
2009-04-09,5680888886
2009-04-13,5668444442
2009-04-14,5662222220
2009-04-15,5693333331
2009-04-16,5823999997
2009-04-17,5705777775
2009-04-20,5575111109
2009-04-21,5693333331
2009-04-22,5612444442
2009-04-23,5587555553
2009-04-24,5705777775
2009-04-27,5643555553
2009-04-28,5624888886
2009-04-29,5761777775
2009-04-30,5805333331
2009-05-01,6159999997
2009-05-04,6122666664
2009-05-05,6166222220
2009-05-06,6215999997
2009-05-07,6159999997
2009-05-08,6240888886
2009-05-11,6240888886
2009-05-12,6215999997
2009-05-13,6116444442
2009-05-14,6159999997
2009-05-15,6228444442
2009-05-18,6495999997
2009-05-19,6377777775
2009-05-20,6433777775
2009-05-21,6303111108
2009-05-22,6334222219
2009-05-26,6520888886
2009-05-27,6383999997
2009-05-28,6495999997
2009-05-29,6589333330
2009-06-01,6844444442
2009-06-02,6943999997
2009-06-03,6950222219
2009-06-04,7031111108
2009-06-05,7124444441
2009-06-08,7136888886
2009-06-09,7167999997
2009-06-10,7192888886
2009-06-11,7267555552
2009-06-12,7261333330
2009-06-15,7186666664
2009-06-16,7130666664
2009-06-17,7180444441
2009-06-18,7080888886
2009-06-19,7124444441
2009-06-22,6925333330
2009-06-23,6881777775
2009-06-24,6999999997
2009-06-25,7111999997
2009-06-26,7155555553
2009-06-29,7118222219
2009-06-30,7111999997
2009-07-01,7199708000
2009-07-02,7000924000
2009-07-06,6969864000
2009-07-07,6851836000
2009-07-08,6864260000
2009-07-09,6876684000
2009-07-10,6926380000
2009-07-13,7075468000
2009-07-14,7268040000
2009-07-15,7323947999
2009-07-16,7417128000
2009-07-17,7441976000
2009-07-20,7497884000
2009-07-21,7473036000
2009-07-22,7466824000
2009-07-23,7671820000
2009-07-24,7653184000
2009-07-27,7646972000
2009-07-28,7690456000
2009-07-29,7833332000
2009-07-30,7429552000
2009-07-31,7361220000
2009-08-03,7441976000
2009-08-04,7566216000
2009-08-05,7429552000
2009-08-06,7323947999
2009-08-07,7491672000
2009-08-10,7491672000
2009-08-11,7348796000
2009-08-12,7466824000
2009-08-13,7473036000
2009-08-14,7410916000
2009-08-17,7317736000
2009-08-18,7367432000
2009-08-19,7460612000
2009-08-20,7429552000
2009-08-21,7622124000
2009-08-24,7659396000
2009-08-25,7690456000
2009-08-26,7684243999
2009-08-27,7709092000
2009-08-28,7640760000
2009-08-31,7491672000
2009-09-01,7386068000
2009-09-02,7342584000
2009-09-03,7280464000
2009-09-04,7429552000
2009-09-08,7398492000
2009-09-09,7547580000
2009-09-10,7535156000
2009-09-11,7454400000
2009-09-14,7479247999
2009-09-15,7560004000
2009-09-16,7640760000
2009-09-17,7671820000
2009-09-18,7678032000
2009-09-21,7709092000
2009-09-22,7659396000
2009-09-23,7622124000
2009-09-24,7522732000
2009-09-25,7528943999
2009-09-28,7609700000
2009-09-29,7448188000
2009-09-30,7485460000
2009-10-01,7225344000
2009-10-02,7194624000
2009-10-05,7280640000
2009-10-06,7360512000
2009-10-07,7409664000
2009-10-08,7446527999
2009-10-09,7532544000
2009-10-12,7507968000
2009-10-13,7464960000
2009-10-14,7544832000
2009-10-15,7544832000
2009-10-16,7428096000
2009-10-19,7593984000
2009-10-20,7557120000
2009-10-21,7575552000
2009-10-22,7587840000
2009-10-23,7464960000
2009-10-26,7495680000
2009-10-27,7538688000
2009-10-28,7090175999
2009-10-29,7163904000
2009-10-30,7047168000
2009-11-02,7010304000
2009-11-03,7084032000
2009-11-04,7114752000
2009-11-05,7329792000
2009-11-06,7311360000
2009-11-09,7471104000
2009-11-10,7446527999
2009-11-11,7452672000
2009-11-12,7335936000
2009-11-13,7348224000
2009-11-16,7458816000
2009-11-17,7483392000
2009-11-18,7477248000
2009-11-19,7335936000
2009-11-20,7256064000
2009-11-23,7360512000
2009-11-24,7206912000
2009-11-25,7268352000
2009-11-27,7108608000
2009-11-30,7102464000
2009-12-01,7292927999
2009-12-02,7286784000
2009-12-03,7120896000
2009-12-04,7231488000
2009-12-07,7219200000
2009-12-08,7182336000
2009-12-09,7170048000
2009-12-10,7170048000
2009-12-11,7225344000
2009-12-14,7311360000
2009-12-15,7262208000
2009-12-16,7292927999
2009-12-17,7225344000
2009-12-18,7317504000
2009-12-21,7409664000
2009-12-22,7428096000
2009-12-23,7471104000
2009-12-24,7501824000
2009-12-28,7507968000
2009-12-29,7520256000
2009-12-30,7544832000
2009-12-31,7446527999
2010-01-04,7544544000
2010-01-05,7575064000
2010-01-06,7544544000
2010-01-07,7507920000
2010-01-08,7422464000
2010-01-11,7465192000
2010-01-12,7398047999
2010-01-13,7459088000
2010-01-14,7440776000
2010-01-15,7318696000
2010-01-19,7428568000
2010-01-20,7324800000
2010-01-21,7129472000
2010-01-22,6989080000
2010-01-25,7031808000
2010-01-26,6946352000
2010-01-27,7019600000
2010-01-28,6934144000
2010-01-29,6873104000
2010-02-01,6989080000
2010-02-02,7080640000
2010-02-03,7172200000
2010-02-04,6976872000
2010-02-05,6976872000
2010-02-08,6909728000
2010-02-09,6940247999
2010-02-10,6946352000
2010-02-11,7086744000
2010-02-12,7074536000
2010-02-16,7166096000
2010-02-17,7190512000
2010-02-18,7184408000
2010-02-19,7263760000
2010-02-22,7221032000
2010-02-23,7178304000
2010-02-24,7275968000
2010-02-25,7312592000
2010-02-26,7355320000
2010-03-01,7465192000
2010-03-02,7483504000
2010-03-03,7507920000
2010-03-04,7501815999
2010-03-05,7587272000
2010-03-08,7617792000
2010-03-09,7642208000
2010-03-10,7709352000
2010-03-11,7666624000
2010-03-12,7697144000
2010-03-15,7733768000
2010-03-16,7733768000
2010-03-17,7825328000
2010-03-18,7794808000
2010-03-19,7733768000
2010-03-22,7825328000
2010-03-23,7782600000
2010-03-24,7739872000
2010-03-25,7672728000
2010-03-26,7691040000
2010-03-29,7709352000
2010-03-30,7745976000
2010-03-31,7745976000
2010-04-01,7795800000
2010-04-05,7838500000
2010-04-06,7850700000
2010-04-07,7801899999
2010-04-08,7820200000
2010-04-09,7893400000
2010-04-12,7893400000
2010-04-13,7899500000
2010-04-14,7978800000
2010-04-15,8155700000
2010-04-16,8082500000
2010-04-19,8113000000
2010-04-20,8161800000
2010-04-21,8161800000
2010-04-22,8210600000
2010-04-23,8247200000
2010-04-26,8259399999
2010-04-27,8180100000
2010-04-28,8241100000
2010-04-29,8338700000
2010-04-30,7795800000
2010-05-03,7948300000
2010-05-04,7777500000
2010-05-05,7771400000
2010-05-06,7887300000
2010-05-07,7783600000
2010-05-10,8039800000
2010-05-11,7991000000
2010-05-12,8015400000
2010-05-13,7618900000
2010-05-14,7582300000
2010-05-17,7631100000
2010-05-18,7515200000
2010-05-19,7435900000
2010-05-20,7149200000
2010-05-21,7234600000
2010-05-24,7118700000
2010-05-25,7143100000
2010-05-26,7082100000
2010-05-27,7326100000
2010-05-28,7252900000
2010-06-01,7094300000
2010-06-02,7191899999
2010-06-03,7265100000
2010-06-04,7051600000
2010-06-07,6911300000
2010-06-08,6972300000
2010-06-09,6978400000
2010-06-10,7191899999
2010-06-11,7246800000
2010-06-14,7295600000
2010-06-15,7460300000
2010-06-16,7435900000
2010-06-17,7442000000
2010-06-18,7454200000
2010-06-21,7393200000
2010-06-22,7295600000
2010-06-23,7265100000
2010-06-24,7137000000
2010-06-25,7179700000
2010-06-28,7173600000
2010-06-29,7002800000
2010-06-30,6966200000
2010-07-01,6848496000
2010-07-02,6794712000
2010-07-06,6800688000
2010-07-07,6926184000
2010-07-08,6884352000
2010-07-09,6914232000
2010-07-12,6872400000
2010-07-13,7039728000
2010-07-14,7033752000
2010-07-15,7051680000
2010-07-16,6812640000
2010-07-19,6830568000
2010-07-20,6920208000
2010-07-21,6764832000
2010-07-22,6956064000
2010-07-23,7057656000
2010-07-26,7117416000
2010-07-27,7117416000
2010-07-28,7302672000
2010-07-29,7356456000
2010-07-30,7487928000
2010-08-02,7595496000
2010-08-03,7571592000
2010-08-04,7559640000
2010-08-05,7601472000
2010-08-06,7601472000
2010-08-09,7673184000
2010-08-10,7589520000
2010-08-11,7446096000
2010-08-12,7416216000
2010-08-13,7350480000
2010-08-16,7481952000
2010-08-17,7619400000
2010-08-18,7709040000
2010-08-19,7607448000
2010-08-20,7661232000
2010-08-23,7583544000
2010-08-24,7505856000
2010-08-25,7541712000
2010-08-26,7493903999
2010-08-27,7619400000
2010-08-30,7481952000
2010-08-31,7470000000
2010-09-01,7715016000
2010-09-02,7846488000
2010-09-03,7918200000
2010-09-07,7732944000
2010-09-08,7768800000
2010-09-09,7804656000
2010-09-10,7876368000
2010-09-13,7971984000
2010-09-14,7995888000
2010-09-15,8037720000
2010-09-16,7977960000
2010-09-17,8001864000
2010-09-20,8109432000
2010-09-21,8073576000
2010-09-22,8031744000
2010-09-23,8055648000
2010-09-24,8228952000
2010-09-27,8097480000
2010-09-28,8067600000
2010-09-29,8001864000
2010-09-30,8043696000
2010-10-01,7920960000
2010-10-04,7938720000
2010-10-05,8057120000
2010-10-06,8015679999
2010-10-07,8009760000
2010-10-08,8074880000
2010-10-11,8033440000
2010-10-12,8003840000
2010-10-13,8039360000
2010-10-14,8068960000
2010-10-15,8193280000
2010-10-18,8187360000
2010-10-19,8122240000
2010-10-20,8216960000
2010-10-21,8222880000
2010-10-22,8234720000
2010-10-25,8163679999
2010-10-26,8205120000
2010-10-27,8116320000
2010-10-28,8015679999
2010-10-29,8068960000
2010-11-01,8003840000
2010-11-02,8092640000
2010-11-03,8092640000
2010-11-04,8252480000
2010-11-05,8258400000
2010-11-08,8246560000
2010-11-09,8234720000
2010-11-10,8282080000
2010-11-11,8252480000
2010-11-12,8163679999
2010-11-15,8211040000
2010-11-16,8051200000
2010-11-17,8039360000
2010-11-18,8145920000
2010-11-19,8341280000
2010-11-22,8353120000
2010-11-23,8163679999
2010-11-24,8353120000
2010-11-26,8347200000
2010-11-29,8305760000
2010-11-30,8187360000
2010-12-01,8418240000
2010-12-02,8530720000
2010-12-03,8613600000
2010-12-06,8512960000
2010-12-07,8684640000
2010-12-08,8755680000
2010-12-09,8690560000
2010-12-10,8767520000
2010-12-13,8755680000
2010-12-14,8832640000
2010-12-15,8820800000
2010-12-16,8933280000
2010-12-17,8945120000
2010-12-20,8726080000
2010-12-21,8803040000
2010-12-22,8732000000
2010-12-23,8684640000
2010-12-27,8726080000
2010-12-28,8737920000
2010-12-29,8755680000
2010-12-30,8767520000
2010-12-31,8666880000
2011-01-03,8553024000
2011-01-04,8397828000
2011-01-05,8466804000
2011-01-06,8478300000
2011-01-07,8541528000
2011-01-10,8507040000
2011-01-11,8650740000
2011-01-12,8742708000
2011-01-13,8731212000
2011-01-14,8897904000
2011-01-18,8984124000
2011-01-19,8909400000
2011-01-20,8897904000
2011-01-21,8909400000
2011-01-24,9041604000
2011-01-25,9035856000
2011-01-26,9035856000
2011-01-27,9035856000
2011-01-28,8811684000
2011-01-31,8874912000
2011-02-01,9058848000
2011-02-02,8984124000
2011-02-03,8955384000
2011-02-04,8662236000
2011-02-07,8690976000
2011-02-08,8800188000
2011-02-09,8759952000
2011-02-10,8903652000
2011-02-11,8961132000
2011-02-14,8984124000
2011-02-15,8966880000
2011-02-16,8995620000
2011-02-17,9133572000
2011-02-18,9127824000
2011-02-22,9007116000
2011-02-23,8869164000
2011-02-24,8909400000
2011-02-25,9053100000
2011-02-28,9093336000
2011-03-01,8915148000
2011-03-02,8874912000
2011-03-03,8926644000
2011-03-04,8834676000
2011-03-07,8644992000
2011-03-08,8782944000
2011-03-09,8788692000
2011-03-10,8553024000
2011-03-11,8702472000
2011-03-14,8604756000
2011-03-15,8415072000
2011-03-16,8380584000
2011-03-17,8489796000
2011-03-18,8627748000
2011-03-21,8708220000
2011-03-22,8696724000
2011-03-23,8696724000
2011-03-24,8794440000
2011-03-25,8846172000
2011-03-28,8805936000
2011-03-29,8932392000
2011-03-30,8989872000
2011-03-31,9012864000
2011-04-01,8897520000
2011-04-04,8891860000
2011-04-05,8722060000
2011-04-06,8829600000
2011-04-07,8863560000
2011-04-08,8823940000
2011-04-11,8869220000
2011-04-12,8767340000
2011-04-13,8840920000
2011-04-14,8840920000
2011-04-15,8931480000
2011-04-18,8789980000
2011-04-19,8857900000
2011-04-20,8988080000
2011-04-21,9022040000
2011-04-25,8999400000
2011-04-26,9106940000
2011-04-27,9112600000
2011-04-28,8699420000
2011-04-29,8676780000
2011-05-02,8750360000
2011-05-03,8812620000
2011-05-04,8744700000
2011-05-05,8699420000
2011-05-06,8716400000
2011-05-09,8722060000
2011-05-10,8835260000
2011-05-11,8739040000
2011-05-12,8818280000
2011-05-13,8773000000
2011-05-16,8716400000
2011-05-17,8778660000
2011-05-18,8925820000
2011-05-19,8959780000
2011-05-20,8931480000
2011-05-23,8846580000
2011-05-24,8846580000
2011-05-25,8857900000
2011-05-26,8914500000
2011-05-27,8982420000
2011-05-31,9129580000
2011-06-01,8999400000
2011-06-02,9010720000
2011-06-03,8806960000
2011-06-06,8818280000
2011-06-07,8971100000
2011-06-08,8914500000
2011-06-09,8976760000
2011-06-10,8818280000
2011-06-13,8789980000
2011-06-14,8857900000
2011-06-15,8665460000
2011-06-16,8659800000
2011-06-17,8659800000
2011-06-20,8682440000
2011-06-21,8739040000
2011-06-22,8676780000
2011-06-23,8676780000
2011-06-24,8591880000
2011-06-27,8659800000
2011-06-28,8733380000
2011-06-29,8744700000
2011-06-30,8863560000
2011-07-01,8977408000
2011-07-05,9016832000
2011-07-06,9118208000
2011-07-07,9185792000
2011-07-08,9095680000
2011-07-11,8966144000
2011-07-12,8825344000
2011-07-13,8825344000
2011-07-14,8729600000
2011-07-15,8639488000
2011-07-18,8476160000
2011-07-19,8633856000
2011-07-20,8521216000
2011-07-21,8735232000
2011-07-22,8752128000
2011-07-25,8701440000
2011-07-26,8662016000
2011-07-27,8650752000
2011-07-28,8645120000
2011-07-29,8498688000
2011-08-01,8431104000
2011-08-02,8149504000
2011-08-03,8250880000
2011-08-04,7941120000
2011-08-05,7980544000
2011-08-08,7411712000
2011-08-09,7642624000
2011-08-10,7496192000
2011-08-11,7794688000
2011-08-12,7744000000
2011-08-15,7777792000
2011-08-16,7682048000
2011-08-17,7687680000
2011-08-18,7332864000
2011-08-19,7242752000
2011-08-22,7338496000
2011-08-23,7563776000
2011-08-24,7603200000
2011-08-25,7479296000
2011-08-26,7597568000
2011-08-29,7789056000
2011-08-30,7789056000
2011-08-31,7862272000
2011-09-01,7766527999
2011-09-02,7529984000
2011-09-06,7383552000
2011-09-07,7642624000
2011-09-08,7490560000
2011-09-09,7248384000
2011-09-12,7304704000
2011-09-13,7349760000
2011-09-14,7496192000
2011-09-15,7620096000
2011-09-16,7670784000
2011-09-19,7580672000
2011-09-20,7535616000
2011-09-21,7254016000
2011-09-22,6972416000
2011-09-23,6989312000
2011-09-26,7135744000
2011-09-27,7310336000
2011-09-28,7147008000
2011-09-29,7158272000
2011-09-30,7147008000
2011-10-03,7033020000
2011-10-04,7358052000
2011-10-05,7414092000
2011-10-06,7503756000
2011-10-07,7481340000
2011-10-10,7666272000
2011-10-11,7705500000
2011-10-12,7890432000
2011-10-13,7884828000
2011-10-14,8047344000
2011-10-17,7996908000
2011-10-18,8114592000
2011-10-19,7985700000
2011-10-20,8080968000
2011-10-21,8193048000
2011-10-24,8254692000
2011-10-25,8086572000
2011-10-26,8187444000
2011-10-27,8568515999
2011-10-28,8512476000
2011-10-31,8249088000
2011-11-01,8002512000
2011-11-02,7952076000
2011-11-03,8165028000
2011-11-04,8125800000
2011-11-07,8159424000
2011-11-08,8277108000
2011-11-09,7968888000
2011-11-10,8013720000
2011-11-11,8148215999
2011-11-14,8097780000
2011-11-15,8176236000
2011-11-16,8013720000
2011-11-17,7912848000
2011-11-18,7918452000
2011-11-21,7839996000
2011-11-22,7727915999
2011-11-23,7576608000
2011-11-25,7582212000
2011-11-28,7811976000
2011-11-29,7772748000
2011-11-30,8080968000
2011-12-01,8047344000
2011-12-02,8080968000
2011-12-05,8069760000
2011-12-06,8092176000
2011-12-07,8080968000
2011-12-08,7985700000
2011-12-09,8215464000
2011-12-12,8069760000
2011-12-13,8075364000
2011-12-14,8019324000
2011-12-15,8019324000
2011-12-16,8047344000
2011-12-19,7907244000
2011-12-20,8159424000
2011-12-21,8187444000
2011-12-22,8221068000
2011-12-23,8237880000
2011-12-27,8293920000
2011-12-28,8198652000
2011-12-29,8277108000
2011-12-30,8232276000
2012-01-03,8040288000
2012-01-04,7985368000
2012-01-05,8056764000
2012-01-06,8018320000
2012-01-09,8089716000
2012-01-10,8128160000
2012-01-11,8199556000
2012-01-12,8380792000
2012-01-13,8347840000
2012-01-17,8413744000
2012-01-18,8496124000
2012-01-19,8589488000
2012-01-20,8600472000
2012-01-23,8627932000
2012-01-24,8638916000
2012-01-25,8704820000
2012-01-26,8688344000
2012-01-27,8655392000
2012-01-30,8594980000
2012-01-31,8633424000
2012-02-01,8765232000
2012-02-02,8666376000
2012-02-03,9045324000
2012-02-06,8951960000
2012-02-07,8913516000
2012-02-08,8908024000
2012-02-09,8908024000
2012-02-10,8820152000
2012-02-13,8919008000
2012-02-14,8973928000
2012-02-15,8875072000
2012-02-16,8957452000
2012-02-17,8940976000
2012-02-21,8968436000
2012-02-22,8962944000
2012-02-23,9039832000
2012-02-24,9182624000
2012-02-27,9127704000
2012-02-28,9138688000
2012-02-29,9105736000
2012-03-01,9160656000
2012-03-02,9116720000
2012-03-05,9138688000
2012-03-06,9072784000
2012-03-07,9177132000
2012-03-08,9319924000
2012-03-09,9330908000
2012-03-12,9363860000
2012-03-13,9457224000
2012-03-14,9512144000
2012-03-15,9534112000
2012-03-16,9495668000
2012-03-19,9462716000
2012-03-20,9440748000
2012-03-21,9473700000
2012-03-22,9473700000
2012-03-23,9512144000
2012-03-26,9605508000
2012-03-27,9567064000
2012-03-28,9539604000
2012-03-29,9556080000
2012-03-30,9528620000
2012-04-02,9546240000
2012-04-03,9524544000
2012-04-04,9383520000
2012-04-05,9399792000
2012-04-09,9323856000
2012-04-10,9166560000
2012-04-11,9269616000
2012-04-12,9372672000
2012-04-13,9291312000
2012-04-16,9318432000
2012-04-17,9497424000
2012-04-18,9388944000
2012-04-19,9318432000
2012-04-20,9345552000
2012-04-23,9356400000
2012-04-24,9361824000
2012-04-25,9399792000
2012-04-26,9502848000
2012-04-27,9584208000
2012-04-30,9529968000
2012-05-01,9595056000
2012-05-02,9470304000
2012-05-03,9367248000
2012-05-04,9155712000
2012-05-07,9090624000
2012-05-08,9025536000
2012-05-09,8987568000
2012-05-10,9014688000
2012-05-11,9025536000
2012-05-14,8955024000
2012-05-15,8976720000
2012-05-16,8944176000
2012-05-17,8857392000
2012-05-18,8759760000
2012-05-21,8949600000
2012-05-22,8982144000
2012-05-23,9041808000
2012-05-24,9079776000
2012-05-25,9106896000
2012-05-29,9171984000
2012-05-30,9041808000
2012-05-31,9144864000
2012-06-01,8895360000
2012-06-04,9003840000
2012-06-05,9101472000
2012-06-06,9285888000
2012-06-07,9285888000
2012-06-08,9367248000
2012-06-11,9280464000
2012-06-12,9367248000
2012-06-13,9280464000
2012-06-14,9454032000
2012-06-15,9611328000
2012-06-18,9540816000
2012-06-19,9600480000
2012-06-20,9616752000
2012-06-21,9340128000
2012-06-22,9448608000
2012-06-25,9340128000
2012-06-26,9383520000
2012-06-27,9551664000
2012-06-28,9464880000
2012-06-29,9795744000
2012-07-02,9713880000
2012-07-03,9751344000
2012-07-05,9740640000
2012-07-06,9644304000
2012-07-09,9644304000
2012-07-10,9435576000
2012-07-11,9494448000
2012-07-12,9430224000
2012-07-13,9494448000
2012-07-16,9510504000
2012-07-17,9526560000
2012-07-18,9628248000
2012-07-19,9569376000
2012-07-20,9510504000
2012-07-23,9323184000
2012-07-24,9258960000
2012-07-25,9226848000
2012-07-26,9473040000
2012-07-27,9681768000
2012-07-30,9665712000
2012-07-31,9382056000
2012-08-01,9317832000
2012-08-02,9125160000
2012-08-03,9317832000
2012-08-06,9312480000
2012-08-07,9291072000
2012-08-08,9387408000
2012-08-09,9371352000
2012-08-10,9349944000
2012-08-13,9473040000
2012-08-14,9467688000
2012-08-15,9521208000
2012-08-16,9564024000
2012-08-17,9553320000
2012-08-20,9467688000
2012-08-21,9473040000
2012-08-22,9414168000
2012-08-23,9430224000
2012-08-24,9483744000
2012-08-27,9446280000
2012-08-28,9371352000
2012-08-29,9521208000
2012-08-30,9478392000
2012-08-31,9542616000
2012-09-04,9564024000
2012-09-05,9558672000
2012-09-06,9735288000
2012-09-07,9740640000
2012-09-10,9687120000
2012-09-11,9681768000
2012-09-12,9628248000
2012-09-13,9655008000
2012-09-14,9606840000
2012-09-17,9612192000
2012-09-18,9638952000
2012-09-19,9724584000
2012-09-20,9826272000
2012-09-21,9927960000
2012-09-24,9901200000
2012-09-25,9756696000
2012-09-26,9778104000
2012-09-27,9863736000
2012-09-28,9906552000
2012-10-01,9887608000
2012-10-02,9844920000
2012-10-03,9892944000
2012-10-04,9951640000
2012-10-05,9898280000
2012-10-08,9956976000
2012-10-09,9828912000
2012-10-10,9716856000
2012-10-11,9807568000
2012-10-12,9839584000
2012-10-15,10031680000
2012-10-16,10106384000
2012-10-17,10106384000
2012-10-18,10122392000
2012-10-19,10047688000
2012-10-22,10079704000
2012-10-23,10010336000
2012-10-24,9978320000
2012-10-25,10021008000
2012-10-26,10037016000
2012-10-31,9988992000
2012-11-01,10058360000
2012-11-02,10037016000
2012-11-05,9978320000
2012-11-06,10074368000
2012-11-07,9930296000
2012-11-08,9828912000
2012-11-09,9860928000
2012-11-12,9866264000
2012-11-13,9850256000
2012-11-14,9684840000
2012-11-15,9684840000
2012-11-16,9812904000
2012-11-19,9823576000
2012-11-20,9908952000
2012-11-21,9962312000
2012-11-23,10063696000
2012-11-26,10053024000
2012-11-27,10021008000
2012-11-28,10085040000
2012-11-29,10154408000
2012-11-30,10271800000
2012-12-03,10261128000
2012-12-04,10362512000
2012-12-05,10634648000
2012-12-06,10655992000
2012-12-07,10645320000
2012-12-10,10688008000
2012-12-11,10762712000
2012-12-12,10704016000
2012-12-13,10661328000
2012-12-14,10629312000
2012-12-17,10741368000
2012-12-18,10821408000
2012-12-19,10629312000
2012-12-20,10704016000
2012-12-21,10629312000
2012-12-24,10634648000
2012-12-26,10533264000
2012-12-27,10554608000
2012-12-28,10474568000
2012-12-31,10543936000
2013-01-02,10826495918
2013-01-03,10746575919
2013-01-04,10746575919
2013-01-07,10815839918
2013-01-08,10869119918
2013-01-09,11034287917
2013-01-10,11082239916
2013-01-11,11055599917
2013-01-14,11044943917
2013-01-15,10719935919
2013-01-16,10719935919
2013-01-17,10799855918
2013-01-18,10821167918
2013-01-22,10885103918
2013-01-23,10821167918
2013-01-24,10709279919
2013-01-25,10767887919
2013-01-28,10762559919
2013-01-29,10783871919
2013-01-30,10778543919
2013-01-31,10698623919
2013-02-01,10837151918
2013-02-04,10666655919
2013-02-05,10762559919
2013-02-06,10698623919
2013-02-07,10650671920
2013-02-08,10719935919
2013-02-11,10767887919
2013-02-12,10730591919
2013-02-13,10730591919
2013-02-14,10677311919
2013-02-15,10773215919
2013-02-19,10789199919
2013-02-20,10746575919
2013-02-21,10592063920
2013-02-22,10687967919
2013-02-25,10602719920
2013-02-26,10757231919
2013-02-27,10831823918
2013-02-28,10954367917
2013-03-01,10858463918
2013-03-04,11034287917
2013-03-05,11268719915
2013-03-06,11183471916
2013-03-07,11199455915
2013-03-08,11284703915
2013-03-11,11279375915
2013-03-12,11279375915
2013-03-13,11306015915
2013-03-14,11359295914
2013-03-15,11380607914
2013-03-18,11321999915
2013-03-19,11332655914
2013-03-20,11423231914
2013-03-21,11364623914
2013-03-22,11465855913
2013-03-25,11417903914
2013-03-26,11524463913
2013-03-27,11497823913
2013-03-28,11705615912
2013-04-01,11405700000
2013-04-02,11410944000
2013-04-03,11253624000
2013-04-04,11306064000
2013-04-05,11122524000
2013-04-08,11232648000
2013-04-09,11306064000
2013-04-10,11583996000
2013-04-11,11589240000
2013-04-12,11515824000
2013-04-15,11237892000
2013-04-16,11468628000
2013-04-17,11368992000
2013-04-18,11274600000
2013-04-19,11447652000
2013-04-22,11494848000
2013-04-23,11573508000
2013-04-24,11709852000
2013-04-25,11819976000
2013-04-26,11814732000
2013-04-29,11909124000
2013-04-30,11945832000
2013-05-01,11395212000
2013-05-02,11316552000
2013-05-03,11379480000
2013-05-06,11342772000
2013-05-07,11536800000
2013-05-08,11631192000
2013-05-09,11667900000
2013-05-10,11736072000
2013-05-13,11720340000
2013-05-14,11772780000
2013-05-15,11835708000
2013-05-16,11662656000
2013-05-17,11877660000
2013-05-20,11825220000
2013-05-21,11799000000
2013-05-22,11715096000
2013-05-23,11641680000
2013-05-24,11547288000
2013-05-28,11720340000
2013-05-29,11510580000
2013-05-30,11604972000
2013-05-31,11426676000
2013-06-03,11431920000
2013-06-04,11316552000
2013-06-05,11169720000
2013-06-06,11206428000
2013-06-07,11342772000
2013-06-10,11332284000
2013-06-11,11363748000
2013-06-12,11264112000
2013-06-13,11521068000
2013-06-14,11405700000
2013-06-17,11521068000
2013-06-18,11620704000
2013-06-19,11557776000
2013-06-20,11279844000
2013-06-21,11342772000
2013-06-24,11201184000
2013-06-25,11332284000
2013-06-26,11368992000
2013-06-27,11542044000
2013-06-28,11458140000
2013-07-01,11285304000
2013-07-02,11228412000
2013-07-03,11368056000
2013-07-05,11502528000
2013-07-08,11564592000
2013-07-09,11569764000
2013-07-10,11673204000
2013-07-11,11786988000
2013-07-12,11771472000
2013-07-15,11797332000
2013-07-16,11771472000
2013-07-17,11761128000
2013-07-18,11843880000
2013-07-19,11869740000
2013-07-22,11916288000
2013-07-23,11880084000
2013-07-24,11895600000
2013-07-25,11988696000
2013-07-26,11999040000
2013-07-29,11947320000
2013-07-30,11962836000
2013-07-31,12443832000
2013-08-01,12526584000
2013-08-02,12697260000
2013-08-05,12976548000
2013-08-06,13033440000
2013-08-07,13054128000
2013-08-08,13079988000
2013-08-09,13074816000
2013-08-12,13121364000
2013-08-13,13131708000
2013-08-14,13059300000
2013-08-15,12831732000
2013-08-16,12847248000
2013-08-19,12780012000
2013-08-20,12821388000
2013-08-21,12712776000
2013-08-22,12816216000
2013-08-23,12862764000
2013-08-26,12774840000
2013-08-27,12480036000
2013-08-28,12443832000
2013-08-29,12459348000
2013-08-30,12449004000
2013-09-03,12485208000
2013-09-04,12630024000
2013-09-05,12630024000
2013-09-06,12743808000
2013-09-09,12867936000
2013-09-10,12930000000
2013-09-11,13064472000
2013-09-12,12950688000
2013-09-13,12976548000
2013-09-16,13090332000
2013-09-17,13178256000
2013-09-18,13312728000
2013-09-19,13183428000
2013-09-20,13167912000
2013-09-23,13048956000
2013-09-24,13162740000
2013-09-25,13116192000
2013-09-26,13054128000
2013-09-27,13069644000
2013-09-30,13064472000
2013-10-01,13163576000
2013-10-02,13066030000
2013-10-03,12876072000
2013-10-04,12963350000
2013-10-07,12763124000
2013-10-08,12650176000
2013-10-09,12624506000
2013-10-10,12891474000
2013-10-11,13055762000
2013-10-14,13137906000
2013-10-15,13086566000
2013-10-16,13312462000
2013-10-17,13379204000
2013-10-18,13430544000
2013-10-21,13522956000
2013-10-22,13635904000
2013-10-23,13522956000
2013-10-24,13553760000
2013-10-25,13646172000
2013-10-28,13692378000
2013-10-29,13687244000
2013-10-30,13502420000
2013-10-31,13440812000
2013-11-01,13456214000
2013-11-04,13492152000
2013-11-05,13435678000
2013-11-06,13517822000
2013-11-07,13332998000
2013-11-08,13558894000
2013-11-11,13522956000
2013-11-12,13558894000
2013-11-13,13759120000
2013-11-14,13759120000
2013-11-15,13938810000
2013-11-18,14051758000
2013-11-19,13995284000
2013-11-20,13902872000
2013-11-21,14118500000
2013-11-22,14133902000
