,DISCA
2010-02-22,9513680000
2010-02-23,9507990000
2010-02-24,9485230000
2010-02-25,9303150000
2010-02-26,9234870000
2010-03-01,9155210000
2010-03-02,9115380000
2010-03-03,9075550000
2010-03-04,9212110000
2010-03-05,9354360000
2010-03-08,9388500000
2010-03-09,9456780000
2010-03-10,9451090000
2010-03-11,9570580000
2010-03-12,9616100000
2010-03-15,9599030000
2010-03-16,9616100000
2010-03-17,9655930000
2010-03-18,9650240000
2010-03-19,9633170000
2010-03-22,9838010000
2010-03-23,9883530000
2010-03-24,9917670000
2010-03-25,9900600000
2010-03-26,9957500000
2010-03-29,9957500000
2010-03-30,10150960000
2010-03-31,10032000000
2010-04-01,10037700000
2010-04-05,10128900000
2010-04-06,10282800000
2010-04-07,10128900000
2010-04-08,10111800000
2010-04-09,10345500000
2010-04-12,10299900000
2010-04-13,10379700000
2010-04-14,10493700000
2010-04-15,10448099999
2010-04-16,10448099999
2010-04-19,10493700000
2010-04-20,10693200000
2010-04-21,10824300000
2010-04-22,10875599999
2010-04-23,11075100000
2010-04-26,10989600000
2010-04-27,10716000000
2010-04-28,10761600000
2010-04-29,11137800000
2010-04-30,11502600000
2010-05-03,11685000000
2010-05-04,11542500000
2010-05-05,11160599999
2010-05-06,10784400000
2010-05-07,10465200000
2010-05-10,11211900000
2010-05-11,11325900000
2010-05-12,11496900000
2010-05-13,11308800000
2010-05-14,11132100000
2010-05-17,11046600000
2010-05-18,11012400000
2010-05-19,11001000000
2010-05-20,10630500000
2010-05-21,10812900000
2010-05-24,10807200000
2010-05-25,10824300000
2010-05-26,11052300000
2010-05-27,11496900000
2010-05-28,11183400000
2010-06-01,11012400000
2010-06-02,11599500000
2010-06-03,11542500000
2010-06-04,10972500000
2010-06-07,10710300000
2010-06-08,10653300000
2010-06-09,10641900000
2010-06-10,11280300000
2010-06-11,11434200000
2010-06-14,11388600000
2010-06-15,11736300000
2010-06-16,11633700000
2010-06-17,11673600000
2010-06-18,11656500000
2010-06-21,11690700000
2010-06-22,11491200000
2010-06-23,11343000000
2010-06-24,11075100000
2010-06-25,11172000000
2010-06-28,11115000000
2010-06-29,10527900000
2010-06-30,10599768000
2010-07-01,10713744000
2010-07-02,10508587200
2010-07-06,10576972800
2010-07-07,10770732000
2010-07-08,10787828400
2010-07-09,10776430800
2010-07-12,10668153600
2010-07-13,10867611600
2010-07-14,10873310399
2010-07-15,10776430800
2010-07-16,10388912400
2010-07-19,10519984800
2010-07-20,10633960800
2010-07-21,10383213600
2010-07-22,10719442800
2010-07-23,10975888800
2010-07-26,11369106000
2010-07-27,11277925200
2010-07-28,11238033600
2010-07-29,11300720399
2010-07-30,11460286800
2010-08-02,11682540000
2010-08-03,11397600000
2010-08-04,11386202400
2010-08-05,11380503600
2010-08-06,11340612000
2010-08-09,11346310800
2010-08-10,11448889200
2010-08-11,11260828800
2010-08-12,11089864800
2010-08-13,11044274400
2010-08-16,10975888800
2010-08-17,11209539600
2010-08-18,11295021600
2010-08-19,11095563600
2010-08-20,11226636000
2010-08-23,11220937200
2010-08-24,10930298400
2010-08-25,10924599600
2010-08-26,11038575600
2010-08-27,11277925200
2010-08-30,11203840800
2010-08-31,11209539600
2010-09-01,11562865200
2010-09-02,11711034000
2010-09-03,11927588400
2010-09-07,11631250800
2010-09-08,11619853200
2010-09-09,11619853200
2010-09-10,11722431600
2010-09-13,11836407600
2010-09-14,12007371600
2010-09-15,12332203200
2010-09-16,12337902000
2010-09-17,12468974400
2010-09-20,12873589200
2010-09-21,12839396400
2010-09-22,12622842000
2010-09-23,12622842000
2010-09-24,12924878400
2010-09-27,12981866400
2010-09-28,12970468800
2010-09-29,12913480800
2010-09-30,12797160000
2010-10-01,12712560000
2010-10-04,12515160000
2010-10-05,12893040000
2010-10-06,12729480000
2010-10-07,12881760000
2010-10-08,12763320000
2010-10-11,12695640000
2010-10-12,12780240000
2010-10-13,12915600000
2010-10-14,12690000000
2010-10-15,12690000000
2010-10-18,12718200000
2010-10-19,12532080000
2010-10-20,12740760000
2010-10-21,12752040000
2010-10-22,12847920000
2010-10-25,13011480000
2010-10-26,13101720000
2010-10-27,13208880000
2010-10-28,13214520000
2010-10-29,13124280000
2010-11-01,13045320000
2010-11-02,13073520000
2010-11-03,12515160000
2010-11-04,12323400000
2010-11-05,12080880000
2010-11-08,12035760000
2010-11-09,11906040000
2010-11-10,12092160000
2010-11-11,11928600000
2010-11-12,11872200000
2010-11-15,11821440000
2010-11-16,11832720000
2010-11-17,12238800000
2010-11-18,12453119999
2010-11-19,12441840000
2010-11-22,12368520000
2010-11-23,12103440000
2010-11-24,12368520000
2010-11-26,12379800000
2010-11-29,12176760000
2010-11-30,11979360000
2010-12-01,12148560000
2010-12-02,12374160000
2010-12-03,12611040000
2010-12-06,12599760000
2010-12-07,12667440000
2010-12-08,12543360000
2010-12-09,12464400000
2010-12-10,12481320000
2010-12-13,12345960000
2010-12-14,12362880000
2010-12-15,12283920000
2010-12-16,12391080000
2010-12-17,12481320000
2010-12-20,12464400000
2010-12-21,12549000000
2010-12-22,12571560000
2010-12-23,12385440000
2010-12-27,12300840000
2010-12-28,12283920000
2010-12-29,12396720000
2010-12-30,12283920000
2010-12-31,12250080000
2011-01-03,12345960000
2011-01-04,12171119999
2011-01-05,11911680000
2011-01-06,11844000000
2011-01-07,11849640000
2011-01-10,11697360000
2011-01-11,11736840000
2011-01-12,11652240000
2011-01-13,11409720000
2011-01-14,11330760000
2011-01-18,11595840000
2011-01-19,11601480000
2011-01-20,11686080000
2011-01-21,11765040000
2011-01-24,11776320000
2011-01-25,11595840000
2011-01-26,11573280000
2011-01-27,11550720000
2011-01-28,11358960000
2011-01-31,11460480000
2011-02-01,11460480000
2011-02-02,11663520000
2011-02-03,12086520000
2011-02-04,12250080000
2011-02-07,12419280000
2011-02-08,12503880000
2011-02-09,12599760000
2011-02-10,12706920000
2011-02-11,12853560000
2011-02-14,12763320000
2011-02-15,12847920000
2011-02-16,12977640000
2011-02-17,12723840000
2011-02-18,12904320000
2011-02-22,12605400000
2011-02-23,12424920000
2011-02-24,12520800000
2011-02-25,12605400000
2011-02-28,12667440000
2011-03-01,12312119999
2011-03-02,12413640000
2011-03-03,12560280000
2011-03-04,12323400000
2011-03-07,12182400000
2011-03-08,12188040000
2011-03-09,12120360000
2011-03-10,11900400000
2011-03-11,12024480000
2011-03-14,11804520000
2011-03-15,11674800000
2011-03-16,11387160000
2011-03-17,11404080000
2011-03-18,11528160000
2011-03-21,11742480000
2011-03-22,11624040000
2011-03-23,11629680000
2011-03-24,11624040000
2011-03-25,11556360000
2011-03-28,11460480000
2011-03-29,11342040000
2011-03-30,11753760000
2011-03-31,11559240000
2011-04-01,11703800000
2011-04-04,11726040000
2011-04-05,11709360000
2011-04-06,11681560000
2011-04-07,11659320000
2011-04-08,11603720000
2011-04-11,11648200000
2011-04-12,11587040000
2011-04-13,11664880000
2011-04-14,11620400000
2011-04-15,11603720000
2011-04-18,11587040000
2011-04-19,11737160000
2011-04-20,11981800000
2011-04-21,11981800000
2011-04-25,12098560000
2011-04-26,12009600000
2011-04-27,12276480000
2011-04-28,12493320000
2011-04-29,12821360000
2011-05-02,12932560000
2011-05-03,12915880000
2011-05-04,12804680000
2011-05-05,12788000000
2011-05-06,12938120000
2011-05-09,12815800000
2011-05-10,12949240000
2011-05-11,12710160000
2011-05-12,13010400000
2011-05-13,12821360000
2011-05-16,12637880000
2011-05-17,12699040000
2011-05-18,13088240000
2011-05-19,13138280000
2011-05-20,12954800000
2011-05-23,12815800000
2011-05-24,12637880000
2011-05-25,12548920000
2011-05-26,12565600000
2011-05-27,12660120000
2011-05-31,12615640000
2011-06-01,12371000000
2011-06-02,12337640000
2011-06-03,12154160000
2011-06-06,11892840000
2011-06-07,11987360000
2011-06-08,11776080000
2011-06-09,11865040000
2011-06-10,11575920000
2011-06-13,11581480000
2011-06-14,11726040000
2011-06-15,11520320000
2011-06-16,11648200000
2011-06-17,11703800000
2011-06-20,11853920000
2011-06-21,12176400000
2011-06-22,12076320000
2011-06-23,11770520000
2011-06-24,11648200000
2011-06-27,11692680000
2011-06-28,11837240000
2011-06-29,11787200000
2011-06-30,11587620000
2011-07-01,11788530000
2011-07-05,11902560000
2011-07-06,11772240000
2011-07-07,12022020000
2011-07-08,11859120000
2011-07-11,11761380000
2011-07-12,11848260000
2011-07-13,11831970000
2011-07-14,11766810000
2011-07-15,11766810000
2011-07-18,11484450000
2011-07-19,11587620000
2011-07-20,11375850000
2011-07-21,11533320000
2011-07-22,11609340000
2011-07-25,11326980000
2011-07-26,11288970000
2011-07-27,11294400000
2011-07-28,11386710000
2011-07-29,11256390000
2011-08-01,11093490000
2011-08-02,10789410000
2011-08-03,10805700000
2011-08-04,10398450000
2011-08-05,10534200000
2011-08-08,9828300000
2011-08-09,10523340000
2011-08-10,10230120000
2011-08-11,10800270000
2011-08-12,11039190000
2011-08-15,11174940000
2011-08-16,11153220000
2011-08-17,11077200000
2011-08-18,10317000000
2011-08-19,10273560000
2011-08-22,10262700000
2011-08-23,10675380000
2011-08-24,10941450000
2011-08-25,10805700000
2011-08-26,11180370000
2011-08-29,11489880000
2011-08-30,11766810000
2011-08-31,11962290000
2011-09-01,11701650000
2011-09-02,11413860000
2011-09-06,11250960000
2011-09-07,11424720000
2011-09-08,11169510000
2011-09-09,10838280000
2011-09-12,10686240000
2011-09-13,10865430000
2011-09-14,11093490000
2011-09-15,11354130000
2011-09-16,11359560000
2011-09-19,11207520000
2011-09-20,11240100000
2011-09-21,11294400000
2011-09-22,10957740000
2011-09-23,11288970000
2011-09-26,11783100000
2011-09-27,11821110000
2011-09-28,11245530000
2011-09-29,10903440000
2011-09-30,7212800000
2011-10-03,7039840000
2011-10-04,7238560000
2011-10-05,7275360000
2011-10-06,7400480000
2011-10-07,7301120000
2011-10-10,7503520000
2011-10-11,7680160000
2011-10-12,7790560000
2011-10-13,7783199999
2011-10-14,8007680000
2011-10-17,7827360000
2011-10-18,7970880000
2011-10-19,7875199999
2011-10-20,7871520000
2011-10-21,8162240000
2011-10-24,8246880000
2011-10-25,8081280000
2011-10-26,8062880000
2011-10-27,8257920000
2011-10-28,8210080000
2011-10-31,8331520000
2011-11-01,8103360000
2011-11-02,8438240000
2011-11-03,8515520000
2011-11-04,8438240000
2011-11-07,8471360000
2011-11-08,8636960000
2011-11-09,8051840000
2011-11-10,8066560000
2011-11-11,8316800000
2011-11-14,8221120000
2011-11-15,8055520000
2011-11-16,7945120000
2011-11-17,7805280000
2011-11-18,7786880000
2011-11-21,7687520000
2011-11-22,7779520000
2011-11-23,7485120000
2011-11-25,7518240000
2011-11-28,7713280000
2011-11-29,7716960000
2011-11-30,8048160000
2011-12-01,7893600000
2011-12-02,7952480000
2011-12-05,7981920000
2011-12-06,8022400000
2011-12-07,8011360000
2011-12-08,7871520000
2011-12-09,8033439999
2011-12-12,7959840000
2011-12-13,7900960000
2011-12-14,7702240000
2011-12-15,7705920000
2011-12-16,7702240000
2011-12-19,7555040000
2011-12-20,7772160000
2011-12-21,7731680000
2011-12-22,7739040000
2011-12-23,7768480000
2011-12-27,7750080000
2011-12-28,7794240000
2011-12-29,7860480000
2011-12-30,7853120000
2012-01-03,7834720000
2012-01-04,7856800000
2012-01-05,7867840000
2012-01-06,7915680000
2012-01-09,7967199999
2012-01-10,8118080000
2012-01-11,8239520000
2012-01-12,8346240000
2012-01-13,8309439999
2012-01-17,8379360000
2012-01-18,8434560000
2012-01-19,8570720000
2012-01-20,8397760000
2012-01-23,8375680000
2012-01-24,8379360000
2012-01-25,8526560000
2012-01-26,8500800000
2012-01-27,8372000000
2012-01-30,8246880000
2012-01-31,8221120000
2012-02-01,8331520000
2012-02-02,8379360000
2012-02-03,8563360000
2012-02-06,8556000000
2012-02-07,8681120000
2012-02-08,8695840000
2012-02-09,8629600000
2012-02-10,8585439999
2012-02-13,8659040000
2012-02-14,8666400000
2012-02-15,8769440000
2012-02-16,8614880000
2012-02-17,8670080000
2012-02-21,8552319999
2012-02-22,8482400000
2012-02-23,8467680000
2012-02-24,8537600000
2012-02-27,8541280000
2012-02-28,8765760000
2012-02-29,8942400000
2012-03-01,8920320000
2012-03-02,9078560000
2012-03-05,9111680000
2012-03-06,8927680000
2012-03-07,8924000000
2012-03-08,9027040000
2012-03-09,9045440000
2012-03-12,8953440000
2012-03-13,9229440000
2012-03-14,9185280000
2012-03-15,9177920000
2012-03-16,9188960000
2012-03-19,9218400000
2012-03-20,9089600000
2012-03-21,9266240000
2012-03-22,9236800000
2012-03-23,9277280000
2012-03-26,9358240000
2012-03-27,9490720000
2012-03-28,9464960000
2012-03-29,9472320000
2012-03-30,9700480000
2012-04-02,9419504000
2012-04-03,9437236500
2012-04-04,9408864500
2012-04-05,9557817500
2012-04-09,9391132000
2012-04-10,9188981500
2012-04-11,9369853000
2012-04-12,9476248000
2012-04-13,9550724500
2012-04-16,9586189500
2012-04-17,9681945000
2012-04-18,9635840500
2012-04-19,9586189500
2012-04-20,9692584500
2012-04-23,9522352500
2012-04-24,9511713000
2012-04-25,9646480000
2012-04-26,9859270000
2012-04-27,10142990000
2012-04-30,10057874000
2012-05-01,9997583500
2012-05-02,10008223000
2012-05-03,10185548000
2012-05-04,9873456000
2012-05-07,9990490500
2012-05-08,9384039000
2012-05-09,9323748500
2012-05-10,9380492500
2012-05-11,9493980500
2012-05-14,9352120500
2012-05-15,9391132000
2012-05-16,9458515500
2012-05-17,9068400500
2012-05-18,8937180000
2012-05-21,9217353500
2012-05-22,9149970000
2012-05-23,9196074500
2012-05-24,9295376500
2012-05-25,9341481000
2012-05-29,9433690000
2012-05-30,9277644000
2012-05-31,9256365000
2012-06-01,8986831000
2012-06-04,8962005500
2012-06-05,9057761000
2012-06-06,9291830000
2012-06-07,9334388000
2012-06-08,9426597000
2012-06-11,9493980500
2012-06-12,9632294000
2012-06-13,9295376500
2012-06-14,9249272000
2012-06-15,9352120500
2012-06-18,9458515500
2012-06-19,9579096500
2012-06-20,9703224000
2012-06-21,9696131000
2012-06-22,9791886500
2012-06-25,9689038000
2012-06-26,9763514500
2012-06-27,9877002500
2012-06-28,9809619000
2012-06-29,9976304500
2012-07-02,9672901000
2012-07-03,9618749000
2012-07-05,9479984500
2012-07-06,9310759500
2012-07-09,9073844500
2012-07-10,8860621000
2012-07-11,8820007000
2012-07-12,8857236500
2012-07-13,8884312500
2012-07-16,8708318500
2012-07-17,8928311000
2012-07-18,8904619500
2012-07-19,8999385500
2012-07-20,8836929500
2012-07-23,8684627000
2012-07-24,8657551000
2012-07-25,8708318500
2012-07-26,8904619500
2012-07-27,9171995000
2012-07-30,8979078500
2012-07-31,8928311000
2012-08-01,8691396000
2012-08-02,8860621000
2012-08-03,9222762500
2012-08-06,9361527000
2012-08-07,9496907000
2012-08-08,9517214000
2012-08-09,9503676000
2012-08-10,9622133500
2012-08-13,9540905500
2012-08-14,9368296000
2012-08-15,9381834000
2012-08-16,9351373500
2012-08-17,9300606000
2012-08-20,9239685000
2012-08-21,9303990500
2012-08-22,9314144000
2012-08-23,9263376500
2012-08-24,9402141000
2012-08-27,9466446500
2012-08-28,9442755000
2012-08-29,9496907000
2012-08-30,9554443500
2012-08-31,9669516500
2012-09-04,9747360000
2012-09-05,9740591000
2012-09-06,9906431500
2012-09-07,9947045500
2012-09-10,9913200500
2012-09-11,9875971000
2012-09-12,9987659500
2012-09-13,10251650500
2012-09-14,10359954500
2012-09-17,10329494000
2012-09-18,10315956000
2012-09-19,10481796500
2012-09-20,10505488000
2012-09-21,10563024500
2012-09-24,10444567000
2012-09-25,10305802500
2012-09-26,10275342000
2012-09-27,10488565500
2012-09-28,10508872500
2012-10-01,10590093000
2012-10-02,10566356000
2012-10-03,10630785000
2012-10-04,10786771000
2012-10-05,10820681000
2012-10-08,10715560000
2012-10-09,10546010000
2012-10-10,10583311000
2012-10-11,10681650000
2012-10-12,10729124000
2012-10-15,10868154999
2012-10-16,10929192999
2012-10-17,10817290000
2012-10-18,10912238000
2012-10-19,10678259000
2012-10-22,10732515000
2012-10-23,10512100000
2012-10-24,10430716000
2012-10-25,10379851000
2012-10-26,10278121000
2012-10-31,10427325000
2012-11-01,10820681000
2012-11-02,10579920000
2012-11-05,10501927000
2012-11-06,10149263000
2012-11-07,10033969000
2012-11-08,9823727000
2012-11-09,9972931000
2012-11-12,9905111000
2012-11-13,10027187000
2012-11-14,9752516000
2012-11-15,9766080000
2012-11-16,9749125000
2012-11-19,10047533000
2012-11-20,10159436000
2012-11-21,10135699000
2012-11-23,10281512000
2012-11-26,10223865000
2012-11-27,10193346000
2012-11-28,10417152000
2012-11-29,10522273000
2012-11-30,10671477000
2012-12-03,10590093000
2012-12-04,10688432000
2012-12-05,10905455999
2012-12-06,10925802000
2012-12-07,10793553000
2012-12-10,10691823000
2012-12-11,10864764000
2012-12-12,10861373000
2012-12-13,10644349000
2012-12-14,10742688000
2012-12-17,10990230999
2012-12-18,11237774000
2012-12-19,11095352000
2012-12-20,11217428000
2012-12-21,11156390000
2012-12-24,11166563000
2012-12-26,11119089000
2012-12-27,11020750000
2012-12-28,10932584000
2012-12-31,11214037000
2013-01-02,11566701000
2013-01-03,11576874000
2013-01-04,11671822000
2013-01-07,11644694000
2013-01-08,11987185000
2013-01-09,11970229999
2013-01-10,11905801000
2013-01-11,12041441000
2013-01-14,11977012000
2013-01-15,11851545000
2013-01-16,11824417000
2013-01-17,11899019000
2013-01-18,11963448000
2013-01-22,11973621000
2013-01-23,12044832000
2013-01-24,12061787000
2013-01-25,12190645000
2013-01-28,12156735000
2013-01-29,12122825000
2013-01-30,12160126000
2013-01-31,12255074000
2013-02-01,12421233000
2013-02-04,12278811000
2013-02-05,12417842000
2013-02-06,12366977000
2013-02-07,12475489000
2013-02-08,12624692999
2013-02-11,12533136000
2013-02-12,12546700000
2013-02-13,12634866000
2013-02-14,12512790000
2013-02-15,12417842000
2013-02-19,12478879999
2013-02-20,12309329999
2013-02-21,12139779999
2013-02-22,12448361000
2013-02-25,12350022000
2013-02-26,12536527000
2013-02-27,12950229000
2013-02-28,12957011000
2013-03-01,13228291000
2013-03-04,13353758000
2013-03-05,13533480999
2013-03-06,13309675000
2013-03-07,13631820000
2013-03-08,13760678000
2013-03-11,13743723000
2013-03-12,13764069000
2013-03-13,13828498000
2013-03-14,13906491000
2013-03-15,13658948000
2013-03-18,13675903000
2013-03-19,13740332000
2013-03-20,13947183000
2013-03-21,13852235000
2013-03-22,13977702000
2013-03-25,13967529000
2013-03-26,14048913000
2013-03-27,13882754000
2013-03-28,13909882000
2013-04-01,13660506000
2013-04-02,13784937000
2013-04-03,13673957999
2013-04-04,13610061000
2013-04-05,13764759000
2013-04-08,13818567000
2013-04-09,13771485000
2013-04-10,14094332999
2013-04-11,14141414999
2013-04-12,14195223000
2013-04-15,13811841000
2013-04-16,13909368000
2013-04-17,13721039999
2013-04-18,13428459000
2013-04-19,13640328000
2013-04-22,13704225000
2013-04-23,13838745000
2013-04-24,13865648999
2013-04-25,13996806000
2013-04-26,13879101000
2013-04-29,13811841000
2013-04-30,13808478000
2013-05-01,13690773000
2013-05-02,13926182999
2013-05-03,13879101000
2013-05-06,13845471000
2013-05-07,13643691000
2013-05-08,13478904000
2013-05-09,13606698000
2013-05-10,13784937000
2013-05-13,13593246000
2013-05-14,13721039999
2013-05-15,13902642000
2013-05-16,13805114999
2013-05-17,13815204000
2013-05-20,13811841000
2013-05-21,14016984000
2013-05-22,13865648999
2013-05-23,13976628000
2013-05-24,13932909000
2013-05-28,14154867000
2013-05-29,13892553000
2013-05-30,13996806000
2013-05-31,13818567000
2013-06-03,13842107999
2013-06-04,13784937000
2013-06-05,13293939000
2013-06-06,13142604000
2013-06-07,13384739999
2013-06-10,13024898999
2013-06-11,12940823999
2013-06-12,12890379000
2013-06-13,13324206000
2013-06-14,13381377000
2013-06-17,13499082000
2013-06-18,13636964999
2013-06-19,13408281000
2013-06-20,13065255000
2013-06-21,13213227000
2013-06-24,13162782000
2013-06-25,13219953000
2013-06-26,13267035000
2013-06-27,13435185000
2013-06-28,13532712000
2013-07-01,13310052000
2013-07-02,13431560000
2013-07-03,13792800000
2013-07-05,13878184000
2013-07-08,14032531999
2013-07-09,14012828000
2013-07-10,14177028000
2013-07-11,14456168000
2013-07-12,14554688000
2013-07-15,14446316000
2013-07-16,14426612000
2013-07-17,14485724000
2013-07-18,14626936000
2013-07-19,14423328000
2013-07-22,14433180000
2013-07-23,14544836000
2013-07-24,14479156000
2013-07-25,14554688000
2013-07-26,14551404000
2013-07-29,14439748000
2013-07-30,13858480000
2013-07-31,13638452000
2013-08-01,14016112000
2013-08-02,14062088000
2013-08-05,14101496000
2013-08-06,14131052000
2013-08-07,14154040000
2013-08-08,14186880000
2013-08-09,14223004000
2013-08-12,14173743999
2013-08-13,14282116000
2013-08-14,14173743999
2013-08-15,13746824000
2013-08-16,13743540000
2013-08-19,13723836000
2013-08-20,13690996000
2013-08-21,13589192000
2013-08-22,13736972000
2013-08-23,13782948000
2013-08-26,13769812000
2013-08-27,13392152000
2013-08-28,13375731999
2013-08-29,13349460000
2013-08-30,13260792000
2013-09-03,13231236000
2013-09-04,13158988000
2013-09-05,13273928000
2013-09-06,13267360000
2013-09-09,13421708000
2013-09-10,13333040000
2013-09-11,13395436000
2013-09-12,13349460000
2013-09-13,13316620000
2013-09-16,13454548000
2013-09-17,13599043999
2013-09-18,13763243999
2013-09-19,13986556000
2013-09-20,13993124000
2013-09-23,13786231999
2013-09-24,13746824000
2013-09-25,13851912000
2013-09-26,14370784000
2013-09-27,14515280000
2013-09-30,14073599999
2013-10-01,13875200000
2013-10-02,13756800000
2013-10-03,13542400000
2013-10-04,13548800000
2013-10-07,13299200000
2013-10-08,13040000000
2013-10-09,12992000000
2013-10-10,13360000000
2013-10-11,13427200000
2013-10-14,13363200000
2013-10-15,13190400000
2013-10-16,13465600000
2013-10-17,13564800000
2013-10-18,13747200000
2013-10-21,13804800000
2013-10-22,14172800000
2013-10-23,14086400000
2013-10-24,14163200000
2013-10-25,14281600000
2013-10-28,14236800000
2013-10-29,14236800000
2013-10-30,14064000000
2013-10-31,14812800000
2013-11-01,14636800000
2013-11-04,14515200000
2013-11-05,14486400000
2013-11-06,14278400000
2013-11-07,14035200000
2013-11-08,14230400000
2013-11-11,14102400000
2013-11-12,14070400000
2013-11-13,14262400000
2013-11-14,14307200000
2013-11-15,14243200000
2013-11-18,14240000000
2013-11-19,14208000000
2013-11-20,14208000000
2013-11-21,14211199999
2013-11-22,14313599999
2013-11-25,14288000000
2013-11-26,14428800000
2013-11-27,14489600000
2013-11-29,14547200000
2013-12-02,14371199999
2013-12-03,14240000000
2013-12-04,14032000000
2013-12-05,14003200000
2013-12-06,14179200000
2013-12-09,14240000000
2013-12-10,14198400000
2013-12-11,14092800000
2013-12-12,13827200000
2013-12-13,13744000000
2013-12-16,14009600000
2013-12-17,13955200000
2013-12-18,14384000000
2013-12-19,14390400000
2013-12-20,14627200000
2013-12-23,14739200000
2013-12-24,14816000000
2013-12-26,14784000000
2013-12-27,14828800000
2013-12-30,15081600000
2013-12-31,22047480000
2014-01-02,21724560000
2014-01-03,21598200000
2014-01-06,21326760000
2014-01-07,21195720000
2014-01-08,20629440000
2014-01-09,20657520000
2014-01-10,20484360000
2014-01-13,19857240000
2014-01-14,20147400000
2014-01-15,20156760000
2014-01-16,19997640000
2014-01-17,19726200000
2014-01-21,19651320000
2014-01-22,19623240000
2014-01-23,19524960000
2014-01-24,19258200000
2014-01-27,18846360000
2014-01-28,19005480000
2014-01-29,19108440000
2014-01-30,19585800000
2014-01-31,19450080000
2014-02-03,19028880000
2014-02-04,19024200000
2014-02-05,19356480000
2014-02-06,19978920000
2014-02-07,20175480000
2014-02-10,20086560000
2014-02-11,20180160000
2014-02-12,20203560000
2014-02-13,19333080000
2014-02-14,19707480000
2014-02-18,19585800000
2014-02-19,19782360000
2014-02-20,20095920000
2014-02-21,20189520000
2014-02-24,20105280000
2014-02-25,19913400000
2014-02-26,19833840000
2014-02-27,20025720000
2014-02-28,20315880000
2014-03-03,20011680000
2014-03-04,20470320000
2014-03-05,20657520000
2014-03-06,20961720000
2014-03-07,20849400000
2014-03-10,20882160000
2014-03-11,20638800000
2014-03-12,20694960000
2014-03-13,20503080000
2014-03-14,20273760000
2014-03-17,20259720000
2014-03-18,20404800000
2014-03-19,20404800000
2014-03-20,20404800000
2014-03-21,20606040000
2014-03-24,20278440000
2014-03-25,20241000000
2014-03-26,20109960000
2014-03-27,19932120000
2014-03-28,20077200000
2014-03-31,19687560000
2014-04-01,19952620000
2014-04-02,20044020000
2014-04-03,19938910000
2014-04-04,19769820000
2014-04-07,19212280000
2014-04-08,19148300000
2014-04-09,19230560000
2014-04-10,18896950000
2014-04-11,18490220000
2014-04-14,18348550000
2014-04-15,18284570000
2014-04-16,18535920000
2014-04-17,18531350000
2014-04-21,18439950000
2014-04-22,18467370000
2014-04-23,18453660000
2014-04-24,18439950000
2014-04-25,18238870000
2014-04-28,17950960000
2014-04-29,18024080000
2014-04-30,18069780000
2014-05-01,18124620000
2014-05-02,18238870000
2014-05-05,18513070000
2014-05-06,17786440000
2014-05-07,17311160000
2014-05-08,17704180000
2014-05-09,17393420000
2014-05-12,17480250000
2014-05-13,17334010000
2014-05-14,17224330000
2014-05-15,17306590000
2014-05-16,17553370000
2014-05-19,17539660000
2014-05-20,17553370000
2014-05-21,17690470000
2014-05-22,18056070000
2014-05-23,18618180000
2014-05-27,18691300000
2014-05-28,18819260000
2014-05-29,18503930000
2014-05-30,18321130000
2014-06-02,18490220000
2014-06-03,18531350000
2014-06-04,18718720000
2014-06-05,19111740000
2014-06-06,19207710000
2014-06-09,19130020000
2014-06-10,19130020000
2014-06-11,18732430000
2014-06-12,18691300000
2014-06-13,18503930000
2014-06-16,18330270000
2014-06-17,18366830000
2014-06-18,18311990000
2014-06-19,18010370000
2014-06-20,17567080000
2014-06-23,17727030000
2014-06-24,17699610000
2014-06-25,17749880000
2014-06-26,17352290000
2014-06-27,17631060000
2014-06-30,17376300000
2014-07-01,17587330000
2014-07-02,17762440000
2014-07-03,17910610000
2014-07-07,17789380000
2014-07-08,17739990000
2014-07-09,18409000000
2014-07-10,18229400000
2014-07-11,18382060000
2014-07-14,18296750000
2014-07-15,18373080000
2014-07-16,19531500000
2014-07-17,19881720000
2014-07-18,19904170000
2014-07-21,19702120000
2014-07-22,19580890000
2014-07-23,19374350000
2014-07-24,19387820000
2014-07-25,19387820000
2014-07-28,19446190000
2014-07-29,19396800000
2014-07-30,19580890000
2014-07-31,19931110000
2014-08-01,19491090000
2014-08-04,19733550000
2014-08-05,19706610000
2014-08-06,19419250000
2014-08-07,18400020000
2014-08-08,18983720000
2014-08-11,19082500000
2014-08-12,19001680000
2014-08-13,19176790000
2014-08-14,19203730000
2014-08-15,19527010000
2014-08-18,19931110000
2014-08-19,19949070000
2014-08-20,20128670000
2014-08-21,20097240000
2014-08-22,19890700000
2014-08-25,19715590000
2014-08-26,19796410000
2014-08-27,19657220000
2014-08-28,19648240000
2014-08-29,19630280000
2014-09-02,19760490000
2014-09-03,19513540000
2014-09-04,19531500000
2014-09-05,19504560000
2014-09-08,19055560000
2014-09-09,18368590000
2014-09-10,18395530000
2014-09-11,18126130000
2014-09-12,17807340000
2014-09-15,17668150000
2014-09-16,17717540000
2014-09-17,17937550000
2014-09-18,17946530000
2014-09-19,18184500000
2014-09-22,17668150000
2014-09-23,17160780000
2014-09-24,17106900000
2014-09-25,17102410000
2014-09-26,17511000000
2014-09-29,16931790000
2014-09-30,16707599999
2014-10-01,16049020000
2014-10-02,16031340000
2014-10-03,16354000000
2014-10-06,16287700000
2014-10-07,16000400000
