,DLR
2014-03-28,6876675732
2014-03-31,7102243175
2014-04-01,7083510808
2014-04-02,6987172920
2014-04-03,7107595280
2014-04-04,7115623437
2014-04-07,7135693831
2014-04-08,7171820539
2014-04-09,7249426059
2014-04-10,7075482651
2014-04-11,6914919504
2014-04-14,6972454632
2014-04-15,7134355805
2014-04-16,7202595142
2014-04-17,7154426198
2014-04-21,7169144486
2014-04-22,7149074093
2014-04-23,7058088310
2014-04-24,7072806598
2014-04-25,7040693969
2014-04-28,7056750284
2014-04-29,7126327647
2014-04-30,7145060014
2014-05-01,7163792381
2014-05-02,7225341588
2014-05-05,7249426059
2014-05-06,7292242899
2014-05-07,7464848281
2014-05-08,7523721435
2014-05-09,7743157735
2014-05-12,7824777334
2014-05-13,7839495622
2014-05-14,7867594173
2014-05-15,7792664705
2014-05-16,7938509563
2014-05-19,7891678645
2014-05-20,7870270226
2014-05-21,7727101420
2014-05-22,7688298660
2014-05-23,7674918397
2014-05-27,7704354974
2014-05-28,7712383132
2014-05-29,7680270502
2014-05-30,7693650765
2014-06-02,7773932338
2014-06-03,7769918259
2014-06-04,7811397072
2014-06-05,7934495484
2014-06-06,7848861806
2014-06-09,7763228128
2014-06-10,7799354836
2014-06-11,7586608667
2014-06-12,7583932614
2014-06-13,7581256562
2014-06-16,7708369053
2014-06-17,7743157735
2014-06-18,7721749315
2014-06-19,7771256285
2014-06-20,7745833787
2014-06-23,7689636686
2014-06-24,7723087341
2014-06-25,7707031027
2014-06-26,7719073263
2014-06-27,7814073124
2014-06-30,7901929481
2014-07-01,7977805347
2014-07-02,7949351898
2014-07-03,7881605589
2014-07-07,7943932193
2014-07-08,8021162985
2014-07-09,8032002395
2014-07-10,8102458556
2014-07-11,8082134663
2014-07-14,8125492301
2014-07-15,8182399201
2014-07-16,8204078019
2014-07-17,8185109053
2014-07-18,8296213000
2014-07-21,8296213000
2014-07-22,8439835175
2014-07-23,8559068679
2014-07-24,8599716464
2014-07-25,8525195524
2014-07-28,8602426316
2014-07-29,8659333216
2014-07-30,8777211794
2014-07-31,8724369673
2014-08-01,8683721887
2014-08-04,8718949968
2014-08-05,8740628787
2014-08-06,8676947256
2014-08-07,8671527552
2014-08-08,8754178048
2014-08-11,8804310317
2014-08-12,8782631498
2014-08-13,8927608600
2014-08-14,8911349485
2014-08-15,8874766479
2014-08-18,9008904170
2014-08-19,8993999982
2014-08-20,9069875848
2014-08-21,9148461567
2014-08-22,8927608600
2014-08-25,8897800224
2014-08-26,8888315740
2014-08-27,8888315740
2014-08-28,8870701700
2014-08-29,8840893324
2014-09-02,8878831257
2014-09-03,8916769190
2014-09-04,8935738157
2014-09-05,9042777325
2014-09-08,9151171419
2014-09-09,9128137674
2014-09-10,9015678801
2014-09-11,8942512788
2014-09-12,8723014746
2014-09-15,8621395283
2014-09-16,8662043068
2014-09-17,8599716464
2014-09-18,8517065967
2014-09-19,8530615229
2014-09-22,8484547739
2014-09-23,8357184678
2014-09-24,8366669161
2014-09-25,8368024087
2014-09-26,8449319658
2014-09-29,8477773108
2014-09-30,8443537471
2014-10-01,8512569278
2014-10-02,8504447889
2014-10-03,8509862149
2014-10-06,8492265806
2014-10-07,8446244601
2014-10-08,8561297613
2014-10-09,8603258123
2014-10-10,8507155019
2014-10-13,8570772566
2014-10-14,8716957569
2014-10-15,8615440206
2014-10-16,8530165621
2014-10-17,8715604004
2014-10-20,8837424840
2014-10-21,8980902713
2014-10-22,8961952805
2014-10-23,8974134889
2014-10-24,8974134889
2014-10-27,9123027021
2014-10-28,9140623364
2014-10-29,9071591557
2014-10-30,9136562670
2014-10-31,9338243831
2014-11-03,9159573272
2014-11-04,9170401791
2014-11-05,9238080033
2014-11-06,9151451883
2014-11-07,9173108920
2014-11-10,9286808367
2014-11-11,9265151329
2014-11-12,9258383505
2014-11-13,9347718785
2014-11-14,9316586793
2014-11-17,9395093554
2014-11-18,9340950960
2014-11-19,9278686978
2014-11-20,9246201422
2014-11-21,9392386424
2014-11-24,9335536701
2014-11-25,9286808367
2014-11-26,9460064666
2014-11-28,9511500130
2014-12-01,9389679295
2014-12-02,9351779479
2014-12-03,9304404710
2014-12-04,9275979848
2014-12-05,9292222626
2014-12-08,9323354617
2014-12-09,9376143646
2014-12-10,9293576191
2014-12-11,9064823733
2014-12-12,9007974010
2014-12-15,8788696506
2014-12-16,8727786088
2014-12-17,8886153174
2014-12-18,8993084796
2014-12-19,8921345860
2014-12-22,8972781324
2014-12-23,8979549148
2014-12-24,8951124286
2014-12-26,9051288085
2014-12-29,9095955724
2014-12-30,9078359381
2014-12-31,8997210007
2015-01-02,9012137505
2015-01-05,9185839297
2015-01-06,9157341347
2015-01-07,9230621790
2015-01-08,9351398817
2015-01-09,9252334514
2015-01-12,9339185410
2015-01-13,9470818799
2015-01-14,9637735365
2015-01-15,9706944673
2015-01-16,9784296252
2015-01-20,9876575329
2015-01-21,9850791469
2015-01-22,9975639632
2015-01-23,9994638266
2015-01-26,10048920076
2015-01-27,10044848940
2015-01-28,10095059614
2015-01-29,10055705302
2015-01-30,9898288053
2015-02-02,9938999411
2015-02-03,9955283954
2015-02-04,9975639632
2015-02-05,10066561664
2015-02-06,9461319483
2015-02-09,9225193609
2015-02-10,9383967903
2015-02-11,9435535623
2015-02-12,9597024008
2015-02-13,9316115641
2015-02-17,9132914532
2015-02-18,9170911799
2015-02-19,8993138871
2015-02-20,9149199075
2015-02-23,9218408383
2015-02-24,9058277043
2015-02-25,8979568419
2015-02-26,8880504116
2015-02-27,9008066369
2015-03-02,9084060903
2015-03-03,9054205908
2015-03-04,8902216840
2015-03-05,8938857061
2015-03-06,8819437079
2015-03-09,8751584817
2015-03-10,8766512315
2015-03-11,8754298907
2015-03-12,8814008898
2015-03-13,8748870726
2015-03-16,8814008898
2015-03-17,8818080034
2015-03-18,8961926831
2015-03-19,9031136138
2015-03-20,9265904967
2015-03-23,9162769528
2015-03-24,9062348179
2015-03-25,9039278410
2015-03-26,9047420681
2015-03-27,8919858428
2015-03-30,9059634089
2015-03-31,8958031557
2015-04-01,8852099710
2015-04-02,8941734350
2015-04-06,9016429883
2015-04-07,8967538261
2015-04-08,9013713682
2015-04-09,8875187421
2015-04-10,8857532113
2015-04-13,8835802503
2015-04-14,8884694125
2015-04-15,8842593006
2015-04-16,8883336024
2015-04-17,8869755018
2015-04-20,8936301948
2015-04-21,9034085191
2015-04-22,9002848877
2015-04-23,8944450551
2015-04-24,9061247203
2015-04-27,9051740499
2015-04-28,8834444403
2015-04-29,8671472331
2015-04-30,8611715904
2015-05-01,8708141047
2015-05-04,8735303059
2015-05-05,8568256685
2015-05-06,8671472331
2015-05-07,8805924290
2015-05-08,8933585746
2015-05-11,8784194680
2015-05-12,8762465071
2015-05-13,8790985183
2015-05-14,8947166752
2015-05-15,9058531002
2015-05-18,9000132676
2015-05-19,8949882954
2015-05-20,8974328764
2015-05-21,8959389658
2015-05-22,9004206978
2015-05-26,9016429883
2015-05-27,9061247203
2015-05-28,9031368990
2015-05-29,8968896362
2015-06-01,9053098599
2015-06-02,9015071782
2015-06-03,8839876805
2015-06-04,8786910882
2015-06-05,8739377361
2015-06-08,8713573449
2015-06-09,8671472331
2015-06-10,8827653900
2015-06-11,8854815912
2015-06-12,9040875694
2015-06-15,8958031557
2015-06-16,9099274020
2015-06-17,9190266760
2015-06-18,9342374027
2015-06-19,9225577375
2015-06-22,9175327653
2015-06-23,9074828209
2015-06-24,9023220386
2015-06-25,8991984072
2015-06-26,9034085191
2015-06-29,8948524853
2015-06-30,9057311300
2015-07-01,9299093155
2015-07-02,9360217781
2015-07-06,9349351181
2015-07-07,9376517682
2015-07-08,9343917881
2015-07-09,9227101928
2015-07-10,9390100932
2015-07-13,9293659855
2015-07-14,9362934431
2015-07-15,9174127252
2015-07-16,9240685179
2015-07-17,9199935428
2015-07-20,9206727053
2015-07-21,9032861449
2015-07-22,9005694948
2015-07-23,8869862445
2015-07-24,8856279195
2015-07-27,8830471020
2015-07-28,8748971518
2015-07-29,8799229544
2015-07-30,8780212993
2015-07-31,8729954967
2015-08-03,8781571318
2015-08-04,8873937420
2015-08-05,8830471020
2015-08-06,8856279195
2015-08-07,8865787470
2015-08-10,8796512894
2015-08-11,8865787470
2015-08-12,8909253871
2015-08-13,8977170123
2015-08-14,9073611200
2015-08-17,9113002626
2015-08-18,9123869226
2015-08-19,9088552775
2015-08-20,9055952975
2015-08-21,8958153572
2015-08-24,8541147788
2015-08-25,8394448685
2015-08-26,8595480789
2015-08-27,8787004619
2015-08-28,8830471020
2015-08-31,8600914089
2015-09-01,8356415584
2015-09-02,8496323062
2015-09-03,8584614189
2015-09-04,8441990061
2015-09-08,8600914089
2015-09-09,8379507110
2015-09-10,8387657060
2015-09-11,8382223760
2015-09-14,8475948187
2015-09-15,8557447689
2015-09-16,8683771916
2015-09-17,8755763143
2015-09-18,8791079594
2015-09-21,8825037719
2015-09-22,8685130241
2015-09-23,8713655067
2015-09-24,8681055266
2015-09-25,8690563541
2015-09-28,8537072813
2015-09-29,8629438915
2015-09-30,9335225632
2015-10-01,9253763926
2015-10-02,9393820894
2015-10-05,9396679199
2015-10-06,9622485331
2015-10-07,9812562644
2015-10-08,9872587058
2015-10-09,9899740960
2015-10-12,9996923346
2015-10-13,10071239288
2015-10-14,10039797928
2015-10-15,10178425743
2015-10-16,10171279979
2015-10-19,10228446088
2015-10-20,10325628474
2015-10-21,10229875241
2015-10-22,10422810859
2015-10-23,10488551885
2015-10-26,10499985107
2015-10-27,10417094248
2015-10-28,10365644750
2015-10-29,10268462365
2015-10-30,10570013591
2015-11-02,10707212253
2015-11-03,10567155285
2015-11-04,10525709856
2015-11-05,10560009521
2015-11-06,10315624405
2015-11-09,10271320670
2015-11-10,10372790514
2015-11-11,10444248150
2015-11-12,10297045419
2015-11-13,10178425743
2015-11-16,10225587783
2015-11-17,10238450157
2015-11-18,10252741685
2015-11-19,10192717270
2015-11-20,10381365430
2015-11-23,10348494917
2015-11-24,10264174906
2015-11-25,10252741685
2015-11-27,10314195252
2015-11-30,10305620336
2015-12-01,10404231874
2015-12-02,10302762030
2015-12-03,10219871172
2015-12-04,10422810859
2015-12-07,10312766099
2015-12-08,10307049488
2015-12-09,10215583714
2015-12-10,10058376913
2015-12-11,9998352499
2015-12-14,10101251495
2015-12-15,10086959968
2015-12-16,10369932208
2015-12-17,10557151216
2015-12-18,10690062420
2015-12-21,10745799376
2015-12-22,10755803445
2015-12-23,10832977693
2015-12-24,10798678027
2015-12-28,10875852275
2015-12-29,11005905173
2015-12-30,10994471951
2015-12-31,11083287949
2016-01-04,11168295976
2016-01-05,11181486877
2016-01-06,11285548428
2016-01-07,11253304003
2016-01-08,11291411050
2016-01-11,11520053330
2016-01-12,11443839237
2016-01-13,11377884733
2016-01-14,11484877595
2016-01-15,11185883844
2016-01-19,11007073856
2016-01-20,10646522568
2016-01-21,10626003390
2016-01-22,10957241564
2016-01-25,11097944506
2016-01-26,11509793740
2016-01-27,11291411050
2016-01-28,11647565371
2016-01-29,11736970365
2016-02-01,11669550205
2016-02-02,11666618894
2016-02-03,11846894538
2016-02-04,11923108631
2016-02-05,11983200512
2016-02-08,11503931118
2016-02-09,11307533262
2016-02-10,11421854402
2016-02-11,11297273673
2016-02-12,11613855291
2016-02-16,11783871345
2016-02-17,11691535040
2016-02-18,11710588563
2016-02-19,11933368220
2016-02-22,11955353055
2016-02-23,11871810684
2016-02-24,11798527902
2016-02-25,11996391413
2016-02-26,11571351277
2016-02-29,11588939145
2016-03-01,11978803545
2016-03-02,12075536817
2016-03-03,12057948950
2016-03-04,12002254035
2016-03-07,12087262063
2016-03-08,12302713442
2016-03-09,12553340556
2016-03-10,12491783019
2016-03-11,12543080967
2016-03-14,12471263840
2016-03-15,12692577842
2016-03-16,12761463657
2016-03-17,12957861513
2016-03-18,12962258480
2016-03-21,12673524319
2016-03-22,12770257591
2016-03-23,12768791935
2016-03-24,12628088994
2016-03-28,12742410134
2016-03-29,12962258480
2016-03-30,12946136268
2016-03-31,12992479475
2016-04-01,13134899015
2016-04-04,13130494287
2016-04-05,13043867969
2016-04-06,13211247634
2016-04-07,13224461818
2016-04-08,13293469224
2016-04-11,13274382069
2016-04-12,13419738095
2016-04-13,13090851734
2016-04-14,12866210604
2016-04-15,12916130855
2016-04-18,12971924077
2016-04-19,13024780814
2016-04-20,12782520772
2016-04-21,12571093826
2016-04-22,12651847173
2016-04-25,12833909265
2016-04-26,12841250479
2016-04-27,12864742362
2016-04-28,12924940312
2016-04-29,12917599098
2016-05-02,13139303743
2016-05-03,13115811860
2016-05-04,13425611065
2016-05-05,13427079308
2016-05-06,13534261024
2016-05-09,13678148806
2016-05-10,13747156212
2016-05-11,13656125166
2016-05-12,13899853451
2016-05-13,13860210899
2016-05-16,14283064791
2016-05-17,14008503409
2016-05-18,13736878514
2016-05-19,13609141400
2016-05-20,13764775125
2016-05-23,13833782530
2016-05-24,13826441317
2016-05-25,13960051401
2016-05-26,13918940606
2016-05-27,13898385208
2016-05-31,14014376380
2016-06-01,14034931778
2016-06-02,14261041150
2016-06-03,14453380941
2016-06-06,14633974791
2016-06-07,14984884792
2016-06-08,15064169896
2016-06-09,15099407721
2016-06-10,15023059101
2016-06-13,14717664624
2016-06-14,14735283536
2016-06-15,14732347051
2016-06-16,14927623327
2016-06-17,14992226005
2016-06-20,15034805043
2016-06-21,15271192114
2016-06-22,15338731277
2016-06-23,15390119771
2016-06-24,15209525922
2016-06-27,15287342784
2016-06-28,15657339939
2016-06-29,15886385797
2016-06-30,16064891998
2016-07-01,16066365977
2016-07-05,16395063189
2016-07-06,16523299321
2016-07-07,16072261891
2016-07-08,16249139314
2016-07-11,16191654152
2016-07-12,16159226624
2016-07-13,16187232216
2016-07-14,15777466185
2016-07-15,15706715215
2016-07-18,15610906611
2016-07-19,15624172418
2016-07-20,15459086822
2016-07-21,15043424877
2016-07-22,15572583169
2016-07-25,15470878650
2016-07-26,15500358221
2016-07-27,15534259727
2016-07-28,15873274789
2016-07-29,15397179724
2016-08-01,15724402958
2016-08-02,15420763380
2016-08-03,15044898855
2016-08-04,15192296708
2016-08-05,14879813260
2016-08-08,14789900570
2016-08-09,15019841220
2016-08-10,14977095843
2016-08-11,14981517778
2016-08-12,15217354343
2016-08-15,15005101435
2016-08-16,14838541861
2016-08-17,15002153478
2016-08-18,14919610680
2016-08-19,14890131110
2016-08-22,14977095843
2016-08-23,14688196051
2016-08-24,14574699704
2016-08-25,14558485940
2016-08-26,14660190459
2016-08-29,14840015840
2016-08-30,14595335404
2016-08-31,14605653253
2016-09-01,14658716480
2016-09-02,14754525085
2016-09-06,15019841220
2016-09-07,15003627456
2016-09-08,14807588312
2016-09-09,14189991308
2016-09-12,14164933673
2016-09-13,13712422264
2016-09-14,13567972368
2016-09-15,13659359037
2016-09-16,13649041187
2016-09-19,13814126783
2016-09-20,13864242053
2016-09-21,14075020982
2016-09-22,14458255400
2016-09-23,14437619701
2016-09-26,14391926366
2016-09-27,14274008084
2016-09-28,14630710888
2016-09-29,14444989594
2016-09-30,15437865574
2016-10-03,15037294927
2016-10-04,14652619941
2016-10-05,14438028522
2016-10-06,14463461579
2016-10-07,14563604241
2016-10-10,14703486055
2016-10-11,14547708581
2016-10-12,14833830471
2016-10-13,15034115795
2016-10-14,15054780154
2016-10-17,15091340173
2016-10-18,15350439441
2016-10-19,15339312479
2016-10-20,15261423742
2016-10-21,15208968062
2016-10-24,15256655043
2016-10-25,15402895121
2016-10-26,15347260309
2016-10-27,14627186884
2016-10-28,14720971281
2016-10-31,14851315698
2016-11-01,14271124086
2016-11-02,14021562215
2016-11-03,14099450952
2016-11-04,14438028522
2016-11-07,14832240905
2016-11-08,15081802777
2016-11-09,14501611165
2016-11-10,14024741347
2016-11-11,13977054365
2016-11-14,14301325841
2016-11-15,14403058069
2016-11-16,14169391858
2016-11-17,13915061289
2016-11-18,14137600537
2016-11-21,14194824915
2016-11-22,14622418185
2016-11-23,14258407558
2016-11-25,14457103315
2016-11-28,14549298147
2016-11-29,14862442661
2016-11-30,14676463431
2016-12-01,14089913555
2016-12-02,14163033594
2016-12-05,14280661483
2016-12-06,14263176256
2016-12-07,14663746903
2016-12-08,14975301851
2016-12-09,14943510530
2016-12-12,15334543780
2016-12-13,15367924668
2016-12-14,15026167965
2016-12-15,14994376643
2016-12-16,15035705361
2016-12-19,15355208139
2016-12-20,15220095024
2016-12-21,15151743683
2016-12-22,15290035931
2016-12-23,15315468988
2016-12-27,15326595950
2016-12-28,15263013308
2016-12-29,15642919596
2016-12-30,15619076105
2017-01-03,15827752602
2017-01-04,16329538237
2017-01-05,16764419121
2017-01-06,16573262689
2017-01-09,16375734375
2017-01-10,16305643683
2017-01-11,16280156159
2017-01-12,16327945267
2017-01-13,16294492891
2017-01-17,16461754770
2017-01-18,16667247935
2017-01-19,16686363578
2017-01-20,16853625456
2017-01-23,16893449713
2017-01-24,17100535848
2017-01-25,17106907729
2017-01-26,17135581194
2017-01-27,16953982583
2017-01-30,16952389613
2017-01-31,17145139016
2017-02-01,16949203672
2017-02-02,17024073275
2017-02-03,17164254659
2017-02-06,17027259216
2017-02-07,17067083472
2017-02-08,17164254659
2017-02-09,17167440599
2017-02-10,17076641294
2017-02-13,17083013175
2017-02-14,16773976943
2017-02-15,16635388529
2017-02-16,16429895364
2017-02-17,16590785362
2017-02-21,16681584667
2017-02-22,16519101699
2017-02-23,16858404367
2017-02-24,17176998421
2017-02-27,17141953075
2017-02-28,17204078916
2017-03-01,17210450797
2017-03-02,17102128818
2017-03-03,17256646934
2017-03-06,17156289807
2017-03-07,17121244461
2017-03-08,16627423678
2017-03-09,16563704867
2017-03-10,16550961105
2017-03-13,16433081305
2017-03-14,16312015564
2017-03-15,16648132291
2017-03-16,16472905562
2017-03-17,16390071108
2017-03-20,16523880610
2017-03-21,16480870413
2017-03-22,16667247935
2017-03-23,16710258132
2017-03-24,16525473580
2017-03-27,16375734375
2017-03-28,16487242294
2017-03-29,16785127734
2017-03-30,16796278526
2017-03-31,17111024465
2017-04-03,17078857862
2017-04-04,17028999628
2017-04-05,17189832643
2017-04-06,17406957213
2017-04-07,17482548730
2017-04-10,17579048539
2017-04-11,17598348501
2017-04-12,17678765008
2017-04-13,17628906774
2017-04-17,17891064588
2017-04-18,18013297680
2017-04-19,18177347355
2017-04-20,18219163939
2017-04-21,18154830733
2017-04-24,18005256029
2017-04-25,18027772651
2017-04-26,17887847928
2017-04-27,18220772269
2017-04-28,18470063442
2017-05-01,18376780293
2017-05-02,18137139101
2017-05-03,17934489502
2017-05-04,17992389388
2017-05-05,18304405437
2017-05-08,18260980523
2017-05-09,18334963710
2017-05-10,18404121906
2017-05-11,18281888815
2017-05-12,18508663366
2017-05-15,18650196419
2017-05-16,18531179988
2017-05-17,18529571658
2017-05-18,18441113499
2017-05-19,18470063442
2017-05-22,18637329778
2017-05-23,18687188012
2017-05-24,18844804367
2017-05-25,19100528861
2017-05-26,18947737497
2017-05-30,18978295770
2017-05-31,19008854042
2017-06-01,18946129167
2017-06-02,19262970206
2017-06-05,19132695464
2017-06-06,19111787172
2017-06-07,18981512430
2017-06-08,18777254501
2017-06-09,18225597259
2017-06-12,18447546820
2017-06-13,18553696610
2017-06-14,18889837611
2017-06-15,18938087516
2017-06-16,18754737879
2017-06-19,18745087898
2017-06-20,18920395884
2017-06-21,19151995426
2017-06-22,19367511666
2017-06-23,19386811628
2017-06-26,19324086752
2017-06-27,18759562869
2017-06-28,18553696610
2017-06-29,18162872383
2017-06-30,19223440989
2017-07-03,19284710920
2017-07-05,18891562194
2017-07-06,18612443617
2017-07-07,18746897078
2017-07-10,18731579595
2017-07-11,18653290238
2017-07-12,19061756448
2017-07-13,19146853575
2017-07-14,19134939977
2017-07-17,19182594368
2017-07-18,19233652644
2017-07-19,19121324436
2017-07-20,19080477815
2017-07-21,19140045804
2017-07-24,19274499265
2017-07-25,19136641919
2017-07-26,19286412863
2017-07-27,19427674094
2017-07-28,19262585667
2017-07-31,19630205256
2017-08-01,20013142327
2017-08-02,19934852971
2017-08-03,19699984900
2017-08-04,19606378060
2017-08-07,19497453738
2017-08-08,19363000277
2017-08-09,19471924600
2017-08-10,19206421563
2017-08-11,19031121482
2017-08-14,19546810071
2017-08-15,19594464463
2017-08-16,19825928648
2017-08-17,19655734394
2017-08-18,19548512014
2017-08-21,19817418935
2017-08-22,20019950098
2017-08-23,20106749167
2017-08-24,20072710316
2017-08-25,20106749167
2017-08-28,20009738442
2017-08-29,19975699591
2017-08-30,20093133627
2017-08-31,20140788018
2017-09-01,20033565638
2017-09-05,20283751191
2017-09-06,20370550261
2017-09-07,20666688263
2017-09-08,20530532860
2017-09-11,21451283774
2017-09-12,21236839014
2017-09-13,20685409631
2017-09-14,20581591136
2017-09-15,20013142327
2017-09-18,19929747143
2017-09-19,19956978224
2017-09-20,19563829497
2017-09-21,19781678142
2017-09-22,19488944025
2017-09-25,19439587691
2017-09-26,19281307035
2017-09-27,19614887773
2017-09-28,19769764544
2017-09-29,20139086075
2017-10-02,24337451698
2017-10-03,23934772268
2017-10-04,24047769047
2017-10-05,24327179264
2017-10-06,24288144013
2017-10-09,24440176043
2017-10-10,24604534994
2017-10-11,24781220867
2017-10-12,25218826574
2017-10-13,25019541346
2017-10-16,25011323398
2017-10-17,25212663114
2017-10-18,25444820132
2017-10-19,25450983593
2017-10-20,25350313735
2017-10-23,24699041391
2017-10-24,24898326619
2017-10-25,25266079773
2017-10-26,23793012673
2017-10-27,23945044702
2017-10-30,24158711339
2017-10-31,24333342725
2017-11-01,24025169691
2017-11-02,24401140792
2017-11-03,24460720912
2017-11-06,25029813780
2017-11-07,25066794544
2017-11-08,25372913091
2017-11-09,25114047743
2017-11-10,24828474065
2017-11-13,25208554140
2017-11-14,25212663114
2017-11-15,24684659983
2017-11-16,24709313826
2017-11-17,24265544657
2017-11-20,24121730575
2017-11-21,24300470934
2017-11-22,24080640837
2017-11-24,24148438905
2017-11-27,24255272223
2017-11-28,24351833107
2017-11-29,24035442126
2017-11-30,23975862006
2017-12-01,24409358740
2017-12-04,22720570516
2017-12-05,23219810830
2017-12-06,23141740328
2017-12-07,23449913362
2017-12-08,23587563984
2017-12-11,23616326800
2017-12-12,23606054366
2017-12-13,23690288328
2017-12-14,23682070381
2017-12-15,23515656942
2017-12-18,23441695414
2017-12-19,22965054456
2017-12-20,22685644239
2017-12-21,22457596194
2017-12-22,22800695505
2017-12-26,22926019205
2017-12-27,23112977512
2017-12-28,23427314006
2017-12-29,23400605677
2018-01-02,23175758730
2018-01-03,23387644328
2018-01-04,23097587344
2018-01-05,23245701549
2018-01-08,23482272847
2018-01-09,23163415879
2018-01-10,22533930510
2018-01-11,22204787833
2018-01-12,21760445219
2018-01-16,22110159314
2018-01-17,22013473652
2018-01-18,22003187944
2018-01-19,22073130762
2018-01-22,22492787675
2018-01-23,22856901762
2018-01-24,22803416077
2018-01-25,22918616013
2018-01-26,22967987415
2018-01-29,22087530755
2018-01-30,21920902274
2018-01-31,23029701667
2018-02-01,22213016400
2018-02-02,22157473573
2018-02-05,21462159669
2018-02-06,21497131078
2018-02-07,21429245401
2018-02-08,20357474560
2018-02-09,21026045622
2018-02-12,21610273873
2018-02-13,21624673865
2018-02-14,21655530991
2018-02-15,21692559542
2018-02-16,21023988480
2018-02-20,20485017347
2018-02-21,20149703245
2018-02-22,20742160063
2018-02-23,21023988480
2018-02-26,20896445693
2018-02-27,20633131551
2018-02-28,20703074370
2018-03-01,20345131709
2018-03-02,20205246072
2018-03-05,20645474402
2018-03-06,20814160024
2018-03-07,21200902669
2018-03-08,21336674023
2018-03-09,21217359803
2018-03-12,21466273952
2018-03-13,21735759519
2018-03-14,21696673826
2018-03-15,21667873842
2018-03-16,21881816582
2018-03-19,21548559621
2018-03-20,21593816739
2018-03-21,21264674063
2018-03-22,21170045543
2018-03-23,21044559897
2018-03-26,21003417063
2018-03-27,21128902708
2018-03-28,21608216731
2018-03-29,21678159550
2018-04-02,21199051594
2018-04-03,21217587635
2018-04-04,21542998123
2018-04-05,21668631286
2018-04-06,21481211321
2018-04-09,21497687801
2018-04-10,21312327397
2018-04-11,21532700322
2018-04-12,20799496944
2018-04-13,21098133152
2018-04-16,21252600155
2018-04-17,21524462082
2018-04-18,21444139240
2018-04-19,21248481035
2018-04-20,21073418431
2018-04-23,20964261748
2018-04-24,20885998467
2018-04-25,20898355827
2018-04-26,21316446517
2018-04-27,22202057339
2018-04-30,21767490168
2018-05-01,21627440085
2018-05-02,21695405566
2018-05-03,21619201844
2018-05-04,21911659371
2018-05-07,21967267493
2018-05-08,21530640762
2018-05-09,21814860049
2018-05-10,22315333141
2018-05-11,22405953783
2018-05-14,22290618421
2018-05-15,22084662416
2018-05-16,22016696934
2018-05-17,21728358527
2018-05-18,21674809966
2018-05-21,21952850572
2018-05-22,21901361571
2018-05-23,21956969693
2018-05-24,21891063771
2018-05-25,21946671892
2018-05-29,22041411655
2018-05-30,22247367660
2018-05-31,22136151417
2018-06-01,22348286102
2018-06-04,22420370704
2018-06-05,22286499301
2018-06-06,22317392701
2018-06-07,22263844140
2018-06-08,22566599467
2018-06-11,22508931786
2018-06-12,22399775103
2018-06-13,21792204889
2018-06-14,21961088813
2018-06-15,21878706411
2018-06-18,21818979169
2018-06-19,21884885091
2018-06-20,22000220454
2018-06-21,22090841096
2018-06-22,22220593379
2018-06-25,22253546340
2018-06-26,22496574426
2018-06-27,22581016388
2018-06-28,22735483391
2018-06-29,22980571037
2018-07-02,23070840570
2018-07-03,23186266915
2018-07-05,23621176891
2018-07-06,23765459821
2018-07-09,23596442674
2018-07-10,23874702611
2018-07-11,23959211185
2018-07-12,23963333554
2018-07-13,23959211185
2018-07-16,23839662471
2018-07-17,23895314458
2018-07-18,23759276267
2018-07-19,24049903312
2018-07-20,23909742752
2018-07-23,23874702611
2018-07-24,23757215082
2018-07-25,24119983593
2018-07-26,24115861224
2018-07-27,24963008143
2018-07-30,24888805494
2018-07-31,25026904870
2018-08-01,25049577902
2018-08-02,24948579850
2018-08-03,25266002297
2018-08-06,25162943061
2018-08-07,25173248985
2018-08-08,25051639086
2018-08-09,25109352259
2018-08-10,24932090373
2018-08-13,25043394348
2018-08-14,24975375252
2018-08-15,25037210793
2018-08-16,25222717418
2018-08-17,25564874082
2018-08-20,25517466833
2018-08-21,25321654285
2018-08-22,25152637138
2018-08-23,25212411495
2018-08-24,25484487878
2018-08-27,25395856935
2018-08-28,25620526069
2018-08-29,25581363559
2018-08-30,25496854986
2018-08-31,25616403700
2018-09-04,25449447737
2018-09-05,25447386553
2018-09-06,25601975407
2018-09-07,25280430590
2018-09-10,25428835890
2018-09-11,25360816794
2018-09-12,25334021393
2018-09-13,25282491775
2018-09-14,25123780552
2018-09-17,25226839788
2018-09-18,25313409546
2018-09-19,25080495672
2018-09-20,25113474628
2018-09-21,24923845634
2018-09-24,23893253274
2018-09-25,23404752495
2018-09-26,22986331997
2018-09-27,23002821475
2018-09-28,23184205730
2018-10-01,22966213859
2018-10-02,22933198637
2018-10-03,22615427124
2018-10-04,22598919513
2018-10-05,22654632701
2018-10-08,22852724033
2018-10-09,23050815365
2018-10-10,22675267214
2018-10-11,22182102335
2018-10-12,22167658175
2018-10-15,22136706404
2018-10-16,22695901728
2018-10-17,22889866158
2018-10-18,23059069171
2018-10-19,23230335636
2018-10-22,23222081830
2018-10-23,23352079267
2018-10-24,23870005563
2018-10-25,24101112118
2018-10-26,21874648079
2018-10-29,21909726752
2018-10-30,21453703997
2018-10-31,21307198949
2018-11-01,21814807989
2018-11-02,22188292689
2018-11-05,22797010846
2018-11-06,22945579345
2018-11-07,23094147844
2018-11-08,23110655456
2018-11-09,22825899165
