,GHC
2009-04-13,2170199413
2009-04-14,2186730885
2009-04-15,2239781035
2009-04-16,2348309685
2009-04-17,2414061983
2009-04-20,2297968082
2009-04-21,2298528471
2009-04-22,2361665620
2009-04-23,2351485222
2009-04-24,2381372630
2009-04-27,2362973195
2009-04-28,2349990852
2009-04-29,2324960147
2009-04-30,2362132611
2009-05-01,2064752902
2009-05-04,1988446613
2009-05-05,1917277223
2009-05-06,1945296668
2009-05-07,1995451474
2009-05-08,2080817383
2009-05-11,2086421272
2009-05-12,2054759300
2009-05-13,2062604744
2009-05-14,2050743179
2009-05-15,2024218104
2009-05-18,2122939949
2009-05-19,2079136217
2009-05-20,2092865745
2009-05-21,2013290521
2009-05-22,2041776957
2009-05-26,2047194049
2009-05-27,2039068410
2009-05-28,2060269790
2009-05-29,2031503160
2009-06-01,2062137753
2009-06-02,1981908743
2009-06-03,1950526964
2009-06-04,1998533613
2009-06-05,2019641595
2009-06-08,1995544872
2009-06-09,1985644669
2009-06-10,1948565603
2009-06-11,1946324047
2009-06-12,1970700965
2009-06-15,1887763407
2009-06-16,1878236796
2009-06-17,1900091963
2009-06-18,1897009824
2009-06-19,1931847334
2009-06-22,1918678195
2009-06-23,1902800509
2009-06-24,1944642881
2009-06-25,1956597844
2009-06-26,1971634946
2009-06-29,1968138918
2009-06-30,1987472856
2009-07-01,1985698244
2009-07-02,1937036495
2009-07-06,2003350970
2009-07-07,1979907402
2009-07-08,1997746930
2009-07-09,1973649557
2009-07-10,1962721679
2009-07-13,1985231240
2009-07-14,1978039389
2009-07-15,2116272380
2009-07-16,2114404367
2009-07-17,2116272380
2009-07-20,2171565577
2009-07-21,2173246789
2009-07-22,2231809009
2009-07-23,2271877897
2009-07-24,2301766111
2009-07-27,2316056413
2009-07-28,2343703012
2009-07-29,2302046313
2009-07-30,2365091765
2009-07-31,2547970277
2009-08-03,2687324077
2009-08-04,2639689735
2009-08-05,2601582262
2009-08-06,2612883743
2009-08-07,2682187040
2009-08-10,2703108790
2009-08-11,2713569665
2009-08-12,2778576531
2009-08-13,2683961653
2009-08-14,2659677478
2009-08-17,2586077750
2009-08-18,2573842263
2009-08-19,2624932429
2009-08-20,2618114180
2009-08-21,2578325495
2009-08-24,2552733711
2009-08-25,2544981456
2009-08-26,2537883005
2009-08-27,2544981456
2009-08-28,2562447381
2009-08-31,2451207183
2009-09-01,2440466106
2009-09-02,2455410213
2009-09-03,2468766509
2009-09-04,2467645701
2009-09-08,2454849809
2009-09-09,2457371627
2009-09-10,2487726845
2009-09-11,2589159973
2009-09-14,2600274652
2009-09-15,2670325155
2009-09-16,2718986904
2009-09-17,2687324077
2009-09-18,2609988322
2009-09-21,2607373103
2009-09-22,2604944686
2009-09-23,2564315394
2009-09-24,2543860648
2009-09-25,2534333779
2009-09-28,2548065000
2009-09-29,2650639160
2009-09-30,2632488560
2009-10-01,2564540160
2009-10-02,2502455800
2009-10-05,2581387640
2009-10-06,2592184920
2009-10-07,2591533360
2009-10-08,2625693720
2009-10-09,2699226920
2009-10-12,2670558280
2009-10-13,2643658160
2009-10-14,2675770760
2009-10-15,2709558800
2009-10-16,2670279040
2009-10-19,2716912120
2009-10-20,2676980800
2009-10-21,2593860360
2009-10-22,2677539280
2009-10-23,2626903760
2009-10-26,2586227800
2009-10-27,2547227280
2009-10-28,2457684320
2009-10-29,2542200960
2009-10-30,2429574160
2009-11-02,2437951360
2009-11-03,2415239840
2009-11-04,2412075120
2009-11-05,2427805640
2009-11-06,2414495200
2009-11-09,2420917720
2009-11-10,2381358720
2009-11-11,2387502000
2009-11-12,2355854800
2009-11-13,2387408920
2009-11-16,2439906040
2009-11-17,2451820280
2009-11-18,2422779320
2009-11-19,2375587760
2009-11-20,2329978560
2009-11-23,2339007320
2009-11-24,2305870840
2009-11-25,2349432280
2009-11-27,2308197840
2009-11-30,2326069200
2009-12-01,2303823080
2009-12-02,2311176400
2009-12-03,2313317240
2009-12-04,2315644240
2009-12-07,2303171520
2009-12-08,2303916160
2009-12-09,2297400560
2009-12-10,2328954680
2009-12-11,2360694960
2009-12-14,2417287600
2009-12-15,2385919640
2009-12-16,2477324200
2009-12-17,2444187720
2009-12-18,2465968440
2009-12-21,2477324200
2009-12-22,2484770600
2009-12-23,2487283760
2009-12-24,2506644400
2009-12-28,2502641960
2009-12-29,2503200440
2009-12-30,2493985520
2009-12-31,2472297880
2010-01-04,2450550750
2010-01-05,2457707250
2010-01-06,2461102000
2010-01-07,2516977750
2010-01-08,2516977750
2010-01-11,2522574500
2010-01-12,2490737250
2010-01-13,2507619250
2010-01-14,2523583750
2010-01-15,2477158250
2010-01-19,2486883750
2010-01-20,2454771250
2010-01-21,2476974750
2010-01-22,2476974750
2010-01-25,2473580000
2010-01-26,2445779750
2010-01-27,2475782000
2010-01-28,2445045750
2010-01-29,2409355000
2010-02-01,2440274750
2010-02-02,2433393500
2010-02-03,2431742000
2010-02-04,2360268750
2010-02-05,2336597250
2010-02-08,2308705250
2010-02-09,2302558000
2010-02-10,2286043000
2010-02-11,2262555000
2010-02-12,2264848750
2010-02-16,2299346750
2010-02-17,2300631250
2010-02-18,2310540250
2010-02-19,2302374500
2010-02-22,2302374500
2010-02-23,2286777000
2010-02-24,2329991250
2010-02-25,2324211000
2010-02-26,2329991250
2010-03-01,2389261750
2010-03-02,2400455250
2010-03-03,2419906250
2010-03-04,2423576250
2010-03-05,2485874500
2010-03-08,2497526750
2010-03-09,2495508250
2010-03-10,2513950000
2010-03-11,2503215250
2010-03-12,2473304750
2010-03-15,2471469750
2010-03-16,2477158250
2010-03-17,2488076500
2010-03-18,2492297000
2010-03-19,2483489000
2010-03-22,2493398000
2010-03-23,2491012500
2010-03-24,2462386500
2010-03-25,2470185250
2010-03-26,2440366500
2010-03-29,2456147500
2010-03-30,2446146750
2010-03-31,2462386500
2010-04-01,2465414250
2010-04-05,2663240580
2010-04-06,2673370440
2010-04-07,2673644220
2010-04-08,2694360240
2010-04-09,2712886020
2010-04-12,2713433580
2010-04-13,2828694960
2010-04-14,2922236460
2010-04-15,2985114600
2010-04-16,2953812420
2010-04-19,2933370180
2010-04-20,2969509140
2010-04-21,2977905060
2010-04-22,2975258520
2010-04-23,2970786779
2010-04-26,2934921600
2010-04-27,2853517680
2010-04-28,2895040980
2010-04-29,2893033260
2010-04-30,2796480180
2010-05-03,2840102460
2010-05-04,2771839980
2010-05-05,2761527600
2010-05-06,2693538900
2010-05-07,2627557920
2010-05-10,2754135540
2010-05-11,2746652220
2010-05-12,2837912220
2010-05-13,2819660220
2010-05-14,2767276980
2010-05-17,2829972600
2010-05-18,2766455640
2010-05-19,2732689440
2010-05-20,2633763600
2010-05-21,2666982240
2010-05-24,2612591279
2010-05-25,2588133600
2010-05-26,2635862580
2010-05-27,2591601480
2010-05-28,2568056400
2010-06-01,2490667920
2010-06-02,2560755600
2010-06-03,2560846860
2010-06-04,2479260420
2010-06-07,2441022480
2010-06-08,2418116220
2010-06-09,2423135520
2010-06-10,2479260420
2010-06-11,2488021380
2010-06-14,2449874700
2010-06-15,2524434120
2010-06-16,2526441840
2010-06-17,2521331279
2010-06-18,2524799160
2010-06-21,2514851820
2010-06-22,2450604779
2010-06-23,2417568660
2010-06-24,2400776820
2010-06-25,2385080100
2010-06-28,2354234220
2010-06-29,2276845740
2010-06-30,2263339260
2010-07-01,2278214640
2010-07-02,2251110420
2010-07-06,2171742300
2010-07-07,2186768600
2010-07-08,2264375020
2010-07-09,2293013380
2010-07-12,2279754880
2010-07-13,2314050200
2010-07-14,2335882530
2010-07-15,2357449690
2010-07-16,2274539870
2010-07-19,2329164890
2010-07-20,2290096510
2010-07-21,2218323830
2010-07-22,2202943970
2010-07-23,2271888169
2010-07-26,2305653150
2010-07-27,2300526530
2010-07-28,2263933070
2010-07-29,2255094070
2010-07-30,2245636340
2010-08-02,2317232240
2010-08-03,2286737690
2010-08-04,2224776300
2010-08-05,2182172320
2010-08-06,2016352680
2010-08-09,2055332670
2010-08-10,2034649410
2010-08-11,1939983720
2010-08-12,1862907640
2010-08-13,1834357670
2010-08-16,1685774080
2010-08-17,1749768440
2010-08-18,1805719310
2010-08-19,1845759980
2010-08-20,1856808730
2010-08-23,1969505980
2010-08-24,1973837090
2010-08-25,2001149600
2010-08-26,2001326380
2010-08-27,2055155890
2010-08-30,1978610150
2010-08-31,1923808350
2010-09-01,2009369870
2010-09-02,2062227090
2010-09-03,2076988220
2010-09-07,1999912140
2010-09-08,1995669420
2010-09-09,2003359350
2010-09-10,2024219390
2010-09-13,2007425290
2010-09-14,1986565250
2010-09-15,1938657870
2010-09-16,1907456200
2010-09-17,1961285709
2010-09-20,2003359350
2010-09-21,1952358320
2010-09-22,1923808350
2010-09-23,2006718170
2010-09-24,2029434400
2010-09-27,1985416180
2010-09-28,2086180780
2010-09-29,2083087130
2010-09-30,2133115870
2010-10-01,2157246340
2010-10-04,1999652000
2010-10-05,2020480000
2010-10-06,1997848000
2010-10-07,1993912000
2010-10-08,2038274000
2010-10-11,2081406000
2010-10-12,2084030000
2010-10-13,2123554000
2010-10-14,1933478000
2010-10-15,1891248000
2010-10-18,1895430000
2010-10-19,1878292000
2010-10-20,1845164000
2010-10-21,1833438000
2010-10-22,1846148000
2010-10-25,1835980000
2010-10-26,1868698000
2010-10-27,1884278000
2010-10-28,1891248000
2010-10-29,1992436000
2010-11-01,1935200000
2010-11-02,1997766000
2010-11-03,1918882000
2010-11-04,1901990000
2010-11-05,1973740000
2010-11-08,1978086000
2010-11-09,1935036000
2010-11-10,1899858000
2010-11-11,1941104000
2010-11-12,1922326000
2010-11-15,1905352000
2010-11-16,1924212000
2010-11-17,1906746000
2010-11-18,1909616000
2010-11-19,1914044000
2010-11-22,1908468000
2010-11-23,1883376000
2010-11-24,1903466000
2010-11-26,1885836000
2010-11-29,1892724000
2010-11-30,1867960000
2010-12-01,1875504000
2010-12-02,1920440000
2010-12-03,1922900000
2010-12-06,1930608000
2010-12-07,1953076000
2010-12-08,1961932000
2010-12-09,1988664000
2010-12-10,2053854000
2010-12-13,2061644000
2010-12-14,2113550000
2010-12-15,2074354000
2010-12-16,2090098000
2010-12-17,2095756000
2010-12-20,2140610000
2010-12-21,2089852000
2010-12-22,2113058000
2010-12-23,2139954000
2010-12-27,2136837999
2010-12-28,2184562000
2010-12-29,2181856000
2010-12-30,2170704000
2010-12-31,2177510000
2011-01-03,2140316460
2011-01-04,2143132560
2011-01-05,2139029100
2011-01-06,2142408419
2011-01-07,2151500400
2011-01-10,2017454040
2011-01-11,2091074940
2011-01-12,2037810420
2011-01-13,2048109300
2011-01-14,2060097840
2011-01-18,2072247300
2011-01-19,2058247260
2011-01-20,2106201419
2011-01-21,2110385340
2011-01-24,2135006100
2011-01-25,2155603860
2011-01-26,2158983180
2011-01-27,2160592380
2011-01-28,2131868159
2011-01-31,2082385260
2011-02-01,2124385379
2011-02-02,2113281899
2011-02-03,2151902700
2011-02-04,2113925580
2011-02-07,2095983000
2011-02-08,2091074940
2011-02-09,2086730100
2011-02-10,2100006000
2011-02-11,2087534700
2011-02-14,2100488760
2011-02-15,2100569220
2011-02-16,2133879659
2011-02-17,2172259080
2011-02-18,2193339600
2011-02-22,2140879679
2011-02-23,2015281620
2011-02-24,2019867840
2011-02-25,2087051940
2011-02-28,2105396820
2011-03-01,2106281879
2011-03-02,2092362300
2011-03-03,2097994500
2011-03-04,2122212960
2011-03-07,2100247379
2011-03-08,2070477179
2011-03-09,2068546139
2011-03-10,2032821900
2011-03-11,2061787500
2011-03-14,2077879500
2011-03-15,2035477080
2011-03-16,2029683960
2011-03-17,2051890920
2011-03-18,2114006040
2011-03-21,2135408399
2011-03-22,2135891159
2011-03-23,2126477340
2011-03-24,2135810700
2011-03-25,2136615300
2011-03-28,2120201460
2011-03-29,2124465840
2011-03-30,2153994660
2011-03-31,2127201480
2011-04-01,2145144060
2011-04-04,2117291799
2011-04-05,2087297159
2011-04-06,2121217799
2011-04-07,2127577919
2011-04-08,2101038159
2011-04-11,2090673520
2011-04-12,2093657280
2011-04-13,2087454200
2011-04-14,2063034480
2011-04-15,2068844960
2011-04-18,2051884640
2011-04-19,1976898040
2011-04-20,1982237400
2011-04-21,2013959480
2011-04-25,1997234720
2011-04-26,2037829559
2011-04-27,2084784520
2011-04-28,2083214120
2011-04-29,2067981240
2011-05-02,2087140120
2011-05-03,2127028280
2011-05-04,2098132919
2011-05-05,2052120200
2011-05-06,1955776160
2011-05-09,1972343880
2011-05-10,1997077680
2011-05-11,2005793400
2011-05-12,2021890000
2011-05-13,1976034320
2011-05-16,1972657960
2011-05-17,1980745520
2011-05-18,1972579440
2011-05-19,1996842120
2011-05-20,1976741000
2011-05-23,1961115520
2011-05-24,1953499080
2011-05-25,1937795080
2011-05-26,1937952120
2011-05-27,1964099280
2011-05-31,1947924160
2011-06-01,1925938560
2011-06-02,2022989280
2011-06-03,1968260840
2011-06-06,1986398960
2011-06-07,2011446840
2011-06-08,1994015400
2011-06-09,2014980240
2011-06-10,1974228360
2011-06-13,1972029800
2011-06-14,2000689600
2011-06-15,1971401640
2011-06-16,1984750040
2011-06-17,1987733800
2011-06-20,1973364640
2011-06-21,1971794240
2011-06-22,1952007200
2011-06-23,1954441320
2011-06-24,1924839280
2011-06-27,1964099280
2011-06-28,1978939560
2011-06-29,1980431440
2011-06-30,1987576760
2011-07-01,2003045200
2011-07-05,1977807000
2011-07-06,1967352320
2011-07-07,1992630800
2011-07-08,1958067940
2011-07-11,1913206440
2011-07-12,1921554580
2011-07-13,1960252500
2011-07-14,1968912720
2011-07-15,1946911080
2011-07-18,1945584740
2011-07-19,1971409360
2011-07-20,1976090560
2011-07-21,2015022539
2011-07-22,1996531800
2011-07-25,2010575400
2011-07-26,2011901740
2011-07-27,1979055320
2011-07-28,1932087280
2011-07-29,1896432140
2011-08-01,1881608340
2011-08-02,1884417060
2011-08-03,1850712420
2011-08-04,1735788960
2011-08-05,1804758640
2011-08-08,1654180040
2011-08-09,1685232000
2011-08-10,1649888940
2011-08-11,1721511300
2011-08-12,1683125460
2011-08-15,1702240360
2011-08-16,1736101040
2011-08-17,1692877960
2011-08-18,1573195280
2011-08-19,1595743060
2011-08-22,1580919260
2011-08-23,1596367220
2011-08-24,1626795020
2011-08-25,1590983840
2011-08-26,1587004820
2011-08-29,1666429180
2011-08-30,1669315920
2011-08-31,1677039900
2011-09-01,1580841240
2011-09-02,1512651760
2011-09-06,1490260020
2011-09-07,1536994000
2011-09-08,1540192820
2011-09-09,1555640780
2011-09-12,1552441960
2011-09-13,1609786660
2011-09-14,1617120540
2011-09-15,1618290840
2011-09-16,1618056780
2011-09-19,1593012360
2011-09-20,1576394100
2011-09-21,1501416880
2011-09-22,1475514240
2011-09-23,1536369840
2011-09-26,1526461300
2011-09-27,1512183640
2011-09-28,1485578820
2011-09-29,1526617340
2011-09-30,1541363120
2011-10-03,1441490280
2011-10-04,1470233400
2011-10-05,1477989480
2011-10-06,1511523120
2011-10-07,1517682360
2011-10-10,1580491400
2011-10-11,1559124160
2011-10-12,1587639160
2011-10-13,1598132680
2011-10-14,1600946160
2011-10-17,1562241800
2011-10-18,1592125520
2011-10-19,1558059600
2011-10-20,1549162920
2011-10-21,1590300560
2011-10-24,1607257480
2011-10-25,1586042320
2011-10-26,1609006400
2011-10-27,1636228720
2011-10-28,1659040720
2011-10-31,1562850120
2011-11-01,1537072560
2011-11-02,1515173040
2011-11-03,1542319320
2011-11-04,1514336600
2011-11-07,1560264760
2011-11-08,1580947640
2011-11-09,1535323640
2011-11-10,1539733960
2011-11-11,1575016520
2011-11-14,1565131320
2011-11-15,1586954800
2011-11-16,1629841360
2011-11-17,1606040840
2011-11-18,1600337840
2011-11-21,1585738160
2011-11-22,1576765440
2011-11-23,1544600520
2011-11-25,1579350800
2011-11-28,1580643480
2011-11-29,1598817040
2011-11-30,1648927400
2011-12-01,1648395120
2011-12-02,1684818280
2011-12-05,1609614720
2011-12-06,1595775440
2011-12-07,1590604720
2011-12-08,1540418320
2011-12-09,1585053800
2011-12-12,1631666320
2011-12-13,1621020720
2011-12-14,1617446840
2011-12-15,1625735200
2011-12-16,1625431040
2011-12-19,1610451160
2011-12-20,1659725080
2011-12-21,1678811120
2011-12-22,1719644600
2011-12-23,1750288720
2011-12-27,1747247120
2011-12-28,1710367720
2011-12-29,1743597200
2011-12-30,1731202680
2012-01-03,1725514960
2012-01-04,1700869040
2012-01-05,1684263100
2012-01-06,1710111260
2012-01-09,1706053700
2012-01-10,1762108140
2012-01-11,1767292800
2012-01-12,1761507020
2012-01-13,1756998620
2012-01-17,1762634120
2012-01-18,1759252820
2012-01-19,1791262460
2012-01-20,1790511060
2012-01-23,1802758880
2012-01-24,1781193700
2012-01-25,1803209720
2012-01-26,1790961900
2012-01-27,1801932340
2012-01-30,1768119340
2012-01-31,1719353480
2012-02-01,1760379920
2012-02-02,1736109700
2012-02-03,1747230420
2012-02-06,1743323140
2012-02-07,1740167260
2012-02-08,1760680480
2012-02-09,1763084960
2012-02-10,1766165700
2012-02-13,1762709260
2012-02-14,1742196040
2012-02-15,1745351920
2012-02-16,1768344760
2012-02-17,1795094600
2012-02-21,1764512620
2012-02-22,1747906680
2012-02-23,1765188880
2012-02-24,1804937940
2012-02-27,1806891580
2012-02-28,1775708480
2012-02-29,1788332000
2012-03-01,1809220920
2012-03-02,1786152940
2012-03-05,1772778020
2012-03-06,1768044200
2012-03-07,1772252040
2012-03-08,1774957080
2012-03-09,1755044980
2012-03-12,1771726060
2012-03-13,1814405580
2012-03-14,1794493480
2012-03-15,1815532680
2012-03-16,1815983520
2012-03-19,1797799640
2012-03-20,1784424720
2012-03-21,1761206460
2012-03-22,1751513400
2012-03-23,1748958640
2012-03-26,1786528640
2012-03-27,1766315980
2012-03-28,1738589320
2012-03-29,1678552460
2012-03-30,1695984940
2012-04-02,1679851860
2012-04-03,1674278610
2012-04-04,1673684130
2012-04-05,1688917680
2012-04-09,1680520650
2012-04-10,1677771180
2012-04-11,1702516410
2012-04-12,1722877350
2012-04-13,1739671410
2012-04-16,1671083280
2012-04-17,1703408130
2012-04-18,1674501540
2012-04-19,1706752080
2012-04-20,1716858240
2012-04-23,1677325320
2012-04-24,1677622560
2012-04-25,1698132120
2012-04-26,1706306220
2012-04-27,1723769070
2012-04-30,1697909190
2012-05-01,1693301970
2012-05-02,1692113010
2012-05-03,1688843370
2012-05-04,1605690480
2012-05-07,1564745670
2012-05-08,1548991950
2012-05-09,1521720180
2012-05-10,1513100220
2012-05-11,1509459030
2012-05-14,1481741400
2012-05-15,1502994060
2012-05-16,1535541840
2012-05-17,1499650110
2012-05-18,1495117200
2012-05-21,1471560930
2012-05-22,1492887900
2012-05-23,1504703190
2012-05-24,1523652240
2012-05-25,1546985580
2012-05-29,1574851830
2012-05-30,1566974970
2012-05-31,1566157560
2012-06-01,1569204270
2012-06-04,1578790260
2012-06-05,1577006820
2012-06-06,1613715960
2012-06-07,1619512140
2012-06-08,1634820000
2012-06-11,1632070530
2012-06-12,1650127860
2012-06-13,1638386880
2012-06-14,1661274360
2012-06-15,1680743580
2012-06-18,1682824260
2012-06-19,1692335940
2012-06-20,1685425110
2012-06-21,1644703230
2012-06-22,1657781790
2012-06-25,1629395370
2012-06-26,1632293460
2012-06-27,1640467560
2012-06-28,1660234020
2012-06-29,1678365660
2012-07-02,1674523440
2012-07-03,1670451120
2012-07-05,1647689760
2012-07-06,1619110800
2012-07-09,1584786960
2012-07-10,1599476400
2012-07-11,1599330960
2012-07-12,1550972160
2012-07-13,1562680080
2012-07-16,1566388800
2012-07-17,1584568800
2012-07-18,1598821920
2012-07-19,1611547920
2012-07-20,1588495680
2012-07-23,1562025600
2012-07-24,1510758000
2012-07-25,1512576000
2012-07-26,1487487600
2012-07-27,1513448640
2012-07-30,1496068560
2012-07-31,1487269440
2012-08-01,1478470320
2012-08-02,1453236480
2012-08-03,1451200320
2012-08-06,1514030400
2012-08-07,1512794160
2012-08-08,1549881360
2012-08-09,1530174240
2012-08-10,1532864880
2012-08-13,1525083840
2012-08-14,1520793360
2012-08-15,1523265840
2012-08-16,1529374320
2012-08-17,1533519360
2012-08-20,1563552720
2012-08-21,1559989440
2012-08-22,1558535040
2012-08-23,1538537040
2012-08-24,1545590880
2012-08-27,1534464720
2012-08-28,1550899440
2012-08-29,1537809840
2012-08-30,1559771280
2012-08-31,1548790560
2012-09-04,1559189520
2012-09-05,1531701360
2012-09-06,1552281120
2012-09-07,1530974160
2012-09-10,1538682480
2012-09-11,1536137280
2012-09-12,1540791360
2012-09-13,1555844400
2012-09-14,1580714640
2012-09-17,1594822320
2012-09-18,1591986240
2012-09-19,1595694960
2012-09-20,1589513760
2012-09-21,1622383200
2012-09-24,1624492080
2012-09-25,1583259840
2012-09-26,1585150560
2012-09-27,1575406080
2012-09-28,1595040480
2012-10-01,1520845411
2012-10-02,1527545779
2012-10-03,1508480814
2012-10-04,1526647791
2012-10-05,1527753007
2012-10-08,1506684839
2012-10-09,1501020610
2012-10-10,1494389318
2012-10-11,1496668825
2012-10-12,1500398927
2012-10-15,1500329851
2012-10-16,1509516953
2012-10-17,1473182998
2012-10-18,1465584643
2012-10-19,1442996804
2012-10-22,1428698080
2012-10-23,1408251596
2012-10-24,1398166506
2012-10-25,1385525605
2012-10-26,1385663757
2012-10-31,1391949669
2012-11-01,1416747939
2012-11-02,1487896178
2012-11-05,1454946945
2012-11-06,1441546209
2012-11-07,1411360014
2012-11-08,1416678863
2012-11-09,1415780876
2012-11-12,1410323875
2012-11-13,1410669255
2012-11-14,1398166506
2012-11-15,1419027446
2012-11-16,1430494055
2012-11-19,1464548503
2012-11-20,1435605676
2012-11-21,1456742920
2012-11-23,1471179796
2012-11-26,1436158284
2012-11-27,1447693969
2012-11-28,1473459302
2012-11-29,1487619874
2012-11-30,1531966640
2012-12-03,1516839005
2012-12-04,1522434158
2012-12-05,1520430955
2012-12-06,1532933704
2012-12-07,1553103884
2012-12-10,1556488606
2012-12-11,1571961621
2012-12-12,1562290987
2012-12-13,1544054933
2012-12-14,1523470297
2012-12-17,1538459781
2012-12-18,1554554479
2012-12-19,1533140932
2012-12-20,1537907173
2012-12-21,1508826194
2012-12-24,1505648700
2012-12-26,1502471205
2012-12-27,1509171574
2012-12-28,1510414941
2012-12-31,1594709820
2013-01-02,1615668120
2013-01-03,1630483470
2013-01-04,1640890350
2013-01-07,1625352300
2013-01-08,1621738800
2013-01-09,1618486650
2013-01-10,1626219540
2013-01-11,1641179430
2013-01-14,1638866790
2013-01-15,1645226550
2013-01-16,1658307420
2013-01-17,1664594910
2013-01-18,1660041900
2013-01-22,1668063870
2013-01-23,1673556390
2013-01-24,1693936530
2013-01-25,1690323030
2013-01-28,1686637260
2013-01-29,1679988420
2013-01-30,1677748050
2013-01-31,1684107810
2013-02-01,1696176900
2013-02-04,1672472340
2013-02-05,1676085840
2013-02-06,1699429050
2013-02-07,1691551620
2013-02-08,1740839760
2013-02-11,1742501970
2013-02-12,1753631550
2013-02-13,1750451670
2013-02-14,1786225320
2013-02-15,1809568530
2013-02-19,1828936890
2013-02-20,1820192220
2013-02-21,1800751590
2013-02-22,1777769730
2013-02-25,1724289930
2013-02-26,1707234210
2013-02-27,1759629960
2013-02-28,1740261600
2013-03-01,1728409320
2013-03-04,1747199520
2013-03-05,1788537960
2013-03-06,1778853780
2013-03-07,1809496260
2013-03-08,1810797120
2013-03-11,1803425580
2013-03-12,1820842650
2013-03-13,1913709600
2013-03-14,1919997090
2013-03-15,1941822630
2013-03-18,1936330110
2013-03-19,1927151820
2013-03-20,1934812440
2013-03-21,1925923230
2013-03-22,1931632559
2013-03-25,1989304020
2013-03-26,1960612830
2013-03-27,1961263260
2013-03-28,1951868160
2013-04-01,1948504660
2013-04-02,1925661020
2013-04-03,1906793329
2013-04-04,1916335609
2013-04-05,1892552200
2013-04-08,1916913930
2013-04-09,1923203160
2013-04-10,1963034950
2013-04-11,1964842200
2013-04-12,1941492530
2013-04-15,1903034250
2013-04-16,1945685349
2013-04-17,1878672520
2013-04-18,1869274820
2013-04-19,1901588450
2013-04-22,1898913720
2013-04-23,1910263250
2013-04-24,1923203160
2013-04-25,1949082980
2013-04-26,1949661300
2013-04-29,1940408180
2013-04-30,1936432230
2013-05-01,1934046660
2013-05-02,1976480890
2013-05-03,1959203579
2013-05-06,1965492810
2013-05-07,1967444640
2013-05-08,1963324109
2013-05-09,1951540839
2013-05-10,1978143560
2013-05-13,1975757990
2013-05-14,1972721810
2013-05-15,1993613619
2013-05-16,1982480960
2013-05-17,2038939450
2013-05-20,2047397380
2013-05-21,2050144400
2013-05-22,2046313030
2013-05-23,2060698740
2013-05-24,2069301250
2013-05-28,2107253500
2013-05-29,2093735270
2013-05-30,2081662839
2013-05-31,2040746700
2013-06-03,2039879220
2013-06-04,2045445550
2013-06-05,2006625820
2013-06-06,1996649800
2013-06-07,2020071760
2013-06-10,2024047710
2013-06-11,2039662349
2013-06-12,2057807140
2013-06-13,2116000589
2013-06-14,2115639140
2013-06-17,2129374240
2013-06-18,2147446740
2013-06-19,2127133250
2013-06-20,2088096650
2013-06-21,2091421990
2013-06-24,2087518329
2013-06-25,2110940290
2013-06-26,2114627079
2013-06-27,2123374170
2013-06-28,2113036700
2013-07-01,2145943869
2013-07-02,2165612190
2013-07-03,2160839730
2013-07-05,2175735590
2013-07-08,2159827390
2013-07-09,2174000150
2013-07-10,2186148230
2013-07-11,2219700070
2013-07-12,2251444160
2013-07-15,2265038440
2013-07-16,2258096680
2013-07-17,2254698110
2013-07-18,2252239570
2013-07-19,2263809170
2013-07-22,2257445890
2013-07-23,2277620380
2013-07-24,2330623610
2013-07-25,2342627070
2013-07-26,2348411870
2013-07-29,2344073270
2013-07-30,2340457770
2013-07-31,2347761080
2013-08-01,2398811940
2013-08-02,2446391920
2013-08-05,2484643910
2013-08-06,2590794990
2013-08-07,2567149620
2013-08-08,2577706880
2013-08-09,2555724640
2013-08-12,2555869260
2013-08-13,2555796950
2013-08-14,2550301390
2013-08-15,2511904780
2013-08-16,2489344060
2013-08-19,2472929690
2013-08-20,2505469190
2013-08-21,2471700420
2013-08-22,2515592590
2013-08-23,2530994620
2013-08-26,2526656020
2013-08-27,2498599740
2013-08-28,2484860840
2013-08-29,2488042480
2013-08-30,2464107870
2013-09-03,2507204630
2013-09-04,2504963020
2013-09-05,2523546690
2013-09-06,2512338640
2013-09-09,2507710800
2013-09-10,2526149850
2013-09-11,2550156770
2013-09-12,2532513130
2013-09-13,2531428480
2013-09-16,2530199210
2013-09-17,2516604930
2013-09-18,2504601470
2013-09-19,2508000040
2013-09-20,2535550150
2013-09-23,2578213050
2013-09-24,2580165420
2013-09-25,2593036600
2013-09-26,2636133360
2013-09-27,2669395960
2013-09-30,2683915080
2013-10-01,2759408820
2013-10-02,2779898940
2013-10-03,2706875640
2013-10-04,2702225400
2013-10-07,2679555480
2013-10-08,2638066620
2013-10-09,2653034580
2013-10-10,2677956960
2013-10-11,2715812820
2013-10-14,2758827540
2013-10-15,2805838560
2013-10-16,2840860680
2013-10-17,2840424720
2013-10-18,2841296640
2013-10-21,2860696860
2013-10-22,2866291680
2013-10-23,2822841000
2013-10-24,2850233820
2013-10-25,2906400000
2013-10-28,2860478880
2013-10-29,2945781720
2013-10-30,2849652540
2013-10-31,2824294200
2013-11-01,2805547920
2013-11-04,2772850920
2013-11-05,2810997420
2013-11-06,2826038040
2013-11-07,2870287980
2013-11-08,2909669700
2013-11-11,2879079840
2013-11-12,2882930820
2013-11-13,2901604440
2013-11-14,2844784320
2013-11-15,2873775660
2013-11-18,2830542960
2013-11-19,2827854540
2013-11-20,2844130380
2013-11-21,2892231300
2013-11-22,2889615540
2013-11-25,2868980100
