,XYL
2016-06-01,8027262000
2016-06-02,8097111000
2016-06-03,8145467999
2016-06-06,8183079000
2016-06-07,8235017999
2016-06-08,8320986000
2016-06-09,8292329999
2016-06-10,8224272000
2016-06-13,8179497000
2016-06-14,8175915000
2016-06-15,8165169000
2016-06-16,8125767000
2016-06-17,8154423000
2016-06-20,8256510000
2016-06-21,8236809000
2016-06-22,8222480999
2016-06-23,8301285000
2016-06-24,7905474000
2016-06-27,7651152000
2016-06-28,7712046000
2016-06-29,7817715000
2016-06-30,8005745000
2016-07-01,8045191000
2016-07-05,8039812000
2016-07-06,8172494000
2016-07-07,8181459000
2016-07-08,8321312999
2016-07-11,8425307000
2016-07-12,8448616000
2016-07-13,8430686000
2016-07-14,8396619000
2016-07-15,8436064999
2016-07-18,8425307000
2016-07-19,8459374000
2016-07-20,8462960000
2016-07-21,8380482000
2016-07-22,8419928000
2016-07-25,8400205000
2016-07-26,8566954000
2016-07-27,8566954000
2016-07-28,8586677000
2016-07-29,8572333000
2016-08-01,8572333000
2016-08-02,8321312999
2016-08-03,8289038999
2016-08-04,8412756000
2016-08-05,8489855000
2016-08-08,8514957000
2016-08-09,8593849000
2016-08-10,8586677000
2016-08-11,8703222000
2016-08-12,8687085000
2016-08-15,9022376000
2016-08-16,9000860000
2016-08-17,9025962000
2016-08-18,9043892000
2016-08-19,9108440000
2016-08-22,9153265000
2016-08-23,9126370000
2016-08-24,9083338000
2016-08-25,9068994000
2016-08-26,9085131000
2016-08-29,9140714000
2016-08-30,9138921000
2016-08-31,9119198000
2016-09-01,9038513000
2016-09-02,9129956000
2016-09-06,9138921000
2016-09-07,9133542000
2016-09-08,9153265000
2016-09-09,8722945000
2016-09-12,8930933000
2016-09-13,8871764000
2016-09-14,8873557000
2016-09-15,9011618000
2016-09-16,8957828000
2016-09-19,9060029000
2016-09-20,9097682000
2016-09-21,9289533000
2016-09-22,9434766000
2016-09-23,9242915000
2016-09-26,9232157000
2016-09-27,9341530000
2016-09-28,9361253000
2016-09-29,9291326000
2016-09-30,9420020000
2016-10-03,9423612000
2016-10-04,9385896000
2016-10-05,9330220000
2016-10-06,9308668000
2016-10-07,9116496000
2016-10-10,9048248000
2016-10-11,8926120000
2016-10-12,8999756000
2016-10-13,8918936000
2016-10-14,8884812000
2016-10-17,8836320000
2016-10-18,8827340000
2016-10-19,8884812000
2016-10-20,8786032000
2016-10-21,8771664000
2016-10-24,8735744000
2016-10-25,8626188000
2016-10-26,8690844000
2016-10-27,8626188000
2016-10-28,8730356000
2016-10-31,8680068000
2016-11-01,8475324000
2016-11-02,8434016000
2016-11-03,8484304000
2016-11-04,8513040000
2016-11-07,8721376000
2016-11-08,8854280000
2016-11-09,9098536000
2016-11-10,9472104000
2016-11-11,9473900000
2016-11-14,9561904000
2016-11-15,9833100000
2016-11-16,9761260000
2016-11-17,9700196000
2016-11-18,9570884000
2016-11-21,9601416000
2016-11-22,9504432000
2016-11-23,9493656000
2016-11-25,9504432000
2016-11-28,9274544000
2016-11-29,9220664000
2016-11-30,9263768000
2016-12-01,9305076000
2016-12-02,9303280000
2016-12-05,9288912000
2016-12-06,9369732000
2016-12-07,9349976000
2016-12-08,9319444000
2016-12-09,9245808000
2016-12-12,9157804000
2016-12-13,9157804000
2016-12-14,9082372000
2016-12-15,9005144000
2016-12-16,8997960000
2016-12-19,9116496000
2016-12-20,9145232000
2016-12-21,9129068000
2016-12-22,9182948000
2016-12-23,9161396000
2016-12-27,9134456000
2016-12-28,8969224000
2016-12-29,8938692000
2016-12-30,8893792000
2017-01-03,8917140000
2017-01-04,9050044000
2017-01-05,8967428000
2017-01-06,8904568000
2017-01-09,8866852000
2017-01-10,8825544000
2017-01-11,8872240000
2017-01-12,8674680000
2017-01-13,8757296000
2017-01-17,8656720000
2017-01-18,8698028000
2017-01-19,8809380000
2017-01-20,8811176000
2017-01-23,8710600000
2017-01-24,8812972000
2017-01-25,9006940000
2017-01-26,8996164000
2017-01-27,8988980000
2017-01-30,8890200000
2017-01-31,8856076000
2017-02-01,8827340000
2017-02-02,8764480000
2017-02-03,8845300000
2017-02-06,8473528000
2017-02-07,8480712000
2017-02-08,8441200000
2017-02-09,8552552000
2017-02-10,8599248000
2017-02-13,8671088000
2017-02-14,8557940000
2017-02-15,8561532000
2017-02-16,8575900000
2017-02-17,8584879999
2017-02-21,8680068000
2017-02-22,8665700000
2017-02-23,8534592000
2017-02-24,8602840000
2017-02-27,8791420000
2017-02-28,8642352000
2017-03-01,8899180000
2017-03-02,8780644000
2017-03-03,8751908000
2017-03-06,8715988000
2017-03-07,8760888000
2017-03-08,8539979999
2017-03-09,8561532000
2017-03-10,8667496000
2017-03-13,8714192000
2017-03-14,8629780000
2017-03-15,8721376000
2017-03-16,8755500000
2017-03-17,8829136000
2017-03-20,8769868000
2017-03-21,8631576000
2017-03-22,8850688000
2017-03-23,8780644000
2017-03-24,8839912000
2017-03-27,8818360000
2017-03-28,8920732000
2017-03-29,8870444000
2017-03-30,8962040000
2017-03-31,9019512000
2017-04-03,8881220000
2017-04-04,9046452000
2017-04-05,9057228000
2017-04-06,9145232000
2017-04-07,9129068000
2017-04-10,9112904000
2017-04-11,9100332000
2017-04-12,8868648000
2017-04-13,8778848000
2017-04-17,8883016000
2017-04-18,8823748000
2017-04-19,8859668000
2017-04-20,9019512000
2017-04-21,9096740000
2017-04-24,9244012000
2017-04-25,9305076000
2017-04-26,9240420000
2017-04-27,9270952000
2017-04-28,9233236000
2017-05-01,9217072000
2017-05-02,9053636000
2017-05-03,8972816000
2017-05-04,9252992000
2017-05-05,9393080000
2017-05-08,9375120000
2017-05-09,9312260000
2017-05-10,9166784000
2017-05-11,9138048000
2017-05-12,9156008000
2017-05-15,9391284000
2017-05-16,9297892000
2017-05-17,9258380000
2017-05-18,9245808000
2017-05-19,9340996000
2017-05-22,9387692000
2017-05-23,9482880000
2017-05-24,9448756000
2017-05-25,9362548000
2017-05-26,9233236000
2017-05-30,9301484000
2017-05-31,9364344000
2017-06-01,9418224000
2017-06-02,9518800000
2017-06-05,9554720000
2017-06-06,9463124000
2017-06-07,9601416000
2017-06-08,9622968000
2017-06-09,9693012000
2017-06-12,9701992000
2017-06-13,9660684000
2017-06-14,9637336000
2017-06-15,9691216000
2017-06-16,9707380000
2017-06-19,9728932000
2017-06-20,9676848000
2017-06-21,9615784000
2017-06-22,9671460000
2017-06-23,9757668000
2017-06-26,9820528000
2017-06-27,9788200000
2017-06-28,9872612000
2017-06-29,9860040000
2017-06-30,9955228000
2017-07-03,9958820000
2017-07-05,9867224000
2017-07-06,9766648000
2017-07-07,9869020000
2017-07-10,9807956000
2017-07-11,9759464000
2017-07-12,9935472000
2017-07-13,10028864000
2017-07-14,10075560000
2017-07-17,10186912000
2017-07-18,10133032000
2017-07-19,10249772000
2017-07-20,10224628000
2017-07-21,10348552000
2017-07-24,10366512000
2017-07-25,10274916000
2017-07-26,10217444000
2017-07-27,10213852000
2017-07-28,10224628000
2017-07-31,10188708000
2017-08-01,10650280000
2017-08-02,10761632000
2017-08-03,10696976000
2017-08-04,10779592000
2017-08-07,10783184000
2017-08-08,10747264000
2017-08-09,10723916000
2017-08-10,10592808000
2017-08-11,10617952000
2017-08-14,10754448000
2017-08-15,10750856000
2017-08-16,10763428000
2017-08-17,10587420000
2017-08-18,10601788000
2017-08-21,10652076000
2017-08-22,10768816000
2017-08-23,10774204000
2017-08-24,10793960000
2017-08-25,10862208000
2017-08-28,10984336000
2017-08-29,10975356000
2017-08-30,11054380000
2017-08-31,11147772000
2017-09-01,11129812000
2017-09-05,11117240000
2017-09-06,11138792000
2017-09-07,11221408000
2017-09-08,11275288000
2017-09-11,11309412000
2017-09-12,11302228000
2017-09-13,11316596000
2017-09-14,11316596000
2017-09-15,11368680000
2017-09-18,11433336000
2017-09-19,11463868000
2017-09-20,11501584000
2017-09-21,11481828000
2017-09-22,11629100000
2017-09-25,11577015999
2017-09-26,11375864000
2017-09-27,11314800000
2017-09-28,11216020000
2017-09-29,11248348000
2017-10-02,11391268000
2017-10-03,11501007000
2017-10-04,11607148000
2017-10-05,11598153000
2017-10-06,11614344000
2017-10-09,11630535000
2017-10-10,11626937000
2017-10-11,11569369000
2017-10-12,11671912000
2017-10-13,11641328999
2017-10-16,11866203999
2017-10-17,11375077000
2017-10-18,11456032000
2017-10-19,11493811000
2017-10-20,11554977000
2017-10-23,11456032000
2017-10-24,11662917000
2017-10-25,11608947000
2017-10-26,11659319000
2017-10-27,11668314000
2017-10-30,11628736000
2017-10-31,11968747000
2017-11-01,11900385000
2017-11-02,12064094000
2017-11-03,11975942999
2017-11-06,11970546000
2017-11-07,11983139000
2017-11-08,11972345000
2017-11-09,11923772000
2017-11-10,11918375000
2017-11-13,11878797000
2017-11-14,11934566000
2017-11-15,11855410000
2017-11-16,11959752000
2017-11-17,11948958000
2017-11-20,12051501000
2017-11-21,12127059000
2017-11-22,12116264999
2017-11-24,12177431000
2017-11-27,12168436000
2017-11-28,12326748000
2017-11-29,12269180000
2017-11-30,12474266000
2017-12-01,12414899000
2017-12-04,12371723000
2017-12-05,12204416000
2017-12-06,12229602000
2017-12-07,12301562000
2017-12-08,12267381000
2017-12-11,12103672000
2017-12-12,12150446000
2017-12-13,12141451000
2017-12-14,11999330000
2017-12-15,12155842999
2017-12-18,12215210000
2017-12-19,12208014000
2017-12-20,12200817999
2017-12-21,12188225000
2017-12-22,12157642000
2017-12-26,12143250000
2017-12-27,12274577000
2017-12-28,12278175000
2017-12-29,12269180000
2018-01-02,12245792999
2018-01-03,12395110000
2018-01-04,12477864000
2018-01-05,12454477000
2018-01-08,12499452000
2018-01-09,12503050000
2018-01-10,12413100000
2018-01-11,12587603000
2018-01-12,12675753999
2018-01-16,12690146000
2018-01-17,12776498000
2018-01-18,12792689000
2018-01-19,12936609000
2018-01-22,13069735000
2018-01-23,13062539000
2018-01-24,13055342999
2018-01-25,13175876000
2018-01-26,13386359000
2018-01-29,13206459000
2018-01-30,13145292999
2018-01-31,12999574000
2018-02-01,13463716000
2018-02-02,13611234000
2018-02-05,13071534000
2018-02-06,12832267000
2018-02-07,12915021000
2018-02-08,12636176000
2018-02-09,12740517999
2018-02-12,12940207000
2018-02-13,13091323000
2018-02-14,13188469000
2018-02-15,13443927000
2018-02-16,13533877000
2018-02-20,13443927000
2018-02-21,13524882000
2018-02-22,13501495000
2018-02-23,13659807000
2018-02-26,13719174000
2018-02-27,13627425000
2018-02-28,13416942000
2018-03-01,13181273000
2018-03-02,13224449000
2018-03-05,13287414000
2018-03-06,13542872000
2018-03-07,13740762000
2018-03-08,13886481000
2018-03-09,14298452000
2018-03-12,14048391000
2018-03-13,14028602000
2018-03-14,13872089000
2018-03-15,13967436000
2018-03-16,14113155000
2018-03-19,14062783000
2018-03-20,14215698000
2018-03-21,14273266000
2018-03-22,13920662000
2018-03-23,13616631000
2018-03-26,14010612000
2018-03-27,13729967999
2018-03-28,13638219000
2018-03-29,13837908000
2018-04-02,13502979999
2018-04-03,13790660000
2018-04-04,13801448000
2018-04-05,13952479999
2018-04-06,13556920000
2018-04-09,13612657999
2018-04-10,13805044000
2018-04-11,13698962000
2018-04-12,13866176000
2018-04-13,13814034000
2018-04-16,13986642000
2018-04-17,14182624000
2018-04-18,14243756000
2018-04-19,14159250000
2018-04-20,14252746000
2018-04-23,14116098000
2018-04-24,13573102000
2018-04-25,13580294000
2018-04-26,13436454000
2018-04-27,13253057999
2018-04-30,13107420000
2018-05-01,12652526000
2018-05-02,12384624000
2018-05-03,12519474000
2018-05-04,12600384000
2018-05-07,12589596000
2018-05-08,12738829999
2018-05-09,12931216000
2018-05-10,13055278000
2018-05-11,13220694000
2018-05-14,13209906000
2018-05-15,12958185999
2018-05-16,12846710000
2018-05-17,12850306000
2018-05-18,12880872000
2018-05-21,13130794000
2018-05-22,12963579999
2018-05-23,12864690000
2018-05-24,12947398000
2018-05-25,12837720000
2018-05-29,12684890000
2018-05-30,12853902000
2018-05-31,12657920000
2018-06-01,12916832000
2018-06-04,12848507999
2018-06-05,12884468000
2018-06-06,13057076000
2018-06-07,13145178000
2018-06-08,13173946000
2018-06-11,12913235999
2018-06-12,12835922000
2018-06-13,12884468000
2018-06-14,12897054000
2018-06-15,12828729999
2018-06-18,12871882000
2018-06-19,12372038000
2018-06-20,12469129999
2018-06-21,11958498000
2018-06-22,11947710000
2018-06-25,11915346000
2018-06-26,11971084000
2018-06-27,11938720000
2018-06-28,11926134000
2018-06-29,12114924000
2018-07-02,12144126000
2018-07-03,12050682000
2018-07-05,12061464000
2018-07-06,12005757000
2018-07-09,12226788000
2018-07-10,12253743000
2018-07-11,11985990000
2018-07-12,12232178999
2018-07-13,12313044000
2018-07-16,12111780000
2018-07-17,12183660000
2018-07-18,12253743000
2018-07-19,12323826000
2018-07-20,12501728999
2018-07-23,12181863000
2018-07-24,12273510000
2018-07-25,12413676000
2018-07-26,12636503999
2018-07-27,12613143000
2018-07-30,12584391000
2018-07-31,13757832000
2018-08-01,13463124000
2018-08-02,13482891000
2018-08-03,13657200000
2018-08-06,13669778999
2018-08-07,13786584000
2018-08-08,13811742000
2018-08-09,13781193000
2018-08-10,13621260000
2018-08-13,13463124000
2018-08-14,13432575000
2018-08-15,13353507000
2018-08-16,13434372000
2018-08-17,13554771000
2018-08-20,13623057000
2018-08-21,13685952000
2018-08-22,13535003999
2018-08-23,13459530000
2018-08-24,13570944000
2018-08-27,13772208000
2018-08-28,13732674000
2018-08-29,13811742000
2018-08-30,13641027000
2018-08-31,13641027000
2018-09-04,13596102000
2018-09-05,13964486999
2018-09-06,14090277000
2018-09-07,14136999000
2018-09-10,14358030000
2018-09-11,14340060000
2018-09-12,14379594000
2018-09-13,14516166000
2018-09-14,14543121000
2018-09-17,14652738000
2018-09-18,14712039000
2018-09-19,14616798000
2018-09-20,14625783000
2018-09-21,14595234000
2018-09-24,14386782000
2018-09-25,14401158000
2018-09-26,14401158000
2018-09-27,14428113000
2018-09-28,14352639000
2018-10-01,14491008000
2018-10-02,14449677000
2018-10-03,14485617000
2018-10-04,14428113000
2018-10-05,14252007000
2018-10-08,13969878000
2018-10-09,13373274000
2018-10-10,12963558000
2018-10-11,12406488000
2018-10-12,12537669000
2018-10-15,12528684000
2018-10-16,12893475000
2018-10-17,12819798000
2018-10-18,12559233000
2018-10-19,12447819000
2018-10-22,12462194999
2018-10-23,12284292000
2018-10-24,11847621000
2018-10-25,12012944999
2018-10-26,11953644000
2018-10-29,11806290000
2018-10-30,11703861000
2018-10-31,11784726000
2018-11-01,12354375000
2018-11-02,12223194000
2018-11-05,12311247000
2018-11-06,12552044999
2018-11-07,12848550000
2018-11-08,12859332000
2018-11-09,12737136000
2018-11-12,12397503000
2018-11-13,12359766000
2018-11-14,12244758000
2018-11-15,12659865000
2018-11-16,12735339000
2018-11-19,12480165000
2018-11-20,12079434000
2018-11-21,12268119000
2018-11-23,12223194000
2018-11-26,12501728999
2018-11-27,12490947000
2018-11-28,12782061000
2018-11-29,12812610000
2018-11-30,13114506000
2018-12-03,12992310000
2018-12-04,12226788000
2018-12-06,12009351000
2018-12-07,11804493000
2018-12-10,11842230000
2018-12-11,11755974000
2018-12-12,11793711000
2018-12-13,11786523000
2018-12-14,11759568000
2018-12-17,11554710000
2018-12-18,11570883000
2018-12-19,11703861000
2018-12-20,11475642000
2018-12-21,11400168000
2018-12-24,11029986000
2018-12-26,11549319000
2018-12-27,11743394999
2018-12-28,11734410000
2018-12-31,11989584000
2019-01-02,11951847000
2019-01-03,11542131000
2019-01-04,12029118000
2019-01-07,11851215000
2019-01-08,11962628999
2019-01-09,12156705000
2019-01-10,12383127000
2019-01-11,12456803999
2019-01-14,12428052000
2019-01-15,12372344999
2019-01-16,12393909000
2019-01-17,12605955000
2019-01-18,12796436999
2019-01-22,12447819000
2019-01-23,12289683000
2019-01-24,12332811000
2019-01-25,12553842000
2019-01-28,12462194999
2019-01-29,12667053000
2019-01-30,12936603000
2019-01-31,12805422000
2019-02-01,12605955000
2019-02-04,12636503999
2019-02-05,12711978000
2019-02-06,12859332000
2019-02-07,12645489000
2019-02-08,12685023000
2019-02-11,12832377000
2019-02-12,13100130000
2019-02-13,13060596000
2019-02-14,13024656000
2019-02-15,13285221000
2019-02-19,13164822000
2019-02-20,13310378999
2019-02-21,13355303999
2019-02-22,13441560000
2019-02-25,13524222000
2019-02-26,13543989000
2019-02-27,13711110000
2019-02-28,13576335000
2019-03-01,13723689000
2019-03-04,13702125000
2019-03-05,13691343000
2019-03-06,13630244999
2019-03-07,13535003999
2019-03-08,13491876000
2019-03-11,13817133000
2019-03-12,13781193000
2019-03-13,13892607000
2019-03-14,13747050000
2019-03-15,13790178000
2019-03-18,14075901000
2019-03-19,14093871000
2019-03-20,14048946000
2019-03-21,14241225000
2019-03-22,13847682000
2019-03-25,13811742000
2019-03-26,14034569999
2019-03-27,14013006000
2019-03-28,14208878999
2019-03-29,14203488000
2019-04-01,14500800000
2019-04-02,14407200000
2019-04-03,14344200000
2019-04-04,14400000000
2019-04-05,14461200000
2019-04-08,14639400000
2019-04-09,14322599999
2019-04-10,14286600000
2019-04-11,14562000000
2019-04-12,14826600000
2019-04-15,14736600000
2019-04-16,14839200000
2019-04-17,14898600000
2019-04-18,14927400000
2019-04-22,15028200000
2019-04-23,14952599999
2019-04-24,14952599999
2019-04-25,14792400000
2019-04-26,14959800000
2019-04-29,15087599999
2019-04-30,15012000000
2019-05-01,14992200000
2019-05-02,14317200000
2019-05-03,14812200000
2019-05-06,14414400000
2019-05-07,14250600000
2019-05-08,14243400000
2019-05-09,14234400000
2019-05-10,14072400000
2019-05-13,13824000000
2019-05-14,13591800000
2019-05-15,13761000000
2019-05-16,13726800000
2019-05-17,13539600000
2019-05-20,13410000000
2019-05-21,13638600000
2019-05-22,13577400000
2019-05-23,13332599999
2019-05-24,13307400000
2019-05-28,13363200000
2019-05-29,13314600000
2019-05-30,13343400000
2019-05-31,13359600000
2019-06-03,13629600000
2019-06-04,13932000000
2019-06-05,14198400000
2019-06-06,14247000000
2019-06-07,14320800000
2019-06-10,14468400000
2019-06-11,14400000000
2019-06-12,14437799999
2019-06-13,14596200000
2019-06-14,14594400000
2019-06-17,14497200000
2019-06-18,14614200000
2019-06-19,14675400000
2019-06-20,14994000000
2019-06-21,14716800000
2019-06-24,14777999999
2019-06-25,14680800000
2019-06-26,14637599999
2019-06-27,14734800000
2019-06-28,15055200000
2019-07-01,15202241000
2019-07-02,14978917000
2019-07-03,15007733000
2019-07-05,14919484000
2019-07-08,14714170000
2019-07-09,14584498000
2019-07-10,14478239000
2019-07-11,14615115000
2019-07-12,14858250000
2019-07-15,14751991000
2019-07-16,14879862000
2019-07-17,14642130000
2019-07-18,14490845999
2019-07-19,14564687000
2019-07-22,14467433000
2019-07-23,14728578000
2019-07-24,14829434000
2019-07-25,14708767000
2019-07-26,14674548000
2019-07-29,14568289000
2019-07-30,14609712000
2019-07-31,14460229000
2019-08-01,14193681000
2019-08-02,13963153000
2019-08-05,13435459999
2019-08-06,13655181999
2019-08-07,13691202000
2019-08-08,13905520999
2019-08-09,13835281999
2019-08-12,13644376000
2019-08-13,13874904000
2019-08-14,13485888000
2019-08-15,13534515000
2019-08-16,13790256999
2019-08-19,13849690000
2019-08-20,13694804000
2019-08-21,13682197000
2019-08-22,13610156999
2019-08-23,13280574000
2019-08-26,13338206000
2019-08-27,13377828000
2019-08-28,13505699000
2019-08-29,13757839000
2019-08-30,13797461000
2019-09-03,13442664000
2019-09-04,13563331000
2019-09-05,14002775000
2019-09-06,14118039000
2019-09-09,13957750000
2019-09-10,14110834999
2019-09-11,14280129000
2019-09-12,14060406999
2019-09-13,14168467000
2019-09-16,14058606000
2019-09-17,14107233000
2019-09-18,14118039000
2019-09-19,14038795000
2019-09-20,13954148000
2019-09-23,13964954000
2019-09-24,13842486000
2019-09-25,14148656000
2019-09-26,14287333000
2019-09-27,14431413000
2019-09-30,14347524000
2019-10-01,13844766000
2019-10-02,13444722000
2019-10-03,13536624000
2019-10-04,13689794000
2019-10-07,13617713999
2019-10-08,13232086000
2019-10-09,13437513999
2019-10-10,13592486000
2019-10-11,13988926000
2019-10-14,13877202000
2019-10-15,14059204000
2019-10-16,14088036000
2019-10-17,14201562000
2019-10-18,14376356000
2019-10-21,14598002000
2019-10-22,14644854000
2019-10-23,14704319999
2019-10-24,14772796000
2019-10-25,15010660000
2019-10-28,15142206000
2019-10-29,15275554000
2019-10-30,15147612000
2019-10-31,13819538000
2019-11-01,14257424000
2019-11-04,14172730000
2019-11-05,14356534000
2019-11-06,14091640000
2019-11-07,13933063999
2019-11-08,13934866000
2019-11-11,13660962000
2019-11-12,13810528000
2019-11-13,13653754000
2019-11-14,13787102000
2019-11-15,13974510000
2019-11-18,13931262000
2019-11-19,14055600000
2019-11-20,13960094000
2019-11-21,13952886000
2019-11-22,13855578000
2019-11-25,13801518000
2019-11-26,13902430000
2019-11-27,13985322000
2019-11-29,13967302000
2019-12-02,13794310000
2019-12-03,13612308000
2019-12-04,13583476000
2019-12-05,13498782000
2019-12-06,13572663999
2019-12-09,13587080000
2019-12-10,13660962000
2019-12-11,13844766000
2019-12-12,13994332000
2019-12-13,14005144000
2019-12-16,13925856000
2019-12-17,14051996000
2019-12-18,14039382000
2019-12-19,13981718000
2019-12-20,14165522000
2019-12-23,14226790000
2019-12-24,14170928000
2019-12-26,14163719999
2019-12-27,14206968000
2019-12-30,14188948000
2019-12-31,14197958000
2020-01-02,14388969999
2020-01-03,14473663999
2020-01-06,14379960000
2020-01-07,14325900000
2020-01-08,14374554000
2020-01-09,14439426000
2020-01-10,14405188000
2020-01-13,14646656000
2020-01-14,14662874000
2020-01-15,14857490000
2020-01-16,14985432000
2020-01-17,15039491999
2020-01-21,14848480000
2020-01-22,14814241999
2020-01-23,14841272000
2020-01-24,14682696000
2020-01-27,14455644000
2020-01-28,14644854000
2020-01-29,14987234000
2020-01-30,15075532000
2020-01-31,14715132000
2020-02-03,15017868000
2020-02-04,15589102000
2020-02-05,15787322000
2020-02-06,14978224000
2020-02-07,15172840000
2020-02-10,15446744000
2020-02-11,15720648000
2020-02-12,16061226000
2020-02-13,15686410000
2020-02-14,15882828000
2020-02-18,15866610000
2020-02-19,15850391999
2020-02-20,15976532000
2020-02-21,15951304000
2020-02-24,15574686000
2020-02-25,15196266000
2020-02-26,15124186000
2020-02-27,14534932000
2020-02-28,13936668000
2020-03-02,14828658000
2020-03-03,14394376000
2020-03-04,15374663999
2020-03-05,14859291999
2020-03-06,14635844000
2020-03-09,13684388000
2020-03-10,13837558000
2020-03-11,13197848000
2020-03-12,11680563999
2020-03-13,12996024000
2020-03-16,11722010000
2020-03-17,12941963999
2020-03-18,11801298000
2020-03-19,11615691999
2020-03-20,10792178000
2020-03-23,10206528000
2020-03-24,11172400000
2020-03-25,11507572000
2020-03-26,12255402000
2020-03-27,11803100000
2020-03-30,11936448000
2020-03-31,11723400000
2020-04-01,10758600000
2020-04-02,11412000000
2020-04-03,10890000000
2020-04-06,11734200000
2020-04-07,11914200000
2020-04-08,12436200000
2020-04-09,12481200000
2020-04-13,12274200000
2020-04-14,12672000000
2020-04-15,12081600000
2020-04-16,11984400000
2020-04-17,12526200000
2020-04-20,12466800000
2020-04-21,12254400000
2020-04-22,12452400000
2020-04-23,12240000000
2020-04-24,12333600000
2020-04-27,12738600000
2020-04-28,13222799999
2020-04-29,13282200000
2020-04-30,12942000000
2020-05-01,12472200000
2020-05-04,12339000000
2020-05-05,11709000000
2020-05-06,11350800000
2020-05-07,11439000000
2020-05-08,11340000000
2020-05-11,11255400000
2020-05-12,10632600000
2020-05-13,10477800000
2020-05-14,10611000000
2020-05-15,10474200000
2020-05-18,11163600000
2020-05-19,10902600000
2020-05-20,11174400000
2020-05-21,11154600000
2020-05-22,11199600000
2020-05-26,11745000000
2020-05-27,12394800000
2020-05-28,12268800000
2020-05-29,11941200000
2020-06-01,11880000000
2020-06-02,12222000000
2020-06-03,12614400000
2020-06-04,12668400000
2020-06-05,13095000000
2020-06-08,13014000000
2020-06-09,12648600000
2020-06-10,12331800000
2020-06-11,11484000000
2020-06-12,11548800000
2020-06-15,11613600000
2020-06-16,12042000000
2020-06-17,12072599999
2020-06-18,11953800000
2020-06-19,11752200000
2020-06-22,11759400000
2020-06-23,11565000000
2020-06-24,11241000000
2020-06-25,11188800000
2020-06-26,11368800000
2020-06-29,11566800000
2020-06-30,11692799999
2020-07-01,11457000000
2020-07-02,11775600000
2020-07-06,12087000000
2020-07-07,11896200000
2020-07-08,11833200000
2020-07-09,11973600000
2020-07-10,11971800000
2020-07-13,12121200000
2020-07-14,13199400000
2020-07-15,13496400000
2020-07-16,13455000000
2020-07-17,13365000000
2020-07-20,13350600000
2020-07-21,13397400000
2020-07-22,13395600000
2020-07-23,13429800000
2020-07-24,13365000000
2020-07-27,13546800000
2020-07-28,13381200000
2020-07-29,13890600000
2020-07-30,13440600000
2020-07-31,13136400000
2020-08-03,13251600000
2020-08-04,13282200000
2020-08-05,13685400000
2020-08-06,13642200000
2020-08-07,13887000000
2020-08-10,14220000000
2020-08-11,14454000000
2020-08-12,14417999999
2020-08-13,14306400000
2020-08-14,14331600000
2020-08-17,14259600000
2020-08-18,14279400000
2020-08-19,14288400000
2020-08-20,14288400000
2020-08-21,14292000000
2020-08-24,14652000000
2020-08-25,14569200000
2020-08-26,14526000000
2020-08-27,14617799999
2020-08-28,14756400000
2020-08-31,14432400000
2020-09-01,14711400000
2020-09-02,14972400000
2020-09-03,14698800000
2020-09-04,14736600000
2020-09-08,14642999999
2020-09-09,15013800000
2020-09-10,14763600000
2020-09-11,15219000000
2020-09-14,15157799999
2020-09-15,15193800000
2020-09-16,15337799999
2020-09-17,15452999999
2020-09-18,15406200000
2020-09-21,15022799999
2020-09-22,15107400000
2020-09-23,14837400000
2020-09-24,14796000000
2020-09-25,14950800000
2020-09-28,15094800000
2020-09-29,15078600000
2020-09-30,15166836000
2020-10-01,14885568000
2020-10-02,15222729000
2020-10-05,15563495999
2020-10-06,15597753000
2020-10-07,15902460000
2020-10-08,16196349000
2020-10-09,16333377000
2020-10-12,16564161000
2020-10-13,16207167000
2020-10-14,16374845999
2020-10-15,16401891000
2020-10-16,16501056000
2020-10-19,16302726000
2020-10-20,16493844000
2020-10-21,16365831000
2020-10-22,16382058000
2020-10-23,16513677000
2020-10-26,16239620999
2020-10-27,16057518000
2020-10-28,15749204999
2020-10-29,15660858000
2020-10-30,15711342000
2020-11-02,15972777000
2020-11-03,16517283000
2020-11-04,15646434000
2020-11-05,16374845999
2020-11-06,16421724000
2020-11-09,16863459000
2020-11-10,17148333000
2020-11-11,16912140000
2020-11-12,16652508000
2020-11-13,17126697000
2020-11-16,17559417000
2020-11-17,17299785000
2020-11-18,17124894000
2020-11-19,17014911000
2020-11-20,17016714000
2020-11-23,17074410000
2020-11-24,17582856000
2020-11-25,17433207000
2020-11-27,17514342000
2020-11-30,17303391000
2020-12-01,17501721000
2020-12-02,17334042000
2020-12-03,17444025000
2020-12-04,17743323000
2020-12-07,17705460000
2020-12-08,17782989000
2020-12-09,17764959000
2020-12-10,17707263000
2020-12-11,17755944000
2020-12-14,17514342000
2020-12-15,17988531000
2020-12-16,17853306000
2020-12-17,17984925000
2020-12-18,18039015000
2020-12-21,18159816000
2020-12-22,17921820000
2020-12-23,17981319000
2020-12-24,18075075000
2020-12-28,18096711000
2020-12-29,17941653000
2020-12-30,18170634000
2020-12-31,18352737000
2021-01-04,17974107000
2021-01-05,17952471000
2021-01-06,18709731000
2021-01-07,19558944000
2021-01-08,19360614000
2021-01-11,19115406000
2021-01-12,19081149000
2021-01-13,18969363000
2021-01-14,19027059000
2021-01-15,18661050000
