,XYL
2021-01-19,18798078000
2021-01-20,18751200000
2021-01-21,18596142000
2021-01-22,18498780000
2021-01-25,18210300000
2021-01-26,17891169000
2021-01-27,17660385000
2021-01-28,17865927000
2021-01-29,17415177000
2021-02-01,17514342000
2021-02-02,17521554000
2021-02-03,17150136000
2021-02-04,17519751000
2021-02-05,17703657000
2021-02-08,18203088000
2021-02-09,18244557000
2021-02-10,18235542000
2021-02-11,17838882000
2021-02-12,17871336000
2021-02-16,17846094000
2021-02-17,17703657000
2021-02-18,17453040000
2021-02-19,17983122000
2021-02-22,17936244000
2021-02-23,17822655000
2021-02-24,18226527000
2021-02-25,18030000000
2021-02-26,17950668000
2021-03-01,18432069000
2021-03-02,18383388000
2021-03-03,18235542000
2021-03-04,17759550000
2021-03-05,18073272000
2021-03-08,18195876000
2021-03-09,18031803000
2021-03-10,18210300000
2021-03-11,18221118000
2021-03-12,18367161000
2021-03-15,18762018000
2021-03-16,18491568000
2021-03-17,18817911000
2021-03-18,18781851000
2021-03-19,18753003000
2021-03-22,18468129000
2021-03-23,18102120000
2021-03-24,18230133000
2021-03-25,18377979000
2021-03-26,18888228000
2021-03-29,18799881000
2021-03-30,18909864000
2021-03-31,18942918000
2021-04-01,18845664000
2021-04-05,19166242000
2021-04-06,19182451000
2021-04-07,19079794000
2021-04-08,19041973000
2021-04-09,19450800000
2021-04-12,19524641000
2021-04-13,19290511000
2021-04-14,19414780000
2021-04-15,19458004000
2021-04-16,19560661000
2021-04-19,19488621000
2021-04-20,19376959000
2021-04-21,19717348000
2021-04-22,19645308000
2021-04-23,19897448000
2021-04-26,19890244000
2021-04-27,20055936000
2021-04-28,20037926000
2021-04-29,20219827000
2021-04-30,19928065000
2021-05-03,20099160000
2021-05-04,20882595000
2021-05-05,21136536000
2021-05-06,21386875000
2021-05-07,21493134000
2021-05-10,21575980000
2021-05-11,21185163000
2021-05-12,20347698000
2021-05-13,20864585000
2021-05-14,21323840000
2021-05-17,21168954000
2021-05-18,20736714000
2021-05-19,20383718000
2021-05-20,20497181000
2021-05-21,20796147000
2021-05-24,20873590000
2021-05-25,21030277000
2021-05-26,21046486000
2021-05-27,21179760000
2021-05-28,21273412000
2021-06-01,21482328000
2021-06-02,21390477000
2021-06-03,21341850000
2021-06-04,21475124000
2021-06-07,21431900000
2021-06-08,21568776000
2021-06-09,21332845000
2021-06-10,21293223000
2021-06-11,21280616000
2021-06-14,21120327000
2021-06-15,21268009000
2021-06-16,20799749000
2021-06-17,20520594000
2021-06-18,20426942000
2021-06-21,20951033000
2021-06-22,20960038000
2021-06-23,20904207000
2021-06-24,21057292000
2021-06-25,21044685000
2021-06-28,21467920000
2021-06-29,21475124000
2021-06-30,21616792000
2021-07-01,21649228000
2021-07-02,21784378000
2021-07-06,21706892000
2021-07-07,21744734000
2021-07-08,21478038000
2021-07-09,21813210000
2021-07-12,21919528000
2021-07-13,21762754000
2021-07-14,21806002000
2021-07-15,21625802000
2021-07-16,21508672000
2021-07-19,21124846000
2021-07-20,21899706000
2021-07-21,22061886000
2021-07-22,21984400000
2021-07-23,22211452000
2021-07-26,22359216000
2021-07-27,22335790000
2021-07-28,22151986000
2021-07-29,22535812000
2021-07-30,22678170000
2021-08-02,22640328000
2021-08-03,23052986000
2021-08-04,22824132000
2021-08-05,22979104000
2021-08-06,23209760000
2021-08-09,23153898000
2021-08-10,23317880000
2021-08-11,23465644000
2021-08-12,23622418000
2021-08-13,23701706000
2021-08-16,23953986000
2021-08-17,23750360000
2021-08-18,23474654000
2021-08-19,23471050000
2021-08-20,23708914000
2021-08-23,23822439999
2021-08-24,24139592000
2021-08-25,24345020000
2021-08-26,24197256000
2021-08-27,24316188000
2021-08-30,24593696000
2021-08-31,24563062000
2021-09-01,24606310000
2021-09-02,24873006000
2021-09-03,24732450000
2021-09-07,24444130000
2021-09-08,24346822000
2021-09-09,24135988000
2021-09-10,24208068000
2021-09-13,23908936000
2021-09-14,23874698000
2021-09-15,24179236000
2021-09-16,23944976000
2021-09-17,23707112000
2021-09-20,23613408000
2021-09-21,23595388000
2021-09-22,23995432000
2021-09-23,24357633999
2021-09-24,24438724000
2021-09-27,24200860000
2021-09-28,23231383999
2021-09-29,23025956000
2021-09-30,22287136000
2021-10-01,21858260000
2021-10-04,21497860000
2021-10-05,22069094000
2021-10-06,22029450000
2021-10-07,22049272000
2021-10-08,21888894000
2021-10-11,21405958000
2021-10-12,21400552000
2021-10-13,21613188000
2021-10-14,22231274000
2021-10-15,22469138000
2021-10-18,22541218000
2021-10-19,22616902000
2021-10-20,22806112000
2021-10-21,23078214000
2021-10-22,23202552000
2021-10-25,23254810000
2021-10-26,23029560000
2021-10-27,23065600000
2021-10-28,23644042000
2021-10-29,23532318000
2021-11-01,23294454000
2021-11-02,23254810000
2021-11-03,22636724000
2021-11-04,23379148000
2021-11-05,23608002000
2021-11-08,23979214000
2021-11-09,24058502000
2021-11-10,23835054000
2021-11-11,23481862000
2021-11-12,23521506000
2021-11-15,23330494000
2021-11-16,23579170000
2021-11-17,23454832000
2021-11-18,23469248000
2021-11-19,23263820000
2021-11-22,22995322000
2021-11-23,22807914000
2021-11-24,22532208000
2021-11-26,22099728000
2021-11-29,22308760000
2021-11-30,21824022000
2021-12-01,21371720000
2021-12-02,21685268000
2021-12-03,21279818000
2021-12-06,21750140000
2021-12-07,22375434000
2021-12-08,22371830000
2021-12-09,22182620000
2021-12-10,22128560000
2021-12-13,22002420000
2021-12-14,21386136000
2021-12-15,21578950000
2021-12-16,21378928000
2021-12-17,20868962000
2021-12-20,20551810000
2021-12-21,20899596000
2021-12-22,20932032000
2021-12-23,21173500000
2021-12-27,21315858000
2021-12-28,21537504000
2021-12-29,21508672000
2021-12-30,21461820000
2021-12-31,21609584000
2022-01-03,21063578000
2022-01-04,21287026000
2022-01-05,20996904000
2022-01-06,20968072000
2022-01-07,20800486000
2022-01-10,20589652000
2022-01-11,20937438000
2022-01-12,20935636000
2022-01-13,20618484000
2022-01-14,20099508000
2022-01-18,19818396000
2022-01-19,19553502000
2022-01-20,19194904000
2022-01-21,19297618000
2022-01-24,19387718000
2022-01-25,18717374000
2022-01-26,18477708000
2022-01-27,18097486000
2022-01-28,18328142000
2022-01-31,18924604000
2022-02-01,18906584000
2022-02-02,18773236000
2022-02-03,16515330000
2022-02-04,16309902000
2022-02-07,16120691999
2022-02-08,16464874000
2022-02-09,17149634000
2022-02-10,16549568000
2022-02-11,16081048000
2022-02-14,16084652000
2022-02-15,16403606000
2022-02-16,16338734000
2022-02-17,16183762000
2022-02-18,16336932000
2022-02-22,16219802000
2022-02-23,15884630000
2022-02-24,15803540000
2022-02-25,16385586000
2022-02-28,16028790000
2022-03-01,15634152000
2022-03-02,15881026000
2022-03-03,16023384000
2022-03-04,15362050000
2022-03-07,15025076000
2022-03-08,14843074000
2022-03-09,15423318000
2022-03-10,14998046000
2022-03-11,15068324000
2022-03-14,15134998000
2022-03-15,15408902000
2022-03-16,15695419999
2022-03-17,15875619999
2022-03-18,15870213999
2022-03-21,15796332000
2022-03-22,15981938000
2022-03-23,15594508000
2022-03-24,15558468000
2022-03-25,15621538000
2022-03-28,15650369999
2022-03-29,16086454000
2022-03-30,15875619999
2022-03-31,15363852000
2022-04-01,15538646000
2022-04-04,15634152000
2022-04-05,15657578000
2022-04-06,15625141999
2022-04-07,15626944000
2022-04-08,15617934000
2022-04-11,15448546000
2022-04-12,15289969999
2022-04-13,15594508000
2022-04-14,15162028000
2022-04-18,14893530000
2022-04-19,15378268000
2022-04-20,15641360000
2022-04-21,15583696000
2022-04-22,15257534000
2022-04-25,15145810000
2022-04-26,14561962000
2022-04-27,14796222000
2022-04-28,15030482000
2022-04-29,14506100000
2022-05-02,14745766000
2022-05-03,14843074000
2022-05-04,16272060000
2022-05-05,15547656000
2022-05-06,15354841999
2022-05-09,15313396000
2022-05-10,14889926000
2022-05-11,14576378000
2022-05-12,14918758000
2022-05-13,15120582000
2022-05-16,14740360000
2022-05-17,15144008000
2022-05-18,14588991999
2022-05-19,14767390000
2022-05-20,14720538000
2022-05-23,14639448000
2022-05-24,14767390000
2022-05-25,14601606000
2022-05-26,15124186000
2022-05-27,15480982000
2022-05-31,15181850000
2022-06-01,15091750000
2022-06-02,15589102000
2022-06-03,15403496000
2022-06-06,15437734000
2022-06-07,15499002000
2022-06-08,15250326000
2022-06-09,14906144000
2022-06-10,14441228000
2022-06-13,13868191999
2022-06-14,13785300000
2022-06-15,13776290000
2022-06-16,13167213999
2022-06-17,13138382000
2022-06-21,13480762000
2022-06-22,13608704000
2022-06-23,13844766000
2022-06-24,14345722000
2022-06-27,14334910000
2022-06-28,14037580000
2022-06-29,14061006000
2022-06-30,14089365060
2022-07-01,14192088750
2022-07-05,14201099600
2022-07-06,14329053670
2022-07-07,14476831610
2022-07-08,14193890920
2022-07-11,14091167230
2022-07-12,13837061260
2022-07-13,13701898510
2022-07-14,13597372650
2022-07-15,13927169760
2022-07-18,13674865960
2022-07-19,14377712260
2022-07-20,14633620400
2022-07-21,14950802319
2022-07-22,15199501780
2022-07-25,15192293100
2022-07-26,15304027640
2022-07-27,15722131080
2022-07-28,16215925660
2022-07-29,16585370510
2022-08-01,16435790400
2022-08-02,17187295290
2022-08-03,17536916270
2022-08-04,17607200900
2022-08-05,17520696740
2022-08-08,17960426220
2022-08-09,17670276850
2022-08-10,18108204160
2022-08-11,18227147380
2022-08-12,18630833460
2022-08-15,18652459500
2022-08-16,18735359320
2022-08-17,18439803440
2022-08-18,18445209950
2022-08-19,17936998010
2022-08-22,17477444660
2022-08-23,17327864550
2022-08-24,17324260210
2022-08-25,17580168350
2022-08-26,16754774490
2022-08-29,16588974850
2022-08-30,16462822949
2022-08-31,16417768699
2022-09-01,16596183530
2022-09-02,16437592569
2022-09-06,16670072500
2022-09-07,17264788600
2022-09-08,17378325310
2022-09-09,17457620790
2022-09-12,17589179200
2022-09-13,16889937240
2022-09-14,17041319520
2022-09-15,16990858760
2022-09-16,16807037420
2022-09-19,17385533990
2022-09-20,17091780280
2022-09-21,16828663460
2022-09-22,16345681900
2022-09-23,16194299620
2022-09-26,16019489130
2022-09-27,15923974120
2022-09-28,16322253689
2022-09-29,15875315530
2022-09-30,15745689960
2022-10-03,16257569075
2022-10-04,16787472102
2022-10-05,16700957322
2022-10-06,16520718197
2022-10-07,16089946688
2022-10-10,16008839082
2022-10-11,16050294081
2022-10-12,15720456482
2022-10-13,15922324302
2022-10-14,15536612575
2022-10-17,16320652768
2022-10-18,16866777317
2022-10-19,16744214712
2022-10-20,16408969940
2022-10-21,16917244272
2022-10-24,17302956000
2022-10-25,17703086857
2022-10-26,17856290113
2022-10-27,18123044018
2022-10-28,18478115095
2022-10-31,18461893573
2022-11-01,19022437252
2022-11-02,18793533563
2022-11-03,19316227026
2022-11-04,19323436591
2022-11-07,19597400061
2022-11-08,19514490063
2022-11-09,18988191818
2022-11-10,20139919827
2022-11-11,20042590700
2022-11-14,19642459842
2022-11-15,20210213086
2022-11-16,20260680041
2022-11-17,19968692658
2022-11-18,20300332648
2022-11-21,20184979608
2022-11-22,20291320692
2022-11-23,20412080906
2022-11-25,20457140687
2022-11-28,19756010491
2022-11-29,19804675055
2022-11-30,20249865693
2022-12-01,20511212425
2022-12-02,20462547861
2022-12-05,20193991565
2022-12-06,19972297441
2022-12-07,20002938092
2022-12-08,20067824177
2022-12-09,20047997873
2022-12-12,20419290471
2022-12-13,20725696983
2022-12-14,20682439593
2022-12-15,19941656790
2022-12-16,19810082228
2022-12-19,19552340280
2022-12-20,19518094846
2022-12-21,20033578743
2022-12-22,19792058316
2022-12-23,19777639186
2022-12-27,19956075920
2022-12-28,19635250277
2022-12-29,20121895915
2022-12-30,19929040051
2023-01-03,19980660960
2023-01-04,19949993640
2023-01-05,19383550200
2023-01-06,20072662920
2023-01-09,20166468840
2023-01-10,20373924240
2023-01-11,20720284560
2023-01-12,20960211240
2023-01-13,21093704280
2023-01-17,20925936000
2023-01-18,20482161840
2023-01-19,19596417480
2023-01-20,19876031280
2023-01-23,18295762320
2023-01-24,18683613720
2023-01-25,18497805840
2023-01-26,18279526680
2023-01-27,18476158320
2023-01-30,18238035600
2023-01-31,18762987960
2023-02-01,18927148320
2023-02-02,19109348280
2023-02-03,18986679000
2023-02-06,18770203800
2023-02-07,19441276920
2023-02-08,19165271040
2023-02-09,19132799760
2023-02-10,19152643320
2023-02-13,19329431400
2023-02-14,19363706640
2023-02-15,19461120480
2023-02-16,19167075000
2023-02-17,19354686840
2023-02-21,18631298880
2023-02-22,18584395920
2023-02-23,18636710760
2023-02-24,18472550400
2023-02-27,18499609800
2023-02-28,18517649400
2023-03-01,18236231640
2023-03-02,18445491000
2023-03-03,18746752320
2023-03-06,18683613720
2023-03-07,18431059320
2023-03-08,18358900920
2023-03-09,18126190080
2023-03-10,17855596080
2023-03-13,17660768400
2023-03-14,18021560400
2023-03-15,17417233800
2023-03-16,17527275360
2023-03-17,17088913080
2023-03-20,17615669400
2023-03-21,17772613920
2023-03-22,17601237720
2023-03-23,17539903080
2023-03-24,17785241640
2023-03-27,17933166360
2023-03-28,18034188120
2023-03-29,18306586080
2023-03-30,18472550400
2023-03-31,21519933300
2023-04-03,21470603940
2023-04-04,20796436020
2023-04-05,20609395530
2023-04-06,20607340140
2023-04-10,20872485450
2023-04-11,21115021470
2023-04-12,21271231110
2023-04-13,21495268620
2023-04-14,21466493160
2023-04-17,21509656350
2023-04-18,21415108410
2023-04-19,21322615860
2023-04-20,21378111390
2023-04-21,21439773090
2023-04-24,21487047060
2023-04-25,21154073880
2023-04-26,20755328220
2023-04-27,21341114370
2023-04-28,21343169760
2023-05-01,21478825500
2023-05-02,21482936280
2023-05-03,21406886850
2023-05-04,21854961870
2023-05-05,22397584830
2023-05-08,22062556260
2023-05-09,21951565200
2023-05-10,21953620590
2023-05-11,21606259680
2023-05-12,21530210250
2023-05-15,21507600960
2023-05-16,21223957140
2023-05-17,21365779050
2023-05-18,21464437770
2023-05-19,21579539610
2023-05-22,21445939260
2023-05-23,21404831460
2023-05-24,20771771340
2023-05-25,20325751710
2023-05-26,20214760650
2023-05-30,20264090010
2023-05-31,20595007800
2023-06-01,20991698070
2023-06-02,21593927340
2023-06-05,21820020240
2023-06-06,21846740310
2023-06-07,22009116120
2023-06-08,22414027950
2023-06-09,22549683690
2023-06-12,22366753980
2023-06-13,22777831980
2023-06-14,22975149420
2023-06-15,23295790260
2023-06-16,23316344160
2023-06-20,23277291750
2023-06-21,23334842670
2023-06-22,23108749770
2023-06-23,22820995170
2023-06-26,22747001130
2023-06-27,22940207790
2023-06-28,22720281060
2023-06-29,22884712260
2023-06-30,27126779400
2023-07-03,26936492100
2023-07-05,26548691400
2023-07-06,26384899800
2023-07-07,26392125900
2023-07-10,26914813800
2023-07-11,27136414200
2023-07-12,26885909400
2023-07-13,26676352500
2023-07-14,26363221500
2023-07-17,26647448100
2023-07-18,26714891700
2023-07-19,26847370200
2023-07-20,27350788500
2023-07-21,27403779900
2023-07-24,27449545200
2023-07-25,27543484500
2023-07-26,27418232100
2023-07-27,27194223000
2023-07-28,27126779400
2023-07-31,27158092500
2023-08-01,26960579100
2023-08-02,26996709600
2023-08-03,26110308000
2023-08-04,25452732900
2023-08-07,25763455200
2023-08-08,25327480500
2023-08-09,24648227100
2023-08-10,24674722800
2023-08-11,24648227100
2023-08-14,24595235700
2023-08-15,24332687400
2023-08-16,24091817400
2023-08-17,23968973700
2023-08-18,23956930200
2023-08-21,24065321700
2023-08-22,23966565000
2023-08-23,24224295900
2023-08-24,24002695500
2023-08-25,24368817900
2023-08-28,24525383400
2023-08-29,24638592300
2023-08-30,24927636300
2023-08-31,24939679800
2023-09-01,24708444600
2023-09-05,23542633800
2023-09-06,23559494700
2023-09-07,23051259000
2023-09-08,22935641400
2023-09-11,23282494200
2023-09-12,23265633300
2023-09-13,22885058700
2023-09-14,23200598400
2023-09-15,23015128500
2023-09-18,22998267600
2023-09-19,22844110800
2023-09-20,22538205900
2023-09-21,22020335400
2023-09-22,21895083000
2023-09-25,21916761300
2023-09-26,21562682400
2023-09-27,21752969700
2023-09-28,21931213500
2023-09-29,21926396100
2023-10-02,22174897280
2023-10-03,21766755520
2023-10-04,22029994880
2023-10-05,21769170560
2023-10-06,21969618880
2023-10-09,21998599360
2023-10-10,22206292800
2023-10-11,22307724480
2023-10-12,22046900160
2023-10-13,21776415680
2023-10-16,22194217600
2023-10-17,22464702080
2023-10-18,21817471360
2023-10-19,22257008640
2023-10-20,22172482240
2023-10-23,21650833600
2023-10-24,21600117760
2023-10-25,21194391040
2023-10-26,21418989760
2023-10-27,21293407680
2023-10-30,21559062080
2023-10-31,22590284160
2023-11-01,22817297920
2023-11-02,22776242240
2023-11-03,23408982720
2023-11-06,23223024640
2023-11-07,23370342080
2023-11-08,23380002240
2023-11-09,23382417280
2023-11-10,23778483840
2023-11-13,23790559040
2023-11-14,24440204800
2023-11-15,24208360960
2023-11-16,24454695040
2023-11-17,24430544640
2023-11-20,24201115840
2023-11-21,24396734080
2023-11-22,24686538880
2023-11-24,24937703040
2023-11-27,24918382720
2023-11-28,24787970560
2023-11-29,24995664000
2023-11-30,25389315520
2023-12-01,25647724800
2023-12-04,25712930880
2023-12-05,25548708160
2023-12-06,25623574400
2023-12-07,25609084160
2023-12-08,25691195520
2023-12-11,26009980800
2023-12-12,26067941760
2023-12-13,26367406720
2023-12-14,26790038720
2023-12-15,26739322880
2023-12-18,26736907840
2023-12-19,26947016320
2023-12-20,26485743680
2023-12-21,26973581760
2023-12-22,27203010560
2023-12-26,27439684480
2023-12-27,27623227520
2023-12-28,27608737280
2023-12-29,27618397440
2024-01-02,27491544180
2024-01-03,26981232240
2024-01-04,27167459820
2024-01-05,27123926100
2024-01-08,27293223900
2024-01-09,27114251940
2024-01-10,27145692960
2024-01-11,27007836180
2024-01-12,27022347420
2024-01-16,26836119840
2024-01-17,26528965260
2024-01-18,26942535600
2024-01-19,27056206980
2024-01-22,27421406520
2024-01-23,27513311040
2024-01-24,27015091800
2024-01-25,27324664920
2024-01-26,27181971060
2024-01-29,27416569440
2024-01-30,27510892500
2024-01-31,27194063760
2024-02-01,27905114520
2024-02-02,27914788680
2024-02-05,27590704320
2024-02-06,28916064240
2024-02-07,29832690900
2024-02-08,29598092520
2024-02-09,30062452200
2024-02-12,29820598200
2024-02-13,29440887420
2024-02-14,30028592640
2024-02-15,30091474680
2024-02-16,29939106660
2024-02-20,30014081400
2024-02-21,29866550460
2024-02-22,30255935400
2024-02-23,30384118020
2024-02-26,30403466340
2024-02-27,30398629260
2024-02-28,30384118020
2024-02-29,30727550700
2024-03-01,30942800760
2024-03-04,30921033900
2024-03-05,30519556260
2024-03-06,30558252900
2024-03-07,30708202380
2024-03-08,30734806320
2024-03-11,30517137720
2024-03-12,31068564840
2024-03-13,30962149080
2024-03-14,30947637840
2024-03-15,30780758580
2024-03-18,30833966460
2024-03-19,31066146299
2024-03-20,31129028340
2024-03-21,31438601460
2024-03-22,31249955340
2024-03-25,30899267040
2024-03-26,30933126600
2024-03-27,31291070520
2024-03-28,31257210960
2024-04-01,31112098559
2024-04-02,30986334480
2024-04-03,31165306440
2024-04-04,30775921500
2024-04-05,31022612580
2024-04-08,30896848500
2024-04-09,31182236220
2024-04-10,31003264260
2024-04-11,31148376659
2024-04-12,30983915940
2024-04-15,30785595660
2024-04-16,30957312000
2024-04-17,30526811880
2024-04-18,30754154640
2024-04-19,30918615360
2024-04-22,31194328919
2024-04-23,31615154880
2024-04-24,31603062179
2024-04-25,31588550940
2024-04-26,32021469600
2024-04-29,32067421860
2024-04-30,31610317799
2024-05-01,31673199840
2024-05-02,32889725460
2024-05-03,33184787340
2024-05-06,33666076799
2024-05-07,33866815620
2024-05-08,34149784799
2024-05-09,34490798940
2024-05-10,34585122000
2024-05-13,34166714580
2024-05-14,34360197780
2024-05-15,34776186660
2024-05-16,34507728720
2024-05-17,34662515280
2024-05-20,35255057580
2024-05-21,35298591300
2024-05-22,35117200800
2024-05-23,34759256880
2024-05-24,34887439500
2024-05-28,33946627440
2024-05-29,33363759299
2024-05-30,33714447600
2024-05-31,34106251080
2024-06-03,33523382940
2024-06-04,33158183400
2024-06-05,33779748179
2024-06-06,33102556980
2024-06-07,33211391280
2024-06-10,33678169500
2024-06-11,33501616080
2024-06-12,34024020720
2024-06-13,34021602179
2024-06-14,33380689080
2024-06-17,33748307159
2024-06-18,33949045980
2024-06-20,33673332419
2024-06-21,33537894179
2024-06-24,33458082360
2024-06-25,33117068220
2024-06-26,32942933340
2024-06-27,32986467059
2024-06-28,32802658020
2024-07-01,31811056620
2024-07-02,31990028580
2024-07-03,32096444340
2024-07-05,32471318039
2024-07-08,32422947240
2024-07-09,32309275860
2024-07-10,32974374360
2024-07-11,33344410980
2024-07-12,33477430679
2024-07-15,33206554200
2024-07-16,34164296039
2024-07-17,33617706000
2024-07-18,33385526159
2024-07-19,33252506460
2024-07-22,33699936360
2024-07-23,34033694880
2024-07-24,33063860340
2024-07-25,33165439020
2024-07-26,34159051920
2024-07-29,34331215160
2024-07-30,32378510559
2024-07-31,32383362000
2024-08-01,32342124760
2024-08-02,31570745800
2024-08-05,30598032080
2024-08-06,30901247080
2024-08-07,30765406760
2024-08-08,31129264760
2024-08-09,31192333480
