,SWKS
2009-06-23,1602124580
2009-06-24,1657255040
2009-06-25,1667278760
2009-06-26,1673961240
2009-06-29,1665608140
2009-06-30,1635536979
2009-07-01,1677302479
2009-07-02,1687326200
2009-07-06,1699535280
2009-07-07,1640811500
2009-07-08,1723715660
2009-07-09,1754804720
2009-07-10,1782439440
2009-07-13,1829073030
2009-07-14,1822164350
2009-07-15,1943066250
2009-07-16,1905068510
2009-07-17,1956883610
2009-07-20,1991427010
2009-07-21,1951702100
2009-07-22,2017334560
2009-07-23,2124419100
2009-07-24,2084694190
2009-07-27,2086421360
2009-07-28,2063968149
2009-07-29,2082967020
2009-07-30,2101965890
2009-07-31,2086421360
2009-08-03,2067422490
2009-08-04,2065695320
2009-08-05,1994881350
2009-08-06,1953429270
2009-08-07,1939611910
2009-08-10,1925794550
2009-08-11,1906795679
2009-08-12,1941339080
2009-08-13,1963792289
2009-08-14,1925794550
2009-08-17,1882615300
2009-08-18,1908522850
2009-08-19,1899887000
2009-08-20,1987972670
2009-08-21,2082967020
2009-08-24,2081239850
2009-08-25,2114056080
2009-08-26,2063968149
2009-08-27,2041514940
2009-08-28,2086421360
2009-08-31,2008698710
2009-09-01,1955156440
2009-09-02,1955156440
2009-09-03,2063968149
2009-09-04,2141690800
2009-09-08,2191778730
2009-09-09,2202141750
2009-09-10,2466398760
2009-09-11,2397311960
2009-09-14,2393857620
2009-09-15,2373131580
2009-09-16,2383494600
2009-09-17,2347224030
2009-09-18,2342042520
2009-09-21,2409402150
2009-09-22,2395584790
2009-09-23,2359314220
2009-09-24,2283318740
2009-09-25,2234957980
2009-09-28,2285045910
2009-09-29,2245321000
2009-09-30,2286773080
2009-10-01,2098511550
2009-10-02,2055332300
2009-10-05,2070876830
2009-10-06,2131327780
2009-10-07,2074331170
2009-10-08,2039787770
2009-10-09,2143417970
2009-10-12,2110601740
2009-10-13,2079512679
2009-10-14,2157235330
2009-10-15,2070876830
2009-10-16,1981063990
2009-10-19,2013880220
2009-10-20,2057059470
2009-10-21,2010425880
2009-10-22,1924067380
2009-10-23,1898159830
2009-10-26,1842890390
2009-10-27,1791075289
2009-10-28,1773803590
2009-10-29,1804892649
2009-10-30,1801438310
2009-11-02,1782439440
2009-11-03,1797983970
2009-11-04,1784166610
2009-11-05,1894705490
2009-11-06,2074331170
2009-11-09,2110601740
2009-11-10,2084694190
2009-11-11,2101965890
2009-11-12,2076058340
2009-11-13,2086421360
2009-11-16,2143417970
2009-11-17,2160689670
2009-11-18,2169325520
2009-11-19,2112328910
2009-11-20,2098511550
2009-11-23,2146872310
2009-11-24,2162416840
2009-11-25,2164144010
2009-11-27,2117510420
2009-11-30,2126146270
2009-12-01,2272955720
2009-12-02,2316134970
2009-12-03,2317862140
2009-12-04,2357587050
2009-12-07,2390403280
2009-12-08,2376585920
2009-12-09,2423219510
2009-12-10,2369677240
2009-12-11,2359314220
2009-12-14,2423219510
2009-12-15,2335133840
2009-12-16,2412856490
2009-12-17,2335133840
2009-12-18,2409402150
2009-12-21,2452581400
2009-12-22,2442218380
2009-12-23,2452581400
2009-12-24,2464671590
2009-12-28,2431855360
2009-12-29,2437036870
2009-12-30,2469853100
2009-12-31,2450854230
2010-01-04,2585334180
2010-01-05,2625457450
2010-01-06,2601034590
2010-01-07,2571378260
2010-01-08,2616735000
2010-01-11,2618479490
2010-01-12,2566144790
2010-01-13,2625457450
2010-01-14,2674303170
2010-01-15,2578356220
2010-01-19,2592312140
2010-01-20,2566144790
2010-01-21,2529510500
2010-01-22,2409140690
2010-01-25,2433563550
2010-01-26,2332383130
2010-01-27,2365528440
2010-01-28,2309704760
2010-01-29,2213757810
2010-02-01,2309704760
2010-02-02,2386462320
2010-02-03,2402162730
2010-02-04,2335872110
2010-02-05,2351572520
2010-02-08,2356805990
2010-02-09,2400418240
2010-02-10,2398673750
2010-02-11,2423096610
2010-02-12,2419607630
2010-02-16,2463219880
2010-02-17,2498109680
2010-02-18,2552188870
2010-02-19,2543466420
2010-02-22,2667325210
2010-02-23,2573122750
2010-02-24,2651624800
2010-02-25,2611501530
2010-02-26,2663836230
2010-03-01,2733615830
2010-03-02,2749316240
2010-03-03,2710937460
2010-03-04,2707448480
2010-03-05,2751060730
2010-03-08,2777228080
2010-03-09,2756294200
2010-03-10,2747571750
2010-03-11,2726637870
2010-03-12,2679536640
2010-03-15,2679536640
2010-03-16,2733615830
2010-03-17,2806884410
2010-03-18,2759783180
2010-03-19,2672558680
2010-03-22,2737104810
2010-03-23,2862708090
2010-03-24,2799906450
2010-03-25,2847007680
2010-03-26,2784206040
2010-03-29,2752805220
2010-03-30,2796417470
2010-03-31,2721404400
2010-04-01,2702215010
2010-04-05,2804410100
2010-04-06,2790370500
2010-04-07,2762291300
2010-04-08,2735967050
2010-04-09,2764046250
2010-04-12,2772821000
2010-04-13,2792125450
2010-04-14,2857058600
2010-04-15,2881627900
2010-04-16,2835999200
2010-04-19,2774575950
2010-04-20,2807920000
2010-04-21,2795635350
2010-04-22,2746496750
2010-04-23,2728947250
2010-04-26,2764046250
2010-04-27,2706132900
2010-04-28,2758781400
2010-04-29,2850038799
2010-04-30,2953580849
2010-05-03,3060632800
2010-05-04,2948316000
2010-05-05,2883382850
2010-05-06,2725437350
2010-05-07,2634179950
2010-05-10,2769311100
2010-05-11,2751761600
2010-05-12,2813184850
2010-05-13,2765801200
2010-05-14,2735967050
2010-05-17,2688583400
2010-05-18,2548187400
2010-05-19,2578021550
2010-05-20,2497293850
2010-05-21,2558717100
2010-05-24,2614875500
2010-05-25,2616630450
2010-05-26,2635934900
2010-05-27,2828979400
2010-05-28,2795635350
2010-06-01,2757026450
2010-06-02,2914971950
2010-06-03,2944806100
2010-06-04,2820204650
2010-06-07,2713152700
2010-06-08,2716662600
2010-06-09,2683318550
2010-06-10,2771066050
2010-06-11,2862323450
2010-06-14,2883382850
2010-06-15,3025533799
2010-06-16,3013249150
2010-06-17,3106261500
2010-06-18,3137850600
2010-06-21,3069407549
2010-06-22,3046593200
2010-06-23,3092221900
2010-06-24,2999209550
2010-06-25,3086957050
2010-06-28,3143115450
2010-06-29,2985169950
2010-06-30,2946561050
2010-07-01,2929011550
2010-07-02,3006947840
2010-07-06,2950928979
2010-07-07,3124406740
2010-07-08,3099107899
2010-07-09,3117178500
2010-07-12,3108143200
2010-07-13,3169583240
2010-07-14,3185846780
2010-07-15,3173197360
2010-07-16,3077423180
2010-07-19,3131634979
2010-07-20,3088265540
2010-07-21,3109950260
2010-07-22,3261743300
2010-07-23,3388237500
2010-07-26,3456905780
2010-07-27,3411729280
2010-07-28,3382816320
2010-07-29,3270778600
2010-07-30,3167776180
2010-08-02,3268971540
2010-08-03,3229216220
2010-08-04,3283428020
2010-08-05,3231023280
2010-08-06,3306919800
2010-08-09,3312340979
2010-08-10,3240058580
2010-08-11,3124406740
2010-08-12,3133442040
2010-08-13,3081037300
2010-08-16,3095493780
2010-08-17,3160547939
2010-08-18,3212952680
2010-08-19,3173197360
2010-08-20,3194882080
2010-08-23,3117178500
2010-08-24,3122599680
2010-08-25,3102722020
2010-08-26,3129827920
2010-08-27,3323183340
2010-08-30,3214759740
2010-08-31,3220180920
2010-09-01,3301498620
2010-09-02,3334025700
2010-09-03,3411729280
2010-09-07,3350289240
2010-09-08,3390044560
2010-09-09,3397272800
2010-09-10,3314148040
2010-09-13,3395465740
2010-09-14,3464134020
2010-09-15,3480397560
2010-09-16,3511117580
2010-09-17,3559908200
2010-09-20,3576171740
2010-09-21,3568943500
2010-09-22,3597856460
2010-09-23,3608698820
2010-09-24,3767720100
2010-09-27,3773141280
2010-09-28,3811089540
2010-09-29,3782176580
2010-09-30,3735193020
2010-10-01,3731578899
2010-10-04,3668331800
2010-10-05,3783983640
2010-10-06,3644840020
2010-10-07,3628576479
2010-10-08,3704473000
2010-10-11,3706280060
2010-10-12,3832774260
2010-10-13,3840002500
2010-10-14,3852651920
2010-10-15,3943004920
2010-10-18,3908670780
2010-10-19,3843616620
2010-10-20,3886986060
2010-10-21,3742421260
2010-10-22,3881564880
2010-10-25,3970110820
2010-10-26,3914091960
2010-10-27,4129132100
2010-10-28,4098412080
2010-10-29,4141781520
2010-11-01,4085762660
2010-11-02,4159852120
2010-11-03,4112868560
2010-11-04,4279118080
2010-11-05,4367664020
2010-11-08,4313452220
2010-11-09,4300802800
2010-11-10,4300802800
2010-11-11,4214063920
2010-11-12,4181536840
2010-11-15,4145395640
2010-11-16,4040586160
2010-11-17,4139974460
2010-11-18,4300802800
2010-11-19,4358628720
2010-11-22,4488737040
2010-11-23,4474280560
2010-11-24,4723654840
2010-11-26,4696548940
2010-11-29,4662214800
2010-11-30,4598967700
2010-12-01,4785094880
2010-12-02,4877254940
2010-12-03,4982064420
2010-12-06,4991099720
2010-12-07,4929659680
2010-12-08,4944116160
2010-12-09,5010977380
2010-12-10,5066996240
2010-12-13,4895325540
2010-12-14,4859184340
2010-12-15,4879062000
2010-12-16,5025433860
2010-12-17,5139278640
2010-12-20,5083259780
2010-12-21,5103137440
2010-12-22,5077838600
2010-12-23,5130243340
2010-12-27,5195297500
2010-12-28,5204332800
2010-12-29,5273001080
2010-12-30,5254930480
2010-12-31,5252774730
2011-01-03,5423402760
2011-01-04,5436245730
2011-01-05,5540824200
2011-01-06,5531650650
2011-01-07,5548163040
2011-01-10,5816030700
2011-01-11,5799518310
2011-01-12,5849055480
2011-01-13,5834377800
2011-01-14,5964642210
2011-01-18,6010509960
2011-01-19,5854559610
2011-01-20,5509634130
2011-01-21,5355518490
2011-01-24,5355518490
2011-01-25,5505964710
2011-01-26,5777501790
2011-01-27,6008675250
2011-01-28,5748146430
2011-01-31,5828873670
2011-02-01,6003171120
2011-02-02,6039865320
2011-02-03,6203154510
2011-02-04,6406807320
2011-02-07,6520559340
2011-02-08,6505881660
2011-02-09,6456344490
2011-02-10,6553584120
2011-02-11,6705865049
2011-02-14,6779253450
2011-02-15,6665501430
2011-02-16,6726046859
2011-02-17,6784757579
2011-02-18,6724212150
2011-02-22,6294890010
2011-02-23,6129766109
2011-02-24,6404972609
2011-02-25,6603121290
2011-02-28,6593947740
2011-03-01,6375617250
2011-03-02,6335253630
2011-03-03,6496708109
2011-03-04,6417815579
2011-03-07,6313237109
2011-03-08,6204989220
2011-03-09,5872906710
2011-03-10,5805022440
2011-03-11,5841716640
2011-03-14,5737138170
2011-03-15,5805022440
2011-03-16,5660080350
2011-03-17,5494956450
2011-03-18,5498625870
2011-03-21,5720625780
2011-03-22,5590361370
2011-03-23,5643567960
2011-03-24,5849055480
2011-03-25,5927948010
2011-03-28,5975650470
2011-03-29,5979319890
2011-03-30,5990328150
2011-03-31,5944460400
2011-04-01,5778937500
2011-04-04,5657662500
2011-04-05,5674200000
2011-04-06,5279137500
2011-04-07,5097225000
2011-04-08,5062312500
2011-04-11,4985137500
2011-04-12,4843650000
2011-04-13,4896937500
2011-04-14,4851000000
2011-04-15,4836300000
2011-04-18,4786687500
2011-04-19,4937362500
2011-04-20,5130300000
2011-04-21,5179912500
2011-04-25,5185425000
2011-04-26,5198287500
2011-04-27,5056800000
2011-04-28,5054962500
2011-04-29,5780775000
2011-05-02,5619075000
2011-05-03,5479425000
2011-05-04,5420625000
2011-05-05,5479425000
2011-05-06,5440837500
2011-05-09,5450025000
2011-05-10,5501475000
2011-05-11,5286487500
2011-05-12,5249737500
2011-05-13,5207475000
2011-05-16,5005350000
2011-05-17,4895100000
2011-05-18,5099062500
2011-05-19,5054962500
2011-05-20,5018212500
2011-05-23,4893262500
2011-05-24,4873050000
2011-05-25,4931850000
2011-05-26,4966762500
2011-05-27,4685625000
2011-05-31,4680112500
2011-06-01,4512900000
2011-06-02,4579050000
2011-06-03,4237275000
2011-06-06,4277700000
2011-06-07,4608450000
2011-06-08,4487175000
2011-06-09,4582725000
2011-06-10,4468800000
2011-06-13,4321800000
2011-06-14,4577212500
2011-06-15,4432050000
2011-06-16,4319962500
2011-06-17,4255650000
2011-06-20,3987375000
2011-06-21,4139887500
2011-06-22,4114162500
2011-06-23,4277700000
2011-06-24,4202362500
2011-06-27,4211550000
2011-06-28,4329150000
2011-06-29,4156425000
2011-06-30,4222575000
2011-07-01,4303373040
2011-07-05,4233608460
2011-07-06,4341927150
2011-07-07,4628329110
2011-07-08,4538369520
2011-07-11,4448409930
2011-07-12,4158336149
2011-07-13,4191382529
2011-07-14,4108766580
2011-07-15,4163843880
2011-07-18,4081227930
2011-07-19,4204233899
2011-07-20,4334583510
2011-07-21,4163843880
2011-07-22,4953285180
2011-07-25,4857817860
2011-07-26,4956957000
2011-07-27,4791725100
2011-07-28,4690750050
2011-07-29,4646688210
2011-08-01,4589775000
2011-08-02,4323568050
2011-08-03,4461261300
2011-08-04,4094079300
2011-08-05,3796661880
2011-08-08,3559829490
2011-08-09,3769123230
2011-08-10,3723225480
2011-08-11,4042673820
2011-08-12,4051853370
2011-08-15,4242788010
2011-08-16,3941698770
2011-08-17,3921503760
2011-08-18,3565337220
2011-08-19,3447838980
2011-08-22,3508424010
2011-08-23,3679163640
2011-08-24,3680999550
2011-08-25,3572680860
2011-08-26,3651624990
2011-08-29,3818692800
2011-08-30,3827872350
2011-08-31,3787482330
2011-09-01,3840723720
2011-09-02,3602055420
2011-09-06,3543306300
2011-09-07,3703030470
2011-09-08,3732405029
2011-09-09,3594711779
2011-09-12,3723225480
2011-09-13,3890293290
2011-09-14,4072048380
2011-09-15,4103258850
2011-09-16,4051853370
2011-09-19,3963729690
2011-09-20,3960057870
2011-09-21,4024314720
2011-09-22,3728733210
2011-09-23,3838887810
2011-09-26,3776466870
2011-09-27,3778302779
2011-09-28,3644281350
2011-09-29,3504752190
2011-09-30,3303849760
2011-10-03,3119893760
2011-10-04,3340640960
2011-10-05,3557709040
2011-10-06,3555869479
2011-10-07,3519078280
2011-10-10,3598179360
2011-10-11,3662563960
2011-10-12,3811568320
2011-10-13,3942177080
2011-10-14,4120614399
2011-10-17,3907225439
2011-10-18,4032315520
2011-10-19,3831803479
2011-10-20,3804210080
2011-10-21,3850199080
2011-10-24,4026796840
2011-10-25,3866755120
2011-10-26,3934818840
2011-10-27,3932979280
2011-10-28,3732467240
2011-10-31,3644168360
2011-11-01,3515399160
2011-11-02,3509880479
2011-11-03,3771098000
2011-11-04,4015759479
2011-11-07,3921941920
2011-11-08,3886990280
2011-11-09,3609216720
2011-11-10,3509880479
2011-11-11,3636810120
2011-11-14,3585302439
2011-11-15,3592660680
2011-11-16,3493324439
2011-11-17,3200834399
2011-11-18,3125412439
2011-11-21,3048150920
2011-11-22,2924900400
2011-11-23,2674720240
2011-11-25,2599298280
2011-11-28,2639768600
2011-11-29,2669201560
2011-11-30,3000322360
2011-12-01,2972728960
2011-12-02,3007680600
2011-12-05,3013199280
2011-12-06,2961691600
2011-12-07,2915702600
2011-12-08,2809008120
2011-12-09,2849478440
2011-12-12,2757500440
2011-12-13,2590100480
2011-12-14,2582742240
2011-12-15,2628731240
2011-12-16,2643447720
2011-12-19,2711511440
2011-12-20,2856836680
2011-12-21,2845799320
2011-12-22,3004001479
2011-12-23,2981926760
2011-12-27,2978247640
2011-12-28,2939616880
2011-12-29,2961691600
2011-12-30,3004041320
2012-01-03,3115164920
2012-01-04,3107756680
2012-01-05,3200359680
2012-01-06,3176282899
2012-01-09,3298518860
2012-01-10,3330003880
2012-01-11,3339264180
2012-01-12,3330003880
2012-01-13,3267033840
2012-01-17,3387417740
2012-01-18,3533730479
2012-01-19,3561511380
2012-01-20,3961556340
2012-01-23,3943035740
2012-01-24,3993041360
2012-01-25,4031934620
2012-01-26,4004153720
2012-01-27,4074532000
2012-01-30,4030082560
2012-01-31,3996745479
2012-02-01,4043046979
2012-02-02,4228252979
2012-02-03,4385678080
2012-02-06,4341228640
2012-02-07,4387530140
2012-02-08,4496801680
2012-02-09,4546807300
2012-02-10,4344932760
2012-02-13,4376417780
2012-02-14,4441239880
2012-02-15,4489393440
2012-02-16,4670895320
2012-02-17,4604221160
2012-02-21,4589404680
2012-02-22,4602369100
2012-02-23,4733865360
2012-02-24,4789427160
2012-02-27,4926479600
2012-02-28,4980189340
2012-02-29,4995005820
2012-03-01,5069088220
2012-03-02,5085756760
2012-03-05,4828320420
2012-03-06,4700528280
2012-03-07,4832024540
2012-03-08,4957964620
2012-03-09,4983893460
2012-03-12,4898698700
2012-03-13,5028342900
2012-03-14,5135762380
2012-03-15,5239477740
2012-03-16,5195028300
2012-03-19,5308003960
2012-03-20,5235773620
2012-03-21,5276518940
2012-03-22,5259850400
2012-03-23,5215400960
2012-03-26,5282075120
2012-03-27,5298743660
2012-03-28,5152430920
2012-03-29,5122797960
2012-03-30,5150337850
2012-04-02,5161513990
2012-04-03,5127985570
2012-04-04,4913776220
2012-04-05,5018086860
2012-04-09,4908188150
2012-04-10,4796426750
2012-04-11,4908188150
2012-04-12,5032988380
2012-04-13,4897012010
2012-04-16,4852307450
2012-04-17,5010636100
2012-04-18,5072104870
2012-04-19,4826229790
2012-04-20,4541238220
2012-04-23,4341930390
2012-04-24,4425751440
2012-04-25,4697704180
2012-04-26,4749859500
2012-04-27,5180140890
2012-04-30,5055340660
2012-05-01,5066516800
2012-05-02,5083281010
2012-05-03,4870934350
2012-05-04,4762898330
2012-05-07,4703292250
2012-05-08,4595256230
2012-05-09,4641823480
2012-05-10,4701429560
2012-05-11,4729369910
2012-05-14,4639960790
2012-05-15,4757310260
2012-05-16,4788975990
2012-05-17,4563590500
2012-05-18,4364282670
2012-05-21,4673489210
2012-05-22,4755447570
2012-05-23,4863483590
2012-05-24,4751722190
2012-05-25,4783387920
2012-05-29,5025537620
2012-05-30,4807602890
2012-05-31,5003185340
2012-06-01,4699566870
2012-06-04,4813190960
2012-06-05,4975244990
2012-06-06,5290039600
2012-06-07,5116809430
2012-06-08,5208081240
2012-06-11,5010636100
2012-06-12,5170827440
2012-06-13,5284451530
2012-06-14,5107495980
2012-06-15,5234158900
2012-06-18,5263961940
2012-06-19,5228570830
2012-06-20,5250923110
2012-06-21,4965931540
2012-06-22,5001322650
2012-06-25,4746134120
2012-06-26,4656725000
2012-06-27,4798289440
2012-06-28,4803877510
2012-06-29,5134138320
2012-07-02,5119104240
2012-07-03,5201791680
2012-07-05,5186757600
2012-07-06,4978159740
2012-07-09,5008227900
2012-07-10,4844732280
2012-07-11,4856007840
2012-07-12,4946212320
2012-07-13,5040175320
2012-07-16,4859766360
2012-07-17,4795871520
2012-07-18,5006348640
2012-07-19,5481801420
2012-07-20,5370925080
2012-07-23,5175482040
2012-07-24,4993193820
2012-07-25,5027020500
2012-07-26,5151051660
2012-07-27,5284479120
2012-07-30,5229980580
2012-07-31,5436699180
2012-08-01,5295754680
2012-08-02,5237497620
2012-08-03,5322064320
2012-08-06,5355891000
2012-08-07,5461129560
2012-08-08,5384079900
2012-08-09,5449854000
2012-08-10,5568247380
2012-08-13,5523145140
2012-08-14,5493076980
2012-08-15,5370925080
2012-08-16,5568247380
2012-08-17,5600194800
2012-08-20,5536299960
2012-08-21,5572005900
2012-08-22,5494956240
2012-08-23,5598315540
2012-08-24,5570126640
2012-08-27,5440457700
2012-08-28,5541937740
2012-08-29,5587039980
2012-08-30,5525024400
2012-08-31,5724225960
2012-09-04,5641538520
2012-09-05,5487439200
2012-09-06,5859532680
2012-09-07,5855774160
2012-09-10,5620866660
2012-09-11,5536299960
2012-09-12,5461129560
2012-09-13,5436699180
2012-09-14,5564488860
2012-09-17,5449854000
2012-09-18,5491197720
2012-09-19,5540058480
2012-09-20,4515861780
2012-09-21,4662444060
2012-09-24,4515861780
2012-09-25,4418140260
2012-09-26,4356124680
2012-09-27,4500827700
2012-09-28,4461722120
2012-10-01,4353777230
2012-10-02,4435209340
2012-10-03,4429528030
2012-10-04,4457934580
2012-10-05,4450359500
2012-10-08,4384077550
2012-10-09,4351883460
2012-10-10,4257194960
2012-10-11,4243938570
2012-10-12,4198488090
2012-10-15,4262876270
2012-10-16,4459828350
2012-10-17,4384077550
2012-10-18,4270451350
2012-10-19,4192806780
2012-10-22,4278026430
2012-10-23,4300751670
2012-10-24,4295070360
2012-10-25,4331051990
2012-10-26,4387865090
2012-10-31,4429528030
2012-11-01,4560198160
2012-11-02,3778071150
2012-11-05,3948510450
2012-11-06,3946616680
2012-11-07,3800796390
2012-11-08,3791327540
2012-11-09,3895484890
2012-11-12,3940935369
2012-11-13,3948510450
2012-11-14,3925785210
2012-11-15,3834884250
2012-11-16,3753452140
2012-11-19,3912528820
2012-11-20,3986385850
2012-11-21,4043198950
2012-11-23,4122737290
2012-11-26,4096224510
2012-11-27,4100012049
2012-11-28,4082968119
2012-11-29,4243938570
2012-11-30,4289389049
2012-12-03,4308326750
2012-12-04,4387865090
2012-12-05,4452253270
2012-12-06,4425740490
2012-12-07,4325370680
2012-12-10,4228788409
2012-12-11,4332945760
2012-12-12,4260982500
2012-12-13,3986385850
2012-12-14,3749664600
2012-12-17,3931466520
2012-12-18,3995854700
2012-12-19,3952297990
2012-12-20,3863290799
2012-12-21,3802690159
2012-12-24,3838671790
2012-12-26,3749664600
2012-12-27,3781858690
2012-12-28,3751356000
2012-12-31,3830610000
2013-01-02,4085354999
2013-01-03,4055162999
2013-01-04,3953265000
2013-01-07,4011762000
2013-01-08,3851367000
2013-01-09,3964587000
2013-01-10,4023084000
2013-01-11,4032519000
2013-01-14,3964587000
2013-01-15,3868350000
2013-01-16,4021196999
2013-01-17,4087242000
2013-01-18,3940056000
2013-01-22,3917412000
2013-01-23,4121208000
2013-01-24,4045728000
2013-01-25,3972135000
2013-01-28,4021196999
2013-01-29,3994779000
2013-01-30,4068371999
2013-01-31,4517478000
2013-02-01,4591071000
2013-02-04,4440111000
2013-02-05,4451433000
2013-02-06,4562766000
2013-02-07,4485399000
2013-02-08,4515591000
2013-02-11,4575975000
2013-02-12,4566540000
2013-02-13,4585410000
2013-02-14,4711839000
2013-02-15,4623150000
2013-02-19,4630698000
2013-02-20,4457094000
2013-02-21,3992892000
2013-02-22,4123095000
2013-02-25,3949491000
2013-02-26,3857028000
2013-02-27,3998553000
2013-02-28,4019310000
2013-03-01,3906090000
2013-03-04,3853254000
2013-03-05,3938169000
2013-03-06,3992892000
2013-03-07,3979683000
2013-03-08,4038179999
2013-03-11,4045728000
2013-03-12,4058937000
2013-03-13,4183479000
2013-03-14,4208010000
2013-03-15,4102337999
2013-03-18,4070259000
2013-03-19,4083468000
2013-03-20,4091016000
2013-03-21,4060824000
2013-03-22,4055162999
2013-03-25,4013649000
2013-03-26,4075920000
2013-03-27,4083468000
2013-03-28,4157061000
2013-04-01,3955920000
2013-04-02,3913002000
2013-04-03,3830898000
2013-04-04,3920466000
2013-04-05,3901806000
2013-04-08,3963383999
2013-04-09,3937260000
2013-04-10,4075344000
2013-04-11,4183572000
2013-04-12,4125726000
2013-04-15,3965250000
2013-04-16,4038024000
2013-04-17,3858888000
2013-04-18,3759989999
2013-04-19,3763722000
2013-04-22,3840227999
2013-04-23,3881280000
2013-04-24,4000704000
2013-04-25,4108932000
2013-04-26,3996972000
2013-04-29,4114530000
2013-04-30,4118262000
2013-05-01,4024962000
2013-05-02,4095870000
2013-05-03,4172376000
2013-05-06,4299264000
2013-05-07,4232088000
2013-05-08,4293666000
2013-05-09,4340316000
2013-05-10,4420554000
2013-05-13,4396296000
2013-05-14,4418688000
2013-05-15,4469070000
2013-05-16,4403760000
2013-05-17,4457874000
2013-05-20,4428018000
2013-05-21,4418688000
2013-05-22,4334718000
2013-05-23,4308594000
2013-05-24,4224624000
2013-05-28,4265676000
2013-05-29,4213427999
2013-05-30,4411224000
2013-05-31,4452276000
2013-06-03,4398162000
2013-06-04,4403760000
2013-06-05,4316058000
2013-06-06,4228356000
2013-06-07,4179839999
2013-06-10,4136922000
2013-06-11,3982044000
2013-06-12,3866352000
2013-06-13,4101468000
2013-06-14,4062282000
2013-06-17,4073477999
2013-06-18,4163045999
2013-06-19,4144386000
2013-06-20,4034292000
2013-06-21,4067880000
2013-06-24,3948456000
2013-06-25,3993239999
2013-06-26,4060416000
2013-06-27,4030560000
2013-06-28,4054028000
2013-07-01,4059584000
2013-07-02,3996615999
2013-07-03,4039212000
2013-07-05,4046620000
2013-07-08,3887347999
2013-07-09,3954020000
2013-07-10,3976244000
2013-07-11,4063288000
2013-07-12,4109588000
2013-07-15,4063288000
2013-07-16,4211447999
2013-07-17,4226264000
2013-07-18,4157740000
2013-07-19,4424428000
2013-07-22,4431836000
2013-07-23,4491100000
2013-07-24,4539252000
2013-07-25,4520732000
2013-07-26,4435540000
2013-07-29,4370720000
2013-07-30,4402204000
2013-07-31,4452208000
2013-08-01,4581848000
2013-08-02,4557772000
2013-08-05,4565180000
2013-08-06,4492952000
2013-08-07,4376276000
2013-08-08,4378128000
2013-08-09,4398500000
2013-08-12,4491100000
2013-08-13,4581848000
2013-08-14,4570736000
2013-08-15,4520732000
2013-08-16,4537400000
2013-08-19,4535548000
2013-08-20,4602220000
2013-08-21,4587404000
2013-08-22,4646668000
2013-08-23,4659632000
2013-08-26,4668892000
2013-08-27,4526288000
2013-08-28,4696672000
2013-08-29,4800384000
2013-08-30,4696672000
2013-09-03,4705932000
2013-09-04,4781864000
2013-09-05,4798532000
2013-09-06,4763344000
2013-09-09,4813348000
2013-09-10,4876316000
2013-09-11,4737416000
2013-09-12,4704080000
2013-09-13,4680004000
2013-09-16,4687412000
2013-09-17,4755936000
2013-09-18,4772604000
2013-09-19,4746676000
2013-09-20,4739268000
2013-09-23,4789272000
2013-09-24,4783716000
2013-09-25,4654076000
2013-09-26,4631852000
2013-09-27,4612174000
2013-09-30,4625208000
2013-10-01,4759272000
2013-10-02,4690378000
2013-10-03,4640104000
2013-10-04,4774168000
2013-10-07,4708998000
2013-10-08,4630794000
2013-10-09,4599140000
2013-10-10,4669896000
2013-10-11,4664310000
2013-10-14,4694102000
2013-10-15,4627070000
2013-10-16,4690378000
2013-10-17,4580520000
2013-10-18,4640104000
2013-10-21,4766720000
2013-10-22,4710860000
2013-10-23,4439008000
2013-10-24,4414802000
2013-10-25,4442732000
2013-10-28,4513488000
2013-10-29,4582382000
2013-10-30,4558176000
2013-10-31,4803960000
2013-11-01,4835614000
2013-11-04,4805822000
2013-11-05,4805822000
2013-11-06,4874716000
2013-11-07,4701550000
2013-11-08,4720170000
2013-11-11,4682930000
2013-11-12,4759272000
2013-11-13,4843062000
2013-11-14,4854234000
2013-11-15,4828166000
2013-11-18,4716446000
2013-11-19,4677344000
2013-11-20,4779754000
2013-11-21,4947334000
2013-11-22,4936162000
2013-11-25,4975264000
2013-11-26,4930576000
2013-11-27,4954782000
2013-11-29,4951058000
2013-12-02,5060916000
2013-12-03,5135396000
2013-12-04,5144706000
2013-12-05,5241530000
2013-12-06,5120500000
2013-12-09,5293666000
2013-12-10,5258288000
2013-12-11,5189394000
2013-12-12,5163326000
2013-12-13,5086984000
2013-12-16,5152154000
2013-12-17,5289942000
2013-12-18,5208014000
2013-12-19,5114914000
2013-12-20,5155878000
2013-12-23,5187532000
2013-12-24,5228496000
2013-12-26,5198704000
2013-12-27,5219090000
2013-12-30,5307168000
2013-12-31,5352144000
2014-01-02,5134760000
2014-01-03,5194728000
2014-01-06,5177862000
2014-01-07,5207846000
2014-01-08,5232208000
2014-01-09,5194728000
2014-01-10,5200350000
2014-01-13,5329656000
2014-01-14,5419608000
2014-01-15,5455214000
2014-01-16,5363388000
2014-01-17,5721322000
2014-01-21,5850628000
2014-01-22,5919966000
2014-01-23,5889982000
2014-01-24,5766298000
2014-01-27,5693212000
2014-01-28,5631370000
2014-01-29,5648236000
2014-01-30,5726944000
2014-01-31,5668850000
2014-02-03,5541418000
2014-02-04,5567654000
2014-02-05,5595764000
2014-02-06,5670724000
2014-02-07,5710078000
