,PSA
2009-04-13,10850028600
2009-04-14,9924114600
2009-04-15,10743969360
2009-04-16,10873597320
2009-04-17,10914000840
2009-04-20,9981352920
2009-04-21,10988073960
2009-04-22,10183370520
2009-04-23,10759120680
2009-04-24,11289416880
2009-04-27,10860129480
2009-04-28,10622758800
2009-04-29,11178307200
2009-04-30,11255747280
2009-05-01,10885381680
2009-05-04,11573925000
2009-05-05,10774272000
2009-05-06,10971239160
2009-05-07,10572254400
2009-05-08,11164839359
2009-05-11,10594139640
2009-05-12,10824776400
2009-05-13,10371920280
2009-05-14,10678313640
2009-05-15,10336567200
2009-05-18,11114334960
2009-05-19,10890432120
2009-05-20,10834877280
2009-05-21,10834877280
2009-05-22,10782689400
2009-05-26,11338237799
2009-05-27,10912317359
2009-05-28,11035211400
2009-05-29,11213660280
2009-06-01,11291100359
2009-06-02,11026794000
2009-06-03,11136220200
2009-06-04,11467865760
2009-06-05,11191775040
2009-06-08,11156421960
2009-06-09,11206926359
2009-06-10,11168206320
2009-06-11,11045312280
2009-06-12,11390425680
2009-06-15,10930835640
2009-06-16,10878647760
2009-06-17,10705249320
2009-06-18,10824776400
2009-06-19,10893799079
2009-06-22,10410640320
2009-06-23,10472929080
2009-06-24,10760804160
2009-06-25,10890432120
2009-06-26,10885381680
2009-06-29,10868546880
2009-06-30,11025064040
2009-07-01,11198488230
2009-07-02,10693369230
2009-07-06,11109250540
2009-07-07,10671480740
2009-07-08,10678215660
2009-07-09,10567089480
2009-07-10,10509842660
2009-07-13,10902151750
2009-07-14,10939193810
2009-07-15,11206906880
2009-07-16,11264153700
2009-07-17,11122720380
2009-07-20,11350023930
2009-07-21,11331502900
2009-07-22,11366861230
2009-07-23,11813049680
2009-07-24,11738965560
2009-07-27,11829886980
2009-07-28,11838305630
2009-07-29,11809682220
2009-07-30,12097600049
2009-07-31,12218828609
2009-08-03,12390569070
2009-08-04,12653230950
2009-08-05,13114572970
2009-08-06,12649863490
2009-08-07,13028702740
2009-08-10,12727315070
2009-08-11,12237349640
2009-08-12,12255870670
2009-08-13,12218828609
2009-08-14,12036985770
2009-08-17,11380331070
2009-08-18,11407270750
2009-08-19,11339921549
2009-08-20,11614369540
2009-08-21,11841673090
2009-08-24,11878715150
2009-08-25,11952799270
2009-08-26,11920808400
2009-08-27,12080762750
2009-08-28,12031934579
2009-08-31,11878715150
2009-09-01,11370228690
2009-09-02,11398852100
2009-09-03,11605950890
2009-09-04,11727179450
2009-09-08,11860194120
2009-09-09,11909022290
2009-09-10,11993208790
2009-09-11,11767588970
2009-09-14,12271024240
2009-09-15,12557258340
2009-09-16,13001763060
2009-09-17,12971455920
2009-09-18,13084265829
2009-09-21,12927678940
2009-09-22,13362081280
2009-09-23,12925995210
2009-09-24,12560625799
2009-09-25,12489909140
2009-09-28,13139828920
2009-09-29,12867064660
2009-09-30,12670416000
2009-10-01,12261204000
2009-10-02,12070912000
2009-10-05,12165216000
2009-10-06,12177004000
2009-10-07,12203948000
2009-10-08,12155112000
2009-10-09,12205632000
2009-10-12,12183739999
2009-10-13,12050704000
2009-10-14,12395924000
2009-10-15,12520539999
2009-10-16,12331932000
2009-10-19,12513804000
2009-10-20,12510436000
2009-10-21,12259520000
2009-10-22,12576112000
2009-10-23,12587900000
2009-10-26,12523908000
2009-10-27,12459916000
2009-10-28,12022076000
2009-10-29,12574428000
2009-10-30,12394239999
2009-11-02,12458232000
2009-11-03,12665363999
2009-11-04,12577796000
2009-11-05,12914596000
2009-11-06,12795032000
2009-11-09,13328860000
2009-11-10,13253080000
2009-11-11,13396220000
2009-11-12,13268236000
2009-11-13,13461896000
2009-11-16,13669028000
2009-11-17,13456844000
2009-11-18,13588196000
2009-11-19,13298548000
2009-11-20,13236239999
2009-11-23,13411376000
2009-11-24,13269920000
2009-11-25,13271604000
2009-11-27,12872496000
2009-11-30,13401272000
2009-12-01,13456844000
2009-12-02,13468632000
2009-12-03,13136884000
2009-12-04,13440004000
2009-12-07,13146987999
2009-12-08,13019004000
2009-12-09,12961748000
2009-12-10,12934804000
2009-12-11,13084680000
2009-12-14,13313704000
2009-12-15,13184036000
2009-12-16,13352436000
2009-12-17,13364224000
2009-12-18,13364224000
2009-12-21,13556200000
2009-12-22,13797012000
2009-12-23,13951939999
2009-12-24,14167492000
2009-12-28,14122024000
2009-12-29,13913208000
2009-12-30,13951939999
2009-12-31,13722451650
2010-01-04,13500062010
2010-01-05,13611256830
2010-01-06,13528703100
2010-01-07,13510170630
2010-01-08,13264194210
2010-01-11,13355171790
2010-01-12,13137836460
2010-01-13,13397291040
2010-01-14,13329900240
2010-01-15,13304628690
2010-01-19,13585985280
2010-01-20,13436040750
2010-01-21,13265878980
2010-01-22,13085608590
2010-01-25,13269248520
2010-01-26,13196803410
2010-01-27,13471420919
2010-01-28,13233868350
2010-01-29,13340008860
2010-02-01,13557344190
2010-02-02,13670223780
2010-02-03,13446149370
2010-02-04,12918816360
2010-02-05,13078869510
2010-02-08,12807621540
2010-02-09,12772241370
2010-02-10,12812675850
2010-02-11,12928924980
2010-02-12,12896914350
2010-02-16,13154684160
2010-02-17,13267563750
2010-02-18,13469736150
2010-02-19,13764570900
2010-02-22,13703919180
2010-02-23,13533757410
2010-02-24,13735929810
2010-02-25,13799951070
2010-02-26,13847124630
2010-03-01,14256523740
2010-03-02,14344131780
2010-03-03,14285164830
2010-03-04,14462065680
2010-03-05,14728259340
2010-03-08,14755215660
2010-03-09,14773748130
2010-03-10,14793965370
2010-03-11,14851247550
2010-03-12,14992768230
2010-03-15,14977605300
2010-03-16,15289287750
2010-03-17,15456079980
2010-03-18,15469558139
2010-03-19,15316244070
2010-03-22,15464503830
2010-03-23,15521786010
2010-03-24,15656567610
2010-03-25,15516731699
2010-03-26,15523470780
2010-03-29,15607709280
2010-03-30,15695317320
2010-03-31,15528279960
2010-04-01,15597489600
2010-04-05,15830439120
2010-04-06,15985738800
2010-04-07,15729156720
2010-04-08,15707212200
2010-04-09,15973922520
2010-04-12,15855759720
2010-04-13,16066764720
2010-04-14,16065076680
2010-04-15,15744349080
2010-04-16,15506335440
2010-04-19,15607617839
2010-04-20,15821998920
2010-04-21,15931721520
2010-04-22,16189991640
2010-04-23,16228816560
2010-04-26,16409436839
2010-04-27,16012747440
2010-04-28,16056636480
2010-04-29,16748732880
2010-04-30,16358795640
2010-05-03,16898968440
2010-05-04,16588369080
2010-05-05,16370611920
2010-05-06,15909777000
2010-05-07,15692019839
2010-05-10,16612001640
2010-05-11,16519159440
2010-05-12,16644074399
2010-05-13,16460078040
2010-05-14,15840567360
2010-05-17,15881080320
2010-05-18,15391548720
2010-05-19,15327403200
2010-05-20,14691012120
2010-05-21,15271697880
2010-05-24,15006675600
2010-05-25,15178855680
2010-05-26,15357787920
2010-05-27,15887832480
2010-05-28,15646442760
2010-06-01,15393236760
2010-06-02,15676827480
2010-06-03,15511399560
2010-06-04,14807486880
2010-06-07,14618426399
2010-06-08,14890200839
2010-06-09,14829431399
2010-06-10,15361164000
2010-06-11,15406741080
2010-06-14,15447254040
2010-06-15,15805118520
2010-06-16,15816934800
2010-06-17,15840567360
2010-06-18,15837191279
2010-06-21,15670075320
2010-06-22,15502959360
2010-06-23,15729156720
2010-06-24,15389860680
2010-06-25,15746037120
2010-06-28,15481014839
2010-06-29,15102893880
2010-06-30,14858020740
2010-07-01,14890133399
2010-07-02,14650133520
2010-07-06,14498020920
2010-07-07,15211260000
2010-07-08,15427597920
2010-07-09,15613513320
2010-07-12,15701400600
2010-07-13,16135766580
2010-07-14,16140837000
2010-07-15,16007315939
2010-07-16,15444499320
2010-07-19,15594921780
2010-07-20,15965062439
2010-07-21,15706471020
2010-07-22,16238865120
2010-07-23,16336893240
2010-07-26,16678301520
2010-07-27,16695202920
2010-07-28,16676611380
2010-07-29,16678301520
2010-07-30,16583653680
2010-08-02,17192104080
2010-08-03,17132949180
2010-08-04,17236047720
2010-08-05,17082244979
2010-08-06,16789850760
2010-08-09,17105906939
2010-08-10,16992667560
2010-08-11,16639428300
2010-08-12,16534639620
2010-08-13,16590414240
2010-08-16,16641118439
2010-08-17,17295202620
2010-08-18,17149850580
2010-08-19,16659709979
2010-08-20,16521118500
2010-08-23,16399428420
2010-08-24,16240555260
2010-08-25,16556611439
2010-08-26,16397738280
2010-08-27,16551541020
2010-08-30,16453512899
2010-08-31,16566752280
2010-09-01,17007878820
2010-09-02,17322244860
2010-09-03,17513230680
2010-09-07,17354357520
2010-09-08,17307033600
2010-09-09,17117737920
2010-09-10,17266470240
2010-09-13,17511540540
2010-09-14,17492949000
2010-09-15,17599427820
2010-09-16,17450695500
2010-09-17,17359427940
2010-09-20,17548723620
2010-09-21,17077174560
2010-09-22,17092385820
2010-09-23,16521118500
2010-09-24,17065343580
2010-09-27,16735766280
2010-09-28,16624217040
2010-09-29,16397738280
2010-09-30,16401118560
2010-10-01,16559991720
2010-10-04,16473794580
2010-10-05,16559991720
2010-10-06,16284498899
2010-10-07,16416329820
2010-10-08,16507597380
2010-10-11,16612386060
2010-10-12,16838864820
2010-10-13,17119428060
2010-10-14,17266470240
2010-10-15,17063653439
2010-10-18,17225906880
2010-10-19,17036611200
2010-10-20,17344216680
2010-10-21,17384780040
2010-10-22,17421963120
2010-10-25,17288442060
2010-10-26,17170132260
2010-10-27,16906470420
2010-10-28,16881118320
2010-10-29,16769569080
2010-11-01,17354357520
2010-11-02,17462526480
2010-11-03,17256329400
2010-11-04,17729568600
2010-11-05,17702526360
2010-11-08,17601117960
2010-11-09,17110977360
2010-11-10,17406751860
2010-11-11,17318864580
2010-11-12,17097456240
2010-11-15,16832104260
2010-11-16,16073231399
2010-11-17,16145907420
2010-11-18,16255766520
2010-11-19,16404498840
2010-11-22,16565062140
2010-11-23,16360555200
2010-11-24,16636048020
2010-11-26,16565062140
2010-11-29,16472104439
2010-11-30,16326752399
2010-12-01,16598864939
2010-12-02,16781400060
2010-12-03,16762808520
2010-12-06,16722245160
2010-12-07,16860836640
2010-12-08,16663090260
2010-12-09,16729005720
2010-12-10,16969005600
2010-12-13,16788160620
2010-12-14,16769569080
2010-12-15,16602245220
2010-12-16,16463653740
2010-12-17,16597174800
2010-12-20,16941963360
2010-12-21,16979146439
2010-12-22,17051822460
2010-12-23,16945343640
2010-12-27,17139709740
2010-12-28,17192104080
2010-12-29,17197174500
2010-12-30,17146470300
2010-12-31,17171927300
2011-01-03,17529181950
2011-01-04,17099121850
2011-01-05,17268436850
2011-01-06,17231187550
2011-01-07,17226108100
2011-01-10,17121132800
2011-01-11,17058486250
2011-01-12,17151609500
2011-01-13,17331083400
2011-01-14,17561351800
2011-01-18,17750984600
2011-01-19,17544420300
2011-01-20,17601987400
2011-01-21,17866118800
2011-01-24,17798392800
2011-01-25,18072683100
2011-01-26,18116705000
2011-01-27,18374063800
2011-01-28,18026968050
2011-01-31,18451948700
2011-02-01,18436710350
2011-02-02,18477345950
2011-02-03,18590787000
2011-02-04,18473959650
2011-02-07,18672058200
2011-02-08,18660206150
2011-02-09,18726239000
2011-02-10,18799044450
2011-02-11,18854918400
2011-02-14,18793965000
2011-02-15,18658513000
2011-02-16,18771954050
2011-02-17,18690682850
2011-02-18,18904019750
2011-02-22,18770260900
2011-02-23,18453641850
2011-02-24,18448562400
2011-02-25,18721159550
2011-02-28,19005608750
2011-03-01,18594173300
2011-03-02,18467187050
2011-03-03,18709307500
2011-03-04,18473959650
2011-03-07,18495970600
2011-03-08,19061482700
2011-03-09,19015767650
2011-03-10,18699148600
2011-03-11,18756715700
2011-03-14,18567082900
2011-03-15,18453641850
2011-03-16,18077762550
2011-03-17,18270781650
2011-03-18,18221680300
2011-03-21,18492584300
2011-03-22,18301258350
2011-03-23,18142102250
2011-03-24,18182737850
2011-03-25,18294485750
2011-03-28,18262315900
2011-03-29,18465493900
2011-03-30,18675444500
2011-03-31,18798357720
2011-04-01,18813612000
2011-04-04,18937341160
2011-04-05,18845815480
2011-04-06,18774628840
2011-04-07,18644120000
2011-04-08,18389882000
2011-04-11,18428865160
2011-04-12,18335644560
2011-04-13,18266152840
2011-04-14,18584797800
2011-04-15,18893273240
2011-04-18,18742425360
2011-04-19,18947510680
2011-04-20,19042426200
2011-04-21,19033951600
2011-04-25,19301748960
2011-04-26,19567851400
2011-04-27,19759377360
2011-04-28,20111920720
2011-04-29,19883106520
2011-05-02,19813614800
2011-05-03,19713614520
2011-05-04,19720394200
2011-05-05,19654292320
2011-05-06,19666156760
2011-05-09,19939038880
2011-05-10,20315311120
2011-05-11,20194971800
2011-05-12,19920394760
2011-05-13,19717004360
2011-05-16,19818699560
2011-05-17,19837343680
2011-05-18,19947513480
2011-05-19,19883106520
2011-05-20,19674631360
2011-05-23,19276325160
2011-05-24,19293274360
2011-05-25,19384800040
2011-05-26,19591580280
2011-05-27,19655987240
2011-05-31,20057683280
2011-06-01,19528868240
2011-06-02,19501749520
2011-06-03,19647512640
2011-06-06,19394969560
2011-06-07,19606834560
2011-06-08,19700055160
2011-06-09,19489885080
2011-06-10,19020392240
2011-06-13,18791578040
2011-06-14,18967849720
2011-06-15,18594967320
2011-06-16,18762764400
2011-06-17,18944120840
2011-06-20,19015307480
2011-06-21,19040731280
2011-06-22,18930561480
2011-06-23,18435644840
2011-06-24,18767849160
2011-06-27,18828866280
2011-06-28,18957680200
2011-06-29,19244121680
2011-06-30,19350689280
2011-07-01,19656199680
2011-07-05,19937948160
2011-07-06,20046574080
2011-07-07,20182356480
2011-07-08,20265523200
2011-07-11,20094097920
2011-07-12,20321533440
2011-07-13,20073730560
2011-07-14,20000747520
2011-07-15,20229880320
2011-07-18,20043179520
2011-07-19,20391121920
2011-07-20,20543877120
2011-07-21,20866360320
2011-07-22,20915581440
2011-07-25,20796771840
2011-07-26,20815441920
2011-07-27,20229880320
2011-07-28,20258734080
2011-07-29,20304560640
2011-08-01,20163686400
2011-08-02,19756339200
2011-08-03,19871754240
2011-08-04,18809256960
2011-08-05,18722695680
2011-08-08,17324136960
2011-08-09,19140226560
2011-08-10,18605583360
2011-08-11,19944737280
2011-08-12,19853084160
2011-08-15,20336808960
2011-08-16,20413186560
2011-08-17,20428462080
2011-08-18,19657896960
2011-08-19,19340505600
2011-08-22,19569638400
2011-08-23,20280798720
2011-08-24,20374149120
2011-08-25,19988866560
2011-08-26,20386030080
2011-08-29,20783193600
2011-08-30,20934251520
2011-08-31,21000445440
2011-09-01,20577822720
2011-09-02,20128043520
2011-09-06,20178961920
2011-09-07,20983472640
2011-09-08,21020812800
2011-09-09,20479380480
2011-09-12,20474288640
2011-09-13,20375846400
2011-09-14,20691540480
2011-09-15,20862965760
2011-09-16,20866360320
2011-09-19,20457315840
2011-09-20,20477683200
2011-09-21,19834414080
2011-09-22,19467801600
2011-09-23,19298073600
2011-09-26,19469498880
2011-09-27,19556060160
2011-09-28,19182658560
2011-09-29,19286192640
2011-09-30,18939521500
2011-10-03,17992120200
2011-10-04,18694591900
2011-10-05,18703096400
2011-10-06,19007557500
2011-10-07,18408840700
2011-10-10,19490613100
2011-10-11,19063687200
2011-10-12,19451492400
2011-10-13,19305215000
2011-10-14,19545041900
2011-10-17,19366447400
2011-10-18,19949856100
2011-10-19,19618180600
2011-10-20,19733841800
2011-10-21,20352969400
2011-10-24,20943181700
2011-10-25,20827520500
2011-10-26,21208522100
2011-10-27,22249472900
2011-10-28,22370236800
2011-10-31,21950114500
2011-11-01,21477264300
2011-11-02,21664363300
2011-11-03,21645653400
2011-11-04,21230633800
2011-11-07,21346295000
2011-11-08,21557206600
2011-11-09,20730569200
2011-11-10,21104767200
2011-11-11,21373509400
2011-11-14,20924471800
2011-11-15,21273156300
2011-11-16,21113271700
2011-11-17,20997610500
2011-11-18,21279959900
2011-11-21,20951686200
2011-11-22,21077552800
2011-11-23,20733971000
2011-11-25,20802007000
2011-11-28,21412630100
2011-11-29,21535094900
2011-11-30,22434871000
2011-12-01,22026655000
2011-12-02,22035159500
2011-12-05,21854864100
2011-12-06,21962020800
2011-12-07,22132110800
2011-12-08,21689876800
2011-12-09,22140615299
2011-12-12,21635448000
2011-12-13,21336089600
2011-12-14,21601430000
2011-12-15,21613336300
2011-12-16,21837855099
2011-12-19,21742604700
2011-12-20,22257977400
2011-12-21,22371937700
2011-12-22,22655987999
2011-12-23,22878805900
2011-12-27,23082913900
2011-12-28,22781854600
2011-12-29,22996167999
2011-12-30,22870301400
2012-01-03,23024073710
2012-01-04,22371790240
2012-01-05,22656206270
2012-01-06,22528474520
2012-01-09,22501225080
2012-01-10,22758391670
2012-01-11,22858873980
2012-01-12,22780531840
2012-01-13,22981496460
2012-01-17,22969574830
2012-01-18,23085384950
2012-01-19,23104118940
2012-01-20,23133071470
2012-01-23,23158617820
2012-01-24,23093900400
2012-01-25,23146696190
2012-01-26,23272724850
2012-01-27,23420893680
2012-01-30,23359582440
2012-01-31,23649107740
2012-02-01,23591202680
2012-02-02,23715528250
2012-02-03,24071474060
2012-02-06,23657623190
2012-02-07,23737668420
2012-02-08,23763214770
2012-02-09,23535000710
2012-02-10,23453252390
2012-02-13,23858587810
2012-02-14,23591202680
2012-02-15,23310192830
2012-02-16,23764917860
2012-02-17,23628670660
2012-02-21,23330629910
2012-02-22,23199491980
2012-02-23,23569062509
2012-02-24,23352770080
2012-02-27,23099009670
2012-02-28,22996824270
2012-02-29,22833327630
2012-03-01,22846952350
2012-03-02,22719220600
2012-03-05,22736251500
2012-03-06,22368384060
2012-03-07,22317291360
2012-03-08,22027766060
2012-03-09,22262792480
2012-03-12,22167419440
2012-03-13,22571051770
2012-03-14,22559130140
2012-03-15,22790750380
2012-03-16,23250584680
2012-03-19,23318708279
2012-03-20,23356176259
2012-03-21,23320411370
2012-03-22,23076869500
2012-03-23,23344254630
2012-03-26,23483908009
2012-03-27,23380019520
2012-03-28,23339145360
2012-03-29,23429409130
2012-03-30,23531594529
2012-04-02,23668254720
2012-04-03,23589826560
2012-04-04,23293163520
2012-04-05,23248834560
2012-04-09,23117552640
2012-04-10,22902727680
2012-04-11,23327262720
2012-04-12,23523333120
2012-04-13,23320442880
2012-04-16,23514808319
2012-04-17,23634155520
2012-04-18,23461954560
2012-04-19,23490938880
2012-04-20,23821701120
2012-04-23,23634155520
2012-04-24,24152463360
2012-04-25,24293975040
2012-04-26,24324664319
2012-04-27,24536079360
2012-04-30,24425256960
2012-05-01,24728739840
2012-05-02,24807168000
2012-05-03,24716805120
2012-05-04,23952983040
2012-05-07,23990492160
2012-05-08,23980262400
2012-05-09,23746682880
2012-05-10,23714288640
2012-05-11,23770552319
2012-05-14,23351132160
2012-05-15,23148241920
2012-05-16,22837939199
2012-05-17,22268482560
2012-05-18,22251432960
2012-05-21,22706657280
2012-05-22,22536161280
2012-05-23,22524226560
2012-05-24,22660623360
2012-05-25,22725411840
2012-05-29,22982860800
2012-05-30,22587310080
2012-05-31,22756101120
2012-06-01,22505472000
2012-06-04,22617999360
2012-06-05,22790200319
2012-06-06,23277818880
2012-06-07,23282933760
2012-06-08,23649500160
2012-06-11,23139717120
2012-06-12,23282933760
2012-06-13,23134602240
2012-06-14,23403985920
2012-06-15,23490938880
2012-06-18,23738158080
2012-06-19,23809766400
2012-06-20,23750092800
2012-06-21,23555727360
2012-06-22,23526743040
2012-06-25,23485824000
2012-06-26,23877964800
2012-06-27,23905244160
2012-06-28,24034821120
2012-06-29,24621327360
2012-07-02,24757400639
2012-07-03,24752283360
2012-07-05,24591941919
2012-07-06,24666995360
2012-07-09,24707933600
2012-07-10,24588530400
2012-07-11,24573178560
2012-07-12,24701110560
2012-07-13,25018381919
2012-07-16,25141196639
2012-07-17,25412412480
2012-07-18,25224778880
2012-07-19,24929682400
2012-07-20,24863157760
2012-07-23,24813690720
2012-07-24,24755694880
2012-07-25,24730108480
2012-07-26,25083200800
2012-07-27,25478937120
2012-07-30,25571048160
2012-07-31,25407295199
2012-08-01,25351005120
2012-08-02,25383414560
2012-08-03,25228190400
2012-08-06,24956974560
2012-08-07,24823925280
2012-08-08,24748871840
2012-08-09,24518594240
2012-08-10,24658466560
2012-08-13,24525417280
2012-08-14,24411131360
2012-08-15,24533946080
2012-08-16,24726696960
2012-08-17,24800044639
2012-08-20,24320726080
2012-08-21,24301962720
2012-08-22,24301962720
2012-08-23,24102388800
2012-08-24,24337783680
2012-08-27,24303668480
2012-08-28,24496419360
2012-08-29,24504948160
2012-08-30,24666995360
2012-08-31,24829042560
2012-09-04,25013264639
2012-09-05,24980855199
2012-09-06,25156548480
2012-09-07,25043968320
2012-09-10,24598764960
2012-09-11,24568061280
2012-09-12,24840982880
2012-09-13,25173606080
2012-09-14,25376591520
2012-09-17,25192369440
2012-09-18,24846100160
2012-09-19,24566355520
2012-09-20,24230320800
2012-09-21,24138209760
2012-09-24,24039275680
2012-09-25,23839701760
2012-09-26,23769765600
2012-09-27,23710064000
2012-09-28,23739061919
2012-10-01,23743817280
2012-10-02,23789951640
2012-10-03,23868550920
2012-10-04,23754069360
2012-10-05,23783116920
2012-10-08,23783116920
2012-10-09,23697682920
2012-10-10,23682304800
2012-10-11,23499476040
2012-10-12,23330316720
2012-10-15,23453341680
2012-10-16,23547319080
2012-10-17,23443089599
2012-10-18,23531940960
2012-10-19,23583201360
2012-10-22,23388411840
2012-10-23,23427711480
2012-10-24,23569531920
2012-10-25,23437963559
2012-10-26,23333734080
2012-10-31,23687430840
2012-11-01,23901015840
2012-11-02,23972780400
2012-11-05,23928354720
2012-11-06,24097514040
2012-11-07,24492219120
2012-11-08,24249586559
2012-11-09,24895467599
2012-11-12,24823703040
2012-11-13,25091965800
2012-11-14,24775860000
2012-11-15,24647709000
2012-11-16,24581070480
2012-11-19,24765607920
2012-11-20,24695552040
2012-11-21,24654543720
2012-11-23,24821994360
2012-11-26,24827120400
2012-11-27,24386280960
2012-11-28,24319642440
2012-11-29,24140231040
2012-11-30,24030875519
2012-12-03,24352107360
2012-12-04,24348690000
2012-12-05,24186365400
2012-12-06,24205160880
2012-12-07,24317933760
2012-12-10,24094096680
2012-12-11,24153900480
2012-12-12,24071883840
2012-12-13,23841212040
2012-12-14,23938606800
2012-12-17,24331603200
2012-12-18,24567401040
2012-12-19,24589613880
2012-12-20,24970649519
2012-12-21,24815159640
2012-12-24,24924515160
2012-12-26,24669921840
2012-12-27,24668213160
2012-12-28,24512723280
2012-12-31,24852812160
2013-01-02,25046546140
2013-01-03,24953965300
2013-01-04,25068834120
2013-01-07,25022543699
2013-01-08,24852812160
2013-01-09,24943678540
2013-01-10,25079120880
2013-01-11,25211134300
2013-01-14,25084264260
2013-01-15,25317430819
2013-01-16,25367150160
2013-01-17,25389438140
2013-01-18,25761475960
2013-01-22,25874630319
2013-01-23,25857485720
2013-01-24,26013501580
2013-01-25,26179804199
2013-01-28,26306674240
2013-01-29,26440402120
2013-01-30,26371823720
2013-01-31,26390682780
2013-02-01,26659853000
2013-02-04,26812439939
2013-02-05,26906735240
2013-02-06,26920450920
2013-02-07,26752433840
2013-02-08,26985600400
2013-02-11,26891305100
2013-02-12,26939309980
2013-02-13,26759291680
2013-02-14,26436973199
2013-02-15,25932921960
2013-02-19,26183233120
2013-02-20,26138657160
2013-02-21,26061506460
2013-02-22,26130084860
2013-02-25,25713471080
2013-02-26,25912348439
2013-02-27,26032360640
2013-02-28,25924349660
2013-03-01,26051219699
2013-03-04,26188376500
2013-03-05,26399255080
2013-03-06,26160945140
2013-03-07,25795765160
2013-03-08,25797479620
2013-03-11,25530023860
2013-03-12,25202562000
2013-03-13,25147699280
2013-03-14,25245423500
2013-03-15,25416869500
2013-03-18,25440871939
2013-03-19,25691183100
2013-03-20,25903776140
2013-03-21,25848913420
2013-03-22,25838626660
2013-03-25,25759761500
2013-03-26,25965496699
2013-03-27,25922635199
2013-03-28,26114654720
2013-04-01,26153933749
2013-04-02,26244894999
2013-04-03,26124757500
2013-04-04,26495467500
2013-04-05,26619037500
2013-04-08,26898786250
2013-04-09,26970868750
2013-04-10,26960571250
2013-04-11,27212860000
2013-04-12,27204278750
2013-04-15,26610456250
2013-04-16,26823271250
2013-04-17,26823271250
2013-04-18,26861028750
2013-04-19,27254050000
2013-04-22,27063546250
2013-04-23,27228306250
2013-04-24,27360457499
2013-04-25,27305537500
2013-04-26,27454851250
2013-04-29,27801533750
2013-04-30,28318125000
2013-05-01,28300962500
2013-05-02,28469155000
2013-05-03,28572130000
2013-05-06,28620185000
2013-05-07,28642496249
2013-05-08,28409086250
2013-05-09,28252907500
2013-05-10,28192838750
2013-05-13,28378193750
2013-05-14,28256339999
2013-05-15,28690551249
2013-05-16,28352449999
2013-05-17,28738606249
2013-05-20,28649361250
2013-05-21,28784945000
2013-05-22,27973158750
2013-05-23,27470297500
2013-05-24,27904508750
2013-05-28,27600732500
2013-05-29,26991463750
2013-05-30,26428533750
2013-05-31,26052675000
2013-06-03,26685971250
2013-06-04,26008052500
2013-06-05,25896496249
2013-06-06,26414803750
2013-06-07,26392492500
2013-06-10,25822697500
2013-06-11,25570408750
2013-06-12,25350728750
2013-06-13,26147068750
2013-06-14,26052675000
2013-06-17,26316977500
2013-06-18,26155650000
2013-06-19,25606449999
2013-06-20,25040087500
2013-06-21,25697411250
2013-06-24,25606449999
2013-06-25,25881050000
2013-06-26,26009768750
2013-06-27,26447412500
2013-06-28,26315261250
2013-07-01,26062096170
2013-07-02,26561804280
2013-07-03,26317960460
2013-07-05,26250989270
2013-07-08,26249272060
2013-07-09,26657968040
2013-07-10,26661402460
2013-07-11,27367175770
2013-07-12,27317376680
2013-07-15,27425560910
2013-07-16,27533745140
2013-07-17,27767285699
2013-07-18,27981936949
2013-07-19,27911531340
2013-07-22,28054059770
2013-07-23,27980219740
2013-07-24,27324245520
2013-07-25,27466773949
2013-07-26,27647081000
2013-07-29,27404954390
2013-07-30,27396368340
2013-07-31,27341417620
2013-08-01,27695162880
2013-08-02,27600716330
2013-08-05,27849711780
2013-08-06,27847994569
2013-08-07,27933855069
2013-08-08,27727789870
2013-08-09,28016281150
2013-08-12,27798195480
2013-08-13,27504552569
2013-08-14,27401519970
2013-08-15,27034037030
2013-08-16,26436447949
2013-08-19,26331698140
2013-08-20,26858881610
2013-08-21,26977369100
2013-08-22,27015147720
2013-08-23,27076967280
2013-08-26,26690595030
2013-08-27,26412407010
2013-08-28,26213210650
2013-08-29,26240686010
2013-08-30,26216645069
2013-09-03,26170280400
2013-09-04,26196038550
2013-09-05,25974518460
2013-09-06,26276747420
2013-09-09,26943024900
2013-09-10,27109594270
2013-09-11,26982520730
2013-09-12,26778172740
2013-09-13,26793627630
2013-09-16,27063229600
2013-09-17,27224647340
2013-09-18,28442149230
2013-09-19,28505686000
2013-09-20,28133051430
2013-09-23,27860015040
2013-09-24,27556068870
2013-09-25,27865166670
2013-09-26,27992240210
2013-09-27,27920117390
2013-09-30,27577352400
2013-10-01,27955242000
2013-10-02,28120139280
2013-10-03,27824698320
2013-10-04,27956959680
2013-10-07,28068608880
2013-10-08,27798933120
2013-10-09,27833286720
2013-10-10,28568453760
2013-10-11,28927448880
2013-10-14,28783163760
2013-10-15,28740221760
2013-10-16,29332821360
2013-10-17,29640286080
2013-10-18,29571578880
2013-10-21,29327668320
2013-10-22,29446188240
2013-10-23,29453058960
2013-10-24,29523483840
2013-10-25,29932291680
2013-10-28,29607650160
2013-10-29,29135288160
2013-10-30,28793469840
2013-10-31,28680102960
2013-11-01,29027074320
2013-11-04,28968673200
2013-11-05,28381226640
2013-11-06,28285036559
2013-11-07,27687283920
2013-11-08,27467420880
2013-11-11,27463985519
2013-11-12,27331724160
2013-11-13,27527539680
2013-11-14,27941500559
2013-11-15,27896840880
2013-11-18,27396996000
2013-11-19,26958987599
2013-11-20,26546744400
2013-11-21,26577662640
2013-11-22,26599992480
2013-11-25,26402459280
