,MMM
2009-04-13,31077280000
2009-04-14,30840368000
2009-04-15,31300256000
2009-04-16,31899504000
2009-04-17,31349032000
2009-04-20,30275960000
2009-04-21,31042439999
2009-04-22,30910048000
2009-04-23,31578976000
2009-04-24,33209487999
2009-04-27,33411560000
2009-04-28,32944704000
2009-04-29,33509112000
2009-04-30,33557887999
2009-05-01,33718152000
2009-05-04,34066552000
2009-05-05,34038680000
2009-05-06,34456760000
2009-05-07,34240752000
2009-05-08,35007232000
2009-05-11,34435856000
2009-05-12,34679736000
2009-05-13,33174648000
2009-05-14,33752992000
2009-05-15,33746024000
2009-05-18,34505536000
2009-05-19,34373144000
2009-05-20,33906287999
2009-05-21,32944704000
2009-05-22,32665984000
2009-05-26,33739056000
2009-05-27,32645080000
2009-05-28,32944704000
2009-05-29,33265232000
2009-06-01,34540376000
2009-06-02,34930584000
2009-06-03,34665800000
2009-06-04,34867872000
2009-06-05,35501960000
2009-06-08,35355632000
2009-06-09,35153560000
2009-06-10,35223240000
2009-06-11,35292920000
2009-06-12,35536800000
2009-06-15,34554312000
2009-06-16,34031712000
2009-06-17,34394048000
2009-06-18,34554312000
2009-06-19,34589152000
2009-06-22,33481239999
2009-06-23,33244328000
2009-06-24,33488208000
2009-06-25,34310432000
2009-06-26,34526440000
2009-06-29,34930584000
2009-06-30,35315700000
2009-07-01,35688184000
2009-07-02,35400036000
2009-07-06,35646016000
2009-07-07,34528564000
2009-07-08,34683180000
2009-07-09,34718320000
2009-07-10,35132972000
2009-07-13,35540596000
2009-07-14,35624932000
2009-07-15,36433152000
2009-07-16,37255428000
2009-07-17,36974308000
2009-07-20,37515464000
2009-07-21,37726304000
2009-07-22,38000396000
2009-07-23,40797540000
2009-07-24,40790512000
2009-07-27,41078660000
2009-07-28,41057576000
2009-07-29,40382888000
2009-07-30,41071632000
2009-07-31,41437088000
2009-08-03,42385868000
2009-08-04,42322616000
2009-08-05,42210168000
2009-08-06,42540484000
2009-08-07,42835660000
2009-08-10,41669012000
2009-08-11,41922020000
2009-08-12,42498316000
2009-08-13,42659960000
2009-08-14,41907964000
2009-08-17,41177052000
2009-08-18,41338696000
2009-08-19,41598732000
2009-08-20,41851740000
2009-08-21,42681044000
2009-08-24,42638876000
2009-08-25,42709156000
2009-08-26,41964188000
2009-08-27,42090692000
2009-08-28,42259364000
2009-08-31,42364784000
2009-09-01,41205164000
2009-09-02,41472228000
2009-09-03,41732264000
2009-09-04,41922020000
2009-09-08,42125832000
2009-09-09,42997304000
2009-09-10,43714160000
2009-09-11,43482236000
2009-09-14,43812552000
2009-09-15,43882832000
2009-09-16,44290456000
2009-09-17,44002308000
2009-09-18,43847692000
2009-09-21,43798496000
2009-09-22,44051504000
2009-09-23,43728216000
2009-09-24,43538460000
2009-09-25,43362760000
2009-09-28,44072588000
2009-09-29,43447096000
2009-09-30,43739130000
2009-10-01,43001874000
2009-10-02,42633246000
2009-10-05,43278345000
2009-10-06,43817109000
2009-10-07,43349235000
2009-10-08,44171559000
2009-10-09,44292072000
2009-10-12,44384229000
2009-10-13,44242449000
2009-10-14,45383778000
2009-10-15,45504291000
2009-10-16,45057684000
2009-10-19,45234909000
2009-10-20,45015150000
2009-10-21,45241998000
2009-10-22,46695243000
2009-10-23,46121034000
2009-10-26,45532647000
2009-10-27,45043506000
2009-10-28,44129025000
2009-10-29,44738679000
2009-10-30,43604439000
2009-11-02,44022690000
2009-11-03,43895088000
2009-11-04,43902177000
2009-11-05,44724501000
2009-11-06,44696145000
2009-11-09,45752406000
2009-11-10,46227368999
2009-11-11,46206102000
2009-11-12,45759495000
2009-11-13,45830385000
2009-11-16,46241547000
2009-11-17,46695243000
2009-11-18,46113945000
2009-11-19,45787851000
2009-11-20,45426312000
2009-11-23,46071411000
2009-11-24,46000521000
2009-11-25,46177746000
2009-11-27,45490113000
2009-11-30,45901275000
2009-12-01,46603086000
2009-12-02,46475484000
2009-12-03,45724050000
2009-12-04,46369149000
2009-12-07,46177746000
2009-12-08,45702783000
2009-12-09,47262363000
2009-12-10,47815305000
2009-12-11,48453314999
2009-12-14,48545472000
2009-12-15,49013346000
2009-12-16,48432047999
2009-12-17,47694792000
2009-12-18,47992530000
2009-12-21,48261912000
2009-12-22,48573828000
2009-12-23,48715608000
2009-12-24,48928278000
2009-12-28,49459953000
2009-12-29,49864026000
2009-12-30,49729335000
2009-12-31,49199616000
2010-01-04,49406038000
2010-01-05,49099964000
2010-01-06,49790410000
2010-01-07,49826000000
2010-01-08,50181900000
2010-01-11,49975477999
2010-01-12,50018186000
2010-01-13,49861590000
2010-01-14,49690758000
2010-01-15,49612460000
2010-01-19,50658806000
2010-01-20,50416794000
2010-01-21,49213852000
2010-01-22,48487816000
2010-01-25,48701356000
2010-01-26,48580350000
2010-01-27,48978958000
2010-01-28,48053618000
2010-01-29,47904140000
2010-02-01,47868550000
2010-02-02,47868550000
2010-02-03,48502052000
2010-02-04,47142514000
2010-02-05,46743906000
2010-02-08,46138875999
2010-02-09,46850675999
2010-02-10,46786614000
2010-02-11,47768898000
2010-02-12,47121160000
2010-02-16,47889904000
2010-02-17,47690600000
2010-02-18,48267158000
2010-02-19,48516288000
2010-02-22,48010910000
2010-02-23,47434352000
2010-02-24,47647892000
2010-02-25,47455706000
2010-02-26,47697718000
2010-03-01,47953966000
2010-03-02,48281394000
2010-03-03,48203096000
2010-03-04,48217332000
2010-03-05,49064374000
2010-03-08,48388164000
2010-03-09,48793890000
2010-03-10,48537642000
2010-03-11,48359692000
2010-03-12,48430872000
2010-03-15,48359692000
2010-03-16,48594586000
2010-03-17,48907777999
2010-03-18,49790410000
2010-03-19,48772536000
2010-03-22,48701356000
2010-03-23,49007429999
2010-03-24,48566114000
2010-03-25,48160388000
2010-03-26,48203096000
2010-03-29,48416636000
2010-03-30,50153427999
2010-03-31,49922115000
2010-04-01,50086449999
2010-04-05,50293655000
2010-04-06,50386540000
2010-04-07,49979275000
2010-04-08,49550574999
2010-04-09,49872100000
2010-04-12,49750635000
2010-04-13,50143610000
2010-04-14,50415120000
2010-04-15,50779514999
2010-04-16,50036435000
2010-04-19,50122175000
2010-04-20,50936705000
2010-04-21,51193925000
2010-04-22,51401130000
2010-04-23,51722655000
2010-04-26,52237095000
2010-04-27,52551475000
2010-04-28,52715810000
2010-04-29,53366005000
2010-04-30,52965885000
2010-05-03,53651805000
2010-05-04,52379995000
2010-05-05,51729800000
2010-05-06,50322235000
2010-05-07,49357660000
2010-05-10,51358260000
2010-05-11,50800949999
2010-05-12,51636915000
2010-05-13,51129620000
2010-05-14,50586600000
2010-05-17,50586600000
2010-05-18,50193625000
2010-05-19,49307645000
2010-05-20,47535685000
2010-05-21,48207315000
2010-05-24,47542830000
2010-05-25,47471380000
2010-05-26,47292755000
2010-05-27,48643160000
2010-05-28,47378495000
2010-06-01,46635415000
2010-06-02,47035535000
2010-06-03,46799750000
2010-06-04,45463635000
2010-06-07,44649105000
2010-06-08,44756280000
2010-06-09,44677685000
2010-06-10,46256730000
2010-06-11,46771169999
2010-06-14,46678285000
2010-06-15,47650005000
2010-06-16,48314490000
2010-06-17,48407375000
2010-06-18,48493115000
2010-06-21,48671740000
2010-06-22,47807195000
2010-06-23,47864355000
2010-06-24,46699720000
2010-06-25,47135565000
2010-06-28,47178435000
2010-06-29,46885490000
2010-06-30,47152560000
2010-07-01,46888380000
2010-07-02,46367160000
2010-07-06,46645620000
2010-07-07,48066479999
2010-07-08,48487740000
2010-07-09,49044660000
2010-07-12,49108920000
2010-07-13,49872899999
2010-07-14,49580160000
2010-07-15,49580160000
2010-07-16,48323520000
2010-07-19,48487740000
2010-07-20,49066080000
2010-07-21,49130340000
2010-07-22,50594040000
2010-07-23,51436560000
2010-07-26,52129140000
2010-07-27,51814979999
2010-07-28,51750720000
2010-07-29,51543660000
2010-07-30,51065280000
2010-08-02,52179120000
2010-08-03,52057740000
2010-08-04,52528979999
2010-08-05,52364760000
2010-08-06,52107720000
2010-08-09,52550399999
2010-08-10,52000620000
2010-08-11,50201340000
2010-08-12,50151360000
2010-08-13,50151360000
2010-08-16,49801500000
2010-08-17,50201340000
2010-08-18,49908600000
2010-08-19,48837600000
2010-08-20,48152160000
2010-08-23,48402060000
2010-08-24,48023640000
2010-08-25,48202140000
2010-08-26,47623800000
2010-08-27,48352080000
2010-08-30,47545260000
2010-08-31,46888380000
2010-09-01,48359220000
2010-09-02,48873300000
2010-09-03,49837200000
2010-09-07,49037520000
2010-09-08,49401660000
2010-09-09,49523040000
2010-09-10,50108520000
2010-09-13,50658300000
2010-09-14,50522640000
2010-09-15,50494080000
2010-09-16,50708280000
2010-09-17,51379439999
2010-09-20,52179120000
2010-09-21,51665040000
2010-09-22,51715020000
2010-09-23,51058140000
2010-09-24,51914939999
2010-09-27,51450840000
2010-09-28,51957780000
2010-09-29,52036320000
2010-09-30,51583750000
2010-10-01,52124490000
2010-10-04,51576635000
2010-10-05,52857335000
2010-10-06,53469225000
2010-10-07,52885795000
2010-10-08,53035210000
2010-10-11,52494470000
2010-10-12,52437550000
2010-10-13,53028095000
2010-10-14,52985405000
2010-10-15,53028095000
2010-10-18,53334039999
2010-10-19,52672345000
2010-10-20,53220200000
2010-10-21,53867664999
2010-10-22,53796515000
2010-10-25,54074000000
2010-10-26,53817860000
2010-10-27,53760940000
2010-10-28,50601880000
2010-10-29,50096715000
2010-11-01,49954414999
2010-11-02,50445350000
2010-11-03,50744179999
2010-11-04,51775855000
2010-11-05,51363185000
2010-11-08,51078585000
2010-11-09,50744179999
2010-11-10,51306265000
2010-11-11,51455679999
2010-11-12,51299149999
2010-11-15,51277804999
2010-11-16,50110945000
2010-11-17,49940185000
2010-11-18,50893595000
2010-11-19,50566304999
2010-11-22,50502270000
2010-11-23,49726735000
2010-11-24,50359970000
2010-11-26,50203440000
2010-11-29,50096715000
2010-11-30,49954414999
2010-12-01,51185310000
2010-12-02,51462795000
2010-12-03,51718935000
2010-12-06,51683360000
2010-12-07,50082485000
2010-12-08,50374200000
2010-12-09,50032679999
2010-12-10,50160750000
2010-12-13,50744179999
2010-12-14,51064355000
2010-12-15,51043010000
2010-12-16,51398760000
2010-12-17,51377414999
2010-12-20,51953730000
2010-12-21,51477024999
2010-12-22,51583750000
2010-12-23,51441450000
2010-12-27,51761625000
2010-12-28,51597980000
2010-12-29,51612210000
2010-12-30,51477024999
2010-12-31,51334725000
2011-01-03,51626440000
2011-01-04,51555289999
2011-01-05,51555289999
2011-01-06,51242230000
2011-01-07,51292035000
2011-01-10,51839890000
2011-01-11,52195640000
2011-01-12,52743495000
2011-01-13,52373515000
2011-01-14,52409090000
2011-01-18,52430435000
2011-01-19,52323710000
2011-01-20,52373515000
2011-01-21,53113475000
2011-01-24,53725365000
2011-01-25,52643885000
2011-01-26,53284235000
2011-01-27,53056554999
2011-01-28,52017765000
2011-01-31,52302365000
2011-02-01,52224100000
2011-02-02,52202755000
2011-02-03,52316595000
2011-02-04,52522929999
2011-02-07,52821760000
2011-02-08,53220200000
2011-02-09,54002850000
2011-02-10,53810745000
2011-02-11,54607625000
2011-02-14,54671660000
2011-02-15,54728580000
2011-02-16,54920685000
2011-02-17,55162595000
2011-02-18,55297780000
2011-02-22,54728580000
2011-02-23,53689789999
2011-02-24,53554605000
2011-02-25,53689789999
2011-02-28,54863765000
2011-03-01,53810745000
2011-03-02,54323024999
2011-03-03,55212399999
2011-03-04,54842420000
2011-03-07,54963375000
2011-03-08,55767370000
2011-03-09,55425850000
2011-03-10,53547490000
2011-03-11,54493785000
2011-03-14,54145149999
2011-03-15,53241545000
2011-03-16,52081800000
2011-03-17,52757725000
2011-03-18,52928485000
2011-03-21,54102460000
2011-03-22,53953045000
2011-03-23,54813960000
2011-03-24,55070100000
2011-03-25,54885110000
2011-03-28,54799730000
2011-03-29,55226630000
2011-03-30,55006065000
2011-03-31,55766478000
2011-04-01,55545324000
2011-04-04,55852086000
2011-04-05,55702272000
2011-04-06,55959096000
2011-04-07,55580994000
2011-04-08,55602396000
2011-04-11,55944828000
2011-04-12,55095882000
2011-04-13,55388376000
2011-04-14,55431180000
2011-04-15,55359839999
2011-04-18,54546563999
2011-04-19,54789120000
2011-04-20,55923426000
2011-04-21,56016168000
2011-04-25,56137446000
2011-04-26,57221813999
2011-04-27,57542844000
2011-04-28,57992286000
2011-04-29,57978018000
2011-05-02,57806802000
2011-05-03,57756863999
2011-05-04,57378762000
2011-05-05,56615424000
2011-05-06,57022062000
2011-05-09,57250350000
2011-05-10,57086268000
2011-05-11,56972124000
2011-05-12,57649854000
2011-05-13,57264618000
2011-05-16,56936454000
2011-05-17,55980498000
2011-05-18,56030436000
2011-05-19,56487012000
2011-05-20,55802148000
2011-05-23,55167222000
2011-05-24,54853326000
2011-05-25,55288500000
2011-05-26,55359839999
2011-05-27,55752210000
2011-05-31,56294394000
2011-06-01,54539430000
2011-06-02,54553698000
2011-06-03,54097122000
2011-06-06,54054318000
2011-06-07,54189863999
2011-06-08,54225534000
2011-06-09,54853326000
2011-06-10,54118524000
2011-06-13,54453822000
2011-06-14,55224294000
2011-06-15,54296874000
2011-06-16,54625037999
2011-06-17,54739182000
2011-06-20,55210026000
2011-06-21,55723674000
2011-06-22,55352706000
2011-06-23,55074480000
2011-06-24,54211266000
2011-06-27,55024542000
2011-06-28,55481118000
2011-06-29,55538189999
2011-06-30,56120610000
2011-07-01,57196313999
2011-07-05,56884926000
2011-07-06,57536010000
2011-07-07,57967707000
2011-07-08,57762474000
2011-07-11,57132621000
2011-07-12,56729232000
2011-07-13,56913234000
2011-07-14,56198457000
2011-07-15,56488613999
2011-07-18,55971993000
2011-07-19,55780913999
2011-07-20,55766760000
2011-07-21,56708001000
2011-07-22,56431998000
2011-07-25,56255073000
2011-07-26,53211963000
2011-07-27,52115028000
2011-07-28,51817794000
2011-07-29,51563022000
2011-08-01,51343635000
2011-08-02,50451933000
2011-08-03,50989785000
2011-08-04,48654375000
2011-08-05,48965763000
2011-08-08,46502966999
2011-08-09,48930378000
2011-08-10,46290657000
2011-08-11,48059907000
2011-08-12,48838377000
2011-08-15,49291305000
2011-08-16,48597759000
2011-08-17,47882982000
2011-08-18,45809421000
2011-08-19,45483879000
2011-08-22,45533418000
2011-08-23,47139897000
2011-08-24,47507901000
2011-08-25,46262349000
2011-08-26,47338053000
2011-08-29,48576528000
2011-08-30,48562374000
2011-08-31,49100226000
2011-09-01,48286371000
2011-09-02,46948818000
2011-09-06,46198656000
2011-09-07,47670672000
2011-09-08,46899279000
2011-09-09,45356493000
2011-09-12,46283580000
2011-09-13,46035885000
2011-09-14,47005434000
2011-09-15,47706057000
2011-09-16,47649441000
2011-09-19,46870971000
2011-09-20,46870971000
2011-09-21,45172491000
2011-09-22,43134315000
2011-09-23,43778322000
2011-09-26,44486022000
2011-09-27,45137106000
2011-09-28,43551858000
2011-09-29,44096787000
2011-09-30,41821936000
2011-10-03,41320240000
2011-10-04,41954328000
2011-10-05,42253952000
2011-10-06,43487288000
2011-10-07,43006496000
2011-10-10,44692752000
2011-10-11,44518552000
2011-10-12,45647368000
2011-10-13,45326840000
2011-10-14,45960927999
2011-10-17,44204992000
2011-10-18,45647368000
2011-10-19,45264127999
2011-10-20,45835504000
2011-10-21,46887672000
2011-10-24,47877127999
2011-10-25,44880888000
2011-10-26,44866952000
2011-10-27,47424208000
2011-10-28,47187296000
2011-10-31,46037575999
2011-11-01,44581264000
2011-11-02,45473168000
2011-11-03,46399912000
2011-11-04,46197840000
2011-11-07,46427784000
2011-11-08,47675056000
2011-11-09,46023640000
2011-11-10,46790120000
2011-11-11,47939840000
2011-11-14,47695960000
2011-11-15,47695960000
2011-11-16,47695960000
2011-11-17,46859800000
2011-11-18,46922512000
2011-11-21,45668272000
2011-11-22,45340775999
2011-11-23,44009888000
2011-11-25,44351320000
2011-11-28,45278064000
2011-11-29,44999344000
2011-11-30,47215168000
2011-12-01,46783152000
2011-12-02,46469592000
2011-12-05,47145488000
2011-12-06,47849256000
2011-12-07,47995584000
2011-12-08,46873736000
2011-12-09,47891064000
2011-12-12,46950384000
2011-12-13,46260552000
2011-12-14,45737952000
2011-12-15,45940024000
2011-12-16,45946992000
2011-12-19,45333808000
2011-12-20,46790120000
2011-12-21,46608952000
2011-12-22,47173360000
2011-12-23,47891064000
2011-12-27,47932872000
2011-12-28,47277879999
2011-12-29,47835320000
2011-12-30,47612344000
2012-01-03,48636640000
2012-01-04,49040784000
2012-01-05,48817808000
2012-01-06,48566960000
2012-01-09,48859616000
2012-01-10,49110464000
2012-01-11,48803872000
2012-01-12,49096527999
2012-01-13,48706320000
2012-01-17,49068656000
2012-01-18,49556416000
2012-01-19,49988432000
2012-01-20,49897848000
2012-01-23,49876944000
2012-01-24,50058112000
2012-01-25,50378640000
2012-01-26,51019696000
2012-01-27,50950016000
2012-01-30,50880336000
2012-01-31,50518000000
2012-02-01,50887304000
2012-02-02,50936079999
2012-02-03,51110279999
2012-02-06,51012727999
2012-02-07,51200864000
2012-02-08,51249640000
2012-02-09,51277512000
2012-02-10,50768848000
2012-02-13,51284479999
2012-02-14,51263575999
2012-02-15,50692200000
2012-02-16,51061504000
2012-02-17,51012727999
2012-02-21,51033632000
2012-02-22,51124216000
2012-02-23,51207832000
2012-02-24,51382032000
2012-02-27,51305384000
2012-02-28,51131184000
2012-02-29,51033632000
2012-03-01,50970920000
2012-03-02,50984856000
2012-03-05,50720072000
2012-03-06,49486736000
2012-03-07,49793327999
2012-03-08,50518000000
2012-03-09,50566775999
2012-03-12,50998792000
2012-03-13,51702560000
2012-03-14,51772240000
2012-03-15,52434200000
2012-03-16,52176384000
2012-03-19,52280904000
2012-03-20,52050960000
2012-03-21,51800112000
2012-03-22,51598040000
2012-03-23,51535327999
2012-03-26,51918568000
2012-03-27,51932504000
2012-03-28,51528360000
2012-03-29,51716496000
2012-03-30,51974312000
2012-04-02,51794779999
2012-04-03,51544832000
2012-04-04,50989392000
2012-04-05,50656127999
2012-04-09,50114574000
2012-04-10,49100896000
2012-04-11,49545248000
2012-04-12,50420066000
2012-04-13,49739652000
2012-04-16,50156232000
2012-04-17,50760273000
2012-04-18,50579754999
2012-04-19,50385350999
2012-04-20,50781102000
2012-04-23,50579754999
2012-04-24,51364314000
2012-04-25,51544832000
2012-04-26,51850324000
2012-04-27,51871152999
2012-04-30,51871152999
2012-05-01,52010013000
2012-05-02,51968354999
2012-05-03,51891982000
2012-05-04,51468459000
2012-05-07,51086594000
2012-05-08,50829702999
2012-05-09,50656127999
2012-05-10,50579754999
2012-05-11,50343693000
2012-05-14,49822968000
2012-05-15,49795196000
2012-05-16,49545248000
2012-05-17,48955093000
2012-05-18,48476025999
2012-05-21,49024523000
2012-05-22,48837062000
2012-05-23,49225870000
2012-05-24,49330015000
2012-05-25,49211984000
2012-05-29,49767424000
2012-05-30,49024523000
2012-05-31,48996750999
2012-06-01,48094161000
2012-06-04,47962244000
2012-06-05,47892814000
2012-06-06,49128668000
2012-06-07,49628564000
2012-06-08,49920170000
2012-06-11,49448046000
2012-06-12,50343693000
2012-06-13,49996543000
2012-06-14,50420066000
2012-06-15,50760273000
2012-06-18,50683900000
2012-06-19,50975506000
2012-06-20,50815817000
2012-06-21,50343693000
2012-06-22,50406179999
2012-06-25,49836854000
2012-06-26,50024315000
2012-06-27,50593641000
2012-06-28,50593641000
2012-06-29,52010013000
2012-07-02,51725520000
2012-07-03,51975000000
2012-07-05,51898770000
2012-07-06,51559200000
2012-07-09,51545340000
2012-07-10,51129540000
2012-07-11,50900850000
2012-07-12,50069250000
2012-07-13,50748390000
2012-07-16,51046380000
2012-07-17,51552270000
2012-07-18,52647210000
2012-07-19,52626420000
2012-07-20,52141320000
2012-07-23,51774029999
2012-07-24,51129540000
2012-07-25,51420600000
2012-07-26,52487820000
2012-07-27,53139240000
2012-07-30,52889759999
2012-07-31,52862040000
2012-08-01,52841250000
2012-08-02,52189830000
2012-08-03,53132310000
2012-08-06,52965990000
2012-08-07,53132310000
2012-08-08,53090730000
2012-08-09,53069940000
2012-08-10,53471880000
2012-08-13,53534250000
2012-08-14,53478810000
2012-08-15,53617410000
2012-08-16,54310410000
2012-08-17,54601470000
2012-08-20,54400500000
2012-08-21,54005490000
2012-08-22,53700570000
2012-08-23,53291700000
2012-08-24,53783730000
2012-08-27,53645130000
2012-08-28,53478810000
2012-08-29,53555040000
2012-08-30,53166960000
2012-08-31,53652060000
2012-09-04,53118450000
2012-09-05,53160029999
2012-09-06,54047070000
2012-09-07,53776799999
2012-09-10,52536330000
2012-09-11,52820460000
2012-09-12,52612560000
2012-09-13,53340210000
2012-09-14,54449009999
2012-09-17,54338130000
2012-09-18,54130230000
2012-09-19,54248040000
2012-09-20,54220320000
2012-09-21,54005490000
2012-09-24,54310410000
2012-09-25,53783730000
2012-09-26,53645130000
2012-09-27,53776799999
2012-09-28,53548110000
2012-10-01,53937000000
2012-10-02,54082214999
2012-10-03,54220515000
2012-10-04,54593925000
2012-10-05,54898185000
2012-10-08,55140210000
2012-10-09,54310410000
2012-10-10,53930085000
2012-10-11,53667315000
2012-10-12,53625825000
2012-10-15,53646570000
2012-10-16,54476370000
2012-10-17,54815205000
2012-10-18,54773714999
2012-10-19,53729550000
2012-10-22,53494440000
2012-10-23,51295470000
2012-10-24,51101850000
2012-10-25,50769930000
2012-10-26,50894399999
2012-10-31,50645460000
2012-11-01,51599730000
2012-11-02,51440685000
2012-11-05,51800265000
2012-11-06,52533255000
2012-11-07,51675795000
2012-11-08,51191745000
2012-11-09,51343875000
2012-11-12,51558240000
2012-11-13,51502920000
2012-11-14,50479500000
2012-11-15,50887485000
2012-11-16,51164085000
2012-11-19,51786435000
2012-11-20,51468345000
2012-11-21,51419940000
2012-11-23,52194420000
2012-11-26,52083779999
2012-11-27,52215165000
2012-11-28,52567830000
2012-11-29,52408785000
2012-11-30,52581660000
2012-12-03,52208250000
2012-12-04,52104524999
2012-12-05,52471020000
2012-12-06,52581660000
2012-12-07,52906665000
2012-12-10,53114115000
2012-12-11,54158279999
2012-12-12,53840190000
2012-12-13,53480610000
2012-12-14,53349225000
2012-12-17,53784870000
2012-12-18,54262005000
2012-12-19,53777955000
2012-12-20,54421050000
2012-12-21,53826360000
2012-12-24,53874765000
2012-12-26,53805615000
2012-12-27,53556675000
2012-12-28,53058795000
2012-12-31,53650093000
2013-01-02,54762764000
2013-01-03,54700565000
2013-01-04,55108314000
2013-01-07,55177424000
2013-01-08,55184334999
2013-01-09,55709571000
2013-01-10,55986011000
2013-01-11,55633550000
2013-01-14,56096587000
2013-01-15,56214074000
2013-01-16,56393759999
2013-01-17,56670200000
2013-01-18,57050305000
2013-01-22,57395855000
2013-01-23,57485698000
2013-01-24,57589363000
2013-01-25,58121509999
2013-01-28,58156065000
2013-01-29,58826432000
2013-01-30,58245908000
2013-01-31,58100776999
2013-02-01,58681301000
2013-02-04,58225175000
2013-02-05,58639834999
2013-02-06,59337846000
2013-02-07,59061405999
2013-02-08,59317113000
2013-02-11,59296380000
2013-02-12,59780150000
2013-02-13,59434600000
2013-02-14,59386223000
2013-02-15,59648841000
2013-02-19,60194809999
2013-02-20,59600464000
2013-02-21,59351668000
2013-02-22,59828526999
2013-02-25,58791876999
2013-02-26,59116694000
2013-02-27,59842349000
2013-02-28,60091145000
2013-03-01,59959836000
2013-03-04,59676484999
2013-03-05,60353763000
2013-03-06,60471250000
2013-03-07,60402140000
2013-03-08,61079418000
2013-03-11,61141617000
2013-03-12,60747690000
2013-03-13,60720046000
2013-03-14,61259104000
2013-03-15,61480255999
2013-03-18,60906643000
2013-03-19,60775334000
2013-03-20,61051774000
2013-03-21,60637114000
2013-03-22,61494078000
2013-03-25,60768423000
2013-03-26,61286748000
2013-03-27,60837533000
2013-03-28,61424968000
2013-04-01,60788706000
2013-04-02,61291092000
2013-04-03,60809352000
2013-04-04,60885054000
2013-04-05,60864408000
2013-04-08,60843762000
2013-04-09,60960756000
2013-04-10,61965528000
2013-04-11,62288982000
2013-04-12,61958646000
2013-04-15,60850644000
2013-04-16,61077750000
2013-04-17,60692358000
2013-04-18,60403314000
2013-04-19,60823116000
2013-04-22,60878171999
2013-04-23,61793478000
2013-04-24,62068758000
2013-04-25,60348258000
2013-04-26,59721996000
2013-04-29,59742642000
2013-04-30,60251910000
2013-05-01,60155562000
2013-05-02,61015812000
2013-05-03,62041230000
2013-05-06,62048112000
2013-05-07,62144460000
2013-05-08,62254571999
2013-05-09,63245580000
2013-05-10,63569034000
2013-05-13,63582798000
2013-05-14,63630971999
2013-05-15,64154004000
2013-05-16,63906252000
2013-05-17,64092066000
2013-05-20,64284762000
2013-05-21,64449930000
2013-05-22,63747966000
2013-05-23,63527742000
2013-05-24,63445158000
2013-05-28,64209060000
2013-05-29,63940662000
2013-05-30,64112712000
2013-05-31,63445158000
2013-06-03,63644736000
2013-06-04,63300636000
2013-06-05,62481678000
2013-06-06,62529852000
2013-06-07,63933780000
2013-06-10,63761730000
2013-06-11,63417630000
2013-06-12,62736312000
2013-06-13,63981954000
2013-06-14,63885606000
2013-06-17,64394873999
2013-06-18,65000490000
2013-06-19,64195296000
2013-06-20,62591790000
2013-06-21,63059766000
2013-06-24,61855416000
2013-06-25,62282100000
2013-06-26,63107940000
2013-06-27,63431394000
2013-06-28,62915244000
2013-07-01,62126922000
2013-07-02,61800618000
2013-07-03,62208498000
2013-07-05,63398148000
2013-07-08,63731250000
2013-07-09,64424646000
2013-07-10,64472232000
2013-07-11,65097648000
2013-07-12,65444346000
2013-07-15,65274396000
2013-07-16,64988879999
2013-07-17,65158829999
2013-07-18,65634690000
2013-07-19,66035772000
2013-07-22,66090156000
2013-07-23,66355278000
2013-07-24,66117348000
2013-07-25,66239712000
2013-07-26,66450450000
2013-07-29,66273702000
2013-07-30,66409662000
2013-07-31,66742764000
2013-08-01,67300200000
2013-08-02,67211826000
2013-08-05,67021482000
2013-08-06,66783552000
2013-08-07,66967098000
2013-08-08,67456554000
2013-08-09,67245816000
2013-08-12,67279806000
2013-08-13,67449756000
2013-08-14,66851532000
2013-08-15,65845428000
2013-08-16,65872620000
2013-08-19,65709468000
2013-08-20,65600700000
2013-08-21,64465434000
2013-08-22,65172426000
2013-08-23,65022870000
2013-08-26,64982082000
2013-08-27,64071150000
2013-08-28,64227504000
2013-08-29,64404252000
2013-08-30,64553807999
2013-09-03,64349868000
2013-09-04,65104446000
2013-09-05,65287992000
2013-09-06,65383164000
2013-09-09,66348479999
2013-09-10,66831138000
2013-09-11,67470150000
2013-09-12,67177835999
2013-09-13,67408968000
2013-09-16,67769262000
2013-09-17,68163546000
2013-09-18,68938518000
2013-09-19,69094872000
2013-09-20,68211132000
2013-09-23,68836548000
2013-09-24,68659800000
2013-09-25,68319900000
2013-09-26,68578224000
2013-09-27,68326698000
2013-09-30,66743040000
2013-10-01,66856685000
2013-10-02,66622710000
2013-10-03,66261720000
2013-10-04,66736355000
2013-10-07,66335255000
2013-10-08,65479575000
2013-10-09,65713550000
2013-10-10,66702930000
2013-10-11,67471705000
2013-10-14,67852750000
2013-10-15,66970330000
2013-10-16,67592035000
2013-10-17,68534620000
2013-10-18,68654950000
2013-10-21,68888925000
2013-10-22,69196435000
2013-10-23,68855500000
2013-10-24,69022625000
2013-10-25,69537370000
2013-10-28,69818140000
2013-10-29,70018690000
2013-10-30,69744605000
2013-10-31,70339570000
2013-11-01,70366310000
2013-11-04,70600285000
2013-11-05,70493325000
2013-11-06,71054865000
2013-11-07,70653765000
2013-11-08,71536185000
2013-11-11,71516130000
2013-11-12,71743420000
2013-11-13,71870435000
2013-11-14,72538935000
2013-11-15,72572360000
2013-11-18,72732800000
2013-11-19,72686005000
2013-11-20,72198000000
2013-11-21,72853130000
2013-11-22,73227490000
2013-11-25,73347820000
