,CHTR
2019-04-10,78804703626
2019-04-11,79004855338
2019-04-12,79182766488
2019-04-15,79469654301
2019-04-16,79627551036
2019-04-17,80437062027
2019-04-18,79921110395
2019-04-22,79627551036
2019-04-23,79756542336
2019-04-24,80172414777
2019-04-25,81564592636
2019-04-26,82318498886
2019-04-29,82500862108
2019-04-30,82549788630
2019-05-01,82516431346
2019-05-02,82376323101
2019-05-03,83993112487
2019-05-06,83681764638
2019-05-07,83339278534
2019-05-08,82801093012
2019-05-09,83248097035
2019-05-10,84039819757
2019-05-13,82038289291
2019-05-14,82985675708
2019-05-15,83884142274
2019-05-16,84996103644
2019-05-17,85934599485
2019-05-20,83906383058
2019-05-21,84333372222
2019-05-22,84082068062
2019-05-23,83510525033
2019-05-24,83397102750
2019-05-28,83841887298
2019-05-29,83479386779
2019-05-30,84335598368
2019-05-31,83797406174
2019-06-03,83986440941
2019-06-04,86214815752
2019-06-05,85612127797
2019-06-06,86134751198
2019-06-07,87631453648
2019-06-10,87936129951
2019-06-11,87097713525
2019-06-12,86990962787
2019-06-13,86670717245
2019-06-14,87195559898
2019-06-17,87638124971
2019-06-18,87891648606
2019-06-19,88456526983
2019-06-20,88683364656
2019-06-21,87776007069
2019-06-24,87275624453
2019-06-25,86935364718
2019-06-26,86341574233
2019-06-27,87046560855
2019-06-28,87884977282
2019-07-01,86905874793
2019-07-02,87113451667
2019-07-03,87399685200
2019-07-05,87766762348
2019-07-08,87268584361
2019-07-09,87666254458
2019-07-10,88975062559
2019-07-11,89639302133
2019-07-12,90526408501
2019-07-15,90596329778
2019-07-16,90642212646
2019-07-17,90581033304
2019-07-18,90812641814
2019-07-19,89538794461
2019-07-22,89117085736
2019-07-23,89044984055
2019-07-24,89512575430
2019-07-25,88601430871
2019-07-26,87135303118
2019-07-29,86012213886
2019-07-30,86211049044
2019-07-31,84205227798
2019-08-01,83986728585
2019-08-02,84047908146
2019-08-05,82972888959
2019-08-06,83464512188
2019-08-07,81943759632
2019-08-08,83036255697
2019-08-09,82935747807
2019-08-12,82216883649
2019-08-13,82892045343
2019-08-14,81976533203
2019-08-15,83235090637
2019-08-16,84015134575
2019-08-19,84869467153
2019-08-20,85553364228
2019-08-21,85680097486
2019-08-22,85441934218
2019-08-23,84233633788
2019-08-26,86696117515
2019-08-27,87069749203
2019-08-28,87508934806
2019-08-29,88981617317
2019-08-30,89495091778
2019-09-03,89980160468
2019-09-04,91653865095
2019-09-05,92217590224
2019-09-06,93019485176
2019-09-09,91721599414
2019-09-10,92062457531
2019-09-11,92862165525
2019-09-12,92862165525
2019-09-13,92975782712
2019-09-16,92479791902
2019-09-17,92894939095
2019-09-18,92953938034
2019-09-19,93390936460
2019-09-20,91846145495
2019-09-23,92099605456
2019-09-24,91229976185
2019-09-25,91039882962
2019-09-26,89803176543
2019-09-27,88756563346
2019-09-30,87636522369
2019-10-01,86250059279
2019-10-02,87345195574
2019-10-03,88604074924
2019-10-04,90953833568
2019-10-07,91447178796
2019-10-08,91028261669
2019-10-09,91285564135
2019-10-10,90785839890
2019-10-11,89984158998
2019-10-14,89941626619
2019-10-15,92059606094
2019-10-16,93161121619
2019-10-17,93975560970
2019-10-18,93575781531
2019-10-21,93173880078
2019-10-22,92976118859
2019-10-23,92620993815
2019-10-24,92516798173
2019-10-25,98283812822
2019-10-28,99325787099
2019-10-29,98683592261
2019-10-30,99685162979
2019-10-31,99489523776
2019-11-01,101322555685
2019-11-04,100688862092
2019-11-05,100635700074
2019-11-06,99738324997
2019-11-07,99612863272
2019-11-08,99891431822
2019-11-11,100688862092
2019-11-12,100810072981
2019-11-13,102105099102
2019-11-14,102064695330
2019-11-15,101135424319
2019-11-18,100810072981
2019-11-19,101852047258
2019-11-20,101875435569
2019-11-21,100933406098
2019-11-22,99625621732
2019-11-25,99106760011
2019-11-26,99372570101
2019-11-27,100748403339
2019-11-29,99946722447
2019-12-02,100014764939
2019-12-03,99914819920
2019-12-04,98254039115
2019-12-05,99364062264
2019-12-06,99487401761
2019-12-09,99659646274
2019-12-10,98181739409
2019-12-11,99066356239
2019-12-12,99859535887
2019-12-13,101065246840
2019-12-16,99993505235
2019-12-17,100184887224
2019-12-18,99204576210
2019-12-19,101150311172
2019-12-20,101267265060
2019-12-23,102224181384
2019-12-24,102253948712
2019-12-26,103289550351
2019-12-27,102855746370
2019-12-30,102726027857
2019-12-31,100814806727
2020-01-02,101926705456
2020-01-03,102766345591
2020-01-06,103385685166
2020-01-07,103741075035
2020-01-08,104075680318
2020-01-09,105428664192
2020-01-10,104961043756
2020-01-13,106025138998
2020-01-14,105914988614
2020-01-15,107116259584
2020-01-16,105740411150
2020-01-17,104483034248
2020-01-21,104661766053
2020-01-22,106097881202
2020-01-23,106646558965
2020-01-24,104886227396
2020-01-27,104763601522
2020-01-28,103778483007
2020-01-29,101991132537
2020-01-30,102456679025
2020-01-31,107544391657
2020-02-03,110576643331
2020-02-04,110514296433
2020-02-05,108525349390
2020-02-06,109435651545
2020-02-07,109155084271
2020-02-10,110221259905
2020-02-11,110345953492
2020-02-12,110981916870
2020-02-13,111133629566
2020-02-14,111166889848
2020-02-18,111730104580
2020-02-19,112740174282
2020-02-20,112066790254
2020-02-21,111260416430
2020-02-24,109880413447
2020-02-25,107654535598
2020-02-26,107675326418
2020-02-27,105692607663
2020-02-28,102496167388
2020-03-02,103319177693
2020-03-03,102882730706
2020-03-04,108662525117
2020-03-05,104983908525
2020-03-06,103233966027
2020-03-09,96269536918
2020-03-10,99085655050
2020-03-11,93659176351
2020-03-12,88856198010
2020-03-13,94394900833
2020-03-16,80869235971
2020-03-17,81681857204
2020-03-18,79291797197
2020-03-19,81690172327
2020-03-20,77250898562
2020-03-23,79345835415
2020-03-24,87164448070
2020-03-25,87449175918
2020-03-26,94390746493
2020-03-27,91383427302
2020-03-30,93686195460
2020-03-31,89782753562
2020-04-01,87255806829
2020-04-02,89648999462
2020-04-03,89266250135
2020-04-06,94565019163
2020-04-07,92959957616
2020-04-08,95466325370
2020-04-09,96023986754
2020-04-13,96653665097
2020-04-14,100742461762
2020-04-15,102131459468
2020-04-16,102137632585
2020-04-17,102769370761
2020-04-20,102615037682
2020-04-21,100991450815
2020-04-22,102082068767
2020-04-23,102707633825
2020-04-24,104648113625
2020-04-27,104625480988
2020-04-28,102304311899
2020-04-29,101791927930
2020-04-30,101907162884
2020-05-01,104872416588
2020-05-04,106125593984
2020-05-05,105654368178
2020-05-06,103703595802
2020-05-07,105821047491
2020-05-08,106033004220
2020-05-11,105098766626
2020-05-12,103285868014
2020-05-13,102538894886
2020-05-14,102361929170
2020-05-15,103586307601
2020-05-18,106549495094
2020-05-19,107094810244
2020-05-20,105522667737
2020-05-21,106378708875
2020-05-22,105543252888
2020-05-26,104915627998
2020-05-27,108055787381
2020-05-28,110023019277
2020-05-29,111942926272
2020-06-01,111387324720
2020-06-02,112193968778
2020-06-03,112621989348
2020-06-04,111125995810
2020-06-05,109210195927
2020-06-08,111193893311
2020-06-09,109385114158
2020-06-10,109846053767
2020-06-11,106421914112
2020-06-12,107533117216
2020-06-15,108243052052
2020-06-16,109566199332
2020-06-17,109932476587
2020-06-18,110113561761
2020-06-19,110434574153
2020-06-22,108582577211
2020-06-23,107218271768
2020-06-24,104532878671
2020-06-25,104950606665
2020-06-26,103355831520
2020-06-29,104785987184
2020-06-30,103449630905
2020-07-01,105857174182
2020-07-02,105001252226
2020-07-06,106745555275
2020-07-07,107096453642
2020-07-08,107155268865
2020-07-09,107536583501
2020-07-10,109104428507
2020-07-13,108264736119
2020-07-14,110124651694
2020-07-15,111962259397
2020-07-16,113183278793
2020-07-17,114528007143
2020-07-20,114700417174
2020-07-21,114532067729
2020-07-22,114621311796
2020-07-23,113668024802
2020-07-24,113931696821
2020-07-27,113564581258
2020-07-28,113868821011
2020-07-29,114884983814
2020-07-30,114280564692
2020-07-31,117639371160
2020-08-03,119606790663
2020-08-04,121697931493
2020-08-05,121342985114
2020-08-06,122129952956
2020-08-07,122075185744
2020-08-10,122170520690
2020-08-11,119764988844
2020-08-12,121440337779
2020-08-13,122551823156
2020-08-14,122708003416
2020-08-17,122703943032
2020-08-18,123864116912
2020-08-19,124060852737
2020-08-20,124239341072
2020-08-21,124527363630
2020-08-24,124237323152
2020-08-25,123673459594
2020-08-26,124649054663
2020-08-27,124594287451
2020-08-28,124868110733
2020-08-31,124862019853
2020-09-01,125192628066
2020-09-02,126249358603
2020-09-03,123338790998
2020-09-04,122511267794
2020-09-08,120986008443
2020-09-09,124389443028
2020-09-10,122519376392
2020-09-11,122004201539
2020-09-14,123663320703
2020-09-15,126269636386
2020-09-16,127794895534
2020-09-17,125815307049
2020-09-18,126817270375
2020-09-21,124604438714
2020-09-22,128399314657
2020-09-23,125012109639
2020-09-24,124018267081
2020-09-25,124582118266
2020-09-28,127421689294
2020-09-29,127070803503
2020-09-30,122936616394
2020-10-01,125057291247
2020-10-02,122127321379
2020-10-05,124834785905
2020-10-06,122257286568
2020-10-07,122816494167
2020-10-08,123869951287
2020-10-09,125161657605
2020-10-12,128327905638
2020-10-13,127979389187
2020-10-14,125748435070
2020-10-15,125407790744
2020-10-16,124822972105
2020-10-19,121621270267
2020-10-20,119770356349
2020-10-21,119193421651
2020-10-22,118126179697
2020-10-23,116820700556
2020-10-26,114625188232
2020-10-27,114924489870
2020-10-28,112744733415
2020-10-29,113418150336
2020-10-30,118896090850
2020-11-02,115865696889
2020-11-03,116566683477
2020-11-04,124931268323
2020-11-05,127469396007
2020-11-06,126904275305
2020-11-09,120743074908
2020-11-10,123436754600
2020-11-11,125413691638
2020-11-12,125618482089
2020-11-13,127435925247
2020-11-16,126297799904
2020-11-17,126317497840
2020-11-18,126500619320
2020-11-19,128095557333
2020-11-20,129054491058
2020-11-23,127012571523
2020-11-24,128075871408
2020-11-25,128264905991
2020-11-27,126571502907
2020-11-30,128381074137
2020-12-01,130401336909
2020-12-02,131370113596
2020-12-03,132012030791
2020-12-04,132073071219
2020-12-07,134046078397
2020-12-08,130621871217
2020-12-09,126823548952
2020-12-10,129572356166
2020-12-11,128335789578
2020-12-14,127924249653
2020-12-15,127256745639
2020-12-16,126498648483
2020-12-17,128772916125
2020-12-18,128383045172
2020-12-21,128912724080
2020-12-22,126236759476
2020-12-23,127485151875
2020-12-24,129267153437
2020-12-28,128363359246
2020-12-29,130938887746
2020-12-30,128676433904
2020-12-31,126623662539
2021-01-04,123844476655
2021-01-05,121846213010
2021-01-06,119534043070
2021-01-07,120540832796
2021-01-08,121423204795
2021-01-11,122715185352
2021-01-12,118955997571
2021-01-13,118289913645
2021-01-14,119262251896
2021-01-15,120376215907
2021-01-19,121210748641
2021-01-20,123038659385
2021-01-21,124495245156
2021-01-22,123779393948
2021-01-25,124828287119
2021-01-26,124324892256
2021-01-27,117863085186
2021-01-28,125302978194
2021-01-29,116289734041
2021-02-01,114655143591
2021-02-02,118039174097
2021-02-03,116615124034
2021-02-04,118630607578
2021-02-05,118221010695
2021-02-08,117815234055
2021-02-09,118577020435
2021-02-10,117068751806
2021-02-11,118418151424
2021-02-12,117417109385
2021-02-16,118377952262
2021-02-17,119459392434
2021-02-18,117985575279
2021-02-19,116238050990
2021-02-22,114172800355
2021-02-23,115372910567
2021-02-24,116471570638
2021-02-25,115139390919
2021-02-26,117411361698
2021-03-01,118609555951
2021-03-02,117918588288
2021-03-03,115037952645
2021-03-04,116305049657
2021-03-05,119442172534
2021-03-08,117212305201
2021-03-09,117669764891
2021-03-10,120406847139
2021-03-11,119480444061
2021-03-12,119465140120
2021-03-15,119627829375
2021-03-16,122431910289
2021-03-17,122854906829
2021-03-18,120468098119
2021-03-19,120535084918
2021-03-22,122043353548
2021-03-23,123542054249
2021-03-24,124711533229
2021-03-25,122075889064
2021-03-26,120919809932
2021-03-29,121863432910
2021-03-30,121099730570
2021-03-31,114714205633
2021-04-01,113145069773
2021-04-05,112572443777
2021-04-06,114039327790
2021-04-07,113712112882
2021-04-08,114368392196
2021-04-09,114197352172
2021-04-12,115138089315
2021-04-13,115508061301
2021-04-14,114729070773
2021-04-15,118242897180
2021-04-16,119799017397
2021-04-19,119808310991
2021-04-20,121303086942
2021-04-21,121384890576
2021-04-22,122273565706
2021-04-23,122247534607
2021-04-26,121323534969
2021-04-27,121500158065
2021-04-28,121351415752
2021-04-29,124558475463
2021-04-30,125205472523
2021-05-03,125923107629
2021-05-04,125095776765
2021-05-05,125261245243
2021-05-06,125640510823
2021-05-07,128921941599
2021-05-10,129159908962
2021-05-11,127369543430
2021-05-12,126791334361
2021-05-13,127408578645
2021-05-14,132075089613
2021-05-17,127696746997
2021-05-18,127559170456
2021-05-19,126358157085
2021-05-20,129158059278
2021-05-21,128750901760
2021-05-24,130723473090
2021-05-25,129306790251
2021-05-26,128933096217
2021-05-27,128737886118
2021-05-28,129124595609
2021-06-01,128076023918
2021-06-02,126878721068
2021-06-03,125612630226
2021-06-04,126915906600
2021-06-07,126527336270
2021-06-08,126034652884
2021-06-09,125766932745
2021-06-10,126964235409
2021-06-11,127676298784
2021-06-14,128395794729
2021-06-15,127878952794
2021-06-16,126808071866
2021-06-17,128477598549
2021-06-18,127464351366
2021-06-21,129176646467
2021-06-22,131441108010
2021-06-23,130009548691
2021-06-24,132287025877
2021-06-25,134099711801
2021-06-28,134112727258
2021-06-29,133387659767
2021-06-30,131249923294
2021-07-01,131313592740
2021-07-02,133154674652
2021-07-06,132721691814
2021-07-07,135055794966
2021-07-08,135261371330
2021-07-09,133982432038
2021-07-12,130949742380
2021-07-13,129294227609
2021-07-14,127596862586
2021-07-15,128244515863
2021-07-16,129165056728
2021-07-19,129434302538
2021-07-20,130760544196
2021-07-21,130698684722
2021-07-22,131026147863
2021-07-23,132225039711
2021-07-26,132743521926
2021-07-27,132214124565
2021-07-28,131397282326
2021-07-29,129858191300
2021-07-30,135361427995
2021-08-02,136420233816
2021-08-03,140086030742
2021-08-04,140082388600
2021-08-05,140066010421
2021-08-06,140098766778
2021-08-09,139263725290
2021-08-10,139445650470
2021-08-11,141292195413
2021-08-12,140913787946
2021-08-13,140393484660
2021-08-16,142371010457
2021-08-17,143424353246
2021-08-18,142896765858
2021-08-19,142909501894
2021-08-20,144464971098
2021-08-23,145087152121
2021-08-24,144201177404
2021-08-25,144934330057
2021-08-26,145067142898
2021-08-27,146846365518
2021-08-30,148123483739
2021-08-31,148571012586
2021-09-01,148894844683
2021-09-02,149362393851
2021-09-03,147601359382
2021-09-07,145691144992
2021-09-08,145501935709
2021-09-09,142885850711
2021-09-10,143196946771
2021-09-13,144279403776
2021-09-14,138601514905
2021-09-15,139209149919
2021-09-16,139216422923
2021-09-17,138896232787
2021-09-20,137517247928
2021-09-21,136012723233
2021-09-22,136725866845
2021-09-23,134979389484
2021-09-24,134473632207
2021-09-27,133607666531
2021-09-28,132348747378
2021-09-29,133383902198
2021-09-30,127776885044
2021-10-01,129624451241
2021-10-04,130130248795
2021-10-05,131329751936
2021-10-06,130620235462
2021-10-07,130304114647
2021-10-08,124013267254
2021-10-11,122098962942
2021-10-12,121289339646
2021-10-13,122274586788
2021-10-14,123581228729
2021-10-15,122766342162
2021-10-18,124144985138
2021-10-19,126082110540
2021-10-20,128909660958
2021-10-21,129201191801
2021-10-22,128368736527
2021-10-25,128382789420
2021-10-26,127894549860
2021-10-27,125484995961
2021-10-28,124037857226
2021-10-29,118526780061
2021-11-01,117908580610
2021-11-02,119687651049
2021-11-03,121626534445
2021-11-04,120490253254
2021-11-05,121061030754
2021-11-08,122090184032
2021-11-09,122288639857
2021-11-10,123156222007
2021-11-11,121919833995
2021-11-12,121066294025
2021-11-15,121691514390
2021-11-16,121036440956
2021-11-17,121363098676
2021-11-18,120456884372
2021-11-19,119835179821
2021-11-22,117372929988
2021-11-23,118500432093
2021-11-24,118140405316
2021-11-26,118172016379
2021-11-29,117350098009
2021-11-30,113502184285
2021-12-01,111380645240
2021-12-02,117738230573
2021-12-03,119301276480
2021-12-06,118186069273
2021-12-07,114260869992
2021-12-08,112762804030
2021-12-09,107476519943
2021-12-10,107286853917
2021-12-13,106349017837
2021-12-14,109218716223
2021-12-15,108416113842
2021-12-16,110920511642
2021-12-17,114155499900
2021-12-20,113586480395
2021-12-21,113159715678
2021-12-22,112362376568
2021-12-23,113856937254
2021-12-27,114568211723
2021-12-28,115172358104
2021-12-29,115258422745
2021-12-30,115425256794
2021-12-31,111283533210
2022-01-03,110534220184
2022-01-04,109371834551
2022-01-05,106656180476
2022-01-06,107866363905
2022-01-07,104203392945
2022-01-10,103339711534
2022-01-11,104478198440
2022-01-12,104799092801
2022-01-13,105669608564
2022-01-14,103725468238
2022-01-18,99468506009
2022-01-19,99221006176
2022-01-20,97660914135
2022-01-21,97239319412
2022-01-24,98509239588
2022-01-25,96189583334
2022-01-26,94731910485
2022-01-27,95761164840
2022-01-28,100786213399
2022-01-31,101276097882
2022-02-01,101882038685
2022-02-02,102453839643
2022-02-03,104196569175
2022-02-04,103935411391
2022-02-07,104247773565
2022-02-08,103969551064
2022-02-09,104930526073
2022-02-10,103525766201
2022-02-11,103220227626
2022-02-14,103768140269
2022-02-15,104025881048
2022-02-16,104027589636
2022-02-17,102042485866
2022-02-18,101871797739
2022-02-22,101644779628
2022-02-23,97394641169
2022-02-24,100123953025
2022-02-25,102610869818
2022-02-28,102716706016
2022-03-01,101515054945
2022-03-02,97461211928
2022-03-03,95896004705
2022-03-04,93866520486
2022-03-07,94841153446
2022-03-08,94122552676
2022-03-09,95201302834
2022-03-10,95948917683
2022-03-11,95464158794
2022-03-14,96633378780
2022-03-15,97148849754
2022-03-16,97652381777
2022-03-17,98598000658
2022-03-18,98541670674
2022-03-21,96570225026
2022-03-22,98087634453
2022-03-23,95583642531
2022-03-24,95469284388
2022-03-25,95288355485
2022-03-28,96481463786
2022-03-29,97689938627
2022-03-30,97312714111
2022-03-31,89492351437
2022-04-01,92143388851
2022-04-04,92195885878
2022-04-05,91341183753
2022-04-06,92074490800
2022-04-07,90634130224
2022-04-08,91474063617
2022-04-11,91853017744
2022-04-12,90082925965
2022-04-13,92261509662
2022-04-14,91100035571
2022-04-18,87517187463
2022-04-19,91498674997
2022-04-20,87924037408
2022-04-21,85146678507
2022-04-22,83890052847
2022-04-25,83168235508
2022-04-26,79883963940
2022-04-27,79073558494
2022-04-28,75707257031
2022-04-29,70293619604
2022-05-02,70958023678
2022-05-03,69822798018
2022-05-04,73550005526
2022-05-05,74839438156
2022-05-06,75425091523
2022-05-09,76064888974
2022-05-10,76812954908
2022-05-11,73551647662
2022-05-12,76325727376
2022-05-13,77331352361
2022-05-16,76010749811
2022-05-17,77452747438
2022-05-18,77021296120
2022-05-19,77853028837
2022-05-20,78584688825
2022-05-23,77705385164
2022-05-24,78583046688
2022-05-25,79992232259
2022-05-26,82490709761
2022-05-27,83655463040
2022-05-31,83161672211
2022-06-01,81266901080
2022-06-02,81732801342
2022-06-03,80559847550
2022-06-06,79518131485
2022-06-07,79162141679
2022-06-08,80048013559
2022-06-09,79114570899
2022-06-10,77790689161
2022-06-13,74555630510
2022-06-14,74145506463
2022-06-15,73658278931
2022-06-16,68138010235
2022-06-17,72503368136
2022-06-21,71766786987
2022-06-22,73533599580
2022-06-23,74663903915
2022-06-24,75974658731
2022-06-27,76178078618
2022-06-28,74975597207
2022-06-29,76092774620
2022-06-30,74014203541
2022-07-01,75971467793
2022-07-05,76018857230
2022-07-06,74505496218
2022-07-07,73519753180
2022-07-08,73227505681
2022-07-11,71622523479
2022-07-12,73946277070
2022-07-13,73557669564
2022-07-14,74048957343
2022-07-15,75289031497
2022-07-18,74879886956
2022-07-19,76292148987
2022-07-20,76331641764
2022-07-21,77838682668
2022-07-22,76726569536
2022-07-25,75665003526
2022-07-26,75669742501
2022-07-27,75184769933
2022-07-28,68809053604
2022-07-29,68259317146
2022-08-01,67384155939
2022-08-02,69136054906
2022-08-03,71431374961
2022-08-04,72579827925
2022-08-05,73137465782
2022-08-08,73306491235
2022-08-09,71481926822
2022-08-10,73091652739
2022-08-11,73644551620
2022-08-12,75529145845
2022-08-15,75971467793
2022-08-16,76273188504
2022-08-17,73500797437
2022-08-18,72361827005
2022-08-19,71791548774
2022-08-22,69271912587
2022-08-23,68252997038
2022-08-24,67798039454
2022-08-25,69276651562
2022-08-26,67259357341
2022-08-29,66079312999
2022-08-30,64690750426
2022-08-31,65183619496
2022-09-01,66399994192
2022-09-02,64316359687
2022-09-06,62714530273
2022-09-07,63591268032
2022-09-08,62542342396
2022-09-09,64122053486
2022-09-12,64207359148
2022-09-13,61117444730
2022-09-14,60836251417
2022-09-15,59397136984
2022-09-16,59646729282
2022-09-19,58785789582
2022-09-20,57334034616
2022-09-21,55768540452
2022-09-22,52756030139
2022-09-23,50812987552
2022-09-26,48370755471
2022-09-27,48479756010
2022-09-28,50721361624
2022-09-29,49380188330
2022-09-30,46571499040
2022-10-03,49169122104
2022-10-04,50438768456
2022-10-05,50552374663
2022-10-06,49734093867
2022-10-07,47980848065
2022-10-10,48866679718
2022-10-11,47352935464
2022-10-12,47025928781
2022-10-13,50039605044
2022-10-14,49635836373
2022-10-17,50922367906
2022-10-18,50489429219
2022-10-19,49841557887
2022-10-20,50374286237
2022-10-21,50724320749
2022-10-24,51748327664
2022-10-25,53228296337
2022-10-26,52945812835
2022-10-27,54540929248
2022-10-28,56533667387
2022-10-31,56438483289
2022-11-01,54808059432
2022-11-02,53311200666
2022-11-03,52850628738
2022-11-04,53552234382
2022-11-07,54236950087
2022-11-08,54448813942
2022-11-09,53714969490
2022-11-10,57289007498
2022-11-11,60549855213
2022-11-14,59538132825
2022-11-15,60195215135
2022-11-16,59707010120
2022-11-17,58997730118
2022-11-18,57476306902
2022-11-21,56650347144
2022-11-22,59191167104
2022-11-23,59909662843
2022-11-25,59891235974
2022-11-28,59025363206
2022-11-29,59149717319
2022-11-30,60072397950
2022-12-01,59745391114
2022-12-02,60287330442
2022-12-05,59535064034
2022-12-06,56983496167
2022-12-07,57554605665
2022-12-08,57465559149
2022-12-09,58426620620
2022-12-12,59014615453
2022-12-13,60285793821
2022-12-14,50408061665
2022-12-15,48119018723
2022-12-16,46818670339
2022-12-19,47002901106
2022-12-20,47483431918
2022-12-21,49333393833
2022-12-22,49723346114
2022-12-23,51264728061
2022-12-27,51091245354
2022-12-28,51022157569
2022-12-29,52035416732
2022-12-30,52059981182
2023-01-03,51728316797
2023-01-04,53609183334
2023-01-05,54734369370
2023-01-06,55688433833
2023-01-09,55605140003
2023-01-10,56734873583
2023-01-11,57308821677
2023-01-12,58374949020
2023-01-13,58829264133
2023-01-17,58811092286
2023-01-18,57828254078
2023-01-19,58182623955
2023-01-20,59986250865
2023-01-23,59971110814
2023-01-24,59368384431
2023-01-25,61144758189
2023-01-26,62148795346
2023-01-27,59728808511
2023-01-30,59203317061
2023-01-31,58199280056
2023-02-01,60375448690
2023-02-02,62430468444
2023-02-03,61529408320
2023-02-06,61270449917
2023-02-07,60970600276
2023-02-08,61075093207
2023-02-09,59631885682
2023-02-10,60111947287
2023-02-13,60595036145
2023-02-14,60595036145
2023-02-15,61122038647
2023-02-16,60631379840
2023-02-17,59912047577
2023-02-21,57230075390
2023-02-22,57947891754
2023-02-23,58035728584
2023-02-24,56760615531
2023-02-27,56796959226
2023-02-28,55670257291
2023-03-01,54902468385
2023-03-02,54985757520
2023-03-03,56029170168
2023-03-06,55897414848
2023-03-07,54192221970
2023-03-08,53589495588
2023-03-09,51944877151
2023-03-10,49897427346
2023-03-13,50771229775
2023-03-14,50904496299
2023-03-15,51782836882
2023-03-16,52465825450
2023-03-17,53004945748
2023-03-20,52814131886
2023-03-21,53350225082
2023-03-22,51766176390
2023-03-23,51817669373
2023-03-24,52087229522
2023-03-27,52755068649
2023-03-28,52328016078
2023-03-29,52959511359
2023-03-30,52859561580
2023-03-31,53674354955
2023-04-03,53464227223
2023-04-04,52249984515
2023-04-05,53000443915
2023-04-06,52572681156
2023-04-10,53116017664
2023-04-11,53810939166
2023-04-12,51523540416
2023-04-13,52176440994
2023-04-14,51256377020
2023-04-17,51960308237
2023-04-18,51529545292
2023-04-19,51582078350
2023-04-20,50430871680
2023-04-21,49937069394
2023-04-24,49654896660
2023-04-25,48620763607
2023-04-26,48123959484
2023-04-27,51443991870
2023-04-28,55338876156
2023-05-01,55010174938
2023-05-02,53617322292
2023-05-03,53567791972
2023-05-04,52349045906
2023-05-05,52659736098
2023-05-08,52607203940
2023-05-09,50881147320
2023-05-10,51022233687
2023-05-11,51287896314
2023-05-12,50744563709
2023-05-15,51517536891
2023-05-16,50331811039
2023-05-17,50812105055
2023-05-18,51573070886
2023-05-19,51091275952
2023-05-22,51254876101
2023-05-23,50496912107
2023-05-24,49716434331
2023-05-25,47978370360
2023-05-26,49567843370
2023-05-30,50031627279
2023-05-31,48952466662
2023-06-01,49233138477
2023-06-02,49428257921
2023-06-05,50267271530
2023-06-06,49380228520
2023-06-07,50537436914
2023-06-08,50457888218
2023-06-09,49302180742
2023-06-12,50325807364
2023-06-13,50321304607
2023-06-14,50318302770
2023-06-15,51459001058
2023-06-16,51217353131
2023-06-20,49809491296
2023-06-21,49347208306
2023-06-22,48916444610
2023-06-23,48971978606
2023-06-26,50562952534
2023-06-27,53108510819
2023-06-28,53941520753
2023-06-29,54435323038
2023-06-30,54739717773
2023-07-03,54863391360
2023-07-05,54781438983
2023-07-06,55395336789
2023-07-07,55420667524
2023-07-10,55510070117
2023-07-11,56655913354
2023-07-12,57026934115
2023-07-13,57161038005
2023-07-14,55946652781
2023-07-17,55848309928
2023-07-18,57673612873
2023-07-19,57898609399
2023-07-20,58923759134
2023-07-21,58777734899
2023-07-24,59516796336
2023-07-25,59409513224
2023-07-26,58792635331
2023-07-27,59749243078
2023-07-28,59124914969
2023-07-31,60375061231
2023-08-01,61275047336
2023-08-02,62443241220
2023-08-03,62996047255
2023-08-04,62411950312
2023-08-07,62496882776
2023-08-08,62549034289
2023-08-09,62574365023
2023-08-10,63817061069
2023-08-11,63764909556
2023-08-14,63666566704
2023-08-15,63785770161
2023-08-16,63590574499
2023-08-17,63301506115
2023-08-18,62651847271
2023-08-21,62593735585
2023-08-22,61595406628
2023-08-23,61878514840
2023-08-24,61388290620
2023-08-25,62102021323
2023-08-28,64369867104
2023-08-29,67215849654
2023-08-30,65488889562
2023-08-31,65281773554
2023-09-01,62927505267
2023-09-05,60941277654
2023-09-06,62578835153
2023-09-07,62131822187
2023-09-08,62942405699
2023-09-11,64942043700
2023-09-12,65056777028
2023-09-13,65472499086
2023-09-14,66958072177
2023-09-15,66746486039
2023-09-18,67905739665
2023-09-19,67004263516
2023-09-20,66779266990
2023-09-21,66578111156
2023-09-22,66338214197
2023-09-25,65564881766
2023-09-26,63881132927
2023-09-27,64581453241
2023-09-28,66229441042
2023-09-29,65535080902
2023-10-02,64177223956
2023-10-03,63250788773
2023-10-04,63348847473
2023-10-05,63193709828
2023-10-06,63102968942
2023-10-09,64750940530
2023-10-10,65087559949
2023-10-11,65833976921
2023-10-12,65520774505
2023-10-13,65753480973
2023-10-16,66511606447
2023-10-17,66252555850
2023-10-18,65614442518
2023-10-19,63792306969
2023-10-20,62881970975
2023-10-23,62972711862
2023-10-24,63105896067
2023-10-25,62015541863
2023-10-26,60256339509
2023-10-27,54444532068
2023-10-30,57049673656
2023-10-31,58952305153
2023-11-01,59495286911
2023-11-02,60389523714
2023-11-03,61485732169
2023-11-06,60840301023
2023-11-07,60442211971
2023-11-08,60515390106
2023-11-09,59195256559
2023-11-10,59978262598
2023-11-13,59480651284
2023-11-14,60714434631
2023-11-15,61118377934
2023-11-16,60423185656
2023-11-17,59669450871
2023-11-20,60453920473
2023-11-21,58902544021
2023-11-22,59315268700
2023-11-24,59408936712
