,MET
2009-07-14,21265140765
2009-07-15,22446990290
2009-07-16,22520346467
2009-07-17,22120962835
2009-07-20,22520346467
2009-07-21,22463291663
2009-07-22,22479593036
2009-07-23,23791853543
2009-07-24,24468360512
2009-07-27,24826990713
2009-07-28,23930415211
2009-07-29,23449524715
2009-07-30,24386853648
2009-07-31,24655826299
2009-08-03,25902881315
2009-08-04,26677196521
2009-08-05,26913566426
2009-08-06,25821374451
2009-08-07,26791306131
2009-08-10,26408223871
2009-08-11,25275278464
2009-08-12,26122949847
2009-08-13,27052128095
2009-08-14,26440826616
2009-08-17,24990004441
2009-08-18,25780621019
2009-08-19,26383771812
2009-08-20,27198840450
2009-08-21,28274731052
2009-08-24,28185073502
2009-08-25,28478498211
2009-08-26,27834593987
2009-08-27,27663429573
2009-08-28,27655278887
2009-08-31,27427059668
2009-09-01,25397538760
2009-09-02,25503497683
2009-09-03,26253360829
2009-09-04,26587538971
2009-09-08,27394456923
2009-09-09,27573772023
2009-09-10,27973155656
2009-09-11,28201374874
2009-09-14,28731169489
2009-09-15,28592607821
2009-09-16,29660347736
2009-09-17,29016443512
2009-09-18,28560005075
2009-09-21,27777539183
2009-09-22,28209525561
2009-09-23,27418908982
2009-09-24,26995073290
2009-09-25,26815758190
2009-09-28,28209525561
2009-09-29,28030210460
2009-09-30,27802004795
2009-10-01,26310709518
2009-10-02,26048503756
2009-10-05,27121908597
2009-10-06,27547992962
2009-10-07,27318562920
2009-10-08,27802004795
2009-10-09,27933107676
2009-10-12,27810198725
2009-10-13,27048163227
2009-10-14,27916719816
2009-10-15,28006853047
2009-10-16,27220235758
2009-10-19,27679095844
2009-10-20,27064551087
2009-10-21,26867896765
2009-10-22,27810198725
2009-10-23,26982611786
2009-10-26,26269739868
2009-10-27,25532286160
2009-10-28,24942323193
2009-10-29,26900672485
2009-10-30,24852189962
2009-11-02,24254033066
2009-11-03,24434299528
2009-11-04,24417911668
2009-11-05,24688311361
2009-11-06,24475269178
2009-11-09,25630613321
2009-11-10,25360213628
2009-11-11,25933788734
2009-11-12,25081620005
2009-11-13,24991486774
2009-11-16,25769910133
2009-11-17,25982952315
2009-11-18,25507704370
2009-11-19,24975098914
2009-11-20,24753862801
2009-11-23,25188141096
2009-11-24,25130783586
2009-11-25,25253692537
2009-11-27,24303196646
2009-11-30,24966904984
2009-12-01,24966904984
2009-12-02,25614225461
2009-12-03,24909547473
2009-12-04,25794491923
2009-12-07,26056697686
2009-12-08,26130443057
2009-12-09,26335291309
2009-12-10,26245158078
2009-12-11,26335291309
2009-12-14,26998999646
2009-12-15,26671242442
2009-12-16,26695824233
2009-12-17,26007534105
2009-12-18,25860043364
2009-12-21,25958370525
2009-12-22,25999340175
2009-12-23,25925594804
2009-12-24,25843655503
2009-12-28,25622419391
2009-12-29,25753522272
2009-12-30,25884625154
2009-12-31,25810879783
2010-01-04,26507363841
2010-01-05,27121908597
2010-01-06,27400502220
2010-01-07,27785616935
2010-01-08,27933107676
2010-01-11,28113374138
2010-01-12,28121568068
2010-01-13,27687289774
2010-01-14,27949495536
2010-01-15,27638126193
2010-01-19,28736112825
2010-01-20,28260864880
2010-01-21,27269399339
2010-01-22,26376260959
2010-01-25,26589303142
2010-01-26,26089473406
2010-01-27,26581109211
2010-01-28,26015728035
2010-01-29,25794491923
2010-02-01,26245158078
2010-02-02,26556527421
2010-02-03,25409377209
2010-02-04,25360213628
2010-02-05,25319243978
2010-02-08,24565402409
2010-02-09,25663389041
2010-02-10,25507704370
2010-02-11,25220916817
2010-02-12,25294662187
2010-02-16,25597837601
2010-02-17,25458540789
2010-02-18,25450346859
2010-02-19,25581449740
2010-02-22,25753522272
2010-02-23,25442152929
2010-02-24,25991146245
2010-02-25,26171412707
2010-02-26,26572915281
2010-03-01,26679436373
2010-03-02,26867896765
2010-03-03,26835121044
2010-03-04,27826586585
2010-03-05,28416549552
2010-03-08,29866875178
2010-03-09,29801323737
2010-03-10,30506001725
2010-03-11,30899310369
2010-03-12,30751819627
2010-03-15,30850146788
2010-03-16,31169710062
2010-03-17,31423721895
2010-03-18,30997637530
2010-03-19,30546971375
2010-03-22,30465032074
2010-03-23,30792789278
2010-03-24,30612522816
2010-03-25,30751819627
2010-03-26,30858340718
2010-03-29,31399140104
2010-03-30,31300812943
2010-03-31,31770933975
2010-04-01,32264526942
2010-04-05,32955557096
2010-04-06,32873291602
2010-04-07,32313886239
2010-04-08,33358658019
2010-04-09,33185900481
2010-04-12,33449150063
2010-04-13,33325751821
2010-04-14,34041461624
2010-04-15,33918063382
2010-04-16,33259939426
2010-04-19,33704173096
2010-04-20,34419882898
2010-04-21,33934516481
2010-04-22,34222445712
2010-04-23,34526828041
2010-04-26,34337617404
2010-04-27,32478417228
2010-04-28,32190487997
2010-04-29,33440923514
2010-04-30,33416243865
2010-05-03,33547868657
2010-05-04,32610042019
2010-05-05,32174034898
2010-05-06,30898919734
2010-05-07,29845921404
2010-05-10,32338565887
2010-05-11,31688668481
2010-05-12,32141128701
2010-05-13,31573496789
2010-05-14,30290155074
2010-05-17,30643896701
2010-05-18,29993999294
2010-05-19,29706070063
2010-05-20,27772830943
2010-05-21,28941000965
2010-05-24,28307556657
2010-05-25,28743563778
2010-05-26,28776469976
2010-05-27,30347740921
2010-05-28,29681390415
2010-06-01,29204250547
2010-06-02,30479365712
2010-06-03,30331287822
2010-06-04,28208838064
2010-06-07,27764604393
2010-06-08,28521446943
2010-06-09,28496767294
2010-06-10,29821241756
2010-06-11,30133850635
2010-06-14,30092717888
2010-06-15,30553404657
2010-06-16,30059811690
2010-06-17,30076264789
2010-06-18,30051585140
2010-06-21,30216116129
2010-06-22,29730749712
2010-06-23,29434593932
2010-06-24,28883415118
2010-06-25,30068038239
2010-06-28,29352328437
2010-06-29,27986721228
2010-06-30,30517507939
2010-07-01,30209158676
2010-07-02,30064053140
2010-07-06,30181951388
2010-07-07,31197690136
2010-07-08,31877872334
2010-07-09,32403879900
2010-07-12,31977632390
2010-07-13,33074993002
2010-07-14,32313188941
2010-07-15,31587661263
2010-07-16,30553784322
2010-07-19,30245435059
2010-07-20,30553784322
2010-07-21,29810118453
2010-07-22,31750904990
2010-07-23,31959494198
2010-07-26,32195290693
2010-07-27,32032046966
2010-07-28,31759974086
2010-07-29,32485501764
2010-07-30,33990971695
2010-08-02,34535117453
2010-08-03,33682622432
2010-08-04,33682622432
2010-08-05,33818658872
2010-08-06,33474033225
2010-08-09,34199560902
2010-08-10,34281182766
2010-08-11,32857334699
2010-08-12,32213428885
2010-08-13,31968563294
2010-08-16,31379072056
2010-08-17,31714628607
2010-08-18,31886941430
2010-08-19,30671682570
2010-08-20,30127536812
2010-08-23,30018707660
2010-08-24,29492700094
2010-08-25,29864533029
2010-08-26,29510838286
2010-08-27,30562853418
2010-08-30,29955223988
2010-08-31,30426816979
2010-09-01,31959494198
2010-09-02,32431087188
2010-09-03,33510309609
2010-09-07,32412948996
2010-09-08,32830127411
2010-09-09,33020578426
2010-09-10,32721298259
2010-09-13,33374273169
2010-09-14,33102200290
2010-09-15,32875472891
2010-09-16,32639676396
2010-09-17,32458294476
2010-09-20,33519378705
2010-09-21,33220098538
2010-09-22,31832526854
2010-09-23,30599129802
2010-09-24,31642075839
2010-09-27,31342795672
2010-09-28,31759974086
2010-09-29,31351864768
2010-09-30,34555306605
2010-10-01,34999099217
2010-10-04,34908323456
2010-10-05,35775736289
2010-10-06,35463064221
2010-10-07,35493322809
2010-10-08,35220995524
2010-10-11,34948668239
2010-10-12,35220995524
2010-10-13,35735391506
2010-10-14,35634529549
2010-10-15,35251254111
2010-10-18,36380908034
2010-10-19,35886684442
2010-10-20,36259873685
2010-10-21,36350649446
2010-10-22,36259873685
2010-10-25,36098494553
2010-10-26,36411166621
2010-10-27,36290132272
2010-10-28,36370821838
2010-10-29,36249787489
2010-11-01,35916943030
2010-11-02,36138839336
2010-11-03,37157545106
2010-11-04,38559526314
2010-11-05,37843406416
2010-11-08,37379441412
2010-11-09,36431339012
2010-11-10,36784355863
2010-11-11,36068235966
2010-11-12,35634529549
2010-11-15,35715219115
2010-11-16,34938582043
2010-11-17,34716685737
2010-11-18,35210909328
2010-11-19,34918409651
2010-11-22,34807461498
2010-11-23,34010652035
2010-11-24,34363668886
2010-11-26,33919876273
2010-11-29,34212375950
2010-11-30,34293065516
2010-12-01,35321857481
2010-12-02,36370821838
2010-12-03,36078322161
2010-12-06,36622976731
2010-12-07,37006252170
2010-12-08,38458664356
2010-12-09,39618576866
2010-12-10,39517714909
2010-12-13,39477370126
2010-12-14,39336163386
2010-12-15,39205042841
2010-12-16,39174784254
2010-12-17,39487456322
2010-12-20,39729525019
2010-12-21,40032110892
2010-12-22,40203576219
2010-12-23,40122886653
2010-12-27,40233834806
2010-12-28,40375041547
2010-12-29,40223748611
2010-12-30,39951421326
2010-12-31,41820867475
2011-01-03,43394430418
2011-01-04,43130409790
2011-01-05,43690133521
2011-01-06,43647890220
2011-01-07,43362747942
2011-01-10,42760780910
2011-01-11,43162092265
2011-01-12,43837985073
2011-01-13,42940314937
2011-01-14,43880228373
2011-01-18,43985836624
2011-01-19,42908632462
2011-01-20,42834706686
2011-01-21,43489477844
2011-01-24,43362747942
2011-01-25,43647890220
2011-01-26,43816863422
2011-01-27,44387147979
2011-01-28,42824145861
2011-01-31,43077605664
2011-02-01,44197053127
2011-02-02,43457795368
2011-02-03,43795741772
2011-02-04,44556121181
2011-02-07,45770616070
2011-02-08,45612203693
2011-02-09,44799020159
2011-02-10,44482195405
2011-02-11,45390426365
2011-02-14,44133688176
2011-02-15,44123127351
2011-02-16,44725094383
2011-02-17,44915189235
2011-02-18,44841263459
2011-02-22,43542281969
2011-02-23,43098727314
2011-02-24,43500038669
2011-02-25,44028079925
2011-02-28,44566682006
2011-03-01,43331065467
2011-03-02,40849271564
2011-03-03,42581246883
2011-03-04,42887510812
2011-03-07,42845267511
2011-03-08,43584525270
2011-03-09,43573964445
2011-03-10,42982558238
2011-03-11,43151531440
2011-03-14,42106009753
2011-03-15,40849271564
2011-03-16,39793189052
2011-03-17,40447960209
2011-03-18,41430116945
2011-03-21,41968719026
2011-03-22,41958158201
2011-03-23,41736380874
2011-03-24,42053205627
2011-03-25,42401712856
2011-03-28,42179935529
2011-03-29,41799745824
2011-03-30,42211618004
2011-03-31,42147609564
2011-04-01,42644583385
2011-04-04,43088687651
2011-04-05,42380235608
2011-04-06,42877209429
2011-04-07,42390809519
2011-04-08,41957279165
2011-04-11,42010148720
2011-04-12,42189905209
2011-04-13,41618914010
2011-04-14,41587192277
2011-04-15,41418009700
2011-04-18,40868166324
2011-04-19,40783575035
2011-04-20,41312270589
2011-04-21,41819818321
2011-04-25,41756374854
2011-04-26,42168757387
2011-04-27,42750322496
2011-04-28,43765417960
2011-04-29,44093209203
2011-05-02,43807713604
2011-05-03,43754844049
2011-05-04,43490496272
2011-05-05,42168757387
2011-05-06,42242774764
2011-05-09,42010148720
2011-05-10,42655157296
2011-05-11,42538844274
2011-05-12,42464826897
2011-05-13,41851540054
2011-05-16,41587192277
2011-05-17,41766948766
2011-05-18,42137035653
2011-05-19,42581139919
2011-05-20,41671783566
2011-05-23,40931609790
2011-05-24,40910461968
2011-05-25,40899888057
2011-05-26,40952757612
2011-05-27,41238253212
2011-05-31,41555470544
2011-06-01,40170288192
2011-06-02,40212583837
2011-06-03,39356097039
2011-06-06,39017731885
2011-06-07,38996584063
2011-06-08,38859123219
2011-06-09,39260931840
2011-06-10,38552479797
2011-06-13,38742810197
2011-06-14,38901418863
2011-06-15,36976967046
2011-06-16,37569106067
2011-06-17,38044932065
2011-06-20,38182392909
2011-06-21,39218636195
2011-06-22,39197488373
2011-06-23,38869697130
2011-06-24,38626497175
2011-06-27,38975436240
2011-06-28,39599296994
2011-06-29,40952757612
2011-06-30,41443218000
2011-07-01,41930910000
2011-07-05,41305392000
2011-07-06,40923720000
2011-07-07,41824890000
2011-07-08,41114556000
2011-07-11,39683286000
2011-07-12,39206196000
2011-07-13,39534858000
2011-07-14,39481848000
2011-07-15,39269808000
2011-07-18,38241414000
2011-07-19,38252016000
2011-07-20,38633688000
2011-07-21,39715092000
2011-07-22,39439440000
2011-07-25,39004758000
2011-07-26,38835126000
2011-07-27,37403856000
2011-07-28,37615896000
2011-07-29,38930544000
2011-08-01,38739708000
2011-08-02,37414458000
2011-08-03,37276632000
2011-08-04,34859376000
2011-08-05,34339878000
2011-08-08,30936636000
2011-08-09,32951016000
2011-08-10,30077874000
2011-08-11,31646970000
2011-08-12,31424328000
2011-08-15,32516334000
2011-08-16,31763592000
2011-08-17,31922622000
2011-08-18,30109680000
2011-08-19,29409948000
2011-08-22,28869246000
2011-08-23,29887038000
2011-08-24,30798810000
2011-08-25,29791620000
2011-08-26,29728008000
2011-08-29,31466736000
2011-08-30,31159278000
2011-08-31,31742388000
2011-09-01,30586770000
2011-09-02,29070684000
2011-09-06,27872658000
2011-09-07,29664396000
2011-09-08,28381554000
2011-09-09,28233126000
2011-09-12,28625400000
2011-09-13,28858644000
2011-09-14,29462958000
2011-09-15,30724596000
2011-09-16,31212288000
2011-09-19,29770416000
2011-09-20,29356938000
2011-09-21,27427374000
2011-09-22,25466004000
2011-09-23,25338780000
2011-09-26,26992692000
2011-09-27,27618210000
2011-09-28,26632224000
2011-09-29,27681822000
2011-09-30,26471586935
2011-10-03,25135280863
2011-10-04,25983729163
2011-10-05,27595780931
2011-10-06,29006326228
2011-10-07,27224584800
2011-10-10,28730580531
2011-10-11,28900270191
2011-10-12,30003252980
2011-10-13,29526000812
2011-10-14,30406265922
2011-10-17,29144199077
2011-10-18,30650194808
2011-10-19,29653268057
2011-10-20,30342632300
2011-10-21,31668332767
2011-10-24,32781921160
2011-10-25,31031996543
2011-10-26,31371375862
2011-10-27,33715214289
2011-10-28,34796985870
2011-10-31,33227356517
2011-11-01,31148658184
2011-11-02,32612231500
2011-11-03,33036455650
2011-11-04,32866765990
2011-11-07,31986500879
2011-11-08,32357697010
2011-11-09,30289604281
2011-11-10,30533533167
2011-11-11,31254714221
2011-11-14,30607772393
2011-11-15,30416871526
2011-11-16,30215365055
2011-11-17,29027537436
2011-11-18,28942692606
2011-11-21,28263933967
2011-11-22,27797287402
2011-11-23,26333714086
2011-11-25,26376136501
2011-11-28,27542752912
2011-11-29,27309429630
2011-11-30,29748718490
2011-12-01,29419944774
2011-12-02,30013858584
2011-12-05,31116841373
2011-12-06,31085024561
2011-12-07,31169869391
2011-12-08,29260860718
2011-12-09,30045675395
2011-12-12,29366916756
2011-12-13,28826030965
2011-12-14,28857847776
2011-12-15,28698763720
2011-12-16,28571496475
2011-12-19,27436696875
2011-12-20,28518468456
2011-12-21,28741186135
2011-12-22,29324494341
2011-12-23,29388127963
2011-12-27,29483578397
2011-12-28,29133593473
2011-12-29,29695690472
2011-12-30,29472972793
2012-01-03,30385765000
2012-01-04,30545410000
2012-01-05,31290420000
2012-01-06,31205276000
2012-01-09,31545852000
2012-01-10,32769797000
2012-01-11,33940527000
2012-01-12,34078886000
2012-01-13,33419020000
2012-01-17,32865584000
2012-01-18,33770239000
2012-01-19,33972456000
2012-01-20,34472677000
2012-01-23,34866468000
2012-01-24,35004827000
2012-01-25,34100172000
2012-01-26,32716582000
2012-01-27,33685095000
2012-01-30,33866026000
2012-01-31,33504164000
2012-02-01,34259816999
2012-02-02,34504606000
2012-02-03,35685979000
2012-02-06,35739194000
2012-02-07,35760480000
2012-02-08,35749837000
2012-02-09,35334760000
2012-02-10,34983541000
2012-02-13,35739194000
2012-02-14,35398618000
2012-02-15,35941411000
2012-02-16,36675778000
2012-02-17,36856709000
2012-02-21,36728993000
2012-02-22,35941411000
2012-02-23,36239415000
2012-02-24,35813695000
2012-02-27,36111699000
2012-02-28,36313916000
2012-02-29,36558705000
2012-03-01,36963139000
2012-03-02,36473561000
2012-03-05,36675778000
2012-03-06,35483762000
2012-03-07,35941411000
2012-03-08,36122342000
2012-03-09,36441632000
2012-03-12,35739194000
2012-03-13,37420788000
2012-03-14,35238973000
2012-03-15,36430989000
2012-03-16,36399060000
2012-03-19,36792851000
2012-03-20,36750279000
2012-03-21,36633206000
2012-03-22,35228330000
2012-03-23,35696622000
2012-03-26,36335202000
2012-03-27,35813695000
2012-03-28,35728551000
2012-03-29,35228330000
2012-03-30,35419904000
2012-04-02,36050742000
2012-04-03,35752626000
2012-04-04,34932807000
2012-04-05,34592103000
2012-04-09,33910695000
2012-04-10,33080229000
2012-04-11,33516756000
2012-04-12,34474986000
2012-04-13,33814872000
2012-04-16,33676461000
2012-04-17,34432398000
2012-04-18,33963930000
2012-04-19,33569991000
2012-04-20,33165405000
2012-04-23,33580638000
2012-04-24,33761637000
2012-04-25,34123634999
2012-04-26,34602750000
2012-04-27,34453692000
2012-04-30,34187517000
2012-05-01,34230105000
2012-05-02,33985224000
2012-05-03,33357051000
2012-05-04,32483997000
2012-05-07,32782113000
2012-05-08,32675643000
2012-05-09,32185881000
2012-05-10,32835348000
2012-05-11,32909877000
2012-05-14,32334939000
2012-05-15,31504473000
2012-05-16,30013893000
2012-05-17,29268603000
2012-05-18,28661724000
2012-05-21,29332485000
2012-05-22,29481543000
2012-05-23,29375073000
2012-05-24,29076957000
2012-05-25,28778841000
2012-05-29,29098251000
2012-05-30,28097433000
2012-05-31,27714141000
2012-06-01,26404560000
2012-06-04,26393913000
2012-06-05,26936910000
2012-06-06,28012257000
2012-06-07,28012257000
2012-06-08,28225197000
2012-06-11,27980316000
2012-06-12,28012257000
2012-06-13,27820611000
2012-06-14,27671553000
2012-06-15,28427490000
2012-06-18,27916434000
2012-06-19,29300544000
2012-06-20,29247309000
2012-06-21,28193256000
2012-06-22,28491372000
2012-06-25,27660906000
2012-06-26,27937728000
2012-06-27,28225197000
2012-06-28,27980316000
2012-06-29,29268603000
2012-07-02,29095800000
2012-07-03,29617650000
2012-07-05,29106450000
2012-07-06,28957350000
2012-07-09,28691100000
2012-07-10,28552650000
2012-07-11,29042550000
2012-07-12,28371600000
2012-07-13,29319450000
2012-07-16,28840200000
2012-07-17,29266200000
2012-07-18,29383350000
2012-07-19,29212950000
2012-07-20,28030800000
2012-07-23,27668700000
2012-07-24,27221400000
2012-07-25,27178800000
2012-07-26,27849750000
2012-07-27,28893450000
2012-07-30,29085150000
2012-07-31,29202300000
2012-08-01,28882800000
2012-08-02,30086250000
2012-08-03,31502700000
2012-08-06,31747650000
2012-08-07,32567700000
2012-08-08,32652900000
2012-08-09,32887200000
2012-08-10,33185400000
2012-08-13,33185400000
2012-08-14,33196050000
2012-08-15,33015000000
2012-08-16,32823300000
2012-08-17,33015000000
2012-08-20,33206700000
2012-08-21,33526200000
2012-08-22,33078900000
2012-08-23,32695500000
2012-08-24,32887200000
2012-08-27,32652900000
2012-08-28,32525100000
2012-08-29,32439900000
2012-08-30,32258850000
2012-08-31,32386650000
2012-09-04,32269500000
2012-09-05,32280150000
2012-09-06,33174750000
2012-09-07,33483600000
2012-09-10,33196050000
2012-09-11,33558150000
2012-09-12,32865900000
2012-09-13,33654000000
2012-09-14,34399500000
2012-09-17,34080000000
2012-09-18,33366450000
2012-09-19,33174750000
2012-09-20,32929800000
2012-09-21,33089550000
2012-09-24,33611400000
2012-09-25,32940450000
2012-09-26,32258850000
2012-09-27,32738100000
2012-09-28,32706150000
2012-10-01,33373690000
2012-10-02,33373690000
2012-10-03,33308230000
2012-10-04,34050110000
2012-10-05,34181030000
2012-10-08,34257400000
2012-10-09,34148300000
2012-10-10,33711900000
2012-10-11,34377410000
2012-10-12,34028290000
2012-10-15,33984650000
2012-10-16,35337490000
2012-10-17,36046640000
2012-10-18,36079370000
2012-10-19,34933820000
2012-10-22,35141110000
2012-10-23,34006470000
2012-10-24,33941010000
2012-10-25,34661070000
2012-10-26,34246490000
2012-10-31,34508330000
2012-11-01,34497420000
2012-11-02,33733720000
2012-11-05,33722810000
2012-11-06,34061020000
2012-11-07,31682640000
2012-11-08,31115320000
2012-11-09,31126230000
2012-11-12,31148050000
2012-11-13,30591640000
2012-11-14,30057050000
2012-11-15,30471630000
2012-11-16,30678920000
2012-11-19,31126230000
2012-11-20,31486260000
2012-11-21,31933570000
2012-11-23,32304510000
2012-11-26,32206320000
2012-11-27,31715370000
2012-11-28,32020850000
2012-11-29,32424520000
2012-11-30,32271780000
2012-12-03,32457250000
2012-12-04,32391790000
2012-12-05,32391790000
2012-12-06,31999030000
2012-12-07,31977210000
2012-12-10,32151770000
2012-12-11,32282690000
2012-12-12,32675450000
2012-12-13,31922660000
2012-12-14,30951670000
2012-12-17,31137140000
2012-12-18,32217230000
2012-12-19,32293600000
2012-12-20,32860920000
2012-12-21,32151770000
2012-12-24,31977210000
2012-12-26,31879020000
2012-12-27,31966300000
2012-12-28,31377160000
2012-12-31,32194015000
2013-01-02,34354908000
2013-01-03,34311032000
2013-01-04,35144676000
2013-01-07,34980141000
2013-01-08,35188552000
2013-01-09,35243397000
2013-01-10,35769909000
2013-01-11,35517622000
2013-01-14,35484715000
2013-01-15,35473746000
2013-01-16,35528591000
2013-01-17,35539560000
2013-01-18,35495684000
2013-01-22,36307390000
2013-01-23,36504832000
2013-01-24,36000258000
2013-01-25,36800995000
2013-01-28,36779057000
2013-01-29,36866809000
2013-01-30,36417080000
2013-01-31,36504832000
2013-02-01,37338476000
2013-02-04,36395142000
2013-02-05,36768088000
2013-02-06,36724212000
2013-02-07,36109948000
2013-02-08,36066072000
2013-02-11,36066072000
2013-02-12,36296421000
2013-02-13,36658398000
2013-02-14,35868630000
2013-02-15,35616343000
2013-02-19,36164793000
2013-02-20,35078862000
2013-02-21,34497505000
2013-02-22,34980141000
2013-02-25,33861303000
2013-02-26,34080683000
2013-02-27,34892389000
2013-02-28,34640102000
2013-03-01,34530412000
2013-03-04,34651071000
2013-03-05,35605374000
2013-03-06,35715064000
2013-03-07,36373204000
2013-03-08,38150182000
2013-03-11,38720570000
2013-03-12,38599911000
2013-03-13,39082547000
2013-03-14,39279989000
2013-03-15,39290958000
2013-03-18,38270841000
2013-03-19,37810143000
2013-03-20,37678515000
2013-03-21,37195879000
2013-03-22,37535918000
2013-03-25,37338476000
2013-03-26,37711422000
2013-03-27,37305569000
2013-03-28,37162972000
2013-04-01,36823566000
2013-04-02,37339579000
2013-04-03,36351469000
2013-04-04,36582028000
2013-04-05,35791540000
2013-04-08,35604897000
2013-04-09,36186784000
2013-04-10,36856503000
2013-04-11,36571049000
2013-04-12,36000141000
2013-04-15,35264548000
2013-04-16,36066015000
2013-04-17,35560981000
2013-04-18,34759514000
2013-04-19,34825388000
2013-04-22,35012031000
2013-04-23,36922377000
2013-04-24,37493285000
2013-04-25,38064193000
2013-04-26,37701886000
2013-04-29,38305731000
2013-04-30,38152025000
2013-05-01,37570138000
2013-05-02,39107198000
2013-05-03,39601253000
2013-05-06,39864749000
2013-05-07,39897686000
2013-05-08,40358804000
2013-05-09,39711043000
2013-05-10,40270972000
2013-05-13,40699153000
2013-05-14,41840969000
2013-05-15,42104465000
2013-05-16,41654326000
2013-05-17,42346003000
2013-05-20,42367961000
2013-05-21,41895864000
2013-05-22,41346914000
2013-05-23,41566494000
2013-05-24,41127334000
2013-05-28,42302087000
2013-05-29,42982785000
2013-05-30,43378029000
2013-05-31,43257260000
2013-06-03,43454882000
2013-06-04,43004743000
2013-06-05,42060549000
2013-06-06,42774184000
2013-06-07,44091664000
2013-06-10,44618656000
2013-06-11,43520756000
2013-06-12,43509777000
2013-06-13,43937958000
2013-06-14,43015722000
2013-06-17,43926979000
2013-06-18,44432013000
2013-06-19,44245370000
2013-06-20,44146559000
2013-06-21,44069706000
2013-06-24,43015722000
2013-06-25,43850126000
2013-06-26,44421034000
2013-06-27,45101732000
2013-06-28,44772362000
2013-07-01,45820203000
2013-07-02,45853350000
2013-07-03,45555027000
2013-07-05,46792515000
2013-07-08,47311818000
2013-07-09,48030003000
2013-07-10,47864268000
2013-07-11,47809023000
2013-07-12,48328326000
2013-07-15,47797974000
2013-07-16,47322867000
2013-07-17,47090838000
2013-07-18,48085248000
2013-07-19,47897415000
2013-07-22,48516159000
2013-07-23,48593502000
2013-07-24,48317277000
2013-07-25,48118395000
2013-07-26,48173640000
2013-07-29,47864268000
2013-07-30,47488602000
2013-07-31,47676435000
2013-08-01,50681763000
2013-08-02,50018823000
2013-08-05,49753647000
2013-08-06,48814482000
2013-08-07,48737139000
2013-08-08,48991266000
2013-08-09,49002315000
2013-08-12,48129444000
2013-08-13,48781335000
2013-08-14,47941611000
2013-08-15,47212377000
2013-08-16,47532798000
2013-08-19,46880907000
2013-08-20,47146083000
2013-08-21,47090838000
2013-08-22,47897415000
2013-08-23,47521749000
2013-08-26,47179230000
2013-08-27,45146214000
2013-08-28,45256704000
2013-08-29,45720762000
2013-08-30,45477684000
2013-09-03,46361604000
2013-09-04,47632239000
2013-09-05,47654337000
2013-09-06,47245524000
2013-09-09,47720631000
2013-09-10,48858678000
2013-09-11,48792384000
2013-09-12,48527208000
2013-09-13,48074199000
2013-09-16,48593502000
2013-09-17,49112805000
2013-09-18,47886366000
2013-09-19,46361604000
2013-09-20,46759368000
2013-09-23,46626780000
2013-09-24,46383702000
2013-09-25,47112936000
2013-09-26,46847760000
2013-09-27,46483143000
2013-09-30,47015608000
2013-10-01,47498799000
2013-10-02,47161689000
2013-10-03,46981897000
2013-10-04,47757250000
2013-10-07,46981897000
2013-10-08,46509943000
2013-10-09,46442521000
2013-10-10,48173019000
2013-10-11,48802291000
2013-10-14,48734869000
2013-10-15,48408996000
2013-10-16,49364141000
2013-10-17,49352904000
2013-10-18,49521459000
2013-10-21,49645066000
2013-10-22,49229297000
2013-10-23,48330337000
2013-10-24,48633736000
2013-10-25,48701158000
2013-10-28,48656210000
2013-10-29,49263008000
2013-10-30,49071979000
2013-10-31,47375191999
2013-11-01,47386429000
2013-11-04,48139308000
2013-11-05,48139308000
2013-11-06,48026938000
2013-11-07,47656116999
2013-11-08,50206916000
2013-11-11,49970939000
2013-11-12,49375378000
2013-11-13,50094546000
2013-11-14,51465460000
2013-11-15,52083495000
2013-11-18,52252050000
2013-11-19,52386894000
2013-11-20,52117206000
2013-11-21,53027403000
2013-11-22,52724004000
2013-11-25,52510501000
2013-11-26,52600397000
2013-11-27,52476790000
2013-11-29,52263287000
2013-12-02,52285761000
2013-12-03,51409275000
2013-12-04,51341853000
2013-12-05,51117113000
2013-12-06,51746385000
2013-12-09,51768859000
2013-12-10,51926177000
2013-12-11,51499171000
2013-12-12,51263194000
2013-12-13,51263194000
2013-12-16,51375564000
2013-12-17,50813714000
2013-12-18,51971125000
2013-12-19,52341946000
2013-12-20,53195958000
2013-12-23,53240906000
2013-12-24,53746571000
2013-12-26,54094918000
2013-12-27,54038733000
2013-12-30,53578016000
2013-12-31,54147545000
2014-01-02,53415060000
2014-01-03,54034855000
2014-01-06,53809475000
2014-01-07,53595364000
2014-01-08,54418001000
2014-01-09,54778609000
2014-01-10,54327849000
2014-01-13,53189680000
2014-01-14,53820744000
2014-01-15,54553228999
2014-01-16,53685516000
2014-01-17,53189680000
2014-01-21,52896686000
2014-01-22,52716382000
2014-01-23,51645827000
2014-01-24,49718828000
2014-01-27,49121571000
2014-01-28,49842787000
2014-01-29,49053957000
2014-01-30,49989284000
2014-01-31,49256799000
2014-02-03,47262186000
2014-02-04,47983402000
2014-02-05,47881981000
2014-02-06,48794770000
2014-02-07,49313144000
2014-02-10,48760963000
2014-02-11,49966746000
2014-02-12,50090705000
2014-02-13,50225933000
2014-02-14,50597810000
2014-02-18,51285219000
2014-02-19,50969687000
2014-02-20,50924611000
2014-02-21,50733038000
2014-02-24,51082377000
2014-02-25,50744307000
2014-02-26,50180857000
2014-02-27,50744307000
2014-02-28,50879535000
