,OMC
2009-04-13,8432697000
2009-04-14,8331024000
2009-04-15,8420372999
2009-04-16,8685339000
2009-04-17,8848632000
2009-04-20,8639124000
2009-04-21,8691501000
2009-04-22,8731554000
2009-04-23,8654529000
2009-04-24,9048897000
2009-04-27,9412455000
2009-04-28,9412455000
2009-04-29,9541857000
2009-04-30,9695907000
2009-05-01,9785256000
2009-05-04,9908495999
2009-05-05,10028655000
2009-05-06,10118004000
2009-05-07,9917739000
2009-05-08,9960873000
2009-05-11,9880767000
2009-05-12,9819147000
2009-05-13,9511047000
2009-05-14,9631206000
2009-05-15,9541857000
2009-05-18,9849957000
2009-05-19,9760608000
2009-05-20,9609639000
2009-05-21,9397050000
2009-05-22,9369321000
2009-05-26,9532614000
2009-05-27,9403212000
2009-05-28,9397050000
2009-05-29,9397050000
2009-06-01,9973197000
2009-06-02,9939306000
2009-06-03,9800661000
2009-06-04,9862281000
2009-06-05,10040979000
2009-06-08,9948549000
2009-06-09,10056384000
2009-06-10,9899253000
2009-06-11,10025574000
2009-06-12,9997845000
2009-06-15,9800661000
2009-06-16,9828390000
2009-06-17,10004007000
2009-06-18,9926982000
2009-06-19,10016331000
2009-06-22,9698988000
2009-06-23,9628125000
2009-06-24,9739041000
2009-06-25,9939306000
2009-06-26,9791418000
2009-06-29,9825309000
2009-06-30,9745588000
2009-07-01,9961608000
2009-07-02,9622148000
2009-07-06,9585116000
2009-07-07,9421558000
2009-07-08,9291946000
2009-07-09,9350580000
2009-07-10,9436988000
2009-07-13,9526482000
2009-07-14,9634492000
2009-07-15,9933834000
2009-07-16,10152940000
2009-07-17,10097392000
2009-07-20,10378218000
2009-07-21,10510916000
2009-07-22,10625098000
2009-07-23,10665216000
2009-07-24,10532518000
2009-07-27,10461540000
2009-07-28,10409077999
2009-07-29,10260950000
2009-07-30,10338100000
2009-07-31,10492400000
2009-08-03,10779398000
2009-08-04,10730022000
2009-08-05,10757796000
2009-08-06,10696075999
2009-08-07,11106514000
2009-08-10,10976902000
2009-08-11,10782484000
2009-08-12,10692990000
2009-08-13,11044794000
2009-08-14,10905924000
2009-08-17,10699162000
2009-08-18,10702248000
2009-08-19,10902838000
2009-08-20,11054052000
2009-08-21,11273158000
2009-08-24,11399684000
2009-08-25,11535468000
2009-08-26,11557070000
2009-08-27,11473748000
2009-08-28,11384254000
2009-08-31,11208352000
2009-09-01,11109600000
2009-09-02,10899752000
2009-09-03,10859634000
2009-09-04,11060224000
2009-09-08,11229954000
2009-09-09,11381168000
2009-09-10,11436716000
2009-09-11,11541640000
2009-09-14,11520038000
2009-09-15,11452146000
2009-09-16,11705198000
2009-09-17,11736058000
2009-09-18,11748402000
2009-09-21,11695940000
2009-09-22,11668166000
2009-09-23,11550898000
2009-09-24,11412027999
2009-09-25,11266986000
2009-09-28,11553984000
2009-09-29,11695940000
2009-09-30,11318416000
2009-10-01,11131512000
2009-10-02,10941544000
2009-10-05,11091680000
2009-10-06,11177471999
2009-10-07,11165216000
2009-10-08,11247944000
2009-10-09,11134576000
2009-10-12,11223432000
2009-10-13,11269392000
2009-10-14,11612560000
2009-10-15,11796400000
2009-10-16,11661584000
2009-10-19,11937344000
2009-10-20,11664648000
2009-10-21,11103936000
2009-10-22,11174408000
2009-10-23,10987504000
2009-10-26,10852688000
2009-10-27,10846560000
2009-10-28,10589184000
2009-10-29,10852688000
2009-10-30,10503392000
2009-11-02,10632080000
2009-11-03,10739320000
2009-11-04,10616760000
2009-11-05,10898648000
2009-11-06,10935416000
2009-11-09,11205048000
2009-11-10,11201984000
2009-11-11,11186664000
2009-11-12,11033464000
2009-11-13,11205048000
2009-11-16,11315352000
2009-11-17,11416464000
2009-11-18,11324544000
2009-11-19,11085552000
2009-11-20,11073296000
2009-11-23,11189728000
2009-11-24,11198920000
2009-11-25,11287776000
2009-11-27,11156023999
2009-11-30,11251008000
2009-12-01,11290840000
2009-12-02,11324544000
2009-12-03,11244880000
2009-12-04,11266328000
2009-12-07,11201984000
2009-12-08,11113128000
2009-12-09,11128448000
2009-12-10,11349056000
2009-12-11,11398080000
2009-12-14,11499192000
2009-12-15,11581920000
2009-12-16,11698352000
2009-12-17,11539023999
2009-12-18,11765760000
2009-12-21,11925088000
2009-12-22,11909768000
2009-12-23,12072160000
2009-12-24,12157952000
2009-12-28,12139568000
2009-12-29,12182464000
2009-12-30,12206976000
2009-12-31,11995560000
2010-01-04,12139568000
2010-01-05,12096671999
2010-01-06,12001688000
2010-01-07,11931216000
2010-01-08,12069096000
2010-01-11,12069096000
2010-01-12,11866871999
2010-01-13,11998623999
2010-01-14,11676904000
2010-01-15,11539023999
2010-01-19,11581920000
2010-01-20,11486936000
2010-01-21,11345992000
2010-01-22,11119256000
2010-01-25,11220368000
2010-01-26,11198920000
2010-01-27,11030400000
2010-01-28,10984440000
2010-01-29,10815920000
2010-02-01,11039592000
2010-02-02,11318416000
2010-02-03,11342928000
2010-02-04,10956864000
2010-02-05,10809792000
2010-02-08,10583056000
2010-02-09,10800600000
2010-02-10,10953800000
2010-02-11,10895584000
2010-02-12,10785280000
2010-02-16,11015080000
2010-02-17,11137640000
2010-02-18,11269392000
2010-02-19,11358248000
2010-02-22,11330671999
2010-02-23,11235688000
2010-02-24,11300032000
2010-02-25,11220368000
2010-02-26,11220368000
2010-03-01,11545152000
2010-03-02,11539023999
2010-03-03,11529832000
2010-03-04,11493064000
2010-03-05,11661584000
2010-03-08,11640136000
2010-03-09,11713671999
2010-03-10,11900576000
2010-03-11,12029264000
2010-03-12,12044584000
2010-03-15,11998623999
2010-03-16,12023136000
2010-03-17,12188592000
2010-03-18,12121184000
2010-03-19,11974112000
2010-03-22,12151823999
2010-03-23,12200848000
2010-03-24,12179400000
2010-03-25,12185528000
2010-03-26,12197784000
2010-03-29,12124248000
2010-03-30,12219232000
2010-03-31,11732263000
2010-04-01,11738309000
2010-04-05,11862252000
2010-04-06,11910620000
2010-04-07,11759470000
2010-04-08,11844114000
2010-04-09,11925735000
2010-04-12,11862252000
2010-04-13,11940850000
2010-04-14,12336863000
2010-04-15,12454760000
2010-04-16,12252219000
2010-04-19,12430576000
2010-04-20,13174234000
2010-04-21,12959601000
2010-04-22,12974716000
2010-04-23,13110751000
2010-04-26,13010992000
2010-04-27,12642186000
2010-04-28,12747991000
2010-04-29,13038199000
2010-04-30,12896117999
2010-05-03,13168188000
2010-05-04,12763106000
2010-05-05,12512197000
2010-05-06,12279426000
2010-05-07,11856206000
2010-05-10,12457783000
2010-05-11,12548473000
2010-05-12,12705669000
2010-05-13,12624048000
2010-05-14,12427553000
2010-05-17,12460806000
2010-05-18,12255242000
2010-05-19,12079908000
2010-05-20,11529722000
2010-05-21,11596228000
2010-05-24,11405779000
2010-05-25,11182077000
2010-05-26,11396710000
2010-05-27,11723194000
2010-05-28,11472285000
2010-06-01,11118594000
2010-06-02,11469262000
2010-06-03,11514607000
2010-06-04,10903961000
2010-06-07,10922099000
2010-06-08,10903961000
2010-06-09,10903961000
2010-06-10,11281836000
2010-06-11,11309042999
2010-06-14,11327181000
2010-06-15,11668780000
2010-06-16,11759470000
2010-06-17,11596228000
2010-06-18,11508561000
2010-06-21,11451124000
2010-06-22,11106502000
2010-06-23,11188123000
2010-06-24,10952329000
2010-06-25,10925122000
2010-06-28,10894892000
2010-06-29,10535155000
2010-06-30,10265990000
2010-07-01,10268983000
2010-07-02,10149262999
2010-07-06,10107361000
2010-07-07,10304899000
2010-07-08,10328843000
2010-07-09,10358773000
2010-07-12,10433598000
2010-07-13,10759835000
2010-07-14,10708954000
2010-07-15,10822687999
2010-07-16,10568283000
2010-07-19,10771807000
2010-07-20,11065121000
2010-07-21,10894520000
2010-07-22,11295582000
2010-07-23,11517064000
2010-07-26,11469176000
2010-07-27,11367414000
2010-07-28,11187834000
2010-07-29,11154911000
2010-07-30,11151918000
2010-08-02,11370407000
2010-08-03,11331498000
2010-08-04,11454211000
2010-08-05,11615833000
2010-08-06,11487134000
2010-08-09,11642770000
2010-08-10,11502099000
2010-08-11,11145932000
2010-08-12,10996282000
2010-08-13,10882548000
2010-08-16,10849625000
2010-08-17,10966352000
2010-08-18,11056142000
2010-08-19,10891527000
2010-08-20,10909485000
2010-08-23,10708954000
2010-08-24,10574269000
2010-08-25,10610185000
2010-08-26,10568283000
2010-08-27,10682017000
2010-08-30,10508423000
2010-08-31,10478493000
2010-09-01,10717933000
2010-09-02,10789765000
2010-09-03,11077093000
2010-09-07,10855611000
2010-09-08,11038184000
2010-09-09,11113009000
2010-09-10,11244701000
2010-09-13,11457204000
2010-09-14,11505092000
2010-09-15,11478155000
2010-09-16,11475162000
2010-09-17,11738546000
2010-09-20,11816364000
2010-09-21,11768476000
2010-09-22,11681679000
2010-09-23,11541008000
2010-09-24,11909147000
2010-09-27,11840308000
2010-09-28,11885203000
2010-09-29,11801399000
2010-09-30,11196528000
2010-10-01,11247575999
2010-10-04,11083088000
2010-10-05,11412064000
2010-10-06,11278772000
2010-10-07,11270264000
2010-10-08,11420572000
2010-10-11,11522668000
2010-10-12,11568044000
2010-10-13,11616256000
2010-10-14,11709844000
2010-10-15,11843136000
2010-10-18,11931052000
2010-10-19,11709844000
2010-10-20,12038820000
2010-10-21,12208980000
2010-10-22,12260028000
2010-10-25,12364960000
2010-10-26,12444368000
2010-10-27,12393320000
2010-10-28,12438696000
2010-10-29,12467056000
2010-11-01,12486908000
2010-11-02,12645724000
2010-11-03,12875440000
2010-11-04,13164712000
2010-11-05,13255464000
2010-11-08,13204416000
2010-11-09,13130680000
2010-11-10,13184564000
2010-11-11,13181728000
2010-11-12,13059780000
2010-11-15,12940668000
2010-11-16,12753492000
2010-11-17,12742148000
2010-11-18,12864096000
2010-11-19,13022912000
2010-11-22,12983208000
2010-11-23,12713788000
2010-11-24,12940668000
2010-11-26,12838572000
2010-11-29,12886784000
2010-11-30,12886784000
2010-12-01,13178892000
2010-12-02,13312184000
2010-12-03,13417116000
2010-12-06,13473836000
2010-12-07,13298004000
2010-12-08,13113664000
2010-12-09,13144860000
2010-12-10,13227104000
2010-12-13,13176056000
2010-12-14,13218596000
2010-12-15,13062616000
2010-12-16,13045600000
2010-12-17,13170384000
2010-12-20,13238448000
2010-12-21,13255464000
2010-12-22,13227104000
2010-12-23,13127844000
2010-12-27,13065452000
2010-12-28,13056944000
2010-12-29,13113664000
2010-12-30,13020075999
2010-12-31,12988880000
2011-01-03,13113664000
2011-01-04,13127844000
2011-01-05,13289496000
2011-01-06,13442640000
2011-01-07,13329200000
2011-01-10,13119336000
2011-01-11,13051272000
2011-01-12,12866932000
2011-01-13,12716624000
2011-01-14,12713788000
2011-01-18,12903800000
2011-01-19,12886784000
2011-01-20,12920816000
2011-01-21,12912308000
2011-01-24,12969028000
2011-01-25,13020075999
2011-01-26,13142024000
2011-01-27,13116500000
2011-01-28,12710952000
2011-01-31,12727968000
2011-02-01,13014404000
2011-02-02,13116500000
2011-02-03,13360396000
2011-02-04,13587275999
2011-02-07,13556080000
2011-02-08,13666684000
2011-02-09,13669520000
2011-02-10,13876548000
2011-02-11,14018348000
2011-02-14,14165820000
2011-02-15,13845352000
2011-02-16,14202688000
2011-02-17,14236720000
2011-02-18,14296275999
2011-02-22,13814156000
2011-02-23,13652504000
2011-02-24,13828336000
2011-02-25,14157312000
2011-02-28,14435240000
2011-03-01,14092084000
2011-03-02,14080740000
2011-03-03,14177164000
2011-03-04,14052380000
2011-03-07,13876548000
2011-03-08,13984316000
2011-03-09,14004168000
2011-03-10,13799975999
2011-03-11,14026856000
2011-03-14,13714896000
2011-03-15,13462492000
2011-03-16,13315020000
2011-03-17,13524884000
2011-03-18,13451148000
2011-03-21,13567424000
2011-03-22,13456820000
2011-03-23,13439804000
2011-03-24,13456820000
2011-03-25,13553244000
2011-03-28,13575932000
2011-03-29,13703552000
2011-03-30,13856696000
2011-03-31,13673022000
2011-04-01,13700892000
2011-04-04,13667448000
2011-04-05,13583838000
2011-04-06,13589412000
2011-04-07,13636791000
2011-04-08,13620069000
2011-04-11,13536459000
2011-04-12,13397109000
2011-04-13,13385961000
2011-04-14,13383174000
2011-04-15,13489080000
2011-04-18,13514163000
2011-04-19,13104474000
2011-04-20,13441701000
2011-04-21,13586625000
2011-04-25,13539246000
2011-04-26,13581051000
2011-04-27,13795650000
2011-04-28,13681383000
2011-04-29,13709253000
2011-05-02,13717614000
2011-05-03,13581051000
2011-05-04,13472358000
2011-05-05,13402683000
2011-05-06,13302351000
2011-05-09,13241037000
2011-05-10,13358091000
2011-05-11,13274481000
2011-05-12,13503015000
2011-05-13,13366452000
2011-05-16,13213167000
2011-05-17,13151853000
2011-05-18,13455636000
2011-05-19,13383174000
2011-05-20,13302351000
2011-05-23,13026438000
2011-05-24,12912171000
2011-05-25,12937254000
2011-05-26,13020864000
2011-05-27,12998568000
2011-05-31,13034799000
2011-06-01,12820200000
2011-06-02,12909384000
2011-06-03,12764460000
2011-06-06,12558222000
2011-06-07,12566583000
2011-06-08,12555435000
2011-06-09,12914958000
2011-06-10,12591666000
2011-06-13,12622323000
2011-06-14,12783969000
2011-06-15,12544287000
2011-06-16,12544287000
2011-06-17,12630684000
2011-06-20,12789543000
2011-06-21,13079391000
2011-06-22,12862005000
2011-06-23,12945615000
2011-06-24,12711507000
2011-06-27,12842496000
2011-06-28,13084965000
2011-06-29,13154640000
2011-06-30,13345136000
2011-07-01,13505854000
2011-07-05,13503083000
2011-07-06,13450434000
2011-07-07,13608381000
2011-07-08,13475373000
2011-07-11,13267548000
2011-07-12,13189960000
2011-07-13,13187189000
2011-07-14,13054181000
2011-07-15,13104059000
2011-07-18,13159479000
2011-07-19,13419953000
2011-07-20,13325739000
2011-07-21,13514167000
2011-07-22,13453205000
2011-07-25,13256464000
2011-07-26,13253693000
2011-07-27,13026471000
2011-07-28,13162250000
2011-07-29,13001532000
2011-08-01,12843585000
2011-08-02,12522149000
2011-08-03,12555401000
2011-08-04,11951323000
2011-08-05,11746269000
2011-08-08,10998099000
2011-08-09,11627116000
2011-08-10,10898343000
2011-08-11,11072916000
2011-08-12,11394352000
2011-08-15,11469169000
2011-08-16,11391581000
2011-08-17,11286283000
2011-08-18,10579678000
2011-08-19,10266555000
2011-08-22,10252700000
2011-08-23,10682205000
2011-08-24,10926053000
2011-08-25,10704373000
2011-08-26,10854007000
2011-08-29,11086771000
2011-08-30,11156046000
2011-08-31,11236405000
2011-09-01,11061832000
2011-09-02,10729312000
2011-09-06,10643411000
2011-09-07,10970389000
2011-09-08,10701602000
2011-09-09,10488235000
2011-09-12,10576907000
2011-09-13,10781961000
2011-09-14,10950992000
2011-09-15,11020267000
2011-09-16,11034122000
2011-09-19,10740396000
2011-09-20,10848465000
2011-09-21,10319204000
2011-09-22,9981142000
2011-09-23,10075356000
2011-09-26,10507632000
2011-09-27,10845694000
2011-09-28,10599075000
2011-09-29,10452212000
2011-09-30,10068372000
2011-10-03,9825135000
2011-10-04,10429128000
2011-10-05,10584909000
2011-10-06,10677831000
2011-10-07,10606773000
2011-10-10,10972995000
2011-10-11,11071383000
2011-10-12,11276358000
2011-10-13,11262693000
2011-10-14,11538726000
2011-10-17,11423940000
2011-10-18,11549658000
2011-10-19,11544192000
2011-10-20,11530527000
2011-10-21,11751900000
2011-10-24,12038865000
2011-10-25,11751900000
2011-10-26,11918613000
2011-10-27,12388689000
2011-10-28,12391422000
2011-10-31,12156384000
2011-11-01,11708172000
2011-11-02,11825691000
2011-11-03,12139986000
2011-11-04,12082593000
2011-11-07,12049797000
2011-11-08,12205578000
2011-11-09,11716371000
2011-11-10,11904948000
2011-11-11,12120855000
2011-11-14,11904948000
2011-11-15,11948676000
2011-11-16,11678109000
2011-11-17,11443071000
2011-11-18,11355615000
2011-11-21,11216232000
2011-11-22,11188902000
2011-11-23,10901937000
2011-11-25,10937466000
2011-11-28,11208033000
2011-11-29,11320086000
2011-11-30,11798361000
2011-12-01,11970540000
2011-12-02,12011535000
2011-12-05,12227442000
2011-12-06,12123588000
2011-12-07,12161850000
2011-12-08,11885817000
2011-12-09,12191913000
2011-12-12,11962341000
2011-12-13,11814759000
2011-12-14,11535993000
2011-12-15,11481333000
2011-12-16,11298222000
2011-12-19,11249028000
2011-12-20,11612517000
2011-12-21,11664444000
2011-12-22,11866686000
2011-12-23,12000603000
2011-12-27,12033399000
2011-12-28,11853021000
2011-12-29,12098991000
2011-12-30,12183714000
2012-01-03,12298500000
2012-01-04,12227442000
2012-01-05,12066195000
2012-01-06,12036132000
2012-01-09,12093525000
2012-01-10,12380490000
2012-01-11,12312165000
2012-01-12,12536271000
2012-01-13,12697518000
2012-01-17,12733047000
2012-01-18,12869697000
2012-01-19,13033677000
2012-01-20,12765843000
2012-01-23,12618261000
2012-01-24,12620994000
2012-01-25,12754911000
2012-01-26,12774042000
2012-01-27,12713916000
2012-01-30,12642858000
2012-01-31,12465213000
2012-02-01,12765843000
2012-02-02,12618261000
2012-02-03,12897027000
2012-02-06,12948954000
2012-02-07,12973551000
2012-02-08,12970818000
2012-02-09,13093803000
2012-02-10,12998148000
2012-02-13,13123866000
2012-02-14,13118400000
2012-02-15,12959886000
2012-02-16,13142997000
2012-02-17,13233186000
2012-02-21,13317909000
2012-02-22,13227720000
2012-02-23,13334307000
2012-02-24,13285113000
2012-02-27,13282380000
2012-02-28,13353438000
2012-02-29,13511952000
2012-03-01,13326108000
2012-03-02,13214055000
2012-03-05,13227720000
2012-03-06,13036410000
2012-03-07,13088337000
2012-03-08,13361637000
2012-03-09,13252317000
2012-03-12,13276914000
2012-03-13,13429962000
2012-03-14,13419030000
2012-03-15,13618539000
2012-03-16,13667733000
2012-03-19,13686864000
2012-03-20,13632204000
2012-03-21,13637670000
2012-03-22,13708728000
2012-03-23,13714194000
2012-03-26,13938300000
2012-03-27,13919169000
2012-03-28,13777053000
2012-03-29,13738791000
2012-03-30,13842645000
2012-04-02,13425790000
2012-04-03,13420410000
2012-04-04,13215970000
2012-04-05,13288600000
2012-04-09,13024980000
2012-04-10,12780190000
2012-04-11,12965800000
2012-04-12,13312810000
2012-04-13,13108370000
2012-04-16,13232110000
2012-04-17,13084160000
2012-04-18,13181000000
2012-04-19,13285910000
2012-04-20,13463450000
2012-04-23,13307430000
2012-04-24,13393510000
2012-04-25,13517250000
2012-04-26,13735140000
2012-04-27,13864260000
2012-04-30,13802390000
2012-05-01,13869640000
2012-05-02,13944960000
2012-05-03,14001450000
2012-05-04,13772800000
2012-05-07,13858880000
2012-05-08,13751280000
2012-05-09,13624850000
2012-05-10,13589880000
2012-05-11,13753970000
2012-05-14,13571050000
2012-05-15,13571050000
2012-05-16,13546840000
2012-05-17,13342400000
2012-05-18,13041120000
2012-05-21,13412340000
2012-05-22,13436550000
2012-05-23,13404270000
2012-05-24,13476900000
2012-05-25,13390820000
2012-05-29,13385440000
2012-05-30,13049190000
2012-05-31,12825920000
2012-06-01,12473530000
2012-06-04,12476220000
2012-06-05,12524640000
2012-06-06,12707560000
2012-06-07,12839370000
2012-06-08,12928140000
2012-06-11,12828610000
2012-06-12,12871650000
2012-06-13,12653760000
2012-06-14,12675280000
2012-06-15,12833990000
2012-06-18,12825920000
2012-06-19,12941590000
2012-06-20,12998080000
2012-06-21,12777500000
2012-06-22,12637620000
2012-06-25,12443940000
2012-06-26,12395520000
2012-06-27,12530020000
2012-06-28,12632240000
2012-06-29,13073400000
2012-07-02,13103390000
2012-07-03,13052736000
2012-07-05,12996750000
2012-07-06,12855452000
2012-07-09,12676830000
2012-07-10,12692826000
2012-07-11,12682162000
2012-07-12,12754144000
2012-07-13,12943430000
2012-07-16,13100724000
2012-07-17,13263350000
2012-07-18,13407314000
2012-07-19,13332666000
2012-07-20,13138048000
2012-07-23,12927434000
2012-07-24,12874114000
2012-07-25,12948762000
2012-07-26,13223360000
2012-07-27,13436640000
2012-07-30,13495292000
2012-07-31,13377988000
2012-08-01,13215362000
2012-08-02,13167374000
2012-08-03,13583270000
2012-08-06,13535282000
2012-08-07,13609930000
2012-08-08,13716570000
2012-08-09,13764558000
2012-08-10,13844538000
2012-08-13,13772556000
2012-08-14,13716570000
2012-08-15,13711238000
2012-08-16,13761892000
2012-08-17,13967174000
2012-08-20,13937848000
2012-08-21,13807214000
2012-08-22,13753894000
2012-08-23,13567274000
2012-08-24,13692576000
2012-08-27,13649920000
2012-08-28,13623260000
2012-08-29,13681912000
2012-08-30,13543280000
2012-08-31,13695242000
2012-09-04,13764558000
2012-09-05,13775222000
2012-09-06,14087144000
2012-09-07,14148462000
2012-09-10,14215112000
2012-09-11,14271098000
2012-09-12,14273764000
2012-09-13,14396400000
2012-09-14,14380404000
2012-09-17,14343080000
2012-09-18,14335082000
2012-09-19,14457718000
2012-09-20,14183120000
2012-09-21,14327084000
2012-09-24,14300424000
2012-09-25,14071148000
2012-09-26,13788552000
2012-09-27,13959176000
2012-09-28,13745896000
2012-10-01,13488480000
2012-10-02,13561560000
2012-10-03,13579830000
2012-10-04,13686840000
2012-10-05,13699890000
2012-10-08,13705110000
2012-10-09,13686840000
2012-10-10,13506750000
2012-10-11,13577220000
2012-10-12,13501530000
2012-10-15,13692060000
2012-10-16,13240530000
2012-10-17,13016070000
2012-10-18,12958650000
2012-10-19,12765510000
2012-10-22,12765510000
2012-10-23,12588030000
2012-10-24,12551490000
2012-10-25,12585420000
2012-10-26,12556710000
2012-10-31,12504510000
2012-11-01,12833370000
2012-11-02,12574980000
2012-11-05,12595860000
2012-11-06,12700260000
2012-11-07,12590640000
2012-11-08,12253950000
2012-11-09,12269610000
2012-11-12,12272220000
2012-11-13,12175650000
2012-11-14,12008610000
2012-11-15,11906820000
2012-11-16,11987730000
2012-11-19,12220020000
2012-11-20,12162600000
2012-11-21,12079080000
2012-11-23,12387060000
2012-11-26,12394890000
2012-11-27,12475800000
2012-11-28,12674160000
2012-11-29,12828150000
2012-11-30,12982140000
2012-12-03,12898620000
2012-12-04,12963870000
2012-12-05,12989970000
2012-12-06,12956040000
2012-12-07,13003020000
2012-12-10,12896010000
2012-12-11,12937770000
2012-12-12,12922110000
2012-12-13,12851640000
2012-12-14,12841200000
2012-12-17,12989970000
2012-12-18,13188330000
2012-12-19,13209210000
2012-12-20,13253580000
2012-12-21,13104810000
2012-12-24,13050000000
2012-12-26,12843810000
2012-12-27,12896010000
2012-12-28,12830760000
2012-12-31,13039560000
2013-01-02,13431060000
2013-01-03,13475430000
2013-01-04,13433670000
2013-01-07,13365810000
2013-01-08,13418010000
2013-01-09,13428450000
2013-01-10,13585050000
2013-01-11,13645080000
2013-01-14,13752090000
2013-01-15,13809510000
2013-01-16,13762530000
2013-01-17,13879980000
2013-01-18,13893030000
2013-01-22,14000040000
2013-01-23,14078340000
2013-01-24,14044410000
2013-01-25,14143590000
2013-01-28,14080950000
2013-01-29,14195790000
2013-01-30,14174910000
2013-01-31,14167080000
2013-02-01,14232330000
2013-02-04,13971330000
2013-02-05,14109660000
2013-02-06,14185350000
2013-02-07,14159250000
2013-02-08,14412420000
2013-02-11,14448960000
2013-02-12,14621220000
2013-02-13,14798700000
2013-02-14,14968350000
2013-02-15,15062310000
2013-02-19,14952690000
2013-02-20,14882220000
2013-02-21,14730840000
2013-02-22,14929200000
2013-02-25,14720400000
2013-02-26,14900490000
2013-02-27,14997060000
2013-02-28,15015330000
2013-03-01,14939640000
2013-03-04,15106680000
2013-03-05,15096240000
2013-03-06,15077970000
2013-03-07,15127560000
2013-03-08,15354630000
2013-03-11,15474690000
2013-03-12,15432930000
2013-03-13,15492960000
2013-03-14,15547770000
2013-03-15,15673050000
2013-03-18,15385950000
2013-03-19,15276330000
2013-03-20,15359850000
2013-03-21,15221520000
2013-03-22,15354630000
2013-03-25,15245010000
2013-03-26,15370290000
2013-03-27,15305040000
2013-03-28,15372900000
2013-04-01,15173376000
2013-04-02,15273879000
2013-04-03,15204300000
2013-04-04,15253263000
2013-04-05,15155337000
2013-04-08,15322842000
2013-04-09,15132144000
2013-04-10,15348612000
2013-04-11,15472308000
2013-04-12,15500655000
2013-04-15,15145029000
2013-04-16,15358920000
2013-04-17,15271302000
2013-04-18,14949177000
2013-04-19,14954331000
2013-04-22,15088335000
2013-04-23,15315111000
2013-04-24,15431076000
2013-04-25,15549618000
2013-04-26,15467154000
2013-04-29,15376959000
2013-04-30,15402729000
2013-05-01,15281610000
2013-05-02,15400152000
2013-05-03,15668160000
2013-05-06,15742893000
2013-05-07,15938745000
2013-05-08,15987708000
2013-05-09,16093365000
2013-05-10,16317564000
2013-05-13,16204176000
2013-05-14,16327872000
2013-05-15,16415490000
2013-05-16,16232523000
2013-05-17,16314987000
2013-05-20,16327872000
2013-05-21,16235100000
2013-05-22,16003170000
2013-05-23,15853704000
2013-05-24,16384566000
2013-05-28,16438683000
2013-05-29,16137174000
2013-05-30,16242831000
2013-05-31,16010901000
2013-06-03,15987708000
2013-06-04,15959361000
2013-06-05,15593427000
2013-06-06,15719700000
2013-06-07,16474761000
2013-06-10,16263447000
2013-06-11,16028940000
2013-06-12,15830511000
2013-06-13,16219638000
2013-06-14,16173252000
2013-06-17,16309833000
2013-06-18,16446414000
2013-06-19,16214484000
2013-06-20,15889782000
2013-06-21,15985131000
2013-06-24,15778971000
2013-06-25,15874320000
2013-06-26,16093365000
2013-06-27,16281486000
2013-06-28,16201599000
2013-07-01,16194304000
2013-07-02,16186558000
2013-07-03,16132336000
2013-07-05,16395700000
2013-07-08,16563530000
2013-07-09,16715867999
2013-07-10,16780417999
2013-07-11,17077348000
2013-07-12,17128988000
2013-07-15,17144480000
2013-07-16,17149644000
2013-07-17,17240014000
2013-07-18,16997306000
2013-07-19,16886280000
2013-07-22,16775254000
2013-07-23,16656482000
2013-07-24,16684884000
2013-07-25,16602260000
2013-07-26,16811402000
2013-07-29,16718450000
2013-07-30,16429266000
2013-07-31,16594513999
2013-08-01,16731360000
2013-08-02,16393118000
2013-08-05,16395700000
2013-08-06,16390536000
2013-08-07,16369880000
2013-08-08,16390536000
2013-08-09,16183976000
2013-08-12,16183976000
2013-08-13,16075532000
2013-08-14,16054876000
2013-08-15,15670158000
2013-08-16,15874136000
2013-08-19,16023892000
2013-08-20,16103934000
2013-08-21,15868972000
2013-08-22,16008400000
2013-08-23,15946432000
2013-08-26,15848316000
2013-08-27,15600444000
2013-08-28,15548804000
2013-08-29,15724380000
2013-08-30,15659830000
2013-09-03,15662412000
2013-09-04,15930940000
2013-09-05,16142664000
2013-09-06,16163320000
2013-09-09,16393118000
2013-09-10,16493816000
2013-09-11,16677138000
2013-09-12,16677138000
2013-09-13,16785582000
2013-09-16,16953412000
2013-09-17,17128988000
2013-09-18,17051528000
2013-09-19,16937919999
2013-09-20,16832058000
2013-09-23,16692630000
2013-09-24,16702958000
2013-09-25,16674556000
2013-09-26,16628080000
2013-09-27,16607423999
2013-09-30,16405584000
2013-10-01,16436616000
2013-10-02,16335762000
2013-10-03,16317660000
2013-10-04,16325418000
2013-10-07,16214220000
2013-10-08,16030614000
2013-10-09,15971136000
2013-10-10,16395240000
2013-10-11,16472820000
2013-10-14,16537470000
2013-10-15,16798655999
2013-10-16,16708146000
2013-10-17,16850376000
2013-10-18,16979676000
2013-10-21,17108976000
2013-10-22,17543424000
2013-10-23,17067600000
2013-10-24,17194314000
2013-10-25,17445156000
2013-10-28,17680482000
2013-10-29,17812368000
2013-10-30,17582214000
2013-10-31,17613246000
2013-11-01,17838228000
2013-11-04,18078726000
2013-11-05,18174408000
2013-11-06,18233886000
2013-11-07,18200268000
2013-11-08,18205440000
2013-11-11,18246816000
2013-11-12,18099414000
2013-11-13,18042522000
2013-11-14,17864088000
2013-11-15,18089070000
2013-11-18,18083898000
2013-11-19,18143376000
2013-11-20,18192510000
2013-11-21,18293364000
2013-11-22,18551964000
2013-11-25,18337326000
