,CBRE
2013-09-18,7958184974
2013-09-19,7876107984
2013-09-20,7817012551
2013-09-23,7744784799
2013-09-24,7649575491
2013-09-25,7682406287
2013-09-26,7688972446
2013-09-27,7662707809
2013-09-30,7630868654
2013-10-01,7789226498
2013-10-02,7667158993
2013-10-03,7505502026
2013-10-04,7439519591
2013-10-07,7423023982
2013-10-08,7294358233
2013-10-09,7347144181
2013-10-10,7528595879
2013-10-11,7515399392
2013-10-14,7479109052
2013-10-15,7396631008
2013-10-16,7518698513
2013-10-17,7647364262
2013-10-18,7545091487
2013-10-21,7607774801
2013-10-22,7759534403
2013-10-23,7703449332
2013-10-24,7762833524
2013-10-25,7825516838
2013-10-28,7723244063
2013-10-29,8049857118
2013-10-30,7746337915
2013-10-31,7663859871
2013-11-01,7597877436
2013-11-04,7601176558
2013-11-05,7545091487
2013-11-06,7403229251
2013-11-07,7350443303
2013-11-08,7363639790
2013-11-11,7399930130
2013-11-12,7267965259
2013-11-13,7456015200
2013-11-14,7548390609
2013-11-15,7578082705
2013-11-18,7571484462
2013-11-19,7508801148
2013-11-20,7403229251
2013-11-21,7515399392
2013-11-22,7719944941
2013-11-25,7812320351
2013-11-26,7970678196
2013-11-27,8063053605
2013-11-29,7997071170
2013-12-02,8049857118
2013-12-03,8053156240
2013-12-04,8135634284
2013-12-05,8168625502
2013-12-06,8280795642
2013-12-09,8383068417
2013-12-10,8350077199
2013-12-11,8201616720
2013-12-12,8155429015
2013-12-13,8171924624
2013-12-16,8234607937
2013-12-17,8237907059
2013-12-18,8495238557
2013-12-19,8432555244
2013-12-20,8511734166
2013-12-23,8567819236
2013-12-24,8643699037
2013-12-26,8663493768
2013-12-27,8656895524
2013-12-30,8679989376
2013-12-31,8679932203
2014-01-02,8693133621
2014-01-03,8712935748
2014-01-06,8663430431
2014-01-07,8643628304
2014-01-08,8643628304
2014-01-09,8630426886
2014-01-10,8706335039
2014-01-13,8646928659
2014-01-14,8726137165
2014-01-15,8762441064
2014-01-16,8765741419
2014-01-17,8745939292
2014-01-21,8703034684
2014-01-22,8762441064
2014-01-23,8673331494
2014-01-24,8406002784
2014-01-27,8534716607
2014-01-28,8795444609
2014-01-29,8877953470
2014-01-30,8818547090
2014-01-31,8759140710
2014-02-03,8650229013
2014-02-04,8838349217
2014-02-05,8818547090
2014-02-06,8531416253
2014-02-07,8686532912
2014-02-10,8686532912
2014-02-11,8765741419
2014-02-12,8805345672
2014-02-13,8851550634
2014-02-14,8914257369
2014-02-18,8990165521
2014-02-19,8990165521
2014-02-20,9026469420
2014-02-21,9056172610
2014-02-24,9059472965
2014-02-25,9194787497
2014-02-26,9118879345
2014-02-27,9181586079
2014-02-28,9224490687
2014-03-03,9115578990
2014-03-04,9237692105
2014-03-05,9122179699
2014-03-06,9260794586
2014-03-07,9270695650
2014-03-10,9244292814
2014-03-11,9178285725
2014-03-12,9059472965
2014-03-13,8990165521
2014-03-14,8986865167
2014-03-17,8973663749
2014-03-18,9336702739
2014-03-19,9102377573
2014-03-20,9165084307
2014-03-21,9240992460
2014-03-24,9009967648
2014-03-25,9019868711
2014-03-26,8752540001
2014-03-27,8689833266
2014-03-28,8861451698
2014-03-31,9055549863
2014-04-01,9128179136
2014-04-02,9237123046
2014-04-03,9128179136
2014-04-04,9058851193
2014-04-07,8824456720
2014-04-08,8906989985
2014-04-09,8989523251
2014-04-10,8814552728
2014-04-11,8672595512
2014-04-14,8827758051
2014-04-15,8811251398
2014-04-16,8870675349
2014-04-17,8900387324
2014-04-21,8801347406
2014-04-22,8814552728
2014-04-23,8807950067
2014-04-24,8791443414
2014-04-25,8609870230
2014-04-28,8570254263
2014-04-29,8712211479
2014-04-30,8794744745
2014-05-01,9570557438
2014-05-02,9408792238
2014-05-05,9478120181
2014-05-06,9392285585
2014-05-07,9435202883
2014-05-08,9346066956
2014-05-09,9342765626
2014-05-12,9474818850
2014-05-13,9438504213
2014-05-14,9530941471
2014-05-15,9527640140
2014-05-16,9567256107
2014-05-19,9689405340
2014-05-20,9573858769
2014-05-21,9596968083
2014-05-22,9580461430
2014-05-23,9623378728
2014-05-27,9837965217
2014-05-28,9791746589
2014-05-29,9775239936
2014-05-30,9851170540
2014-06-02,9950210458
2014-06-03,9950210458
2014-06-04,10095469005
2014-06-05,10141687633
2014-06-06,10072359691
2014-06-09,10036045054
2014-06-10,10042647715
2014-06-11,9989826425
2014-06-12,9897389168
2014-06-13,10082263682
2014-06-16,10055853038
2014-06-17,10065757029
2014-06-18,10062455699
2014-06-19,10105372997
2014-06-20,10247330213
2014-06-23,10389287429
2014-06-24,10395890090
2014-06-25,10498231339
2014-06-26,10501532670
2014-06-27,10560956621
2014-06-30,10586624952
2014-07-01,10589929142
2014-07-02,10675838083
2014-07-03,10682446463
2014-07-07,10550278861
2014-07-08,10566799811
2014-07-09,10741921885
2014-07-10,10781572165
2014-07-11,10755138645
2014-07-14,10874089487
2014-07-15,10844351776
2014-07-16,10870785297
2014-07-17,10817918256
2014-07-18,10936869098
2014-07-21,10920348148
2014-07-22,11065732510
2014-07-23,11039298990
2014-07-24,11108686981
2014-07-25,11075645081
2014-07-28,10897218817
2014-07-29,10741921885
2014-07-30,10457761539
2014-07-31,10190122145
2014-08-01,10226468235
2014-08-04,10242989186
2014-08-05,10107517393
2014-08-06,9981958171
2014-08-07,10071171302
2014-08-08,10077779683
2014-08-11,10196730525
2014-08-12,10137255104
2014-08-13,10269422706
2014-08-14,10219859855
2014-08-15,10203338905
2014-08-18,10385069358
2014-08-19,10490803440
2014-08-20,10540366291
2014-08-21,10500716010
2014-08-22,10411502879
2014-08-25,10408198689
2014-08-26,10424719639
2014-08-27,10467674110
2014-08-28,10378460978
2014-08-29,10500716010
2014-09-02,10500716010
2014-09-03,10398286118
2014-09-04,10279335276
2014-09-05,10352027457
2014-09-08,10289247846
2014-09-09,10183513764
2014-09-10,10087692253
2014-09-11,10120734153
2014-09-12,9925786940
2014-09-15,9932395320
2014-09-16,10018304261
2014-09-17,9968741411
2014-09-18,10001783311
2014-09-19,10034825212
2014-09-22,9968741411
2014-09-23,9896049229
2014-09-24,9853094758
2014-09-25,9820052858
2014-09-26,9905961799
2014-09-29,9915874370
2014-09-30,9869971511
2014-10-01,9684121341
2014-10-02,9631021293
2014-10-03,9816871462
2014-10-06,9777046426
2014-10-07,9567964985
2014-10-08,9790321438
2014-10-09,9657571317
2014-10-10,9435214864
2014-10-13,9206220905
2014-10-14,9534777455
2014-10-15,9418621099
2014-10-16,9494952418
2014-10-17,9617746280
2014-10-20,9787002685
2014-10-21,9952940336
2014-10-22,10002721632
2014-10-23,10115559235
2014-10-24,10145428012
2014-10-27,10158703024
2014-10-28,10308046911
2014-10-29,10205165567
2014-10-30,10444115785
2014-10-31,10620009696
2014-11-03,10722891039
2014-11-04,10676428497
2014-11-05,10646559720
2014-11-06,10553634635
2014-11-07,10580184659
2014-11-10,10556953388
2014-11-11,10832409889
2014-11-12,10855641161
2014-11-13,10849003655
2014-11-14,10752759817
2014-11-17,10792584853
2014-11-18,10998347541
2014-11-19,10925334974
2014-11-20,10935291233
2014-11-21,11114503897
2014-11-24,11217385241
2014-11-25,11121141403
2014-11-26,11131097662
2014-11-28,11197472723
2014-12-01,11054766342
2014-12-02,11064722602
2014-12-03,10938609986
2014-12-04,10935291233
2014-12-05,10922016221
2014-12-08,10981753776
2014-12-09,11137735168
2014-12-10,11044810083
2014-12-11,11044810083
2014-12-12,10882191185
2014-12-15,10971797517
2014-12-16,10676428497
2014-12-17,10991710035
2014-12-18,11399916658
2014-12-19,11618954358
2014-12-22,11628910617
2014-12-23,11612316851
2014-12-24,11592404333
2014-12-26,11605679345
2014-12-29,11635548123
2014-12-30,11592404333
2014-12-31,11370209064
2015-01-02,11509639365
2015-01-05,11260656685
2015-01-06,11174342689
2015-01-07,11290534607
2015-01-08,11536197518
2015-01-09,11502999827
2015-01-12,11453203291
2015-01-13,11317092759
2015-01-14,11207540380
2015-01-15,11034912388
2015-01-16,10985115852
2015-01-20,10938639085
2015-01-21,10835726244
2015-01-22,10991755390
2015-01-23,10938639085
2015-01-26,11044871695
2015-01-27,11031592619
2015-01-28,10862284397
2015-01-29,10951918161
2015-01-30,10736133172
2015-02-02,10812487860
2015-02-03,11180982227
2015-02-04,11200900842
2015-02-05,11546156825
2015-02-06,11260656685
2015-02-09,11297174145
2015-02-10,11486400982
2015-02-11,11526238211
2015-02-12,11662348742
2015-02-13,11605912668
2015-02-17,11542837056
2015-02-18,11619191745
2015-02-19,11473121905
2015-02-20,11539517287
2015-02-23,11582674285
2015-02-24,11509639365
2015-02-25,11546156825
2015-02-26,11439924215
2015-02-27,11373528833
2015-03-02,11556116132
2015-03-03,11446563753
2015-03-04,11356929988
2015-03-05,11463162598
2015-03-06,11506319596
2015-03-09,11576034747
2015-03-10,11327052066
2015-03-11,11333691604
2015-03-12,11615871975
2015-03-13,11466482367
2015-03-16,11622511514
2015-03-17,11595953361
2015-03-18,11888093039
2015-03-19,11864854656
2015-03-20,12213430408
2015-03-23,12143715258
2015-03-24,11971087266
2015-03-25,11781860429
2015-03-26,11834976734
2015-03-27,11927930268
2015-03-30,12087279183
2015-03-31,12851717483
2015-04-01,12891557476
2015-04-02,12911477472
2015-04-06,12921437470
2015-04-07,12732197507
2015-04-08,12758757502
2015-04-09,12831797487
2015-04-10,12785317496
2015-04-13,12808557492
2015-04-14,12722237509
2015-04-15,12752117503
2015-04-16,12908157472
2015-04-17,12755437502
2015-04-20,12795277494
2015-04-21,12725557508
2015-04-22,12725557508
2015-04-23,12692357515
2015-04-24,12778677498
2015-04-27,12735517506
2015-04-28,12835117487
2015-04-29,12811877491
2015-04-30,12728877507
2015-05-01,12785317496
2015-05-04,12808557492
2015-05-05,12376957576
2015-05-06,12240837603
2015-05-07,12287317594
2015-05-08,12466597559
2015-05-11,12725557508
2015-05-12,12473237557
2015-05-13,12483197556
2015-05-14,12788637496
2015-05-15,12805237492
2015-05-18,12855037483
2015-05-19,12845077485
2015-05-20,12841757485
2015-05-21,12698997513
2015-05-22,12712277511
2015-05-26,12735517506
2015-05-27,12818517490
2015-05-28,12722237509
2015-05-29,12695677514
2015-06-01,12775357498
2015-06-02,12762077501
2015-06-03,12665797520
2015-06-04,12586117535
2015-06-05,12423437567
2015-06-08,12234197604
2015-06-09,12151197621
2015-06-10,12317197588
2015-06-11,12390237574
2015-06-12,12380277576
2015-06-15,12141237622
2015-06-16,12127957625
2015-06-17,12184397614
2015-06-18,12523037548
2015-06-19,12323837587
2015-06-22,12320517587
2015-06-23,12413477569
2015-06-24,12380277576
2015-06-25,12353717581
2015-06-26,12446677563
2015-06-29,12121317626
2015-06-30,12309326019
2015-07-01,12482321952
2015-07-02,12535551470
2015-07-06,12452380348
2015-07-07,12658644730
2015-07-08,12412458209
2015-07-09,12375862916
2015-07-10,12508936711
2015-07-13,12575473608
2015-07-14,12648664195
2015-07-15,12655317885
2015-07-16,12765103766
2015-07-17,12482321952
2015-07-20,12648664195
2015-07-21,12755123231
2015-07-22,12798372214
2015-07-23,12828313818
2015-07-24,12538878315
2015-07-27,12432419279
2015-07-28,12558839384
2015-07-29,12369209226
2015-07-30,12505609866
2015-07-31,12632029971
2015-08-03,12558839384
2015-08-04,12518917245
2015-08-05,12642010506
2015-08-06,12488975641
2015-08-07,12462360883
2015-08-10,12741815852
2015-08-11,12808352749
2015-08-12,12488975641
2015-08-13,12648664195
2015-08-14,12718527938
2015-08-17,12612068902
2015-08-18,12505609866
2015-08-19,12412458209
2015-08-20,12069793188
2015-08-21,11617342286
2015-08-24,10802265292
2015-08-25,10502849254
2015-08-26,10695806257
2015-08-27,10842187431
2015-08-28,10822226362
2015-08-31,10652557273
2015-09-01,10363121770
2015-09-02,10755689464
2015-09-03,10905397483
2015-09-04,10576039841
2015-09-08,10852167965
2015-09-09,10745708930
2015-09-10,10818899517
2015-09-11,10902070638
2015-09-14,10742382085
2015-09-15,10968607536
2015-09-16,11078393417
2015-09-17,11101681331
2015-09-18,11055105503
2015-09-21,11161564538
2015-09-22,10948646467
2015-09-23,11078393417
2015-09-24,10892090104
2015-09-25,10832206896
2015-09-28,10289931182
2015-09-29,10416351287
2015-09-30,10681064608
2015-10-01,10624321452
2015-10-02,10667713277
2015-10-05,10827929246
2015-10-06,10724456432
2015-10-07,10787875254
2015-10-08,11068253200
2015-10-09,11004834378
2015-10-12,11128334188
2015-10-13,11145023351
2015-10-14,11151699017
2015-10-15,11285212324
2015-10-16,11475468788
2015-10-19,11578941601
2015-10-20,11518860613
2015-10-21,11438752628
2015-10-22,11775873730
2015-10-23,11655711753
2015-10-26,11515522780
2015-10-27,11512184947
2015-10-28,12540237416
2015-10-29,12803926198
2015-10-30,12443440268
2015-11-02,12536899583
2015-11-03,12393372777
2015-11-04,12266535135
2015-11-05,12266535135
2015-11-06,12069603007
2015-11-09,12002846353
2015-11-10,12002846353
2015-11-11,12022873349
2015-11-12,11715792741
2015-11-13,11575603768
2015-11-16,11679076582
2015-11-17,11679076582
2015-11-18,12032886847
2015-11-19,12123008330
2015-11-20,12303251295
2015-11-23,12296575629
2015-11-24,12303251295
2015-11-25,12456791599
2015-11-27,12463467264
2015-11-30,12506859089
2015-12-01,12586967073
2015-12-02,12309926960
2015-12-03,12009522018
2015-12-04,12239832474
2015-12-07,12143035326
2015-12-08,12046238178
2015-12-09,11792562893
2015-12-10,11742495403
2015-12-11,11538887609
2015-12-14,11578941601
2015-12-15,11872670878
2015-12-16,12109656999
2015-12-17,11809252057
2015-12-18,11331941982
2015-12-21,11321928484
2015-12-22,11448766126
2015-12-23,11639022590
2015-12-24,11595630765
2015-12-28,11592292932
2015-12-29,11725806239
2015-12-30,11562252438
2015-12-31,11549475692
2016-01-04,11385819154
2016-01-05,11486017034
2016-01-06,10991707490
2016-01-07,10377160490
2016-01-08,10260262963
2016-01-11,10049847414
2016-01-12,10130005718
2016-01-13,9715854479
2016-01-14,9842771794
2016-01-15,9665755538
2016-01-19,9538838223
2016-01-20,9355142109
2016-01-21,9468699707
2016-01-22,9602296881
2016-01-25,9118007125
2016-01-26,9351802180
2016-01-27,9264964016
2016-01-28,9051208538
2016-01-29,9341782391
2016-02-01,9194825500
2016-02-02,8780674261
2016-02-03,8576938570
2016-02-04,8804053766
2016-02-05,8306404293
2016-02-08,7802074961
2016-02-09,7788715244
2016-02-10,8019170369
2016-02-11,7858853760
2016-02-12,8129388037
2016-02-16,8122708179
2016-02-17,8630377440
2016-02-18,8433321608
2016-02-19,8369862951
2016-02-22,8613677793
2016-02-23,8617017723
2016-02-24,8440001467
2016-02-25,8586958358
2016-02-26,8750614897
2016-02-29,8486760478
2016-03-01,8917611364
2016-03-02,8827433272
2016-03-03,9021149174
2016-03-04,9315062957
2016-03-07,9335102533
2016-03-08,8924291223
2016-03-09,8944330799
2016-03-10,8864172494
2016-03-11,9258284158
2016-03-14,9315062957
2016-03-15,8997769668
2016-03-16,9101307478
2016-03-17,9291683451
2016-03-18,9558877799
2016-03-21,9639036104
2016-03-22,9856131511
2016-03-23,9518798647
2016-03-24,9365161897
2016-03-28,9398561190
2016-03-29,9545518082
2016-03-30,9582257305
2016-03-31,9656911819
2016-04-01,9754084076
2016-04-04,9797644053
2016-04-05,9680367191
2016-04-06,9680367191
2016-04-07,9395551957
2016-04-08,9603299540
2016-04-11,9512828818
2016-04-12,9723927168
2016-04-13,10102563891
2016-04-14,10176280776
2016-04-15,10189683845
2016-04-18,10290206869
2016-04-19,10260049962
2016-04-20,10280154567
2016-04-21,10095862356
2016-04-22,10226542287
2016-04-25,10055653147
2016-04-26,10179631543
2016-04-27,10253348427
2016-04-28,10347169916
2016-04-29,9928323983
2016-05-02,10065705449
2016-05-03,9827800960
2016-05-04,9854607099
2016-05-05,9904868611
2016-05-06,9831151727
2016-05-09,9727277936
2016-05-10,9831151727
2016-05-11,9811047122
2016-05-12,9653561052
2016-05-13,9610001075
2016-05-16,9526231888
2016-05-17,9486022679
2016-05-18,9479321144
2016-05-19,9301730468
2016-05-20,9650210284
2016-05-23,9586545703
2016-05-24,9777539448
2016-05-25,10052302380
2016-05-26,9847905564
2016-05-27,9904868611
2016-05-31,10002040868
2016-06-01,10062354682
2016-06-02,10115966961
2016-06-03,10102563891
2016-06-06,10270102264
2016-06-07,10377326823
2016-06-08,10400782195
2016-06-09,10303609939
2016-06-10,9985287030
2016-06-13,9851256332
2016-06-14,9583194935
2016-06-15,9613351842
2016-06-16,9499425749
2016-06-17,9419007330
2016-06-20,9861308634
2016-06-21,9750733308
2016-06-22,9794293285
2016-06-23,10055653147
2016-06-24,9150945933
2016-06-27,8336709440
2016-06-28,8608121604
2016-06-29,8879533769
2016-06-30,8891192830
2016-07-01,8706519263
2016-07-05,8239798793
2016-07-06,8310310519
2016-07-07,8266660403
2016-07-08,8797177196
2016-07-11,8954989153
2016-07-12,9243751458
2016-07-13,9233678355
2016-07-14,9250466861
2016-07-15,9233678355
2016-07-18,9438498129
2016-07-19,9294116976
2016-07-20,9435140428
2016-07-21,9586236983
2016-07-22,9733975836
2016-07-25,9744048940
2016-07-26,9764195147
2016-07-27,9690325720
2016-07-28,9670179513
2016-07-29,9552659970
2016-08-01,9592952385
2016-08-02,9509009855
2016-08-03,9660106409
2016-08-04,9636602501
2016-08-05,9942153312
2016-08-08,9965657220
2016-08-09,10046242050
2016-08-10,10052957452
2016-08-11,10029453544
2016-08-12,9952226416
2016-08-15,9962299519
2016-08-16,9868283885
2016-08-17,9767552848
2016-08-18,9713829629
2016-08-19,9579521580
2016-08-22,9740691239
2016-08-23,9895145495
2016-08-24,9878356989
2016-08-25,9861568483
2016-08-26,9948868714
2016-08-29,9989161129
2016-08-30,10073103660
2016-08-31,10036168946
2016-09-01,10036168946
2016-09-02,10130184580
2016-09-06,9995876531
2016-09-07,10036168946
2016-09-08,9848137678
2016-09-09,9357913300
2016-09-12,9579521580
2016-09-13,9411636519
2016-09-14,9287401574
2016-09-15,9495579050
2016-09-16,9485505946
2016-09-19,9636602501
2016-09-20,9599667787
2016-09-21,9650033306
2016-09-22,9841422275
2016-09-23,9784341355
2016-09-26,9492221348
2016-09-27,9498936751
2016-09-28,9532513763
2016-09-29,9280686172
2016-09-30,9424893021
2016-10-03,9384471750
2016-10-04,9303629208
2016-10-05,9283418573
2016-10-06,9374366432
2016-10-07,9185733834
2016-10-10,9253102619
2016-10-11,9101522853
2016-10-12,9104891292
2016-10-13,8960048405
2016-10-14,8933100891
2016-10-17,8892679620
2016-10-18,8976890601
2016-10-19,9330576722
2016-10-20,9290155451
2016-10-21,9374366432
2016-10-24,9532683077
2016-10-25,9401313946
2016-10-26,9367629554
2016-10-27,8956679965
2016-10-28,8744468293
2016-10-31,8677099508
2016-11-01,8714152339
2016-11-02,8646783554
2016-11-03,8778152685
2016-11-04,8899416498
2016-11-07,9155417881
2016-11-08,9104891292
2016-11-09,9182365395
2016-11-10,9327208283
2016-11-11,9310366087
2016-11-14,9610157180
2016-11-15,9643841572
2016-11-16,9367629554
2016-11-17,9542788395
2016-11-18,9664052208
2016-11-21,9643841572
2016-11-22,10004264572
2016-11-23,9960474862
2016-11-25,9906579834
2016-11-28,9778579142
2016-11-29,9822368853
2016-11-30,9781947582
2016-12-01,9916685152
2016-12-02,10145739021
2016-12-05,10310792544
2016-12-06,10694794618
2016-12-07,10944059123
2016-12-08,11095638889
2016-12-09,11045112300
2016-12-12,10896900973
2016-12-13,10907006291
2016-12-14,10718373693
2016-12-15,10698163058
2016-12-16,10698163058
2016-12-19,10711636815
2016-12-20,10802584674
2016-12-21,10765531843
2016-12-22,10691426179
2016-12-23,10647636469
2016-12-27,10698163058
2016-12-28,10516267338
2016-12-29,10492688263
2016-12-30,10607215198
2017-01-03,10636180382
2017-01-04,10808003378
2017-01-05,10717038263
2017-01-06,10511524483
2017-01-09,10487940934
2017-01-10,10430666602
2017-01-11,10541846188
2017-01-12,10417190289
2017-01-13,10551953423
2017-01-17,10312748859
2017-01-18,10279058076
2017-01-19,10191462039
2017-01-20,10191462039
2017-01-23,10120711393
2017-01-24,10221783744
2017-01-25,10403713975
2017-01-26,10447511994
2017-01-27,10380130427
2017-01-30,10137556785
2017-01-31,10228521900
2017-02-01,10272319919
2017-02-02,10349808721
2017-02-03,10609227755
2017-02-06,10450881072
2017-02-07,10427297524
2017-02-08,10370023192
2017-02-09,10636180382
2017-02-10,11454866424
2017-02-13,11619951263
2017-02-14,11835572278
2017-02-15,11940013707
2017-02-16,11798512416
2017-02-17,12020871588
2017-02-21,11956859099
2017-02-22,11990549883
2017-02-23,12027609745
2017-02-24,11882739375
2017-02-27,12034347901
2017-02-28,12000657118
2017-03-01,12182587349
2017-03-02,12256707073
2017-03-03,12273552465
2017-03-06,12101729469
2017-03-07,12182587349
2017-03-08,12229754446
2017-03-09,12132051174
2017-03-10,12263445230
2017-03-13,12111836704
2017-03-14,11950120942
2017-03-15,12115205782
2017-03-16,12199432741
2017-03-17,12138789331
2017-03-20,11977073569
2017-03-21,11845679513
2017-03-22,11751345319
2017-03-23,11774928868
2017-03-24,11582891401
2017-03-27,11353794073
2017-03-28,11451497345
2017-03-29,11562676931
2017-03-30,11704178222
2017-03-31,11723365433
2017-04-03,11359432272
2017-04-04,11052784887
2017-04-05,10944952839
2017-04-06,11106700911
2017-04-07,11099961408
2017-04-10,11140398425
2017-04-11,11241490970
2017-04-12,11241490970
2017-04-13,10998868863
2017-04-17,11190944698
2017-04-18,11248230473
2017-04-19,11322365006
2017-04-20,11514440841
2017-04-21,11585205622
2017-04-24,11595314877
2017-04-25,11558247610
2017-04-26,11642491397
2017-04-27,12131105364
2017-04-28,12067080085
2017-05-01,12215349151
2017-05-02,12114256606
2017-05-03,12036752322
2017-05-04,12080559091
2017-05-05,12390576228
2017-05-08,12242307163
2017-05-09,12218718902
2017-05-10,12222088654
2017-05-11,11767172203
2017-05-12,11693037670
2017-05-15,11652600652
2017-05-16,11575096368
2017-05-17,11261709479
2017-05-18,11163986686
2017-05-19,11349323018
2017-05-22,11497592083
2017-05-23,11507701338
2017-05-24,11554877859
2017-05-25,11591945125
2017-05-26,11588575374
2017-05-30,11595314877
2017-05-31,11753693197
2017-06-01,11982836298
2017-06-02,11952508535
2017-06-05,11841306735
2017-06-06,11595314877
2017-06-07,11662709906
2017-06-08,11659340155
2017-06-09,11773911706
2017-06-12,11945769032
2017-06-13,11875004250
2017-06-14,11952508535
2017-06-15,11824457978
2017-06-16,11810978972
2017-06-19,12050231328
2017-06-20,11979466546
2017-06-21,11841306735
2017-06-22,11895222759
2017-06-23,11912071517
2017-06-26,12292853435
2017-06-27,12265895423
2017-06-28,12511887282
2017-06-29,12350139210
2017-06-30,12301318993
2017-07-03,12483811088
2017-07-05,12426359873
2017-07-06,12220211395
2017-07-07,12372288141
2017-07-10,12426359873
2017-07-11,12385806074
2017-07-12,12466913672
2017-07-13,12483811088
2017-07-14,12558159719
2017-07-17,12477052122
2017-07-18,12551400753
2017-07-19,12781205613
2017-07-20,12804861996
2017-07-21,12808241479
2017-07-24,12940041325
2017-07-25,12983974608
2017-07-26,12956938742
2017-07-27,12737272331
2017-07-28,12716995432
2017-07-31,12838656828
2017-08-01,12747410781
2017-08-02,12774446647
2017-08-03,12652785250
2017-08-04,12612231451
2017-08-07,12666303183
2017-08-08,12443257289
2017-08-09,12463534189
2017-08-10,12047857750
2017-08-11,12088411549
2017-08-14,12183037080
2017-08-15,12210072946
2017-08-16,12088411549
2017-08-17,11797775990
2017-08-18,11909298937
2017-08-21,12000544985
2017-08-22,12156001214
2017-08-23,12007303951
2017-08-24,12115447415
2017-08-25,11949852736
2017-08-28,11997165502
2017-08-29,11878883588
2017-08-30,11983647569
2017-08-31,12193175529
2017-09-01,12281042094
2017-09-05,12162760180
2017-09-06,12057996200
2017-09-07,12166139664
2017-09-08,12247247261
2017-09-11,12500708504
2017-09-12,12608851968
2017-09-13,12652785250
2017-09-14,12490570055
2017-09-15,12375667624
2017-09-18,12385806074
2017-09-19,12483811088
2017-09-20,12548021270
2017-09-21,12568298169
2017-09-22,12564918686
2017-09-25,12639267317
2017-09-26,12747410781
2017-09-27,12808241479
2017-09-28,12798103029
2017-09-29,12801482513
2017-10-02,12948058010
2017-10-03,12985323483
2017-10-04,13086956591
2017-10-05,13127609835
2017-10-06,13158099767
2017-10-09,13147936456
2017-10-10,13232630713
2017-10-11,13290222808
2017-10-12,13307161659
2017-10-13,13412182538
2017-10-16,13388468146
2017-10-17,13435896930
2017-10-18,13537530038
2017-10-19,13554468890
2017-10-20,13632387606
2017-10-23,13415570308
2017-10-24,13388468146
2017-10-25,13212304092
2017-10-26,13412182538
2017-10-27,13337651592
2017-10-30,13293610578
2017-10-31,13320712740
2017-11-01,13296998349
2017-11-02,13283447267
2017-11-03,13517203417
2017-11-06,13805163891
2017-11-07,13849204904
2017-11-08,13889858148
2017-11-09,13825490512
2017-11-10,14069409972
2017-11-13,14289615041
2017-11-14,14289615041
2017-11-15,14445452473
2017-11-16,14564024433
2017-11-17,14492881257
2017-11-20,14499656798
2017-11-21,14506432338
2017-11-22,14394635919
2017-11-24,14509820109
2017-11-27,14387860379
2017-11-28,14482717947
2017-11-29,14564024433
2017-11-30,14689371934
2017-12-01,14631779839
2017-12-04,14692759704
2017-12-05,14774066191
2017-12-06,14753739569
2017-12-07,14845209366
2017-12-08,14777453961
2017-12-11,14685984163
2017-12-12,14679208623
2017-12-13,14635167609
2017-12-14,14425125852
2017-12-15,14652106461
2017-12-18,14973944637
2017-12-19,14736800718
2017-12-20,14658882001
2017-12-21,14675820852
2017-12-22,14692759704
2017-12-26,14757127339
2017-12-27,14824882745
2017-12-28,14889250380
2017-12-29,14672433082
2018-01-02,14850164094
2018-01-03,14975553430
2018-01-04,14928108816
2018-01-05,15002664638
2018-01-08,15195831994
2018-01-09,15300887924
2018-01-10,15002664638
2018-01-11,15290721221
2018-01-12,15212776499
2018-01-16,15131442875
2018-01-17,15246665509
2018-01-18,15314443528
2018-01-19,15548277696
2018-01-22,15497444181
2018-01-23,15572000003
2018-01-24,15321221330
2018-01-25,15524555389
2018-01-26,15660111428
2018-01-29,15704167141
2018-01-30,15473721874
2018-01-31,15483888577
2018-02-01,15524555389
2018-02-02,14948442222
2018-02-05,14158828294
2018-02-06,14412995867
2018-02-07,14416384768
2018-02-08,14206272908
2018-02-09,14199495106
2018-02-12,14623107728
2018-02-13,14958608925
2018-02-14,15263610013
2018-02-15,15226332103
2018-02-16,15317832429
2018-02-20,15216165400
2018-02-21,15073831559
2018-02-22,15175498588
2018-02-23,15572000003
2018-02-26,15805834170
2018-02-27,15951556912
2018-02-28,15843112081
2018-03-01,15724500547
2018-03-02,15622833517
2018-03-05,15843112081
2018-03-06,15914279002
2018-03-07,15887167794
2018-03-08,15921056804
2018-03-09,16127779763
2018-03-12,16154890971
2018-03-13,16137946466
2018-03-14,16012557130
2018-03-15,16063390645
2018-03-16,16070168447
2018-03-19,16032890536
2018-03-20,16226057892
2018-03-21,16171835476
2018-03-22,15751611755
2018-03-23,15324610231
2018-03-26,15843112081
2018-03-27,15819389774
2018-03-28,15826167576
2018-03-29,16002390427
2018-04-02,15753729091
2018-04-03,15879189267
2018-04-04,16021603521
2018-04-05,16204707561
2018-04-06,15845281111
2018-04-09,16028385152
2018-04-10,16231834085
2018-04-11,16018212705
2018-04-12,16008040258
2018-04-13,15804591325
2018-04-16,16133500434
2018-04-17,16296259581
2018-04-18,16242006532
2018-04-19,16123327987
2018-04-20,16082638201
2018-04-23,16031775967
2018-04-24,15899534160
2018-04-25,15390911826
2018-04-26,15333267962
2018-04-27,15485854662
2018-04-30,15363785302
2018-05-01,15529935264
2018-05-02,15696085227
2018-05-03,15584188313
2018-05-04,15845281111
