,MS
2004-08-25,46859170567
2004-08-26,47789216417
2004-08-27,47399894899
2004-08-30,46513106995
2004-08-31,46099469625
2004-09-01,45757358533
2004-09-02,46569872376
2004-09-03,46345361972
2004-09-07,47906243829
2004-09-08,47435841077
2004-09-09,47222021645
2004-09-10,48120063261
2004-09-13,47467913992
2004-09-14,47414459134
2004-09-15,46933365411
2004-09-16,47478604964
2004-09-17,46751618894
2004-09-20,46313289057
2004-09-21,47596205652
2004-09-22,44271313478
2004-09-23,44998299548
2004-09-24,45468702299
2004-09-27,44314077364
2004-09-28,44388914166
2004-09-29,44987608576
2004-09-30,44805862059
2004-10-01,45949796022
2004-10-04,45981868937
2004-10-05,44998299548
2004-10-06,44934153718
2004-10-07,44410296109
2004-10-08,43897129471
2004-10-11,44346150279
2004-10-12,44431678052
2004-10-13,43939893358
2004-10-14,42988396884
2004-10-15,43832983642
2004-10-18,44378223194
2004-10-19,43822292670
2004-10-20,43437417692
2004-10-21,44260622506
2004-10-22,43907820443
2004-10-25,43694001010
2004-10-26,44752407201
2004-10-27,46548490433
2004-10-28,47104420957
2004-10-29,46430889745
2004-11-01,47425150106
2004-11-02,47393077191
2004-11-03,48087990346
2004-11-04,48868431275
2004-11-05,48847049331
2004-11-08,48098681318
2004-11-09,47254094560
2004-11-10,46858528610
2004-11-11,47393077191
2004-11-12,48280427835
2004-11-15,48344573665
2004-11-16,47713806340
2004-11-17,48376646580
2004-11-18,48686684757
2004-11-19,47489295936
2004-11-22,47211330673
2004-11-23,46805073752
2004-11-24,46666091121
2004-11-26,46452271688
2004-11-29,46462962660
2004-11-30,46120851568
2004-12-01,47232712617
2004-12-02,47382386219
2004-12-03,48226972977
2004-12-06,48408719495
2004-12-07,47831407027
2004-12-08,47831407027
2004-12-09,47713806340
2004-12-10,48804285445
2004-12-13,49435052770
2004-12-14,49713018033
2004-12-15,50461386046
2004-12-16,49841309692
2004-12-17,49167778480
2004-12-20,48750830587
2004-12-21,49531271515
2004-12-22,50055129124
2004-12-23,50044438153
2004-12-27,49841309692
2004-12-28,50183420784
2004-12-29,50194111755
2004-12-30,50204802727
2004-12-31,50450695074
2005-01-03,50792806166
2005-01-04,50258257585
2005-01-05,49958910380
2005-01-06,51145608230
2005-01-07,50942479769
2005-01-10,50931788797
2005-01-11,50386549245
2005-01-12,50236875642
2005-01-13,50440004103
2005-01-14,50953170740
2005-01-18,51295281832
2005-01-19,50375858273
2005-01-20,49841309692
2005-01-21,49509889572
2005-01-24,49135705565
2005-01-25,49435052770
2005-01-26,49221233338
2005-01-27,48847049331
2005-01-28,49402979856
2005-01-31,50856951996
2005-02-01,52022267902
2005-02-02,51861903328
2005-02-03,51958122073
2005-02-04,53326566440
2005-02-07,52770635916
2005-02-08,53251729639
2005-02-09,52856163689
2005-02-10,53497621986
2005-02-11,54812611495
2005-02-14,54769847609
2005-02-15,54523955262
2005-02-16,54278062914
2005-02-17,54171153198
2005-02-18,52385760938
2005-02-22,51690847782
2005-02-23,51829830413
2005-02-24,51530483208
2005-02-25,52396451909
2005-02-28,50582999376
2005-03-01,51015062495
2005-03-02,50825376248
2005-03-03,50993986245
2005-03-04,52300713729
2005-03-07,53027844345
2005-03-08,53206992468
2005-03-09,53712822462
2005-03-10,53723360587
2005-03-11,52395556853
2005-03-14,52848696223
2005-03-15,52711700599
2005-03-16,51910803109
2005-03-17,51120443744
2005-03-18,51752731236
2005-03-21,51067753120
2005-03-22,49898021259
2005-03-23,49834792510
2005-03-24,49792640010
2005-03-28,49697796886
2005-03-29,48022235032
2005-03-30,49518648764
2005-03-31,51278515617
2005-04-01,50941295621
2005-04-04,52226946855
2005-04-05,50561923126
2005-04-06,50698918749
2005-04-07,50140398131
2005-04-08,49866406884
2005-04-11,48675598774
2005-04-12,49044433144
2005-04-13,47590171912
2005-04-14,46873579421
2005-04-15,46125372555
2005-04-18,46199139430
2005-04-19,46336135053
2005-04-20,44955640695
2005-04-21,45840843184
2005-04-22,45008331319
2005-04-25,45882995683
2005-04-26,45271784441
2005-04-27,45840843184
2005-04-28,45176941317
2005-04-29,47137032543
2005-05-02,44239048204
2005-05-03,44270662578
2005-05-04,45124250693
2005-05-05,45008331319
2005-05-06,44829183196
2005-05-09,45461470689
2005-05-10,44270662578
2005-05-11,44650035074
2005-05-12,44249586329
2005-05-13,43195773842
2005-05-16,43712141960
2005-05-17,43585684462
2005-05-18,43817523209
2005-05-19,44924026320
2005-05-20,44787030697
2005-05-23,44692187573
2005-05-24,44260124454
2005-05-25,44344429452
2005-05-26,44123128830
2005-05-27,44123128830
2005-05-31,43529279417
2005-06-01,44512401057
2005-06-02,43811665420
2005-06-03,43476985713
2005-06-06,43654784307
2005-06-07,43686160530
2005-06-08,43947629051
2005-06-09,44125427646
2005-06-10,44345061204
2005-06-13,45234054176
2005-06-14,44983044395
2005-06-15,44993503136
2005-06-16,46133505889
2005-06-17,45673321291
2005-06-20,45840661145
2005-06-21,45307265362
2005-06-22,44909833209
2005-06-23,45976624776
2005-06-24,47221214937
2005-06-27,47158462492
2005-06-28,47137545010
2005-06-29,47399013532
2005-06-30,46645984191
2005-07-01,47148003751
2005-07-05,47796445684
2005-07-06,47440848495
2005-07-07,47419931013
2005-07-08,47221214937
2005-07-11,47618647090
2005-07-12,47566353385
2005-07-13,47534977163
2005-07-14,47754610721
2005-07-15,47681399535
2005-07-18,47472224718
2005-07-19,47566353385
2005-07-20,47785986943
2005-07-21,47451307236
2005-07-22,48005620501
2005-07-25,47974244278
2005-07-26,47744151980
2005-07-27,47566353385
2005-07-28,47618647090
2005-07-29,47158462492
2005-08-01,46970205157
2005-08-02,47670940794
2005-08-03,48382135172
2005-08-04,47566353385
2005-08-05,46802865303
2005-08-08,46321763224
2005-08-09,46740112858
2005-08-10,47231673678
2005-08-11,48005620501
2005-08-12,46980663898
2005-08-15,47650023312
2005-08-16,47085251306
2005-08-17,46980663898
2005-08-18,46499561819
2005-08-19,46259010779
2005-08-22,46489103078
2005-08-23,46583231745
2005-08-24,45809284923
2005-08-25,45892954849
2005-08-26,45840661145
2005-08-29,45537357660
2005-08-30,45370017807
2005-08-31,44106580666
2005-09-01,44565599197
2005-09-02,44075979431
2005-09-06,45024617729
2005-09-07,45126621847
2005-09-08,45279628024
2005-09-09,45534638319
2005-09-12,45912053556
2005-09-13,45595840790
2005-09-14,45493836672
2005-09-15,45085820200
2005-09-16,45085820200
2005-09-19,45300028848
2005-09-20,45432634201
2005-09-21,44871611552
2005-09-22,45259227200
2005-09-23,45034818141
2005-09-26,45004216905
2005-09-27,45402032966
2005-09-28,45697844908
2005-09-29,46687284854
2005-09-30,46768888148
2005-10-03,46697485266
2005-10-04,46156863440
2005-10-05,45942654792
2005-10-06,46085460557
2005-10-07,46340470852
2005-10-10,46391472911
2005-10-11,45983456439
2005-10-12,45045018552
2005-10-13,44830809904
2005-10-14,45259227200
2005-10-17,45565239555
2005-10-18,45412233378
2005-10-19,46065059733
2005-10-20,45208225141
2005-10-21,45177623906
2005-10-24,46299669205
2005-10-25,46197665087
2005-10-26,46228266322
2005-10-27,45973256027
2005-10-28,46758687737
2005-10-31,47176904621
2005-11-01,45983456439
2005-11-02,46105861381
2005-11-03,45708045320
2005-11-04,45442834613
2005-11-07,45708045320
2005-11-08,45555039143
2005-11-09,46024258086
2005-11-10,47207505856
2005-11-11,47931735095
2005-11-14,48217346625
2005-11-15,47829730977
2005-11-16,47146303385
2005-11-17,47697125623
2005-11-18,48125542919
2005-11-21,48574361039
2005-11-22,48941575864
2005-11-23,49727007573
2005-11-25,50084021987
2005-11-28,49125183276
2005-11-29,49247588218
2005-11-30,48584561451
2005-12-01,49390393984
2005-12-02,49665805102
2005-12-05,49798410456
2005-12-06,49043579982
2005-12-07,48819170922
2005-12-08,48870172981
2005-12-09,48523358980
2005-12-12,49002778335
2005-12-13,49737207985
2005-12-14,49798410456
2005-12-15,49339391924
2005-12-16,49318991101
2005-12-19,49135383688
2005-12-20,50033019928
2005-12-21,50379833929
2005-12-22,50706247107
2005-12-23,50645044636
2005-12-27,50267629399
2005-12-28,49971817457
2005-12-29,49533199749
2005-12-30,49196586159
2006-01-03,50553240930
2006-01-04,50594042577
2006-01-05,50726647931
2006-01-06,50777649990
2006-01-09,51318271816
2006-01-10,51348873051
2006-01-11,51644684994
2006-01-12,51563081699
2006-01-13,51481478405
2006-01-17,50991858638
2006-01-18,50675645872
2006-01-19,51461077581
2006-01-20,50155424869
2006-01-23,50706247107
2006-01-24,50889854520
2006-01-25,51297870992
2006-01-26,51991498995
2006-01-27,52695327410
2006-01-30,52603523704
2006-01-31,53276750883
2006-02-01,53613364473
2006-02-02,53123744706
2006-02-03,53266550471
2006-02-06,53521560767
2006-02-07,52481118762
2006-02-08,53123744706
2006-02-09,53042141412
2006-02-10,52287310938
2006-02-13,51858893642
2006-02-14,52083302701
2006-02-15,52766730293
2006-02-16,53154345941
2006-02-17,52725928645
2006-02-21,52685126998
2006-02-22,53388955413
2006-02-23,52756529881
2006-02-24,52746329469
2006-02-27,52664726175
2006-02-28,51381487367
2006-03-01,51786784053
2006-03-02,51492943956
2006-03-03,51432149453
2006-03-06,51604400544
2006-03-07,51381487367
2006-03-08,50874866510
2006-03-09,50520231909
2006-03-10,50915396178
2006-03-13,50631688498
2006-03-14,51705724716
2006-03-15,51361222533
2006-03-16,51624665379
2006-03-17,51898240642
2006-03-20,51989432396
2006-03-21,52029962065
2006-03-22,53347176294
2006-03-23,53022938945
2006-03-24,52941879608
2006-03-27,53499162552
2006-03-28,53448500466
2006-03-29,54167902083
2006-03-30,54796111947
2006-03-31,54107107581
2006-04-03,54471874598
2006-04-04,55353394890
2006-04-05,55383792141
2006-04-06,55556043233
2006-04-07,54917700953
2006-04-10,55282467970
2006-04-11,54026048243
2006-04-12,54330020758
2006-04-13,54238829003
2006-04-17,54785979530
2006-04-18,56528755279
2006-04-19,56123458593
2006-04-20,55961339919
2006-04-21,56012002005
2006-04-24,56245047599
2006-04-25,55434454227
2006-04-26,55474983896
2006-04-27,55951207502
2006-04-28,55383792141
2006-05-01,54400947678
2006-05-02,55241938301
2006-05-03,54623860855
2006-05-04,54948098204
2006-05-05,56437563525
2006-05-08,56326106936
2006-05-09,56630079451
2006-05-10,56163988262
2006-05-11,55343262473
2006-05-12,54512404267
2006-05-15,53458632883
2006-05-16,53448500466
2006-05-17,51665195047
2006-05-18,51553738459
2006-05-19,51624665379
2006-05-22,50955925847
2006-05-23,50611423664
2006-05-24,50905263761
2006-05-25,51472679122
2006-05-26,52161683488
2006-05-30,50905263761
2006-05-31,51210536738
2006-06-01,52029016113
2006-06-02,52039120797
2006-06-05,50371847995
2006-06-06,50584046351
2006-06-07,50796244708
2006-06-08,50654779137
2006-06-09,50836663443
2006-06-12,49987870016
2006-06-13,47441489736
2006-06-14,47744630246
2006-06-15,49240123426
2006-06-16,48947087600
2006-06-19,48542900254
2006-06-20,48977401651
2006-06-21,51089280534
2006-06-22,51543991298
2006-06-23,51281269523
2006-06-26,51877445859
2006-06-27,51564200665
2006-06-28,51655142818
2006-06-29,53716498283
2006-06-30,54292465251
2006-07-03,54989688423
2006-07-05,54666338546
2006-07-06,54858327535
2006-07-07,54929060321
2006-07-10,55151363361
2006-07-11,54908850954
2006-07-12,53797335752
2006-07-13,52796972071
2006-07-14,52130062950
2006-07-17,52564564347
2006-07-18,53221368784
2006-07-19,54838118168
2006-07-20,54403616771
2006-07-21,53686184232
2006-07-24,55161468045
2006-07-25,55798063115
2006-07-26,55353457034
2006-07-27,55878900584
2006-07-28,56889368949
2006-07-31,57121776673
2006-08-01,56636751858
2006-08-02,56889368949
2006-08-03,58233291874
2006-08-04,58142349722
2006-08-07,57667429590
2006-08-08,56929787684
2006-08-09,55555550707
2006-08-10,56030470839
2006-08-11,56141622359
2006-08-14,55858691217
2006-08-15,56889368949
2006-08-16,57505754652
2006-08-17,58031198201
2006-08-18,57667429590
2006-08-21,57717953008
2006-08-22,58273710609
2006-08-23,58445490231
2006-08-24,58192873140
2006-08-25,57525964019
2006-08-28,57455231233
2006-08-29,56374030083
2006-08-30,56262878563
2006-08-31,55722971919
2006-09-01,56609836100
2006-09-05,57108074404
2006-09-06,55992020603
2006-09-07,55872443410
2006-09-08,56490258907
2006-09-11,56470329375
2006-09-12,57895290924
2006-09-13,59061168556
2006-09-14,59559406860
2006-09-15,60097504228
2006-09-18,60017786099
2006-09-19,60854826450
2006-09-20,61283311392
2006-09-21,60675460661
2006-09-22,60795037854
2006-09-25,61462677181
2006-09-26,62050598380
2006-09-27,61313205690
2006-09-28,61741690631
2006-09-29,61751655397
2006-10-02,61861267824
2006-10-03,62309682298
2006-10-04,63136757882
2006-10-05,63156687415
2006-10-06,63027145456
2006-10-09,63525383760
2006-10-10,63525383760
2006-10-11,63336053204
2006-10-12,64671331859
2006-10-13,64850697648
2006-10-16,65059957736
2006-10-17,64183058321
2006-10-18,64631472794
2006-10-19,64521860368
2006-10-20,64711190923
2006-10-23,65518336976
2006-10-24,66205905835
2006-10-25,65617984636
2006-10-26,65747526595
2006-10-27,64741085221
2006-10-30,64860662414
2006-10-31,64741085221
2006-11-01,62479083321
2006-11-02,62817885368
2006-11-03,62917533029
2006-11-06,64402283175
2006-11-07,64282705982
2006-11-08,63983762999
2006-11-09,63395841800
2006-11-10,64950345309
2006-11-13,65498407443
2006-11-14,66265694432
2006-11-15,66624426010
2006-11-16,66644355543
2006-11-17,67013051888
2006-11-20,67172488145
2006-11-21,67112699548
2006-11-22,67082805250
2006-11-24,66873545162
2006-11-27,64581648964
2006-11-28,65149640631
2006-11-29,65568160806
2006-11-30,65334765926
2006-12-01,64567783812
2006-12-04,66273309830
2006-12-05,66888913896
2006-12-06,67433874872
2006-12-07,67060475684
2006-12-08,67433874872
2006-12-11,67565069181
2006-12-12,67252221213
2006-12-13,67736630970
2006-12-14,68281591946
2006-12-15,67988927718
2006-12-18,68937563491
2006-12-19,70077944793
2006-12-20,69724729346
2006-12-21,69300870809
2006-12-22,68372418775
2006-12-26,69250411459
2006-12-27,70340333412
2006-12-28,69987117964
2006-12-29,69855923655
2007-01-03,70017393574
2007-01-04,70259598452
2007-01-05,69361422028
2007-01-08,69785280565
2007-01-09,69623810647
2007-01-10,69966934224
2007-01-11,70653181379
2007-01-12,71077039916
2007-01-16,70865110648
2007-01-17,70663273249
2007-01-18,69664178126
2007-01-19,69916474875
2007-01-22,71460530974
2007-01-23,70875202518
2007-01-24,72611004146
2007-01-25,70532078940
2007-01-26,70441252111
2007-01-29,69583443167
2007-01-30,70098128533
2007-01-31,71016488697
2007-02-01,71924756991
2007-02-02,72086226909
2007-02-05,71430255364
2007-02-06,71309152925
2007-02-07,71399979754
2007-02-08,71046764307
2007-02-09,70148587883
2007-02-12,68866920402
2007-02-13,69694453736
2007-02-14,70653181379
2007-02-15,71046764307
2007-02-16,70653181379
2007-02-20,71460530974
2007-02-21,71359612275
2007-02-22,70986213087
2007-02-23,69452248858
2007-02-26,67353139912
2007-02-27,63588872428
2007-02-28,63459970380
2007-03-01,63609452094
2007-03-02,62174427638
2007-03-05,60679610497
2007-03-06,62303978457
2007-03-07,62592976438
2007-03-08,63878519180
2007-03-09,64376791560
2007-03-12,64426618798
2007-03-13,61058297506
2007-03-14,62523218305
2007-03-15,63440039485
2007-03-16,63031456133
2007-03-19,63549659408
2007-03-20,64466480589
2007-03-21,68891139327
2007-03-22,68721726718
2007-03-23,68701795823
2007-03-26,68073972623
2007-03-27,67316598605
2007-03-28,66349950187
2007-03-29,66439639215
2007-03-30,66718671748
2007-04-02,66658879063
2007-04-03,67914525462
2007-04-04,67605596586
2007-04-05,68024145385
2007-04-09,68024145385
2007-04-10,68004214490
2007-04-11,67256805919
2007-04-12,67824836433
2007-04-13,67755078300
2007-04-16,69518962527
2007-04-17,69110379175
2007-04-18,69309688127
2007-04-19,69957442222
2007-04-20,70226509307
2007-04-23,70784574373
2007-04-24,70734747135
2007-04-25,71591775630
2007-04-26,71472190258
2007-04-27,72010324429
2007-04-30,71163261383
2007-05-01,71242984963
2007-05-02,71462224811
2007-05-03,72239529724
2007-05-04,73325763514
2007-05-07,72827491133
2007-05-08,72548458600
2007-05-09,72887283819
2007-05-10,71472190258
2007-05-11,72129909801
2007-05-14,71910669953
2007-05-15,70714816240
2007-05-16,71223054068
2007-05-17,71292812201
2007-05-18,72040220772
2007-05-21,72518562257
2007-05-22,72538493153
2007-05-23,72638147629
2007-05-24,71541948392
2007-05-25,71372535782
2007-05-29,72249495172
2007-05-30,72697940314
2007-05-31,72448425482
2007-06-01,73330476041
2007-06-04,73140033307
2007-06-05,72969637176
2007-06-06,73240266325
2007-06-07,72187819635
2007-06-08,74212526601
2007-06-11,75435369422
2007-06-12,73861711037
2007-06-13,75966604417
2007-06-14,76086884039
2007-06-15,75385252913
2007-06-18,75395276214
2007-06-19,74803901408
2007-06-20,74392946033
2007-06-21,74372899430
2007-06-22,72077563315
2007-06-25,72027446806
2007-06-26,71656584639
2007-06-27,72688984726
2007-06-28,72318122559
2007-06-29,71466141905
2007-07-02,71496211810
2007-07-03,73390615852
2007-07-05,73109963402
2007-07-06,73260312929
2007-07-09,72829310951
2007-07-10,70624184553
2007-07-11,70814627287
2007-07-12,72568705104
2007-07-13,73430709060
2007-07-16,72468472086
2007-07-17,73019753685
2007-07-18,71015093323
2007-07-19,70042833048
2007-07-20,67727450330
2007-07-23,67867776555
2007-07-24,65702743364
2007-07-25,66013465720
2007-07-26,64650296674
2007-07-27,64519993750
2007-07-30,64760552994
2007-07-31,64018828660
2007-08-01,64530017052
2007-08-02,64028851962
2007-08-03,60761255572
2007-08-06,64179201489
2007-08-07,64479900543
2007-08-08,65542370535
2007-08-09,61954028487
2007-08-10,60169880765
2007-08-13,59778971994
2007-08-14,57714171821
2007-08-15,56761958150
2007-08-16,59107410773
2007-08-17,62375007163
2007-08-20,62806009141
2007-08-21,63036545083
2007-08-22,64239341300
2007-08-23,64459853940
2007-08-24,64690389881
2007-08-27,63878502435
2007-08-28,60911605099
2007-08-29,61352630379
2007-08-30,60300183688
2007-08-31,62335862903
2007-09-04,63895009065
2007-09-05,62525758910
2007-09-06,62465791750
2007-09-07,62465791750
2007-09-10,63045474297
2007-09-11,63505222524
2007-09-12,63425266311
2007-09-13,66753443695
2007-09-14,66073815881
2007-09-17,64874472679
2007-09-18,68472502284
2007-09-19,66993312336
2007-09-20,64594625932
2007-09-21,64404729925
2007-09-24,62255906689
2007-09-25,61336410235
2007-09-26,62935534503
2007-09-27,64514669719
2007-09-28,62965518084
2007-10-01,63974965278
2007-10-02,66063821354
2007-10-03,66963328756
2007-10-04,67073268549
2007-10-05,68862288825
2007-10-08,67902814263
2007-10-09,69052184832
2007-10-10,67493038670
2007-10-11,67023295916
2007-10-12,67213191923
2007-10-15,66063821354
2007-10-16,65264259220
2007-10-17,65773980081
2007-10-18,65364204487
2007-10-19,61916092782
2007-10-22,62555742490
2007-10-23,63585178738
2007-10-24,62855578290
2007-10-25,61966065416
2007-10-26,64744543833
2007-10-29,66233728308
2007-10-30,65454155227
2007-10-31,67223186449
2007-11-01,62385835536
2007-11-02,58867762145
2007-11-05,55559573814
2007-11-06,54480164932
2007-11-07,51161982074
2007-11-08,53650619218
2007-11-09,54170334605
2007-11-12,53740569958
2007-11-13,55829426034
2007-11-14,55579562867
2007-11-15,53240843624
2007-11-16,52871046137
2007-11-19,51102014914
2007-11-20,50402398047
2007-11-21,48483448924
2007-11-23,49862693606
2007-11-26,47923755430
2007-11-27,49772742866
2007-11-28,53470717738
2007-11-29,52311352643
2007-11-30,53816693776
2007-12-03,53367540793
2007-12-04,51050319722
2007-12-05,51152399945
2007-12-06,52652979229
2007-12-07,52765267475
2007-12-10,55501017462
2007-12-11,50989071588
2007-12-12,51417808526
2007-12-13,51244272146
2007-12-14,51346352370
2007-12-17,50560334650
2007-12-18,49069963388
2007-12-19,51121775878
2007-12-20,52438610760
2007-12-21,55501017462
2007-12-24,56113498802
2007-12-26,56144122870
2007-12-27,54429175116
2007-12-28,54327094893
2007-12-31,54214806647
2008-01-02,52009873822
2008-01-03,51999665799
2008-01-04,50325550136
2008-01-07,49314955924
2008-01-08,47365223657
2008-01-09,48722890628
2008-01-10,49417036147
2008-01-11,49396620103
2008-01-14,49917229242
2008-01-15,48110409288
2008-01-16,48375817869
2008-01-17,46191301088
2008-01-18,46048388775
2008-01-22,49539532416
2008-01-23,52775475497
2008-01-24,52295698447
2008-01-25,49907021220
2008-01-28,50621582784
2008-01-29,50488878493
2008-01-30,49641612639
2008-01-31,50366382225
2008-02-01,49253707790
2008-02-04,49029131299
2008-02-05,46507749781
2008-02-06,45885060418
2008-02-07,45813604261
2008-02-08,44088448486
2008-02-11,43414719012
2008-02-12,43598463414
2008-02-13,44129280575
2008-02-14,43506591213
2008-02-15,43200350542
2008-02-19,42353084688
2008-02-20,44455937290
2008-02-21,44068032441
2008-02-22,45109250720
2008-02-25,46221925155
2008-02-26,45864644373
2008-02-27,46834406495
2008-02-28,45323619189
2008-02-29,43726669000
2008-03-03,43166070680
2008-03-04,42927297321
2008-03-05,43051874725
2008-03-06,41183213657
2008-03-07,41380461214
2008-03-10,39760954955
2008-03-11,44110782664
2008-03-12,42574328008
2008-03-13,43186833580
2008-03-14,41058636252
2008-03-17,37767716482
2008-03-18,44494896328
2008-03-19,45107401901
2008-03-20,51564664037
2008-03-24,50609570602
2008-03-25,51336272129
2008-03-26,49612951366
2008-03-27,47432846786
2008-03-28,46446609000
2008-03-31,47443228236
2008-04-01,50713385106
2008-04-02,50962539915
2008-04-03,50744529457
2008-04-04,49415703808
2008-04-07,49924394877
2008-04-08,49436466709
2008-04-09,47858486251
2008-04-10,46135165488
2008-04-11,45294268007
2008-04-14,44609092282
2008-04-15,45180072053
2008-04-16,47152547625
2008-04-17,48190692663
2008-04-18,49592188465
2008-04-21,49000445793
2008-04-22,48990064343
2008-04-23,49187311900
2008-04-24,52312128464
2008-04-25,52582046174
2008-04-28,51813818846
2008-04-29,50827581060
2008-04-30,50453848846
2008-05-01,52249839762
2008-05-02,52229076861
2008-05-05,50578426251
2008-05-06,50921014113
2008-05-07,49010827243
2008-05-08,48252981366
2008-05-09,47713145946
2008-05-12,49467611060
2008-05-13,48387940221
2008-05-14,48751290984
2008-05-15,49529899762
2008-05-16,49010827243
2008-05-19,47962300755
2008-05-20,46508897702
2008-05-21,44526040679
2008-05-22,44588329382
2008-05-23,43425606939
2008-05-27,43851246405
2008-05-28,44401463275
2008-05-29,45449989763
2008-05-30,45917155030
2008-06-02,44933538693
2008-06-03,44464395017
2008-06-04,45204599483
2008-06-05,46486925529
2008-06-06,42546118655
2008-06-09,41065709724
2008-06-10,40898903084
2008-06-11,38709565932
2008-06-12,40012742808
2008-06-13,42785903201
2008-06-16,44089080077
2008-06-17,42316759525
2008-06-18,42421013675
2008-06-19,41899742925
2008-06-20,40325505258
2008-06-23,39053604627
2008-06-24,40064869883
2008-06-25,39804234508
2008-06-26,38396803481
2008-06-27,38271698501
2008-06-30,37604471941
2008-07-01,38157018936
2008-07-02,37395963640
2008-07-03,37437665300
2008-07-07,36561930440
2008-07-08,38042339371
2008-07-09,35435985618
2008-07-10,34935565698
2008-07-11,34862587793
2008-07-14,33100692656
2008-07-15,32318786531
2008-07-16,36541079610
2008-07-17,39950190318
2008-07-18,40210825693
2008-07-21,38011063126
2008-07-22,40315079843
2008-07-23,40773798104
2008-07-24,38824245497
2008-07-25,38313400161
2008-07-28,36447250874
2008-07-29,38052764786
2008-07-30,40242101938
2008-07-31,41159538459
2008-08-01,42858881106
2008-08-04,43244621461
2008-08-05,45037792843
2008-08-06,45016942013
2008-08-07,44474820432
2008-08-08,46956069205
2008-08-11,47320958730
2008-08-12,44308013792
2008-08-13,41858041265
2008-08-14,42368886600
2008-08-15,42619096560
2008-08-18,41274218024
2008-08-19,39699980358
2008-08-20,38991052137
2008-08-21,38636588027
2008-08-22,40544438973
2008-08-25,39845936168
2008-08-26,40221251108
2008-08-27,40711245614
2008-08-28,42327184940
2008-08-29,42566969485
2008-09-02,41763895105
2008-09-03,42643667229
2008-09-04,40793112071
2008-09-05,41824569044
2008-09-08,43756022789
2008-09-09,40853786010
2008-09-10,39357162166
2008-09-11,39144803378
2008-09-12,37648179534
2008-09-15,32551568606
2008-09-16,29022367784
2008-09-17,21994303112
2008-09-18,22803288973
2008-09-19,27515631617
2008-09-22,27394283738
2008-09-23,28314505156
2008-09-24,25068449386
2008-09-25,27404396061
2008-09-26,25028000093
2008-09-29,21225766543
2008-09-30,23258343521
2008-10-01,24694293425
2008-10-02,23470702309
2008-10-03,24188677261
2008-10-06,23763959684
2008-10-07,17848250571
2008-10-08,16988703093
2008-10-09,12589842471
2008-10-10,9788728925
2008-10-13,18303305118
2008-10-14,22186437254
2008-10-15,18333642088
2008-10-16,18899932191
2008-10-17,19456109971
2008-10-20,19992063104
2008-10-21,20426893005
2008-10-22,19547120880
2008-10-23,18283080472
2008-10-24,16705558042
2008-10-27,13884219849
2008-10-28,15370731370
2008-10-29,14925789146
2008-10-30,16270728141
2008-10-31,17666228752
2008-11-03,18202181886
2008-11-04,19112290980
2008-11-05,17251623498
2008-11-06,15562865512
2008-11-07,16159492585
2008-11-10,14743767327
2008-11-11,14238151164
2008-11-12,12074113984
2008-11-13,13358379039
2008-11-14,12165124893
2008-11-17,11346026708
2008-11-18,12165124893
2008-11-19,10365131351
2008-11-20,9303337408
2008-11-21,10162884886
2008-11-24,13530288535
2008-11-25,14430285306
2008-11-26,14662868741
2008-11-28,14915676823
2008-12-01,11483262733
2008-12-02,12181364168
2008-12-03,14012615758
2008-12-04,15115413677
2008-12-05,15904571821
2008-12-08,16491381723
2008-12-09,15145765913
2008-12-10,14771421666
2008-12-11,13901324225
2008-12-12,14012615758
2008-12-15,13800150104
2008-12-16,16319385717
2008-12-17,16693729965
2008-12-18,16420559838
2008-12-19,15631401694
2008-12-22,14751186841
2008-12-23,14609543072
2008-12-24,14670247545
2008-12-26,14822008726
2008-12-29,15074944029
2008-12-30,15368348979
2008-12-31,16228329008
2009-01-02,17189483157
2009-01-05,17826880120
2009-01-06,19809892891
2009-01-07,18312515901
2009-01-08,19040969572
2009-01-09,19283787462
2009-01-12,19010617335
2009-01-13,19081439220
2009-01-14,17391831399
2009-01-15,16450912074
2009-01-16,15773045463
2009-01-20,13253809851
2009-01-21,17057956800
2009-01-22,17786410471
2009-01-23,18929678039
2009-01-26,19304022286
2009-01-27,20022358545
2009-01-28,23270047830
2009-01-29,21631027069
2009-01-30,20467524678
2009-02-02,21044217168
2009-02-03,21185860937
2009-02-04,22268424032
2009-02-05,23462278659
2009-02-06,23138521472
2009-02-09,23887209968
2009-02-10,21034099755
2009-02-11,23178991121
2009-02-12,23259930417
2009-02-13,23199225945
2009-02-17,19992006309
2009-02-18,20416937617
2009-02-19,20164002315
2009-02-20,19658131710
2009-02-23,19040969572
2009-02-24,22329128504
2009-02-25,22015488729
2009-02-26,21580440009
2009-02-27,19769423243
2009-03-02,18160754719
2009-03-03,18393455197
2009-03-04,19627779474
2009-03-05,18191106955
2009-03-06,17381713987
2009-03-09,16673495140
2009-03-10,21084686816
2009-03-11,22774294637
2009-03-12,24463902457
2009-03-13,25728578970
2009-03-16,23310517478
2009-03-17,24089558210
2009-03-18,24474019869
2009-03-19,21287035058
2009-03-20,20477642090
2009-03-23,24716837760
2009-03-24,25414939195
2009-03-25,26214214751
2009-03-26,25951162036
2009-03-27,24635898463
2009-03-30,22389832977
2009-03-31,25922381037
2009-04-01,27015287747
2009-04-02,26309452163
2009-04-03,27390974429
2009-04-06,26537141061
2009-04-07,26548525506
2009-04-08,25831305478
2009-04-09,28859567821
2009-04-13,30612772336
