,KSS
2009-04-13,13609100000
2009-04-14,13542000000
2009-04-15,13380350000
2009-04-16,13731100000
2009-04-17,13657900000
2009-04-20,13124150000
2009-04-21,13407800000
2009-04-22,13679250000
2009-04-23,13511500000
2009-04-24,13856150000
2009-04-27,13682300000
2009-04-28,13365100000
2009-04-29,13337650000
2009-04-30,13831750000
2009-05-01,12980800000
2009-05-04,13349850000
2009-05-05,13505400000
2009-05-06,13337650000
2009-05-07,13496250000
2009-05-08,13389500000
2009-05-11,13676200000
2009-05-12,13423050000
2009-05-13,12794750000
2009-05-14,12578200000
2009-05-15,12605650000
2009-05-18,13044850000
2009-05-19,13365100000
2009-05-20,12867950000
2009-05-21,12587350000
2009-05-22,12486700000
2009-05-26,13359000000
2009-05-27,13127200000
2009-05-28,12803900000
2009-05-29,12953350000
2009-06-01,14176400000
2009-06-02,14335000000
2009-06-03,14228250000
2009-06-04,13984250000
2009-06-05,14020850000
2009-06-08,14106250000
2009-06-09,14234350000
2009-06-10,14283150000
2009-06-11,14005600000
2009-06-12,14209950000
2009-06-15,13923250000
2009-06-16,13420000000
2009-06-17,13499300000
2009-06-18,13325450000
2009-06-19,13340700000
2009-06-22,13249200000
2009-06-23,13038750000
2009-06-24,13252250000
2009-06-25,13551150000
2009-06-26,13450500000
2009-06-29,13240049999
2009-06-30,13038750000
2009-07-01,12989950000
2009-07-02,12581250000
2009-07-06,13017400000
2009-07-07,12901500000
2009-07-08,13221750000
2009-07-09,13121100000
2009-07-10,13029600000
2009-07-13,13371200000
2009-07-14,13563350000
2009-07-15,14011700000
2009-07-16,14048300000
2009-07-17,14109300000
2009-07-20,14749800000
2009-07-21,14585100000
2009-07-22,14737600000
2009-07-23,14938900000
2009-07-24,14975500000
2009-07-27,14993799999
2009-07-28,15131050000
2009-07-29,15103600000
2009-07-30,15067000000
2009-07-31,14807750000
2009-08-03,15256100000
2009-08-04,15054800000
2009-08-05,15100550000
2009-08-06,15561100000
2009-08-07,16320550000
2009-08-10,16021650000
2009-08-11,16015550000
2009-08-12,15942350000
2009-08-13,15978950000
2009-08-14,15777650000
2009-08-17,15433000000
2009-08-18,15673950000
2009-08-19,15698350000
2009-08-20,15713600000
2009-08-21,15969800000
2009-08-24,15747150000
2009-08-25,16161950000
2009-08-26,16146700000
2009-08-27,16195500000
2009-08-28,16027750000
2009-08-31,15734950000
2009-09-01,15567200000
2009-09-02,15817300000
2009-09-03,16473050000
2009-09-04,16646900000
2009-09-08,16951900000
2009-09-09,17037300000
2009-09-10,17012900000
2009-09-11,16829900000
2009-09-14,16735350000
2009-09-15,16698750000
2009-09-16,16726200000
2009-09-17,16714000000
2009-09-18,16778050000
2009-09-21,16939700000
2009-09-22,16893950000
2009-09-23,16686550000
2009-09-24,16701800000
2009-09-25,16582850000
2009-09-28,16747549999
2009-09-29,17198950000
2009-09-30,17400250000
2009-10-01,16845150000
2009-10-02,16732300000
2009-10-05,17144050000
2009-10-06,17525300000
2009-10-07,17854700000
2009-10-08,18290850000
2009-10-09,18309150000
2009-10-12,18107850000
2009-10-13,18184100000
2009-10-14,18522650000
2009-10-15,18370150000
2009-10-16,18202400000
2009-10-19,18437250000
2009-10-20,18257300000
2009-10-21,17622900000
2009-10-22,18260350000
2009-10-23,18052950000
2009-10-26,17958400000
2009-10-27,17665600000
2009-10-28,17330100000
2009-10-29,17760150000
2009-10-30,17452100000
2009-11-02,17607650000
2009-11-03,17296550000
2009-11-04,17244700000
2009-11-05,17064750000
2009-11-06,17287400000
2009-11-09,17375850000
2009-11-10,17189800000
2009-11-11,16649950000
2009-11-12,16665200000
2009-11-13,16933600000
2009-11-16,17086100000
2009-11-17,16903100000
2009-11-18,16683500000
2009-11-19,16570650000
2009-11-20,16457800000
2009-11-23,16348000000
2009-11-24,16412050000
2009-11-25,16939700000
2009-11-27,16607250000
2009-11-30,16207700000
2009-12-01,16155850000
2009-12-02,16387650000
2009-12-03,16524900000
2009-12-04,16378500000
2009-12-07,16628600000
2009-12-08,16412050000
2009-12-09,16372400000
2009-12-10,16729250000
2009-12-11,16958000000
2009-12-14,17134900000
2009-12-15,16735350000
2009-12-16,16598100000
2009-12-17,16238200000
2009-12-18,16283950000
2009-12-21,16656050000
2009-12-22,16820750000
2009-12-23,16820750000
2009-12-24,16668250000
2009-12-28,16912250000
2009-12-29,16945800000
2009-12-30,16817700000
2009-12-31,16448650000
2010-01-04,16463900000
2010-01-05,16476100000
2010-01-06,16689600000
2010-01-07,16305300000
2010-01-08,16113150000
2010-01-11,16088750000
2010-01-12,15728850000
2010-01-13,15921000000
2010-01-14,15765450000
2010-01-15,15710550000
2010-01-19,15914900000
2010-01-20,15707500000
2010-01-21,15637350000
2010-01-22,15387250000
2010-01-25,15338450000
2010-01-26,15326250000
2010-01-27,15405550000
2010-01-28,15411650000
2010-01-29,15362850000
2010-02-01,15632440000
2010-02-02,15939440000
2010-02-03,16006980000
2010-02-04,15371490000
2010-02-05,15141240000
2010-02-08,15104400000
2010-02-09,15303950000
2010-02-10,15257900000
2010-02-11,15178080000
2010-02-12,15297810000
2010-02-16,15549550000
2010-02-17,15721470000
2010-02-18,15767520000
2010-02-19,15884180000
2010-02-22,15696910000
2010-02-23,15635510000
2010-02-24,15838130000
2010-02-25,16602560000
2010-02-26,16522740000
2010-03-01,16559580000
2010-03-02,16341609999
2010-03-03,16301700000
2010-03-04,16513530000
2010-03-05,16792900000
2010-03-08,16719220000
2010-03-09,16608700000
2010-03-10,16310910000
2010-03-11,16347750000
2010-03-12,16476690000
2010-03-15,16703869999
2010-03-16,16894210000
2010-03-17,16881930000
2010-03-18,16725359999
2010-03-19,16964820000
2010-03-22,17106040000
2010-03-23,17305590000
2010-03-24,17210420000
2010-03-25,17259540000
2010-03-26,17247260000
2010-03-29,17112180000
2010-03-30,16961750000
2010-03-31,16817460000
2010-04-01,16989380000
2010-04-05,17627940000
2010-04-06,17652500000
2010-04-07,17541980000
2010-04-08,17385410000
2010-04-09,17449880000
2010-04-12,17185860000
2010-04-13,17342430000
2010-04-14,17468300000
2010-04-15,17707760000
2010-04-16,17541980000
2010-04-19,17425320000
2010-04-20,17268750000
2010-04-21,17296380000
2010-04-22,17980990000
2010-04-23,17953360000
2010-04-26,17763020000
2010-04-27,17437600000
2010-04-28,17320940000
2010-04-29,17363920000
2010-04-30,16881930000
2010-05-03,17489790000
2010-05-04,17087619999
2010-05-05,17222700000
2010-05-06,16752990000
2010-05-07,16479760000
2010-05-10,17360850000
2010-05-11,17413040000
2010-05-12,17545050000
2010-05-13,16519670000
2010-05-14,16409150000
2010-05-17,16467480000
2010-05-18,16169690000
2010-05-19,16126710000
2010-05-20,15663140000
2010-05-21,15893390000
2010-05-24,15647790000
2010-05-25,15589460000
2010-05-26,15168869999
2010-05-27,15509640000
2010-05-28,15580250000
2010-06-01,15583320000
2010-06-02,15847340000
2010-06-03,15994700000
2010-06-04,15374560000
2010-06-07,15043000000
2010-06-08,15199570000
2010-06-09,15408330000
2010-06-10,15746030000
2010-06-11,15859619999
2010-06-14,16053030000
2010-06-15,16473619999
2010-06-16,16344680000
2010-06-17,16200390000
2010-06-18,16178900000
2010-06-21,15954790000
2010-06-22,15552619999
2010-06-23,15699980000
2010-06-24,15270180000
2010-06-25,15202640000
2010-06-28,15202640000
2010-06-29,14637760000
2010-06-30,14582500000
2010-07-01,14938619999
2010-07-02,14821960000
2010-07-06,14600920000
2010-07-07,14898710000
2010-07-08,14726790000
2010-07-09,14742140000
2010-07-12,14490400000
2010-07-13,14699160000
2010-07-14,14490400000
2010-07-15,14643900000
2010-07-16,14250940000
2010-07-19,14174190000
2010-07-20,14524170000
2010-07-21,14296990000
2010-07-22,14720650000
2010-07-23,14901780000
2010-07-26,15165800000
2010-07-27,14889500000
2010-07-28,14705300000
2010-07-29,14505750000
2010-07-30,14640830000
2010-08-02,15039930000
2010-08-03,14413650000
2010-08-04,14456630000
2010-08-05,15043000000
2010-08-06,14929410000
2010-08-09,15000020000
2010-08-10,14868010000
2010-08-11,14668460000
2010-08-12,14275500000
2010-08-13,13811930000
2010-08-16,13590890000
2010-08-17,13910170000
2010-08-18,14429000000
2010-08-19,14343040000
2010-08-20,14220240000
2010-08-23,14318480000
2010-08-24,14186470000
2010-08-25,14619340000
2010-08-26,14419790000
2010-08-27,14493470000
2010-08-30,14290850000
2010-08-31,14410580000
2010-09-01,14858800000
2010-09-02,15138170000
2010-09-03,15214920000
2010-09-07,15061420000
2010-09-08,15012300000
2010-09-09,14874150000
2010-09-10,14938619999
2010-09-13,14886430000
2010-09-14,15389910000
2010-09-15,15392980000
2010-09-16,15546480000
2010-09-17,15626300000
2010-09-20,15899530000
2010-09-21,15810500000
2010-09-22,15693840000
2010-09-23,15629369999
2010-09-24,16059170000
2010-09-27,16006980000
2010-09-28,16264859999
2010-09-29,16258720000
2010-09-30,16172760000
2010-10-01,16160480000
2010-10-04,16083730000
2010-10-05,16148200000
2010-10-06,16292490000
2010-10-07,16203460000
2010-10-08,16504320000
2010-10-11,16442920000
2010-10-12,16412220000
2010-10-13,16274070000
2010-10-14,16065310000
2010-10-15,16323190000
2010-10-18,16249510000
2010-10-19,15960930000
2010-10-20,15945580000
2010-10-21,16188109999
2010-10-22,16237230000
2010-10-25,16224950000
2010-10-26,16111359999
2010-10-27,15936369999
2010-10-28,15960930000
2010-10-29,15724540000
2010-11-01,15698560000
2010-11-02,15573920000
2010-11-03,15431040000
2010-11-04,15783680000
2010-11-05,16203200000
2010-11-08,16188000000
2010-11-09,15896160000
2010-11-10,15887040000
2010-11-11,15932639999
2010-11-12,15631680000
2010-11-15,15488800000
2010-11-16,15397600000
2010-11-17,16051200000
2010-11-18,16300480000
2010-11-19,16723040000
2010-11-22,16832480000
2010-11-23,16975360000
2010-11-24,17495200000
2010-11-26,17431360000
2010-11-29,17157760000
2010-11-30,17151680000
2010-12-01,17030080000
2010-12-02,16729120000
2010-12-03,16723040000
2010-12-06,16720000000
2010-12-07,16592320000
2010-12-08,16540639999
2010-12-09,16482880000
2010-12-10,16306560000
2010-12-13,16233600000
2010-12-14,16288320000
2010-12-15,16324800000
2010-12-16,16482880000
2010-12-17,16355200000
2010-12-20,16507200000
2010-12-21,16449440000
2010-12-22,16349120000
2010-12-23,16318720000
2010-12-27,16309600000
2010-12-28,16446400000
2010-12-29,16495040000
2010-12-30,16583200000
2010-12-31,16519360000
2011-01-03,16498080000
2011-01-04,16519360000
2011-01-05,16385600000
2011-01-06,15877920000
2011-01-07,15777600000
2011-01-10,15890080000
2011-01-11,15899200000
2011-01-12,15716800000
2011-01-13,15649920000
2011-01-14,15659040000
2011-01-18,15592160000
2011-01-19,15494880000
2011-01-20,15595200000
2011-01-21,15732000000
2011-01-24,15817120000
2011-01-25,15975200000
2011-01-26,15859680000
2011-01-27,15804960000
2011-01-28,15564800000
2011-01-31,14624640000
2011-02-01,14780160000
2011-02-02,14616000000
2011-02-03,14705280000
2011-02-04,14739840000
2011-02-07,14909760000
2011-02-08,15062400000
2011-02-09,15206400000
2011-02-10,15264000000
2011-02-11,15192000000
2011-02-14,15071040000
2011-02-15,15079680000
2011-02-16,15321600000
2011-02-17,15419520000
2011-02-18,15384960000
2011-02-22,15042240000
2011-02-23,14981760000
2011-02-24,15494400000
2011-02-25,15361920000
2011-02-28,15520320000
2011-03-01,15344640000
2011-03-02,15563520000
2011-03-03,15635520000
2011-03-04,15575040000
2011-03-07,15422400000
2011-03-08,15618240000
2011-03-09,16038720000
2011-03-10,15857280000
2011-03-11,15684480000
2011-03-14,15485760000
2011-03-15,15336000000
2011-03-16,15177600000
2011-03-17,15382079999
2011-03-18,15197760000
2011-03-21,15252480000
2011-03-22,15249600000
2011-03-23,15099840000
2011-03-24,15243840000
2011-03-25,15408000000
2011-03-28,15206400000
2011-03-29,15275520000
2011-03-30,15289920000
2011-03-31,15275520000
2011-04-01,15563520000
2011-04-04,15425280000
2011-04-05,15710400000
2011-04-06,15632640000
2011-04-07,15770880000
2011-04-08,15609600000
2011-04-11,15609600000
2011-04-12,15649920000
2011-04-13,15569280000
2011-04-14,15523200000
2011-04-15,15341760000
2011-04-18,15137280000
2011-04-19,15050880000
2011-04-20,15111360000
2011-04-21,14984640000
2011-04-25,15010560000
2011-04-26,15301440000
2011-04-27,15364800000
2011-04-28,15289920000
2011-04-29,15180480000
2011-05-02,14564520000
2011-05-03,14663880000
2011-05-04,14724600000
2011-05-05,14570040000
2011-05-06,14412720000
2011-05-09,14432040000
2011-05-10,14608680000
2011-05-11,14796360000
2011-05-12,15367680000
2011-05-13,15226920000
2011-05-16,15276600000
2011-05-17,15359400000
2011-05-18,15591240000
2011-05-19,15613320000
2011-05-20,15086160000
2011-05-23,15174480000
2011-05-24,15050280000
2011-05-25,14961960000
2011-05-26,14961960000
2011-05-27,14799120000
2011-05-31,14694240000
2011-06-01,14605920000
2011-06-02,14183640000
2011-06-03,13984920000
2011-06-06,13935240000
2011-06-07,14053920000
2011-06-08,14037360000
2011-06-09,13990440000
2011-06-10,13733760000
2011-06-13,13744800000
2011-06-14,13863480000
2011-06-15,13736520000
2011-06-16,13794480000
2011-06-17,13835880000
2011-06-20,14092560000
2011-06-21,14120160000
2011-06-22,14026320000
2011-06-23,14048400000
2011-06-24,13648200000
2011-06-27,13860720000
2011-06-28,13998720000
2011-06-29,13918680000
2011-06-30,13802760000
2011-07-01,14294040000
2011-07-05,14219520000
2011-07-06,14376840000
2011-07-07,15395280000
2011-07-08,15229680000
2011-07-11,15213120000
2011-07-12,15422880000
2011-07-13,15395280000
2011-07-14,15447720000
2011-07-15,15387000000
2011-07-18,15210360000
2011-07-19,15616080000
2011-07-20,15533280000
2011-07-21,15704400000
2011-07-22,15732000000
2011-07-25,15439440000
2011-07-26,15486360000
2011-07-27,15180000000
2011-07-28,15226920000
2011-07-29,15099960000
2011-08-01,14395920000
2011-08-02,13854720000
2011-08-03,13672560000
2011-08-04,12584880000
2011-08-05,12487200000
2011-08-08,11410080000
2011-08-09,12291840000
2011-08-10,11692560000
2011-08-11,12540000000
2011-08-12,12550560000
2011-08-15,12547920000
2011-08-16,12547920000
2011-08-17,12376320000
2011-08-18,11993520000
2011-08-19,11911680000
2011-08-22,11998800000
2011-08-23,12423840000
2011-08-24,12540000000
2011-08-25,12252240000
2011-08-26,12381600000
2011-08-29,12584880000
2011-08-30,12310320000
2011-08-31,12233760000
2011-09-01,11982960000
2011-09-02,11597520000
2011-09-06,11505120000
2011-09-07,11872080000
2011-09-08,11581680000
2011-09-09,11246400000
2011-09-12,11610720000
2011-09-13,11600160000
2011-09-14,11885280000
2011-09-15,12400080000
2011-09-16,12540000000
2011-09-19,12492480000
2011-09-20,12368400000
2011-09-21,11887920000
2011-09-22,11782320000
2011-09-23,12191520000
2011-09-26,12656160000
2011-09-27,12584880000
2011-09-28,12600720000
2011-09-29,12957120000
2011-09-30,12962400000
2011-10-03,12603360000
2011-10-04,13131360000
2011-10-05,13070640000
2011-10-06,13221120000
2011-10-07,13244880000
2011-10-10,13659360000
2011-10-11,13221120000
2011-10-12,13258080000
2011-10-13,13118160000
2011-10-14,13318800000
2011-10-17,13192080000
2011-10-18,13780800000
2011-10-19,13735920000
2011-10-20,13973520000
2011-10-21,14306160000
2011-10-24,14353680000
2011-10-25,13960320000
2011-10-26,13812480000
2011-10-27,14440800000
2011-10-28,14010480000
2011-10-31,13358520000
2011-11-01,13401360000
2011-11-02,13734000000
2011-11-03,14061600000
2011-11-04,14132160000
2011-11-07,14074200000
2011-11-08,14031360000
2011-11-09,13681080000
2011-11-10,13950720000
2011-11-11,14243040000
2011-11-14,14054040000
2011-11-15,14051520000
2011-11-16,14008680000
2011-11-17,13852440000
2011-11-18,13945680000
2011-11-21,13696200000
2011-11-22,13552560000
2011-11-23,13139280000
2011-11-25,13056120000
2011-11-28,13174560000
2011-11-29,13270320000
2011-11-30,13557600000
2011-12-01,12693240000
2011-12-02,12728520000
2011-12-05,12791520000
2011-12-06,12783960000
2011-12-07,12771360000
2011-12-08,12741120000
2011-12-09,12826800000
2011-12-12,12935160000
2011-12-13,12690720000
2011-12-14,12433680000
2011-12-15,12355560000
2011-12-16,12302640000
2011-12-19,12131280000
2011-12-20,12370680000
2011-12-21,12456360000
2011-12-22,12423600000
2011-12-23,12592440000
2011-12-27,12567240000
2011-12-28,12622680000
2011-12-29,12559680000
2011-12-30,12436200000
2012-01-03,12103560000
2012-01-04,11934720000
2012-01-05,11723040000
2012-01-06,11720520000
2012-01-09,11594520000
2012-01-10,11599560000
2012-01-11,11594520000
2012-01-12,11695320000
2012-01-13,11836440000
2012-01-17,11879280000
2012-01-18,12118680000
2012-01-19,12214440000
2012-01-20,11937240000
2012-01-23,11970000000
2012-01-24,12078360000
2012-01-25,12033000000
2012-01-26,11705400000
2012-01-27,11765880000
2012-01-30,11614680000
2012-01-31,11589480000
2012-02-01,11071080000
2012-02-02,11365110000
2012-02-03,11924010000
2012-02-06,11858400000
2012-02-07,12167010000
2012-02-08,12184020000
2012-02-09,12261780000
2012-02-10,12120840000
2012-02-13,12225330000
2012-02-14,12368700000
2012-02-15,12356550000
2012-02-16,12628710000
2012-02-17,12587400000
2012-02-21,12584970000
2012-02-22,12682170000
2012-02-23,11933730000
2012-02-24,12013920000
2012-02-27,11958030000
2012-02-28,12040650000
2012-02-29,12072240000
2012-03-01,11875410000
2012-03-02,11761200000
2012-03-05,11693160000
2012-03-06,11719890000
2012-03-07,11717460000
2012-03-08,11919150000
2012-03-09,12208320000
2012-03-12,12288510000
2012-03-13,12453750000
2012-03-14,12439170000
2012-03-15,12422160000
2012-03-16,12239910000
2012-03-19,11838960000
2012-03-20,11792790000
2012-03-21,11843820000
2012-03-22,11676150000
2012-03-23,11688300000
2012-03-26,11780640000
2012-03-27,11938590000
2012-03-28,11899710000
2012-03-29,12096540000
2012-03-30,12157290000
2012-04-02,12514500000
2012-04-03,12589830000
2012-04-04,12631140000
2012-04-05,12227760000
2012-04-09,12137850000
2012-04-10,11894850000
2012-04-11,11962890000
2012-04-12,12130560000
2012-04-13,12050370000
2012-04-16,12332250000
2012-04-17,12429450000
2012-04-18,12395430000
2012-04-19,12278790000
2012-04-20,12261780000
2012-04-23,12145140000
2012-04-24,11989620000
2012-04-25,12091680000
2012-04-26,12215610000
2012-04-27,12344400000
2012-04-30,11930940000
2012-05-01,11980920000
2012-05-02,12064220000
2012-05-03,12197500000
2012-05-04,11911900000
2012-05-07,11949980000
2012-05-08,12104680000
2012-05-09,12104680000
2012-05-10,11581080000
2012-05-11,11466840000
2012-05-14,11247880000
2012-05-15,11162200000
2012-05-16,11147920000
2012-05-17,11047960000
2012-05-18,11231220000
2012-05-21,11366880000
2012-05-22,11581080000
2012-05-23,11645340000
2012-05-24,11909520000
2012-05-25,12016620000
2012-05-29,12052320000
2012-05-30,11619160000
2012-05-31,10905160000
2012-06-01,10638600000
2012-06-04,10472000000
2012-06-05,10472000000
2012-06-06,10512460000
2012-06-07,10464860000
2012-06-08,10729040000
2012-06-11,10464860000
2012-06-12,10576720000
2012-06-13,10324440000
2012-06-14,10431540000
2012-06-15,10600520000
2012-06-18,10405360000
2012-06-19,10574340000
2012-06-20,10638600000
2012-06-21,10419640000
2012-06-22,10310160000
2012-06-25,10264940000
2012-06-26,10322060000
2012-06-27,10367280000
2012-06-28,10602900000
2012-06-29,10826620000
2012-07-02,10800440000
2012-07-03,10533880000
2012-07-05,11193140000
2012-07-06,11364500000
2012-07-09,11431140000
2012-07-10,11412100000
2012-07-11,11316900000
2012-07-12,11214560000
2012-07-13,11331180000
2012-07-16,11340700000
2012-07-17,11657240000
2012-07-18,11707220000
2012-07-19,11747680000
2012-07-20,11604880000
2012-07-23,11614400000
2012-07-24,11435900000
2012-07-25,11390680000
2012-07-26,11328800000
2012-07-27,11726260000
2012-07-30,11605730000
2012-07-31,11584760000
2012-08-01,11587090000
2012-08-02,11682620000
2012-08-03,11908630000
2012-08-06,12120660000
2012-08-07,12076390000
2012-08-08,12129980000
2012-08-09,11980860000
2012-08-10,11883000000
2012-08-13,11796790000
2012-08-14,11815430000
2012-08-15,11889990000
2012-08-16,11966880000
2012-08-17,12106680000
2012-08-20,12099690000
2012-08-21,12046100000
2012-08-22,11997170000
2012-08-23,11987850000
2012-08-24,12232500000
2012-08-27,12241820000
2012-08-28,12197550000
2012-08-29,12185900000
2012-08-30,12295410000
2012-08-31,12162600000
2012-09-04,12113670000
2012-09-05,11929600000
2012-09-06,12304730000
2012-09-07,12239490000
2012-09-10,12274440000
2012-09-11,12120660000
2012-09-12,12528410000
2012-09-13,12512100000
2012-09-14,12442200000
2012-09-17,12418900000
2012-09-18,12367640000
2012-09-19,12456180000
2012-09-20,12365310000
2012-09-21,12307060000
2012-09-24,12183570000
2012-09-25,11924940000
2012-09-26,11973870000
2012-09-27,11883000000
2012-09-28,11934260000
2012-10-01,12074060000
2012-10-02,11869020000
2012-10-03,12171920000
2012-10-04,11866690000
2012-10-05,11883000000
2012-10-08,11899310000
2012-10-09,11789800000
2012-10-10,11682620000
2012-10-11,11920280000
2012-10-12,11980860000
2012-10-15,12048430000
2012-10-16,12220850000
2012-10-17,12304730000
2012-10-18,12493460000
2012-10-19,12332690000
2012-10-22,12202210000
2012-10-23,12048430000
2012-10-24,11966880000
2012-10-25,12020470000
2012-10-26,12195220000
2012-10-31,12094560000
2012-11-01,12482730000
2012-11-02,12382850000
2012-11-05,12469110000
2012-11-06,12509970000
2012-11-07,12330640000
2012-11-08,11701850000
2012-11-09,11726820000
2012-11-12,11617860000
2012-11-13,11601970000
2012-11-14,11629210000
2012-11-15,11620130000
2012-11-16,11583810000
2012-11-19,11856210000
2012-11-20,11835780000
2012-11-21,11797190000
2012-11-23,11860750000
2012-11-26,11783570000
2012-11-27,11613320000
2012-11-28,11611050000
2012-11-29,10219540000
2012-11-30,10135550000
2012-12-03,9935790000
2012-12-04,9926710000
2012-12-05,10022050000
2012-12-06,9994810000
2012-12-07,10008430000
2012-12-10,9910820000
2012-12-11,9874500000
2012-12-12,9931250000
2012-12-13,9958490000
2012-12-14,9942600000
2012-12-17,10031130000
2012-12-18,10060640000
2012-12-19,10158250000
2012-12-20,9940330000
2012-12-21,9840450000
2012-12-24,9865420000
2012-12-26,9681550000
2012-12-27,9656580000
2012-12-28,9597560000
2012-12-31,9756460000
2013-01-02,9581670000
2013-01-03,9613450000
2013-01-04,9586210000
2013-01-07,9527190000
2013-01-08,9490870000
2013-01-09,9522650000
2013-01-10,9647500000
2013-01-11,9538540000
2013-01-14,9531730000
2013-01-15,9704250000
2013-01-16,9713330000
2013-01-17,9863150000
2013-01-18,9949410000
2013-01-22,9919900000
2013-01-23,9863150000
2013-01-24,10192300000
2013-01-25,10271750000
2013-01-28,10237700000
2013-01-29,10333040000
2013-01-30,10380710000
2013-01-31,10507830000
2013-02-01,10444270000
2013-02-04,10036620000
2013-02-05,10074360000
2013-02-06,10267500000
2013-02-07,10169820000
2013-02-08,10214220000
2013-02-11,10236420000
2013-02-12,10225320000
2013-02-13,10345200000
2013-02-14,10429560000
2013-02-15,10287480000
2013-02-19,10318560000
2013-02-20,10338540000
2013-02-21,10325220000
2013-02-22,10254180000
2013-02-25,10103220000
2013-02-26,10132080000
2013-02-27,10347420000
2013-02-28,10234200000
2013-03-01,10249740000
2013-03-04,10298580000
2013-03-05,10360740000
2013-03-06,10271940000
2013-03-07,10254180000
2013-03-08,10358520000
2013-03-11,10445100000
2013-03-12,10507260000
2013-03-13,10838040000
2013-03-14,10895760000
2013-03-15,10949040000
2013-03-18,10775880000
2013-03-19,10336320000
2013-03-20,10380720000
2013-03-21,10307460000
2013-03-22,10283040000
2013-03-25,10298580000
2013-03-26,10374060000
2013-03-27,10345200000
2013-03-28,10240860000
2013-04-01,10109880000
2013-04-02,10147620000
2013-04-03,10445100000
2013-04-04,10680420000
2013-04-05,10691520000
2013-04-08,10660440000
2013-04-09,10527240000
2013-04-10,10624920000
2013-04-11,10860240000
2013-04-12,10749240000
2013-04-15,10531680000
2013-04-16,10451760000
2013-04-17,10427340000
2013-04-18,10425120000
2013-04-19,10531680000
2013-04-22,10509480000
2013-04-23,10591620000
2013-04-24,10545000000
2013-04-25,10658220000
2013-04-26,10718160000
2013-04-29,10505040000
2013-04-30,10447320000
2013-05-01,10345200000
2013-05-02,10434000000
2013-05-03,10724820000
2013-05-06,10612800000
2013-05-07,10485200000
2013-05-08,10340000000
2013-05-09,10606200000
2013-05-10,10758000000
2013-05-13,10597400000
2013-05-14,10821800000
2013-05-15,10929600000
2013-05-16,11446600000
2013-05-17,11347600000
2013-05-20,11264000000
2013-05-21,11517000000
2013-05-22,11457600000
2013-05-23,11470800000
2013-05-24,11420200000
2013-05-28,11358600000
2013-05-29,11338800000
2013-05-30,11246400000
2013-05-31,11310200000
2013-06-03,11314600000
2013-06-04,11407000000
2013-06-05,11213400000
2013-06-06,11294800000
2013-06-07,11431200000
2013-06-10,11376200000
2013-06-11,11279400000
2013-06-12,11264000000
2013-06-13,11420200000
2013-06-14,11473000000
2013-06-17,11605000000
2013-06-18,11536800000
2013-06-19,11393800000
2013-06-20,11123200000
2013-06-21,11129800000
2013-06-24,10962600000
2013-06-25,11132000000
2013-06-26,11248600000
2013-06-27,11149600000
2013-06-28,11112200000
2013-07-01,11345400000
2013-07-02,11543400000
2013-07-03,11464200000
2013-07-05,11605000000
2013-07-08,11763400000
2013-07-09,11811800000
2013-07-10,11781000000
2013-07-11,11860200000
2013-07-12,11767800000
2013-07-15,11770000000
2013-07-16,11646800000
2013-07-17,11668800000
2013-07-18,11563200000
2013-07-19,11629200000
2013-07-22,11792000000
2013-07-23,11778800000
2013-07-24,11789800000
2013-07-25,11721600000
2013-07-26,11745800000
2013-07-29,11728200000
2013-07-30,11660000000
2013-07-31,11655600000
2013-08-01,11915200000
2013-08-02,11783200000
2013-08-05,11489040000
2013-08-06,11165040000
2013-08-07,11007360000
2013-08-08,11020320000
2013-08-09,10949040000
2013-08-12,11063520000
2013-08-13,10979280000
2013-08-14,10981440000
2013-08-15,11558160000
2013-08-16,11290320000
2013-08-19,11136960000
2013-08-20,11279520000
2013-08-21,11184480000
2013-08-22,11136960000
2013-08-23,11016000000
2013-08-26,10882080000
2013-08-27,10765440000
2013-08-28,10851840000
2013-08-29,10990080000
2013-08-30,11082960000
2013-09-03,11102400000
2013-09-04,11113200000
2013-09-05,11396160000
2013-09-06,11316240000
2013-09-09,11329200000
2013-09-10,11305440000
2013-09-11,11169360000
2013-09-12,11115360000
2013-09-13,11067840000
2013-09-16,11124000000
2013-09-17,11206080000
2013-09-18,11311920000
2013-09-19,11411280000
2013-09-20,11361600000
2013-09-23,11242800000
2013-09-24,11244960000
2013-09-25,11136960000
2013-09-26,11260080000
2013-09-27,11238480000
2013-09-30,11178000000
2013-10-01,11301120000
2013-10-02,11348640000
2013-10-03,11305440000
2013-10-04,11342160000
2013-10-07,11214720000
2013-10-08,10966320000
2013-10-09,11082960000
2013-10-10,11197440000
2013-10-11,11113200000
2013-10-14,11121840000
2013-10-15,11111040000
2013-10-16,11499840000
2013-10-17,11655360000
2013-10-18,11648880000
2013-10-21,11586240000
2013-10-22,11674800000
2013-10-23,11849760000
2013-10-24,11862720000
2013-10-25,11823840000
2013-10-28,12044160000
2013-10-29,12320640000
2013-10-30,12303360000
2013-10-31,12268800000
2013-11-01,12279600000
2013-11-04,12454110000
2013-11-05,12296490000
2013-11-06,12366780000
2013-11-07,12043020000
2013-11-08,12147390000
2013-11-11,12283710000
2013-11-12,12268800000
2013-11-13,12409380000
2013-11-14,11406150000
2013-11-15,11491350000
2013-11-18,11435970000
2013-11-19,11467920000
2013-11-20,11653230000
2013-11-21,11672400000
2013-11-22,11746950000
2013-11-25,11896050000
