,K
2018-07-18,22454369999
2018-07-19,22662570000
2018-07-20,22856890000
2018-07-23,22745850000
2018-07-24,22849949999
2018-07-25,23068560000
2018-07-26,23078970000
2018-07-27,23249000000
2018-07-30,23224710000
2018-07-31,23127550000
2018-08-01,22607050000
2018-08-02,22752789999
2018-08-03,23491900000
2018-08-06,23509250000
2018-08-07,23412090000
2018-08-08,23120610000
2018-08-09,23214300000
2018-08-10,23242060000
2018-08-13,23120610000
2018-08-14,23283699999
2018-08-15,23474550000
2018-08-16,23672340000
2018-08-17,23974230000
2018-08-20,24001990000
2018-08-21,23516190000
2018-08-22,23488430000
2018-08-23,23478020000
2018-08-24,23589060000
2018-08-27,23450260000
2018-08-28,23269820000
2018-08-29,23380860000
2018-08-30,23363510000
2018-08-31,23373920000
2018-09-04,23415560000
2018-09-05,23672340000
2018-09-06,23981170000
2018-09-07,24123440000
2018-09-10,24102619999
2018-09-11,23918710000
2018-09-12,24241420000
2018-09-13,24355930000
2018-09-14,24366340000
2018-09-17,24321230000
2018-09-18,23887480000
2018-09-19,23575180000
2018-09-20,23703570000
2018-09-21,23825020000
2018-09-24,23554360000
2018-09-25,23474550000
2018-09-26,23415560000
2018-09-27,22794430000
2018-09-28,22797900000
2018-10-01,22690680000
2018-10-02,22863680000
2018-10-03,22296240000
2018-10-04,22448480000
2018-10-05,22524599999
2018-10-08,22811780000
2018-10-09,22400040000
2018-10-10,22313540000
2018-10-11,21953700000
2018-10-12,22060960000
2018-10-15,22296240000
2018-10-16,22676840000
2018-10-17,22611099999
2018-10-18,22583420000
2018-10-19,23105880000
2018-10-22,22919040000
2018-10-23,23109340000
2018-10-24,23195840000
2018-10-25,22905200000
2018-10-26,22451940000
2018-10-29,22822159999
2018-10-30,23330780000
2018-10-31,21258240000
2018-11-01,20777300000
2018-11-02,20452060000
2018-11-05,20503960000
2018-11-06,20905320000
2018-11-07,20867260000
2018-11-08,21161360000
2018-11-09,21106000000
2018-11-12,20874180000
2018-11-13,20590460000
2018-11-14,20279060000
2018-11-15,20296360000
2018-11-16,20040320000
2018-11-19,20029940000
2018-11-20,20033400000
2018-11-21,20092220000
2018-11-23,20043780000
2018-11-26,19967660000
2018-11-27,20209860000
2018-11-28,20324040000
2018-11-29,20535100000
2018-11-30,20663120000
2018-12-03,20493580000
2018-12-04,20043780000
2018-12-06,19891540000
2018-12-07,19753140000
2018-12-10,19576680000
2018-12-11,19763520000
2018-12-12,19805040000
2018-12-13,19818880000
2018-12-14,19597440000
2018-12-17,19230680000
2018-12-18,19106120000
2018-12-19,19054220000
2018-12-20,18611340000
2018-12-21,18715140000
2018-12-24,18123480000
2018-12-26,18555980000
2018-12-27,18552520000
2018-12-28,18587120000
2018-12-31,18293580000
2019-01-02,18177300000
2019-01-03,18208080000
2019-01-04,18389340000
2019-01-07,18474840000
2019-01-08,18577440000
2019-01-09,18597960000
2019-01-10,18707400000
2019-01-11,18799740000
2019-01-14,18786060000
2019-01-15,19032300000
2019-01-16,18970740000
2019-01-17,19022040000
2019-01-18,19069920000
2019-01-22,18837360000
2019-01-23,18974160000
2019-01-24,18502200000
2019-01-25,18543240000
2019-01-28,18652680000
2019-01-29,18686880000
2019-01-30,18556920000
2019-01-31,18936540000
2019-02-01,18837360000
2019-02-04,18909180000
2019-02-05,18977580000
2019-02-06,18984420000
2019-02-07,17920800000
2019-02-08,17766900000
2019-02-11,17866080000
2019-02-12,18139680000
2019-02-13,18279900000
2019-02-14,18156780000
2019-02-15,18225180000
2019-02-19,18426960000
2019-02-20,18758700000
2019-02-21,18717660000
2019-02-22,18204660000
2019-02-25,17862660000
2019-02-26,17944740000
2019-02-27,17893440000
2019-02-28,18054180000
2019-03-01,18238860000
2019-03-04,17524080000
2019-03-05,17575380000
2019-03-06,17479620000
2019-03-07,17424900000
2019-03-08,17510400000
2019-03-11,17377020000
2019-03-12,17380440000
2019-03-13,17202600000
2019-03-14,17267580000
2019-03-15,17414640000
2019-03-18,17414640000
2019-03-19,17459100000
2019-03-20,17363340000
2019-03-21,18126000000
2019-03-22,18208080000
2019-03-25,18187560000
2019-03-26,18474840000
2019-03-27,18273060000
2019-03-28,18283320000
2019-03-29,18413280000
2019-04-01,17873800000
2019-04-02,17975800000
2019-04-03,18077800000
2019-04-04,18009800000
2019-04-05,18122000000
2019-04-08,18343000000
2019-04-09,18234200000
2019-04-10,18360000000
2019-04-11,18295400000
2019-04-12,18366800000
2019-04-15,18615000000
2019-04-16,18628600000
2019-04-17,18533400000
2019-04-18,18649000000
2019-04-22,18618400000
2019-04-23,18642200000
2019-04-24,18686400000
2019-04-25,18485800000
2019-04-26,18951600000
2019-04-29,19026400000
2019-04-30,19237200000
2019-05-01,18948200000
2019-05-02,18305600000
2019-05-03,18016600000
2019-05-06,18312400000
2019-05-07,18234200000
2019-05-08,18264800000
2019-05-09,18438200000
2019-05-10,18706800000
2019-05-13,18434800000
2019-05-14,18237600000
2019-05-15,18302200000
2019-05-16,18312400000
2019-05-17,18190000000
2019-05-20,18006400000
2019-05-21,18037000000
2019-05-22,18132200000
2019-05-23,18213800000
2019-05-24,18043800000
2019-05-28,17408000000
2019-05-29,16843600000
2019-05-30,16619200000
2019-05-31,16768800000
2019-06-03,17163199999
2019-06-04,17418200000
2019-06-05,17550800000
2019-06-06,17792200000
2019-06-07,17863600000
2019-06-10,17472600000
2019-06-11,17758200000
2019-06-12,17935000000
2019-06-13,18060800000
2019-06-14,18067600000
2019-06-17,18040400000
2019-06-18,17707200000
2019-06-19,17564400000
2019-06-20,17608600000
2019-06-21,17734400000
2019-06-24,17799000000
2019-06-25,17397800000
2019-06-26,17051000000
2019-06-27,16969399999
2019-06-28,17091800000
2019-07-01,17080690000
2019-07-02,17056820000
2019-07-03,18134380000
2019-07-05,17844530000
2019-07-08,17735410000
2019-07-09,17551270000
2019-07-10,17527400000
2019-07-11,17469430000
2019-07-12,17455790000
2019-07-15,17599010000
2019-07-16,17667210000
2019-07-17,17919550000
2019-07-18,18233270000
2019-07-19,18103690000
2019-07-22,18090050000
2019-07-23,18625420000
2019-07-24,18642470000
2019-07-25,18676570000
2019-07-26,18792510000
2019-07-29,18693620000
2019-07-30,18737950000
2019-07-31,18628830000
2019-08-01,20361110000
2019-08-02,20286090000
2019-08-05,19757540000
2019-08-06,19730260000
2019-08-07,19679110000
2019-08-08,19996240000
2019-08-09,19897350000
2019-08-12,19716620000
2019-08-13,20061030000
2019-08-14,19692750000
2019-08-15,20323600000
2019-08-16,20408850000
2019-08-19,20616860000
2019-08-20,20231530000
2019-08-21,20269040000
2019-08-22,20436130000
2019-08-23,20238350000
2019-08-26,20364520000
2019-08-27,19870070000
2019-08-28,19999650000
2019-08-29,20146280000
2019-08-30,20095130000
2019-09-03,20381570000
2019-09-04,20265630000
2019-09-05,20105360000
2019-09-06,20548660000
2019-09-09,20531610000
2019-09-10,20136050000
2019-09-11,20412260000
2019-09-12,20381570000
2019-09-13,20269040000
2019-09-16,20408850000
2019-09-17,20524790000
2019-09-18,20354290000
2019-09-19,20395210000
2019-09-20,20391800000
2019-09-23,20248580000
2019-09-24,20446360000
2019-09-25,20497510000
2019-09-26,20545250000
2019-09-27,20511150000
2019-09-30,20589580000
2019-10-01,20190610000
2019-10-02,19835970000
2019-10-03,19968960000
2019-10-04,20105360000
2019-10-07,20054210000
2019-10-08,19788230000
2019-10-09,19876890000
2019-10-10,19955320000
2019-10-11,19880300000
2019-10-14,19962140000
2019-10-15,19815510000
2019-10-16,19624550000
2019-10-17,19904170000
2019-10-18,19818920000
2019-10-21,19999650000
2019-10-22,19863250000
2019-10-23,19904170000
2019-10-24,19730260000
2019-10-25,19481330000
2019-10-28,19535890000
2019-10-29,20115590000
2019-10-30,20439540000
2019-10-31,20327010000
2019-11-01,20374750000
2019-11-04,20337240000
2019-11-05,20323600000
2019-11-06,20610040000
2019-11-07,20391800000
2019-11-08,20473640000
2019-11-11,20309960000
2019-11-12,20466820000
2019-11-13,20610040000
2019-11-14,20494100000
2019-11-15,20688470000
2019-11-18,20933990000
2019-11-19,20899890000
2019-11-20,20920350000
2019-11-21,20708930000
2019-11-22,20640730000
2019-11-25,20586170000
2019-11-26,20954450000
2019-11-27,20991960000
2019-11-29,20835100000
2019-12-02,20933990000
2019-12-03,21005600000
2019-12-04,21032880000
2019-12-05,21039700000
2019-12-06,21189740000
2019-12-09,21292040000
2019-12-10,21322730000
2019-12-11,21165870000
2019-12-12,21179510000
2019-12-13,21196560000
2019-12-16,21206790000
2019-12-17,21148820000
2019-12-18,21271580000
2019-12-19,21367060000
2019-12-20,21963810000
2019-12-23,22008140000
2019-12-24,22055880000
2019-12-26,21970630000
2019-12-27,22127490000
2019-12-30,22072680000
2019-12-31,22192380000
2020-01-02,21706740000
2020-01-03,21823020000
2020-01-06,21802500000
2020-01-07,22082939999
2020-01-08,22106880000
2020-01-09,22188960000
2020-01-10,22230000000
2020-01-13,22370220000
2020-01-14,22462560000
2020-01-15,22551480000
2020-01-16,22701960000
2020-01-17,22746420000
2020-01-21,22657500000
2020-01-22,22548060000
2020-01-23,22606199999
2020-01-24,22250520000
2020-01-27,22151340000
2020-01-28,22137660000
2020-01-29,21959819999
2020-01-30,22103460000
2020-01-31,21888000000
2020-02-03,22089780000
2020-02-04,22038480000
2020-02-05,22257360000
2020-02-06,20366100000
2020-02-07,20591820000
2020-02-10,20968020000
2020-02-11,21265560000
2020-02-12,21238200000
2020-02-13,21546000000
2020-02-14,21727260000
2020-02-18,21549420000
2020-02-19,21275820000
2020-02-20,21074040000
2020-02-21,21026160000
2020-02-24,20697840000
2020-02-25,20342160000
2020-02-26,20143800000
2020-02-27,19582920000
2020-02-28,19405080000
2020-03-02,20263500000
2020-03-03,20106180000
2020-03-04,20714940000
2020-03-05,20427660000
2020-03-06,20277180000
2020-03-09,20027520000
2020-03-10,20181420000
2020-03-11,19798380000
2020-03-12,18673200000
2020-03-13,20427660000
2020-03-16,20075400000
2020-03-17,22212900000
2020-03-18,22130819999
2020-03-19,19712880000
2020-03-20,17910540000
2020-03-23,17188920000
2020-03-24,18057600000
2020-03-25,18026820000
2020-03-26,18857880000
2020-03-27,19083600000
2020-03-30,19602450000
2020-03-31,19307470000
2020-04-01,19660760000
2020-04-02,19736220000
2020-04-03,20463380000
2020-04-06,20439370000
2020-04-07,20130670000
2020-04-08,19780810000
2020-04-09,20192410000
2020-04-13,20212990000
2020-04-14,20477100000
2020-04-15,20261010000
2020-04-16,20641740000
2020-04-17,20926430000
2020-04-20,21320880000
2020-04-21,21087640000
2020-04-22,20816670000
2020-04-23,20758360000
2020-04-24,20631450000
2020-04-27,20953870000
2020-04-28,21163100000
2020-04-29,20888700000
2020-04-30,21080780000
2020-05-01,20874980000
2020-05-04,20490820000
2020-05-05,20353620000
2020-05-06,20628020000
2020-05-07,20175260000
2020-05-08,20494250000
2020-05-11,20360480000
2020-05-12,20446230000
2020-05-13,20652030000
2020-05-14,20483960000
2020-05-15,20621160000
2020-05-18,20518260000
2020-05-19,20092940000
2020-05-20,20110090000
2020-05-21,19753370000
2020-05-22,19983180000
2020-05-26,19993470000
2020-05-27,20796090000
2020-05-28,21056770000
2020-05-29,21019040000
2020-06-01,21276290000
2020-06-02,21502670000
2020-06-03,21056770000
2020-06-04,20826960000
2020-06-05,21118510000
2020-06-08,21619290000
2020-06-09,21307160000
2020-06-10,21410060000
2020-06-11,20525120000
2020-06-12,20466810000
2020-06-15,21077350000
2020-06-16,21461510000
2020-06-17,21588420000
2020-06-18,21804510000
2020-06-19,21814800000
2020-06-22,21468370000
2020-06-23,21344890000
2020-06-24,20881840000
2020-06-25,21084210000
2020-06-26,20552560000
2020-06-29,20947010000
2020-06-30,21262570000
2020-07-01,21217980000
2020-07-02,21341460000
2020-07-06,21307160000
2020-07-07,21437500000
2020-07-08,21437500000
2020-07-09,21211120000
2020-07-10,21626150000
2020-07-13,21547260000
2020-07-14,22013740000
2020-07-15,21914270000
2020-07-16,21962290000
2020-07-17,22089200000
2020-07-20,21698180000
2020-07-21,21780500000
2020-07-22,21711900000
2020-07-23,22017170000
2020-07-24,22102920000
2020-07-27,22517950000
2020-07-28,22823220000
2020-07-29,22833509999
2020-07-30,22720320000
2020-07-31,22205820000
2020-08-03,22319009999
2020-08-04,22435630000
2020-08-05,22291570000
2020-08-06,22281279999
2020-08-07,22373890000
2020-08-10,22212680000
2020-08-11,21927990000
2020-08-12,22298430000
2020-08-13,22212680000
2020-08-14,22240120000
2020-08-17,22425340000
2020-08-18,22565970000
2020-08-19,22157799999
2020-08-20,22123500000
2020-08-21,22171520000
2020-08-24,22394470000
2020-08-25,22363600000
2020-08-26,22651720000
2020-08-27,22675730000
2020-08-28,22703170000
2020-08-31,22823220000
2020-09-01,22284710000
2020-09-02,22665440000
2020-09-03,22511090000
2020-09-04,22277850000
2020-09-08,21351750000
2020-09-09,21413490000
2020-09-10,21241990000
2020-09-11,21060200000
2020-09-14,21056770000
2020-09-15,21121940000
2020-09-16,20576570000
2020-09-17,20439370000
2020-09-18,20250720000
2020-09-21,20185550000
2020-09-22,20171830000
2020-09-23,19674480000
2020-09-24,20164970000
2020-09-25,20302170000
2020-09-28,20457680000
2020-09-29,20478320000
2020-09-30,20849840000
2020-10-01,20781040000
2020-10-02,20887680000
2020-10-05,21125040000
2020-10-06,21032160000
2020-10-07,20935840000
2020-10-08,21052800000
2020-10-09,21255760000
2020-10-12,21403680000
2020-10-13,21568800000
2020-10-14,21582560000
2020-10-15,21672000000
2020-10-16,21658240000
2020-10-19,21527520000
2020-10-20,21383040000
2020-10-21,21293600000
2020-10-22,21420880000
2020-10-23,21548160000
2020-10-26,21207600000
2020-10-27,20959920000
2020-10-28,20492080000
2020-10-29,20361360000
2020-10-30,20299440000
2020-11-02,20640000000
2020-11-03,20781040000
2020-11-04,20523040000
2020-11-05,20753520000
2020-11-06,20770720000
2020-11-09,20323520000
2020-11-10,20719120000
2020-11-11,21173200000
2020-11-12,21014960000
2020-11-13,21224800000
2020-11-16,21489680000
2020-11-17,21407120000
2020-11-18,20987440000
2020-11-19,21049360000
2020-11-20,20984000000
2020-11-23,20550560000
2020-11-24,20165280000
2020-11-25,20419840000
2020-11-27,20492080000
2020-11-30,20629680000
2020-12-01,20554000000
2020-12-02,20244400000
2020-12-03,20333840000
2020-12-04,20130880000
2020-12-07,19996720000
2020-12-08,20189360000
2020-12-09,20013920000
2020-12-10,20007040000
2020-12-11,20048320000
2020-12-14,19986400000
2020-12-15,19766240000
2020-12-16,19852240000
2020-12-17,20168720000
2020-12-18,20038000000
2020-12-21,19862560000
2020-12-22,19752480000
2020-12-23,19886640000
2020-12-24,19941680000
2020-12-28,20124000000
2020-12-29,20106800000
2020-12-30,19862560000
2020-12-31,20086160000
2021-01-04,19719720000
2021-01-05,19832580000
2021-01-06,19678680000
2021-01-07,19538460000
2021-01-08,19319580000
2021-01-11,19052820000
2021-01-12,18792900000
2021-01-13,18977580000
2021-01-14,18950220000
2021-01-15,18943380000
2021-01-19,18758700000
2021-01-20,18498780000
2021-01-21,18577440000
2021-01-22,18707400000
2021-01-25,19203300000
2021-01-26,19548720000
2021-01-27,20010420000
2021-01-28,19309320000
2021-01-29,18916020000
2021-02-01,18874980000
2021-02-02,18758700000
2021-02-03,18615060000
2021-02-04,18570600000
2021-02-05,18621900000
2021-02-08,18529560000
2021-02-09,18498780000
2021-02-10,18649260000
2021-02-11,18290160000
2021-02-12,18413280000
2021-02-16,18245700000
2021-02-17,18621900000
2021-02-18,19104120000
2021-02-19,18584280000
2021-02-22,19018620000
2021-02-23,19022040000
2021-02-24,18810000000
2021-02-25,18851040000
2021-02-26,18519300000
2021-03-01,18262800000
2021-03-02,18365400000
2021-03-03,18396180000
2021-03-04,18515880000
2021-03-05,19011780000
2021-03-08,19056240000
2021-03-09,18929700000
2021-03-10,19169100000
2021-03-11,19018620000
2021-03-12,19459800000
2021-03-15,19261440000
2021-03-16,19370880000
2021-03-17,19377720000
2021-03-18,19456380000
2021-03-19,19514520000
2021-03-22,20020680000
2021-03-23,20085660000
2021-03-24,19740240000
2021-03-25,20130120000
2021-03-26,20444760000
2021-03-29,20841480000
2021-03-30,20461860000
2021-03-31,20314800000
2021-04-01,20325060000
2021-04-05,20364520000
2021-04-06,20483870000
2021-04-07,20371340000
2021-04-08,20432720000
2021-04-09,20050800000
2021-04-12,20289500000
2021-04-13,20183790000
2021-04-14,20023520000
2021-04-15,20149690000
2021-04-16,20269040000
2021-04-19,20381570000
2021-04-20,20548660000
2021-04-21,20650960000
2021-04-22,20466820000
2021-04-23,20248580000
2021-04-26,19979190000
2021-04-27,19880300000
2021-04-28,19856430000
2021-04-29,20071260000
2021-04-30,19972370000
2021-05-03,20122410000
2021-05-04,19992830000
2021-05-05,20180380000
2021-05-06,21609170000
2021-05-07,21421620000
2021-05-10,21824000000
2021-05-11,21486410000
2021-05-12,21251120000
2021-05-13,21660320000
2021-05-14,21292040000
2021-05-17,21220430000
2021-05-18,21131770000
2021-05-19,21131770000
2021-05-20,21220430000
2021-05-21,21278400000
2021-05-24,21148820000
2021-05-25,21193150000
2021-05-26,21145410000
2021-05-27,20971500000
2021-05-28,20954450000
2021-06-01,20944220000
2021-06-02,21257940000
2021-06-03,21350010000
2021-06-04,21319320000
2021-06-07,21247710000
2021-06-08,21111310000
2021-06-09,20732800000
2021-06-10,20893070000
2021-06-11,20848740000
2021-06-14,20923760000
2021-06-15,20756670000
2021-06-16,20725980000
2021-06-17,20647550000
2021-06-18,20347470000
2021-06-21,20531610000
2021-06-22,20453180000
2021-06-23,20180380000
2021-06-24,20299730000
2021-06-25,20456590000
2021-06-28,20610040000
2021-06-29,20456590000
2021-06-30,20582760000
2021-07-01,20466820000
2021-07-02,20483870000
2021-07-06,20391800000
2021-07-07,20531610000
2021-07-08,20477050000
2021-07-09,20569120000
2021-07-12,20405440000
2021-07-13,20207660000
2021-07-14,20224710000
2021-07-15,20442950000
2021-07-16,20562300000
2021-07-19,20736210000
2021-07-20,20606630000
2021-07-21,20258810000
2021-07-22,20084900000
2021-07-23,20296320000
2021-07-26,20238350000
2021-07-27,20384980000
2021-07-28,20142870000
2021-07-29,20176970000
2021-07-30,20272450000
2021-08-02,20292910000
2021-08-03,20354290000
2021-08-04,19846200000
2021-08-05,19999650000
2021-08-06,20228120000
2021-08-09,20333830000
2021-08-10,20538430000
2021-08-11,20623680000
2021-08-12,20610040000
2021-08-13,20981730000
2021-08-16,21124950000
2021-08-17,21435260000
2021-08-18,20957860000
2021-08-19,21193150000
2021-08-20,21169280000
2021-08-23,21032880000
2021-08-24,20794180000
2021-08-25,20470230000
2021-08-26,20228120000
2021-08-27,20248580000
2021-08-30,20207660000
2021-08-31,20204250000
2021-09-01,20251990000
2021-09-02,20306550000
2021-09-03,20299730000
2021-09-07,19754130000
2021-09-08,20173560000
2021-09-09,20156510000
2021-09-10,20074670000
2021-09-13,20286090000
2021-09-14,20374750000
2021-09-15,20439540000
2021-09-16,20330420000
2021-09-17,20337240000
2021-09-20,20282680000
2021-09-21,20088310000
2021-09-22,20228120000
2021-09-23,20207660000
2021-09-24,20408850000
2021-09-27,20477050000
2021-09-28,20477050000
2021-09-29,20893070000
2021-09-30,20453180000
2021-10-01,20436130000
2021-10-04,20647550000
2021-10-05,20483870000
2021-10-06,20606630000
2021-10-07,20194020000
2021-10-08,20057620000
2021-10-11,20081490000
2021-10-12,19951910000
2021-10-13,19740490000
2021-10-14,19890530000
2021-10-15,19771180000
2021-10-18,19672290000
2021-10-19,19679110000
2021-10-20,19842790000
2021-10-21,19737080000
2021-10-22,19876890000
2021-10-25,19750720000
2021-10-26,19709800000
2021-10-27,19614320000
2021-10-28,19740490000
2021-10-29,19614320000
2021-11-01,19890530000
2021-11-02,20006470000
2021-11-03,20265630000
2021-11-04,20129230000
2021-11-05,20016700000
2021-11-08,19917810000
2021-11-09,20139460000
2021-11-10,20323600000
2021-11-11,20241760000
2021-11-12,20228120000
2021-11-15,20449770000
2021-11-16,20269040000
2021-11-17,20146280000
2021-11-18,19968960000
2021-11-19,19815510000
2021-11-22,19962140000
2021-11-23,20279270000
2021-11-24,20221300000
2021-11-26,20364520000
2021-11-29,20436130000
2021-11-30,19576810000
2021-12-01,19529070000
2021-12-02,19815510000
2021-12-03,20156510000
2021-12-06,20344060000
2021-12-07,20183790000
2021-12-08,19846200000
2021-12-09,19846200000
2021-12-10,20037160000
2021-12-13,20313370000
2021-12-14,20275860000
2021-12-15,20316780000
2021-12-16,21046520000
2021-12-17,20623680000
2021-12-20,20596400000
2021-12-21,20047390000
2021-12-22,20088310000
2021-12-23,20115590000
2021-12-27,20241760000
2021-12-28,20463410000
2021-12-29,20442950000
2021-12-30,20456590000
2021-12-31,20613450000
2022-01-03,20634600000
2022-01-04,20835200000
2022-01-05,20950800000
2022-01-06,21042600000
2022-01-07,21246600000
2022-01-10,21369000000
2022-01-11,21239800000
2022-01-12,21178600000
2022-01-13,21324800000
2022-01-14,21545800000
2022-01-18,21372400000
2022-01-19,21246600000
2022-01-20,21097000000
2022-01-21,21250000000
2022-01-24,21120800000
2022-01-25,21117400000
2022-01-26,20672000000
2022-01-27,20791000000
2022-01-28,20821600000
2022-01-31,20097400000
2022-02-01,20172200000
2022-02-02,20223200000
2022-02-03,20250400000
2022-02-04,19645200000
2022-02-07,19706400000
2022-02-08,19682600000
2022-02-09,19672400000
2022-02-10,20284400000
2022-02-11,20369400000
2022-02-14,20658400000
2022-02-15,20607400000
2022-02-16,20519000000
2022-02-17,20685600000
2022-02-18,21080000000
2022-02-22,21093600000
2022-02-23,21205800000
2022-02-24,20352400000
2022-02-25,20954200000
2022-02-28,20400000000
2022-03-01,20206200000
2022-03-02,20298000000
2022-03-03,20651600000
2022-03-04,20719600000
2022-03-07,21035800000
2022-03-08,19981800000
2022-03-09,19839000000
2022-03-10,19465000000
2022-03-11,19094400000
2022-03-14,19220200000
2022-03-15,19563600000
2022-03-16,19448000000
2022-03-17,19475200000
2022-03-18,19383400000
2022-03-21,19444600000
2022-03-22,19485400000
2022-03-23,19645200000
2022-03-24,19713200000
2022-03-25,20043000000
2022-03-28,20087200000
2022-03-29,20369400000
2022-03-30,20440800000
2022-03-31,20573400000
2022-04-01,20930400000
2022-04-04,20773920000
2022-04-05,20926470000
2022-04-06,21170550000
2022-04-07,21357000000
2022-04-08,21489210000
2022-04-11,21587520000
2022-04-12,21614640000
2022-04-13,21618030000
2022-04-14,21590910000
2022-04-18,21509550000
2022-04-19,21726510000
2022-04-20,21933300000
2022-04-21,22177380000
2022-04-22,22051950000
2022-04-25,22031610000
2022-04-26,21712950000
2022-04-27,21950250000
2022-04-28,22123140000
2022-04-29,21790920000
2022-05-02,21431580000
2022-05-03,21302760000
2022-05-04,21584130000
2022-05-05,22340100000
2022-05-06,23133360000
2022-05-09,23706270000
2022-05-10,23197770000
2022-05-11,23024880000
2022-05-12,23194380000
2022-05-13,23224890000
2022-05-16,23272350000
2022-05-17,23360490000
2022-05-18,22048560000
2022-05-19,21631590000
2022-05-20,21546840000
2022-05-23,21780750000
2022-05-24,22411290000
2022-05-25,22309590000
2022-05-26,22228229999
2022-05-27,22204500000
2022-05-31,22184160000
2022-06-01,21946860000
2022-06-02,21689220000
2022-06-03,21553620000
2022-06-06,21773970000
2022-06-07,21950250000
2022-06-08,21936689999
2022-06-09,21841770000
2022-06-10,22133310000
2022-06-13,21902790000
2022-06-14,21740070000
2022-06-15,21567180000
2022-06-16,21526500000
2022-06-17,21482430000
2022-06-21,21902790000
2022-06-22,21604470000
2022-06-23,22048560000
2022-06-24,22496040000
2022-06-27,22570620000
2022-06-28,22543500000
2022-06-29,22780800000
2022-06-30,22692660000
2022-07-01,22831649999
2022-07-05,23123210000
2022-07-06,23276660000
2022-07-07,23307349999
2022-07-08,23205050000
2022-07-11,23280070000
2022-07-12,23355090000
2022-07-13,23641530000
2022-07-14,23314170000
2022-07-15,23181180000
2022-07-18,22945890000
2022-07-19,23020910000
2022-07-20,22560560000
2022-07-21,22475310000
2022-07-22,22761750000
2022-07-25,23068650000
2022-07-26,23327810000
2022-07-27,23106160000
2022-07-28,23440340000
2022-07-29,23651760000
2022-08-01,23914330000
2022-08-02,23634710000
2022-08-03,23665400000
2022-08-04,23621070000
2022-08-05,24009810000
2022-08-08,23893869999
2022-08-09,24060960000
2022-08-10,24159849999
2022-08-11,24122340000
2022-08-12,24197359999
2022-08-15,24268970000
2022-08-16,24286020000
2022-08-17,24231460000
2022-08-18,24289430000
2022-08-19,24531540000
2022-08-22,24197359999
2022-08-23,24378090000
2022-08-24,24350810000
2022-08-25,24265560000
2022-08-26,23631300000
2022-08-29,23743830000
2022-08-30,23423290000
2022-08-31,23273250000
2022-09-01,23467619999
2022-09-02,23263020000
2022-09-06,23123210000
2022-09-07,23413060000
2022-09-08,22959530000
2022-09-09,23058420000
2022-09-12,23242560000
2022-09-13,22659450000
2022-09-14,22560560000
2022-09-15,22506000000
2022-09-16,22744700000
2022-09-19,22870869999
2022-09-20,22867460000
2022-09-21,23327810000
2022-09-22,23552869999
2022-09-23,23372140000
2022-09-26,23334630000
2022-09-27,23037960000
2022-09-28,23273250000
2022-09-29,22884510000
2022-09-30,22287760000
2022-10-03,22807980000
2022-10-04,23143140000
2022-10-05,23071319999
2022-10-06,22476240000
2022-10-07,22349699999
2022-10-10,22736160000
2022-10-11,23091840000
2022-10-12,23115780000
2022-10-13,23474880000
2022-10-14,23098680000
2022-10-17,23177340000
2022-10-18,23584319999
2022-10-19,23611680000
2022-10-20,23026860000
2022-10-21,23180760000
2022-10-24,23478300000
2022-10-25,23775840000
2022-10-26,23700600000
2022-10-27,24155460000
2022-10-28,24641100000
2022-10-31,24651360000
2022-11-01,24384600000
2022-11-02,24329880000
2022-11-03,22305240000
2022-11-04,22418100000
2022-11-07,22876380000
2022-11-08,22920840000
2022-11-09,22784040000
2022-11-10,22790880000
2022-11-11,22137660000
2022-11-14,22257360000
2022-11-15,22253939999
2022-11-16,22585680000
2022-11-17,22472819999
2022-11-18,22660920000
2022-11-21,23043960000
2022-11-22,23115780000
2022-11-23,23269680000
2022-11-25,23362020000
2022-11-28,23338080000
2022-11-29,23235480000
2022-11-30,23409900000
2022-12-01,23491980000
2022-12-02,23693760000
2022-12-05,23539860000
2022-12-06,23447520000
2022-12-07,23710860000
2022-12-08,23574060000
2022-12-09,23214960000
2022-12-12,23758740000
2022-12-13,23639040000
2022-12-14,23656140000
2022-12-15,23269680000
2022-12-16,22876380000
2022-12-19,22948199999
2022-12-20,22777199999
2022-12-21,23043960000
2022-12-22,22999500000
2022-12-23,23163660000
2022-12-27,23320980000
2022-12-28,23016600000
2022-12-29,22934520000
2022-12-30,22862699999
2023-01-03,22869540000
2023-01-04,22698540000
2023-01-05,22674600000
2023-01-06,23249160000
2023-01-09,22907160000
2023-01-10,22705380000
2023-01-11,22725900000
2023-01-12,22541220000
2023-01-13,22462560000
2023-01-17,22373640000
2023-01-18,21607560000
2023-01-19,21600720000
2023-01-20,21662280000
2023-01-23,21593880000
2023-01-24,21717000000
2023-01-25,21829860000
2023-01-26,21669120000
2023-01-27,21693060000
2023-01-30,21850380000
2023-01-31,22007699999
2023-02-01,21905100000
2023-02-02,21703320000
2023-02-03,21696480000
2023-02-06,22144500000
2023-02-07,21823020000
2023-02-08,21566520000
2023-02-09,21542580000
2023-02-10,21723840000
2023-02-13,21942720000
2023-02-14,21566520000
2023-02-15,21559680000
2023-02-16,21450240000
2023-02-17,21942720000
2023-02-21,22113720000
2023-02-22,21884580000
2023-02-23,21888000000
2023-02-24,21720420000
2023-02-27,21665700000
2023-02-28,21159540000
2023-03-01,20944080000
2023-03-02,21056940000
2023-03-03,20968020000
2023-03-06,20892780000
