,SHW
2009-04-13,6044380870
2009-04-14,5923424135
2009-04-15,5888865067
2009-04-16,6562766880
2009-04-17,6531663719
2009-04-20,6389971543
2009-04-21,6538575533
2009-04-22,6566222787
2009-04-23,6614605481
2009-04-24,6739018123
2009-04-27,6711370869
2009-04-28,6569678693
2009-04-29,6569678693
2009-04-30,6524751906
2009-05-01,6393427450
2009-05-04,6732106310
2009-05-05,6725194496
2009-05-06,6642252735
2009-05-07,6469457398
2009-05-08,6559310973
2009-05-11,6365780196
2009-05-12,6372692010
2009-05-13,6196440766
2009-05-14,6134234445
2009-05-15,6175705326
2009-05-18,6417618797
2009-05-19,6580046413
2009-05-20,6317397502
2009-05-21,6186073046
2009-05-22,6168793513
2009-05-26,6365780196
2009-05-27,6110043098
2009-05-28,6113499005
2009-05-29,6082395844
2009-06-01,6210264393
2009-06-02,6296662062
2009-06-03,6234455740
2009-06-04,6196440766
2009-06-05,6248279367
2009-06-08,6320853409
2009-06-09,6441810144
2009-06-10,6383059730
2009-06-11,6362324289
2009-06-12,6348500663
2009-06-15,6279382528
2009-06-16,6099675378
2009-06-17,6217176207
2009-06-18,6144602165
2009-06-19,6172249419
2009-06-22,6044380870
2009-06-23,6047836777
2009-06-24,6068572217
2009-06-25,6161881699
2009-06-26,6234455740
2009-06-29,6196440766
2009-06-30,6098941363
2009-07-01,6112555071
2009-07-02,5809650059
2009-07-06,6095537936
2009-07-07,5904946018
2009-07-08,5908349445
2009-07-09,5918559726
2009-07-10,5925366581
2009-07-13,6037679675
2009-07-14,6105748217
2009-07-15,6197640749
2009-07-16,6391636093
2009-07-17,6412056656
2009-07-20,6520966323
2009-07-21,6258902436
2009-07-22,6224868165
2009-07-23,6367812104
2009-07-24,6442687500
2009-07-27,6371215531
2009-07-28,6371215531
2009-07-29,6374618958
2009-07-30,6490335479
2009-07-31,6551597167
2009-08-03,6745592512
2009-08-04,6888536450
2009-08-05,6946394711
2009-08-06,6908957013
2009-08-07,7034883815
2009-08-10,6953201565
2009-08-11,6902150158
2009-08-12,6983832409
2009-08-13,6977025555
2009-08-14,6857905606
2009-08-17,6810257627
2009-08-18,6888536450
2009-08-19,6851098752
2009-08-20,6898746731
2009-08-21,7041690669
2009-08-24,6925974148
2009-08-25,6885133023
2009-08-26,6851098752
2009-08-27,6881729596
2009-08-28,6912360440
2009-08-31,6830678189
2009-09-01,6762609647
2009-09-02,6735382230
2009-09-03,6834081616
2009-09-04,6851098752
2009-09-08,6885133023
2009-09-09,6711558241
2009-09-10,6653699980
2009-09-11,6725171949
2009-09-14,6796643918
2009-09-15,6796643918
2009-09-16,6871519314
2009-09-17,7048497524
2009-09-18,7038287242
2009-09-21,6987235836
2009-09-22,6936184429
2009-09-23,6925974148
2009-09-24,6925974148
2009-09-25,6762609647
2009-09-28,6885133023
2009-09-29,6837485043
2009-09-30,6584410275
2009-10-01,6518730372
2009-10-02,6439914489
2009-10-05,6522014367
2009-10-06,6561422309
2009-10-07,6518730372
2009-10-08,6702634101
2009-10-09,6735474052
2009-10-12,6788017975
2009-10-13,6922661776
2009-10-14,6978489693
2009-10-15,6906241800
2009-10-16,6856981873
2009-10-19,6902957805
2009-10-20,6462902455
2009-10-21,6364382600
2009-10-22,6387370566
2009-10-23,6377518581
2009-10-26,6308554683
2009-10-27,6282282721
2009-10-28,6183762867
2009-10-29,6262578751
2009-10-30,6242874780
2009-11-02,6282282721
2009-11-03,6262578751
2009-11-04,6265862746
2009-11-05,6367666595
2009-11-06,6453050469
2009-11-09,6548286329
2009-11-10,6522014367
2009-11-11,6574558290
2009-11-12,6518730372
2009-11-13,6597546256
2009-11-16,6676362139
2009-11-17,6653374173
2009-11-18,6627102212
2009-11-19,6551570324
2009-11-20,6561422309
2009-11-23,6623818217
2009-11-24,6653374173
2009-11-25,6758462018
2009-11-27,6692782115
2009-11-30,6659942164
2009-12-01,6807721945
2009-12-02,6820857926
2009-12-03,6712486086
2009-12-04,6771597999
2009-12-07,6843845892
2009-12-08,6745326038
2009-12-09,6742042042
2009-12-10,6771597999
2009-12-11,6870117853
2009-12-14,6840561897
2009-12-15,6732190057
2009-12-16,6745326038
2009-12-17,6755178023
2009-12-18,6765030009
2009-12-21,6788017975
2009-12-22,6811005941
2009-12-23,6732190057
2009-12-24,6788017975
2009-12-28,6807721945
2009-12-29,6807721945
2009-12-30,6788017975
2009-12-31,6655709216
2010-01-04,6658948004
2010-01-05,6500247395
2010-01-06,6416038909
2010-01-07,6471098304
2010-01-08,6526157699
2010-01-11,6438710424
2010-01-12,6416038909
2010-01-13,6497008607
2010-01-14,6535874062
2010-01-15,6390128605
2010-01-19,6409561333
2010-01-20,6348024362
2010-01-21,6328591634
2010-01-22,6260577088
2010-01-25,6360979514
2010-01-26,6782021946
2010-01-27,6895379524
2010-01-28,6862991644
2010-01-29,6840320129
2010-02-01,6976349222
2010-02-02,7076751648
2010-02-03,6937483767
2010-02-04,6892140736
2010-02-05,6898618312
2010-02-08,6824126189
2010-02-09,6885663160
2010-02-10,6798215886
2010-02-11,6879185584
2010-02-12,6905095888
2010-02-16,6966632858
2010-02-17,7021692253
2010-02-18,7041124981
2010-02-19,7057318921
2010-02-22,6995781950
2010-02-23,6924528615
2010-02-24,6950438919
2010-02-25,6947200131
2010-02-26,6843558917
2010-03-01,6882424372
2010-03-02,6918051039
2010-03-03,6911573463
2010-03-04,6989304374
2010-03-05,7034647405
2010-03-08,7044363769
2010-03-09,7070274073
2010-03-10,6986065586
2010-03-11,7044363769
2010-03-12,7076751648
2010-03-15,7083229224
2010-03-16,7024931041
2010-03-17,7099423164
2010-03-18,7047602557
2010-03-19,7050841345
2010-03-22,7099423164
2010-03-23,7173915287
2010-03-24,7109139528
2010-03-25,7167437711
2010-03-26,7216019530
2010-03-29,7235452257
2010-03-30,7228974682
2010-03-31,7288211152
2010-04-01,7349592363
2010-04-05,7430357115
2010-04-06,7524044226
2010-04-07,7520813636
2010-04-08,7627423108
2010-04-09,7669420778
2010-04-12,7785722020
2010-04-13,7788952610
2010-04-14,7837411461
2010-04-15,7914945622
2010-04-16,7856795001
2010-04-19,7879409131
2010-04-20,7966635063
2010-04-21,8002171553
2010-04-22,8541680092
2010-04-23,8564294222
2010-04-26,8609522483
2010-04-27,8551371862
2010-04-28,8541680092
2010-04-29,8522296551
2010-04-30,8405995310
2010-05-03,8615983663
2010-05-04,8447992980
2010-05-05,8296155248
2010-05-06,8218621087
2010-05-07,8179854006
2010-05-10,8554602452
2010-05-11,8557833042
2010-05-12,8661211924
2010-05-13,8422148260
2010-05-14,8370458819
2010-05-17,8519065961
2010-05-18,8409225900
2010-05-19,8393072949
2010-05-20,8118472795
2010-05-21,8154009286
2010-05-24,8170162236
2010-05-25,8131395155
2010-05-26,8082936305
2010-05-27,8302616428
2010-05-28,8250926987
2010-06-01,8228312857
2010-06-02,8318769378
2010-06-03,8280002298
2010-06-04,8066783354
2010-06-07,7924637392
2010-06-08,7953712703
2010-06-09,7979557423
2010-06-10,8202468136
2010-06-11,8254157577
2010-06-14,8250926987
2010-06-15,8389842359
2010-06-16,8318769378
2010-06-17,8247696397
2010-06-18,8202468136
2010-06-21,8231543447
2010-06-22,8050630404
2010-06-23,7982788013
2010-06-24,7714649039
2010-06-25,7698496089
2010-06-28,7653267828
2010-06-29,7582194847
2010-06-30,7364490625
2010-07-01,7444331157
2010-07-02,7390039595
2010-07-06,7431556672
2010-07-07,7671078266
2010-07-08,7731757070
2010-07-09,7690239994
2010-07-12,7667884645
2010-07-13,7795629495
2010-07-14,7626367568
2010-07-15,7565688764
2010-07-16,7393233216
2010-07-19,7431556672
2010-07-20,7434750293
2010-07-21,7406007701
2010-07-22,7118581788
2010-07-23,7345328898
2010-07-26,7418782186
2010-07-27,7399620459
2010-07-28,7386845974
2010-07-29,7300618200
2010-07-30,7361297004
2010-08-02,7549720658
2010-08-03,7505009961
2010-08-04,7514590824
2010-08-05,7444331157
2010-08-06,7418782186
2010-08-09,7437943914
2010-08-10,7402814080
2010-08-11,7338941655
2010-08-12,7386845974
2010-08-13,7354909761
2010-08-16,7268681987
2010-08-17,7418782186
2010-08-18,7406007701
2010-08-19,7198422320
2010-08-20,7275069230
2010-08-23,7201615941
2010-08-24,7147324379
2010-08-25,7361297004
2010-08-26,7345328898
2010-08-27,7476267369
2010-08-30,7370877868
2010-08-31,7492235475
2010-09-01,7546527037
2010-09-02,7715788964
2010-09-03,7699820857
2010-09-07,7648722917
2010-09-08,7696627236
2010-09-09,7667884645
2010-09-10,7693433615
2010-09-13,7763693283
2010-09-14,7712595342
2010-09-15,7674271887
2010-09-16,7709401721
2010-09-17,7715788964
2010-09-20,7952116937
2010-09-21,8022376605
2010-09-22,8035151090
2010-09-23,7923374346
2010-09-24,8012795741
2010-09-27,8019182983
2010-09-28,8153315076
2010-09-29,8079861787
2010-09-30,7964887128
2010-10-01,7847242088
2010-10-04,7812266536
2010-10-05,7920372789
2010-10-06,7844062493
2010-10-07,7809086940
2010-10-08,7786829771
2010-10-11,7634209179
2010-10-12,7707339879
2010-10-13,7764572601
2010-10-14,7748674623
2010-10-15,7631029584
2010-10-18,7650107157
2010-10-19,7710519475
2010-10-20,7713699071
2010-10-21,7678723518
2010-10-22,7735956240
2010-10-25,7904474810
2010-10-26,7624670392
2010-10-27,7627849988
2010-10-28,7605592818
2010-10-29,7732776645
2010-11-01,7666005136
2010-11-02,7672364327
2010-11-03,7646927562
2010-11-04,7720058262
2010-11-05,7764572601
2010-11-08,7751854219
2010-11-09,7751854219
2010-11-10,7796368558
2010-11-11,7821805323
2010-11-12,7742315432
2010-11-15,7790009367
2010-11-16,7796368558
2010-11-17,7716878666
2010-11-18,7707339879
2010-11-19,7777290984
2010-11-22,7920372789
2010-11-23,7853601280
2010-11-24,7958527936
2010-11-26,7920372789
2010-11-29,7866319662
2010-11-30,7859960471
2010-12-01,8053915806
2010-12-02,8076172976
2010-12-03,8165201654
2010-12-06,8158842463
2010-12-07,8133405698
2010-12-08,8187458824
2010-12-09,8212895589
2010-12-10,8241511950
2010-12-13,8286026289
2010-12-14,8413210116
2010-12-15,8584908282
2010-12-16,8686655343
2010-12-17,8693014534
2010-12-20,8791581999
2010-12-21,8826557552
2010-12-22,8956920974
2010-12-23,8915586230
2010-12-27,8931484208
2010-12-28,8877431082
2010-12-29,8890149465
2010-12-30,8909227039
2010-12-31,8794047332
2011-01-03,8897988436
2011-01-04,8790897602
2011-01-05,8671207846
2011-01-06,8699555420
2011-01-07,8680657037
2011-01-10,8674357576
2011-01-11,8740501915
2011-01-12,8727902993
2011-01-13,8778298680
2011-01-14,8847592749
2011-01-18,8916886819
2011-01-19,8724753263
2011-01-20,8598764046
2011-01-21,8639710542
2011-01-24,8746801376
2011-01-25,9039726305
2011-01-26,8910587358
2011-01-27,8998779809
2011-01-28,8866491132
2011-01-31,8894838706
2011-02-01,8888539245
2011-02-02,8800346793
2011-02-03,8812945715
2011-02-04,8831844097
2011-02-07,8816095445
2011-02-08,8838143558
2011-02-09,8866491132
2011-02-10,8960983044
2011-02-11,9011378731
2011-02-14,8954683584
2011-02-15,8875940323
2011-02-16,8879090053
2011-02-17,8935785201
2011-02-18,8926336010
2011-02-22,8825544636
2011-02-23,8677507307
2011-02-24,8516871055
2011-02-25,8576715933
2011-02-28,8620812159
2011-03-01,8444427256
2011-03-02,8381432647
2011-03-03,8583015394
2011-03-04,8494822942
2011-03-07,8400331030
2011-03-08,8545218629
2011-03-09,8592464585
2011-03-10,8576715933
2011-03-11,8690106228
2011-03-14,8595614316
2011-03-15,8639710542
2011-03-16,8469625099
2011-03-17,8479074290
2011-03-18,8488523481
2011-03-21,8630261350
2011-03-22,8661758655
2011-03-23,8715304072
2011-03-24,8787747871
2011-03-25,8803496523
2011-03-28,8784598141
2011-03-29,8806646254
2011-03-30,8838143558
2011-03-31,8792824068
2011-04-01,8937277606
2011-04-04,8952979077
2011-04-05,8918435840
2011-04-06,8949838783
2011-04-07,8927856723
2011-04-08,8896453780
2011-04-11,8861910542
2011-04-12,8780262890
2011-04-13,8783403185
2011-04-14,8824227011
2011-04-15,8971820843
2011-04-18,8824227011
2011-04-19,8902734368
2011-04-20,8981241726
2011-04-21,8761421124
2011-04-25,8708036121
2011-04-26,8651510824
2011-04-27,8591845232
2011-04-28,8660931706
2011-04-29,8613827292
2011-05-02,8686054061
2011-05-03,8714316710
2011-05-04,8723737593
2011-05-05,8742579359
2011-05-06,8795964362
2011-05-09,8802244950
2011-05-10,8959259666
2011-05-11,8874471720
2011-05-12,9015784964
2011-05-13,9022065552
2011-05-16,8990662609
2011-05-17,8959259666
2011-05-18,9006364081
2011-05-19,9056608790
2011-05-20,8981241726
2011-05-23,8930997017
2011-05-24,8758280830
2011-05-25,8789683773
2011-05-26,8789683773
2011-05-27,8974961137
2011-05-31,9194781739
2011-06-01,9009504375
2011-06-02,8934137311
2011-06-03,8789683773
2011-06-06,8660931706
2011-06-07,8701755533
2011-06-08,8591845232
2011-06-09,8610686998
2011-06-10,8538460228
2011-06-13,8519618463
2011-06-14,8645230235
2011-06-15,8513337874
2011-06-16,8585564643
2011-06-17,8635809352
2011-06-20,8676633178
2011-06-21,8726877887
2011-06-22,8689194355
2011-06-23,8871331425
2011-06-24,8805385245
2011-06-27,8676633178
2011-06-28,8742579359
2011-06-29,8651510824
2011-06-30,8568439636
2011-07-01,8752311731
2011-07-05,8663440218
2011-07-06,8715537312
2011-07-07,8779892545
2011-07-08,8691021033
2011-07-11,8602149520
2011-07-12,8556181496
2011-07-13,8543923356
2011-07-14,8491826263
2011-07-15,8497955333
2011-07-18,8519407077
2011-07-19,8691021033
2011-07-20,8666504753
2011-07-21,8274244284
2011-07-22,8136340212
2011-07-25,8151662887
2011-07-26,8062791374
2011-07-27,7931016372
2011-07-28,7888112884
2011-07-29,7881983814
2011-08-01,7836015790
2011-08-02,7578594857
2011-08-03,7713434393
2011-08-04,7581659392
2011-08-05,7655208230
2011-08-08,7241496015
2011-08-09,7477465204
2011-08-10,7204721596
2011-08-11,7498916949
2011-08-12,7737950673
2011-08-15,7682789044
2011-08-16,7639885555
2011-08-17,7514239623
2011-08-18,7256818690
2011-08-19,7106656479
2011-08-22,7238431481
2011-08-23,7425368111
2011-08-24,7541820438
2011-08-25,7403916366
2011-08-26,7526497763
2011-08-29,7701176253
2011-08-30,7679724509
2011-08-31,7737950673
2011-09-01,7566336717
2011-09-02,7416174506
2011-09-06,7397787296
2011-09-07,7593917531
2011-09-08,7560207647
2011-09-09,7443755320
2011-09-12,7492787879
2011-09-13,7560207647
2011-09-14,7796176836
2011-09-15,7731821603
2011-09-16,7698111719
2011-09-19,7627627415
2011-09-20,7581659392
2011-09-21,7296657644
2011-09-22,7149559968
2011-09-23,7290528574
2011-09-26,7793112301
2011-09-27,7783918696
2011-09-28,7805370441
2011-09-29,7793112301
2011-09-30,7584571572
2011-10-03,7538641587
2011-10-04,7743795521
2011-10-05,8080615413
2011-10-06,8141855394
2011-10-07,8129607398
2011-10-10,8141855394
2011-10-11,8126545399
2011-10-12,8178599382
2011-10-13,8117359402
2011-10-14,8169413385
2011-10-17,7930577461
2011-10-18,8117359402
2011-10-19,7893833473
2011-10-20,8117359402
2011-10-21,8368443321
2011-10-24,8325575335
2011-10-25,8487861283
2011-10-26,8353133326
2011-10-27,8478675286
2011-10-28,8598093248
2011-10-31,8441931298
2011-11-01,8331699333
2011-11-02,8527667270
2011-11-03,8763441195
2011-11-04,8806309181
2011-11-07,8815495178
2011-11-08,8852239166
2011-11-09,8671581224
2011-11-10,8766503194
2011-11-11,8836929171
2011-11-14,8775689191
2011-11-15,8778751190
2011-11-16,8644023233
2011-11-17,8570535256
2011-11-18,8585845252
2011-11-21,8576659255
2011-11-22,8647085232
2011-11-23,8484799284
2011-11-25,8536853267
2011-11-28,8536853267
2011-11-29,8601155247
2011-11-30,8861425163
2011-12-01,8778751190
2011-12-02,8763441195
2011-12-05,8735883204
2011-12-06,8809371180
2011-12-07,8803247182
2011-12-08,8729759206
2011-12-09,8815495178
2011-12-12,8668519225
2011-12-13,8552163262
2011-12-14,8527667270
2011-12-15,8558287260
2011-12-16,8637899235
2011-12-19,8604217246
2011-12-20,8864487162
2011-12-21,8925727143
2011-12-22,9035959108
2011-12-23,9152315070
2011-12-27,9195183057
2011-12-28,9106385085
2011-12-29,9149253071
2011-12-30,9112509083
2012-01-03,9287381055
2012-01-04,9382306480
2012-01-05,9455797131
2012-01-06,9440486579
2012-01-09,9513977230
2012-01-10,9645647980
2012-01-11,9780380841
2012-01-12,9832436719
2012-01-13,9709952300
2012-01-17,9734449184
2012-01-18,9820188277
2012-01-19,9927362143
2012-01-20,9755883957
2012-01-23,9703828079
2012-01-24,9740573405
2012-01-25,9804877724
2012-01-26,10006977015
2012-01-27,9921237922
2012-01-30,9875306265
2012-01-31,9954921137
2012-02-01,9954921137
2012-02-02,9890616818
2012-02-03,9979418021
2012-02-06,9976355911
2012-02-07,10052908673
2012-02-08,10101902440
2012-02-09,10157020428
2012-02-10,10040660231
2012-02-13,10120275103
2012-02-14,10187641533
2012-02-15,10126399324
2012-02-16,10181517312
2012-02-17,10239697411
2012-02-21,10267256405
2012-02-22,10202952086
2012-02-23,10304001731
2012-02-24,10316250173
2012-02-27,10545908458
2012-02-28,10447920923
2012-02-29,10527535795
2012-03-01,10570405342
2012-03-02,10457107255
2012-03-05,10481604138
2012-03-06,10524473685
2012-03-07,10833746842
2012-03-08,10763318302
2012-03-09,10821498400
2012-03-12,10922548046
2012-03-13,10947044930
2012-03-14,10940920709
2012-03-15,11008287139
2012-03-16,10885802720
2012-03-19,10980728145
2012-03-20,10937858598
2012-03-21,10928672267
2012-03-22,10950107040
2012-03-23,10983790255
2012-03-26,11185889546
2012-03-27,11185889546
2012-03-28,11060343017
2012-03-29,11146082110
2012-03-30,11090964122
2012-04-02,11138841401
2012-04-03,11099277210
2012-04-04,11151014998
2012-04-05,11236230178
2012-04-09,11345792553
2012-04-10,11056669620
2012-04-11,11647089082
2012-04-12,11726217464
2012-04-13,11829693040
2012-04-16,11905778022
2012-04-17,11930125216
2012-04-18,11884474227
2012-04-19,11841866637
2012-04-20,12009253598
2012-04-23,11972732806
2012-04-24,11987949803
2012-04-25,12204031152
2012-04-26,12219248149
2012-04-27,12274029336
2012-04-30,12200987753
2012-05-01,12234465145
2012-05-02,12328810523
2012-05-03,12365331315
2012-05-04,12286202933
2012-05-07,12337940721
2012-05-08,12474893689
2012-05-09,12578369265
2012-05-10,12474893689
2012-05-11,12450546495
2012-05-14,12228378347
2012-05-15,12015340396
2012-05-16,11972732806
2012-05-17,11723174065
2012-05-18,11774911853
2012-05-21,12054904587
2012-05-22,12085338580
2012-05-23,12608803258
2012-05-24,12715322233
2012-05-25,12812711010
2012-05-29,13135311335
2012-05-30,12934446982
2012-05-31,13150528332
2012-06-01,12642280650
2012-06-04,12770103420
2012-06-05,13013575364
2012-06-06,13068356551
2012-06-07,13196179321
2012-06-08,13333132289
2012-06-11,13208352918
2012-06-12,13494432451
2012-06-13,13187049123
2012-06-14,13120094339
2012-06-15,13141398134
2012-06-18,13418347469
2012-06-19,13375739879
2012-06-20,13238786911
2012-06-21,12821841208
2012-06-22,12970967773
2012-06-25,12919229986
2012-06-26,13217483116
2012-06-27,13135311335
2012-06-28,13202266120
2012-06-29,13427477667
2012-07-02,13428798783
2012-07-03,13450119171
2012-07-05,13501897257
2012-07-06,13483622638
2012-07-09,13218640671
2012-07-10,13179045664
2012-07-11,13008482559
2012-07-12,13081581033
2012-07-13,13212549132
2012-07-16,12917109467
2012-07-17,13069397954
2012-07-18,12959750243
2012-07-19,13444027632
2012-07-20,13358746079
2012-07-23,13316105303
2012-07-24,13355700309
2012-07-25,13157725276
2012-07-26,13520171875
2012-07-27,13730329987
2012-07-30,13751650376
2012-07-31,13638956895
2012-08-01,13550629573
2012-08-02,13642002665
2012-08-03,13815611540
2012-08-06,13748604606
2012-08-07,14089730817
2012-08-08,14293797389
2012-08-09,14327300856
2012-08-10,14360804324
2012-08-13,14312072008
2012-08-14,14351667014
2012-08-15,14047090040
2012-08-16,14126280054
2012-08-17,14281614310
2012-08-20,14199378527
2012-08-21,13989220415
2012-08-22,14150646212
2012-08-23,14193286988
2012-08-24,14479589343
2012-08-27,14476543574
2012-08-28,14467406265
2012-08-29,14674518607
2012-08-30,14415628179
2012-08-31,14525275890
2012-09-04,14531367429
2012-09-05,14418673949
2012-09-06,14634923600
2012-09-07,14540504738
2012-09-10,14595328594
2012-09-11,14400399330
2012-09-12,14625786291
2012-09-13,14790257857
2012-09-14,14845081712
2012-09-17,14823761324
2012-09-18,14771983239
2012-09-19,15131384068
2012-09-20,15033919436
2012-09-21,15234940239
2012-09-24,15167933305
2012-09-25,15009553278
2012-09-26,14854219021
2012-09-27,15100926370
2012-09-28,15119200989
2012-10-01,15089272582
2012-10-02,15128981194
2012-10-03,15559666910
2012-10-04,15715446849
2012-10-05,15852899737
2012-10-08,15498576737
2012-10-09,15260325065
2012-10-10,15315306220
2012-10-11,15199234893
2012-10-12,15193125875
2012-10-15,15428323039
2012-10-16,15636029625
2012-10-17,15700174306
2012-10-18,15581048470
2012-10-19,15324469746
2012-10-22,15333633272
2012-10-23,15211452927
2012-10-24,15452759108
2012-10-25,14255391729
2012-10-26,14215683117
2012-10-31,14518079470
2012-11-01,14618878255
2012-11-02,14456989298
2012-11-05,14661641376
2012-11-06,14591387677
2012-11-07,14649423341
2012-11-08,14453934789
2012-11-09,14340917970
2012-11-12,15177853332
2012-11-13,15480249686
2012-11-14,15223670962
2012-11-15,15162580789
2012-11-16,15431377548
2012-11-19,15987298117
2012-11-20,16085042392
2012-11-21,16030061237
2012-11-23,16146132565
2012-11-26,16085042392
2012-11-27,15999516151
2012-11-28,15938425979
2012-11-29,15648247660
2012-11-30,15529121824
2012-12-03,15498576737
2012-12-04,15388614427
2012-12-05,15263379574
2012-12-06,15397777953
2012-12-07,15165635298
2012-12-10,15251161539
2012-12-11,15260325065
2012-12-12,15055672987
2012-12-13,14994582815
2012-12-14,15092327091
2012-12-17,15620757082
2012-12-18,15498576737
2012-12-19,15266434082
2012-12-20,15519958298
2012-12-21,15428323039
2012-12-24,15544394367
2012-12-26,15538285349
2012-12-27,15550503384
2012-12-28,15379450901
2012-12-31,15682630484
2013-01-02,15976278334
2013-01-03,15817219082
2013-01-04,16190396558
2013-01-07,16159808240
2013-01-08,16410632446
2013-01-09,16536044548
2013-01-10,16554397539
2013-01-11,16444279595
2013-01-14,16435103100
2013-01-15,16416750109
2013-01-16,16459573754
2013-01-17,16603338847
2013-01-18,16722633286
2013-01-22,16692044968
2013-01-23,16805221744
2013-01-24,16903104361
2013-01-25,16875574875
2013-01-28,16731809781
2013-01-29,16636985997
2013-01-30,16548279875
2013-01-31,16532985716
2013-02-01,16704280295
2013-02-04,16643103660
2013-02-05,16636985997
2013-02-06,16621691838
2013-02-07,16609456511
2013-02-08,16698162632
2013-02-11,16771574594
2013-02-12,16789927585
2013-02-13,16869457211
2013-02-14,16688986137
2013-02-15,16997928145
2013-02-19,16731809781
2013-02-20,16245455530
2013-02-21,15896748708
2013-02-22,16095572773
2013-02-25,15737689456
2013-02-26,15899807540
2013-02-27,16438161931
2013-02-28,16474867913
2013-03-01,16566632866
2013-03-04,16863339548
2013-03-05,16808280576
2013-03-06,16698162632
2013-03-07,16808280576
2013-03-08,16912280856
2013-03-11,17101928426
2013-03-12,17092751930
2013-03-13,17242634687
2013-03-14,17239575855
2013-03-15,17199811042
2013-03-18,17322164313
2013-03-19,17279340668
2013-03-20,17548517864
2013-03-21,17221222865
2013-03-22,17147810902
2013-03-25,17150869734
2013-03-26,17273223005
2013-03-27,17260987678
2013-03-28,17221222865
2013-04-01,17037144206
2013-04-02,17070693899
2013-04-03,16768746660
2013-04-04,16838896019
2013-04-05,16857195851
2013-04-08,16860245824
2013-04-09,16912095349
2013-04-10,17107293564
2013-04-11,17387890999
2013-04-12,17357391278
2013-04-15,17140843258
2013-04-16,17744737735
2013-04-17,17372641138
2013-04-18,17778287429
2013-04-19,18202233552
2013-04-22,18369982018
2013-04-23,18446231321
2013-04-24,18403531711
2013-04-25,18729878727
2013-04-26,18626179675
2013-04-29,18574330149
2013-04-30,18617029759
2013-05-01,18412681628
2013-05-02,18720728811
2013-05-03,19111125241
2013-05-06,19089775436
2013-05-07,19242274041
2013-05-08,19278873707
2013-05-09,19153824850
2013-05-10,19114175213
2013-05-13,19083675492
2013-05-14,19675370081
2013-05-15,19678420053
2013-05-16,19315473372
2013-05-17,19400872591
2013-05-20,19184324571
2013-05-21,19312423400
2013-05-22,19025726022
2013-05-23,18918976998
2013-05-24,19236174097
2013-05-28,19510671587
2013-05-29,19315473372
2013-05-30,19413072480
2013-05-31,19166024739
2013-06-03,19040975882
2013-06-04,18565180233
2013-06-05,18190033664
2013-06-06,18452331265
2013-06-07,18632279619
2013-06-10,18693279062
2013-06-11,18446231321
2013-06-12,18119884305
2013-06-13,18754278504
2013-06-14,18613979787
2013-06-17,18653629424
2013-06-18,18735978671
2013-06-19,18476731042
2013-06-20,17881986480
2013-06-21,17598339074
2013-06-24,17671538405
2013-06-25,17869786592
2013-06-26,18107684417
2013-06-27,18217483413
2013-06-28,17955185811
2013-07-01,17941184439
2013-07-02,18046667633
2013-07-03,18067764272
2013-07-05,18332979160
2013-07-08,18314896327
2013-07-09,18456545188
2013-07-10,18571069799
2013-07-11,18772994770
2013-07-12,18821215659
2013-07-15,18525862715
2013-07-16,18360103410
2013-07-17,18402296688
2013-07-18,16871283468
2013-07-19,17365547579
2013-07-22,17232940134
2013-07-23,17260064384
2013-07-24,17284174829
2013-07-25,17374588995
2013-07-26,17362533773
2013-07-29,17510210245
2013-07-30,17579527773
2013-07-31,17498155023
2013-08-01,17724190439
2013-08-02,17986391522
2013-08-05,17763369911
2013-08-06,17799535578
2013-08-07,17630762467
2013-08-08,17796521772
2013-08-09,17787480356
2013-08-12,17865839300
2013-08-13,17660900523
2013-08-14,17085263662
2013-08-15,16976766663
2013-08-16,16946628607
2013-08-19,16829090191
2013-08-20,17269105801
2013-08-21,17190746857
2013-08-22,17269105801
2013-08-23,17332395718
2013-08-26,17263078190
2013-08-27,16795938330
2013-08-28,17015946135
2013-08-29,17284174829
2013-08-30,17320340495
2013-09-03,17187733051
2013-09-04,17314312884
2013-09-05,17516237856
2013-09-06,17347464745
2013-09-09,17570486356
2013-09-10,17603638217
2013-09-11,17742273272
2013-09-12,17543362106
2013-09-13,17573500162
2013-09-16,17832687439
2013-09-17,17648845300
2013-09-18,18287772077
2013-09-19,18242564994
2013-09-20,18094888522
2013-09-23,18233523577
2013-09-24,18082833300
2013-09-25,18067764272
2013-09-26,18335992966
2013-09-27,18125026577
2013-09-30,18128463958
2013-10-01,18361301138
2013-10-02,18376226598
2013-10-03,18200106167
2013-10-04,18555332120
2013-10-07,18038911197
2013-10-08,17558311379
2013-10-09,17444877881
2013-10-10,17838910031
2013-10-11,17928462792
2013-10-14,17919507516
2013-10-15,17919507516
2013-10-16,18053836657
2013-10-17,18409062610
2013-10-18,18364286230
2013-10-21,18229957088
2013-10-22,18546376844
2013-10-23,18364286230
2013-10-24,18606078685
2013-10-25,19409068444
2013-10-28,19185186541
2013-10-29,19346381511
2013-10-30,18752348195
2013-10-31,18707571814
2013-11-01,18376226598
2013-11-04,18510555740
2013-11-05,18364286230
2013-11-06,18462794267
2013-11-07,18012045369
2013-11-08,18459809175
2013-11-11,18346375677
2013-11-12,18358316046
2013-11-13,18444883715
2013-11-14,18609063777
2013-11-15,18594138317
2013-11-18,18492645187
2013-11-19,18474734635
2013-11-20,18373241506
2013-11-21,18564287396
2013-11-22,18662795434
2013-11-25,18391152058
