,ATI
2009-06-04,3922992000
2009-06-05,3976451999
2009-06-08,3876336000
2009-06-09,4079484000
2009-06-10,4106700000
2009-06-11,4204872000
2009-06-12,4070736000
2009-06-15,3832596000
2009-06-16,3714984000
2009-06-17,3612924000
2009-06-18,3624588000
2009-06-19,3713040000
2009-06-22,3264948000
2009-06-23,3293136000
2009-06-24,3307716000
2009-06-25,3454488000
2009-06-26,3358259999
2009-06-29,3380616000
2009-06-30,3395196000
2009-07-01,3471984000
2009-07-02,3306744000
2009-07-06,3230928000
2009-07-07,3191076000
2009-07-08,3124008000
2009-07-09,2938356000
2009-07-10,2985984000
2009-07-13,3111372000
2009-07-14,3110400000
2009-07-15,3256200000
2009-07-16,3251340000
2009-07-17,3240648000
2009-07-20,3403944000
2009-07-21,3381588000
2009-07-22,2770200000
2009-07-23,2778948000
2009-07-24,2741040000
2009-07-27,2741040000
2009-07-28,2673000000
2009-07-29,2591352000
2009-07-30,2674944000
2009-07-31,2632176000
2009-08-03,2731320000
2009-08-04,2720628000
2009-08-05,2766312000
2009-08-06,2830464000
2009-08-07,2985012000
2009-08-10,2902392000
2009-08-11,2813940000
2009-08-12,2841156000
2009-08-13,2851848000
2009-08-14,2743956000
2009-08-17,2538864000
2009-08-18,2615652000
2009-08-19,2654532000
2009-08-20,2726460000
2009-08-21,2843100000
2009-08-24,2868372000
2009-08-25,2760480000
2009-08-26,2769228000
2009-08-27,3000564000
2009-08-28,3111372000
2009-08-31,2951964000
2009-09-01,2845044000
2009-09-02,2783808000
2009-09-03,2839212000
2009-09-04,2894616000
2009-09-08,3107484000
2009-09-09,3078324000
2009-09-10,3178440000
2009-09-11,3255228000
2009-09-14,3277584000
2009-09-15,3317436000
2009-09-16,3467124000
2009-09-17,3426300000
2009-09-18,3388392000
2009-09-21,3389363999
2009-09-22,3476844000
2009-09-23,3446712000
2009-09-24,3346596000
2009-09-25,3345624000
2009-09-28,3455459999
2009-09-29,3435048000
2009-09-30,3408026000
2009-10-01,3241472000
2009-10-02,3279458000
2009-10-05,3372962000
2009-10-06,3432376000
2009-10-07,3450882000
2009-10-08,3511269999
2009-10-09,3520036000
2009-10-12,3488868000
2009-10-13,3513218000
2009-10-14,3661266000
2009-10-15,3795678000
2009-10-16,3591137999
2009-10-19,3671980000
2009-10-20,3700226000
2009-10-21,3390494000
2009-10-22,3338872000
2009-10-23,3311600000
2009-10-26,3143098000
2009-10-27,3046672000
2009-10-28,2892780000
2009-10-29,3081736000
2009-10-30,3005764000
2009-11-02,3054464000
2009-11-03,3068100000
2009-11-04,3059334000
2009-11-05,3191798000
2009-11-06,3173292000
2009-11-09,3296016000
2009-11-10,3197642000
2009-11-11,3250237999
2009-11-12,3140176000
2009-11-13,3167448000
2009-11-16,3345690000
2009-11-17,3406078000
2009-11-18,3373936000
2009-11-19,3296016000
2009-11-20,3312574000
2009-11-23,3386598000
2009-11-24,3402182000
2009-11-25,3443090000
2009-11-27,3330106000
2009-11-30,3314522000
2009-12-01,3391468000
2009-12-02,3450882000
2009-12-03,3396337999
2009-12-04,3426532000
2009-12-07,3409974000
2009-12-08,3360300000
2009-12-09,3449908000
2009-12-10,3472310000
2009-12-11,3543412000
2009-12-14,3662240000
2009-12-15,3701200000
2009-12-16,3724576000
2009-12-17,3915480000
2009-12-18,3988530000
2009-12-21,4153136000
2009-12-22,4145344000
2009-12-23,4307028000
2009-12-24,4454102000
2009-12-28,4353780000
2009-12-29,4365468000
2009-12-30,4437544000
2009-12-31,4360598000
2010-01-04,4605072000
2010-01-05,4655720000
2010-01-06,4768704000
2010-01-07,4836884000
2010-01-08,4949868000
2010-01-11,4962530000
2010-01-12,4656694000
2010-01-13,4655720000
2010-01-14,4546632000
2010-01-15,4452154000
2010-01-19,4589488000
2010-01-20,4453128000
2010-01-21,4276833999
2010-01-22,4118072000
2010-01-25,4176512000
2010-01-26,4135604000
2010-01-27,4163850000
2010-01-28,4062554000
2010-01-29,3978790000
2010-02-01,4273912000
2010-02-02,4364494000
2010-02-03,4201836000
2010-02-04,3869701999
2010-02-05,3992426000
2010-02-08,3964180000
2010-02-09,4085930000
2010-02-10,3942751999
2010-02-11,4078137999
2010-02-12,4130733999
2010-02-16,4292418000
2010-02-17,4288522000
2010-02-18,4337222000
2010-02-19,4489166000
2010-02-22,4466764000
2010-02-23,4259301999
2010-02-24,4187226000
2010-02-25,4199887999
2010-02-26,4252483999
2010-03-01,4427804000
2010-03-02,4524230000
2010-03-03,4555398000
2010-03-04,4625526000
2010-03-05,4742406000
2010-03-08,4812534000
2010-03-09,4832014000
2010-03-10,4817404000
2010-03-11,4831040000
2010-03-12,4946946000
2010-03-15,4914804000
2010-03-16,5019996000
2010-03-17,5120318000
2010-03-18,4955712000
2010-03-19,4983958000
2010-03-22,5101812000
2010-03-23,5269340000
2010-03-24,5278106000
2010-03-25,5103760000
2010-03-26,5183628000
2010-03-29,5428102000
2010-03-30,5304404000
2010-03-31,5264025000
2010-04-01,5343000000
2010-04-05,5482425000
2010-04-06,5424900000
2010-04-07,5334225000
2010-04-08,5396625000
2010-04-09,5429775000
2010-04-12,5454150000
2010-04-13,5375175000
2010-04-14,5386875000
2010-04-15,5272800000
2010-04-16,5088525000
2010-04-19,4982250000
2010-04-20,5037825000
2010-04-21,5378100000
2010-04-22,5444400000
2010-04-23,5514600000
2010-04-26,5608200000
2010-04-27,5304000000
2010-04-28,5160675000
2010-04-29,5241600000
2010-04-30,5213325000
2010-05-03,5213325000
2010-05-04,5007600000
2010-05-05,4928625000
2010-05-06,4913025000
2010-05-07,4953000000
2010-05-10,5421000000
2010-05-11,5212350000
2010-05-12,5489250000
2010-05-13,5436600000
2010-05-14,5235750000
2010-05-17,5101200000
2010-05-18,5038800000
2010-05-19,4987125000
2010-05-20,4568850000
2010-05-21,4875000000
2010-05-24,4764825000
2010-05-25,5076825000
2010-05-26,5003700000
2010-05-27,5370300000
2010-05-28,5331300000
2010-06-01,4966650000
2010-06-02,5141175000
2010-06-03,5067075000
2010-06-04,4701450000
2010-06-07,4534725000
2010-06-08,4650750000
2010-06-09,4758975000
2010-06-10,5055375000
2010-06-11,5065125000
2010-06-14,5081700000
2010-06-15,5357625000
2010-06-16,5282550000
2010-06-17,5128500000
2010-06-18,5076825000
2010-06-21,5100225000
2010-06-22,4914000000
2010-06-23,4953975000
2010-06-24,4756050000
2010-06-25,4895475000
2010-06-28,4807725000
2010-06-29,4401150000
2010-06-30,4308525000
2010-07-01,4335825000
2010-07-02,4297800000
2010-07-06,4301700000
2010-07-07,4544475000
2010-07-08,4660500000
2010-07-09,4755075000
2010-07-12,4563975000
2010-07-13,4736550000
2010-07-14,4735575000
2010-07-15,4614675000
2010-07-16,4361175000
2010-07-19,4407975000
2010-07-20,4617600000
2010-07-21,4611750000
2010-07-22,4871100000
2010-07-23,5099250000
2010-07-26,5178225000
2010-07-27,5073900000
2010-07-28,4716075000
2010-07-29,4598100000
2010-07-30,4641975000
2010-08-02,4813575000
2010-08-03,4684875000
2010-08-04,4665375000
2010-08-05,4645875000
2010-08-06,4719975000
2010-08-09,4818450000
2010-08-10,4734600000
2010-08-11,4375800000
2010-08-12,4355325000
2010-08-13,4309500000
2010-08-16,4324125000
2010-08-17,4497675000
2010-08-18,4535700000
2010-08-19,4386525000
2010-08-20,4260750000
2010-08-23,4149600000
2010-08-24,3951675000
2010-08-25,3977999999
2010-08-26,3932175000
2010-08-27,4070625000
2010-08-30,3974100000
2010-08-31,3970200000
2010-09-01,4231500000
2010-09-02,4293900000
2010-09-03,4379700000
2010-09-07,4290000000
2010-09-08,4379700000
2010-09-09,4317300000
2010-09-10,4444050000
2010-09-13,4651725000
2010-09-14,4549350000
2010-09-15,4451850000
2010-09-16,4442100000
2010-09-17,4417725000
2010-09-20,4428450000
2010-09-21,4304625000
2010-09-22,4304625000
2010-09-23,4170075000
2010-09-24,4468425000
2010-09-27,4488900000
2010-09-28,4460625000
2010-09-29,4519125000
2010-09-30,4533520000
2010-10-01,4582320000
2010-10-04,4437872000
2010-10-05,4629168000
2010-10-06,4574512000
2010-10-07,4492528000
2010-10-08,4775568000
2010-10-11,4756048000
2010-10-12,4723840000
2010-10-13,4784352000
2010-10-14,4740432000
2010-10-15,4676016000
2010-10-18,4658448000
2010-10-19,4557920000
2010-10-20,4675040000
2010-10-21,4587200000
2010-10-22,4570608000
2010-10-25,4667232000
2010-10-26,4778496000
2010-10-27,4900496000
2010-10-28,5018592000
2010-10-29,5142544000
2010-11-01,5114240000
2010-11-02,5162064000
2010-11-03,5157184000
2010-11-04,5431440000
2010-11-05,5457792000
2010-11-08,5271376000
2010-11-09,5042016000
2010-11-10,5075200000
2010-11-11,5146448000
2010-11-12,5005904000
2010-11-15,5067392000
2010-11-16,4874144000
2010-11-17,4724816000
2010-11-18,4802896000
2010-11-19,4880976000
2010-11-22,4966864000
2010-11-23,4909280000
2010-11-24,5040064000
2010-11-26,4952224000
2010-11-29,5031280000
2010-11-30,5045920000
2010-12-01,5177680000
2010-12-02,5318224000
2010-12-03,5305536000
2010-12-06,5278208000
2010-12-07,5203056000
2010-12-08,5113264000
2010-12-09,5219648000
2010-12-10,5210864000
2010-12-13,5243072000
2010-12-14,5182560000
2010-12-15,5094720000
2010-12-16,5265520000
2010-12-17,5623712000
2010-12-20,5590528000
2010-12-21,5755472000
2010-12-22,5705696000
2010-12-23,5625664000
2010-12-27,5587600000
2010-12-28,5515376000
2010-12-29,5524160000
2010-12-30,5446080000
2010-12-31,5385568000
2011-01-03,5616880000
2011-01-04,5493904000
2011-01-05,5510496000
2011-01-06,5446080000
2011-01-07,5383616000
2011-01-10,5397280000
2011-01-11,5722288000
2011-01-12,5723264000
2011-01-13,5686176000
2011-01-14,5645184000
2011-01-18,5950672000
2011-01-19,5781824000
2011-01-20,5768160000
2011-01-21,5689104000
2011-01-24,5745712000
2011-01-25,5699840000
2011-01-26,6372304000
2011-01-27,6333264000
2011-01-28,6214192000
2011-01-31,6362544000
2011-02-01,6481616000
2011-02-02,6448431999
2011-02-03,6506016000
2011-02-04,6528464000
2011-02-07,6563600000
2011-02-08,6580192000
2011-02-09,6408416000
2011-02-10,6493328000
2011-02-11,6585072000
2011-02-14,6768559999
2011-02-15,6693408000
2011-02-16,6686576000
2011-02-17,6750016000
2011-02-18,6687552000
2011-02-22,6369376000
2011-02-23,6199552000
2011-02-24,6341072000
2011-02-25,6476736000
2011-02-28,6547008000
2011-03-01,6271776000
2011-03-02,6184912000
2011-03-03,6472831999
2011-03-04,6385968000
2011-03-07,6209312000
2011-03-08,6243472000
2011-03-09,6069744000
2011-03-10,5959456000
2011-03-11,6262992000
2011-03-14,6241520000
2011-03-15,6180032000
2011-03-16,5918464000
2011-03-17,5952624000
2011-03-18,5941888000
2011-03-21,6240544000
2011-03-22,6282512000
2011-03-23,6300080000
2011-03-24,6368400000
2011-03-25,6350831999
2011-03-28,6318623999
2011-03-29,6437695999
2011-03-30,6613376000
2011-03-31,6914212000
2011-04-01,6873371999
2011-04-04,6885624000
2011-04-05,6932590000
2011-04-06,6801902000
2011-04-07,6669171999
2011-04-08,6493560000
2011-04-11,6463951000
2011-04-12,6551757000
2011-04-13,6552778000
2011-04-14,6533379000
2011-04-15,6882561000
2011-04-18,6707970000
2011-04-19,6971388000
2011-04-20,7051026000
2011-04-21,7085740000
2011-04-25,7132706000
2011-04-26,7258289000
2011-04-27,7426753999
2011-04-28,7297087000
2011-04-29,7351200000
2011-05-02,7174567000
2011-05-03,7173546000
2011-05-04,7142915999
2011-05-05,7071446000
2011-05-06,7147000000
2011-05-09,7203155000
2011-05-10,7367536000
2011-05-11,6994871000
2011-05-12,7192945000
2011-05-13,7025501000
2011-05-16,6956073000
2011-05-17,6816196000
2011-05-18,6828448000
2011-05-19,6671214000
2011-05-20,6511938000
2011-05-23,6528274000
2011-05-24,6632415999
2011-05-25,6731453000
2011-05-26,6813133000
2011-05-27,6782503000
2011-05-31,6840700000
2011-06-01,6636500000
2011-06-02,6691634000
2011-06-03,6447615000
2011-06-06,6356746000
2011-06-07,6269961000
2011-06-08,6078013000
2011-06-09,6310801000
2011-06-10,6304675000
2011-06-13,6143357000
2011-06-14,6314885000
2011-06-15,6171945000
2011-06-16,5965703000
2011-06-17,5985102000
2011-06-20,6126000000
2011-06-21,6276087000
2011-06-22,6116811000
2011-06-23,6203596000
2011-06-24,6127021000
2011-06-27,6035131000
2011-06-28,6292423000
2011-06-29,6564009000
2011-06-30,6670697000
2011-07-01,6613943000
2011-07-05,6591872000
2011-07-06,6349091000
2011-07-07,6540373000
2011-07-08,6475211000
2011-07-11,6386927000
2011-07-12,6312306000
2011-07-13,6554036000
2011-07-14,6337530000
2011-07-15,6968130000
2011-07-18,6775797000
2011-07-19,6812581999
2011-07-20,6752675000
2011-07-21,6959722000
2011-07-22,6894559999
2011-07-25,6872489000
2011-07-26,6717992000
2011-07-27,6382723000
2011-07-28,6201951000
2011-07-29,6115769000
2011-08-01,5886651000
2011-08-02,5591320000
2011-08-03,5617595000
2011-08-04,5182481000
2011-08-05,5097350000
2011-08-08,4473056000
2011-08-09,4878742000
2011-08-10,4618094000
2011-08-11,4994352000
2011-08-12,5088942000
2011-08-15,5179328000
2011-08-16,5054259000
2011-08-17,4943904000
2011-08-18,4591819000
2011-08-19,4498280000
2011-08-22,4458342000
2011-08-23,4743163000
2011-08-24,4837753000
2011-08-25,4651726000
2011-08-26,4861926000
2011-08-29,5122574000
2011-08-30,5166716000
2011-08-31,5267612000
2011-09-01,5157257000
2011-09-02,4887150000
2011-09-06,4634910000
2011-09-07,4992250000
2011-09-08,4840906000
2011-09-09,4703225000
2011-09-12,4623349000
2011-09-13,4742112000
2011-09-14,4862977000
2011-09-15,5042698000
2011-09-16,4983842000
2011-09-19,4909221000
2011-09-20,4748418000
2011-09-21,4456240000
2011-09-22,3875036999
2011-09-23,3934943999
2011-09-26,4074727000
2011-09-27,4374262000
2011-09-28,4125175000
2011-09-29,4077879999
2011-09-30,3917241000
2011-10-03,3574125000
2011-10-04,3471402000
2011-10-05,3748860000
2011-10-06,4043262000
2011-10-07,3942656999
2011-10-10,4129041000
2011-10-11,4144926000
2011-10-12,4184109000
2011-10-13,4240236000
2011-10-14,4298481000
2011-10-17,4083504000
2011-10-18,4227528000
2011-10-19,4069737000
2011-10-20,4100448000
2011-10-21,4295304000
2011-10-24,4544169000
2011-10-25,4263534000
2011-10-26,4623594000
2011-10-27,4972005000
2011-10-28,5317239000
2011-10-31,4913760000
2011-11-01,4786680000
2011-11-02,4925409000
2011-11-03,5060961000
2011-11-04,5254758000
2011-11-07,5254758000
2011-11-08,5279115000
2011-11-09,4917996000
2011-11-10,5046135000
2011-11-11,5293941000
2011-11-14,5261112000
2011-11-15,5295000000
2011-11-16,5121324000
2011-11-17,4972005000
2011-11-18,5002716000
2011-11-21,4865046000
2011-11-22,4804683000
2011-11-23,4549464000
2011-11-25,4588647000
2011-11-28,4875636000
2011-11-29,4834335000
2011-11-30,5318298000
2011-12-01,5285469000
2011-12-02,5288646000
2011-12-05,5274879000
2011-12-06,5283351000
2011-12-07,5248404000
2011-12-08,5000598000
2011-12-09,5176392000
2011-12-12,4911642000
2011-12-13,4692429000
2011-12-14,4628889000
2011-12-15,4664895000
2011-12-16,4734789000
2011-12-19,4537815000
2011-12-20,4840689000
2011-12-21,4854456000
2011-12-22,5129796000
2011-12-23,5095908000
2011-12-27,5153094000
2011-12-28,5015424000
2011-12-29,5076846000
2011-12-30,5062020000
2012-01-03,5317239000
2012-01-04,5173215000
2012-01-05,5105439000
2012-01-06,5081082000
2012-01-09,5108616000
2012-01-10,5238873000
2012-01-11,5293941000
2012-01-12,5290764000
2012-01-13,5189100000
2012-01-17,5218752000
2012-01-18,5255817000
2012-01-19,5466558000
2012-01-20,5411490000
2012-01-23,5338419000
2012-01-24,5379720000
2012-01-25,5298177000
2012-01-26,5052489000
2012-01-27,4945530000
2012-01-30,4868223000
2012-01-31,4806801000
2012-02-01,4924350000
2012-02-02,4966710000
2012-02-03,5112852000
2012-02-06,5125560000
2012-02-07,5131914000
2012-02-08,5022837000
2012-02-09,5049312000
2012-02-10,4826922000
2012-02-13,4878813000
2012-02-14,4768677000
2012-02-15,4728435000
2012-02-16,4831158000
2012-02-17,4806801000
2012-02-21,4776090000
2012-02-22,4636302000
2012-02-23,4667013000
2012-02-24,4681839000
2012-02-27,4661718000
2012-02-28,4641597000
2012-02-29,4645833000
2012-03-01,4717845000
2012-03-02,4638420000
2012-03-05,4475334000
2012-03-06,4275182999
2012-03-07,4257180000
2012-03-08,4327074000
2012-03-09,4373670000
2012-03-12,4293186000
2012-03-13,4426620000
2012-03-14,4400145000
2012-03-15,4537815000
2012-03-16,4605591000
2012-03-19,4675485000
2012-03-20,4572762000
2012-03-21,4524048000
2012-03-22,4403322000
2012-03-23,4447800000
2012-03-26,4457331000
2012-03-27,4449918000
2012-03-28,4319661000
2012-03-29,4306953000
2012-03-30,4359903000
2012-04-02,4433919000
2012-04-03,4322514000
2012-04-04,4217475000
2012-04-05,4169729999
2012-04-09,4152754000
2012-04-10,4077423000
2012-04-11,4162302999
2012-04-12,4389357000
2012-04-13,4241877999
2012-04-16,4275829999
2012-04-17,4406333000
2012-04-18,4377686000
2012-04-19,4336307000
2012-04-20,4291745000
2012-04-23,4218536000
2012-04-24,4279013000
2012-04-25,4540019000
2012-04-26,4518799000
2012-04-27,4488030000
2012-04-30,4555934000
2012-05-01,4652485000
2012-05-02,4566544000
2012-05-03,4488030000
2012-05-04,4386174000
2012-05-07,4360710000
2012-05-08,4282196000
2012-05-09,4240817000
2012-05-10,4234450999
2012-05-11,4200499000
2012-05-14,4125168000
2012-05-15,3882199000
2012-05-16,3752756999
2012-05-17,3579814000
2012-05-18,3520398000
2012-05-21,3707133999
2012-05-22,3672121000
2012-05-23,3779281999
2012-05-24,3690158000
2012-05-25,3619071000
2012-05-29,3710317000
2012-05-30,3499177999
2012-05-31,3407931999
2012-06-01,3218013000
2012-06-04,3161780000
2012-06-05,3253026000
2012-06-06,3301832000
2012-06-07,3312442000
2012-06-08,3214830000
2012-06-11,3031277000
2012-06-12,3067351000
2012-06-13,2994142000
2012-06-14,3080083000
2012-06-15,3128889000
2012-06-18,3065229000
2012-06-19,3203159000
2012-06-20,3286978000
2012-06-21,3079022000
2012-06-22,3041887000
2012-06-25,2978227000
2012-06-26,3036582000
2012-06-27,3156475000
2012-06-28,3207403000
2012-06-29,3383529000
2012-07-02,3370788000
2012-07-03,3501414000
2012-07-05,3461058000
2012-07-06,3383532000
2012-07-09,3368664000
2012-07-10,3303882000
2012-07-11,3266712000
2012-07-12,3283704000
2012-07-13,3356982000
2012-07-16,3309192000
2012-07-17,3309192000
2012-07-18,3385656000
2012-07-19,3409020000
2012-07-20,3275208000
2012-07-23,3146706000
2012-07-24,3041568000
2012-07-25,2970414000
2012-07-26,3063870000
2012-07-27,3206178000
2012-07-30,3182814000
2012-07-31,3189186000
2012-08-01,3121218000
2012-08-02,3047940000
2012-08-03,3205116000
2012-08-06,3287952000
2012-08-07,3381408000
2012-08-08,3428136000
2012-08-09,3447252000
2012-08-10,3453624000
2012-08-13,3397338000
2012-08-14,3384594000
2012-08-15,3344238000
2012-08-16,3448314000
2012-08-17,3441941999
2012-08-20,3461058000
2012-08-21,3541770000
2012-08-22,3504600000
2012-08-23,3335742000
2012-08-24,3267774000
2012-08-27,3250782000
2012-08-28,3244410000
2012-08-29,3207240000
2012-08-30,3114846000
2012-08-31,3147768000
2012-09-04,3052188000
2012-09-05,3095730000
2012-09-06,3275208000
2012-09-07,3421764000
2012-09-10,3376098000
2012-09-11,3531150000
2012-09-12,3598056000
2012-09-13,3691512000
2012-09-14,3902850000
2012-09-17,3718062000
2012-09-18,3639474000
2012-09-19,3608675999
2012-09-20,3550266000
2012-09-21,3538584000
2012-09-24,3505662000
2012-09-25,3360168000
2012-09-26,3332556000
2012-09-27,3435570000
2012-09-28,3387780000
2012-10-01,3415419000
2012-10-02,3295300000
2012-10-03,3280418000
2012-10-04,3305930000
2012-10-05,3303804000
2012-10-08,3363332000
2012-10-09,3396285000
2012-10-10,3286796000
2012-10-11,3371836000
2012-10-12,3339946000
2012-10-15,3393096000
2012-10-16,3482388000
2012-10-17,3527034000
2012-10-18,3589751000
2012-10-19,3487703000
2012-10-22,3496207000
2012-10-23,3358017000
2012-10-24,2973211000
2012-10-25,2904116000
2012-10-26,2839273000
2012-10-31,2801005000
2012-11-01,2949825000
2012-11-02,2908368000
2012-11-05,2944510000
2012-11-06,3044432000
2012-11-07,2916872000
2012-11-08,2836084000
2012-11-09,2845651000
2012-11-12,3007227000
2012-11-13,2877541000
2012-11-14,2811635000
2012-11-15,2773367000
2012-11-16,2762737000
2012-11-19,2809509000
2012-11-20,2785060000
2012-11-21,2803131000
2012-11-23,2855218000
2012-11-26,2785060000
2012-11-27,2748918000
2012-11-28,2779745000
2012-11-29,2797816000
2012-11-30,2782934000
2012-12-03,2722343000
2012-12-04,2798879000
2012-12-05,2838210000
2012-12-06,2803131000
2012-12-07,2836084000
2012-12-10,2927502000
2012-12-11,2987030000
2012-12-12,2980652000
2012-12-13,2979589000
2012-12-14,3023172000
2012-12-17,3029550000
2012-12-18,3166677000
2012-12-19,3148606000
2012-12-20,3207071000
2012-12-21,3209197000
2012-12-24,3170929000
2012-12-26,3198567000
2012-12-27,3158173000
2012-12-28,3100771000
2012-12-31,3236376000
2013-01-02,3364296000
2013-01-03,3326986000
2013-01-04,3435717999
2013-01-07,3443179999
2013-01-08,3344042000
2013-01-09,3341910000
2013-01-10,3306732000
2013-01-11,3259828000
2013-01-14,3204396000
2013-01-15,3299270000
2013-01-16,3156426000
2013-01-17,3205462000
2013-01-18,3186274000
2013-01-22,3258762000
2013-01-23,3288610000
2013-01-24,3218254000
2013-01-25,3228914000
2013-01-28,3194802000
2013-01-29,3309930000
2013-01-30,3321656000
2013-01-31,3373890000
2013-02-01,3529526000
2013-02-04,3412266000
2013-02-05,3430388000
2013-02-06,3579628000
2013-02-07,3528460000
2013-02-08,3546582000
2013-02-11,3576429999
2013-02-12,3544450000
2013-02-13,3565770000
2013-02-14,3627598000
2013-02-15,3604146000
2013-02-19,3479424000
2013-02-20,3357900000
2013-02-21,3303534000
2013-02-22,3300336000
2013-02-25,3164954000
2013-02-26,3194802000
2013-02-27,3273686000
2013-02-28,3248102000
2013-03-01,3228914000
2013-03-04,3180944000
2013-03-05,3237442000
2013-03-06,3351504000
2013-03-07,3435717999
2013-03-08,3499678000
2013-03-11,3491150000
2013-03-12,3453840000
2013-03-13,3442114000
2013-03-14,3439982000
2013-03-15,3435717999
2013-03-18,3370692000
2013-03-19,3281148000
2013-03-20,3330184000
2013-03-21,3332316000
2013-03-22,3334448000
2013-03-25,3341910000
2013-03-26,3367494000
2013-03-27,3385616000
2013-03-28,3380286000
2013-04-01,3354588000
2013-04-02,3278760000
2013-04-03,3169824000
2013-04-04,3173028000
2013-04-05,3149532000
2013-04-08,3194388000
2013-04-09,3284100000
2013-04-10,3311868000
2013-04-11,3227496000
2013-04-12,3175164000
2013-04-15,2988264000
2013-04-16,2991468000
2013-04-17,2898552000
2013-04-18,2920980000
2013-04-19,2931660000
2013-04-22,2923116000
2013-04-23,2940204000
2013-04-24,2873988000
2013-04-25,2902824000
2013-04-26,2825928000
2013-04-29,2866512000
2013-04-30,2881464000
2013-05-01,2778936000
2013-05-02,2797092000
2013-05-03,2944476000
2013-05-06,2904960000
2013-05-07,2951952000
2013-05-08,3101472000
2013-05-09,3066228000
2013-05-10,3114288000
2013-05-13,3108948000
2013-05-14,3106812000
2013-05-15,3098268000
2013-05-16,3050208000
2013-05-17,3179436000
2013-05-20,3255264000
2013-05-21,3304392000
2013-05-22,3148464000
2013-05-23,3115356000
2013-05-24,3018168000
2013-05-28,3022440000
2013-05-29,3010692000
2013-05-30,3000012000
2013-05-31,2944476000
2013-06-03,2965836000
2013-06-04,2934864000
2013-06-05,2890008000
2013-06-06,2883600000
2013-06-07,2944476000
2013-06-10,2934864000
2013-06-11,2873988000
2013-06-12,2897484000
2013-06-13,2991468000
2013-06-14,2953020000
2013-06-17,2994672000
2013-06-18,3021372000
2013-06-19,2996808000
2013-06-20,2914572000
2013-06-21,2943408000
2013-06-24,2789616000
2013-06-25,2835540000
2013-06-26,2857968000
2013-06-27,2888940000
2013-06-28,2809908000
2013-07-01,2764266661
2013-07-02,2743229624
2013-07-03,2734814810
2013-07-05,2764266661
2013-07-08,2769525921
2013-07-09,2851570365
2013-07-10,2830533328
2013-07-11,2944133328
2013-07-12,2876814809
2013-07-15,2829481476
2013-07-16,2791614809
2013-07-17,2810548143
2013-07-18,2820014809
2013-07-19,2837896291
2013-07-22,2877866661
2013-07-23,2933614809
2013-07-24,2831585180
2013-07-25,2899955550
2013-07-26,2936770365
2013-07-29,2925199994
2013-07-30,2943081476
2013-07-31,2899955550
2013-08-01,2911525920
2013-08-02,2923096291
2013-08-05,2910474068
2013-08-06,2833688883
2013-08-07,2835792587
2013-08-08,2936770365
2013-08-09,3049318513
2013-08-12,2993570365
2013-08-13,2960962957
2013-08-14,2970429624
2013-08-15,2904162957
2013-08-16,2859985180
2013-08-19,2805288883
2013-08-20,2839999995
2013-08-21,2831585180
2013-08-22,2875762957
2013-08-23,2895748143
2013-08-26,2888385180
2013-08-27,2801081476
2013-08-28,2820014809
2013-08-29,2824222217
2013-08-30,2809496291
2013-09-03,2795822217
2013-09-04,2831585180
2013-09-05,2914681476
2013-09-06,2894696291
2013-09-09,2983051846
2013-09-10,3062992587
2013-09-11,3072459253
2013-09-12,2996725920
2013-09-13,3011451846
2013-09-16,3255481475
2013-09-17,3249170364
2013-09-18,3352251845
2013-09-19,3336474068
2013-09-20,3259688883
2013-09-23,3261792586
2013-09-24,3238651846
2013-09-25,3241807401
2013-09-26,3223925920
2013-09-27,3180799994
2013-09-30,3239820659
2013-10-01,3287589968
2013-10-02,3278036106
2013-10-03,3240882200
2013-10-04,3276974566
2013-10-07,3241943740
2013-10-08,3190989811
2013-10-09,3188866730
2013-10-10,3256805302
2013-10-11,3282282267
2013-10-14,3271666865
2013-10-15,3400113228
2013-10-16,3335359276
2013-10-17,3333236196
2013-10-18,3345974678
2013-10-21,3401174768
2013-10-22,3480790283
2013-10-23,3547667314
2013-10-24,3563590417
2013-10-25,3582698141
2013-10-28,3530682671
2013-10-29,3555098096
2013-10-30,3531744212
2013-10-31,3513698028
2013-11-01,3541298073
2013-11-04,3579513520
2013-11-05,3578451980
2013-11-06,3601805864
2013-11-07,3516882649
2013-11-08,3590128922
2013-11-11,3589067382
2013-11-12,3513698028
2013-11-13,3526436511
2013-11-14,3559344257
2013-11-15,3582698141
2013-11-18,3602867404
2013-11-19,3627282829
2013-11-20,3563590417
2013-11-21,3577390440
2013-11-22,3601805864
2013-11-25,3561467337
2013-11-26,3496713385
2013-11-27,3517944189
2013-11-29,3526436511
2013-12-02,3485036443
2013-12-03,3438328675
2013-12-04,3443636376
2013-12-05,3497774926
2013-12-06,3478667202
2013-12-09,3590128922
2013-12-10,3516882649
2013-12-11,3389497826
2013-12-12,3421344032
2013-12-13,3478667202
2013-12-16,3512636488
2013-12-17,3480790283
2013-12-18,3494590305
2013-12-19,3585882761
2013-12-20,3513698028
2013-12-23,3616667427
2013-12-24,3679298298
2013-12-26,3718575285
2013-12-27,3783329237
2013-12-30,3765283053
2013-12-31,3793547050
2014-01-02,3754152932
2014-01-03,3776511756
2014-01-06,3748829403
2014-01-07,3743505874
2014-01-08,3780770579
2014-01-09,3778641168
2014-01-10,3755217638
2014-01-13,3726470580
2014-01-14,3763735285
2014-01-15,3848911756
2014-01-16,3852105873
2014-01-17,3864882344
2014-01-21,3639164697
