,CTLT
2019-03-18,6178835846
2019-03-19,6193350377
2019-03-20,6161418409
2019-03-21,6258665767
2019-03-22,5903059757
2019-03-25,5872579242
2019-03-26,5932088819
2019-03-27,5798555134
2019-03-28,5882739414
2019-03-29,5891448132
2019-04-01,5918069000
2019-04-02,5861402000
2019-04-03,5867214000
2019-04-04,5803282000
2019-04-05,5822171000
2019-04-08,5829436000
2019-04-09,5746615000
2019-04-10,5798922999
2019-04-11,5736444000
2019-04-12,5704478000
2019-04-15,6452772999
2019-04-16,6183968000
2019-04-17,6211575000
2019-04-18,6388841000
2019-04-22,6399012000
2019-04-23,6458585000
2019-04-24,6458585000
2019-04-25,6484739000
2019-04-26,6539953000
2019-04-29,6564654000
2019-04-30,6512346000
2019-05-01,6406277000
2019-05-02,6454226000
2019-05-03,6653287000
2019-05-06,6757903000
2019-05-07,6493457000
2019-05-08,6544312000
2019-05-09,6569013000
2019-05-10,6505081000
2019-05-13,6294396000
2019-05-14,6391747000
2019-05-15,6492004000
2019-05-16,6605338000
2019-05-17,6592261000
2019-05-20,6592261000
2019-05-21,6685253000
2019-05-22,6709954000
2019-05-23,6711407000
2019-05-24,6717219000
2019-05-28,6532688000
2019-05-29,6595167000
2019-05-30,6609697000
2019-05-31,6611150000
2019-06-03,6624227000
2019-06-04,6797134000
2019-06-05,6688159000
2019-06-06,6917733000
2019-06-07,6997647999
2019-06-10,7092093000
2019-06-11,7219957000
2019-06-12,7195256000
2019-06-13,7311496000
2019-06-14,7219957000
2019-06-17,7347821000
2019-06-18,7334744000
2019-06-19,7350727000
2019-06-20,7305684000
2019-06-21,7735772000
2019-06-24,7657310000
2019-06-25,7724147999
2019-06-26,7696541000
2019-06-27,7812781000
2019-06-28,7876713000
2019-07-01,7969229021
2019-07-02,8087216144
2019-07-03,8145481390
2019-07-05,8078476357
2019-07-08,7945922923
2019-07-09,7943009660
2019-07-10,7992535120
2019-07-11,7903680619
2019-07-12,7784236865
2019-07-15,7862894947
2019-07-16,7827935800
2019-07-17,7830849062
2019-07-18,7908050513
2019-07-19,7909507144
2019-07-22,8002731538
2019-07-23,7992535120
2019-07-24,8072649833
2019-07-25,8200833374
2019-07-26,8340669964
2019-07-29,8216856317
2019-07-30,8455743825
2019-07-31,8228509366
2019-08-01,8122175292
2019-08-02,8024581005
2019-08-05,7788606759
2019-08-06,8049343734
2019-08-07,8286774612
2019-08-08,8330473546
2019-08-09,8330473546
2019-08-12,8066823308
2019-08-13,8253272095
2019-08-14,8034777423
2019-08-15,8050800366
2019-08-16,8133828341
2019-08-19,8193550218
2019-08-20,8123631923
2019-08-21,8113435505
2019-08-22,8046430472
2019-08-23,7741994562
2019-08-26,7902223988
2019-08-27,7695382365
2019-08-28,7602157971
2019-08-29,7712861939
2019-08-30,7682272685
2019-09-03,7583221766
2019-09-04,7538066201
2019-09-05,7683729316
2019-09-06,7644400275
2019-09-09,7524956520
2019-09-10,7322484791
2019-09-11,7473974430
2019-09-12,7567198824
2019-09-13,7479800955
2019-09-16,7367640356
2019-09-17,7405512766
2019-09-18,7388033192
2019-09-19,7376380143
2019-09-20,7516216734
2019-09-23,7510390209
2019-09-24,7482714217
2019-09-25,7221977241
2019-09-26,7069030970
2019-09-27,6911714806
2019-09-30,6961602071
2019-10-01,6895871460
2019-10-02,6873961256
2019-10-03,7002501118
2019-10-04,7171940027
2019-10-07,7104748736
2019-10-08,6967444792
2019-10-09,7001040438
2019-10-10,6963062751
2019-10-11,7103288055
2019-10-14,7060928328
2019-10-15,7186546830
2019-10-16,7131040980
2019-10-17,7263962883
2019-10-18,7103288055
2019-10-21,7103288055
2019-10-22,7071153090
2019-10-23,7201153632
2019-10-24,7234749278
2019-10-25,7237670638
2019-10-28,7320929413
2019-10-29,7380817303
2019-10-30,7284412406
2019-10-31,7106209416
2019-11-01,7249356080
2019-11-04,7335536215
2019-11-05,7366210500
2019-11-06,7174861388
2019-11-07,7193850231
2019-11-08,7233288598
2019-11-11,7281491046
2019-11-12,7224524516
2019-11-13,7237670638
2019-11-14,7173400707
2019-11-15,7364749820
2019-11-18,7364749820
2019-11-19,7465536757
2019-11-20,7537110090
2019-11-21,7529806688
2019-11-22,7601380021
2019-11-25,7719695121
2019-11-26,7693402876
2019-11-27,7773740290
2019-11-29,7594076619
2019-12-02,7512278525
2019-12-03,7502053764
2019-12-04,7563402334
2019-12-05,7537110090
2019-12-06,7602840701
2019-12-09,7604301381
2019-12-10,7754751447
2019-12-11,7621829544
2019-12-12,7630593626
2019-12-13,7623290224
2019-12-16,7757672807
2019-12-17,7697784917
2019-12-18,7741605325
2019-12-19,8070258381
2019-12-20,8115539469
2019-12-23,8195876882
2019-12-24,8182730760
2019-12-26,8211944365
2019-12-27,8245540011
2019-12-30,8273292936
2019-12-31,8518190000
2020-01-02,8563580000
2020-01-03,8469774000
2020-01-06,8471287000
2020-01-07,8516677000
2020-01-08,8575684000
2020-01-09,8619561000
2020-01-10,8728497000
2020-01-13,8994785000
2020-01-14,9124903000
2020-01-15,9205092000
2020-01-16,9300411000
2020-01-17,9211144000
2020-01-21,9307976000
2020-01-22,9342775000
2020-01-23,9315541000
2020-01-24,9317054000
2020-01-27,9380600000
2020-01-28,9524335000
2020-01-29,9501640000
2020-01-30,9379087000
2020-01-31,9244430000
2020-02-03,9327645000
2020-02-04,8997811000
2020-02-05,8966038000
2020-02-06,8923674000
2020-02-07,8758757000
2020-02-10,8973603000
2020-02-11,8994785000
2020-02-12,8976629000
2020-02-13,9017480000
2020-02-14,9146085000
2020-02-18,8972090000
2020-02-19,9176345000
2020-02-20,8896440000
2020-02-21,8923674000
2020-02-24,8460696000
2020-02-25,8279136000
2020-02-26,8324526000
2020-02-27,7935685000
2020-02-28,7796489000
2020-03-02,8070342000
2020-03-03,7938711000
2020-03-04,8304857000
2020-03-05,7819184000
2020-03-06,7400082999
2020-03-09,6664765000
2020-03-10,7185237000
2020-03-11,6967365000
2020-03-12,6658713000
2020-03-13,7250296000
2020-03-16,5891622000
2020-03-17,6492282999
2020-03-18,5590535000
2020-03-19,6144293000
2020-03-20,5930960000
2020-03-23,6156397000
2020-03-24,6959800000
2020-03-25,7312329000
2020-03-26,7630059000
2020-03-27,7401596000
2020-03-30,7633085000
2020-03-31,8119785000
2020-04-01,7505526000
2020-04-02,7805622000
2020-04-03,7647759000
2020-04-06,8188557000
2020-04-07,8240136000
2020-04-08,8612130000
2020-04-09,8824698000
2020-04-13,8544921000
2020-04-14,8855958000
2020-04-15,8630886000
2020-04-16,8715288000
2020-04-17,9027888000
2020-04-20,9199818000
2020-04-21,8930982000
2020-04-22,9106038000
2020-04-23,9166995000
2020-04-24,9438957000
2020-04-27,9881286000
2020-04-28,9834396000
2020-04-29,10767507000
2020-04-30,10808145000
2020-05-01,10411143000
2020-05-04,10403328000
2020-05-05,10611207000
2020-05-06,11192643000
2020-05-07,11101989000
2020-05-08,11247347999
2020-05-11,11442722999
2020-05-12,11081670000
2020-05-13,11117619000
2020-05-14,10970697000
2020-05-15,11486487000
2020-05-18,11838162000
2020-05-19,11999151000
2020-05-20,12277365000
2020-05-21,12238290000
2020-05-22,12272676000
2020-05-26,11955387000
2020-05-27,11486487000
2020-05-28,12019470000
2020-05-29,12149199000
2020-06-01,11978832000
2020-06-02,12192963000
2020-06-03,12353952000
2020-06-04,12021033000
2020-06-05,11675610000
2020-06-08,11774079000
2020-06-09,11695929000
2020-06-10,11664669000
2020-06-11,10729995000
2020-06-12,10873790999
2020-06-15,10991015999
2020-06-16,11194206000
2020-06-17,11139501000
2020-06-18,11064477000
2020-06-19,11131686000
2020-06-22,11203584000
2020-06-23,11155131000
2020-06-24,11014461000
2020-06-25,11455227000
2020-06-26,11419278000
2020-06-29,11244222000
2020-06-30,12021200000
2020-07-01,12032680000
2020-07-02,11929360000
2020-07-06,12058920000
2020-07-07,12091720000
2020-07-08,12500080000
2020-07-09,12980600000
2020-07-10,12793640000
2020-07-13,12705080000
2020-07-14,13008479999
2020-07-15,13728439999
2020-07-16,13698920000
2020-07-17,13997400000
2020-07-20,14081040000
2020-07-21,14100720000
2020-07-22,13946560000
2020-07-23,13690720000
2020-07-24,13388960000
2020-07-27,13653000000
2020-07-28,13231520000
2020-07-29,13369280000
2020-07-30,14448400000
2020-07-31,14323760000
2020-08-03,14787880000
2020-08-04,14461520000
2020-08-05,14697680000
2020-08-06,14463160000
2020-08-07,14459880000
2020-08-10,14364760000
2020-08-11,13923600000
2020-08-12,14399200000
2020-08-13,14499240000
2020-08-14,14271280000
2020-08-17,14928920000
2020-08-18,14596000000
2020-08-19,14289320000
2020-08-20,14192560000
2020-08-21,14184360000
2020-08-24,14507439999
2020-08-25,14489400000
2020-08-26,14548439999
2020-08-27,14384439999
2020-08-28,14376240000
2020-08-31,15170000000
2020-09-01,14871520000
2020-09-02,14668160000
2020-09-03,14169600000
2020-09-04,13767800000
2020-09-08,13623479999
2020-09-09,13907200000
2020-09-10,13756320000
2020-09-11,13562800000
2020-09-14,13761240000
2020-09-15,13828479999
2020-09-16,13803880000
2020-09-17,13813720000
2020-09-18,13918680000
2020-09-21,14030200000
2020-09-22,13967880000
2020-09-23,13759600000
2020-09-24,13249560000
2020-09-25,13444720000
2020-09-28,13794040000
2020-09-29,13971160000
2020-09-30,14305220000
2020-10-01,14417110000
2020-10-02,14341960000
2020-10-05,14941490000
2020-10-06,14837950000
2020-10-07,15285510000
2020-10-08,15482569999
2020-10-09,15778160000
2020-10-12,15866670000
2020-10-13,15844960000
2020-10-14,15465870000
2020-10-15,15397400000
2020-10-16,15430800000
2020-10-19,15240420000
2020-10-20,15557720000
2020-10-21,15432470000
2020-10-22,15597800000
2020-10-23,15701340000
2020-10-26,15248770000
2020-10-27,15278830000
2020-10-28,14851310000
2020-10-29,14928130000
2020-10-30,14657590000
2020-11-02,14784510000
2020-11-03,15950170000
2020-11-04,16952170000
2020-11-05,17114160000
2020-11-06,17252770000
2020-11-09,17018970000
2020-11-10,16689980000
2020-11-11,16988910000
2020-11-12,17274480000
2020-11-13,17469870000
2020-11-16,17595120000
2020-11-17,17529990000
2020-11-18,17224380000
2020-11-19,17394720000
2020-11-20,17256110000
2020-11-23,16666600000
2020-11-24,15808220000
2020-11-25,15806550000
2020-11-27,16265800000
2020-11-30,16055380000
2020-12-01,15993590000
2020-12-02,15566069999
2020-12-03,15609490000
2020-12-04,15931800000
2020-12-07,15602810000
2020-12-08,15739750000
2020-12-09,15415770000
2020-12-10,15895060000
2020-12-11,15903410000
2020-12-14,16354310000
2020-12-15,16701670000
2020-12-16,16721710000
2020-12-17,17304540000
2020-12-18,17535000000
2020-12-21,17312890000
2020-12-22,17516630000
2020-12-23,17511620000
2020-12-24,17586770000
2020-12-28,17180960000
2020-12-29,17152569999
2020-12-30,17232730000
2020-12-31,17691900000
2021-01-04,17634100000
2021-01-05,17821100000
2021-01-06,18060800000
2021-01-07,18456900000
2021-01-08,19123300000
2021-01-11,19618000000
2021-01-12,19667300000
2021-01-13,19507500000
2021-01-14,19590800000
2021-01-15,19635000000
2021-01-19,20371100000
2021-01-20,20343900000
2021-01-21,20107600000
2021-01-22,19859400000
2021-01-25,19674100000
2021-01-26,19269500000
2021-01-27,18623500000
2021-01-28,19531300000
2021-01-29,19558500000
2021-02-01,19973300000
2021-02-02,20014100000
2021-02-03,19351100000
2021-02-04,19283100000
2021-02-05,19300100000
2021-02-08,19295000000
2021-02-09,19408900000
2021-02-10,20267400000
2021-02-11,20910000000
2021-02-12,21295900000
2021-02-16,20872600000
2021-02-17,20561500000
2021-02-18,20100800000
2021-02-19,20058300000
2021-02-22,19434400000
2021-02-23,19176000000
2021-02-24,19575500000
2021-02-25,19082500000
2021-02-26,19330700000
2021-03-01,19788000000
2021-03-02,19340900000
2021-03-03,18422900000
2021-03-04,17523600000
2021-03-05,17773500000
2021-03-08,17256700000
2021-03-09,17561000000
2021-03-10,17518500000
2021-03-11,18064200000
2021-03-12,17979200000
2021-03-15,18133900000
2021-03-16,17598400000
2021-03-17,18026800000
2021-03-18,17680000000
2021-03-19,18021700000
2021-03-22,18669400000
2021-03-23,18258000000
2021-03-24,17506600000
2021-03-25,17377400000
2021-03-26,17561000000
2021-03-29,17362100000
2021-03-30,17606900000
2021-03-31,18008010000
2021-04-01,18218340000
2021-04-05,18083250000
2021-04-06,18302130000
2021-04-07,18153360000
2021-04-08,18368820000
2021-04-09,18683460000
2021-04-12,18703980000
2021-04-13,18645840000
2021-04-14,18794610000
2021-04-15,18979290000
2021-04-16,18912600000
2021-04-19,18575730000
2021-04-20,18700560000
2021-04-21,19027170000
2021-04-22,19358910000
2021-04-23,19646190000
2021-04-26,19782990000
2021-04-27,19276830000
2021-04-28,19360620000
2021-04-29,19480320000
2021-04-30,19232370000
2021-05-03,19114380000
2021-05-04,17698500000
2021-05-05,18208080000
2021-05-06,18156780000
2021-05-07,18392760000
2021-05-10,17920800000
2021-05-11,17784000000
2021-05-12,17353080000
2021-05-13,17182080000
2021-05-14,17561700000
2021-05-17,17445420000
2021-05-18,17158140000
2021-05-19,17163270000
2021-05-20,17722440000
2021-05-21,17411220000
2021-05-24,17537760000
2021-05-25,17689950000
2021-05-26,17833590000
2021-05-27,17972100000
2021-05-28,17925930000
2021-06-01,17443710000
2021-06-02,17223120000
2021-06-03,17204310000
2021-06-04,17298360000
2021-06-07,17770320000
2021-06-08,17804520000
2021-06-09,18348300000
2021-06-10,18616770000
2021-06-11,18647550000
2021-06-14,18738180000
2021-06-15,18548370000
2021-06-16,18432090000
2021-06-17,18905760000
2021-06-18,18572310000
2021-06-21,18767250000
2021-06-22,18811710000
2021-06-23,18654390000
2021-06-24,18683460000
2021-06-25,18666360000
2021-06-28,18743310000
2021-06-29,18664650000
2021-06-30,18488520000
2021-07-01,18955350000
2021-07-02,19001520000
2021-07-06,19348650000
2021-07-07,19594890000
2021-07-08,19304190000
2021-07-09,19365750000
2021-07-12,19415340000
2021-07-13,19379430000
2021-07-14,19004940000
2021-07-15,18758700000
2021-07-16,18668070000
2021-07-19,18953640000
2021-07-20,19269990000
2021-07-21,19415340000
2021-07-22,19697490000
2021-07-23,19880460000
2021-07-26,19323000000
2021-07-27,19494000000
2021-07-28,19923210000
2021-07-29,20403720000
2021-07-30,20487510000
2021-08-02,20578140000
2021-08-03,20889360000
2021-08-04,21015900000
2021-08-05,20882520000
2021-08-06,20764530000
2021-08-09,20814120000
2021-08-10,20381490000
2021-08-11,20201940000
2021-08-12,20569590000
2021-08-13,20615760000
2021-08-16,20687580000
2021-08-17,20632860000
2021-08-18,20523420000
2021-08-19,20673900000
2021-08-20,21104820000
2021-08-23,21381840000
2021-08-24,21588750000
2021-08-25,22084650000
2021-08-26,22281300000
2021-08-27,22204350000
2021-08-30,22283010000
2021-08-31,22305240000
2021-09-01,22890060000
2021-09-02,23871600000
2021-09-03,23999850000
2021-09-07,24129810000
2021-09-08,24341850000
2021-09-09,24116130000
2021-09-10,23539860000
2021-09-13,23363730000
2021-09-14,23623650000
2021-09-15,23642460000
2021-09-16,23627069999
2021-09-17,23281650000
2021-09-20,23252580000
2021-09-21,23271390000
2021-09-22,23462910000
2021-09-23,24114420000
2021-09-24,24169140000
2021-09-27,23322689999
2021-09-28,22780620000
2021-09-29,22955040000
2021-09-30,23350018852
2021-10-01,23149981117
2021-10-04,22639358475
2021-10-05,22844660362
2021-10-06,22699018853
2021-10-07,22993811305
2021-10-08,22870981117
2021-10-11,22553377343
2021-10-12,22570924513
2021-10-13,22488452815
2021-10-14,22625320740
2021-10-15,22595490551
2021-10-18,22881509419
2021-10-19,23376339607
2021-10-20,23123660362
2021-10-21,23216660362
2021-10-22,23290358475
2021-10-25,22967490551
2021-10-26,23427226399
2021-10-27,23341245267
2021-10-28,23776415079
2021-10-29,24190528286
2021-11-01,24402849040
2021-11-02,23925566022
2021-11-03,23865905644
2021-11-04,22642867909
2021-11-05,21444396212
2021-11-08,21758490552
2021-11-09,21940981117
2021-11-10,21698830174
2021-11-11,22179622627
2021-11-12,22469150928
2021-11-15,22497226400
2021-11-16,23056981117
2021-11-17,22820094324
2021-11-18,22465641494
2021-11-19,22304207532
2021-11-22,22574433947
2021-11-23,22435811306
2021-11-24,22739377343
2021-11-26,23216660362
2021-11-29,23506188664
2021-11-30,22576188664
2021-12-01,22339301872
2021-12-02,22398962249
2021-12-03,21490018854
2021-12-06,21207509420
2021-12-07,21668999986
2021-12-08,22365622627
2021-12-09,21721641495
2021-12-10,21463698099
2021-12-13,21912905646
2021-12-14,21474226401
2021-12-15,22298943381
2021-12-16,22279641495
2021-12-17,21998886778
2021-12-20,20981150929
2021-12-21,21851490551
2021-12-22,21860264136
2021-12-23,21926943382
2021-12-27,22172603759
2021-12-28,21997132061
2021-12-29,22474415079
2021-12-30,22549867909
2021-12-31,23045400000
2022-01-03,22408200000
2022-01-04,21535200000
2022-01-05,20890800000
2022-01-06,21045600000
2022-01-07,20782800000
2022-01-10,21295800000
2022-01-11,21209400000
2022-01-12,20768400000
2022-01-13,19796400000
2022-01-14,19483200000
2022-01-18,18707400000
2022-01-19,18460800000
2022-01-20,18363600000
2022-01-21,18374400000
2022-01-24,18673200000
2022-01-25,18063000000
2022-01-26,17661600000
2022-01-27,17438400000
2022-01-28,17978400000
2022-01-31,18707400000
2022-02-01,19182600000
2022-02-02,19114200000
2022-02-03,18549000000
2022-02-04,18477000000
2022-02-07,18572400000
2022-02-08,18212400000
2022-02-09,18658800000
2022-02-10,18243000000
2022-02-11,17863200000
2022-02-14,17814600000
2022-02-15,17942400000
2022-02-16,17987400000
2022-02-17,17634600000
2022-02-18,17827200000
2022-02-22,17614800000
2022-02-23,16954200000
2022-02-24,17834400000
2022-02-25,18423000000
2022-02-28,18367200000
2022-03-01,18360000000
2022-03-02,18459000000
2022-03-03,18320400000
2022-03-04,18064800000
2022-03-07,17739000000
2022-03-08,16956000000
2022-03-09,17764200000
2022-03-10,17699400000
2022-03-11,17301600000
2022-03-14,17217000000
2022-03-15,17382600000
2022-03-16,18507600000
2022-03-17,19159200000
2022-03-18,19645200000
2022-03-21,19398600000
2022-03-22,19420200000
2022-03-23,18896400000
2022-03-24,19423800000
2022-03-25,19274400000
2022-03-28,19440000000
2022-03-29,19945800000
2022-03-30,19949400000
2022-03-31,19962000000
2022-04-01,20529000000
2022-04-04,20412000000
2022-04-05,20244600000
2022-04-06,19830600000
2022-04-07,20295000000
2022-04-08,19927800000
2022-04-11,19269000000
2022-04-12,18010800000
2022-04-13,18158400000
2022-04-14,17517600000
2022-04-18,17022599999
2022-04-19,17159400000
2022-04-20,17307000000
2022-04-21,16610400000
2022-04-22,16320600000
2022-04-25,16225200000
2022-04-26,15696000000
2022-04-27,15886800000
2022-04-28,16182000000
2022-04-29,16300800000
2022-05-02,16221600000
2022-05-03,17991000000
2022-05-04,18734400000
2022-05-05,18117000000
2022-05-06,17789400000
2022-05-09,16866000000
2022-05-10,17004600000
2022-05-11,16622999999
2022-05-12,17100000000
2022-05-13,17672400000
2022-05-16,17580600000
2022-05-17,18136800000
2022-05-18,17607600000
2022-05-19,17951400000
2022-05-20,18034200000
2022-05-23,17737200000
2022-05-24,17416800000
2022-05-25,17404200000
2022-05-26,18174600000
2022-05-27,18966600000
2022-05-31,18550800000
2022-06-01,18806400000
2022-06-02,19920600000
2022-06-03,19947600000
2022-06-06,20021400000
2022-06-07,20467800000
2022-06-08,19949400000
2022-06-09,19771200000
2022-06-10,19200600000
2022-06-13,18603000000
2022-06-14,18772200000
2022-06-15,18892800000
2022-06-16,18144000000
2022-06-17,18451800000
2022-06-21,18718200000
2022-06-22,18957600000
2022-06-23,19729800000
2022-06-24,19729800000
2022-06-27,19956600000
2022-06-28,19285200000
2022-06-29,19107000000
2022-06-30,19312200000
2022-07-01,19263600000
2022-07-05,19078200000
2022-07-06,19656000000
2022-07-07,19981800000
2022-07-08,20125800000
2022-07-11,19942200000
2022-07-12,18829800000
2022-07-13,18664200000
2022-07-14,18036000000
2022-07-15,18570600000
2022-07-18,17987400000
2022-07-19,18489600000
2022-07-20,18757800000
2022-07-21,19818000000
2022-07-22,19369800000
2022-07-25,19425600000
2022-07-26,19373400000
2022-07-27,19693800000
2022-07-28,20138400000
2022-07-29,20358000000
2022-08-01,20124000000
2022-08-02,20050200000
2022-08-03,19575000000
2022-08-04,19692000000
2022-08-05,19900800000
2022-08-08,19807200000
2022-08-09,19463400000
2022-08-10,20311200000
2022-08-11,19789200000
2022-08-12,19794600000
2022-08-15,19953000000
2022-08-16,19659600000
2022-08-17,19512000000
2022-08-18,19135800000
2022-08-19,18943200000
2022-08-22,18424800000
2022-08-23,18451800000
2022-08-24,18484200000
2022-08-25,18756000000
2022-08-26,17946000000
2022-08-29,16610400000
2022-08-30,16070400000
2022-08-31,15840000000
2022-09-01,15901200000
2022-09-02,15764400000
2022-09-06,16014600000
2022-09-07,16532999999
2022-09-08,16788600000
2022-09-09,17274600000
2022-09-12,17289000000
2022-09-13,16536600000
2022-09-14,16542000000
2022-09-15,16063200000
2022-09-16,16189200000
2022-09-19,16070400000
2022-09-20,15687000000
2022-09-21,14967000000
2022-09-22,14230800000
2022-09-23,13692599999
2022-09-26,13451400000
2022-09-27,13093200000
2022-09-28,13723200000
2022-09-29,13370400000
2022-09-30,13097160000
2022-10-03,13850120000
2022-10-04,14441990000
2022-10-05,14661000000
2022-10-06,14246509999
2022-10-07,13940620000
2022-10-10,13571380000
2022-10-11,13245580000
2022-10-12,13249200000
2022-10-13,13421150000
2022-10-14,13051910000
2022-10-17,13459160000
2022-10-18,13562330000
2022-10-19,12865480000
2022-10-20,12356870000
2022-10-21,12241030000
2022-10-24,12489000000
2022-10-25,12916160000
2022-10-26,13026570000
2022-10-27,11994870000
2022-10-28,11978580000
2022-10-31,11897130000
2022-11-01,8964930000
2022-11-02,8126900000
2022-11-03,7647250000
2022-11-04,7683450000
2022-11-07,7507879999
2022-11-08,7752230000
2022-11-09,7513310000
2022-11-10,8125090000
2022-11-11,8539580000
2022-11-14,8463560000
2022-11-15,8852710000
2022-11-16,8085270000
2022-11-17,7614670000
2022-11-18,7790240000
2022-11-21,7582090000
2022-11-22,7518740000
2022-11-23,7634580000
2022-11-25,7491590000
2022-11-28,8492520000
2022-11-29,8539580000
2022-11-30,9073530000
2022-12-01,9453630000
2022-12-02,9457250000
2022-12-05,9189370000
2022-12-06,8727820000
2022-12-07,8546820000
2022-12-08,8242740000
2022-12-09,8087080000
2022-12-12,8235500000
2022-12-13,8467180000
2022-12-14,8373060000
2022-12-15,8208350000
2022-12-16,8011060000
2022-12-19,7942280000
2022-12-20,8029160000
2022-12-21,7864450000
2022-12-22,7783000000
2022-12-23,7846350000
2022-12-27,7840920000
2022-12-28,7772140000
2022-12-29,8192060000
2022-12-30,8146810000
2023-01-03,8226450000
2023-01-04,8407450000
2023-01-05,8356770000
2023-01-06,8626460000
2023-01-09,8720580000
2023-01-10,8706100000
2023-01-11,8952260000
2023-01-12,8932350000
2023-01-13,8883480000
2023-01-17,8680760000
2023-01-18,8720580000
2023-01-19,8921490000
2023-01-20,8950450000
2023-01-23,9518790000
2023-01-24,8972170000
2023-01-25,9078960000
2023-01-26,9460870000
2023-01-27,9710650000
2023-01-30,9516980000
2023-01-31,9692550000
2023-02-01,9904320000
2023-02-02,10251840000
2023-02-03,10145050000
2023-02-06,12127000000
2023-02-07,12955980000
2023-02-08,12907110000
2023-02-09,13032000000
2023-02-10,12753259999
2023-02-13,12769550000
2023-02-14,12733349999
2023-02-15,12505290000
2023-02-16,13012090000
2023-02-17,12917970000
2023-02-21,12427460000
2023-02-22,12246460000
2023-02-23,12244650000
2023-02-24,12304380000
2023-02-27,12170440000
2023-02-28,12347820000
2023-03-01,12490810000
2023-03-02,12885390000
2023-03-03,13441060000
2023-03-06,12912540000
2023-03-07,12273610000
2023-03-08,12631990000
2023-03-09,12659140000
2023-03-10,12293520000
2023-03-13,11886270000
2023-03-14,12726110000
2023-03-15,12641040000
2023-03-16,12887200000
2023-03-17,12146910000
2023-03-20,12123380000
2023-03-21,12087180000
2023-03-22,11701650000
2023-03-23,11337840000
2023-03-24,11632870000
2023-03-27,12219310000
2023-03-28,11931520000
2023-03-29,12110710000
2023-03-30,11705270000
2023-03-31,11893509999
2023-04-03,11388520000
2023-04-04,11267250000
2023-04-05,11153220000
2023-04-06,11755950000
2023-04-10,12174060000
2023-04-11,11844640000
2023-04-12,11629250000
2023-04-13,11459110000
2023-04-14,8383920000
2023-04-17,8222830000
2023-04-18,7616480000
2023-04-19,7795670000
2023-04-20,8036400000
2023-04-21,8150430000
2023-04-24,8134140000
2023-04-25,7667160000
2023-04-26,7915129999
2023-04-27,8497950000
2023-04-28,9071720000
2023-05-01,9071720000
2023-05-02,8818320000
2023-05-03,8840040000
2023-05-04,8910630000
2023-05-05,8642750000
2023-05-08,6418260000
2023-05-09,6342240000
2023-05-10,6079790000
2023-05-11,6188390000
2023-05-12,5947660000
2023-05-15,6007390000
2023-05-16,5766660000
2023-05-17,5813720000
2023-05-18,5817340000
2023-05-19,6727770000
2023-05-22,6789310000
2023-05-23,6901530000
2023-05-24,6776640000
2023-05-25,6675280000
2023-05-26,6718720000
2023-05-30,6592020000
2023-05-31,6738629999
2023-06-01,6697000000
2023-06-02,6827320000
2023-06-05,6841799999
2023-06-06,7026420000
2023-06-07,7232760000
2023-06-08,7059000000
2023-06-09,7024610000
2023-06-12,7743180000
2023-06-13,7936850000
2023-06-14,7618290000
2023-06-15,7889790000
2023-06-16,7983910000
2023-06-20,8011060000
2023-06-21,7871690000
2023-06-22,8002010000
2023-06-23,7974860000
2023-06-26,7931420000
2023-06-27,7551320000
2023-06-28,7299730000
2023-06-29,7790240000
2023-06-30,7848160000
2023-07-03,8016490000
2023-07-05,8101560000
2023-07-06,8040020000
2023-07-07,8087080000
2023-07-10,8248170000
2023-07-11,8215590000
2023-07-12,8362200000
2023-07-13,8371250000
2023-07-14,8443650000
2023-07-17,8409260000
2023-07-18,8287990000
2023-07-19,8383920000
2023-07-20,8611980000
2023-07-21,8613790000
2023-07-24,8677140000
2023-07-25,8724200000
2023-07-26,8850900000
2023-07-27,8622840000
2023-07-28,8720580000
2023-07-31,8782120000
2023-08-01,8418310000
2023-08-02,8423740000
2023-08-03,8338670000
2023-08-04,8278940000
2023-08-07,8199299999
2023-08-08,8550440000
2023-08-09,8239120000
2023-08-10,8385730000
2023-08-11,8324190000
2023-08-14,8197490000
2023-08-15,8222830000
2023-08-16,8161290000
2023-08-17,8000200000
2023-08-18,8029160000
2023-08-21,8217400000
2023-08-22,8038209999
2023-08-23,8210160000
2023-08-24,8072600000
2023-08-25,8125090000
2023-08-28,8260840000
2023-08-29,8653610000
2023-08-30,8865380000
2023-08-31,9044570000
2023-09-01,9086200000
2023-09-05,9062670000
2023-09-06,8995700000
2023-09-07,8861760000
2023-09-08,8774880000
2023-09-11,8872620000
2023-09-12,8740490000
2023-09-13,8836420000
2023-09-14,8990270000
2023-09-15,8897960000
2023-09-18,8541390000
2023-09-19,8601120000
2023-09-20,8733250000
2023-09-21,8425549999
2023-09-22,8206540000
2023-09-25,8287990000
2023-09-26,8259030000
2023-09-27,8286180000
2023-09-28,8273510000
2023-09-29,8240930000
2023-10-02,8113560000
2023-10-03,7998900000
2023-10-04,7860580000
2023-10-05,7800520000
2023-10-06,7984340000
2023-10-09,8062599999
2023-10-10,8028020000
2023-10-11,8475740000
2023-10-12,8430240000
2023-10-13,8444800000
2023-10-16,8466640000
2023-10-17,8319220000
2023-10-18,8191820000
2023-10-19,7851480000
2023-10-20,7673119999
2023-10-23,7684040000
2023-10-24,7731359999
2023-10-25,7176260000
2023-10-26,7147140000
2023-10-27,7156240000
2023-10-30,7265440000
2023-10-31,6258980000
