,NUE
2009-04-13,13723187200
2009-04-14,13436762880
2009-04-15,13367517440
2009-04-16,13685416959
2009-04-17,13899448319
2009-04-20,13125158400
2009-04-21,13553221120
2009-04-22,13871120640
2009-04-23,12590080000
2009-04-24,12760046080
2009-04-27,12259590400
2009-04-28,11803200000
2009-04-29,12155722240
2009-04-30,12807258880
2009-05-01,13040175360
2009-05-04,14126069760
2009-05-05,13833350400
2009-05-06,13946661120
2009-05-07,13465090560
2009-05-08,13720039680
2009-05-11,13455648000
2009-05-12,13449352959
2009-05-13,12457884160
2009-05-14,12401228800
2009-05-15,12243852800
2009-05-18,12722275840
2009-05-19,13169223680
2009-05-20,12782078720
2009-05-21,12350868480
2009-05-22,12618407680
2009-05-26,12952044800
2009-05-27,13147191040
2009-05-28,13477680640
2009-05-29,13820760319
2009-06-01,14787048959
2009-06-02,14912949760
2009-06-03,14078856959
2009-06-04,14576165120
2009-06-05,14960162560
2009-06-08,14717803520
2009-06-09,15032555520
2009-06-10,14919244800
2009-06-11,15413405440
2009-06-12,14950720000
2009-06-15,14399904000
2009-06-16,14749278720
2009-06-17,14598197760
2009-06-18,14632820480
2009-06-19,14692623360
2009-06-22,13666531840
2009-06-23,13842792959
2009-06-24,13905743360
2009-06-25,14182725120
2009-06-26,14211052800
2009-06-29,14242528000
2009-06-30,13984431360
2009-07-01,13679121920
2009-07-02,13288829440
2009-07-06,13019796630
2009-07-07,12840148020
2009-07-08,12732989200
2009-07-09,13060769120
2009-07-10,12985127600
2009-07-13,13420066340
2009-07-14,13473645750
2009-07-15,13744694530
2009-07-16,13905432760
2009-07-17,14056715800
2009-07-20,14122902130
2009-07-21,14059867530
2009-07-22,13955860440
2009-07-23,13977922550
2009-07-24,14129205590
2009-07-27,14214302300
2009-07-28,14277336900
2009-07-29,13618625330
2009-07-30,13845549890
2009-07-31,14015743310
2009-08-03,14895075980
2009-08-04,14813131000
2009-08-05,15118848810
2009-08-06,15389897590
2009-08-07,15484449490
2009-08-10,14844648300
2009-08-11,14479047620
2009-08-12,14693365260
2009-08-13,15036903830
2009-08-14,14746944670
2009-08-17,14050412340
2009-08-18,14460137240
2009-08-19,14523171840
2009-08-20,14690213530
2009-08-21,14860406950
2009-08-24,14740641210
2009-08-25,14614572010
2009-08-26,14271033440
2009-08-27,14138660780
2009-08-28,14453833780
2009-08-31,14037805420
2009-09-01,13763604910
2009-09-02,13659597820
2009-09-03,13889674110
2009-09-04,13921191410
2009-09-08,14305702470
2009-09-09,14381343990
2009-09-10,14822586190
2009-09-11,14614572010
2009-09-14,14753248130
2009-09-15,15062117670
2009-09-16,15162973030
2009-09-17,15708222320
2009-09-18,15664098100
2009-09-21,15528573710
2009-09-22,15670401560
2009-09-23,15370987210
2009-09-24,15074724590
2009-09-25,14765855050
2009-09-28,14936048470
2009-09-29,14750096400
2009-09-30,14816282730
2009-10-01,14167026350
2009-10-02,13981074280
2009-10-05,14341600000
2009-10-06,14269104000
2009-10-07,14275408000
2009-10-08,14351056000
2009-10-09,14202912000
2009-10-12,14127264000
2009-10-13,14105200000
2009-10-14,14458224000
2009-10-15,14540176000
2009-10-16,14256495999
2009-10-19,14429856000
2009-10-20,14392031999
2009-10-21,14499200000
2009-10-22,13925536000
2009-10-23,13922384000
2009-10-26,13641856000
2009-10-27,12929504000
2009-10-28,12592240000
2009-10-29,13002000000
2009-10-30,12560720000
2009-11-02,12299104000
2009-11-03,12305408000
2009-11-04,12188784000
2009-11-05,12538656000
2009-11-06,12399968000
2009-11-09,13042976000
2009-11-10,12844400000
2009-11-11,13068192000
2009-11-12,12800272000
2009-11-13,12869616000
2009-11-16,13241552000
2009-11-17,13310895999
2009-11-18,13213184000
2009-11-19,12992544000
2009-11-20,12964176000
2009-11-23,13156448000
2009-11-24,13228944000
2009-11-25,13578816000
2009-11-27,13178512000
2009-11-30,13367631999
2009-12-01,13645008000
2009-12-02,13887712000
2009-12-03,13563056000
2009-12-04,13597728000
2009-12-07,13550448000
2009-12-08,13336112000
2009-12-09,13572512000
2009-12-10,13251008000
2009-12-11,13317200000
2009-12-14,13500016000
2009-12-15,13559904000
2009-12-16,13588272000
2009-12-17,13553600000
2009-12-18,13815216000
2009-12-21,14064224000
2009-12-22,14291168000
2009-12-23,14530720000
2009-12-24,14845920000
2009-12-28,14798640000
2009-12-29,14518112000
2009-12-30,14833312000
2009-12-31,14716255650
2010-01-04,15075881190
2010-01-05,15179983320
2010-01-06,15637401770
2010-01-07,15530145029
2010-01-08,15750967730
2010-01-11,15659484040
2010-01-12,15271467009
2010-01-13,15277776230
2010-01-14,15113736509
2010-01-15,14962315230
2010-01-19,15176828710
2010-01-20,14861367710
2010-01-21,14413413090
2010-01-22,13940221590
2010-01-25,13921293930
2010-01-26,13741481160
2010-01-27,13435483990
2010-01-28,13060085400
2010-01-29,12870808800
2010-02-01,13239898170
2010-02-02,13539586120
2010-02-03,13230434340
2010-02-04,12460709500
2010-02-05,12763552060
2010-02-08,12482791770
2010-02-09,12763552060
2010-02-10,12593203120
2010-02-11,12981220150
2010-02-12,12974910930
2010-02-16,13467030090
2010-02-17,13388164840
2010-02-18,13760408820
2010-02-19,13990695350
2010-02-22,13773027259
2010-02-23,13249362000
2010-02-24,13277753490
2010-02-25,13211506680
2010-02-26,13060085400
2010-03-01,13366082570
2010-03-02,13536431509
2010-03-03,13615296759
2010-03-04,13725708110
2010-03-05,14056942160
2010-03-08,14145271240
2010-03-09,14173662730
2010-03-10,14205208830
2010-03-11,14198899610
2010-03-12,14284074080
2010-03-15,14233600320
2010-03-16,14533288270
2010-03-17,14230445710
2010-03-18,14113725140
2010-03-19,14003313790
2010-03-22,14088488259
2010-03-23,14615308130
2010-03-24,14454423020
2010-03-25,14157889680
2010-03-26,14407103870
2010-03-29,14523824440
2010-03-30,14372403160
2010-03-31,14315620180
2010-04-01,14495432950
2010-04-05,15012302970
2010-04-06,15047046360
2010-04-07,15037570890
2010-04-08,14999669010
2010-04-09,14971242600
2010-04-12,14892280350
2010-04-13,14844903000
2010-04-14,15056521830
2010-04-15,14734355850
2010-04-16,14415348360
2010-04-19,14380604970
2010-04-20,14295325740
2010-04-21,14247948390
2010-04-22,14298484230
2010-04-23,14548004940
2010-04-26,14453250240
2010-04-27,14093182380
2010-04-28,14216363490
2010-04-29,14421665339
2010-04-30,14314276680
2010-05-03,14506944570
2010-05-04,14263740839
2010-05-05,14456408730
2010-05-06,14118450300
2010-05-07,14181620100
2010-05-10,14709087930
2010-05-11,14525895510
2010-05-12,14772257730
2010-05-13,14633284170
2010-05-14,14494310610
2010-05-17,14380604970
2010-05-18,14058438990
2010-05-19,14074231440
2010-05-20,13489910790
2010-05-21,13565714550
2010-05-24,13344620250
2010-05-25,13549922100
2010-05-26,13407790050
2010-05-27,13849978650
2010-05-28,13597299450
2010-06-01,13085624070
2010-06-02,13505703240
2010-06-03,13436216460
2010-06-04,12927699570
2010-06-07,12671861880
2010-06-08,12934016550
2010-06-09,12978235410
2010-06-10,13401473070
2010-06-11,13464642870
2010-06-14,13401473070
2010-06-15,13470959850
2010-06-16,13319352330
2010-06-17,13167744810
2010-06-18,13104575010
2010-06-21,13193012730
2010-06-22,12975076920
2010-06-23,13177220280
2010-06-24,12804518460
2010-06-25,13000344839
2010-06-28,12678178860
2010-06-29,12153869519
2010-06-30,12090699720
2010-07-01,11926458240
2010-07-02,11787484680
2010-07-06,11817253510
2010-07-07,12354832610
2010-07-08,12367481530
2010-07-09,12525593030
2010-07-12,12228343410
2010-07-13,12399103830
2010-07-14,12459186200
2010-07-15,12418077210
2010-07-16,12044934070
2010-07-19,12158774350
2010-07-20,12591999860
2010-07-21,12367481530
2010-07-22,12544566410
2010-07-23,12598324320
2010-07-26,12683704530
2010-07-27,12585675400
2010-07-28,12506619650
2010-07-29,12383292679
2010-07-30,12376968220
2010-08-02,12734300210
2010-08-03,12604648780
2010-08-04,12743786900
2010-08-05,12642595539
2010-08-06,12645757770
2010-08-09,12655244460
2010-08-10,12554053100
2010-08-11,12130314280
2010-08-12,12193558880
2010-08-13,12044934070
2010-08-16,12149287660
2010-08-17,12433888360
2010-08-18,12440212820
2010-08-19,12187234420
2010-08-20,12133476510
2010-08-23,11940580480
2010-08-24,11599059640
2010-08-25,11599059640
2010-08-26,11504192740
2010-08-27,11779306750
2010-08-30,11592735179
2010-08-31,11630681940
2010-09-01,12003825080
2010-09-02,12155612120
2010-09-03,12231505640
2010-09-07,12452861740
2010-09-08,12658406690
2010-09-09,12595162090
2010-09-10,12677380070
2010-09-13,12857627179
2010-09-14,12462348429
2010-09-15,12418077210
2010-09-16,12316885850
2010-09-17,12250479020
2010-09-20,12256803480
2010-09-21,12038609610
2010-09-22,11965878320
2010-09-23,11700251000
2010-09-24,11902633720
2010-09-27,11874173650
2010-09-28,12022798460
2010-09-29,12139800970
2010-09-30,12079718600
2010-10-01,12291588010
2010-10-04,12194213100
2010-10-05,12504208660
2010-10-06,12599105260
2010-10-07,12333394780
2010-10-08,12627574240
2010-10-11,12678185760
2010-10-12,12614921360
2010-10-13,12700328300
2010-10-14,12539004080
2010-10-15,12415638500
2010-10-18,12497882220
2010-10-19,12184723440
2010-10-20,12456760360
2010-10-21,11985440580
2010-10-22,11982277360
2010-10-25,12102479720
2010-10-26,11982277360
2010-10-27,11884217540
2010-10-28,12007583120
2010-10-29,12089826840
2010-11-01,12083500400
2010-11-02,12254314280
2010-11-03,12191049880
2010-11-04,12463086800
2010-11-05,12779408800
2010-11-08,12741450160
2010-11-09,12627574240
2010-11-10,12811041000
2010-11-11,12855326080
2010-11-12,12671859320
2010-11-15,12450433920
2010-11-16,12010746340
2010-11-17,11906360080
2010-11-18,11963298040
2010-11-19,12007583120
2010-11-22,12102479720
2010-11-23,11862075000
2010-11-24,12007583120
2010-11-26,11874727880
2010-11-29,11900033640
2010-11-30,11937992280
2010-12-01,12406148840
2010-12-02,12735123720
2010-12-03,12624411019
2010-12-06,12570636280
2010-12-07,13073588260
2010-12-08,13032466400
2010-12-09,13108383680
2010-12-10,13247565360
2010-12-13,13510112620
2010-12-14,13661947180
2010-12-15,13715721920
2010-12-16,14028880700
2010-12-17,14101634760
2010-12-20,14009901380
2010-12-21,14098471540
2010-12-22,14076329000
2010-12-23,14098471540
2010-12-27,14054186460
2010-12-28,14095308320
2010-12-29,13997248500
2010-12-30,14063676120
2010-12-31,13873192900
2011-01-03,13996664950
2011-01-04,13876358850
2011-01-05,14031490400
2011-01-06,13901686449
2011-01-07,13927014050
2011-01-10,13851031250
2011-01-11,14158128400
2011-01-12,14161294349
2011-01-13,14158128400
2011-01-14,13993499000
2011-01-18,14259438800
2011-01-19,13863695050
2011-01-20,14126468900
2011-01-21,14104307250
2011-01-24,14268936650
2011-01-25,14227779300
2011-01-26,14721667500
2011-01-27,14373413000
2011-01-28,14278434500
2011-01-31,14534876449
2011-02-01,14943284000
2011-02-02,15139572900
2011-02-03,15263044950
2011-02-04,15187062150
2011-02-07,15193394050
2011-02-08,15076253900
2011-02-09,14895794750
2011-02-10,14971777550
2011-02-11,15136406950
2011-02-14,15263044950
2011-02-15,15304202300
2011-02-16,15386517000
2011-02-17,15475163600
2011-02-18,15430840300
2011-02-22,14987607300
2011-02-23,14845139550
2011-02-24,14854637400
2011-02-25,14854637400
2011-02-28,15183896200
2011-03-01,14756492950
2011-03-02,14832475750
2011-03-03,15187062150
2011-03-04,15177564300
2011-03-07,14841973600
2011-03-08,14943284000
2011-03-09,14655182550
2011-03-10,14268936650
2011-03-11,14908458550
2011-03-14,14832475750
2011-03-15,14743829150
2011-03-16,14180290050
2011-03-17,14322757800
2011-03-18,14363915150
2011-03-21,14452561750
2011-03-22,14468391500
2011-03-23,14582365700
2011-03-24,14680510150
2011-03-25,14740663200
2011-03-28,14639352800
2011-03-29,14759658900
2011-03-30,14762824850
2011-03-31,14569701900
2011-04-01,14626689000
2011-04-04,14848931570
2011-04-05,15035850060
2011-04-06,15092876040
2011-04-07,15039018170
2011-04-08,14706366620
2011-04-11,14655676860
2011-04-12,14323025310
2011-04-13,14208973350
2011-04-14,14246990670
2011-04-15,14329361529
2011-04-18,14186796580
2011-04-19,14478262700
2011-04-20,14725375279
2011-04-21,14620827650
2011-04-25,14288176100
2011-04-26,14696862290
2011-04-27,14662013080
2011-04-28,14728543390
2011-04-29,14877444560
2011-05-02,14462422150
2011-05-03,14601818990
2011-05-04,14367378850
2011-05-05,14161451700
2011-05-06,14006214310
2011-05-09,14240654450
2011-05-10,14243822560
2011-05-11,14022054860
2011-05-12,14028391080
2011-05-13,13610200560
2011-05-16,13648217880
2011-05-17,13483476160
2011-05-18,13600696230
2011-05-19,13572183240
2011-05-20,13242699800
2011-05-23,13163497050
2011-05-24,13287053340
2011-05-25,13236363580
2011-05-26,13271212790
2011-05-27,13334574990
2011-05-31,13413777740
2011-06-01,12970242340
2011-06-02,12960738009
2011-06-03,12799164400
2011-06-06,12672440000
2011-06-07,12685112440
2011-06-08,12510866390
2011-06-09,12567892370
2011-06-10,12666103779
2011-06-13,12501362060
2011-06-14,12897375810
2011-06-15,12609077800
2011-06-16,12501362060
2011-06-17,12498193950
2011-06-20,12586901029
2011-06-21,12773819520
2011-06-22,12764315190
2011-06-23,12672440000
2011-06-24,12533043160
2011-06-27,12507698279
2011-06-28,12574228590
2011-06-29,12748474640
2011-06-30,13058949420
2011-07-01,13169833270
2011-07-05,13071564740
2011-07-06,12947859080
2011-07-07,13166722940
2011-07-08,12982750420
2011-07-11,12630665080
2011-07-12,12576742100
2011-07-13,12630665080
2011-07-14,12443520619
2011-07-15,12525991060
2011-07-18,12345190480
2011-07-19,12545022700
2011-07-20,12624321200
2011-07-21,12887592220
2011-07-22,13036673400
2011-07-25,12909795800
2011-07-26,12595773740
2011-07-27,12370566000
2011-07-28,12345190480
2011-07-29,12335674660
2011-08-01,12199281240
2011-08-02,11850367840
2011-08-03,11844023960
2011-08-04,11085930300
2011-08-05,11085930300
2011-08-08,10162895760
2011-08-09,10768736300
2011-08-10,10289773360
2011-08-11,10794111820
2011-08-12,10841690920
2011-08-15,11035179260
2011-08-16,10838518980
2011-08-17,10752876600
2011-08-18,10143864120
2011-08-19,9994782940
2011-08-22,9985267120
2011-08-23,10343696340
2011-08-24,10784596000
2011-08-25,10543528560
2011-08-26,10898785840
2011-08-29,11326997740
2011-08-30,11460219220
2011-08-31,11444359520
2011-09-01,11235011480
2011-09-02,10806799580
2011-09-06,10556216320
2011-09-07,11019319560
2011-09-08,10879754200
2011-09-09,10511809160
2011-09-12,10451542300
2011-09-13,10676750039
2011-09-14,10816315400
2011-09-15,11127165520
2011-09-16,11114477760
2011-09-19,10908301660
2011-09-20,10819487340
2011-09-21,10442026480
2011-09-22,9912312500
2011-09-23,10013814580
2011-09-26,10400791260
2011-09-27,10610139300
2011-09-28,10121660540
2011-09-29,10296117240
2011-09-30,10036018160
2011-10-03,9807743000
2011-10-04,10017161000
2011-10-05,10493111000
2011-10-06,10734259000
2011-10-07,10429651000
2011-10-10,10883390000
2011-10-11,11007137000
2011-10-12,11286361000
2011-10-13,11235592999
2011-10-14,11384724000
2011-10-17,10969061000
2011-10-18,11292707000
2011-10-19,11070597000
2011-10-20,11394242999
2011-10-21,11676640000
2011-10-24,11930480000
2011-10-25,11600488000
2011-10-26,11806733000
2011-10-27,12498447000
2011-10-28,12473063000
2011-10-31,11987594000
2011-11-01,11768657000
2011-11-02,12009805000
2011-11-03,12225569000
2011-11-04,12377873000
2011-11-07,12368353999
2011-11-08,12558734000
2011-11-09,11962210000
2011-11-10,12177974000
2011-11-11,12596810000
2011-11-14,12460371000
2011-11-15,12549215000
2011-11-16,12346142999
2011-11-17,12060573000
2011-11-18,12108167999
2011-11-21,11882885000
2011-11-22,11803560000
2011-11-23,11257803999
2011-11-25,11286361000
2011-11-28,11660775000
2011-11-29,11686159000
2011-11-30,12511139000
2011-12-01,12523831000
2011-12-02,12793536000
2011-12-05,12974397000
2011-12-06,13056895000
2011-12-07,13063241000
2011-12-08,12558734000
2011-12-09,12885553000
2011-12-12,12641232000
2011-12-13,12317586000
2011-12-14,12285856000
2011-12-15,12250953000
2011-12-16,12371527000
2011-12-19,12127206000
2011-12-20,12596810000
2011-12-21,12552388000
2011-12-22,12726903000
2011-12-23,12834785000
2011-12-27,12850650000
2011-12-28,12552388000
2011-12-29,12561907000
2011-12-30,12555561000
2012-01-03,12872758280
2012-01-04,12987126320
2012-01-05,13009364550
2012-01-06,13079256130
2012-01-09,13050664120
2012-01-10,13209508620
2012-01-11,13377883790
2012-01-12,13428714030
2012-01-13,13298461540
2012-01-17,13339761110
2012-01-18,13539905180
2012-01-19,13628858100
2012-01-20,13619327430
2012-01-23,13628858100
2012-01-24,13724164800
2012-01-25,13895716860
2012-01-26,14019615570
2012-01-27,14137160500
2012-01-30,14168929400
2012-01-31,14133983610
2012-02-01,14238820980
2012-02-02,14156221840
2012-02-03,14426257489
2012-02-06,14337304570
2012-02-07,14400842370
2012-02-08,14394488590
2012-02-09,14423080600
2012-02-10,14127629830
2012-02-13,13952900880
2012-02-14,13778171930
2012-02-15,13711457239
2012-02-16,14022792460
2012-02-17,13949723989
2012-02-21,14092684040
2012-02-22,13841709730
2012-02-23,13860771070
2012-02-24,13933839540
2012-02-27,14025969350
2012-02-28,13987846670
2012-02-29,13829002170
2012-03-01,13924308870
2012-03-02,13841709730
2012-03-05,13508136280
2012-03-06,13123732590
2012-03-07,13168209050
2012-03-08,13231746850
2012-03-09,13422360250
2012-03-12,13444598480
2012-03-13,13851240400
2012-03-14,13949723989
2012-03-15,13803587050
2012-03-16,14051384469
2012-03-19,14232467200
2012-03-20,13924308870
2012-03-21,13844886620
2012-03-22,13625681210
2012-03-23,13708280350
2012-03-26,13902070640
2012-03-27,13809940830
2012-03-28,13517666950
2012-03-29,13600266090
2012-03-30,13644742550
2012-04-02,13828732750
2012-04-03,13615689500
2012-04-04,13386747500
2012-04-05,13256377750
2012-04-09,13075132000
2012-04-10,12941582500
2012-04-11,13084671250
2012-04-12,13434443750
2012-04-13,13218220750
2012-04-16,13253198000
2012-04-17,13456702000
2012-04-18,13418545000
2012-04-19,12747617750
2012-04-20,12614068250
2012-04-23,12375587000
2012-04-24,12369227500
2012-04-25,12509136500
2012-04-26,12560012500
2012-04-27,12505956750
2012-04-30,12467799750
2012-05-01,12540934000
2012-05-02,12397845250
2012-05-03,12267475500
2012-05-04,12028994250
2012-05-07,11939961250
2012-05-08,11876366250
2012-05-09,11847748500
2012-05-10,11780973750
2012-05-11,11730097750
2012-05-14,11676042000
2012-05-15,11380325250
2012-05-16,11151383250
2012-05-17,11062350250
2012-05-18,10935160250
2012-05-21,11160922500
2012-05-22,11253135250
2012-05-23,11412122750
2012-05-24,11361246749
2012-05-25,11482077250
2012-05-29,11641064750
2012-05-30,11418482249
2012-05-31,11370786000
2012-06-01,11373965750
2012-06-04,11342168250
2012-06-05,11354887250
2012-06-06,11691940750
2012-06-07,11860467500
2012-06-08,11835029500
2012-06-11,11488436750
2012-06-12,11482077250
2012-06-13,11466178500
2012-06-14,11615626750
2012-06-15,11959039750
2012-06-18,11936781500
2012-06-19,12219779250
2012-06-20,12156184249
2012-06-21,11879546000
2012-06-22,11739637000
2012-06-25,11466178500
2012-06-26,11606087500
2012-06-27,11660143250
2012-06-28,11793692750
2012-06-29,12051252500
2012-07-02,12060193810
2012-07-03,12388210700
2012-07-05,12375472180
2012-07-06,12213056050
2012-07-09,12184394380
2012-07-10,12006055100
2012-07-11,12034716770
2012-07-12,12006055100
2012-07-13,12235348460
2012-07-16,12111147890
2012-07-17,12190763640
2012-07-18,12327702730
2012-07-19,12174840489
2012-07-20,12088855480
2012-07-23,12053824550
2012-07-24,11821346560
2012-07-25,11725807660
2012-07-26,11878669900
2012-07-27,12254456239
2012-07-30,12260825500
2012-07-31,12483749600
2012-08-01,12423241630
2012-08-02,12254456239
2012-08-03,12560180720
2012-08-06,12808581860
2012-08-07,12951890210
2012-08-08,12916859280
2012-08-09,12955074840
2012-08-10,12980551880
2012-08-13,12783104820
2012-08-14,12636611840
2012-08-15,12598396280
2012-08-16,12725781480
2012-08-17,12728966110
2012-08-20,12808581860
2012-08-21,12846797420
2012-08-22,12913674650
2012-08-23,12464641820
2012-08-24,12324518100
2012-08-27,12260825500
2012-08-28,12197132900
2012-08-29,12178025120
2012-08-30,12006055100
2012-08-31,11990131950
2012-09-04,11818161930
2012-09-05,11783131000
2012-09-06,12130255670
2012-09-07,12547442200
2012-09-10,12461457190
2012-09-11,12509226640
2012-09-12,12420057000
2012-09-13,12888197610
2012-09-14,12977367250
2012-09-17,12690750550
2012-09-18,12684381290
2012-09-19,12604765540
2012-09-20,12646165730
2012-09-21,12576103870
2012-09-24,12595211650
2012-09-25,12228979200
2012-09-26,12130255670
2012-09-27,12213056050
2012-09-28,12184394380
2012-10-01,12191023310
2012-10-02,12047674460
2012-10-03,12098642939
2012-10-04,12315258979
2012-10-05,12289774740
2012-10-08,12528689490
2012-10-09,12582843500
2012-10-10,12378969580
2012-10-11,12426752530
2012-10-12,12289774740
2012-10-15,12439494650
2012-10-16,12700708110
2012-10-17,12872726729
2012-10-18,13060673000
2012-10-19,12910953090
2012-10-22,13098899360
2012-10-23,12859984610
2012-10-24,12898210970
2012-10-25,12815387189
2012-10-26,12812201660
2012-10-31,12783531890
2012-11-01,13229506090
2012-11-02,12945993920
2012-11-05,13044745350
2012-11-06,13213578439
2012-11-07,12920509680
2012-11-08,12754862120
2012-11-09,12914138620
2012-11-12,12869541200
2012-11-13,12783531890
2012-11-14,12598771150
2012-11-15,12538246080
2012-11-16,12560544790
2012-11-19,12904582030
2012-11-20,12847242490
2012-11-21,12958736040
2012-11-23,13105270420
2012-11-26,13079786180
2012-11-27,12891839910
2012-11-28,12974663689
2012-11-29,13073415120
2012-11-30,13118012540
2012-12-03,12831314840
2012-12-04,12977849220
2012-12-05,13000147930
2012-12-06,12958736040
2012-12-07,12971478160
2012-12-10,12990591340
2012-12-11,13299587750
2012-12-12,13130754660
2012-12-13,13121198070
2012-12-14,13468420840
2012-12-17,13621326280
2012-12-18,13901652920
2012-12-19,13841127850
2012-12-20,14006775410
2012-12-21,13863426560
2012-12-24,13866612090
2012-12-26,13933508220
2012-12-27,13745561950
2012-12-28,13519389320
2012-12-31,13754487759
2013-01-02,14270759080
2013-01-03,14242077340
2013-01-04,14430102080
2013-01-07,14493839279
2013-01-08,14344056860
2013-01-09,14420541500
2013-01-10,14490652420
2013-01-11,14477904980
2013-01-14,14509773580
2013-01-15,14678677160
2013-01-16,14630874259
2013-01-17,14863515040
2013-01-18,15143958720
2013-01-22,15331983460
2013-01-23,15290554279
2013-01-24,15226817080
2013-01-25,15194948480
2013-01-28,15038792340
2013-01-29,14990989440
2013-01-30,14755161800
2013-01-31,14662742860
2013-02-01,14971868279
2013-02-04,14697798320
2013-02-05,14732853779
2013-02-06,14965494560
2013-02-07,14748788080
2013-02-08,14895383640
2013-02-11,14936812820
2013-02-12,15054726640
2013-02-13,15128024420
2013-02-14,15370225779
2013-02-15,15335170320
2013-02-19,15207695920
2013-02-20,14643621700
2013-02-21,14245264200
2013-02-22,14398233480
2013-02-25,13929765060
2013-02-26,13974381100
2013-02-27,14318561980
2013-02-28,14356804300
2013-03-01,14140097820
2013-03-04,14347243720
2013-03-05,14471531259
2013-03-06,14815712140
2013-03-07,14908131080
2013-03-08,15185387900
2013-03-11,15156706160
2013-03-12,15086595240
2013-03-13,14831646440
2013-03-14,14796590980
2013-03-15,14850767600
2013-03-18,14739227500
2013-03-19,14707358900
2013-03-20,14904944220
2013-03-21,14787030400
2013-03-22,14707358900
2013-03-25,14624500540
2013-03-26,14656369140
2013-03-27,14662742860
2013-03-28,14707358900
2013-04-01,14395281420
2013-04-02,13920115950
2013-04-03,13735152210
2013-04-04,13872280500
2013-04-05,13955195280
2013-04-08,14012597820
2013-04-09,14172049320
2013-04-10,14344256939
2013-04-11,14347445970
2013-04-12,14130591930
2013-04-15,13645859370
2013-04-16,13837201170
2013-04-17,13562944590
2013-04-18,13467273689
2013-04-19,13515109140
2013-04-22,13499163990
2013-04-23,13489596900
2013-04-24,13929683040
2013-04-25,13853146320
2013-04-26,13645859370
2013-04-29,13757475420
2013-04-30,13910548860
2013-05-01,13690505790
2013-05-02,13840390200
2013-05-03,14325122760
2013-05-06,14239018950
2013-05-07,14369769180
2013-05-08,14628080610
2013-05-09,14494141350
2013-05-10,14462251050
2013-05-13,14315555670
2013-05-14,14459062020
2013-05-15,14423982689
2013-05-16,14347445970
2013-05-17,14596190310
2013-05-20,14717373450
2013-05-21,15020331300
2013-05-22,14701428300
2013-05-23,14573867100
2013-05-24,14420793660
2013-05-28,14717373450
2013-05-29,14583434189
2013-05-30,14554732920
2013-05-31,14194372530
2013-06-03,14337878880
2013-06-04,14401659479
2013-06-05,14140159020
2013-06-06,14184805439
2013-06-07,14187994470
2013-06-10,14149726110
2013-06-11,13913737890
2013-06-12,14006219760
2013-06-13,14427171720
2013-06-14,14254964100
2013-06-17,14344256939
2013-06-18,14309177610
2013-06-19,14302799550
2013-06-20,14031732000
2013-06-21,14031732000
2013-06-24,13754286390
2013-06-25,13929683040
2013-06-26,13923304979
2013-06-27,14057244240
2013-06-28,13814877960
2013-07-01,13999909440
2013-07-02,13987135800
2013-07-03,13907300550
2013-07-05,14003102850
2013-07-08,14012683080
2013-07-09,14303283390
2013-07-10,14102098559
2013-07-11,14568336420
2013-07-12,14332024080
2013-07-15,14459760480
2013-07-16,14293703160
2013-07-17,14462953890
2013-07-18,14577916650
2013-07-19,14574723240
2013-07-22,14712039870
2013-07-23,14849356500
2013-07-24,14638591440
2013-07-25,14881290600
2013-07-26,14980286309
2013-07-29,14948352210
2013-07-30,14941965390
2013-07-31,14938771980
2013-08-01,15053734740
2013-08-02,15069701790
2013-08-05,14910031290
2013-08-06,14849356500
2013-08-07,14769521250
2013-08-08,15111216120
2013-08-09,15717964020
2013-08-12,15532746240
2013-08-13,15373075740
2013-08-14,15238952520
2013-08-15,15082475429
2013-08-16,14983479720
2013-08-19,14743973970
2013-08-20,14842969679
2013-08-21,14603463929
2013-08-22,14836582860
2013-08-23,14791875120
2013-08-26,14769521250
2013-08-27,14539595730
2013-08-28,14581110059
2013-08-29,14600270520
2013-08-30,14526822090
2013-09-03,14587496880
2013-09-04,14801455350
2013-09-05,14881290600
2013-09-06,14884484010
2013-09-09,15226178880
2013-09-10,15318787770
2013-09-11,15545519880
2013-09-12,15440137350
2013-09-13,15424170300
2013-09-16,15676449690
2013-09-17,15797799270
2013-09-18,16244876670
2013-09-19,16030918200
2013-09-20,16085206170
2013-09-23,15928729080
2013-09-24,16062852300
2013-09-25,15800992679
2013-09-26,15749898120
2013-09-27,15583840800
2013-09-30,15655076220
2013-10-01,15635914560
2013-10-02,15594397630
2013-10-03,15469846840
2013-10-04,15578429580
2013-10-07,15501782940
2013-10-08,15335715220
2013-10-09,15195196380
2013-10-10,15450685180
2013-10-11,15626333730
2013-10-14,15738110080
2013-10-15,15801982279
2013-10-16,15910565020
2013-10-17,16220345190
2013-10-18,16316153490
2013-10-21,16201183529
2013-10-22,16421542620
2013-10-23,16344895980
2013-10-24,16399187350
2013-10-25,16415155400
2013-10-28,16328927930
2013-10-29,16463059550
2013-10-30,16408768180
2013-10-31,16533318970
2013-11-01,16846292750
2013-11-04,17021941300
2013-11-05,17092200720
2013-11-06,17274236490
2013-11-07,17089007110
2013-11-08,17443497820
2013-11-11,17395593670
2013-11-12,17175234580
2013-11-13,16731322790
2013-11-14,16958069100
2013-11-15,17120943210
2013-11-18,16929326610
2013-11-19,16993198810
2013-11-20,16830324700
2013-11-21,16942101050
2013-11-22,16597191170
2013-11-25,16498189259
