,SMI
2012-12-26,905253.48
2012-12-27,940987.17
2012-12-28,960839.22
2012-12-31,1012454.55
2013-01-02,1060099.47
2013-01-03,1036277.01
2013-01-04,1079951.52
2013-01-07,1048188.24
2013-01-08,1075981.11
2013-01-09,1210975.05
2013-01-10,1282442.43
2013-01-11,1214945.46
2013-01-14,1207004.64
2013-01-15,1191123.0
2013-01-16,1218915.87
2013-01-17,1246708.74
2013-01-18,1222886.28
2013-01-22,1254649.56
2013-01-23,1226856.69
2013-01-24,1218915.87
2013-01-25,1207004.64
2013-01-28,1195093.41
2013-01-29,1191123.0
2013-01-30,1199063.82
2013-01-31,1207004.64
2013-02-01,1226856.69
2013-02-04,1171270.95
2013-02-05,1242738.33
2013-02-06,1338028.17
2013-02-07,1179211.77
2013-02-08,1119655.62
2013-02-11,1107744.39
2013-02-12,1119655.62
2013-02-13,1123626.03
2013-02-14,1159359.72
2013-02-15,1151418.9
2013-02-19,1075981.11
2013-02-20,1064069.88
2013-02-21,1044217.83
2013-02-22,1079951.52
2013-02-25,1040247.42
2013-02-26,1016424.96
2013-02-27,1075981.11
2013-02-28,1123626.03
2013-03-01,1151418.9
2013-03-04,1143478.08
2013-03-05,1171270.95
2013-03-06,1163330.13
2013-03-07,1175241.36
2013-03-08,1155389.31
2013-03-11,1143478.08
2013-03-12,1127596.44
2013-03-13,1111714.8
2013-03-14,1139507.67
2013-03-15,1111714.8
2013-03-18,1075981.11
2013-03-19,1123626.03
2013-03-20,1203034.23
2013-03-21,1222886.28
2013-03-22,1199063.82
2013-03-25,1191123.0
2013-03-26,1199063.82
2013-03-27,1210975.05
2013-03-28,1159359.72
2013-04-01,1151418.9
2013-04-02,1203034.23
2013-04-03,1175241.36
2013-04-04,1179211.77
2013-04-05,1143478.08
2013-04-08,1155389.31
2013-04-09,1175241.36
2013-04-10,1238767.92
2013-04-11,1210975.05
2013-04-12,1195093.41
2013-04-15,1183182.18
2013-04-16,1262590.38
2013-04-17,1254649.56
2013-04-18,1254649.56
2013-04-19,1286412.84
2013-04-22,1290383.25
2013-04-23,1278472.02
2013-04-24,1310235.3
2013-04-25,1373761.86
2013-04-26,1421406.78
2013-04-29,1433318.01
2013-04-30,1445229.24
2013-05-01,1405525.14
2013-05-02,1552430.31
2013-05-03,1556400.72
2013-05-06,1540519.08
2013-05-07,1524637.44
2013-05-08,1544489.49
2013-05-09,1532578.26
2013-05-10,1611986.46
2013-05-13,1647720.15
2013-05-14,1611986.46
2013-05-15,1643749.74
2013-05-16,1623897.69
2013-05-17,1623897.69
2013-05-20,1695365.07
2013-05-21,1600075.23
2013-05-22,1592134.41
2013-05-23,1667572.2
2013-05-24,1731098.76
2013-05-28,1810506.96
2013-05-29,1770802.86
2013-05-30,1687424.25
2013-05-31,1592134.41
2013-06-03,1611986.46
2013-06-04,1639779.33
2013-06-05,1627868.1
2013-06-06,1604045.64
2013-06-07,1604045.64
2013-06-10,1572282.36
2013-06-11,1580223.18
2013-06-12,1564341.54
2013-06-13,1596104.82
2013-06-14,1504785.39
2013-06-17,1560371.13
2013-06-18,1580223.18
2013-06-19,1552430.31
2013-06-20,1500814.98
2013-06-21,1492874.16
2013-06-24,1441258.83
2013-06-25,1417436.37
2013-06-26,1445229.24
2013-06-27,1433318.01
2013-06-28,1449199.65
2013-07-01,1433318.01
2013-07-02,1473022.11
2013-07-03,1417436.37
2013-07-05,1540519.08
2013-07-08,1592134.41
2013-07-09,1615956.87
2013-07-10,1572282.36
2013-07-11,1631838.51
2013-07-12,1604045.64
2013-07-15,1651690.56
2013-07-16,1651690.56
2013-07-17,1647720.15
2013-07-18,1596104.82
2013-07-19,1508755.8
2013-07-22,1552430.31
2013-07-23,1552430.31
2013-07-24,1504785.39
2013-07-25,1484933.34
2013-07-26,1524637.44
2013-07-29,1496844.57
2013-07-30,1492874.16
2013-07-31,1453170.06
2013-08-01,1488903.75
2013-08-02,1473022.11
2013-08-05,1600075.23
2013-08-06,1631838.51
2013-08-07,1576252.77
2013-08-08,1611986.46
2013-08-09,1608016.05
2013-08-12,1588164.0
2013-08-13,1552430.31
2013-08-14,1544489.49
2013-08-15,1496844.57
2013-08-16,1480962.93
2013-08-19,1488903.75
2013-08-20,1480962.93
2013-08-21,1469051.7
2013-08-22,1520667.03
2013-08-23,1512726.21
2013-08-26,1484933.34
2013-08-27,1421406.78
2013-08-28,1413465.96
2013-08-29,1441258.83
2013-08-30,1409495.55
2013-09-03,1465081.29
2013-09-04,1500814.98
2013-09-05,1492874.16
2013-09-06,1473022.11
2013-09-09,1488903.75
2013-09-10,1500814.98
2013-09-11,1449199.65
2013-09-12,1417436.37
2013-09-13,1417436.37
2013-09-16,1433318.01
2013-09-17,1401554.73
2013-09-18,1425377.19
2013-09-19,1397584.32
2013-09-20,1389643.5
2013-09-23,1433318.01
2013-09-24,1397584.32
2013-09-25,1433318.01
2013-09-26,1417436.37
2013-09-27,1393613.91
2013-09-30,1377732.27
2013-10-01,1397584.32
2013-10-02,1425377.19
2013-10-03,1429347.6
2013-10-04,1476992.52
2013-10-07,1425377.19
2013-10-08,1488903.75
2013-10-09,1556400.72
2013-10-10,1604045.64
2013-10-11,1572282.36
2013-10-14,1564341.54
2013-10-15,1552430.31
2013-10-16,1576252.77
2013-10-17,1596104.82
2013-10-18,1631838.51
2013-10-21,1604045.64
2013-10-22,1584193.59
2013-10-23,1465081.29
2013-10-25,1473022.11
2013-10-28,1473022.11
2013-10-29,1465081.29
2013-10-30,1465081.29
2013-10-31,1453170.06
2013-11-01,1421406.78
2013-11-04,1413465.96
2013-11-05,1429347.6
2013-11-06,1437288.42
2013-11-07,1417436.37
2013-11-08,1421406.78
2013-11-11,1401554.73
2013-11-12,1385673.09
2013-11-13,1417436.37
2013-11-14,1409495.55
2013-11-15,1453170.06
2013-11-18,1512726.21
2013-11-19,1473022.11
2013-11-20,1457140.47
2013-11-21,1473022.11
2013-11-22,1480962.93
2013-11-25,1500814.98
2013-11-26,1520667.03
2013-11-27,1536548.67
2013-11-29,1608016.05
2013-12-02,1600075.23
2013-12-03,1619927.28
2013-12-04,1608016.05
2013-12-05,1580223.18
2013-12-06,1572282.36
2013-12-09,1548459.9
2013-12-10,1536548.67
2013-12-11,1453170.06
2013-12-12,1476992.52
2013-12-13,1492874.16
2013-12-16,1516696.62
2013-12-17,1492874.16
2013-12-18,1520667.03
2013-12-19,1492874.16
2013-12-20,1476992.52
2013-12-23,1484933.34
2013-12-24,1476992.52
2013-12-26,1480962.93
2013-12-27,1492874.16
2013-12-30,1504785.39
2013-12-31,1548459.9
2014-01-02,1568311.95
2014-01-03,1576252.77
2014-01-06,1516696.62
2014-01-07,1576252.77
2014-01-08,1560371.13
2014-01-09,1568311.95
2014-01-10,1580223.18
2014-01-13,1719187.53
2014-01-14,1679483.43
2014-01-15,1655660.97
2014-01-16,1703305.89
2014-01-17,1810506.96
2014-01-21,1953441.72
2014-01-22,1905796.8
2014-01-23,1945500.9
2014-01-24,1822418.19
2014-01-27,1957412.13
2014-01-28,2009027.46
2014-01-29,1945500.9
2014-01-30,1961382.54
2014-01-31,1953441.72
2014-02-03,1913737.62
2014-02-04,2048731.56
2014-02-05,1993145.82
2014-02-06,2024909.1
2014-02-07,2024909.1
2014-02-10,2088435.66
2014-02-11,2052701.97
2014-02-12,2076524.43
2014-02-13,2076524.43
2014-02-14,2108287.71
2014-02-18,1703305.89
2014-02-19,1675513.02
2014-02-20,1663601.79
2014-02-21,1580223.18
2014-02-24,1639779.33
2014-02-25,1600075.23
2014-02-26,1651690.56
2014-02-27,1655660.97
2014-02-28,1687424.25
2014-03-03,1735069.17
2014-03-04,1703305.89
2014-03-05,1683453.84
2014-03-06,1639779.33
2014-03-07,1647720.15
2014-03-10,1671542.61
2014-03-11,1615956.87
2014-03-12,1564341.54
2014-03-13,1572282.36
2014-03-14,1544489.49
2014-03-17,1532578.26
2014-03-18,1588164.0
2014-03-19,1592134.41
2014-03-20,1572282.36
2014-03-21,1568311.95
2014-03-24,1544489.49
2014-03-25,1540519.08
2014-03-26,1540519.08
2014-03-27,1496844.57
2014-03-28,1508755.8
2014-03-31,1500814.98
2014-04-01,1560371.13
2014-04-02,1596104.82
2014-04-03,1588164.0
2014-04-04,1564341.54
2014-04-07,1492874.16
2014-04-08,1512726.21
2014-04-09,1532578.26
2014-04-10,1524637.44
2014-04-11,1516696.62
2014-04-14,1528607.85
2014-04-15,1528607.85
2014-04-16,1544489.49
2014-04-17,1576252.77
2014-04-21,1576252.77
2014-04-22,1556400.72
2014-04-23,1580223.18
2014-04-24,1695365.07
2014-04-25,1647720.15
2014-04-28,1635808.92
2014-04-29,1631838.51
2014-04-30,1647720.15
2014-05-01,1643749.74
2014-05-02,1643749.74
2014-05-05,1639779.33
2014-05-06,1635808.92
2014-05-07,1627868.1
2014-05-08,1611986.46
2014-05-09,1576252.77
2014-05-12,1596104.82
2014-05-13,1584193.59
2014-05-14,1576252.77
2014-05-15,1623897.69
2014-05-16,1627868.1
2014-05-19,1643749.74
2014-05-20,1631838.51
2014-05-21,1635808.92
2014-05-22,1611986.46
2014-05-23,1671542.61
2014-05-27,1639779.33
2014-05-28,1631838.51
2014-05-29,1623897.69
2014-05-30,1667572.2
2014-06-02,1679483.43
2014-06-03,1739039.58
2014-06-04,1580223.18
2014-06-05,1635808.92
2014-06-06,1611986.46
2014-06-09,1600075.23
2014-06-10,1615956.87
2014-06-11,1619927.28
2014-06-12,1608016.05
2014-06-13,1615956.87
2014-06-16,1615956.87
2014-06-17,1600075.23
2014-06-18,1596104.82
2014-06-19,1564341.54
2014-06-20,1540519.08
2014-06-23,1596104.82
2014-06-24,1619927.28
2014-06-25,1623897.69
2014-06-26,1679483.43
2014-06-27,1691394.66
2014-06-30,1675513.02
2014-07-01,1691394.66
2014-07-02,1739039.58
2014-07-03,1782714.09
2014-07-07,1878003.93
2014-07-08,1830359.01
2014-07-09,1822418.19
2014-07-10,1885944.75
2014-07-11,1874033.52
2014-07-14,1905796.8
2014-07-15,1933589.67
2014-07-16,1905796.8
2014-07-17,1850211.06
2014-07-18,1913737.62
2014-07-21,1945500.9
2014-07-22,1941530.49
2014-07-23,1905796.8
2014-07-24,1889915.16
2014-07-25,1838299.83
2014-07-28,1874033.52
2014-07-29,1862122.29
2014-07-30,1870063.11
2014-07-31,1806536.55
2014-08-01,1778743.68
2014-08-04,1806536.55
2014-08-05,1814477.37
2014-08-06,1814477.37
2014-08-07,1707276.3
2014-08-08,1746980.4
2014-08-11,1794625.32
2014-08-12,1786684.5
2014-08-13,1778743.68
2014-08-14,1830359.01
2014-08-15,1786684.5
2014-08-18,1854181.47
2014-08-19,1858151.88
2014-08-20,1870063.11
2014-08-21,1858151.88
2014-08-22,1838299.83
2014-08-25,1810506.96
2014-08-26,1810506.96
2014-08-27,1806536.55
2014-08-28,1826388.6
2014-08-29,1826388.6
2014-09-02,1870063.11
2014-09-03,1878003.93
2014-09-04,1885944.75
2014-09-05,1858151.88
2014-09-08,1881974.34
2014-09-09,1874033.52
2014-09-10,1858151.88
2014-09-11,1854181.47
2014-09-12,1921678.44
2014-09-15,1901826.39
2014-09-16,1949471.31
2014-09-17,2016968.28
2014-09-18,2024909.1
2014-09-19,2024909.1
2014-09-22,2001086.64
2014-09-23,2005057.05
2014-09-24,1989175.41
2014-09-25,2048731.56
2014-09-26,2072554.02
2014-09-29,2056672.38
2014-09-30,2020938.69
2014-10-01,1989175.41
2014-10-02,1985205.0
2014-10-03,2024909.1
2014-10-06,2032849.92
2014-10-07,2104317.3
2014-10-08,2120198.94
2014-10-09,2001086.64
2014-10-10,1913737.62
2014-10-13,1909767.21
2014-10-14,1878003.93
2014-10-15,1889915.16
2014-10-16,1945500.9
2014-10-17,1997116.23
2014-10-20,2020938.69
2014-10-21,2044761.15
2014-10-22,2032849.92
2014-10-23,2020938.69
2014-10-24,2024909.1
2014-10-27,2005057.05
2014-10-28,2024909.1
2014-10-29,2020938.69
2014-10-30,2016968.28
2014-10-31,2040790.74
2014-11-03,2028879.51
2014-11-04,2005057.05
2014-11-05,1862122.29
2014-11-06,1949471.31
2014-11-07,1945500.9
2014-11-10,1989175.41
2014-11-11,2024909.1
2014-11-12,2052701.97
2014-11-13,2064613.2
2014-11-14,2167843.86
2014-11-17,2116228.53
2014-11-18,2120198.94
2014-11-19,2108287.71
2014-11-20,2092406.07
2014-11-21,2147991.81
2014-11-24,2096376.48
2014-11-25,2080494.84
2014-11-26,2032849.92
2014-11-28,2036820.33
2014-12-01,1981234.59
2014-12-02,2001086.64
2014-12-03,1965352.95
2014-12-04,1985205.0
2014-12-05,1965352.95
2014-12-08,1929619.26
2014-12-09,1957412.13
2014-12-10,1949471.31
2014-12-11,1929619.26
2014-12-12,1909767.21
2014-12-15,1844255.44
2014-12-16,1846240.65
2014-12-17,1893885.57
2014-12-18,1885944.75
2014-12-19,1786684.5
2014-12-22,1822418.19
2014-12-23,1862122.29
2014-12-24,1881974.34
2014-12-26,1878003.93
2014-12-29,1866092.7
2014-12-30,1838299.83
2014-12-31,1794625.32
2015-01-02,1830359.01
2015-01-05,1858151.88
2015-01-06,1794625.32
2015-01-07,1810506.96
2015-01-08,1810506.96
2015-01-09,1798595.73
2015-01-12,1790654.91
2015-01-13,1814477.37
2015-01-14,1798595.73
2015-01-15,1806536.55
2015-01-16,1786684.5
2015-01-20,1802566.14
2015-01-21,1818447.78
2015-01-22,1810506.96
2015-01-23,1786684.5
2015-01-26,1786684.5
2015-01-27,1770802.86
2015-01-28,1750950.81
2015-01-29,1739039.58
2015-01-30,1679483.43
2015-02-02,1699335.48
2015-02-03,1739039.58
2015-02-04,1766832.45
2015-02-05,1735069.17
2015-02-06,1727128.35
2015-02-09,1719187.53
2015-02-10,1806536.55
2015-02-11,1790654.91
2015-02-12,1790654.91
2015-02-13,1858151.88
2015-02-17,1786684.5
2015-02-18,1758891.63
2015-02-19,1762862.04
2015-02-20,1758891.63
2015-02-23,1743009.99
2015-02-24,1715217.12
2015-02-25,1754921.22
2015-02-26,1715217.12
2015-02-27,1735069.17
2015-03-02,1786684.5
2015-03-03,1758891.63
2015-03-04,1746980.4
2015-03-05,1746980.4
2015-03-06,1758891.63
2015-03-09,1762862.04
2015-03-10,1727128.35
2015-03-11,1739039.58
2015-03-12,1743009.99
2015-03-13,1707276.3
2015-03-16,1739039.58
2015-03-17,1727128.35
2015-03-18,1731098.76
2015-03-19,1719187.53
2015-03-20,1627868.1
2015-03-23,1683453.84
2015-03-24,1735069.17
2015-03-25,1778743.68
2015-03-26,1810506.96
2015-03-27,1800580.94
2015-03-30,1846240.65
2015-03-31,1878003.93
2015-04-01,1969323.36
2015-04-02,1969323.36
2015-04-06,1977264.18
2015-04-07,1989175.41
2015-04-08,2263133.7
2015-04-09,2406068.46
2015-04-10,2394157.23
2015-04-13,2354453.13
2015-04-14,2215488.78
2015-04-15,2211518.37
2015-04-16,2175784.68
2015-04-17,2064613.2
2015-04-20,2028879.51
2015-04-21,2124169.35
2015-04-22,2163873.45
2015-04-23,2167843.86
2015-04-24,2144021.4
2015-04-27,2179755.09
2015-04-28,2179755.09
2015-04-29,2199607.14
2015-04-30,2171814.27
2015-05-01,2171814.27
2015-05-04,2175784.68
2015-05-05,2100346.89
2015-05-06,1997116.23
2015-05-07,2108287.71
2015-05-08,2132110.17
2015-05-11,2151962.22
2015-05-12,2096376.48
2015-05-13,2084465.25
2015-05-14,2056672.38
2015-05-15,2084465.25
2015-05-18,2120198.94
2015-05-19,2096376.48
2015-05-20,2104317.3
2015-05-21,2108287.71
2015-05-22,2136080.58
2015-05-26,2334601.08
2015-05-27,2286956.16
2015-05-28,2215488.78
2015-05-29,2247252.06
2015-06-01,2255192.88
2015-06-02,2239311.24
2015-06-03,2195636.73
2015-06-04,2171814.27
2015-06-05,2167843.86
2015-06-08,2179755.09
2015-06-09,2187695.91
2015-06-10,2211518.37
2015-06-11,2195636.73
2015-06-12,2207547.96
2015-06-15,2231370.42
2015-06-16,2219459.19
2015-06-17,2239311.24
2015-06-18,2243281.65
2015-06-19,2235340.83
2015-06-22,2215488.78
2015-06-23,2286956.16
2015-06-24,2406068.46
2015-06-25,2346512.31
2015-06-26,2239311.24
2015-06-29,2140050.99
2015-06-30,2150691.69
2015-07-01,2136080.58
2015-07-02,2096376.48
2015-07-06,1913737.62
2015-07-07,1750950.81
2015-07-08,1659631.38
2015-07-09,1866092.7
2015-07-10,1981234.59
2015-07-13,1985205.0
2015-07-14,1985205.0
2015-07-15,1917708.03
2015-07-16,1933589.67
2015-07-17,1953441.72
2015-07-20,1949471.31
2015-07-21,1929619.26
2015-07-22,1933589.67
2015-07-23,1913737.62
2015-07-24,1913737.62
2015-07-27,1762862.04
2015-07-28,1762862.04
2015-07-29,1798595.73
2015-07-30,1772073.39
2015-07-31,1766832.45
2015-08-03,1746980.4
2015-08-04,1739039.58
2015-08-05,1786684.5
2015-08-06,1735069.17
2015-08-07,1762862.04
2015-08-10,1834329.42
2015-08-11,1933589.67
2015-08-12,1854181.47
2015-08-13,1913737.62
2015-08-14,1905796.8
2015-08-17,1889915.16
2015-08-18,1838299.83
2015-08-19,1802566.14
2015-08-20,1770802.86
2015-08-21,1679483.43
2015-08-24,1552430.31
2015-08-25,1623897.69
2015-08-26,1635808.92
2015-08-27,1746980.4
2015-08-28,1727128.35
2015-08-31,1707276.3
2015-09-01,1639779.33
2015-09-02,1667572.2
2015-09-03,1691394.66
2015-09-04,1679483.43
2015-09-08,1778743.68
2015-09-09,1743009.99
2015-09-10,1782714.09
2015-09-11,1766832.45
2015-09-14,1754921.22
2015-09-15,1778743.68
2015-09-16,1866092.7
2015-09-17,1810506.96
2015-09-18,1766832.45
2015-09-21,1842270.24
2015-09-22,1818447.78
2015-09-23,1778743.68
2015-09-24,1774773.27
2015-09-25,1766832.45
2015-09-28,1731098.76
2015-09-29,1758891.63
2015-09-30,1782714.09
2015-10-01,1782714.09
2015-10-02,1858151.88
2015-10-05,1858151.88
2015-10-06,1866092.7
2015-10-07,1905796.8
2015-10-08,1937560.08
2015-10-09,1885944.75
2015-10-12,1901826.39
2015-10-13,1893885.57
2015-10-14,1905796.8
2015-10-15,1921678.44
2015-10-16,1933589.67
2015-10-19,1921678.44
2015-10-20,1889915.16
2015-10-21,1881974.34
2015-10-22,1889915.16
2015-10-23,1878003.93
2015-10-26,1881974.34
2015-10-27,1822418.19
2015-10-28,1822418.19
2015-10-29,1810506.96
2015-10-30,1846240.65
2015-11-02,1858151.88
2015-11-03,1854181.47
2015-11-04,1874033.52
2015-11-05,1870063.11
2015-11-06,1909767.21
2015-11-09,1885944.75
2015-11-10,1878003.93
2015-11-11,1937560.08
2015-11-12,2195636.73
2015-11-13,2072554.02
2015-11-16,2171814.27
2015-11-17,2124169.35
2015-11-18,2104317.3
2015-11-19,2144021.4
2015-11-20,2223429.6
2015-11-23,2191666.32
2015-11-24,2155932.63
2015-11-25,2151962.22
2015-11-27,2100346.89
2015-11-30,2088435.66
2015-12-01,2096376.48
2015-12-02,2076524.43
2015-12-03,2044761.15
2015-12-04,2040790.74
2015-12-07,2052701.97
2015-12-08,2052701.97
2015-12-09,2012997.87
2015-12-10,2016968.28
2015-12-11,1969323.36
2015-12-14,2001086.64
2015-12-15,2044761.15
2015-12-16,2080494.84
2015-12-17,2048731.56
2015-12-18,2036820.33
2015-12-21,2032849.92
2015-12-22,2036820.33
2015-12-23,2036820.33
2015-12-24,2056672.38
2015-12-28,2024909.1
2015-12-29,2024909.1
2015-12-30,2009027.46
2015-12-31,2005057.05
2016-01-04,1949471.31
2016-01-05,1973293.77
2016-01-06,1957412.13
2016-01-07,1842270.24
2016-01-08,1834329.42
2016-01-11,1790654.91
2016-01-12,1854181.47
2016-01-13,1838299.83
2016-01-14,1862122.29
2016-01-15,1778743.68
2016-01-19,1762862.04
2016-01-20,1679483.43
2016-01-21,1651690.56
2016-01-22,1766832.45
2016-01-25,1703305.89
2016-01-26,1719187.53
2016-01-27,1695365.07
2016-01-28,1719187.53
2016-01-29,1711246.71
2016-02-01,1778743.68
2016-02-02,1754921.22
2016-02-03,1754921.22
2016-02-04,1754921.22
2016-02-05,1723157.94
2016-02-08,1691394.66
2016-02-09,1683453.84
2016-02-10,1687424.25
2016-02-11,1611986.46
2016-02-12,1655660.97
2016-02-16,1659631.38
2016-02-17,1655660.97
2016-02-18,1647720.15
2016-02-19,1655660.97
2016-02-22,1774773.27
2016-02-23,1715217.12
2016-02-24,1703305.89
2016-02-25,1655660.97
2016-02-26,1683453.84
2016-02-29,1639779.33
2016-03-01,1699335.48
2016-03-02,1758891.63
2016-03-03,1758891.63
2016-03-04,1786684.5
2016-03-07,1802566.14
2016-03-08,1770802.86
2016-03-09,1758891.63
2016-03-10,1715217.12
2016-03-11,1746980.4
2016-03-14,1739039.58
2016-03-15,1711246.71
2016-03-16,1746980.4
2016-03-17,1743009.99
2016-03-18,1746980.4
2016-03-21,1778743.68
2016-03-22,1786684.5
2016-03-23,1762862.04
2016-03-24,1746980.4
2016-03-28,1746980.4
2016-03-29,1739039.58
2016-03-30,1758891.63
2016-03-31,1766832.45
2016-04-01,1762862.04
2016-04-04,1758891.63
2016-04-05,1750950.81
2016-04-06,1731098.76
2016-04-07,1711246.71
2016-04-08,1727128.35
2016-04-11,1727128.35
2016-04-12,1743009.99
2016-04-13,1774773.27
2016-04-14,1790654.91
2016-04-15,1758891.63
2016-04-18,1790654.91
2016-04-19,1782714.09
2016-04-20,1754921.22
2016-04-21,1707276.3
2016-04-22,1711246.71
2016-04-25,1687424.25
2016-04-26,1683453.84
2016-04-27,1683453.84
2016-04-28,1667572.2
2016-04-29,1643749.74
2016-05-02,1639779.33
2016-05-03,1604045.64
2016-05-04,1611986.46
2016-05-05,1584193.59
2016-05-06,1580223.18
2016-05-09,1548459.9
2016-05-10,1552430.31
2016-05-11,1596104.82
2016-05-12,1675513.02
2016-05-13,1600075.23
2016-05-16,1655660.97
2016-05-17,1651690.56
2016-05-18,1619927.28
2016-05-19,1611986.46
2016-05-20,1635808.92
2016-05-23,1671542.61
2016-05-24,1671542.61
2016-05-25,1659631.38
2016-05-26,1643749.74
2016-05-27,1667572.2
2016-05-31,1663601.79
2016-06-01,1655660.97
2016-06-02,1691394.66
2016-06-03,1691394.66
2016-06-06,1735069.17
2016-06-07,1790654.91
2016-06-08,1687424.25
2016-06-09,1675513.02
2016-06-10,1655660.97
2016-06-13,1604045.64
2016-06-14,1604045.64
2016-06-15,1611986.46
2016-06-16,1596104.82
2016-06-17,1560371.13
2016-06-20,1556400.72
2016-06-21,1596104.82
2016-06-22,1576252.77
2016-06-23,1627868.1
2016-06-24,1564341.54
2016-06-27,1588164.0
2016-06-28,1576252.77
2016-06-29,1615956.87
2016-06-30,1608016.05
2016-07-01,1615956.87
2016-07-05,1604045.64
2016-07-06,1604045.64
2016-07-07,1611986.46
2016-07-08,1608016.05
2016-07-11,1631838.51
2016-07-12,1651690.56
2016-07-13,1643749.74
2016-07-14,1667572.2
2016-07-15,1659631.38
2016-07-18,1655660.97
2016-07-19,1663601.79
2016-07-20,1659631.38
2016-07-21,1655660.97
2016-07-22,1667572.2
2016-07-25,1655660.97
2016-07-26,1631838.51
2016-07-27,1675513.02
2016-07-28,1647720.15
2016-07-29,1611986.46
2016-08-01,1643749.74
2016-08-02,1615956.87
2016-08-03,1639779.33
2016-08-04,1643749.74
2016-08-05,1663601.79
2016-08-08,1719187.53
2016-08-09,1750950.81
2016-08-10,1850211.06
2016-08-11,1866092.7
2016-08-12,1949471.31
2016-08-15,2036820.33
2016-08-16,2005057.05
2016-08-17,1981234.59
2016-08-18,1993145.82
2016-08-19,2044761.15
2016-08-22,2052701.97
2016-08-23,2005057.05
2016-08-24,2009027.46
2016-08-25,2012997.87
2016-08-26,2120198.94
2016-08-29,2282985.75
2016-08-30,2318719.44
2016-08-31,2151962.22
2016-09-01,2187695.91
2016-09-02,2259163.29
2016-09-06,2251222.47
2016-09-07,2223429.6
2016-09-08,2227400.01
2016-09-09,2179755.09
2016-09-12,2140050.99
2016-09-13,2163873.45
2016-09-14,2211518.37
2016-09-15,2251222.47
2016-09-16,2227400.01
2016-09-19,2183725.5
2016-09-20,2203577.55
2016-09-21,2263133.7
2016-09-22,2255192.88
2016-09-23,2199607.14
2016-09-26,2179755.09
2016-09-27,2215488.78
2016-09-28,2239311.24
2016-09-29,2231370.42
2016-09-30,2211518.37
2016-10-03,2215488.78
2016-10-04,2243281.65
2016-10-05,2251222.47
2016-10-06,2259163.29
2016-10-07,2310778.62
2016-10-10,2302837.8
2016-10-11,2259163.29
2016-10-12,2338571.49
2016-10-13,2314749.03
2016-10-14,2406068.46
2016-10-17,2398127.64
2016-10-18,2441802.15
2016-10-19,2517239.94
2016-10-20,2485476.66
2016-10-21,2477535.84
2016-10-24,2493417.48
2016-10-25,2517239.94
2016-10-26,2453713.38
2016-10-27,2465624.61
2016-10-28,2402098.05
2016-10-31,2398127.64
2016-11-01,2564884.86
2016-11-02,2572825.68
2016-11-03,2572825.68
2016-11-04,2755464.54
2016-11-07,2799139.05
2016-11-08,2743553.31
2016-11-09,2723701.26
2016-11-10,2822961.51
2016-11-11,2846783.97
2016-11-14,2632381.83
2016-11-15,2620470.6
2016-11-16,2624441.01
2016-11-17,2596648.14
2016-11-18,2703849.21
2016-11-21,2787227.82
2016-11-22,2818991.1
2016-11-23,2731642.08
2016-11-25,2676056.34
2016-11-28,2660174.7
2016-11-29,2672085.93
2016-11-30,2656204.29
2016-12-01,2477535.84
2016-12-02,2533121.58
2016-12-05,2556944.04
2016-12-06,2616500.19
2016-12-07,2592677.73
2016-12-08,2378275.59
2016-12-09,2366364.36
2016-12-12,2390186.82
2016-12-13,2477535.84
2016-12-14,2568855.27
2016-12-15,2549003.22
2016-12-16,2600618.55
2016-12-19,2564884.86
2016-12-20,2640322.65
2016-12-21,2620470.6
2016-12-22,2644293.06
2016-12-23,2727671.67
2016-12-27,2751494.13
2016-12-28,2783257.41
2016-12-29,3001629.96
2016-12-30,3025452.42
2017-01-03,3001629.96
2017-01-04,2997659.55
2017-01-05,2950014.63
2017-01-06,2942073.81
2017-01-09,2934132.99
2017-01-10,2922221.76
2017-01-11,2846783.97
2017-01-12,2783257.41
2017-01-13,2771346.18
2017-01-17,2815020.69
2017-01-18,2799139.05
2017-01-19,2787227.82
2017-01-20,2751494.13
2017-01-23,2747523.72
2017-01-24,2818991.1
2017-01-25,2787227.82
2017-01-26,2767375.77
2017-01-27,2759434.95
2017-01-30,2755464.54
2017-01-31,2731642.08
2017-02-01,2691937.98
2017-02-02,2715760.44
2017-02-03,2743553.31
2017-02-06,2771346.18
2017-02-07,2858695.2
2017-02-08,2910310.53
2017-02-09,2870606.43
2017-02-10,2898399.3
2017-02-13,2938103.4
2017-02-14,2858695.2
2017-02-15,2763405.36
2017-02-16,2755464.54
2017-02-17,2755464.54
2017-02-21,2668115.52
2017-02-22,2731642.08
2017-02-23,2711790.03
2017-02-24,2652233.88
2017-02-27,2664145.11
2017-02-28,2608559.37
2017-03-01,2632381.83
2017-03-02,2568855.27
2017-03-03,2604588.96
2017-03-06,2588707.32
2017-03-07,2664145.11
2017-03-08,2624441.01
2017-03-09,2600618.55
2017-03-10,2592677.73
2017-03-13,2660174.7
2017-03-14,2636352.24
2017-03-15,2707819.62
2017-03-16,2743553.31
2017-03-17,2735612.49
2017-03-20,2727671.67
2017-03-21,2624441.01
2017-03-22,2612529.78
2017-03-23,2616500.19
2017-03-24,2608559.37
2017-03-27,2604588.96
2017-03-28,2604588.96
2017-03-29,2588707.32
2017-03-30,2493417.48
2017-03-31,2493417.48
2017-04-03,2493417.48
2017-04-04,2497387.89
2017-04-05,2453713.38
