,TSN
2004-08-24,4474580000
2004-08-25,4411660000
2004-08-26,4322120000
2004-08-27,4300340000
2004-08-30,3934920000
2004-08-31,3988160000
2004-09-01,3988160000
2004-09-02,4055920000
2004-09-03,4055920000
2004-09-07,4111579999
2004-09-08,4012359999
2004-09-09,4058340000
2004-09-10,4060760000
2004-09-13,4031720000
2004-09-14,4043820000
2004-09-15,3985739999
2004-09-16,3983320000
2004-09-17,4026880000
2004-09-20,3997840000
2004-09-21,3961540000
2004-09-22,3876840000
2004-09-23,3881680000
2004-09-24,3884100000
2004-09-27,3806660000
2004-09-28,3862320000
2004-09-29,3835700000
2004-09-30,3876840000
2004-10-01,3980900000
2004-10-04,3988160000
2004-10-05,3920400000
2004-10-06,3886519999
2004-10-07,3859900000
2004-10-08,3847800000
2004-10-11,3835700000
2004-10-12,3784880000
2004-10-13,3765520000
2004-10-14,3690500000
2004-10-15,3685660000
2004-10-18,3627580000
2004-10-19,3666300000
2004-10-20,3654200000
2004-10-21,3603380000
2004-10-22,3535620000
2004-10-25,3417040000
2004-10-26,3472700000
2004-10-27,3542880000
2004-10-28,3557400000
2004-10-29,3509000000
2004-11-01,3509000000
2004-11-02,3562240000
2004-11-03,3584020000
2004-11-04,3685660000
2004-11-05,3772780000
2004-11-08,3767940000
2004-11-09,3886519999
2004-11-10,3922820000
2004-11-11,3983320000
2004-11-12,4084959999
2004-11-15,4133359999
2004-11-16,4026880000
2004-11-17,4094640000
2004-11-18,4024459999
2004-11-19,3932500000
2004-11-22,3910720000
2004-11-23,3898620000
2004-11-24,4029299999
2004-11-26,4036560000
2004-11-29,4017200000
2004-11-30,3966380000
2004-12-01,4063180000
2004-12-02,4082540000
2004-12-03,4121260000
2004-12-06,4055920000
2004-12-07,3949440000
2004-12-08,4026880000
2004-12-09,4024459999
2004-12-10,4060760000
2004-12-13,4038980000
2004-12-14,4145459999
2004-12-15,4193859999
2004-12-16,4222900000
2004-12-17,4210799999
2004-12-20,4143040000
2004-12-21,4198700000
2004-12-22,4249519999
2004-12-23,4278560000
2004-12-27,4285820000
2004-12-28,4317280000
2004-12-29,4358420000
2004-12-30,4414080000
2004-12-31,4452800000
2005-01-03,6195440000
2005-01-04,6198880000
2005-01-05,6130080000
2005-01-06,6044080000
2005-01-07,6078480000
2005-01-10,6075040000
2005-01-11,6092240000
2005-01-12,6081920000
2005-01-13,6047519999
2005-01-14,5999360000
2005-01-18,6102559999
2005-01-19,6123200000
2005-01-20,6040640000
2005-01-21,6033760000
2005-01-24,6030320000
2005-01-25,6033760000
2005-01-26,6116320000
2005-01-27,6216080000
2005-01-28,6106000000
2005-01-31,5906480000
2005-02-01,5885840000
2005-02-02,5865200000
2005-02-03,5792960000
2005-02-04,5872080000
2005-02-07,5830800000
2005-02-08,5710400000
2005-02-09,5593440000
2005-02-10,5686320000
2005-02-11,5734480000
2005-02-14,5727599999
2005-02-15,5737920000
2005-02-16,5751680000
2005-02-17,5737920000
2005-02-18,5861760000
2005-02-22,5772320000
2005-02-23,5768880000
2005-02-24,5903040000
2005-02-25,5961519999
2005-02-28,5854880000
2005-03-01,6040640000
2005-03-02,6112880000
2005-03-03,5961519999
2005-03-04,5940880000
2005-03-07,5913360000
2005-03-08,5865200000
2005-03-09,5813599999
2005-03-10,5909920000
2005-03-11,6009680000
2005-03-14,6026880000
2005-03-15,5989040000
2005-03-16,5940880000
2005-03-17,5909920000
2005-03-18,5875519999
2005-03-21,5872080000
2005-03-22,5803280000
2005-03-23,5786080000
2005-03-24,5848000000
2005-03-28,5841120000
2005-03-29,5755120000
2005-03-30,5772320000
2005-03-31,5737920000
2005-04-01,4016790000
2005-04-04,3997350000
2005-04-05,3990060000
2005-04-06,4021650000
2005-04-07,4072680000
2005-04-08,4075110000
2005-04-11,4031370000
2005-04-12,4065390000
2005-04-13,4070250000
2005-04-14,4082400000
2005-04-15,4075110000
2005-04-18,3992490000
2005-04-19,3985199999
2005-04-20,3880710000
2005-04-21,3968189999
2005-04-22,3900150000
2005-04-25,3958470000
2005-04-26,3878280000
2005-04-27,4019220000
2005-04-28,4067819999
2005-04-29,4104270000
2005-05-02,4230630000
2005-05-03,4303530000
2005-05-04,4378860000
2005-05-05,4403160000
2005-05-06,4412880000
2005-05-09,4374000000
2005-05-10,4422600000
2005-05-11,4476060000
2005-05-12,4527090000
2005-05-13,4517370000
2005-05-16,4556250000
2005-05-17,4580550000
2005-05-18,4621860000
2005-05-19,4617000000
2005-05-20,4636440000
2005-05-23,4604850000
2005-05-24,4617000000
2005-05-25,4556250000
2005-05-26,4582980000
2005-05-27,4575690000
2005-05-31,4485780000
2005-06-01,4510080000
2005-06-02,4529520000
2005-06-03,4495500000
2005-06-06,4480920000
2005-06-07,4483350000
2005-06-08,4454190000
2005-06-09,4490640000
2005-06-10,4463910000
2005-06-13,4500360000
2005-06-14,4531950000
2005-06-15,4563540000
2005-06-16,4565970000
2005-06-17,4531950000
2005-06-20,4473630000
2005-06-21,4408020000
2005-06-22,4425030000
2005-06-23,4398300000
2005-06-24,4374000000
2005-06-27,4237920000
2005-06-28,4281660000
2005-06-29,4274370000
2005-06-30,4325400000
2005-07-01,4325400000
2005-07-05,4305960000
2005-07-06,4337550000
2005-07-07,4378860000
2005-07-08,4437180000
2005-07-11,4417740000
2005-07-12,4422600000
2005-07-13,4451760000
2005-07-14,4500360000
2005-07-15,4731210000
2005-07-18,4624290000
2005-07-19,4592700000
2005-07-20,4631580000
2005-07-21,4568400000
2005-07-22,4592700000
2005-07-25,4488210000
2005-07-26,4483350000
2005-07-27,4485780000
2005-07-28,4495500000
2005-07-29,4529520000
2005-08-01,4361850000
2005-08-02,4366710000
2005-08-03,4371570000
2005-08-04,4325400000
2005-08-05,4339980000
2005-08-08,4342410000
2005-08-09,4322970000
2005-08-10,4301100000
2005-08-11,4279230000
2005-08-12,4279230000
2005-08-15,4284089999
2005-08-16,4247640000
2005-08-17,4279230000
2005-08-18,4284089999
2005-08-19,4286520000
2005-08-22,4271939999
2005-08-23,4264650000
2005-08-24,4293810000
2005-08-25,4301100000
2005-08-26,4276800000
2005-08-29,4298670000
2005-08-30,4213620000
2005-08-31,4320540000
2005-09-01,4330260000
2005-09-02,4347270000
2005-09-06,4412880000
2005-09-07,4429890000
2005-09-08,4410450000
2005-09-09,4381290000
2005-09-12,4417740000
2005-09-13,4386150000
2005-09-14,4288949999
2005-09-15,4305960000
2005-09-16,4374000000
2005-09-19,4310820000
2005-09-20,4269510000
2005-09-21,4194180000
2005-09-22,4235490000
2005-09-23,4296240000
2005-09-26,4257360000
2005-09-27,4218480000
2005-09-28,4276800000
2005-09-29,4335120000
2005-09-30,4386150000
2005-10-03,4429890000
2005-10-04,4383720000
2005-10-05,4330260000
2005-10-06,4371570000
2005-10-07,4398300000
2005-10-10,4374000000
2005-10-11,4301100000
2005-10-12,4318110000
2005-10-13,4325400000
2005-10-14,4344840000
2005-10-17,4344840000
2005-10-18,4369140000
2005-10-19,4386150000
2005-10-20,4395870000
2005-10-21,4305960000
2005-10-24,4383720000
2005-10-25,4354560000
2005-10-26,4318110000
2005-10-27,4182030000
2005-10-28,4252500000
2005-10-31,4325400000
2005-11-01,4347270000
2005-11-02,4386150000
2005-11-03,4432320000
2005-11-04,4500360000
2005-11-07,4531950000
2005-11-08,4507650000
2005-11-09,4524660000
2005-11-10,4544100000
2005-11-11,4495500000
2005-11-14,4011930000
2005-11-15,4026510000
2005-11-16,3973050000
2005-11-17,4031370000
2005-11-18,4067819999
2005-11-21,4062959999
2005-11-22,4082400000
2005-11-23,4011930000
2005-11-25,4077540000
2005-11-28,4055670000
2005-11-29,4104270000
2005-11-30,4089689999
2005-12-01,4169880000
2005-12-02,4099410000
2005-12-05,4016790000
2005-12-06,3977910000
2005-12-07,3958470000
2005-12-08,4014360000
2005-12-09,4007069999
2005-12-12,4036230000
2005-12-13,4045949999
2005-12-14,4072680000
2005-12-15,4077540000
2005-12-16,4096980000
2005-12-19,4082400000
2005-12-20,4106699999
2005-12-21,4148010000
2005-12-22,4157730000
2005-12-23,4189319999
2005-12-27,4191750000
2005-12-28,4194180000
2005-12-29,4199040000
2005-12-30,4155300000
2006-01-03,5781660000
2006-01-04,5816260000
2006-01-05,5798960000
2006-01-06,5816260000
2006-01-09,5823179999
2006-01-10,5795500000
2006-01-11,5812800000
2006-01-12,5843940000
2006-01-13,5726300000
2006-01-17,5705539999
2006-01-18,5733220000
2006-01-19,5705539999
2006-01-20,5622500000
2006-01-23,5702080000
2006-01-24,5477180000
2006-01-25,5359540000
2006-01-26,5366460000
2006-01-27,5318020000
2006-01-30,4937420000
2006-01-31,4958180000
2006-02-01,5010080000
2006-02-02,4985860000
2006-02-03,4947800000
2006-02-06,4878600000
2006-02-07,4871680000
2006-02-08,4892440000
2006-02-09,5023920000
2006-02-10,5030840000
2006-02-13,5044680000
2006-02-14,5100040000
2006-02-15,5089660000
2006-02-16,5072360000
2006-02-17,5072360000
2006-02-21,4961640000
2006-02-22,4916660000
2006-02-23,4899360000
2006-02-24,4882060000
2006-02-27,4868220000
2006-02-28,4681380000
2006-03-01,4771340000
2006-03-02,4712520000
2006-03-03,4615640000
2006-03-06,4553360000
2006-03-07,4553360000
2006-03-08,4553360000
2006-03-09,4719440000
2006-03-10,4722900000
2006-03-13,4518760000
2006-03-14,4587960000
2006-03-15,4477240000
2006-03-16,4553360000
2006-03-17,4622560000
2006-03-20,4688300000
2006-03-21,4719440000
2006-03-22,4747120000
2006-03-23,4781720000
2006-03-24,4767880000
2006-03-27,4757500000
2006-03-28,4792100000
2006-03-29,4688300000
2006-03-30,4698680000
2006-03-31,4754040000
2006-04-03,3428730000
2006-04-04,3408810000
2006-04-05,3339090000
2006-04-06,3301740000
2006-04-07,3301740000
2006-04-10,3296760000
2006-04-11,3254430000
2006-04-12,3261900000
2006-04-13,3256920000
2006-04-17,3279330000
2006-04-18,3321660000
2006-04-19,3304230000
2006-04-20,3217080000
2006-04-21,3498450000
2006-04-24,3416280000
2006-04-25,3416280000
2006-04-26,3590580000
2006-04-27,3622950000
2006-04-28,3635400000
2006-05-01,3662790000
2006-05-02,3645360000
2006-05-03,3642870000
2006-05-04,3637890000
2006-05-05,3730020000
2006-05-08,3702630000
2006-05-09,3730020000
2006-05-10,3906810000
2006-05-11,3911790000
2006-05-12,3827130000
2006-05-15,3954120000
2006-05-16,3891870000
2006-05-17,3777330000
2006-05-18,3871950000
2006-05-19,4106009999
2006-05-22,4272840000
2006-05-23,4140869999
2006-05-24,4033800000
2006-05-25,4083599999
2006-05-26,4073640000
2006-05-30,3998939999
2006-05-31,3986490000
2006-06-01,3959100000
2006-06-02,3961590000
2006-06-05,3884400000
2006-06-06,3886890000
2006-06-07,3916770000
2006-06-08,3852030000
2006-06-09,3819660000
2006-06-12,3769860000
2006-06-13,3665280000
2006-06-14,3665280000
2006-06-15,3630420000
2006-06-16,3612990000
2006-06-19,3645360000
2006-06-20,3627930000
2006-06-21,3675240000
2006-06-22,3705120000
2006-06-23,3737490000
2006-06-26,3720060000
2006-06-27,3590580000
2006-06-28,3555720000
2006-06-29,3697650000
2006-06-30,3700140000
2006-07-03,3920400000
2006-07-05,3814800000
2006-07-06,3923040000
2006-07-07,3814800000
2006-07-10,4033920000
2006-07-11,4089360000
2006-07-12,4002240000
2006-07-13,3891360000
2006-07-14,3793680000
2006-07-17,3751440000
2006-07-18,3772560000
2006-07-19,3849120000
2006-07-20,3875520000
2006-07-21,3764640000
2006-07-24,3835920000
2006-07-25,3785760000
2006-07-26,3785760000
2006-07-27,3735600000
2006-07-28,3846480000
2006-07-31,3735600000
2006-08-01,3635280000
2006-08-02,3685440000
2006-08-03,3600960000
2006-08-04,3558720000
2006-08-07,3495360000
2006-08-08,3482160000
2006-08-09,3466320000
2006-08-10,3519120000
2006-08-11,3550800000
2006-08-14,3558720000
2006-08-15,3574560000
2006-08-16,3648480000
2006-08-17,3780480000
2006-08-18,3764640000
2006-08-21,3825360000
2006-08-22,3843840000
2006-08-23,3825360000
2006-08-24,3762000000
2006-08-25,3820080000
2006-08-28,3825360000
2006-08-29,3960000000
2006-08-30,3896640000
2006-08-31,3888720000
2006-09-01,3883440000
2006-09-05,3899280000
2006-09-06,3938880000
2006-09-07,3991680000
2006-09-08,4012800000
2006-09-11,3952080000
2006-09-12,3962640000
2006-09-13,4026000000
2006-09-14,4165920000
2006-09-15,4210800000
2006-09-18,4226640000
2006-09-19,4247760000
2006-09-20,4200240000
2006-09-21,4192320000
2006-09-22,4210800000
2006-09-25,4258319999
2006-09-26,4387680000
2006-09-27,4353360000
2006-09-28,4247760000
2006-09-29,4192320000
2006-10-02,4152720000
2006-10-03,4089360000
2006-10-04,4039200000
2006-10-05,4033920000
2006-10-06,4012800000
2006-10-09,3986400000
2006-10-10,3967920000
2006-10-11,3938880000
2006-10-12,3957360000
2006-10-13,3986400000
2006-10-16,3954720000
2006-10-17,3960000000
2006-10-18,3957360000
2006-10-19,3917760000
2006-10-20,3841200000
2006-10-23,3830640000
2006-10-24,3780480000
2006-10-25,3785760000
2006-10-26,3788400000
2006-10-27,3783120000
2006-10-30,3835920000
2006-10-31,3814800000
2006-11-01,3793680000
2006-11-02,3759360000
2006-11-03,3748800000
2006-11-06,3769920000
2006-11-07,3814800000
2006-11-08,3769920000
2006-11-09,3791040000
2006-11-10,3788400000
2006-11-13,3941520000
2006-11-14,4136880000
2006-11-15,4002240000
2006-11-16,4052400000
2006-11-17,4057680000
2006-11-20,4065600000
2006-11-21,4092000000
2006-11-22,4113120000
2006-11-24,4121040000
2006-11-27,4107840000
2006-11-28,4092000000
2006-11-29,4192320000
2006-11-30,4194960000
2006-12-01,4171200000
2006-12-04,4282079999
2006-12-05,4379760000
2006-12-06,4390320000
2006-12-07,4379760000
2006-12-08,4392960000
2006-12-11,4321680000
2006-12-12,4488000000
2006-12-13,4316400000
2006-12-14,4382400000
2006-12-15,4408800000
2006-12-18,4411440000
2006-12-19,4392960000
2006-12-20,4482720000
2006-12-21,4411440000
2006-12-22,4398240000
2006-12-26,4382400000
2006-12-27,4385040000
2006-12-28,4371840000
2006-12-29,4342800000
2007-01-03,4430850000
2007-01-04,4411880000
2007-01-05,4471500000
2007-01-08,4411880000
2007-01-09,4422720000
2007-01-10,4498600000
2007-01-11,4539250000
2007-01-12,4533830000
2007-01-16,4417300000
2007-01-17,4311610000
2007-01-18,4262830000
2007-01-19,4289930000
2007-01-22,4311610000
2007-01-23,4322450000
2007-01-24,4433560000
2007-01-25,4444400000
2007-01-26,4522990000
2007-01-29,4682880000
2007-01-30,4704560000
2007-01-31,4810250000
2007-02-01,4845480000
2007-02-02,4910520000
2007-02-05,4921360000
2007-02-06,4951170000
2007-02-07,4918650000
2007-02-08,4945750000
2007-02-09,4910520000
2007-02-12,4972850000
2007-02-13,5083960000
2007-02-14,5046020000
2007-02-15,5121900000
2007-02-16,5132740000
2007-02-20,5184230000
2007-02-21,5132740000
2007-02-22,5054150000
2007-02-23,5027050000
2007-02-26,5027050000
2007-02-27,4883420000
2007-02-28,4945750000
2007-03-01,4891550000
2007-03-02,4821090000
2007-03-05,4810250000
2007-03-06,4850900000
2007-03-07,4872580000
2007-03-08,4891550000
2007-03-09,4875290000
2007-03-12,4970140000
2007-03-13,4837350000
2007-03-14,4878000000
2007-03-15,4953880000
2007-03-16,4940330000
2007-03-19,4905100000
2007-03-20,4964720000
2007-03-21,4991820000
2007-03-22,5138160000
2007-03-23,5157130000
2007-03-26,5173390000
2007-03-27,5149000000
2007-03-28,5200490000
2007-03-29,5138160000
2007-03-30,5260110000
2007-04-02,5493510000
2007-04-03,5538150000
2007-04-04,5543730000
2007-04-05,5490720000
2007-04-09,5476770000
2007-04-10,5473980000
2007-04-11,5560470000
2007-04-12,5630220000
2007-04-13,5705550000
2007-04-16,5831100000
2007-04-17,5702760000
2007-04-18,5713920000
2007-04-19,5797620000
2007-04-20,5805990000
2007-04-23,5914800000
2007-04-24,5878530000
2007-04-25,5970600000
2007-04-26,5914800000
2007-04-27,5914800000
2007-04-30,5847840000
2007-05-01,5900850000
2007-05-02,5912010000
2007-05-03,5953860000
2007-05-04,5959440000
2007-05-07,5981760000
2007-05-08,6048720000
2007-05-09,6087780000
2007-05-10,6045930000
2007-05-11,6037560000
2007-05-14,6045930000
2007-05-15,6104520000
2007-05-16,6235650000
2007-05-17,6193800000
2007-05-18,6151950000
2007-05-21,6149160000
2007-05-22,6076620000
2007-05-23,6138000000
2007-05-24,6051510000
2007-05-25,6160320000
2007-05-29,6263550000
2007-05-30,6213330000
2007-05-31,6218910000
2007-06-01,6199380000
2007-06-04,6366780000
2007-06-05,6299820000
2007-06-06,6207750000
2007-06-07,6043140000
2007-06-08,6082200000
2007-06-11,6073830000
2007-06-12,6043140000
2007-06-13,6121260000
2007-06-14,6098940000
2007-06-15,6285870000
2007-06-18,6439320000
2007-06-19,6405840000
2007-06-20,6417000000
2007-06-21,6718320000
2007-06-22,6436530000
2007-06-25,6436530000
2007-06-26,6486750000
2007-06-27,6425370000
2007-06-28,6483960000
2007-06-29,6428160000
2007-07-02,6506280000
2007-07-03,6620670000
2007-07-05,6598350000
2007-07-06,6606720000
2007-07-09,6548130000
2007-07-10,6486750000
2007-07-11,6472800000
2007-07-12,6573240000
2007-07-13,6670890000
2007-07-16,6634620000
2007-07-17,6548130000
2007-07-18,6525810000
2007-07-19,6623460000
2007-07-20,6603930000
2007-07-23,6620670000
2007-07-24,6411420000
2007-07-25,6294240000
2007-07-26,6140790000
2007-07-27,5973390000
2007-07-30,6132420000
2007-07-31,5942700000
2007-08-01,5819940000
2007-08-02,5800410000
2007-08-03,5691600000
2007-08-06,5951070000
2007-08-07,5998500000
2007-08-08,5817150000
2007-08-09,5549310000
2007-08-10,5571630000
2007-08-13,5660910000
2007-08-14,5563260000
2007-08-15,5451660000
2007-08-16,5398650000
2007-08-17,5582790000
2007-08-20,5663700000
2007-08-21,5769720000
2007-08-22,5850630000
2007-08-23,6026400000
2007-08-24,6098940000
2007-08-27,5909220000
2007-08-28,5819940000
2007-08-29,5931540000
2007-08-30,5875740000
2007-08-31,6012450000
2007-09-04,6140790000
2007-09-05,5348430000
2007-09-06,5194980000
2007-09-07,5172660000
2007-09-10,5102910000
2007-09-11,5161500000
2007-09-12,5161500000
2007-09-13,5189400000
2007-09-14,5133600000
2007-09-17,5033160000
2007-09-18,5055480000
2007-09-19,5155920000
2007-09-20,5231250000
2007-09-21,5247990000
2007-09-24,5228460000
2007-09-25,5049900000
2007-09-26,5038740000
2007-09-27,4996890000
2007-09-28,4980150000
2007-10-01,4980150000
2007-10-02,4974570000
2007-10-03,4921560000
2007-10-04,4927140000
2007-10-05,4935510000
2007-10-08,5016420000
2007-10-09,5130810000
2007-10-10,5169870000
2007-10-11,5136390000
2007-10-12,5066640000
2007-10-15,5027580000
2007-10-16,4966200000
2007-10-17,5022000000
2007-10-18,4985730000
2007-10-19,4706730000
2007-10-22,4603500000
2007-10-23,4530960000
2007-10-24,4466790000
2007-10-25,4413780000
2007-10-26,4408200000
2007-10-29,4402620000
2007-10-30,4405410000
2007-10-31,4408200000
2007-11-01,4310550000
2007-11-02,4218480000
2007-11-05,4207320000
2007-11-06,4187790000
2007-11-07,4073400000
2007-11-08,4198950000
2007-11-09,4115250000
2007-11-12,3998070000
2007-11-13,4207320000
2007-11-14,4313340000
2007-11-15,4140360000
2007-11-16,4201740000
2007-11-19,4140360000
2007-11-20,4185000000
2007-11-21,4095720000
2007-11-23,4137570000
2007-11-26,3975750000
2007-11-27,3936690000
2007-11-28,4090140000
2007-11-29,4123620000
2007-11-30,4159890000
2007-12-03,4059450000
2007-12-04,4045500000
2007-12-05,4084560000
2007-12-06,4288230000
2007-12-07,4263120000
2007-12-10,4274280000
2007-12-11,4193370000
2007-12-12,4207320000
2007-12-13,4179420000
2007-12-14,4020390000
2007-12-17,3950640000
2007-12-18,4123620000
2007-12-19,4084560000
2007-12-20,4131990000
2007-12-21,4279860000
2007-12-24,4293810000
2007-12-26,4304970000
2007-12-27,4279860000
2007-12-28,4296600000
2007-12-31,5365500000
2008-01-02,5288500000
2008-01-03,4987500000
2008-01-04,4868500000
2008-01-07,5068000000
2008-01-08,4889500000
2008-01-09,4956000000
2008-01-10,5071500000
2008-01-11,4942000000
2008-01-14,4910500000
2008-01-15,4858000000
2008-01-16,4903500000
2008-01-17,4770500000
2008-01-18,4662000000
2008-01-22,4707500000
2008-01-23,4746000000
2008-01-24,4721500000
2008-01-25,4641000000
2008-01-28,4896500000
2008-01-29,4777500000
2008-01-30,4903500000
2008-01-31,4977000000
2008-02-01,5043500000
2008-02-04,4917500000
2008-02-05,4826500000
2008-02-06,4812500000
2008-02-07,4784500000
2008-02-08,4788000000
2008-02-11,4746000000
2008-02-12,4767000000
2008-02-13,4844000000
2008-02-14,4788000000
2008-02-15,4770500000
2008-02-19,4973500000
2008-02-20,5208000000
2008-02-21,5022500000
2008-02-22,5099500000
2008-02-25,5096000000
2008-02-26,5012000000
2008-02-27,5187000000
2008-02-28,5204500000
2008-02-29,5043500000
2008-03-03,5236000000
2008-03-04,5222000000
2008-03-05,5666500000
2008-03-06,5687500000
2008-03-07,5533500000
2008-03-10,5484500000
2008-03-11,5621000000
2008-03-12,5757500000
2008-03-13,5810000000
2008-03-14,5582500000
2008-03-17,5463500000
2008-03-18,5796000000
2008-03-19,5862500000
2008-03-20,5911500000
2008-03-24,5932500000
2008-03-25,5813500000
2008-03-26,5768000000
2008-03-27,5635000000
2008-03-28,5645500000
2008-03-31,4466000000
2008-04-01,4712399999
2008-04-02,4561200000
2008-04-03,4603200000
2008-04-04,4709600000
2008-04-07,4760000000
2008-04-08,4695600000
2008-04-09,4606000000
2008-04-10,4748800000
2008-04-11,4718000000
2008-04-14,4793600000
2008-04-15,4914000000
2008-04-16,5003600000
2008-04-17,5160400000
2008-04-18,5325600000
2008-04-21,5443200000
2008-04-22,5255600000
2008-04-23,5087600000
2008-04-24,5062399999
2008-04-25,5082000000
2008-04-28,5107200000
2008-04-29,4998000000
2008-04-30,4984000000
2008-05-01,4989600000
2008-05-02,4984000000
2008-05-05,5026000000
2008-05-06,4958800000
2008-05-07,4947600000
2008-05-08,4989600000
2008-05-09,4858000000
2008-05-12,4978400000
2008-05-13,5031600000
2008-05-14,5084800000
2008-05-15,5210800000
2008-05-16,5112800000
2008-05-19,5129600000
2008-05-20,5068000000
2008-05-21,5031600000
2008-05-22,5140800000
2008-05-23,4989600000
2008-05-27,5042800000
2008-05-28,5093200000
2008-05-29,5230400000
2008-05-30,5275200000
2008-06-02,5166000000
2008-06-03,4754400000
2008-06-04,4790800000
2008-06-05,4760000000
2008-06-06,4530400000
2008-06-09,4387600000
2008-06-10,4278400000
2008-06-11,4155200000
2008-06-12,4163600000
2008-06-13,4188800000
2008-06-16,4127200000
2008-06-17,4172000000
2008-06-18,3830400000
2008-06-19,4051600000
2008-06-20,4166400000
2008-06-23,4023600000
2008-06-24,4026400000
2008-06-25,4200000000
2008-06-26,4110400000
2008-06-27,4099200000
2008-06-30,4526820000
2008-07-01,4351080000
2008-07-02,4335930000
2008-07-03,4348050000
2008-07-07,4323810000
2008-07-08,4554090000
2008-07-09,4526820000
2008-07-10,4638930000
2008-07-11,4451070000
2008-07-14,4514700000
2008-07-15,4663170000
2008-07-16,4887390000
2008-07-17,4884360000
2008-07-18,4957080000
2008-07-21,4920720000
2008-07-22,4941930000
2008-07-23,5054040000
2008-07-24,4887390000
2008-07-25,4917690000
2008-07-28,4572270000
2008-07-29,4617720000
2008-07-30,4772250000
2008-07-31,4514700000
2008-08-01,4505610000
2008-08-04,4541970000
2008-08-05,4896480000
2008-08-06,4972230000
2008-08-07,4796490000
2008-08-08,4941930000
2008-08-11,5117670000
2008-08-12,5172210000
2008-08-13,4966170000
2008-08-14,5105550000
2008-08-15,5075250000
2008-08-18,4999500000
2008-08-19,4860120000
2008-08-20,4947989999
2008-08-21,4935870000
2008-08-22,4851030000
2008-08-25,4911630000
2008-08-26,4620750000
2008-08-27,4651050000
2008-08-28,4541970000
2008-08-29,4399560000
2008-09-02,4514700000
2008-09-03,4599540000
2008-09-04,4205640000
2008-09-05,4311690000
2008-09-08,4163220000
2008-09-09,3945060000
2008-09-10,3969300000
2008-09-11,4042020000
2008-09-12,4087470000
2008-09-15,3939000000
2008-09-16,3957180000
2008-09-17,3826890000
2008-09-18,3932940000
2008-09-19,3978390000
2008-09-22,3932940000
2008-09-23,3884460000
2008-09-24,3678420000
2008-09-25,3969300000
2008-09-26,3845070000
2008-09-29,3405720000
2008-09-30,3617820000
2008-10-01,3899610000
2008-10-02,3726900000
2008-10-03,3539040000
2008-10-06,3560250000
2008-10-07,3348150000
2008-10-08,3393600000
2008-10-09,3245130000
2008-10-10,3193619999
2008-10-13,3517830000
2008-10-14,3575400000
2008-10-15,3199680000
2008-10-16,3248160000
2008-10-17,3348150000
2008-10-20,3554190000
2008-10-21,3302700000
2008-10-22,3048180000
2008-10-23,3154230000
2008-10-24,2920920000
2008-10-27,2420970000
2008-10-28,2424000000
2008-10-29,2393700000
2008-10-30,2514900000
2008-10-31,2648220000
2008-11-03,2627010000
2008-11-04,2636100000
2008-11-05,2614890000
2008-11-06,2360370000
2008-11-07,2260380000
2008-11-10,2027070000
2008-11-11,1548330000
2008-11-12,1454400000
2008-11-13,1554390000
2008-11-14,1484700000
2008-11-17,1454400000
2008-11-18,1518030000
2008-11-19,1527120000
2008-11-20,1333200000
2008-11-21,1560450000
2008-11-24,1787700000
2008-11-25,1899809999
2008-11-26,2127059999
2008-11-28,2033130000
2008-12-01,1827090000
2008-12-02,1851330000
2008-12-03,1978590000
2008-12-04,2090700000
2008-12-05,2227050000
2008-12-08,2236140000
2008-12-09,2217960000
2008-12-10,2214930000
2008-12-11,2108880000
2008-12-12,2154330000
2008-12-15,2093730000
2008-12-16,2345220000
2008-12-17,2396730000
2008-12-18,2317950000
2008-12-19,2454300000
2008-12-22,2439150000
2008-12-23,2393700000
2008-12-24,2445210000
2008-12-26,2484600000
2008-12-29,2378550000
2008-12-30,2590650000
2008-12-31,2654280000
2009-01-02,2833050000
2009-01-05,2663369999
2009-01-06,2678520000
2009-01-07,2502780000
2009-01-08,2466420000
2009-01-09,2560350000
2009-01-12,2545200000
2009-01-13,2633070000
2009-01-14,2551260000
2009-01-15,2572470000
2009-01-16,2660340000
2009-01-20,2505810000
2009-01-21,2581560000
2009-01-22,2581560000
2009-01-23,2623980000
2009-01-26,2699730000
2009-01-27,2793660000
2009-01-28,2805780000
2009-01-29,2772450000
2009-01-30,2681550000
2009-02-02,2681550000
2009-02-03,2790630000
2009-02-04,2751240000
2009-02-05,2857290000
2009-02-06,2945160000
2009-02-09,2863350000
2009-02-10,2772450000
2009-02-11,2751240000
2009-02-12,2754270000
2009-02-13,2666400000
2009-02-17,2514900000
2009-02-18,2478540000
2009-02-19,2478540000
2009-02-20,2348250000
2009-02-23,2305830000
2009-02-24,2484600000
2009-02-25,2342190000
2009-02-26,2427030000
2009-02-27,2554290000
2009-03-02,2499750000
2009-03-03,2417940000
2009-03-04,2454300000
2009-03-05,2299770000
2009-03-06,2417940000
2009-03-09,2439150000
2009-03-10,2572470000
2009-03-11,2684580000
2009-03-12,2808810000
2009-03-13,2851230000
2009-03-16,2854260000
2009-03-17,2902740000
2009-03-18,2857290000
2009-03-19,2833050000
2009-03-20,2763360000
2009-03-23,2969400000
2009-03-24,2993640000
2009-03-25,2993640000
2009-03-26,3008790000
2009-03-27,2981520000
2009-03-30,2817660000
2009-03-31,2835780000
2009-04-01,2953560000
2009-04-02,3026040000
2009-04-03,3180060000
2009-04-06,3095500000
2009-04-07,3125700000
2009-04-08,3174020000
2009-04-09,3318980000
