,CMCSA
2009-04-13,41428600000
2009-04-14,39986100000
2009-04-15,41486300000
2009-04-16,42582600000
2009-04-17,41774800000
2009-04-20,40216900000
2009-04-21,41197800000
2009-04-22,40563100000
2009-04-23,39293700000
2009-04-24,40101500000
2009-04-27,39697600000
2009-04-28,40967000000
2009-04-29,43967400000
2009-04-30,44602100000
2009-05-01,47198600000
2009-05-04,48006400000
2009-05-05,46910100000
2009-05-06,46160000000
2009-05-07,45294500000
2009-05-08,45467600000
2009-05-11,44486700000
2009-05-12,43852000000
2009-05-13,43159600000
2009-05-14,42871100000
2009-05-15,41601700000
2009-05-18,43736600000
2009-05-19,43275000000
2009-05-20,42928800000
2009-05-21,41717100000
2009-05-22,41024700000
2009-05-26,42351800000
2009-05-27,41255500000
2009-05-28,40967000000
2009-05-29,39755300000
2009-06-01,40159200000
2009-06-02,41717100000
2009-06-03,40967000000
2009-06-04,41774800000
2009-06-05,40736200000
2009-06-08,41428600000
2009-06-09,41544000000
2009-06-10,41255500000
2009-06-11,41890200000
2009-06-12,41428600000
2009-06-15,39870700000
2009-06-16,39062900000
2009-06-17,39986100000
2009-06-18,40043800000
2009-06-19,40043800000
2009-06-22,39293700000
2009-06-23,39813000000
2009-06-24,39928400000
2009-06-25,41428600000
2009-06-26,41024700000
2009-06-29,41428600000
2009-06-30,41529120000
2009-07-01,41586560000
2009-07-02,39920800000
2009-07-06,39920800000
2009-07-07,38197600000
2009-07-08,38772000000
2009-07-09,38484800000
2009-07-10,38082720000
2009-07-13,38829440000
2009-07-14,38944320000
2009-07-15,40495200000
2009-07-16,40667520000
2009-07-17,40667520000
2009-07-20,41644000000
2009-07-21,41127040000
2009-07-22,40667520000
2009-07-23,41644000000
2009-07-24,41644000000
2009-07-27,42792800000
2009-07-28,42792800000
2009-07-29,41931200000
2009-07-30,43137440000
2009-07-31,42677920000
2009-08-03,43482080000
2009-08-04,44228800000
2009-08-05,43252320000
2009-08-06,43252320000
2009-08-07,42965120000
2009-08-10,43080000000
2009-08-11,42390720000
2009-08-12,42677920000
2009-08-13,42965120000
2009-08-14,42563040000
2009-08-17,41816320000
2009-08-18,41184480000
2009-08-19,41988640000
2009-08-20,41816320000
2009-08-21,43309760000
2009-08-24,43367200000
2009-08-25,43711840000
2009-08-26,43482080000
2009-08-27,44688320000
2009-08-28,45147840000
2009-08-31,43999040000
2009-09-01,43539520000
2009-09-02,44286240000
2009-09-03,44458560000
2009-09-04,46871040000
2009-09-08,47330560000
2009-09-09,48421920000
2009-09-10,49226080000
2009-09-11,49455840000
2009-09-14,50087680000
2009-09-15,50030240000
2009-09-16,50432320000
2009-09-17,48996320000
2009-09-18,49628160000
2009-09-21,49570720000
2009-09-22,49455840000
2009-09-23,48364480000
2009-09-24,48019840000
2009-09-25,47962400000
2009-09-28,48938880000
2009-09-29,49915360000
2009-09-30,48175520000
2009-10-01,44750720000
2009-10-02,43494960000
2009-10-05,43780360000
2009-10-06,44122840000
2009-10-07,44351160000
2009-10-08,44693640000
2009-10-09,44408240000
2009-10-12,43609120000
2009-10-13,43837440000
2009-10-14,43837440000
2009-10-15,43609120000
2009-10-16,43552040000
2009-10-19,44065760000
2009-10-20,43837440000
2009-10-21,43152480000
2009-10-22,44294080000
2009-10-23,42981240000
2009-10-26,42353360000
2009-10-27,42010880000
2009-10-28,41839640000
2009-10-29,42867080000
2009-10-30,41383000000
2009-11-02,41440080000
2009-11-03,41440080000
2009-11-04,40127240000
2009-11-05,40526800000
2009-11-06,41668400000
2009-11-09,43266640000
2009-11-10,42410440000
2009-11-11,43095400000
2009-11-12,43780360000
2009-11-13,44065760000
2009-11-16,45264440000
2009-11-17,44294080000
2009-11-18,43209560000
2009-11-19,42924160000
2009-11-20,42867080000
2009-11-23,43095400000
2009-11-24,43152480000
2009-11-25,43038320000
2009-11-27,42467520000
2009-11-30,41839640000
2009-12-01,42695840000
2009-12-02,42638760000
2009-12-03,45435680000
2009-12-04,46063560000
2009-12-07,49317120000
2009-12-08,49545440000
2009-12-09,50059160000
2009-12-10,50173319999
2009-12-11,50344560000
2009-12-14,50173319999
2009-12-15,50173319999
2009-12-16,49945000000
2009-12-17,48860480000
2009-12-18,49202959999
2009-12-21,49602520000
2009-12-22,49088800000
2009-12-23,48860480000
2009-12-24,49031720000
2009-12-28,48746319999
2009-12-29,48746319999
2009-12-30,48746319999
2009-12-31,47831820000
2010-01-04,48172260000
2010-01-05,47491379999
2010-01-06,47150940000
2010-01-07,48172260000
2010-01-08,48002040000
2010-01-11,47661600000
2010-01-12,46810500000
2010-01-13,47604860000
2010-01-14,47321160000
2010-01-15,47207680000
2010-01-19,47661600000
2010-01-20,46867240000
2010-01-21,45392000000
2010-01-22,44994820000
2010-01-25,45392000000
2010-01-26,44540900000
2010-01-27,44994820000
2010-01-28,44313940000
2010-01-29,44938080000
2010-02-01,45221780000
2010-02-02,46186360000
2010-02-03,45335260000
2010-02-04,44030240000
2010-02-05,43746540000
2010-02-08,43179140000
2010-02-09,43689800000
2010-02-10,43462840000
2010-02-11,43519580000
2010-02-12,43519580000
2010-02-16,44484160000
2010-02-17,44427420000
2010-02-18,44654380000
2010-02-19,45392000000
2010-02-22,45959400000
2010-02-23,45789180000
2010-02-24,46583540000
2010-02-25,45789180000
2010-02-26,46640280000
2010-03-01,47718340000
2010-03-02,47661600000
2010-03-03,48115520000
2010-03-04,48739660000
2010-03-05,49420540000
2010-03-08,49817720000
2010-03-09,49647500000
2010-03-10,49760980000
2010-03-11,49874459999
2010-03-12,49420540000
2010-03-15,49760980000
2010-03-16,49647500000
2010-03-17,49874459999
2010-03-18,50158160000
2010-03-19,49760980000
2010-03-22,50441860000
2010-03-23,51349700000
2010-03-24,51576660000
2010-03-25,52314280000
2010-03-26,52030580000
2010-03-29,52484500000
2010-03-30,53165379999
2010-03-31,53392340000
2010-04-01,53505820000
2010-04-05,53392340000
2010-04-06,53222120000
2010-04-07,51860360000
2010-04-08,52257540000
2010-04-09,52484500000
2010-04-12,52881680000
2010-04-13,52995160000
2010-04-14,53676040000
2010-04-15,53505820000
2010-04-16,51973840000
2010-04-19,52711459999
2010-04-20,52597980000
2010-04-21,52597980000
2010-04-22,53335600000
2010-04-23,53789520000
2010-04-26,54129959999
2010-04-27,52371020000
2010-04-28,53335600000
2010-04-29,56740000000
2010-04-30,56115860000
2010-05-03,57874799999
2010-05-04,56399560000
2010-05-05,56002379999
2010-05-06,52484500000
2010-05-07,52087320000
2010-05-10,51179480000
2010-05-11,51292959999
2010-05-12,51576660000
2010-05-13,50385120000
2010-05-14,49931200000
2010-05-17,51349700000
2010-05-18,50214900000
2010-05-19,49874459999
2010-05-20,47604860000
2010-05-21,48342480000
2010-05-24,47604860000
2010-05-25,50158160000
2010-05-26,50271640000
2010-05-27,51973840000
2010-05-28,51349700000
2010-06-01,51122740000
2010-06-02,52144060000
2010-06-03,52200799999
2010-06-04,50441860000
2010-06-07,49250320000
2010-06-08,49420540000
2010-06-09,49420540000
2010-06-10,51292959999
2010-06-11,51633400000
2010-06-14,51463180000
2010-06-15,52881680000
2010-06-16,52200799999
2010-06-17,52711459999
2010-06-18,52484500000
2010-06-21,52087320000
2010-06-22,51746879999
2010-06-23,51576660000
2010-06-24,50555340000
2010-06-25,50158160000
2010-06-28,51406440000
2010-06-29,50158160000
2010-06-30,42230825431
2010-07-01,43105572102
2010-07-02,42425213580
2010-07-06,43251363214
2010-07-07,43348557289
2010-07-08,43348557289
2010-07-09,43931721737
2010-07-12,44952259521
2010-07-13,46215782491
2010-07-14,46118588416
2010-07-15,46896141013
2010-07-16,45049453595
2010-07-19,46167185454
2010-07-20,45827006192
2010-07-21,44612080259
2010-07-22,45729812118
2010-07-23,46944738051
2010-07-26,47333514349
2010-07-27,46944738051
2010-07-28,47527902498
2010-07-29,46507364715
2010-07-30,47333514349
2010-08-02,47333514349
2010-08-03,46701752864
2010-08-04,46750349901
2010-08-05,46021394342
2010-08-06,45292438782
2010-08-09,45535423968
2010-08-10,45243841744
2010-08-11,43737333588
2010-08-12,44174706923
2010-08-13,43445751364
2010-08-16,43154169140
2010-08-17,43154169140
2010-08-18,44028915811
2010-08-19,43348557289
2010-08-20,43251363214
2010-08-23,42425213580
2010-08-24,41307481722
2010-08-25,42133631356
2010-08-26,41404675796
2010-08-27,41939243207
2010-08-30,41307481722
2010-08-31,41550466908
2010-09-01,43591542476
2010-09-02,43931721737
2010-09-03,44271900998
2010-09-07,43251363214
2010-09-08,43542945438
2010-09-09,43688736550
2010-09-10,44709274334
2010-09-13,44757871371
2010-09-14,43202766177
2010-09-15,43834527662
2010-09-16,42716795804
2010-09-17,42862586916
2010-09-20,43980318774
2010-09-21,44077512849
2010-09-22,43640139513
2010-09-23,43542945438
2010-09-24,45146647670
2010-09-27,44466289147
2010-09-28,44563483222
2010-09-29,44077512849
2010-09-30,50334719999
2010-10-01,49610880000
2010-10-04,49165440000
2010-10-05,50334719999
2010-10-06,49443840000
2010-10-07,49833599999
2010-10-08,50112000000
2010-10-11,50167680000
2010-10-12,50167680000
2010-10-13,50501760000
2010-10-14,51169920000
2010-10-15,52728960000
2010-10-18,52896000000
2010-10-19,53230080000
2010-10-20,53953920000
2010-10-21,54288000000
2010-10-22,54176640000
2010-10-25,55067520000
2010-10-26,54677760000
2010-10-27,56459520000
2010-10-28,58074240000
2010-10-29,57406080000
2010-11-01,57072000000
2010-11-02,57573120000
2010-11-03,57573120000
2010-11-04,58631040000
2010-11-05,58575360000
2010-11-08,58185599999
2010-11-09,57851520000
2010-11-10,57740159999
2010-11-11,57573120000
2010-11-12,56849280000
2010-11-15,57294719999
2010-11-16,56403840000
2010-11-17,56793599999
2010-11-18,57294719999
2010-11-19,57239040000
2010-11-22,56793599999
2010-11-23,56069760000
2010-11-24,56737920000
2010-11-26,56459520000
2010-11-29,56292480000
2010-11-30,55791360000
2010-12-01,58018560000
2010-12-02,57684480000
2010-12-03,57684480000
2010-12-06,57350400000
2010-12-07,57851520000
2010-12-08,57851520000
2010-12-09,58018560000
2010-12-10,59354880000
2010-12-13,59354880000
2010-12-14,61248000000
2010-12-15,60190080000
2010-12-16,60245760000
2010-12-17,59633280000
2010-12-20,61025280000
2010-12-21,61971840000
2010-12-22,61804800000
2010-12-23,61749120000
2010-12-27,61526400000
2010-12-28,61470719999
2010-12-29,61136640000
2010-12-30,61470719999
2010-12-31,53307683842
2011-01-03,54277796378
2011-01-04,54423313258
2011-01-05,55150897660
2011-01-06,55199403287
2011-01-07,55053886406
2011-01-10,55102392033
2011-01-11,54811358272
2011-01-12,54665841392
2011-01-13,54665841392
2011-01-14,55102392033
2011-01-18,55247908913
2011-01-19,56023998942
2011-01-20,56412043956
2011-01-21,57091122731
2011-01-24,57236639612
2011-01-25,56606066463
2011-01-26,56557560837
2011-01-27,56557560837
2011-01-28,55393425794
2011-01-31,55199403287
2011-02-01,56751583344
2011-02-02,55975493315
2011-02-03,56315032703
2011-02-04,56460549583
2011-02-07,57091122731
2011-02-08,57382156492
2011-02-09,57091122731
2011-02-10,57673190253
2011-02-11,58206752148
2011-02-14,57915718387
2011-02-15,58594797162
2011-02-16,60971572875
2011-02-17,61165595382
2011-02-18,62281224798
2011-02-22,60971572875
2011-02-23,60340999726
2011-02-24,60486516607
2011-02-25,61262606635
2011-02-28,62475247305
2011-03-01,61311112262
2011-03-02,60826055994
2011-03-03,62523752932
2011-03-04,61990191037
2011-03-07,61650651650
2011-03-08,61990191037
2011-03-09,61408123516
2011-03-10,59952954712
2011-03-11,60535022233
2011-03-14,59419392817
2011-03-15,58594797162
2011-03-16,56848594597
2011-03-17,58400774655
2011-03-18,57867212760
2011-03-21,58643302789
2011-03-22,58352269028
2011-03-23,58449280281
2011-03-24,60001460339
2011-03-25,60680539114
2011-03-28,59225370310
2011-03-29,59467898444
2011-03-30,59904449085
2011-03-31,68202480000
2011-04-01,69581980000
2011-04-04,69692340000
2011-04-05,69416440000
2011-04-06,68533560000
2011-04-07,67981760000
2011-04-08,68092120000
2011-04-11,67761040000
2011-04-12,67098880000
2011-04-13,66767800000
2011-04-14,66933340000
2011-04-15,67595500000
2011-04-18,66105640000
2011-04-19,66988520000
2011-04-20,68643920000
2011-04-21,69913060000
2011-04-25,69747520000
2011-04-26,70630400000
2011-04-27,71292560000
2011-04-28,72120260000
2011-04-29,72340980000
2011-05-02,73610120000
2011-05-03,73444580000
2011-05-04,71623640000
2011-05-05,70520040000
2011-05-06,70188960000
2011-05-09,69747520000
2011-05-10,71237380000
2011-05-11,70354500000
2011-05-12,70188960000
2011-05-13,69361260000
2011-05-16,68202480000
2011-05-17,69030180000
2011-05-18,70023420000
2011-05-19,70023420000
2011-05-20,69306080000
2011-05-23,67761040000
2011-05-24,67319599999
2011-05-25,67429960000
2011-05-26,68754280000
2011-05-27,68699099999
2011-05-31,69637160000
2011-06-01,67429960000
2011-06-02,67981760000
2011-06-03,66878159999
2011-06-06,65995280000
2011-06-07,66271180000
2011-06-08,66547080000
2011-06-09,67098880000
2011-06-10,65940099999
2011-06-13,65443480000
2011-06-14,65995280000
2011-06-15,64726140000
2011-06-16,64670960000
2011-06-17,65222760000
2011-06-20,65388300000
2011-06-21,66381540000
2011-06-22,65995280000
2011-06-23,65443480000
2011-06-24,65057219999
2011-06-27,66988520000
2011-06-28,68312840000
2011-06-29,68809460000
2011-06-30,69406260000
2011-07-01,70501860000
2011-07-05,71159220000
2011-07-06,69844500000
2011-07-07,70063620000
2011-07-08,69844500000
2011-07-11,68584560000
2011-07-12,67434180000
2011-07-13,67324619999
2011-07-14,66886380000
2011-07-15,66119460000
2011-07-18,65571660000
2011-07-19,67050720000
2011-07-20,66009900000
2011-07-21,67324619999
2011-07-22,68091540000
2011-07-25,68584560000
2011-07-26,69132360000
2011-07-27,67543740000
2011-07-28,66229020000
2011-07-29,65790780000
2011-08-01,65352540000
2011-08-02,62284859999
2011-08-03,62394420000
2011-08-04,59710200000
2011-08-05,59929320000
2011-08-08,55930380000
2011-08-09,56697300000
2011-08-10,54177420000
2011-08-11,56423400000
2011-08-12,56532960000
2011-08-15,58285920000
2011-08-16,58121580000
2011-08-17,58450260000
2011-08-18,55546920000
2011-08-19,54670440000
2011-08-22,54177420000
2011-08-23,54944340000
2011-08-24,56368619999
2011-08-25,55437359999
2011-08-26,56368619999
2011-08-29,58176359999
2011-08-30,58395480000
2011-08-31,58888500000
2011-09-01,59217180000
2011-09-02,57519000000
2011-09-06,56752080000
2011-09-07,58614599999
2011-09-08,58669380000
2011-09-09,57299880000
2011-09-12,57902460000
2011-09-13,59819760000
2011-09-14,60203220000
2011-09-15,61956180000
2011-09-16,62832660000
2011-09-19,62613540000
2011-09-20,62230080000
2011-09-21,59874540000
2011-09-22,57573780000
2011-09-23,58614599999
2011-09-26,59984099999
2011-09-27,61189260000
2011-09-28,60258000000
2011-09-29,59436300000
2011-09-30,59914880000
2011-10-03,58311040000
2011-10-04,60659520000
2011-10-05,61976960000
2011-10-06,63294400000
2011-10-07,63179840000
2011-10-10,66043840000
2011-10-11,65814720000
2011-10-12,67590400000
2011-10-13,67475840000
2011-10-14,68564160000
2011-10-17,67074880000
2011-10-18,68105920000
2011-10-19,67418560000
2011-10-20,67533119999
2011-10-21,69652480000
2011-10-24,70683520000
2011-10-25,69366080000
2011-10-26,71027200000
2011-10-27,70454400000
2011-10-28,68335040000
2011-10-31,67189440000
2011-11-01,65814720000
2011-11-02,65929280000
2011-11-03,66788480000
2011-11-04,65184640000
2011-11-07,64840960000
2011-11-08,65184640000
2011-11-09,61919680000
2011-11-10,63523520000
2011-11-11,64497280000
2011-11-14,63638080000
2011-11-15,63867200000
2011-11-16,61576000000
2011-11-17,60888640000
2011-11-18,61346880000
2011-11-21,61633280000
2011-11-22,61289599999
2011-11-23,60373119999
2011-11-25,60144000000
2011-11-28,62320640000
2011-11-29,62320640000
2011-11-30,64955520000
2011-12-01,64669119999
2011-12-02,66903040000
2011-12-05,66272960000
2011-12-06,66444800000
2011-12-07,66272960000
2011-12-08,64382720000
2011-12-09,64955520000
2011-12-12,66673920000
2011-12-13,66444800000
2011-12-14,66387520000
2011-12-15,66673920000
2011-12-16,66845760000
2011-12-19,65471040000
2011-12-20,67017599999
2011-12-21,67590400000
2011-12-22,67704960000
2011-12-23,68277760000
2011-12-27,68163200000
2011-12-28,67189440000
2011-12-29,68277760000
2011-12-30,67934080000
2012-01-03,66346000000
2012-01-04,66995919999
2012-01-05,67591680000
2012-01-06,66833440000
2012-01-09,68295760000
2012-01-10,68783200000
2012-01-11,68837360000
2012-01-12,69054000000
2012-01-13,68729040000
2012-01-17,69162320000
2012-01-18,69649760000
2012-01-19,70083040000
2012-01-20,70624640000
2012-01-23,70191360000
2012-01-24,70028880000
2012-01-25,70732960000
2012-01-26,71274560000
2012-01-27,71328720000
2012-01-30,71382880000
2012-01-31,71978640000
2012-02-01,72736880000
2012-02-02,72303600000
2012-02-03,73495120000
2012-02-06,73386800000
2012-02-07,73386800000
2012-02-08,73820080000
2012-02-09,74361680000
2012-02-10,73603440000
2012-02-13,74253360000
2012-02-14,73820080000
2012-02-15,77232160000
2012-02-16,77557120000
2012-02-17,79019440000
2012-02-21,78748640000
2012-02-22,79290240000
2012-02-23,80752560000
2012-02-24,79073600000
2012-02-27,79073600000
2012-02-28,79561040000
2012-02-29,79615200000
2012-03-01,79777680000
2012-03-02,79181920000
2012-03-05,78802800000
2012-03-06,78315360000
2012-03-07,79181920000
2012-03-08,80210960000
2012-03-09,80806720000
2012-03-12,80210960000
2012-03-13,81348320000
2012-03-14,80644240000
2012-03-15,80698400000
2012-03-16,79886000000
2012-03-19,80860880000
2012-03-20,80644240000
2012-03-21,80481760000
2012-03-22,80969200000
2012-03-23,81185840000
2012-03-26,82214880000
2012-03-27,81727440000
2012-03-28,81023360000
2012-03-29,80806720000
2012-03-30,81240000000
2012-04-02,72003999097
2012-04-03,71045862049
2012-04-04,70231445559
2012-04-05,70806327788
2012-04-09,70279352412
2012-04-10,68602612579
2012-04-11,69417029069
2012-04-12,71093768902
2012-04-13,70662607231
2012-04-16,71285396311
2012-04-17,72099812801
2012-04-18,71524930573
2012-04-19,70614700378
2012-04-20,70566793526
2012-04-23,69560749626
2012-04-24,70327259264
2012-04-25,70997955197
2012-04-26,72435160768
2012-04-27,72530974473
2012-04-30,72674695030
2012-05-01,73297484110
2012-05-02,72866322439
2012-05-03,72722601882
2012-05-04,70566793526
2012-05-07,70997955197
2012-05-08,70423072969
2012-05-09,69896097593
2012-05-10,70997955197
2012-05-11,70375166116
2012-05-14,69225401660
2012-05-15,69129587955
2012-05-16,69129587955
2012-05-17,67931916646
2012-05-18,67740289237
2012-05-21,68794239988
2012-05-22,69369122217
2012-05-23,68937960546
2012-05-24,69273308512
2012-05-25,69129587955
2012-05-29,69991911297
2012-05-30,69369122217
2012-05-31,69273308512
2012-06-01,68602612579
2012-06-04,69369122217
2012-06-05,69560749626
2012-06-06,71285396311
2012-06-07,71860278540
2012-06-08,72530974473
2012-06-11,71716557982
2012-06-12,72962136144
2012-06-13,71812371687
2012-06-14,73584925224
2012-06-15,74495155419
2012-06-18,74638875976
2012-06-19,75022130795
2012-06-20,74734689681
2012-06-21,73489111520
2012-06-22,73872366339
2012-06-25,72626788177
2012-06-26,73249577258
2012-06-27,74351434862
2012-06-28,74351434862
2012-06-29,76603056923
2012-07-02,86069680000
2012-07-03,85482720000
2012-07-05,83935280000
2012-07-06,83668480000
2012-07-09,83455040000
2012-07-10,83668480000
2012-07-11,84682320000
2012-07-12,82974800000
2012-07-13,85055840000
2012-07-16,84949120000
2012-07-17,86283120000
2012-07-18,86443200000
2012-07-19,86389840000
2012-07-20,85856240000
2012-07-23,83721840000
2012-07-24,83775200000
2012-07-25,83668480000
2012-07-26,84308800000
2012-07-27,86123040000
2012-07-30,85962960000
2012-07-31,86816720000
2012-08-01,89484720000
2012-08-02,91032160000
2012-08-03,92366160000
2012-08-06,93219920000
2012-08-07,92152720000
2012-08-08,92046000000
2012-08-09,92152720000
2012-08-10,92632960000
2012-08-13,92152720000
2012-08-14,91672480000
2012-08-15,91245600000
2012-08-16,91085520000
2012-08-17,90765360000
2012-08-20,90445200000
2012-08-21,90818720000
2012-08-22,90658639999
2012-08-23,90551920000
2012-08-24,90605280000
2012-08-27,90658639999
2012-08-28,90605280000
2012-08-29,90605280000
2012-08-30,89751520000
2012-08-31,89484720000
2012-09-04,89431360000
2012-09-05,89964960000
2012-09-06,92419520000
2012-09-07,91939280000
2012-09-10,91192240000
2012-09-11,91459040000
2012-09-12,92312800000
2012-09-13,94073680000
2012-09-14,94180400000
2012-09-17,93540080000
2012-09-18,92953120000
2012-09-19,94393840000
2012-09-20,95941280000
2012-09-21,96634960000
2012-09-24,97168560000
2012-09-25,95674480000
2012-09-26,93700160000
2012-09-27,95461040000
2012-09-28,95354320000
2012-10-01,84235730900
2012-10-02,85330938255
2012-10-03,86188057054
2012-10-04,86902322721
2012-10-05,86997558143
2012-10-08,86235674765
2012-10-09,84092877767
2012-10-10,83711936078
2012-10-11,83664318367
2012-10-12,85188085122
2012-10-15,86711851876
2012-10-16,87330882120
2012-10-17,88378471764
2012-10-18,88759413453
2012-10-19,87997530075
2012-10-22,88188000920
2012-10-23,86711851876
2012-10-24,86711851876
2012-10-25,86568998743
2012-10-26,89426061408
2012-10-31,89330825986
2012-11-01,89378443697
2012-11-02,89568914541
2012-11-05,89092737430
2012-11-06,88521324897
2012-11-07,87092793565
2012-11-08,86188057054
2012-11-09,85997586210
2012-11-12,86092821632
2012-11-13,85997586210
2012-11-14,84283348611
2012-11-15,83664318367
2012-11-16,84426201744
2012-11-19,85711879944
2012-11-20,87045175854
2012-11-21,86902322721
2012-11-23,87854676942
2012-11-26,87235646698
2012-11-27,86378527899
2012-11-28,87283264409
2012-11-29,87759441520
2012-11-30,88568942608
2012-12-03,88283236342
2012-12-04,88568942608
2012-12-05,87807059231
2012-12-06,88426089475
2012-12-07,88188000920
2012-12-10,88711795742
2012-12-11,89045119719
2012-12-12,89092737430
2012-12-13,87949912364
2012-12-14,86997558143
2012-12-17,89378443697
2012-12-18,90568886474
2012-12-19,90473651052
2012-12-20,90711739607
2012-12-21,88616560319
2012-12-24,88949884297
2012-12-26,88807031164
2012-12-27,88092765498
2012-12-28,86997558143
2012-12-31,98406240000
2013-01-02,101461680000
2013-01-03,100355400000
2013-01-04,100302720000
2013-01-07,99828600000
2013-01-08,100513439999
2013-01-09,101198280000
2013-01-10,101409000000
2013-01-11,101303640000
2013-01-14,102515280000
2013-01-15,103252800000
2013-01-16,103200120000
2013-01-17,105254640000
2013-01-18,106044840000
2013-01-22,104885880000
2013-01-23,105360000000
2013-01-24,104253720000
2013-01-25,104727840000
2013-01-28,104253720000
2013-01-29,103042080000
2013-01-30,102831360000
2013-01-31,100302720000
2013-02-01,101672400000
2013-02-04,100618800000
2013-02-05,103358160000
2013-02-06,101988480000
2013-02-07,101725080000
2013-02-08,102093840000
2013-02-11,101777760000
2013-02-12,102673319999
2013-02-13,105728760000
2013-02-14,106255560000
2013-02-15,108626160000
2013-02-19,109205640000
2013-02-20,107888640000
2013-02-21,105570720000
2013-02-22,105096600000
2013-02-25,103779600000
2013-02-26,104569800000
2013-02-27,105728760000
2013-02-28,104780520000
2013-03-01,105465360000
2013-03-04,106360920000
2013-03-05,107888640000
2013-03-06,107625240000
2013-03-07,106993080000
2013-03-08,107994000000
2013-03-11,108362760000
2013-03-12,107256480000
2013-03-13,106940400000
2013-03-14,108415439999
2013-03-15,107256480000
2013-03-18,106308240000
2013-03-19,105728760000
2013-03-20,107941319999
2013-03-21,106413600000
2013-03-22,108573480000
2013-03-25,109890480000
2013-03-26,109258319999
2013-03-27,109995840000
2013-03-28,110575319999
2013-04-01,108870780000
2013-04-02,111291300000
2013-04-03,110028420000
2013-04-04,110817720000
2013-04-05,109344360000
2013-04-08,109554840000
2013-04-09,108607680000
2013-04-10,109502220000
2013-04-11,110028420000
2013-04-12,110502000000
2013-04-15,108239340000
2013-04-16,108976020000
2013-04-17,106871220000
2013-04-18,105240000000
2013-04-19,106713360000
2013-04-22,106502879999
2013-04-23,107607900000
2013-04-24,107029080000
2013-04-25,107239560000
2013-04-26,108870780000
2013-04-29,109186500000
2013-04-30,108660300000
2013-05-01,110133660000
2013-05-02,110817720000
2013-05-03,111922740000
2013-05-06,112554180000
2013-05-07,113290860000
2013-05-08,113869680000
2013-05-09,113027760000
2013-05-10,113343480000
2013-05-13,113659200000
2013-05-14,114027540000
2013-05-15,115027320000
2013-05-16,112817280000
2013-05-17,112185840000
2013-05-20,109239120000
2013-05-21,111133440000
2013-05-22,109923180000
2013-05-23,110028420000
2013-05-24,110396760000
2013-05-28,110028420000
2013-05-29,107292180000
2013-05-30,107765760000
2013-05-31,105660959999
2013-06-03,106450260000
2013-06-04,107660520000
2013-06-05,105766200000
2013-06-06,105871440000
2013-06-07,108344580000
2013-06-10,107029080000
2013-06-11,105660959999
2013-06-12,103977120000
2013-06-13,104608560000
2013-06-14,104555940000
2013-06-17,105450480000
2013-06-18,106292400000
2013-06-19,105818820000
2013-06-20,102345900000
2013-06-21,104661180000
2013-06-24,104661180000
2013-06-25,105713580000
2013-06-26,105766200000
2013-06-27,106029300000
2013-06-28,109870560000
2013-07-01,106610519999
2013-07-02,106872720000
2013-07-03,107869080000
2013-07-05,109337400000
2013-07-08,111225240000
2013-07-09,111906960000
2013-07-10,112536240000
2013-07-11,116574120000
2013-07-12,117150960000
2013-07-15,115735080000
2013-07-16,115368000000
2013-07-17,115053360000
2013-07-18,116259480000
2013-07-19,116888760000
2013-07-22,117780240000
2013-07-23,118357080000
2013-07-24,117885120000
2013-07-25,115839960000
2013-07-26,114686280000
2013-07-29,113794800000
2013-07-30,112011840000
2013-07-31,118199760000
2013-08-01,120192480000
2013-08-02,119877840000
2013-08-05,119668080000
2013-08-06,117990000000
2013-08-07,118461960000
2013-08-08,117832680000
2013-08-09,116993640000
2013-08-12,117413160000
2013-08-13,117622920000
2013-08-14,115000920000
2013-08-15,112746000000
2013-08-16,111539880000
2013-08-19,110648400000
2013-08-20,111959400000
2013-08-21,109704480000
2013-08-22,110176440000
2013-08-23,109756920000
2013-08-26,108655680000
2013-08-27,109599600000
2013-08-28,109914240000
2013-08-29,111277680000
2013-08-30,110386200000
2013-09-03,112064280000
2013-09-04,112903320000
2013-09-05,111539880000
2013-09-06,111382559999
2013-09-09,110910600000
2013-09-10,112326480000
2013-09-11,114843600000
2013-09-12,114057000000
2013-09-13,115315559999
2013-09-16,116469240000
2013-09-17,116574120000
2013-09-18,116102160000
2013-09-19,116469240000
2013-09-20,116416800000
2013-09-23,115210680000
2013-09-24,114581400000
2013-09-25,113427720000
2013-09-26,115630200000
2013-09-27,117308280000
2013-09-30,107038735961
2013-10-01,108224892167
2013-10-02,107845322181
2013-10-03,106754058472
2013-10-04,108272338415
2013-10-07,106991289713
2013-10-08,105852579756
2013-10-09,105188332281
2013-10-10,107608090940
2013-10-11,109268709627
2013-10-14,110217634591
2013-10-15,110075295847
2013-10-16,111451237045
2013-10-17,112637393250
2013-10-18,111593575789
2013-10-21,111735914534
2013-10-22,112352715761
2013-10-23,111403790797
2013-10-24,113301640725
2013-10-25,114298011937
2013-10-28,114440350682
2013-10-29,113206748229
2013-10-30,111735914534
2013-10-31,112922070739
2013-11-01,115389275646
2013-11-04,114298011937
2013-11-05,113491425718
2013-11-06,113443979470
2013-11-07,112068038272
2013-11-08,114298011937
2013-11-11,112352715761
2013-11-12,111451237045
2013-11-13,112447608257
2013-11-14,113159301980
2013-11-15,113254194477
2013-11-18,112400162009
2013-11-19,112589947002
2013-11-20,111166559556
2013-11-21,112589947002
2013-11-22,117476910567
2013-11-25,118425835532
