,MAA
2009-10-14,1223055680
2009-10-15,1243194120
2009-10-16,1231281240
2009-10-19,1271558120
2009-10-20,1243194120
2009-10-21,1233834000
2009-10-22,1268154440
2009-10-23,1263048920
2009-10-26,1235819480
2009-10-27,1212561000
2009-10-28,1198946280
2009-10-29,1252270600
2009-10-30,1242910480
2009-11-02,1259928880
2009-11-03,1263899840
2009-11-04,1246597800
2009-11-05,1279216400
2009-11-06,1304460360
2009-11-09,1318642360
2009-11-10,1269289000
2009-11-11,1301056680
2009-11-12,1270139920
2009-11-13,1291129280
2009-11-16,1317224160
2009-11-17,1292547480
2009-11-18,1315522320
2009-11-19,1308431320
2009-11-20,1291129280
2009-11-23,1306445840
2009-11-24,1297369360
2009-11-25,1287441960
2009-11-27,1269572640
2009-11-30,1319209640
2009-12-01,1322896960
2009-12-02,1331122520
2009-12-03,1303893080
2009-12-04,1323180600
2009-12-07,1304176720
2009-12-08,1315522320
2009-12-09,1308998600
2009-12-10,1291412920
2009-12-11,1316940520
2009-12-14,1335377120
2009-12-15,1326300640
2009-12-16,1342468120
2009-12-17,1342184480
2009-12-18,1358635600
2009-12-21,1375937640
2009-12-22,1380759520
2009-12-23,1369697560
2009-12-24,1387566880
2009-12-28,1398345200
2009-12-29,1376221280
2009-12-30,1390119640
2009-12-31,1406386406
2010-01-04,1403764724
2010-01-05,1402599532
2010-01-06,1407260299
2010-01-07,1413960152
2010-01-08,1404638618
2010-01-11,1411921066
2010-01-12,1400851745
2010-01-13,1404929916
2010-01-14,1401725639
2010-01-15,1383082571
2010-01-19,1401143043
2010-01-20,1393860595
2010-01-21,1356283162
2010-01-22,1327735964
2010-01-25,1332396731
2010-01-26,1344922542
2010-01-27,1355117970
2010-01-28,1355117970
2010-01-29,1366769887
2010-02-01,1380460890
2010-02-02,1395608382
2010-02-03,1379586996
2010-02-04,1361817822
2010-02-05,1362109120
2010-02-08,1345796436
2010-02-09,1339387882
2010-02-10,1339096584
2010-02-11,1350165905
2010-02-12,1353952778
2010-02-16,1390947615
2010-02-17,1419786110
2010-02-18,1450372393
2010-02-19,1442798647
2010-02-22,1466102481
2010-02-23,1487075932
2010-02-24,1506010298
2010-02-25,1532518409
2010-02-26,1513001448
2010-03-01,1520866492
2010-03-02,1515040533
2010-03-03,1485036847
2010-03-04,1497853956
2010-03-05,1545918114
2010-03-08,1554948350
2010-03-09,1566600267
2010-03-10,1556113542
2010-03-11,1554657052
2010-03-12,1563104692
2010-03-15,1559026521
2010-03-16,1585825930
2010-03-17,1597769146
2010-03-18,1591069293
2010-03-19,1584952037
2010-03-22,1599225635
2010-03-23,1584078143
2010-03-24,1576504397
2010-03-25,1567765459
2010-03-26,1562522096
2010-03-29,1574174013
2010-03-30,1551161477
2010-03-31,1586224120
2010-04-01,1569378720
2010-04-05,1576423160
2010-04-06,1592349720
2010-04-07,1574585480
2010-04-08,1566622200
2010-04-09,1599394160
2010-04-12,1593574840
2010-04-13,1599700440
2010-04-14,1599700440
2010-04-15,1568459880
2010-04-16,1547326560
2010-04-19,1567847320
2010-04-20,1582855040
2010-04-21,1623896560
2010-04-22,1636147760
2010-04-23,1648705240
2010-04-26,1667082040
2010-04-27,1644723600
2010-04-28,1654830840
2010-04-29,1719149640
2010-04-30,1692809560
2010-05-03,1752534160
2010-05-04,1724356400
2010-05-05,1710267520
2010-05-06,1653912000
2010-05-07,1608582560
2010-05-10,1691890720
2010-05-11,1714249160
2010-05-12,1738751560
2010-05-13,1733238520
2010-05-14,1710880080
2010-05-17,1718843360
2010-05-18,1675657880
2010-05-19,1675657880
2010-05-20,1594187400
2010-05-21,1637679160
2010-05-24,1597862760
2010-05-25,1641967080
2010-05-26,1643192200
2010-05-27,1705060760
2010-05-28,1673207640
2010-06-01,1635535200
2010-06-02,1649624080
2010-06-03,1639516840
2010-06-04,1564171960
2010-06-07,1560802880
2010-06-08,1578873400
2010-06-09,1573360360
2010-06-10,1614401880
2010-06-11,1623284000
2010-06-14,1630941000
2010-06-15,1645642440
2010-06-16,1641660800
2010-06-17,1641967080
2010-06-18,1643498480
2010-06-21,1625427960
2010-06-22,1594799960
2010-06-23,1592656000
2010-06-24,1584080160
2010-06-25,1624202840
2010-06-28,1596331360
2010-06-29,1574585480
2010-06-30,1714568640
2010-07-01,1700910720
2010-07-02,1685254080
2010-07-06,1668931200
2010-07-07,1738553280
2010-07-08,1767534720
2010-07-09,1774530240
2010-07-12,1757208000
2010-07-13,1774530240
2010-07-14,1762537920
2010-07-15,1759206720
2010-07-16,1711237440
2010-07-19,1729225920
2010-07-20,1780859520
2010-07-21,1751211840
2010-07-22,1814171520
2010-07-23,1821500160
2010-07-26,1883127360
2010-07-27,1888790400
2010-07-28,1882794240
2010-07-29,1878130560
2010-07-30,1881461760
2010-08-02,1934094720
2010-08-03,1913774400
2010-08-04,1926432960
2010-08-05,1901782080
2010-08-06,1889456640
2010-08-09,1896119040
2010-08-10,1890456000
2010-08-11,1857144000
2010-08-12,1828162560
2010-08-13,1823832000
2010-08-16,1821500160
2010-08-17,1867803840
2010-08-18,1882128000
2010-08-19,1836157440
2010-08-20,1822499520
2010-08-23,1807842240
2010-08-24,1813838400
2010-08-25,1855145280
2010-08-26,1852147200
2010-08-27,1870135680
2010-08-30,1860475200
2010-08-31,1881128640
2010-09-01,1948752000
2010-09-02,1947419520
2010-09-03,1956080640
2010-09-07,1902781440
2010-09-08,1898784000
2010-09-09,1881794880
2010-09-10,1899117120
2010-09-13,1936759680
2010-09-14,1922768640
2010-09-15,1949751360
2010-09-16,1950084480
2010-09-17,1962743040
2010-09-20,2023370880
2010-09-21,1961077440
2010-09-22,1938425280
2010-09-23,1899117120
2010-09-24,1958412480
2010-09-27,1941756480
2010-09-28,1944754560
2010-09-29,1932429120
2010-09-30,1999411960
2010-10-01,2011762480
2010-10-04,2021025370
2010-10-05,2076259640
2010-10-06,2071799730
2010-10-07,2062536840
2010-10-08,2063909120
2010-10-11,2060478420
2010-10-12,2073172010
2010-10-13,2075573500
2010-10-14,2070084380
2010-10-15,2075916570
2010-10-18,2109537430
2010-10-19,2080376480
2010-10-20,2128406280
2010-10-21,2111938920
2010-10-22,2118800320
2010-10-25,2126004790
2010-10-26,2097186910
2010-10-27,2094099280
2010-10-28,2073515080
2010-10-29,2093756210
2010-11-01,2111252780
2010-11-02,2118800320
2010-11-03,2115712690
2010-11-04,2164771700
2010-11-05,2177808360
2010-11-08,2168202400
2010-11-09,2086208670
2010-11-10,2122917160
2010-11-11,2110566640
2010-11-12,2105420590
2010-11-15,2082434900
2010-11-16,2035777380
2010-11-17,2060135350
2010-11-18,2076945780
2010-11-19,2085522530
2010-11-22,2074544290
2010-11-23,2072828940
2010-11-24,2104734450
2010-11-26,2092727000
2010-11-29,2104048310
2010-11-30,2105420590
2010-12-01,2117771110
2010-12-02,2151391970
2010-12-03,2154136530
2010-12-06,2144873640
2010-12-07,2159625650
2010-12-08,2133209260
2010-12-09,2122917160
2010-12-10,2156881090
2010-12-13,2150705830
2010-12-14,2136639960
2010-12-15,2115712690
2010-12-16,2125661720
2010-12-17,2137669170
2010-12-20,2142472150
2010-12-21,2152764250
2010-12-22,2162370210
2010-12-23,2151048900
2010-12-27,2189815810
2010-12-28,2203538610
2010-12-29,2196334140
2010-12-30,2194618790
2010-12-31,2266973940
2011-01-03,2283755760
2011-01-04,2218056720
2011-01-05,2218413780
2011-01-06,2229839700
2011-01-07,2212343760
2011-01-10,2208773160
2011-01-11,2206273740
2011-01-12,2204131380
2011-01-13,2205559620
2011-01-14,2204845500
2011-01-18,2219127900
2011-01-19,2178066000
2011-01-20,2178066000
2011-01-21,2184493080
2011-01-24,2202346080
2011-01-25,2241979740
2011-01-26,2231982060
2011-01-27,2254476840
2011-01-28,2239480320
2011-01-31,2276257500
2011-02-01,2280899280
2011-02-02,2258404500
2011-02-03,2248763880
2011-02-04,2197347240
2011-02-07,2221627320
2011-02-08,2223412620
2011-02-09,2217342600
2011-02-10,2209487280
2011-02-11,2199489600
2011-02-14,2210558460
2011-02-15,2200917840
2011-02-16,2205559620
2011-02-17,2208416100
2011-02-18,2228768520
2011-02-22,2235909720
2011-02-23,2214843180
2011-02-24,2213414940
2011-02-25,2261260980
2011-02-28,2319818820
2011-03-01,2243765040
2011-03-02,2222341440
2011-03-03,2234838540
2011-03-04,2204845500
2011-03-07,2175209520
2011-03-08,2201631960
2011-03-09,2229839700
2011-03-10,2201274900
2011-03-11,2226269100
2011-03-14,2212343760
2011-03-15,2199132540
2011-03-16,2158784760
2011-03-17,2186278380
2011-03-18,2216628480
2011-03-21,2220913200
2011-03-22,2211986700
2011-03-23,2188777800
2011-03-24,2204131380
2011-03-25,2225197920
2011-03-28,2218770840
2011-03-29,2227697340
2011-03-30,2258761560
2011-03-31,2364871200
2011-04-01,2378868880
2011-04-04,2391393120
2011-04-05,2378868880
2011-04-06,2371133320
2011-04-07,2337612560
2011-04-08,2325825040
2011-04-11,2335402400
2011-04-12,2339086000
2011-04-13,2308143760
2011-04-14,2329508640
2011-04-15,2343506320
2011-04-18,2324351600
2011-04-19,2341296160
2011-04-20,2379605600
2011-04-21,2394708360
2011-04-25,2403917360
2011-04-26,2429334200
2011-04-27,2450330720
2011-04-28,2469485440
2011-04-29,2462486600
2011-05-02,2461381519
2011-05-03,2450699080
2011-05-04,2455487760
2011-05-05,2461749880
2011-05-06,2487903440
2011-05-09,2474274120
2011-05-10,2514793720
2011-05-11,2468380360
2011-05-12,2455119400
2011-05-13,2434859600
2011-05-16,2435227960
2011-05-17,2430439280
2011-05-18,2455119400
2011-05-19,2460276440
2011-05-20,2432649440
2011-05-23,2405022440
2011-05-24,2405022440
2011-05-25,2424177160
2011-05-26,2473905760
2011-05-27,2478326080
2011-05-31,2525107800
2011-06-01,2445542040
2011-06-02,2446647120
2011-06-03,2474642480
2011-06-06,2451435800
2011-06-07,2478326080
2011-06-08,2473537400
2011-06-09,2464328400
2011-06-10,2409442760
2011-06-13,2420493560
2011-06-14,2453277600
2011-06-15,2420125200
2011-06-16,2436333040
2011-06-17,2470590519
2011-06-20,2484588200
2011-06-21,2507426519
2011-06-22,2461381519
2011-06-23,2399497040
2011-06-24,2412021280
2011-06-27,2423440440
2011-06-28,2447015480
2011-06-29,2469853800
2011-06-30,2514876780
2011-07-01,2559232840
2011-07-05,2577869840
2011-07-06,2608434520
2011-07-07,2649063179
2011-07-08,2651672360
2011-07-11,2622598640
2011-07-12,2640117420
2011-07-13,2614771100
2011-07-14,2593524920
2011-07-15,2629307960
2011-07-18,2633408100
2011-07-19,2686337179
2011-07-20,2689691840
2011-07-21,2716901860
2011-07-22,2730320500
2011-07-25,2701992260
2011-07-26,2693419240
2011-07-27,2626698780
2011-07-28,2621480420
2011-07-29,2638626460
2011-08-01,2638253720
2011-08-02,2585697380
2011-08-03,2542086800
2011-08-04,2437346860
2011-08-05,2315088140
2011-08-08,2126854440
2011-08-09,2374726540
2011-08-10,2356462280
2011-08-11,2453001940
2011-08-12,2479466480
2011-08-15,2549914340
2011-08-16,2523077060
2011-08-17,2540968580
2011-08-18,2470893460
2011-08-19,2445919880
2011-08-22,2460456740
2011-08-23,2540968580
2011-08-24,2587561080
2011-08-25,2490648679
2011-08-26,2533513780
2011-08-29,2619243980
2011-08-30,2630798920
2011-08-31,2664345520
2011-09-01,2591288480
2011-09-02,2542459540
2011-09-06,2528295420
2011-09-07,2605079860
2011-09-08,2593524920
2011-09-09,2505931020
2011-09-12,2523822540
2011-09-13,2559232840
2011-09-14,2560351060
2011-09-15,2569669560
2011-09-16,2576006140
2011-09-19,2487666760
2011-09-20,2454492900
2011-09-21,2317697320
2011-09-22,2269613860
2011-09-23,2307633340
2011-09-26,2323288420
2011-09-27,2350125700
2011-09-28,2248367680
2011-09-29,2293096480
2011-09-30,2297031680
2011-10-03,2157806080
2011-10-04,2261176320
2011-10-05,2218455040
2011-10-06,2290165760
2011-10-07,2208537600
2011-10-10,2331742720
2011-10-11,2251640320
2011-10-12,2236382720
2011-10-13,2227609600
2011-10-14,2278341120
2011-10-17,2218836480
2011-10-18,2270330880
2011-10-19,2234475520
2011-10-20,2229516800
2011-10-21,2253928960
2011-10-24,2293217280
2011-10-25,2265753600
2011-10-26,2295887360
2011-10-27,2391247360
2011-10-28,2381711360
2011-10-31,2380185600
2011-11-01,2298938880
2011-11-02,2350814720
2011-11-03,2366835200
2011-11-04,2344330240
2011-11-07,2335557120
2011-11-08,2348144640
2011-11-09,2260413440
2011-11-10,2289021440
2011-11-11,2335557120
2011-11-14,2291310080
2011-11-15,2290165760
2011-11-16,2274145280
2011-11-17,2223795200
2011-11-18,2226083840
2011-11-21,2168104960
2011-11-22,2184125440
2011-11-23,2116992000
2011-11-25,2111270400
2011-11-28,2141404160
2011-11-29,2128816640
2011-11-30,2186414080
2011-12-01,2178022400
2011-12-02,2205486080
2011-12-05,2215022080
2011-12-06,2190609920
2011-12-07,2226465280
2011-12-08,2158568960
2011-12-09,2184125440
2011-12-12,2157424640
2011-12-13,2174208000
2011-12-14,2213496320
2011-12-15,2280248320
2011-12-16,2296650240
2011-12-19,2276052480
2011-12-20,2361876480
2011-12-21,2380567040
2011-12-22,2391247360
2011-12-23,2399639040
2011-12-27,2406504960
2011-12-28,2381329920
2011-12-29,2398113280
2011-12-30,2385907200
2012-01-03,2488024900
2012-01-04,2454445650
2012-01-05,2491185300
2012-01-06,2478543700
2012-01-09,2422051550
2012-01-10,2416915900
2012-01-11,2399533700
2012-01-12,2322894000
2012-01-13,2310647450
2012-01-17,2326449450
2012-01-18,2339091050
2012-01-19,2376225750
2012-01-20,2407829750
2012-01-23,2441013950
2012-01-24,2441409000
2012-01-25,2475383300
2012-01-26,2516863550
2012-01-27,2530690300
2012-01-30,2513703150
2012-01-31,2525159600
2012-02-01,2552418050
2012-02-02,2533850700
2012-02-03,2545702200
2012-02-06,2534245750
2012-02-07,2545702200
2012-02-08,2546097250
2012-02-09,2546492299
2012-02-10,2544122000
2012-02-13,2531875450
2012-02-14,2473408050
2012-02-15,2457211000
2012-02-16,2486049650
2012-02-17,2492765500
2012-02-21,2463531800
2012-02-22,2446544650
2012-02-23,2486839750
2012-02-24,2493950650
2012-02-27,2508567500
2012-02-28,2474593200
2012-02-29,2463926850
2012-03-01,2479728850
2012-03-02,2462346650
2012-03-05,2502641750
2012-03-06,2492765500
2012-03-07,2499481350
2012-03-08,2492765500
2012-03-09,2547677450
2012-03-12,2543726950
2012-03-13,2568615100
2012-03-14,2561899250
2012-03-15,2551627950
2012-03-16,2556368549
2012-03-19,2597848800
2012-03-20,2585997299
2012-03-21,2561504200
2012-03-22,2531480400
2012-03-23,2549257650
2012-03-26,2588762650
2012-03-27,2582836900
2012-03-28,2587972550
2012-03-29,2598638900
2012-03-30,2648020150
2012-04-02,2781106380
2012-04-03,2777827740
2012-04-04,2777827740
2012-04-05,2782745700
2012-04-09,2750778960
2012-04-10,2685206160
2012-04-11,2681927520
2012-04-12,2701189530
2012-04-13,2695042080
2012-04-16,2741762700
2012-04-17,2747500320
2012-04-18,2725369500
2012-04-19,2720041710
2012-04-20,2750778960
2012-04-23,2725369500
2012-04-24,2772909780
2012-04-25,2810614140
2012-04-26,2787253830
2012-04-27,2802007710
2012-04-30,2789712809
2012-05-01,2813482950
2012-05-02,2833974450
2012-05-03,2830695809
2012-05-04,2801188050
2012-05-07,2830695809
2012-05-08,2826597510
2012-05-09,2849138160
2012-05-10,2855695440
2012-05-11,2877006600
2012-05-14,2835613770
2012-05-15,2813073120
2012-05-16,2798319240
2012-05-17,2717582730
2012-05-18,2701599360
2012-05-21,2738893890
2012-05-22,2758975559
2012-05-23,2763073860
2012-05-24,2760614880
2012-05-25,2741352870
2012-05-29,2786844000
2012-05-30,2729467800
2012-05-31,2761844370
2012-06-01,2721681030
2012-06-04,2674140750
2012-06-05,2725369500
2012-06-06,2762664030
2012-06-07,2719631880
2012-06-08,2742992190
2012-06-11,2692992929
2012-06-12,2726189160
2012-06-13,2727008820
2012-06-14,2770860630
2012-06-15,2788893150
2012-06-18,2769631140
2012-06-19,2755287090
2012-06-20,2745861000
2012-06-21,2694222420
2012-06-22,2667993300
2012-06-25,2695451910
2012-06-26,2698730550
2012-06-27,2704878000
2012-06-28,2745861000
2012-06-29,2796679920
2012-07-02,2856116900
2012-07-03,2874335100
2012-07-05,2857773100
2012-07-06,2870608650
2012-07-09,2865640049
2012-07-10,2837070600
2012-07-11,2806430900
2012-07-12,2858187150
2012-07-13,2897107850
2012-07-16,2893381400
2012-07-17,2900420250
2012-07-18,2892139250
2012-07-19,2862327650
2012-07-20,2840797050
2012-07-23,2842867300
2012-07-24,2863983850
2012-07-25,2875991299
2012-07-26,2856945000
2012-07-27,2873507000
2012-07-30,2865226000
2012-07-31,2866468150
2012-08-01,2859429300
2012-08-02,2857773100
2012-08-03,2848664000
2012-08-06,2834586299
2012-08-07,2801876350
2012-08-08,2767924250
2012-08-09,2764197800
2012-08-10,2758815150
2012-08-13,2753432500
2012-08-14,2751776299
2012-08-15,2753432500
2012-08-16,2778689550
2012-08-17,2803532549
2012-08-20,2807673050
2012-08-21,2808501150
2012-08-22,2813055700
2012-08-23,2798563950
2012-08-24,2812641650
2012-08-27,2828375550
2012-08-28,2849492099
2012-08-29,2849492099
2012-08-30,2828789599
2012-08-31,2815540000
2012-09-04,2819266450
2012-09-05,2810985450
2012-09-06,2810985450
2012-09-07,2817610250
2012-09-10,2792767250
2012-09-11,2806844950
2012-09-12,2789868900
2012-09-13,2808087099
2012-09-14,2842867300
2012-09-17,2830031750
2012-09-18,2799806100
2012-09-19,2778689550
2012-09-20,2738940750
2012-09-21,2735628349
2012-09-24,2731901900
2012-09-25,2691739050
2012-09-26,2692153100
2012-09-27,2707887000
2012-09-28,2704160550
2012-10-01,2710171560
2012-10-02,2738059200
2012-10-03,2727073160
2012-10-04,2711016640
2012-10-05,2707636320
2012-10-08,2709326480
2012-10-09,2695805200
2012-10-10,2715664580
2012-10-11,2677635980
2012-10-12,2650170880
2012-10-15,2666227400
2012-10-16,2692847420
2012-10-17,2721580140
2012-10-18,2749467779
2012-10-19,2725383000
2012-10-22,2722425220
2012-10-23,2708481399
2012-10-24,2710594100
2012-10-25,2706791240
2012-10-26,2682706460
2012-10-31,2734256339
2012-11-01,2738059200
2012-11-02,2722002680
2012-11-05,2702565840
2012-11-06,2724115380
2012-11-07,2696227740
2012-11-08,2667072480
2012-11-09,2639184840
2012-11-12,2627776260
2012-11-13,2621860700
2012-11-14,2570733360
2012-11-15,2569888280
2012-11-16,2578761620
2012-11-19,2600733700
2012-11-20,2613832440
2012-11-21,2598198460
2012-11-23,2601578780
2012-11-26,2621860700
2012-11-27,2654818820
2012-11-28,2637917220
2012-11-29,2627776260
2012-11-30,2633269280
2012-12-03,2632001660
2012-12-04,2653551200
2012-12-05,2651438500
2012-12-06,2658199140
2012-12-07,2652283580
2012-12-10,2651861040
2012-12-11,2651015960
2012-12-12,2672988040
2012-12-13,2664114700
2012-12-14,2672142960
2012-12-17,2671720420
2012-12-18,2698762980
2012-12-19,2692424880
2012-12-20,2729185860
2012-12-21,2725805540
2012-12-24,2737214120
2012-12-26,2725383000
2012-12-27,2731298560
2012-12-28,2718199820
2012-12-31,2742421500
2013-01-02,2758092480
2013-01-03,2771645760
2013-01-04,2783081339
2013-01-07,2786893200
2013-01-08,2780540100
2013-01-09,2783928420
2013-01-10,2783928420
2013-01-11,2758939560
2013-01-14,2786893200
2013-01-15,2800870020
2013-01-16,2791975680
2013-01-17,2792822760
2013-01-18,2787740279
2013-01-22,2794516920
2013-01-23,2823741180
2013-01-24,2816541000
2013-01-25,2803834800
2013-01-28,2800870020
2013-01-29,2824588260
2013-01-30,2795364000
2013-01-31,2768680980
2013-02-01,2786893200
2013-02-04,2787316740
2013-02-05,2759363100
2013-02-06,2770798680
2013-02-07,2771222220
2013-02-08,2815693920
2013-02-11,2848730040
2013-02-12,2854659600
2013-02-13,2855083140
2013-02-14,2861436240
2013-02-15,2873718899
2013-02-19,2913955200
2013-02-20,2913955200
2013-02-21,2920731839
2013-02-22,2938944060
2013-02-25,2913108120
2013-02-26,2928355560
2013-02-27,2945720700
2013-02-28,2941061760
2013-03-01,2960121060
2013-03-04,2930049720
2013-03-05,2924967240
2013-03-06,2911837500
2013-03-07,2896590060
2013-03-08,2888966339
2013-03-11,2895319440
2013-03-12,2870330580
2013-03-13,2885578020
2013-03-14,2944873620
2013-03-15,2965627080
2013-03-18,2993580720
2013-03-19,2974097880
2013-03-20,2955038580
2013-03-21,2923273080
2013-03-22,2911837500
2013-03-25,2911837500
2013-03-26,2931320339
2013-03-27,2923273080
2013-03-28,2924967240
2013-04-01,2954574899
2013-04-02,2964820500
2013-04-03,2962686000
2013-04-04,3001960799
2013-04-05,3033978299
2013-04-08,3042943200
2013-04-09,3055323299
2013-04-10,3013487100
2013-04-11,2984031000
2013-04-12,2981896499
2013-04-15,2936218200
2013-04-16,2962259100
2013-04-17,2914446300
2013-04-18,2917007700
2013-04-19,2933656800
2013-04-22,2928533999
2013-04-23,2935364400
2013-04-24,2928533999
2013-04-25,2922130500
2013-04-26,2901639300
2013-04-29,2932803000
2013-04-30,2934083700
2013-05-01,2918288400
2013-05-02,2937072000
2013-05-03,2981042700
2013-05-06,3022025100
2013-05-07,3041235600
2013-05-08,3057030900
2013-05-09,3058738500
2013-05-10,3072826200
2013-05-13,3090756000
2013-05-14,3116796900
2013-05-15,3124908000
2013-05-16,3141557100
2013-05-17,3155644800
2013-05-20,3176562900
2013-05-21,3171440100
2013-05-22,3127896300
2013-05-23,3071972399
2013-05-24,3076241400
2013-05-28,3028428600
2013-05-29,2971223999
2013-05-30,2931522300
2013-05-31,2901639300
2013-06-03,2812844100
2013-06-04,2864072100
2013-06-05,2850411300
2013-06-06,2861083800
2013-06-07,2809428900
2013-06-10,2798329500
2013-06-11,2761616100
2013-06-12,2741978700
2013-06-13,2785949400
2013-06-14,2769300300
2013-06-17,2770581000
2013-06-18,2791926000
2013-06-19,2709534300
2013-06-20,2620739100
2013-06-21,2668125000
2013-06-24,2684347200
2013-06-25,2779118999
2013-06-26,2823089700
2013-06-27,2877732900
2013-06-28,2893101300
2013-07-01,2876833740
2013-07-02,2904163020
2013-07-03,2873844600
2013-07-05,2831996639
2013-07-08,2833277699
2013-07-09,2897330699
2013-07-10,2868720360
2013-07-11,2893914540
2013-07-12,2874698639
2013-07-15,2881103940
2013-07-16,2899038780
2013-07-17,2915265540
2013-07-18,2957113500
2013-07-19,2954551380
2013-07-22,2966080919
2013-07-23,2961383699
2013-07-24,2899038780
2013-07-25,2903736000
2013-07-26,2911422360
2013-07-29,2908433220
2013-07-30,2911849380
2013-07-31,2884520100
2013-08-01,2829007500
2013-08-02,2793564840
2013-08-05,2825164320
2013-08-06,2779046160
2013-08-07,2746592639
2013-08-08,2758122180
2013-08-09,2792710800
2013-08-12,2753851980
2013-08-13,2706452760
2013-08-14,2698339380
2013-08-15,2662469700
2013-08-16,2606530080
2013-08-19,2596281600
2013-08-20,2658626520
2013-08-21,2658626520
2013-08-22,2668020960
2013-08-23,2685955800
2013-08-26,2672718180
2013-08-27,2683820700
2013-08-28,2646669960
2013-08-29,2638556580
2013-08-30,2633005320
2013-09-03,2606530080
2013-09-04,2619340680
2013-09-05,2579200800
2013-09-06,2624037900
2013-09-09,2669302020
2013-09-10,2668020960
2013-09-11,2673145200
2013-09-12,2668875000
2013-09-13,2655637380
2013-09-16,2666312880
2013-09-17,2646242940
2013-09-18,2712431040
2013-09-19,2752143900
2013-09-20,2706879780
2013-09-23,2665885860
2013-09-24,2635140420
2013-09-25,2625318960
2013-09-26,2681685600
2013-09-27,2697058320
2013-09-30,4668327687
2013-10-01,4651895174
2013-10-02,4759453443
2013-10-03,4600356836
2013-10-04,4596622174
2013-10-07,4643678917
2013-10-08,4592140579
2013-10-09,4586165120
2013-10-10,4668327687
2013-10-11,4729576146
2013-10-14,4698204984
2013-10-15,4662352228
2013-10-16,4757212646
2013-10-17,4859542389
2013-10-18,4876721835
2013-10-21,4908092997
2013-10-22,4968594524
2013-10-23,4973823051
2013-10-24,4913321524
2013-10-25,5027602186
2013-10-28,5002206483
2013-10-29,4985773970
2013-10-30,4982039308
2013-10-31,4959631335
2013-11-01,4923778578
2013-11-04,4914815389
2013-11-05,4799787795
2013-11-06,4809497916
2013-11-07,4678037809
2013-11-08,4618283214
2013-11-11,4587658985
2013-11-12,4589899782
2013-11-13,4596622174
2013-11-14,4651895174
2013-11-15,4669821552
2013-11-18,4660858363
2013-11-19,4661605295
2013-11-20,4583924322
2013-11-21,4599609903
2013-11-22,4589152849
2013-11-25,4539855309
2013-11-26,4495786296
2013-11-27,4556287823
2013-11-29,4499520958
2013-12-02,4501761755
2013-12-03,4524916660
2013-12-04,4591393647
2013-12-05,4642185052
2013-12-06,4623511741
2013-12-09,4627993336
2013-12-10,4663099160
2013-12-11,4536867579
2013-12-12,4500267890
2013-12-13,4496533228
2013-12-16,4484582309
2013-12-17,4507737215
2013-12-18,4530892120
2013-12-19,4459186607
2013-12-20,4498027093
2013-12-23,4502508688
2013-12-24,4532385985
2013-12-26,4520435066
2013-12-27,4551059295
2013-12-30,4570479539
2013-12-31,4543534220
2014-01-02,4567471180
2014-01-03,4616093130
2014-01-06,4625817520
2014-01-07,4622077370
2014-01-08,4616093130
2014-01-09,4608612830
2014-01-10,4670699320
2014-01-13,4593652230
2014-01-14,4626565550
2014-01-15,4634045850
2014-01-16,4643022210
2014-01-17,4672195380
2014-01-21,4711840970
2014-01-22,4712589000
2014-01-23,4715581120
2014-01-24,4685659920
2014-01-27,4654242660
2014-01-28,4699124460
2014-01-29,4657234780
2014-01-30,4775423520
2014-01-31,4827785620
2014-02-03,4740266110
2014-02-04,4833769860
2014-02-05,4844242280
2014-02-06,4895108320
2014-02-07,4984123890
2014-02-10,5008808880
2014-02-11,5044714320
2014-02-12,5043218260
2014-02-13,5049202500
2014-02-14,5059674920
2014-02-18,5082863850
2014-02-19,5092588240
2014-02-20,5091840209
2014-02-21,5070895370
2014-02-24,5058926890
2014-02-25,5138218070
2014-02-26,5115777170
2014-02-27,5041722200
2014-02-28,5059674920
2014-03-03,5095580360
2014-03-04,5134477920
2014-03-05,5096328390
2014-03-06,5061919010
2014-03-07,5031249780
2014-03-10,4981879800
2014-03-11,5005068730
2014-03-12,5034241900
2014-03-13,5031249780
2014-03-14,5042470230
2014-03-17,5059674920
2014-03-18,5064163100
2014-03-19,4956446780
2014-03-20,5014793120
2014-03-21,5028257660
2014-03-24,5014793120
2014-03-25,5082115820
2014-03-26,4984871920
2014-03-27,5045462350
2014-03-28,5040226140
2014-03-31,5116699960
2014-04-01,5107706200
2014-04-02,5129441120
2014-04-03,5130190600
2014-04-04,5151925520
2014-04-07,5151176040
2014-04-08,5202890160
2014-04-09,5187900560
2014-04-10,5136186440
2014-04-11,5049246760
2014-04-14,5098712440
2014-04-15,5115201000
2014-04-16,5130190600
2014-04-17,5107706200
2014-04-21,5131689560
2014-04-22,5157921359
2014-04-23,5142931760
2014-04-24,5170662520
2014-04-25,5166165640
2014-04-28,5217130280
2014-04-29,5202140680
2014-04-30,5220128200
2014-05-01,5212633400
2014-05-02,5262099080
2014-05-05,5297324640
2014-05-06,5298074120
2014-05-07,5382765359
2014-05-08,5369274720
2014-05-09,5397754960
2014-05-12,5414993000
2014-05-13,5333299680
2014-05-14,5345291359
2014-05-15,5371523160
2014-05-16,5422487800
2014-05-19,5420988840
2014-05-20,5439725840
2014-05-21,5337796560
2014-05-22,5322806960
2014-05-23,5349038760
2014-05-27,5393258080
2014-05-28,5366276800
2014-05-29,5380516920
2014-05-30,5422487800
2014-06-02,5449469080
2014-06-03,5448719600
