,MDLZ
2010-09-21,36166120000
2010-09-22,35816520000
2010-09-23,35764080000
2010-09-24,36533200000
2010-09-27,36375880000
2010-09-28,36008800000
2010-09-29,35694160000
2010-09-30,35413260000
2010-10-01,35816680000
2010-10-04,35500960000
2010-10-05,35886840000
2010-10-06,35921920000
2010-10-07,35799140000
2010-10-08,35500960000
2010-10-11,35623740000
2010-10-12,35746520000
2010-10-13,36132400000
2010-10-14,36500740000
2010-10-15,36307800000
2010-10-18,36325340000
2010-10-19,36097320000
2010-10-20,36500740000
2010-10-21,36518280000
2010-10-22,36605980000
2010-10-25,37254960000
2010-10-26,37097100000
2010-10-27,36728760000
2010-10-28,36886620000
2010-10-29,37026940000
2010-11-01,36465660000
2010-11-02,36535820000
2010-11-03,36237640000
2010-11-04,36483200000
2010-11-05,35676360000
2010-11-08,35711440000
2010-11-09,35132620000
2010-11-10,35009840000
2010-11-11,34957220000
2010-11-12,35132620000
2010-11-15,35343100000
2010-11-16,34816900000
2010-11-17,34992300000
2010-11-18,35255400000
2010-11-19,34939680000
2010-11-22,35062460000
2010-11-23,34694120000
2010-11-24,35044920000
2010-11-26,34799360000
2010-11-29,34641500000
2010-11-30,34711660000
2010-12-01,35150160000
2010-12-02,34922140000
2010-12-03,34799360000
2010-12-06,34764280000
2010-12-07,35167700000
2010-12-08,35606200000
2010-12-09,35676360000
2010-12-10,35290480000
2010-12-13,35430800000
2010-12-14,36027160000
2010-12-15,36132400000
2010-12-16,36307800000
2010-12-17,36641060000
2010-12-20,36413040000
2010-12-21,36535820000
2010-12-22,36588440000
2010-12-23,36588440000
2010-12-27,36272720000
2010-12-28,36570900000
2010-12-29,36220100000
2010-12-30,36167480000
2010-12-31,36167480000
2011-01-03,36342880000
2011-01-04,36272720000
2011-01-05,36185020000
2011-01-06,35886840000
2011-01-07,35799140000
2011-01-10,35816680000
2011-01-11,35904380000
2011-01-12,36149940000
2011-01-13,36079780000
2011-01-14,35974540000
2011-01-18,35641280000
2011-01-19,35781600000
2011-01-20,35834220000
2011-01-21,35974540000
2011-01-24,36062240000
2011-01-25,35781600000
2011-01-26,35606200000
2011-01-27,35044920000
2011-01-28,35044920000
2011-01-31,35080000000
2011-02-01,35202780000
2011-02-02,35062460000
2011-02-03,35272940000
2011-02-04,35799140000
2011-02-07,35430800000
2011-02-08,35728980000
2011-02-09,35851760000
2011-02-10,35693900000
2011-02-11,35185240000
2011-02-14,34992300000
2011-02-15,35202780000
2011-02-16,35343100000
2011-02-17,35395720000
2011-02-18,35465880000
2011-02-22,36114860000
2011-02-23,36360420000
2011-02-24,36465660000
2011-02-25,36395500000
2011-02-28,36535820000
2011-03-01,36202560000
2011-03-02,36132400000
2011-03-03,36500740000
2011-03-04,36237640000
2011-03-07,35957000000
2011-03-08,36097320000
2011-03-09,36342880000
2011-03-10,36149940000
2011-03-11,36377960000
2011-03-14,35992080000
2011-03-15,35728980000
2011-03-16,35395720000
2011-03-17,35308020000
2011-03-18,35571120000
2011-03-21,35448340000
2011-03-22,35606200000
2011-03-23,35693900000
2011-03-24,35904380000
2011-03-25,35869300000
2011-03-28,36114860000
2011-03-29,35886840000
2011-03-30,36132400000
2011-03-31,36197280000
2011-04-01,36479520000
2011-04-04,36373680000
2011-04-05,36338400000
2011-04-06,36638280000
2011-04-07,36673560000
2011-04-08,36550080000
2011-04-11,36973440000
2011-04-12,37096920000
2011-04-13,37396800000
2011-04-14,38031840000
2011-04-15,38508120000
2011-04-18,38349360000
2011-04-19,38543400000
2011-04-20,38737440000
2011-04-21,38525760000
2011-04-25,38172960000
2011-04-26,38543400000
2011-04-27,38737440000
2011-04-28,38772720000
2011-04-29,38772720000
2011-05-02,39002040000
2011-05-03,39090240000
2011-05-04,39072600000
2011-05-05,38543400000
2011-05-06,39337200000
2011-05-09,39284280000
2011-05-10,39495960000
2011-05-11,39548880000
2011-05-12,40113360000
2011-05-13,40272120000
2011-05-16,39866400000
2011-05-17,40201560000
2011-05-18,40254480000
2011-05-19,40377960000
2011-05-20,40660200000
2011-05-23,40377960000
2011-05-24,40236840000
2011-05-25,39742920000
2011-05-26,39954600000
2011-05-27,40113360000
2011-05-31,40360320000
2011-06-01,40078080000
2011-06-02,39725280000
2011-06-03,39354840000
2011-06-06,39301920000
2011-06-07,39284280000
2011-06-08,39301920000
2011-06-09,39495960000
2011-06-10,39002040000
2011-06-13,39372480000
2011-06-14,39548880000
2011-06-15,39266640000
2011-06-16,39584160000
2011-06-17,39795840000
2011-06-20,40166280000
2011-06-21,40183920000
2011-06-22,40007520000
2011-06-23,39548880000
2011-06-24,39936960000
2011-06-27,39813480000
2011-06-28,39848760000
2011-06-29,40201560000
2011-06-30,40798500000
2011-07-01,41081700000
2011-07-05,41258700000
2011-07-06,41524200000
2011-07-07,41612700000
2011-07-08,41347200000
2011-07-11,41117100000
2011-07-12,40993200000
2011-07-13,40957800000
2011-07-14,40957800000
2011-07-15,40957800000
2011-07-18,40745400000
2011-07-19,40816200000
2011-07-20,40833900000
2011-07-21,41081700000
2011-07-22,41028600000
2011-07-25,40568400000
2011-07-26,40426800000
2011-07-27,39984300000
2011-07-28,40055100000
2011-07-29,39807300000
2011-08-01,39771900000
2011-08-02,39541800000
2011-08-03,39718800000
2011-08-04,39117000000
2011-08-05,40373700000
2011-08-08,39046200000
2011-08-09,39630300000
2011-08-10,37984200000
2011-08-11,39488700000
2011-08-12,39842700000
2011-08-15,40161300000
2011-08-16,39612600000
2011-08-17,39984300000
2011-08-18,39152400000
2011-08-19,38745300000
2011-08-22,38851500000
2011-08-23,39471000000
2011-08-24,39630300000
2011-08-25,38922300000
2011-08-26,39311700000
2011-08-29,40037400000
2011-08-30,40196700000
2011-08-31,40550700000
2011-09-01,40320600000
2011-09-02,39683400000
2011-09-06,39471000000
2011-09-07,40285200000
2011-09-08,40603800000
2011-09-09,39966600000
2011-09-12,39665700000
2011-09-13,39648000000
2011-09-14,39984300000
2011-09-15,40479900000
2011-09-16,40603800000
2011-09-19,40373700000
2011-09-20,39984300000
2011-09-21,39524100000
2011-09-22,39046200000
2011-09-23,39046200000
2011-09-26,39683400000
2011-09-27,40444500000
2011-09-28,39648000000
2011-09-29,39931200000
2011-09-30,38908870000
2011-10-03,38324440000
2011-10-04,38076500000
2011-10-05,38111920000
2011-10-06,38891160000
2011-10-07,39121390000
2011-10-10,39741240000
2011-10-11,39865210000
2011-10-12,40095440000
2011-10-13,40378800000
2011-10-14,40821550000
2011-10-17,40290250000
2011-10-18,40839260000
2011-10-19,40378800000
2011-10-20,40626740000
2011-10-21,40786130000
2011-10-24,40874680000
2011-10-25,40467350000
2011-10-26,40573610000
2011-10-27,41104910000
2011-10-28,41016360000
2011-10-31,40768420000
2011-11-01,40042310000
2011-11-02,40130860000
2011-11-03,41459110000
2011-11-04,40768420000
2011-11-07,40945520000
2011-11-08,41104910000
2011-11-09,40272540000
2011-11-10,40697580000
2011-11-11,41211170000
2011-11-14,41051780000
2011-11-15,41104910000
2011-11-16,40768420000
2011-11-17,40502770000
2011-11-18,40290250000
2011-11-21,39741240000
2011-11-22,40042310000
2011-11-23,39670400000
2011-11-25,39758950000
2011-11-28,40431930000
2011-11-29,40945520000
2011-11-30,41884150000
2011-12-01,42291480000
2011-12-02,42291480000
2011-12-05,42309190000
2011-12-06,42309190000
2011-12-07,42114380000
2011-12-08,41884150000
2011-12-09,42521710000
2011-12-12,42202930000
2011-12-13,42043540000
2011-12-14,41901860000
2011-12-15,42256060000
2011-12-16,42273770000
2011-12-19,41972700000
2011-12-20,42769650000
2011-12-21,43283240000
2011-12-22,43230110000
2011-12-23,43725990000
2011-12-27,43690570000
2011-12-28,43176980000
2011-12-29,43655150000
2011-12-30,43283240000
2012-01-03,43243470000
2012-01-04,43367580000
2012-01-05,43775370000
2012-01-06,43562610000
2012-01-09,43757640000
2012-01-10,44112240000
2012-01-11,44005860000
2012-01-12,44342730000
2012-01-13,43810830000
2012-01-17,44236350000
2012-01-18,44910090000
2012-01-19,44892360000
2012-01-20,44856900000
2012-01-23,44626410000
2012-01-24,44431380000
2012-01-25,44502300000
2012-01-26,44785980000
2012-01-27,44626410000
2012-01-30,44289540000
2012-01-31,44431380000
2012-02-01,44626410000
2012-02-02,44750520000
2012-02-03,45105120000
2012-02-06,44892360000
2012-02-07,44679600000
2012-02-08,44715060000
2012-02-09,44821440000
2012-02-10,44750520000
2012-02-13,44537760000
2012-02-14,44661870000
2012-02-15,44413650000
2012-02-16,44360460000
2012-02-17,44094510000
2012-02-21,44750520000
2012-02-22,44076780000
2012-02-23,44059050000
2012-02-24,43934940000
2012-02-27,43970400000
2012-02-28,44076780000
2012-02-29,44165430000
2012-03-01,44094510000
2012-03-02,44378190000
2012-03-05,44484570000
2012-03-06,44395920000
2012-03-07,43881750000
2012-03-08,43970400000
2012-03-09,44023590000
2012-03-12,44218620000
2012-03-13,44679600000
2012-03-14,44271810000
2012-03-15,44431380000
2012-03-16,44520030000
2012-03-19,44484570000
2012-03-20,44484570000
2012-03-21,44449110000
2012-03-22,44325000000
2012-03-23,44378190000
2012-03-26,44803710000
2012-03-27,44502300000
2012-03-28,44041320000
2012-03-29,43864020000
2012-03-30,44094510000
2012-04-02,44620470000
2012-04-03,44513850000
2012-04-04,44442770000
2012-04-05,44229530000
2012-04-09,43696430000
2012-04-10,43038940000
2012-04-11,42861240000
2012-04-12,43181100000
2012-04-13,43429880000
2012-04-16,43696430000
2012-04-17,44744860000
2012-04-18,44460540000
2012-04-19,44407230000
2012-04-20,44815940000
2012-04-23,44176220000
2012-04-24,44602700000
2012-04-25,45046950000
2012-04-26,45349040000
2012-04-27,45811060000
2012-04-30,46361930000
2012-05-01,46219770000
2012-05-02,46148690000
2012-05-03,46024300000
2012-05-04,45633360000
2012-05-07,45651130000
2012-05-08,45544510000
2012-05-09,45189110000
2012-05-10,45420120000
2012-05-11,45384580000
2012-05-14,45384580000
2012-05-15,45135800000
2012-05-16,44887020000
2012-05-17,44584930000
2012-05-18,44744860000
2012-05-21,44869250000
2012-05-22,45118030000
2012-05-23,44638240000
2012-05-24,44975870000
2012-05-25,44851480000
2012-05-29,44940330000
2012-05-30,44656010000
2012-05-31,44496080000
2012-06-01,43678660000
2012-06-04,43767510000
2012-06-05,43714200000
2012-06-06,44158450000
2012-06-07,44353920000
2012-06-08,44460540000
2012-06-11,44336150000
2012-06-12,44638240000
2012-06-13,44691550000
2012-06-14,45011410000
2012-06-15,44922560000
2012-06-18,45313500000
2012-06-19,45349040000
2012-06-20,45366810000
2012-06-21,45118030000
2012-06-22,45171340000
2012-06-25,44887020000
2012-06-26,43891900000
2012-06-27,43500960000
2012-06-28,43838590000
2012-06-29,44904790000
2012-07-02,45257760000
2012-07-03,45631350000
2012-07-05,45471240000
2012-07-06,45364500000
2012-07-09,45435660000
2012-07-10,45880410000
2012-07-11,45827040000
2012-07-12,45524610000
2012-07-13,46218420000
2012-07-16,46076100000
2012-07-17,46325160000
2012-07-18,46520850000
2012-07-19,46787700000
2012-07-20,46752120000
2012-07-23,45631350000
2012-07-24,45417870000
2012-07-25,45204390000
2012-07-26,45844830000
2012-07-27,45880410000
2012-07-30,45969360000
2012-07-31,46218420000
2012-08-01,45844830000
2012-08-02,45328920000
2012-08-03,47143500000
2012-08-06,47250240000
2012-08-07,47570460000
2012-08-08,47837310000
2012-08-09,47801730000
2012-08-10,47623830000
2012-08-13,47730570000
2012-08-14,47606040000
2012-08-15,47374770000
2012-08-16,47374770000
2012-08-17,47143500000
2012-08-20,47445930000
2012-08-21,47855100000
2012-08-22,47730570000
2012-08-23,48050790000
2012-08-24,48726810000
2012-08-27,48566700000
2012-08-28,48726810000
2012-08-29,48495540000
2012-08-30,48121950000
2012-08-31,48317640000
2012-09-04,48691230000
2012-09-05,48495540000
2012-09-06,49260510000
2012-09-07,46538640000
2012-09-10,46805490000
2012-09-11,46289580000
2012-09-12,46076100000
2012-09-13,46716540000
2012-09-14,46485270000
2012-09-17,46200630000
2012-09-18,47054550000
2012-09-19,47534880000
2012-09-20,48424380000
2012-09-21,48620070000
2012-09-24,48459960000
2012-09-25,48139740000
2012-09-26,48033000000
2012-09-27,47944050000
2012-09-28,48121950000
2012-10-01,49519600000
2012-10-02,49857800000
2012-10-03,49537400000
2012-10-04,49946800000
2012-10-05,49501800000
2012-10-08,49039000000
2012-10-09,48700800000
2012-10-10,48505000000
2012-10-11,48487200000
2012-10-12,48451600000
2012-10-15,48451600000
2012-10-16,48362600000
2012-10-17,48861000000
2012-10-18,48807600000
2012-10-19,48077800000
2012-10-22,48060000000
2012-10-23,47490400000
2012-10-24,47223400000
2012-10-25,47116600000
2012-10-26,47348000000
2012-10-31,47259000000
2012-11-01,47704000000
2012-11-02,46778400000
2012-11-05,47009800000
2012-11-06,47152200000
2012-11-07,46725000000
2012-11-08,46475800000
2012-11-09,46315600000
2012-11-12,46208800000
2012-11-13,45817200000
2012-11-14,44767000000
2012-11-15,44695800000
2012-11-16,45496800000
2012-11-19,45977400000
2012-11-20,45461200000
2012-11-21,45229800000
2012-11-23,45603600000
2012-11-26,45407800000
2012-11-27,44980600000
2012-11-28,45674800000
2012-11-29,45888400000
2012-11-30,46084200000
2012-12-03,45692600000
2012-12-04,45835000000
2012-12-05,45372200000
2012-12-06,45425600000
2012-12-07,45532400000
2012-12-10,46173200000
2012-12-11,46511400000
2012-12-12,46351200000
2012-12-13,46458000000
2012-12-14,46351200000
2012-12-17,46369000000
2012-12-18,46084200000
2012-12-19,46173200000
2012-12-20,46404600000
2012-12-21,45852800000
2012-12-24,45692600000
2012-12-26,45176400000
2012-12-27,45140800000
2012-12-28,44962800000
2012-12-31,45402800000
2013-01-02,47579280000
2013-01-03,47525760000
2013-01-04,47704160000
2013-01-07,47561440000
2013-01-08,47597120000
2013-01-09,48257200000
2013-01-10,48721040000
2013-01-11,48917280000
2013-01-14,49024320000
2013-01-15,49434640000
2013-01-16,49630880000
2013-01-17,50041200000
2013-01-18,50094720000
2013-01-22,49167040000
2013-01-23,49577360000
2013-01-24,49648720000
2013-01-25,49559520000
2013-01-28,49613040000
2013-01-29,49648720000
2013-01-30,49470320000
2013-01-31,49577360000
2013-02-01,50344480000
2013-02-04,49737920000
2013-02-05,49862800000
2013-02-06,49952000000
2013-02-07,50023360000
2013-02-08,49523840000
2013-02-11,49506000000
2013-02-12,49381120000
2013-02-13,49506000000
2013-02-14,47400880000
2013-02-15,47668480000
2013-02-19,48096640000
2013-02-20,48203680000
2013-02-21,47846880000
2013-02-22,47757680000
2013-02-25,47258160000
2013-02-26,48078800000
2013-02-27,49184880000
2013-02-28,49309760000
2013-03-01,49613040000
2013-03-04,50433680000
2013-03-05,50861840000
2013-03-06,50879680000
2013-03-07,50933200000
2013-03-08,50986720000
2013-03-11,50719120000
2013-03-12,50326640000
2013-03-13,50790480000
2013-03-14,50879680000
2013-03-15,50683440000
2013-03-18,50505040000
2013-03-19,50558560000
2013-03-20,51182960000
2013-03-21,50951040000
2013-03-22,53038320000
2013-03-25,53305920000
2013-03-26,54037360000
2013-03-27,54144400000
2013-03-28,54626080000
2013-04-01,54855840000
2013-04-02,55070400000
2013-04-03,54158520000
2013-04-04,54122760000
2013-04-05,53693640000
2013-04-08,53908200000
2013-04-09,53872440000
2013-04-10,54051240000
2013-04-11,54265800000
2013-04-12,54623400000
2013-04-15,53979720000
2013-04-16,54766440000
2013-04-17,53318160000
2013-04-18,53818800000
2013-04-19,56661720000
2013-04-22,56375640000
2013-04-23,56965680000
2013-04-24,56250480000
2013-04-25,56643840000
2013-04-26,56411400000
2013-04-29,56536560000
2013-04-30,56232600000
2013-05-01,56250480000
2013-05-02,56178960000
2013-05-03,56733240000
2013-05-06,55696200000
2013-05-07,56161080000
2013-05-08,55284960000
2013-05-09,54677040000
2013-05-10,54766440000
2013-05-13,55124040000
2013-05-14,55749840000
2013-05-15,56322000000
2013-05-16,56250480000
2013-05-17,56322000000
2013-05-20,55070400000
2013-05-21,55445880000
2013-05-22,56804760000
2013-05-23,55839240000
2013-05-24,55338600000
2013-05-28,55928640000
2013-05-29,54140640000
2013-05-30,52924800000
2013-05-31,52710240000
2013-06-03,53175120000
2013-06-04,52871160000
2013-06-05,52692360000
2013-06-06,52370520000
2013-06-07,53389680000
2013-06-10,52889040000
2013-06-11,53282400000
2013-06-12,52799640000
2013-06-13,53586360000
2013-06-14,53300280000
2013-06-17,54247920000
2013-06-18,54534000000
2013-06-19,52799640000
2013-06-20,50671920000
2013-06-21,51583800000
2013-06-24,51208320000
2013-06-25,51172560000
2013-06-26,51583800000
2013-06-27,52120200000
2013-06-28,51011640000
2013-07-01,51679950000
2013-07-02,51199620000
2013-07-03,50843820000
2013-07-05,51199620000
2013-07-08,51146250000
2013-07-09,51662160000
2013-07-10,51857850000
2013-07-11,53654640000
2013-07-12,54010440000
2013-07-15,53690220000
2013-07-16,53138730000
2013-07-17,54259500000
2013-07-18,54401820000
2013-07-19,54597510000
2013-07-22,54615300000
2013-07-23,55291320000
2013-07-24,54793200000
2013-07-25,55398060000
2013-07-26,56180820000
2013-07-29,56234190000
2013-07-30,55237950000
2013-07-31,55629330000
2013-08-01,56412090000
2013-08-02,56821260000
2013-08-05,56518830000
2013-08-06,56678940000
2013-08-07,55611540000
2013-08-08,58173300000
2013-08-09,57212639999
2013-08-12,56714520000
2013-08-13,57070320000
2013-08-14,56216400000
2013-08-15,55451430000
2013-08-16,55077840000
2013-08-19,54544140000
2013-08-20,54704250000
2013-08-21,54295080000
2013-08-22,55326900000
2013-08-23,55718280000
2013-08-26,54650880000
2013-08-27,54615300000
2013-08-28,54348450000
2013-08-29,54615300000
2013-08-30,54561930000
2013-09-03,54775410000
2013-09-04,54935520000
2013-09-05,54686460000
2013-09-06,55042260000
2013-09-09,55344690000
2013-09-10,55220160000
2013-09-11,55664910000
2013-09-12,55629330000
2013-09-13,56127450000
2013-09-16,56678940000
2013-09-17,56892420000
2013-09-18,58226669999
2013-09-19,58600259999
2013-09-20,57461699999
2013-09-23,56839050000
2013-09-24,57016949999
2013-09-25,57105900000
2013-09-26,56874630000
2013-09-27,56572200000
2013-09-30,54765060000
2013-10-01,53771550000
2013-10-02,53422950000
2013-10-03,53231220000
2013-10-04,53788980000
2013-10-07,53614680000
2013-10-08,53492670000
2013-10-09,53353230000
2013-10-10,54381600000
2013-10-11,53771550000
2013-10-14,53475240000
2013-10-15,53266080000
2013-10-16,54799920000
2013-10-17,56281470000
2013-10-18,56560350000
2013-10-21,56630070000
2013-10-22,57972180000
2013-10-23,57710730000
2013-10-24,57954750000
2013-10-25,58355639999
2013-10-28,58512510000
2013-10-29,59087700000
2013-10-30,58983120000
2013-10-31,58651950000
2013-11-01,58547370000
2013-11-04,58582230000
2013-11-05,58285919999
2013-11-06,58285919999
2013-11-07,55932870000
2013-11-08,56961240000
2013-11-11,56420909999
2013-11-12,56525490000
2013-11-13,58059330000
2013-11-14,59540879999
2013-11-15,59349149999
2013-11-18,59192280000
2013-11-19,58773960000
2013-11-20,58373070000
2013-11-21,59000550000
2013-11-22,59070270000
2013-11-25,58582230000
2013-11-26,59070270000
2013-11-27,59227139999
2013-11-29,58442790000
2013-12-02,58285919999
2013-12-03,59087700000
2013-12-04,59732610000
2013-12-05,59959200000
2013-12-06,61161870000
2013-12-09,60464669999
2013-12-10,59366580000
2013-12-11,59401440000
2013-12-12,59227139999
2013-12-13,59000550000
2013-12-16,59000550000
2013-12-17,59192280000
2013-12-18,60377520000
2013-12-19,60011490000
2013-12-20,60429810000
2013-12-23,60482100000
2013-12-24,60516960000
2013-12-26,60848129999
2013-12-27,60848129999
2013-12-30,61231590000
2013-12-31,60151199999
2014-01-02,59316240000
2014-01-03,59214000000
2014-01-06,58839120000
2014-01-07,59316240000
2014-01-08,59333280000
2014-01-09,60253440000
2014-01-10,61003199999
2014-01-13,59980800000
2014-01-14,60321600000
2014-01-15,60832800000
2014-01-16,60832800000
2014-01-17,60066000000
2014-01-21,58702800000
2014-01-22,58702800000
2014-01-23,58702800000
2014-01-24,57339600000
2014-01-27,57271440000
2014-01-28,57475919999
2014-01-29,56214960000
2014-01-30,56112720000
2014-01-31,55823040000
2014-02-03,54664320000
2014-02-04,54545040000
2014-02-05,54681360000
2014-02-06,55720800000
2014-02-07,56112720000
2014-02-10,56436479999
2014-02-11,56709120000
2014-02-12,56589840000
2014-02-13,57953040000
2014-02-14,58140479999
2014-02-18,58259759999
2014-02-19,58379040000
2014-02-20,58753919999
2014-02-21,58447199999
2014-02-24,58617600000
2014-02-25,57850800000
2014-02-26,57799680000
2014-02-27,57680400000
2014-02-28,57987120000
2014-03-03,57595199999
2014-03-04,58464240000
2014-03-05,58498320000
2014-03-06,59435520000
2014-03-07,59776320000
2014-03-10,59776320000
2014-03-11,59588880000
2014-03-12,59469600000
2014-03-13,58839120000
2014-03-14,58362000000
2014-03-17,58362000000
2014-03-18,58617600000
2014-03-19,58191600000
2014-03-20,58379040000
2014-03-21,58157520000
2014-03-24,57663360000
2014-03-25,58430160000
2014-03-26,58225680000
2014-03-27,58293840000
2014-03-28,58617600000
2014-03-31,58527699999
2014-04-01,58985080000
2014-04-02,59154480000
2014-04-03,58900380000
2014-04-04,58510760000
2014-04-07,57985619999
2014-04-08,58612400000
2014-04-09,59205300000
2014-04-10,58798740000
2014-04-11,58121140000
2014-04-14,58358300000
2014-04-15,58036440000
2014-04-16,58900380000
2014-04-17,58697100000
2014-04-21,58917320000
2014-04-22,59340820000
2014-04-23,59476340000
2014-04-24,59798199999
2014-04-25,59865960000
2014-04-28,60882359999
2014-04-29,60306400000
2014-04-30,60391100000
2014-05-01,60357220000
2014-05-02,60103119999
2014-05-05,60323340000
2014-05-06,59662680000
2014-05-07,64541400000
2014-05-08,64016260000
2014-05-09,64304240000
2014-05-12,63677460000
2014-05-13,64117900000
2014-05-14,63694400000
2014-05-15,63084560000
2014-05-16,63541940000
2014-05-19,63321720000
2014-05-20,63389480000
2014-05-21,63745220000
2014-05-22,63169260000
2014-05-23,63084560000
2014-05-27,63406420000
2014-05-28,63355600000
2014-05-29,63491119999
2014-05-30,63728279999
2014-06-02,63982380000
2014-06-03,64236480000
2014-06-04,64643039999
2014-06-05,64761619999
2014-06-06,64761619999
2014-06-09,64490580000
2014-06-10,63948500000
2014-06-11,63694400000
2014-06-12,63203140000
2014-06-13,63440300000
2014-06-16,63101500000
2014-06-17,63304779999
2014-06-18,63626640000
2014-06-19,63525000000
2014-06-20,63508060000
2014-06-23,63067619999
2014-06-24,62915160000
2014-06-25,62864340000
2014-06-26,63745220000
2014-06-27,63186199999
2014-06-30,63485680000
2014-07-01,63924559999
2014-07-02,63992079999
2014-07-03,64093360000
2014-07-07,64059600000
2014-07-08,64279040000
2014-07-09,64160880000
2014-07-10,64127120000
2014-07-11,64852960000
2014-07-14,65089280000
2014-07-15,64312800000
2014-07-16,64380320000
2014-07-17,64127120000
2014-07-18,64954239999
2014-07-21,64599760000
2014-07-22,65004880000
2014-07-23,64633520000
2014-07-24,64667280000
2014-07-25,64447840000
2014-07-28,64515360000
2014-07-29,64160880000
2014-07-30,62405360000
2014-07-31,60801760000
2014-08-01,61325040000
2014-08-04,61527600000
2014-08-05,60700480000
2014-08-06,60194079999
2014-08-07,59198160000
2014-08-08,59890239999
2014-08-11,60362880000
2014-08-12,60210960000
2014-08-13,60430399999
2014-08-14,60261600000
2014-08-15,60396640000
2014-08-18,60835520000
2014-08-19,61054960000
2014-08-20,61105600000
2014-08-21,61038079999
2014-08-22,60514800000
2014-08-25,61021200000
2014-08-26,60886160000
2014-08-27,61173120000
2014-08-28,61257520000
2014-08-29,61088719999
2014-09-02,60329120000
2014-09-03,60464160000
2014-09-04,59924000000
2014-09-05,60244719999
2014-09-08,59620160000
2014-09-09,59974640000
2014-09-10,60092800000
2014-09-11,60346000000
2014-09-12,59620160000
2014-09-15,59805840000
2014-09-16,59991520000
2014-09-17,59788960000
2014-09-18,60447280000
2014-09-19,60210960000
2014-09-22,59130640000
2014-09-23,58455440000
2014-09-24,59535760000
2014-09-25,58641120000
2014-09-26,58151600000
2014-09-29,57729600000
2014-09-30,57470790000
2014-10-01,56598750000
2014-10-02,56749680000
2014-10-03,57437250000
2014-10-06,57722340000
2014-10-07,56883840000
2014-10-08,57672030000
2014-10-09,56431050000
2014-10-10,56162730000
2014-10-13,55307459999
2014-10-14,55005599999
2014-10-15,54787590000
2014-10-16,53831700000
2014-10-17,54703739999
2014-10-20,55240380000
2014-10-21,55726709999
2014-10-22,56833530000
2014-10-23,57202470000
2014-10-24,57638489999
2014-10-27,58242209999
2014-10-28,59181330000
2014-10-29,58577610000
2014-10-30,58963319999
2014-10-31,59131020000
2014-11-03,59382569999
2014-11-04,58745310000
2014-11-05,62300550000
2014-11-06,63457680000
2014-11-07,63323520000
2014-11-10,63558300000
2014-11-11,63340290000
2014-11-12,63591840000
2014-11-13,64111709999
2014-11-14,63994319999
2014-11-17,64346489999
2014-11-18,64899900000
2014-11-19,65570700000
2014-11-20,65285610000
2014-11-21,65403000000
2014-11-24,65386230000
2014-11-25,65000520000
2014-11-26,65403000000
2014-11-28,65738400000
2014-12-01,65369459999
2014-12-02,65218530000
2014-12-03,64849590000
2014-12-04,64413569999
2014-12-05,64564500000
2014-12-08,64128480000
2014-12-09,64665120000
2014-12-10,63910470000
2014-12-11,63944010000
2014-12-12,62434709999
2014-12-15,61495590000
2014-12-16,60405540000
2014-12-17,60372000000
2014-12-18,61344660000
2014-12-19,62552099999
2014-12-22,62887500000
2014-12-23,63021660000
2014-12-24,63105510000
2014-12-26,63323520000
2014-12-29,62619180000
2014-12-30,62082540000
2014-12-31,59871840000
2015-01-02,60629920000
2015-01-05,59723520000
2015-01-06,59311520000
2015-01-07,61173759999
2015-01-08,61948320000
2015-01-09,61338560000
2015-01-12,60761759999
2015-01-13,60366240000
2015-01-14,60234399999
2015-01-15,60217920000
2015-01-16,60877120000
2015-01-20,61008960000
2015-01-21,61223200000
2015-01-22,61948320000
2015-01-23,60877120000
2015-01-26,60283840000
2015-01-27,59459840000
2015-01-28,58784160000
2015-01-29,58899520000
2015-01-30,58075520000
2015-02-02,58932480000
2015-02-03,59426880000
2015-02-04,59360960000
2015-02-05,59756480000
2015-02-06,59179679999
2015-02-09,58850080000
2015-02-10,59014880000
2015-02-11,60547520000
2015-02-12,60943039999
2015-02-13,60613440000
2015-02-17,61223200000
2015-02-18,60877120000
2015-02-19,60959520000
2015-02-20,60926560000
2015-02-23,60959520000
2015-02-24,60992480000
2015-02-25,60415679999
2015-02-26,60514560000
2015-02-27,60877120000
2015-03-02,60794720000
2015-03-03,60382720000
2015-03-04,60053120000
2015-03-05,60168480000
2015-03-06,58042560000
2015-03-09,58372160000
2015-03-10,56856000000
2015-03-11,56592320000
2015-03-12,57680000000
2015-03-13,56872480000
2015-03-16,57202080000
2015-03-17,56625280000
2015-03-18,57712960000
2015-03-19,57119679999
2015-03-20,57251520000
2015-03-23,58174399999
2015-03-24,57696480000
2015-03-25,59014880000
2015-03-26,57811840000
2015-03-27,58586399999
2015-03-30,60152000000
2015-03-31,58646250000
2015-04-01,58987499999
2015-04-02,59523750000
2015-04-06,60125000000
2015-04-07,60125000000
2015-04-08,60758750000
2015-04-09,60742500000
2015-04-10,60775000000
2015-04-13,60531250000
2015-04-14,60888750000
2015-04-15,61018749999
2015-04-16,60628750000
2015-04-17,60076250000
2015-04-20,60108750000
2015-04-21,59361250000
2015-04-22,59848750000
2015-04-23,59816250000
2015-04-24,59832500000
2015-04-27,59799999999
2015-04-28,59799999999
2015-04-29,62887500000
2015-04-30,62351249999
2015-05-01,62806250000
2015-05-04,62757499999
2015-05-05,62270000000
2015-05-06,62481250000
2015-05-07,63342499999
2015-05-08,64090000000
